energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.93396698,8.41616410,-5.17209859,0.14341606,-0.07386373,0.46453285,-0.26136939,2.44253027,-1.71103927,1.28629353,-0.43563039,0.87205849,-0.67785759,0.19414235,-0.12759807,0.11865962,-0.08117457,3.63329369,-2.51360202
-5.92796398,8.33543241,-5.35714243,0.14128481,-0.07982777,0.45680143,-0.27336159,2.42395247,-1.76341611,1.26690932,-0.45980805,0.86080250,-0.70077963,0.19524857,-0.12762260,0.11708691,-0.08557816,3.60520019,-2.59443687
-5.92196098,8.23367444,-5.56370700,0.13847068,-0.08607569,0.44815820,-0.28621004,2.40363521,-1.81967372,1.24351553,-0.48566656,0.84836825,-0.72513391,0.19583395,-0.12862475,0.11500402,-0.09043632,3.56824822,-2.68581981
-5.91595798,8.11276335,-5.78936361,0.13501760,-0.09255106,0.43874628,-0.29977456,2.38202621,-1.87913472,1.21649477,-0.51293157,0.83493853,-0.75083619,0.19591337,-0.13054878,0.11245395,-0.09568303,3.52314823,-2.78668042
-5.90995498,7.97468522,-6.03113068,0.13098144,-0.09918537,0.42871089,-0.31388980,2.35947986,-1.94101234,1.18626339,-0.54127843,0.82068187,-0.77774628,0.19550855,-0.13332180,0.10948805,-0.10124104,3.47065242,-2.89568414
-5.90395198,7.82147066,-6.28553301,0.12642868,-0.10589873,0.41819522,-0.32836833,2.33624171,-2.00443074,1.15325994,-0.57033769,0.80574649,-0.80566801,0.19464678,-0.13685579,0.10616460,-0.10702339,3.41152665,-3.01125923
-5.89794897,7.65513556,-6.54867746,0.12143476,-0.11260101,0.40733717,-0.34300459,2.31243963,-2.06844862,1.11793443,-0.59970228,0.79025600,-0.83435142,0.19335974,-0.14105010,0.10254731,-0.11293532,3.34652640,-3.13163139
-5.89194597,7.47763367,-6.81634348,0.11608220,-0.11919350,0.39626688,-0.35757959,2.28808264,-2.13208527,1.08073901,-0.62893626,0.77430688,-0.86349740,0.19168255,-0.14579403,0.09870386,-0.11887639,3.27637803,-3.25486529
-5.88594297,7.29082319,-7.08408593,0.11045849,-0.12557104,0.38510521,-0.37186629,2.26306731,-2.19434816,1.04212011,-0.65758482,0.75796813,-0.89276463,0.18965299,-0.15096966,0.09470444,-0.12474281,3.20176605,-3.37891196
-5.87993997,7.09644812,-7.34734731,0.10465390,-0.13162458,0.37396332,-0.38563548,2.23719158,-2.25426101,1.00251245,-0.68518532,0.74128298,-0.92177861,0.18731115,-0.15645471,0.09062034,-0.13042991,3.12332699,-3.50166051
-5.87393697,6.89613426,-7.60157538,0.09875935,-0.13724408,0.36294309,-0.39866188,2.21017515,-2.31089124,0.96233493,-0.71127906,0.72427259,-0.95014246,0.18469923,-0.16212544,0.08652272,-0.13583466,3.04164963,-3.62099255
-5.86793397,6.69139889,-7.84234232,0.09286417,-0.14232163,0.35213839,-0.41073040,2.18168537,-2.36337550,0.92198822,-0.73542327,0.70694155,-0.97744895,0.18186171,-0.16785944,0.08248142,-0.14085818,2.95728109,-3.73483719
-5.86193097,6.48367169,-8.06546047,0.08705415,-0.14675471,0.34163710,-0.42164213,2.15136701,-2.41094241,0.88185406,-0.75720297,0.68928475,-1.00329324,0.17884571,-0.17353824,0.07856405,-0.14540816,2.87073784,-3.84122470
-5.85592796,6.27432440,-8.26709028,0.08140974,-0.15044943,0.33152350,-0.43121996,2.11887421,-2.45293119,0.84229573,-0.77624212,0.67129519,-1.02728568,0.17570148,-0.17904977,0.07483507,-0.14940107,2.78252036,-3.93833652
-5.84992496,6.06470546,-8.44383601,0.07600443,-0.15332361,0.32188091,-0.43931349,2.08390260,-2.48880548,0.80365962,-0.79221378,0.65297225,-1.04906394,0.17248301,-0.18429040,0.07135517,-0.15276416,2.69312986,-4.02454965
-5.84392196,5.85617608,-8.59282502,0.07090352,-0.15530959,0.31279426,-0.44580299,2.04621971,-2.51816176,0.76627720,-0.80484860,0.63432981,-1.06830392,0.16924858,-0.18916664,0.06818068,-0.15543705,2.60308543,-4.09847351
-5.83791896,5.65014391,-8.71176761,0.06616314,-0.15635654,0.30435243,-0.45060232,2.00569175,-2.54073186,0.73046716,-0.81394162,0.61540365,-1.08472882,0.16606112,-0.19359651,0.06536314,-0.15737301,2.51293993,-4.15897786
-5.83191596,5.44809072,-8.79899491,0.06182965,-0.15643233,0.29664994,-0.45366054,1.96230519,-2.55637965,0.69653729,-0.81935670,0.59625770,-1.09811590,0.16298845,-0.19751034,0.06294897,-0.15853984,2.42329304,-4.20521066
-5.82591296,5.25159108,-8.85347379,0.05793924,-0.15552472,0.28978802,-0.45496230,1.91618171,-2.56509223,0.66478560,-0.82102882,0.57698852,-1.10830073,0.16010311,-0.20085119,0.06097914,-0.15892023,2.33480004,-4.23660538
-5.81990995,5.06231955,-8.87479863,0.05451801,-0.15364185,0.28387466,-0.45452680,1.86758564,-2.56696611,0.63550058,-0.81896382,0.55772784,-1.11517859,0.15748186,-0.20357485,0.05948900,-0.15851174,2.24817543,-4.25287776
-5.81390695,4.88204478,-8.86316144,0.05158213,-0.15081206,0.27902383,-0.45240560,1.81692342,-2.56218956,0.60896021,-0.81323590,0.53864279,-1.11870332,0.15520469,-0.20564941,0.05850798,-0.15732633,2.16419040,-4.25401279
-5.80790395,4.71260990,-8.81930264,0.04913841,-0.14708300,0.27535351,-0.44867924,1.76473492,-2.55102204,0.58542971,-0.80398293,0.51993376,-1.11888360,0.15335350,-0.20705453,0.05805943,-0.15538956,2.08366416,-4.24024287
-5.80190095,4.55589936,-8.74444605,0.04718488,-0.14252006,0.27298289,-0.44345297,1.71167714,-2.53377229,0.56515795,-0.79139987,0.50182988,-1.11577724,0.15201026,-0.20778039,0.05816033,-0.15273933,2.00744900,-4.21201903
-5.79589795,4.41379332,-8.64022234,0.04571164,-0.13720427,0.27202854,-0.43685188,1.65850109,-2.51077634,0.54837267,-0.77573073,0.48458239,-1.10948387,0.15125483,-0.20782660,0.05882106,-0.14942446,1.93640978,-4.16997701
-5.78989495,4.28811166,-8.50858570,0.04470176,-0.13122965,0.27259998,-0.42901549,1.60602302,-2.48237704,0.53527456,-0.75725942,0.46845602,-1.10013672,0.15116249,-0.20720084,0.06004508,-0.14550303,1.87139865,-4.11490059
-5.78389195,4.18055020,-8.35172863,0.04413219,-0.12470032,0.27479457,-0.42009244,1.55509150,-2.44890624,0.52603061,-0.73629997,0.45371893,-1.08789408,0.15180119,-0.20591773,0.06182869,-0.14104057,1.81322616,-4.04768434
-5.77788894,4.09261213,-8.17199981,0.04397471,-0.11772730,0.27869220,-0.41023525,1.50655203,-2.41067092,0.52076693,-0.71318670,0.44063158,-1.07293110,0.15322879,-0.20399762,0.06416067,-0.13610821,1.76263036,-3.96929796
-5.77188594,4.02553843,-7.97182907,0.04419682,-0.11042524,0.28434984,-0.39959563,1.46121095,-2.36794384,0.51956140,-0.68826462,0.42943512,-1.05543261,0.15549022,-0.20146573,0.06702204,-0.13078088,1.72024517,-3.88075433
-5.76588294,3.98024053,-7.75366321,0.04476261,-0.10290929,0.29179643,-0.38832047,1.41980034,-2.32095948,0.52243662,-0.66188068,0.42033983,-1.03558725,0.15861486,-0.19835133,0.07038581,-0.12513554,1.68656993,-3.78308257
-5.75987994,3.95723903,-7.51991519,0.04563346,-0.09529210,0.30102810,-0.37654874,1.38294569,-2.26991517,0.52935355,-0.63437593,0.41351419,-1.01358347,0.16261418,-0.19468742,0.07421682,-0.11924962,1.66194147,-3.67730744
-5.75387694,3.95661169,-7.27292805,0.04676877,-0.08768110,0.31200426,-0.36440930,1.35113781,-2.21497716,0.54020608,-0.60607914,0.40907513,-0.98960743,0.16747970,-0.19051047,0.07847172,-0.11319955,1.64651041,-3.56443549
-5.74787394,3.97795357,-7.01495403,0.04812653,-0.08017627,0.32464455,-0.35201986,1.32471019,-2.15629108,0.55481707,-0.57730172,0.40707990,-0.96384290,0.17318161,-0.18586059,0.08309898,-0.10705962,1.64022275,-3.44544810
-5.74187094,4.02035181,-6.74814795,0.04966378,-0.07286825,0.33882701,-0.33948683,1.30382289,-2.09399578,0.57293611,-0.54833428,0.40752006,-0.93647300,0.17966780,-0.18078181,0.08803922,-0.10090093,1.64280801,-3.32130079
-5.73586793,4.08237674,-6.47457304,0.05133709,-0.06583704,0.35438749,-0.32690611,1.28845350,-2.02823941,0.59423916,-0.51944452,0.41031780,-0.90768342,0.18686373,-0.17532260,0.09322560,-0.09479069,1.65377452,-3.19292792
-5.72986493,4.16209056,-6.19621677,0.05310289,-0.05915111,0.37112046,-0.31436464,1.27839566,-1.95919636,0.61833041,-0.49087658,0.41532498,-0.87766678,0.19467286,-0.16953646,0.09858448,-0.08879165,1.67241251,-3.06125144
-5.72386193,4.25707379,-5.91501335,0.05491786,-0.05286707,0.38878126,-0.30194248,1.27326498,-1.88708380,0.64474639,-0.46285136,0.42232478,-0.84662759,0.20297790,-0.16348247,0.10403627,-0.08296178,1.69780491,-2.92719209
-5.71785893,4.36446929,-5.63286951,0.05673922,-0.04702978,0.40708979,-0.28971522,1.27251217,-1.81217642,0.67296228,-0.43556796,0.43103616,-0.81478721,0.21164279,-0.15722584,0.10949658,-0.07735406,1.72884593,-2.79168147
-5.71185593,4.48104279,-5.35169014,0.05852512,-0.04167278,0.42573550,-0.27775656,1.27544273,-1.73481817,0.70240057,-0.40920550,0.44112096,-0.78238832,0.22051529,-0.15083821,0.11487749,-0.07201649,1.76426666,-2.65567318
-5.70585293,4.60325815,-5.07340043,0.06023494,-0.03681915,0.44438375,-0.26614070,1.28124233,-1.65543014,0.73244166,-0.38392550,0.45219326,-0.74969835,0.22943026,-0.14439778,0.12008906,-0.06699214,1.80266710,-2.52015165
-5.69984992,4.72736519,-4.79996183,0.06182973,-0.03248251,0.46268310,-0.25494452,1.28900691,-1.57451382,0.76243643,-0.35987429,0.46383093,-0.71701147,0.23821347,-0.13798911,0.12504107,-0.06231924,1.84255346,-2.38613731
-5.69384692,4.84949714,-4.53337959,0.06327266,-0.02866825,0.48027364,-0.24424910,1.29777619,-1.49264935,0.79172025,-0.33718519,0.47558871,-0.68464871,0.24668582,-0.13170255,0.12964476,-0.05803142,1.88237953,-2.25468718
-5.68784392,4.96577470,-4.27570046,0.06452941,-0.02537482,0.49679586,-0.23414087,1.30656945,-1.41048890,0.81962819,-0.31598052,0.48701248,-0.65295611,0.25466789,-0.12563331,0.13381480,-0.05415780,1.92059065,-2.12689032
-5.68184092,5.07241308,-4.02899995,0.06556878,-0.02259500,0.51189995,-0.22471182,1.31442196,-1.32874514,0.84551092,-0.29637298,0.49765414,-0.62230080,0.26198466,-0.11988023,0.13747118,-0.05072319,1.95566875,-2.00385789
-5.67583792,5.16582854,-3.79535915,0.06636308,-0.02031715,0.52525513,-0.21605914,1.32042106,-1.24817570,0.86875083,-0.27846648,0.50708652,-0.59306494,0.26847022,-0.11454407,0.14054113,-0.04774815,1.98617693,-1.88670808
-5.66983492,5.24274060,-3.57683208,0.06688875,-0.01852629,0.53655881,-0.20828403,1.32374029,-1.16956420,0.88877789,-0.26235640,0.51491770,-0.56563790,0.27397239,-0.10972565,0.14296087,-0.04524902,2.01080198,-1.77654645
-5.66383192,5.30026655,-3.37540497,0.06712675,-0.01720509,0.54554520,-0.20148989,1.32367057,-1.09369888,0.90508458,-0.24812906,0.52080435,-0.54040679,0.27835703,-0.10552356,0.14467727,-0.04323794,2.02839330,-1.67444248
-5.65782891,5.33600501,-3.19294939,0.06706301,-0.01633455,0.55199311,-0.19577985,1.31964729,-1.02134987,0.91723957,-0.23586072,0.52446333,-0.51774580,0.28151191,-0.10203190,0.14564923,-0.04172271,2.03799691,-1.58140341
-5.65182591,5.34810538,-3.03117154,0.06668878,-0.01589460,0.55573261,-0.19125390,1.31127251,-0.95324633,0.92489946,-0.22561600,0.52568139,-0.49800481,0.28335010,-0.09933770,0.14584880,-0.04070666,2.03888338,-1.49834665
-5.64582291,5.33532120,-2.89156026,0.06600088,-0.01586442,0.55665046,-0.18800556,1.29833149,-0.89005438,0.92781831,-0.21744585,0.52432238,-0.48149765,0.28381252,-0.09751855,0.14526195,-0.04018842,2.03056874,-1.42607193
-5.63981991,5.29704526,-2.77533623,0.06500178,-0.01622260,0.55469388,-0.18611844,1.28080329,-0.83235691,0.92585448,-0.21138530,0.52033180,-0.46849067,0.28286994,-0.09664020,0.14388895,-0.04016171,2.01282761,-1.36523468
-5.63381691,5.23332561,-2.68340478,0.06369961,-0.01694706,0.54987277,-0.18566276,1.25886506,-0.78063611,0.91897454,-0.20745099,0.51373869,-0.45919192,0.28052397,-0.09675434,0.14174446,-0.04061510,1.98569832,-1.31632170
-5.62781391,5.14486188,-2.61631488,0.06210802,-0.01801493,0.54226012,-0.18669187,1.23289002,-0.73525949,0.90725417,-0.20563879,0.50465454,-0.45374162,0.27680727,-0.09789674,0.13885708,-0.04153177,1.94947993,-1.27963048
-5.62181091,5.03298247,-2.57422610,0.06024581,-0.01940223,0.53199064,-0.18923923,1.20343958,-0.69646977,0.89087583,-0.20592155,0.49326962,-0.45220419,0.27178288,-0.10008565,0.13526865,-0.04288935,1.90472124,-1.25525304
-5.61580790,4.89960344,-2.55688544,0.05813656,-0.02108359,0.51925763,-0.19331562,1.17124978,-0.66437914,0.87012345,-0.20824718,0.47984672,-0.45456230,0.26554266,-0.10332074,0.13103307,-0.04465983,1.85220262,-1.24306513
-5.60980490,4.74717101,-2.56361531,0.05580799,-0.02303185,0.50430835,-0.19890703,1.13721277,-0.63896793,0.84537428,-0.21253720,0.46471278,-0.46071327,0.25820502,-0.10758241,0.12621492,-0.04680958,1.79291123,-1.24272152
-5.60380190,4.57858988,-2.59331368,0.05329130,-0.02521775,0.48743777,-0.20597313,1.10235408,-0.62008771,0.81708807,-0.21868597,0.44824859,-0.47046801,0.24991182,-0.11283174,0.12088768,-0.04929947,1.72801076,-1.25365769
-5.59779890,4.39714016,-2.64446687,0.05062044,-0.02760970,0.46898116,-0.21444657,1.06780650,-0.60746860,0.78579425,-0.22656054,0.43087721,-0.48355266,0.24082477,-0.11901097,0.11513188,-0.05208522,1.65880693,-1.27509815
-5.59179590,4.20638604,-2.71517509,0.04783121,-0.03017362,0.44930575,-0.22423302,1.03478149,-0.60073053,0.75207737,-0.23600139,0.41305148,-0.49961306,0.23112134,-0.12604451,0.10903301,-0.05511782,1.58670996,-1.30607133
-5.58579290,4.01007954,-2.80319033,0.04496049,-0.03287296,0.42880163,-0.23521214,1.00453897,-0.59939794,0.71656138,-0.24682403,0.39524116,-0.51822196,0.22099022,-0.13384054,0.10267941,-0.05834424,1.51319557,-1.34543076
-5.57978989,3.81206264,-2.90596577,0.04204534,-0.03566880,0.40787230,-0.24723940,0.97835658,-0.60291739,0.67989347,-0.25882147,0.37792010,-0.53888879,0.21062675,-0.14229317,0.09616017,-0.06170823,1.43976567,-1.39188206
-5.57378689,3.61617120,-3.02071541,0.03912220,-0.03852020,0.38692519,-0.26014883,0.95749911,-0.61067759,0.64272782,-0.27176761,0.36155405,-0.56107195,0.20022822,-0.15128499,0.08956313,-0.06515128,1.36791026,-1.44401489
-5.56778389,3.42614355,-3.14448230,0.03622616,-0.04138465,0.36636237,-0.27375645,0.94318908,-0.62203093,0.60571004,-0.28542138,0.34658939,-0.58419298,0.18998928,-0.16069006,0.08297295,-0.06861381,1.29907151,-1.50033910
-5.56178089,3.24553659,-3.27421322,0.03339027,-0.04421873,0.34657184,-0.28786458,0.93657900,-0.63631610,0.56946259,-0.29953175,0.33344307,-0.60765252,0.18009761,-0.17037715,0.07646951,-0.07203635,1.23461134,-1.55932375
-5.55577789,3.07765161,-3.40683737,0.03064497,-0.04697880,0.32791955,-0.30226664,0.93872615,-0.65288079,0.53457186,-0.31384312,0.32249425,-0.63084721,0.17072998,-0.18021318,0.07012642,-0.07536083,1.17578304,-1.61943786
-5.54977489,2.92547159,-3.53934659,0.02801765,-0.04962192,0.31074238,-0.31675249,0.95057018,-0.67110394,0.50157697,-0.32810133,0.31407746,-0.65318723,0.16204873,-0.19006671,0.06400990,-0.07853195,1.12370775,-1.67919144
-5.54377189,2.79161112,-3.66887407,0.02553231,-0.05210671,0.29534226,-0.33111402,0.97291407,-0.69041664,0.47096088,-0.34205967,0.30847771,-0.67411369,0.15419890,-0.19981132,0.05817793,-0.08149840,1.07935621,-1.73717531
-5.53776888,2.67827956,-3.79276888,0.02320935,-0.05439432,0.28198148,-0.34515084,1.00640857,-0.71032111,0.44314361,-0.35548504,0.30592732,-0.69311515,0.14730586,-0.20932885,0.05267966,-0.08421407,1.04353577,-1.79209831
-5.53176588,2.58725758,-3.90866337,0.02106547,-0.05644932,0.27087930,-0.35867589,1.05154042,-0.73040703,0.41847786,-0.36816369,0.30660444,-0.70974286,0.14147366,-0.21851215,0.04755519,-0.08663909,1.01688281,-1.84282042
-5.52576288,2.51988638,-4.01453102,0.01911370,-0.05824054,0.26220972,-0.37152069,1.10862419,-0.75036458,0.39724687,-0.37990651,0.31063315,-0.72362380,0.13678404,-0.22726757,0.04283554,-0.08874074,0.99986013,-1.88838055
-5.51975988,2.47706882,-4.10873235,0.01736352,-0.05974181,0.25610050,-0.38354004,1.17779778,-0.76999390,0.37966434,-0.39055360,0.31808495,-0.73447124,0.13329605,-0.23551677,0.03854292,-0.09049404,0.99275901,-1.92801793
-5.51375688,2.45928095,-4.19004717,0.01582102,-0.06093255,0.25263326,-0.39461611,1.25902130,-0.78921030,0.36587618,-0.39997781,0.32898123,-0.74209213,0.13104621,-0.24319795,0.03469118,-0.09188219,0.99570521,-1.96118621
-5.50775388,2.46659236,-4.25769186,0.01448921,-0.06179815,0.25184445,-0.40466148,1.35207912,-0.80804524,0.35596381,-0.40808728,0.34329667,-0.74639119,0.13004938,-0.25026644,0.03128645,-0.09289669,1.00866833,-1.98755974
-5.50175088,2.49869336,-4.31132120,0.01336828,-0.06233024,0.25372722,-0.41362128,1.45658454,-0.82664279,0.34994864,-0.41482665,0.36096301,-0.74737142,0.13029984,-0.25669463,0.02832788,-0.09353719,1.03147357,-2.00703189
-5.49574787,2.55492709,-4.35101460,0.01245595,-0.06252672,0.25823376,-0.42147414,1.57198681,-0.84525175,0.34779739,-0.42017704,0.38187312,-0.74513098,0.13177297,-0.26247125,0.02580846,-0.09381114,1.06381529,-2.01970550
-5.48974487,2.63432447,-4.37724769,0.01174781,-0.06239155,0.26527825,-0.42823198,1.69757992,-0.86421355,0.34942783,-0.42415478,0.40588493,-0.73985666,0.13442704,-0.26760008,0.02371590,-0.09373310,1.10527134,-2.02587597
-5.48374187,2.73564023,-4.39085060,0.01123764,-0.06193446,0.27473993,-0.43393861,1.83251269,-0.88394649,0.35471470,-0.42680882,0.43282509,-0.73181422,0.13820528,-0.27209811,0.02203348,-0.09332397,1.15531752,-2.02600797
-5.47773887,2.85738828,-4.39295490,0.01091775,-0.06117041,0.28646641,-0.43866724,1.97579959,-0.90492668,0.36349535,-0.42821711,0.46249208,-0.72133603,0.14303792,-0.27599341,0.02074088,-0.09260992,1.21334150,-2.02070665
-5.47173587,2.99787505,-4.38493177,0.01077922,-0.06011899,0.30027697,-0.44251684,2.12633203,-0.92766652,0.37557508,-0.42848206,0.49465862,-0.70880654,0.14884433,-0.27932261,0.01981497,-0.09162134,1.27865556,-2.01068503
-5.46573287,3.15522991,-4.36832429,0.01081221,-0.05880367,0.31596574,-0.44560776,2.28288960,-0.95269155,0.39073186,-0.42772528,0.52907346,-0.69464641,0.15553503,-0.28212835,0.01923044,-0.09039159,1.35050791,-1.99672894
-5.45972986,3.32743201,-4.34477691,0.01100610,-0.05725100,0.33330486,-0.44807648,2.44415112,-0.98051650,0.40872030,-0.42608183,0.56546239,-0.67929588,0.16301347,-0.28445664,0.01896047,-0.08895585,1.42809216,-1.97966114
-5.45372686,3.51233335,-4.31596537,0.01134973,-0.05548984,0.35204748,-0.45006998,2.60870551,-1.01162163,0.42927506,-0.42369433,0.60352862,-0.66319817,0.17117783,-0.28635443,0.01897716,-0.08734988,1.51055515,-1.96030644
-5.44772386,3.70767859,-4.28353011,0.01183146,-0.05355052,0.37193062,-0.45173982,2.77506238,-1.04643037,0.45211360,-0.42070720,0.64295279,-0.64678374,0.17992235,-0.28786740,0.01925201,-0.08560899,1.59700307,-1.93945914
-5.44172086,3.91112214,-4.24901616,0.01243935,-0.05146412,0.39267814,-0.45323619,2.94166283,-1.08528917,0.47693842,-0.41726119,0.68339264,-0.63045600,0.18913871,-0.28903809,0.01975616,-0.08376696,1.68650637,-1.91785446
-5.43571786,4.12024356,-4.21382195,0.01316117,-0.04926175,0.41400365,-0.45470232,3.10689066,-1.12845070,0.50343905,-0.41348859,0.72448282,-0.61457917,0.19871704,-0.28990454,0.02046074,-0.08185525,1.77810381,-1.89614499
-5.42971486,4.33256269,-4.17915916,0.01398454,-0.04697401,0.43561368,-0.45626929,3.26908475,-1.17606103,0.53129399,-0.40950930,0.76583502,-0.59946868,0.20854688,-0.29049936,0.02133700,-0.07990229,1.87080627,-1.87488312
-5.42371186,4.54555578,-4.14602516,0.01489698,-0.04463043,0.45721108,-0.45805177,3.42655302,-1.22815172,0.56017277,-0.40542781,0.80703876,-0.58538458,0.21851800,-0.29084935,0.02235653,-0.07793293,1.96360101,-1.85451012
-5.41770885,4.75667411,-4.11518875,0.01588596,-0.04225915,0.47849885,-0.46014460,3.57758878,-1.28463718,0.58973842,-0.40133145,0.84766323,-0.57252805,0.22852122,-0.29097571,0.02349144,-0.07596816,2.05545694,-1.83535207
-5.41170585,4.96336623,-4.08718969,0.01693905,-0.03988660,0.49918438,-0.46262060,3.72048985,-1.34531774,0.61965058,-0.39728970,0.88726027,-0.56104113,0.23844923,-0.29089470,0.02471449,-0.07402489,2.14533154,-1.81762262
-5.40570285,5.16310490,-4.06235132,0.01804403,-0.03753734,0.51898418,-0.46552960,3.85358111,-1.40988847,0.64956926,-0.39335477,0.92536888,-0.55100957,0.24819746,-0.29061878,0.02599935,-0.07211602,2.23217994,-1.80143215
-5.39969985,5.35341927,-4.04080554,0.01918902,-0.03523393,0.53762913,-0.46889885,3.97524037,-1.47795352,0.67915942,-0.38956328,0.96152114,-0.54246837,0.25766513,-0.29015817,0.02732081,-0.07025059,2.31496637,-1.78680266
-5.39369685,5.53193221,-4.02252815,0.02036271,-0.03299700,0.55486998,-0.47273467,4.08392782,-1.54904554,0.70809634,-0.38593892,0.99524979,-0.53540985,0.26675639,-0.28952268,0.02865508,-0.06843407,2.39267830,-1.77368741
-5.38769385,5.69640250,-4.00738277,0.02155451,-0.03084518,0.57048332,-0.47702538,4.17821836,-1.62264948,0.73607161,-0.38249600,1.02609705,-0.52979356,0.27538170,-0.28872376,0.02998011,-0.06666882,2.46434287,-1.76199408
-5.38169085,5.84477053,-3.99517048,0.02275480,-0.02879527,0.58427739,-0.48174528,4.25683616,-1.69822953,0.76279963,-0.37924350,1.05362473,-0.52555742,0.28345923,-0.28777663,0.03127599,-0.06495461,2.52904555,-1.75161013
-5.37568784,5.97520617,-3.98568245,0.02395517,-0.02686230,0.59609783,-0.48685952,4.31869033,-1.77525822,0.78802419,-0.37618957,1.07742499,-0.52262956,0.29091649,-0.28670234,0.03252531,-0.06328919,2.58595010,-1.74242889
-5.36968484,6.08615638,-3.97875243,0.02514857,-0.02505963,0.60583295,-0.49232947,4.36291023,-1.85324587,0.81152500,-0.37334599,1.09713159,-0.52094005,0.29769194,-0.28552966,0.03371359,-0.06166891,2.63431936,-1.73437478
-5.36368184,6.17639038,-3.97430590,0.02632951,-0.02339911,0.61341806,-0.49811838,4.38887868,-1.93176897,0.83312348,-0.37073241,1.11243089,-0.52043179,0.30373650,-0.28429667,0.03482965,-0.06008938,2.67353557,-1.72742634
-5.35767884,6.24503949,-3.97240277,0.02749423,-0.02189109,0.61883889,-0.50419682,4.39626136,-2.01049560,0.85268776,-0.36838009,1.12307214,-0.52107010,0.30901507,-0.28305189,0.03586591,-0.05854603,2.70311938,-1.72163543
-5.35167584,6.29162921,-3.97327084,0.02864066,-0.02054454,0.62213335,-0.51054764,4.38503049,-2.08920630,0.87013609,-0.36633473,1.12887654,-0.52285022,0.31350763,-0.28185485,0.03681870,-0.05703473,2.72274633,-1.71714154
-5.34567284,6.31610098,-3.97732734,0.02976848,-0.01936705,0.62339182,-0.51716995,4.35548105,-2.16780857,0.88543873,-0.36465826,1.12974453,-0.52580229,0.31721012,-0.28077603,0.03768840,-0.05555223,2.73225970,-1.71418003
