energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up,Zr_p_up,Zr_d_up
-5.86793397,1.41944204,0.01105732,0.11905074,0.00181165,0.89690023,0.35601709,0.16389536,0.50482304,0.18198251
-5.86193097,1.45343605,0.01182784,0.12564119,0.00192943,0.91385268,0.35483608,0.16983348,0.51453942,0.18765789
-5.85592796,1.48619818,0.01263266,0.13236860,0.00205857,0.92972614,0.35331149,0.17565563,0.52449979,0.19330574
-5.84992496,1.51774605,0.01346563,0.13922872,0.00219968,0.94455639,0.35147815,0.18134608,0.53469276,0.19892857
-5.84392196,1.54816311,0.01431988,0.14621800,0.00235347,0.95842931,0.34938725,0.18689517,0.54510406,0.20453576
-5.83791896,1.57759256,0.01518790,0.15333247,0.00252065,0.97147740,0.34710623,0.19229877,0.55571598,0.21014253
-5.83191596,1.60622802,0.01606160,0.16056654,0.00270190,0.98387388,0.34471770,0.19755762,0.56650627,0.21576846
-5.82591296,1.63430101,0.01693233,0.16791181,0.00289774,0.99582445,0.34231753,0.20267619,0.57744669,0.22143573
-5.81990995,1.66206601,0.01779103,0.17535576,0.00310848,1.00755713,0.34001196,0.20766150,0.58850131,0.22716708
-5.81390695,1.68978384,0.01862829,0.18288073,0.00333416,1.01931059,0.33791403,0.21252167,0.59962469,0.23298367
-5.80790395,1.71770411,0.01943446,0.19046294,0.00357443,1.03132156,0.33613941,0.21726441,0.61076016,0.23890289
-5.80190095,1.74604775,0.02019981,0.19807184,0.00382858,1.04381203,0.33480176,0.22189555,0.62183838,0.24493634
-5.79589795,1.77499059,0.02091466,0.20566975,0.00409550,1.05697667,0.33400805,0.22641762,0.63277629,0.25108801
-5.78989495,1.80464891,0.02156951,0.21321198,0.00437364,1.07097134,0.33385377,0.23082859,0.64347670,0.25735280
-5.78389195,1.83506761,0.02215527,0.22064719,0.00466109,1.08590318,0.33441857,0.23512090,0.65382864,0.26371551
-5.77788894,1.86621197,0.02266337,0.22791833,0.00495557,1.10182274,0.33576229,0.23928071,0.66370845,0.27015033
-5.77188594,1.89796310,0.02308598,0.23496394,0.00525457,1.11871861,0.33792175,0.24328758,0.67298179,0.27662090
-5.76588294,1.93011772,0.02341614,0.24171973,0.00555540,1.13651487,0.34090833,0.24711442,0.68150643,0.28308091
-5.75987994,1.96239202,0.02364797,0.24812060,0.00585531,1.15507135,0.34470659,0.25072792,0.68913576,0.28947527
-5.75387694,1.99442960,0.02377677,0.25410278,0.00615162,1.17418687,0.34927383,0.25408929,0.69572299,0.29574176
-5.74787394,2.02581307,0.02379920,0.25960607,0.00644186,1.19360513,0.35454081,0.25715533,0.70112568,0.30181311
-5.74187094,2.05607866,0.02371335,0.26457620,0.00672386,1.21302310,0.36041343,0.25987985,0.70521059,0.30761934
-5.73586793,2.08473320,0.02351881,0.26896690,0.00699593,1.23210145,0.36677542,0.26221522,0.70785844,0.31309036
-5.72986493,2.11127251,0.02321678,0.27274182,0.00725689,1.25047648,0.37349183,0.26411418,0.70896849,0.31815853
-5.72386193,2.13520037,0.02280999,0.27587610,0.00750619,1.26777312,0.38041328,0.26553167,0.70846258,0.32276120
-5.71785893,2.15604709,0.02230276,0.27835743,0.00774395,1.28361822,0.38738067,0.26642661,0.70628853,0.32684300
-5.71185593,2.17338676,0.02170088,0.28018665,0.00797093,1.29765361,0.39423017,0.26676363,0.70242260,0.33035777
-5.70585293,2.18685228,0.02101150,0.28137766,0.00818851,1.30954838,0.40079841,0.26651460,0.69687095,0.33327003
-5.69984992,2.19614759,0.02024306,0.28195683,0.00839865,1.31900970,0.40692741,0.26565984,0.68966995,0.33555596
-5.69384692,2.20105645,0.01940502,0.28196176,0.00860372,1.32579189,0.41246928,0.26418911,0.68088544,0.33720373
-5.68784392,2.20144741,0.01850776,0.28143949,0.00880635,1.32970322,0.41729037,0.26210209,0.67061069,0.33821328
-5.68184092,2.19727489,0.01756229,0.28044424,0.00900932,1.33061036,0.42127480,0.25940859,0.65896352,0.33859547
-5.67583792,2.18857639,0.01658002,0.27903476,0.00921526,1.32844026,0.42432715,0.25612829,0.64608232,0.33837073
-5.66983492,2.17546625,0.01557256,0.27727147,0.00942651,1.32317964,0.42637436,0.25229008,0.63212153,0.33756726
-5.66383192,2.15812628,0.01455142,0.27521344,0.00964492,1.31487215,0.42736684,0.24793112,0.61724653,0.33621885
-5.65782891,2.13679429,0.01352783,0.27291546,0.00987159,1.30361366,0.42727865,0.24309555,0.60162836,0.33436258
-5.65182591,2.11175094,0.01251247,0.27042537,0.01010677,1.28954597,0.42610707,0.23783305,0.58543849,0.33203641
-5.64582291,2.08330628,0.01151532,0.26778167,0.01034972,1.27284962,0.42387150,0.23219723,0.56884388,0.32927695
-5.63981991,2.05178657,0.01054545,0.26501172,0.01059860,1.25373618,0.42061201,0.22624406,0.55200273,0.32611745
-5.63381691,2.01752261,0.00961096,0.26213051,0.01085048,1.23244079,0.41638749,0.22003032,0.53506088,0.32258624
-5.62781391,1.98084018,0.00871881,0.25914019,0.01110133,1.20921532,0.41127390,0.21361224,0.51814939,0.31870571
-5.62181091,1.94205337,0.00787483,0.25603030,0.01134617,1.18432271,0.40536247,0.20704440,0.50138311,0.31449185
-5.61580790,1.90146134,0.00708367,0.25277879,0.01157915,1.15803290,0.39875823,0.20037892,0.48486053,0.30995458
-5.60980490,1.85934849,0.00634887,0.24935376,0.01179381,1.13062048,0.39157885,0.19366501,0.46866474,0.30509861
-5.60380190,1.81598827,0.00567288,0.24571583,0.01198327,1.10236419,0.38395390,0.18694884,0.45286550,0.29992502
-5.59779890,1.77165004,0.00505715,0.24182098,0.01214054,1.07354819,0.37602458,0.18027383,0.43752229,0.29443332
-5.59179590,1.72660848,0.00450230,0.23762387,0.01225877,1.04446479,0.36794370,0.17368117,0.42268803,0.28862393
-5.58579290,1.68115477,0.00400816,0.23308121,0.01233162,1.01541829,0.35987600,0.16721058,0.40841326,0.28250090
-5.57978989,1.63560833,0.00357401,0.22815524,0.01235343,0.98672929,0.35199847,0.16090126,0.39475045,0.27607463
-5.57378689,1.59032819,0.00319863,0.22281694,0.01231958,0.95873896,0.34450061,0.15479286,0.38175812,0.26936448
-5.56778389,1.54572263,0.00288051,0.21704887,0.01222666,0.93181243,0.33758424,0.14892638,0.36950446,0.26240098
-5.56178089,1.50225600,0.00261791,0.21084749,0.01207262,0.90634085,0.33146279,0.14334490,0.35807006,0.25522751
-5.55577789,1.46045182,0.00240905,0.20422478,0.01185692,0.88274121,0.32635963,0.13809407,0.34754959,0.24790124
-5.54977489,1.42089109,0.00225211,0.19720905,0.01158057,0.86145366,0.32250551,0.13322219,0.33805206,0.24049325
-5.54377189,1.38420548,0.00214535,0.18984496,0.01124608,0.84293580,0.32013473,0.12877991,0.32969975,0.23308778
-5.53776888,1.35106511,0.00208714,0.18219264,0.01085742,0.82765382,0.31948011,0.12481946,0.32262549,0.22578045
-5.53176588,1.32216088,0.00207595,0.17432608,0.01041985,0.81607053,0.32076675,0.12139344,0.31696852,0.21867576
-5.52576288,1.29818208,0.00211036,0.16633069,0.00993974,0.80863045,0.32420457,0.11855312,0.31286897,0.21188361
-5.51975988,1.27978982,0.00218899,0.15830039,0.00942439,0.80574257,0.32998008,0.11634649,0.31046116,0.20551531
-5.51375688,1.26758762,0.00231046,0.15033413,0.00888169,0.80776136,0.33824737,0.11481588,0.30986613,0.19967906
-5.50775388,1.26209046,0.00247331,0.14253223,0.00831994,0.81496693,0.34911892,0.11399557,0.31118359,0.19447528
-5.50175088,1.26369377,0.00267591,0.13499256,0.00774750,0.82754534,0.36265654,0.11390923,0.31448390,0.18999180
-5.49574787,1.27264429,0.00291633,0.12780684,0.00717262,0.84557015,0.37886299,0.11456761,0.31980031,0.18629949
-5.48974487,1.28901419,0.00319230,0.12105728,0.00660310,0.86898631,0.39767475,0.11596644,0.32712218,0.18344828
-5.48374187,1.31268032,0.00350109,0.11481353,0.00604618,0.89759755,0.41895639,0.11808470,0.33638931,0.18146394
-5.47773887,1.34330987,0.00383945,0.10913031,0.00550830,0.93105805,0.44249717,0.12088355,0.34748804,0.18034582
-5.47173587,1.38035374,0.00420352,0.10404563,0.00499503,0.96886947,0.46800999,0.12430582,0.36024929,0.18006560
-5.46573287,1.42304840,0.00458884,0.09957979,0.00451092,1.01038380,0.49513328,0.12827630,0.37444880,0.18056729
-5.45972986,1.47042675,0.00499036,0.09573515,0.00405953,1.05481231,0.52343571,0.13270278,0.38980983,0.18176832
-5.45372686,1.52133805,0.00540241,0.09249663,0.00364337,1.10124088,0.55242410,0.13747793,0.40600820,0.18356201
-5.44772386,1.57447652,0.00581883,0.08983294,0.00326399,1.14865123,0.58155411,0.14248192,0.42267971,0.18582091
-5.44172086,1.62841777,0.00623305,0.08769851,0.00292204,1.19594768,0.61024363,0.14758571,0.43942967,0.18840138
-5.43571786,1.68166184,0.00663819,0.08603591,0.00261733,1.24198849,0.63788850,0.15265504,0.45584435,0.19114876
-5.42971486,1.73268140,0.00702728,0.08477880,0.00234902,1.28562064,0.66387985,0.15755473,0.47150379,0.19390333
-5.42371186,1.77997302,0.00739340,0.08385513,0.00211566,1.32571693,0.68762267,0.16215340,0.48599565,0.19650647
-5.41770885,1.82210980,0.00772988,0.08319063,0.00191542,1.36121370,0.70855464,0.16632819,0.49892946,0.19880702
-5.41170585,1.85779288,0.00803054,0.08271228,0.00174616,1.39114781,0.72616465,0.16996947,0.50995084,0.20066745
-5.40570285,1.88590006,0.00828987,0.08235183,0.00160557,1.41469122,0.74001010,0.17298524,0.51875499,0.20196968
-5.39969985,1.90552927,0.00850322,0.08204906,0.00149130,1.43118187,0.74973240,0.17530501,0.52509904,0.20262020
-5.39369685,1.91603534,0.00866701,0.08175490,0.00140108,1.44014932,0.75506981,0.17688314,0.52881273,0.20255445
-5.38769385,1.91705842,0.00877885,0.08143415,0.00133278,1.44133428,0.75586720,0.17770134,0.52980705,0.20174026
-5.38169085,1.90854308,0.00883769,0.08106784,0.00128449,1.43470111,0.75208240,0.17777028,0.52808057,0.20018013
-5.37568784,1.89074744,0.00884385,0.08065520,0.00125459,1.42044281,0.74378858,0.17713033,0.52372320,0.19791250
-5.36968484,1.86424201,0.00879911,0.08021519,0.00124177,1.39897828,0.73117299,0.17585124,0.51691743,0.19501188
-5.36368184,1.82989857,0.00870663,0.07978764,0.00124509,1.37094213,0.71453173,0.17403087,0.50793704,0.19158781
-5.35767884,1.78886963,0.00857094,0.07943390,0.00126392,1.33716740,0.69426125,0.17179309,0.49714338,0.18778299
-5.35167584,1.74255962,0.00839782,0.07923729,0.00129800,1.29866205,0.67084652,0.16928470,0.48497958,0.18377034
-5.34567284,1.69258891,0.00819414,0.07930297,0.00134741,1.25658012,0.64484685,0.16667182,0.47196297,0.17974944
-5.33966983,1.64075233,0.00796768,0.07975775,0.00141253,1.21218886,0.61687956,0.16413555,0.45867596,0.17594236
-5.33366683,1.58897372,0.00772692,0.08074938,0.00149402,1.16683303,0.58760256,0.16186728,0.44575594,0.17258894
-5.32766383,1.53925823,0.00748083,0.08244570,0.00159278,1.12189773,0.55769615,0.16006378,0.43388442,0.16994191
-5.32166083,1.49364389,0.00723858,0.08503348,0.00170995,1.07877100,0.52784502,0.15892206,0.42377575,0.16826177
-5.31565783,1.45415396,0.00700934,0.08871685,0.00184681,1.03880756,0.49872084,0.15863440,0.41616573,0.16781165
-5.30965483,1.42275131,0.00680201,0.09371553,0.00200481,1.00329461,0.47096606,0.15938348,0.41180026,0.16885216
-5.30365183,1.40129587,0.00662500,0.10026244,0.00218548,0.97342077,0.44517939,0.16133784,0.41142417,0.17163643
-5.29764882,1.39150588,0.00648599,0.10860098,0.00239041,0.95024875,0.42190315,0.16464773,0.41577018,0.17640523
-5.29164582,1.39492354,0.00639179,0.11898163,0.00262120,0.93469245,0.40161292,0.16944146,0.42554803,0.18338230
-5.28564282,1.41288524,0.00634812,0.13165787,0.00287946,0.92749864,0.38470931,0.17582229,0.44143355,0.19276982
-5.27963982,1.44649651,0.00635953,0.14688140,0.00316670,0.92923360,0.37151216,0.18386583,0.46405762,0.20474404
-5.27363682,1.49661164,0.00642923,0.16489654,0.00348438,0.94027445,0.36225683,0.19361820,0.49399479,0.21945114
-5.26763382,1.56381765,0.00655909,0.18593383,0.00383378,0.96080531,0.35709263,0.20509467,0.53175148,0.23700317
-5.26163082,1.64842252,0.00674956,0.21020281,0.00421602,0.99081774,0.35608316,0.21827898,0.57775353,0.25747424
-5.25562781,1.75044728,0.00699968,0.23788415,0.00463199,1.03011527,0.35920824,0.23312329,0.63233322,0.28089690
-5.24962481,1.86962191,0.00730707,0.26912122,0.00508231,1.07832168,0.36636745,0.24954868,0.69571588,0.30725886
-5.24362181,2.00538471,0.00766802,0.30401136,0.00556731,1.13489233,0.37738477,0.26744626,0.76800607,0.33649997
-5.23761881,2.15688526,0.00807754,0.34259709,0.00608697,1.19912833,0.39201443,0.28667877,0.84917405,0.36850988
-5.23161581,2.32299093,0.00852945,0.38485763,0.00664089,1.27019293,0.40994757,0.30708274,0.93904270,0.40312616
-5.22561281,2.50229705,0.00901653,0.43070123,0.00722825,1.34712972,0.43081964,0.32847106,1.03727573,0.44013334
-5.21960980,2.69314097,0.00953065,0.47995857,0.00784782,1.42888214,0.45421845,0.35063598,1.14336780,0.47926283
-5.21360680,2.89362025,0.01006290,0.53237785,0.00849790,1.51431392,0.47969265,0.37335243,1.25663742,0.52019396
-5.20760380,3.10161515,0.01060383,0.58762193,0.00917636,1.60222996,0.50676061,0.39638169,1.37622339,0.56255633
-5.20160080,3.31481566,0.01114358,0.64526793,0.00988059,1.69139737,0.53491954,0.41947518,1.50108557,0.60593346
-5.19559780,3.53075306,0.01167212,0.70480969,0.01060756,1.78056618,0.56365486,0.44237846,1.63001080,0.64986794
-5.18959480,3.74683606,0.01217944,0.76566328,0.01135381,1.86848956,0.59244947,0.46483528,1.76162440,0.69386805
-5.18359180,3.96039125,0.01265577,0.82717563,0.01211547,1.95394309,0.62079302,0.48659159,1.89440766,0.73741574
-5.17758879,4.16870739,0.01309182,0.88863636,0.01288835,2.03574297,0.64819096,0.50739947,2.02672144,0.77997603
-5.17158579,4.36908290,0.01347891,0.94929256,0.01366792,2.11276301,0.67417316,0.52702092,2.15683575,0.82100756
-5.16558279,4.55887577,0.01380926,1.00836614,0.01444937,2.18395005,0.69830198,0.54523139,2.28296466,0.85997395
-5.15957979,4.73555465,0.01407609,1.06507327,0.01522769,2.24833794,0.72017972,0.56182306,2.40330587,0.89635586
-5.15357679,4.89674998,0.01427383,1.11864526,0.01599768,2.30505986,0.73945512,0.57660778,2.51608374,0.92966328
-5.14757379,5.04030364,0.01439819,1.16835011,0.01675399,2.35335895,0.75582888,0.58941965,2.61959433,0.95944756
-5.14157079,5.16431563,0.01444630,1.21351373,0.01749121,2.39259728,0.76905810,0.60011720,2.71225098,0.98531290
-5.13556778,5.26718624,0.01441674,1.25354019,0.01820384,2.42226313,0.77895941,0.60858519,2.79262844,1.00692680
-5.12956478,5.34765220,0.01430957,1.28792983,0.01888639,2.44197642,0.78541086,0.61473598,2.85950393,1.02402901
-5.12356178,5.40481538,0.01412630,1.31629456,0.01953338,2.45149259,0.78835240,0.61851048,2.91189320,1.03643861
-5.11755878,5.43816281,0.01386980,1.33836957,0.02013938,2.45070445,0.78778512,0.61987866,2.94908010,1.04405892
-5.11155578,5.44757721,0.01354425,1.35402086,0.02069909,2.43964239,0.78376906,0.61883970,2.97063813,1.04688004
-5.10555278,5.43333721,0.01315498,1.36324828,0.02120731,2.41847252,0.77641990,0.61542162,2.97644297,1.04497867
-5.09954977,5.39610728,0.01270828,1.36618378,0.02165906,2.38749297,0.76590447,0.60968057,2.96667533,1.03851548
-5.09354677,5.33691725,0.01221126,1.36308512,0.02204965,2.34712801,0.75243531,0.60169972,2.94181399,1.02772977
-5.08754377,5.25713235,0.01167162,1.35432517,0.02237469,2.29792028,0.73626443,0.59158767,2.90261902,1.01293186
-5.08154077,5.15841445,0.01109743,1.34037744,0.02263024,2.24052085,0.71767642,0.57947657,2.85010630,0.99449341
-5.07553777,5.04267613,0.01049697,1.32179846,0.02281289,2.17567740,0.69698126,0.56551981,2.78551408,0.97283593
-5.06953477,4.91202912,0.00987845,1.29920803,0.02291986,2.10422058,0.67450681,0.54988941,2.71026341,0.94841826
-5.06353177,4.76872916,0.00924989,1.27326797,0.02294911,2.02704874,0.65059145,0.53277316,2.62591404,0.92172313
-5.05752876,4.61511922,0.00861891,1.24466079,0.02289947,1.94511146,0.62557693,0.51437145,2.53411783,0.89324375
-5.05152576,4.45357340,0.00799259,1.21406891,0.02277074,1.85939222,0.59980165,0.49489399,2.43657171,0.86347065
-5.04552276,4.28644333,0.00737738,1.18215546,0.02256375,1.77089060,0.57359462,0.47455650,2.33497205,0.83287949
-5.03951976,4.11600929,0.00677896,1.14954755,0.02228048,1.68060467,0.54727019,0.45357723,2.23097252,0.80192019
-5.03351676,3.94443728,0.00620222,1.11682246,0.02192407,1.58951404,0.52112368,0.43217379,2.12614671,0.77100782
-5.02751376,3.77374379,0.00565125,1.08449731,0.02149884,1.49856404,0.49542804,0.41055996,2.02195694,0.74051547
-5.02151076,3.60576876,0.00512926,1.05302235,0.02101029,1.40865170,0.47043154,0.38894288,1.91973012,0.71076944
-5.01550775,3.44215752,0.00463868,1.02277796,0.02046502,1.32061377,0.44635649,0.36752054,1.82064096,0.68204651
-5.00950475,3.28435154,0.00418117,0.99407514,0.01987061,1.23521730,0.42339902,0.34647967,1.72570282,0.65457357
-5.00350175,3.13358759,0.00375768,0.96715914,0.01923552,1.15315285,0.40172974,0.32599402,1.63576558,0.62852921
-4.99749875,2.99090467,0.00336852,0.94221572,0.01856891,1.07503052,0.38149523,0.30622320,1.55152006,0.60404716
-4.99149575,2.85715737,0.00301343,0.91937940,0.01788040,1.00137877,0.36282022,0.28731185,1.47350798,0.58122112
-4.98549275,2.73303441,0.00269170,0.89874315,0.01717993,0.93264565,0.34581019,0.26938935,1.40213621,0.56011080
-4.97948974,2.61908069,0.00240222,0.88036866,0.01647747,0.86920242,0.33055436,0.25256979,1.33769418,0.54074849
-4.97348674,2.51572137,0.00214357,0.86429660,0.01578278,0.81134886,0.31712865,0.23695240,1.28037302,0.52314599
-4.96748374,2.42328612,0.00191410,0.85055629,0.01510526,0.75931990,0.30559861,0.22262209,1.23028520,0.50730139
-4.96148074,2.34203217,0.00171203,0.83917419,0.01445368,0.71329300,0.29602205,0.20965018,1.18748349,0.49320526
-4.95547774,2.27216473,0.00153547,0.83018072,0.01383601,0.67339566,0.28845114,0.19809521,1.15197827,0.48084609
-4.94947474,2.21385365,0.00138252,0.82361528,0.01325929,0.63971257,0.28293389,0.18800367,1.12375223,0.47021465
-4.94347174,2.16724540,0.00125132,0.81952913,0.01272950,0.61229177,0.27951500,0.17941065,1.10277210,0.46130706
-4.93746873,2.13246992,0.00114006,0.81798613,0.01225149,0.59114966,0.27823581,0.17234030,1.08899679,0.45412654
-4.93146573,2.10964210,0.00104705,0.81906137,0.01182892,0.57627419,0.27913345,0.16680604,1.08238206,0.44868377
-4.92546273,2.09885788,0.00097076,0.82283795,0.01146430,0.56762648,0.28223933,0.16281054,1.08288163,0.44499601
-4.91945973,2.10018559,0.00090980,0.82940204,0.01115898,0.56514044,0.28757675,0.16034547,1.09044509,0.44308493
-4.91345673,2.11365301,0.00086299,0.83883661,0.01091321,0.56872078,0.29515809,0.15939102,1.10501310,0.44297352
-4.90745373,2.13923127,0.00082931,0.85121425,0.01072626,0.57823954,0.30498149,0.15991521,1.12651027,0.44468214
-4.90145073,2.17681658,0.00080796,0.86658938,0.01059649,0.59353149,0.31702734,0.16187317,1.15483665,0.44822412
-4.89544772,2.22621111,0.00079834,0.88499041,0.01052146,0.61438891,0.33125478,0.16520639,1.18985827,0.45360106
-4.88944472,2.28710435,0.00080002,0.90641218,0.01049808,0.64055619,0.34759843,0.16984205,1.23139761,0.46079820
-4.88344172,2.35905618,0.00081273,0.93080910,0.01052272,0.67172494,0.36596553,0.17569259,1.27922465,0.46978010
-4.87743872,2.44148308,0.00083635,0.95808947,0.01059133,0.70753008,0.38623386,0.18265551,1.33304907,0.48048688
-4.87143572,2.53364833,0.00087089,0.98811109,0.01069956,0.74754736,0.40825045,0.19061369,1.39251429,0.49283132
-4.86543272,2.63465742,0.00091641,1.02067862,0.01084289,0.79129294,0.43183129,0.19943607,1.45719367,0.50669690
-4.85942971,2.74345914,0.00097302,1.05554277,0.01101671,0.83822525,0.45676227,0.20897890,1.52658924,0.52193699
-4.85342671,2.85885281,0.00104083,1.09240143,0.01121643,0.88774929,0.48280119,0.21908751,1.60013319,0.53837528
-4.84742371,2.97950178,0.00111988,1.13090280,0.01143755,0.93922362,0.50968102,0.22959865,1.67719216,0.55580741
-4.84142071,3.10395288,0.00121010,1.17065040,0.01167575,0.99196979,0.53711413,0.24034330,1.75707424,0.57400380
-4.83541771,3.23066135,0.00131129,1.21120987,0.01192695,1.04528403,0.56479763,0.25114984,1.83903849,0.59271366
-4.82941471,3.35802039,0.00142304,1.25211731,0.01218733,1.09845083,0.59241937,0.26184760,1.92230674,0.61166980
-4.82341171,3.48439421,0.00154469,1.29288882,0.01245342,1.15075787,0.61966449,0.27227050,2.00607720,0.63059437
-4.81740870,3.60815344,0.00167534,1.33303103,0.01272209,1.20151178,0.64622236,0.28226079,2.08953957,0.64920502
-4.81140570,3.72771136,0.00181380,1.37205209,0.01299058,1.25005393,0.67179343,0.29167258,2.17189091,0.66722139
-4.80540270,3.84155976,0.00195856,1.40947294,0.01325654,1.29577571,0.69609590,0.30037511,2.25235209,0.68437158
-4.79939970,3.94830280,0.00210785,1.44483822,0.01351796,1.33813262,0.71887188,0.30825559,2.33018402,0.70039845
-4.79339670,4.04668788,0.00225961,1.47772675,0.01377326,1.37665646,0.73989287,0.31522146,2.40470337,0.71506542
-4.78739370,4.13563224,0.00241156,1.50776097,0.01402120,1.41096530,0.75896431,0.32120202,2.47529723,0.72816157
-4.78139070,4.21424458,0.00256121,1.53461540,0.01426091,1.44077069,0.77592919,0.32614935,2.54143638,0.73950599
-4.77538769,4.28184099,0.00270596,1.55802351,0.01449188,1.46588201,0.79067049,0.33003847,2.60268670,0.74895107
-4.76938469,4.33795501,0.00284313,1.57778319,0.01471389,1.48620775,0.80311268,0.33286678,2.65871863,0.75638489
-4.76338169,4.38234169,0.00297009,1.59376053,0.01492710,1.50175392,0.81322197,0.33465293,2.70931414,0.76173248
-4.75737869,4.41497587,0.00308429,1.60589188,0.01513193,1.51261972,0.82100581,0.33543501,2.75437126,0.76495613
-4.75137569,4.43604517,0.00318340,1.61418424,0.01532916,1.51899082,0.82651133,0.33526833,2.79390586,0.76605473
-4.74537269,4.44593812,0.00326533,1.61871399,0.01551987,1.52113068,0.82982315,0.33422292,2.82805060,0.76506224
-4.73936968,4.44522829,0.00332836,1.61962401,0.01570548,1.51937041,0.83106060,0.33238078,2.85705103,0.76204554
-4.73336668,4.43465505,0.00337120,1.61711934,0.01588775,1.51409761,0.83037439,0.32983313,2.88125875,0.75710156
-4.72736368,4.41510169,0.00339300,1.61146146,0.01606879,1.50574479,0.82794302,0.32667771,2.90112175,0.75035400
-4.72136068,4.38757175,0.00339343,1.60296134,0.01625106,1.49477763,0.82396885,0.32301630,2.91717210,0.74194975
-4.71535768,4.35316406,0.00337269,1.59197141,0.01643737,1.48168368,0.81867402,0.31895242,2.93001114,0.73205503
-4.70935468,4.31304715,0.00333148,1.57887671,0.01663084,1.46696161,0.81229623,0.31458943,2.94029258,0.72085143
-4.70335168,4.26843345,0.00327102,1.56408529,0.01683489,1.45111132,0.80508436,0.31002885,2.94870396,0.70853196
-4.69734867,4.22055385,0.00319299,1.54801818,0.01705310,1.43462489,0.79729400,0.30536908,2.95594694,0.69529703
-4.69134567,4.17063278,0.00309946,1.53109916,0.01728920,1.41797856,0.78918283,0.30070430,2.96271717,0.68135063
-4.68534267,4.11986424,0.00299286,1.51374462,0.01754686,1.40162555,0.78100591,0.29612360,2.96968443,0.66689658
-4.67933967,4.06938911,0.00287587,1.49635378,0.01782958,1.38598963,0.77301087,0.29171031,2.97747366,0.65213493
-4.67333667,4.02027397,0.00275131,1.47929948,0.01814049,1.37145951,0.76543305,0.28754131,2.98664789,0.63725863
-4.66733367,3.97349176,0.00262213,1.46292005,0.01848217,1.35838369,0.75849059,0.28368643,2.99769347,0.62245039
-4.66133067,3.92990462,0.00249121,1.44751223,0.01885638,1.34706587,0.75237973,0.28020776,3.01100843,0.60787985
-4.65532766,3.89024924,0.00236137,1.43332558,0.01926394,1.33776080,0.74727020,0.27715896,3.02689436,0.59370103
-4.64932466,3.85512504,0.00223523,1.42055851,0.01970443,1.33067065,0.74330114,0.27458445,3.04555195,0.58005019
-4.64332166,3.82498543,0.00211517,1.40935595,0.02017609,1.32594182,0.74057736,0.27251860,3.06708045,0.56704405
