energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up
-5.69984992,10.13537461,0.92168049,4.97270048,0.03659283,0.86120880,2.10125385,2.59086676,0.06206387,1.07439362
-5.69384692,10.10764361,0.89899835,5.01318210,0.03653457,0.82624434,2.05635199,2.57553129,0.06158622,1.07069126
-5.68784392,10.07022322,0.87279376,5.05220810,0.03644008,0.79027848,2.00537067,2.55774063,0.06082770,1.06483970
-5.68184092,10.02565015,0.84346811,5.09083585,0.03629773,0.75367083,1.94898026,2.53812920,0.05980180,1.05724149
-5.67583792,9.97661760,0.81148132,5.13010720,0.03609707,0.71679325,1.88796051,2.51739702,0.05852828,1.04835127
-5.66983492,9.92588286,0.77733908,5.17100435,0.03582925,0.68002217,1.82317863,2.49628773,0.05703251,1.03865971
-5.66383192,9.87617133,0.74157872,5.21440783,0.03548738,0.64373052,1.75556462,2.47556415,0.05534457,1.02867591
-5.65782891,9.83008094,0.70475416,5.26105830,0.03506676,0.60827935,1.68608457,2.45598208,0.05349834,1.01890886
-5.65182591,9.78999087,0.66742079,5.31152391,0.03456510,0.57400970,1.61571330,2.43826358,0.05153043,1.00984884
-5.64582291,9.75797859,0.63012063,5.36617484,0.03398255,0.54123479,1.54540741,2.42307070,0.04947908,1.00194931
-5.63981991,9.73574875,0.59336844,5.42516599,0.03332169,0.51023297,1.47607983,2.41098086,0.04738306,0.99561036
-5.63381691,9.72457687,0.55763931,5.48842870,0.03258743,0.48124167,1.40857685,2.40246502,0.04528063,0.99116398
-5.62781391,9.72527028,0.52335819,5.55567195,0.03178684,0.45445259,1.34365841,2.39786955,0.04320856,0.98886215
-5.62181091,9.73814794,0.49089152,5.62639292,0.03092883,0.43000827,1.28198241,2.39740283,0.04120117,0.98886795
-5.61580790,9.76303994,0.46054138,5.69989655,0.03002385,0.40800013,1.22409322,2.40112708,0.03928965,0.99125017
-5.60980490,9.79930650,0.43254209,5.77532331,0.02908350,0.38846815,1.17041477,2.40895603,0.03750131,0.99598155
-5.60380190,9.84587575,0.40705940,5.85168397,0.02812011,0.37140201,1.12124806,2.42065847,0.03585916,1.00294076
-5.59779890,9.90129828,0.38419191,5.92789998,0.02714628,0.35674364,1.07677290,2.43586775,0.03438149,1.01191788
-5.59179590,9.96381622,0.36397478,6.00284772,0.02617445,0.34439115,1.03705347,2.45409677,0.03308169,1.02262330
-5.58579290,10.03144364,0.34638517,6.07540482,0.02521646,0.33420377,1.00204723,2.47475785,0.03196817,1.03469948
-5.57978989,10.10205474,0.33134926,6.14449645,0.02428317,0.32600769,0.97161641,2.49718682,0.03104437,1.04773514
-5.57378689,10.17347590,0.31875034,6.20913977,0.02338405,0.31960261,0.94554159,2.52066995,0.03030897,1.06128125
-5.56778389,10.24357770,0.30843767,6.26848442,0.02252695,0.31476860,0.92353656,2.54447295,0.02975614,1.07486822
-5.56178089,10.31036277,0.30023562,6.32184745,0.02171786,0.31127309,0.90526386,2.56787042,0.02937593,1.08802346
-5.55577789,10.37204578,0.29395282,6.36874094,0.02096074,0.30887790,0.89035033,2.59017472,0.02915464,1.10028871
-5.54977489,10.42712216,0.28939099,6.40889127,0.02025751,0.30734579,0.87840215,2.61076273,0.02907540,1.11123648
-5.54377189,10.47442274,0.28635304,6.44224893,0.01960806,0.30644671,0.86901886,2.62909960,0.02911869,1.12048487
-5.53776888,10.51315211,0.28465038,6.46898850,0.01901040,0.30596327,0.86180606,2.64475821,0.02926291,1.12771025
-5.53176588,10.54290930,0.28410917,6.48949881,0.01846079,0.30569555,0.85638642,2.65743369,0.02948502,1.13265747
-5.52576288,10.56369023,0.28457535,6.50436351,0.01795407,0.30546504,0.85240884,2.66695237,0.02976117,1.13514711
-5.51975988,10.57587222,0.28591847,6.51433315,0.01748395,0.30511771,0.84955564,2.67327470,0.03006726,1.13507973
-5.51375688,10.58018161,0.28803420,6.52028984,0.01704332,0.30452615,0.84754781,2.67649236,0.03037960,1.13243690
-5.50775388,10.57764645,0.29084554,6.52320628,0.01662465,0.30359080,0.84614827,2.67681957,0.03067547,1.12727921
-5.50175088,10.56953669,0.29430293,6.52410082,0.01622037,0.30224033,0.84516332,2.67457914,0.03093361,1.11974146
-5.49574787,10.55729497,0.29838299,6.52399092,0.01582317,0.30043115,0.84444232,2.67018415,0.03113470,1.11002523
-5.48974487,10.54246131,0.30308645,6.52384686,0.01542635,0.29814619,0.84387592,2.66411594,0.03126179,1.09838932
-5.48374187,10.52659532,0.30843496,6.52454788,0.01502407,0.29539291,0.84339293,2.65689967,0.03130059,1.08513850
-5.47773887,10.51119944,0.31446719,6.52684271,0.01461158,0.29220084,0.84295604,2.64907854,0.03123971,1.07061110
-5.47173587,10.49764651,0.32123437,6.53131611,0.01418535,0.28861845,0.84255676,2.64118781,0.03107082,1.05516597
-5.46573287,10.48711477,0.32879522,6.53836274,0.01374316,0.28470971,0.84220956,2.63372990,0.03078870,1.03916927
-5.45972986,10.48053278,0.33721070,6.54816944,0.01328412,0.28055038,0.84194576,2.62715149,0.03039121,1.02298171
-5.45372686,10.47853636,0.34653864,6.56070635,0.01280860,0.27622403,0.84180705,2.62182378,0.02987914,1.00694659
-5.44772386,10.48143879,0.35682845,6.57572705,0.01231817,0.27181803,0.84183916,2.61802647,0.02925607,0.99137906
-5.44172086,10.48921537,0.36811607,6.59277751,0.01181543,0.26741968,0.84208563,2.61593631,0.02852803,0.97655695
-5.43571786,10.50150228,0.38041946,6.61121330,0.01130382,0.26311234,0.84258210,2.61562042,0.02770325,0.96271333
-5.42971486,10.51760960,0.39373465,6.63022405,0.01078743,0.25897207,0.84335110,2.61703467,0.02679173,0.95003110
-5.42371186,10.53654760,0.40803261,6.64886421,0.01027081,0.25506446,0.84439768,2.62002710,0.02580491,0.93863953
-5.41770885,10.55706525,0.42325707,6.66608892,0.00975873,0.25144214,0.84570592,2.62434609,0.02475521,0.92861292
-5.41170585,10.57769925,0.43932341,6.68079350,0.00925600,0.24814279,0.84723654,2.62965300,0.02365568,0.91997123
-5.40570285,10.59683204,0.45611861,6.69185550,0.00876735,0.24518785,0.84892563,2.63553858,0.02251956,0.91268264
-5.39969985,10.61275673,0.47350247,6.69817791,0.00829719,0.24258196,0.85068471,2.64154261,0.02136001,0.90666785
-5.39369685,10.62374699,0.49130997,6.69873222,0.00784962,0.24031317,0.85240203,2.64717587,0.02018970,0.90180596
-5.38769385,10.62812968,0.50935472,6.69260044,0.00742830,0.23835390,0.85394526,2.65194362,0.01902061,0.89794165
-5.38169085,10.62435812,0.52743347,6.67901470,0.00703642,0.23666256,0.85516539,2.65536978,0.01786377,0.89489347
-5.37568784,10.61108364,0.54533151,6.65739362,0.00667673,0.23518598,0.85590184,2.65702066,0.01672914,0.89246289
-5.36968484,10.58722321,0.56282872,6.62737437,0.00635156,0.23386229,0.85598864,2.65652762,0.01562543,0.89044382
-5.36368184,10.55202077,0.57970609,6.58883953,0.00606286,0.23262427,0.85526134,2.65360752,0.01456011,0.88863227
-5.35767884,10.50510008,0.59575243,6.54193778,0.00581232,0.23140304,0.85356455,2.64808038,0.01353936,0.88683582
-5.35167584,10.44650686,0.61077098,6.48709760,0.00560135,0.23013187,0.85075962,2.63988339,0.01256811,0.88488255
-5.34567284,10.37673814,0.62458561,6.42503312,0.00543127,0.22874989,0.84673228,2.62908071,0.01165011,0.88262903
-5.33966983,10.29675705,0.63704639,6.35674144,0.00530331,0.22720560,0.84139970,2.61586863,0.01078801,0.87996715
-5.33366683,10.20799158,0.64803421,6.28349072,0.00521870,0.22545998,0.83471667,2.60057577,0.00998351,0.87682942
-5.32766383,10.11231615,0.65746425,6.20679885,0.00517871,0.22348894,0.82668055,2.58365814,0.00923748,0.87319249
-5.32166083,10.01201566,0.66528817,6.12840233,0.00518470,0.22128506,0.81733455,2.56568919,0.00855010,0.86907870
-5.31565783,9.90973195,0.67149487,6.05021578,0.00523811,0.21885856,0.80676924,2.54734500,0.00792101,0.86455564
-5.30965483,9.80839368,0.67610976,5.97428253,0.00534046,0.21623723,0.79512193,2.52938513,0.00734947,0.85973347
-5.30365183,9.71113109,0.67919266,5.90271731,0.00549332,0.21346552,0.78257398,2.51262962,0.00683446,0.85476025
-5.29764882,9.62117815,0.68083437,5.83764253,0.00569831,0.21060272,0.76934592,2.49793295,0.00637483,0.84981542
-5.29164582,9.54176494,0.68115211,5.78111991,0.00595696,0.20772027,0.75569074,2.48615583,0.00596940,0.84510149
-5.28564282,9.47600422,0.68028402,5.73507986,0.00627074,0.20489839,0.74188529,2.47813576,0.00561703,0.84083457
-5.27963982,9.42677622,0.67838307,5.70125094,0.00664093,0.20222218,0.72822042,2.47465745,0.00531671,0.83723387
-5.27363682,9.39661629,0.67561066,5.68109244,0.00706855,0.19977734,0.71499017,2.47642406,0.00506759,0.83451085
-5.26763382,9.38761002,0.67213011,5.67573274,0.00755431,0.19764580,0.70248050,2.48403034,0.00486903,0.83285839
-5.26163082,9.40130043,0.66810053,5.68591641,0.00809851,0.19590143,0.69095815,2.49793869,0.00472056,0.83244054
-5.25562781,9.43861141,0.66367121,5.71196262,0.00870100,0.19460604,0.68066014,2.51845878,0.00462190,0.83338341
-5.24962481,9.49979118,0.65897680,5.75373711,0.00936108,0.19380593,0.67178438,2.54573167,0.00457293,0.83576747
-5.24362181,9.58437856,0.65413352,5.81063953,0.01007747,0.19352916,0.66448197,2.57971890,0.00457364,0.83962184
-5.23761881,9.69119403,0.64923642,5.88160730,0.01084828,0.19378362,0.65885134,2.62019681,0.00462402,0.84492071
-5.23161581,9.81835643,0.64435781,5.96513636,0.01167091,0.19455607,0.65493473,2.66675646,0.00472407,0.85158209
-5.22561281,9.96332509,0.63954683,6.05931843,0.01254209,0.19581212,0.65271697,2.71880900,0.00487366,0.85946906
-5.21960980,10.12296574,0.63483014,6.16189371,0.01345779,0.19749724,0.65212668,2.77559626,0.00507245,0.86839322
-5.21360680,10.29363789,0.63021340,6.27031693,0.01441328,0.19953866,0.65303973,2.83620637,0.00531982,0.87812042
-5.20760380,10.47129986,0.62568366,6.38183423,0.01540303,0.20184803,0.65528471,2.89959363,0.00561478,0.88837826
-5.20160080,10.65162724,0.62121221,6.49356759,0.01642080,0.20432479,0.65865012,2.96460214,0.00595586,0.89886513
-5.19559780,10.83013983,0.61675777,6.60260317,0.01745958,0.20686001,0.66289295,3.02999243,0.00634103,0.90926028
-5.18959480,11.00233160,0.61226981,6.70607983,0.01851168,0.20934049,0.66774797,3.09447018,0.00676769,0.91923441
-5.18359180,11.16379853,0.60769180,6.80127388,0.01956868,0.21165292,0.67293750,3.15671625,0.00723255,0.92846039
-5.17758879,11.31035913,0.60296419,6.88567654,0.02062156,0.21368797,0.67818112,3.21541714,0.00773160,0.93662348
-5.17158579,11.43816322,0.59802698,6.95706085,0.02166071,0.21534396,0.68320471,3.26929506,0.00826013,0.94343079
-5.16558279,11.54378500,0.59282189,7.01353555,0.02267602,0.21653016,0.68774878,3.31713680,0.00881269,0.94861950
-5.15957979,11.62429782,0.58729399,7.05358410,0.02365703,0.21716939,0.69157554,3.35782083,0.00938314,0.95196357
-5.15357679,11.67732875,0.58139280,7.07608798,0.02459300,0.21719999,0.69447454,3.39034186,0.00996468,0.95327883
-5.14757379,11.70109247,0.57507302,7.08033414,0.02547308,0.21657702,0.69626690,3.41383247,0.01054996,0.95242631
-5.14157079,11.69440497,0.56829488,7.06600759,0.02628649,0.21527274,0.69680802,3.42758144,0.01113113,0.94931384
-5.13556778,11.65667867,0.56102425,7.03317080,0.02702271,0.21327634,0.69598884,3.43104851,0.01169999,0.94389609
-5.12956478,11.58790140,0.55323262,6.98223229,0.02767170,0.21059314,0.69373585,3.42387527,0.01224815,0.93617309
-5.12356178,11.48860223,0.54489719,6.91390714,0.02822411,0.20724313,0.69000998,3.40589239,0.01276714,0.92618774
-5.11755878,11.35980775,0.53600092,6.82917274,0.02867153,0.20325925,0.68480472,3.37712291,0.01324865,0.91402225
-5.11155578,11.20299225,0.52653298,6.72922277,0.02900671,0.19868529,0.67814357,3.33778184,0.01368467,0.89979414
-5.10555278,11.02002528,0.51648932,6.61542252,0.02922378,0.19357370,0.67007714,3.28827225,0.01406771,0.88365183
-5.09954977,10.81311961,0.50587360,6.48926791,0.02931849,0.18798342,0.66068018,3.22917778,0.01439094,0.86577016
-5.09354677,10.58478187,0.49469846,6.35235055,0.02928834,0.18197770,0.65004854,3.16125212,0.01464844,0.84634614
-5.08754377,10.33776774,0.48298688,6.20632968,0.02913274,0.17562227,0.63829638,3.08540542,0.01483530,0.82559487
-5.08154077,10.07504233,0.47077380,6.05291195,0.02885311,0.16898365,0.62555354,3.00268800,0.01494780,0.80374594
-5.07553777,9.79974586,0.45810779,5.89383841,0.02845290,0.16212780,0.61196322,2.91427167,0.01498349,0.78104019
-5.06953477,9.51516396,0.44505253,5.73087802,0.02793758,0.15511910,0.59767990,2.82142891,0.01494135,0.75772684
-5.06353177,9.22470116,0.43168830,5.56582582,0.02731452,0.14801964,0.58286745,2.72551030,0.01482173,0.73406098
-5.05752876,8.93185595,0.41811296,5.40050399,0.02659291,0.14088879,0.56769735,2.62792066,0.01462647,0.71030126
-5.05152576,8.64019532,0.40444273,5.23676327,0.02578349,0.13378301,0.55234699,2.53009419,0.01435879,0.68670773
-5.04552276,8.35332684,0.39081241,5.07648244,0.02489836,0.12675588,0.53699794,2.43346932,0.01402326,0.66353973
-5.03951976,8.07486653,0.37737515,4.92156372,0.02395062,0.11985821,0.52183411,2.33946359,0.01362572,0.64105366
-5.03351676,7.80840121,0.36430173,4.77392209,0.02295411,0.11313834,0.50703985,2.24944929,0.01317309,0.61950073
-5.02751376,7.55744432,0.35177934,4.63546713,0.02192304,0.10664235,0.49279787,2.16473029,0.01267322,0.59912452
-5.02151076,7.32538524,0.34000995,4.50807668,0.02087165,0.10041433,0.47928715,2.08652073,0.01213475,0.58015849
-5.01550775,7.11543242,0.32920826,4.39356221,0.01981391,0.09449659,0.46668070,2.01592596,0.01156683,0.56282333
-5.00950475,6.93055141,0.31959931,4.29362637,0.01876323,0.08892979,0.45514340,1.95392616,0.01097894,0.54732443
-5.00350175,6.77339968,0.31141587,4.20981420,0.01773215,0.08375296,0.44482993,1.90136302,0.01038067,0.53384926
-4.99749875,6.64626015,0.30489548,4.14345984,0.01673221,0.07900344,0.43588278,1.85892957,0.00978151,0.52256506
-4.99149575,6.55097608,0.30027733,4.09563113,0.01577371,0.07471671,0.42843050,1.82716322,0.00919061,0.51361663
-4.98549275,6.48888999,0.29779881,4.06707489,0.01486566,0.07092612,0.42258621,1.80644189,0.00861663,0.50712445
-4.97948974,6.46078924,0.29769186,4.05816598,0.01401573,0.06766251,0.41844620,1.79698300,0.00806756,0.50318305
-4.97348674,6.46686094,0.30017885,4.06886298,0.01323023,0.06495375,0.41608892,1.79884493,0.00755058,0.50185966
-4.96748374,6.50665850,0.30546816,4.09867360,0.01251414,0.06282420,0.41557389,1.81193037,0.00707192,0.50319310
-4.96148074,6.57908171,0.31374920,4.14663227,0.01187121,0.06129413,0.41694086,1.83599133,0.00663681,0.50719284
-4.95547774,6.68237201,0.32518696,4.21129214,0.01130403,0.06037898,0.42020885,1.87063503,0.00624939,0.51383815
-4.94947474,6.81412388,0.33991593,4.29073305,0.01081415,0.06008869,0.42537511,1.91533036,0.00591270,0.52307728
-4.94347174,6.97131284,0.35803365,4.38258642,0.01040215,0.06042691,0.43241391,1.96941462,0.00562865,0.53482655
-4.93746873,7.15034008,0.37959369,4.48407714,0.01006777,0.06139021,0.44127512,2.03210021,0.00539807,0.54896943
-4.93146573,7.34709313,0.40459856,4.59208204,0.00980992,0.06296736,0.45188264,2.10248131,0.00522071,0.56535551
-4.92546273,7.55702138,0.43299250,4.70320335,0.00962679,0.06513856,0.46413264,2.17954075,0.00509530,0.58379941
-4.91945973,7.77522509,0.46465471,4.81385519,0.00951584,0.06787482,0.47789185,2.26215718,0.00501965,0.60407992
-4.91345673,7.99655574,0.49939324,4.92036032,0.00947381,0.07113742,0.49299591,2.34911326,0.00499068,0.62593921
-4.90745373,8.21572540,0.53694011,5.01905371,0.00949669,0.07487760,0.50924812,2.43910509,0.00500454,0.64908269
-4.90145073,8.42742246,0.57694807,5.10638934,0.00957972,0.07903642,0.52641884,2.53075377,0.00505669,0.67317947
-4.89544772,8.62643066,0.61898940,5.17904615,0.00971732,0.08354493,0.54424559,2.62261929,0.00514202,0.69786379
-4.88944472,8.80774834,0.66255732,5.23402912,0.00990310,0.08832468,0.56243440,2.71321752,0.00525492,0.72273765
-4.88344172,8.96670457,0.70707022,5.26876149,0.01012984,0.09328850,0.58066230,2.80104031,0.00538945,0.74737485
-4.87743872,9.09906888,0.75187899,5.28116455,0.01038954,0.09834177,0.59858136,2.88457877,0.00553940,0.77132657
-4.87143572,9.20115133,0.79627755,5.26972171,0.01067343,0.10338397,0.61582421,2.96234965,0.00569842,0.79412848
-4.86543272,9.26988990,0.83951658,5.23352447,0.01097211,0.10831063,0.63201102,3.03292416,0.00586018,0.81530947
-4.85942971,9.30292233,0.88082000,5.17229839,0.01127566,0.11301560,0.64675795,3.09495837,0.00601844,0.83440174
-4.85342671,9.29864016,0.91940399,5.08640819,0.01157384,0.11739357,0.65968663,3.14722436,0.00616721,0.85095204
-4.84742371,9.25622297,0.95449783,4.97684184,0.01185630,0.12134272,0.67043463,3.18864063,0.00630084,0.86453368
-4.84142071,9.17565161,0.98536580,4.84517455,0.01211286,0.12476752,0.67866622,3.21830052,0.00641417,0.87475880
-4.83541771,9.05769969,1.01132929,4.69351420,0.01233372,0.12758143,0.68408316,3.23549726,0.00650261,0.88129047
-4.82941471,8.90390349,1.03178820,4.52443068,0.01250980,0.12970946,0.68643496,3.23974413,0.00656221,0.88385395
-4.82341171,8.71651095,1.04624058,4.34087184,0.01263296,0.13109049,0.68552803,3.23078878,0.00658982,0.88224665
-4.81740870,8.49841145,1.05429967,4.14606977,0.01269630,0.13167911,0.68123334,3.20862064,0.00658306,0.87634616
-4.81140570,8.25304837,1.05570747,3.94344078,0.01269436,0.13144711,0.67349209,3.17347075,0.00654043,0.86611593
-4.80540270,7.98431743,1.05034412,3.73648283,0.01262327,0.13038433,0.66231912,3.12580406,0.00646131,0.85160827
-4.79939970,7.69645392,1.03823268,3.52867426,0.01248093,0.12849890,0.64780376,3.06630406,0.00634592,0.83296438
-4.79339670,7.39391287,1.01953888,3.32337691,0.01226703,0.12581693,0.63010809,2.99585058,0.00619536,0.81041135
-4.78739370,7.08124571,0.99456601,3.12374694,0.01198304,0.12238153,0.60946259,2.91549159,0.00601148,0.78425624
-4.78139070,6.76297795,0.96374500,2.93265573,0.01163219,0.11825128,0.58615939,2.82641036,0.00579688,0.75487731
-4.77538769,6.44349148,0.92762019,2.75262300,0.01121928,0.11349821,0.56054341,2.72988945,0.00555476,0.72271299
-4.76938469,6.12691556,0.88683150,2.58576358,0.01075055,0.10820535,0.53300173,2.62727313,0.00528883,0.68824881
-4.76338169,5.81702980,0.84209377,2.43374877,0.01023341,0.10246402,0.50395177,2.51993002,0.00500319,0.65200309
-4.75737869,5.51718202,0.79417419,2.29778260,0.00967624,0.09637092,0.47382868,2.40921747,0.00470219,0.61451180
-4.75137569,5.23022339,0.74386890,2.17859292,0.00908803,0.09002518,0.44307258,2.29644906,0.00439033,0.57631342
-4.74537269,4.95846229,0.69197967,2.07643675,0.00847817,0.08352549,0.41211618,2.18286652,0.00407207,0.53793426
-4.73936968,4.70363787,0.63929174,1.99111876,0.00785615,0.07696741,0.38137326,2.06961681,0.00375177,0.49987496
-4.73336668,4.46691336,0.58655351,1.92202188,0.00723128,0.07044100,0.35122838,1.95773496,0.00343357,0.46259857
-4.72736368,4.24888840,0.53445893,1.86814824,0.00661250,0.06402876,0.32202829,1.84813272,0.00312125,0.42652061
-4.72136068,4.04962910,0.48363301,1.82816890,0.00600818,0.05780403,0.29407526,1.74159303,0.00281823,0.39200149
-4.71535768,3.86871375,0.43462088,1.80048047,0.00542600,0.05182982,0.26762234,1.63876952,0.00252745,0.35934129
-4.70935468,3.70529175,0.38788054,1.78326661,0.00487284,0.04615814,0.24287085,1.54019073,0.00225138,0.32877708
-4.70335168,3.55815291,0.34377912,1.77456258,0.00435477,0.04082971,0.21996977,1.44626777,0.00199198,0.30048260
-4.69734867,3.42580382,0.30259268,1.77232079,0.00387704,0.03587412,0.19901713,1.35730474,0.00175074,0.27457021
-4.69134567,3.30654822,0.26450904,1.77447541,0.00344415,0.03131033,0.18006300,1.27351076,0.00152865,0.25109475
-4.68534267,3.19856813,0.22963317,1.77900429,0.00305997,0.02714752,0.16311401,1.19501278,0.00132632,0.23005906
-4.67933967,3.10000262,0.19799482,1.78398655,0.00272784,0.02338605,0.14813882,1.12186823,0.00114395,0.21142079
-4.67333667,3.00902166,0.16955753,1.78765417,0.00245074,0.02001877,0.13507460,1.05407707,0.00098148,0.19510011
-4.66733367,2.92389262,0.14422876,1.78843650,0.00223146,0.01703219,0.12383380,0.99159241,0.00083860,0.18098791
-4.66133067,2.84303760,0.12187042,1.78499659,0.00207275,0.01440794,0.11431124,0.93432987,0.00071490,0.16895423
-4.65532766,2.76508030,0.10230939,1.77625861,0.00197750,0.01212398,0.10639095,0.88217511,0.00060991,0.15885646
-4.64932466,2.68888162,0.08534763,1.76142607,0.00194886,0.01015587,0.09995279,0.83498992,0.00052324,0.15054715
-4.64332166,2.61356374,0.07077157,1.73999069,0.00199040,0.00847794,0.09487838,0.79261689,0.00045466,0.14388108
