energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Na_s_up,Te_p_up,Te_d_up
-5.89194597,3.78174311,0.96969580,3.04795565,0.05199385,0.00880942,0.11500886,0.52185871,0.00000000
-5.88594297,3.76359943,0.96141984,3.03565812,0.05126948,0.00858476,0.11073117,0.51762948,0.00000000
-5.87993997,3.73079559,0.94940848,3.01069465,0.05033683,0.00835586,0.10653160,0.51198568,0.00000000
-5.87393697,3.68370833,0.93378488,2.97343741,0.04920220,0.00812257,0.10236198,0.50492722,0.00000000
-5.86793397,3.62307091,0.91477188,2.92453918,0.04787733,0.00788584,0.09819639,0.49650743,0.00000000
-5.86193097,3.54993628,0.89268107,2.86490305,0.04637898,0.00764767,0.09402964,0.48682878,0.00000000
-5.85592796,3.46563054,0.86789889,2.79564503,0.04472826,0.00741097,0.08987520,0.47603671,0.00000000
-5.84992496,3.37169931,0.84087030,2.71805128,0.04294974,0.00717939,0.08576259,0.46431216,0.00000000
-5.84392196,3.26984946,0.81208095,2.63353213,0.04107058,0.00695715,0.08173447,0.45186305,0.00000000
-5.83791896,3.16188891,0.78203883,2.54357482,0.03911943,0.00674889,0.07784338,0.43891526,0.00000000
-5.83191596,3.04966710,0.75125605,2.44969690,0.03712548,0.00655941,0.07414854,0.42570350,0.00000000
-5.82591296,2.93501817,0.72023168,2.35340191,0.03511740,0.00639358,0.07071252,0.41246248,0.00000000
-5.81990995,2.81970899,0.68943627,2.25613890,0.03312248,0.00625607,0.06759813,0.39941875,0.00000000
-5.81390695,2.70539349,0.65929862,2.15926681,0.03116580,0.00615125,0.06486553,0.38678346,0.00000000
-5.80790395,2.59357439,0.63019513,2.06402469,0.02926959,0.00608301,0.06256959,0.37474633,0.00000000
-5.80190095,2.48557310,0.60244201,1.97150800,0.02745278,0.00605465,0.06075773,0.36347085,0.00000000
-5.79589795,2.38250796,0.57629041,1.88265156,0.02573063,0.00606876,0.05946810,0.35309093,0.00000000
-5.78989495,2.28528094,0.55192444,1.79821872,0.02411461,0.00612711,0.05872828,0.34370893,0.00000000
-5.78389195,2.19457227,0.52946188,1.71879675,0.02261243,0.00623065,0.05855446,0.33539496,0.00000000
-5.77788894,2.11084248,0.50895727,1.64479785,0.02122820,0.00637942,0.05895110,0.32818752,0.00000000
-5.77188594,2.03434109,0.49040712,1.57646527,0.01996266,0.00657256,0.05991110,0.32209519,0.00000000
-5.76588294,1.96512112,0.47375680,1.51388373,0.01881365,0.00680833,0.06141646,0.31709931,0.00000000
-5.75987994,1.90305832,0.45890875,1.45699366,0.01777651,0.00708418,0.06343940,0.31315756,0.00000000
-5.75387694,1.84787434,0.44573154,1.40560826,0.01684455,0.00739683,0.06594391,0.31020806,0.00000000
-5.74787394,1.79916282,0.43406950,1.35943287,0.01600965,0.00774238,0.06888764,0.30817418,0.00000000
-5.74187094,1.75641740,0.42375248,1.31808576,0.01526269,0.00811648,0.07222425,0.30696955,0.00000000
-5.73586793,1.71906092,0.41460546,1.28111975,0.01459408,0.00851450,0.07590581,0.30650336,0.00000000
-5.72986493,1.68647474,0.40645775,1.24804406,0.01399422,0.00893177,0.07988564,0.30668571,0.00000000
-5.72386193,1.65802757,0.39915143,1.21834565,0.01345384,0.00936380,0.08412098,0.30743286,0.00000000
-5.71785893,1.63310287,0.39254897,1.19150957,0.01296442,0.00980649,0.08857588,0.30867228,0.00000000
-5.71185593,1.61112416,0.38653966,1.16703777,0.01251838,0.01025644,0.09322376,0.31034719,0.00000000
-5.70585293,1.59157747,0.38104484,1.14446597,0.01210931,0.01071115,0.09804983,0.31242066,0.00000000
-5.69984992,1.57403035,0.37602174,1.12337806,0.01173213,0.01116926,0.10305311,0.31487885,0.00000000
-5.69384692,1.55814685,0.37146573,1.10341775,0.01138311,0.01163069,0.10824789,0.31773342,0.00000000
-5.68784392,1.54369797,0.36741107,1.08429725,0.01105991,0.01209681,0.11366456,0.32102287,0.00000000
-5.68184092,1.53056727,0.36392995,1.06580279,0.01076152,0.01257046,0.11934976,0.32481268,0.00000000
-5.67583792,1.51875146,0.36112993,1.04779679,0.01048814,0.01305600,0.12536560,0.32919424,0.00000000
-5.66983492,1.50835591,0.35914973,1.03021699,0.01024109,0.01355914,0.13178811,0.33428237,0.00000000
-5.66383192,1.49958523,0.35815353,1.01307244,0.01002257,0.01408682,0.13870470,0.34021163,0.00000000
-5.65782891,1.49272937,0.35832389,0.99643671,0.00983551,0.01464689,0.14621082,0.34713131,0.00000000
-5.65182591,1.48814570,0.35985355,0.98043877,0.00968334,0.01524779,0.15440575,0.35519934,0.00000000
-5.64582291,1.48623786,0.36293627,0.96525185,0.00956976,0.01589813,0.16338777,0.36457530,0.00000000
-5.63981991,1.48743230,0.36775725,0.95108097,0.00949851,0.01660619,0.17324876,0.37541276,0.00000000
-5.63381691,1.49215348,0.37448325,0.93814954,0.00947318,0.01737942,0.18406861,0.38785133,0.00000000
-5.62781391,1.50079890,0.38325304,0.92668578,0.00949699,0.01822393,0.19590940,0.40200868,0.00000000
-5.62181091,1.51371509,0.39416844,0.91690952,0.00957261,0.01914396,0.20880995,0.41797302,0.00000000
-5.61580790,1.53117554,0.40728652,0.90901985,0.00970202,0.02014146,0.22278082,0.43579633,0.00000000
-5.60980490,1.55336177,0.42261317,0.90318419,0.00988640,0.02121569,0.23780007,0.45548880,0.00000000
-5.60380190,1.58034827,0.44009857,0.89952925,0.01012603,0.02236295,0.25381008,0.47701464,0.00000000
-5.59779890,1.61209205,0.45963473,0.89813399,0.01042024,0.02357645,0.27071567,0.50028969,0.00000000
-5.59179590,1.64842714,0.48105524,0.89902499,0.01076740,0.02484624,0.28838363,0.52518089,0.00000000
-5.58579290,1.68906441,0.50413747,0.90217415,0.01116494,0.02615943,0.30664383,0.55150775,0.00000000
-5.57978989,1.73359641,0.52860700,0.90749874,0.01160939,0.02750045,0.32529197,0.57904566,0.00000000
-5.57378689,1.78150707,0.55414422,0.91486362,0.01209644,0.02885149,0.34409382,0.60753113,0.00000000
-5.56778389,1.83218551,0.58039286,0.92408536,0.01262104,0.03019307,0.36279095,0.63666848,0.00000000
-5.56178089,1.88494335,0.60697000,0.93493803,0.01317747,0.03150477,0.38110765,0.66613784,0.00000000
-5.55577789,1.93903446,0.63347717,0.94716007,0.01375947,0.03276592,0.39875885,0.69560397,0.00000000
-5.54977489,1.99367618,0.65951207,0.96046215,0.01436032,0.03395647,0.41545863,0.72472552,0.00000000
-5.54377189,2.04807107,0.68468028,0.97453536,0.01497296,0.03505773,0.43092901,0.75316429,0.00000000
-5.53776888,2.10142807,0.70860651,0.98905953,0.01559007,0.03605314,0.44490862,0.78059398,0.00000000
-5.53176588,2.15298228,0.73094497,1.00371131,0.01620417,0.03692897,0.45716083,0.80670823,0.00000000
-5.52576288,2.20201262,0.75138824,1.01817176,0.01680770,0.03767479,0.46748107,0.83122741,0.00000000
-5.51975988,2.24785695,0.76967448,1.03213333,0.01739310,0.03828395,0.47570291,0.85390410,0.00000000
-5.51375688,2.28992419,0.78559278,1.04530604,0.01795289,0.03875375,0.48170281,0.87452712,0.00000000
-5.50775388,2.32770347,0.79898635,1.05742297,0.01847976,0.03908547,0.48540320,0.89292401,0.00000000
-5.50175088,2.36077049,0.80975377,1.06824489,0.01896665,0.03928421,0.48677397,0.90896208,0.00000000
-5.49574787,2.38879114,0.81784836,1.07756433,0.01940687,0.03935857,0.48583228,0.92254830,0.00000000
-5.48974487,2.41152317,0.82327588,1.08520890,0.01979420,0.03932014,0.48264072,0.93362806,0.00000000
-5.48374187,2.42881595,0.82609082,1.09104423,0.02012306,0.03918283,0.47730421,0.94218333,0.00000000
-5.47773887,2.44060919,0.82639182,1.09497635,0.02038864,0.03896219,0.46996550,0.94823023,0.00000000
-5.47173587,2.44693080,0.82431629,1.09695368,0.02058709,0.03867461,0.46079991,0.95181659,0.00000000
-5.46573287,2.44789428,0.82003490,1.09696853,0.02071569,0.03833649,0.45000929,0.95301945,0.00000000
-5.45972986,2.44369599,0.81374603,1.09505804,0.02077308,0.03796355,0.43781566,0.95194292,0.00000000
-5.45372686,2.43461208,0.80567050,1.09130459,0.02075940,0.03757005,0.42445472,0.94871627,0.00000000
-5.44772386,2.42099524,0.79604684,1.08583519,0.02067651,0.03716833,0.41016955,0.94349246,0.00000000
-5.44172086,2.40327084,0.78512704,1.07882012,0.02052811,0.03676827,0.39520463,0.93644690,0.00000000
-5.43571786,2.38193229,0.77317293,1.07047017,0.02031988,0.03637709,0.37980038,0.92777637,0.00000000
-5.42971486,2.35753505,0.76045299,1.06103282,0.02005953,0.03599919,0.36418834,0.91769781,0.00000000
-5.42371186,2.33068907,0.74723962,1.05078679,0.01975680,0.03563626,0.34858708,0.90644695,0.00000000
-5.41770885,2.30204915,0.73380650,1.04003531,0.01942343,0.03528744,0.33319874,0.89427627,0.00000000
-5.41170585,2.27230322,0.72042600,1.02909796,0.01907296,0.03494970,0.31820635,0.88145237,0.00000000
-5.40570285,2.24215822,0.70736637,1.01830133,0.01872053,0.03461828,0.30377177,0.86825233,0.00000000
-5.39969985,2.21232390,0.69488861,1.00796867,0.01838259,0.03428724,0.29003426,0.85495923,0.00000000
-5.39369685,2.18349479,0.68324286,0.99840899,0.01807649,0.03394999,0.27710953,0.84185659,0.00000000
-5.38769385,2.15633086,0.67266431,0.98990595,0.01782002,0.03359993,0.26508930,0.82922200,0.00000000
-5.38169085,2.13143757,0.66336860,0.98270708,0.01763090,0.03323091,0.25404127,0.81732010,0.00000000
-5.37568784,2.10934625,0.65554693,0.97701381,0.01752619,0.03283782,0.24400943,0.80639503,0.00000000
-5.36968484,2.09049557,0.64936090,0.97297283,0.01752171,0.03241687,0.23501466,0.79666292,0.00000000
-5.36368184,2.07521530,0.64493743,0.97066921,0.01763145,0.03196601,0.22705570,0.78830467,0.00000000
-5.35767884,2.06371310,0.64236405,0.97012183,0.01786692,0.03148502,0.22011033,0.78145936,0.00000000
-5.35167584,2.05606519,0.64168477,0.97128119,0.01823666,0.03097560,0.21413690,0.77621889,0.00000000
-5.34567284,2.05221175,0.64289695,0.97403004,0.01874572,0.03044131,0.20907607,0.77262399,0.00000000
-5.33966983,2.05195723,0.64594937,0.97818670,0.01939528,0.02988744,0.20485288,0.77066206,0.00000000
-5.33366683,2.05497603,0.65074182,0.98351115,0.02018234,0.02932066,0.20137906,0.77026694,0.00000000
-5.32766383,2.06082341,0.65712637,0.98971350,0.02109959,0.02874878,0.19855555,0.77132079,0.00000000
-5.32166083,2.06895125,0.66491044,0.99646468,0.02213536,0.02818029,0.19627529,0.77365815,0.00000000
-5.31565783,2.07872831,0.67386167,1.00340886,0.02327381,0.02762398,0.19442614,0.77707186,0.00000000
-5.30965483,2.08946397,0.68371457,1.01017691,0.02449522,0.02708845,0.19289390,0.78132099,0.00000000
-5.30365183,2.10043466,0.69417875,1.01640061,0.02577642,0.02658177,0.19156540,0.78614013,0.00000000
-5.29764882,2.11091189,0.70494843,1.02172678,0.02709148,0.02611105,0.19033147,0.79124990,0.00000000
-5.29164582,2.12019057,0.71571303,1.02583079,0.02841234,0.02568209,0.18908990,0.79636820,0.00000000
-5.28564282,2.12761662,0.72616825,1.02842889,0.02970978,0.02529916,0.18774804,0.80122162,0.00000000
-5.27963982,2.13261254,0.73602727,1.02928894,0.03095426,0.02496481,0.18622522,0.80555667,0.00000000
-5.27363682,2.13470002,0.74503160,1.02823886,0.03211691,0.02467974,0.18445471,0.80915028,0.00000000
-5.26763382,2.13351853,0.75296101,1.02517278,0.03317050,0.02444281,0.18238527,0.81181903,0.00000000
-5.26163082,2.12883920,0.75964214,1.02005442,0.03409034,0.02425109,0.17998214,0.81342691,0.00000000
-5.25562781,2.12057340,0.76495525,1.01291768,0.03485516,0.02410005,0.17722758,0.81389105,0.00000000
-5.24962481,2.10877555,0.76883883,1.00386448,0.03544779,0.02398375,0.17412076,0.81318530,0.00000000
-5.24362181,2.09364031,0.77129180,0.99305981,0.03585573,0.02389517,0.17067711,0.81134139,0.00000000
-5.23761881,2.07549387,0.77237306,0.98072445,0.03607153,0.02382649,0.16692716,0.80844772,0.00000000
-5.23161581,2.05478012,0.77219835,0.96712539,0.03609300,0.02376954,0.16291486,0.80464572,0.00000000
-5.22561281,2.03204186,0.77093464,0.95256458,0.03592314,0.02371614,0.15869547,0.80012387,0.00000000
-5.21960980,2.00789805,0.76879205,0.93736629,0.03556996,0.02365849,0.15433306,0.79510978,0.00000000
-5.21360680,1.98301798,0.76601383,0.92186377,0.03504598,0.02358957,0.14989780,0.78986049,0.00000000
-5.20760380,1.95809334,0.76286470,0.90638554,0.03436771,0.02350345,0.14546304,0.78465146,0.00000000
-5.20160080,1.93380943,0.75961825,0.89124207,0.03355487,0.02339561,0.14110238,0.77976467,0.00000000
-5.19559780,1.91081669,0.75654379,0.87671328,0.03262955,0.02326311,0.13688673,0.77547644,0.00000000
-5.18959480,1.88970368,0.75389360,0.86303739,0.03161534,0.02310479,0.13288169,0.77204529,0.00000000
-5.18359180,1.87097282,0.75189083,0.85040162,0.03053639,0.02292135,0.12914502,0.76970065,0.00000000
-5.17758879,1.85501978,0.75071908,0.83893514,0.02941652,0.02271532,0.12572474,0.76863255,0.00000000
-5.17158579,1.84211750,0.75051384,0.82870452,0.02827845,0.02249099,0.12265745,0.76898311,0.00000000
-5.16558279,1.83240557,0.75135654,0.81971200,0.02714307,0.02225427,0.11996741,0.77083996,0.00000000
-5.15957979,1.82588539,0.75327130,0.81189648,0.02602887,0.02201250,0.11766609,0.77423195,0.00000000
-5.15357679,1.82242140,0.75622477,0.80513749,0.02495158,0.02177421,0.11575238,0.77912736,0.00000000
-5.14757379,1.82174827,0.76012899,0.79926162,0.02392391,0.02154883,0.11421339,0.78543470,0.00000000
-5.14157079,1.82348384,0.76484718,0.79405145,0.02295551,0.02134646,0.11302592,0.79300598,0.00000000
-5.13556778,1.82714713,0.77020224,0.78925640,0.02205313,0.02117763,0.11215837,0.80164241,0.00000000
-5.12956478,1.83218079,0.77598761,0.78460516,0.02122086,0.02105307,0.11157325,0.81110223,0.00000000
-5.12356178,1.83797678,0.78197986,0.77981894,0.02046056,0.02098358,0.11122999,0.82111026,0.00000000
-5.11755878,1.84390442,0.78795261,0.77462528,0.01977241,0.02097998,0.11108807,0.83136890,0.00000000
-5.11155578,1.84933935,0.79369106,0.76877145,0.01915548,0.02105310,0.11111030,0.84157001,0.00000000
-5.10555278,1.85369240,0.79900645,0.76203715,0.01860838,0.02121392,0.11126614,0.85140712,0.00000000
-5.09954977,1.85643689,0.80374990,0.75424576,0.01812993,0.02147372,0.11153487,0.86058764,0.00000000
-5.09354677,1.85713345,0.80782483,0.74527378,0.01771973,0.02184437,0.11190852,0.86884440,0.00000000
-5.08754377,1.85545122,0.81119771,0.73505801,0.01737877,0.02233868,0.11239442,0.87594612,0.00000000
-5.08154077,1.85118460,0.81390626,0.72360025,0.01710983,0.02297076,0.11301718,0.88170652,0.00000000
-5.07553777,1.84426497,0.81606504,0.71096918,0.01691789,0.02375635,0.11382006,0.88599149,0.00000000
-5.06953477,1.83476677,0.81786792,0.69729966,0.01681030,0.02471327,0.11486555,0.88872428,0.00000000
-5.06353177,1.82290791,0.81958736,0.68278920,0.01679685,0.02586160,0.11623515,0.88988842,0.00000000
-5.05752876,1.80904431,0.82157021,0.66769190,0.01688969,0.02722389,0.11802821,0.88952828,0.00000000
-5.05152576,1.79365882,0.82423030,0.65231019,0.01710305,0.02882521,0.12035983,0.88774727,0.00000000
-5.04552276,1.77734493,0.82803765,0.63698452,0.01745287,0.03069291,0.12335789,0.88470369,0.00000000
-5.03951976,1.76078569,0.83350468,0.62208149,0.01795621,0.03285626,0.12715908,0.88060446,0.00000000
-5.03351676,1.74472861,0.84116958,0.60798084,0.01863060,0.03534580,0.13190417,0.87569685,0.00000000
-5.02751376,1.72995725,0.85157740,0.59506170,0.01949323,0.03819244,0.13773250,0.87025855,0.00000000
-5.02151076,1.71726055,0.86525910,0.58368862,0.02056012,0.04142628,0.14477591,0.86458633,0.00000000
-5.01550775,1.70740077,0.88270945,0.57419780,0.02184518,0.04507522,0.15315225,0.85898382,0.00000000
-5.00950475,1.70108118,0.90436419,0.56688393,0.02335930,0.04916336,0.16295874,0.85374865,0.00000000
-5.00350175,1.69891470,0.93057746,0.56198820,0.02510950,0.05370922,0.17426540,0.84915965,0.00000000
-4.99749875,1.70139450,0.96160014,0.55968775,0.02709803,0.05872395,0.18710875,0.84546434,0.00000000
-4.99149575,1.70886796,0.99756026,0.56008703,0.02932173,0.06420950,0.20148627,0.84286751,0.00000000
-4.98549275,1.72151489,1.03844622,0.56321133,0.03177144,0.07015692,0.21735169,0.84152114,0.00000000
-4.97948974,1.73933128,1.08409390,0.56900290,0.03443164,0.07654490,0.23461155,0.84151625,0.00000000
-4.97348674,1.76211938,1.13417845,0.57731969,0.03728028,0.08333863,0.25312323,0.84287718,0.00000000
-4.96748374,1.78948500,1.18821169,0.58793712,0.04028888,0.09048906,0.27269461,0.84555847,0.00000000
-4.96148074,1.82084251,1.24554558,0.60055269,0.04342283,0.09793283,0.29308566,0.84944479,0.00000000
-4.95547774,1.85542773,1.30538230,0.61479363,0.04664207,0.10559264,0.31401191,0.85435398,0.00000000
-4.94947474,1.89231882,1.36679106,0.63022736,0.04990185,0.11337843,0.33514988,0.86004316,0.00000000
-4.94347174,1.93046464,1.42873139,0.64637449,0.05315388,0.12118914,0.35614435,0.86621793,0.00000000
-4.93746873,1.96871971,1.49008254,0.66272406,0.05634757,0.12891523,0.37661730,0.87254423,0.00000000
-4.93146573,2.00588479,1.54967810,0.67875046,0.05943151,0.13644172,0.39617825,0.87866241,0.00000000
-4.92546273,2.04075142,1.60634454,0.69393156,0.06235493,0.14365181,0.41443564,0.88420312,0.00000000
-4.91945973,2.07214865,1.65894246,0.70776722,0.06506935,0.15043083,0.43100881,0.88880405,0.00000000
-4.91345673,2.09899005,1.70640854,0.71979750,0.06753008,0.15667048,0.44554005,0.89212694,0.00000000
-4.90745373,2.12031863,1.74779656,0.72961990,0.06969765,0.16227300,0.45770636,0.89387402,0.00000000
-4.90145073,2.13534782,1.78231533,0.73690461,0.07153915,0.16715520,0.46723017,0.89380288,0.00000000
-4.89544772,2.14349612,1.80936180,0.74140737,0.07302922,0.17125214,0.47388883,0.89173922,0.00000000
-4.88944472,2.14441388,1.82854748,0.74297895,0.07415088,0.17452017,0.47752212,0.88758654,0.00000000
-4.88344172,2.13800051,1.83971667,0.74157105,0.07489600,0.17693915,0.47803766,0.88133240,0.00000000
-4.87743872,2.12441108,1.84295530,0.73723807,0.07526544,0.17851385,0.47541391,0.87305071,0.00000000
-4.87143572,2.10405179,1.83858982,0.73013462,0.07526884,0.17927425,0.46970054,0.86289988,0.00000000
-4.86543272,2.07756416,1.82717562,0.72050884,0.07492409,0.17927472,0.46101628,0.85111684,0.00000000
-4.85942971,2.04579858,1.80947544,0.70869171,0.07425651,0.17859216,0.44954427,0.83800712,0.00000000
-4.85342671,2.00977818,1.78642858,0.69508279,0.07329771,0.17732304,0.43552519,0.82393144,0.00000000
-4.84742371,1.97065470,1.75911196,0.68013302,0.07208431,0.17557958,0.41924852,0.80928935,0.00000000
-4.84142071,1.92965825,1.72869500,0.66432531,0.07065642,0.17348506,0.40104227,0.79450081,0.00000000
-4.83541771,1.88804338,1.69639021,0.64815380,0.06905611,0.17116868,0.38126180,0.77998641,0.00000000
-4.82941471,1.84703388,1.66340173,0.63210275,0.06732580,0.16875994,0.36027801,0.76614735,0.00000000
-4.82341171,1.80776900,1.63087436,0.61662599,0.06550678,0.16638314,0.33846575,0.75334611,0.00000000
-4.81740870,1.77125354,1.59984540,0.60212789,0.06363777,0.16415191,0.31619254,0.74188866,0.00000000
-4.81140570,1.73831422,1.57120149,0.58894671,0.06175368,0.16216432,0.29380843,0.73200928,0.00000000
-4.80540270,1.70956434,1.54564259,0.57734112,0.05988464,0.16049861,0.27163699,0.72385848,0.00000000
-4.79939970,1.68537828,1.52365466,0.56748032,0.05805521,0.15920986,0.24996810,0.71749491,0.00000000
-4.79339670,1.66587710,1.50549233,0.55943839,0.05628390,0.15832775,0.22905232,0.71288135,0.00000000
-4.78739370,1.65092566,1.49117223,0.55319290,0.05458303,0.15785543,0.20909728,0.70988526,0.00000000
-4.78139070,1.64014145,1.48047713,0.54862783,0.05295872,0.15776966,0.19026587,0.70828364,0.00000000
-4.77538769,1.63291440,1.47297074,0.54554063,0.05141135,0.15802210,0.17267624,0.70777206,0.00000000
-4.76938469,1.62843676,1.46802206,0.54365297,0.04993605,0.15854184,0.15640333,0.70797746,0.00000000
-4.76338169,1.62574129,1.46483816,0.54262458,0.04852353,0.15923880,0.14148192,0.70847395,0.00000000
-4.75737869,1.62374619,1.46250370,0.54206957,0.04716096,0.16000809,0.12791065,0.70880103,0.00000000
-4.75137569,1.62130410,1.46002501,0.54157432,0.04583301,0.16073486,0.11565695,0.70848321,0.00000000
-4.74537269,1.61725330,1.45637687,0.54071615,0.04452292,0.16129966,0.10466252,0.70705015,0.00000000
-4.73936968,1.61046832,1.45054950,0.53908189,0.04321354,0.16158380,0.09484899,0.70405648,0.00000000
-4.73336668,1.59990786,1.44159371,0.53628543,0.04188832,0.16147466,0.08612363,0.69910016,0.00000000
-4.72736368,1.58465793,1.42866217,0.53198364,0.04053226,0.16087058,0.07838478,0.69183885,0.00000000
-4.72136068,1.56396821,1.41104502,0.52588983,0.03913264,0.15968518,0.07152686,0.68200339,0.00000000
-4.71535768,1.53728047,1.38819843,0.51778437,0.03767966,0.15785092,0.06544482,0.66940791,0.00000000
-4.70935468,1.50424787,1.35976503,0.50752211,0.03616683,0.15532172,0.06003786,0.65395630,0.00000000
-4.70335168,1.46474479,1.32558576,0.49503627,0.03459127,0.15207461,0.05521250,0.63564474,0.00000000
-4.69734867,1.41886707,1.28570290,0.48033905,0.03295372,0.14811040,0.05088481,0.61456039,0.00000000
-4.69134567,1.36692324,1.24035458,0.46351888,0.03125843,0.14345329,0.04698196,0.59087656,0.00000000
-4.68534267,1.30941753,1.18996164,0.44473472,0.02951288,0.13814954,0.04344315,0.56484453,0.00000000
-4.67933967,1.24702592,1.13510770,0.42420794,0.02772739,0.13226540,0.04021978,0.53678277,0.00000000
-4.67333667,1.18056669,1.07651381,0.40221205,0.02591455,0.12588424,0.03727525,0.50706405,0.00000000
-4.66733367,1.11096719,1.01500919,0.37906114,0.02408867,0.11910324,0.03458427,0.47610114,0.00000000
-4.66133067,1.03922842,0.95149957,0.35509749,0.02226514,0.11202974,0.03213178,0.44433190,0.00000000
-4.65532766,0.96638920,0.88693463,0.33067891,0.02045977,0.10477739,0.02991175,0.41220431,0.00000000
-4.64932466,0.89349148,0.82227607,0.30616647,0.01868824,0.09746234,0.02792569,0.38016222,0.00000000
-4.64332166,0.82154809,0.75846751,0.28191308,0.01696548,0.09019958,0.02618119,0.34863222,0.00000000
-4.63731866,0.75151408,0.69640731,0.25825321,0.01530522,0.08309963,0.02469034,0.31801220,0.00000000
-4.63131566,0.68426247,0.63692504,0.23549423,0.01371959,0.07626559,0.02346823,0.28866179,0.00000000
-4.62531266,0.62056488,0.58076230,0.21390930,0.01221882,0.06979065,0.02253149,0.26089501,0.00000000
-4.61930965,0.56107733,0.52855791,0.19373224,0.01081103,0.06375618,0.02189690,0.23497500,0.00000000
-4.61330665,0.50633110,0.48083767,0.17515399,0.00950219,0.05823031,0.02158012,0.21111102,0.00000000
-4.60730365,0.45672835,0.43800840,0.15832088,0.00829603,0.05326700,0.02159454,0.18945733,0.00000000
-4.60130065,0.41254211,0.40035591,0.14333432,0.00719422,0.04890564,0.02195020,0.17011391,0.00000000
-4.59529765,0.37391991,0.36804645,0.13025192,0.00619643,0.04517104,0.02265283,0.15312869,0.00000000
-4.58929465,0.34089050,0.34113099,0.11908955,0.00530061,0.04207382,0.02370308,0.13850094,0.00000000
-4.58329165,0.31337294,0.31955193,0.10982439,0.00450318,0.03961102,0.02509582,0.12618562,0.00000000
-4.57728864,0.29118736,0.30315148,0.10239853,0.00379935,0.03776709,0.02681957,0.11609829,0.00000000
-4.57128564,0.27406681,0.29168141,0.09672297,0.00318333,0.03651492,0.02885615,0.10812046,0.00000000
-4.56528264,0.26166976,0.28481367,0.09268190,0.00264866,0.03581710,0.03118043,0.10210499,0.00000000
-4.55927964,0.25359271,0.28215156,0.09013709,0.00218844,0.03562724,0.03376031,0.09788160,0.00000000
-4.55327664,0.24938280,0.28324124,0.08893223,0.00179554,0.03589133,0.03655693,0.09526205,0.00000000
-4.54727364,0.24855008,0.28758345,0.08889721,0.00146286,0.03654922,0.03952506,0.09404531,0.00000000
-4.54127064,0.25057936,0.29464524,0.08985235,0.00118345,0.03753605,0.04261376,0.09402225,0.00000000
-4.53526763,0.25494165,0.30387187,0.09161242,0.00095067,0.03878377,0.04576725,0.09498022,0.00000000
-4.52926463,0.26110507,0.31469855,0.09399054,0.00075830,0.04022262,0.04892605,0.09670722,0.00000000
-4.52326163,0.26854538,0.32656231,0.09680196,0.00060060,0.04178266,0.05202830,0.09899590,0.00000000
-4.51725863,0.27675593,0.33891363,0.09986767,0.00047234,0.04339528,0.05501130,0.10164724,0.00000000
-4.51125563,0.28525721,0.35122799,0.10301788,0.00036885,0.04499469,0.05781318,0.10447404,0.00000000
-4.50525263,0.29360581,0.36301695,0.10609524,0.00028602,0.04651935,0.06037460,0.10730409,0.00000000
-4.49924962,0.30140270,0.37383876,0.10895795,0.00022024,0.04791339,0.06264063,0.10998309,0.00000000
-4.49324662,0.30830083,0.38330815,0.11148247,0.00016842,0.04912783,0.06456241,0.11237733,0.00000000
