energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.92196098,1.58065121,-0.96128719,0.38981426,-0.30739430,0.18406680,-0.14872098,0.62373894,-0.28475436,0.32265577,-0.07748501,0.00023833,-0.00016555,0.15368286,-0.03176751,0.00545837,-0.00444167,0.77320078,-0.59738235
-5.91595798,1.52606370,-0.98380409,0.36750213,-0.31817674,0.17371633,-0.15565880,0.60838786,-0.29107863,0.32085958,-0.07878394,0.00021700,-0.00017708,0.16103303,-0.03091576,0.00500105,-0.00423046,0.72994004,-0.61342506
-5.90995498,1.47299430,-1.01243406,0.34538040,-0.33059928,0.16342108,-0.16348802,0.59141781,-0.29932387,0.32026845,-0.08060636,0.00019724,-0.00018923,0.16858805,-0.03038943,0.00458107,-0.00407854,0.68717832,-0.63307539
-5.90395198,1.42254726,-1.04659878,0.32375403,-0.34441850,0.15336167,-0.17210243,0.57310372,-0.30933246,0.32107740,-0.08291363,0.00017927,-0.00020176,0.17637993,-0.03017841,0.00420365,-0.00398433,0.64554827,-0.65597422
-5.89794897,1.37576531,-1.08561695,0.30290629,-0.35936688,0.14370814,-0.18137386,0.55374232,-0.32091764,0.32346318,-0.08565893,0.00016327,-0.00021443,0.18445062,-0.03026986,0.00387313,-0.00394611,0.60563572,-0.68169888
-5.89194597,1.33362058,-1.12871946,0.28309577,-0.37515867,0.13461714,-0.19115461,0.53364945,-0.33386782,0.32758445,-0.08878835,0.00014943,-0.00022702,0.19285303,-0.03064854,0.00359294,-0.00396207,0.56797271,-0.70977271
-5.88594297,1.29700809,-1.17506716,0.26455407,-0.39149640,0.12622973,-0.20128059,0.51315697,-0.34795161,0.33358269,-0.09224218,0.00013797,-0.00023928,0.20165177,-0.03129723,0.00336566,-0.00403038,0.53303213,-0.73967616
-5.87993997,1.26674135,-1.22377084,0.24748425,-0.40807771,0.11866961,-0.21157500,0.49260930,-0.36292340,0.34158365,-0.09595627,0.00012908,-0.00025096,0.21092359,-0.03219716,0.00319305,-0.00414920,0.50122399,-0.77085939
-5.87393697,1.24354951,-1.27391243,0.23205984,-0.42460243,0.11204190,-0.22185268,0.47235942,-0.37852941,0.35169912,-0.09986354,0.00012300,-0.00026185,0.22075736,-0.03332837,0.00307611,-0.00431673,0.47289296,-0.80275547
-5.86793397,1.22807558,-1.32456685,0.21842429,-0.44077942,0.10643237,-0.23192473,0.45276456,-0.39451364,0.36402875,-0.10389547,0.00011999,-0.00027171,0.23125366,-0.03467012,0.00301511,-0.00453115,0.44831720,-0.83479404
-5.86193097,1.22087524,-1.37482336,0.20669089,-0.45633301,0.10190713,-0.24160331,0.43418148,-0.41062380,0.37866170,-0.10798354,0.00012034,-0.00028036,0.24252383,-0.03620116,0.00300962,-0.00479059,0.42770800,-0.86641458
-5.85592796,1.22241577,-1.42380563,0.19694299,-0.47100879,0.09851264,-0.25070648,0.41696160,-0.42661666,0.39567782,-0.11206062,0.00012439,-0.00028761,0.25468841,-0.03790008,0.00305858,-0.00509305,0.41121034,-0.89707895
-5.84992496,1.23307478,-1.47068982,0.18923445,-0.48457843,0.09627610,-0.25906288,0.40144594,-0.44226269,0.41514825,-0.11606213,0.00013254,-0.00029332,0.26787507,-0.03974535,0.00316031,-0.00543635,0.39890411,-0.92628249
-5.84392196,1.25313862,-1.51471974,0.18359036,-0.49684339,0.09520612,-0.26651598,0.38796021,-0.45734982,0.43713521,-0.11992709,0.00014522,-0.00029736,0.28221593,-0.04171548,0.00331251,-0.00581796,0.39080587,-0.95356346
-5.83791896,1.28280029,-1.55521878,0.18000798,-0.50763739,0.09529363,-0.27292785,0.37681002,-0.47168614,0.46169095,-0.12359888,0.00016293,-0.00029965,0.29784439,-0.04378895,0.00351235,-0.00623497,0.38687125,-0.97851034
-5.83191596,1.32215708,-1.59159815,0.17845790,-0.51682754,0.09651301,-0.27818221,0.36827655,-0.48510140,0.48885573,-0.12702579,0.00018621,-0.00030015,0.31489146,-0.04594411,0.00375641,-0.00668393,0.38699788,-1.00076684
-5.82591296,1.37120804,-1.62336145,0.17888539,-0.52431428,0.09882343,-0.28218682,0.36261271,-0.49744746,0.51865505,-0.13016140,0.00021569,-0.00029884,0.33348173,-0.04815897,0.00404075,-0.00716079,0.39102889,-1.02003464
-5.81990995,1.42985159,-1.65010558,0.18121206,-0.53003002,0.10217037,-0.28487490,0.36003992,-0.50859763,0.55109610,-0.13296462,0.00025199,-0.00029573,0.35372913,-0.05041095,0.00436094,-0.00766078,0.39875708,-1.03607388
-5.81390695,1.49788376,-1.67151848,0.18533778,-0.53393689,0.10648723,-0.28620581,0.36074573,-0.51844519,0.58616374,-0.13539971,0.00029581,-0.00029091,0.37573253,-0.05267665,0.00471205,-0.00817840,0.40992972,-1.04870162
-5.80790395,1.57499736,-1.68737417,0.19114281,-0.53602357,0.11169719,-0.28616487,0.36488205,-0.52690117,0.62381622,-0.13743601,0.00034784,-0.00028444,0.39957154,-0.05493158,0.00508876,-0.00870739,0.42425415,-1.05778873
-5.80190095,1.66078258,-1.69752584,0.19849034,-0.53630173,0.11771505,-0.28476241,0.37256434,-0.53389176,0.66398095,-0.13904774,0.00040878,-0.00027646,0.42530240,-0.05714996,0.00548539,-0.00924073,0.44140394,-1.06325551
-5.79589795,1.75472937,-1.70189774,0.20722917,-0.53480211,0.12444924,-0.28203219,0.38387147,-0.53935557,0.70655064,-0.14021371,0.00047933,-0.00026710,0.45295447,-0.05930465,0.00589597,-0.00977073,0.46102587,-1.06506659
-5.78989495,1.85623189,-1.70047665,0.21719670,-0.53157076,0.13180380,-0.27802927,0.39884626,-0.54324112,0.75138021,-0.14091698,0.00056010,-0.00025654,0.48252721,-0.06136715,0.00631438,-0.01028916,0.48274733,-1.06322563
-5.78389195,1.96459520,-1.69330378,0.22822208,-0.52666553,0.13968045,-0.27282744,0.41749659,-0.54550465,0.79828464,-0.14114480,0.00065168,-0.00024495,0.51398796,-0.06330778,0.00673441,-0.01078734,0.50618425,-1.05777023
-5.77788894,2.07904430,-1.68046776,0.24012943,-0.52015308,0.14798047,-0.26651647,0.43979699,-0.54610870,0.84703814,-0.14088845,0.00075451,-0.00023252,0.54727059,-0.06509606,0.00714992,-0.01125643,0.53094928,-1.04876756
-5.77188594,2.19873535,-1.66209911,0.25274116,-0.51210667,0.15660660,-0.25919925,0.46569041,-0.54502138,0.89737477,-0.14014332,0.00086891,-0.00021944,0.58227515,-0.06670122,0.00755495,-0.01168760,0.55665989,-1.03631088
-5.76588294,2.32276891,-1.63836674,0.26588120,-0.50260471,0.16546470,-0.25098885,0.49509022,-0.54221665,0.94899067,-0.13890917,0.00099502,-0.00020591,0.61886839,-0.06809290,0.00794386,-0.01207232,0.58294642,-1.02051731
-5.75987994,2.45020480,-1.60947646,0.27937807,-0.49173014,0.17446523,-0.24200588,0.52788214,-0.53767542,1.00154787,-0.13719038,0.00113278,-0.00019211,0.65688542,-0.06924201,0.00831147,-0.01240263,0.60945950,-1.00152681
-5.75387694,2.58007816,-1.57567140,0.29306778,-0.47957065,0.18352447,-0.23237599,0.56392605,-0.53138747,1.05467967,-0.13499646,0.00128187,-0.00017823,0.69613216,-0.07012170,0.00865316,-0.01267144,0.63587685,-0.97950232
-5.74787394,2.71141612,-1.53723417,0.30679639,-0.46621951,0.19256544,-0.22222765,0.60305757,-0.52335403,1.10799736,-0.13234252,0.00144173,-0.00016442,0.73638870,-0.07070839,0.00896501,-0.01287279,0.66190914,-0.95463096
-5.74187094,2.84325470,-1.49449019,0.32042230,-0.45177699,0.20151857,-0.21169036,0.64508933,-0.51359083,1.16109813,-0.12924977,0.00161150,-0.00015083,0.77741331,-0.07098286,0.00924388,-0.01300211,0.68730472,-0.92712593
-5.73586793,2.97465514,-1.44781167,0.33381814,-0.43635207,0.21032204,-0.20089307,0.68981209,-0.50213124,1.21357380,-0.12574603,0.00179000,-0.00013761,0.81894697,-0.07093125,0.00948748,-0.01305642,0.71185322,-0.89722874
-5.72986493,3.10471953,-1.39762153,0.34687235,-0.42006417,0.21892191,-0.18996304,0.73699542,-0.48902936,1.26502005,-0.12186604,0.00197575,-0.00012485,0.86071827,-0.07054596,0.00969446,-0.01303452,0.73538790,-0.86521146
-5.72386193,3.23260503,-1.34439665,0.35949035,-0.40304482,0.22727200,-0.17902493,0.78638843,-0.47436259,1.31504582,-0.11765175,0.00216697,-0.00011266,0.90244845,-0.06982646,0.00986436,-0.01293711,0.75778671,-0.83137846
-5.71785893,3.35753663,-1.28866966,0.37159549,-0.38543887,0.23533365,-0.16820008,0.83772037,-0.45823364,1.36328246,-0.11315226,0.00236158,-0.00010111,0.94385649,-0.06877981,0.00999771,-0.01276680,0.77897237,-0.79606735
-5.71185593,3.47881823,-1.23102893,0.38312975,-0.36740514,0.24307538,-0.15760604,0.89070138,-0.44077150,1.40939240,-0.10842361,0.00255723,-0.00009026,0.98466406,-0.06742096,0.01009593,-0.01252813,0.79891139,-0.75964873
-5.70585293,3.59584192,-1.17211603,0.39405414,-0.34911642,0.25047260,-0.14735613,0.94502355,-0.42213137,1.45307697,-0.10352829,0.00275133,-0.00008015,1.02460019,-0.06577279,0.01016132,-0.01222745,0.81761239,-0.72252446
-5.69984992,3.70809564,-1.11262064,0.40434912,-0.33075848,0.25750733,-0.13755907,1.00036246,-0.40249345,1.49408314,-0.09853447,0.00294115,-0.00007079,1.06340564,-0.06386577,0.01019701,-0.01187280,0.83512375,-0.68512437
-5.69384692,3.81516931,-1.05327263,0.41401477,-0.31252838,0.26416807,-0.12831854,1.05637934,-0.38206043,1.53220910,-0.09351491,0.00312381,-0.00006219,1.10083691,-0.06173747,0.01020691,-0.01147368,0.85153098,-0.64790126
-5.68784392,3.91675946,-0.99483136,0.42307090,-0.29463176,0.27044991,-0.11973270,1.11272388,-0.36105393,1.56730850,-0.08854571,0.00329639,-0.00005435,1.13666982,-0.05943159,0.01019556,-0.01104081,0.86695389,-0.61132430
-5.68184092,4.01267273,-0.93807255,0.43155716,-0.27727944,0.27635471,-0.11189351,1.16903800,-0.33970987,1.59929330,-0.08370479,0.00345600,-0.00004726,1.17070273,-0.05699692,0.01016816,-0.01058575,0.88154358,-0.57587093
-5.67583792,4.10282804,-0.88377294,0.43953285,-0.26068323,0.28189162,-0.10488601,1.22496022,-0.31827307,1.62813527,-0.07907018,0.00359988,-0.00004087,1.20275934,-0.05448599,0.01013042,-0.01012068,0.89547962,-0.54201743
-5.66983492,4.18725766,-0.83269329,0.44707663,-0.24505129,0.28707756,-0.09878730,1.28013093,-0.29699123,1.65386612,-0.07471820,0.00372544,-0.00003517,1.23269122,-0.05195354,0.01008851,-0.00965794,0.90896704,-0.51022866
-5.66383192,4.26610690,-0.78556034,0.45428595,-0.23058300,0.29193797,-0.09366544,1.33419813,-0.27610867,1.67657634,-0.07072165,0.00383037,-0.00003012,1.26037982,-0.04945497,0.01004900,-0.00920973,0.92223340,-0.48094704
-5.65782891,4.33963219,-0.74304829,0.46127598,-0.21746380,0.29650733,-0.08957819,1.38682360,-0.25585996,1.69641271,-0.06714786,0.00391271,-0.00002566,1.28573819,-0.04704469,0.01001884,-0.00878774,0.93552561,-0.45458140
-5.65182591,4.40819730,-0.70576049,0.46817820,-0.20585991,0.30082977,-0.08657163,1.43768917,-0.23646387,1.71357462,-0.06405693,0.00397093,-0.00002176,1.30871225,-0.04477449,0.01000527,-0.00840281,0.94910643,-0.43149594
-5.64582291,4.47226708,-0.67421206,0.47513817,-0.19591339,0.30495922,-0.08467872,1.48650282,-0.21811783,1.72830913,-0.06149998,0.00400394,-0.00001837,1.32928155,-0.04269201,0.01001585,-0.00806464,0.96325036,-0.41199982
-5.63981991,4.53239834,-0.64881406,0.48231281,-0.18773759,0.30895934,-0.08391788,1.53300416,-0.20099312,1.74090479,-0.05951767,0.00401118,-0.00001544,1.34745929,-0.04083938,0.01005835,-0.00778152,0.97823885,-0.39633764
-5.63381691,4.58922749,-0.62985978,0.48986682,-0.18141323,0.31290294,-0.08429165,1.57696919,-0.18523094,1.75168424,-0.05813883,0.00399262,-0.00001292,1.36329181,-0.03925194,0.01014083,-0.00756011,0.99435455,-0.38468130
-5.62781391,4.64345436,-0.61751377,0.49796831,-0.17698520,0.31687081,-0.08578551,1.61821380,-0.17093959,1.76099563,-0.05737951,0.00394876,-0.00001079,1.37685700,-0.03795734,0.01027151,-0.00740525,1.01187461,-0.37712349
-5.62181091,4.69582226,-0.61180414,0.50678386,-0.17446035,0.32095003,-0.08836695,1.65659592,-0.15819273,1.76920276,-0.05724217,0.00388063,-0.00000898,1.38826190,-0.03697478,0.01045881,-0.00731988,1.03106289,-0.37367317
-5.61580790,4.74709408,-0.61261838,0.51647286,-0.17380627,0.32523160,-0.09198494,1.69201603,-0.14702880,1.77667417,-0.05771538,0.00378976,-0.00000746,1.39763915,-0.03631459,0.01071124,-0.00730498,1.05216126,-0.37425313
-5.60980490,4.79802491,-0.61970324,0.52718145,-0.17495120,0.32980762,-0.09656984,1.72441612,-0.13745166,1.78377127,-0.05877378,0.00367811,-0.00000620,1.40514241,-0.03597812,0.01103735,-0.00735956,1.07538015,-0.37870013
-5.60380190,4.84933170,-0.63266878,0.53903626,-0.17778516,0.33476791,-0.10203382,1.75377693,-0.12943218,1.79083570,-0.06037848,0.00354806,-0.00000517,1.41094066,-0.03595791,0.01144561,-0.00748074,1.10088862,-0.38676739
-5.59779890,4.90166092,-0.65099678,0.55213818,-0.18216224,0.34019633,-0.10827194,1.78011371,-0.12291095,1.79817628,-0.06247790,0.00340226,-0.00000433,1.41521165,-0.03623817,0.01194427,-0.00766386,1.12880441,-0.39812981
-5.59179590,4.95555548,-0.67405343,0.56655652,-0.18790418,0.34616689,-0.11516388,1.80347068,-0.11780183,1.80605599,-0.06500894,0.00324363,-0.00000366,1.41813451,-0.03679561,0.01254117,-0.00790268,1.15918445,-0.41239176
-5.58579290,5.01142235,-0.70110629,0.58232378,-0.19480501,0.35273994,-0.12257638,1.82391460,-0.11399623,1.81467939,-0.06789862,0.00307520,-0.00000313,1.41988190,-0.03760045,0.01324354,-0.00818961,1.19201634,-0.42909743
-5.57978989,5.06950251,-0.73134522,0.59943144,-0.20263693,0.35995847,-0.13036638,1.84152762,-0.11136800,1.82418116,-0.07106605,0.00290008,-0.00000273,1.42061197,-0.03861776,0.01405771,-0.00851599,1.22721137,-0.44774353
-5.57378689,5.12984505,-0.76390672,0.61782701,-0.21115701,0.36784492,-0.13838479,1.85640006,-0.10977874,1.83461621,-0.07442475,0.00272133,-0.00000244,1.42046059,-0.03980895,0.01498883,-0.00887239,1.26459969,-0.46779416
-5.56778389,5.19228694,-0.79790130,0.63741259,-0.22011475,0.37639851,-0.14648092,1.86862341,-0.10908345,1.84595222,-0.07788527,0.00254189,-0.00000224,1.41953416,-0.04113349,0.01604057,-0.00924900,1.30392793,-0.48869734
-5.56178089,5.25644011,-0.83244296,0.65804501,-0.22926025,0.38559341,-0.15450730,1.87828397,-0.10913619,1.85806484,-0.08135796,0.00236450,-0.00000213,1.41790354,-0.04255073,0.01721473,-0.00963598,1.34485984,-0.50990297
-5.55577789,5.32168697,-0.86667994,0.67953787,-0.23835264,0.39537773,-0.16232483,1.88545755,-0.10979578,1.87073635,-0.08475591,0.00219166,-0.00000210,1.41559936,-0.04402173,0.01851094,-0.01002384,1.38698000,-0.53088143
-5.54977489,5.38718529,-0.89982569,0.70166518,-0.24716864,0.40567354,-0.16980809,1.89020544,-0.11093122,1.88365792,-0.08799796,0.00202554,-0.00000215,1.41260915,-0.04551117,0.01992631,-0.01040382,1.42980083,-0.55114235
-5.54377189,5.45188275,-0.93118896,0.72416672,-0.25551077,0.41637786,-0.17685052,1.89257184,-0.11242682,1.89643577,-0.09101157,0.00186799,-0.00000229,1.40887651,-0.04698919,0.02145510,-0.01076827,1.47277262,-0.57025286
-5.53776888,5.51454110,-0.96020182,0.74675488,-0.26321503,0.42736458,-0.18336931,1.89258293,-0.11418675,1.90860114,-0.09373552,0.00172045,-0.00000250,1.40430246,-0.04843306,0.02308848,-0.01111095,1.51529638,-0.58785448
-5.53176588,5.57376916,-0.98644437,0.76912259,-0.27015769,0.43848738,-0.18930965,1.89024745,-0.11613900,1.91962398,-0.09612237,0.00158400,-0.00000281,1.39874897,-0.04982873,0.02481438,-0.01142735,1.55673910,-0.60367808
-5.52576288,5.62806356,-1.00966504,0.79095208,-0.27626080,0.44958334,-0.19464827,1.88555862,-0.11823858,1.92892978,-0.09814047,0.00145935,-0.00000322,1.39204463,-0.05117209,0.02661731,-0.01171489,1.59645065,-0.61755612
-5.51975988,5.67585548,-1.02979550,0.81192416,-0.28149627,0.46047714,-0.19939590,1.87849736,-0.12046983,1.93591901,-0.09977550,0.00134683,-0.00000377,1.38399216,-0.05246993,0.02847845,-0.01197308,1.63378172,-0.62943152
-5.51375688,5.71556154,-1.04695915,0.83172731,-0.28588816,0.47098578,-0.20359852,1.86903632,-0.12284782,1.93998834,-0.10103150,0.00124644,-0.00000446,1.37437754,-0.05374059,0.03037575,-0.01220362,1.66810207,-0.63936281
-5.50775388,5.74563634,-1.06147283,0.85006652,-0.28951316,0.48092343,-0.20733731,1.85714451,-0.12541866,1.94055274,-0.10193114,0.00115787,-0.00000533,1.36298016,-0.05501421,0.03228417,-0.01241033,1.69881801,-0.64752493
-5.50175088,5.76462451,-1.07384106,0.86667115,-0.29249901,0.49010635,-0.21072711,1.84279210,-0.12825891,1.93706743,-0.10251555,0.00108057,-0.00000642,1.34958360,-0.05633253,0.03417615,-0.01259912,1.72538873,-0.65420566
-5.49574787,5.77120980,-1.08474295,0.88130173,-0.29502096,0.49835762,-0.21391350,1.82595509,-0.13147378,1.92904867,-0.10284325,0.00101377,-0.00000778,1.33398651,-0.05774837,0.03602211,-0.01277775,1.74734034,-0.65979755
-5.48974487,5.76425912,-1.09501203,0.89375523,-0.29729624,0.50551150,-0.21706840,1.80661952,-0.13519440,1.91609247,-0.10298872,0.00095652,-0.00000946,1.31601303,-0.05932461,0.03779112,-0.01295553,1.76427745,-0.66478549
-5.48374187,5.74285957,-1.10560937,0.90386883,-0.29957687,0.51141732,-0.22038445,1.78478506,-0.13957411,1.89789027,-0.10304014,0.00090778,-0.00001153,1.29552214,-0.06113287,0.03945172,-0.01314302,1.77589155,-0.66973040
-5.47773887,5.70634709,-1.11759120,0.91152187,-0.30214082,0.51594276,-0.22406820,1.76046761,-0.14478383,1.87424096,-0.10309687,0.00086642,-0.00001406,1.27241570,-0.06325177,0.04097275,-0.01335154,1.78196616,-0.67524934
-5.47173587,5.65432587,-1.13207184,0.91663629,-0.30528203,0.51897644,-0.22833256,1.73370114,-0.15100674,1.84505872,-0.10326641,0.00083130,-0.00001715,1.24664463,-0.06576498,0.04232431,-0.01359271,1.78237865,-0.68199309
-5.46573287,5.58667777,-1.15018357,0.91917545,-0.30929957,0.52042987,-0.23338852,1.70453846,-0.15843224,1.81037638,-0.10366112,0.00080129,-0.00002089,1.21821306,-0.06875896,0.04347867,-0.01387799,1.77709876,-0.69062171
-5.45972986,5.50356228,-1.17303496,0.91914175,-0.31448640,0.52023861,-0.23943681,1.67305124,-0.16724962,1.77034427,-0.10439488,0.00077532,-0.00002542,1.18718035,-0.07232063,0.04441126,-0.01421806,1.76618436,-0.70177929
-5.45372686,5.40540726,-1.20166921,0.91657320,-0.32111817,0.51836286,-0.24665956,1.63932937,-0.17764138,1.72522479,-0.10557969,0.00075241,-0.00003085,1.15366087,-0.07653492,0.04510147,-0.01462242,1.74977476,-0.71606873
-5.44772386,5.29289172,-1.23702433,0.91153930,-0.32944248,0.51478747,-0.25521249,1.60347978,-0.18977651,1.67538311,-0.10732248,0.00073166,-0.00003735,1.11782171,-0.08148239,0.04553345,-0.01509885,1.72808216,-0.73402775
-5.44172086,5.16692195,-1.27989670,0.90413666,-0.33966914,0.50952137,-0.26521795,1.56562511,-0.20380407,1.62127457,-0.10972213,0.00071232,-0.00004508,1.07987855,-0.08723689,0.04569673,-0.01565302,1.70138193,-0.75610693
-5.43571786,5.02860257,-1.33090953,0.89448461,-0.35196165,0.50259671,-0.27675909,1.52590230,-0.21984703,1.56342957,-0.11286695,0.00069376,-0.00005423,1.04008982,-0.09386346,0.04558670,-0.01628817,1.67000235,-0.78265081
-5.42971486,4.87920437,-1.39048756,0.88272117,-0.36643049,0.49406761,-0.28987547,1.48446141,-0.23799682,1.50243670,-0.11683254,0.00067552,-0.00006499,0.99874979,-0.10141649,0.04520482,-0.01700487,1.63431441,-0.81388291
-5.42371186,4.72013044,-1.45883891,0.86899950,-0.38312823,0.48400870,-0.30456035,1.44146476,-0.25830864,1.43892506,-0.12168028,0.00065724,-0.00007758,0.95618064,-0.10993812,0.04455871,-0.01780089,1.59472223,-0.84989500
-5.41770885,4.55288234,-1.53594487,0.85348520,-0.40204684,0.47251358,-0.32075966,1.39708647,-0.28079779,1.37354658,-0.12745626,0.00063873,-0.00009222,0.91272411,-0.11945711,0.04366198,-0.01867120,1.55165453,-0.89064142
-5.41170585,4.37902762,-1.62155790,0.83635433,-0.42311722,0.45969313,-0.33837288,1.35151249,-0.30543705,1.30695903,-0.13419083,0.00061991,-0.00010913,0.86873315,-0.12998799,0.04253380,-0.01960809,1.50555745,-0.93593835
-5.40570285,4.20016971,-1.71520781,0.81779225,-0.44621087,0.44567380,-0.35725567,1.30494095,-0.33215535,1.23981051,-0.14189864,0.00060083,-0.00012855,0.82456362,-0.14153071,0.04119841,-0.02060141,1.45688885,-0.98546811
-5.39969985,4.01792107,-1.81621569,0.79799313,-0.47114368,0.43059591,-0.37722414,1.25758275,-0.36083769,1.17272574,-0.15057913,0.00058163,-0.00015070,0.78056673,-0.15407058,0.03968427,-0.02163887,1.40611409,-1.03878828
-5.39369685,3.83387979,-1.92371481,0.77715997,-0.49768164,0.41461191,-0.39806056,1.20966216,-0.39132633,1.10629476,-0.16021735,0.00056255,-0.00017578,0.73708208,-0.16757864,0.03802324,-0.02270653,1.35370315,-1.09534511
-5.38769385,3.64960988,-2.03667740,0.75550490,-0.52554806,0.39788459,-0.41952032,1.16141723,-0.42342330,1.04106394,-0.17078508,0.00054389,-0.00020398,0.69443168,-0.18201231,0.03624958,-0.02378927,1.30012884,-1.15449052
-5.38169085,3.46662500,-2.15394587,0.73324944,-0.55443204,0.38058532,-0.44133959,1.11309971,-0.45689403,0.97752957,-0.18224206,0.00052600,-0.00023545,0.65291490,-0.19731625,0.03439884,-0.02487135,1.24586570,-1.21550194
-5.37568784,3.28637509,-2.27426709,0.71062447,-0.58399775,0.36289216,-0.46324349,1.06497429,-0.49147204,0.91613372,-0.19453724,0.00050926,-0.00027031,0.61280448,-0.21342354,0.03250690,-0.02593698,1.19138928,-1.27760403
-5.36968484,3.11023550,-2.39632789,0.68786972,-0.61389412,0.34498791,-0.48495437,1.01731686,-0.52686454,0.85726226,-0.20760996,0.00049407,-0.00030860,0.57434346,-0.23025682,0.03060885,-0.02697089,1.13717525,-1.33999122
-5.36368184,2.93949774,-2.51879040,0.66523243,-0.64376439,0.32705800,-0.50619963,0.97041176,-0.56275865,0.80124471,-0.22139098,0.00048082,-0.00035033,0.53774304,-0.24772960,0.02873809,-0.02795887,1.08369810,-1.40185016
-5.35767884,2.77536141,-2.64032534,0.64296507,-0.67325524,0.30928838,-0.52671899,0.92454786,-0.59882809,0.74835541,-0.23580322,0.00046991,-0.00039541,0.50318117,-0.26574750,0.02692543,-0.02888821,1.03142900,-1.46238099
-5.35167584,2.61892661,-2.75964232,0.62132220,-0.70202503,0.29186315,-0.54627065,0.88001358,-0.63474011,0.69881588,-0.25076226,0.00046168,-0.00044368,0.47080192,-0.28420946,0.02519842,-0.02974809,0.98083268,-1.52081670
-5.34567284,2.47118652,-2.87551561,0.60055621,-0.72975089,0.27496222,-0.56463629,0.83709089,-0.67016231,0.65279766,-0.26617661,0.00045646,-0.00049487,0.44071527,-0.30300884,0.02358078,-0.03052986,0.93236303,-1.57643974
