energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.38169085,0.93639175,0.18790639,0.00000000,0.00001376,0.08597598,0.00055707,0.72603105,0.48521792,0.12200558
-5.37568784,0.96642612,0.19486074,0.00000000,0.00001697,0.08835268,0.00064848,0.74832403,0.50288878,0.12494178
-5.36968484,1.00221735,0.20277226,0.00000000,0.00002079,0.09104927,0.00075023,0.77419410,0.52156916,0.12978914
-5.36368184,1.04308425,0.21151621,0.00000000,0.00002529,0.09401852,0.00086258,0.80299072,0.54086957,0.13651555
-5.35767884,1.08826046,0.22095416,0.00000000,0.00003053,0.09720468,0.00098565,0.83399442,0.56035702,0.14507915
-5.35167584,1.13691881,0.23093896,0.00000000,0.00003660,0.10054572,0.00111936,0.86643841,0.57957000,0.15542964
-5.34567284,1.18819647,0.24132001,0.00000000,0.00004357,0.10397578,0.00126344,0.89953139,0.59803491,0.16750905
-5.33966983,1.24121982,0.25194828,0.00000000,0.00005149,0.10742770,0.00141740,0.93248060,0.61528293,0.18125208
-5.33366683,1.29512827,0.26268096,0.00000000,0.00006042,0.11083552,0.00158052,0.96451433,0.63086686,0.19658588
-5.32766383,1.34909606,0.27338563,0.00000000,0.00007040,0.11413682,0.00175183,0.99490307,0.64437696,0.21342949
-5.32166083,1.40235134,0.28394358,0.00000000,0.00008143,0.11727475,0.00193013,1.02297873,0.65545531,0.23169300
-5.31565783,1.45419195,0.29425226,0.00000000,0.00009353,0.12019972,0.00211397,1.04815098,0.66380779,0.25127647
-5.30965483,1.50399737,0.30422678,0.00000000,0.00010665,0.12287068,0.00230168,1.06992051,0.66921354,0.27206891
-5.30365183,1.55123671,0.31380035,0.00000000,0.00012076,0.12525580,0.00249138,1.08788856,0.67153116,0.29394730
-5.29764882,1.59547260,0.32292375,0.00000000,0.00013575,0.12733275,0.00268102,1.10176270,0.67070175,0.31677590
-5.29164582,1.63636125,0.33156384,0.00000000,0.00015153,0.12908841,0.00286840,1.11135872,0.66674861,0.34040593
-5.28564282,1.67364903,0.33970142,0.00000000,0.00016794,0.13051817,0.00305122,1.11659878,0.65977381,0.36467576
-5.27963982,1.70716611,0.34732834,0.00000000,0.00018481,0.13162482,0.00322713,1.11750632,0.64995188,0.38941168
-5.27363682,1.73681786,0.35444437,0.00000000,0.00020193,0.13241714,0.00339375,1.11419784,0.63752116,0.41442932
-5.26763382,1.76257477,0.36105383,0.00000000,0.00021908,0.13290836,0.00354878,1.10687255,0.62277321,0.43953569
-5.26163082,1.78446164,0.36716236,0.00000000,0.00023600,0.13311446,0.00368999,1.09580021,0.60604103,0.46453189
-5.25562781,1.80254691,0.37277396,0.00000000,0.00025244,0.13305265,0.00381532,1.08130809,0.58768668,0.48921636
-5.24962481,1.81693268,0.37788849,0.00000000,0.00026812,0.13273987,0.00392293,1.06376754,0.56808891,0.51338848
-5.24362181,1.82774609,0.38249992,0.00000000,0.00028276,0.13219166,0.00401120,1.04358104,0.54763139,0.53685258
-5.23761881,1.83513241,0.38659516,0.00000000,0.00029612,0.13142132,0.00407883,1.02117000,0.52669204,0.55942196
-5.23161581,1.83925007,0.39015374,0.00000000,0.00030793,0.13043940,0.00412484,0.99696398,0.50563386,0.58092289
-5.22561281,1.84026762,0.39314830,0.00000000,0.00031797,0.12925369,0.00414861,0.97139151,0.48479752,0.60119830
-5.21960980,1.83836255,0.39554566,0.00000000,0.00032604,0.12786944,0.00414986,0.94487260,0.46449569,0.62011103
-5.21360680,1.83372153,0.39730857,0.00000000,0.00033198,0.12629008,0.00412873,0.91781307,0.44500938,0.63754646
-5.20760380,1.82654172,0.39839783,0.00000000,0.00033569,0.12451804,0.00408570,0.89060044,0.42658584,0.65341429
-5.20160080,1.81703262,0.39877472,0.00000000,0.00033709,0.12255588,0.00402162,0.86360114,0.40943804,0.66764963
-5.19559780,1.80541774,0.39840350,0.00000000,0.00033615,0.12040739,0.00393765,0.83715881,0.39374520,0.68021303
-5.18959480,1.79193580,0.39725379,0.00000000,0.00033290,0.11807876,0.00383526,0.81159316,0.37965429,0.69108972
-5.18359180,1.77684068,0.39530276,0.00000000,0.00032743,0.11557949,0.00371619,0.78719905,0.36728177,0.70028790
-5.17758879,1.76039993,0.39253689,0.00000000,0.00031985,0.11292320,0.00358236,0.76424554,0.35671562,0.70783640
-5.17158579,1.74289147,0.38895327,0.00000000,0.00031032,0.11012804,0.00343588,0.74297435,0.34801702,0.71378158
-5.16558279,1.72459852,0.38456031,0.00000000,0.00029903,0.10721678,0.00327895,0.72359784,0.34122166,0.71818391
-5.15957979,1.70580263,0.37937799,0.00000000,0.00028623,0.10421657,0.00311383,0.70629606,0.33634041,0.72111414
-5.15357679,1.68677532,0.37343740,0.00000000,0.00027214,0.10115825,0.00294278,0.69121322,0.33335943,0.72264953
-5.14757379,1.66776849,0.36677993,0.00000000,0.00025703,0.09807535,0.00276805,0.67845348,0.33223960,0.72287008
-5.14157079,1.64900437,0.35945595,0.00000000,0.00024117,0.09500286,0.00259177,0.66807639,0.33291548,0.72185507
-5.13556778,1.63066544,0.35152320,0.00000000,0.00022482,0.09197574,0.00241600,0.66009241,0.33529410,0.71968014
-5.12956478,1.61288518,0.34304498,0.00000000,0.00020824,0.08902736,0.00224262,0.65445876,0.33925363,0.71641488
-5.12356178,1.59574019,0.33408822,0.00000000,0.00019166,0.08618789,0.00207339,0.65107625,0.34464244,0.71212112
-5.11755878,1.57924448,0.32472162,0.00000000,0.00017532,0.08348288,0.00190988,0.64978732,0.35127869,0.70685207
-5.11155578,1.56334637,0.31501391,0.00000000,0.00015941,0.08093196,0.00175349,0.65037589,0.35895082,0.70065221
-5.10555278,1.54792851,0.30503228,0.00000000,0.00014411,0.07854785,0.00160547,0.65256924,0.36741918,0.69355799
-5.09954977,1.53281122,0.29484115,0.00000000,0.00012956,0.07633573,0.00146688,0.65604216,0.37641888,0.68559938
-5.09354677,1.51775930,0.28450127,0.00000000,0.00011588,0.07429296,0.00133866,0.66042349,0.38566404,0.67680197
-5.08754377,1.50249201,0.27406914,0.00000000,0.00010317,0.07240929,0.00122162,0.66530501,0.39485338,0.66718980
-5.08154077,1.48669609,0.26359675,0.00000000,0.00009148,0.07066735,0.00111645,0.67025235,0.40367704,0.65678849
-5.07553777,1.47004104,0.25313174,0.00000000,0.00008087,0.06904362,0.00102375,0.67481772,0.41182443,0.64562871
-5.06953477,1.45219611,0.24271770,0.00000000,0.00007136,0.06750963,0.00094406,0.67855389,0.41899279,0.63374961
-5.06353177,1.43284805,0.23239475,0.00000000,0.00006294,0.06603345,0.00087785,0.68102882,0.42489615,0.62120212
-5.05752876,1.41171862,0.22220025,0.00000000,0.00005562,0.06458128,0.00082552,0.68184032,0.42927421,0.60805182
-5.05152576,1.38858102,0.21216953,0.00000000,0.00004936,0.06311917,0.00078747,0.68062996,0.43190075,0.59438113
-5.04552276,1.36327419,0.20233659,0.00000000,0.00004413,0.06161466,0.00076403,0.67709567,0.43259115,0.58029069
-5.03951976,1.33571408,0.19273475,0.00000000,0.00003989,0.06003827,0.00075548,0.67100232,0.43120855,0.56589965
-5.03351676,1.30590123,0.18339700,0.00000000,0.00003660,0.05836489,0.00076204,0.66218977,0.42766843,0.55134482
-5.02751376,1.27392416,0.17435626,0.00000000,0.00003420,0.05657483,0.00078387,0.65057792,0.42194129,0.53677854
-5.02151076,1.23995818,0.16564527,0.00000000,0.00003264,0.05465458,0.00082100,0.63616873,0.41405323,0.52236525
-5.01550775,1.20425967,0.15729625,0.00000000,0.00003188,0.05259729,0.00087337,0.61904478,0.40408455,0.50827690
-5.00950475,1.16715598,0.14934030,0.00000000,0.00003185,0.05040281,0.00094073,0.59936483,0.39216623,0.49468724
-5.00350175,1.12903161,0.14180651,0.00000000,0.00003250,0.04807754,0.00102267,0.57735636,0.37847459,0.48176530
-4.99749875,1.09031114,0.13472092,0.00000000,0.00003376,0.04563387,0.00111856,0.55330565,0.36322438,0.46966833
-4.99149575,1.05144005,0.12810537,0.00000000,0.00003559,0.04308944,0.00122753,0.52754590,0.34666066,0.45853448
-4.98549275,1.01286436,0.12197626,0.00000000,0.00003790,0.04046621,0.00134846,0.50044392,0.32904976,0.44847575
-4.97948974,0.97501025,0.11634340,0.00000000,0.00004065,0.03778932,0.00147995,0.47238623,0.31066990,0.43957148
-4.97348674,0.93826476,0.11120896,0.00000000,0.00004375,0.03508601,0.00162032,0.44376503,0.29180185,0.43186290
-4.96748374,0.90295861,0.10656670,0.00000000,0.00004714,0.03238438,0.00176762,0.41496486,0.27271997,0.42534903
-4.96148074,0.86935213,0.10240142,0.00000000,0.00005073,0.02971235,0.00191965,0.38635042,0.25368414,0.41998424
-4.95547774,0.83762496,0.09868882,0.00000000,0.00005445,0.02709660,0.00207397,0.35825603,0.23493275,0.41567782
-4.94947474,0.80787009,0.09539574,0.00000000,0.00005823,0.02456175,0.00222798,0.33097721,0.21667710,0.41229546
-4.94347174,0.78009237,0.09248078,0.00000000,0.00006196,0.02212958,0.00237891,0.30476442,0.19909730,0.40966294
-4.93746873,0.75421166,0.08989531,0.00000000,0.00006559,0.01981858,0.00252395,0.27981922,0.18233969,0.40757165
-4.93146573,0.73007013,0.08758493,0.00000000,0.00006901,0.01764358,0.00266027,0.25629277,0.16651586,0.40578593
-4.92546273,0.70744338,0.08549107,0.00000000,0.00007216,0.01561560,0.00278512,0.23428645,0.15170308,0.40405186
-4.91945973,0.68605452,0.08355295,0.00000000,0.00007497,0.01374184,0.00289590,0.21385445,0.13794604,0.40210698
-4.91345673,0.66559040,0.08170960,0.00000000,0.00007736,0.01202591,0.00299024,0.19500802,0.12525965,0.39969061
-4.90745373,0.64571908,0.07990193,0.00000000,0.00007929,0.01046804,0.00306608,0.17772086,0.11363261,0.39655423
-4.90145073,0.62610748,0.07807472,0.00000000,0.00008070,0.00906549,0.00312172,0.16193540,0.10303165,0.39247136
-4.89544772,0.60643831,0.07617848,0.00000000,0.00008156,0.00781298,0.00315589,0.14756957,0.09340597,0.38724650
-4.88944472,0.58642539,0.07417094,0.00000000,0.00008186,0.00670319,0.00316779,0.13452354,0.08469181,0.38072268
-4.88344172,0.56582666,0.07201839,0.00000000,0.00008157,0.00572720,0.00315709,0.12268628,0.07681683,0.37278727
-4.87743872,0.54445426,0.06969645,0.00000000,0.00008071,0.00487497,0.00312398,0.11194156,0.06970412,0.36337586
-4.87143572,0.52218141,0.06719059,0.00000000,0.00007928,0.00413581,0.00306913,0.10217319,0.06327585,0.35247394
-4.86543272,0.49894582,0.06449609,0.00000000,0.00007733,0.00349872,0.00299366,0.09326938,0.05745616,0.34011650
-4.85942971,0.47474979,0.06161773,0.00000000,0.00007489,0.00295276,0.00289915,0.08512613,0.05217361,0.32638555
-4.85342671,0.44965709,0.05856901,0.00000000,0.00007200,0.00248735,0.00278750,0.07764963,0.04736282,0.31140580
-4.84742371,0.42378717,0.05537110,0.00000000,0.00006873,0.00209241,0.00266095,0.07075775,0.04296568,0.29533877
-4.84142071,0.39730703,0.05205154,0.00000000,0.00006514,0.00175859,0.00252194,0.06438064,0.03893181,0.27837569
-4.83541771,0.37042149,0.04864278,0.00000000,0.00006129,0.00147736,0.00237306,0.05846059,0.03521865,0.26072957
-4.82941471,0.34336240,0.04518059,0.00000000,0.00005725,0.00124105,0.00221699,0.05295132,0.03179115,0.24262688
-4.82341171,0.31637745,0.04170253,0.00000000,0.00005310,0.00104285,0.00205637,0.04781684,0.02862107,0.22429925
-4.81740870,0.28971919,0.03824642,0.00000000,0.00004890,0.00087686,0.00189377,0.04302995,0.02568616,0.20597553
-4.81140570,0.26363480,0.03484896,0.00000000,0.00004470,0.00073800,0.00173162,0.03857064,0.02296920,0.18787459
-4.80540270,0.23835698,0.03154452,0.00000000,0.00004057,0.00062194,0.00157216,0.03442442,0.02045692,0.17019908
-4.79939970,0.21409640,0.02836422,0.00000000,0.00003656,0.00052512,0.00141738,0.03058075,0.01813909,0.15313038
-4.79339670,0.19103584,0.02533513,0.00000000,0.00003271,0.00044458,0.00126900,0.02703164,0.01600755,0.13682485
-4.78739370,0.16932615,0.02247986,0.00000000,0.00002906,0.00037798,0.00112849,0.02377036,0.01405547,0.12141142
-4.78139070,0.14908404,0.01981631,0.00000000,0.00002562,0.00032350,0.00099703,0.02079055,0.01227663,0.10699045
-4.77538769,0.13039161,0.01735772,0.00000000,0.00002243,0.00027978,0.00087552,0.01808544,0.01066503,0.09363385
-4.76938469,0.11329745,0.01511288,0.00000000,0.00001950,0.00024594,0.00076464,0.01564747,0.00921444,0.08138626
-4.76338169,0.09781906,0.01308662,0.00000000,0.00001683,0.00022149,0.00066485,0.01346800,0.00791826,0.07026715
-4.75737869,0.08394636,0.01128033,0.00000000,0.00001442,0.00020636,0.00057644,0.01153736,0.00676946,0.06027366
-4.75137569,0.07164596,0.00969272,0.00000000,0.00001227,0.00020091,0.00049959,0.00984501,0.00576057,0.05138385
-4.74537269,0.06086606,0.00832057,0.00000000,0.00001036,0.00020591,0.00043440,0.00837986,0.00488383,0.04356041
-4.73936968,0.05154153,0.00715960,0.00000000,0.00000869,0.00022262,0.00038094,0.00713067,0.00413138,0.03675440
-4.73336668,0.04359902,0.00620525,0.00000000,0.00000723,0.00025277,0.00033934,0.00608654,0.00349548,0.03090899
-4.72736368,0.03696198,0.00545357,0.00000000,0.00000598,0.00029867,0.00030982,0.00523743,0.00296874,0.02596303
-4.72136068,0.03155524,0.00490198,0.00000000,0.00000490,0.00036325,0.00029271,0.00457466,0.00254440,0.02185431
-4.71535768,0.02730919,0.00454996,0.00000000,0.00000399,0.00045008,0.00028856,0.00409137,0.00221652,0.01852253
-4.70935468,0.02416337,0.00439972,0.00000000,0.00000323,0.00056349,0.00029815,0.00378298,0.00198025,0.01591172
-4.70335168,0.02206940,0.00445671,0.00000000,0.00000259,0.00070857,0.00032251,0.00364756,0.00183194,0.01397232
-4.69734867,0.02099322,0.00473001,0.00000000,0.00000207,0.00089123,0.00036297,0.00368605,0.00176935,0.01266272
-4.69134567,0.02091662,0.00523260,0.00000000,0.00000164,0.00111824,0.00042119,0.00390248,0.00179167,0.01195034
-4.68534267,0.02183803,0.00598145,0.00000000,0.00000129,0.00139717,0.00049910,0.00430403,0.00189958,0.01181221
-4.67933967,0.02377251,0.00699743,0.00000000,0.00000101,0.00173640,0.00059900,0.00490094,0.00209524,0.01223513
-4.67333667,0.02675102,0.00830507,0.00000000,0.00000078,0.00214502,0.00072341,0.00570631,0.00238218,0.01321542
-4.66733367,0.03081895,0.00993206,0.00000000,0.00000060,0.00263271,0.00087512,0.00673580,0.00276518,0.01475814
-4.66133067,0.03603387,0.01190855,0.00000000,0.00000046,0.00320957,0.00105712,0.00800710,0.00325006,0.01687607
-4.65532766,0.04246257,0.01426625,0.00000000,0.00000036,0.00388585,0.00127246,0.00953928,0.00384338,0.01958825
-4.64932466,0.05017747,0.01703730,0.00000000,0.00000028,0.00467171,0.00152421,0.01135208,0.00455218,0.02291819
-4.64332166,0.05925232,0.02025287,0.00000000,0.00000022,0.00557683,0.00181535,0.01346489,0.00538355,0.02689189
