energy_ev,total_up,Cr_p_up,Cr_d_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.32766383,0.68211829,0.11350367,0.38885941,0.06175331,0.04242064,0.00768414,0.02212038,0.26444192,0.00000000
-5.32166083,0.74082470,0.12818742,0.42038079,0.06973078,0.04642622,0.00803095,0.02464387,0.28930536,0.00000000
-5.31565783,0.80492120,0.14644551,0.45344559,0.07877897,0.05117168,0.00855609,0.02736918,0.31617428,0.00000000
-5.30965483,0.87444084,0.16859685,0.48794345,0.08895116,0.05668119,0.00926036,0.03030360,0.34507944,0.00000000
-5.30365183,0.94941723,0.19497378,0.52376367,0.10029479,0.06297725,0.01014421,0.03345350,0.37604959,0.00000000
-5.29764882,1.02988048,0.22591539,0.56079567,0.11284930,0.07007985,0.01120768,0.03682398,0.40910901,0.00000000
-5.29164582,1.11584980,0.26175869,0.59892824,0.12664363,0.07800532,0.01245027,0.04041848,0.44427397,0.00000000
-5.28564282,1.20732320,0.30282745,0.63804766,0.14169363,0.08676492,0.01387081,0.04423822,0.48154802,0.00000000
-5.27963982,1.30426414,0.34941888,0.67803472,0.15799918,0.09636333,0.01546725,0.04828176,0.52091624,0.00000000
-5.27363682,1.40658595,0.40178857,0.71876081,0.17554142,0.10679685,0.01723641,0.05254439,0.56233874,0.00000000
-5.26763382,1.51413425,0.46013369,0.76008328,0.19427996,0.11805162,0.01917373,0.05701759,0.60574350,0.00000000
-5.26163082,1.62666864,0.52457541,0.80184045,0.21415036,0.13010180,0.02127307,0.06168847,0.65101894,0.00000000
-5.25562781,1.74384416,0.59514075,0.84384655,0.23506187,0.14290780,0.02352639,0.06653926,0.69800675,0.00000000
-5.24962481,1.86519405,0.67174497,0.88588707,0.25689578,0.15641476,0.02592363,0.07154691,0.74649511,0.00000000
-5.24362181,1.99011463,0.75417522,0.92771487,0.27950428,0.17055121,0.02845245,0.07668273,0.79621313,0.00000000
-5.23761881,2.11785376,0.84207630,0.96904754,0.30271016,0.18522821,0.03109818,0.08191230,0.84682672,0.00000000
-5.23161581,2.24750376,0.93493977,1.00956620,0.32630740,0.20033889,0.03384374,0.08719538,0.89793642,0.00000000
-5.22561281,2.37799992,1.03209700,1.04891623,0.35006270,0.21575859,0.03666965,0.09248621,0.94907766,0.00000000
-5.21960980,2.50812540,1.13271738,1.08671007,0.37371811,0.23134559,0.03955419,0.09773391,0.99972365,0.00000000
-5.21360680,2.63652298,1.23581208,1.12253205,0.39699469,0.24694254,0.04247354,0.10288310,1.04929115,0.00000000
-5.20760380,2.76171395,1.34024404,1.15594549,0.41959729,0.26237857,0.04540212,0.10787486,1.09714927,0.00000000
-5.20160080,2.88212401,1.44474448,1.18650165,0.44122022,0.27747210,0.04831288,0.11264775,1.14263111,0.00000000
-5.19559780,2.99611563,1.54793566,1.21375050,0.46155385,0.29203424,0.05117783,0.11713919,1.18504814,0.00000000
-5.18959480,3.10202609,1.64835974,1.23725279,0.48029187,0.30587280,0.05396846,0.12128683,1.22370681,0.00000000
-5.18359180,3.19820984,1.74451283,1.25659296,0.49713897,0.31879671,0.05665632,0.12503014,1.25792699,0.00000000
-5.17758879,3.28308376,1.83488332,1.27139240,0.51181875,0.33062070,0.05921358,0.12831202,1.28706151,0.00000000
-5.17158579,3.35517350,1.91799297,1.28132247,0.52408153,0.34117019,0.06161359,0.13108039,1.31051606,0.00000000
-5.16558279,3.41315895,1.99243932,1.28611657,0.53371167,0.35028598,0.06383146,0.13328969,1.32776858,0.00000000
-5.15957979,3.45591685,2.05693762,1.28558087,0.54053426,0.35782883,0.06584450,0.13490229,1.33838739,0.00000000
-5.15357679,3.48255868,2.11036046,1.27960304,0.54442073,0.36368345,0.06763273,0.13588961,1.34204708,0.00000000
-5.14757379,3.49246197,2.15177329,1.26815853,0.54529317,0.36776191,0.06917917,0.13623308,1.33854159,0.00000000
-5.14157079,3.48529358,2.18046436,1.25131419,0.54312720,0.37000626,0.07047015,0.13592473,1.32779359,0.00000000
-5.13556778,3.46102383,2.19596745,1.22922892,0.53795314,0.37039023,0.07149547,0.13496745,1.30985986,0.00000000
-5.12956478,3.41993074,2.19807654,1.20215133,0.52985550,0.36891986,0.07224842,0.13337493,1.28493231,0.00000000
-5.12356178,3.36259408,2.18685156,1.17041450,0.51897073,0.36563328,0.07272576,0.13117128,1.25333437,0.00000000
-5.11755878,3.28987968,2.16261516,1.13442799,0.50548334,0.36059925,0.07292760,0.12839022,1.21551312,0.00000000
-5.11155578,3.20291450,2.12594058,1.09466757,0.48962053,0.35391499,0.07285718,0.12507411,1.17202722,0.00000000
-5.10555278,3.10305368,2.07763119,1.05166292,0.47164560,0.34570301,0.07252060,0.12127267,1.12353132,0.00000000
-5.09954977,2.99184118,2.01869300,1.00598402,0.45185036,0.33610731,0.07192654,0.11704149,1.07075749,0.00000000
-5.09354677,2.87096563,1.95030112,0.95822667,0.43054688,0.32528917,0.07108596,0.11244053,1.01449457,0.00000000
-5.08754377,2.74221336,1.87376204,0.90899768,0.40805904,0.31342245,0.07001172,0.10753243,0.95556623,0.00000000
-5.08154077,2.60742060,1.79047331,0.85890045,0.38471395,0.30068890,0.06871835,0.10238097,0.89480876,0.00000000
-5.07553777,2.46842672,1.70188239,0.80852127,0.36083389,0.28727353,0.06722175,0.09704953,0.83304933,0.00000000
-5.06953477,2.32703025,1.60944633,0.75841694,0.33672886,0.27336017,0.06553895,0.09159976,0.77108566,0.00000000
-5.06353177,2.18494909,1.51459394,0.70910394,0.31269000,0.25912746,0.06368793,0.08609033,0.70966784,0.00000000
-5.05752876,2.04378619,1.41869154,0.66104943,0.28898412,0.24474535,0.06168743,0.08057598,0.64948273,0.00000000
-5.05152576,1.90500144,1.32301353,0.61466440,0.26584955,0.23037214,0.05955681,0.07510679,0.59114158,0.00000000
-5.04552276,1.76989026,1.22871837,0.57029874,0.24349310,0.21615217,0.05731592,0.06972762,0.53517094,0.00000000
-5.03951976,1.63956897,1.13683040,0.52823841,0.22208843,0.20221420,0.05498500,0.06447788,0.48200702,0.00000000
-5.03351676,1.51496680,1.04822764,0.48870453,0.20177558,0.18867028,0.05258452,0.05939143,0.43199345,0.00000000
-5.02751376,1.39682408,0.96363531,0.45185424,0.18266161,0.17561535,0.05013504,0.05449665,0.38538212,0.00000000
-5.02151076,1.28569594,0.88362470,0.41778303,0.16482224,0.16312717,0.04765705,0.04981678,0.34233689,0.00000000
-5.01550775,1.18196077,0.80861689,0.38652842,0.14830425,0.15126689,0.04517081,0.04537025,0.30293963,0.00000000
-5.00950475,1.08583248,0.73889042,0.35807467,0.13312852,0.14007980,0.04269607,0.04117118,0.26719816,0.00000000
-5.00350175,0.99737591,0.67459229,0.33235829,0.11929350,0.12959647,0.04025191,0.03722988,0.23505560,0.00000000
-4.99749875,0.91652430,0.61575151,0.30927416,0.10677899,0.11983409,0.03785649,0.03355344,0.20640056,0.00000000
-4.99149575,0.84309818,0.56229425,0.28868198,0.09554992,0.11079793,0.03552682,0.03014627,0.18107782,0.00000000
-4.98549275,0.77682499,0.51406010,0.27041297,0.08556024,0.10248295,0.03327857,0.02701068,0.15889888,0.00000000
-4.97948974,0.71735878,0.47081862,0.25427661,0.07675657,0.09487540,0.03112590,0.02414735,0.13965223,0.00000000
-4.97348674,0.66429952,0.43228577,0.24006726,0.06908162,0.08795447,0.02908132,0.02155583,0.12311287,0.00000000
-4.96748374,0.61721158,0.39813964,0.22757061,0.06247733,0.08169392,0.02715562,0.01923499,0.10905096,0.00000000
-4.96148074,0.57564106,0.36803519,0.21656983,0.05688767,0.07606367,0.02535791,0.01718342,0.09723930,0.00000000
-4.95547774,0.53913167,0.34161768,0.20685126,0.05226094,0.07103123,0.02369556,0.01539970,0.08745978,0.00000000
-4.94947474,0.50723886,0.31853458,0.19820966,0.04855183,0.06656314,0.02217440,0.01388278,0.07950842,0.00000000
-4.94347174,0.47954212,0.29844578,0.19045286,0.04572287,0.06262618,0.02079878,0.01263215,0.07319940,0.00000000
-4.93746873,0.45565511,0.28103202,0.18340573,0.04374560,0.05918844,0.01957179,0.01164805,0.06836770,0.00000000
-4.93146573,0.43523359,0.26600150,0.17691340,0.04260119,0.05622025,0.01849538,0.01093160,0.06487078,0.00000000
-4.92546273,0.41798097,0.25309456,0.17084371,0.04228074,0.05369474,0.01757060,0.01048487,0.06258910,0.00000000
-4.91945973,0.40365144,0.24208660,0.16508880,0.04278508,0.05158836,0.01679769,0.01031086,0.06142584,0.00000000
-4.91345673,0.39205064,0.23278909,0.15956583,0.04412420,0.04988094,0.01617623,0.01041347,0.06130568,0.00000000
-4.90745373,0.38303397,0.22504907,0.15421679,0.04631631,0.04855567,0.01570518,0.01079736,0.06217295,0.00000000
-4.90145073,0.37650260,0.21874693,0.14900760,0.04938650,0.04759863,0.01538291,0.01146773,0.06398918,0.00000000
-4.89544772,0.37239742,0.21379298,0.14392632,0.05336506,0.04699828,0.01520708,0.01243007,0.06673019,0.00000000
-4.88944472,0.37069133,0.21012282,0.13898077,0.05828559,0.04674458,0.01517458,0.01368982,0.07038289,0.00000000
-4.88344172,0.37138002,0.20769186,0.13419561,0.06418272,0.04682803,0.01528133,0.01525193,0.07494183,0.00000000
-4.87743872,0.37447195,0.20646930,0.12960900,0.07108983,0.04723860,0.01552203,0.01712047,0.08040576,0.00000000
-4.87143572,0.37997780,0.20643180,0.12526910,0.07903648,0.04796458,0.01589002,0.01929810,0.08677422,0.00000000
-4.86543272,0.38790009,0.20755728,0.12123040,0.08804597,0.04899150,0.01637694,0.02178555,0.09404433,0.00000000
-4.85942971,0.39822342,0.20981901,0.11755035,0.09813281,0.05030111,0.01697261,0.02458117,0.10220793,0.00000000
-4.85342671,0.41090578,0.21318047,0.11428603,0.10930043,0.05187057,0.01766482,0.02768038,0.11124909,0.00000000
-4.84742371,0.42587157,0.21759106,0.11149146,0.12153908,0.05367185,0.01843929,0.03107525,0.12114218,0.00000000
-4.84142071,0.44300643,0.22298292,0.10921520,0.13482400,0.05567142,0.01927959,0.03475411,0.13185050,0.00000000
-4.83541771,0.46215447,0.22926914,0.10749870,0.14911403,0.05783025,0.02016735,0.03870128,0.14332554,0.00000000
-4.82941471,0.48311768,0.23634316,0.10637516,0.16435065,0.06010418,0.02108240,0.04289681,0.15550683,0.00000000
-4.82341171,0.50565789,0.24407966,0.10586901,0.18045743,0.06244458,0.02200313,0.04731646,0.16832249,0.00000000
-4.81740870,0.52950095,0.25233665,0.10599596,0.19734015,0.06479938,0.02290689,0.05193171,0.18169027,0.00000000
-4.81140570,0.55434287,0.26095872,0.10676348,0.21488731,0.06711434,0.02377058,0.05670998,0.19551911,0.00000000
-4.80540270,0.57985774,0.26978121,0.10817167,0.23297128,0.06933459,0.02457120,0.06161489,0.20971113,0.00000000
-4.79939970,0.60570680,0.27863504,0.11021438,0.25144986,0.07140623,0.02528650,0.06660673,0.22416379,0.00000000
-4.79339670,0.63154821,0.28735198,0.11288033,0.27016838,0.07327812,0.02589567,0.07164303,0.23877224,0.00000000
-4.78739370,0.65704706,0.29576993,0.11615434,0.28896217,0.07490353,0.02638001,0.07667924,0.25343164,0.00000000
-4.78139070,0.68188493,0.30373806,0.12001824,0.30765936,0.07624181,0.02672349,0.08166946,0.26803935,0.00000000
-4.77538769,0.70576863,0.31112138,0.12445159,0.32608395,0.07725975,0.02691335,0.08656730,0.28249677,0.00000000
-4.76938469,0.72843762,0.31780463,0.12943204,0.34405908,0.07793278,0.02694051,0.09132675,0.29671089,0.00000000
-4.76338169,0.74966987,0.32369524,0.13493532,0.36141034,0.07824581,0.02679989,0.09590311,0.31059538,0.00000000
-4.75737869,0.76928580,0.32872519,0.14093478,0.37796918,0.07819377,0.02649061,0.10025390,0.32407119,0.00000000
-4.75137569,0.78715043,0.33285191,0.14740069,0.39357614,0.07778171,0.02601601,0.10433978,0.33706669,0.00000000
-4.74537269,0.80317361,0.33605798,0.15429920,0.40808412,0.07702466,0.02538358,0.10812540,0.34951750,0.00000000
-4.73936968,0.81730861,0.33834995,0.16159122,0.42136129,0.07594701,0.02460467,0.11158023,0.36136586,0.00000000
-4.73336668,0.82954944,0.33975628,0.16923125,0.43329390,0.07458174,0.02369419,0.11467932,0.37255996,0.00000000
-4.72736368,0.83992708,0.34032475,0.17716645,0.44378876,0.07296931,0.02267011,0.11740400,0.38305312,0.00000000
-4.72136068,0.84850529,0.34011943,0.18533598,0.45277548,0.07115646,0.02155296,0.11974241,0.39280315,0.00000000
-4.71535768,0.85537625,0.33921755,0.19367084,0.46020827,0.06919490,0.02036521,0.12169001,0.40177193,0.00000000
-4.70935468,0.86065664,0.33770652,0.20209440,0.46606756,0.06713994,0.01913073,0.12324994,0.40992539,0.00000000
-4.70335168,0.86448438,0.33568126,0.21052352,0.47036111,0.06504921,0.01787413,0.12443324,0.41723402,0.00000000
-4.69734867,0.86701645,0.33324207,0.21887061,0.47312479,0.06298150,0.01662030,0.12525894,0.42367393,0.00000000
-4.69134567,0.86842777,0.33049317,0.22704635,0.47442297,0.06099567,0.01539382,0.12575403,0.42922850,0.00000000
-4.68534267,0.86891142,0.32754192,0.23496314,0.47434838,0.05914986,0.01421861,0.12595321,0.43389050,0.00000000
-4.67933967,0.86867979,0.32449878,0.24253923,0.47302151,0.05750076,0.01311752,0.12589845,0.43766477,0.00000000
-4.67333667,0.86796666,0.32147780,0.24970318,0.47058945,0.05610309,0.01211214,0.12563844,0.44057098,0.00000000
-4.66733367,0.86702960,0.31859768,0.25639858,0.46722410,0.05500930,0.01122255,0.12522775,0.44264666,0.00000000
-4.66133067,0.86615244,0.31598298,0.26258864,0.46311974,0.05426924,0.01046725,0.12472578,0.44394981,0.00000000
-4.65532766,0.86564705,0.31376538,0.26826048,0.45848989,0.05392998,0.00986308,0.12419553,0.44456129,0.00000000
-4.64932466,0.86585400,0.31208471,0.27342879,0.45356344,0.05403559,0.00942522,0.12370211,0.44458628,0.00000000
-4.64332166,0.86714157,0.31108936,0.27813847,0.44858000,0.05462689,0.00916716,0.12331108,0.44415488,0.00000000
