energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.74187094,2.20896556,0.80266211,0.68082342,0.00357954,0.06873007,0.75332748,0.22906077,1.44090910,0.00000000
-5.73586793,2.19371606,0.78887209,0.68029867,0.00344953,0.06873540,0.74319808,0.22731992,1.42803456,0.00000000
-5.72986493,2.17314144,0.77300347,0.67679933,0.00330937,0.06876014,0.73055128,0.22541369,1.41162157,0.00000000
-5.72386193,2.14727235,0.75516460,0.67035401,0.00316065,0.06878455,0.71546926,0.22333565,1.39173394,0.00000000
-5.71785893,2.11620527,0.73549137,0.66104442,0.00300506,0.06878684,0.69806778,0.22107745,1.36847954,0.00000000
-5.71185593,2.08010211,0.71414565,0.64900199,0.00284436,0.06874402,0.67849497,0.21862953,1.34200927,0.00000000
-5.70585293,2.03918767,0.69131270,0.63440313,0.00268034,0.06863266,0.65692941,0.21598162,1.31251461,0.00000000
-5.69984992,1.99374498,0.66719784,0.61746317,0.00251481,0.06842976,0.63357745,0.21312317,1.28022373,0.00000000
-5.69384692,1.94410905,0.64202236,0.59842945,0.00234952,0.06811346,0.60866986,0.21004380,1.24539658,0.00000000
-5.68784392,1.89065919,0.61601899,0.57757363,0.00218619,0.06766375,0.58245792,0.20673357,1.20831908,0.00000000
-5.68184092,1.83381054,0.58942711,0.55518387,0.00202645,0.06706307,0.55520908,0.20318332,1.16929692,0.00000000
-5.67583792,1.77400531,0.56248800,0.53155688,0.00187185,0.06629683,0.52720223,0.19938503,1.12864919,0.00000000
-5.66983492,1.71170404,0.53544020,0.50699047,0.00172380,0.06535380,0.49872294,0.19533214,1.08670223,0.00000000
-5.66383192,1.64737760,0.50851541,0.48177670,0.00158362,0.06422642,0.47005861,0.19102002,1.04378409,0.00000000
-5.65782891,1.58149994,0.48193495,0.45619583,0.00145245,0.06291094,0.44149375,0.18644647,1.00021958,0.00000000
-5.65182591,1.51454208,0.45590681,0.43051140,0.00133134,0.06140754,0.41330557,0.18161222,0.95632632,0.00000000
-5.64582291,1.44696730,0.43062356,0.40496638,0.00122117,0.05972026,0.38575985,0.17652157,0.91241169,0.00000000
-5.63981991,1.37922747,0.40626086,0.37978048,0.00112267,0.05785689,0.35910735,0.17118295,0.86877069,0.00000000
-5.63381691,1.31176056,0.38297676,0.35514858,0.00103645,0.05582875,0.33358060,0.16560949,0.82568459,0.00000000
-5.62781391,1.24498890,0.36091147,0.33124011,0.00096294,0.05365039,0.30939130,0.15981947,0.78342022,0.00000000
-5.62181091,1.17931804,0.34018756,0.30819944,0.00090247,0.05133925,0.28672815,0.15383663,0.74222967,0.00000000
-5.61580790,1.11513589,0.32091048,0.28614682,0.00085519,0.04891521,0.26575529,0.14769036,0.70235016,0.00000000
-5.60980490,1.05281177,0.30316920,0.26517996,0.00082110,0.04640017,0.24661108,0.14141553,0.66400394,0.00000000
-5.60380190,0.99269517,0.28703678,0.24537587,0.00080009,0.04381754,0.22940749,0.13505224,0.62739784,0.00000000
-5.59779890,0.93511396,0.27257090,0.22679292,0.00079184,0.04119173,0.21422964,0.12864520,0.59272259,0.00000000
-5.59179590,0.88037203,0.25981411,0.20947288,0.00079593,0.03854762,0.20113594,0.12224283,0.56015153,0.00000000
-5.58579290,0.82874615,0.24879382,0.19344284,0.00081175,0.03591008,0.19015825,0.11589626,0.52983888,0.00000000
-5.57978989,0.78048237,0.23952210,0.17871694,0.00083854,0.03330342,0.18130250,0.10965801,0.50191758,0.00000000
-5.57378689,0.73579179,0.23199519,0.16529780,0.00087537,0.03075098,0.17454938,0.10358059,0.47649674,0.00000000
-5.56778389,0.69484625,0.22619286,0.15317773,0.00092119,0.02827464,0.16985527,0.09771500,0.45365887,0.00000000
-5.56178089,0.65777394,0.22207772,0.14233961,0.00097475,0.02589447,0.16715332,0.09210924,0.43345718,0.00000000
-5.55577789,0.62465542,0.21959457,0.13275752,0.00103469,0.02362840,0.16635466,0.08680688,0.41591299,0.00000000
-5.54977489,0.59552025,0.21866994,0.12439717,0.00109954,0.02149192,0.16734981,0.08184573,0.40101369,0.00000000
-5.54377189,0.57034456,0.21921184,0.11721625,0.00116769,0.01949790,0.17001017,0.07725676,0.38871118,0.00000000
-5.53776888,0.54904976,0.22110996,0.11116463,0.00123748,0.01765642,0.17418971,0.07306319,0.37892125,0.00000000
-5.53176588,0.53150266,0.22423631,0.10618458,0.00130720,0.01597476,0.17972683,0.06927993,0.37152381,0.00000000
-5.52576288,0.51751704,0.22844629,0.10221112,0.00137512,0.01445732,0.18644628,0.06591323,0.36636416,0.00000000
-5.51975988,0.50685669,0.23358048,0.09917236,0.00143955,0.01310573,0.19416141,0.06296073,0.36325532,0.00000000
-5.51375688,0.49924007,0.23946674,0.09699009,0.00149884,0.01191895,0.20267639,0.06041175,0.36198140,0.00000000
-5.50775388,0.49434619,0.24592303,0.09558052,0.00155149,0.01089346,0.21178879,0.05824790,0.36230188,0.00000000
-5.50175088,0.49182190,0.25276052,0.09485522,0.00159611,0.01002346,0.22129212,0.05644385,0.36395682,0.00000000
-5.49574787,0.49129011,0.25978715,0.09472228,0.00163152,0.00930114,0.23097868,0.05496846,0.36667269,0.00000000
-5.48974487,0.49235887,0.26681147,0.09508768,0.00165674,0.00871702,0.24064244,0.05378590,0.37016879,0.00000000
-5.48374187,0.49463105,0.27364667,0.09585685,0.00167104,0.00826023,0.25008207,0.05285703,0.37416407,0.00000000
-5.47773887,0.49771429,0.28011466,0.09693642,0.00167395,0.00791891,0.25910403,0.05214076,0.37838406,0.00000000
-5.47173587,0.50123109,0.28605017,0.09823609,0.00166529,0.00768055,0.26752571,0.05159545,0.38256783,0.00000000
-5.46573287,0.50482868,0.29130471,0.09967065,0.00164513,0.00753242,0.27517865,0.05118032,0.38647485,0.00000000
-5.45972986,0.50818857,0.29575030,0.10116207,0.00161382,0.00746194,0.28191160,0.05085677,0.38989144,0.00000000
-5.45372686,0.51103556,0.29928291,0.10264162,0.00157197,0.00745708,0.28759361,0.05058963,0.39263680,0.00000000
-5.44772386,0.51314586,0.30182549,0.10405200,0.00152038,0.00750674,0.29211683,0.05034825,0.39456847,0.00000000
-5.44172086,0.51435446,0.30333048,0.10534938,0.00146010,0.00760119,0.29539919,0.05010747,0.39558700,0.00000000
-5.43571786,0.51456126,0.30378181,0.10650536,0.00139230,0.00773232,0.29738664,0.04984846,0.39563984,0.00000000
-5.42971486,0.51373601,0.30319623,0.10750868,0.00131827,0.00789409,0.29805499,0.04955932,0.39472424,0.00000000
-5.42371186,0.51192186,0.30162391,0.10836679,0.00123940,0.00808275,0.29741129,0.04923551,0.39288915,0.00000000
-5.41770885,0.50923732,0.29914825,0.10910699,0.00115709,0.00829714,0.29549449,0.04888010,0.39023591,0.00000000
-5.41170585,0.50587656,0.29588491,0.10977730,0.00107274,0.00853887,0.29237548,0.04850376,0.38691774,0.00000000
-5.40570285,0.50210781,0.29197988,0.11044679,0.00098772,0.00881248,0.28815628,0.04812457,0.38313784,0.00000000
-5.39969985,0.49826995,0.28760669,0.11120548,0.00090330,0.00912552,0.28296847,0.04776763,0.37914622,0.00000000
-5.39369685,0.49476692,0.28296263,0.11216363,0.00082065,0.00948854,0.27697068,0.04746438,0.37523494,0.00000000
-5.38769385,0.49206020,0.27826416,0.11345045,0.00074081,0.00991502,0.27034529,0.04725177,0.37173201,0.00000000
-5.38169085,0.49065910,0.27374141,0.11521218,0.00066470,0.01042119,0.26329425,0.04717126,0.36899384,0.00000000
-5.37568784,0.49110909,0.26963195,0.11760945,0.00059305,0.01102581,0.25603415,0.04726753,0.36739635,0.00000000
-5.36968484,0.49397820,0.26617388,0.12081411,0.00052646,0.01174977,0.24879065,0.04758717,0.36732485,0.00000000
-5.36368184,0.49984176,0.26359852,0.12500533,0.00046538,0.01261569,0.24179241,0.04817714,0.36916282,0.00000000
-5.35767884,0.50926566,0.26212279,0.13036514,0.00041011,0.01364738,0.23526457,0.04908318,0.37328000,0.00000000
-5.35167584,0.52278858,0.26194157,0.13707347,0.00036081,0.01486928,0.22942221,0.05034822,0.38001985,0.00000000
-5.34567284,0.54090357,0.26322022,0.14530277,0.00031755,0.01630574,0.22446379,0.05201074,0.38968689,0.00000000
-5.33966983,0.56403954,0.26608775,0.15521233,0.00028029,0.01798034,0.22056486,0.05410321,0.40253427,0.00000000
-5.33366683,0.59254321,0.27063056,0.16694240,0.00024891,0.01991517,0.21787230,0.05665067,0.41875197,0.00000000
-5.32766383,0.62666211,0.27688741,0.18060844,0.00022323,0.02213002,0.21649930,0.05966944,0.43845614,0.00000000
-5.32166083,0.66652938,0.28484563,0.19629541,0.00020304,0.02464169,0.21652120,0.06316613,0.46167996,0.00000000
-5.31565783,0.71215098,0.29443885,0.21405262,0.00018810,0.02746325,0.21797249,0.06713684,0.48836656,0.00000000
-5.30965483,0.76339585,0.30554646,0.23388913,0.00017818,0.03060343,0.22084502,0.07156677,0.51836433,0.00000000
-5.30365183,0.81998989,0.31799495,0.25576999,0.00017307,0.03406604,0.22508760,0.07643007,0.55142503,0.00000000
-5.29764882,0.88151394,0.33156111,0.27961356,0.00017257,0.03784958,0.23060690,0.08169020,0.58720493,0.00000000
-5.29164582,0.94740638,0.34597710,0.30529007,0.00017653,0.04194691,0.23726990,0.08730050,0.62526924,0.00000000
-5.28564282,1.01697052,0.36093733,0.33262160,0.00018489,0.04634514,0.24490764,0.09320531,0.66509979,0.00000000
-5.27963982,1.08938684,0.37610695,0.36138360,0.00019761,0.05102567,0.25332022,0.09934125,0.70610604,0.00000000
-5.27363682,1.16373008,0.39113174,0.39130803,0.00021475,0.05596437,0.26228302,0.10563890,0.74763904,0.00000000
-5.26763382,1.23899062,0.40564894,0.42208815,0.00023646,0.06113200,0.27155377,0.11202474,0.78900816,0.00000000
-5.26163082,1.31409998,0.41929887,0.45338485,0.00026297,0.06649474,0.28088037,0.11842319,0.82950011,0.00000000
-5.25562781,1.38795933,0.43173676,0.48483453,0.00029459,0.07201493,0.29000914,0.12475877,0.86839945,0.00000000
-5.24962481,1.45947039,0.44264439,0.51605808,0.00033173,0.07765190,0.29869321,0.13095836,0.90501020,0.00000000
-5.24362181,1.52756751,0.45174111,0.54667098,0.00037487,0.08336288,0.30670077,0.13695328,0.93867754,0.00000000
-5.23761881,1.59124979,0.45879382,0.57629394,0.00042455,0.08910408,0.31382280,0.14268125,0.96880880,0.00000000
-5.23161581,1.64961199,0.46362545,0.60456378,0.00048140,0.09483166,0.31988011,0.14808821,0.99489306,0.00000000
-5.22561281,1.70187302,0.46612175,0.63114408,0.00054605,0.10050284,0.32472934,0.15312971,1.01651837,0.00000000
-5.21960980,1.74740082,0.46623589,0.65573528,0.00061915,0.10607683,0.32826770,0.15777206,1.03338605,0.00000000
-5.21360680,1.78573246,0.46399091,0.67808350,0.00070137,0.11151579,0.33043627,0.16199307,1.04532121,0.00000000
-5.20760380,1.81658881,0.45947981,0.69798799,0.00079327,0.11678566,0.33122186,0.16578234,1.05227933,0.00000000
-5.20160080,1.83988283,0.45286331,0.71530662,0.00089537,0.12185677,0.33065709,0.16914125,1.05434828,0.00000000
-5.19559780,1.85572126,0.44436530,0.72995928,0.00100804,0.12670447,0.32881908,0.17208243,1.05174587,0.00000000
-5.18959480,1.86439958,0.43426634,0.74192888,0.00113150,0.13130939,0.32582646,0.17462901,1.04481289,0.00000000
-5.18359180,1.86639036,0.42289530,0.75126003,0.00126576,0.13565778,0.32183509,0.17681348,1.03400195,0.00000000
-5.17758879,1.86232545,0.41061944,0.75805528,0.00141058,0.13974146,0.31703252,0.17867632,1.01986252,0.00000000
-5.17158579,1.85297292,0.39783348,0.76246927,0.00156547,0.14355784,0.31163160,0.18026446,1.00302271,0.00000000
-5.16558279,1.83920945,0.38494784,0.76470092,0.00172961,0.14710966,0.30586322,0.18162963,0.98416869,0.00000000
-5.15957979,1.82198963,0.37237655,0.76498411,0.00190189,0.15040474,0.29996878,0.18282664,0.96402220,0.00000000
-5.15357679,1.80231312,0.36052520,0.76357732,0.00208089,0.15345565,0.29419246,0.18391175,0.94331742,0.00000000
-5.14757379,1.78119121,0.34977927,0.76075267,0.00226486,0.15627928,0.28877366,0.18494109,0.92277761,0.00000000
-5.14157079,1.75961410,0.34049320,0.75678496,0.00245178,0.15889653,0.28393983,0.18596921,0.90309278,0.00000000
-5.13556778,1.73851997,0.33298045,0.75194109,0.00263937,0.16133191,0.27989998,0.18704793,0.88489875,0.00000000
-5.12956478,1.71876712,0.32750486,0.74647055,0.00282516,0.16361327,0.27683898,0.18822526,0.86875856,0.00000000
-5.12356178,1.70111017,0.32427342,0.74059719,0.00300652,0.16577156,0.27491289,0.18954480,0.85514674,0.00000000
-5.11755878,1.68618087,0.32343069,0.73451262,0.00318077,0.16784072,0.27424535,0.19104518,0.84443666,0.00000000
-5.11155578,1.67447427,0.32505488,0.72837164,0.00334521,0.16985761,0.27492517,0.19275997,0.83689167,0.00000000
-5.10555278,1.66634040,0.32915580,0.72228952,0.00349725,0.17186204,0.27700505,0.19471776,0.83265978,0.00000000
-5.09954977,1.66198152,0.33567458,0.71634141,0.00363447,0.17389691,0.28050149,0.19694248,0.83177226,0.00000000
-5.09354677,1.66145484,0.34448522,0.71056355,0.00375470,0.17600825,0.28539576,0.19945399,0.83414589,0.00000000
-5.08754377,1.66468024,0.35539795,0.70495621,0.00385609,0.17824540,0.29163592,0.20226877,0.83958877,0.00000000
-5.08154077,1.67145247,0.36816436,0.69948810,0.00393720,0.18066107,0.29913965,0.20540076,0.84780943,0.00000000
-5.07553777,1.68145721,0.38248412,0.69410178,0.00399702,0.18331118,0.30779792,0.20886226,0.85842881,0.00000000
-5.06953477,1.69429001,0.39801323,0.68871985,0.00403499,0.18625472,0.31747917,0.21266475,0.87099476,0.00000000
-5.06353177,1.70947741,0.41437363,0.68325152,0.00405108,0.18955317,0.32803395,0.21681971,0.88499853,0.00000000
-5.05752876,1.72649922,0.43116388,0.67759917,0.00404570,0.19326973,0.33929985,0.22133921,0.89989281,0.00000000
-5.05152576,1.74481110,0.44797076,0.67166454,0.00401976,0.19746820,0.35110645,0.22623635,0.91511059,0.00000000
-5.04552276,1.76386656,0.46438130,0.66535441,0.00397457,0.20221147,0.36328026,0.23152535,0.93008442,0.00000000
-5.03951976,1.78313753,0.47999511,0.65858542,0.00391181,0.20755966,0.37564942,0.23722144,0.94426537,0.00000000
-5.03351676,1.80213291,0.49443648,0.65128788,0.00383345,0.21356798,0.38804795,0.24334035,0.95714112,0.00000000
-5.02751376,1.82041435,0.50736585,0.64340855,0.00374170,0.22028428,0.40031966,0.24989753,0.96825263,0.00000000
-5.02151076,1.83760896,0.51849031,0.63491233,0.00363888,0.22774644,0.41232130,0.25690706,0.97720877,0.00000000
-5.01550775,1.85341853,0.52757270,0.62578284,0.00352739,0.23597974,0.42392521,0.26438035,0.98369848,0.00000000
-5.00950475,1.86762516,0.53443895,0.61602202,0.00340956,0.24499433,0.43502118,0.27232473,0.98750005,0.00000000
-5.00350175,1.88009334,0.53898329,0.60564893,0.00328763,0.25478297,0.44551759,0.28074188,0.98848718,0.00000000
-4.99749875,1.89076856,0.54117119,0.59469776,0.00316367,0.26531922,0.45534198,0.28962645,0.98663153,0.00000000
-4.99149575,1.89967277,0.54103980,0.58321535,0.00303951,0.27655624,0.46444081,0.29896471,0.98200181,0.00000000
-4.98549275,1.90689709,0.53869580,0.57125837,0.00291668,0.28842637,0.47277881,0.30873360,0.97475934,0.00000000
-4.97948974,1.91259220,0.53431081,0.55889029,0.00279643,0.30084147,0.48033771,0.31890004,0.96515028,0.00000000
-4.97348674,1.91695694,0.52811439,0.54617844,0.00267970,0.31369433,0.48711466,0.32942075,0.95349474,0.00000000
-4.96748374,1.92022573,0.52038491,0.53319112,0.00256709,0.32686088,0.49312030,0.34024244,0.94017338,0.00000000
-4.96148074,1.92265520,0.51143877,0.51999510,0.00245894,0.34020336,0.49837665,0.35130262,0.92561175,0.00000000
-4.95547774,1.92451066,0.50161809,0.50665340,0.00235528,0.35357416,0.50291489,0.36253065,0.91026320,0.00000000
-4.94947474,1.92605280,0.49127771,0.49322365,0.00225595,0.36682034,0.50677307,0.37384932,0.89459086,0.00000000
-4.94347174,1.92752502,0.48077171,0.47975677,0.00216059,0.37978841,0.50999384,0.38517653,0.87904945,0.00000000
-4.93746873,1.92914166,0.47044017,0.46629631,0.00206869,0.39232922,0.51262222,0.39642721,0.86406760,0.00000000
-4.93146573,1.93107750,0.46059664,0.45287809,0.00197969,0.40430266,0.51470352,0.40751512,0.85003134,0.00000000
-4.92546273,1.93345861,0.45151679,0.43953035,0.00189295,0.41558189,0.51628132,0.41835455,0.83726941,0.00000000
-4.91945973,1.93635484,0.44342873,0.42627425,0.00180789,0.42605683,0.51739566,0.42886167,0.82604095,0.00000000
-4.91345673,1.93977401,0.43650536,0.41312461,0.00172393,0.43563668,0.51808133,0.43895557,0.81652602,0.00000000
-4.90745373,1.94365807,0.43085902,0.40009093,0.00164062,0.44425138,0.51836648,0.44855877,0.80881934,0.00000000
-4.90145073,1.94788129,0.42653869,0.38717844,0.00155759,0.45185193,0.51827147,0.45759737,0.80292745,0.00000000
-4.89544772,1.95225071,0.42352982,0.37438940,0.00147459,0.45840948,0.51780809,0.46600073,0.79876956,0.00000000
-4.88944472,1.95650906,0.42175679,0.36172429,0.00139153,0.46391350,0.51697917,0.47370088,0.79618188,0.00000000
-4.88344172,1.96034027,0.42108785,0.34918312,0.00130843,0.46836900,0.51577875,0.48063173,0.79492542,0.00000000
-4.87743872,1.96337768,0.42134242,0.33676667,0.00122542,0.47179315,0.51419288,0.48672827,0.79469702,0.00000000
-4.87143572,1.96521521,0.42230041,0.32447778,0.00114278,0.47421166,0.51220104,0.49192600,0.79514309,0.00000000
-4.86543272,1.96542116,0.42371311,0.31232255,0.00106084,0.47565507,0.50977827,0.49616066,0.79587571,0.00000000
-4.85942971,1.96355480,0.42531537,0.30031167,0.00098001,0.47615552,0.50689814,0.49936853,0.79649029,0.00000000
-4.85342671,1.95918524,0.42683838,0.28846159,0.00090076,0.47574402,0.50353632,0.50148735,0.79658436,0.00000000
-4.84742371,1.95191222,0.42802265,0.27679590,0.00082356,0.47444872,0.49967480,0.50245806,0.79577650,0.00000000
-4.84142071,1.94138808,0.42863065,0.26534649,0.00074888,0.47229421,0.49530662,0.50222716,0.79372483,0.00000000
-4.83541771,1.92734013,0.42845846,0.25415486,0.00067717,0.46930189,0.49044080,0.50074985,0.79014415,0.00000000
-4.82941471,1.90959251,0.42734612,0.24327324,0.00060884,0.46549165,0.48510739,0.49799372,0.78482114,0.00000000
-4.82341171,1.88808633,0.42518608,0.23276563,0.00054423,0.46088436,0.47936216,0.49394272,0.77762677,0.00000000
-4.81740870,1.86289714,0.42192944,0.22270865,0.00048362,0.45550534,0.47329074,0.48860134,0.76852556,0.00000000
-4.81140570,1.83424851,0.41758978,0.21319206,0.00042722,0.44938830,0.46701185,0.48199856,0.75758107,0.00000000
-4.80540270,1.80252082,0.41224426,0.20431896,0.00037517,0.44257949,0.46067927,0.47419137,0.74495737,0.00000000
-4.79939970,1.76825422,0.40603205,0.19620553,0.00032750,0.43514169,0.45448234,0.46526742,0.73091636,0.00000000
-4.79339670,1.73214539,0.39915006,0.18898027,0.00028422,0.42715771,0.44864464,0.45534679,0.71581103,0.00000000
-4.78739370,1.69503747,0.39184622,0.18278261,0.00024522,0.41873301,0.44342087,0.44458233,0.70007476,0.00000000
-4.78139070,1.65790330,0.38441047,0.17776094,0.00021038,0.40999714,0.43909178,0.43315872,0.68420710,0.00000000
-4.77538769,1.62182213,0.37716391,0.17407003,0.00017951,0.40110384,0.43595711,0.42128997,0.66875656,0.00000000
-4.76938469,1.58795052,0.37044645,0.17186780,0.00015239,0.39222973,0.43432692,0.40921551,0.65430112,0.00000000
-4.76338169,1.55748826,0.36460362,0.17131155,0.00012876,0.38357135,0.43451138,0.39719483,0.64142707,0.00000000
-4.75737869,1.53164067,0.35997285,0.17255370,0.00010836,0.37534095,0.43680947,0.38550103,0.63070722,0.00000000
-4.75137569,1.51157860,0.35686994,0.17573716,0.00009094,0.36776090,0.44149698,0.37441337,0.62267923,0.00000000
-4.74537269,1.49839790,0.35557619,0.18099051,0.00007621,0.36105729,0.44881448,0.36420934,0.61782490,0.00000000
-4.73936968,1.49307995,0.35632671,0.18842308,0.00006394,0.35545275,0.45895565,0.35515632,0.61655136,0.00000000
-4.73336668,1.49645502,0.35930031,0.19812020,0.00005387,0.35115919,0.47205662,0.34750356,0.61917481,0.00000000
-4.72736368,1.50917012,0.36461156,0.21013876,0.00004580,0.34837056,0.48818696,0.34147455,0.62590757,0.00000000
-4.72136068,1.53166278,0.37230503,0.22450331,0.00003955,0.34725631,0.50734275,0.33726029,0.63684876,0.00000000
-4.71535768,1.56414201,0.38235220,0.24120287,0.00003496,0.34795565,0.52944218,0.33501379,0.65197930,0.00000000
-4.70935468,1.60657728,0.39465105,0.26018866,0.00003191,0.35057315,0.55432415,0.33484586,0.67116104,0.00000000
-4.70335168,1.65869630,0.40902830,0.28137287,0.00003031,0.35517575,0.58174987,0.33682258,0.69414040,0.00000000
-4.69734867,1.71999150,0.42524432,0.30462856,0.00003011,0.36179138,0.61140775,0.34096440,0.72055607,0.00000000
-4.69134567,1.78973519,0.44300036,0.32979084,0.00003130,0.37040927,0.64292139,0.34724682,0.74995068,0.00000000
-4.68534267,1.86700270,0.46194800,0.35665923,0.00003391,0.38098179,0.67586035,0.35560276,0.78178573,0.00000000
-4.67933967,1.95070240,0.48170025,0.38500125,0.00003798,0.39342774,0.70975352,0.36592617,0.81545935,0.00000000
-4.67333667,2.03961142,0.50184398,0.41455708,0.00004361,0.40763689,0.74410425,0.37807694,0.85032594,0.00000000
-4.66733367,2.13241518,0.52195315,0.44504508,0.00005091,0.42347527,0.77840692,0.39188655,0.88571710,0.00000000
-4.66133067,2.22774929,0.54160224,0.47616813,0.00006002,0.44079112,0.81216385,0.40716433,0.92096268,0.00000000
-4.65532766,2.32424146,0.56037946,0.50762027,0.00007111,0.45942085,0.84490207,0.42370386,0.95541135,0.00000000
-4.64932466,2.42055191,0.57789912,0.53909357,0.00008436,0.47919483,0.87618897,0.44128932,0.98844965,0.00000000
-4.64332166,2.51541017,0.59381267,0.57028483,0.00009995,0.49994255,0.90564612,0.45970126,1.01951884,0.00000000
