energy_ev,total_up,Cd_p_up,Cd_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.84392196,0.94977328,0.37887052,0.13247417,0.01902813,0.10670059,0.05366975,0.32342996,0.25988474,0.02717744
-5.83791896,0.96031401,0.37330809,0.13180246,0.01944530,0.10393840,0.05641641,0.33325538,0.26050501,0.02787955
-5.83191596,0.97634035,0.36806295,0.13192425,0.02021519,0.10123387,0.05960179,0.34524892,0.26278926,0.02880601
-5.82591296,0.99767774,0.36315655,0.13280846,0.02133142,0.09858803,0.06318844,0.35937477,0.26665091,0.02994676
-5.81990995,1.02410185,0.35862781,0.13441451,0.02278254,0.09600681,0.06712998,0.37557760,0.27200056,0.03128913
-5.81390695,1.05532763,0.35452803,0.13669212,0.02455188,0.09350025,0.07137110,0.39377581,0.27874212,0.03281746
-5.80790395,1.09099778,0.35091477,0.13958103,0.02661754,0.09108138,0.07584781,0.41385465,0.28676870,0.03451295
-5.80190095,1.13067195,0.34784504,0.14301075,0.02895231,0.08876485,0.08048793,0.43565998,0.29595846,0.03635335
-5.79589795,1.17381782,0.34536824,0.14690040,0.03152373,0.08656540,0.08521198,0.45899294,0.30617098,0.03831290
-5.78989495,1.21980512,0.34351936,0.15115887,0.03429421,0.08449635,0.08993436,0.48360617,0.31724430,0.04036231
-5.78389195,1.26790363,0.34231282,0.15568525,0.03722129,0.08256815,0.09456499,0.50920204,0.32899302,0.04246893
-5.77788894,1.31728605,0.34173744,0.16036975,0.04025811,0.08078708,0.09901117,0.53543307,0.34120781,0.04459707
-5.77188594,1.36703607,0.34175280,0.16509505,0.04335396,0.07915425,0.10317985,0.56190497,0.35365624,0.04670847
-5.76588294,1.41616204,0.34228726,0.16973822,0.04645509,0.07766491,0.10698002,0.58818229,0.36608532,0.04876304
-5.75987994,1.46361595,0.34323786,0.17417310,0.04950563,0.07630817,0.11032532,0.61379663,0.37822552,0.05071962
-5.75387694,1.50831728,0.34447206,0.17827305,0.05244877,0.07506701,0.11313659,0.63825725,0.38979629,0.05253705
-5.74787394,1.54918092,0.34583126,0.18191413,0.05522794,0.07391883,0.11534447,0.66106371,0.40051282,0.05417515
-5.74187094,1.58514801,0.34713600,0.18497842,0.05778821,0.07283620,0.11689163,0.68172006,0.41009376,0.05559593
-5.73586793,1.61521838,0.34819242,0.18735744,0.06007769,0.07178799,0.11773484,0.69975001,0.41826962,0.05676469
-5.72986493,1.63848312,0.34879988,0.18895543,0.06204891,0.07074073,0.11784651,0.71471244,0.42479140,0.05765113
-5.72386193,1.65415574,0.34875899,0.18969245,0.06366021,0.06966008,0.11721589,0.72621646,0.42943901,0.05823040
-5.71785893,1.66160047,0.34788001,0.18950702,0.06487687,0.06851239,0.11584955,0.73393547,0.43202920,0.05848389
-5.71185593,1.66035621,0.34599090,0.18835822,0.06567227,0.06726621,0.11377141,0.73761940,0.43242242,0.05839999
-5.70585293,1.65015501,0.34294469,0.18622721,0.06602861,0.06589374,0.11102217,0.73710471,0.43052846,0.05797449
-5.69984992,1.63093427,0.33862589,0.18311794,0.06593749,0.06437207,0.10765817,0.73232150,0.42631046,0.05721086
-5.69384692,1.60284187,0.33295550,0.17905712,0.06540018,0.06268414,0.10374977,0.72329751,0.41978716,0.05612016
-5.68784392,1.56623413,0.32589454,0.17409349,0.06442752,0.06081950,0.09937930,0.71015883,0.41103333,0.05472081
-5.68184092,1.52166673,0.31744581,0.16829628,0.06303958,0.05877468,0.09463874,0.69312722,0.40017825,0.05303802
-5.67583792,1.46987889,0.30765397,0.16175308,0.06126495,0.05655332,0.08962710,0.67251416,0.38740252,0.05110309
-5.66983492,1.41177174,0.29660395,0.15456709,0.05913980,0.05416591,0.08444773,0.64871207,0.37293320,0.04895247
-5.66383192,1.34838178,0.28441773,0.14685403,0.05670671,0.05162931,0.07920566,0.62218291,0.35703762,0.04662667
-5.65782891,1.28085067,0.27124992,0.13873870,0.05401332,0.04896600,0.07400491,0.59344483,0.34001621,0.04416914
-5.65182591,1.21039262,0.25728209,0.13035139,0.05111086,0.04620313,0.06894612,0.56305734,0.32219455,0.04162501
-5.64582291,1.13826080,0.24271648,0.12182436,0.04805259,0.04337145,0.06412427,0.53160573,0.30391521,0.03903990
-5.63981991,1.06571402,0.22776915,0.11328842,0.04489230,0.04050413,0.05962678,0.49968529,0.28552955,0.03645869
-5.63381691,0.99398494,0.21266303,0.10486976,0.04168286,0.03763559,0.05553189,0.46788598,0.26738984,0.03392449
-5.62781391,0.92425083,0.19762114,0.09668721,0.03847482,0.03480033,0.05190735,0.43677799,0.24984221,0.03147755
-5.62181091,0.85760787,0.18286029,0.08884983,0.03531527,0.03203183,0.04880940,0.40689883,0.23322026,0.02915447
-5.61580790,0.79504945,0.16858535,0.08145510,0.03224682,0.02936165,0.04628212,0.37874211,0.21783993,0.02698747
-5.60980490,0.73744907,0.15498451,0.07458759,0.02930684,0.02681854,0.04435699,0.35274842,0.20399544,0.02500384
-5.60380190,0.68554791,0.14222543,0.06831809,0.02652691,0.02442786,0.04305271,0.32929834,0.19195636,0.02322561
-5.59779890,0.63994711,0.13045238,0.06270330,0.02393247,0.02221107,0.04237522,0.30870769,0.18196589,0.02166926
-5.59179590,0.60110442,0.11978456,0.05778589,0.02154277,0.02018551,0.04231796,0.29122496,0.17424014,0.02034575
-5.58579290,0.56933506,0.11031520,0.05359503,0.01937091,0.01836419,0.04286225,0.27703074,0.16896822,0.01926057
-5.57978989,0.54481603,0.10211178,0.05014715,0.01742417,0.01675592,0.04397785,0.26623893,0.16631293,0.01841395
-5.57378689,0.52759350,0.09521684,0.04744696,0.01570438,0.01536541,0.04562365,0.25889957,0.16641192,0.01780120
-5.56778389,0.51759250,0.08964950,0.04548867,0.01420851,0.01419362,0.04774853,0.25500285,0.16937889,0.01741312
-5.56178089,0.51462836,0.08540744,0.04425724,0.01292923,0.01323805,0.05029239,0.25448410,0.17530468,0.01723650
-5.55577789,0.51841924,0.08246921,0.04372963,0.01185564,0.01249319,0.05318726,0.25722945,0.18425795,0.01725463
-5.54977489,0.52859912,0.08079657,0.04387611,0.01097392,0.01195095,0.05635870,0.26308178,0.19628530,0.01744792
-5.54377189,0.54473080,0.08033699,0.04466132,0.01026800,0.01160108,0.05972717,0.27184680,0.21141057,0.01779450
-5.53776888,0.56631840,0.08102591,0.04604528,0.00972030,0.01143163,0.06320975,0.28329890,0.22963338,0.01827082
-5.53176588,0.59281899,0.08278885,0.04798424,0.00931224,0.01142928,0.06672181,0.29718671,0.25092661,0.01885224
-5.52576288,0.62365308,0.08554319,0.05043129,0.00902490,0.01157974,0.07017888,0.31323812,0.27523319,0.01951365
-5.51975988,0.65821387,0.08919971,0.05333684,0.00883943,0.01186799,0.07349851,0.33116473,0.30246200,0.02023002
-5.51375688,0.69587502,0.09366370,0.05664894,0.00873751,0.01227851,0.07660216,0.35066559,0.33248338,0.02097690
-5.50775388,0.73599715,0.09883579,0.06031338,0.00870172,0.01279549,0.07941699,0.37143034,0.36512433,0.02173090
-5.50175088,0.77793295,0.10461262,0.06427379,0.00871575,0.01340292,0.08187759,0.39314177,0.40016381,0.02247009
-5.49574787,0.82103142,0.11088711,0.06847158,0.00876466,0.01408470,0.08392742,0.41547783,0.43732864,0.02317433
-5.48974487,0.86464109,0.11754880,0.07284595,0.00883499,0.01482467,0.08552014,0.43811335,0.47629028,0.02382558
-5.48374187,0.90811299,0.12448406,0.07733383,0.00891484,0.01560668,0.08662047,0.46072149,0.51666303,0.02440805
-5.47773887,0.95080335,0.13157634,0.08187000,0.00899391,0.01641462,0.08720487,0.48297528,0.55800409,0.02490836
-5.47173587,0.99207665,0.13870670,0.08638729,0.00906346,0.01723243,0.08726174,0.50454927,0.59981574,0.02531559
-5.46573287,1.03130918,0.14575439,0.09081697,0.00911628,0.01804422,0.08679131,0.52512156,0.64155005,0.02562129
-5.45972986,1.06789364,0.15259789,0.09508933,0.00914660,0.01883433,0.08580515,0.54437634,0.68261610,0.02581939
-5.45372686,1.10124470,0.15911616,0.09913451,0.00914996,0.01958744,0.08432531,0.56200706,0.72239002,0.02590611
-5.44772386,1.13080596,0.16519029,0.10288350,0.00912315,0.02028881,0.08238323,0.57772031,0.76022738,0.02587983
-5.44172086,1.15605806,0.17070548,0.10626938,0.00906404,0.02092441,0.08001833,0.59124027,0.79547798,0.02574090
-5.43571786,1.17652794,0.17555323,0.10922875,0.00897146,0.02148120,0.07727649,0.60231388,0.82750228,0.02549145
-5.42971486,1.19179895,0.17963385,0.11170324,0.00884511,0.02194740,0.07420843,0.61071635,0.85568915,0.02513522
-5.42371186,1.20152141,0.18285895,0.11364111,0.00868542,0.02231274,0.07086797,0.61625695,0.87947408,0.02467734
-5.41770885,1.20542314,0.18515398,0.11499883,0.00849344,0.02256877,0.06731044,0.61878480,0.89835705,0.02412419
-5.41170585,1.20331930,0.18646068,0.11574259,0.00827077,0.02270914,0.06359111,0.61819416,0.91191935,0.02348320
-5.40570285,1.19512111,0.18673909,0.11584961,0.00801945,0.02272979,0.05976380,0.61442926,0.91983837,0.02276269
-5.39969985,1.18084257,0.18596933,0.11530918,0.00774192,0.02262919,0.05587969,0.60748791,0.92189977,0.02197178
-5.39369685,1.16060486,0.18415276,0.11412342,0.00744091,0.02240843,0.05198632,0.59742398,0.91800623,0.02112018
-5.38769385,1.13463779,0.18131251,0.11230764,0.00711943,0.02207132,0.04812685,0.58434825,0.90818239,0.02021817
-5.38169085,1.10327805,0.17749342,0.10989029,0.00678068,0.02162435,0.04433952,0.56842756,0.89257562,0.01927638
-5.37568784,1.06696404,0.17276116,0.10691246,0.00642805,0.02107658,0.04065741,0.54988219,0.87145247,0.01830577
-5.36968484,1.02622733,0.16720076,0.10342693,0.00606503,0.02043948,0.03710828,0.52898137,0.84519111,0.01731744
-5.36368184,0.98168086,0.16091441,0.09949691,0.00569520,0.01972664,0.03371471,0.50603720,0.81426980,0.01632254
-5.35767884,0.93400443,0.15401873,0.09519431,0.00532217,0.01895344,0.03049433,0.48139704,0.77925215,0.01533212
-5.35167584,0.88392784,0.14664154,0.09059778,0.00494959,0.01813667,0.02746018,0.45543471,0.74076979,0.01435699
-5.34567284,0.83221250,0.13891836,0.08579060,0.00458106,0.01729411,0.02462114,0.42854083,0.69950318,0.01340756
-5.33966983,0.77963217,0.13098866,0.08085834,0.00422015,0.01644405,0.02198246,0.40111284,0.65616151,0.01249369
-5.33366683,0.72695375,0.12299220,0.07588666,0.00387037,0.01560486,0.01954626,0.37354486,0.61146257,0.01162451
-5.32766383,0.67491886,0.11506539,0.07095903,0.00353517,0.01479457,0.01731209,0.34621805,0.56611346,0.01080833
-5.32166083,0.62422699,0.10733804,0.06615479,0.00321796,0.01403045,0.01527748,0.31949182,0.52079285,0.01005241
-5.31565783,0.57552093,0.09993050,0.06154740,0.00292209,0.01332871,0.01343845,0.29369609,0.47613556,0.00936292
-5.30965483,0.52937497,0.09295131,0.05720294,0.00265096,0.01270419,0.01178998,0.26912506,0.43271993,0.00874481
-5.30365183,0.48628637,0.08649546,0.05317915,0.00240806,0.01217023,0.01032651,0.24603262,0.39105823,0.00820174
-5.29764882,0.44667020,0.08064335,0.04952475,0.00219702,0.01173857,0.00904233,0.22462945,0.35159044,0.00773608
-5.29164582,0.41085775,0.07546038,0.04627921,0.00202180,0.01141931,0.00793198,0.20508200,0.31468129,0.00734889
-5.28564282,0.37909829,0.07099719,0.04347297,0.00188675,0.01122108,0.00699061,0.18751310,0.28062039,0.00704001
-5.27963982,0.35156403,0.06729050,0.04112800,0.00179679,0.01115115,0.00621429,0.17200420,0.24962514,0.00680811
-5.27363682,0.32835782,0.06436454,0.03925870,0.00175761,0.01121573,0.00560028,0.15859901,0.22184607,0.00665084
-5.26763382,0.30952300,0.06223282,0.03787313,0.00177578,0.01142028,0.00514729,0.14730825,0.19737399,0.00656499
-5.26163082,0.29505502,0.06090026,0.03697440,0.00185901,0.01176982,0.00485563,0.13811523,0.17624849,0.00654670
-5.25562781,0.28491396,0.06036555,0.03656226,0.00201631,0.01226936,0.00472738,0.13098199,0.15846713,0.00659162
-5.24962481,0.27903739,0.06062346,0.03663467,0.00225817,0.01292422,0.00476647,0.12585557,0.14399485,0.00669515
-5.24362181,0.27735287,0.06166716,0.03718944,0.00259674,0.01374033,0.00497866,0.12267422,0.13277303,0.00685271
-5.23761881,0.27978940,0.06349026,0.03822567,0.00304596,0.01472456,0.00537151,0.12137312,0.12472769,0.00705984
-5.23161581,0.28628724,0.06608855,0.03974505,0.00362165,0.01588484,0.00595423,0.12188948,0.11977655,0.00731252
-5.22561281,0.29680568,0.06946123,0.04175291,0.00434159,0.01723024,0.00673741,0.12416662,0.11783457,0.00760722
-5.21960980,0.31132807,0.07361163,0.04425888,0.00522547,0.01877090,0.00773274,0.12815696,0.11881779,0.00794108
-5.21360680,0.32986415,0.07854738,0.04727726,0.00629480,0.02051784,0.00895257,0.13382381,0.12264539,0.00831199
-5.20760380,0.35244919,0.08427982,0.05082691,0.00757276,0.02248258,0.01040939,0.14114178,0.12923993,0.00871858
-5.20160080,0.37914008,0.09082290,0.05493072,0.00908384,0.02467667,0.01211525,0.15009586,0.13852590,0.00916021
-5.19559780,0.41000841,0.09819140,0.05961468,0.01085350,0.02711102,0.01408107,0.16067923,0.15042678,0.00963688
-5.18959480,0.44513077,0.10639861,0.06490646,0.01290763,0.02979515,0.01631595,0.17288990,0.16486075,0.01014910
-5.18359180,0.48457679,0.11545366,0.07083372,0.01527187,0.03273638,0.01882641,0.18672632,0.18173558,0.01069766
-5.17758879,0.52839519,0.12535843,0.07742197,0.01797086,0.03593890,0.02161561,0.20218224,0.20094286,0.01128348
-5.17158579,0.57659888,0.13610445,0.08469230,0.02102737,0.03940288,0.02468264,0.21924101,0.22235216,0.01190727
-5.16558279,0.62914941,0.14766971,0.09265887,0.02446126,0.04312362,0.02802186,0.23786972,0.24580541,0.01256932
-5.15957979,0.68594194,0.16001580,0.10132643,0.02828843,0.04709079,0.03162230,0.25801339,0.27111204,0.01326920
-5.15357679,0.74679134,0.17308544,0.11068788,0.03251969,0.05128782,0.03546722,0.27958962,0.29804514,0.01400552
-5.14757379,0.81142033,0.18680058,0.12072199,0.03715956,0.05569148,0.03953383,0.30248403,0.32633914,0.01477568
-5.14157079,0.87945042,0.20106127,0.13139149,0.04220517,0.06027173,0.04379320,0.32654670,0.35568919,0.01557573
-5.13556778,0.95039630,0.21574549,0.14264159,0.04764521,0.06499177,0.04821032,0.35158995,0.38575245,0.01640019
-5.12956478,1.02366425,0.23070982,0.15439895,0.05345892,0.06980852,0.05274451,0.37738769,0.41615146,0.01724205
-5.12356178,1.09855488,0.24579128,0.16657140,0.05961538,0.07467322,0.05734992,0.40367637,0.44647951,0.01809274
-5.11755878,1.17427058,0.26081004,0.17904822,0.06607299,0.07953249,0.06197635,0.43015770,0.47630792,0.01894225
-5.11155578,1.24992734,0.27557319,0.19170124,0.07277918,0.08432954,0.06657018,0.45650309,0.50519505,0.01977931
-5.10555278,1.32457104,0.28987928,0.20438658,0.07967057,0.08900567,0.07107563,0.48235969,0.53269668,0.02059161
-5.09954977,1.39719753,0.30352350,0.21694719,0.08667342,0.09350187,0.07543596,0.50735791,0.55837732,0.02136613
-5.09354677,1.46677594,0.31630337,0.22921593,0.09370452,0.09776063,0.07959495,0.53112012,0.58182209,0.02208947
-5.08754377,1.53227446,0.32802461,0.24101936,0.10067249,0.10172763,0.08349831,0.55327022,0.60264850,0.02274826
-5.08154077,1.59268758,0.33850702,0.25218184,0.10747948,0.10535350,0.08709509,0.57344375,0.62051776,0.02332959
-5.07553777,1.64706371,0.34758999,0.26253004,0.11402326,0.10859540,0.09033910,0.59129820,0.63514496,0.02382140
-5.06953477,1.69453227,0.35513756,0.27189758,0.12019960,0.11141833,0.09319007,0.60652291,0.64630781,0.02421288
-5.06353177,1.73432899,0.36104271,0.28012964,0.12590495,0.11379631,0.09561479,0.61884849,0.65385337,0.02449487
-5.05752876,1.76581863,0.36523061,0.28708741,0.13103928,0.11571308,0.09758787,0.62805507,0.65770263,0.02466012
-5.05152576,1.78851400,0.36766092,0.29265218,0.13550894,0.11716253,0.09909237,0.63397931,0.65785260,0.02470361
-5.04552276,1.80209067,0.36832880,0.29672890,0.13922956,0.11814876,0.10012009,0.63651967,0.65437597,0.02462268
-5.03951976,1.80639682,0.36726482,0.29924910,0.14212871,0.11868569,0.10067156,0.63563993,0.64741824,0.02441716
-5.03351676,1.80145780,0.36453356,0.30017299,0.14414831,0.11879643,0.10075580,0.63137080,0.63719260,0.02408941
-5.02751376,1.78747532,0.36023128,0.29949072,0.14524665,0.11851220,0.10038973,0.62380943,0.62397279,0.02364424
-5.02151076,1.76482133,0.35448251,0.29722275,0.14539993,0.11787115,0.09959740,0.61311706,0.60808424,0.02308877
-5.01550775,1.73402698,0.34743588,0.29341924,0.14460320,0.11691687,0.09840901,0.59951479,0.58989398,0.02243225
-5.00950475,1.69576706,0.33925942,0.28815851,0.14287073,0.11569686,0.09685970,0.58327775,0.56979977,0.02168579
-5.00350175,1.65084068,0.33013546,0.28154480,0.14023574,0.11426093,0.09498838,0.56472777,0.54821883,0.02086205
-4.99749875,1.60014895,0.32025538,0.27370507,0.13674942,0.11265971,0.09283636,0.54422497,0.52557678,0.01997487
-4.99149575,1.54467051,0.30981447,0.26478540,0.13247946,0.11094318,0.09044611,0.52215857,0.50229702,0.01903892
-4.98549275,1.48543593,0.29900706,0.25494677,0.12750798,0.10915947,0.08786001,0.49893714,0.47879111,0.01806933
-4.97948974,1.42350180,0.28802205,0.24436063,0.12192902,0.10735385,0.08511930,0.47497869,0.45545020,0.01708127
-4.97348674,1.35992542,0.27703911,0.23320429,0.11584566,0.10556793,0.08226307,0.45070092,0.43263791,0.01608964
-4.96748374,1.29574079,0.26622537,0.22165637,0.10936700,0.10383916,0.07932755,0.42651187,0.41068462,0.01510869
-4.96148074,1.23193670,0.25573297,0.20989246,0.10260495,0.10220057,0.07634553,0.40280115,0.38988327,0.01415175
-4.95547774,1.16943718,0.24569717,0.19808109,0.09567115,0.10068071,0.07334603,0.37993215,0.37048654,0.01323093
-4.94947474,1.10908498,0.23623515,0.18638018,0.08867394,0.09930376,0.07035411,0.35823502,0.35270533,0.01235696
-4.94347174,1.05162794,0.22744537,0.17493399,0.08171566,0.09808979,0.06739095,0.33800097,0.33670830,0.01153894
-4.93746873,0.99770857,0.21940744,0.16387073,0.07489032,0.09705503,0.06447399,0.31947746,0.32262230,0.01078428
-4.93146573,0.94785668,0.21218225,0.15330071,0.06828165,0.09621218,0.06161730,0.30286474,0.31053349,0.01009861
-4.92546273,0.90248482,0.20581248,0.14331524,0.06196159,0.09557068,0.05883193,0.28831338,0.30048880,0.00948574
-4.91945973,0.86188650,0.20032314,0.13398596,0.05598937,0.09513678,0.05612637,0.27592296,0.29249773,0.00894766
-4.91345673,0.82623668,0.19572224,0.12536490,0.05041101,0.09491365,0.05350701,0.26574177,0.28653421,0.00848465
-4.90745373,0.79559446,0.19200144,0.11748491,0.04525927,0.09490117,0.05097857,0.25776755,0.28253841,0.00809530
-4.90145073,0.76990764,0.18913669,0.11036056,0.04055409,0.09509568,0.04854443,0.25194906,0.28041861,0.00777667
-4.89544772,0.74901886,0.18708881,0.10398940,0.03630334,0.09548965,0.04620699,0.24818863,0.28005296,0.00752444
-4.88944472,0.73267330,0.18580412,0.09835348,0.03250393,0.09607116,0.04396784,0.24634545,0.28129130,0.00733306
-4.88344172,0.72052764,0.18521510,0.09342109,0.02914315,0.09682349,0.04182793,0.24623969,0.28395713,0.00719598
-4.87743872,0.71216034,0.18524120,0.08914866,0.02620011,0.09772472,0.03978760,0.24765733,0.28784987,0.00710581
-4.87143572,0.70708308,0.18578987,0.08548271,0.02364735,0.09874742,0.03784655,0.25035567,0.29274750,0.00705456
-4.86543272,0.70475327,0.18675790,0.08236191,0.02145246,0.09985862,0.03600382,0.25406943,0.29840974,0.00703387
-4.85942971,0.70458772,0.18803313,0.07971914,0.01957963,0.10101996,0.03425768,0.25851749,0.30458189,0.00703523
-4.85342671,0.70597714,0.18949658,0.07748349,0.01799113,0.10218821,0.03260553,0.26340988,0.31099938,0.00705020
-4.84742371,0.70830139,0.19102501,0.07558229,0.01664873,0.10331607,0.03104385,0.26845523,0.31739299,0.00707062
-4.84142071,0.71094537,0.19249397,0.07394299,0.01551485,0.10435336,0.02956816,0.27336832,0.32349473,0.00708883
-4.83541771,0.71331495,0.19378116,0.07249504,0.01455364,0.10524845,0.02817303,0.27787747,0.32904427,0.00709785
-4.82941471,0.71485282,0.19477011,0.07117153,0.01373179,0.10595008,0.02685216,0.28173185,0.33379562,0.00709152
-4.82341171,0.71505367,0.19535401,0.06991083,0.01301921,0.10640924,0.02559852,0.28470821,0.33752409,0.00706468
-4.81740870,0.71347828,0.19543955,0.06865793,0.01238948,0.10658127,0.02440457,0.28661690,0.34003287,0.00701323
-4.81140570,0.70976595,0.19495062,0.06736564,0.01182014,0.10642796,0.02326246,0.28730704,0.34115929,0.00693425
-4.80540270,0.70364488,0.19383165,0.06599557,0.01129282,0.10591949,0.02216436,0.28667056,0.34078029,0.00682600
-4.79939970,0.69494001,0.19205044,0.06451878,0.01079321,0.10503626,0.02110274,0.28464492,0.33881682,0.00668793
-4.79339670,0.68357799,0.18960033,0.06291630,0.01031091,0.10377034,0.02007066,0.28121455,0.33523699,0.00652067
-4.78739370,0.66958898,0.18650157,0.06117919,0.00983917,0.10212657,0.01906209,0.27641070,0.33005774,0.00632594
-4.78139070,0.65310526,0.18280178,0.05930846,0.00937460,0.10012319,0.01807208,0.27030997,0.32334491,0.00610644
-4.77538769,0.63435654,0.17857547,0.05731461,0.00891671,0.09779197,0.01709706,0.26303133,0.31521175,0.00586578
-4.76938469,0.61366224,0.17392258,0.05521696,0.00846755,0.09517778,0.01613488,0.25473192,0.30581578,0.00560826
-4.76338169,0.59142094,0.16896607,0.05304271,0.00803120,0.09233771,0.01518494,0.24560167,0.29535421,0.00533878
-4.75737869,0.56809741,0.16384875,0.05082584,0.00761340,0.08933959,0.01424818,0.23585700,0.28405809,0.00506262
-4.75137569,0.54420780,0.15872920,0.04860577,0.00722102,0.08626022,0.01332704,0.22573389,0.27218537,0.00478528
-4.74537269,0.52030353,0.15377727,0.04642597,0.00686174,0.08318317,0.01242533,0.21548050,0.26001333,0.00451233
-4.73936968,0.49695437,0.14916904,0.04433254,0.00654365,0.08019626,0.01154809,0.20534964,0.24783043,0.00424921
-4.73336668,0.47473163,0.14508158,0.04237267,0.00627490,0.07738906,0.01070140,0.19559134,0.23592823,0.00400111
-4.72736368,0.45419168,0.14168774,0.04059326,0.00606346,0.07485012,0.00989223,0.18644589,0.22459335,0.00377282
-4.72136068,0.43586072,0.13915092,0.03903960,0.00591686,0.07266445,0.00912817,0.17813735,0.21410013,0.00356862
-4.71535768,0.42022107,0.13762038,0.03775413,0.00584205,0.07091102,0.00841729,0.17086791,0.20470385,0.00339219
-4.70935468,0.40769942,0.13722685,0.03677543,0.00584524,0.06966056,0.00776795,0.16481321,0.19663515,0.00324656
-4.70335168,0.39865738,0.13807893,0.03613738,0.00593183,0.06897368,0.00718867,0.16011862,0.19009536,0.00313402
-4.69734867,0.39338454,0.14026012,0.03586854,0.00610636,0.06889935,0.00668799,0.15689669,0.18525319,0.00305616
-4.69134567,0.39209401,0.14382672,0.03599170,0.00637250,0.06947380,0.00627440,0.15522566,0.18224259,0.00301381
-4.68534267,0.39492058,0.14880668,0.03652368,0.00673308,0.07071989,0.00595626,0.15514910,0.18116186,0.00300710
-4.67933967,0.40192125,0.15519918,0.03747528,0.00719011,0.07264686,0.00574178,0.15667660,0.18207384,0.00303550
-4.67333667,0.41307796,0.16297522,0.03885146,0.00774483,0.07525056,0.00563896,0.15978533,0.18500716,0.00309782
-4.66733367,0.42830227,0.17207896,0.04065159,0.00839779,0.07851407,0.00565557,0.16442246,0.18995825,0.00319237
-4.66133067,0.44744157,0.18242980,0.04286986,0.00914885,0.08240860,0.00579909,0.17050827,0.19689402,0.00331692
-4.65532766,0.47028648,0.19392502,0.04549570,0.00999727,0.08689473,0.00607665,0.17793973,0.20575495,0.00346888
-4.64932466,0.49657897,0.20644299,0.04851425,0.01094171,0.09192382,0.00649492,0.18659445,0.21645839,0.00364533
-4.64332166,0.52602081,0.21984656,0.05190688,0.01198022,0.09743956,0.00705997,0.19633482,0.22890183,0.00384311
