energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-5.57978989,1.22257239,0.59362887,0.26876066,0.00112746,0.29894267,0.30480334,0.00000000,0.63120050,0.21757627
-5.57378689,1.20498929,0.61397309,0.26910622,0.00107417,0.28582092,0.30705408,0.00000000,0.59431817,0.21013656
-5.56778389,1.19428310,0.63379337,0.27066275,0.00104175,0.27549454,0.30983461,0.00000000,0.56218882,0.20439618
-5.56178089,1.18995534,0.65271556,0.27327089,0.00103089,0.26790183,0.31300036,0.00000000,0.53467581,0.20030150
-5.55577789,1.19139780,0.67039161,0.27674873,0.00104224,0.26293722,0.31640217,0.00000000,0.51158382,0.19776970
-5.54977489,1.19792360,0.68651603,0.28089940,0.00107634,0.26045814,0.31989454,0.00000000,0.49267534,0.19669367
-5.54377189,1.20879919,0.70084124,0.28551885,0.00113373,0.26029230,0.32334364,0.00000000,0.47768663,0.19694725
-5.53776888,1.22327609,0.71319113,0.29040382,0.00121488,0.26224514,0.32663476,0.00000000,0.46634270,0.19839053
-5.53176588,1.24062114,0.72347226,0.29535950,0.00132019,0.26610721,0.32967885,0.00000000,0.45837056,0.20087510
-5.52576288,1.26014429,0.73168210,0.30020681,0.00145003,0.27166116,0.33241786,0.00000000,0.45351053,0.20424891
-5.51975988,1.28122299,0.73791399,0.30478882,0.00160467,0.27868838,0.33482861,0.00000000,0.45152516,0.20836095
-5.51375688,1.30332241,0.74235852,0.30897632,0.00178425,0.28697490,0.33692521,0.00000000,0.45220573,0.21306517
-5.50775388,1.32601096,0.74530117,0.31267214,0.00198878,0.29631653,0.33875965,0.00000000,0.45537622,0.21822408
-5.50175088,1.34897070,0.74711627,0.31581422,0.00221809,0.30652326,0.34042082,0.00000000,0.46089491,0.22371150
-5.49574787,1.37200242,0.74825741,0.31837721,0.00247177,0.31742262,0.34203173,0.00000000,0.46865363,0.22941477
-5.48974487,1.39502546,0.74924448,0.32037261,0.00274913,0.32886224,0.34374528,0.00000000,0.47857507,0.23523627
-5.48374187,1.41807220,0.75064787,0.32184743,0.00304917,0.34071130,0.34573855,0.00000000,0.49060836,0.24109426
-5.47773887,1.44127783,0.75307016,0.32288141,0.00337049,0.35286123,0.34820589,0.00000000,0.50472320,0.24692312
-5.47173587,1.46486559,0.75712591,0.32358288,0.00371131,0.36522530,0.35135101,0.00000000,0.52090289,0.25267293
-5.46573287,1.48912824,0.76342013,0.32408347,0.00406938,0.37773756,0.35537847,0.00000000,0.53913663,0.25830861
-5.45972986,1.51440641,0.77252623,0.32453174,0.00444199,0.39035080,0.36048464,0.00000000,0.55941139,0.26380851
-5.45372686,1.54106469,0.78496391,0.32508616,0.00482595,0.40303399,0.36684874,0.00000000,0.58170361,0.26916264
-5.44772386,1.56946643,0.80117790,0.32590751,0.00521759,0.41576905,0.37462396,0.00000000,0.60597119,0.27437047
-5.44172086,1.59994814,0.82151828,0.32715117,0.00561276,0.42854724,0.38392929,0.00000000,0.63214582,0.27943870
-5.43571786,1.63279465,0.84622295,0.32895948,0.00600692,0.44136527,0.39484222,0.00000000,0.66012623,0.28437862
-5.42971486,1.66821598,0.87540309,0.33145458,0.00639514,0.45422133,0.40739255,0.00000000,0.68977243,0.28920371
-5.42371186,1.70632709,0.90903220,0.33473198,0.00677221,0.46711127,0.42155780,0.00000000,0.72090125,0.29392707
-5.41770885,1.74713128,0.94693923,0.33885518,0.00713273,0.48002495,0.43726024,0.00000000,0.75328354,0.29855919
-5.41170585,1.79050829,0.98880632,0.34385158,0.00747122,0.49294329,0.45436587,0.00000000,0.78664308,0.30310594
-5.40570285,1.83620763,1.03417149,0.34970989,0.00778224,0.50583574,0.47268538,0.00000000,0.82065754,0.30756690
-5.39969985,1.88384770,1.08243637,0.35637911,0.00806055,0.51865875,0.49197722,0.00000000,0.85496153,0.31193427
-5.39369685,1.93292094,1.13287900,0.36376925,0.00830125,0.53135507,0.51195274,0.00000000,0.88915175,0.31619211
-5.38769385,1.98280495,1.18467144,0.37175373,0.00849987,0.54385393,0.53228322,0.00000000,0.92279430,0.32031633
-5.38169085,2.03277911,1.23690179,0.38017335,0.00865261,0.55607236,0.55260868,0.00000000,0.95543389,0.32427506
-5.37568784,2.08204635,1.28859983,0.38884170,0.00875636,0.56791719,0.57254813,0.00000000,0.98660471,0.32802969
-5.36968484,2.12975879,1.33876560,0.39755175,0.00880891,0.57928797,0.59171087,0.00000000,1.01584262,0.33153627
-5.36368184,2.17504640,1.38639967,0.40608335,0.00880897,0.59008033,0.60970844,0.00000000,1.04269816,0.33474736
-5.35767884,2.21704703,1.43053402,0.41421122,0.00875624,0.60018985,0.62616675,0.00000000,1.06674978,0.33761408
-5.35167584,2.25493664,1.47026225,0.42171322,0.00865151,0.60951585,0.64073780,0.00000000,1.08761671,0.34008835
-5.34567284,2.28795793,1.50476792,0.42837828,0.00849657,0.61796513,0.65311059,0.00000000,1.10497084,0.34212505
-5.33966983,2.31544617,1.53334957,0.43401385,0.00829424,0.62545519,0.66302064,0.00000000,1.11854702,0.34368406
-5.33366683,2.33685087,1.55544163,0.43845239,0.00804829,0.63191690,0.67025774,0.00000000,1.12815115,0.34473197
-5.32766383,2.35175219,1.57063010,0.44155669,0.00776334,0.63729620,0.67467171,0.00000000,1.13366575,0.34524342
-5.32166083,2.35987145,1.57866244,0.44322381,0.00744478,0.64155493,0.67617567,0.00000000,1.13505256,0.34520197
-5.31565783,2.36107540,1.57945126,0.44338747,0.00709858,0.64467063,0.67474707,0.00000000,1.13235217,0.34460037
-5.30965483,2.35537412,1.57307192,0.44201888,0.00673116,0.64663545,0.67042613,0.00000000,1.12568068,0.34344038
-5.30365183,2.34291316,1.55975407,0.43912607,0.00634925,0.64745416,0.66331220,0.00000000,1.11522352,0.34173212
-5.29764882,2.32396051,1.53986794,0.43475182,0.00595970,0.64714161,0.65355798,0.00000000,1.10122696,0.33949292
-5.29164582,2.29888946,1.51390611,0.42897040,0.00556931,0.64571973,0.64136217,0.00000000,1.08398776,0.33674602
-5.28564282,2.26815868,1.48246177,0.42188339,0.00518471,0.64321449,0.62696097,0.00000000,1.06384159,0.33351896
-5.27963982,2.23229084,1.44620479,0.41361481,0.00481219,0.63965306,0.61061874,0.00000000,1.04115088,0.32984206
-5.27363682,2.19185106,1.40585662,0.40430591,0.00445759,0.63506139,0.59261858,0.00000000,1.01629298,0.32574702
-5.26763382,2.14742668,1.36216554,0.39410999,0.00412620,0.62946258,0.57325303,0.00000000,0.98964894,0.32126564
-5.26163082,2.09960926,1.31588304,0.38318723,0.00382267,0.62287608,0.55281555,0.00000000,0.96159394,0.31642908
-5.25562781,2.04897986,1.26774265,0.37170022,0.00355097,0.61531803,0.53159296,0.00000000,0.93248938,0.31126738
-5.24962481,1.99609811,1.21844175,0.35980984,0.00331429,0.60680247,0.50985921,0.00000000,0.90267732,0.30580950
-5.24362181,1.94149537,1.16862707,0.34767210,0.00311508,0.59734375,0.48787063,0.00000000,0.87247720,0.30008383
-5.23761881,1.88567188,1.11888401,0.33543555,0.00295503,0.58695960,0.46586269,0.00000000,0.84218488,0.29411898
-5.23161581,1.82909771,1.06973011,0.32323966,0.00283505,0.57567504,0.44404828,0.00000000,0.81207395,0.28794504
-5.22561281,1.77221673,1.02161218,0.31121377,0.00275529,0.56352653,0.42261736,0.00000000,0.78239884,0.28159493
-5.21960980,1.71545310,0.97490708,0.29947673,0.00271522,0.55056635,0.40173780,0.00000000,0.75339957,0.27510590
-5.21360680,1.65921921,0.92992540,0.28813702,0.00271361,0.53686667,0.38155725,0.00000000,0.72530745,0.26852098
-5.20760380,1.60392428,0.88691765,0.27729329,0.00274860,0.52252321,0.36220561,0.00000000,0.69835140,0.26189026
-5.20160080,1.54998280,0.84608228,0.26703503,0.00281774,0.50765811,0.34379805,0.00000000,0.67276440,0.25527190
-5.19559780,1.49782187,0.80757487,0.25744342,0.00291806,0.49242174,0.32643809,0.00000000,0.64878951,0.24873281
-5.18959480,1.44788708,0.77151795,0.24859217,0.00304610,0.47699351,0.31022073,0.00000000,0.62668512,0.24234881
-5.18359180,1.40064614,0.73801094,0.24054818,0.00319801,0.46158125,0.29523527,0.00000000,0.60672914,0.23620442
-5.17758879,1.35659022,0.70713969,0.23337213,0.00336962,0.44641937,0.28156771,0.00000000,0.58922173,0.23039212
-5.17158579,1.31623275,0.67898527,0.22711887,0.00355647,0.43176578,0.26930270,0.00000000,0.57448659,0.22501109
-5.16558279,1.28010564,0.65363179,0.22183753,0.00375394,0.41789753,0.25852485,0.00000000,0.56287052,0.22016565
-5.15957979,1.24875327,0.63117289,0.21757152,0.00395731,0.40510544,0.24931946,0.00000000,0.55474133,0.21596316
-5.15357679,1.22272424,0.61171689,0.21435829,0.00416188,0.39368780,0.24177266,0.00000000,0.55048403,0.21251176
-5.14757379,1.20256142,0.59539037,0.21222900,0.00436300,0.38394345,0.23597089,0.00000000,0.55049554,0.20991780
-5.14157079,1.18879048,0.58234011,0.21120797,0.00455624,0.37616424,0.23199997,0.00000000,0.55517779,0.20828313
-5.13556778,1.18190740,0.57273343,0.21131218,0.00473739,0.37062741,0.22994352,0.00000000,0.56492947,0.20770239
-5.12956478,1.18236517,0.56675667,0.21255056,0.00490263,0.36758777,0.22988103,0.00000000,0.58013662,0.20826020
-5.12356178,1.19056022,0.56461198,0.21492335,0.00504853,0.36727021,0.23188551,0.00000000,0.60116214,0.21002857
-5.11755878,1.20681874,0.56651232,0.21842138,0.00517215,0.36986252,0.23602083,0.00000000,0.62833438,0.21306436
-5.11155578,1.23138327,0.57267461,0.22302543,0.00527109,0.37550887,0.24233871,0.00000000,0.66193516,0.21740706
-5.10555278,1.26439996,0.58331126,0.22870550,0.00534350,0.38430399,0.25087558,0.00000000,0.70218730,0.22307679
-5.09954977,1.30590668,0.59862001,0.23542023,0.00538813,0.39628839,0.26164921,0.00000000,0.74924207,0.23007267
-5.09354677,1.35582233,0.61877247,0.24311630,0.00540428,0.41144457,0.27465534,0.00000000,0.80316670,0.23837152
-5.08754377,1.41393776,0.64390141,0.25172802,0.00539187,0.42969446,0.28986432,0.00000000,0.86393247,0.24792706
-5.08154077,1.47990849,0.67408738,0.26117698,0.00535131,0.45089816,0.30721787,0.00000000,0.93140358,0.25866953
-5.07553777,1.55324969,0.70934503,0.27137190,0.00528353,0.47485399,0.32662616,0.00000000,1.00532739,0.27050575
-5.06953477,1.63333358,0.74960967,0.28220864,0.00518991,0.50129993,0.34796520,0.00000000,1.08532624,0.28331972
-5.06353177,1.71938972,0.79472470,0.29357056,0.00507219,0.52991652,0.37107496,0.00000000,1.17089152,0.29697369
-5.05752876,1.81050835,0.84443064,0.30532902,0.00493244,0.56033099,0.39575796,0.00000000,1.26138029,0.31130976
-5.05152576,1.90564695,0.89835638,0.31734432,0.00477297,0.59212285,0.42177893,0.00000000,1.35601483,0.32615183
-5.04552276,2.00364026,0.95601336,0.32946685,0.00459625,0.62483054,0.44886531,0.00000000,1.45388569,0.34130814
-5.03951976,2.10321377,1.01679329,0.34153863,0.00440487,0.65795929,0.47670889,0.00000000,1.55395826,0.35657406
-5.03351676,2.20300052,1.07996993,0.35339516,0.00420146,0.69098986,0.50496859,0.00000000,1.65508334,0.37173527
-5.02751376,2.30156131,1.14470533,0.36486754,0.00398866,0.72338804,0.53327453,0.00000000,1.75601165,0.38657122
-5.02151076,2.39740777,1.21006071,0.37578493,0.00376902,0.75461476,0.56123319,0.00000000,1.85541224,0.40085880
-5.01550775,2.48902811,1.27501201,0.38597714,0.00354501,0.78413650,0.58843383,0.00000000,1.95189482,0.41437607
-5.00950475,2.57491498,1.33846982,0.39527744,0.00331896,0.81143586,0.61445590,0.00000000,2.04403529,0.42690614
-5.00350175,2.65359485,1.39930337,0.40352552,0.00309304,0.83602198,0.63887737,0.00000000,2.13040445,0.43824101
-4.99749875,2.72365827,1.45636778,0.41057039,0.00286924,0.85744065,0.66128368,0.00000000,2.20959873,0.44818531
-4.99149575,2.78379017,1.50853374,0.41627335,0.00264937,0.87528380,0.68127727,0.00000000,2.28027251,0.45655991
-4.98549275,2.83279945,1.55471859,0.42051079,0.00243501,0.88919814,0.69848705,0.00000000,2.34117085,0.46320531
-4.97948974,2.86964701,1.59391756,0.42317688,0.00222758,0.89889280,0.71257786,0.00000000,2.39116165,0.46798478
-4.97348674,2.89347129,1.62523400,0.42418597,0.00202826,0.90414568,0.72325935,0.00000000,2.42926617,0.47078714
-4.96748374,2.90361057,1.64790726,0.42347471,0.00183804,0.90480836,0.73029405,0.00000000,2.45468673,0.47152914
-4.96148074,2.89962120,1.66133714,0.42100382,0.00165772,0.90080945,0.73350428,0.00000000,2.46683052,0.47015740
-4.95547774,2.88129105,1.66510368,0.41675935,0.00148791,0.89215623,0.73277765,0.00000000,2.46532856,0.46664983
-4.94947474,2.84864771,1.65898161,0.41075362,0.00132905,0.87893452,0.72807093,0.00000000,2.45004893,0.46101653
-4.94347174,2.80196092,1.64294859,0.40302545,0.00118140,0.86130670,0.71941198,0.00000000,2.42110364,0.45330001
-4.93746873,2.74173903,1.61718709,0.39364002,0.00104507,0.83950805,0.70689984,0.00000000,2.37884864,0.44357487
-4.93146573,2.66871951,1.58207962,0.38268807,0.00092004,0.81384130,0.69070282,0.00000000,2.32387706,0.43194674
-4.92546273,2.58385364,1.53819775,0.37028456,0.00080617,0.78466973,0.67105457,0.00000000,2.25700546,0.41855061
-4.91945973,2.48828580,1.48628522,0.35656677,0.00070321,0.75240883,0.64824849,0.00000000,2.17925388,0.40354849
-4.91345673,2.38332803,1.42723606,0.34169191,0.00061082,0.71751686,0.62263036,0.00000000,2.09182012,0.38712646
-4.90745373,2.27043049,1.36206867,0.32583427,0.00052860,0.68048466,0.59458981,0.00000000,1.99604933,0.36949117
-4.90145073,2.15114909,1.29189696,0.30918196,0.00045612,0.64182483,0.56455065,0.00000000,1.89340003,0.35086590
-4.89544772,2.02711105,1.21789976,0.29193334,0.00039289,0.60206084,0.53296056,0.00000000,1.78540783,0.33148623
-4.88944472,1.89997974,1.14128990,0.27429330,0.00033845,0.56171621,0.50028052,0.00000000,1.67364821,0.31159543
-4.88344172,1.77141989,1.06328396,0.25646938,0.00029235,0.52130422,0.46697435,0.00000000,1.55969969,0.29143983
-4.87743872,1.64306428,0.98507390,0.23866795,0.00025416,0.48131847,0.43349864,0.00000000,1.44510884,0.27126413
-4.87143572,1.51648303,0.90780155,0.22109058,0.00022352,0.44222435,0.40029353,0.00000000,1.33135812,0.25130694
-4.86543272,1.39315620,0.83253661,0.20393052,0.00020014,0.40445189,0.36777453,0.00000000,1.21983766,0.23179660
-4.85942971,1.27445057,0.76025867,0.18736967,0.00018380,0.36838999,0.33632557,0.00000000,1.11182175,0.21294739
-4.85342671,1.16160094,0.69184363,0.17157591,0.00017441,0.33438206,0.30629357,0.00000000,1.00845050,0.19495629
-4.84742371,1.05569639,0.62805444,0.15670086,0.00017195,0.30272325,0.27798442,0.00000000,0.91071697,0.17800033
-4.84142071,0.95767125,0.56953612,0.14287827,0.00017653,0.27365907,0.25166054,0.00000000,0.81945969,0.16223452
-4.83541771,0.86830096,0.51681453,0.13022285,0.00018838,0.24738534,0.22753981,0.00000000,0.73536040,0.14779051
-4.82941471,0.78820204,0.47029862,0.11882967,0.00020785,0.22404936,0.20579591,0.00000000,0.65894643,0.13477578
-4.82341171,0.71783607,0.43028528,0.10877400,0.00023537,0.20375194,0.18655973,0.00000000,0.59059706,0.12327354
-4.81740870,0.65751660,0.39696646,0.10011169,0.00027150,0.18655033,0.16992181,0.00000000,0.53055323,0.11334309
-4.81140570,0.60741864,0.37043752,0.09287979,0.00031686,0.17246154,0.15593544,0.00000000,0.47892950,0.10502067
-4.80540270,0.56758976,0.35070657,0.08709759,0.00037216,0.16146605,0.14462032,0.00000000,0.43572761,0.09832073
-4.79939970,0.53796219,0.33770385,0.08276782,0.00043813,0.15351155,0.13596643,0.00000000,0.40085070,0.09323743
-4.79339670,0.51836518,0.33129092,0.07987804,0.00051550,0.14851664,0.12993802,0.00000000,0.37411734,0.08974642
-4.78739370,0.50853716,0.33126920,0.07840205,0.00060499,0.14637427,0.12647739,0.00000000,0.35527497,0.08780665
-4.78139070,0.50813712,0.33738758,0.07830143,0.00070723,0.14695488,0.12550846,0.00000000,0.34401184,0.08736234
-4.77538769,0.51675491,0.34934897,0.07952684,0.00082277,0.15010913,0.12693991,0.00000000,0.33996750,0.08834484
-4.76938469,0.53392033,0.36681581,0.08201946,0.00095196,0.15567023,0.13066779,0.00000000,0.34274125,0.09067451
-4.76338169,0.55911069,0.38941448,0.08571211,0.00109498,0.16345586,0.13657767,0.00000000,0.35189882,0.09426240
-4.75737869,0.59175720,0.41673889,0.09053038,0.00125176,0.17326982,0.14454615,0.00000000,0.36697711,0.09901187
-4.75137569,0.63124997,0.44835331,0.09639350,0.00142190,0.18490336,0.15444192,0.00000000,0.38748733,0.10482008
-4.74537269,0.67694204,0.48379476,0.10321514,0.00160472,0.19813635,0.16612629,0.00000000,0.41291691,0.11157926
-4.73936968,0.72815257,0.52257514,0.11090405,0.00179917,0.21273846,0.17945328,0.00000000,0.44273040,0.11917787
-4.73336668,0.78416958,0.56418330,0.11936454,0.00200379,0.22847029,0.19426942,0.00000000,0.47636999,0.12750163
-4.72736368,0.84425241,0.60808739,0.12849696,0.00221680,0.24508471,0.21041331,0.00000000,0.51325596,0.13643441
-4.72136068,0.90763440,0.65373753,0.13819802,0.00243599,0.26232847,0.22771500,0.00000000,0.55278761,0.14585898
-4.71535768,0.97352590,0.70056897,0.14836111,0.00265885,0.27994401,0.24599545,0.00000000,0.59434499,0.15565777
-4.70935468,1.04111810,0.74800589,0.15887669,0.00288252,0.29767177,0.26506602,0.00000000,0.63729188,0.16571342
-4.70335168,1.10958771,0.79546588,0.16963264,0.00310391,0.31525280,0.28472824,0.00000000,0.68098013,0.17590951
-4.69734867,1.17810290,0.84236504,0.18051475,0.00331976,0.33243182,0.30477395,0.00000000,0.72475572,0.18613110
-4.69134567,1.24583056,0.88812379,0.19140735,0.00352672,0.34896064,0.32498582,0.00000000,0.76796640,0.19626549
-4.68534267,1.31194501,0.93217323,0.20219412,0.00372142,0.36460190,0.34513852,0.00000000,0.80997106,0.20620300
-4.67933967,1.37563816,0.97396208,0.21275908,0.00390066,0.37913314,0.36500044,0.00000000,0.85015044,0.21583788
-4.67333667,1.43613118,1.01296397,0.22298783,0.00406142,0.39235095,0.38433612,0.00000000,0.88791910,0.22506942
-4.66733367,1.49268737,1.04868510,0.23276912,0.00420108,0.40407522,0.40290942,0.00000000,0.92273818,0.23380327
-4.66133067,1.54462621,1.08067197,0.24199654,0.00431745,0.41415331,0.42048732,0.00000000,0.95412846,0.24195290
-4.65532766,1.59133809,1.10851919,0.25057063,0.00440892,0.42246395,0.43684437,0.00000000,0.98168327,0.24944132
-4.64932466,1.63229943,1.13187707,0.25840101,0.00447454,0.42892076,0.45176772,0.00000000,1.00508065,0.25620293
-4.64332166,1.66708759,1.15045884,0.26540885,0.00451410,0.43347525,0.46506253,0.00000000,1.02409419,0.26218553
