energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Na_s_up,Te_p_up,Te_d_up
-5.40570285,1.38275257,0.31636094,0.88135991,0.00530448,0.03658524,0.10147524,0.47582962,0.00000000
-5.39969985,1.48856390,0.34641091,0.94622276,0.00561267,0.03978074,0.11120634,0.51304329,0.00000000
-5.39369685,1.59427980,0.37742203,1.01056617,0.00591226,0.04305873,0.12134368,0.55032305,0.00000000
-5.38769385,1.69892638,0.40917039,1.07375590,0.00620289,0.04640015,0.13185552,0.58732436,0.00000000
-5.38169085,1.80151932,0.44140728,1.13515757,0.00648514,0.04978498,0.14271002,0.62369601,0.00000000
-5.37568784,1.90108370,0.47386233,1.19414974,0.00676059,0.05319257,0.15387658,0.65908723,0.00000000
-5.36968484,1.99667409,0.50624760,1.25013671,0.00703185,0.05660204,0.16532725,0.69315489,0.00000000
-5.36368184,2.08739403,0.53826219,1.30256094,0.00730261,0.05999272,0.17703790,0.72557080,0.00000000
-5.35767884,2.17241453,0.56959755,1.35091454,0.00757751,0.06334450,0.18898917,0.75602862,0.00000000
-5.35167584,2.25099076,0.59994322,1.39474948,0.00786208,0.06663821,0.20116703,0.78425030,0.00000000
-5.34567284,2.32247667,0.62899277,1.43368645,0.00816257,0.06985592,0.21356282,0.80999193,0.00000000
-5.33966983,2.38633697,0.65644990,1.46742187,0.00848572,0.07298118,0.22617280,0.83304855,0.00000000
-5.33366683,2.44215613,0.68203440,1.49573316,0.00883848,0.07599922,0.23899708,0.85325804,0.00000000
-5.32766383,2.48964424,0.70548787,1.51848194,0.00922771,0.07889702,0.25203787,0.87050380,0.00000000
-5.32166083,2.52863959,0.72657885,1.53561534,0.00965985,0.08166336,0.26529719,0.88471621,0.00000000
-5.31565783,2.55910794,0.74510742,1.54716522,0.01014056,0.08428865,0.27877403,0.89587282,0.00000000
-5.30965483,2.58113856,0.76090895,1.55324566,0.01067433,0.08676486,0.29246107,0.90399722,0.00000000
-5.30365183,2.59493739,0.77385698,1.55404854,0.01126420,0.08908519,0.30634114,0.90915683,0.00000000
-5.29764882,2.60081750,0.78386511,1.54983770,0.01191138,0.09124377,0.32038364,0.91145940,0.00000000
-5.29164582,2.59918742,0.79088797,1.54094168,0.01261504,0.09323534,0.33454111,0.91104875,0.00000000
-5.28564282,2.59053773,0.79492117,1.52774546,0.01337212,0.09505482,0.34874625,0.90809961,0.00000000
-5.27963982,2.57542668,0.79600046,1.51068148,0.01417717,0.09669698,0.36290957,0.90281199,0.00000000
-5.27363682,2.55446534,0.79420000,1.49022020,0.01502241,0.09815610,0.37691798,0.89540527,0.00000000
-5.26763382,2.52830308,0.78963014,1.46686075,0.01589778,0.09942567,0.39063450,0.88611230,0.00000000
-5.26163082,2.49761392,0.78243463,1.44112171,0.01679112,0.10049828,0.40389928,0.87517376,0.00000000
-5.25562781,2.46308454,0.77278761,1.41353278,0.01768851,0.10136551,0.41653189,0.86283307,0.00000000
-5.24962481,2.42540432,0.76089047,1.38462721,0.01857463,0.10201809,0.42833517,0.84933210,0.00000000
-5.24362181,2.38525797,0.74696876,1.35493566,0.01943326,0.10244606,0.43910026,0.83490786,0.00000000
-5.23761881,2.34332094,0.73126927,1.32498132,0.02024785,0.10263920,0.44861288,0.81979030,0.00000000
-5.23161581,2.30025762,0.71405732,1.29527660,0.02100209,0.10258752,0.45666053,0.80420127,0.00000000
-5.22561281,2.25672232,0.69561443,1.26632131,0.02168055,0.10228193,0.46304037,0.78835473,0.00000000
-5.21960980,2.21336250,0.67623616,1.23860209,0.02226928,0.10171495,0.46756726,0.77245797,0.00000000
-5.21360680,2.17082379,0.65623023,1.21259294,0.02275641,0.10088148,0.47008176,0.75671367,0.00000000
-5.20760380,2.12975588,0.63591466,1.18875641,0.02313268,0.09977959,0.47045756,0.74132269,0.00000000
-5.20160080,2.09081846,0.61561587,1.16754490,0.02339185,0.09841130,0.46860790,0.72648699,0.00000000
-5.19559780,2.05468604,0.59566657,1.14940161,0.02353102,0.09678315,0.46449070,0.71241255,0.00000000
-5.18959480,2.02205063,0.57640311,1.13476055,0.02355085,0.09490679,0.45811210,0.69931165,0.00000000
-5.18359180,1.99362131,0.55816230,1.12404488,0.02345562,0.09279928,0.44952804,0.68740439,0.00000000
-5.17758879,1.97011960,0.54127740,1.11766326,0.02325310,0.09048320,0.43884398,0.67691867,0.00000000
-5.17158579,1.95227021,0.52607328,1.11600375,0.02295433,0.08798655,0.42621255,0.66808879,0.00000000
-5.16558279,1.94078654,0.51286063,1.11942495,0.02257326,0.08534238,0.41182929,0.66115206,0.00000000
-5.15957979,1.93635112,0.50192932,1.12824447,0.02212624,0.08258817,0.39592672,0.65634357,0.00000000
-5.15357679,1.93959113,0.49354097,1.14272490,0.02163141,0.07976504,0.37876695,0.65388903,0.00000000
-5.14757379,1.95105000,0.48792100,1.16305772,0.02110806,0.07691670,0.36063317,0.65399596,0.00000000
-5.14157079,1.97115610,0.48525033,1.18934587,0.02057584,0.07408829,0.34182051,0.65684349,0.00000000
-5.13556778,2.00019012,0.48565723,1.22158592,0.02005408,0.07132512,0.32262661,0.66257118,0.00000000
-5.12956478,2.03825300,0.48920963,1.25965095,0.01956102,0.06867134,0.30334241,0.67126763,0.00000000
-5.12356178,2.08523625,0.49590831,1.30327520,0.01911313,0.06616863,0.28424349,0.68295935,0.00000000
-5.11755878,2.14079689,0.50568145,1.35204207,0.01872452,0.06385504,0.26558238,0.69760063,0.00000000
-5.11155578,2.20433890,0.51838106,1.40537623,0.01840638,0.06176378,0.24758210,0.71506521,0.00000000
-5.10555278,2.27500303,0.53378140,1.46254138,0.01816662,0.05992240,0.23043119,0.73514035,0.00000000
-5.09954977,2.35166638,0.55157998,1.52264410,0.01800959,0.05835197,0.21428029,0.75752392,0.00000000
-5.09354677,2.43295282,0.57140117,1.58464465,0.01793594,0.05706664,0.19924044,0.78182488,0.00000000
-5.08754377,2.51725470,0.59280255,1.64737478,0.01794266,0.05607336,0.18538290,0.80756759,0.00000000
-5.08154077,2.60276576,0.61528391,1.70956242,0.01802325,0.05537191,0.17274058,0.83419991,0.00000000
-5.07553777,2.68752453,0.63829877,1.76986267,0.01816796,0.05495506,0.16131068,0.86110508,0.00000000
-5.06953477,2.76946685,0.66126811,1.82689418,0.01836430,0.05480909,0.15105853,0.88761706,0.00000000
-5.06353177,2.84648567,0.68359577,1.87927948,0.01859747,0.05491439,0.14192219,0.91303872,0.00000000
-5.05752876,2.91649580,0.70468512,1.92568786,0.01885098,0.05524624,0.13381768,0.93666237,0.00000000
-5.05152576,2.97750094,0.72395622,1.96487891,0.01910731,0.05577574,0.12664448,0.95779159,0.00000000
-5.04552276,3.02766020,0.74086297,1.99574487,0.01934858,0.05647081,0.12029101,0.97576370,0.00000000
-5.03951976,3.06535118,0.75490944,2.01734999,0.01955720,0.05729721,0.11464002,0.98997157,0.00000000
-5.03351676,3.08922693,0.76566473,2.02896515,0.01971654,0.05821963,0.10957348,0.99988409,0.00000000
-5.02751376,3.09826433,0.77277584,2.03009626,0.01981149,0.05920265,0.10497691,1.00506427,0.00000000
-5.02151076,3.09180190,0.77597799,2.02050521,0.01982900,0.06021178,0.10074308,1.00518410,0.00000000
-5.01550775,3.06956549,0.77510190,2.00022264,0.01975850,0.06121433,0.09677497,1.00003566,0.00000000
-5.00950475,3.03168107,0.77007796,1.96955208,0.01959219,0.06218021,0.09298786,0.98953798,0.00000000
-5.00350175,2.97867424,0.76093692,1.92906546,0.01932526,0.06308263,0.08931084,0.97373936,0.00000000
-4.99749875,2.91145692,0.74780741,1.87959051,0.01895598,0.06389864,0.08568742,0.95281512,0.00000000
-4.99149575,2.83130211,0.73091023,1.82219072,0.01848563,0.06460956,0.08207569,0.92706106,0.00000000
-4.98549275,2.73980819,0.71054984,1.75813908,0.01791837,0.06520124,0.07844781,0.89688298,0.00000000
-4.97948974,2.63885467,0.68710353,1.68888675,0.01726102,0.06566421,0.07478916,0.86278270,0.00000000
-4.97348674,2.53055130,0.66100857,1.61602819,0.01652267,0.06599363,0.07109713,0.82534158,0.00000000
-4.96748374,2.41718307,0.63274823,1.54126425,0.01571435,0.06618911,0.06737972,0.78520196,0.00000000
-4.96148074,2.30115305,0.60283699,1.46636442,0.01484855,0.06625443,0.06365402,0.74304771,0.00000000
-4.95547774,2.18492546,0.57180572,1.39312970,0.01393879,0.06619707,0.05994470,0.69958450,0.00000000
-4.94947474,2.07097068,0.54018733,1.32335708,0.01299913,0.06602774,0.05628254,0.65552076,0.00000000
-4.94347174,1.96171389,0.50850342,1.25880635,0.01204373,0.06575970,0.05270310,0.61154988,0.00000000
-4.93746873,1.85948860,0.47725236,1.20116998,0.01108648,0.06540811,0.04924550,0.56833444,0.00000000
-4.93146573,1.76649582,0.44689919,1.15204620,0.01014057,0.06498938,0.04595149,0.52649280,0.00000000
-4.92546273,1.68476940,0.41786755,1.11291551,0.00921825,0.06452050,0.04286459,0.48658848,0.00000000
-4.91945973,1.61614777,0.39053369,1.08512033,0.00833055,0.06401840,0.04002948,0.44912239,0.00000000
-4.91345673,1.56225166,0.36522281,1.06984770,0.00748713,0.06349948,0.03749155,0.41452802,0.00000000
-4.90745373,1.52446768,0.34220742,1.06811453,0.00669619,0.06297921,0.03529659,0.38316940,0.00000000
-4.90145073,1.50393696,0.32170770,1.08075522,0.00596442,0.06247185,0.03349052,0.35534167,0.00000000
-4.89544772,1.50154836,0.30389363,1.10841118,0.00529704,0.06199045,0.03211924,0.33127380,0.00000000
-4.88944472,1.51793551,0.28888858,1.15152215,0.00469785,0.06154688,0.03122848,0.31113322,0.00000000
-4.88344172,1.55347710,0.27677392,1.21031917,0.00416935,0.06115213,0.03086355,0.29503169,0.00000000
-4.87743872,1.60829986,0.26759454,1.28481923,0.00371289,0.06081671,0.03106910,0.28303218,0.00000000
-4.87143572,1.68228385,0.26136466,1.37482179,0.00332880,0.06055117,0.03188871,0.27515612,0.00000000
-4.86543272,1.77506973,0.25807376,1.47990749,0.00301657,0.06036674,0.03336440,0.27139060,0.00000000
-4.85942971,1.88606781,0.25769219,1.59943938,0.00277497,0.06027594,0.03553595,0.27169522,0.00000000
-4.85342671,2.01446892,0.26017621,1.73256706,0.00260221,0.06029321,0.03844011,0.27600815,0.00000000
-4.84742371,2.15925688,0.26547215,1.87823428,0.00249607,0.06043538,0.04210962,0.28425116,0.00000000
-4.84142071,2.31922271,0.27351961,2.03518997,0.00245397,0.06072213,0.04657215,0.29633342,0.00000000
-4.83541771,2.49298046,0.28425339,2.20200336,0.00247305,0.06117611,0.05184914,0.31215391,0.00000000
-4.82941471,2.67898472,0.29760424,2.37708274,0.00255024,0.06182289,0.05795457,0.33160247,0.00000000
-4.82341171,2.87554948,0.31349829,2.55869800,0.00268222,0.06269068,0.06489377,0.35455941,0.00000000
-4.81740870,3.08086834,0.33185533,2.74500650,0.00286550,0.06380966,0.07266230,0.38089384,0.00000000
-4.81140570,3.29303560,0.35258597,2.93408157,0.00309633,0.06521111,0.08124486,0.41046087,0.00000000
-4.80540270,3.51006798,0.37558798,3.12394308,0.00337072,0.06692628,0.09061449,0.44309791,0.00000000
-4.79939970,3.72992659,0.40074196,3.31258909,0.00368437,0.06898494,0.10073194,0.47862027,0.00000000
-4.79339670,3.95053862,0.42790668,3.49802767,0.00403270,0.07141385,0.11154536,0.51681653,0.00000000
-4.78739370,4.16981866,0.45691446,3.67830799,0.00441073,0.07423509,0.12299025,0.55744384,0.00000000
-4.78139070,4.38568918,0.48756682,3.85154976,0.00481318,0.07746433,0.13498984,0.60022369,0.00000000
-4.77538769,4.59610002,0.51963098,4.01597024,0.00523438,0.08110922,0.14745571,0.64483831,0.00000000
-4.76938469,4.79904702,0.55283723,4.16990828,0.00566836,0.08516783,0.16028888,0.69092833,0.00000000
-4.76338169,4.99258972,0.58687780,4.31184492,0.00610887,0.08962743,0.17338110,0.73809178,0.00000000
-4.75737869,5.17486835,0.62140731,4.44042044,0.00654945,0.09446354,0.18661653,0.78588478,0.00000000
-4.75137569,5.34412053,0.65604503,4.55444782,0.00698354,0.09963931,0.19987359,0.83382422,0.00000000
-4.74537269,5.49869786,0.69037904,4.65292278,0.00740459,0.10510549,0.21302708,0.88139247,0.00000000
-4.73936968,5.63708281,0.72397240,4.73503085,0.00780620,0.11080077,0.22595035,0.92804415,0.00000000
-4.73336668,5.75790612,0.75637110,4.80015177,0.00818225,0.11665265,0.23851761,0.97321493,0.00000000
-4.72736368,5.85996489,0.78711370,4.84786176,0.00852706,0.12257892,0.25060627,1.01633226,0.00000000
-4.72136068,5.94224126,0.81574237,4.87793401,0.00883555,0.12848945,0.26209925,1.05682754,0.00000000
-4.71535768,6.00392144,0.84181486,4.89033784,0.00910339,0.13428860,0.27288722,1.09414962,0.00000000
-4.70935468,6.04441465,0.86491705,4.88523664,0.00932711,0.13987786,0.28287085,1.12777890,0.00000000
-4.70335168,6.06337126,0.88467554,4.86298475,0.00950426,0.14515884,0.29196284,1.15724174,0.00000000
-4.69734867,6.06069932,0.90076966,4.82412321,0.00963349,0.15003641,0.30008996,1.18212439,0.00000000
-4.69134567,6.03657837,0.91294254,4.76937420,0.00971459,0.15442185,0.30719489,1.20208603,0.00000000
-4.68534267,5.99146956,0.92101059,4.69963386,0.00974860,0.15823601,0.31323798,1.21687020,0.00000000
-4.67933967,5.92612108,0.92487089,4.61596317,0.00973776,0.16141221,0.31819882,1.22631415,0.00000000
-4.67333667,5.84156773,0.92450639,4.51957650,0.00968551,0.16389876,0.32207768,1.23035572,0.00000000
-4.66733367,5.73912407,0.91998826,4.41182757,0.00959643,0.16566119,0.32489665,1.22903723,0.00000000
-4.66133067,5.62037050,0.91147558,4.29419254,0.00947616,0.16668376,0.32670062,1.22250628,0.00000000
-4.65532766,5.48713197,0.89921211,4.16825024,0.00933129,0.16697052,0.32755778,1.21101326,0.00000000
-4.64932466,5.34144955,0.88352032,4.03565953,0.00916916,0.16654554,0.32755980,1.19490573,0.00000000
-4.64332166,5.18554516,0.86479288,3.89813408,0.00899777,0.16545256,0.32682141,1.17461960,0.00000000
-4.63731866,5.02178031,0.84348190,3.75741504,0.00882556,0.16375389,0.32547943,1.15066767,0.00000000
-4.63131566,4.85260980,0.82008630,3.61524216,0.00866116,0.16152861,0.32369102,1.12362573,0.00000000
-4.62531266,4.68053190,0.79513784,3.47332408,0.00851325,0.15887026,0.32163124,1.09411683,0.00000000
-4.61930965,4.50803616,0.76918624,3.33330861,0.00839027,0.15588385,0.31948972,1.06279425,0.00000000
-4.61330665,4.33755088,0.74278396,3.19675389,0.00830023,0.15268261,0.31746654,1.03032371,0.00000000
-4.60730365,4.17139140,0.71647114,3.06510113,0.00825045,0.14938436,0.31576728,0.99736555,0.00000000
-4.60130065,4.01171119,0.69076118,2.93964993,0.00824739,0.14610769,0.31459739,0.96455736,0.00000000
-4.59529765,3.86045696,0.66612745,2.82153673,0.00829638,0.14296822,0.31415592,0.93249768,0.00000000
-4.58929465,3.71932918,0.64299142,2.71171701,0.00840148,0.14007490,0.31462887,0.90173127,0.00000000
-4.58329165,3.58974913,0.62171266,2.61095180,0.00856527,0.13752663,0.31618233,0.87273632,0.00000000
-4.57728864,3.47283330,0.60258088,2.51979859,0.00878878,0.13540922,0.31895574,0.84591402,0.00000000
-4.57128564,3.36937589,0.58581014,2.43860707,0.00907133,0.13379294,0.32305550,0.82158068,0.00000000
-4.56528264,3.27983959,0.57153541,2.36751948,0.00941051,0.13273053,0.32854925,0.79996261,0.00000000
-4.55927964,3.20435504,0.55981156,2.30647567,0.00980215,0.13225599,0.33546121,0.78119376,0.00000000
-4.55327664,3.14272870,0.55061450,2.25522262,0.01024040,0.13238400,0.34376873,0.76531620,0.00000000
-4.54727364,3.09445905,0.54384474,2.21332805,0.01071783,0.13311003,0.35340045,0.75228327,0.00000000
-4.54127064,3.05876046,0.53933288,2.18019798,0.01122554,0.13441122,0.36423610,0.74196529,0.00000000
-4.53526763,3.03459428,0.53684709,2.15509768,0.01175344,0.13624782,0.37610829,0.73415759,0.00000000
-4.52926463,3.02070631,0.53610217,2.13717560,0.01229046,0.13856530,0.38880605,0.72859054,0.00000000
-4.52326163,3.01566968,0.53677009,2.12548985,0.01282492,0.14129687,0.40208037,0.72494131,0.00000000
-4.51725863,3.01793209,0.53849149,2.11903664,0.01334482,0.14436647,0.41565140,0.72284697,0.00000000
-4.51125563,3.02586628,0.54088799,2.11678007,0.01383829,0.14769201,0.42921711,0.72191855,0.00000000
-4.50525263,3.03782231,0.54357486,2.11768273,0.01429391,0.15118876,0.44246325,0.72175556,0.00000000
-4.49924962,3.05218025,0.54617367,2.12073625,0.01470118,0.15477276,0.45507397,0.72196058,0.00000000
-4.49324662,3.06740186,0.54832457,2.12499119,0.01505088,0.15836414,0.46674291,0.72215357,0.00000000
