energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.86793397,8.87473703,1.92103160,5.08571682,0.03337043,0.70576019,0.08794089,1.83854376,1.15152694,0.44124594
-5.86193097,8.92406040,1.93598990,5.12050034,0.03301226,0.70968151,0.08851871,1.84671925,1.15446132,0.44115808
-5.85592796,8.97174255,1.94923048,5.15566513,0.03261715,0.71313244,0.08904808,1.85481214,1.15715412,0.44126663
-5.84992496,9.01817898,1.96083173,5.19135674,0.03219376,0.71614576,0.08954355,1.86287003,1.15969788,0.44162832
-5.84392196,9.06369471,1.97088318,5.22764258,0.03175188,0.71875228,0.09001834,1.87093341,1.16217924,0.44229696
-5.83791896,9.10851763,1.97947695,5.26450129,0.03130213,0.72097838,0.09048363,1.87903155,1.16467453,0.44332144
-5.83191596,9.15275649,1.98669968,5.30181591,0.03085557,0.72284391,0.09094796,1.88717891,1.16724566,0.44474380
-5.82591296,9.19638451,1.99262545,5.33937102,0.03042332,0.72436047,0.09141675,1.89537236,1.16993681,0.44659759
-5.81990995,9.23923006,1.99730999,5.37685457,0.03001618,0.72553014,0.09189200,1.90358948,1.17277179,0.44890646
-5.81390695,9.28097504,2.00078675,5.41386415,0.02964428,0.72634498,0.09237224,1.91178792,1.17575252,0.45168316
-5.80790395,9.32116172,2.00306506,5.44991816,0.02931678,0.72678702,0.09285254,1.91990624,1.17885855,0.45492905
-5.80190095,9.35920809,2.00413046,5.48447136,0.02904164,0.72682903,0.09332485,1.92786600,1.18204785,0.45863408
-5.79589795,9.39443146,2.00394742,5.51693457,0.02882540,0.72643597,0.09377844,1.93557515,1.18525874,0.46277728
-5.78989495,9.42607952,2.00246420,5.54669788,0.02867309,0.72556712,0.09420049,1.94293275,1.18841303,0.46732776
-5.78389195,9.45336775,1.99961957,5.57315647,0.02858822,0.72417873,0.09457686,1.94983446,1.19142011,0.47224616
-5.77788894,9.47552139,1.99535120,5.59573811,0.02857276,0.72222716,0.09489288,1.95617892,1.19418194,0.47748645
-5.77188594,9.49182010,1.98960493,5.61393108,0.02862729,0.71967236,0.09513420,1.96187434,1.19659856,0.48299803
-5.76588294,9.50164298,1.98234459,5.62731127,0.02875111,0.71648143,0.09528766,1.96684508,1.19857395,0.48872787
-5.75987994,9.50451155,1.97356164,5.63556711,0.02894244,0.71263221,0.09534209,1.97103781,1.20002191,0.49462278
-5.75387694,9.50012846,1.96328399,5.63852106,0.02919861,0.70811651,0.09528900,1.97442686,1.20087152,0.50063145
-5.74787394,9.48840949,1.95158346,5.63614647,0.02951633,0.70294307,0.09512321,1.97701835,1.20107215,0.50670635
-5.74187094,9.46950703,1.93858140,5.62857871,0.02989185,0.69713970,0.09484326,1.97885295,1.20059746,0.51280517
-5.73586793,9.44382347,1.92445194,5.61611991,0.03032121,0.69075488,0.09445168,1.98000698,1.19944842,0.51889199
-5.72986493,9.41201347,1.90942279,5.59923670,0.03080039,0.68385831,0.09395507,1.98059182,1.19765502,0.52493784
-5.72386193,9.37497472,1.89377335,5.57855088,0.03132547,0.67654063,0.09336401,1.98075161,1.19527671,0.53092085
-5.71785893,9.33382731,1.87783021,5.55482313,0.03189273,0.66891214,0.09269279,1.98065932,1.19240145,0.53682596
-5.71185593,9.28988249,1.86196025,5.52893043,0.03249876,0.66110066,0.09195900,1.98051149,1.18914360,0.54264415
-5.70585293,9.24460228,1.84656173,5.50183789,0.03314044,0.65324845,0.09118293,1.98052186,1.18564054,0.54837133
-5.69984992,9.19955154,1.83205360,5.47456624,0.03381502,0.64550850,0.09038698,1.98091415,1.18204839,0.55400700
-5.69384692,9.15634482,1.81886387,5.44815636,0.03452005,0.63804025,0.08959492,1.98191450,1.17853703,0.55955272
-5.68784392,9.11659030,1.80741724,5.42363225,0.03525339,0.63100484,0.08883112,1.98374381,1.17528453,0.56501055
-5.68184092,9.08183330,1.79812279,5.40196400,0.03601314,0.62456032,0.08811980,1.98661039,1.17247136,0.57038152
-5.67583792,9.05350156,1.79136208,5.38403235,0.03679761,0.61885671,0.08748434,1.99070313,1.17027462,0.57566425
-5.66983492,9.03285472,1.78747828,5.37059619,0.03760527,0.61403142,0.08694654,1.99618544,1.16886238,0.58085376
-5.66383192,9.02093957,1.78676637,5.36226411,0.03843471,0.61020485,0.08652603,2.00319017,1.16838847,0.58594056
-5.65782891,9.01855251,1.78946501,5.35947116,0.03928457,0.60747667,0.08623972,2.01181547,1.16898763,0.59091008
-5.65182591,9.02621040,1.79574994,5.36246132,0.04015354,0.60592256,0.08610136,2.02212164,1.17077136,0.59574225
-5.64582291,9.04413001,1.80572900,5.37127617,0.04104033,0.60559172,0.08612112,2.03412890,1.17382429,0.60041151
-5.63981991,9.07221638,1.81943885,5.38574996,0.04194359,0.60650508,0.08630532,2.04781592,1.17820119,0.60488702
-5.63381691,9.11005978,1.83684298,5.40551072,0.04286190,0.60865420,0.08665622,2.06311911,1.18392453,0.60913297
-5.62781391,9.15694071,1.85783113,5.42998740,0.04379369,0.61200094,0.08717183,2.07993234,1.19098267,0.61310920
-5.62181091,9.21184223,1.88221972,5.45842221,0.04473721,0.61647778,0.08784588,2.09810709,1.19932848,0.61677178
-5.61580790,9.27346889,1.90975331,5.48988785,0.04569041,0.62198876,0.08866780,2.11745302,1.20887851,0.62007368
-5.60980490,9.34027144,1.94010687,5.52330884,0.04665087,0.62841102,0.08962273,2.13773883,1.21951267,0.62296548
-5.60380190,9.41047668,1.97288882,5.55748635,0.04761567,0.63559687,0.09069174,2.15869352,1.23107441,0.62539604
-5.59779890,9.48212187,2.00764495,5.59112593,0.04858133,0.64337640,0.09185196,2.18000815,1.24337157,0.62731316
-5.59179590,9.55309328,2.04386325,5.62286763,0.04954363,0.65156046,0.09307692,2.20133830,1.25617790,0.62866428
-5.58579290,9.62116856,2.08097976,5.65131791,0.05049759,0.65994416,0.09433698,2.22230739,1.26923539,0.62939714
-5.57978989,9.68406268,2.11838573,5.67508298,0.05143736,0.66831072,0.09559977,2.24251103,1.28225759,0.62946058
-5.57378689,9.73947713,2.15543617,5.69280303,0.05235620,0.67643579,0.09683090,2.26152268,1.29493390,0.62880536
-5.56778389,9.78515216,2.19145993,5.70318686,0.05324649,0.68409199,0.09799461,2.27890074,1.30693508,0.62738518
-5.56178089,9.81892121,2.22577151,5.70504644,0.05409980,0.69105389,0.09905465,2.29419699,1.31791985,0.62515780
-5.55577789,9.83876706,2.25768442,5.69733059,0.05490702,0.69710316,0.09997519,2.30696662,1.32754263,0.62208636
-5.54977489,9.84287828,2.28652607,5.67915720,0.05565850,0.70203388,0.10072183,2.31677947,1.33546224,0.61814085
-5.54377189,9.82970465,2.31165379,5.64984291,0.05634435,0.70565788,0.10126256,2.32323223,1.34135152,0.61329976
-5.53776888,9.79800978,2.33247169,5.60892939,0.05695464,0.70780997,0.10156885,2.32596142,1.34490734,0.60755174
-5.53176588,9.74691876,2.34844764,5.55620503,0.05747980,0.70835294,0.10161654,2.32465639,1.34586090,0.60089734
-5.52576288,9.67595885,2.35912991,5.49172111,0.05791088,0.70718195,0.10138676,2.31907192,1.34398770,0.59335062
-5.51975988,9.58509083,2.36416247,5.41580122,0.05823992,0.70422843,0.10086664,2.30903978,1.33911694,0.58494066
-5.51375688,9.47472899,2.36329850,5.32904317,0.05846030,0.69946304,0.10004983,2.29447864,1.33113972,0.57571274
-5.50775388,9.34574805,2.35641107,5.23231268,0.05856696,0.69289761,0.09893687,2.27540161,1.32001568,0.56572915
-5.50175088,9.19947559,2.34350068,5.12672835,0.05855669,0.68458596,0.09753526,2.25192110,1.30577777,0.55506949
-5.49574787,9.03766945,2.32469881,5.01363808,0.05842825,0.67462345,0.09585928,2.22425046,1.28853471,0.54383051
-5.48974487,8.86247996,2.30026741,4.89458718,0.05818251,0.66314523,0.09392959,2.19270218,1.26847107,0.53212524
-5.48374187,8.67639782,2.27059414,4.77127899,0.05782239,0.65032321,0.09177257,2.15768261,1.24584484,0.52008155
-5.47773887,8.48218934,2.23618328,4.64552933,0.05735289,0.63636178,0.08941946,2.11968326,1.22098252,0.50784006
-5.47173587,8.28282108,2.19764294,4.51921628,0.05678084,0.62149253,0.08690532,2.07926903,1.19427188,0.49555151
-5.46573287,8.08137703,2.15566883,4.39422730,0.05611475,0.60596799,0.08426787,2.03706374,1.16615284,0.48337357
-5.45972986,7.88097158,2.11102535,4.27240566,0.05536455,0.59005475,0.08154631,1.99373366,1.13710657,0.47146729
-5.45372686,7.68466189,2.06452494,4.15549856,0.05454125,0.57402620,0.07878007,1.94996962,1.10764349,0.45999328
-5.44772386,7.49536351,2.01700641,4.04510894,0.05365672,0.55815516,0.07600766,1.90646851,1.07829057,0.44910770
-5.44172086,7.31577254,1.96931325,3.94265312,0.05272327,0.54270661,0.07326560,1.86391498,1.04957839,0.43895830
-5.43571786,7.14829775,1.92227281,3.84932583,0.05175347,0.52793093,0.07058755,1.82296397,1.02202850,0.42968068
-5.42971486,6.99500492,1.87667694,3.76607407,0.05075984,0.51405780,0.06800354,1.78422477,0.99614146,0.42139473
-5.42371186,6.85757549,1.83326498,3.69358068,0.04975464,0.50129094,0.06553949,1.74824724,0.97238597,0.41420165
-5.41770885,6.73728051,1.79270932,3.63225788,0.04874973,0.48980389,0.06321691,1.71551044,0.95118928,0.40818143
-5.41170585,6.63497005,1.75560389,3.58225068,0.04775642,0.47973691,0.06105281,1.68641400,0.93292913,0.40339098
-5.40570285,6.55107758,1.72245575,3.54344960,0.04678542,0.47119499,0.05905976,1.66127246,0.91792730,0.39986294
-5.39969985,6.48563792,1.69367950,3.51551149,0.04584678,0.46424705,0.05724624,1.64031225,0.90644477,0.39760522
-5.39369685,6.43831693,1.66959457,3.49788704,0.04494986,0.45892616,0.05561696,1.62367143,0.89867844,0.39660127
-5.38769385,6.40845053,1.65042484,3.48985346,0.04410335,0.45523077,0.05417338,1.61140177,0.89475930,0.39681092
-5.38169085,6.39509042,1.63630028,3.49055026,0.04331523,0.45312679,0.05291421,1.60347279,0.89475195,0.39817204
-5.37568784,6.39705395,1.62726038,3.49901655,0.04259277,0.45255037,0.05183600,1.59977755,0.89865525,0.40060257
-5.36968484,6.41297536,1.62325876,3.51422788,0.04194248,0.45341127,0.05093358,1.60013953,0.90640399,0.40400317
-5.36368184,6.44135630,1.62416881,3.53513126,0.04137005,0.45559658,0.05020054,1.60432051,0.91787149,0.40826021
-5.35767884,6.48061350,1.62979001,3.56067696,0.04088024,0.45897484,0.04962958,1.61202887,0.93287298,0.41324899
-5.35167584,6.52912227,1.63985488,3.58984612,0.04047683,0.46340019,0.04921278,1.62292821,0.95116965,0.41883725
-5.34567284,6.58525470,1.65403636,3.62167357,0.04016241,0.46871667,0.04894176,1.63664587,0.97247335,0.42488867
-5.33966983,6.64741223,1.67195562,3.65526557,0.03993833,0.47476243,0.04880778,1.65278144,0.99645196,0.43126636
-5.33366683,6.71405240,1.69319044,3.68981245,0.03980453,0.48137387,0.04880171,1.67091489,1.02273526,0.43783632
-5.32766383,6.78371017,1.71728393,3.72459661,0.03975945,0.48838954,0.04891398,1.69061448,1.05092142,0.44447053
-5.32166083,6.85501448,1.74375397,3.75899626,0.03979998,0.49565385,0.04913451,1.71144432,1.08058393,0.45104994
-5.31565783,6.92670071,1.77210305,3.79248564,0.03992141,0.50302049,0.04945254,1.73297155,1.11127905,0.45746696
-5.30965483,6.99761998,1.80182865,3.82463263,0.04011748,0.51035550,0.04985662,1.75477329,1.14255356,0.46362765
-5.30365183,7.06674613,1.83243389,3.85509436,0.04038048,0.51753989,0.05033448,1.77644319,1.17395277,0.46945337
-5.29764882,7.13318099,1.86343838,3.88361164,0.04070140,0.52447191,0.05087310,1.79759767,1.20502861,0.47488201
-5.29164582,7.19615867,1.89438884,3.91000296,0.04107015,0.53106875,0.05145872,1.81788179,1.23534768,0.47986867
-5.28564282,7.25504903,1.92486929,3.93415845,0.04147584,0.53726768,0.05207704,1.83697469,1.26449895,0.48438592
-5.27963982,7.30936062,1.95451035,3.95603416,0.04190709,0.54302670,0.05271345,1.85459447,1.29210107,0.48842344
-5.27363682,7.35874286,1.98299733,3.97564704,0.04235238,0.54832445,0.05335328,1.87050254,1.31780897,0.49198735
-5.26763382,7.40298738,2.01007667,3.99307042,0.04280045,0.55315957,0.05398221,1.88450719,1.34131958,0.49509897
-5.26163082,7.44202798,2.03556055,4.00843008,0.04324063,0.55754943,0.05458668,1.89646628,1.36237663,0.49779337
-5.25562781,7.47593880,2.05932927,4.02190062,0.04366320,0.56152830,0.05515425,1.90628908,1.38077423,0.50011742
-5.24962481,7.50493034,2.08133142,4.03370184,0.04405969,0.56514494,0.05567409,1.91393695,1.39635924,0.50212777
-5.24362181,7.52934265,2.10158167,4.04409496,0.04442320,0.56845977,0.05613732,1.91942297,1.40903239,0.50388855
-5.23761881,7.54963564,2.12015627,4.05337811,0.04474852,0.57154176,0.05653736,1.92281032,1.41874810,0.50546896
-5.23161581,7.56637604,2.13718662,4.06188111,0.04503232,0.57446498,0.05687019,1.92420952,1.42551305,0.50694089
-5.22561281,7.58022123,2.15285084,4.06995908,0.04527318,0.57730518,0.05713450,1.92377445,1.42938357,0.50837647
-5.21960980,7.59189986,2.16736405,4.07798498,0.04547157,0.58013633,0.05733173,1.92169723,1.43046199,0.50984583
-5.21360680,7.60218987,2.18096758,4.08634094,0.04562971,0.58302737,0.05746606,1.91820218,1.42889201,0.51141489
-5.20760380,7.61189426,2.19391754,4.09540853,0.04575146,0.58603930,0.05754413,1.91353878,1.42485334,0.51314341
-5.20160080,7.62181535,2.20647337,4.10555821,0.04584201,0.58922263,0.05757486,1.90797404,1.41855574,0.51508322
-5.19559780,7.63272848,2.21888663,4.11713828,0.04590763,0.59261536,0.05756894,1.90178433,1.41023257,0.51727680
-5.18959480,7.64535591,2.23139052,4.13046364,0.04595534,0.59624154,0.05753841,1.89524702,1.40013420,0.51975609
-5.18359180,7.66034195,2.24419051,4.14580484,0.04599254,0.60011041,0.05749612,1.88863209,1.38852131,0.52254160
-5.17758879,7.67823015,2.25745627,4.16337795,0.04602667,0.60421613,0.05745509,1.88219408,1.37565829,0.52564191
-5.17158579,7.69944359,2.27131520,4.18333547,0.04606488,0.60853816,0.05742796,1.87616454,1.36180704,0.52905344
-5.16558279,7.72426876,2.28584764,4.20575898,0.04611367,0.61304211,0.05742640,1.87074528,1.34722113,0.53276057
-5.15957979,7.75284380,2.30108390,4.23065350,0.04617865,0.61768106,0.05746055,1.86610263,1.33214056,0.53673611
-5.15357679,7.78515140,2.31700292,4.25794417,0.04626425,0.62239733,0.05753859,1.86236291,1.31678729,0.54094197
-5.14757379,7.82101666,2.33353280,4.28747512,0.04637360,0.62712444,0.05766634,1.85960919,1.30136145,0.54533021
-5.14157079,7.86010982,2.35055280,4.31901071,0.04650837,0.63178938,0.05784698,1.85787950,1.28603851,0.54984426
-5.13556778,7.90195374,2.36789682,4.35223915,0.04666871,0.63631485,0.05808088,1.85716648,1.27096730,0.55442033
-5.12956478,7.94593588,2.38535817,4.38677829,0.04685325,0.64062161,0.05836559,1.85741842,1.25626891,0.55898906
-5.12356178,7.99132419,2.40269543,4.42218343,0.04705918,0.64463068,0.05869591,1.85854172,1.24203654,0.56347714
-5.11755878,8.03728637,2.41963915,4.45795698,0.04728231,0.64826545,0.05906403,1.86040454,1.22833613,0.56780911
-5.11155578,8.08291207,2.43589929,4.49355971,0.04751727,0.65145359,0.05945988,1.86284154,1.21520778,0.57190911
-5.10555278,8.12723707,2.45117313,4.52842327,0.04775765,0.65412869,0.05987149,1.86565953,1.20266786,0.57570261
-5.09954977,8.16926911,2.46515342,4.56196382,0.04799625,0.65623172,0.06028540,1.86864382,1.19071174,0.57911805
-5.09354677,8.20801454,2.47753671,4.59359648,0.04822528,0.65771217,0.06068718,1.87156500,1.17931690,0.58208844
-5.08754377,8.24250531,2.48803145,4.62275033,0.04843663,0.65852898,0.06106190,1.87418607,1.16844645,0.58455270
-5.08154077,8.27182570,2.49636590,4.64888380,0.04862212,0.65865116,0.06139469,1.87626958,1.15805282,0.58645699
-5.07553777,8.29513830,2.50229548,4.67150012,0.04877370,0.65805826,0.06167122,1.87758460,1.14808155,0.58775582
-5.06953477,8.31170870,2.50560946,4.69016266,0.04888374,0.65674052,0.06187814,1.87791348,1.13847501,0.58841294
-5.06353177,8.32092840,2.50613677,4.70450967,0.04894521,0.65469886,0.06200354,1.87705805,1.12917593,0.58840219
-5.05752876,8.32233547,2.50375079,4.71426835,0.04895192,0.65194463,0.06203726,1.87484524,1.12013069,0.58770807
-5.05152576,8.31563242,2.49837297,4.71926758,0.04889869,0.64849919,0.06197121,1.87113195,1.11129207,0.58632625
-5.04552276,8.30070065,2.48997506,4.71944900,0.04878152,0.64439327,0.06179958,1.86580909,1.10262167,0.58426386
-5.03951976,8.27761114,2.47857994,4.71487598,0.04859772,0.63966614,0.06151896,1.85880467,1.09409163,0.58153967
-5.03351676,8.24663071,2.46426105,4.70573994,0.04834602,0.63436459,0.06112843,1.85008589,1.08568573,0.57818412
-5.02751376,8.20822345,2.44714017,4.69236354,0.04802666,0.62854178,0.06062953,1.83966019,1.07739986,0.57423914
-5.02151076,8.16304694,2.42738390,4.67520042,0.04764144,0.62225585,0.06002619,1.82757516,1.06924172,0.56975787
-5.01550775,8.11194297,2.40519873,4.65483101,0.04719372,0.61556846,0.05932461,1.81391740,1.06122996,0.56480414
-5.00950475,8.05592274,2.38082497,4.63195433,0.04668837,0.60854322,0.05853303,1.79881027,1.05339255,0.55945173
-5.00350175,7.99614659,2.35452968,4.60737562,0.04613174,0.60124402,0.05766158,1.78241057,1.04576470,0.55378348
-4.99749875,7.93389854,2.32659896,4.58199003,0.04553155,0.59373338,0.05672194,1.76490430,1.03838627,0.54789007
-4.99149575,7.87055634,2.29732986,4.55676254,0.04489672,0.58607088,0.05572707,1.74650149,1.03129889,0.54186863
-4.98549275,7.80755766,2.26702216,4.53270470,0.04423720,0.57831161,0.05469094,1.72743039,1.02454285,0.53582103
-4.97948974,7.74636344,2.23597047,4.51084884,0.04356380,0.57050489,0.05362817,1.70793099,1.01815398,0.52985203
-4.97348674,7.68841955,2.20445688,4.49222047,0.04288785,0.56269313,0.05255375,1.68824825,1.01216073,0.52406710
-4.96748374,7.63511804,2.17274436,4.47781000,0.04222104,0.55491103,0.05148269,1.66862514,1.00658152,0.51857018
-4.96148074,7.58775926,2.14107129,4.46854452,0.04157508,0.54718502,0.05042980,1.64929579,1.00142252,0.51346122
-4.95547774,7.54751619,2.10964717,4.46526086,0.04096141,0.53953311,0.04940932,1.63047882,0.99667608,0.50883367
-4.94947474,7.51540217,2.07864957,4.46868084,0.04039093,0.53196501,0.04843475,1.61237132,0.99231984,0.50477208
-4.94347174,7.49224326,2.04822245,4.47938951,0.03987370,0.52448263,0.04751858,1.59514350,0.98831659,0.50134965
-4.93746873,7.47865608,2.01847568,4.49781743,0.03941867,0.51708082,0.04667212,1.57893418,0.98461487,0.49862609
-4.93146573,7.47503184,1.98948577,4.52422729,0.03903344,0.50974842,0.04590531,1.56384750,0.98115038,0.49664565
-4.92546273,7.48152721,1.96129750,4.55870557,0.03872402,0.50246950,0.04522663,1.54995062,0.97784807,0.49543561
-4.91945973,7.49806192,1.93392642,4.60115935,0.03849469,0.49522469,0.04464299,1.53727280,0.97462474,0.49500514
-4.91345673,7.52432347,1.90736192,4.65131837,0.03834779,0.48799265,0.04415966,1.52580566,0.97139219,0.49534472
-4.90745373,7.55977822,1.88157067,4.70874215,0.03828370,0.48075148,0.04378025,1.51550476,0.96806054,0.49642603
-4.90145073,7.60368864,1.85650027,4.77283191,0.03830076,0.47348012,0.04350674,1.50629221,0.96454173,0.49820253
-4.89544772,7.65513586,1.83208292,4.84284660,0.03839525,0.46615958,0.04333948,1.49806047,0.96075288,0.50061051
-4.88944472,7.71304656,1.80823895,4.91792271,0.03856152,0.45877406,0.04327724,1.49067689,0.95661936,0.50357075
-4.88344172,7.77622325,1.78488021,4.99709673,0.03879204,0.45131181,0.04331731,1.48398894,0.95207750,0.50699063
-4.87743872,7.84337672,1.76191310,5.07932976,0.03907759,0.44376579,0.04345556,1.47782996,0.94707661,0.51076673
-4.87143572,7.91315957,1.73924135,5.16353310,0.03940750,0.43613414,0.04368658,1.47202500,0.94158040,0.51478764
-4.86543272,7.98419946,1.71676850,5.24859417,0.03976985,0.42842028,0.04400372,1.46639661,0.93556757,0.51893702
-4.85942971,8.05513109,1.69440002,5.33340162,0.04015181,0.42063296,0.04439926,1.46077037,0.92903165,0.52309675
-4.85342671,8.12462580,1.67204527,5.41686904,0.04053991,0.41278590,0.04486448,1.45497982,0.92198002,0.52714992
-4.84742371,8.19141779,1.64961907,5.49795640,0.04092042,0.40489742,0.04538978,1.44887069,0.91443234,0.53098375
-4.84142071,8.25432629,1.62704320,5.57568854,0.04127968,0.39698976,0.04596477,1.44230423,0.90641819,0.53449206
-4.83541771,8.31227310,1.60424757,5.64917034,0.04160442,0.38908839,0.04657837,1.43515958,0.89797442,0.53757746
-4.82941471,8.36429518,1.58117133,5.71759827,0.04188211,0.38122110,0.04721892,1.42733508,0.88914207,0.54015296
-4.82341171,8.40955227,1.55776363,5.78026804,0.04210124,0.37341713,0.04787426,1.41874859,0.87996331,0.54214314
-4.81740870,8.44732980,1.53398434,5.83657861,0.04225160,0.36570622,0.04853182,1.40933697,0.87047832,0.54348476
-4.81140570,8.47703746,1.50980449,5.88603259,0.04232454,0.35811764,0.04917875,1.39905471,0.86072262,0.54412686
-4.80540270,8.49820421,1.48520647,5.92823378,0.04231307,0.35067931,0.04980202,1.38787205,0.85072475,0.54403052
-4.79939970,8.51047065,1.46018417,5.96288203,0.04221208,0.34341695,0.05038861,1.37577272,0.84050462,0.54316812
-4.79339670,8.51357963,1.43474272,5.98976653,0.04201835,0.33635335,0.05092557,1.36275162,0.83007267,0.54152247
-4.78739370,8.50736630,1.40889825,6.00875793,0.04173058,0.32950774,0.05140029,1.34881260,0.81942976,0.53908576
-4.78139070,8.49174860,1.38267736,6.01980033,0.04134939,0.32289533,0.05180066,1.33396662,0.80856798,0.53585847
-4.77538769,8.46671907,1.35611651,6.02290375,0.04087719,0.31652697,0.05211531,1.31823040,0.79747233,0.53184835
-4.76938469,8.43233888,1.32926134,6.01813772,0.04031813,0.31040905,0.05233381,1.30162584,0.78612304,0.52706959
-4.76338169,8.38873443,1.30216585,6.00562655,0.03967786,0.30454351,0.05244699,1.28418001,0.77449864,0.52154223
-4.75737869,8.33609703,1.27489167,5.98554650,0.03896341,0.29892805,0.05244710,1.26592601,0.76257938,0.51529176
-4.75137569,8.27468526,1.24750726,5.95812503,0.03818298,0.29355649,0.05232813,1.24690442,0.75035094,0.50834909
-4.74537269,8.20483006,1.22008712,5.92364197,0.03734570,0.28841930,0.05208598,1.22716521,0.73780819,0.50075071
-4.73936968,8.12694153,1.19271114,5.88243224,0.03646142,0.28350421,0.05171865,1.20677007,0.72495865,0.49253906
-4.73336668,8.04151686,1.16546389,5.83488970,0.03554052,0.27879695,0.05122640,1.18579482,0.71182559,0.48376304
-4.72736368,7.94914828,1.13843407,5.78147138,0.03459367,0.27428206,0.05061182,1.16433164,0.69845047,0.47447860
-4.72136068,7.85052991,1.11171401,5.72270141,0.03363165,0.26994369,0.04987984,1.14249102,0.68489465,0.46474920
-4.71535768,7.74646242,1.08539918,5.65917378,0.03266514,0.26576646,0.04903768,1.12040305,0.67124008,0.45464625
-4.70935468,7.63785461,1.05958784,5.59155338,0.03170460,0.26173630,0.04809475,1.09821801,0.65758914,0.44424924
-4.70335168,7.52572103,1.03438073,5.52057437,0.03076009,0.25784120,0.04706242,1.07610606,0.64406345,0.43364565
-4.69734867,7.41117500,1.00988081,5.44703573,0.02984113,0.25407193,0.04595376,1.05425595,0.63080176,0.42293050
-4.69134567,7.29541688,0.98619304,5.37179337,0.02895659,0.25042271,0.04478322,1.03287281,0.61795702,0.41220554
-4.68534267,7.17971746,0.96342420,5.29574894,0.02811461,0.24689167,0.04356627,1.01217494,0.60569266,0.40157815
-4.67933967,7.06539678,0.94168271,5.21983528,0.02732246,0.24348132,0.04231896,0.99238987,0.59417841,0.39115983
-4.67333667,6.95379906,0.92107832,5.14499900,0.02658653,0.24019880,0.04105754,0.97374962,0.58358565,0.38106446
-4.66733367,6.84626425,0.90172183,5.07218059,0.02591220,0.23705600,0.03979801,0.95648552,0.57408255,0.37140631
-4.66133067,6.74409754,0.88372449,5.00229281,0.02530381,0.23406953,0.03855572,0.94082260,0.56582916,0.36229788
-4.65532766,6.64853752,0.86719727,4.93619824,0.02476463,0.23126055,0.03734500,0.92697390,0.55897258,0.35384766
-4.64932466,6.56072444,0.85224972,4.87468665,0.02429674,0.22865428,0.03617881,0.91513470,0.55364234,0.34615788
-4.64332166,6.48166943,0.83898847,4.81845331,0.02390108,0.22627948,0.03506852,0.90547699,0.54994615,0.33932231
