energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Co_p_up,Co_d_up,S_s_up,S_p_up
-5.87393697,2.75984255,0.03406344,0.01756645,0.22239345,0.18837451,0.19894715,0.72178837,0.16983350,1.41411367
-5.86793397,2.79493655,0.03174838,0.01830003,0.21550345,0.19919504,0.19599468,0.70901304,0.17981321,1.42943479
-5.86193097,2.83175208,0.02950015,0.01903885,0.20903595,0.21035512,0.19384293,0.69596337,0.18989287,1.44555220
-5.85592796,2.86940608,0.02732074,0.01976038,0.20296616,0.22163000,0.19238846,0.68279409,0.19994449,1.46209276
-5.84992496,2.90688779,0.02521441,0.02044328,0.19727013,0.23279283,0.19152663,0.66962199,0.20982654,1.47861061
-5.84392196,2.94306759,0.02318687,0.02106776,0.19192246,0.24361764,0.19115038,0.65652189,0.21938671,1.49459096
-5.83791896,2.97671590,0.02124456,0.02161605,0.18689472,0.25388283,0.19115000,0.64352521,0.22846540,1.50945912
-5.83191596,3.00653145,0.01939407,0.02207277,0.18215475,0.26337514,0.19141378,0.63062109,0.23689970,1.52259441
-5.82591296,3.03117799,0.01764161,0.02242534,0.17766683,0.27189399,0.19182967,0.61775994,0.24452787,1.53334869
-5.81990995,3.04932775,0.01599266,0.02266433,0.17339263,0.27925599,0.19228779,0.60485918,0.25119406,1.54106837
-5.81390695,3.05970970,0.01445176,0.02278382,0.16929305,0.28529946,0.19268373,0.59181083,0.25675316,1.54511922
-5.80790395,3.06116030,0.01302241,0.02278160,0.16533060,0.28988877,0.19292247,0.57849053,0.26107542,1.54491249
-5.80190095,3.05267421,0.01170709,0.02265944,0.16147241,0.29291825,0.19292269,0.56476735,0.26405089,1.53993129
-5.79589795,3.03345263,0.01050741,0.02242318,0.15769348,0.29431552,0.19262134,0.55051399,0.26559318,1.52975590
-5.78989495,3.00294681,0.00942436,0.02208274,0.15398028,0.29404419,0.19197818,0.53561681,0.26564269,1.51408669
-5.78389195,2.96089467,0.00845862,0.02165216,0.15033419,0.29210558,0.19098020,0.51998504,0.26416886,1.49276368
-5.77788894,2.90734882,0.00761100,0.02114945,0.14677490,0.28853959,0.18964550,0.50355900,0.26117156,1.46578177
-5.77188594,2.84269477,0.00688287,0.02059640,0.14334342,0.28342456,0.18802672,0.48631664,0.25668149,1.43330091
-5.76588294,2.76765836,0.00627669,0.02001836,0.14010467,0.27687618,0.18621370,0.46827842,0.25075945,1.39565085
-5.75987994,2.68330241,0.00579655,0.01944392,0.13714949,0.26904546,0.18433519,0.44951016,0.24349473,1.35333023
-5.75387694,2.59101260,0.00544876,0.01890461,0.13459592,0.26011588,0.18255972,0.43012396,0.23500257,1.30700011
-5.74787394,2.49247340,0.00524240,0.01843442,0.13258981,0.25029982,0.18109535,0.41027711,0.22542071,1.25747230
-5.74187094,2.38963517,0.00518994,0.01806945,0.13130453,0.23983445,0.18018836,0.39016922,0.21490547,1.20569299
-5.73586793,2.28467359,0.00530781,0.01784741,0.13093984,0.22897716,0.18012082,0.37003773,0.20362717,1.15272235
-5.72986493,2.17994328,0.00561694,0.01780711,0.13172000,0.21800075,0.18120706,0.35015211,0.19176540,1.09971097
-5.72386193,2.07792702,0.00614325,0.01798793,0.13389078,0.20718855,0.18378902,0.33080702,0.17950414,1.04787389
-5.71785893,1.98118233,0.00691813,0.01842920,0.13771577,0.19682953,0.18823056,0.31231479,0.16702695,0.99846318
-5.71185593,1.89228694,0.00797872,0.01916962,0.14347174,0.18721357,0.19491068,0.29499744,0.15451252,0.95273989
-5.70585293,1.81378451,0.00936814,0.02024651,0.15144313,0.17862688,0.20421580,0.27917867,0.14213051,0.91194599
-5.69984992,1.74813169,0.01113554,0.02169509,0.16191578,0.17134781,0.21653114,0.26517594,0.13003802,0.87727716
-5.69384692,1.69764761,0.01333592,0.02354771,0.17516991,0.16564278,0.23223124,0.25329290,0.11837671,0.84985673
-5.68784392,1.66446627,0.01602972,0.02583293,0.19147247,0.16176262,0.25166988,0.24381239,0.10727049,0.83071141
-5.68184092,1.65049255,0.01928212,0.02857470,0.21106890,0.15993894,0.27516938,0.23698996,0.09682399,0.82074889
-5.67583792,1.65736185,0.02316205,0.03179141,0.23417458,0.16038089,0.30300959,0.23304811,0.08712170,0.82073779
-5.66983492,1.68640389,0.02774073,0.03549500,0.26096604,0.16327180,0.33541683,0.23217130,0.07822777,0.83128981
-5.66383192,1.73861050,0.03309002,0.03969009,0.29157223,0.16876599,0.37255289,0.23450152,0.07018627,0.85284450
-5.65782891,1.81460773,0.03928023,0.04437314,0.32606601,0.17698556,0.41450459,0.24013468,0.06302214,0.88565650
-5.65182591,1.91463242,0.04637763,0.04953179,0.36445625,0.18801708,0.46127410,0.24911761,0.05674235,0.92978547
-5.64582291,2.03851348,0.05444164,0.05514428,0.40668080,0.20190837,0.51277049,0.26144569,0.05133746,0.98508886
-5.63981991,2.18565838,0.06352170,0.06117905,0.45260058,0.21866522,0.56880279,0.27706116,0.04678343,1.05121761
-5.63381691,2.35504531,0.07365400,0.06759465,0.50199520,0.23824830,0.62907506,0.29585205,0.04304344,1.12761507
-5.62781391,2.54522156,0.08485810,0.07433980,0.55456036,0.26057027,0.69318366,0.31765188,0.04006986,1.21351921
-5.62181091,2.75430908,0.09713357,0.08135379,0.60990723,0.28549336,0.76061724,0.34224000,0.03780618,1.30796859
-5.61580790,2.98001763,0.11045690,0.08856719,0.66756418,0.31282753,0.83075945,0.36934283,0.03618888,1.40981208
-5.60980490,3.21966647,0.12477869,0.09590277,0.72698078,0.34232954,0.90289481,0.39863598,0.03514916,1.51772267
-5.60380190,3.47021488,0.14002148,0.10327685,0.78753437,0.37370296,0.97621762,0.42974733,0.03461467,1.63021537
-5.59779890,3.72830218,0.15607819,0.11060078,0.84853901,0.40659957,1.04984392,0.46226121,0.03451101,1.74566930
-5.59179590,3.99029705,0.17281152,0.11778279,0.90925686,0.44062221,1.12282644,0.49572370,0.03476312,1.86235379
-5.58579290,4.25235623,0.19005431,0.12472992,0.96891165,0.47532917,1.19417222,0.52964899,0.03529661,1.97845823
-5.57978989,4.51049174,0.20761101,0.13135022,1.02670409,0.51024039,1.26286244,0.56352701,0.03603890,2.09212530
-5.57378689,4.76064586,0.22526035,0.13755492,1.08182871,0.54484529,1.32787413,0.59683205,0.03692031,2.20148688
-5.56778389,4.99877233,0.24275921,0.14326071,1.13349184,0.57861228,1.38820310,0.62903235,0.03787498,2.30470205
-5.56178089,5.22092208,0.25984753,0.14839198,1.18093017,0.61099973,1.44288731,0.65960053,0.03884178,2.39999612
-5.55577789,5.42333123,0.27625438,0.15288285,1.22342926,0.64146824,1.49103027,0.68802459,0.03976503,2.48569977
-5.54977489,5.60250902,0.29170473,0.15667920,1.26034161,0.66949371,1.53182342,0.71381921,0.04059517,2.56028722
-5.54377189,5.75532288,0.30592699,0.15974028,1.29110353,0.69458094,1.56456695,0.73653709,0.04128931,2.62241216
-5.53776888,5.87907806,0.31866080,0.16204021,1.31525045,0.71627725,1.58868825,0.75577988,0.04181163,2.67094042
-5.53176588,5.97158873,0.32966488,0.16356896,1.33242992,0.73418548,1.60375747,0.77120849,0.04213369,2.70497820
-5.52576288,6.03123816,0.33872470,0.16433310,1.34241204,0.74797608,1.60949951,0.78255219,0.04223452,2.72389492
-5.51975988,6.05702545,0.34565938,0.16435603,1.34509681,0.75739750,1.60580203,0.78961637,0.04210069,2.72733965
-5.51375688,6.04859675,0.35032779,0.16367781,1.34051808,0.76228463,1.59271930,0.79228846,0.04172608,2.71525072
-5.50775388,6.00625946,0.35263345,0.16235450,1.32884402,0.76256466,1.57047149,0.79054187,0.04111157,2.68785781
-5.50175088,5.93097842,0.35252792,0.16045708,1.31037381,0.75826030,1.53943969,0.78443757,0.04026460,2.64567647
-5.49574787,5.82435384,0.35001266,0.15806984,1.28553077,0.74948992,1.50015655,0.77412337,0.03919855,2.58949509
-5.48974487,5.68858132,0.34513923,0.15528840,1.25485203,0.73646465,1.45329313,0.75983073,0.03793203,2.52035470
-5.48374187,5.52639501,0.33800776,0.15221728,1.21897492,0.71948255,1.39964219,0.74186921,0.03648804,2.43952232
-5.47773887,5.34099592,0.32876383,0.14896717,1.17862065,0.69891995,1.34009870,0.72061867,0.03489313,2.34845852
-5.47173587,5.13596755,0.31759383,0.14565181,1.13457562,0.67522030,1.27563815,0.69651961,0.03317647,2.24878062
-5.46573287,4.91518199,0.30471919,0.14238479,1.08767109,0.64888112,1.20729353,0.67006176,0.03136891,2.14222252
-5.45972986,4.68269979,0.29038950,0.13927614,1.03876178,0.62043933,1.13613168,0.64177159,0.02950214,2.03059277
-5.45372686,4.44266719,0.27487508,0.13642895,0.98870426,0.59045581,1.06322991,0.61219901,0.02760788,1.91573220
-5.44772386,4.19921441,0.25845907,0.13393612,0.93833572,0.55949964,0.98965357,0.58190379,0.02571708,1.79947266
-5.44172086,3.95635868,0.24142969,0.13187731,0.88845392,0.52813266,0.91643530,0.55144231,0.02385941,1.68359814
-5.43571786,3.71791529,0.22407262,0.13031627,0.83979912,0.49689509,0.84455654,0.52135496,0.02206274,1.56980958
-5.42971486,3.48741956,0.20666415,0.12929866,0.79303844,0.46629254,0.77493171,0.49215471,0.02035283,1.45969434
-5.42371186,3.26806219,0.18946495,0.12885042,0.74875332,0.43678494,0.70839541,0.46431725,0.01875320,1.35470113
-5.41770885,3.06263967,0.17271502,0.12897689,0.70743039,0.40877774,0.64569270,0.43827283,0.01728512,1.25612089
-5.41170585,2.87352063,0.15662964,0.12966265,0.66945605,0.38261551,0.58747254,0.41440022,0.01596780,1.16507392
-5.40570285,2.70262849,0.14139647,0.13087212,0.63511489,0.35857817,0.53428413,0.39302263,0.01481873,1.08250303
-5.39969985,2.55143987,0.12717387,0.13255104,0.60459183,0.33687958,0.48657595,0.37440576,0.01385412,1.00917254
-5.39369685,2.42099736,0.11409022,0.13462866,0.57797775,0.31766857,0.44469704,0.35875772,0.01308946,0.94567239
-5.38769385,2.31193514,0.10224426,0.13702068,0.55527826,0.30103202,0.40890010,0.34623071,0.01254024,0.89242672
-5.38169085,2.22451478,0.09170619,0.13963278,0.53642505,0.28699966,0.37934591,0.33692418,0.01222259,0.84970581
-5.37568784,2.15866897,0.08251952,0.14236460,0.52128925,0.27555027,0.35610860,0.33088900,0.01215411,0.81764053
-5.36968484,2.11404995,0.07470323,0.14511403,0.50969602,0.26661878,0.33918130,0.32813249,0.01235454,0.79623818
-5.36368184,2.09008010,0.06825435,0.14778162,0.50143952,0.26010388,0.32848183,0.32862381,0.01284651,0.78539871
-5.35767884,2.08600183,0.06315063,0.15027486,0.49629776,0.25587575,0.32385808,0.33229938,0.01365604,0.78493048
-5.35167584,2.10092432,0.05935315,0.15251216,0.49404628,0.25378344,0.32509296,0.33906805,0.01481311,0.79456467
-5.34567284,2.13386505,0.05680882,0.15442637,0.49447010,0.25366170,0.33190884,0.34881582,0.01635185,0.81396790
-5.33966983,2.18378458,0.05545269,0.15596759,0.49737347,0.25533692,0.34397148,0.36140976,0.01831066,0.84275254
-5.33366683,2.24961356,0.05520991,0.15710509,0.50258677,0.25863209,0.36089364,0.37670124,0.02073203,0.88048460
-5.32766383,2.33027130,0.05599742,0.15782845,0.50997040,0.26337057,0.38223859,0.39452825,0.02366206,0.92668912
-5.32166083,2.42467631,0.05772542,0.15814752,0.51941548,0.26937880,0.40752373,0.41471696,0.02714967,0.98085338
-5.31565783,2.53174903,0.06029847,0.15809151,0.53084153,0.27648789,0.43622473,0.43708263,0.03124555,1.04242812
-5.30965483,2.65040807,0.06361643,0.15770700,0.54419111,0.28453428,0.46778042,0.46142994,0.03600068,1.11082736
-5.30365183,2.77956117,0.06757525,0.15705515,0.55942209,0.29335958,0.50159862,0.48755303,0.04146463,1.18542734
-5.29764882,2.91809267,0.07206769,0.15620816,0.57649790,0.30280994,0.53706326,0.51523546,0.04768350,1.26556503
-5.29164582,3.06484901,0.07698397,0.15524511,0.59537651,0.31273489,0.57354276,0.54425019,0.05469764,1.35053706
-5.28564282,3.21862444,0.08221253,0.15424751,0.61599877,0.32298619,0.61039966,0.57435995,0.06253922,1.43959926
-5.27963982,3.37814824,0.08764085,0.15329477,0.63827697,0.33341670,0.64700149,0.60531809,0.07122962,1.53196755
-5.27363682,3.54207539,0.09315635,0.15245967,0.66208440,0.34387948,0.68273254,0.63686997,0.08077686,1.62682040
-5.26763382,3.70898157,0.09864757,0.15180432,0.68724649,0.35422735,0.71700623,0.66875510,0.09117316,1.72330312
-5.26163082,3.87736385,0.10400534,0.15137661,0.71353444,0.36431294,0.74927767,0.70070995,0.10239265,1.82053414
-5.25562781,4.04564725,0.10912425,0.15120744,0.74066151,0.37398927,0.77905594,0.73247143,0.11438951,1.91761323
-5.24962481,4.21219775,0.11390407,0.15130882,0.76828268,0.38311098,0.80591552,0.76378095,0.12709652,2.01363157
-5.24362181,4.37534127,0.11825137,0.15167303,0.79599768,0.39153603,0.82950639,0.79438887,0.14042428,2.10768340
-5.23761881,4.53338820,0.12208108,0.15227269,0.82335735,0.39912795,0.84956240,0.82405924,0.15426101,2.19887892
-5.23161581,4.68466264,0.12531798,0.15306196,0.84987340,0.40575835,0.86590729,0.85257451,0.16847322,2.28635812
-5.22561281,4.82753498,0.12789817,0.15397863,0.87503083,0.41130972,0.87845818,0.87974010,0.18290718,2.36930494
-5.21960980,4.96045663,0.12977025,0.15494706,0.89830276,0.41567827,0.88722628,0.90538855,0.19739120,2.44696134
-5.21360680,5.08199525,0.13089632,0.15588173,0.91916692,0.41877669,0.89231463,0.92938290,0.21173871,2.51864072
-5.20760380,5.19086885,0.13125270,0.15669139,0.93712283,0.42053663,0.89391293,0.95161943,0.22575214,2.58374027
-5.20160080,5.28597717,0.13083031,0.15728332,0.95170916,0.42091080,0.89228960,0.97202924,0.23922740,2.64175161
-5.19559780,5.36642895,0.12963464,0.15756772,0.96252006,0.41987457,0.88778134,0.99057888,0.25195889,2.69226942
-5.18959480,5.43156349,0.12768546,0.15746188,0.96921996,0.41742687,0.88078047,1.00726971,0.26374480,2.73499763
-5.18359180,5.48096580,0.12501602,0.15689392,0.97155581,0.41359052,0.87172058,1.02213632,0.27439260,2.76975295
-5.17758879,5.51447425,0.12167204,0.15580605,0.96936642,0.40841170,0.86106104,1.03524380,0.28372445,2.79646550
-5.17158579,5.53218061,0.11771030,0.15415697,0.96258824,0.40195875,0.84927076,1.04668426,0.29158226,2.81517659
-5.16558279,5.53442234,0.11319695,0.15192354,0.95125741,0.39432033,0.83681204,1.05657273,0.29783237,2.82603379
-5.15957979,5.52176766,0.10820568,0.14910157,0.93550809,0.38560286,0.82412489,1.06504274,0.30236947,2.82928337
-5.15357679,5.49499423,0.10281569,0.14570566,0.91556694,0.37592747,0.81161246,1.07224185,0.30511970,2.82526068
-5.14757379,5.45506260,0.09710958,0.14176830,0.89174443,0.36542662,0.79962817,1.07832760,0.30604283,2.81437892
-5.14157079,5.40308598,0.09117127,0.13733810,0.86442312,0.35424034,0.78846494,1.08346409,0.30513331,2.79711674
-5.13556778,5.34029780,0.08508396,0.13247748,0.83404381,0.34251247,0.77834686,1.08781960,0.30242037,2.77400558
-5.12956478,5.26801910,0.07892827,0.12725981,0.80109006,0.33038690,0.76942378,1.09156537,0.29796688,2.74561727
-5.12356178,5.18762715,0.07278046,0.12176629,0.76607200,0.31800402,0.76176883,1.09487583,0.29186736,2.71255248
-5.11755878,5.10052712,0.06671104,0.11608259,0.72951006,0.30549753,0.75537901,1.09793025,0.28424495,2.67543075
-5.11155578,5.00812776,0.06078353,0.11029561,0.69191948,0.29299165,0.75017897,1.10091572,0.27524762,2.63488241
-5.10555278,4.91182234,0.05505358,0.10449033,0.65379613,0.28059897,0.74602752,1.10403136,0.26504381,2.59154275
-5.09954977,4.81297501,0.04956838,0.09874704,0.61560429,0.26841885,0.74272695,1.10749321,0.25381751,2.54604839
-5.09354677,4.71291265,0.04436634,0.09313892,0.57776662,0.25653644,0.74003448,1.11153947,0.24176316,2.49903595
-5.08754377,4.61292181,0.03947710,0.08773019,0.54065682,0.24502240,0.73767559,1.11643553,0.22908043,2.45114247
-5.08154077,4.51424964,0.03492181,0.08257471,0.50459480,0.23393314,0.73535853,1.12247799,0.21596914,2.40300712
-5.07553777,4.41810755,0.03071354,0.07771523,0.46984453,0.22331168,0.73278940,1.12999716,0.20262441,2.35527364
-5.06953477,4.32567613,0.02685800,0.07318310,0.43661434,0.21318886,0.72968724,1.13935732,0.18923228,2.30859263
-5.06353177,4.23810963,0.02335432,0.06899849,0.40505925,0.20358498,0.72579837,1.15095421,0.17596585,2.26362286
-5.05752876,4.15653826,0.02019599,0.06517105,0.37528518,0.19451154,0.72090936,1.16520944,0.16298204,2.22103098
-5.05152576,4.08206711,0.01737177,0.06170089,0.34735451,0.18597325,0.71485811,1.18256134,0.15041907,2.18148889
-5.04552276,4.01577044,0.01486673,0.05857992,0.32129247,0.17796987,0.70754254,1.20345266,0.13839470,2.14566820
-5.03951976,3.95868068,0.01266319,0.05579319,0.29709419,0.17049805,0.69892643,1.22831499,0.12700516,2.11423175
-5.03351676,3.91177213,0.01074169,0.05332052,0.27473164,0.16355291,0.68904229,1.25755070,0.11632483,2.08782200
-5.02751376,3.87593964,0.00908178,0.05113803,0.25416052,0.15712945,0.67799106,1.29151306,0.10640655,2.06704671
-5.02151076,3.85197330,0.00766287,0.04921965,0.23532648,0.15122355,0.66593876,1.33048553,0.09728259,2.05246236
-5.01550775,3.84053065,0.00646487,0.04753855,0.21817063,0.14583279,0.65311027,1.37466139,0.08896606,2.04455625
-5.00950475,3.84210807,0.00546880,0.04606841,0.20263422,0.14095683,0.63978051,1.42412493,0.08145284,2.04372820
-5.00350175,3.85701358,0.00465725,0.04478456,0.18866232,0.13659762,0.62626356,1.47883549,0.07472372,2.05027295
-4.99749875,3.88534309,0.00401477,0.04366493,0.17620661,0.13275926,0.61290019,1.53861545,0.06874682,2.06436449
-4.99149575,3.92696210,0.00352816,0.04269078,0.16522723,0.12944777,0.60004433,1.60314321,0.06348012,2.08604330
-4.98549275,3.98149475,0.00318665,0.04184731,0.15569390,0.12667061,0.58804929,1.67195201,0.05887393,2.11520762
-4.97948974,4.04832142,0.00298205,0.04112409,0.14758627,0.12443615,0.57725404,1.74443493,0.05487337,2.15160941
-4.97348674,4.12658588,0.00290873,0.04051531,0.14089381,0.12275309,0.56797045,1.81985627,0.05142061,2.19485544
-4.96748374,4.21521198,0.00296360,0.04001988,0.13561523,0.12162987,0.56047169,1.89736902,0.04845687,2.24441388
-4.96148074,4.31292966,0.00314602,0.03964146,0.13175753,0.12107405,0.55498248,1.97603781,0.04592426,2.29962599
-4.95547774,4.41830921,0.00345756,0.03938829,0.12933493,0.12109184,0.55167128,2.05486632,0.04376712,2.35972265
-4.94947474,4.52980204,0.00390182,0.03927295,0.12836756,0.12168754,0.55064492,2.13282804,0.04193320,2.42384490
-4.94347174,4.64578626,0.00448408,0.03931206,0.12888009,0.12286316,0.55194549,2.20889869,0.04037442,2.49106750
-4.93746873,4.76461446,0.00521091,0.03952576,0.13090026,0.12461800,0.55554976,2.28208903,0.03904731,2.56042444
-4.93146573,4.88466156,0.00608976,0.03993724,0.13445733,0.12694829,0.56137089,2.35147618,0.03791325,2.63093513
-4.92546273,5.00437015,0.00712844,0.04057205,0.13958040,0.12984681,0.56926235,2.41623215,0.03693835,2.70163015
-4.91945973,5.12229128,0.00833456,0.04145744,0.14629664,0.13330263,0.57902378,2.47564822,0.03609322,2.77157539
-4.91345673,5.23711885,0.00971497,0.04262152,0.15462937,0.13730068,0.59040850,2.52915404,0.03535256,2.83989356
-4.90745373,5.34771623,0.01127507,0.04409241,0.16459591,0.14182142,0.60313234,2.57633085,0.03469464,2.90578251
-4.90145073,5.45313425,0.01301822,0.04589726,0.17620530,0.14684048,0.61688348,2.61691821,0.03410078,2.96852963
-4.89544772,5.55262031,0.01494507,0.04806129,0.18945583,0.15232830,0.63133276,2.65081459,0.03355479,3.02752219
-4.88944472,5.64561887,0.01705296,0.05060676,0.20433241,0.15824975,0.64614436,2.67807177,0.03304246,3.08225361
-4.88344172,5.73176397,0.01933537,0.05355185,0.22080391,0.16456388,0.66098615,2.69888401,0.03255113,3.13232586
-4.87743872,5.81086510,0.02178144,0.05690967,0.23882040,0.17122365,0.67553970,2.71357277,0.03206939,3.17744841
-4.87143572,5.88288777,0.02437567,0.06068721,0.25831060,0.17817582,0.68950930,2.72256807,0.03158677,3.21743431
-4.86543272,5.94793048,0.02709765,0.06488436,0.27917952,0.18536098,0.70263005,2.72638778,0.03109368,3.25219400
-4.85942971,6.00619979,0.02992208,0.06949305,0.30130644,0.19271372,0.71467454,2.72561599,0.03058129,3.28172762
-4.85342671,6.05798527,0.03281891,0.07449652,0.32454351,0.20016305,0.72545801,2.72088162,0.03004166,3.30611641
-4.84742371,6.10363568,0.03575373,0.07986873,0.34871495,0.20763304,0.73484200,2.71283833,0.02946777,3.32551375
-4.84142071,6.14353787,0.03868832,0.08557397,0.37361712,0.21504364,0.74273627,2.70214651,0.02885369,3.34013652
-4.83541771,6.17809915,0.04158148,0.09156675,0.39901952,0.22231185,0.74909911,2.68945802,0.02819474,3.35025697
-4.82941471,6.20773394,0.04438997,0.09779195,0.42466683,0.22935310,0.75393611,2.67540399,0.02748762,3.35619538
-4.82341171,6.23285489,0.04706966,0.10418521,0.45028201,0.23608281,0.75729748,2.66058573,0.02673050,3.35831374
-4.81740870,6.25386827,0.04957684,0.11067372,0.47557056,0.24241819,0.75927411,2.64556874,0.02592314,3.35701013
-4.81140570,6.27117344,0.05186953,0.11717725,0.50022571,0.24828018,0.75999262,2.63087937,0.02506687,3.35271400
-4.80540270,6.28516543,0.05390888,0.12360955,0.52393462,0.25359548,0.75960964,2.61700361,0.02416457,3.34588172
-4.79939970,6.29623983,0.05566050,0.12988007,0.54638536,0.25829856,0.75830553,2.60438750,0.02322050,3.33699239
-4.79339670,6.30479890,0.05709576,0.13589583,0.56727437,0.26233368,0.75627775,2.59343831,0.02224022,3.32654342
-4.78739370,6.31125773,0.05819281,0.14156366,0.58631435,0.26565665,0.75373426,2.58452596,0.02123032,3.31504545
-4.78139070,6.31604920,0.05893754,0.14679249,0.60324201,0.26823650,0.75088700,2.57798392,0.02019821,3.30301649
-4.77538769,6.31962682,0.05932420,0.15149573,0.61782567,0.27005669,0.74794566,2.57410920,0.01915187,3.29097481
-4.76938469,6.32246445,0.05935572,0.15559371,0.62987215,0.27111603,0.74511188,2.57316082,0.01809953,3.27943054
-4.76338169,6.32505224,0.05904375,0.15901597,0.63923280,0.27142910,0.74257398,2.57535684,0.01704950,3.26887589
-4.75737869,6.32788845,0.05840837,0.16170337,0.64580828,0.27102617,0.74050225,2.58086962,0.01600987,3.25977404
-4.75137569,6.33146702,0.05747748,0.16360993,0.64955199,0.26995258,0.73904480,2.58981969,0.01498836,3.25254697
-4.74537269,6.33626129,0.05628590,0.16470433,0.65047181,0.26826762,0.73832414,2.60226845,0.01399216,3.24756257
-4.73936968,6.34270447,0.05487418,0.16497095,0.64863022,0.26604284,0.73843418,2.61821026,0.01302778,3.24512151
-4.73336668,6.35116781,0.05328729,0.16441048,0.64414264,0.26335995,0.73943811,2.63756458,0.01210105,3.24544458
-4.72736368,6.36193781,0.05157304,0.16303993,0.63717408,0.26030828,0.74136669,2.66016871,0.01121704,3.24866103
-4.72136068,6.37519387,0.04978055,0.16089222,0.62793432,0.25698196,0.74421743,2.68577212,0.01038008,3.25479887
-4.71535768,6.39098800,0.04795857,0.15801519,0.61667166,0.25347695,0.74795441,2.71403294,0.00959383,3.26377773
-4.70935468,6.40922810,0.04615396,0.15447018,0.60366564,0.24988788,0.75250899,2.74451719,0.00886131,3.27540499
-4.70335168,6.42966648,0.04441022,0.15033020,0.58921902,0.24630511,0.75778136,2.77670143,0.00818501,3.28937586
-4.69734867,6.45189461,0.04276619,0.14567773,0.57364930,0.24281185,0.76364315,2.80997904,0.00756694,3.30527768
-4.69134567,6.47534526,0.04125501,0.14060237,0.55728020,0.23948169,0.76994096,2.84367027,0.00700870,3.32259880
-4.68534267,6.49930240,0.03990327,0.13519825,0.54043335,0.23637644,0.77650100,2.87703594,0.00651159,3.34074184
-4.67933967,6.52291893,0.03873045,0.12956149,0.52342069,0.23354460,0.78313466,2.90929442,0.00607663,3.35904126
-4.67333667,6.54524171,0.03774865,0.12378768,0.50653752,0.23102027,0.78964499,2.93964140,0.00570459,3.37678435
-4.66733367,6.56524299,0.03696261,0.11796959,0.49005678,0.22882268,0.79583387,2.96727147,0.00539603,3.39323508
-4.66133067,6.58185658,0.03636990,0.11219504,0.47422441,0.22695637,0.80150960,2.99140073,0.00515126,3.40765967
-4.65532766,6.59401706,0.03596149,0.10654513,0.45925597,0.22541184,0.80649466,3.01128939,0.00497036,3.41935260
-4.64932466,6.60069988,0.03572235,0.10109279,0.44533452,0.22416670,0.81063315,3.02626310,0.00485309,3.42766182
-4.64332166,6.60096001,0.03563238,0.09590175,0.43260967,0.22318732,0.81379765,3.03573225,0.00479889,3.43201181
