energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.68784392,1.89999622,0.02237547,0.06151345,0.69023955,0.40038820,0.00713172,1.21822638,0.50191795,0.18655673
-5.68184092,1.93713877,0.02421765,0.05937309,0.70543617,0.40351172,0.00734794,1.24442835,0.51440967,0.19269281
-5.67583792,1.97177959,0.02607363,0.05744277,0.72057972,0.40608617,0.00753690,1.26889998,0.52607375,0.19862074
-5.66983492,2.00304576,0.02792080,0.05569995,0.73533009,0.40793034,0.00769368,1.29112027,0.53671799,0.20422829
-5.66383192,2.03013048,0.02973544,0.05411891,0.74935955,0.40887822,0.00781418,1.31061395,0.54617581,0.20940504
-5.65782891,2.05232539,0.03149327,0.05267163,0.76236419,0.40878572,0.00789530,1.32697166,0.55431411,0.21404610
-5.65182591,2.06904923,0.03317020,0.05132885,0.77407461,0.40753663,0.00793498,1.33986764,0.56103960,0.21805587
-5.64582291,2.07987117,0.03474295,0.05006116,0.78426505,0.40504744,0.00793223,1.34907363,0.56630329,0.22135138
-5.63981991,2.08452732,0.03618974,0.04884009,0.79276048,0.40127074,0.00788716,1.35446815,0.57010256,0.22386523
-5.63381691,2.08292948,0.03749100,0.04763905,0.79944127,0.39619700,0.00780093,1.35604059,0.57248095,0.22554789
-5.62781391,2.07516555,0.03862998,0.04643430,0.80424507,0.38985473,0.00767571,1.35388968,0.57352529,0.22636932
-5.62181091,2.06149164,0.03959322,0.04520560,0.80716593,0.38230876,0.00751455,1.34821669,0.57336059,0.22631971
-5.61580790,2.04231632,0.04037104,0.04393676,0.80825058,0.37365708,0.00732127,1.33931345,0.57214275,0.22540953
-5.60980490,2.01817807,0.04095782,0.04261602,0.80759226,0.36402619,0.00710028,1.32754614,0.57004961,0.22366874
-5.60380190,1.98971724,0.04135214,0.04123614,0.80532247,0.35356535,0.00685646,1.31333576,0.56727086,0.22114521
-5.59779890,1.95764428,0.04155681,0.03979434,0.80160117,0.34244005,0.00659490,1.29713648,0.56399734,0.21790263
-5.59179590,1.92270611,0.04157878,0.03829207,0.79660608,0.33082507,0.00632082,1.27941314,0.56041043,0.21401783
-5.58579290,1.88565262,0.04142883,0.03673459,0.79052171,0.31889758,0.00603930,1.26061933,0.55667221,0.20957788
-5.57978989,1.84720524,0.04112124,0.03513050,0.78352900,0.30683053,0.00575519,1.24117730,0.55291687,0.20467685
-5.57378689,1.80802925,0.04067331,0.03349110,0.77579590,0.29478682,0.00547295,1.22146079,0.54924397,0.19941274
-5.56778389,1.76871140,0.04010478,0.03182979,0.76746981,0.28291439,0.00519656,1.20178182,0.54571392,0.19388444
-5.56178089,1.72974383,0.03943730,0.03016141,0.75867197,0.27134260,0.00492942,1.18238204,0.54234591,0.18818904
-5.55577789,1.69151499,0.03869373,0.02850163,0.74949441,0.26017992,0.00467430,1.16342907,0.53911847,0.18241949
-5.54977489,1.65430775,0.03789755,0.02686644,0.73999936,0.24951298,0.00443337,1.14501778,0.53597243,0.17666279
-5.54377189,1.61830442,0.03707227,0.02527164,0.73022114,0.23940710,0.00420816,1.12717635,0.53281629,0.17099865
-5.53776888,1.58359810,0.03624083,0.02373257,0.72017044,0.22990797,0.00399963,1.10987639,0.52953342,0.16549870
-5.53176588,1.55020917,0.03542509,0.02226384,0.70984043,0.22104453,0.00380821,1.09304655,0.52599074,0.16022621
-5.52576288,1.51810573,0.03464536,0.02087928,0.69921448,0.21283267,0.00363390,1.07658836,0.52204833,0.15523623
-5.51975988,1.48722653,0.03392002,0.01959203,0.68827480,0.20527962,0.00347634,1.06039338,0.51756934,0.15057611
-5.51375688,1.45750473,0.03326514,0.01841472,0.67701148,0.19838867,0.00333490,1.04436048,0.51242962,0.14628629
-5.50775388,1.42889104,0.03269425,0.01735987,0.66543143,0.19216405,0.00320879,1.02841214,0.50652648,0.14240127
-5.50175088,1.40137490,0.03221807,0.01644035,0.65356674,0.18661562,0.00309711,1.01250872,0.49978619,0.13895065
-5.49574787,1.37500244,0.03184440,0.01567004,0.64148183,0.18176327,0.00299896,0.99666009,0.49216972,0.13596010
-5.48974487,1.34989040,0.03157794,0.01506458,0.62927944,0.17764076,0.00291351,0.98093373,0.48367648,0.13345228
-5.48374187,1.32623540,0.03142030,0.01464220,0.61710492,0.17429887,0.00283999,0.96545917,0.47434605,0.13144760
-5.47773887,1.30431831,0.03136994,0.01442474,0.60514895,0.17180782,0.00277779,0.95042852,0.46425772,0.12996470
-5.47173587,1.28450383,0.03142223,0.01443863,0.59364879,0.17025888,0.00272647,0.93609325,0.45352805,0.12902079
-5.46573287,1.26723545,0.03156955,0.01471603,0.58288796,0.16976511,0.00268575,0.92275752,0.44230674,0.12863171
-5.45972986,1.25302654,0.03180146,0.01529594,0.57319485,0.17046131,0.00265550,0.91076857,0.43077105,0.12881179
-5.45372686,1.24244815,0.03210495,0.01622533,0.56494034,0.17250318,0.00263576,0.90050480,0.41911918,0.12957354
-5.44772386,1.23611438,0.03246470,0.01756023,0.55853476,0.17606570,0.00262670,0.89236219,0.40756304,0.13092720
-5.44172086,1.23466598,0.03286350,0.01936669,0.55442428,0.18134086,0.00262860,0.88673978,0.39632081,0.13288016
-5.43571786,1.23875315,0.03328268,0.02172157,0.55308708,0.18853468,0.00264182,0.88402495,0.38560966,0.13543641
-5.42971486,1.24901798,0.03370262,0.02471309,0.55502907,0.19786360,0.00266679,0.88457906,0.37563892,0.13859583
-5.42371186,1.26607715,0.03410332,0.02844105,0.56077939,0.20955030,0.00270396,0.88872395,0.36660410,0.14235363
-5.41770885,1.29050525,0.03446497,0.03301657,0.57088525,0.22381886,0.00275381,0.89672978,0.35868169,0.14669973
-5.41170585,1.32281883,0.03476859,0.03856136,0.58590597,0.24088932,0.00281679,0.90880452,0.35202519,0.15161826
-5.40570285,1.36346136,0.03499663,0.04520631,0.60640594,0.26097169,0.00289334,0.92508516,0.34676200,0.15708704
-5.39969985,1.41278899,0.03513356,0.05308938,0.63294587,0.28425932,0.00298383,0.94563089,0.34299139,0.16307720
-5.39369685,1.47105710,0.03516634,0.06235274,0.66607225,0.31092178,0.00308857,0.97041822,0.34078347,0.16955280
-5.38769385,1.53840749,0.03508493,0.07313901,0.70630447,0.34109722,0.00320780,0.99933792,0.34017876,0.17647060
-5.38169085,1.61485622,0.03488257,0.08558677,0.75411951,0.37488439,0.00334163,1.03219389,0.34118851,0.18377987
-5.37568784,1.70028206,0.03455603,0.09982516,0.80993408,0.41233448,0.00349006,1.06870381,0.34379547,0.19142228
-5.36968484,1.79441582,0.03410574,0.11596787,0.87408449,0.45344293,0.00365293,1.10850153,0.34795496,0.19933195
-5.36368184,1.89683081,0.03353569,0.13410652,0.94680444,0.49814155,0.00382988,1.15114108,0.35359621,0.20743563
-5.35767884,2.00693478,0.03285330,0.15430370,1.02820161,0.54629127,0.00402036,1.19610250,0.36062382,0.21565304
-5.35167584,2.12396404,0.03206914,0.17658588,1.11823373,0.59767578,0.00422354,1.24279918,0.36891935,0.22389745
-5.34567284,2.24698036,0.03119651,0.20093657,1.21668546,0.65199663,0.00443834,1.29058687,0.37834305,0.23207642
-5.33966983,2.37487129,0.03025098,0.22729004,1.32314718,0.70887000,0.00466336,1.33877422,0.38873560,0.24009285
-5.33366683,2.50635471,0.02924979,0.25552594,1.43699733,0.76782572,0.00489687,1.38663479,0.39992018,0.24784628
-5.32766383,2.63998817,0.02821129,0.28546528,1.55738953,0.82830868,0.00513678,1.43342031,0.41170463,0.25523437
-5.32166083,2.77418357,0.02715427,0.31686810,1.68324612,0.88968315,0.00538064,1.47837506,0.42388393,0.26215473
-5.31565783,2.90722740,0.02609742,0.34943315,1.81325924,0.95124005,0.00562569,1.52075102,0.43624300,0.26850682
-5.30965483,3.03730684,0.02505866,0.38279984,1.94590046,1.01220728,0.00586881,1.55982341,0.44855976,0.27419412
-5.30365183,3.16254119,0.02405462,0.41655267,2.07943967,1.07176316,0.00610660,1.59490620,0.46060858,0.27912626
-5.29764882,3.28101848,0.02310022,0.45022818,2.21197343,1.12905265,0.00633545,1.62536728,0.47216398,0.28322128
-5.29164582,3.39083618,0.02220818,0.48332433,2.34146247,1.18320613,0.00655158,1.65064250,0.48300448,0.28640771
-5.28564282,3.49014509,0.02138879,0.51531222,2.46577766,1.23336017,0.00675118,1.67024842,0.49291665,0.28862652
-5.27963982,3.57719502,0.02064965,0.54564969,2.58275309,1.27867973,0.00693045,1.68379313,0.50169916,0.28983292
-5.27363682,3.65038067,0.01999555,0.57379645,2.69024459,1.31838093,0.00708578,1.69098486,0.50916664,0.28999768
-5.26763382,3.70828622,0.01942848,0.59923013,2.78619138,1.35175372,0.00721384,1.69163805,0.51515339,0.28910826
-5.26163082,3.74972676,0.01894762,0.62146266,2.86867860,1.37818346,0.00731171,1.68567670,0.51951666,0.28716943
-5.25562781,3.77378502,0.01854956,0.64005619,2.93599789,1.39717059,0.00737700,1.67313501,0.52213950,0.28420344
-5.24962481,3.77984185,0.01822848,0.65463799,2.98670347,1.40834754,0.00740798,1.65415522,0.52293303,0.28024987
-5.24362181,3.76759916,0.01797642,0.66491346,3.01966120,1.41149213,0.00740366,1.62898296,0.52183811,0.27536494
-5.23761881,3.73709435,0.01778367,0.67067684,3.03408816,1.40653688,0.00736391,1.59796035,0.51882628,0.26962048
-5.23161581,3.68870539,0.01763912,0.67181892,3.02958115,1.39357380,0.00728944,1.56151713,0.51390016,0.26310259
-5.22561281,3.62314657,0.01753069,0.66833157,3.00613253,1.37285428,0.00718193,1.52016038,0.50709307,0.25591001
-5.21960980,3.54145469,0.01744574,0.66030863,2.96413280,1.34478428,0.00704396,1.47446304,0.49846811,0.24815219
-5.21360680,3.44496640,0.01737154,0.64794336,2.90435973,1.30991469,0.00687902,1.42505199,0.48811670,0.23994738
-5.20760380,3.33528739,0.01729569,0.63152240,2.82795456,1.26892748,0.00669143,1.37259576,0.47615657,0.23142047
-5.20160080,3.21425470,0.01720651,0.61141663,2.73638649,1.22261811,0.00648629,1.31779246,0.46272942,0.22270085
-5.19559780,3.08389338,0.01709343,0.58806923,2.63140712,1.17187476,0.00626935,1.26135814,0.44799818,0.21392036
-5.18959480,2.94636908,0.01694733,0.56198171,2.51499681,1.11765544,0.00604686,1.20401576,0.43214404,0.20521120
-5.18359180,2.80393825,0.01676077,0.53369832,2.38930561,1.06096358,0.00582548,1.14648492,0.41536330,0.19670393
-5.17758879,2.65889739,0.01652821,0.50378965,2.25659103,1.00282324,0.00561204,1.08947241,0.39786399,0.18852561
-5.17158579,2.51353307,0.01624616,0.47283608,2.11915540,0.94425450,0.00541343,1.03366348,0.37986251,0.18079798
-5.16558279,2.37007388,0.01591320,0.44141174,1.97928518,0.88625012,0.00523642,0.97971389,0.36158014,0.17363575
-5.15957979,2.23064569,0.01552994,0.41006951,1.83919439,0.82975392,0.00508743,0.92824241,0.34323952,0.16714499
-5.15357679,2.09723113,0.01509897,0.37932769,1.70097399,0.77564145,0.00497244,0.87982388,0.32506118,0.16142155
-5.14757379,1.97163393,0.01462463,0.34965853,1.56654860,0.72470358,0.00489680,0.83498260,0.30726007,0.15654960
-5.14157079,1.85544886,0.01411281,0.32147914,1.43764152,0.67763294,0.00486505,0.79418593,0.29004220,0.15260022
-5.13556778,1.75003735,0.01357061,0.29514467,1.31574851,0.63501362,0.00488085,0.75783822,0.27360140,0.14963004
-5.12956478,1.65650908,0.01300609,0.27094399,1.20212044,0.59731398,0.00494687,0.72627504,0.25811618,0.14768012
-5.12356178,1.57570944,0.01242783,0.24909760,1.09775434,0.56488258,0.00506465,0.69975779,0.24374696,0.14677481
-5.11755878,1.50821279,0.01184462,0.22975777,1.00339235,0.53794696,0.00523464,0.67846888,0.23063342,0.14692092
-5.11155578,1.45432132,0.01126512,0.21301062,0.91952755,0.51661506,0.00545606,0.66250780,0.21889235,0.14810712
-5.10555278,1.41406924,0.01069747,0.19887976,0.84641564,0.50087914,0.00572702,0.65188826,0.20861587,0.15030360
-5.09954977,1.38723212,0.01014907,0.18733135,0.78409133,0.49062174,0.00604448,0.64653667,0.19987010,0.15346216
-5.09354677,1.37334094,0.00962629,0.17828016,0.73238839,0.48562362,0.00640432,0.64629238,0.19269444,0.15751673
-5.08754377,1.37170088,0.00913427,0.17159633,0.69096210,0.48557320,0.00680151,0.65090978,0.18710143,0.16238428
-5.08154077,1.38141405,0.00867685,0.16711268,0.65931335,0.49007753,0.00723018,0.66006260,0.18307717,0.16796635
-5.07553777,1.40140632,0.00825646,0.16463213,0.63681336,0.49867433,0.00768380,0.67335043,0.18058244,0.17415102
-5.06953477,1.43045738,0.00787415,0.16393522,0.62272852,0.51084503,0.00815542,0.69030747,0.17955432,0.18081540
-5.06353177,1.46723372,0.00752966,0.16478742,0.61624475,0.52602852,0.00863780,0.71041350,0.17990850,0.18782858
-5.05752876,1.51032391,0.00722151,0.16694619,0.61649090,0.54363547,0.00912375,0.73310675,0.18154196,0.19505501
-5.05152576,1.55827523,0.00694721,0.17016758,0.62256117,0.56306284,0.00960627,0.75779834,0.18433617,0.20235807
-5.04552276,1.60963102,0.00670342,0.17421240,0.63353613,0.58370845,0.01007883,0.78388785,0.18816055,0.20960389
-5.03951976,1.66296764,0.00648620,0.17885178,0.64850241,0.60498520,0.01053563,0.81077951,0.19287617,0.21666514
-5.03351676,1.71692988,0.00629124,0.18387211,0.66657086,0.62633467,0.01097173,0.83789826,0.19833948,0.22342470
-5.02751376,1.77026405,0.00611406,0.18907937,0.68689327,0.64723975,0.01138327,0.86470514,0.20440607,0.22977901
-5.02151076,1.82184727,0.00595027,0.19430269,0.70867745,0.66723590,0.01176756,0.89071135,0.21093419,0.23564096
-5.01550775,1.87071229,0.00579575,0.19939719,0.73120064,0.68592082,0.01212320,0.91549029,0.21778807,0.24094218
-5.00950475,1.91606670,0.00564680,0.20424607,0.75382125,0.70296207,0.01245005,0.93868713,0.22484083,0.24563460
-5.00350175,1.95730604,0.00550027,0.20876189,0.77598859,0.71810253,0.01274921,0.96002543,0.23197689,0.24969116
-4.99749875,1.99402013,0.00535367,0.21288713,0.79725074,0.73116344,0.01302289,0.97931049,0.23909397,0.25310573
-4.99149575,2.02599267,0.00520519,0.21659391,0.81726016,0.74204495,0.01327428,0.99642944,0.24610446,0.25589209
-4.98549275,2.05319405,0.00505369,0.21988301,0.83577712,0.75072416,0.01350729,1.01134790,0.25293626,0.25808217
-4.97948974,2.07576786,0.00489872,0.22278228,0.85267070,0.75725082,0.01372630,1.02410361,0.25953311,0.25972349
-4.97348674,2.09401183,0.00474041,0.22534433,0.86791747,0.76174084,0.01393592,1.03479729,0.26585435,0.26087605
-4.96748374,2.10835424,0.00457937,0.22764382,0.88159767,0.76436798,0.01414058,1.04358129,0.27187431,0.26160880
-4.96148074,2.11932686,0.00441664,0.22977429,0.89388908,0.76535408,0.01434433,1.05064666,0.27758128,0.26199582
-4.95547774,2.12753595,0.00425350,0.23184469,0.90505865,0.76495831,0.01455048,1.05620935,0.28297626,0.26211253
-4.94947474,2.13363266,0.00409141,0.23397584,0.91545211,0.76346589,0.01476139,1.06049626,0.28807150,0.26203207
-4.94347174,2.13828425,0.00393185,0.23629674,0.92548175,0.76117690,0.01497825,1.06373196,0.29288897,0.26182204
-4.93746873,2.14214758,0.00377624,0.23894101,0.93561282,0.75839557,0.01520096,1.06612668,0.29745887,0.26154178
-4.93146573,2.14584589,0.00362583,0.24204354,0.94634875,0.75542048,0.01542803,1.06786632,0.30181828,0.26124041
-4.92546273,2.14995000,0.00348168,0.24573732,0.95821578,0.75253618,0.01565663,1.06910474,0.30600992,0.26095554
-4.91945973,2.15496443,0.00334454,0.25015065,0.97174729,0.75000632,0.01588268,1.06995900,0.31008126,0.26071297
-4.91345673,2.16131889,0.00321492,0.25540475,0.98746834,0.74806864,0.01610099,1.07050734,0.31408385,0.26052704
-4.90745373,2.16936520,0.00309302,0.26161168,1.00588086,0.74693181,0.01630551,1.07079026,0.31807292,0.26040189
-4.90145073,2.17937916,0.00297880,0.26887269,1.02744986,0.74677397,0.01648964,1.07081415,0.32210727,0.26033332
-4.89544772,2.19156695,0.00287198,0.27727693,1.05259108,0.74774307,0.01664654,1.07055747,0.32624943,0.26031114
-4.88944472,2.20607503,0.00277215,0.28690041,1.08166036,0.74995844,0.01676947,1.06997874,0.33056583,0.26032196
-4.88344172,2.22300266,0.00267879,0.29780535,1.11494492,0.75351359,0.01685220,1.06902587,0.33512711,0.26035196
-4.87743872,2.24241566,0.00259137,0.31003952,1.15265686,0.75847952,0.01688930,1.06764609,0.34000837,0.26038976
-4.87143572,2.26436025,0.00250939,0.32363593,1.19492872,0.76490855,0.01687647,1.06579590,0.34528915,0.26042891
-4.86543272,2.28887587,0.00243246,0.33861239,1.24181128,0.77283782,0.01681077,1.06345017,0.35105321,0.26047001
-4.85942971,2.31600566,0.00236035,0.35497121,1.29327336,0.78229253,0.01669085,1.06060997,0.35738774,0.26052218
-4.85342671,2.34580388,0.00229304,0.37269881,1.34920339,0.79328829,0.01651703,1.05730840,0.36438220,0.26060387
-4.84742371,2.37833945,0.00223072,0.39176521,1.40941262,0.80583246,0.01629136,1.05361418,0.37212647,0.26074290
-4.84142071,2.41369523,0.00217382,0.41212352,1.47363939,0.81992438,0.01601755,1.04963255,0.38070841,0.26097570
-4.83541771,2.45196294,0.00212301,0.43370929,1.54155440,0.83555433,0.01570083,1.04550351,0.39021081,0.26134582
-4.82941471,2.49323393,0.00207916,0.45643983,1.61276630,0.85270130,0.01534778,1.04139745,0.40070779,0.26190175
-4.82341171,2.53758623,0.00204330,0.48021352,1.68682759,0.87132976,0.01496608,1.03750833,0.41226074,0.26269426
-4.81740870,2.58506870,0.00201661,0.50490911,1.76324024,0.89138565,0.01456413,1.03404482,0.42491402,0.26377325
-4.81140570,2.63568336,0.00200033,0.53038532,1.84146116,0.91279176,0.01415079,1.03121994,0.43869054,0.26518448
-4.80540270,2.68936692,0.00199570,0.55648047,1.92090714,0.93544316,0.01373498,1.02923974,0.45358754,0.26696622
-4.79939970,2.74597307,0.00200392,0.58301270,2.00095957,0.95920277,0.01332534,1.02829175,0.46957276,0.26914617
-4.79339670,2.80525659,0.00202610,0.60978046,2.08096892,0.98389775,0.01292991,1.02853386,0.48658140,0.27173865
-4.78739370,2.86686084,0.00206317,0.63656376,2.16025935,1.00931690,0.01255581,1.03008424,0.50451402,0.27474240
-4.78139070,2.93030967,0.00211585,0.66312600,2.23813378,1.03520962,0.01220899,1.03301304,0.52323565,0.27813904
-4.77538769,2.99500479,0.00218465,0.68921673,2.31387980,1.06128663,0.01189407,1.03733631,0.54257642,0.28189231
-4.76938469,3.06022940,0.00226980,0.71457510,2.38677693,1.08722268,0.01161416,1.04301255,0.56233375,0.28594822
-4.76338169,3.12515837,0.00237131,0.73893437,2.45610550,1.11266138,0.01137084,1.04994217,0.58227618,0.29023596
-4.75737869,3.18887505,0.00248892,0.76202710,2.52115748,1.13722211,0.01116416,1.05796994,0.60214887,0.29466983
-4.75137569,3.25039451,0.00262217,0.78359123,2.58124936,1.16050895,0.01099270,1.06689035,0.62168062,0.29915181
-4.74537269,3.30869222,0.00277044,0.80337668,2.63573708,1.18212129,0.01085371,1.07645561,0.64059218,0.30357485
-4.73936968,3.36273732,0.00293298,0.82115239,2.68403256,1.20166571,0.01074329,1.08638602,0.65860560,0.30782674
-4.73336668,3.41152877,0.00310900,0.83671355,2.72562156,1.21876876,0.01065665,1.09638190,0.67545413,0.31179425
-4.72736368,3.45413303,0.00329770,0.84988858,2.76008181,1.23308994,0.01058834,1.10613677,0.69089232,0.31536750
-4.72136068,3.48972097,0.00349840,0.86054561,2.78710082,1.24433435,0.01053252,1.11535084,0.70470577,0.31844421
-4.71535768,3.51760247,0.00371054,0.86859816,2.80649202,1.25226427,0.01048329,1.12374416,0.71672001,0.32093377
-4.70935468,3.53725649,0.00393376,0.87400948,2.81820823,1.25670909,0.01043493,1.13106876,0.72680803,0.32276078
-4.70335168,3.54835509,0.00416796,0.87679543,2.82235129,1.25757302,0.01038219,1.13711896,0.73489608,0.32386802
-4.69734867,3.55077974,0.00441328,0.87702551,2.81917687,1.25484008,0.01032051,1.14173954,0.74096726,0.32421861
-4.69134567,3.54462900,0.00467014,0.87482187,2.80909349,1.24857603,0.01024619,1.14483111,0.74506278,0.32379731
-4.68534267,3.53021679,0.00493919,0.87035628,2.79265541,1.23892706,0.01015661,1.14635255,0.74728068,0.32261086
-4.67933967,3.50806116,0.00522129,0.86384501,2.77054893,1.22611515,0.01005024,1.14632035,0.74777197,0.32068738
-4.67333667,3.47886408,0.00551739,0.85554177,2.74357243,1.21043041,0.00992678,1.14480506,0.74673450,0.31807482
-4.66733367,3.44348292,0.00582850,0.84572904,2.71261062,1.19222053,0.00978708,1.14192492,0.74440473,0.31483858
-4.66133067,3.40289531,0.00615549,0.83470806,2.67860402,1.17187811,0.00963311,1.13783731,0.74104773,0.31105844
-4.65532766,3.35815893,0.00649904,0.82278798,2.64251483,1.14982616,0.00946788,1.13272833,0.73694615,0.30682492
-4.64932466,3.31036852,0.00685946,0.81027474,2.60529096,1.12650283,0.00929526,1.12680137,0.73238846,0.30223527
-4.64332166,3.26061219,0.00723654,0.79746014,2.56782976,1.10234588,0.00911982,1.12026520,0.72765722,0.29738929
