energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.88594297,3.55838338,0.38048681,0.39134456,0.00773535,1.34614283,0.86384175,0.00000000,2.89493440,0.77360057
-5.87993997,3.58661764,0.38655790,0.39440417,0.00787348,1.35464307,0.87313200,0.00000000,2.92257724,0.77769547
-5.87393697,3.60576340,0.39234061,0.39699195,0.00804165,1.35871153,0.88085673,0.00000000,2.93792149,0.78087303
-5.86793397,3.61507178,0.39772112,0.39906847,0.00823530,1.35809242,0.88682473,0.00000000,2.94042342,0.78292161
-5.86193097,3.61401189,0.40259544,0.40059610,0.00844916,1.35264439,0.89087492,0.00000000,2.92982355,0.78366656
-5.85592796,3.60227757,0.40687023,0.40153821,0.00867734,1.34234260,0.89287776,0.00000000,2.90614870,0.78297405
-5.84992496,3.57978468,0.41046339,0.40185847,0.00891336,1.32727539,0.89273605,0.00000000,2.86970248,0.78075246
-5.84392196,3.54665981,0.41330439,0.40152053,0.00915033,1.30763602,0.89038505,0.00000000,2.82104550,0.77695147
-5.83791896,3.50322189,0.41533460,0.40048798,0.00938106,1.28371013,0.88579211,0.00000000,2.76096652,0.77155926
-5.83191596,3.44995814,0.41650748,0.39872488,0.00959822,1.25585996,0.87895607,0.00000000,2.69044652,0.76459805
-5.82591296,3.38749638,0.41678877,0.39619670,0.00979454,1.22450625,0.86990630,0.00000000,2.61061788,0.75611850
-5.81990995,3.31657546,0.41615667,0.39287177,0.00996297,1.19010916,0.85870162,0.00000000,2.52272096,0.74619349
-5.81390695,3.23801553,0.41460198,0.38872311,0.01009690,1.15314915,0.84542914,0.00000000,2.42806032,0.73491170
-5.80790395,3.15268986,0.41212819,0.38373054,0.01019036,1.11410902,0.83020277,0.00000000,2.32796281,0.72237147
-5.80190095,3.06149924,0.40875141,0.37788294,0.01023819,1.07345794,0.81316169,0.00000000,2.22373929,0.70867535
-5.79589795,2.96535021,0.40450017,0.37118048,0.01023623,1.03163817,0.79446847,0.00000000,2.11665154,0.69392563
-5.78989495,2.86513744,0.39941500,0.36363665,0.01018145,0.98905500,0.77430689,0.00000000,2.00788532,0.67822094
-5.78389195,2.76173058,0.39354769,0.35527992,0.01007204,0.94607009,0.75287941,0.00000000,1.89853024,0.66165425
-5.77788894,2.65596551,0.38696037,0.34615499,0.00990750,0.90299815,0.73040433,0.00000000,1.78956648,0.64431197
-5.77188594,2.54863952,0.37972426,0.33632333,0.00968865,0.86010685,0.70711254,0.00000000,1.68185820,0.62627428
-5.76588294,2.44050996,0.37191819,0.32586313,0.00941757,0.81761948,0.68324405,0.00000000,1.57615286,0.60761640
-5.75987994,2.33229548,0.36362699,0.31486859,0.00909759,0.77571977,0.65904432,0.00000000,1.47308560,0.58841059
-5.75387694,2.22467922,0.35493975,0.30344853,0.00873311,0.73455828,0.63476056,0.00000000,1.37318760,0.56872863
-5.74787394,2.11831303,0.34594809,0.29172444,0.00832948,0.69425977,0.61063806,0.00000000,1.27689718,0.54864448
-5.74187094,2.01382203,0.33674455,0.27982803,0.00789280,0.65493071,0.58691683,0.00000000,1.18457246,0.52823686
-5.73586793,1.91180888,0.32742111,0.26789846,0.00742973,0.61666650,0.56382851,0.00000000,1.09650458,0.50759161
-5.72986493,1.81285714,0.31806806,0.25607935,0.00694724,0.57955782,0.54159385,0.00000000,1.01293025,0.48680342
-5.72386193,1.71753341,0.30877316,0.24451569,0.00645246,0.54369579,0.52042059,0.00000000,0.93404320,0.46597700
-5.71785893,1.62638790,0.29962106,0.23335078,0.00595237,0.50917560,0.50050202,0.00000000,0.86000362,0.44522752
-5.71185593,1.53995340,0.29069321,0.22272339,0.00545369,0.47609858,0.48201592,0.00000000,0.79094549,0.42468020
-5.70585293,1.45874252,0.28206793,0.21276506,0.00496268,0.44457265,0.46512408,0.00000000,0.72698153,0.40446924
-5.69984992,1.38324341,0.27382082,0.20359776,0.00448498,0.41471134,0.44997202,0.00000000,0.66820588,0.38473600
-5.69384692,1.31391409,0.26602523,0.19533187,0.00402553,0.38663151,0.43668897,0.00000000,0.61469474,0.36562655
-5.68784392,1.25117568,0.25875282,0.18806443,0.00358846,0.36045015,0.42538789,0.00000000,0.56650521,0.34728889
-5.68184092,1.19540477,0.25207407,0.18187784,0.00317708,0.33628039,0.41616537,0.00000000,0.52367295,0.32986968
-5.67583792,1.14692547,0.24605865,0.17683871,0.00279388,0.31422733,0.40910137,0.00000000,0.48620891,0.31351096
-5.66983492,1.10600138,0.24077552,0.17299711,0.00244050,0.29438368,0.40425862,0.00000000,0.45409572,0.29834678
-5.66383192,1.07282790,0.23629285,0.17038604,0.00211784,0.27682582,0.40168183,0.00000000,0.42728425,0.28450004
-5.65782891,1.04752550,0.23267753,0.16902110,0.00182609,0.26161030,0.40139651,0.00000000,0.40569056,0.27207962
-5.65182591,1.03013404,0.22999445,0.16890049,0.00156481,0.24877104,0.40340776,0.00000000,0.38919373,0.26117787
-5.64582291,1.02060884,0.22830557,0.17000516,0.00133306,0.23831749,0.40769890,0.00000000,0.37763470,0.25186868
-5.63981991,1.01881860,0.22766868,0.17229922,0.00112947,0.23023358,0.41423030,0.00000000,0.37081638,0.24420608
-5.63381691,1.02454548,0.22813609,0.17573072,0.00095232,0.22447775,0.42293848,0.00000000,0.36850497,0.23822349
-5.62781391,1.03748752,0.22975328,0.18023253,0.00079970,0.22098379,0.43373569,0.00000000,0.37043257,0.23393358
-5.62181091,1.05726341,0.23255756,0.18572369,0.00066953,0.21966254,0.44651011,0.00000000,0.37630091,0.23132866
-5.61580790,1.08341958,0.23657679,0.19211093,0.00055967,0.22040424,0.46112681,0.00000000,0.38578605,0.23038172
-5.60980490,1.11543924,0.24182831,0.19929052,0.00046801,0.22308146,0.47742951,0.00000000,0.39854380,0.23104786
-5.60380190,1.15275319,0.24831801,0.20715036,0.00039249,0.22755229,0.49524306,0.00000000,0.41421566,0.23326606
-5.59779890,1.19475195,0.25603958,0.21557220,0.00033117,0.23366375,0.51437672,0.00000000,0.43243488,0.23696124
-5.59179590,1.24079854,0.26497402,0.22443406,0.00028226,0.24125521,0.53462792,0.00000000,0.45283252,0.24204637
-5.58579290,1.29024144,0.27508927,0.23361261,0.00024414,0.25016151,0.55578654,0.00000000,0.47504304,0.24842462
-5.57978989,1.34242719,0.28633995,0.24298550,0.00021541,0.26021589,0.57763921,0.00000000,0.49870940,0.25599136
-5.57378689,1.39671200,0.29866731,0.25243354,0.00019487,0.27125238,0.59997368,0.00000000,0.52348730,0.26463593
-5.56778389,1.45247190,0.31199920,0.26184268,0.00018151,0.28310778,0.62258289,0.00000000,0.54904866,0.27424309
-5.56178089,1.50911118,0.32625019,0.27110556,0.00017456,0.29562306,0.64526851,0.00000000,0.57508399,0.28469425
-5.55577789,1.56606888,0.34132178,0.28012285,0.00017345,0.30864428,0.66784401,0.00000000,0.60130398,0.29586820
-5.54977489,1.62282325,0.35710271,0.28880411,0.00017779,0.32202308,0.69013686,0.00000000,0.62744024,0.30764172
-5.54377189,1.67889435,0.37346956,0.29706832,0.00018741,0.33561675,0.71199019,0.00000000,0.65324531,0.31988981
-5.53776888,1.73384499,0.39028756,0.30484406,0.00020228,0.34928819,0.73326361,0.00000000,0.67849219,0.33248589
-5.53176588,1.78728056,0.40741167,0.31206943,0.00022257,0.36290564,0.75383361,0.00000000,0.70297367,0.34530190
-5.52576288,1.83884784,0.42468823,0.31869174,0.00024857,0.37634251,0.77359331,0.00000000,0.72650150,0.35820853
-5.51975988,1.88823364,0.44195682,0.32466711,0.00028070,0.38947734,0.79245211,0.00000000,0.74890578,0.37107567
-5.51375688,1.93516332,0.45905283,0.32996006,0.00031948,0.40219400,0.81033499,0.00000000,0.77003452,0.38377305
-5.50775388,1.97939977,0.47581025,0.33454305,0.00036552,0.41438219,0.82718191,0.00000000,0.78975376,0.39617138
-5.50175088,2.02074286,0.49206502,0.33839621,0.00041948,0.42593827,0.84294720,0.00000000,0.80794790,0.40814370
-5.49574787,2.05902948,0.50765849,0.34150712,0.00048204,0.43676638,0.85759901,0.00000000,0.82452054,0.41956726
-5.48974487,2.09413396,0.52244114,0.34387077,0.00055388,0.44677977,0.87111886,0.00000000,0.83939546,0.43032550
-5.48374187,2.12596871,0.53627614,0.34548955,0.00063561,0.45590228,0.88350112,0.00000000,0.85251762,0.44031034
-5.47773887,2.15448453,0.54904262,0.34637335,0.00072777,0.46406974,0.89475238,0.00000000,0.86385406,0.44942443
-5.47173587,2.17967024,0.56063850,0.34653961,0.00083078,0.47123120,0.90489052,0.00000000,0.87339429,0.45758330
-5.46573287,2.20155116,0.57098262,0.34601321,0.00094487,0.47734984,0.91394328,0.00000000,0.88115003,0.46471719
-5.45972986,2.22018590,0.58001595,0.34482629,0.00107008,0.48240341,0.92194636,0.00000000,0.88715409,0.47077242
-5.45372686,2.23566143,0.58770187,0.34301775,0.00120621,0.48638405,0.92894080,0.00000000,0.89145832,0.47571214
-5.44772386,2.24808615,0.59402545,0.34063248,0.00135277,0.48929749,0.93496981,0.00000000,0.89413051,0.47951644
-5.44172086,2.25758113,0.59899175,0.33772032,0.00150896,0.49116162,0.94007501,0.00000000,0.89525033,0.48218166
-5.43571786,2.26427006,0.60262315,0.33433472,0.00167369,0.49200449,0.94429227,0.00000000,0.89490460,0.48371906
-5.42971486,2.26826826,0.60495619,0.33053125,0.00184550,0.49186179,0.94764760,0.00000000,0.89318199,0.48415282
-5.42371186,2.26967186,0.60603779,0.32636592,0.00202266,0.49077408,0.95015313,0.00000000,0.89016774,0.48351756
-5.41770885,2.26854784,0.60592154,0.32189363,0.00220310,0.48878396,0.95180388,0.00000000,0.88593851,0.48185555
-5.41170585,2.26492614,0.60466406,0.31716667,0.00238450,0.48593325,0.95257550,0.00000000,0.88055816,0.47921393
-5.40570285,2.25879466,0.60232195,0.31223356,0.00256432,0.48226074,0.95242350,0.00000000,0.87407451,0.47564195
-5.39969985,2.25009816,0.59894961,0.30713834,0.00273984,0.47780033,0.95128422,0.00000000,0.86651770,0.47118872
-5.39369685,2.23874146,0.59459802,0.30192039,0.00290830,0.47258008,0.94907774,0.00000000,0.85790028,0.46590148
-5.38769385,2.22459748,0.58931481,0.29661485,0.00306687,0.46662203,0.94571294,0.00000000,0.84821917,0.45982469
-5.38169085,2.20751999,0.58314553,0.29125366,0.00321284,0.45994302,0.94109444,0.00000000,0.83745948,0.45299986
-5.37568784,2.18736052,0.57613617,0.28586727,0.00334367,0.45255635,0.93513133,0.00000000,0.82560003,0.44546636
-5.36968484,2.16398885,0.56833663,0.28048679,0.00345706,0.44447429,0.92774718,0.00000000,0.81262021,0.43726301
-5.36368184,2.13731577,0.55980500,0.27514655,0.00355104,0.43571116,0.91889090,0.00000000,0.79850780,0.42843031
-5.35767884,2.10731667,0.55061226,0.26988688,0.00362408,0.42628680,0.90854760,0.00000000,0.78326711,0.41901328
-5.35167584,2.07405443,0.54084693,0.26475685,0.00367511,0.41623018,0.89674890,0.00000000,0.76692692,0.40906442
-5.34567284,2.03769986,0.53061929,0.25981672,0.00370355,0.40558278,0.88358178,0.00000000,0.74954748,0.39864680
-5.33966983,1.99854799,0.52006470,0.25513993,0.00370939,0.39440151,0.86919529,0.00000000,0.73122617,0.38783670
-5.33366683,1.95702888,0.50934565,0.25081438,0.00369313,0.38276087,0.85380450,0.00000000,0.71210107,0.37672576
-5.32766383,1.91371151,0.49865222,0.24694274,0.00365581,0.37075415,0.83769108,0.00000000,0.69235222,0.36542225
-5.32166083,1.86930020,0.48820057,0.24364174,0.00359894,0.35849350,0.82120022,0.00000000,0.67220031,0.35405132
-5.31565783,1.82462290,0.47822954,0.24104032,0.00352445,0.34610878,0.80473381,0.00000000,0.65190263,0.34275403
-5.30965483,1.78061165,0.46899527,0.23927662,0.00343463,0.33374518,0.78873983,0.00000000,0.63174648,0.33168527
-5.30365183,1.73827566,0.46076388,0.23849387,0.00333202,0.32155980,0.77369835,0.00000000,0.61204029,0.32101040
-5.29764882,1.69866810,0.45380266,0.23883530,0.00321934,0.30971713,0.76010464,0.00000000,0.59310292,0.31090088
-5.29164582,1.66284802,0.44837003,0.24043835,0.00309937,0.29838394,0.74845016,0.00000000,0.57525163,0.30152895
-5.28564282,1.63183919,0.44470473,0.24342829,0.00297486,0.28772355,0.73920213,0.00000000,0.55878946,0.29306174
-5.27963982,1.60658788,0.44301488,0.24791169,0.00284842,0.27789010,0.73278291,0.00000000,0.54399268,0.28565499
-5.27363682,1.58792158,0.44346737,0.25397004,0.00272248,0.26902282,0.72954995,0.00000000,0.53109903,0.27944680
-5.26763382,1.57651089,0.44617821,0.26165386,0.00259915,0.26124091,0.72977753,0.00000000,0.52029737,0.27455169
-5.26163082,1.57283648,0.45120447,0.27097754,0.00248023,0.25463902,0.73364116,0.00000000,0.51171941,0.27105527
-5.25562781,1.57716288,0.45853814,0.28191549,0.00236713,0.24928381,0.74120551,0.00000000,0.50543388,0.26900997
-5.24962481,1.58952054,0.46810240,0.29439957,0.00226088,0.24521163,0.75241660,0.00000000,0.50144350,0.26843184
-5.24362181,1.60969714,0.47975061,0.30831818,0.00216209,0.24242737,0.76709869,0.00000000,0.49968489,0.26929885
-5.23761881,1.63723884,0.49326813,0.32351719,0.00207098,0.24090473,0.78495617,0.00000000,0.50003141,0.27155068
-5.23161581,1.67146139,0.50837693,0.33980262,0.00198744,0.24058766,0.80558060,0.00000000,0.50229875,0.27509003
-5.22561281,1.71147091,0.52474303,0.35694513,0.00191105,0.24139298,0.82846242,0.00000000,0.50625291,0.27978554
-5.21960980,1.75619345,0.54198628,0.37468623,0.00184110,0.24321400,0.85300724,0.00000000,0.51162015,0.28547613
-5.21360680,1.80441204,0.55969234,0.39274591,0.00177673,0.24592502,0.87855576,0.00000000,0.51809835,0.29197657
-5.20760380,1.85480970,0.57742611,0.41083151,0.00171692,0.24938632,0.90440665,0.00000000,0.52536921,0.29908410
-5.20160080,1.90601660,0.59474627,0.42864737,0.00166060,0.25344956,0.92984140,0.00000000,0.53311052,0.30658588
-5.19559780,1.95665929,0.61122019,0.44590494,0.00160667,0.25796322,0.95415003,0.00000000,0.54100811,0.31426677
-5.18959480,2.00540996,0.62643863,0.46233293,0.00155411,0.26277799,0.97665661,0.00000000,0.54876673,0.32191737
-5.18359180,2.05103368,0.64002955,0.47768696,0.00150198,0.26775163,0.99674351,0.00000000,0.55611951,0.32934173
-5.17758879,2.09243158,0.65167061,0.49175833,0.00144947,0.27275349,1.01387335,0.00000000,0.56283553,0.33636468
-5.17158579,2.12867854,0.66109966,0.50438162,0.00139594,0.27766813,1.02760779,0.00000000,0.56872535,0.34283822
-5.16558279,2.15905356,0.66812308,0.51544056,0.00134093,0.28239831,1.03762247,0.00000000,0.57364432,0.34864698
-5.15957979,2.18306215,0.67262152,0.52487202,0.00128416,0.28686699,1.04371755,0.00000000,0.57749373,0.35371239
-5.15357679,2.20044978,0.67455292,0.53266803,0.00122553,0.29101850,1.04582350,0.00000000,0.58021996,0.35799542
-5.14757379,2.21120624,0.67395295,0.53887547,0.00116509,0.29481887,1.04400225,0.00000000,0.58181178,0.36149793
-5.14157079,2.21556099,0.67093269,0.54359369,0.00110308,0.29825534,1.03844355,0.00000000,0.58229623,0.36426253
-5.13556778,2.21397011,0.66567410,0.54697000,0.00103983,0.30133510,1.02945712,0.00000000,0.58173347,0.36637089
-5.12956478,2.20709549,0.65842325,0.54919332,0.00097577,0.30408350,1.01746104,0.00000000,0.58021088,0.36794085
-5.12356178,2.19577754,0.64948197,0.55048618,0.00091142,0.30654169,1.00296687,0.00000000,0.57783692,0.36912220
-5.11755878,2.18100271,0.63919803,0.55109547,0.00084730,0.30876395,0.98656245,0.00000000,0.57473513,0.37009146
-5.11155578,2.16386706,0.62795458,0.55128232,0.00078399,0.31081473,0.96889294,0.00000000,0.57103843,0.37104584
-5.10555278,2.14553763,0.61615892,0.55131155,0.00072201,0.31276553,0.95064098,0.00000000,0.56688415,0.37219653
-5.09954977,2.12721280,0.60423121,0.55144104,0.00066187,0.31469185,0.93250658,0.00000000,0.56240975,0.37376160
-5.09354677,2.11008313,0.59259332,0.55191154,0.00060403,0.31667007,0.91518749,0.00000000,0.55774946,0.37595877
-5.08754377,2.09529386,0.58165814,0.55293735,0.00054889,0.31877453,0.89936044,0.00000000,0.55303168,0.37899811
-5.08154077,2.08391001,0.57181944,0.55469806,0.00049676,0.32107483,0.88566377,0.00000000,0.54837713,0.38307501
-5.07553777,2.07688509,0.56344253,0.55733182,0.00044790,0.32363327,0.87468166,0.00000000,0.54389756,0.38836353
-5.06953477,2.07503382,0.55685573,0.56093027,0.00040249,0.32650264,0.86693026,0.00000000,0.53969489,0.39501026
-5.06353177,2.07900946,0.55234277,0.56553535,0.00036064,0.32972425,0.86284566,0.00000000,0.53586054,0.40312886
-5.05752876,2.08928598,0.55013605,0.57113805,0.00032240,0.33332626,0.86277388,0.00000000,0.53247476,0.41279539
-5.05152576,2.10614519,0.55041089,0.57767906,0.00028778,0.33732233,0.86696282,0.00000000,0.52960586,0.42404447
-5.04552276,2.12966882,0.55328069,0.58505137,0.00025673,0.34171064,0.87555612,0.00000000,0.52730922,0.43686643
-5.03951976,2.15973558,0.55879315,0.59310456,0.00022919,0.34647316,0.88858891,0.00000000,0.52562602,0.45120552
-5.03351676,2.19602298,0.56692761,0.60165068,0.00020507,0.35157536,0.90598560,0.00000000,0.52458169,0.46695911
-5.02751376,2.23801395,0.57759357,0.61047142,0.00018427,0.35696628,0.92755953,0.00000000,0.52418421,0.48397817
-5.02151076,2.28500792,0.59063051,0.61932632,0.00016670,0.36257898,0.95301484,0.00000000,0.52442238,0.50206882
-5.01550775,2.33613634,0.60580929,0.62796177,0.00015226,0.36833144,0.98195039,0.00000000,0.52526417,0.52099519
-5.00950475,2.39038236,0.62283510,0.63612029,0.00014088,0.37412792,1.01386614,0.00000000,0.52665553,0.54048344
-5.00350175,2.44660445,0.64135214,0.64355003,0.00013252,0.37986067,1.04817193,0.00000000,0.52851960,0.56022698
-4.99749875,2.50356361,0.66095023,0.65001391,0.00012714,0.38541221,1.08419868,0.00000000,0.53075679,0.57989283
-4.99149575,2.55995374,0.68117308,0.65529830,0.00012476,0.39065794,1.12121226,0.00000000,0.53324568,0.59912904
-4.98549275,2.61443470,0.70152853,0.65922078,0.00012540,0.39546916,1.15842965,0.00000000,0.53584503,0.61757295
-4.97948974,2.66566721,0.72150022,0.66163695,0.00012913,0.39971639,1.19503725,0.00000000,0.53839672,0.63486015
-4.97348674,2.71234890,0.74056079,0.66244583,0.00013605,0.40327295,1.23021113,0.00000000,0.54072982,0.65063396
-4.96748374,2.75325050,0.75818592,0.66159390,0.00014626,0.40601862,1.26313841,0.00000000,0.54266558,0.66455505
-4.96148074,2.78725096,0.77386911,0.65907757,0.00015993,0.40784335,1.29303944,0.00000000,0.54402307,0.67631088
-4.95547774,2.81337061,0.78713639,0.65494402,0.00017720,0.40865084,1.31918976,0.00000000,0.54462546,0.68562476
-4.94947474,2.83080077,0.79756060,0.64929040,0.00019826,0.40836181,1.34094130,0.00000000,0.54430644,0.69226407
-4.94347174,2.83892909,0.80477461,0.64226151,0.00022328,0.40691698,1.35774163,0.00000000,0.54291658,0.69604733
-4.93746873,2.83735914,0.80848286,0.63404589,0.00025245,0.40427938,1.36915074,0.00000000,0.54032926,0.69684989
-4.93146573,2.82592368,0.80847083,0.62487060,0.00028594,0.40043619,1.37485442,0.00000000,0.53644598,0.69460795
-4.92546273,2.80469076,0.80461196,0.61499477,0.00032390,0.39539983,1.37467354,0.00000000,0.53120053,0.68932066
-4.91945973,2.77396232,0.79687165,0.60470223,0.00036646,0.38920823,1.36856891,0.00000000,0.52456215,0.68105036
-4.91345673,2.73426524,0.78530828,0.59429326,0.00041373,0.38192450,1.35664137,0.00000000,0.51653718,0.66992080
-4.90745373,2.68633507,0.77007109,0.58407595,0.00046575,0.37363573,1.33912699,0.00000000,0.50716945,0.65611343
-4.90145073,2.63109314,0.75139515,0.57435725,0.00052253,0.36445122,1.31638766,0.00000000,0.49653914,0.63986203
-4.89544772,2.56961785,0.72959356,0.56543410,0.00058400,0.35450007,1.28889750,0.00000000,0.48476043,0.62144574
-4.88944472,2.50311133,0.70504728,0.55758477,0.00065005,0.34392836,1.25722558,0.00000000,0.47197788,0.60118097
-4.88344172,2.43286296,0.67819313,0.55106085,0.00072047,0.33289596,1.22201587,0.00000000,0.45836198,0.57941235
-4.87743872,2.36021104,0.64951039,0.54607991,0.00079498,0.32157314,1.18396522,0.00000000,0.44410386,0.55650330
-4.87143572,2.28650434,0.61950670,0.54281923,0.00087324,0.31013714,1.14380047,0.00000000,0.42940966,0.53282638
-4.86543272,2.21306476,0.58870369,0.54141061,0.00095481,0.29876870,1.10225548,0.00000000,0.41449465,0.50875402
-4.85942971,2.14115269,0.55762306,0.54193650,0.00103915,0.28764887,1.06004926,0.00000000,0.39957748,0.48464966
-4.85342671,2.07193603,0.52677346,0.54442751,0.00112569,0.27695586,1.01786580,0.00000000,0.38487462,0.46085990
-4.84742371,2.00646386,0.49663867,0.54886134,0.00121374,0.26686229,0.97633648,0.00000000,0.37059536,0.43770753
-4.84142071,1.94564532,0.46766728,0.55516316,0.00130257,0.25753262,0.93602555,0.00000000,0.35693732,0.41548591
-4.83541771,1.89023412,0.44026425,0.56320736,0.00139139,0.24912087,0.89741894,0.00000000,0.34408265,0.39445444
-4.82941471,1.84081860,0.41478426,0.57282069,0.00147936,0.24176854,0.86091675,0.00000000,0.33219489,0.37483541
-4.82341171,1.79781727,0.39152699,0.58378655,0.00156562,0.23560274,0.82682917,0.00000000,0.32141646,0.35681196
-4.81740870,1.76147927,0.37073418,0.59585040,0.00164927,0.23073446,0.79537588,0.00000000,0.31186684,0.34052718
-4.81140570,1.73188935,0.35258832,0.60872603,0.00172943,0.22725690,0.76668843,0.00000000,0.30364123,0.32608412
-4.80540270,1.70897649,0.33721289,0.62210258,0.00180522,0.22524390,0.74081525,0.00000000,0.29680964,0.31354666
-4.79939970,1.69252552,0.32467371,0.63565206,0.00187579,0.22474843,0.71772883,0.00000000,0.29141645,0.30294100
-4.79339670,1.68219105,0.31498140,0.64903712,0.00194032,0.22580113,0.69733448,0.00000000,0.28748023,0.29425769
-4.78739370,1.67751286,0.30809462,0.66191897,0.00199808,0.22840898,0.67948018,0.00000000,0.28499385,0.28745398
-4.78139070,1.67793236,0.30392385,0.67396512,0.00204837,0.23255409,0.66396700,0.00000000,0.28392485,0.28245655
-4.77538769,1.68280931,0.30233566,0.68485684,0.00209061,0.23819280,0.65055963,0.00000000,0.28421599,0.27916432
-4.76938469,1.69143869,0.30315726,0.69429607,0.00212429,0.24525511,0.63899666,0.00000000,0.28578621,0.27745153
-4.76338169,1.70306716,0.30618120,0.70201172,0.00214900,0.25364448,0.62900028,0.00000000,0.28853170,0.27717083
-4.75737869,1.71690905,0.31117029,0.70776513,0.00216445,0.26323824,0.62028513,0.00000000,0.29232751,0.27815649
-4.75137569,1.73216167,0.31786246,0.71135463,0.00217045,0.27388861,0.61256616,0.00000000,0.29702934,0.28022776
-4.74537269,1.74801987,0.32597584,0.71261911,0.00216692,0.28542431,0.60556540,0.00000000,0.30247592,0.28319221
-4.73936968,1.76368981,0.33521371,0.71144057,0.00215391,0.29765302,0.59901761,0.00000000,0.30849171,0.28684921
-4.73336668,1.77840192,0.34526961,0.70774553,0.00213156,0.31036437,0.59267481,0.00000000,0.31489007,0.29099346
-4.72736368,1.79142296,0.35583237,0.70150544,0.00210014,0.32333376,0.58630976,0.00000000,0.32147680,0.29541854
-4.72136068,1.80206721,0.36659117,0.69273605,0.00206001,0.33632667,0.57971841,0.00000000,0.32805405,0.29992046
-4.71535768,1.80970668,0.37724051,0.68149578,0.00201162,0.34910350,0.57272159,0.00000000,0.33442447,0.30430113
-4.70935468,1.81378031,0.38748514,0.66788322,0.00195553,0.36142472,0.56516586,0.00000000,0.34039552,0.30837179
-4.70335168,1.81380195,0.39704475,0.65203386,0.00189238,0.37305631,0.55692373,0.00000000,0.34578377,0.31195612
-4.69734867,1.80936721,0.40565852,0.63411613,0.00182285,0.38377506,0.54789345,0.00000000,0.35041922,0.31489330
-4.69134567,1.80015892,0.41308933,0.61432696,0.00174771,0.39337388,0.53799832,0.00000000,0.35414919,0.31704053
-4.68534267,1.78595111,0.41912756,0.59288692,0.00166777,0.40166669,0.52718575,0.00000000,0.35684205,0.31827536
-4.67933967,1.76661163,0.42359452,0.57003515,0.00158389,0.40849286,0.51542612,0.00000000,0.35839032,0.31849750
-4.67333667,1.74210307,0.42634526,0.54602417,0.00149692,0.41372098,0.50271151,0.00000000,0.35871321,0.31763015
-4.66733367,1.71248227,0.42727083,0.52111487,0.00140775,0.41725196,0.48905438,0.00000000,0.35775853,0.31562093
-4.66133067,1.67789819,0.42629985,0.49557150,0.00131726,0.41902125,0.47448619,0.00000000,0.35550385,0.31244215
-4.65532766,1.63858837,0.42339940,0.46965716,0.00122631,0.41900025,0.45905611,0.00000000,0.35195688,0.30809076
-4.64932466,1.59487394,0.41857520,0.44362954,0.00113572,0.41719669,0.44282963,0.00000000,0.34715509,0.30258764
-4.64332166,1.54715344,0.41187096,0.41773728,0.00104628,0.41365431,0.42588731,0.00000000,0.34116469,0.29597657
