energy_ev,total_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.71185593,2.77449166,0.00753029,0.25572945,0.66560191,1.68559269,0.26751155,0.20567021,0.97839875,0.00000000
-5.70585293,2.95245927,0.00840647,0.27204119,0.68696026,1.80011064,0.28035897,0.21972451,1.03618556,0.00000000
-5.69984992,3.13394895,0.00934275,0.28839137,0.71211416,1.91526645,0.29481643,0.23428604,1.09619918,0.00000000
-5.69384692,3.31748801,0.01033783,0.30463086,0.74086949,2.03016681,0.31075179,0.24922653,1.15785334,0.00000000
-5.68784392,3.50157919,0.01138996,0.32060418,0.77297023,2.14393922,0.32801178,0.26441056,1.22053510,0.00000000
-5.68184092,3.68472638,0.01249701,0.33615143,0.80810512,2.25574822,0.34642472,0.27969737,1.28361634,0.00000000
-5.67583792,3.86545964,0.01365652,0.35111041,0.84591559,2.36480981,0.36580369,0.29494302,1.34646561,0.00000000
-5.66983492,4.04235916,0.01486578,0.36531911,0.88600476,2.47040355,0.38595040,0.31000281,1.40846012,0.00000000
-5.66383192,4.21407723,0.01612191,0.37861839,0.92794725,2.57188204,0.40665930,0.32473398,1.46899765,0.00000000
-5.65782891,4.37935810,0.01742192,0.39085498,0.97129968,2.66867729,0.42772215,0.33899855,1.52750800,0.00000000
-5.65182591,4.53705516,0.01876279,0.40188459,1.01561145,2.76030418,0.44893277,0.35266640,1.58346373,0.00000000
-5.64582291,4.68614520,0.02014146,0.41157522,1.06043575,2.84636079,0.47009184,0.36561826,1.63639002,0.00000000
-5.63981991,4.82573961,0.02155493,0.41981049,1.10534029,2.92652597,0.49101164,0.37774865,1.68587325,0.00000000
-5.63381691,4.95509247,0.02300020,0.42649292,1.14991760,3.00055438,0.51152049,0.38896864,1.73156827,0.00000000
-5.62781391,5.07360549,0.02447424,0.43154704,1.19379463,3.06826961,0.53146674,0.39920817,1.77320399,0.00000000
-5.62181091,5.18082992,0.02597402,0.43492222,1.23664113,3.12955576,0.55072216,0.40841802,1.81058726,0.00000000
-5.61580790,5.27646574,0.02749635,0.43659504,1.27817676,3.18434814,0.56918448,0.41657107,1.84360496,0.00000000
-5.60980490,5.36035808,0.02903786,0.43657118,1.31817656,3.23262385,0.58677909,0.42366296,1.87222409,0.00000000
-5.60380190,5.43249144,0.03059486,0.43488661,1.35647442,3.27439261,0.60345971,0.42971201,1.89649001,0.00000000
-5.59779890,5.49298180,0.03216331,0.43160803,1.39296464,3.30968861,0.61920791,0.43475831,1.91652277,0.00000000
-5.59179590,5.54206704,0.03373865,0.42683251,1.42760113,3.33856369,0.63403172,0.43886215,1.93251166,0.00000000
-5.58579290,5.58009583,0.03531579,0.42068626,1.46039455,3.36108231,0.64796302,0.44210166,1.94470808,0.00000000
-5.57978989,5.60751547,0.03688901,0.41332251,1.49140711,3.37731837,0.66105412,0.44456988,1.95341696,0.00000000
-5.57378689,5.62485871,0.03845194,0.40491857,1.52074539,3.38735411,0.67337353,0.44637135,1.95898688,0.00000000
-5.56778389,5.63272993,0.03999756,0.39567208,1.54855132,3.39128081,0.68500098,0.44761824,1.96179927,0.00000000
-5.56178089,5.63179079,0.04151822,0.38579659,1.57499164,3.38920116,0.69602219,0.44842640,1.96225678,0.00000000
-5.55577789,5.62274552,0.04300568,0.37551657,1.60024619,3.38123294,0.70652330,0.44891133,1.96077130,0.00000000
-5.54977489,5.60632594,0.04445124,0.36506195,1.62449552,3.36751342,0.71658547,0.44918429,1.95775192,0.00000000
-5.54377189,5.58327644,0.04584576,0.35466246,1.64790838,3.34820406,0.72627960,0.44934865,1.95359299,0.00000000
-5.53776888,5.55433881,0.04717987,0.34454185,1.67062947,3.32349495,0.73566173,0.44949676,1.94866283,0.00000000
-5.53176588,5.52023729,0.04844400,0.33491214,1.69276809,3.29360838,0.74476898,0.44970722,1.94329323,0.00000000
-5.52576288,5.48166392,0.04962857,0.32596824,1.71438819,3.25880112,0.75361643,0.45004286,1.93777006,0.00000000
-5.51975988,5.43926427,0.05072407,0.31788283,1.73550028,3.21936505,0.76219498,0.45054925,1.93232535,0.00000000
-5.51375688,5.39362409,0.05172119,0.31080198,1.75605556,3.17562580,0.77047023,0.45125396,1.92713091,0.00000000
-5.50775388,5.34525697,0.05261090,0.30484133,1.77594264,3.12793942,0.77838255,0.45216633,1.92229390,0.00000000
-5.50175088,5.29459356,0.05338453,0.30008313,1.79498712,3.07668707,0.78584817,0.45327799,1.91785428,0.00000000
-5.49574787,5.24197274,0.05403384,0.29657418,1.81295393,3.02226800,0.79276142,0.45456374,1.91378448,0.00000000
-5.48974487,5.18763521,0.05455108,0.29432470,1.82955265,2.96509108,0.79899786,0.45598300,1.90999115,0.00000000
-5.48374187,5.13171991,0.05492905,0.29330822,1.84444545,2.90556551,0.80441831,0.45748162,1.90631904,0.00000000
-5.47773887,5.07426372,0.05516119,0.29346242,1.85725745,2.84409120,0.80887360,0.45899396,1.90255707,0.00000000
-5.47173587,5.01520479,0.05524159,0.29469099,1.86758909,2.78104938,0.81220979,0.46044528,1.89844613,0.00000000
-5.46573287,4.95438958,0.05516518,0.29686644,1.87503001,2.71679416,0.81427379,0.46175420,1.89368876,0.00000000
-5.45972986,4.89158376,0.05492775,0.29983375,1.87917385,2.65164547,0.81491909,0.46283534,1.88796006,0.00000000
-5.45372686,4.82648674,0.05452615,0.30341477,1.87963327,2.58588388,0.81401146,0.46360201,1.88091977,0.00000000
-5.44772386,4.75874953,0.05395843,0.30741339,1.87605475,2.51974767,0.81143435,0.46396883,1.87222494,0.00000000
-5.44172086,4.68799533,0.05322397,0.31162108,1.86813225,2.45343225,0.80709395,0.46385444,1.86154275,0.00000000
-5.43571786,4.61384219,0.05232374,0.31582293,1.85561940,2.38709202,0.80092351,0.46318398,1.84856312,0.00000000
-5.42971486,4.53592678,0.05126037,0.31980378,1.83833957,2.32084444,0.79288702,0.46189160,1.83301058,0.00000000
-5.42371186,4.45392831,0.05003840,0.32335446,1.81619349,2.25477612,0.78298199,0.45992264,1.81465494,0.00000000
-5.41770885,4.36759154,0.04866433,0.32627773,1.78916410,2.18895037,0.77124127,0.45723574,1.79332042,0.00000000
-5.41170585,4.27674782,0.04714670,0.32839392,1.75731858,2.12341583,0.75773381,0.45380454,1.76889288,0.00000000
-5.40570285,4.18133309,0.04549617,0.32954604,1.72080746,2.05821550,0.74256451,0.44961909,1.74132493,0.00000000
-5.39969985,4.08140206,0.04372540,0.32960410,1.67986107,1.99339557,0.72587290,0.44468691,1.71063872,0.00000000
-5.39369685,3.97713776,0.04184896,0.32846865,1.63478356,1.92901361,0.70783097,0.43903345,1.67692635,0.00000000
-5.38769385,3.86885601,0.03988315,0.32607327,1.58594488,1.86514541,0.68863999,0.43270217,1.64034807,0.00000000
-5.38169085,3.75700443,0.03784571,0.32238604,1.53377116,1.80189020,0.66852656,0.42575397,1.60112815,0.00000000
-5.37568784,3.64215616,0.03575551,0.31740997,1.47873408,1.73937392,0.64773798,0.41826610,1.55954896,0.00000000
-5.36968484,3.52499828,0.03363216,0.31118221,1.42133962,1.67775025,0.62653706,0.41033040,1.51594326,0.00000000
-5.36368184,3.40631563,0.03149560,0.30377236,1.36211683,1.61719956,0.60519651,0.40205098,1.47068522,0.00000000
-5.35767884,3.28697059,0.02936564,0.29527970,1.30160702,1.55792567,0.58399307,0.39354145,1.42418060,0.00000000
-5.35167584,3.16787973,0.02726155,0.28582969,1.24035376,1.50015078,0.56320162,0.38492155,1.37685623,0.00000000
-5.34567284,3.04998828,0.02520161,0.27556964,1.17889401,1.44410884,0.54308935,0.37631353,1.32914952,0.00000000
-5.33966983,2.93424364,0.02320272,0.26466404,1.11775062,1.39003775,0.52391013,0.36783823,1.28149813,0.00000000
-5.33366683,2.82156882,0.02128007,0.25328946,1.05742624,1.33817084,0.50589937,0.35961108,1.23433025,0.00000000
-5.32766383,2.71283720,0.01944683,0.24162940,0.99839869,1.28872824,0.48926937,0.35173822,1.18805570,0.00000000
-5.32166083,2.60884924,0.01771395,0.22986915,0.94111775,1.24190841,0.47420537,0.34431283,1.14305830,0.00000000
-5.31565783,2.51031249,0.01609003,0.21819103,0.88600314,1.19788046,0.46086241,0.33741188,1.09968931,0.00000000
-5.30965483,2.41782517,0.01458123,0.20676989,0.83344348,1.15677765,0.44936297,0.33109350,1.05826246,0.00000000
-5.30365183,2.33186429,0.01319134,0.19576929,0.78379605,1.11869230,0.43979565,0.32539505,1.01905035,0.00000000
-5.29764882,2.25277826,0.01192181,0.18533827,0.73738699,1.08367245,0.43221471,0.32033205,0.98228223,0.00000000
-5.29164582,2.18078443,0.01077192,0.17560879,0.69451172,1.05172037,0.42664055,0.31589800,0.94814327,0.00000000
-5.28564282,2.11597121,0.00973898,0.16669391,0.65543532,1.02279296,0.42306106,0.31206521,0.91677491,0.00000000
-5.27963982,2.05830443,0.00881861,0.15868664,0.62039256,0.99680396,0.42143382,0.30878645,0.88827638,0.00000000
-5.27363682,2.00763762,0.00800495,0.15165952,0.58958761,0.97362775,0.42168885,0.30599756,0.86270699,0.00000000
-5.26763382,1.96372518,0.00729100,0.14566459,0.56319303,0.95310464,0.42373195,0.30362074,0.84008912,0.00000000
-5.26163082,1.92623790,0.00666891,0.14073403,0.54134826,0.93504704,0.42744841,0.30156847,0.82041153,0.00000000
-5.25562781,1.89477971,0.00613026,0.13688102,0.52415737,0.91924640,0.43270679,0.29974777,0.80363285,0.00000000
-5.24962481,1.86890489,0.00566636,0.13410095,0.51168635,0.90548034,0.43936279,0.29806469,0.78968501,0.00000000
-5.24362181,1.84813472,0.00526848,0.13237273,0.50395992,0.89351965,0.44726283,0.29642873,0.77847638,0.00000000
-5.23761881,1.83197291,0.00492810,0.13166018,0.50095813,0.88313470,0.45624739,0.29475703,0.76989450,0.00000000
-5.23161581,1.81991892,0.00463707,0.13191342,0.50261290,0.87410106,0.46615386,0.29297801,0.76380840,0.00000000
-5.22561281,1.81147899,0.00438783,0.13307026,0.50880489,0.86620393,0.47681887,0.29103448,0.76007021,0.00000000
-5.21960980,1.80617432,0.00417344,0.13505739,0.51936083,0.85924142,0.48808008,0.28888591,0.75851642,0.00000000
-5.21360680,1.80354643,0.00398775,0.13779165,0.53405170,0.85302638,0.49977741,0.28650988,0.75896861,0.00000000
-5.20760380,1.80315989,0.00382536,0.14118111,0.55259199,0.84738707,0.51175387,0.28390259,0.76123384,0.00000000
-5.20160080,1.80460266,0.00368172,0.14512619,0.57464029,0.84216658,0.52385595,0.28107854,0.76510500,0.00000000
-5.19559780,1.80748461,0.00355303,0.14952079,0.59980135,0.83722144,0.53593379,0.27806936,0.77036109,0.00000000
-5.18959480,1.81143465,0.00343624,0.15425351,0.62762985,0.83241948,0.54784121,0.27492198,0.77676789,0.00000000
-5.18359180,1.81609738,0.00332900,0.15920897,0.65763577,0.82763740,0.55943582,0.27169615,0.78407892,0.00000000
-5.17758879,1.82112963,0.00322954,0.16426926,0.68929150,0.82275837,0.57057926,0.26846159,0.79203713,0.00000000
-5.17158579,1.82619765,0.00313664,0.16931559,0.72204038,0.81766980,0.58113763,0.26529490,0.80037722,0.00000000
-5.16558279,1.83097537,0.00304948,0.17423014,0.75530664,0.81226176,0.59098235,0.26227627,0.80882873,0.00000000
-5.15957979,1.83514401,0.00296760,0.17889799,0.78850632,0.80642613,0.59999130,0.25948639,0.81711992,0.00000000
-5.15357679,1.83839333,0.00289079,0.18320927,0.82105889,0.80005650,0.60805022,0.25700337,0.82498225,0.00000000
-5.14757379,1.84042435,0.00281903,0.18706122,0.85239910,0.79304912,0.61505451,0.25490007,0.83215536,0.00000000
-5.14157079,1.84095341,0.00275240,0.19036038,0.88198875,0.78530448,0.62091101,0.25324166,0.83839237,0.00000000
-5.13556778,1.83971735,0.00269104,0.19302454,0.90932776,0.77672976,0.62553991,0.25208359,0.84346524,0.00000000
-5.12956478,1.83647915,0.00263510,0.19498460,0.93396429,0.76724165,0.62887656,0.25147000,0.84716982,0.00000000
-5.12356178,1.83103372,0.00258472,0.19618603,0.95550356,0.75676946,0.63087290,0.25143236,0.84933052,0.00000000
-5.11755878,1.82321328,0.00254001,0.19659006,0.97361487,0.74525822,0.63149863,0.25198865,0.84980419,0.00000000
-5.11155578,1.81289186,0.00250105,0.19617441,0.98803690,0.73267156,0.63074185,0.25314265,0.84848305,0.00000000
-5.10555278,1.79998849,0.00246789,0.19493354,0.99858092,0.71899403,0.62860909,0.25488371,0.84529662,0.00000000
-5.09954977,1.78446897,0.00244060,0.19287841,1.00513204,0.70423282,0.62512485,0.25718662,0.84021248,0.00000000
-5.09354677,1.76634596,0.00241925,0.19003584,1.00764858,0.68841864,0.62033059,0.26001184,0.83323587,0.00000000
-5.08754377,1.74567750,0.00240398,0.18644732,1.00615963,0.67160581,0.61428313,0.26330591,0.82440831,0.00000000
-5.08154077,1.72256419,0.00239502,0.18216753,1.00076113,0.65387153,0.60705287,0.26700212,0.81380528,0.00000000
-5.07553777,1.69714526,0.00239278,0.17726250,0.99161075,0.63531438,0.59872154,0.27102149,0.80153319,0.00000000
-5.06953477,1.66959396,0.00239781,0.17180758,0.97892180,0.61605230,0.58938008,0.27527404,0.78772596,0.00000000
-5.06353177,1.64011275,0.00241092,0.16588526,0.96295666,0.59622008,0.57912646,0.27966037,0.77254128,0.00000000
-5.05752876,1.60892874,0.00243319,0.15958294,0.94401987,0.57596671,0.56806372,0.28407366,0.75615697,0.00000000
-5.05152576,1.57628973,0.00246598,0.15299082,0.92245123,0.55545270,0.55629840,0.28840194,0.73876758,0.00000000
-5.04552276,1.54246131,0.00251099,0.14619983,0.89861919,0.53484757,0.54393931,0.29253084,0.72058134,0.00000000
-5.03951976,1.50772505,0.00257027,0.13929986,0.87291456,0.51432769,0.53109683,0.29634656,0.70181764,0.00000000
-5.03351676,1.47237809,0.00264621,0.13237815,0.84574471,0.49407452,0.51788262,0.29973917,0.68270517,0.00000000
-5.02751376,1.43673386,0.00274151,0.12551798,0.81752833,0.47427336,0.50440973,0.30260603,0.66348041,0.00000000
-5.02151076,1.40112373,0.00285918,0.11879765,0.78869057,0.45511259,0.49079310,0.30485534,0.64438675,0.00000000
-5.01550775,1.36589947,0.00300249,0.11228971,0.75965869,0.43678324,0.47715018,0.30640956,0.62567375,0.00000000
-5.00950475,1.33143565,0.00317486,0.10606046,0.73085792,0.41947894,0.46360165,0.30720860,0.60759662,0.00000000
-5.00350175,1.29813192,0.00337981,0.10016959,0.70270745,0.40339586,0.45027198,0.30721269,0.59041555,0.00000000
-4.99749875,1.26641423,0.00362080,0.09467015,0.67561654,0.38873271,0.43728979,0.30640460,0.57439466,0.00000000
-4.99149575,1.23673471,0.00390116,0.08960843,0.64998041,0.37569035,0.42478772,0.30479132,0.55980056,0.00000000
-4.98549275,1.20956961,0.00422389,0.08502412,0.62617603,0.36447099,0.41290184,0.30240485,0.54690000,0.00000000
-4.97948974,1.18541504,0.00459149,0.08095042,0.60455760,0.35527672,0.40177038,0.29930212,0.53595689,0.00000000
-4.97348674,1.16478015,0.00500585,0.07741417,0.58545183,0.34830726,0.39153181,0.29556403,0.52722829,0.00000000
-4.96748374,1.14817781,0.00546802,0.07443602,0.56915297,0.34375683,0.38232235,0.29129351,0.52095955,0.00000000
-4.96148074,1.13611283,0.00597808,0.07203050,0.55591776,0.34181014,0.37427277,0.28661275,0.51737867,0.00000000
-4.95547774,1.12906801,0.00653497,0.07020616,0.54596044,0.34263748,0.36750485,0.28165956,0.51668996,0.00000000
-4.94947474,1.12748848,0.00713640,0.06896564,0.53944782,0.34638914,0.36212738,0.27658315,0.51906733,0.00000000
-4.94347174,1.13176497,0.00777872,0.06830570,0.53649492,0.35318924,0.35823211,0.27153927,0.52464739,0.00000000
-4.93746873,1.14221667,0.00845688,0.06821731,0.53716108,0.36312926,0.35588971,0.26668514,0.53352268,0.00000000
-4.93146573,1.15907444,0.00916444,0.06868569,0.54144694,0.37626155,0.35514598,0.26217421,0.54573548,0.00000000
-4.92546273,1.18246538,0.00989361,0.06969047,0.54929236,0.39259317,0.35601857,0.25815092,0.56127238,0.00000000
-4.91945973,1.21239929,0.01063534,0.07120582,0.56057558,0.41208049,0.35849436,0.25474585,0.58006002,0.00000000
-4.91345673,1.24875810,0.01137948,0.07320063,0.57511353,0.43462470,0.36252762,0.25207123,0.60196233,0.00000000
-4.90745373,1.29128863,0.01211502,0.07563879,0.59266365,0.46006882,0.36803921,0.25021712,0.62677934,0.00000000
-4.90145073,1.33959948,0.01283029,0.07847952,0.61292691,0.48819633,0.37491671,0.24924830,0.65424788,0.00000000
-4.89544772,1.39316215,0.01351332,0.08167774,0.63555232,0.51873176,0.38301570,0.24920201,0.68404421,0.00000000
-4.88944472,1.45131674,0.01415210,0.08518442,0.66014264,0.55134327,0.39216200,0.25008658,0.71578850,0.00000000
-4.88344172,1.51328212,0.01473497,0.08894713,0.68626119,0.58564744,0.40215493,0.25188101,0.74905115,0.00000000
-4.87743872,1.57817030,0.01525096,0.09291043,0.71343973,0.62121606,0.41277145,0.25453539,0.78336083,0.00000000
-4.87143572,1.64500467,0.01569009,0.09701639,0.74118701,0.65758495,0.42377087,0.25797224,0.81821379,0.00000000
-4.86543272,1.71274140,0.01604372,0.10120508,0.76899794,0.69426432,0.43490027,0.26208866,0.85308445,0.00000000
-4.85942971,1.78029333,0.01630477,0.10541511,0.79636306,0.73075051,0.44590011,0.26675909,0.88743664,0.00000000
-4.85342671,1.84655548,0.01646797,0.10958410,0.82277808,0.76653861,0.45651005,0.27183877,0.92073528,0.00000000
-4.84742371,1.91043127,0.01653001,0.11364928,0.84775330,0.80113535,0.46647471,0.27716764,0.95245805,0.00000000
-4.84142071,1.97085849,0.01648962,0.11754803,0.87082269,0.83407190,0.47554915,0.28257461,0.98210663,0.00000000
-4.83541771,2.02683413,0.01634757,0.12121850,0.89155236,0.86491584,0.48350402,0.28788202,1.00921731,0.00000000
-4.82941471,2.07743722,0.01610669,0.12460031,0.90954832,0.89328194,0.49013019,0.29291030,1.03337042,0.00000000
-4.82341171,2.12184881,0.01577165,0.12763525,0.92446337,0.91884112,0.49524269,0.29748257,1.05419845,0.00000000
-4.81740870,2.15936859,0.01534887,0.13026812,0.93600287,0.94132732,0.49868401,0.30142907,1.07139265,0.00000000
-4.81140570,2.18942762,0.01484625,0.13244759,0.94392949,0.96054188,0.50032673,0.30459146,1.08470787,0.00000000
-4.80540270,2.21159681,0.01427294,0.13412714,0.94806661,0.97635537,0.50007526,0.30682671,1.09396558,0.00000000
-4.79939970,2.22559109,0.01363899,0.13526597,0.94830047,0.98870668,0.49786697,0.30801055,1.09905514,0.00000000
-4.79339670,2.23126919,0.01295509,0.13583005,0.94458101,0.99759972,0.49367254,0.30804045,1.09993325,0.00000000
-4.78739370,2.22862946,0.01223228,0.13579296,0.93692132,1.00309759,0.48749565,0.30683798,1.09662169,0.00000000
-4.78139070,2.21780188,0.01148157,0.13513682,0.92539580,1.00531502,0.47937204,0.30435048,1.08920364,0.00000000
-4.77538769,2.19903685,0.01071378,0.13385298,0.91013704,1.00440912,0.46936795,0.30055214,1.07781859,0.00000000
-4.76938469,2.17269143,0.00993919,0.13194257,0.89133156,1.00056925,0.45757812,0.29544422,1.06265627,0.00000000
-4.76338169,2.13921358,0.00916740,0.12941688,0.86921442,0.99400637,0.44412328,0.28905466,1.04394968,0.00000000
-4.75737869,2.09912525,0.00840713,0.12629739,0.84406301,0.98494263,0.42914718,0.28143691,1.02196761,0.00000000
-4.75137569,2.05300492,0.00766611,0.12261565,0.81619008,0.97360151,0.41281343,0.27266811,0.99700697,0.00000000
-4.74537269,2.00147043,0.00695097,0.11841273,0.78593626,0.96019922,0.39530198,0.26284670,0.96938500,0.00000000
-4.73936968,1.94516265,0.00626724,0.11373850,0.75366239,0.94493759,0.37680538,0.25208944,0.93943185,0.00000000
-4.73336668,1.88473054,0.00561933,0.10865054,0.71974174,0.92799886,0.35752509,0.24052808,0.90748360,0.00000000
-4.72736368,1.82081813,0.00501053,0.10321294,0.68455246,0.90954240,0.33766761,0.22830570,0.87387596,0.00000000
-4.72136068,1.75405370,0.00444312,0.09749475,0.64847054,0.88970360,0.31744081,0.21557291,0.83893888,0.00000000
-4.71535768,1.68504145,0.00391840,0.09156841,0.61186338,0.86859473,0.29705038,0.20248399,0.80299199,0.00000000
-4.70935468,1.61435560,0.00343681,0.08550812,0.57508422,0.84630753,0.27669657,0.18919317,0.76634116,0.00000000
-4.70335168,1.54253704,0.00299804,0.07938812,0.53846755,0.82291749,0.25657124,0.17585112,0.72927605,0.00000000
-4.69734867,1.47009227,0.00260112,0.07328116,0.50232562,0.79848918,0.23685547,0.16260176,0.69206867,0.00000000
-4.69134567,1.39749441,0.00224458,0.06725701,0.46694608,0.77308245,0.21771754,0.14957957,0.65497290,0.00000000
-4.68534267,1.32518601,0.00192648,0.06138123,0.43259075,0.74675892,0.19931156,0.13690735,0.61822487,0.00000000
-4.67933967,1.25358316,0.00164461,0.05571415,0.39949546,0.71958848,0.18177665,0.12469457,0.58204399,0.00000000
-4.67333667,1.18308061,0.00139649,0.05031016,0.36787094,0.69165529,0.16523673,0.11303627,0.54663462,0.00000000
-4.66733367,1.11405733,0.00117955,0.04521721,0.33790450,0.66306298,0.14980084,0.10201259,0.51218811,0.00000000
-4.66133067,1.04688227,0.00099114,0.04047672,0.30976245,0.63393884,0.13556405,0.09168872,0.47888508,0.00000000
-4.65532766,0.98191973,0.00082861,0.03612363,0.28359303,0.60443661,0.12260872,0.08211551,0.44689774,0.00000000
-4.64932466,0.91953411,0.00068937,0.03218683,0.25952963,0.57473800,0.11100620,0.07333033,0.41639212,0.00000000
-4.64332166,0.86009369,0.00057096,0.02868965,0.23769415,0.54505260,0.10081869,0.06535835,0.38753003,0.00000000
