energy_ev,total_up,Ir_p_up,Ir_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-5.80190095,1.40845278,0.57440354,0.91701264,0.44673432,0.01186364,0.00341231,0.08315526
-5.79589795,1.46701692,0.57441318,0.96145548,0.47049721,0.01291994,0.00371212,0.08248811
-5.78989495,1.54505422,0.58282072,1.01841054,0.50039600,0.01411593,0.00407517,0.08315949
-5.78389195,1.64153276,0.59929481,1.08712521,0.53618017,0.01543941,0.00450226,0.08514844
-5.77788894,1.75516080,0.62341905,1.16667333,0.57751213,0.01687564,0.00499353,0.08842328
-5.77188594,1.88440717,0.65470450,1.25596725,0.62397261,0.01840748,0.00554829,0.09294345
-5.76588294,2.02752507,0.69260178,1.35377263,0.67506717,0.02001559,0.00616502,0.09866106
-5.75987994,2.18257929,0.73651268,1.45872621,0.73023388,0.02167873,0.00684126,0.10552223
-5.75387694,2.34747682,0.78580095,1.56935655,0.78885211,0.02337407,0.00757359,0.11346807
-5.74787394,2.52000057,0.83980222,1.68410763,0.85025224,0.02507770,0.00835759,0.12243537
-5.74187094,2.69784558,0.89783269,1.80136496,0.91372626,0.02676505,0.00918781,0.13235688
-5.73586793,2.87865707,0.95919663,1.91948362,0.97853883,0.02841144,0.01005780,0.14316131
-5.72986493,3.06006941,1.02319255,2.03681763,1.04393870,0.02999269,0.01096007,0.15477298
-5.72386193,3.23974492,1.08911804,2.15174967,1.10917016,0.03148565,0.01188621,0.16711121
-5.71785893,3.41541134,1.15627320,2.26272028,1.17348413,0.03286881,0.01282695,0.18008948
-5.71185593,3.58489698,1.22396302,2.36825567,1.23614870,0.03412279,0.01377220,0.19361448
-5.70585293,3.74616236,1.29149863,2.46699296,1.29645886,0.03523083,0.01471128,0.20758509
-5.69984992,3.89732765,1.35819790,2.55770240,1.35374520,0.03617919,0.01563297,0.22189142
-5.69384692,4.03669518,1.42338562,2.63930551,1.40738150,0.03695741,0.01652574,0.23641407
-5.68784392,4.16276675,1.48639381,2.71088901,1.45679110,0.03755851,0.01737793,0.25102363
-5.68184092,4.27425565,1.54656238,2.77171415,1.50145221,0.03797908,0.01817796,0.26558056
-5.67583792,4.37009364,1.60324077,2.82122136,1.54090211,0.03821920,0.01891455,0.27993566
-5.66983492,4.44943341,1.65579088,2.85903067,1.57474053,0.03828232,0.01957694,0.29393100
-5.66383192,4.51164706,1.70359156,2.88493805,1.60263222,0.03817497,0.02015516,0.30740155
-5.65782891,4.55632161,1.74604492,2.89890840,1.62430908,0.03790644,0.02064022,0.32017738
-5.65182591,4.58325212,1.78258449,2.90106580,1.63957184,0.03748836,0.02102434,0.33208655
-5.64582291,4.59243342,1.81268512,2.89168157,1.64829151,0.03693427,0.02130117,0.34295849
-5.63981991,4.58405096,1.83587431,2.87116110,1.65041057,0.03625911,0.02146598,0.35262784
-5.63381691,4.55847140,1.85174463,2.84002972,1.64594396,0.03547876,0.02151580,0.36093865
-5.62781391,4.51623315,1.85996655,2.79891840,1.63497971,0.03460957,0.02144954,0.36774866
-5.62181091,4.45803697,1.86030098,2.74854950,1.61767906,0.03366795,0.02126809,0.37293359
-5.61580790,4.38473651,1.85261093,2.68972285,1.59427599,0.03266994,0.02097435,0.37639117
-5.60980490,4.29732854,1.83687129,2.62330234,1.56507571,0.03163093,0.02057323,0.37804474
-5.60380190,4.19694243,1.81317629,2.55020301,1.53045213,0.03056539,0.02007154,0.37784624
-5.59779890,4.08482837,1.78174374,2.47137856,1.49084394,0.02948666,0.01947796,0.37577844
-5.59179590,3.96234410,1.74291583,2.38780922,1.44674924,0.02840681,0.01880282,0.37185622
-5.58579290,3.83093956,1.69715599,2.30048984,1.39871869,0.02733661,0.01805791,0.36612690
-5.57978989,3.69213942,1.64504183,2.21041810,1.34734704,0.02628546,0.01725623,0.35866958
-5.57378689,3.54752338,1.58725430,2.11858279,1.29326342,0.02526146,0.01641171,0.34959339
-5.56778389,3.39870433,1.52456326,2.02595214,1.23712029,0.02427145,0.01553893,0.33903488
-5.56178089,3.24730478,1.45781010,1.93346229,1.17958167,0.02332109,0.01465274,0.32715450
-5.55577789,3.09493201,1.38788802,1.84200598,1.12131071,0.02241499,0.01376797,0.31413243
-5.54977489,2.94315254,1.31572068,1.75242168,1.06295715,0.02155678,0.01289908,0.30016384
-5.54377189,2.79346665,1.24224019,1.66548329,1.00514514,0.02074926,0.01205986,0.28545382
-5.53776888,2.64728373,1.16836510,1.58189064,0.94846159,0.01999446,0.01126310,0.27021215
-5.53176588,2.50589910,1.09497936,1.50226110,0.89344569,0.01929377,0.01052035,0.25464816
-5.52576288,2.37047317,1.02291296,1.42712234,0.84057972,0.01864797,0.00984166,0.23896576
-5.51975988,2.24201336,0.95292471,1.35690653,0.79028146,0.01805729,0.00923538,0.22335891
-5.51375688,2.12135945,0.88568801,1.29194610,0.74289842,0.01752147,0.00870804,0.20800765
-5.50775388,2.00917260,0.82177954,1.23247108,0.69870390,0.01703973,0.00826422,0.19307470
-5.50175088,1.90592852,0.76167151,1.17860827,0.65789505,0.01661081,0.00790650,0.17870284
-5.49574787,1.81191474,0.70572718,1.13038208,0.62059272,0.01623292,0.00763546,0.16501311
-5.48974487,1.72723223,0.65419990,1.08771731,0.58684318,0.01590376,0.00744973,0.15210365
-5.48374187,1.65180126,0.60723522,1.05044370,0.55662151,0.01562048,0.00734609,0.14004949
-5.47773887,1.58537141,0.56487604,1.01830244,0.52983652,0.01537970,0.00731960,0.12890292
-5.47173587,1.52753565,0.52707037,0.99095449,0.50633708,0.01517747,0.00736377,0.11869462
-5.46573287,1.47774819,0.49368124,0.96799088,0.48591963,0.01500938,0.00747083,0.10943531
-5.45972986,1.43534579,0.46449852,0.94894472,0.46833668,0.01487053,0.00763195,0.10111797
-5.45372686,1.39957219,0.43925202,0.93330506,0.45330616,0.01475567,0.00783756,0.09372037
-5.44772386,1.36960512,0.41762553,0.92053220,0.44052136,0.01465931,0.00807763,0.08720797
-5.44172086,1.34458538,0.39927133,0.91007443,0.42966126,0.01457587,0.00834200,0.08153687
-5.43571786,1.32364715,0.38382468,0.90138565,0.42040102,0.01449985,0.00862073,0.07665696
-5.42971486,1.30594880,0.37091794,0.89394360,0.41242234,0.01442605,0.00890442,0.07251491
-5.42371186,1.29070327,0.36019385,0.88726805,0.40542352,0.01434979,0.00918449,0.06905707
-5.41770885,1.27720694,0.35131758,0.88093836,0.39912876,0.01426709,0.00945349,0.06623211
-5.41170585,1.26486599,0.34398726,0.87460979,0.39329663,0.01417497,0.00970533,0.06399329
-5.40570285,1.25321912,0.33794265,0.86802779,0.38772726,0.01407159,0.00993550,0.06230038
-5.39969985,1.24195567,0.33297169,0.86103953,0.38226804,0.01395642,0.01014115,0.06112106
-5.39369685,1.23092814,0.32891474,0.85360212,0.37681766,0.01383041,0.01032122,0.06043180
-5.38769385,1.22015842,0.32566644,0.84578692,0.37132818,0.01369602,0.01047641,0.06021822
-5.38169085,1.20983715,0.32317502,0.83777939,0.36580515,0.01355725,0.01060913,0.06047481
-5.37568784,1.20031582,0.32143927,0.82987440,0.36030557,0.01341956,0.01072329,0.06120420
-5.36968484,1.19209186,0.32050323,0.82246680,0.35493393,0.01328977,0.01082417,0.06241583
-5.36368184,1.18578670,0.32044869,0.81603734,0.34983622,0.01317584,0.01091806,0.06412411
-5.35767884,1.18211778,0.32138614,0.81113444,0.34519225,0.01308659,0.01101197,0.06634629
-5.35167584,1.18186518,0.32344416,0.80835221,0.34120655,0.01303140,0.01111324,0.06909994
-5.34567284,1.18583419,0.32675807,0.80830552,0.33809814,0.01301981,0.01122914,0.07240020
-5.33966983,1.19481525,0.33145804,0.81160305,0.33608962,0.01306115,0.01136643,0.07625705
-5.33366683,1.20954287,0.33765739,0.81881922,0.33539596,0.01316409,0.01153104,0.08067255
-5.32766383,1.23065507,0.34544152,0.83046624,0.33621352,0.01333623,0.01172764,0.08563831
-5.32166083,1.25865525,0.35485804,0.84696733,0.33870963,0.01358369,0.01195932,0.09113327
-5.31565783,1.29387799,0.36590845,0.86863218,0.34301327,0.01391078,0.01222738,0.09712196
-5.30965483,1.33646030,0.37854195,0.89563578,0.34920706,0.01431965,0.01253112,0.10355326
-5.30365183,1.38631965,0.39265156,0.92800145,0.35732110,0.01481007,0.01286776,0.11035989
-5.29764882,1.44313988,0.40807279,0.96558890,0.36732864,0.01537926,0.01323242,0.11745860
-5.29164582,1.50636558,0.42458499,1.00808784,0.37914392,0.01602183,0.01361828,0.12475102
-5.28564282,1.57520548,0.44191541,1.05501767,0.39262217,0.01672978,0.01401671,0.13212542
-5.27963982,1.64864482,0.45974564,1.10573313,0.40756179,0.01749261,0.01441755,0.13945903
-5.27363682,1.72546635,0.47772041,1.15943609,0.42370860,0.01829754,0.01480951,0.14662110
-5.26763382,1.80427938,0.49545824,1.21519304,0.44076195,0.01912981,0.01518053,0.15347645
-5.26163082,1.88355579,0.51256355,1.27195771,0.45838255,0.01997303,0.01551825,0.15988942
-5.25562781,1.96167175,0.52863974,1.32859817,0.47620163,0.02080961,0.01581048,0.16572813
-5.24962481,2.03695374,0.54330258,1.38392744,0.49383115,0.02162127,0.01604563,0.17086869
-5.24362181,2.10772706,0.55619358,1.43673660,0.51087469,0.02238952,0.01621323,0.17519941
-5.23761881,2.17236522,0.56699253,1.48582927,0.52693865,0.02309622,0.01630423,0.17862469
-5.23161581,2.22933834,0.57542887,1.53005616,0.54164343,0.02372408,0.01631142,0.18106844
-5.22561281,2.27725887,0.58129138,1.56834861,0.55463409,0.02425716,0.01622967,0.18247692
-5.21960980,2.31492304,0.58443578,1.59974998,0.56559040,0.02468135,0.01605610,0.18282080
-5.21360680,2.34134653,0.58479009,1.62344363,0.57423569,0.02498474,0.01579017,0.18209648
-5.20760380,2.35579331,0.58235737,1.63877677,0.58034446,0.02515797,0.01543369,0.18032650
-5.20160080,2.35779661,0.57721593,1.64527925,0.58374843,0.02519448,0.01499071,0.17755903
-5.19559780,2.34717151,0.56951700,1.64267687,0.58434091,0.02509067,0.01446734,0.17386657
-5.18959480,2.32401889,0.55947988,1.63089863,0.58207933,0.02484595,0.01387152,0.16934374
-5.18359180,2.28872068,0.54738495,1.61007803,0.57698596,0.02446274,0.01321270,0.16410446
-5.17758879,2.24192699,0.53356474,1.58054834,0.56914675,0.02394633,0.01250147,0.15827848
-5.17158579,2.18453559,0.51839331,1.54283229,0.55870845,0.02330471,0.01174924,0.15200744
-5.16558279,2.11766483,0.50227455,1.49762657,0.54587401,0.02254827,0.01096779,0.14544065
-5.15957979,2.04262094,0.48562960,1.44578191,0.53089658,0.02168950,0.01016898,0.13873071
-5.15357679,1.96086119,0.46888397,1.38827957,0.51407224,0.02074257,0.00936433,0.13202913
-5.14757379,1.87395409,0.45245470,1.32620500,0.49573166,0.01972294,0.00856475,0.12548210
-5.14157079,1.78353812,0.43673799,1.26071982,0.47623120,0.01864692,0.00778028,0.11922659
-5.13556778,1.69128033,0.42209776,1.19303291,0.45594346,0.01753123,0.00701988,0.11338678
-5.12956478,1.59883605,0.40885536,1.12437156,0.43524782,0.01639257,0.00629129,0.10807109
-5.12356178,1.50781095,0.39728093,1.05595359,0.41452121,0.01524724,0.00560091,0.10336972
-5.11755878,1.41972637,0.38758645,0.98896099,0.39412931,0.01411076,0.00495381,0.09935286
-5.11155578,1.33598868,0.37992098,0.92451588,0.37441856,0.01299755,0.00435373,0.09606958
-5.10555278,1.25786344,0.37436798,0.86365908,0.35570923,0.01192066,0.00380314,0.09354732
-5.09954977,1.18645450,0.37094491,0.80733175,0.33828953,0.01089158,0.00330335,0.09179221
-5.09354677,1.12268842,0.36960522,0.75636010,0.32241107,0.00992007,0.00285464,0.09078983
-5.08754377,1.06730411,0.37024245,0.71144342,0.30828570,0.00901405,0.00245644,0.09050673
-5.08154077,1.02084754,0.37269655,0.67314524,0.29608363,0.00817961,0.00210744,0.09089236
-5.07553777,0.98367114,0.37676201,0.64188765,0.28593287,0.00742096,0.00180580,0.09188157
-5.06953477,0.95593762,0.38219760,0.61794835,0.27791988,0.00674057,0.00154931,0.09339738
-5.06353177,0.93762757,0.38873736,0.60146060,0.27209120,0.00613920,0.00133553,0.09535411
-5.05752876,0.92855036,0.39610236,0.59241553,0.26845605,0.00561608,0.00116196,0.09766061
-5.05152576,0.92835788,0.40401285,0.59066680,0.26698941,0.00516904,0.00102612,0.10022363
-5.04552276,0.93656040,0.41220017,0.59593740,0.26763574,0.00479474,0.00092570,0.10295106
-5.03951976,0.95254427,0.42041805,0.60782848,0.27031285,0.00448884,0.00085861,0.10575511
-5.03351676,0.97559082,0.42845266,0.62583006,0.27491582,0.00424621,0.00082304,0.10855511
-5.02751376,1.00489622,0.43613109,0.64933351,0.28132091,0.00406112,0.00081751,0.11128004
-5.02151076,1.03959171,0.44332770,0.67764579,0.28938919,0.00392750,0.00084086,0.11387051
-5.01550775,1.07876417,0.44996817,0.71000528,0.29896994,0.00383909,0.00089228,0.11628030
-5.00950475,1.12147648,0.45603098,0.74559908,0.30990365,0.00378961,0.00097123,0.11847722
-5.00350175,1.16678757,0.46154616,0.78358154,0.32202470,0.00377301,0.00107745,0.12044340
-4.99749875,1.21377189,0.46659148,0.82309389,0.33516371,0.00378355,0.00121085,0.12217489
-4.99149575,1.26153789,0.47128610,0.86328451,0.34914958,0.00381595,0.00137147,0.12368073
-4.98549275,1.30924555,0.47578208,0.90332948,0.36381128,0.00386555,0.00155942,0.12498136
-4.97948974,1.35612239,0.48025408,0.94245295,0.37897947,0.00392833,0.00177476,0.12610662
-4.97348674,1.40147789,0.48488782,0.97994677,0.39448799,0.00400105,0.00201740,0.12709323
-4.96748374,1.44471594,0.48986782,1.01518875,0.41017525,0.00408126,0.00228710,0.12798215
-4.96148074,1.48534508,0.49536503,1.04765902,0.42588557,0.00416735,0.00258331,0.12881564
-4.95547774,1.52298637,0.50152507,1.07695387,0.44147047,0.00425854,0.00290514,0.12963442
-4.94947474,1.55737852,0.50845755,1.10279650,0.45678990,0.00435487,0.00325132,0.13047495
-4.94347174,1.58838029,0.51622715,1.12504426,0.47171336,0.00445720,0.00362015,0.13136698
-4.93746873,1.61596994,0.52484694,1.14369200,0.48612101,0.00456712,0.00400950,0.13233149
-4.93146573,1.64024183,0.53427415,1.15887137,0.49990448,0.00468692,0.00441682,0.13337924
-4.92546273,1.66140019,0.54440882,1.17084581,0.51296764,0.00481954,0.00483915,0.13450983
-4.91945973,1.67975016,0.55509535,1.18000159,0.52522708,0.00496840,0.00527319,0.13571144
-4.91345673,1.69568642,0.56612680,1.18683486,0.53661236,0.00513743,0.00571538,0.13696127
-4.90745373,1.70967966,0.57725191,1.19193534,0.54706604,0.00533084,0.00616197,0.13822656
-4.90145073,1.72226128,0.58818437,1.19596694,0.55654346,0.00555310,0.00660913,0.13946620
-4.89544772,1.73400661,0.59861394,1.19964608,0.56501239,0.00580878,0.00705302,0.14063290
-4.88944472,1.74551723,0.60821877,1.20371845,0.57245239,0.00610243,0.00748997,0.14167557
-4.88344172,1.75740269,0.61667851,1.20893469,0.57885414,0.00643842,0.00791648,0.14254210
-4.87743872,1.77026208,0.62368729,1.21602609,0.58421863,0.00682084,0.00832937,0.14318202
-4.87143572,1.78466587,0.62896615,1.22568081,0.58855635,0.00725332,0.00872581,0.14354922
-4.86543272,1.80113842,0.63227416,1.23852137,0.59188638,0.00773888,0.00910341,0.14360436
-4.85942971,1.82014147,0.63341782,1.25508417,0.59423556,0.00827977,0.00946015,0.14331686
-4.85342671,1.84205898,0.63225827,1.27580137,0.59563757,0.00887737,0.00979447,0.14266646
-4.84742371,1.86718364,0.62871590,1.30098585,0.59613210,0.00953197,0.01010514,0.14164424
-4.84142071,1.89570535,0.62277246,1.33081943,0.59576386,0.01024272,0.01039130,0.14025291
-4.83541771,1.92770195,0.61447040,1.36534475,0.59458167,0.01100747,0.01065231,0.13850662
-4.82941471,1.96313253,0.60390970,1.40446100,0.59263738,0.01182272,0.01088769,0.13643010
-4.82341171,2.00183356,0.59124241,1.44792347,0.58998473,0.01268355,0.01109707,0.13405735
-4.81740870,2.04351808,0.57666536,1.49534716,0.58667814,0.01358366,0.01128008,0.13142984
-4.81140570,2.08777812,0.56041132,1.54621416,0.58277141,0.01451536,0.01143628,0.12859446
-4.80540270,2.13409068,0.54273933,1.59988475,0.57831634,0.01546968,0.01156516,0.12560133
-4.79939970,2.18182710,0.52392461,1.65561201,0.57336143,0.01643652,0.01166609,0.12250151
-4.79339670,2.23026598,0.50424858,1.71255950,0.56795065,0.01740481,0.01173839,0.11934486
-4.78739370,2.27860938,0.48398954,1.76982165,0.56212235,0.01836275,0.01178133,0.11617813
-4.78139070,2.32600219,0.46341439,1.82644636,0.55590847,0.01929810,0.01179427,0.11304328
-4.77538769,2.37155394,0.44277173,1.88145923,0.54933411,0.02019843,0.01177676,0.10997636
-4.76938469,2.41436288,0.42228648,1.93388867,0.54241750,0.02105149,0.01172869,0.10700663
-4.76338169,2.45354124,0.40215634,1.98279129,0.53517047,0.02184548,0.01165046,0.10415627
-4.75737869,2.48824109,0.38254988,2.02727671,0.52759949,0.02256941,0.01154313,0.10144046
-4.75137569,2.51767988,0.36360628,2.06653113,0.51970709,0.02321337,0.01140861,0.09886787
-4.74537269,2.54116462,0.34543657,2.09983882,0.51149391,0.02376879,0.01124979,0.09644150
-4.73936968,2.55811397,0.32812607,2.12660092,0.50296100,0.02422870,0.01107065,0.09415972
-4.73336668,2.56807724,0.31173771,2.14635093,0.49411247,0.02458784,0.01087635,0.09201755
-4.72736368,2.57074974,0.29631603,2.15876643,0.48495825,0.02484282,0.01067329,0.09000797
-4.72136068,2.56598373,0.28189148,2.16367670,0.47551685,0.02499217,0.01046907,0.08812323
-4.71535768,2.55379482,0.26848466,2.16106616,0.46581794,0.02503630,0.01027242,0.08635613
-4.70935468,2.53436348,0.25611038,2.15107345,0.45590457,0.02497747,0.01009307,0.08470109
-4.70335168,2.50803181,0.24478118,2.13398666,0.44583497,0.02481967,0.00994159,0.08315507
-4.69734867,2.47529591,0.23451028,2.11023478,0.43568368,0.02456848,0.00982912,0.08171824
-4.69134567,2.43679414,0.22531375,2.08037601,0.42554211,0.02423087,0.00976714,0.08039442
-4.68534267,2.39329206,0.21721191,2.04508340,0.41551824,0.02381499,0.00976712,0.07919132
-4.67933967,2.34566467,0.21022996,2.00512872,0.40573570,0.02332997,0.00984019,0.07812047
-4.67333667,2.29487676,0.20439790,1.96136481,0.39633210,0.02278571,0.00999680,0.07719704
-4.66733367,2.24196211,0.19974978,1.91470751,0.38745673,0.02219265,0.01024636,0.07643943
-4.66133067,2.18800231,0.19632249,1.86611738,0.37926770,0.02156160,0.01059688,0.07586873
-4.65532766,2.13410575,0.19415410,1.81658192,0.37192865,0.02090351,0.01105469,0.07550813
-4.64932466,2.08138740,0.19328196,1.76709857,0.36560513,0.02022940,0.01162413,0.07538219
-4.64332166,2.03094961,0.19374066,1.71865867,0.36046081,0.01955012,0.01230732,0.07551610
-4.63731866,1.98386425,0.19555992,1.67223266,0.35665361,0.01887632,0.01310397,0.07593496
-4.63131566,1.94115607,0.19876255,1.62875628,0.35433177,0.01821825,0.01401128,0.07666297
-4.62531266,1.90378752,0.20336254,1.58911789,0.35363015,0.01758574,0.01502386,0.07772273
-4.61930965,1.87264450,0.20936328,1.55414648,0.35466660,0.01698807,0.01613378,0.07913447
-4.61330665,1.84852309,0.21675593,1.52460041,0.35753861,0.01643387,0.01733062,0.08091531
-4.60730365,1.83211699,0.22551809,1.50115645,0.36232011,0.01593104,0.01860171,0.08307855
-4.60130065,1.82400530,0.23561251,1.48439913,0.36905862,0.01548663,0.01993228,0.08563295
-4.59529765,1.82464084,0.24698609,1.47481017,0.37777262,0.01510673,0.02130581,0.08858202
-4.58929465,1.83433864,0.25956896,1.47275806,0.38844918,0.01479638,0.02270434,0.09192333
-4.58329165,1.85326500,0.27327377,1.47848793,0.40104194,0.01455945,0.02410889,0.09564781
-4.57728864,1.88142726,0.28799509,1.49211193,0.41546937,0.01439850,0.02549987,0.09973913
-4.57128564,1.91866472,0.30360908,1.51360055,0.43161350,0.01431472,0.02685751,0.10417312
-4.56528264,1.96464126,0.31997331,1.54277526,0.44931908,0.01430782,0.02816230,0.10891735
-4.55927964,2.01884027,0.33692694,1.57930321,0.46839329,0.01437597,0.02939542,0.11393072
-4.55327664,2.08056268,0.35429115,1.62269443,0.48860627,0.01451578,0.03053913,0.11916340
-4.54727364,2.14892874,0.37187015,1.67230229,0.50969236,0.01472233,0.03157719,0.12455685
-4.54127064,2.22288424,0.38945262,1.72732764,0.53135236,0.01498919,0.03249510,0.13004422
-4.53526763,2.30121175,0.40681375,1.78682729,0.55325689,0.01530855,0.03328042,0.13555101
-4.52926463,2.38254728,0.42371801,1.84972698,0.57505082,0.01567134,0.03392296,0.14099605
-4.52326163,2.46540255,0.43992258,1.91483911,0.59635904,0.01606746,0.03441490,0.14629287
-4.51725863,2.54819279,0.45518150,1.98088509,0.61679333,0.01648605,0.03475087,0.15135144
-4.51125563,2.62926969,0.46925051,2.04652203,0.63596043,0.01691568,0.03492797,0.15608014
-4.50525263,2.70695888,0.48189252,2.11037323,0.65347099,0.01734478,0.03494569,0.16038814
-4.49924962,2.77960092,0.49288347,2.17106167,0.66894946,0.01776188,0.03480581,0.16418790
-4.49324662,2.84559468,0.50201861,2.22724541,0.68204425,0.01815603,0.03451227,0.16739790
-4.48724362,2.90344152,0.50911883,2.27765400,0.69243820,0.01851708,0.03407094,0.16994537
-4.48124062,2.95178886,0.51403679,2.32112420,0.69985864,0.01883604,0.03348941,0.17176896
-4.47523762,2.98947129,0.51666272,2.35663412,0.70408684,0.01910536,0.03277680,0.17282130
-4.46923462,3.01554772,0.51692948,2.38333411,0.70496629,0.01931916,0.03194345,0.17307117
-4.46323162,3.02933288,0.51481665,2.40057324,0.70240942,0.01947349,0.03100069,0.17250538
-4.45722861,3.03042182,0.51035351,2.40792043,0.69640248,0.01956640,0.02996063,0.17113009
-4.45122561,3.01870635,0.50362051,2.40517906,0.68700812,0.01959804,0.02883592,0.16897161
-4.44522261,2.99438247,0.49474926,2.39239462,0.67436561,0.01957067,0.02763951,0.16607653
-4.43921961,2.95794846,0.48392086,2.36985495,0.65868849,0.01948860,0.02638450,0.16251124
-4.43321661,2.91019355,0.47136263,2.33808303,0.64025971,0.01935801,0.02508391,0.15836080
-4.42721361,2.85217743,0.45734315,2.29782257,0.61942441,0.01918678,0.02375061,0.15372710
-4.42121061,2.78520139,0.44216596,2.25001688,0.59658041,0.01898422,0.02239712,0.14872661
-4.41520760,2.71077200,0.42616184,2.19578183,0.57216699,0.01876079,0.02103552,0.14348746
-4.40920460,2.63055879,0.40968025,2.13637391,0.54665217,0.01852768,0.01967737,0.13814626
-4.40320160,2.54634725,0.39307991,2.07315446,0.52051913,0.01829653,0.01833359,0.13284457
-4.39719860,2.45998892,0.37671909,2.00755135,0.49425210,0.01807896,0.01701442,0.12772522
-4.39119560,2.37335023,0.36094579,1.94101943,0.46832252,0.01788622,0.01572933,0.12292859
-4.38519260,2.28826173,0.34608826,1.87500090,0.44317571,0.01772880,0.01448699,0.11858896
-4.37918959,2.20646934,0.33244615,1.81088701,0.41921871,0.01761608,0.01329523,0.11483106
-4.37318659,2.12958901,0.32028260,1.74998192,0.39680973,0.01755597,0.01216094,0.11176687
-4.36718359,2.05906621,0.30981748,1.69347003,0.37624933,0.01755469,0.01109010,0.10949286
-4.36118059,1.99614108,0.30122204,1.64238730,0.35777393,0.01761647,0.01008771,0.10808759
-4.35517759,1.94182025,0.29461514,1.59759739,0.34155146,0.01774347,0.00915779,0.10760980
-4.34917459,1.89685584,0.29006110,1.55977309,0.32767953,0.01793561,0.00830336,0.10809710
-4.34317159,1.86173190,0.28756919,1.52938327,0.31618585,0.01819060,0.00752640,0.10956509
-4.33716858,1.83665860,0.28709484,1.50668560,0.30703092,0.01850397,0.00682790,0.11200707
-4.33116558,1.82157386,0.28854237,1.49172497,0.30011275,0.01886918,0.00620785,0.11539429
-4.32516258,1.81615227,0.29176922,1.48433756,0.29527332,0.01927787,0.00566527,0.11967669
-4.31915958,1.81982079,0.29659140,1.48416020,0.29230660,0.01972003,0.00519822,0.12478415
-4.31315658,1.83178067,0.30279005,1.49064475,0.29096760,0.02018439,0.00480389,0.13062813
-4.30715358,1.85103477,0.31011890,1.50307697,0.29098223,0.02065877,0.00447864,0.13710384
