energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.62181091,8.70461093,0.66217040,4.29545083,0.01898755,0.96412896,2.29410590,1.92535166,0.04874066,1.23335805
-5.61580790,8.65046196,0.65706236,4.28501643,0.01854990,0.95908356,2.26796616,1.90753733,0.04820223,1.21860074
-5.60980490,8.59126151,0.65166393,4.27200779,0.01812264,0.95344744,2.23989750,1.88811232,0.04766220,1.20408309
-5.60380190,8.52829521,0.64602987,4.25710146,0.01770761,0.94735079,2.21015547,1.86734491,0.04712987,1.18994121
-5.59779890,8.46298095,0.64023140,4.24103002,0.01730689,0.94093093,2.17905189,1.84554228,0.04661422,1.17633544
-5.59179590,8.39681461,0.63435268,4.22455271,0.01692269,0.93432735,2.14694696,1.82303972,0.04612343,1.16344402
-5.58579290,8.33131309,0.62848673,4.20842555,0.01655721,0.92767662,2.11423890,1.80018914,0.04566460,1.15145577
-5.57978989,8.26795721,0.62273061,4.19337214,0.01621252,0.92110751,2.08135143,1.77734727,0.04524343,1.14056186
-5.57378689,8.20813706,0.61718047,4.18005678,0.01589046,0.91473645,2.04871969,1.75486403,0.04486397,1.13094727
-5.56778389,8.15310207,0.61192637,4.16906089,0.01559250,0.90866341,2.01677516,1.73307167,0.04452853,1.12278216
-5.56178089,8.10391800,0.60704741,4.16086366,0.01531969,0.90296855,1.98593005,1.71227491,0.04423756,1.11621365
-5.55577789,8.06143234,0.60260725,4.15582785,0.01507259,0.89770949,1.95656205,1.69274251,0.04398976,1.11135824
-5.54977489,8.02624943,0.59865029,4.15419084,0.01485120,0.89291955,1.92899999,1.67470049,0.04378212,1.10829529
-5.54377189,7.99871580,0.59519870,4.15606134,0.01465499,0.88860681,1.90351093,1.65832722,0.04361019,1.10706180
-5.53776888,7.97891597,0.59225048,4.16142129,0.01448289,0.88475411,1.88028954,1.64375032,0.04346837,1.10764857
-5.53176588,7.96667825,0.58977859,4.17013277,0.01433333,0.88131988,1.85944988,1.63104549,0.04335018,1.10999811
-5.52576288,7.96158979,0.58773125,4.18194901,0.01420433,0.87823992,1.84102024,1.62023707,0.04324871,1.11400415
-5.51975988,7.96301967,0.58603341,4.19652885,0.01409356,0.87542982,1.82494117,1.61130020,0.04315698,1.11951290
-5.51375688,7.97014850,0.58458924,4.21345374,0.01399850,0.87278806,1.81106677,1.60416435,0.04306835,1.12632589
-5.50775388,7.98200308,0.58328570,4.23224616,0.01391646,0.87019973,1.79916932,1.59871799,0.04297684,1.13420442
-5.50175088,7.99749427,0.58199682,4.25238877,0.01384482,0.86754052,1.78894700,1.59481412,0.04287752,1.14287534
-5.49574787,8.01545644,0.58058871,4.27334327,0.01378103,0.86468097,1.78003443,1.59227636,0.04276669,1.15203792
-5.48974487,8.03468693,0.57892489,4.29456828,0.01372282,0.86149092,1.77201571,1.59090538,0.04264207,1.16137179
-5.48374187,8.05398401,0.57687184,4.31553564,0.01366823,0.85784374,1.76443923,1.59048540,0.04250290,1.17054536
-5.47773887,8.07218226,0.57430445,4.33574474,0.01361572,0.85362044,1.75683401,1.59079062,0.04234989,1.17922480
-5.47173587,8.08818418,0.57111114,4.35473441,0.01356422,0.84871338,1.74872653,1.59159131,0.04218517,1.18708294
-5.46573287,8.10098746,0.56719847,4.37209240,0.01351317,0.84302958,1.73965777,1.59265955,0.04201203,1.19380813
-5.45972986,8.10970743,0.56249492,4.38746246,0.01346250,0.83649333,1.72919950,1.59377441,0.04183471,1.19911253
-5.45372686,8.11359432,0.55695391,4.40054888,0.01341261,0.82904826,1.71696941,1.59472672,0.04165807,1.20273977
-5.44772386,8.11204558,0.55055567,4.41111903,0.01336434,0.82065864,1.70264442,1.59532309,0.04148726,1.20447166
-5.44172086,8.10461335,0.54330816,4.41900396,0.01331891,0.81130999,1.68597171,1.59538965,0.04132731,1.20413378
-5.43571786,8.09100748,0.53524683,4.42409748,0.01327780,0.80100898,1.66677716,1.59477506,0.04118282,1.20159991
-5.42971486,8.07109483,0.52643345,4.42635407,0.01324265,0.78978272,1.64497093,1.59335323,0.04105765,1.19679504
-5.42371186,8.04489527,0.51695396,4.42578594,0.01321521,0.77767738,1.62055008,1.59102563,0.04095463,1.18969710
-5.41770885,8.01257537,0.50691557,4.42245971,0.01319719,0.76475650,1.59359825,1.58772328,0.04087535,1.18033732
-5.41170585,7.97444031,0.49644336,4.41649290,0.01319019,0.75109880,1.56428258,1.58340843,0.04082011,1.16879925
-5.40570285,7.93092479,0.48567637,4.40805055,0.01319560,0.73679590,1.53284812,1.57807610,0.04078781,1.15521667
-5.39969985,7.88258359,0.47476360,4.39734217,0.01321458,0.72194994,1.49961013,1.57175533,0.04077610,1.13977033
-5.39369685,7.83008215,0.46386009,4.38461918,0.01324797,0.70667125,1.46494460,1.56451020,0.04078146,1.12268389
-5.38769385,7.77418770,0.45312320,4.37017279,0.01329633,0.69107624,1.42927749,1.55644061,0.04079945,1.10421898
-5.38169085,7.71576088,0.44270925,4.35433241,0.01335989,0.67528549,1.39307333,1.54768265,0.04082502,1.08466978
-5.37568784,7.65574800,0.43277079,4.33746427,0.01343863,0.65942229,1.35682330,1.53840857,0.04085278,1.06435713
-5.36968484,7.59517363,0.42345439,4.31997038,0.01353233,0.64361140,1.32103354,1.52882611,0.04087745,1.04362234
-5.36368184,7.53513328,0.41489912,4.30228715,0.01364057,0.62797828,1.28621389,1.51917720,0.04089412,1.02282093
-5.35767884,7.47678555,0.40723558,4.28488380,0.01376291,0.61264852,1.25286741,1.50973579,0.04089865,1.00231627
-5.35167584,7.42134338,0.40058556,4.26826002,0.01389886,0.59774764,1.22148084,1.50080477,0.04088795,0.98247329
-5.34567284,7.37006370,0.39506204,4.25294264,0.01404802,0.58340089,1.19251620,1.49271179,0.04086023,0.96365232
-5.33966983,7.32423516,0.39076958,4.23948117,0.01421010,0.56973320,1.16640363,1.48580413,0.04081513,0.94620308
-5.33366683,7.28516335,0.38780480,4.22844192,0.01438498,0.55686903,1.14353537,1.48044238,0.04075388,0.93045889
-5.32766383,7.25415338,0.38625689,4.22040071,0.01457272,0.54493208,1.12426089,1.47699319,0.04067922,0.91673109
-5.32166083,7.23248983,0.38620793,4.21593411,0.01477356,0.53404468,1.10888315,1.47582106,0.04059541,0.90530379
-5.31565783,7.22141402,0.38773292,4.21560936,0.01498788,0.52432698,1.09765571,1.47727954,0.04050798,0.89642885
-5.30965483,7.22209915,0.39089941,4.21997310,0.01521617,0.51589566,1.09078081,1.48170179,0.04042357,0.89032131
-5.30365183,7.23562377,0.39576661,4.22953929,0.01545894,0.50886240,1.08840802,1.48939110,0.04034962,0.88715515
-5.29764882,7.26294430,0.40238403,4.24477655,0.01571662,0.50333191,1.09063358,1.50061144,0.04029403,0.88705963
-5.29164582,7.30486746,0.41078959,4.26609538,0.01598948,0.49939975,1.09750023,1.51557847,0.04026487,0.89011610
-5.28564282,7.36202346,0.42100723,4.29383560,0.01627752,0.49714983,1.10899743,1.53445133,0.04027001,0.89635553
-5.27963982,7.43484093,0.43304423,4.32825443,0.01658034,0.49665192,1.12506198,1.55732548,0.04031677,0.90575678
-5.27363682,7.52352445,0.44688821,4.36951556,0.01689709,0.49795895,1.14557889,1.58422689,0.04041169,0.91824562
-5.26763382,7.62803556,0.46250405,4.41767960,0.01722640,0.50110457,1.17038267,1.61510779,0.04056021,0.93369470
-5.26163082,7.74807786,0.47983099,4.47269613,0.01756628,0.50610071,1.19925872,1.64984413,0.04076654,0.95192447
-5.25562781,7.88308700,0.49877987,4.53439764,0.01791413,0.51293558,1.23194521,1.68823483,0.04103348,0.97270504
-5.24962481,8.03222583,0.51923097,4.60249554,0.01826676,0.52157192,1.26813508,1.73000299,0.04136235,0.99575912
-5.24362181,8.19438532,0.54103245,4.67657856,0.01862040,0.53194575,1.30747850,1.77479883,0.04175297,1.02076596
-5.23761881,8.36819124,0.56399968,4.75611340,0.01897078,0.54396565,1.34958567,1.82220446,0.04220370,1.04736628
-5.23161581,8.55201698,0.58791553,4.84044812,0.01931324,0.55751256,1.39403000,1.87174029,0.04271150,1.07516818
-5.22561281,8.74400239,0.61253185,4.92881812,0.01964282,0.57244025,1.44035184,1.92287293,0.04327203,1.10375395
-5.21960980,8.94207868,0.63757204,5.02035492,0.01995444,0.58857632,1.48806269,1.97502441,0.04387980,1.13268765
-5.21360680,9.14399916,0.66273500,5.11409783,0.02024301,0.60572395,1.53664998,2.02758253,0.04452827,1.16152344
-5.20760380,9.34737564,0.68770019,5.20900849,0.02050364,0.62366421,1.58558259,2.07991212,0.04521007,1.18981443
-5.20160080,9.54971998,0.71213380,5.30398824,0.02073176,0.64215899,1.63431687,2.13136704,0.04591706,1.21712189
-5.19559780,9.74849038,0.73569605,5.39789831,0.02092333,0.66095453,1.68230344,2.18130260,0.04664056,1.24302473
-5.18959480,9.94114162,0.75804910,5.48958254,0.02107492,0.67978552,1.72899460,2.22908828,0.04737144,1.26712887
-5.18359180,10.12517832,0.77886568,5.57789228,0.02118390,0.69837957,1.77385225,2.27412044,0.04810025,1.28907641
-5.17758879,10.29821023,0.79783781,5.66171314,0.02124853,0.71646210,1.81635632,2.31583480,0.04881738,1.30855429
-5.17158579,10.45800805,0.81468562,5.73999287,0.02126801,0.73376159,1.85601343,2.35371844,0.04951316,1.32530207
-5.16558279,10.60255851,0.82916557,5.81176971,0.02124260,0.75001484,1.89236565,2.38732098,0.05017803,1.33911878
-5.15957979,10.73011685,0.84107802,5.87620032,0.02117359,0.76497233,1.92499906,2.41626474,0.05080264,1.34986833
-5.15357679,10.83925507,0.85027361,5.93258642,0.02106330,0.77840345,1.95355183,2.44025347,0.05137801,1.35748340
-5.14757379,10.92890412,0.85665830,5.98039901,0.02091508,0.79010140,1.97772157,2.45907951,0.05189572,1.36196752
-5.14157079,10.99838819,0.86019667,6.01929930,0.02073320,0.79988764,1.99727151,2.47262894,0.05234805,1.36339518
-5.13556778,11.04744957,0.86091335,6.04915515,0.02052280,0.80761580,2.01203542,2.48088463,0.05272813,1.36190992
-5.12956478,11.07626257,0.85889252,6.07005229,0.02028971,0.81317473,2.02192072,2.48392686,0.05303019,1.35772026
-5.12356178,11.08543542,0.85427537,6.08229933,0.02004036,0.81649077,2.02690991,2.48193142,0.05324965,1.35109359
-5.11755878,11.07599939,0.84725559,6.08642608,0.01978160,0.81752901,2.02705986,2.47516517,0.05338330,1.34234820
-5.11155578,11.04938481,0.83807310,6.08317474,0.01952051,0.81629348,2.02249913,2.46397902,0.05342946,1.33184345
-5.10555278,11.00738430,0.82700617,6.07348376,0.01926425,0.81282635,2.01342322,2.44879847,0.05338799,1.31996868
-5.09954977,10.95210390,0.81436236,6.05846469,0.01901982,0.80720601,2.00008791,2.43011206,0.05326042,1.30713098
-5.09354677,10.88590347,0.80046845,6.03937227,0.01879392,0.79954419,1.98280102,2.40845780,0.05304986,1.29374235
-5.08754377,10.81132801,0.78566000,6.01756879,0.01859273,0.78998218,1.96191262,2.38440835,0.05276103,1.28020677
-5.08154077,10.73103247,0.77027082,5.99448362,0.01842176,0.77868629,1.93780446,2.35855516,0.05240005,1.26690752
-5.07553777,10.64770241,0.75462274,5.97156932,0.01828567,0.76584271,1.91087866,2.33149232,0.05197433,1.25419545
-5.06953477,10.56397365,0.73901631,5.95025597,0.01818814,0.75165199,1.88154648,2.30380070,0.05149235,1.24237845
-5.06353177,10.48235387,0.72372246,5.93190534,0.01813179,0.73632332,1.85021735,2.27603291,0.05096336,1.23171279
-5.05752876,10.40514944,0.70897578,5.91776687,0.01811803,0.72006889,1.81728880,2.24869976,0.05039711,1.22239645
-5.05152576,10.33440018,0.69496939,5.90893716,0.01814708,0.70309843,1.78313773,2.22225864,0.04980358,1.21456484
-5.04552276,10.27182498,0.68185165,5.90632477,0.01821789,0.68561431,1.74811312,2.19710444,0.04919261,1.20828913
-5.03951976,10.21878025,0.66972485,5.91062190,0.01832821,0.66780716,1.71253078,2.17356307,0.04857370,1.20357711
-5.03351676,10.17623313,0.65864566,5.92228424,0.01847460,0.64985237,1.67666999,2.15188799,0.04795569,1.20037666
-5.02751376,10.14475017,0.64862750,5.94151983,0.01865256,0.63190743,1.64077229,2.13225973,0.04734657,1.19858155
-5.02151076,10.12450191,0.63964435,5.96828754,0.01885660,0.61411015,1.60504221,2.11478818,0.04675333,1.19803946
-5.01550775,10.11528277,0.63163599,6.00230517,0.01908043,0.59657795,1.56964982,2.09951754,0.04618182,1.19856157
-5.00950475,10.11654490,0.62451423,6.04306669,0.01931712,0.57940798,1.53473482,2.08643349,0.04563677,1.19993358
-5.00350175,10.12744416,0.61816980,6.08986778,0.01955929,0.56267801,1.50041173,2.07547199,0.04512172,1.20192741
-4.99749875,10.14689537,0.61247963,6.14183830,0.01979933,0.54644819,1.46677595,2.06652933,0.04463920,1.20431309
-4.99149575,10.17363410,0.60731401,6.19797992,0.02002957,0.53076311,1.43390994,2.05947258,0.04419074,1.20687031
-4.98549275,10.20628126,0.60254342,6.25720700,0.02024257,0.51565445,1.40188933,2.05415004,0.04377709,1.20939908
-4.97948974,10.24340744,0.59804469,6.31838855,0.02043127,0.50114365,1.37078840,2.05040094,0.04339837,1.21172896
-4.97348674,10.28359326,0.59370621,6.38038905,0.02058918,0.48724460,1.34068448,2.04806393,0.04305425,1.21372637
-4.96748374,10.32548302,0.58943194,6.44210614,0.02071061,0.47396618,1.31166116,2.04698407,0.04274414,1.21529989
-4.96148074,10.36782884,0.58514428,6.50250324,0.02079077,0.46131435,1.28380985,2.04701779,0.04246732,1.21640297
-4.95547774,10.40952354,0.58078554,6.56063570,0.02082592,0.44929391,1.25722973,2.04803597,0.04222313,1.21703429
-4.94947474,10.44962104,0.57631810,6.61566931,0.02081343,0.43790954,1.23202606,2.04992489,0.04201101,1.21723558
-4.94347174,10.48734396,0.57172346,6.66689076,0.02075191,0.42716640,1.20830695,2.05258547,0.04183061,1.21708717
-4.93746873,10.52207894,0.56700010,6.71370992,0.02064113,0.41707000,1.18617883,2.05593085,0.04168178,1.21670151
-4.93146573,10.55336107,0.56216058,6.75565452,0.02048209,0.40762571,1.16574090,2.05988290,0.04156459,1.21621508
-4.92546273,10.58084924,0.55722801,6.79235832,0.02027696,0.39883760,1.14707897,2.06436790,0.04147923,1.21577918
-4.91945973,10.60429523,0.55223207,6.82354409,0.02002900,0.39070716,1.13025916,2.06931223,0.04142600,1.21555012
-4.91345673,10.62350926,0.54720510,6.84900334,0.01974245,0.38323169,1.11532183,2.07463812,0.04140519,1.21567933
-4.90745373,10.63832519,0.54217820,6.86857451,0.01942242,0.37640271,1.10227628,2.08026036,0.04141698,1.21630404
-4.90145073,10.64856835,0.53717785,6.88212187,0.01907477,0.37020454,1.09109657,2.08608406,0.04146136,1.21753897
-4.89544772,10.65402884,0.53222307,6.88951685,0.01870595,0.36461306,1.08171882,2.09200378,0.04153806,1.21946958
-4.88944472,10.65444239,0.52732340,6.89062343,0.01832280,0.35959497,1.07404027,2.09790431,0.04164644,1.22214709
-4.88344172,10.64948069,0.52247771,6.88528900,0.01793245,0.35510749,1.06792027,2.10366299,0.04178551,1.22558567
-4.87743872,10.63875189,0.51767395,6.87334143,0.01754208,0.35109865,1.06318320,2.10915351,0.04195389,1.22976183
-4.87143572,10.62181145,0.51288973,6.85459263,0.01715881,0.34750814,1.05962334,2.11425088,0.04214981,1.23461598
-4.86543272,10.59818271,0.50809388,6.82884852,0.01678953,0.34426881,1.05701137,2.11883741,0.04237119,1.24005611
-4.85942971,10.56738564,0.50324854,6.79592449,0.01644072,0.34130858,1.05510237,2.12280897,0.04261568,1.24596318
-4.85342671,10.52897173,0.49831200,6.75566536,0.01611836,0.33855284,1.05364482,2.12608138,0.04288074,1.25219803
-4.84742371,10.48256252,0.49324180,6.70796811,0.01582776,0.33592712,1.05239023,2.12859626,0.04316376,1.25860914
-4.84142071,10.42788890,0.48799810,6.65280572,0.01557349,0.33335992,1.05110289,2.13032591,0.04346213,1.26504104
-4.83541771,10.36482817,0.48254700,6.59025013,0.01535927,0.33078557,1.04956927,2.13127687,0.04377339,1.27134258
-4.82941471,10.29343624,0.47686370,6.52049242,0.01518793,0.32814685,1.04760652,2.13149190,0.04409523,1.27737484
-4.82341171,10.21397229,0.47093520,6.44385858,0.01506135,0.32539741,1.04506976,2.13105000,0.04442568,1.28301795
-4.81740870,10.12691403,0.46476253,6.36081938,0.01498044,0.32250367,1.04185772,2.13006461,0.04476306,1.28817679
-4.81140570,10.03296213,0.45836234,6.27199322,0.01494517,0.31944624,1.03791645,2.12867986,0.04510611,1.29278504
-4.80540270,9.93303308,0.45176764,6.17814157,0.01495458,0.31622073,1.03324094,2.12706519,0.04545394,1.29680742
-4.79939970,9.82824065,0.44502790,6.08015666,0.01500687,0.31283786,1.02787463,2.12540839,0.04580603,1.30024027
-4.79339670,9.71986667,0.43820824,5.97904211,0.01509943,0.30932300,1.02190681,2.12390767,0.04616225,1.30311028
-4.78739370,9.60932249,0.43138794,5.87588700,0.01522900,0.30571509,1.01546809,2.12276297,0.04652275,1.30547161
-4.78139070,9.49810321,0.42465822,5.77183506,0.01539175,0.30206493,1.00872418,2.12216706,0.04688792,1.30740167
-4.77538769,9.38773703,0.41811942,5.66805012,0.01558343,0.29843317,1.00186835,2.12229685,0.04725834,1.30899585
-4.76938469,9.27973239,0.41187776,5.56568001,0.01579952,0.29488783,0.99511293,2.12330544,0.04763465,1.31036149
-4.76338169,9.17552565,0.40604172,5.46582044,0.01603537,0.29150170,0.98868027,2.12531517,0.04801750,1.31161154
-4.75737869,9.07643203,0.40071825,5.36948090,0.01628634,0.28834959,0.98279365,2.12841219,0.04840743,1.31285833
-4.75137569,8.98360231,0.39600900,5.27755431,0.01654794,0.28550567,0.97766854,2.13264266,0.04880484,1.31420768
-4.74537269,8.89798750,0.39200664,5.19079178,0.01681599,0.28304099,0.97350453,2.13801099,0.04920987,1.31575384
-4.73936968,8.82031299,0.38879154,5.10978380,0.01708671,0.28102114,0.97047848,2.14448003,0.04962235,1.31757545
-4.73336668,8.75106368,0.38642876,5.03494869,0.01735682,0.27950442,0.96873890,2.15197336,0.05004180,1.31973268
-4.72736368,8.69048033,0.38496574,4.96652867,0.01762362,0.27854027,0.96840196,2.16037954,0.05046734,1.32226582
-4.72136068,8.63856744,0.38443053,4.90459370,0.01788505,0.27816822,0.96954914,2.16955825,0.05089772,1.32519522
-4.71535768,8.59511186,0.38483080,4.84905264,0.01813973,0.27841719,0.97222655,2.17934799,0.05133131,1.32852263
-4.70935468,8.55971114,0.38615355,4.79967106,0.01838694,0.27930529,0.97644581,2.18957501,0.05176617,1.33223378
-4.70335168,8.53180995,0.38836566,4.75609472,0.01862667,0.28083996,0.98218645,2.20006320,0.05220003,1.33630195
-4.69734867,8.51074254,0.39141510,4.71787731,0.01885954,0.28301843,0.98939948,2.21064428,0.05263038,1.34069243
-4.69134567,8.49577891,0.39523292,4.68451099,0.01908677,0.28582850,0.99801190,2.22116805,0.05305454,1.34536735
-4.68534267,8.48617225,0.39973574,4.65545829,0.01931015,0.28924946,1.00793189,2.23151190,0.05346971,1.35029066
-4.67933967,8.48120494,0.40482880,4.63018347,0.01953194,0.29325312,1.01905425,2.24158922,0.05387306,1.35543292
-4.67333667,8.48023074,0.41040928,4.60818202,0.01975481,0.29780495,1.03126580,2.25135622,0.05426177,1.36077542
-4.66733367,8.48271072,0.41636986,4.58900664,0.01998175,0.30286510,1.04445054,2.26081652,0.05463309,1.36631347
-4.66133067,8.48824098,0.42260231,4.57228858,0.02021597,0.30838939,1.05849399,2.27002333,0.05498438,1.37205843
-4.65532766,8.49657057,0.42900090,4.55775313,0.02046082,0.31433020,1.07328689,2.27907877,0.05531313,1.37803851
-4.64932466,8.50760850,0.43546554,4.54522879,0.02071965,0.32063708,1.08872768,2.28813031,0.05561694,1.38429788
-4.64332166,8.52141942,0.44190451,4.53464947,0.02099573,0.32725734,1.10472405,2.29736423,0.05589354,1.39089447
