energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.88594297,7.13097285,1.69492874,3.88445157,0.01656273,0.64890532,0.03560593,1.53250018,0.97735036,0.49101677
-5.87993997,7.09651269,1.71467071,3.84922027,0.01626651,0.65482475,0.03555379,1.52539380,0.98351015,0.48631115
-5.87393697,7.05875108,1.73145833,3.81380830,0.01598780,0.65954065,0.03552496,1.51782931,0.98772644,0.48151855
-5.86793397,7.01865218,1.74522912,3.77890406,0.01573036,0.66303701,0.03552178,1.51000114,0.99000831,0.47675034
-5.86193097,6.97725884,1.75597170,3.74522363,0.01549797,0.66532038,0.03554667,1.50210944,0.99040411,0.47211207
-5.85592796,6.93566050,1.76372422,3.71349084,0.01529436,0.66641887,0.03560200,1.49435286,0.98899837,0.46770030
-5.84992496,6.89495921,1.76857176,3.68441671,0.01512304,0.66638097,0.03568989,1.48692119,0.98590738,0.46359972
-5.84392196,6.85623541,1.77064280,3.65867880,0.01498723,0.66527390,0.03581210,1.47998807,0.98127374,0.45988073
-5.83791896,6.82051453,1.77010498,3.63690125,0.01488973,0.66318179,0.03596984,1.47370436,0.97526012,0.45659761
-5.83191596,6.78873580,1.76716036,3.61963609,0.01483283,0.66020357,0.03616366,1.46819243,0.96804273,0.45378722
-5.82591296,6.76172445,1.76204025,3.60734659,0.01481825,0.65645075,0.03639340,1.46354172,0.95980471,0.45146861
-5.81990995,6.74016825,1.75499989,3.60039302,0.01484704,0.65204492,0.03665810,1.45980593,0.95072984,0.44964316
-5.81390695,6.72459944,1.74631315,3.59902153,0.01491960,0.64711524,0.03695604,1.45700201,0.94099698,0.44829562
-5.80790395,6.71538234,1.73626724,3.60335635,0.01503562,0.64179578,0.03728480,1.45511102,0.93077538,0.44739575
-5.80190095,6.71270724,1.72515775,3.61339562,0.01519408,0.63622275,0.03764135,1.45408087,0.92022112,0.44690064
-5.79589795,6.71659054,1.71328397,3.62901098,0.01539331,0.63053178,0.03802221,1.45383085,0.90947481,0.44675753
-5.78989495,6.72688089,1.70094457,3.64995095,0.01563105,0.62485508,0.03842368,1.45425769,0.89866049,0.44690695
-5.78389195,6.74327098,1.68843368,3.67584790,0.01590446,0.61931878,0.03884204,1.45524278,0.88788579,0.44728612
-5.77788894,6.76531430,1.67603738,3.70622846,0.01621026,0.61404022,0.03927380,1.45666029,0.87724308,0.44783238
-5.77188594,6.79244603,1.66403056,3.74052706,0.01654480,0.60912550,0.03971599,1.45838551,0.86681152,0.44848641
-5.76588294,6.82400717,1.65267416,3.77810214,0.01690415,0.60466717,0.04016635,1.46030316,0.85665963,0.44919521
-5.75987994,6.85927090,1.64221267,3.81825453,0.01728426,0.60074234,0.04062364,1.46231500,0.84684824,0.44991451
-5.75387694,6.89747022,1.63287197,3.86024765,0.01768096,0.59741097,0.04108777,1.46434646,0.83743340,0.45061064
-5.74787394,6.93782574,1.62485743,3.90332877,0.01809015,0.59471483,0.04155998,1.46635175,0.82846908,0.45126168
-5.74187094,6.97957297,1.61835220,3.94675085,0.01850782,0.59267682,0.04204292,1.46831736,0.82000937,0.45185784
-5.73586793,7.02198800,1.61351583,3.98979440,0.01893011,0.59130094,0.04254071,1.47026360,0.81211007,0.45240110
-5.72986493,7.06441106,1.61048306,4.03178856,0.01935342,0.59057283,0.04305888,1.47224419,0.80482942,0.45290417
-5.72386193,7.10626717,1.60936296,4.07213099,0.01977437,0.59046097,0.04360428,1.47434401,0.79822819,0.45338877
-5.71785893,7.14708354,1.61023836,4.11030581,0.02018986,0.59091850,0.04418492,1.47667507,0.79236880,0.45388344
-5.71185593,7.18650306,1.61316558,4.14589904,0.02059707,0.59188554,0.04480972,1.47937098,0.78731395,0.45442100
-5.70585293,7.22429377,1.61817453,4.17861093,0.02099345,0.59329204,0.04548826,1.48258033,0.78312463,0.45503583
-5.69984992,7.26035390,1.62526919,4.20826474,0.02137669,0.59506099,0.04623043,1.48645933,0.77985775,0.45576115
-5.69384692,7.29471228,1.63442831,4.23481141,0.02174472,0.59711187,0.04704610,1.49116398,0.77756376,0.45662649
-5.68784392,7.32752414,1.64560646,4.25832990,0.02209571,0.59936412,0.04794466,1.49684248,0.77628425,0.45765549
-5.68184092,7.35906215,1.65873523,4.27902293,0.02242800,0.60174056,0.04893472,1.50362784,0.77604982,0.45886419
-5.67583792,7.38970280,1.67372447,4.29720805,0.02274017,0.60417047,0.05002360,1.51163139,0.77687845,0.46025985
-5.66983492,7.41990853,1.69046354,4.31330422,0.02303095,0.60659225,0.05121702,1.52093724,0.77877434,0.46184042
-5.66383192,7.45020563,1.70882238,4.32781423,0.02329929,0.60895540,0.05251867,1.53159783,0.78172743,0.46359467
-5.65782891,7.48115894,1.72865226,4.34130347,0.02354437,0.61122182,0.05392993,1.54363087,0.78571351,0.46550284
-5.65182591,7.51334357,1.74978628,4.35437578,0.02376556,0.61336620,0.05544948,1.55701746,0.79069491,0.46753789
-5.64582291,7.54731507,1.77203933,4.36764738,0.02396250,0.61537561,0.05707317,1.57170155,0.79662178,0.46966715
-5.63981991,7.58357881,1.79520776,4.38171986,0.02413511,0.61724822,0.05879374,1.58759051,0.80343370,0.47185429
-5.63381691,7.62256000,1.81906869,4.39715352,0.02428360,0.61899117,0.06060082,1.60455676,0.81106153,0.47406136
-5.62781391,7.66457571,1.84337918,4.41444220,0.02440846,0.62061787,0.06248084,1.62244032,0.81942945,0.47625095
-5.62181091,7.70981024,1.86787530,4.43399086,0.02451051,0.62214477,0.06441716,1.64105214,0.82845687,0.47838811
-5.61580790,7.75829537,1.89227163,4.45609713,0.02459087,0.62358782,0.06639021,1.66017795,0.83806025,0.48044213
-5.60980490,7.80989656,1.91626118,4.48093765,0.02465094,0.62495890,0.06837784,1.67958275,0.84815461,0.48238780
-5.60380190,7.86430638,1.93951618,4.50856015,0.02469239,0.62626252,0.07035563,1.69901560,0.85865480,0.48420647
-5.59779890,7.92104576,1.96169002,4.53888165,0.02471709,0.62749281,0.07229743,1.71821481,0.86947630,0.48588649
-5.59179590,7.97947368,1.98242049,4.57169304,0.02472712,0.62863130,0.07417596,1.73691339,0.88053581,0.48742329
-5.58579290,8.03880524,2.00133453,4.60666995,0.02472464,0.62964546,0.07596340,1.75484468,0.89175153,0.48881906
-5.57978989,8.09813761,2.01805458,4.64338927,0.02471192,0.63048824,0.07763220,1.77174823,0.90304317,0.49008208
-5.57378689,8.15648324,2.03220638,4.68135085,0.02469121,0.63109862,0.07915579,1.78737577,0.91433194,0.49122581
-5.56778389,8.21280879,2.04342821,4.72000299,0.02466477,0.63140322,0.08050940,1.80149722,0.92554055,0.49226779
-5.56178089,8.26607843,2.05138111,4.75877081,0.02463475,0.63131894,0.08167084,1.81390663,0.93659319,0.49322857
-5.55577789,8.31529925,2.05575983,4.79708577,0.02460323,0.63075639,0.08262124,1.82442805,0.94741590,0.49413056
-5.54977489,8.35956697,2.05630395,4.83441510,0.02457213,0.62962406,0.08334570,1.83292091,0.95793705,0.49499714
-5.54377189,8.39810957,2.05280863,4.87028951,0.02454330,0.62783292,0.08383390,1.83928498,0.96808819,0.49585183
-5.53776888,8.43032666,2.04513448,4.90432782,0.02451843,0.62530128,0.08408053,1.84346459,0.97780533,0.49671773
-5.53176588,8.45582260,2.03321595,4.93625731,0.02449915,0.62195956,0.08408558,1.84545191,0.98703032,0.49761723
-5.52576288,8.47443161,2.01706772,4.96592866,0.02448699,0.61775469,0.08385451,1.84528905,0.99571270,0.49857178
-5.51975988,8.48623332,1.99678874,4.99332477,0.02448347,0.61265404,0.08339816,1.84306887,1.00381154,0.49960201
-5.51375688,8.49155789,1.97256354,5.01856293,0.02449011,0.60664842,0.08273256,1.83893426,1.01129743,0.50072780
-5.50775388,8.49097998,1.94466066,5.04189020,0.02450845,0.59975423,0.08187851,1.83307577,1.01815432,0.50196840
-5.50175088,8.48530168,1.91342816,5.06367208,0.02454011,0.59201443,0.08086099,1.82572764,1.02438118,0.50334253
-5.49574787,8.47552471,1.87928635,5.08437494,0.02458675,0.58349834,0.07970847,1.81716209,1.02999319,0.50486831
-5.48974487,8.46281282,1.84271790,5.10454286,0.02465012,0.57430035,0.07845199,1.80768200,1.03502251,0.50656291
-5.48374187,8.44844591,1.80425580,5.12476986,0.02473197,0.56453743,0.07712428,1.79761214,1.03951832,0.50844202
-5.47773887,8.43376740,1.76446958,5.14566864,0.02483407,0.55434568,0.07575870,1.78728927,1.04354617,0.51051900
-5.47173587,8.42012699,1.72395029,5.16783713,0.02495808,0.54387601,0.07438819,1.77705114,1.04718655,0.51280367
-5.46573287,8.40882119,1.68329490,5.19182423,0.02510549,0.53328916,0.07304426,1.76722504,1.05053257,0.51530096
-5.45972986,8.40103387,1.64309060,5.21809623,0.02527748,0.52275029,0.07175604,1.75811607,1.05368696,0.51800924
-5.45372686,8.39777946,1.60389963,5.24700529,0.02547484,0.51242335,0.07054932,1.74999577,1.05675828,0.52091867
-5.44772386,8.39985105,1.56624515,5.27876155,0.02569779,0.50246548,0.06944582,1.74309134,1.05985661,0.52400944
-5.44172086,8.40777592,1.53059862,5.31340994,0.02594585,0.49302168,0.06846257,1.73757607,1.06308877,0.52725030
-5.43571786,8.42178020,1.49736892,5.35081308,0.02621774,0.48421999,0.06761144,1.73356131,1.06655335,0.53059727
-5.42971486,8.44176469,1.46689379,5.39064104,0.02651124,0.47616724,0.06689885,1.73109045,1.07033574,0.53399277
-5.42371186,8.46729297,1.43943346,5.43236880,0.02682312,0.46894575,0.06632575,1.73013509,1.07450342,0.53736541
-5.41770885,8.49759276,1.41516684,5.47528179,0.02714907,0.46261087,0.06588767,1.73059381,1.07910170,0.54063025
-5.41170585,8.53157074,1.39419008,5.51848953,0.02748374,0.45718959,0.06557504,1.73229360,1.08415026,0.54368990
-5.40570285,8.56784087,1.37651764,5.56094745,0.02782072,0.45268016,0.06537368,1.73499394,1.08964060,0.54643627
-5.39969985,8.60476523,1.36208553,5.60148592,0.02815268,0.44905283,0.06526541,1.73839370,1.09553457,0.54875307
-5.39369685,8.64050626,1.35075676,5.63884604,0.02847149,0.44625149,0.06522879,1.74214034,1.10176421,0.55051897
-5.38769385,8.67308866,1.34232858,5.67172070,0.02876845,0.44419627,0.06524001,1.74584154,1.10823288,0.55161132
-5.38169085,8.70046864,1.33654136,5.69879966,0.02903450,0.44278697,0.06527373,1.74907851,1.11481771,0.55191028
-5.37568784,8.72060817,1.33308877,5.71881694,0.02926052,0.44190703,0.06530409,1.75142079,1.12137338,0.55130321
-5.36968484,8.73155128,1.33162903,5.73059867,0.02943766,0.44142813,0.06530566,1.75244192,1.12773702,0.54968919
-5.36368184,8.73149975,1.33179685,5.73310966,0.02955767,0.44121500,0.06525429,1.75173537,1.13373415,0.54698336
-5.35767884,8.71888505,1.33321573,5.72549679,0.02961324,0.44113038,0.06512802,1.74893020,1.13918534,0.54312095
-5.35167584,8.69243398,1.33551050,5.70712747,0.02959833,0.44104006,0.06490781,1.74370588,1.14391346,0.53806085
-5.34567284,8.65122533,1.33831950,5.67762158,0.02950848,0.44081752,0.06457820,1.73580561,1.14775109,0.53178845
-5.33966983,8.59473542,1.34130642,5.63687560,0.02934107,0.44034841,0.06412784,1.72504775,1.15054787,0.52431771
-5.33366683,8.52287074,1.34417129,5.58507788,0.02909556,0.43953444,0.06354983,1.71133475,1.15217744,0.51569226
-5.32766383,8.43598637,1.34666040,5.52271427,0.02877363,0.43829665,0.06284200,1.69465943,1.15254363,0.50598554
-5.32166083,8.33488936,1.34857500,5.45056392,0.02837926,0.43657804,0.06200695,1.67510813,1.15158579,0.49529996
-5.31565783,8.22082700,1.34977828,5.36968511,0.02791875,0.43434543,0.06105198,1.65286072,1.14928273,0.48376497
-5.30965483,8.09545999,1.35020056,5.28139157,0.02740063,0.43159044,0.05998886,1.62818735,1.14565533,0.47153426
-5.30365183,7.96082159,1.34984246,5.18722009,0.02683551,0.42832979,0.05883350,1.60144204,1.14076758,0.45878204
-5.29764882,7.81926390,1.34877570,5.08889023,0.02623584,0.42460456,0.05760542,1.57305328,1.13472589,0.44569868
-5.29164582,7.67339284,1.34714153,4.98825763,0.02561562,0.42047889,0.05632716,1.54351196,1.12767674,0.43248566
-5.28564282,7.52599407,1.34514654,4.88726226,0.02498999,0.41603770,0.05502363,1.51335692,1.11980270,0.41935015
-5.27963982,7.37995198,1.34305597,4.78787328,0.02437485,0.41138385,0.05372126,1.48315865,1.11131688,0.40649939
-5.27363682,7.23816446,1.34118441,4.69203238,0.02378637,0.40663460,0.05244727,1.45350172,1.10245602,0.39413497
-5.26763382,7.10345598,1.33988413,4.60159717,0.02324051,0.40191762,0.05122872,1.42496641,1.09347239,0.38244729
-5.26163082,6.97849186,1.33953131,4.51828672,0.02275252,0.39736651,0.05009175,1.39811023,1.08462491,0.37161036
-5.25562781,6.86569653,1.34051052,4.44363081,0.02233646,0.39311612,0.04906066,1.37345001,1.07616967,0.36177705
-5.24962481,6.76717851,1.34319790,4.37892471,0.02200473,0.38929772,0.04815717,1.35144512,1.06835034,0.35307510
-5.24362181,6.68466467,1.34794385,4.32519100,0.02176769,0.38603414,0.04739967,1.33248252,1.06138878,0.34560384
-5.23761881,6.61944632,1.35505562,4.28314984,0.02163324,0.38343521,0.04680264,1.31686412,1.05547624,0.33943187
-5.23161581,6.57233912,1.36478095,4.25319886,0.02160664,0.38159349,0.04637610,1.30479707,1.05076571,0.33459574
-5.22561281,6.54365858,1.37729321,4.23540353,0.02169024,0.38058057,0.04612535,1.29638733,1.04736548,0.33109962
-5.21960980,6.53321244,1.39267907,4.22949860,0.02188344,0.38044405,0.04605068,1.29163677,1.04533455,0.32891615
-5.21360680,6.54031062,1.41092937,4.23490079,0.02218271,0.38120534,0.04614748,1.29044412,1.04467991,0.32798816
-5.20760380,6.56379276,1.43193373,4.25073253,0.02258172,0.38285843,0.04640635,1.29260970,1.04535602,0.32823153
-5.20160080,6.60207281,1.45547959,4.27585616,0.02307163,0.38536967,0.04681351,1.29784381,1.04726648,0.32953878
-5.19559780,6.65319939,1.48125570,4.30891747,0.02364138,0.38867862,0.04735134,1.30577855,1.05026797,0.33178352
-5.18959480,6.71492968,1.50886027,4.34839710,0.02427821,0.39269991,0.04799907,1.31598261,1.05417619,0.33482537
-5.18359180,6.78481438,1.53781367,4.39266795,0.02496816,0.39732619,0.04873368,1.32797849,1.05877377,0.33851533
-5.17758879,6.86029026,1.56757498,4.44005643,0.02569668,0.40243188,0.04953083,1.34126133,1.06381964,0.34270126
-5.17158579,6.93877669,1.59756191,4.48890494,0.02644928,0.40787773,0.05036588,1.35531878,1.06905948,0.34723335
-5.16558279,7.01777189,1.62717325,4.53763314,0.02721214,0.41351586,0.05121497,1.36965084,1.07423687,0.35196921
-5.15957979,7.09494491,1.65581250,4.58479525,0.02797280,0.41919520,0.05205602,1.38378888,1.07910446,0.35677856
-5.15357679,7.16821916,1.68291185,4.62913100,0.02872070,0.42476696,0.05286973,1.39731303,1.08343473,0.36154716
-5.14757379,7.23584364,1.70795505,4.66960780,0.02944769,0.43008991,0.05364039,1.40986711,1.08702969,0.36617986
-5.14157079,7.29644884,1.73049811,4.70545229,0.03014850,0.43503530,0.05435662,1.42117042,1.08972916,0.37060273
-5.13556778,7.34908457,1.75018670,4.73616995,0.03082096,0.43949106,0.05501185,1.43102589,1.09141719,0.37476405
-5.12956478,7.39323822,1.76676930,4.76155177,0.03146622,0.44336523,0.05560460,1.43932421,1.09202620,0.37863430
-5.12356178,7.42883278,1.78010547,4.78166801,0.03208870,0.44658832,0.05613860,1.44604387,1.09153883,0.38220507
-5.11755878,7.45620497,1.79016873,4.79684929,0.03269597,0.44911469,0.05662255,1.45124710,1.08998730,0.38548694
-5.11155578,7.47606499,1.79704406,4.80765637,0.03329846,0.45092271,0.05706974,1.45507199,1.08745038,0.38850671
-5.10555278,7.48944013,1.80091999,4.81484021,0.03390902,0.45201390,0.05749742,1.45772130,1.08404830,0.39130377
-5.09954977,7.49760562,1.80207596,4.81929451,0.03454236,0.45241103,0.05792602,1.45944857,1.07993564,0.39392621
-5.09354677,7.50200643,1.80086556,4.82200341,0.03521444,0.45215538,0.05837816,1.46054227,1.07529292,0.39642660
-5.08754377,7.50417431,1.79769666,4.82398705,0.03594170,0.45130328,0.05887761,1.46130884,1.07031715,0.39885787
-5.08154077,7.50564443,1.79300956,4.82624792,0.03674034,0.44992219,0.05944820,1.46205556,1.06521191,0.40126933
-5.07553777,7.50787602,1.78725425,4.82972066,0.03762561,0.44808654,0.06011266,1.46307406,1.06017750,0.40370326
-5.06953477,7.51218086,1.78086825,4.83522787,0.03861102,0.44587355,0.06089158,1.46462523,1.05540164,0.40619202
-5.06353177,7.51966315,1.77425592,4.84344393,0.03970775,0.44335928,0.06180241,1.46692645,1.05105109,0.40875591
-5.05752876,7.53117330,1.76777048,4.85486843,0.04092405,0.44061512,0.06285867,1.47014138,1.04726474,0.41140193
-5.05152576,7.54727744,1.76169958,4.86981009,0.04226483,0.43770480,0.06406923,1.47437304,1.04414812,0.41412335
-5.04552276,7.56824362,1.75625494,4.88838168,0.04373135,0.43468220,0.06543783,1.47966017,1.04176986,0.41690013
-5.03951976,7.59404438,1.75156662,4.91050544,0.04532104,0.43158992,0.06696289,1.48597699,1.04015991,0.41970013
-5.03351676,7.62437480,1.74768189,4.93592832,0.04702749,0.42845865,0.06863737,1.49323618,1.03930954,0.42248109
-5.02751376,7.65868420,1.74456861,4.96424552,0.04884061,0.42530734,0.07044901,1.50129485,1.03917306,0.42519301
-5.02151076,7.69621895,1.74212276,4.99493078,0.05074688,0.42214412,0.07238065,1.50996295,1.03967102,0.42778111
-5.01550775,7.73607340,1.74017934,5.02737115,0.05272978,0.41896778,0.07441079,1.51901359,1.04069456,0.43018885
-5.00950475,7.77724580,1.73852606,5.06090420,0.05477023,0.41576977,0.07651428,1.52819475,1.04211075,0.43236116
-5.00350175,7.81869577,1.73691881,5.09485556,0.05684723,0.41253648,0.07866309,1.53724155,1.04376850,0.43424745
-4.99749875,7.85940014,1.73509792,5.12857456,0.05893849,0.40925161,0.08082722,1.54588860,1.04550476,0.43580436
-4.99149575,7.89840433,1.73280435,5.16146636,0.06102103,0.40589858,0.08297559,1.55388174,1.04715079,0.43699821
-4.98549275,7.93486674,1.72979481,5.19301889,0.06307191,0.40246268,0.08507694,1.56098857,1.04853815,0.43780680
-4.97948974,7.96809425,1.72585511,5.22282374,0.06506882,0.39893290,0.08710073,1.56700747,1.04950428,0.43822071
-4.97348674,7.99756774,1.72081104,5.25059017,0.06699069,0.39530337,0.08901794,1.57177468,1.04989742,0.43824401
-4.96748374,8.02295670,1.71453634,5.27615203,0.06881817,0.39157424,0.09080181,1.57516917,1.04958090,0.43789419
-4.96148074,8.04412336,1.70695746,5.29946793,0.07053410,0.38775206,0.09242842,1.57711537,1.04843662,0.43720162
-4.95547774,8.06111664,1.69805514,5.32061501,0.07212384,0.38384960,0.09387722,1.57758361,1.04636768,0.43620836
-4.94947474,8.07415726,1.68786282,5.33977733,0.07357550,0.37988523,0.09513137,1.57658853,1.04330033,0.43496642
-4.94347174,8.08361540,1.67646230,5.35722983,0.07488009,0.37588189,0.09617795,1.57418560,1.03918506,0.43353572
-4.93746873,8.08998285,1.66397704,5.37331921,0.07603155,0.37186570,0.09700812,1.57046615,1.03399709,0.43198160
-4.93146573,8.09384145,1.65056370,5.38844287,0.07702671,0.36786441,0.09761704,1.56555115,1.02773618,0.43037230
-4.92546273,8.09582990,1.63640256,5.40302722,0.07786512,0.36390584,0.09800378,1.55958423,1.02042593,0.42877619
-4.91945973,8.09661073,1.62168746,5.41750646,0.07854885,0.36001627,0.09817108,1.55272432,1.01211252,0.42725922
-4.91345673,8.09683918,1.60661597,5.43230291,0.07908224,0.35621907,0.09812506,1.54513823,1.00286316,0.42588235
-4.90745373,8.09713529,1.59138038,5.44780956,0.07947151,0.35253360,0.09787482,1.53699361,0.99276402,0.42469946
-4.90145073,8.09806051,1.57615992,5.46437542,0.07972448,0.34897446,0.09743208,1.52845261,0.98191805,0.42375539
-4.89544772,8.10009927,1.56111483,5.48229419,0.07985009,0.34555107,0.09681070,1.51966643,0.97044240,0.42308459
-4.88944472,8.10364618,1.54638234,5.50179623,0.07985812,0.34226782,0.09602626,1.51077102,0.95846577,0.42271014
-4.88344172,8.10899888,1.53207483,5.52304378,0.07975871,0.33912446,0.09509556,1.50188404,0.94612561,0.42264335
-4.87743872,8.11635615,1.51828006,5.54612938,0.07956204,0.33611703,0.09403624,1.49310312,0.93356525,0.42288378
-4.87143572,8.12582108,1.50506347,5.57107705,0.07927803,0.33323899,0.09286633,1.48450547,0.92093108,0.42341987
-4.86543272,8.13740837,1.49247211,5.59784582,0.07891595,0.33048268,0.09160389,1.47614864,0.90836983,0.42422998
-4.85942971,8.15105523,1.48053999,5.62633517,0.07848427,0.32784089,0.09026669,1.46807247,0.89602593,0.42528379
-4.85342671,8.16663467,1.46929427,5.65639198,0.07799041,0.32530852,0.08887189,1.46030195,0.88403925,0.42654410
-4.84742371,8.18397059,1.45876198,5.68781844,0.07744062,0.32288410,0.08743585,1.45285071,0.87254294,0.42796888
-4.84142071,8.20285350,1.44897653,5.72038050,0.07683991,0.32057122,0.08597394,1.44572506,0.86166176,0.42951337
-4.83541771,8.22305610,1.43998375,5.75381654,0.07619206,0.31837971,0.08450040,1.43892821,0.85151064,0.43113238
-4.82941471,8.24434800,1.43184671,5.78784591,0.07549964,0.31632640,0.08302828,1.43246435,0.84219366,0.43278246
-4.82341171,8.26650879,1.42464920,5.82217709,0.07476416,0.31443557,0.08156937,1.42634257,0.83380331,0.43442391
-4.81740870,8.28933896,1.41849730,5.85651524,0.07398620,0.31273883,0.08013426,1.42058000,0.82642003,0.43602265
-4.81140570,8.31266825,1.41351892,5.89056905,0.07316567,0.31127461,0.07873231,1.41520439,0.82011200,0.43755179
-4.80540270,8.33636121,1.40986115,5.92405684,0.07230199,0.31008711,0.07737172,1.41025559,0.81493495,0.43899274
-4.79939970,8.36031976,1.40768547,5.95671177,0.07139435,0.30922481,0.07605960,1.40578607,0.81093208,0.44033613
-4.79339670,8.38448292,1.40716079,5.98828632,0.07044201,0.30873854,0.07480200,1.40186025,0.80813391,0.44158216
-4.78739370,8.40882381,1.40845481,6.01855602,0.06944454,0.30867919,0.07360397,1.39855274,0.80655797,0.44274062
-4.78139070,8.43334433,1.41172385,6.04732259,0.06840199,0.30909519,0.07246962,1.39594552,0.80620834,0.44383050
-4.77538769,8.45806803,1.41710171,6.07441649,0.06731515,0.31002985,0.07140213,1.39412412,0.80707498,0.44487925
-4.76938469,8.48303174,1.42468812,6.09969919,0.06618565,0.31151856,0.07040379,1.39317308,0.80913288,0.44592169
-4.76338169,8.50827649,1.43453740,6.12306520,0.06501608,0.31358625,0.06947594,1.39317087,0.81234113,0.44699867
-4.75737869,8.53383878,1.44664799,6.14444402,0.06380999,0.31624492,0.06861903,1.39418448,0.81664193,0.44815556
-4.75137569,8.55974253,1.46095343,6.16380204,0.06257188,0.31949166,0.06783257,1.39626413,0.82195980,0.44944049
-4.74537269,8.58599262,1.47731551,6.18114464,0.06130710,0.32330710,0.06711511,1.39943824,0.82820101,0.45090264
-4.73936968,8.61257053,1.49552017,6.19651830,0.06002177,0.32765443,0.06646429,1.40370906,0.83525350,0.45259045
-4.73336668,8.63943252,1.51527636,6.21001283,0.05872252,0.33247919,0.06587682,1.40904919,0.84298739,0.45454986
-4.72736368,8.66651060,1.53621855,6.22176349,0.05741639,0.33770964,0.06534856,1.41539928,0.85125624,0.45682273
-4.72136068,8.69371638,1.55791267,6.23195300,0.05611055,0.34325805,0.06487461,1.42266701,0.85989924,0.45944533
-4.71535768,8.72094768,1.57986565,6.24081295,0.05481212,0.34902264,0.06444946,1.43072753,0.86874418,0.46244701
-4.70935468,8.74809745,1.60153838,6.24862457,0.05352795,0.35489018,0.06406712,1.43942538,0.87761141,0.46584918
-4.70335168,8.77506460,1.62236142,6.25571849,0.05226450,0.36073927,0.06372140,1.44857780,0.88631854,0.46966440
-4.69734867,8.80176581,1.64175325,6.26247308,0.05102767,0.36644404,0.06340613,1.45797942,0.89468588,0.47389580
-4.69134567,8.82814769,1.65913993,6.26931126,0.04982277,0.37187817,0.06311545,1.46740799,0.90254220,0.47853666
-4.68534267,8.85419832,1.67397565,6.27669545,0.04865446,0.37691907,0.06284412,1.47663103,0.90973077,0.48357038
-4.67933967,8.87995716,1.68576301,6.28512057,0.04752677,0.38145207,0.06258780,1.48541304,0.91611522,0.48897050
-4.67333667,8.90552268,1.69407217,6.29510503,0.04644324,0.38537426,0.06234339,1.49352295,0.92158495,0.49470114
-4.66733367,8.93105686,1.69855800,6.30717980,0.04540702,0.38859806,0.06210923,1.50074143,0.92605982,0.50071750
-4.66133067,8.95678605,1.69897425,6.32187568,0.04442101,0.39105414,0.06188541,1.50686787,0.92949374,0.50696668
-4.65532766,8.98299778,1.69518410,6.33970914,0.04348811,0.39269366,0.06167383,1.51172652,0.93187703,0.51338863
-4.64932466,9.01003348,1.68716654,6.36116707,0.04261139,0.39348967,0.06147839,1.51517173,0.93323726,0.51991725
-4.64332166,9.03827709,1.67501822,6.38669096,0.04179428,0.39343773,0.06130492,1.51709195,0.93363858,0.52648172
