energy_ev,total_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.84992496,3.25987405,0.01287350,0.26485716,1.43186830,0.71877922,0.00515199,1.81615359,0.92450095,0.32839582
-5.84392196,3.24534233,0.01213636,0.26675147,1.44653167,0.71472254,0.00539174,1.80868748,0.92352352,0.32091067
-5.83791896,3.22194597,0.01144408,0.26826109,1.45765108,0.70856223,0.00565954,1.79569035,0.91920708,0.31267413
-5.83191596,3.19002978,0.01079455,0.26939636,1.46494570,0.70048289,0.00595235,1.77731306,0.91157710,0.30378003
-5.82591296,3.15005354,0.01018487,0.27018584,1.46819354,0.69070084,0.00626675,1.75376386,0.90070213,0.29432577
-5.81990995,3.10258045,0.00961153,0.27067573,1.46723955,0.67945687,0.00659898,1.72530346,0.88669273,0.28441064
-5.81390695,3.04826425,0.00907074,0.27092870,1.46200252,0.66700879,0.00694492,1.69223996,0.86969973,0.27413435
-5.80790395,2.98783555,0.00855867,0.27102204,1.45248019,0.65362398,0.00730010,1.65492344,0.84991200,0.26359575
-5.80190095,2.92208744,0.00807164,0.27104527,1.43875231,0.63957214,0.00765975,1.61374062,0.82755350,0.25289165
-5.79589795,2.85186076,0.00760635,0.27109726,1.42098125,0.62511853,0.00801880,1.56910930,0.80287985,0.24211601
-5.78989495,2.77802921,0.00715998,0.27128282,1.39941007,0.61051780,0.00837195,1.52147286,0.77617427,0.23135911
-5.78389195,2.70148453,0.00673036,0.27170908,1.37435786,0.59600865,0.00871375,1.47129472,0.74774307,0.22070708
-5.77788894,2.62312209,0.00631598,0.27248155,1.34621265,0.58180946,0.00903865,1.41905286,0.71791054,0.21024149
-5.77188594,2.54382707,0.00591606,0.27370024,1.31542184,0.56811477,0.00934113,1.36523438,0.68701361,0.20003920
-5.76588294,2.46446164,0.00553051,0.27545585,1.28248078,0.55509292,0.00961584,1.31033024,0.65539615,0.19017223
-5.75987994,2.38585342,0.00515989,0.27782618,1.24791981,0.54288468,0.00985767,1.25483022,0.62340315,0.18070788
-5.75387694,2.30878539,0.00480536,0.28087312,1.21229050,0.53160290,0.01006195,1.19921817,0.59137508,0.17170887
-5.74787394,2.23398776,0.00446859,0.28464003,1.17615160,0.52133317,0.01022462,1.14396779,0.55964226,0.16323365
-5.74187094,2.16213184,0.00415162,0.28915003,1.14005541,0.51213524,0.01034230,1.08953879,0.52851983,0.15533674
-5.73586793,2.09382616,0.00385679,0.29440497,1.10453525,0.50404540,0.01041252,1.03637370,0.49830318,0.14806915
-5.72986493,2.02961479,0.00358663,0.30038529,1.07009450,0.49707928,0.01043381,0.98489534,0.46926408,0.14147884
-5.72386193,1.96997792,0.00334371,0.30705086,1.03719767,0.49123528,0.01040581,0.93550483,0.44164772,0.13561120
-5.71785893,1.91533451,0.00313059,0.31434258,1.00626390,0.48649828,0.01032935,0.88858032,0.41567055,0.13050953
-5.71185593,1.86604662,0.00294971,0.32218487,0.97766288,0.48284346,0.01020652,0.84447612,0.39151905,0.12621549
-5.70585293,1.82242514,0.00280333,0.33048885,0.95171336,0.48024008,0.01004067,0.80352235,0.36934947,0.12276941
-5.69984992,1.78473638,0.00269341,0.33915608,0.92868392,0.47865514,0.00983639,0.76602475,0.34928828,0.12021063
-5.69384692,1.75320902,0.00262164,0.34808266,0.90879578,0.47805660,0.00959943,0.73226463,0.33143340,0.11857759
-5.68784392,1.72804084,0.00258934,0.35716362,0.89222717,0.47841616,0.00933661,0.70249874,0.31585603,0.11790781
-5.68184092,1.70940464,0.00259745,0.36629719,0.87911880,0.47971138,0.00905571,0.67695881,0.30260280,0.11823763
-5.67583792,1.69745300,0.00264648,0.37538902,0.86957979,0.48192724,0.00876526,0.65585077,0.29169827,0.11960184
-5.66983492,1.69232130,0.00273654,0.38435590,0.86369356,0.48505684,0.00847436,0.63935336,0.28314739,0.12203295
-5.66383192,1.69412879,0.00286725,0.39312902,0.86152310,0.48910153,0.00819247,0.62761620,0.27693792,0.12556033
-5.65782891,1.70297762,0.00303780,0.40165656,0.86311521,0.49407023,0.00792920,0.62075724,0.27304258,0.13020909
-5.65182591,1.71894972,0.00324688,0.40990545,0.86850327,0.49997818,0.00769404,0.61885964,0.27142091,0.13599878
-5.64582291,1.74210175,0.00349267,0.41786247,0.87770841,0.50684528,0.00749618,0.62196828,0.27202059,0.14294198
-5.63981991,1.77245843,0.00377288,0.42553436,0.89073890,0.51469389,0.00734422,0.63008589,0.27477845,0.15104267
-5.63381691,1.81000482,0.00408469,0.43294738,0.90758779,0.52354661,0.00724601,0.64316927,0.27962093,0.16029473
-5.62781391,1.85467787,0.00442477,0.44014597,0.92822910,0.53342384,0.00720841,0.66112558,0.28646419,0.17068034
-5.62181091,1.90635821,0.00478927,0.44719105,0.95261269,0.54434168,0.00723715,0.68380934,0.29521394,0.18216860
-5.61580790,1.96486264,0.00517387,0.45415773,0.98065840,0.55631002,0.00733661,0.71102004,0.30576496,0.19471430
-5.60980490,2.02993829,0.00557378,0.46113282,1.01224972,0.56933115,0.00750974,0.74250108,0.31800072,0.20825709
-5.60380190,2.10125884,0.00598380,0.46821225,1.04722782,0.58339906,0.00775794,0.77793998,0.33179293,0.22272094
-5.59779890,2.17842368,0.00639838,0.47549846,1.08538617,0.59849944,0.00808093,0.81697033,0.34700147,0.23801415
-5.59179590,2.26096034,0.00681169,0.48309806,1.12646647,0.61461042,0.00847681,0.85917551,0.36347453,0.25402990
-5.58579290,2.34833049,0.00721774,0.49111965,1.17015637,0.63170427,0.00894193,0.90409451,0.38104946,0.27064737
-5.57978989,2.43993971,0.00761047,0.49967214,1.21608923,0.64974976,0.00947101,0.95122953,0.39955400,0.28773344
-5.57378689,2.53515092,0.00798388,0.50886332,1.26384636,0.66871526,0.01005714,1.00005575,0.41880835,0.30514509
-5.56778389,2.63330105,0.00833223,0.51879894,1.31296180,0.68857234,0.01069191,1.05003264,0.43862782,0.32273225
-5.56178089,2.73372049,0.00865009,0.52958202,1.36292974,0.70929974,0.01136556,1.10061696,0.45882617,0.34034126
-5.55577789,2.83575454,0.00893259,0.54131242,1.41321441,0.73088732,0.01206715,1.15127674,0.47921954,0.35781868
-5.54977489,2.93878579,0.00917549,0.55408652,1.46326217,0.75333993,0.01278477,1.20150608,0.49963084,0.37501534
-5.54377189,3.04225651,0.00937537,0.56799687,1.51251542,0.77668062,0.01350584,1.25083994,0.51989441,0.39179061
-5.53776888,3.14568955,0.00952974,0.58313157,1.56042779,0.80095307,0.01421736,1.29886862,0.53986086,0.40801653
-5.53176588,3.24870684,0.00963716,0.59957339,1.60648003,0.82622289,0.01490623,1.34525106,0.55940173,0.42358173
-5.52576288,3.35104394,0.00969726,0.61739829,1.65019580,0.85257752,0.01555960,1.38972644,0.57841376,0.43839493
-5.51975988,3.45255985,0.00971087,0.63667338,1.69115677,0.88012449,0.01616516,1.43212350,0.59682257,0.45238785
-5.51375688,3.55324082,0.00967997,0.65745421,1.72901620,0.90898798,0.01671149,1.47236686,0.61458552,0.46551727
-5.50775388,3.65319784,0.00960769,0.67978143,1.76351034,0.93930360,0.01718838,1.51048008,0.63169342,0.47776629
-5.50175088,3.75265709,0.00949822,0.70367678,1.79446714,0.97121139,0.01758706,1.54658491,0.64817106,0.48914449
-5.49574787,3.85194362,0.00935676,0.72913865,1.82181161,1.00484736,0.01790047,1.58089664,0.66407633,0.49968709
-5.48974487,3.95145846,0.00918935,0.75613734,1.84556764,1.04033365,0.01812342,1.61371545,0.67949798,0.50945295
-5.48374187,4.05164987,0.00900269,0.78461030,1.86585601,1.07776784,0.01825272,1.64541399,0.69455191,0.51852167
-5.47773887,4.15298002,0.00880399,0.81445764,1.88288874,1.11721175,0.01828721,1.67642134,0.70937616,0.52698965
-5.47173587,4.25588835,0.00860070,0.84553815,1.89695975,1.15868041,0.01822778,1.70720407,0.72412477,0.53496544
-5.46573287,4.36075333,0.00840033,0.87766634,1.90843244,1.20213154,0.01807726,1.73824492,0.73896070,0.54256450
-5.45972986,4.46785463,0.00821017,0.91061059,1.91772458,1.24745646,0.01784030,1.77001998,0.75404805,0.54990363
-5.45372686,4.57733743,0.00803710,0.94409289,1.92529126,1.29447261,0.01752316,1.80297536,0.76954405,0.55709524
-5.44772386,4.68918106,0.00788730,0.97779023,1.93160658,1.34291851,0.01713349,1.83750420,0.78559103,0.56424190
-5.44172086,4.80317352,0.00776612,1.01133790,1.93714503,1.39245150,0.01668001,1.87392520,0.80230883,0.57143126
-5.43571786,4.91889364,0.00767781,1.04433474,1.94236315,1.44264851,0.01617227,1.91246354,0.81978793,0.57873162
-5.42971486,5.03570198,0.00762543,1.07635016,1.94768255,1.49301017,0.01562031,1.95323511,0.83808369,0.58618850
-5.42371186,5.15274136,0.00761072,1.10693303,1.95347468,1.54296826,0.01503439,1.99623488,0.85721191,0.59382214
-5.41770885,5.26894731,0.00763401,1.13562195,1.96004809,1.59189641,0.01442468,2.04132988,0.87714591,0.60162629
-5.41170585,5.38306839,0.00769422,1.16195670,1.96763862,1.63912368,0.01380104,2.08825724,0.89781529,0.60956818
-5.40570285,5.49369557,0.00778888,1.18549046,1.97640257,1.68395083,0.01317279,2.13662745,0.91910638,0.61758970
-5.39969985,5.59929974,0.00791418,1.20580224,1.98641324,1.72566844,0.01254854,2.18593269,0.94086434,0.62560976
-5.39369685,5.69827567,0.00806514,1.22250913,1.99766040,1.76357643,0.01193605,2.23555989,0.96289676,0.63352771
-5.38769385,5.78899064,0.00823572,1.23527774,2.01005283,1.79700417,0.01134216,2.28480805,0.98497862,0.64122761
-5.38169085,5.86983564,0.00841906,1.24383453,2.02342330,1.82533034,0.01077273,2.33290901,1.00685836,0.64858304
-5.37568784,5.93927696,0.00860769,1.24797437,2.03753577,1.84800181,0.01023264,2.37905085,1.02826465,0.65546250
-5.36968484,5.99590590,0.00879381,1.24756712,2.05209417,1.86455083,0.00972581,2.42240290,1.04891382,0.66173477
-5.36368184,6.03848468,0.00896951,1.24256198,2.06675255,1.87460969,0.00925525,2.46214141,1.06851738,0.66727430
-5.35767884,6.06598657,0.00912711,1.23298922,2.08112585,1.87792247,0.00882315,2.49747481,1.08678957,0.67196616
-5.35167584,6.07762890,0.00925933,1.21895955,2.09480120,1.87435328,0.00843094,2.52766769,1.10345455,0.67571049
-5.34567284,6.07289772,0.00935962,1.20066090,2.10734925,1.86389083,0.00807938,2.55206270,1.11825317,0.67842623
-5.33966983,6.05156348,0.00942232,1.17835293,2.11833545,1.84664907,0.00776867,2.57009958,1.13094912,0.68005393
-5.33366683,6.01368759,0.00944281,1.15235956,2.12733093,1.82286416,0.00749852,2.58133084,1.14133434,0.68055768
-5.32766383,5.95962000,0.00941774,1.12305971,2.13392320,1.79288771,0.00726825,2.58543385,1.14923376,0.67992606
-5.32166083,5.88998841,0.00934500,1.09087692,2.13772635,1.75717692,0.00707684,2.58221896,1.15450926,0.67817213
-5.31565783,5.80568010,0.00922383,1.05626798,2.13839089,1.71628191,0.00692301,2.57163382,1.15706294,0.67533257
-5.30965483,5.70781745,0.00905480,1.01971140,2.13561319,1.67083083,0.00680525,2.55376384,1.15683972,0.67146594
-5.30365183,5.59772861,0.00883969,0.98169579,2.12914440,1.62151351,0.00672189,2.52882923,1.15382933,0.66665040
-5.29764882,5.47691447,0.00858147,0.94270897,2.11879879,1.56906408,0.00667111,2.49717869,1.14806761,0.66098082
-5.29164582,5.34701341,0.00828410,0.90322776,2.10446135,1.51424337,0.00665097,2.45928027,1.13963720,0.65456550
-5.28564282,5.20976500,0.00795236,0.86370909,2.08609422,1.45782156,0.00665943,2.41570974,1.12866754,0.64752274
-5.27963982,5.06697362,0.00759172,0.82458239,2.06374188,1.40056165,0.00669436,2.36713680,1.11533411,0.63997723
-5.27363682,4.92047288,0.00720805,0.78624347,2.03753450,1.34320414,0.00675355,2.31430950,1.09985670,0.63205651
-5.26763382,4.77209144,0.00680750,0.74904995,2.00768911,1.28645322,0.00683473,2.25803731,1.08249679,0.62388755
-5.26163082,4.62362054,0.00639623,0.71331802,1.97450833,1.23096480,0.00693554,2.19917301,1.06355373,0.61559354
-5.25562781,4.47678362,0.00598029,0.67932061,1.93837614,1.17733633,0.00705358,2.13859377,1.04335967,0.60729095
-5.24962481,4.33320796,0.00556540,0.64728663,1.89975062,1.12609855,0.00718637,2.07718185,1.02227330,0.59908684
-5.24362181,4.19439854,0.00515685,0.61740112,1.85915351,1.07770915,0.00733139,2.01580496,1.00067218,0.59107661
-5.23761881,4.06171395,0.00475937,0.58980615,1.81715670,1.03254816,0.00748607,1.95529698,0.97894393,0.58334197
-5.23161581,3.93634464,0.00437702,0.56460209,1.77436584,0.99091506,0.00764779,1.89643914,0.95747631,0.57594939
-5.22561281,3.81929346,0.00401318,0.54184928,1.73140171,0.95302738,0.00781389,1.83994226,0.93664655,0.56894876
-5.21960980,3.71135900,0.00367052,0.52156974,1.68887977,0.91902078,0.00798166,1.78643049,0.91681019,0.56237259
-5.21360680,3.61312191,0.00335096,0.50374895,1.64738888,0.88895044,0.00814840,1.73642704,0.89828982,0.55623547
-5.20760380,3.52493492,0.00305573,0.48833759,1.60747008,0.86279369,0.00831136,1.69034236,0.88136432,0.55053395
-5.20160080,3.44691703,0.00278539,0.47525328,1.56959627,0.84045383,0.00846783,1.64846545,0.86625895,0.54524691
-5.19559780,3.37895260,0.00253994,0.46438235,1.53415411,0.82176516,0.00861508,1.61095848,0.85313692,0.54033632
-5.18959480,3.32069579,0.00231880,0.45558168,1.50142874,0.80649914,0.00875047,1.57785530,0.84209286,0.53574846
-5.18359180,3.27158091,0.00212098,0.44868087,1.47159246,0.79437160,0.00887141,1.54906394,0.83314852,0.53141563
-5.17758879,3.23083895,0.00194511,0.44348462,1.44469785,0.78505113,0.00897548,1.52437323,0.82625124,0.52725837
-5.17158579,3.19752023,0.00178955,0.43977568,1.42067590,0.77816832,0.00906039,1.50346345,0.82127515,0.52318798
-5.16558279,3.17052296,0.00165245,0.43731823,1.39933923,0.77332595,0.00912411,1.48592067,0.81802527,0.51910960
-5.15957979,3.14862705,0.00153183,0.43586195,1.38039051,0.77010976,0.00916490,1.47125433,0.81624444,0.51492546
-5.15357679,3.13053228,0.00142570,0.43514655,1.36343549,0.76809965,0.00918138,1.45891743,0.81562276,0.51053843
-5.14757379,3.11489954,0.00133203,0.43490696,1.34800034,0.76688102,0.00917263,1.44832847,0.81580929,0.50585558
-5.14157079,3.10039355,0.00124892,0.43487884,1.33355221,0.76605576,0.00913821,1.43889418,0.81642535,0.50079171
-5.13556778,3.08572558,0.00117453,0.43480446,1.31952217,0.76525274,0.00907827,1.43003213,0.81707900,0.49527269
-5.12956478,3.06969414,0.00110721,0.43443863,1.30532947,0.76413722,0.00899358,1.42119216,0.81737983,0.48923830
-5.12356178,3.05122203,0.00104548,0.43355453,1.29040575,0.76241882,0.00888561,1.41187561,0.81695370,0.48264472
-5.11755878,3.02938802,0.00098803,0.43194914,1.27421835,0.75985787,0.00875649,1.40165160,0.81545634,0.47546615
-5.11155578,3.00345179,0.00093380,0.42944813,1.25629132,0.75626970,0.00860907,1.39016954,0.81258568,0.46769585
-5.10555278,2.97287091,0.00088191,0.42590990,1.23622356,0.75152665,0.00844689,1.37716738,0.80809187,0.45934618
-5.09954977,2.93730929,0.00083167,0.42122866,1.21370302,0.74555794,0.00827410,1.36247538,0.80178508,0.45044789
-5.09354677,2.89663672,0.00078261,0.41533630,1.18851663,0.73834716,0.00809539,1.34601525,0.79354028,0.44104851
-5.08754377,2.85091962,0.00073441,0.40820310,1.16055558,0.72992764,0.00791589,1.32779494,0.78329937,0.43120999
-5.08154077,2.80040381,0.00068691,0.39983707,1.12981600,0.72037592,0.00774102,1.30789946,0.77107021,0.42100564
-5.07553777,2.74549020,0.00064007,0.39028213,1.09639504,0.70980366,0.00757633,1.28647841,0.75692299,0.41051665
-5.06953477,2.68670479,0.00059396,0.37961508,1.06048296,0.69834846,0.00742731,1.26373099,0.74098415,0.39982822
-5.06353177,2.62466476,0.00054873,0.36794151,1.02235173,0.68616391,0.00729921,1.23988941,0.72342818,0.38902557
-5.05752876,2.56004230,0.00050459,0.35539092,0.98234074,0.67340963,0.00719680,1.21520166,0.70446786,0.37819007
-5.05152576,2.49352831,0.00046177,0.34211119,0.94084069,0.66024155,0.00712420,1.18991465,0.68434336,0.36739569
-5.04552276,2.42579750,0.00042053,0.32826269,0.89827625,0.64680311,0.00708470,1.16425858,0.66331094,0.35670584
-5.03951976,2.35747691,0.00038109,0.31401219,0.85508852,0.63321771,0.00708055,1.13843338,0.64163164,0.34617094
-5.03351676,2.28911897,0.00034370,0.29952703,0.81171807,0.61958273,0.00711286,1.11259788,0.61956055,0.33582672
-5.02751376,2.22118055,0.00030853,0.28496948,0.76858913,0.60596551,0.00718148,1.08686216,0.59733710,0.32569331
-5.02151076,2.15400854,0.00027574,0.27049182,0.72609587,0.59240118,0.00728495,1.06128337,0.57517691,0.31577524
-5.01550775,2.08783243,0.00024544,0.25623204,0.68459083,0.57889271,0.00742049,1.03586515,0.55326521,0.30606225
-5.00950475,2.02276394,0.00021766,0.24231053,0.64437615,0.56541271,0.00758403,1.01056038,0.53175226,0.29653087
-5.00350175,1.95880321,0.00019243,0.22882758,0.60569766,0.55190715,0.00777031,0.98527706,0.51075089,0.28714667
-4.99749875,1.89585091,0.00016971,0.21586202,0.56874180,0.53830046,0.00797303,0.95988684,0.49033583,0.27786701
-4.99149575,1.83372526,0.00014942,0.20347075,0.53363533,0.52450175,0.00818506,0.93423551,0.47054516,0.26864415
-4.98549275,1.77218283,0.00013144,0.19168922,0.50044762,0.51041189,0.00839859,0.90815487,0.45138329,0.25942860
-4.97948974,1.71094163,0.00011563,0.18053279,0.46919507,0.49593078,0.00860548,0.88147523,0.43282542,0.25017234
-4.97348674,1.64970533,0.00010184,0.16999873,0.43984746,0.48096458,0.00879748,0.85403781,0.41482314,0.24083206
-4.96748374,1.58818714,0.00008988,0.16006886,0.41233552,0.46543250,0.00896652,0.82570638,0.39731070,0.23137188
-4.96148074,1.52613212,0.00007956,0.15071253,0.38655954,0.44927273,0.00910501,0.79637758,0.38021173,0.22176581
-4.95547774,1.46333693,0.00007070,0.14188990,0.36239832,0.43244725,0.00920610,0.76598942,0.36344589,0.21199952
-4.94947474,1.39966604,0.00006312,0.13355520,0.33971816,0.41494539,0.00926387,0.73452754,0.34693528,0.20207160
-4.94347174,1.33506388,0.00005663,0.12566000,0.31838147,0.39678590,0.00927359,0.70202919,0.33061018,0.19199416
-4.93746873,1.26956250,0.00005106,0.11815621,0.29825458,0.37801759,0.00923185,0.66858467,0.31441394,0.18179280
-4.93146573,1.20328473,0.00004627,0.11099868,0.27921470,0.35871853,0.00913666,0.63433642,0.29830681,0.17150602
-4.92546273,1.13644290,0.00004213,0.10414751,0.26115561,0.33899389,0.00898745,0.59947589,0.28226865,0.16118411
-4.91945973,1.06933356,0.00003850,0.09756976,0.24399213,0.31897269,0.00878516,0.56423854,0.26630045,0.15088763
-4.91345673,1.00232875,0.00003530,0.09124070,0.22766329,0.29880359,0.00853205,0.52889724,0.25042459,0.14068554
-4.90745373,0.93586447,0.00003243,0.08514454,0.21213424,0.27865005,0.00823170,0.49375465,0.23468414,0.13065320
-4.90145073,0.87042720,0.00002982,0.07927471,0.19739704,0.25868500,0.00788878,0.45913486,0.21914114,0.12087023
-4.89544772,0.80653921,0.00002743,0.07363366,0.18347037,0.23908552,0.00750885,0.42537479,0.20387408,0.11141838
-4.88944472,0.74474352,0.00002520,0.06823234,0.17039842,0.22002749,0.00709822,0.39281584,0.18897485,0.10237957
-4.88344172,0.68558912,0.00002312,0.06308934,0.15824914,0.20168070,0.00666363,0.36179594,0.17454525,0.09383410
-4.87743872,0.62961725,0.00002115,0.05822988,0.14711195,0.18420443,0.00621206,0.33264254,0.16069343,0.08585907
-4.87143572,0.57734911,0.00001929,0.05368464,0.13709516,0.16774369,0.00575052,0.30566645,0.14753025,0.07852715
-4.86543272,0.52927534,0.00001753,0.04948849,0.12832319,0.15242632,0.00528581,0.28115690,0.13516584,0.07190565
-4.85942971,0.48584759,0.00001587,0.04567931,0.12093368,0.13836077,0.00482432,0.25937770,0.12370654,0.06605581
-4.85342671,0.44747207,0.00001431,0.04229674,0.11507470,0.12563486,0.00437193,0.24056450,0.11325219,0.06103246
-4.84742371,0.41450520,0.00001286,0.03938116,0.11090179,0.11431517,0.00393381,0.22492299,0.10389389,0.05688384
-4.84142071,0.38725084,0.00001152,0.03697261,0.10857520,0.10444731,0.00351440,0.21262796,0.09571225,0.05365160
-4.83541771,0.36595919,0.00001029,0.03510992,0.10825691,0.09605668,0.00311733,0.20382295,0.08877612,0.05137092
-4.82941471,0.35082669,0.00000918,0.03382989,0.11010767,0.08914983,0.00274539,0.19862025,0.08314169,0.05007066
-4.82341171,0.34199668,0.00000821,0.03316654,0.11428382,0.08371622,0.00240056,0.19710116,0.07885201,0.04977351
-4.81740870,0.33956049,0.00000737,0.03315040,0.12093386,0.07973024,0.00208404,0.19931617,0.07593670,0.05049607
-4.81140570,0.34355849,0.00000667,0.03380783,0.13019466,0.07715339,0.00179632,0.20528497,0.07441192,0.05224882
-4.80540270,0.35398097,0.00000612,0.03516034,0.14218740,0.07593657,0.00153726,0.21499624,0.07428038,0.05503589
-4.79939970,0.37076846,0.00000572,0.03722385,0.15701308,0.07602226,0.00130617,0.22840697,0.07553146,0.05885478
-4.79339670,0.39381157,0.00000548,0.04000797,0.17474775,0.07734661,0.00110189,0.24544156,0.07814128,0.06369579
-4.78739370,0.42295015,0.00000541,0.04351520,0.19543752,0.07984137,0.00092295,0.26599054,0.08207271,0.06954147
-4.78139070,0.45797199,0.00000551,0.04774014,0.21909346,0.08343551,0.00076758,0.28990911,0.08727538,0.07636577
-4.77538769,0.49861102,0.00000579,0.05266867,0.24568656,0.08805659,0.00063387,0.31701567,0.09368559,0.08413335
-4.76938469,0.54454544,0.00000626,0.05827725,0.27514304,0.09363179,0.00051978,0.34709045,0.10122631,0.09279870
-4.76338169,0.59539587,0.00000693,0.06453218,0.30734021,0.10008861,0.00042328,0.37987452,0.10980712,0.10230544
-4.75737869,0.65072398,0.00000779,0.07138913,0.34210310,0.10735524,0.00034235,0.41506937,0.11932432,0.11258574
-4.75137569,0.71003181,0.00000886,0.07879276,0.37920220,0.11536060,0.00027507,0.45233727,0.12966122,0.12355990
-4.74537269,0.77276219,0.00001015,0.08667665,0.41835248,0.12403407,0.00021961,0.49130255,0.14068864,0.13513626
-4.73936968,0.83830046,0.00001165,0.09496347,0.45921402,0.13330493,0.00017429,0.53155405,0.15226576,0.14721139
-4.73336668,0.90597787,0.00001337,0.10356549,0.50139421,0.14310164,0.00013758,0.57264882,0.16424126,0.15967073
-4.72736368,0.97507676,0.00001532,0.11238548,0.54445190,0.15335091,0.00010812,0.61411699,0.17645492,0.17238950
-4.72136068,1.04483758,0.00001747,0.12131790,0.58790326,0.16397669,0.00008469,0.65546807,0.18873959,0.18523421
-4.71535768,1.11446789,0.00001983,0.13025051,0.63122947,0.17489921,0.00006624,0.69619834,0.20092350,0.19806444
-4.70935468,1.18315328,0.00002238,0.13906630,0.67388607,0.18603406,0.00005186,0.73579939,0.21283301,0.21073505
-4.70335168,1.25006988,0.00002511,0.14764566,0.71531373,0.19729150,0.00004077,0.77376745,0.22429561,0.22309878
-4.69734867,1.31439841,0.00002798,0.15586884,0.75495016,0.20857603,0.00003234,0.80961338,0.23514314,0.23500906
-4.69134567,1.37533927,0.00003098,0.16361857,0.79224281,0.21978630,0.00002600,0.84287302,0.24521516,0.24632308
-4.68534267,1.43212835,0.00003406,0.17078268,0.82666198,0.23081550,0.00002132,0.87311739,0.25436228,0.25690487
-4.67933967,1.48405296,0.00003719,0.17725683,0.85771379,0.24155219,0.00001793,0.89996256,0.26244945,0.26662847
-4.67333667,1.53046749,0.00004032,0.18294700,0.88495267,0.25188158,0.00001553,0.92307878,0.26935899,0.27538091
-4.66733367,1.57080803,0.00004340,0.18777184,0.90799284,0.26168735,0.00001389,0.94219839,0.27499328,0.28306491
-4.66133067,1.60460557,0.00004638,0.19166473,0.92651830,0.27085389,0.00001280,0.95712230,0.27927699,0.28960133
-4.65532766,1.63149713,0.00004922,0.19457543,0.94029108,0.27926881,0.00001213,0.96772471,0.28215878,0.29493102
-4.64932466,1.65123423,0.00005186,0.19647127,0.94915720,0.28682582,0.00001174,0.97395574,0.28361235,0.29901616
-4.64332166,1.66368852,0.00005425,0.19733789,0.95305032,0.29342760,0.00001156,0.97584200,0.28363684,0.30184101
