energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up,W_p_up,W_d_up
-5.84392196,1.69090785,0.00159051,0.28355514,0.00696428,0.89634162,0.64312345,0.24228783,0.64246924,0.26854155
-5.83791896,1.69106474,0.00154122,0.27955979,0.00703922,0.89840591,0.63835954,0.24288758,0.62960502,0.27204433
-5.83191596,1.69487926,0.00150068,0.27571875,0.00722037,0.90293549,0.63371165,0.24402607,0.61826857,0.27615828
-5.82591296,1.70323017,0.00146986,0.27224894,0.00750802,0.91043182,0.62951497,0.24581581,0.60903349,0.28094822
-5.81990995,1.71692226,0.00144963,0.26936369,0.00790095,0.92135010,0.62608889,0.24835605,0.60243033,0.28646945
-5.81390695,1.73665186,0.00144071,0.26726484,0.00839637,0.93607947,0.62372475,0.25172831,0.59892844,0.29276425
-5.80790395,1.76297396,0.00144367,0.26613499,0.00898987,0.95492436,0.62267456,0.25599223,0.59891911,0.29985850
-5.80190095,1.79627242,0.00145890,0.26612996,0.00967529,0.97808738,0.62314090,0.26118205,0.60270069,0.30775865
-5.79589795,1.83673440,0.00148660,0.26737201,0.01044472,1.00565480,0.62526858,0.26730382,0.61046612,0.31644903
-5.78989495,1.88433024,0.00152678,0.26994384,0.01128847,1.03758509,0.62913813,0.27433336,0.62229327,0.32588990
-5.78389195,1.93879985,0.00157924,0.27388376,0.01219505,1.07370134,0.63476155,0.28221532,0.63813850,0.33601617
-5.77788894,1.99964647,0.00164362,0.27918223,0.01315129,1.11368788,0.64208046,0.29086310,0.65783364,0.34673698
-5.77188594,2.06613851,0.00171939,0.28577996,0.01414243,1.15709172,0.65096663,0.30015998,0.68108680,0.35793627
-5.76588294,2.13731991,0.00180589,0.29356765,0.01515231,1.20332895,0.66122511,0.30996132,0.70748689,0.36947439
-5.75987994,2.21202901,0.00190235,0.30238758,0.01616365,1.25169616,0.67259971,0.32009776,0.73651211,0.38119071
-5.75387694,2.28892583,0.00200795,0.31203697,0.01715839,1.30138681,0.68478081,0.33037953,0.76754208,0.39290726
-5.74787394,2.36652701,0.00212188,0.32227307,0.01811800,1.35151211,0.69741516,0.34060158,0.79987358,0.40443325
-5.74187094,2.44324754,0.00224330,0.33281987,0.01902399,1.40112584,0.71011744,0.35054952,0.83273937,0.41557041
-5.73586793,2.51744777,0.00237151,0.34337627,0.01985835,1.44925234,0.72248312,0.36000602,0.86532968,0.42611895
-5.72986493,2.58748418,0.00250587,0.35362537,0.02060403,1.49491661,0.73410220,0.36875762,0.89681562,0.43588377
-5.72386193,2.65176183,0.00264591,0.36324452,0.02124542,1.53717530,0.74457322,0.37660155,0.92637383,0.44468094
-5.71785893,2.70878639,0.00279129,0.37191590,0.02176882,1.57514743,0.75351715,0.38335231,0.95321151,0.45234387
-5.71185593,2.75721353,0.00294188,0.37933704,0.02216289,1.60804336,0.76059041,0.38884781,0.97659072,0.45872903
-5.70585293,2.79589348,0.00309768,0.38523093,0.02241894,1.63519081,0.76549666,0.39295469,0.99585132,0.46372094
-5.69984992,2.82390855,0.00325885,0.38935535,0.02253127,1.65605657,0.76799669,0.39557264,1.01043129,0.46723611
-5.69384692,2.84060209,0.00342563,0.39151088,0.02249728,1.67026296,0.76791609,0.39663750,1.01988381,0.46922568
-5.68784392,2.84559721,0.00359833,0.39154744,0.02231759,1.67759819,0.76515025,0.39612296,1.02389027,0.46967675
-5.68184092,2.83880458,0.00377725,0.38936889,0.02199600,1.67802004,0.75966668,0.39404084,1.02226867,0.46861216
-5.67583792,2.82041880,0.00396261,0.38493569,0.02153928,1.67165275,0.75150426,0.39043986,1.01497709,0.46608874
-5.66983492,2.79090366,0.00415443,0.37826539,0.02095700,1.65877739,0.74076976,0.38540302,1.00211208,0.46219426
-5.66383192,2.75096717,0.00435253,0.36943102,0.02026110,1.63981606,0.72763171,0.37904370,0.98390209,0.45704301
-5.65782891,2.70152767,0.00455638,0.35855752,0.01946555,1.61531096,0.71231193,0.37150070,0.96069634,0.45077045
-5.65182591,2.64367297,0.00476508,0.34581637,0.01858579,1.58589957,0.69507533,0.36293252,0.93294971,0.44352716
-5.64582291,2.57861481,0.00497728,0.33141869,0.01763828,1.55228714,0.67621841,0.35351112,0.90120440,0.43547242
-5.63981991,2.50764109,0.00519116,0.31560726,0.01663994,1.51521822,0.65605711,0.34341558,0.86606932,0.42676786
-5.63381691,2.43206838,0.00540443,0.29864770,0.01560767,1.47544868,0.63491470,0.33282592,0.82819824,0.41757150
-5.62781391,2.35319737,0.00561431,0.28081941,0.01455783,1.43371971,0.61311033,0.32191746,0.78826761,0.40803258
-5.62181091,2.27227332,0.00581763,0.26240647,0.01350586,1.39073530,0.59094874,0.31085596,0.74695530,0.39828737
-5.61580790,2.19045340,0.00601084,0.24368905,0.01246587,1.34714405,0.56871173,0.29979382,0.70492090,0.38845638
-5.60980490,2.10878244,0.00619016,0.22493557,0.01145039,1.30352622,0.54665166,0.28886740,0.66278858,0.37864288
-5.60380190,2.02817761,0.00635164,0.20639593,0.01047017,1.26038647,0.52498720,0.27819562,0.62113295,0.36893296
-5.59779890,1.94942241,0.00649136,0.18829595,0.00953404,1.21815223,0.50390149,0.26787981,0.58046844,0.35939693
-5.59179590,1.87316949,0.00660551,0.17083328,0.00864889,1.17717737,0.48354251,0.25800469,0.54124228,0.35009206
-5.58579290,1.79995126,0.00669056,0.15417459,0.00781974,1.13775050,0.46402547,0.24864036,0.50383103,0.34106620
-5.57978989,1.73019692,0.00674342,0.13845428,0.00704980,1.10010699,0.44543702,0.23984498,0.46854054,0.33236223
-5.57378689,1.66425402,0.00676155,0.12377440,0.00634067,1.06444338,0.42784051,0.23166808,0.43560881,0.32402279
-5.56778389,1.60241258,0.00674308,0.11020572,0.00569254,1.03093301,0.41128219,0.22415390,0.40521121,0.31609493
-5.56178089,1.54492965,0.00668689,0.09778985,0.00510442,0.99974141,0.39579750,0.21734478,0.37746756,0.30863444
-5.55577789,1.49205221,0.00659269,0.08654196,0.00457441,0.97104030,0.38141716,0.21128404,0.35245023,0.30170932
-5.54977489,1.44403660,0.00646101,0.07645414,0.00409992,0.94501884,0.36817246,0.20601831,0.33019276,0.29540228
-5.54377189,1.40116308,0.00629324,0.06749901,0.00367796,0.92189143,0.35609939,0.20159898,0.31069826,0.28981181
-5.53776888,1.36374411,0.00609155,0.05963346,0.00330534,0.90190122,0.34524140,0.19808270,0.29394711,0.28505194
-5.53176588,1.33212609,0.00585885,0.05280230,0.00297886,0.88531911,0.33565051,0.19553077,0.27990354,0.28125040
-5.52576288,1.30668399,0.00559869,0.04694171,0.00269554,0.87243810,0.32738675,0.19400760,0.26852069,0.27854539
-5.51975988,1.28780957,0.00531513,0.04198234,0.00245270,0.86356332,0.32051602,0.19357809,0.25974421,0.27708091
-5.51375688,1.27589365,0.00501261,0.03785202,0.00224812,0.85899838,0.31510654,0.19430425,0.25351403,0.27700108
-5.50775388,1.27130379,0.00469581,0.03447801,0.00208006,0.85902864,0.31122414,0.19624119,0.24976468,0.27844358
-5.50175088,1.27435870,0.00436951,0.03178885,0.00194737,0.86390277,0.30892677,0.19943263,0.24842423,0.28153249
-5.49574787,1.28530107,0.00403844,0.02971566,0.00184945,0.87381328,0.30825860,0.20390647,0.24941205,0.28637115
-5.48974487,1.30427060,0.00370716,0.02819313,0.00178624,0.88887766,0.30924410,0.20967028,0.25263593,0.29303507
-5.48374187,1.33127876,0.00337994,0.02716014,0.00175822,0.90912091,0.31188254,0.21670744,0.25798869,0.30156559
-5.47773887,1.36618720,0.00306064,0.02655997,0.00176627,0.93446078,0.31614331,0.22497384,0.26534485,0.31196436
-5.47173587,1.40869089,0.00275268,0.02634044,0.00181165,0.96469660,0.32196228,0.23439555,0.27455764,0.32418913
-5.46573287,1.45830735,0.00245894,0.02645369,0.00189589,0.99950241,0.32923958,0.24486753,0.28545663,0.33815101
-5.45972986,1.51437264,0.00218177,0.02685597,0.00202061,1.03842489,0.33783884,0.25625363,0.29784635,0.35371332
-5.45372686,1.57604470,0.00192294,0.02750720,0.00218748,1.08088650,0.34758804,0.26838780,0.31150599,0.37069226
-5.44772386,1.64231387,0.00168369,0.02837062,0.00239801,1.12619365,0.35828199,0.28107660,0.32619037,0.38885929
-5.44172086,1.71202066,0.00146474,0.02941233,0.00265343,1.17354982,0.36968626,0.29410294,0.34163220,0.40794524
-5.43571786,1.78387972,0.00126631,0.03060084,0.00295453,1.22207305,0.38154238,0.30723086,0.35754561,0.42764598
-5.42971486,1.85650949,0.00108823,0.03190668,0.00330152,1.27081713,0.39357421,0.32021128,0.37363071,0.44762946
-5.42371186,1.92846605,0.00092995,0.03330202,0.00369388,1.31879583,0.40549509,0.33278844,0.38957929,0.46754389
-5.41770885,1.99828013,0.00079061,0.03476033,0.00413023,1.36500886,0.41701536,0.34470672,0.40508110,0.48702677
-5.41170585,2.06449551,0.00066913,0.03625608,0.00460822,1.40846890,0.42785022,0.35571773,0.41983070,0.50571440
-5.40570285,2.12570769,0.00056426,0.03776448,0.00512444,1.44822842,0.43772732,0.36558725,0.43353447,0.52325158
-5.39969985,2.18060113,0.00047461,0.03926136,0.00567437,1.48340536,0.44639390,0.37410182,0.44591757,0.53930119
-5.39369685,2.22798386,0.00039875,0.04072299,0.00625234,1.51320676,0.45362329,0.38107473,0.45673048,0.55355325
-5.38769385,2.26681817,0.00033523,0.04212606,0.00685157,1.53694936,0.45922041,0.38635114,0.46575494,0.56573322
-5.38169085,2.29624650,0.00028262,0.04344769,0.00746424,1.55407675,0.46302620,0.38981226,0.47280904,0.57560927
-5.37568784,2.31561163,0.00023954,0.04466554,0.00808158,1.56417230,0.46492087,0.39137827,0.47775130,0.58299828
-5.36968484,2.32447072,0.00020468,0.04575795,0.00869404,1.56696761,0.46482583,0.39101009,0.48048353,0.58777036
-5.36368184,2.32260284,0.00017683,0.04670423,0.00929152,1.56234647,0.46270442,0.38870987,0.48095243,0.58985193
-5.35767884,2.31001000,0.00015491,0.04748494,0.00986356,1.55034411,0.45856137,0.38452016,0.47915001,0.58922701
-5.35167584,2.28691180,0.00013790,0.04808228,0.01039966,1.53114209,0.45244115,0.37852195,0.47511257,0.58593701
-5.34567284,2.25373412,0.00012495,0.04848045,0.01088956,1.50505921,0.44442532,0.37083158,0.46891861,0.58007880
-5.33966983,2.21109238,0.00011527,0.04866615,0.01132352,1.47253869,0.43462894,0.36159672,0.46068560,0.57180131
-5.33366683,2.15977012,0.00010822,0.04862894,0.01169267,1.43413246,0.42319636,0.35099153,0.45056570,0.56130069
-5.32766383,2.10069373,0.00010323,0.04836165,0.01198925,1.39048302,0.41029642,0.33921130,0.43874079,0.54881420
-5.32166083,2.03490410,0.00009983,0.04786075,0.01220688,1.34230363,0.39611725,0.32646664,0.42541683,0.53461313
-5.31565783,1.96352639,0.00009765,0.04712661,0.01234081,1.29035754,0.38086097,0.31297751,0.41081779,0.51899477
-5.30965483,1.88773869,0.00009637,0.04616364,0.01238801,1.23543695,0.36473824,0.29896729,0.39517934,0.50227388
-5.30365183,1.80874069,0.00009576,0.04498036,0.01234734,1.17834246,0.34796305,0.28465706,0.37874262,0.48477380
-5.29764882,1.72772321,0.00009562,0.04358934,0.01221957,1.11986354,0.33074768,0.27026027,0.36174805,0.46681751
-5.29164582,1.64583959,0.00009582,0.04200699,0.01200731,1.06076062,0.31329809,0.25597803,0.34442956,0.44871886
-5.28564282,1.56417960,0.00009625,0.04025322,0.01171498,1.00174944,0.29580983,0.24199497,0.32700938,0.43077441
-5.27963982,1.48374684,0.00009684,0.03835099,0.01134860,0.94348781,0.27846446,0.22847601,0.30969342,0.41325587
-5.27363682,1.40543986,0.00009755,0.03632581,0.01091561,0.88656527,0.26142677,0.21556396,0.29266742,0.39640360
-5.26763382,1.33003788,0.00009835,0.03420504,0.01042459,0.83149574,0.24484253,0.20337798,0.27609406,0.38042130
-5.26163082,1.25819100,0.00009920,0.03201730,0.00988499,0.77871327,0.22883713,0.19201297,0.26011089,0.36547201
-5.25562781,1.19041538,0.00010011,0.02979173,0.00930684,0.72857077,0.21351486,0.18153988,0.24482927,0.35167563
-5.24962481,1.12709304,0.00010106,0.02755734,0.00870042,0.68134165,0.19895894,0.17200674,0.23033423,0.33910798
-5.24362181,1.06847634,0.00010202,0.02534235,0.00807594,0.63722400,0.18523221,0.16344049,0.21668524,0.32780144
-5.23761881,1.01469646,0.00010299,0.02317362,0.00744331,0.59634696,0.17237842,0.15584934,0.20391780,0.31774701
-5.23161581,0.96577555,0.00010394,0.02107619,0.00681186,0.55877888,0.16042401,0.14922563,0.19204576,0.30889791
-5.22561281,0.92164170,0.00010483,0.01907284,0.00619012,0.52453667,0.14938028,0.14354899,0.18106423,0.30117429
-5.21960980,0.88214598,0.00010563,0.01718389,0.00558566,0.49359588,0.13924589,0.13878957,0.17095294,0.29446898
-5.21360680,0.84708067,0.00010630,0.01542696,0.00500498,0.46590090,0.13000936,0.13491128,0.16167987,0.28865398
-5.20760380,0.81619768,0.00010679,0.01381695,0.00445345,0.44137468,0.12165177,0.13187482,0.15320498,0.28358737
-5.20160080,0.78922637,0.00010705,0.01236610,0.00393524,0.41992765,0.11414915,0.12964029,0.14548391,0.27912035
-5.19559780,0.76588985,0.00010703,0.01108407,0.00345338,0.40146520,0.10747477,0.12816942,0.13847135,0.27510405
-5.18959480,0.74591902,0.00010668,0.00997813,0.00300979,0.38589351,0.10160101,0.12742706,0.13212417,0.27139586
-5.18359180,0.72906378,0.00010597,0.00905341,0.00260539,0.37312357,0.09650085,0.12738221,0.12640386,0.26786499
-5.17758879,0.71510100,0.00010485,0.00831309,0.00224018,0.36307303,0.09214888,0.12800816,0.12127850,0.26439705
-5.17158579,0.70383903,0.00010331,0.00775870,0.00191337,0.35566625,0.08852181,0.12928212,0.11672393,0.26089741
-5.16558279,0.69511873,0.00010131,0.00739027,0.00162353,0.35083240,0.08559849,0.13118422,0.11272431,0.25729344
-5.15957979,0.68881128,0.00009887,0.00720654,0.00136873,0.34850206,0.08335954,0.13369591,0.10927184,0.25353540
-5.15357679,0.68481313,0.00009599,0.00720508,0.00114662,0.34860261,0.08178649,0.13679809,0.10636593,0.24959612
-5.14757379,0.68303871,0.00009267,0.00738235,0.00095462,0.35105283,0.08086073,0.14046898,0.10401173,0.24546966
-5.14157079,0.68341160,0.00008897,0.00773371,0.00078999,0.35575729,0.08056216,0.14468193,0.10221811,0.24116899
-5.13556778,0.68585495,0.00008490,0.00825339,0.00064996,0.36260091,0.08086784,0.14940338,0.10099539,0.23672301
-5.12956478,0.69028193,0.00008053,0.00893440,0.00053175,0.37144420,0.08175059,0.15459114,0.10035281,0.23217315
-5.12356178,0.69658716,0.00007591,0.00976838,0.00043273,0.38211982,0.08317783,0.16019315,0.10029593,0.22756975
-5.11755878,0.70463967,0.00007110,0.01074553,0.00035039,0.39443042,0.08511054,0.16614679,0.10082420,0.22296857
-5.11155578,0.71427809,0.00006616,0.01185445,0.00028240,0.40814852,0.08750270,0.17237901,0.10192872,0.21842755
-5.10555278,0.72530852,0.00006117,0.01308203,0.00022666,0.42301816,0.09030103,0.17880707,0.10359050,0.21400416
-5.09954977,0.73750530,0.00005617,0.01441344,0.00018127,0.43875863,0.09344522,0.18534014,0.10577915,0.20975324
-5.09354677,0.75061472,0.00005124,0.01583212,0.00014458,0.45506999,0.09686863,0.19188152,0.10845221,0.20572577
-5.08754377,0.76436152,0.00004642,0.01731986,0.00011511,0.47164034,0.10049941,0.19833155,0.11155522,0.20196820
-5.08154077,0.77845778,0.00004178,0.01885699,0.00009164,0.48815424,0.10426209,0.20459088,0.11502237,0.19852261
-5.07553777,0.79261378,0.00003735,0.02042267,0.00007310,0.50430220,0.10807944,0.21056407,0.11877790,0.19542747
-5.06953477,0.80654996,0.00003317,0.02199522,0.00005863,0.51979035,0.11187468,0.21616329,0.12273816,0.19271884
-5.06353177,0.82000950,0.00002926,0.02355260,0.00004749,0.53435013,0.11557379,0.22131180,0.12681410,0.19043201
-5.05752876,0.83277050,0.00002565,0.02507291,0.00003913,0.54774723,0.11910792,0.22594717,0.13091438,0.18860319
-5.05152576,0.84465711,0.00002235,0.02653497,0.00003307,0.55978935,0.12241569,0.23002387,0.13494860,0.18727123
-5.04552276,0.85554891,0.00001937,0.02791892,0.00002898,0.57033244,0.12544533,0.23351524,0.13883085,0.18647911
-5.03951976,0.86538795,0.00001670,0.02920684,0.00002660,0.57928497,0.12815653,0.23641455,0.14248312,0.18627509
-5.03351676,0.87418303,0.00001435,0.03038330,0.00002575,0.58661009,0.13052197,0.23873520,0.14583867,0.18671343
-5.02751376,0.88201090,0.00001230,0.03143596,0.00002634,0.59232545,0.13252828,0.24051000,0.14884501,0.18785452
-5.02151076,0.88901446,0.00001054,0.03235593,0.00002831,0.59650096,0.13417664,0.24178952,0.15146648,0.18976452
-5.01550775,0.89539789,0.00000906,0.03313824,0.00003166,0.59925432,0.13548277,0.24263970,0.15368624,0.19251437
-5.00950475,0.90141915,0.00000783,0.03378198,0.00003645,0.60074492,0.13647640,0.24313872,0.15550767,0.19617831
-5.00350175,0.90738019,0.00000685,0.03429048,0.00004275,0.60116620,0.13720028,0.24337352,0.15695499,0.20083203
-4.99749875,0.91361546,0.00000609,0.03467124,0.00005068,0.60073707,0.13770877,0.24343585,0.15807320,0.20655034
-4.99149575,0.92047926,0.00000554,0.03493580,0.00006037,0.59969284,0.13806592,0.24341838,0.15892729,0.21340473
-4.98549275,0.92833260,0.00000518,0.03509943,0.00007196,0.59827599,0.13834338,0.24341088,0.15960073,0.22146074
-4.97948974,0.93753018,0.00000499,0.03518072,0.00008562,0.59672751,0.13861805,0.24349671,0.16019333,0.23077530
-4.97348674,0.94840800,0.00000496,0.03520103,0.00010151,0.59527891,0.13896960,0.24374983,0.16081857,0.24139414
-4.96748374,0.96127205,0.00000508,0.03518393,0.00011978,0.59414539,0.13947800,0.24423235,0.16160038,0.25334933
-4.96148074,0.97638857,0.00000533,0.03515450,0.00014057,0.59352041,0.14022109,0.24499286,0.16266967,0.26665703
-4.95547774,0.99397592,0.00000570,0.03513860,0.00016400,0.59357172,0.14127232,0.24606544,0.16416046,0.28131542
-4.94947474,1.01419828,0.00000618,0.03516217,0.00019018,0.59443885,0.14269874,0.24746934,0.16620602,0.29730298
-4.94347174,1.03716127,0.00000674,0.03525044,0.00021915,0.59623211,0.14455918,0.24920946,0.16893484,0.31457699
-4.93746873,1.06290928,0.00000739,0.03542725,0.00025092,0.59903282,0.14690292,0.25127728,0.17246676,0.33307240
-4.93146573,1.09142445,0.00000811,0.03571438,0.00028545,0.60289461,0.14976849,0.25365233,0.17690919,0.35270102
-4.92546273,1.12262716,0.00000889,0.03613089,0.00032265,0.60784554,0.15318308,0.25630398,0.18235372,0.37335113
-4.91945973,1.15637775,0.00000970,0.03669261,0.00036235,0.61389065,0.15716207,0.25919342,0.18887290,0.39488754
-4.91345673,1.19247942,0.00001054,0.03741166,0.00040432,0.62101487,0.16170914,0.26227575,0.19651766,0.41715219
-4.90745373,1.23068206,0.00001140,0.03829608,0.00044828,0.62918577,0.16681658,0.26550190,0.20531501,0.43996526
-4.90145073,1.27068694,0.00001225,0.03934960,0.00049387,0.63835622,0.17246593,0.26882058,0.21526653,0.46312707
-4.89544772,1.31215216,0.00001308,0.04057145,0.00054069,0.64846657,0.17862895,0.27217982,0.22634733,0.48642057
-4.88944472,1.35469886,0.00001388,0.04195637,0.00058828,0.65944642,0.18526873,0.27552833,0.23850573,0.50961466
-4.88344172,1.39791807,0.00001463,0.04349469,0.00063615,0.67121584,0.19234103,0.27881654,0.25166367,0.53246825
-4.87743872,1.44137825,0.00001531,0.04517255,0.00068377,0.68368620,0.19979576,0.28199733,0.26571781,0.55473502
-4.87143572,1.48463330,0.00001592,0.04697221,0.00073061,0.69676054,0.20757843,0.28502651,0.28054130,0.57616883
-4.86543272,1.52723119,0.00001645,0.04887255,0.00077614,0.71033368,0.21563170,0.28786306,0.29598629,0.59652962
-4.85942971,1.56872272,0.00001687,0.05084957,0.00081985,0.72429216,0.22389679,0.29046914,0.31188698,0.61558950
-4.85342671,1.60867054,0.00001718,0.05287700,0.00086127,0.73851423,0.23231480,0.29281009,0.32806324,0.63313900
-4.84742371,1.64665779,0.00001739,0.05492702,0.00089996,0.75286981,0.24082780,0.29485424,0.34432465,0.64899291
-4.84142071,1.68229637,0.00001748,0.05697098,0.00093556,0.76722079,0.24937968,0.29657273,0.36047474,0.66299565
-4.83541771,1.71523420,0.00001746,0.05898008,0.00096779,0.78142150,0.25791674,0.29793936,0.37631551,0.67502565
-4.82941471,1.74516130,0.00001732,0.06092613,0.00099643,0.79531951,0.26638790,0.29893042,0.39165172,0.68499866
-4.82341171,1.77181416,0.00001707,0.06278217,0.00102135,0.80875676,0.27474460,0.29952460,0.40629516,0.69286950
-4.81740870,1.79497835,0.00001673,0.06452310,0.00104252,0.82157093,0.28294038,0.29970294,0.42006843,0.69863232
-4.81140570,1.81448897,0.00001629,0.06612611,0.00105997,0.83359704,0.29093010,0.29944872,0.43280829,0.70231913
-4.80540270,1.83022895,0.00001577,0.06757111,0.00107382,0.84466920,0.29866902,0.29874754,0.44436838,0.70399661
-4.79939970,1.84212534,0.00001518,0.06884094,0.00108422,0.85462239,0.30611152,0.29758721,0.45462124,0.70376142
-4.79339670,1.85014369,0.00001453,0.06992151,0.00109141,0.86329436,0.31320995,0.29595775,0.46345958,0.70173416
-4.78739370,1.85428091,0.00001384,0.07080177,0.00109563,0.87052735,0.31991332,0.29385136,0.47079684,0.69805229
-4.78139070,1.85455715,0.00001311,0.07147360,0.00109713,0.87616984,0.32616627,0.29126229,0.47656702,0.69286248
-4.77538769,1.85100725,0.00001238,0.07193158,0.00109619,0.88007816,0.33190817,0.28818677,0.48072398,0.68631271
-4.76938469,1.84367237,0.00001163,0.07217274,0.00109304,0.88211804,0.33707273,0.28462289,0.48324010,0.67854479
-4.76338169,1.83259249,0.00001089,0.07219619,0.00108789,0.88216616,0.34158799,0.28057049,0.48410475,0.66968753
-4.75737869,1.81780036,0.00001017,0.07200275,0.00108090,0.88011171,0.34537685,0.27603110,0.48332246,0.65985115
-4.75137569,1.79931750,0.00000946,0.07159470,0.00107219,0.87585799,0.34835825,0.27100794,0.48091107,0.64912324
-4.74537269,1.77715252,0.00000879,0.07097541,0.00106181,0.86932419,0.35044892,0.26550596,0.47690001,0.63756639
-4.73936968,1.75130202,0.00000815,0.07014915,0.00104979,0.86044729,0.35156563,0.25953204,0.47132877,0.62521784
-4.73336668,1.72175424,0.00000755,0.06912093,0.00103607,0.84918410,0.35162799,0.25309521,0.46424567,0.61209094
-4.72736368,1.68849495,0.00000699,0.06789642,0.00102057,0.83551348,0.35056160,0.24620709,0.45570710,0.59817839
-4.72136068,1.65151564,0.00000647,0.06648199,0.00100318,0.81943859,0.34830139,0.23888231,0.44577703,0.58345708
-4.71535768,1.61082311,0.00000599,0.06488478,0.00098378,0.80098914,0.34479505,0.23113908,0.43452694,0.56789397
-4.70935468,1.56644996,0.00000555,0.06311282,0.00096224,0.78022346,0.34000632,0.22299973,0.42203603,0.55145288
-4.70335168,1.51846529,0.00000514,0.06117528,0.00093844,0.75723027,0.33391791,0.21449129,0.40839162,0.53410151
-4.69734867,1.46698462,0.00000476,0.05908260,0.00091230,0.73213002,0.32653392,0.20564599,0.39368968,0.51581826
-4.69134567,1.41217857,0.00000442,0.05684674,0.00088377,0.70507558,0.31788170,0.19650167,0.37803520,0.49659854
-4.68534267,1.35427936,0.00000409,0.05448128,0.00085287,0.67625219,0.30801277,0.18710204,0.36154254,0.47645992
-4.67933967,1.29358481,0.00000380,0.05200154,0.00081965,0.64587658,0.29700296,0.17749672,0.34433542,0.45544611
-4.67333667,1.23045939,0.00000352,0.04942458,0.00078425,0.61419515,0.28495166,0.16774115,0.32654650,0.43362930
-4.66733367,1.16533222,0.00000326,0.04676915,0.00074686,0.58148126,0.27198012,0.15789615,0.30831667,0.41111086
-4.66133067,1.09869200,0.00000301,0.04405553,0.00070773,0.54803164,0.25822897,0.14802743,0.28979379,0.38802047
-4.65532766,1.03107918,0.00000278,0.04130523,0.00066718,0.51416203,0.24385505,0.13820471,0.27113103,0.36451359
-4.64932466,0.96307575,0.00000256,0.03854075,0.00062555,0.48020220,0.22902761,0.12850080,0.25248489,0.34076773
-4.64332166,0.89529322,0.00000235,0.03578511,0.00058322,0.44649062,0.21392417,0.11899053,0.23401285,0.31697757
