energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up,W_p_up,W_d_up
-5.77188594,3.04981686,0.00815258,0.44302440,0.01877323,1.76731390,0.98013005,0.31856306,1.24059227,0.52779425
-5.76588294,3.18547968,0.00866834,0.45907498,0.01966356,1.84778653,1.01657512,0.33136756,1.28000190,0.55678982
-5.75987994,3.31444031,0.00916089,0.47397794,0.02046749,1.92433202,1.05133322,0.34333599,1.31614712,0.58508665
-5.75387694,3.43503002,0.00962265,0.48752079,0.02117166,1.99598590,1.08398563,0.35429773,1.34861312,0.61234159
-5.74787394,3.54570159,0.01004637,0.49950905,0.02176438,2.06186248,1.11413801,0.36409915,1.37704015,0.63822080
-5.74187094,3.64506920,0.01042537,0.50977043,0.02223602,2.12117876,1.14142939,0.37260767,1.40113130,0.66240866
-5.73586793,3.73194475,0.01075372,0.51815846,0.02257924,2.17327583,1.16554041,0.37971535,1.42065850,0.68461648
-5.72986493,3.80536889,0.01102640,0.52455533,0.02278924,2.21763659,1.18620027,0.38534182,1.43546642,0.70459086
-5.72386193,3.86463549,0.01123945,0.52887390,0.02286383,2.25389925,1.20319247,0.38943655,1.44547407,0.72212121
-5.71785893,3.90930867,0.01139007,0.53105878,0.02280349,2.28186594,1.21635878,0.39198013,1.45067427,0.73704613
-5.71185593,3.93923158,0.01147673,0.53108646,0.02261131,2.30150618,1.22560172,0.39298466,1.45113092,0.74925855
-5.70585293,3.95452680,0.01149916,0.52896462,0.02229279,2.31295497,1.23088519,0.39249323,1.44697436,0.75870912
-5.69984992,3.95558837,0.01145835,0.52473061,0.02185568,2.31650590,1.23223355,0.39057841,1.43839520,0.76540795
-5.69384692,3.94306604,0.01135651,0.51844930,0.02130963,2.31259947,1.22972918,0.38733990,1.42563692,0.76942447
-5.68784392,3.91784238,0.01119693,0.51021035,0.02066588,2.30180728,1.22350865,0.38290142,1.40898778,0.77088549
-5.68184092,3.88100408,0.01098389,0.50012520,0.01993689,2.28481281,1.21375785,0.37740695,1.38877232,0.76997142
-5.67583792,3.83380833,0.01072247,0.48832379,0.01913591,2.26238974,1.20070626,0.37101652,1.36534300,0.76691084
-5.66983492,3.77764602,0.01041837,0.47495132,0.01827666,2.23537843,1.18462059,0.36390161,1.33907223,0.76197364
-5.66383192,3.71400285,0.01007770,0.46016496,0.01737291,2.20466186,1.16579809,0.35624048,1.31034512,0.75546285
-5.65782891,3.64441988,0.00970681,0.44413088,0.01643818,2.17114146,1.14455970,0.34821348,1.27955304,0.74770559
-5.65182591,3.57045472,0.00931205,0.42702143,0.01548542,2.13571393,1.12124333,0.33999849,1.24708810,0.73904331
-5.64582291,3.49364441,0.00889964,0.40901264,0.01452679,2.09924957,1.09619727,0.33176669,1.21333853,0.72982174
-5.63981991,3.41547105,0.00847545,0.39028201,0.01357349,2.06257259,1.06977394,0.32367868,1.17868485,0.72038082
-5.63381691,3.33733075,0.00804491,0.37100654,0.01263558,2.02644393,1.04232411,0.31588114,1.14349662,0.71104496
-5.62781391,3.26050659,0.00761292,0.35136102,0.01172195,1.99154678,1.01419143,0.30850397,1.10812966,0.70211390
-5.62181091,3.18614593,0.00718372,0.33151646,0.01084029,1.95847499,0.98570755,0.30165802,1.07292345,0.69385454
-5.61580790,3.11524217,0.00676090,0.31163868,0.00999711,1.92772425,0.95718759,0.29543347,1.03819861,0.68649380
-5.60980490,3.04862119,0.00634739,0.29188697,0.00919779,1.89968628,0.92892612,0.28989868,1.00425423,0.68021294
-5.60380190,2.98693240,0.00594547,0.27241276,0.00844667,1.87464561,0.90119362,0.28509973,0.97136500,0.67514334
-5.59779890,2.93064416,0.00555684,0.25335835,0.00774716,1.85277907,0.87423328,0.28106045,0.93977822,0.67136389
-5.59179590,2.88004357,0.00518263,0.23485566,0.00710184,1.83415755,0.84825838,0.27778298,0.90971059,0.66890003
-5.58579290,2.83524025,0.00482355,0.21702495,0.00651263,1.81875001,0.82345008,0.27524877,0.88134499,0.66772455
-5.57978989,2.79617395,0.00447993,0.19997372,0.00598082,1.80642946,0.79995571,0.27342004,0.85482741,0.66775989
-5.57378689,2.76262546,0.00415181,0.18379559,0.00550725,1.79698068,0.77788762,0.27224161,0.83026428,0.66888202
-5.56778389,2.73423071,0.00383903,0.16856941,0.00509235,1.79010940,0.75732259,0.27164299,0.80772025,0.67092563
-5.56178089,2.71049743,0.00354129,0.15435853,0.00473625,1.78545283,0.73830181,0.27154081,0.78721689,0.67369048
-5.55577789,2.69082397,0.00325822,0.14121031,0.00443879,1.78259109,0.72083153,0.27184135,0.76873229,0.67694865
-5.54977489,2.67451980,0.00298946,0.12915592,0.00419959,1.78105947,0.70488427,0.27244328,0.75220170,0.68045240
-5.54377189,2.66082709,0.00273463,0.11821042,0.00401801,1.78036106,0.69040068,0.27324040,0.73751949,0.68394236
-5.53776888,2.64894280,0.00249342,0.10837313,0.00389318,1.77997959,0.67729193,0.27412438,0.72454211,0.68715582
-5.53176588,2.63804073,0.00226556,0.09962837,0.00382397,1.77939203,0.66544270,0.27498743,0.71309233,0.68983469
-5.52576288,2.62729279,0.00205084,0.09194635,0.00380890,1.77808082,0.65471457,0.27572481,0.70296431,0.69173300
-5.51975988,2.61588921,0.00184908,0.08528445,0.00384617,1.77554530,0.64494979,0.27623711,0.69392959,0.69262361
-5.51375688,2.60305684,0.00166014,0.07958860,0.00393349,1.77131210,0.63597541,0.27643231,0.68574359,0.69230402
-5.50775388,2.58807542,0.00148390,0.07479487,0.00406814,1.76494439,0.62760748,0.27622745,0.67815241,0.69060095
-5.50175088,2.57029134,0.00132022,0.07083116,0.00424683,1.75604963,0.61965544,0.27555008,0.67089973,0.68737390
-5.49574787,2.54912865,0.00116893,0.06761896,0.00446568,1.74428579,0.61192642,0.27433922,0.66373342,0.68251729
-5.48974487,2.52409740,0.00102983,0.06507506,0.00472019,1.72936608,0.60422949,0.27254605,0.65641182,0.67596153
-5.48374187,2.49479916,0.00090265,0.06311335,0.00500525,1.71106200,0.59637967,0.27013422,0.64870926,0.66767287
-5.47773887,2.46092994,0.00078706,0.06164646,0.00531511,1.68920492,0.58820167,0.26707986,0.64042090,0.65765228
-5.47173587,2.42228082,0.00068267,0.06058735,0.00564347,1.66368635,0.57953338,0.26337126,0.63136660,0.64593346
-5.46573287,2.37873648,0.00058899,0.05985077,0.00598351,1.63445688,0.57022888,0.25900836,0.62139393,0.63258014
-5.45972986,2.33027213,0.00050550,0.05935461,0.00632800,1.60152426,0.56016110,0.25400201,0.61038021,0.61768298
-5.45372686,2.27694911,0.00043159,0.05902113,0.00666943,1.56495053,0.54922404,0.24837317,0.59823362,0.60135611
-5.44772386,2.21890964,0.00036664,0.05877796,0.00700015,1.52484873,0.53733450,0.24215191,0.58489359,0.58373361
-5.44172086,2.15637089,0.00030996,0.05855905,0.00731255,1.48137909,0.52443335,0.23537646,0.57033033,0.56496596
-5.43571786,2.08961891,0.00026086,0.05830544,0.00759927,1.43474502,0.51048637,0.22809224,0.55454387,0.54521679
-5.42971486,2.01900228,0.00021863,0.05796580,0.00785333,1.38518908,0.49548454,0.22035092,0.53756249,0.52465976
-5.42371186,1.94492588,0.00018258,0.05749690,0.00806839,1.33298881,0.47944387,0.21220946,0.51944078,0.50347575
-5.41770885,1.86784459,0.00015202,0.05686389,0.00823887,1.27845267,0.46240477,0.20372931,0.50025738,0.48185044
-5.41170585,1.78825704,0.00012632,0.05604038,0.00836018,1.22191594,0.44443092,0.19497557,0.48011244,0.45997206
-5.40570285,1.70669921,0.00010485,0.05500838,0.00842879,1.16373664,0.42560773,0.18601618,0.45912491,0.43802938
-5.39969985,1.62373780,0.00008703,0.05375808,0.00844239,1.10429138,0.40604030,0.17692125,0.43742970,0.41620987
-5.39369685,1.53996316,0.00007236,0.05228746,0.00839992,1.04397110,0.38585102,0.16776218,0.41517465,0.39469788
-5.38769385,1.45598178,0.00006036,0.05060175,0.00830163,0.98317665,0.36517686,0.15861099,0.39251747,0.37367286
-5.38169085,1.37240821,0.00005061,0.04871271,0.00814902,0.92231419,0.34416622,0.14953945,0.36962259,0.35330738
-5.37568784,1.28985630,0.00004274,0.04663789,0.00794478,0.86179036,0.32297571,0.14061828,0.34665797,0.33376520
-5.36968484,1.20893010,0.00003643,0.04439966,0.00769272,0.80200736,0.30176670,0.13191621,0.32379186,0.31519906
-5.36368184,1.13021419,0.00003140,0.04202429,0.00739761,0.74335787,0.28070179,0.12349916,0.30118968,0.29774841
-5.35767884,1.05426408,0.00002742,0.03954088,0.00706498,0.68622007,0.25994141,0.11542928,0.27901085,0.28153713
-5.35167584,0.98159664,0.00002429,0.03698034,0.00670100,0.63095277,0.23964047,0.10776406,0.25740594,0.26667115
-5.34567284,0.91268106,0.00002186,0.03437441,0.00631219,0.57789080,0.21994531,0.10055553,0.23651391,0.25323637
-5.33966983,0.84793074,0.00001998,0.03175465,0.00590530,0.52734094,0.20099095,0.09384950,0.21645971,0.24129667
-5.33366683,0.78769637,0.00001855,0.02915163,0.00548703,0.47957842,0.18289879,0.08768490,0.19735227,0.23089240
-5.32766383,0.73226062,0.00001749,0.02659409,0.00506388,0.43484411,0.16577476,0.08209339,0.17928290,0.22203937
-5.32166083,0.68183462,0.00001670,0.02410837,0.00464200,0.39334262,0.14970798,0.07709903,0.16232421,0.21472843
-5.31565783,0.63655660,0.00001615,0.02171787,0.00422699,0.35524118,0.13476999,0.07271818,0.14652958,0.20892581
-5.30965483,0.59649249,0.00001577,0.01944273,0.00382384,0.32066954,0.12101452,0.06895969,0.13193321,0.20457415
-5.30365183,0.56163884,0.00001554,0.01729962,0.00343682,0.28972052,0.10847774,0.06582517,0.11855064,0.20159434
-5.29764882,0.53192749,0.00001541,0.01530172,0.00306942,0.26245155,0.09717907,0.06330952,0.10637997,0.19988813
-5.29164582,0.50723220,0.00001535,0.01345879,0.00272438,0.23888662,0.08712225,0.06140161,0.09540338,0.19934130
-5.28564282,0.48737655,0.00001535,0.01177738,0.00240365,0.21901886,0.07829690,0.06008504,0.08558924,0.19982748
-5.27963982,0.47214288,0.00001538,0.01026116,0.00210844,0.20281332,0.07068020,0.05933901,0.07689441,0.20121225
-5.27363682,0.46128184,0.00001541,0.00891132,0.00183930,0.19020991,0.06423879,0.05913921,0.06926692,0.20335756
-5.26763382,0.45452198,0.00001544,0.00772701,0.00159615,0.18112634,0.05893069,0.05945867,0.06264864,0.20612602
-5.26163082,0.45157903,0.00001545,0.00670581,0.00137841,0.17546074,0.05470726,0.06026853,0.05697811,0.20938516
-5.25562781,0.45216441,0.00001542,0.00584427,0.00118507,0.17309417,0.05151495,0.06153878,0.05219321,0.21301117
-5.24962481,0.45599271,0.00001534,0.00513835,0.00101477,0.17389260,0.04929706,0.06323876,0.04823371,0.21689220
-5.24362181,0.46278772,0.00001520,0.00458393,0.00086591,0.17770861,0.04799510,0.06533758,0.04504350,0.22093091
-5.23761881,0.47228707,0.00001500,0.00417717,0.00073673,0.18438267,0.04755015,0.06780436,0.04257257,0.22504631
-5.23161581,0.48424525,0.00001473,0.00391488,0.00062537,0.19374415,0.04790376,0.07060837,0.04077854,0.22917469
-5.22561281,0.49843521,0.00001440,0.00379481,0.00052996,0.20561211,0.04899876,0.07371897,0.03962778,0.23326984
-5.21960980,0.51464848,0.00001399,0.00381583,0.00044866,0.21979592,0.05077978,0.07710550,0.03909610,0.23730233
-5.21360680,0.53269422,0.00001352,0.00397806,0.00037970,0.23609601,0.05319356,0.08073716,0.03916893,0.24125825
-5.20760380,0.55239729,0.00001298,0.00428288,0.00032144,0.25430458,0.05618908,0.08458273,0.03984105,0.24513723
-5.20160080,0.57359572,0.00001239,0.00473287,0.00027237,0.27420664,0.05971759,0.08861050,0.04111591,0.24895007
-5.19559780,0.59613775,0.00001176,0.00533166,0.00023112,0.29558126,0.06373241,0.09278809,0.04300456,0.25271608
-5.18959480,0.61987883,0.00001108,0.00608368,0.00019648,0.31820311,0.06818874,0.09708243,0.04552411,0.25646026
-5.18359180,0.64467866,0.00001038,0.00699387,0.00016739,0.34184428,0.07304334,0.10145982,0.04869599,0.26021049
-5.17758879,0.67039859,0.00000967,0.00806729,0.00014296,0.36627633,0.07825413,0.10588610,0.05254396,0.26399489
-5.17158579,0.69689934,0.00000895,0.00930871,0.00012240,0.39127247,0.08377987,0.11032692,0.05709182,0.26783945
-5.16558279,0.72403926,0.00000823,0.01072212,0.00010509,0.41660979,0.08957966,0.11474806,0.06236122,0.27176599
-5.15957979,0.75167302,0.00000754,0.01231026,0.00009051,0.44207138,0.09561257,0.11911587,0.06836926,0.27579057
-5.15357679,0.77965083,0.00000687,0.01407413,0.00007823,0.46744824,0.10183721,0.12339770,0.07512628,0.27992232
-5.14757379,0.80781812,0.00000624,0.01601253,0.00006791,0.49254095,0.10821131,0.12756235,0.08263378,0.28416282
-5.14157079,0.83601557,0.00000567,0.01812162,0.00005932,0.51716088,0.11469141,0.13158049,0.09088258,0.28850587
-5.13556778,0.86407961,0.00000515,0.02039457,0.00005226,0.54113101,0.12123257,0.13542506,0.09985127,0.29293783
-5.12956478,0.89184328,0.00000470,0.02282125,0.00004660,0.56428642,0.12778817,0.13907156,0.10950516,0.29743831
-5.12356178,0.91913746,0.00000433,0.02538809,0.00004225,0.58647430,0.13430990,0.14249831,0.11979555,0.30198128
-5.11755878,0.94579257,0.00000405,0.02807799,0.00003918,0.60755384,0.14074783,0.14568663,0.13065967,0.30653664
-5.11155578,0.97164073,0.00000387,0.03087037,0.00003739,0.62739587,0.14705072,0.14862094,0.14202105,0.31107198
-5.10555278,0.99651847,0.00000380,0.03374139,0.00003690,0.64588260,0.15316656,0.15128883,0.15379049,0.31555472
-5.09954977,1.02027000,0.00000385,0.03666423,0.00003779,0.66290753,0.15904325,0.15368112,0.16586760,0.31995440
-5.09354677,1.04275102,0.00000404,0.03960958,0.00004013,0.67837562,0.16462967,0.15579188,0.17814279,0.32424509
-5.08754377,1.06383316,0.00000439,0.04254620,0.00004406,0.69220392,0.16987677,0.15761851,0.19049981,0.32840795
-5.08154077,1.08340878,0.00000490,0.04544158,0.00004971,0.70432278,0.17473904,0.15916181,0.20281857,0.33243356
-5.07553777,1.10139609,0.00000559,0.04826266,0.00005724,0.71467741,0.17917607,0.16042614,0.21497834,0.33632420
-5.06953477,1.11774428,0.00000650,0.05097668,0.00006683,0.72323011,0.18315411,0.16141954,0.22686108,0.34009572
-5.06353177,1.13243843,0.00000763,0.05355200,0.00007869,0.72996277,0.18664785,0.16215395,0.23835483,0.34377897
-5.05752876,1.14550386,0.00000902,0.05595888,0.00009303,0.73487968,0.18964196,0.16264536,0.24935706,0.34742055
-5.05152576,1.15700943,0.00001069,0.05817032,0.00011006,0.73801031,0.19213259,0.16291398,0.25977782,0.35108292
-5.04552276,1.16706965,0.00001266,0.06016282,0.00012998,0.73941196,0.19412861,0.16298431,0.26954263,0.35484345
-5.03951976,1.17584509,0.00001497,0.06191697,0.00015302,0.73917198,0.19565249,0.16288508,0.27859489,0.35879270
-5.03351676,1.18354089,0.00001762,0.06341809,0.00017935,0.73740925,0.19674086,0.16264912,0.28689789,0.36303155
-5.02751376,1.19040319,0.00002066,0.06465659,0.00020913,0.73427491,0.19744453,0.16231299,0.29443618,0.36766750
-5.02151076,1.19671350,0.00002410,0.06562835,0.00024248,0.72995188,0.19782807,0.16191647,0.30121636,0.37280999
-5.01550775,1.20278091,0.00002795,0.06633479,0.00027949,0.72465330,0.19796882,0.16150178,0.30726720,0.37856501
-5.00950475,1.20893247,0.00003223,0.06678296,0.00032016,0.71861966,0.19795542,0.16111268,0.31263907,0.38502927
-5.00350175,1.21550205,0.00003696,0.06698534,0.00036446,0.71211471,0.19788577,0.16079340,0.31740272,0.39228397
-4.99749875,1.22281807,0.00004212,0.06695960,0.00041226,0.70542015,0.19786463,0.16058734,0.32164741,0.40038881
-4.99149575,1.23119060,0.00004770,0.06672812,0.00046335,0.69882935,0.19800072,0.16053580,0.32547842,0.40937625
-4.98549275,1.24089851,0.00005371,0.06631749,0.00051744,0.69264006,0.19840361,0.16067658,0.32901400,0.41924662
-4.97948974,1.25217718,0.00006010,0.06575777,0.00057416,0.68714661,0.19918033,0.16104265,0.33238181,0.42996425
-4.97348674,1.26520736,0.00006684,0.06508175,0.00063305,0.68263164,0.20043197,0.16166087,0.33571495,0.44145494
-4.96748374,1.28010581,0.00007389,0.06432405,0.00069355,0.67935779,0.20225019,0.16255085,0.33914772,0.45360512
-4.96148074,1.29691799,0.00008120,0.06352020,0.00075503,0.67755950,0.20471399,0.16372406,0.34281104,0.46626259
-4.95547774,1.31561339,0.00008869,0.06270566,0.00081681,0.67743533,0.20788667,0.16518307,0.34682792,0.47923927
-4.94947474,1.33608351,0.00009629,0.06191478,0.00087814,0.67914094,0.21181318,0.16692113,0.35130882,0.49231555
-4.94347174,1.35814274,0.00010393,0.06117986,0.00093823,0.68278313,0.21651800,0.16892200,0.35634726,0.50524642
-4.93746873,1.38153200,0.00011151,0.06053015,0.00099628,0.68841493,0.22200355,0.17116009,0.36201569,0.51776901
-4.93146573,1.40592501,0.00011894,0.05999097,0.00105148,0.69603214,0.22824930,0.17360082,0.36836188,0.52961123
-4.92546273,1.43093705,0.00012612,0.05958292,0.00110306,0.70557130,0.23521152,0.17620130,0.37540575,0.54050127
-4.91945973,1.45613556,0.00013298,0.05932119,0.00115027,0.71690928,0.24282391,0.17891125,0.38313716,0.55017737
-4.91345673,1.48105250,0.00013940,0.05921505,0.00119243,0.72986449,0.25099886,0.18167405,0.39151431,0.55839762
-4.90745373,1.50519769,0.00014530,0.05926747,0.00122896,0.74419975,0.25962953,0.18442801,0.40046329,0.56494925
-4.90145073,1.52807291,0.00015061,0.05947504,0.00125937,0.75962676,0.26859263,0.18710778,0.40987854,0.56965694
-4.89544772,1.54918604,0.00015525,0.05982790,0.00128329,0.77581212,0.27775173,0.18964577,0.41962446,0.57239000
-4.88944472,1.56806496,0.00015917,0.06031009,0.00130049,0.79238481,0.28696122,0.19197372,0.42953802,0.57306788
-4.88344172,1.58427067,0.00016233,0.06089998,0.00131088,0.80894484,0.29607052,0.19402418,0.43943246,0.57166386
-4.87743872,1.59740925,0.00016469,0.06157090,0.00131450,0.82507305,0.30492863,0.19573203,0.44910196,0.56820690
-4.87143572,1.60714245,0.00016625,0.06229201,0.00131156,0.84034161,0.31338867,0.19703596,0.45832715,0.56278133
-4.86543272,1.61319648,0.00016701,0.06302926,0.00130239,0.85432516,0.32131233,0.19787984,0.46688126,0.55552463
-4.85942971,1.61536888,0.00016701,0.06374649,0.00128748,0.86661207,0.32857401,0.19821400,0.47453679,0.54662328
-4.85342671,1.61353337,0.00016629,0.06440664,0.00126741,0.87681572,0.33506450,0.19799645,0.48107250,0.53630683
-4.84742371,1.60764248,0.00016490,0.06497295,0.00124287,0.88458523,0.34069403,0.19719390,0.48628033,0.52484059
-4.84142071,1.59772809,0.00016292,0.06541016,0.00121464,0.88961557,0.34539456,0.19578264,0.48997222,0.51251699
-4.83541771,1.58389974,0.00016043,0.06568570,0.00118355,0.89165652,0.34912119,0.19374928,0.49198639,0.49964614
-4.82941471,1.56634105,0.00015754,0.06577077,0.00115047,0.89052038,0.35185267,0.19109129,0.49219301,0.48654587
-4.82341171,1.54530421,0.00015434,0.06564124,0.00111626,0.88608802,0.35359102,0.18781732,0.49049891,0.47353159
-4.81740870,1.52110281,0.00015094,0.06527849,0.00108177,0.87831323,0.35436016,0.18394734,0.48685136,0.46090639
-4.81140570,1.49410341,0.00014744,0.06466998,0.00104780,0.86722515,0.35420381,0.17951258,0.48124048,0.44895168
-4.80540270,1.46471597,0.00014393,0.06380962,0.00101506,0.85292871,0.35318263,0.17455515,0.47370060,0.43791884
-4.79939970,1.43338370,0.00014051,0.06269797,0.00098419,0.83560316,0.35137088,0.16912756,0.46431012,0.42802194
-4.79339670,1.40057244,0.00013724,0.06134218,0.00095570,0.81549859,0.34885264,0.16329194,0.45319019,0.41943209
-4.78739370,1.36676028,0.00013421,0.05975577,0.00092996,0.79293079,0.34571796,0.15711908,0.44050215,0.41227332
-4.78139070,1.33242748,0.00013144,0.05795811,0.00090723,0.76827437,0.34205904,0.15068728,0.42644379,0.40662038
-4.77538769,1.29804717,0.00012897,0.05597388,0.00088762,0.74195458,0.33796658,0.14408099,0.41124466,0.40249833
-4.76938469,1.26407714,0.00012681,0.05383224,0.00087106,0.71443792,0.33352671,0.13738940,0.39516053,0.39988406
-4.76338169,1.23095277,0.00012496,0.05156597,0.00085740,0.68622192,0.32881832,0.13070482,0.37846722,0.39870956
-4.75737869,1.19908135,0.00012338,0.04921053,0.00084633,0.65782428,0.32391121,0.12412099,0.36145397,0.39886683
-4.75137569,1.16883777,0.00012203,0.04680301,0.00083745,0.62977167,0.31886488,0.11773139,0.34441656,0.40021406
-4.74537269,1.14056145,0.00012087,0.04438111,0.00083024,0.60258846,0.31372815,0.11162747,0.32765034,0.40258302
-4.73936968,1.11455436,0.00011982,0.04198217,0.00082416,0.57678551,0.30853933,0.10589691,0.31144340,0.40578708
-4.73336668,1.09107998,0.00011881,0.03964217,0.00081858,0.55284939,0.30332719,0.10062192,0.29607001,0.40962947
-4.72736368,1.07036267,0.00011778,0.03739489,0.00081291,0.53123198,0.29811225,0.09587758,0.28178438,0.41391159
-4.72136068,1.05258733,0.00011663,0.03527107,0.00080651,0.51234078,0.29290849,0.09173027,0.26881504,0.41844070
-4.71535768,1.03789892,0.00011530,0.03329774,0.00079884,0.49652994,0.28772516,0.08823623,0.25735979,0.42303672
-4.70935468,1.02640151,0.00011372,0.03149767,0.00078935,0.48409220,0.28256859,0.08544026,0.24758126,0.42753795
-4.70335168,1.01815679,0.00011183,0.02988889,0.00077763,0.47525181,0.27744382,0.08337451,0.23960340,0.43180515
-4.69734867,1.01318175,0.00010960,0.02848444,0.00076333,0.47015849,0.27235590,0.08205753,0.23350859,0.43572414
-4.69134567,1.01144569,0.00010697,0.02729212,0.00074620,0.46888273,0.26731077,0.08149348,0.22933575,0.43920665
-4.68534267,1.01286660,0.00010395,0.02631448,0.00072611,0.47141239,0.26231564,0.08167165,0.22707924,0.44218954
-4.67933967,1.01730726,0.00010053,0.02554887,0.00070304,0.47765080,0.25737891,0.08256617,0.22668880,0.44463250
-4.67333667,1.02457145,0.00009671,0.02498767,0.00067707,0.48741664,0.25250953,0.08413606,0.22807040,0.44651448
-4.66733367,1.03440067,0.00009253,0.02461852,0.00064840,0.50044548,0.24771610,0.08632566,0.23108803,0.44782924
-4.66133067,1.04647204,0.00008802,0.02442481,0.00061730,0.51639344,0.24300560,0.08906532,0.23556663,0.44858019
-4.65532766,1.06039781,0.00008323,0.02438613,0.00058411,0.53484281,0.23838199,0.09227255,0.24129589,0.44877517
-4.64932466,1.07572707,0.00007821,0.02447891,0.00054924,0.55530976,0.23384484,0.09585355,0.24803505,0.44842134
-4.64332166,1.09194992,0.00007303,0.02467702,0.00051314,0.57725409,0.22938809,0.09970499,0.25551859,0.44752073
