energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.74787394,1.25706641,0.44426652,0.29121838,0.00079685,0.07443233,0.40746450,0.11589403,0.76325691,0.00000000
-5.74187094,1.27226184,0.44867481,0.29767448,0.00087686,0.07305702,0.41299874,0.11699142,0.77585395,0.00000000
-5.73586793,1.29466875,0.45547108,0.30615468,0.00096797,0.07194442,0.42107470,0.11867723,0.79302084,0.00000000
-5.72986493,1.32470094,0.46482849,0.31672552,0.00107005,0.07112927,0.43180778,0.12099830,0.81500096,0.00000000
-5.72386193,1.36253378,0.47683705,0.32939155,0.00118274,0.07063495,0.44522922,0.12398120,0.84188952,0.00000000
-5.71785893,1.40808233,0.49149513,0.34409026,0.00130545,0.07047255,0.46127942,0.12763030,0.87361972,0.00000000
-5.71185593,1.46098931,0.50870439,0.36068930,0.00143733,0.07064045,0.47980442,0.13192667,0.90995489,0.00000000
-5.70585293,1.52062390,0.52826867,0.37898639,0.00157721,0.07112447,0.50055596,0.13682797,0.95048744,0.00000000
-5.69984992,1.58609149,0.54989672,0.39871197,0.00172367,0.07189846,0.52319524,0.14226929,0.99464452,0.00000000
-5.69384692,1.65625440,0.57320901,0.41953445,0.00187499,0.07292547,0.54730028,0.14816496,1.04170067,0.00000000
-5.68784392,1.72976267,0.59774816,0.44106823,0.00202918,0.07415933,0.57237671,0.15441114,1.09079681,0.00000000
-5.68184092,1.80509406,0.62299284,0.46288393,0.00218407,0.07554648,0.59787177,0.16088923,1.14096507,0.00000000
-5.67583792,1.88060156,0.64837447,0.48452069,0.00233728,0.07702822,0.62319084,0.16746990,1.19115849,0.00000000
-5.66983492,1.95456657,0.67329611,0.50550004,0.00248635,0.07854297,0.64771614,0.17401745,1.24028442,0.00000000
-5.66383192,2.02525555,0.69715279,0.52534075,0.00262877,0.08002865,0.67082666,0.18039447,1.28724025,0.00000000
-5.65782891,2.09097763,0.71935241,0.54357415,0.00276206,0.08142499,0.69191866,0.18646652,1.33094991,0.00000000
-5.65182591,2.15014095,0.73933625,0.55975917,0.00288388,0.08267560,0.71042592,0.19210655,1.37039972,0.00000000
-5.64582291,2.20130505,0.75659830,0.57349660,0.00299207,0.08372992,0.72583877,0.19719897,1.40467188,0.00000000
-5.63981991,2.24322718,0.77070257,0.58444183,0.00308476,0.08454469,0.73772121,0.20164317,1.43297419,0.00000000
-5.63381691,2.27490057,0.78129752,0.59231567,0.00316042,0.08508513,0.74572540,0.20535622,1.45466484,0.00000000
-5.62781391,2.29558303,0.78812712,0.59691258,0.00321793,0.08532564,0.74960275,0.20827485,1.46927106,0.00000000
-5.62181091,2.30481480,0.79103800,0.59810625,0.00325663,0.08525013,0.74921139,0.21035650,1.47650092,0.00000000
-5.61580790,2.30242517,0.78998251,0.59585205,0.00327633,0.08485181,0.74451947,0.21157944,1.47624806,0.00000000
-5.60980490,2.28852774,0.78501752,0.59018656,0.00327735,0.08413274,0.73560441,0.21194204,1.46858902,0.00000000
-5.60380190,2.26350502,0.77629921,0.58122401,0.00326047,0.08310290,0.72264802,0.21146131,1.45377377,0.00000000
-5.59779890,2.22798339,0.76407413,0.56915006,0.00322693,0.08177911,0.70592793,0.21017069,1.43220985,0.00000000
-5.59179590,2.18280000,0.74866700,0.55421328,0.00317840,0.08018371,0.68580564,0.20811740,1.40444130,0.00000000
-5.58579290,2.12896347,0.73046602,0.53671463,0.00311686,0.07834313,0.66271191,0.20535943,1.37112339,0.00000000
-5.57978989,2.06761042,0.70990631,0.51699569,0.00304459,0.07628644,0.63713014,0.20196235,1.33299462,0.00000000
-5.57378689,1.99996028,0.68745247,0.49542606,0.00296404,0.07404403,0.60957852,0.19799621,1.29084725,0.00000000
-5.56778389,1.92727031,0.66358083,0.47239068,0.00287772,0.07164633,0.58059184,0.19353258,1.24549805,0.00000000
-5.56178089,1.85079306,0.63876256,0.44827745,0.00278818,0.06912276,0.55070366,0.18864196,1.19776031,0.00000000
-5.55577789,1.77173790,0.61344796,0.42346589,0.00269783,0.06650094,0.52042969,0.18339164,1.14841853,0.00000000
-5.54977489,1.69123832,0.58805295,0.39831699,0.00260890,0.06380609,0.49025288,0.17784402,1.09820664,0.00000000
-5.54377189,1.61032569,0.56294791,0.37316492,0.00252335,0.06106073,0.46061096,0.17205559,1.04779050,0.00000000
-5.53776888,1.52991046,0.53844954,0.34831047,0.00244281,0.05828459,0.43188659,0.16607640,0.99775517,0.00000000
-5.53176588,1.45077074,0.51481560,0.32401661,0.00236854,0.05549474,0.40440061,0.15995006,0.94859710,0.00000000
-5.52576288,1.37354818,0.49224280,0.30050602,0.00230136,0.05270595,0.37840820,0.15371418,0.90072111,0.00000000
-5.51975988,1.29875054,0.47086765,0.27796047,0.00224172,0.04993106,0.35409810,0.14740124,0.85444192,0.00000000
-5.51375688,1.22676011,0.45076992,0.25652206,0.00218961,0.04718162,0.33159465,0.14103958,0.80998963,0.00000000
-5.50775388,1.15784693,0.43197850,0.23629573,0.00214466,0.04446834,0.31096223,0.13465472,0.76751852,0.00000000
-5.50175088,1.09218555,0.41447908,0.21735313,0.00210613,0.04180172,0.29221184,0.12827057,0.72711839,0.00000000
-5.49574787,1.02987423,0.39822325,0.19973725,0.00207301,0.03919255,0.27530923,0.12191064,0.68882757,0.00000000
-5.48974487,0.97095518,0.38313840,0.18346757,0.00204406,0.03665230,0.26018421,0.11559917,0.65264693,0.00000000
-5.48374187,0.91543485,0.36913799,0.16854552,0.00201785,0.03419347,0.24674044,0.10936196,0.61855388,0.00000000
-5.47773887,0.86330309,0.35613153,0.15495979,0.00199290,0.03182978,0.23486538,0.10322699,0.58651584,0.00000000
-5.47173587,0.81455051,0.34403401,0.14269142,0.00196772,0.02957630,0.22443982,0.09722483,0.55650247,0.00000000
-5.46573287,0.76918318,0.33277411,0.13171834,0.00194087,0.02744938,0.21534660,0.09138869,0.52849624,0.00000000
-5.45972986,0.72723426,0.32230111,0.12201924,0.00191104,0.02546654,0.20747813,0.08575426,0.50250078,0.00000000
-5.45372686,0.68877229,0.31259004,0.11357675,0.00187711,0.02364628,0.20074255,0.08035930,0.47854702,0.00000000
-5.44772386,0.65390580,0.30364498,0.10637967,0.00183816,0.02200774,0.19506813,0.07524305,0.45669671,0.00000000
-5.44172086,0.62278440,0.29550037,0.10042441,0.00179356,0.02057038,0.19040604,0.07044541,0.43704343,0.00000000
-5.43571786,0.59559647,0.28822042,0.09571553,0.00174294,0.01935358,0.18673119,0.06600612,0.41971112,0.00000000
-5.42971486,0.57256348,0.28189658,0.09226546,0.00168620,0.01837619,0.18404147,0.06196374,0.40485026,0.00000000
-5.42371186,0.55393151,0.27664318,0.09009340,0.00162351,0.01765610,0.18235522,0.05835465,0.39263189,0.00000000
-5.41770885,0.53996019,0.27259167,0.08922357,0.00155532,0.01720976,0.18170744,0.05521205,0.38323983,0.00000000
-5.41170585,0.53090961,0.26988350,0.08968283,0.00148226,0.01705168,0.18214465,0.05256495,0.37686134,0.00000000
-5.40570285,0.52702566,0.26866209,0.09149780,0.00140517,0.01719396,0.18371890,0.05043724,0.37367674,0.00000000
-5.39969985,0.52852447,0.26906420,0.09469165,0.00132502,0.01764579,0.18648126,0.04884683,0.37384822,0.00000000
-5.39369685,0.53557645,0.27121115,0.09928057,0.00124288,0.01841296,0.19047499,0.04780486,0.37750856,0.00000000
-5.38769385,0.54829065,0.27520022,0.10527033,0.00115987,0.01949740,0.19572884,0.04731506,0.38474993,0.00000000
-5.38169085,0.56670014,0.28109670,0.11265279,0.00107710,0.02089671,0.20225085,0.04737323,0.39561359,0.00000000
-5.37568784,0.59074903,0.28892692,0.12140275,0.00099567,0.02260377,0.21002287,0.04796691,0.41008072,0.00000000
-5.36968484,0.62028190,0.29867258,0.13147529,0.00091657,0.02460641,0.21899619,0.04907518,0.42806495,0.00000000
-5.36368184,0.65503610,0.31026685,0.14280362,0.00084071,0.02688714,0.22908848,0.05066872,0.44940705,0.00000000
-5.35767884,0.69463775,0.32359228,0.15529785,0.00076885,0.02942303,0.24018225,0.05271006,0.47387209,0.00000000
-5.35167584,0.73860168,0.33848075,0.16884459,0.00070164,0.03218573,0.25212491,0.05515406,0.50114948,0.00000000
-5.34567284,0.78633574,0.35471569,0.18330766,0.00063954,0.03514158,0.26473055,0.05794867,0.53085589,0.00000000
-5.33966983,0.83714967,0.37203631,0.19852983,0.00058286,0.03825208,0.27778340,0.06103588,0.56254135,0.00000000
-5.33366683,0.89026852,0.39014393,0.21433585,0.00053177,0.04147433,0.29104277,0.06435297,0.59569835,0.00000000
-5.32766383,0.94485026,0.40871013,0.23053640,0.00048629,0.04476186,0.30424945,0.06783391,0.62977379,0.00000000
-5.32166083,1.00000738,0.42738643,0.24693323,0.00044633,0.04806558,0.31713325,0.07141099,0.66418341,0.00000000
-5.31565783,1.05483150,0.44581512,0.26332505,0.00041167,0.05133489,0.32942129,0.07501652,0.69832832,0.00000000
-5.30965483,1.10842042,0.46364087,0.27951414,0.00038203,0.05451898,0.34084687,0.07858468,0.73161291,0.00000000
-5.30365183,1.15990636,0.48052250,0.29531331,0.00035707,0.05756821,0.35115838,0.08205331,0.76346351,0.00000000
-5.29764882,1.20848425,0.49614457,0.31055292,0.00033639,0.06043554,0.36012794,0.08536567,0.79334700,0.00000000
-5.29164582,1.25343896,0.51022811,0.32508771,0.00031963,0.06307800,0.36755943,0.08847203,0.82078862,0.00000000
-5.28564282,1.29417006,0.52254021,0.33880292,0.00030640,0.06545800,0.37329539,0.09133106,0.84538810,0.00000000
-5.27963982,1.33021299,0.53290185,0.35161953,0.00029637,0.06754459,0.37722274,0.09391096,0.86683341,0.00000000
-5.27363682,1.36125557,0.54119381,0.36349822,0.00028927,0.06931444,0.37927677,0.09619018,0.88491147,0.00000000
-5.26763382,1.38714907,0.54736028,0.37444179,0.00028491,0.07075268,0.37944358,0.09815786,0.89951528,0.00000000
-5.26163082,1.40791304,0.55141012,0.38449589,0.00028316,0.07185329,0.37776054,0.09981376,0.91064720,0.00000000
-5.25562781,1.42373382,0.55341572,0.39374793,0.00028403,0.07261926,0.37431501,0.10116786,0.91841806,0.00000000
-5.24962481,1.43495654,0.55350959,0.40232411,0.00028761,0.07306241,0.36924135,0.10223953,0.92304226,0.00000000
-5.24362181,1.44207102,0.55187884,0.41038476,0.00029411,0.07320281,0.36271625,0.10305643,0.92482913,0.00000000
-5.23761881,1.44569222,0.54875787,0.41811795,0.00030384,0.07306795,0.35495284,0.10365298,0.92417070,0.00000000
-5.23161581,1.44653596,0.54441972,0.42573195,0.00031723,0.07269156,0.34619364,0.10406875,0.92152683,0.00000000
-5.22561281,1.44539127,0.53916634,0.43344646,0.00033478,0.07211227,0.33670282,0.10434666,0.91740805,0.00000000
-5.21960980,1.44309036,0.53331836,0.44148336,0.00035707,0.07137211,0.32675795,0.10453111,0.91235704,0.00000000
-5.21360680,1.44047765,0.52720475,0.45005715,0.00038477,0.07051489,0.31664178,0.10466621,0.90692952,0.00000000
-5.20760380,1.43837916,0.52115266,0.45936556,0.00041854,0.06958461,0.30663403,0.10479406,0.90167527,0.00000000
-5.20160080,1.43757340,0.51547798,0.46958079,0.00045908,0.06862392,0.29700382,0.10495331,0.89712009,0.00000000
-5.19559780,1.43876494,0.51047666,0.48084161,0.00050707,0.06767276,0.28800268,0.10517791,0.89374913,0.00000000
-5.18959480,1.44256147,0.50641711,0.49324675,0.00056311,0.06676713,0.27985841,0.10549619,0.89199234,0.00000000
-5.18359180,1.44945502,0.50353381,0.50684974,0.00062775,0.06593823,0.27276995,0.10593023,0.89221215,0.00000000
-5.17758879,1.45980780,0.50202200,0.52165540,0.00070139,0.06521179,0.26690323,0.10649553,0.89469374,0.00000000
-5.17158579,1.47384279,0.50203368,0.53761794,0.00078428,0.06460773,0.26238811,0.10720107,0.89963798,0.00000000
-5.16558279,1.49163903,0.50367451,0.55464093,0.00087650,0.06414017,0.25931628,0.10804956,0.90715688,0.00000000
-5.15957979,1.51313153,0.50700195,0.57257879,0.00097788,0.06381769,0.25774019,0.10903796,0.91727165,0.00000000
-5.15357679,1.53811532,0.51202407,0.59123983,0.00108802,0.06364391,0.25767287,0.11015822,0.92991301,0.00000000
-5.14757379,1.56625329,0.51869939,0.61039070,0.00120626,0.06361825,0.25908864,0.11139814,0.94492367,0.00000000
-5.14157079,1.59708733,0.52693743,0.62976200,0.00133166,0.06373691,0.26192456,0.11274235,0.96206270,0.00000000
-5.13556778,1.63005236,0.53660005,0.64905485,0.00146300,0.06399404,0.26608268,0.11417336,0.98101172,0.00000000
-5.12956478,1.66449271,0.54750365,0.66794830,0.00159882,0.06438290,0.27143297,0.11567266,1.00138263,0.00000000
-5.12356178,1.69968057,0.55942223,0.68610727,0.00173737,0.06489711,0.27781688,0.11722176,1.02272687,0.00000000
-5.11755878,1.73483604,0.57209150,0.70319090,0.00187672,0.06553190,0.28505162,0.11880333,1.04454614,0.00000000
-5.11155578,1.76914858,0.58521400,0.71886115,0.00201472,0.06628524,0.29293499,0.12040223,1.06630434,0.00000000
-5.10555278,1.80179943,0.59846540,0.73279139,0.00214915,0.06715885,0.30125080,0.12200649,1.08744093,0.00000000
-5.09954977,1.83198475,0.61150202,0.74467492,0.00227766,0.06815915,0.30977474,0.12360834,1.10738526,0.00000000
-5.09354677,1.85893901,0.62396948,0.75423318,0.00239795,0.06929784,0.31828078,0.12520504,1.12557205,0.00000000
-5.08754377,1.88195836,0.63551237,0.76122348,0.00250776,0.07059244,0.32654766,0.12679977,1.14145739,0.00000000
-5.08154077,1.90042323,0.64578482,0.76544608,0.00260497,0.07206641,0.33436569,0.12840231,1.15453530,0.00000000
-5.07553777,1.91381964,0.65446157,0.76675040,0.00268768,0.07374911,0.34154329,0.13002962,1.16435405,0.00000000
-5.06953477,1.92175856,0.66124929,0.76504021,0.00275423,0.07567541,0.34791330,0.13170625,1.17053199,0.00000000
-5.06353177,1.92399240,0.66589751,0.76027751,0.00280334,0.07788498,0.35333870,0.13346456,1.17277212,0.00000000
-5.05752876,1.92042797,0.66820889,0.75248493,0.00283404,0.08042140,0.35771744,0.13534460,1.17087482,0.00000000
-5.05152576,1.91113514,0.66804814,0.74174661,0.00284581,0.08333082,0.36098624,0.13739377,1.16474806,0.00000000
-5.04552276,1.89635039,0.66534916,0.72820717,0.00283854,0.08666053,0.36312305,0.13966610,1.15441456,0.00000000
-5.03951976,1.87647492,0.66011992,0.71206899,0.00281254,0.09045716,0.36414798,0.14222122,1.14001526,0.00000000
-5.03351676,1.85206685,0.65244474,0.69358756,0.00276854,0.09476483,0.36412266,0.14512286,1.12180882,0.00000000
-5.02751376,1.82382745,0.64248371,0.67306512,0.00270765,0.09962311,0.36314791,0.14843712,1.10016679,0.00000000
-5.02151076,1.79258168,0.63046907,0.65084271,0.00263134,0.10506500,0.36135974,0.15223037,1.07556454,0.00000000
-5.01550775,1.75925340,0.61669865,0.62729074,0.00254136,0.11111495,0.35892390,0.15656683,1.04856801,0.00000000
-5.00950475,1.72483614,0.60152653,0.60279868,0.00243968,0.11778699,0.35602903,0.16150607,1.01981666,0.00000000
-5.00350175,1.69036040,0.58535118,0.57776390,0.00232844,0.12508318,0.35287880,0.16710032,0.99000328,0.00000000
-4.99749875,1.65685875,0.56860162,0.55258037,0.00220988,0.13299229,0.34968337,0.17339183,0.95985125,0.00000000
-4.99149575,1.62533010,0.55172213,0.52762755,0.00208624,0.14148898,0.34665043,0.18041042,0.93009032,0.00000000
-4.98549275,1.59670478,0.53515615,0.50325986,0.00195971,0.15053343,0.34397644,0.18817115,0.90143165,0.00000000
-4.97948974,1.57181171,0.51933008,0.47979731,0.00183237,0.16007155,0.34183825,0.19667251,0.87454339,0.00000000
-4.97348674,1.55134928,0.50463765,0.45751758,0.00170613,0.17003567,0.34038570,0.20589503,0.85002761,0.00000000
-4.96748374,1.53586112,0.49142559,0.43664983,0.00158270,0.18034597,0.33973542,0.21580043,0.82839970,0.00000000
-4.96148074,1.52571792,0.47998119,0.41737057,0.00146352,0.19091232,0.33996616,0.22633146,0.81007095,0.00000000
-4.95547774,1.52110600,0.47052227,0.39980163,0.00134978,0.20163673,0.34111594,0.23741244,0.79533520,0.00000000
-4.94947474,1.52202329,0.46318999,0.38401038,0.00124240,0.21241615,0.34318105,0.24895047,0.78435998,0.00000000
-4.94347174,1.52828277,0.45804484,0.37001194,0.00114201,0.22314572,0.34611704,0.26083735,0.77718257,0.00000000
-4.93746873,1.53952328,0.45506591,0.35777344,0.00104899,0.23372210,0.34984161,0.27295214,0.77371109,0.00000000
-4.93146573,1.55522733,0.45415346,0.34721991,0.00096348,0.24404701,0.35423929,0.28516429,0.77373065,0.00000000
-4.92546273,1.57474502,0.45513475,0.33824154,0.00088540,0.25403056,0.35916772,0.29733728,0.77691408,0.00000000
-4.91945973,1.59732315,0.45777268,0.33070201,0.00081451,0.26359453,0.36446516,0.30933259,0.78283712,0.00000000
-4.91345673,1.62213833,0.46177713,0.32444734,0.00075040,0.27267519,0.36995901,0.32101385,0.79099710,0.00000000
-4.90745373,1.64833269,0.46681830,0.31931503,0.00069256,0.28122571,0.37547491,0.33225116,0.80083460,0.00000000
-4.90145073,1.67505073,0.47254153,0.31514291,0.00064041,0.28921803,0.38084595,0.34292523,0.81175702,0.00000000
-4.89544772,1.70147586,0.47858311,0.31177746,0.00059334,0.29664398,0.38592178,0.35293129,0.82316333,0.00000000
-4.88944472,1.72686508,0.48458629,0.30908123,0.00055072,0.30351586,0.39057698,0.36218267,0.83446868,0.00000000
-4.88344172,1.75058048,0.49021679,0.30693903,0.00051193,0.30986617,0.39471852,0.37061375,0.84512822,0.00000000
-4.87743872,1.77211625,0.49517739,0.30526276,0.00047639,0.31574665,0.39829185,0.37818231,0.85465890,0.00000000
-4.87143572,1.79112007,0.49922072,0.30399460,0.00044360,0.32122673,0.40128545,0.38487111,0.86265856,0.00000000
-4.86543272,1.80740807,0.50215988,0.30310869,0.00041309,0.32639124,0.40373355,0.39068858,0.86882134,0.00000000
-4.85942971,1.82097268,0.50387641,0.30261102,0.00038447,0.33133764,0.40571686,0.39566870,0.87294901,0.00000000
-4.85342671,1.83198306,0.50432526,0.30253785,0.00035745,0.33617280,0.40736135,0.39986990,0.87495759,0.00000000
-4.84742371,1.84077798,0.50353652,0.30295259,0.00033176,0.34100945,0.40883499,0.40337318,0.87487906,0.00000000
-4.84142071,1.84785144,0.50161388,0.30394136,0.00030725,0.34596246,0.41034246,0.40627928,0.87285808,0.00000000
-4.83541771,1.85383160,0.49872979,0.30560754,0.00028379,0.35114496,0.41211827,0.40870525,0.86914397,0.00000000
-4.82941471,1.85945371,0.49511764,0.30806542,0.00026131,0.35666460,0.41441814,0.41078032,0.86407810,0.00000000
-4.82341171,1.86552819,0.49106116,0.31143330,0.00023980,0.36261995,0.41750925,0.41264138,0.85807746,0.00000000
-4.81740870,1.87290509,0.48688150,0.31582637,0.00021925,0.36909717,0.42165954,0.41442810,0.85161502,0.00000000
-4.81140570,1.88243634,0.48292268,0.32134954,0.00019970,0.37616709,0.42712648,0.41627801,0.84519772,0.00000000
-4.80540270,1.89493741,0.47953580,0.32809072,0.00018118,0.38388283,0.43414580,0.41832165,0.83934315,0.00000000
-4.79939970,1.91114985,0.47706289,0.33611461,0.00016374,0.39227786,0.44292048,0.42067798,0.83455578,0.00000000
-4.79339670,1.93170634,0.47582103,0.34545740,0.00014743,0.40136480,0.45361062,0.42345024,0.83130398,0.00000000
-4.78739370,1.95709972,0.47608739,0.35612255,0.00013228,0.41113476,0.46632449,0.42672247,0.82999870,0.00000000
-4.78139070,1.98765728,0.47808594,0.36807786,0.00011833,0.42155741,0.48111115,0.43055671,0.83097471,0.00000000
-4.77538769,2.02352154,0.48197633,0.38125397,0.00010558,0.43258162,0.49795510,0.43499107,0.83447534,0.00000000
-4.76938469,2.06463822,0.48784553,0.39554428,0.00009405,0.44413676,0.51677301,0.44003869,0.84064128,0.00000000
-4.76338169,2.11075202,0.49570254,0.41080656,0.00008373,0.45613449,0.53741303,0.44568763,0.84950387,0.00000000
-4.75737869,2.16141047,0.50547635,0.42686587,0.00007459,0.46847104,0.55965645,0.45190160,0.86098326,0.00000000
-4.75137569,2.21597561,0.51701746,0.44351906,0.00006659,0.48102983,0.58322191,0.45862159,0.87489136,0.00000000
-4.74537269,2.27364318,0.53010257,0.46054046,0.00005971,0.49368443,0.60777207,0.46576822,0.89093946,0.00000000
-4.73936968,2.33346831,0.54444257,0.47768862,0.00005388,0.50630154,0.63292229,0.47324463,0.90875015,0.00000000
-4.73336668,2.39439692,0.55969315,0.49471398,0.00004907,0.51874412,0.65825135,0.48093997,0.92787290,0.00000000
-4.72736368,2.45530120,0.57546782,0.51136697,0.00004523,0.53087439,0.68331349,0.48873306,0.94780257,0.00000000
-4.72136068,2.51501789,0.59135250,0.52740638,0.00004230,0.54255674,0.70765153,0.49649636,0.96800011,0.00000000
-4.71535768,2.57238775,0.60692127,0.54260763,0.00004024,0.55366024,0.73081043,0.50409975,0.98791429,0.00000000
-4.70935468,2.62629442,0.62175233,0.55677055,0.00003902,0.56406107,0.75235090,0.51141435,1.00700360,0.00000000
-4.70335168,2.67570128,0.63544362,0.56972648,0.00003861,0.57364441,0.77186229,0.51831599,1.02475739,0.00000000
-4.69734867,2.71968480,0.64762743,0.58134418,0.00003898,0.58230616,0.78897459,0.52468828,1.04071515,0.00000000
-4.69134567,2.75746304,0.65798319,0.59153450,0.00004014,0.58995420,0.80336879,0.53042532,1.05448331,0.00000000
-4.68534267,2.78841836,0.66624812,0.60025352,0.00004208,0.59650945,0.81478547,0.53543395,1.06574873,0.00000000
-4.67933967,2.81211366,0.67222528,0.60750393,0.00004481,0.60190668,0.82303120,0.53963542,1.07428844,0.00000000
-4.67333667,2.82830156,0.67578858,0.61333476,0.00004835,0.60609514,0.82798267,0.54296674,1.07997523,0.00000000
-4.66733367,2.83692669,0.67688490,0.61783926,0.00005271,0.60903908,0.82958853,0.54538140,1.08277911,0.00000000
-4.66133067,2.83812104,0.67553304,0.62115122,0.00005791,0.61071825,0.82786883,0.54684988,1.08276453,0.00000000
-4.65532766,2.83219315,0.67181997,0.62343960,0.00006398,0.61112839,0.82291245,0.54735968,1.08008380,0.00000000
-4.64932466,2.81961168,0.66589433,0.62490205,0.00007094,0.61028175,0.81487255,0.54691511,1.07496698,0.00000000
-4.64332166,2.80098441,0.65795795,0.62575715,0.00007879,0.60820766,0.80396048,0.54553682,1.06770904,0.00000000
