energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-4.94947474,1.57531627,0.01066126,0.00000000,0.00266095,0.26677390,0.86263697,0.00000000,0.78749053,0.34440228
-4.94347174,1.58451187,0.01056207,0.00000000,0.00252472,0.26830496,0.86633899,0.00000000,0.79114160,0.34540315
-4.93746873,1.59129148,0.01046430,0.00000000,0.00244236,0.26908706,0.86909971,0.00000000,0.79309319,0.34608823
-4.93146573,1.59629529,0.01037225,0.00000000,0.00242146,0.26920897,0.87127445,0.00000000,0.79349186,0.34665402
-4.92546273,1.60029795,0.01029074,0.00000000,0.00247012,0.26877995,0.87329633,0.00000000,0.79255689,0.34731355
-4.91945973,1.60418688,0.01022499,0.00000000,0.00259696,0.26792607,0.87566533,0.00000000,0.79057264,0.34828980
-4.91345673,1.60893350,0.01018052,0.00000000,0.00281119,0.26678561,0.87893307,0.00000000,0.78787718,0.34980821
-4.90745373,1.61555838,0.01016296,0.00000000,0.00312260,0.26550374,0.88368383,0.00000000,0.78484744,0.35208832
-4.90145073,1.62509139,0.01017786,0.00000000,0.00354149,0.26422669,0.89051226,0.00000000,0.78188177,0.35533504
-4.89544772,1.63852852,0.01023049,0.00000000,0.00407857,0.26309562,0.89999881,0.00000000,0.77938070,0.35972968
-4.88944472,1.65678714,0.01032556,0.00000000,0.00474476,0.26224048,0.91268379,0.00000000,0.77772689,0.36542123
-4.88344172,1.68066162,0.01046705,0.00000000,0.00555093,0.26177428,0.92904117,0.00000000,0.77726529,0.37251822
-4.87743872,1.71078141,0.01065794,0.00000000,0.00650754,0.26178779,0.94945332,0.00000000,0.77828460,0.38108161
-4.87143572,1.74757356,0.01090002,0.00000000,0.00762426,0.26234521,0.97418793,0.00000000,0.78100096,0.39111909
-4.86543272,1.79123157,0.01119373,0.00000000,0.00890944,0.26348081,1.00337802,0.00000000,0.78554469,0.40258099
-4.85942971,1.84169210,0.01153800,0.00000000,0.01036960,0.26519692,1.03700642,0.00000000,0.79195091,0.41535836
-4.85342671,1.89862099,0.01193020,0.00000000,0.01200884,0.26746319,1.07489515,0.00000000,0.80015438,0.42928311
-4.84742371,1.96140938,0.01236608,0.00000000,0.01382827,0.27021729,1.11670070,0.00000000,0.80998894,0.44413053
-4.84142071,2.02918039,0.01283981,0.00000000,0.01582543,0.27336697,1.16191542,0.00000000,0.82119152,0.45962413
-4.83541771,2.10080649,0.01334405,0.00000000,0.01799377,0.27679344,1.20987525,0.00000000,0.83341059,0.47544265
-4.82941471,2.17493698,0.01387013,0.00000000,0.02032216,0.28035581,1.25977365,0.00000000,0.84621854,0.49122908
-4.82341171,2.25003467,0.01440820,0.00000000,0.02279465,0.28389654,1.31068138,0.00000000,0.85912747,0.50660142
-4.81740870,2.32442053,0.01494750,0.00000000,0.02539017,0.28724741,1.36157145,0.00000000,0.87160762,0.52116463
-4.81140570,2.39632460,0.01547663,0.00000000,0.02808259,0.29023605,1.41134851,0.00000000,0.88310751,0.53452351
-4.80540270,2.46394125,0.01598387,0.00000000,0.03084087,0.29269244,1.45888143,0.00000000,0.89307500,0.54629582
-4.79939970,2.52548669,0.01645752,0.00000000,0.03362943,0.29445528,1.50303808,0.00000000,0.90097822,0.55612527
-4.79339670,2.57925655,0.01688622,0.00000000,0.03640879,0.29537792,1.54272098,0.00000000,0.90632556,0.56369373
-4.78739370,2.62368139,0.01725929,0.00000000,0.03913632,0.29533359,1.57690244,0.00000000,0.90868383,0.56873225
-4.78139070,2.65737807,0.01756707,0.00000000,0.04176728,0.29421983,1.60465793,0.00000000,0.90769403,0.57103043
-4.77538769,2.67919505,0.01780121,0.00000000,0.04425596,0.29196181,1.62519642,0.00000000,0.90308401,0.57044383
-4.76938469,2.68825010,0.01795491,0.00000000,0.04655694,0.28851467,1.63788672,0.00000000,0.89467777,0.56689903
-4.76338169,2.68395910,0.01802315,0.00000000,0.04862648,0.28386468,1.64227855,0.00000000,0.88240107,0.56039638
-4.75737869,2.66605500,0.01800286,0.00000000,0.05042382,0.27802930,1.63811796,0.00000000,0.86628340,0.55101017
-4.75137569,2.63459643,0.01789301,0.00000000,0.05191258,0.27105617,1.62535632,0.00000000,0.84645628,0.53888643
-4.74537269,2.58996584,0.01769465,0.00000000,0.05306190,0.26302123,1.60415269,0.00000000,0.82314822,0.52423841
-4.73936968,2.53285750,0.01741093,0.00000000,0.05384755,0.25402587,1.57486962,0.00000000,0.79667665,0.50734005
-4.73336668,2.46425585,0.01704697,0.00000000,0.05425275,0.24419361,1.53806241,0.00000000,0.76743729,0.48851766
-4.72736368,2.38540535,0.01660976,0.00000000,0.05426879,0.23366608,1.49446257,0.00000000,0.73589140,0.46814023
-4.72136068,2.29777290,0.01610796,0.00000000,0.05389530,0.22259874,1.44495585,0.00000000,0.70255154,0.44660872
-4.71535768,2.20300445,0.01555164,0.00000000,0.05314029,0.21115649,1.39055589,0.00000000,0.66796631,0.42434478
-4.70935468,2.10287717,0.01495202,0.00000000,0.05201986,0.19950906,1.33237435,0.00000000,0.63270466,0.40177925
-4.70335168,1.99924916,0.01432115,0.00000000,0.05055762,0.18782674,1.27158870,0.00000000,0.59734024,0.37934077
-4.69734867,1.89400813,0.01367159,0.00000000,0.04878388,0.17627614,1.20940861,0.00000000,0.56243627,0.35744503
-4.69134567,1.78902086,0.01301603,0.00000000,0.04673459,0.16501640,1.14704231,0.00000000,0.52853134,0.33648469
-4.68534267,1.68608502,0.01236702,0.00000000,0.04445012,0.15419580,1.08566380,0.00000000,0.49612647,0.31682051
-4.67933967,1.58688471,0.01173654,0.00000000,0.04197398,0.14394881,1.02638207,0.00000000,0.46567371,0.29877357
-4.67333667,1.49295096,0.01113579,0.00000000,0.03935141,0.13439372,0.97021328,0.00000000,0.43756660,0.28261912
-4.66733367,1.40562841,0.01057484,0.00000000,0.03662805,0.12563080,0.91805659,0.00000000,0.41213242,0.26858174
-4.66133067,1.32604872,0.01006244,0.00000000,0.03384865,0.11774107,0.87067447,0.00000000,0.38962672,0.25683226
-4.65532766,1.25511159,0.00960582,0.00000000,0.03105588,0.11078560,0.82867782,0.00000000,0.37022974,0.24748615
-4.64932466,1.19347355,0.00921052,0.00000000,0.02828930,0.10480547,0.79251651,0.00000000,0.35404523,0.24060359
-4.64332166,1.14154466,0.00888039,0.00000000,0.02558458,0.09982219,0.76247520,0.00000000,0.34110121,0.23619102
