energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Ta_p_up,Ta_d_up
-5.60380190,2.87284822,0.01044697,0.34687693,0.04757634,1.12248478,2.35740818,1.07052186
-5.59779890,2.90997563,0.01015521,0.36039876,0.05247236,1.12233850,2.36175465,1.08972850
-5.59179590,2.95171370,0.00988802,0.37491999,0.05763094,1.12362519,2.36922630,1.11022405
-5.58579290,2.99848002,0.00965128,0.39046465,0.06301334,1.12657571,2.38069384,1.13212780
-5.57978989,3.05035799,0.00944955,0.40701052,0.06857201,1.13129492,2.39677937,1.15544053
-5.57378689,3.10707772,0.00928600,0.42448529,0.07425101,1.13775586,2.41782581,1.18003695
-5.56778389,3.16801209,0.00916231,0.44276450,0.07998675,1.14579963,2.44387749,1.20566401
-5.56178089,3.23218826,0.00907867,0.46167161,0.08570899,1.15514117,2.47467276,1.23194515
-5.55577789,3.29831441,0.00903383,0.48098005,0.09134224,1.16538050,2.50964912,1.25839050
-5.54977489,3.36482078,0.00902518,0.50041754,0.09680726,1.17601913,2.54796045,1.28441251
-5.54377189,3.42991323,0.00904885,0.51967225,0.10202292,1.18648081,2.58850572,1.30934649
-5.53776888,3.49163714,0.00909993,0.53840087,0.10690815,1.19613562,2.62996798,1.33247503
-5.53176588,3.54794885,0.00917267,0.55623820,0.11138398,1.20432645,2.67086181,1.35305529
-5.52576288,3.59679170,0.00926068,0.57280784,0.11537563,1.21039664,2.70958747,1.37034788
-5.51975988,3.63617336,0.00935721,0.58773377,0.11881458,1.21371754,2.74448939,1.38364607
-5.51375688,3.66424127,0.00945540,0.60065225,0.12164046,1.21371491,2.77391663,1.39230395
-5.50775388,3.67935311,0.00954858,0.61122353,0.12380277,1.20989301,2.79628300,1.39576257
-5.50175088,3.68013940,0.00963046,0.61914307,0.12526237,1.20185545,2.81012444,1.39357260
-5.49574787,3.66555607,0.00969544,0.62415173,0.12599263,1.18932210,2.81415154,1.38541295
-5.48974487,3.63492487,0.00973879,0.62604450,0.12598020,1.17214143,2.80729523,1.37110447
-5.48374187,3.58796054,0.00975688,0.62467756,0.12522544,1.15029796,2.78874411,1.35061836
-5.47773887,3.52478394,0.00974731,0.61997324,0.12374242,1.12391486,2.75797224,1.32407906
-5.47173587,3.44592111,0.00970903,0.61192285,0.12155851,1.09325151,2.71475645,1.29176172
-5.46573287,3.35228874,0.00964246,0.60058716,0.11871364,1.05869674,2.65918304,1.25408455
-5.45972986,3.24516725,0.00954951,0.58609464,0.11525913,1.02075783,2.59164376,1.21159648
-5.45372686,3.12616267,0.00943357,0.56863748,0.11125632,0.98004618,2.51282170,1.16496087
-5.44772386,2.99715949,0.00929950,0.54846562,0.10677483,0.93726017,2.42366785,1.11493603
-5.44172086,2.86026631,0.00915351,0.52587907,0.10189075,0.89316597,2.32536972,1.06235331
-5.43571786,2.71775662,0.00900304,0.50121882,0.09668464,0.84857713,2.21931327,1.00809381
-5.42971486,2.57200677,0.00885663,0.47485671,0.09123954,0.80433350,2.10703996,0.95306443
-5.42371186,2.42543350,0.00872369,0.44718473,0.08563895,0.76128031,1.99020057,0.89817410
-5.41770885,2.28043276,0.00861429,0.41860411,0.07996490,0.72024776,1.87050768,0.84431094
-5.41170585,2.13932165,0.00853889,0.38951467,0.07429625,0.68203171,1.74968835,0.79232098
-5.40570285,2.00428491,0.00850811,0.36030467,0.06870704,0.64737589,1.62943877,0.74298890
-5.39969985,1.87732717,0.00853237,0.33134171,0.06326516,0.61695562,1.51138214,0.69702111
-5.39369685,1.76023165,0.00862163,0.30296480,0.05803128,0.59136357,1.39703102,0.65503162
-5.38769385,1.65452598,0.00878508,0.27547778,0.05305794,0.57109731,1.28775501,0.61753062
-5.38169085,1.56145541,0.00903081,0.24914435,0.04838904,0.55654899,1.18475442,0.58491601
-5.37568784,1.48196340,0.00936551,0.22418473,0.04405948,0.54799698,1.08904017,0.55746775
-5.36968484,1.41667950,0.00979421,0.20077382,0.04009512,0.54559958,1.00142017,0.53534503
-5.36368184,1.36591430,0.01031997,0.17904096,0.03651289,0.54939073,0.92249184,0.51858609
-5.35767884,1.32966110,0.01094369,0.15907102,0.03332120,0.55927791,0.85264055,0.50711061
-5.35167584,1.30760381,0.01166388,0.14090673,0.03052040,0.57504207,0.79204347,0.50072445
-5.34567284,1.29913090,0.01247659,0.12455200,0.02810343,0.59633988,0.74067811,0.49912667
-5.33966983,1.30335463,0.01337524,0.10997599,0.02605662,0.62270821,0.69833508,0.50191851
-5.33366683,1.31913547,0.01435070,0.09711780,0.02436046,0.65357110,0.66463412,0.50861432
-5.32766383,1.34511106,0.01539128,0.08589138,0.02299053,0.68824912,0.63904301,0.51865412
-5.32166083,1.37972923,0.01648292,0.07619070,0.02191835,0.72597130,0.62089840,0.53141756
-5.31565783,1.42128473,0.01760938,0.06789470,0.02111233,0.76588950,0.60942822,0.54623914
-5.30965483,1.46795886,0.01875257,0.06087215,0.02053866,0.80709510,0.60377492,0.56242432
-5.30365183,1.51786147,0.01989290,0.05498608,0.02016215,0.84863784,0.60301917,0.57926614
-5.29764882,1.56907445,0.02100973,0.05009784,0.01994708,0.88954645,0.60620346,0.59606211
-5.29164582,1.61969594,0.02208187,0.04607058,0.01985796,0.92885057,0.61235534,0.61213090
-5.28564282,1.66788404,0.02308814,0.04277231,0.01986029,0.96560357,0.62050971,0.62682840
-5.27963982,1.71189920,0.02400789,0.04007825,0.01992117,0.99890533,0.62973002,0.63956268
-5.27363682,1.75014397,0.02482162,0.03787282,0.02000988,1.02792460,0.63912789,0.64980755
-5.26763382,1.78119899,0.02551151,0.03605099,0.02009843,1.05191990,0.64788076,0.65711412
-5.26163082,1.80385422,0.02606196,0.03451923,0.02016192,1.07025836,0.65524755,0.66112018
-5.25562781,1.81713433,0.02646002,0.03319596,0.02017890,1.08243176,0.66058158,0.66155693
-5.24962481,1.82031734,0.02669580,0.03201172,0.02013160,1.08806903,0.66334094,0.65825299
-5.24362181,1.81294602,0.02676277,0.03090889,0.02000605,1.08694480,0.66309575,0.65113550
-5.23761881,1.79483152,0.02665792,0.02984129,0.01979214,1.07898363,0.65953236,0.64022830
-5.23161581,1.76604922,0.02638185,0.02877339,0.01948353,1.06425959,0.65245436,0.62564728
-5.22561281,1.72692691,0.02593873,0.02767951,0.01907756,1.04299133,0.64178039,0.60759324
-5.21960980,1.67802588,0.02533615,0.02654276,0.01857496,1.01553282,0.62753894,0.58634233
-5.21360680,1.62011566,0.02458481,0.02535397,0.01797956,0.98236001,0.60986032,0.56223475
-5.20760380,1.55414346,0.02369822,0.02411054,0.01729792,0.94405413,0.58896609,0.53566194
-5.20160080,1.48119951,0.02269221,0.02281533,0.01653893,0.90128224,0.56515648,0.50705296
-5.19559780,1.40247976,0.02158444,0.02147551,0.01571328,0.85477586,0.53879621,0.47686041
-5.18959480,1.31924729,0.02039386,0.02010147,0.01483306,0.80530848,0.51029919,0.44554662
-5.18359180,1.23279399,0.01914014,0.01870583,0.01391123,0.75367295,0.48011283,0.41357040
-5.17758879,1.14440373,0.01784314,0.01730255,0.01296115,0.70065947,0.44870243,0.38137488
-5.17158579,1.05531844,0.01652231,0.01590603,0.01199619,0.64703510,0.41653611,0.34937689
-5.16558279,0.96670807,0.01519631,0.01453053,0.01102925,0.59352536,0.38407102,0.31795795
-5.15957979,0.87964517,0.01388250,0.01318948,0.01007248,0.54079850,0.35174093,0.28745722
-5.15357679,0.79508485,0.01259660,0.01189508,0.00913696,0.48945289,0.31994587,0.25816652
-5.14757379,0.71385021,0.01135247,0.01065797,0.00823248,0.44000762,0.28904370,0.23032721
-5.14157079,0.63662342,0.01016187,0.00948697,0.00736740,0.39289660,0.25934401,0.20412911
-5.13556778,0.56394219,0.00903437,0.00838896,0.00654854,0.34846577,0.23110422,0.17971113
-5.12956478,0.49620119,0.00797736,0.00736889,0.00578113,0.30697352,0.20452783,0.15716339
-5.12356178,0.43365787,0.00699604,0.00642978,0.00506889,0.26859376,0.17976468,0.13653072
-5.11755878,0.37644195,0.00609359,0.00557290,0.00441407,0.23342132,0.15691294,0.11781707
-5.11155578,0.32456780,0.00527129,0.00479785,0.00381757,0.20147921,0.13602256,0.10099064
-5.10555278,0.27794886,0.00452877,0.00410284,0.00327906,0.17272715,0.11709994,0.08598951
-5.09954977,0.23641329,0.00386419,0.00348488,0.00279719,0.14707109,0.10011334,0.07272731
-5.09354677,0.19972023,0.00327452,0.00294002,0.00236974,0.12437300,0.08499882,0.06109893
-5.08754377,0.16757571,0.00275578,0.00246357,0.00199380,0.10446068,0.07166648,0.05098589
-5.08154077,0.13964800,0.00230326,0.00205035,0.00166594,0.08713718,0.06000645,0.04226133
-5.07553777,0.11558166,0.00191180,0.00169485,0.00138240,0.07218950,0.04989481,0.03479440
-5.06953477,0.09501007,0.00157594,0.00139146,0.00113919,0.05939646,0.04119885,0.02845410
-5.06353177,0.07756626,0.00129011,0.00113461,0.00093228,0.04853548,0.03378192,0.02311245
-5.05752876,0.06289191,0.00104883,0.00091885,0.00075766,0.03938824,0.02750744,0.01864701
-5.05152576,0.05064441,0.00084678,0.00073904,0.00061149,0.03174524,0.02224230,0.01494275
-5.04552276,0.04050228,0.00067891,0.00059035,0.00049009,0.02540926,0.01785955,0.01189342
-5.03951976,0.03216881,0.00054056,0.00046835,0.00039007,0.02019776,0.01424033,0.00940230
-5.03351676,0.02537433,0.00042741,0.00036901,0.00030830,0.01594443,0.01127524,0.00738259
-5.02751376,0.01987718,0.00033560,0.00028875,0.00024198,0.01249988,0.00886513,0.00575741
-5.02151076,0.01546365,0.00026168,0.00022439,0.00018860,0.00973175,0.00692144,0.00445950
-5.01550775,0.01194712,0.00020262,0.00017317,0.00014597,0.00752421,0.00536607,0.00343069
-5.00950475,0.00916653,0.00015580,0.00013273,0.00011219,0.00577713,0.00413109,0.00262126
-5.00350175,0.00698449,0.00011896,0.00010102,0.00008563,0.00440497,0.00315804,0.00198915
-4.99749875,0.00528504,0.00009020,0.00007636,0.00006490,0.00333541,0.00239725,0.00149918
-4.99149575,0.00397140,0.00006792,0.00005732,0.00004884,0.00250801,0.00180697,0.00112218
-4.98549275,0.00296359,0.00005078,0.00004273,0.00003650,0.00187275,0.00135247,0.00083423
-4.97948974,0.00219618,0.00003770,0.00003164,0.00002709,0.00138867,0.00100518,0.00061593
-4.97348674,0.00161619,0.00002780,0.00002326,0.00001996,0.00102254,0.00074181,0.00045164
-4.96748374,0.00118109,0.00002035,0.00001698,0.00001461,0.00074770,0.00054360,0.00032889
-4.96148074,0.00085713,0.00001479,0.00001231,0.00001061,0.00054292,0.00039555,0.00023786
-4.95547774,0.00061769,0.00001068,0.00000886,0.00000766,0.00039147,0.00028579,0.00017085
-4.94947474,0.00044204,0.00000766,0.00000634,0.00000549,0.00028030,0.00020503,0.00012187
-4.94347174,0.00031413,0.00000545,0.00000450,0.00000390,0.00019930,0.00014606,0.00008633
-4.93746873,0.00022168,0.00000385,0.00000317,0.00000276,0.00014071,0.00010332,0.00006073
-4.93146573,0.00015534,0.00000270,0.00000222,0.00000193,0.00009865,0.00007256,0.00004243
-4.92546273,0.00010810,0.00000188,0.00000154,0.00000135,0.00006868,0.00005061,0.00002944
-4.91945973,0.00007470,0.00000130,0.00000107,0.00000093,0.00004748,0.00003504,0.00002029
-4.91345673,0.00005126,0.00000090,0.00000073,0.00000064,0.00003260,0.00002410,0.00001388
-4.90745373,0.00003494,0.00000061,0.00000050,0.00000044,0.00002222,0.00001645,0.00000944
-4.90145073,0.00002365,0.00000041,0.00000034,0.00000030,0.00001505,0.00001115,0.00000638
-4.89544772,0.00001592,0.00000028,0.00000023,0.00000020,0.00001013,0.00000751,0.00000428
-4.88944472,0.00001066,0.00000019,0.00000016,0.00000014,0.00000678,0.00000502,0.00000287
-4.88344172,0.00000713,0.00000012,0.00000011,0.00000010,0.00000452,0.00000333,0.00000193
-4.87743872,0.00000480,0.00000008,0.00000009,0.00000008,0.00000303,0.00000220,0.00000131
-4.87143572,0.00000331,0.00000005,0.00000008,0.00000007,0.00000206,0.00000145,0.00000093
-4.86543272,0.00000242,0.00000003,0.00000008,0.00000007,0.00000146,0.00000095,0.00000072
-4.85942971,0.00000198,0.00000002,0.00000010,0.00000009,0.00000113,0.00000063,0.00000064
-4.85342671,0.00000191,0.00000001,0.00000013,0.00000012,0.00000102,0.00000043,0.00000069
-4.84742371,0.00000220,0.00000001,0.00000019,0.00000017,0.00000110,0.00000032,0.00000086
-4.84142071,0.00000289,0.00000001,0.00000029,0.00000026,0.00000138,0.00000026,0.00000119
-4.83541771,0.00000408,0.00000000,0.00000043,0.00000038,0.00000190,0.00000026,0.00000172
-4.82941471,0.00000594,0.00000000,0.00000064,0.00000057,0.00000273,0.00000031,0.00000253
-4.82341171,0.00000874,0.00000000,0.00000095,0.00000085,0.00000400,0.00000040,0.00000374
-4.81740870,0.00001285,0.00000000,0.00000140,0.00000125,0.00000587,0.00000057,0.00000551
-4.81140570,0.00001881,0.00000000,0.00000205,0.00000184,0.00000859,0.00000081,0.00000807
-4.80540270,0.00002738,0.00000000,0.00000299,0.00000268,0.00001250,0.00000117,0.00001175
-4.79939970,0.00003961,0.00000000,0.00000433,0.00000387,0.00001808,0.00000169,0.00001700
-4.79339670,0.00005690,0.00000000,0.00000621,0.00000557,0.00002597,0.00000242,0.00002442
-4.78739370,0.00008117,0.00000000,0.00000886,0.00000794,0.00003705,0.00000345,0.00003484
-4.78139070,0.00011499,0.00000000,0.00001255,0.00001125,0.00005249,0.00000489,0.00004936
-4.77538769,0.00016177,0.00000001,0.00001765,0.00001583,0.00007385,0.00000688,0.00006944
-4.76938469,0.00022597,0.00000001,0.00002465,0.00002212,0.00010317,0.00000961,0.00009701
-4.76338169,0.00031346,0.00000002,0.00003417,0.00003069,0.00014312,0.00001334,0.00013457
-4.75737869,0.00043178,0.00000002,0.00004705,0.00004228,0.00019716,0.00001839,0.00018536
-4.75137569,0.00059061,0.00000004,0.00006433,0.00005784,0.00026972,0.00002517,0.00025355
-4.74537269,0.00080224,0.00000006,0.00008735,0.00007857,0.00036640,0.00003421,0.00034440
-4.73936968,0.00108211,0.00000009,0.00011776,0.00010600,0.00049428,0.00004617,0.00046454
-4.73336668,0.00144946,0.00000013,0.00015765,0.00014200,0.00066216,0.00006188,0.00062222
-4.72736368,0.00192802,0.00000019,0.00020959,0.00018890,0.00088090,0.00008235,0.00082763
-4.72136068,0.00254677,0.00000028,0.00027670,0.00024955,0.00116376,0.00010885,0.00109320
-4.71535768,0.00334076,0.00000041,0.00036276,0.00032739,0.00152681,0.00014288,0.00143394
-4.70935468,0.00435192,0.00000060,0.00047227,0.00042652,0.00198926,0.00018624,0.00186785
-4.70335168,0.00562991,0.00000087,0.00061057,0.00055181,0.00257386,0.00024109,0.00241619
-4.69734867,0.00723285,0.00000124,0.00078388,0.00070898,0.00330728,0.00030994,0.00310385
-4.69134567,0.00922804,0.00000176,0.00099941,0.00090460,0.00422042,0.00039570,0.00395963
-4.68534267,0.01169241,0.00000249,0.00126537,0.00114624,0.00534860,0.00050170,0.00501644
-4.67933967,0.01471288,0.00000348,0.00159102,0.00144239,0.00673180,0.00063173,0.00631140
-4.67333667,0.01838631,0.00000484,0.00198664,0.00180254,0.00841457,0.00078998,0.00788587
-4.66733367,0.02281910,0.00000669,0.00246349,0.00223710,0.01044595,0.00098108,0.00978518
-4.66133067,0.02812638,0.00000917,0.00303371,0.00275732,0.01287905,0.00121006,0.01205832
-4.65532766,0.03443064,0.00001248,0.00371014,0.00337515,0.01577048,0.00148224,0.01475728
-4.64932466,0.04185974,0.00001686,0.00450615,0.00410304,0.01917945,0.00180322,0.01793621
-4.64332166,0.05054438,0.00002263,0.00543526,0.00495369,0.02316668,0.00217869,0.02165022
-4.63731866,0.06061485,0.00003014,0.00651085,0.00593970,0.02779285,0.00261435,0.02595401
-4.63131566,0.07219712,0.00003986,0.00774571,0.00707321,0.03311695,0.00311572,0.03090010
-4.62531266,0.08540839,0.00005233,0.00915152,0.00836541,0.03919421,0.00368791,0.03653687
-4.61930965,0.10035208,0.00006822,0.01073834,0.00982607,0.04607385,0.00433545,0.04290637
-4.61330665,0.11711241,0.00008828,0.01251397,0.01146296,0.05379660,0.00506201,0.05004193
-4.60730365,0.13574875,0.00011343,0.01448338,0.01328133,0.06239221,0.00587015,0.05796565
-4.60130065,0.15628999,0.00014470,0.01664810,0.01528327,0.07187680,0.00676109,0.06668598
-4.59529765,0.17872900,0.00018326,0.01900561,0.01746724,0.08225038,0.00773442,0.07619529
-4.58929465,0.20301770,0.00023043,0.02154883,0.01982749,0.09349457,0.00878792,0.08646775
-4.58329165,0.22906280,0.00028767,0.02426571,0.02235371,0.10557060,0.00991733,0.09745744
-4.57728864,0.25672253,0.00035653,0.02713891,0.02503067,0.11841782,0.01111621,0.10909709
-4.57128564,0.28580483,0.00043871,0.03014559,0.02783805,0.13195275,0.01237585,0.12129727
-4.56528264,0.31606688,0.00053596,0.03325752,0.03075041,0.14606881,0.01368526,0.13394633
-4.55927964,0.34721646,0.00065006,0.03644120,0.03373739,0.16063684,0.01503119,0.14691115
-4.55327664,0.37891518,0.00078279,0.03965831,0.03676399,0.17550639,0.01639832,0.16003868
-4.54727364,0.41078346,0.00093584,0.04286636,0.03979116,0.19050788,0.01776946,0.17315835
-4.54127064,0.44240750,0.00111080,0.04601949,0.04277655,0.20545562,0.01912586,0.18608531
-4.53526763,0.47334787,0.00130899,0.04906948,0.04567536,0.22015149,0.02044762,0.19862448
-4.52926463,0.50314956,0.00153146,0.05196695,0.04844149,0.23438940,0.02171416,0.21057519
-4.52326163,0.53135330,0.00177889,0.05466266,0.05102866,0.24796020,0.02290473,0.22173641
-4.51725863,0.55750750,0.00205145,0.05710885,0.05339172,0.26065701,0.02399898,0.23191227
-4.51125563,0.58118067,0.00234878,0.05926067,0.05548793,0.27228065,0.02497754,0.24091775
-4.50525263,0.60197359,0.00266990,0.06107751,0.05727826,0.28264510,0.02582261,0.24858424
-4.49924962,0.61953086,0.00301313,0.06252432,0.05872857,0.29158262,0.02651850,0.25476478
-4.49324662,0.63355135,0.00337607,0.06357266,0.05981073,0.29894852,0.02705215,0.25933876
-4.48724362,0.64379708,0.00375557,0.06420172,0.06050349,0.30462517,0.02741357,0.26221585
-4.48124062,0.65010014,0.00414775,0.06439894,0.06079318,0.30852525,0.02759617,0.26333897
-4.47523762,0.65236751,0.00454801,0.06416049,0.06067420,0.31059407,0.02759703,0.26268623
-4.46923462,0.65058337,0.00495112,0.06349138,0.06014914,0.31081087,0.02741707,0.26027170
-4.46323162,0.64480908,0.00535131,0.06240531,0.05922875,0.30918908,0.02706108,0.25614496
-4.45722861,0.63518072,0.00574238,0.06092425,0.05793152,0.30577558,0.02653766,0.25038957
-4.45122561,0.62190437,0.00611790,0.05907775,0.05628309,0.30064900,0.02585910,0.24312031
-4.44522261,0.60524956,0.00647133,0.05690200,0.05431545,0.29391720,0.02504118,0.23447968
-4.43921961,0.58554099,0.00679625,0.05443873,0.05206582,0.28571407,0.02410291,0.22463345
-4.43321661,0.56314915,0.00708657,0.05173400,0.04957558,0.27619582,0.02306628,0.21376571
-4.42721361,0.53848026,0.00733670,0.04883690,0.04688894,0.26553702,0.02195600,0.20207364
-4.42121061,0.51196591,0.00754179,0.04579822,0.04405170,0.25392647,0.02079936,0.18976212
-4.41520760,0.48405306,0.00769787,0.04266920,0.04110995,0.24156326,0.01962611,0.17703855
-4.40920460,0.45519467,0.00780204,0.03950042,0.03810885,0.22865308,0.01846850,0.16410797
-4.40320160,0.42584149,0.00785263,0.03634072,0.03509156,0.21540507,0.01736148,0.15116886
-4.39719860,0.39643525,0.00784921,0.03323644,0.03209824,0.20202919,0.01634307,0.13840962
-4.39119560,0.36740358,0.00779276,0.03023081,0.02916531,0.18873449,0.01545495,0.12600589
-4.38519260,0.33915679,0.00768560,0.02736359,0.02632480,0.17572799,0.01474328,0.11411891
-4.37918959,0.31208655,0.00753141,0.02467097,0.02360397,0.16321461,0.01425966,0.10289478
-4.37318659,0.28656647,0.00733519,0.02218563,0.02102510,0.15139773,0.01406242,0.09246470
-4.36718359,0.26295454,0.00710314,0.01993714,0.01860545,0.14048071,0.01421797,0.08294619
-4.36118059,0.24159705,0.00684254,0.01795245,0.01635738,0.13066899,0.01480233,0.07444505
-4.35517759,0.22283395,0.00656165,0.01625657,0.01428866,0.12217282,0.01590277,0.06705804
-4.34917459,0.20700513,0.00626953,0.01487335,0.01240282,0.11521033,0.01761934,0.06087610
-4.34317159,0.19445720,0.00597586,0.01382633,0.01069963,0.11001080,0.02006644,0.05598793
-4.33716858,0.18555051,0.00569080,0.01313965,0.00917568,0.10681792,0.02337402,0.05248365
-4.33116558,0.18066566,0.00542483,0.01283881,0.00782487,0.10589267,0.02768857,0.05045852
-4.32516258,0.18020918,0.00518857,0.01295141,0.00663905,0.10751566,0.03317348,0.05001628
-4.31915958,0.18461770,0.00499259,0.01350777,0.00560852,0.11198850,0.04000890,0.05127205
-4.31315658,0.19436019,0.00484736,0.01454127,0.00472257,0.11963402,0.04839067,0.05435455
-4.30715358,0.20993777,0.00476297,0.01608852,0.00396994,0.13079500,0.05852842,0.05940737
