energy_ev,total_up,Au_p_up,Au_d_up,Bi_p_up,Bi_d_up,Te_p_up,Te_d_up
-5.75987994,7.05240105,0.57728265,6.57741868,0.13379506,0.00971084,0.34189944,0.00000000
-5.75387694,6.97860476,0.58294264,6.49708625,0.13545074,0.00996841,0.34224792,0.00000000
-5.74787394,6.87195830,0.58640511,6.38561389,0.13660344,0.01019539,0.34115639,0.00000000
-5.74187094,6.73503440,0.58772338,6.24554583,0.13726132,0.01038982,0.33870972,0.00000000
-5.73586793,6.57077846,0.58697329,6.07977948,0.13743739,0.01054995,0.33501183,0.00000000
-5.72986493,6.38241074,0.58424963,5.89146976,0.13714886,0.01067424,0.33018244,0.00000000
-5.72386193,6.17332988,0.57966330,5.68393361,0.13641665,0.01076140,0.32435415,0.00000000
-5.71785893,5.94702216,0.57333976,5.46055945,0.13526517,0.01081043,0.31767019,0.00000000
-5.71185593,5.70698044,0.56541857,5.22472490,0.13372235,0.01082067,0.31028276,0.00000000
-5.70585293,5.45663577,0.55605441,4.97972615,0.13181998,0.01079190,0.30235228,0.00000000
-5.69984992,5.19930380,0.54541933,4.72872092,0.12959429,0.01072440,0.29404746,0.00000000
-5.69384692,4.93814685,0.53370625,4.47468614,0.12708682,0.01061906,0.28554616,0.00000000
-5.68784392,4.67615169,0.52113335,4.22039073,0.12434537,0.01047749,0.27703688,0.00000000
-5.68184092,4.41612188,0.50794903,3.96838257,0.12142515,0.01030212,0.26872084,0.00000000
-5.67583792,4.16068281,0.49443714,3.72098834,0.11838985,0.01009623,0.26081420,0.00000000
-5.66983492,3.91229680,0.48092191,3.48032400,0.11531267,0.00986410,0.25355033,0.00000000
-5.66383192,3.67328533,0.46777222,3.24831343,0.11227710,0.00961096,0.24718175,0.00000000
-5.65782891,3.44585503,0.45540465,3.02671238,0.10937741,0.00934307,0.24198140,0.00000000
-5.65182591,3.23212412,0.44428496,2.81713487,0.10671875,0.00906767,0.23824303,0.00000000
-5.64582291,3.03414632,0.43492757,2.62107940,0.10441675,0.00879289,0.23628030,0.00000000
-5.63981991,2.85392925,0.42789270,2.43995233,0.10259660,0.00852771,0.23642456,0.00000000
-5.63381691,2.69344519,0.42378086,2.27508658,0.10139150,0.00828174,0.23902086,0.00000000
-5.62781391,2.55463233,0.42322467,2.12775382,0.10094057,0.00806511,0.24442236,0.00000000
-5.62181091,2.43938548,0.42687776,1.99916920,0.10138611,0.00788821,0.25298287,0.00000000
-5.61580790,2.34953575,0.43540088,1.89048796,0.10287023,0.00776145,0.26504771,0.00000000
-5.60980490,2.28681936,0.44944531,1.80279385,0.10553113,0.00769498,0.28094301,0.00000000
-5.60380190,2.25283639,0.46963395,1.73707974,0.10949872,0.00769842,0.30096372,0.00000000
-5.59779890,2.24900090,0.49654027,1.69422131,0.11489005,0.00778053,0.32536049,0.00000000
-5.59179590,2.27648413,0.53066581,1.67494490,0.12180450,0.00794890,0.35432621,0.00000000
-5.58579290,2.33615330,0.57241687,1.67979105,0.13031888,0.00820965,0.38798232,0.00000000
-5.57978989,2.42850856,0.62208104,1.70907552,0.14048272,0.00856715,0.42636580,0.00000000
-5.57378689,2.55362115,0.67980458,1.76284969,0.15231377,0.00902374,0.46941727,0.00000000
-5.56778389,2.71107583,0.74557155,1.84086238,0.16579416,0.00957951,0.51697103,0.00000000
-5.56178089,2.89992093,0.81918574,1.94252521,0.18086714,0.01023214,0.56874750,0.00000000
-5.55577789,3.11862911,0.90025648,2.06688366,0.19743487,0.01097674,0.62434895,0.00000000
-5.54977489,3.36507187,0.98818930,2.21259583,0.21535724,0.01180586,0.68325879,0.00000000
-5.54377189,3.63651049,1.08218248,2.37792063,0.23445206,0.01270946,0.74484511,0.00000000
-5.53776888,3.92960554,1.18123010,2.56071724,0.25449656,0.01367503,0.80836855,0.00000000
-5.53176588,4.24044659,1.28413234,2.75845680,0.27523047,0.01468780,0.87299483,0.00000000
-5.52576288,4.56460283,1.38951330,2.96824737,0.29636056,0.01573101,0.93781161,0.00000000
-5.51975988,4.89719458,1.49584620,3.18687226,0.31756662,0.01678626,1.00184959,0.00000000
-5.51375688,5.23298458,1.60148580,3.41084157,0.33850884,0.01783393,1.06410718,0.00000000
-5.50775388,5.56648712,1.70470708,3.63645602,0.35883628,0.01885373,1.12357806,0.00000000
-5.50175088,5.89209186,1.80374923,3.85988144,0.37819622,0.01982519,1.17928054,0.00000000
-5.49574787,6.20419853,1.89686340,4.07723200,0.39624414,0.02072824,1.23028791,0.00000000
-5.48974487,6.49735792,1.98236256,4.28465935,0.41265380,0.02154381,1.27575821,0.00000000
-5.48374187,6.76641374,2.05867138,4.47844465,0.42712713,0.02225437,1.31496242,0.00000000
-5.47773887,7.00664011,2.12437423,4.65509022,0.43940355,0.02284447,1.34730970,0.00000000
-5.47173587,7.21386892,2.17825916,4.81140717,0.44926819,0.02330122,1.37236855,0.00000000
-5.46573287,7.38460180,2.21935583,4.94459560,0.45655868,0.02361464,1.38988278,0.00000000
-5.45972986,7.51610208,2.24696581,5.05231414,0.46117033,0.02377796,1.39978153,0.00000000
-5.45372686,7.60646263,2.26068367,5.13273611,0.46305923,0.02378779,1.40218282,0.00000000
-5.44772386,7.65464679,2.26040811,5.18458980,0.46224328,0.02364421,1.39739011,0.00000000
-5.44172086,7.66050084,2.24634229,5.20718154,0.45880108,0.02335066,1.38588218,0.00000000
-5.43571786,7.62473737,2.21898366,5.20040073,0.45286861,0.02291380,1.36829643,0.00000000
-5.42971486,7.54889088,2.17910369,5.16470673,0.44463403,0.02234321,1.34540638,0.00000000
-5.42371186,7.43524768,2.12771845,5.10109869,0.43433075,0.02165103,1.31809423,0.00000000
-5.41770885,7.28675357,2.06605156,5.01106978,0.42222902,0.02085150,1.28731953,0.00000000
-5.41170585,7.10690376,1.99549130,4.89654820,0.40862664,0.01996051,1.25408550,0.00000000
-5.40570285,6.89962002,1.91754378,4.75982772,0.39383903,0.01899503,1.21940413,0.00000000
-5.39969985,6.66912070,1.83378447,4.60349094,0.37818919,0.01797263,1.18426181,0.00000000
-5.39369685,6.41978904,1.74581015,4.43032866,0.36199802,0.01691098,1.14958672,0.00000000
-5.38769385,6.15604552,1.65519326,4.24325857,0.34557532,0.01582738,1.11621950,0.00000000
-5.38169085,5.88222897,1.56344066,4.04524661,0.32921197,0.01473838,1.08488821,0.00000000
-5.37568784,5.60249090,1.47195813,3.83923359,0.31317347,0.01365944,1.05618883,0.00000000
-5.36968484,5.32070643,1.38202182,3.62806965,0.29769506,0.01260471,1.03057177,0.00000000
-5.36368184,5.04040430,1.29475749,3.41445824,0.28297863,0.01158686,1.00833505,0.00000000
-5.35767884,4.76471724,1.21112762,3.20091095,0.26919139,0.01061698,0.98962422,0.00000000
-5.35167584,4.49635313,1.13192658,2.98971368,0.25646626,0.00970461,0.97443893,0.00000000
-5.34567284,4.23758606,1.05778313,2.78290426,0.24490377,0.00885776,0.96264564,0.00000000
-5.33966983,3.99026590,0.98916954,2.58226103,0.23457544,0.00808308,0.95399585,0.00000000
-5.33366683,3.75584372,0.92641623,2.38930137,0.22552809,0.00738599,0.94814889,0.00000000
-5.32766383,3.53541036,0.86973065,2.20528881,0.21778904,0.00677085,0.94469795,0.00000000
-5.32166083,3.32974454,0.81921894,2.03124734,0.21137166,0.00624119,0.94319837,0.00000000
-5.31565783,3.13936713,0.77490896,1.86798099,0.20628093,0.00579986,0.94319643,0.00000000
-5.30965483,2.96459781,0.73677325,1.71609707,0.20251880,0.00544924,0.94425757,0.00000000
-5.30365183,2.80561078,0.70475072,1.57603131,0.20008878,0.00519134,0.94599239,0.00000000
-5.29764882,2.66248637,0.67876562,1.44807334,0.19899976,0.00502795,0.94807933,0.00000000
-5.29164582,2.53525591,0.65874323,1.33239115,0.19926853,0.00496065,0.95028287,0.00000000
-5.28564282,2.42393771,0.64462117,1.22905334,0.20092107,0.00499082,0.95246640,0.00000000
-5.27963982,2.32856260,0.63635617,1.13804838,0.20399238,0.00511964,0.95459904,0.00000000
-5.27363682,2.24918838,0.63392592,1.05930020,0.20852490,0.00534795,0.95675618,0.00000000
-5.26763382,2.18590279,0.63732622,0.99267982,0.21456549,0.00567614,0.95911379,0.00000000
-5.26163082,2.13881559,0.64656367,0.93801299,0.22216127,0.00610398,0.96193659,0.00000000
-5.25562781,2.10804087,0.66164458,0.89508408,0.23135436,0.00663040,0.96556093,0.00000000
-5.24962481,2.09367112,0.68256085,0.86363644,0.24217600,0.00725333,0.97037311,0.00000000
-5.24362181,2.09574504,0.70927373,0.84337003,0.25464015,0.00796945,0.97678431,0.00000000
-5.23761881,2.11421158,0.74169665,0.83393681,0.26873719,0.00877401,0.98520346,0.00000000
-5.23161581,2.14889256,0.77967815,0.83493484,0.28442791,0.00966065,0.99600937,0.00000000
-5.22561281,2.19944650,0.82298609,0.84590177,0.30163830,0.01062133,1.00952362,0.00000000
-5.21960980,2.26533623,0.87129428,0.86630862,0.32025545,0.01164616,1.02598563,0.00000000
-5.21360680,2.34580232,0.92417245,0.89555456,0.34012487,0.01272349,1.04553115,0.00000000
-5.20760380,2.43984456,0.98108041,0.93296343,0.36104957,0.01383993,1.06817532,0.00000000
-5.20160080,2.54621267,1.04136715,0.97778250,0.38279092,0.01498046,1.09380120,0.00000000
-5.19559780,2.66340749,1.10427495,1.02918385,0.40507159,0.01612872,1.12215441,0.00000000
-5.18959480,2.78969287,1.16894902,1.08626876,0.42758030,0.01726723,1.15284411,0.00000000
-5.18359180,2.92311826,1.23445213,1.14807492,0.44997847,0.01837781,1.18535037,0.00000000
-5.17758879,3.06155108,1.29978400,1.21358665,0.47190841,0.01944194,1.21903763,0.00000000
-5.17158579,3.20271780,1.36390470,1.28174752,0.49300287,0.02044126,1.25317357,0.00000000
-5.16558279,3.34425202,1.42576110,1.35147524,0.51289537,0.02135801,1.28695255,0.00000000
-5.15957979,3.48374733,1.48431530,1.42167806,0.53123109,0.02217558,1.31952250,0.00000000
-5.15357679,3.61881300,1.53857381,1.49127222,0.54767768,0.02287889,1.35001409,0.00000000
-5.14757379,3.74712995,1.58761623,1.55919961,0.56193556,0.02345492,1.37757086,0.00000000
-5.14157079,3.86650485,1.63062223,1.62444519,0.57374735,0.02389303,1.40137884,0.00000000
-5.13556778,3.97492026,1.66689558,1.68605348,0.58290587,0.02418529,1.42069466,0.00000000
-5.12956478,4.07057892,1.69588444,1.74314355,0.58926045,0.02432672,1.43487071,0.00000000
-5.12356178,4.15194095,1.71719685,1.79492215,0.59272138,0.02431542,1.44337658,0.00000000
-5.11755878,4.21775283,1.73061117,1.84069483,0.59326214,0.02415257,1.44581589,0.00000000
-5.11155578,4.26706779,1.73608101,1.87987469,0.59091963,0.02384243,1.44193803,0.00000000
-5.10555278,4.29925747,1.73373472,1.91198892,0.58579224,0.02339211,1.43164465,0.00000000
-5.09954977,4.31401522,1.72386970,1.93668321,0.57803603,0.02281139,1.41499061,0.00000000
-5.09354677,4.31135184,1.70694203,1.95372417,0.56785920,0.02211234,1.39217995,0.00000000
-5.08754377,4.29158450,1.68355192,1.96300009,0.55551525,0.02130898,1.36355710,0.00000000
-5.08154077,4.25532024,1.65442604,1.96452021,0.54129499,0.02041685,1.32959402,0.00000000
-5.07553777,4.20343484,1.62039727,1.95841277,0.52551797,0.01945256,1.29087400,0.00000000
-5.06953477,4.13704841,1.58238288,1.94492203,0.50852350,0.01843334,1.24807291,0.00000000
-5.06353177,4.05749847,1.54136194,1.92440432,0.49066173,0.01737663,1.20193872,0.00000000
-5.05752876,3.96631141,1.49835256,1.89732314,0.47228498,0.01629961,1.15327020,0.00000000
-5.05152576,3.86517262,1.45438953,1.86424316,0.45373964,0.01521888,1.10289544,0.00000000
-5.04552276,3.75589587,1.41050297,1.82582299,0.43535879,0.01415013,1.05165087,0.00000000
-5.03951976,3.64039172,1.36769796,1.78280647,0.41745560,0.01310784,1.00036144,0.00000000
-5.03351676,3.52063516,1.32693564,1.73601216,0.40031771,0.01210509,0.94982226,0.00000000
-5.02751376,3.39863223,1.28911554,1.68632083,0.38420248,0.01115339,0.90078210,0.00000000
-5.02151076,3.27638543,1.25505940,1.63466073,0.36933322,0.01026258,0.85392893,0.00000000
-5.01550775,3.15585812,1.22549624,1.58199066,0.35589616,0.00944078,0.80987760,0.00000000
-5.00950475,3.03893778,1.20104884,1.52928075,0.34403843,0.00869437,0.76915978,0.00000000
-5.00350175,2.92739879,1.18222153,1.47749132,0.33386665,0.00802801,0.73221600,0.00000000
-4.99749875,2.82286510,1.16938964,1.42755027,0.32544637,0.00744469,0.69938991,0.00000000
-4.99149575,2.72677398,1.16279058,1.38032956,0.31880221,0.00694581,0.67092466,0.00000000
-4.98549275,2.64034183,1.16251711,1.33662158,0.31391869,0.00653129,0.64696130,0.00000000
-4.97948974,2.56453359,1.16851313,1.29711644,0.31074187,0.00619961,0.62753935,0.00000000
-4.97348674,2.50003718,1.18057247,1.26238120,0.30918170,0.00594799,0.61259928,0.00000000
-4.96748374,2.44724453,1.19834107,1.23284193,0.30911517,0.00577248,0.60198715,0.00000000
-4.96148074,2.40624072,1.22132325,1.20876995,0.31039036,0.00566808,0.59546124,0.00000000
-4.95547774,2.37680238,1.24889203,1.19027291,0.31283113,0.00562888,0.59270071,0.00000000
-4.94947474,2.35840640,1.28030410,1.17729156,0.31624279,0.00564822,0.59331626,0.00000000
-4.94347174,2.35024934,1.31471911,1.16960270,0.32041828,0.00571882,0.59686259,0.00000000
-4.93746873,2.35127763,1.35122320,1.16682867,0.32514509,0.00583295,0.60285251,0.00000000
-4.93146573,2.36022793,1.38885624,1.16845300,0.33021248,0.00598261,0.61077256,0.00000000
-4.92546273,2.37567659,1.42664200,1.17384211,0.33541894,0.00615972,0.62009952,0.00000000
-4.91945973,2.39609649,1.46362025,1.18227204,0.34057956,0.00635629,0.63031766,0.00000000
-4.91345673,2.41991909,1.49887958,1.19295935,0.34553313,0.00656463,0.64093597,0.00000000
-4.90745373,2.44559911,1.53158956,1.20509467,0.35014843,0.00677755,0.65150501,0.00000000
-4.90145073,2.47167903,1.56103079,1.21787758,0.35432976,0.00698855,0.66163254,0.00000000
-4.89544772,2.49685048,1.58662144,1.23055097,0.35802105,0.00719198,0.67099754,0.00000000
-4.88944472,2.52000944,1.60793875,1.24243348,0.36120860,0.00738323,0.67936188,0.00000000
-4.88344172,2.54030272,1.62473462,1.25294820,0.36392214,0.00755884,0.68657907,0.00000000
-4.87743872,2.55716326,1.63694400,1.26164637,0.36623403,0.00771659,0.69259989,0.00000000
-4.87143572,2.57033246,1.64468572,1.26822486,0.36825664,0.00785561,0.69747420,0.00000000
-4.86543272,2.57986824,1.64825553,1.27253648,0.37013803,0.00797633,0.70134916,0.00000000
-4.85942971,2.58613847,1.64811137,1.27459284,0.37205585,0.00808049,0.70446351,0.00000000
-4.85342671,2.58979990,1.64485162,1.27455947,0.37420988,0.00817109,0.70713832,0.00000000
-4.84742371,2.59176365,1.63918724,1.27274363,0.37681349,0.00825220,0.70976431,0.00000000
-4.84142071,2.59314893,1.63190918,1.26957547,0.38008423,0.00832888,0.71278642,0.00000000
-4.83541771,2.59522733,1.62385250,1.26558374,0.38423422,0.00840692,0.71668609,0.00000000
-4.82941471,2.59936044,1.61585911,1.26136712,0.38946057,0.00849269,0.72196204,0.00000000
-4.82341171,2.60693397,1.60874096,1.25756309,0.39593639,0.00859282,0.72911028,0.00000000
-4.81740870,2.61929156,1.60324539,1.25481563,0.40380278,0.00871404,0.73860422,0.00000000
-4.81140570,2.63767161,1.60002440,1.25374379,0.41316221,0.00886285,0.75087558,0.00000000
-4.80540270,2.66315017,1.59960935,1.25491246,0.42407358,0.00904536,0.76629694,0.00000000
-4.79939970,2.69659234,1.60239199,1.25880690,0.43654919,0.00926703,0.78516653,0.00000000
-4.79339670,2.73861463,1.60861288,1.26581222,0.45055380,0.00953249,0.80769578,0.00000000
-4.78739370,2.78955949,1.61835725,1.27619861,0.46600574,0.00984541,0.83400009,0.00000000
-4.78139070,2.84948290,1.63155833,1.29011285,0.48278001,0.01020837,0.86409293,0.00000000
-4.77538769,2.91815512,1.64800758,1.30757633,0.50071324,0.01062277,0.89788353,0.00000000
-4.76938469,2.99507396,1.66737096,1.32848917,0.51961003,0.01108881,0.93517785,0.00000000
-4.76338169,3.07948917,1.68920992,1.35264005,0.53925062,0.01160547,0.97568283,0.00000000
-4.75737869,3.17043627,1.71300584,1.37972085,0.55939911,0.01217055,1.01901337,0.00000000
-4.75137569,3.26677756,1.73818612,1.40934491,0.57981202,0.01278074,1.06470179,0.00000000
-4.74537269,3.36724771,1.76415057,1.44106788,0.60024661,0.01343167,1.11220912,0.00000000
-4.73936968,3.47050155,1.79029647,1.47440975,0.62046862,0.01411803,1.16093786,0.00000000
-4.73336668,3.57516138,1.81604095,1.50887680,0.64025889,0.01483367,1.21024546,0.00000000
-4.72736368,3.67986169,1.84083973,1.54398236,0.65941875,0.01557170,1.25945835,0.00000000
-4.72136068,3.78328919,1.86420136,1.57926534,0.67777378,0.01632464,1.30788584,0.00000000
-4.71535768,3.88421698,1.88569668,1.61430579,0.69517604,0.01708453,1.35483369,0.00000000
-4.70935468,3.98153157,1.90496342,1.64873689,0.71150458,0.01784303,1.39961702,0.00000000
-4.70335168,4.07425268,1.92170624,1.68225323,0.72666456,0.01859158,1.44157251,0.00000000
-4.69734867,4.16154571,1.93569299,1.71461521,0.74058507,0.01932151,1.48006966,0.00000000
-4.69134567,4.24272756,1.94674792,1.74564998,0.75321602,0.02002417,1.51452115,0.00000000
-4.68534267,4.31726672,1.95474294,1.77524921,0.76452449,0.02069109,1.54439231,0.00000000
-4.67933967,4.38477881,1.95958811,1.80336434,0.77449093,0.02131413,1.56920979,0.00000000
-4.67333667,4.44501886,1.96122244,1.82999995,0.78310554,0.02188563,1.58856930,0.00000000
-4.66733367,4.49787167,1.95960589,1.85520592,0.79036528,0.02239860,1.60214267,0.00000000
-4.66133067,4.54334146,1.95471361,1.87906901,0.79627180,0.02284690,1.60968393,0.00000000
-4.65532766,4.58154170,1.94653271,1.90170454,0.80083038,0.02322547,1.61103460,0.00000000
-4.64932466,4.61268584,1.93506210,1.92324843,0.80405016,0.02353045,1.60612784,0.00000000
-4.64332166,4.63707939,1.92031520,1.94385016,0.80594552,0.02375944,1.59499141,0.00000000
-4.63731866,4.65511324,1.90232533,1.96366653,0.80653854,0.02391162,1.57774926,0.00000000
-4.63131566,4.66725812,1.88115319,1.98285661,0.80586229,0.02398793,1.55462143,0.00000000
-4.62531266,4.67405972,1.85689567,2.00157746,0.80396478,0.02399117,1.52592225,0.00000000
-4.61930965,4.67613388,1.82969506,2.01998081,0.80091302,0.02392608,1.49205651,0.00000000
-4.61330665,4.67416119,1.79974788,2.03821028,0.79679691,0.02379935,1.45351369,0.00000000
-4.60730365,4.66888056,1.76731213,2.05639906,0.79173265,0.02361961,1.41086015,0.00000000
-4.60130065,4.66108114,1.73271241,2.07466794,0.78586514,0.02339728,1.36472949,0.00000000
-4.59529765,4.65159250,1.69634205,2.09312350,0.77936920,0.02314450,1.31581124,0.00000000
-4.58929465,4.64127287,1.65866176,2.11185649,0.77244937,0.02287482,1.26483820,0.00000000
-4.58329165,4.63099570,1.62019473,2.13094040,0.76533803,0.02260298,1.21257283,0.00000000
-4.57728864,4.62163487,1.58151798,2.15043032,0.75829203,0.02234453,1.15979318,0.00000000
-4.57128564,4.61404898,1.54325026,2.17036209,0.75158759,0.02211552,1.10727882,0.00000000
-4.56528264,4.60906535,1.50603701,2.19075205,0.74551384,0.02193203,1.05579716,0.00000000
-4.55927964,4.60746416,1.47053286,2.21159716,0.74036507,0.02180975,1.00609074,0.00000000
-4.55327664,4.60996335,1.43738254,2.23287583,0.73643205,0.02176355,0.95886572,0.00000000
-4.54727364,4.61720439,1.40720087,2.25454902,0.73399266,0.02180702,0.91478189,0.00000000
-4.54127064,4.62973935,1.38055289,2.27656186,0.73330220,0.02195201,0.87444435,0.00000000
-4.53526763,4.64801902,1.35793467,2.29884516,0.73458376,0.02220828,0.83839686,0.00000000
-4.52926463,4.67238225,1.33975592,2.32131683,0.73801893,0.02258306,0.80711685,0.00000000
-4.52326163,4.70304595,1.32632476,2.34388276,0.74373924,0.02308074,0.78101189,0.00000000
-4.51725863,4.74009584,1.31783555,2.36643682,0.75181868,0.02370261,0.76041735,0.00000000
-4.51125563,4.78347756,1.31436001,2.38885989,0.76226749,0.02444668,0.74559509,0.00000000
-4.50525263,4.83298823,1.31584224,2.41101764,0.77502758,0.02530747,0.73673282,0.00000000
-4.49924962,4.88826857,1.32209764,2.43275725,0.78996976,0.02627609,0.73394392,0.00000000
-4.49324662,4.94879610,1.33281609,2.45390300,0.80689301,0.02734017,0.73726760,0.00000000
-4.48724362,5.01387999,1.34756930,2.47425141,0.82552589,0.02848411,0.74666918,0.00000000
-4.48124062,5.08265862,1.36582228,2.49356615,0.84553028,0.02968926,0.76204059,0.00000000
-4.47523762,5.15410081,1.38694870,2.51157351,0.86650734,0.03093429,0.78320109,0.00000000
-4.46923462,5.22701196,1.41024985,2.52795918,0.88800587,0.03219563,0.80989845,0.00000000
-4.46323162,5.30004625,1.43497687,2.54236689,0.90953269,0.03344802,0.84181073,0.00000000
-4.45722861,5.37172559,1.46035542,2.55439980,0.93056512,0.03466506,0.87854890,0.00000000
-4.45122561,5.44046624,1.48561248,2.56362501,0.95056509,0.03581995,0.91966065,0.00000000
-4.44522261,5.50461293,1.51000420,2.56958154,0.96899446,0.03688612,0.96463542,0.00000000
-4.43921961,5.56248026,1.53284404,2.57179193,0.98533131,0.03783802,1.01291102,0.00000000
-4.43321661,5.61240034,1.55353010,2.56977723,0.99908633,0.03865182,1.06388160,0.00000000
-4.42721361,5.65277506,1.57157074,2.56307472,1.00981896,0.03930611,1.11690719,0.00000000
-4.42121061,5.68213094,1.58660724,2.55125789,1.01715253,0.03978251,1.17132440,0.00000000
-4.41520760,5.69917404,1.59843248,2.53395730,1.02078768,0.04006625,1.22645808,0.00000000
-4.40920460,5.70284194,1.60700474,2.51088141,1.02051365,0.04014659,1.28163355,0.00000000
-4.40320160,5.69235014,1.61245551,2.48183594,1.01621668,0.04001718,1.33618891,0.00000000
-4.39719860,5.66722984,1.61509082,2.44674049,1.00788514,0.03967618,1.38948687,0.00000000
-4.39119560,5.62735468,1.61538544,2.40564131,0.99561115,0.03912632,1.44092570,0.00000000
-4.38519260,5.57295445,1.61396978,2.35871914,0.97958834,0.03837480,1.48994877,0.00000000
-4.37918959,5.50461436,1.61160951,2.30629137,0.96010596,0.03743299,1.53605236,0.00000000
-4.37318659,5.42325932,1.60917840,2.24880824,0.93753922,0.03631607,1.57879134,0.00000000
-4.36718359,5.33012349,1.60762484,2.18684285,0.91233655,0.03504249,1.61778277,0.00000000
-4.36118059,5.22670618,1.60793337,2.12107537,0.88500392,0.03363338,1.65270729,0.00000000
-4.35517759,5.11471606,1.61108231,2.05227222,0.85608707,0.03211187,1.68330848,0.00000000
-4.34917459,4.99600619,1.61799922,1.98126099,0.82615233,0.03050239,1.70939047,0.00000000
-4.34317159,4.87250313,1.62951575,1.90890257,0.79576678,0.02882997,1.73081421,0.00000000
-4.33716858,4.74613347,1.64632410,1.83606163,0.76547866,0.02711949,1.74749285,0.00000000
-4.33116558,4.61875152,1.66893673,1.76357722,0.73579874,0.02539508,1.75938660,0.00000000
-4.32516258,4.49207173,1.69765140,1.69223471,0.70718356,0.02367953,1.76649776,0.00000000
-4.31915958,4.36760903,1.73252333,1.62274060,0.68002108,0.02199380,1.76886620,0.00000000
-4.31315658,4.24663005,1.77334589,1.55570132,0.65461942,0.02035661,1.76656569,0.00000000
-4.30715358,4.13011735,1.81964133,1.49160709,0.63119900,0.01878417,1.75970141,0.00000000
