energy_ev,total_up,Cd_p_up,Cd_d_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.60980490,0.52381343,0.35701689,0.04620204,0.14469989,0.07311980,0.01648416,0.08364710,0.23460209,0.00000000
-5.60380190,0.58590687,0.39594245,0.05180929,0.16198319,0.08243061,0.01842835,0.09269565,0.26241108,0.00000000
-5.59779890,0.65142593,0.43612759,0.05775354,0.18027359,0.09243929,0.02047450,0.10201761,0.29175897,0.00000000
-5.59179590,0.72000082,0.47714343,0.06400568,0.19948570,0.10313620,0.02260914,0.11150931,0.32248229,0.00000000
-5.58579290,0.79119501,0.51850828,0.07053023,0.21951835,0.11450601,0.02481641,0.12105468,0.35438798,0.00000000
-5.57978989,0.86451403,0.55969722,0.07728592,0.24025704,0.12652843,0.02707831,0.13052766,0.38725723,0.00000000
-5.57378689,0.93941685,0.60015410,0.08422651,0.26157691,0.13917928,0.02937512,0.13979506,0.42085049,0.00000000
-5.56778389,1.01532927,0.63930544,0.09130183,0.28334624,0.15243158,0.03168585,0.14871996,0.45491323,0.00000000
-5.56178089,1.09165913,0.67657584,0.09845894,0.30543021,0.16625680,0.03398881,0.15716548,0.48918249,0.00000000
-5.55577789,1.16781248,0.71140430,0.10564347,0.32769480,0.18062622,0.03626218,0.16499867,0.52339378,0.00000000
-5.54977489,1.24321017,0.74326078,0.11280103,0.35001066,0.19551217,0.03848471,0.17209459,0.55728818,0.00000000
-5.54377189,1.31730432,0.77166238,0.11987864,0.37225670,0.21088935,0.04063628,0.17834015,0.59061920,0.00000000
-5.53776888,1.38959382,0.79618832,0.12682615,0.39432339,0.22673602,0.04269863,0.18363774,0.62315930,0.00000000
-5.53176588,1.45963846,0.81649322,0.13359754,0.41611549,0.24303507,0.04465589,0.18790845,0.65470567,0.00000000
-5.52576288,1.52707109,0.83231796,0.14015218,0.43755412,0.25977513,0.04649516,0.19109459,0.68508524,0.00000000
-5.51975988,1.59160751,0.84349771,0.14645586,0.45857830,0.27695142,0.04820695,0.19316165,0.71415862,0.00000000
-5.51375688,1.65305382,0.84996686,0.15248166,0.47914568,0.29456677,0.04978550,0.19409938,0.74182302,0.00000000
-5.50775388,1.71131111,0.85176047,0.15821059,0.49923269,0.31263243,0.05122905,0.19392209,0.76801416,0.00000000
-5.50175088,1.76637760,0.84901248,0.16363194,0.51883414,0.33116905,0.05253991,0.19266809,0.79270706,0.00000000
-5.49574787,1.81834823,0.84195058,0.16874352,0.53796231,0.35020760,0.05372441,0.19039836,0.81591603,0.00000000
-5.48974487,1.86741200,0.83088819,0.17355149,0.55664570,0.36979044,0.05479274,0.18719443,0.83769378,0.00000000
-5.48374187,1.91384728,0.81621384,0.17807006,0.57492752,0.38997228,0.05575858,0.18315574,0.85812992,0.00000000
-5.47773887,1.95801524,0.79837859,0.18232095,0.59286403,0.41082121,0.05663870,0.17839634,0.87734886,0.00000000
-5.47173587,2.00035174,0.77788188,0.18633252,0.61052276,0.43241954,0.05745234,0.17304136,0.89550734,0.00000000
-5.46573287,2.04135763,0.75525657,0.19013888,0.62798073,0.45486430,0.05822054,0.16722319,0.91279142,0.00000000
-5.45972986,2.08158771,0.73105362,0.19377862,0.64532254,0.47826737,0.05896537,0.16107764,0.92941310,0.00000000
-5.45372686,2.12163816,0.70582711,0.19729348,0.66263836,0.50275481,0.05970906,0.15474012,0.94560645,0.00000000
-5.44772386,2.16213249,0.68011990,0.20072685,0.68002169,0.52846537,0.06047318,0.14834207,0.96162306,0.00000000
-5.44172086,2.20370571,0.65445048,0.20412211,0.69756677,0.55554778,0.06127771,0.14200770,0.97772684,0.00000000
-5.43571786,2.24698683,0.62930128,0.20752086,0.71536561,0.58415686,0.06214014,0.13585107,0.99418777,0.00000000
-5.42971486,2.29257945,0.60510863,0.21096117,0.73350440,0.61444804,0.06307469,0.12997373,1.01127478,0.00000000
-5.42371186,2.34104055,0.58225458,0.21447568,0.75205932,0.64657043,0.06409152,0.12446273,1.02924740,0.00000000
-5.41770885,2.39285769,0.56106048,0.21808987,0.77109176,0.68065846,0.06519608,0.11938922,1.04834632,0.00000000
-5.41170585,2.44842507,0.54178251,0.22182028,0.79064290,0.71682212,0.06638864,0.11480759,1.06878301,0.00000000
-5.40570285,2.50801905,0.52460896,0.22567305,0.81072792,0.75513625,0.06766391,0.11075498,1.09072853,0.00000000
-5.39969985,2.57177399,0.50965916,0.22964256,0.83133000,0.79562919,0.06901090,0.10725135,1.11430189,0.00000000
-5.39369685,2.63965952,0.49698407,0.23371047,0.85239445,0.83827128,0.07041297,0.10430000,1.13955855,0.00000000
-5.38769385,2.71146055,0.48656826,0.23784512,0.87382335,0.88296401,0.07184808,0.10188832,1.16647960,0.00000000
-5.38169085,2.78676126,0.47833327,0.24200142,0.89547110,0.92953022,0.07328932,0.09998906,1.19496220,0.00000000
-5.37568784,2.86493463,0.47214220,0.24612116,0.91714140,0.97770644,0.07470554,0.09856176,1.22481220,0.00000000
-5.36968484,2.94513854,0.46780538,0.25013398,0.93858600,1.02713768,0.07606228,0.09755447,1.25573942,0.00000000
-5.36368184,3.02631987,0.46508708,0.25395878,0.95950571,1.07737563,0.07732281,0.09690568,1.28735645,0.00000000
-5.35767884,3.10722709,0.46371310,0.25750577,0.97955374,1.12788051,0.07844929,0.09654640,1.31918120,0.00000000
-5.35167584,3.18643195,0.46337907,0.26067890,0.99834179,1.17802718,0.07940407,0.09640228,1.35064387,0.00000000
-5.34567284,3.26236018,0.46375943,0.26337881,1.01544872,1.22711536,0.08015095,0.09639590,1.38109820,0.00000000
-5.33966983,3.33333052,0.46451671,0.26550599,1.03043162,1.27438417,0.08065649,0.09644899,1.40983699,0.00000000
-5.33366683,3.39760121,0.46531113,0.26696420,1.04283908,1.31903040,0.08089118,0.09648460,1.43611150,0.00000000
-5.32766383,3.45342210,0.46581010,0.26766389,1.05222610,1.36023014,0.08083057,0.09642925,1.45915412,0.00000000
-5.32166083,3.49909064,0.46569743,0.26752556,1.05816993,1.39716284,0.08045610,0.09621482,1.47820339,0.00000000
-5.31565783,3.53300925,0.46468206,0.26648280,1.06028633,1.42903689,0.07975584,0.09578036,1.49253034,0.00000000
-5.30965483,3.55374157,0.46250585,0.26448496,1.05824521,1.45511563,0.07872491,0.09507357,1.50146503,0.00000000
-5.30365183,3.56006505,0.45895040,0.26149931,1.05178508,1.47474260,0.07736565,0.09405202,1.50442195,0.00000000
-5.29764882,3.55101739,0.45384244,0.25751253,1.04072536,1.48736475,0.07568753,0.09268403,1.50092314,0.00000000
-5.29164582,3.52593447,0.44705780,0.25253153,1.02497603,1.49255274,0.07370679,0.09094922,1.49061785,0.00000000
-5.28564282,3.48447814,0.43852370,0.24658349,1.00454407,1.49001711,0.07144585,0.08883868,1.47329772,0.00000000
-5.27963982,3.42665236,0.42821932,0.23971524,0.97953617,1.47961965,0.06893251,0.08635481,1.44890683,0.00000000
-5.27363682,3.35280703,0.41617472,0.23199189,0.95015785,1.46137951,0.06619898,0.08351075,1.41754607,0.00000000
-5.26763382,3.26362934,0.40246805,0.22349485,0.91670867,1.43547357,0.06328082,0.08032956,1.37947160,0.00000000
-5.26163082,3.16012328,0.38722140,0.21431937,0.87957406,1.40223139,0.06021579,0.07684307,1.33508765,0.00000000
-5.25562781,3.04357826,0.37059524,0.20457170,0.83921400,1.36212480,0.05704269,0.07309053,1.28493396,0.00000000
-5.24962481,2.91552868,0.35278201,0.19436592,0.79614928,1.31575279,0.05380031,0.06911708,1.22966856,0.00000000
-5.24362181,2.77770630,0.33399890,0.18382081,0.75094588,1.26382257,0.05052636,0.06497208,1.17004696,0.00000000
-5.23761881,2.63198790,0.31448033,0.17305670,0.70419831,1.20712761,0.04725664,0.06070746,1.10689851,0.00000000
-5.23161581,2.48034065,0.29447031,0.16219248,0.65651272,1.14652377,0.04402429,0.05637605,1.04110135,0.00000000
-5.22561281,2.32476758,0.27421513,0.15134297,0.60849050,1.08290470,0.04085925,0.05203000,0.97355707,0.00000000
-5.21960980,2.16725554,0.25395655,0.14061667,0.56071309,1.01717748,0.03778792,0.04771938,0.90516607,0.00000000
-5.21360680,2.00972765,0.23392576,0.13011395,0.51372853,0.95023953,0.03483296,0.04349089,0.83680484,0.00000000
-5.20760380,1.85400188,0.21433832,0.11992575,0.46804031,0.88295763,0.03201332,0.03938684,0.76930584,0.00000000
-5.20160080,1.70175699,0.19539018,0.11013278,0.42409879,0.81614983,0.02934436,0.03544437,0.70344074,0.00000000
-5.19559780,1.55450662,0.17725478,0.10080520,0.38229526,0.75057056,0.02683815,0.03169489,0.63990742,0.00000000
-5.18959480,1.41358170,0.16008137,0.09200274,0.34295879,0.68689939,0.02450383,0.02816378,0.57932090,0.00000000
-5.18359180,1.28012110,0.14399434,0.08377516,0.30635562,0.62573344,0.02234808,0.02487032,0.52220818,0.00000000
-5.17758879,1.15506980,0.12909356,0.07616309,0.27269082,0.56758323,0.02037555,0.02182782,0.46900684,0.00000000
-5.17158579,1.03918381,0.11545546,0.06919895,0.24211197,0.51287190,0.01858938,0.01904396,0.42006677,0.00000000
-5.16558279,0.93304040,0.10313488,0.06290810,0.21471423,0.46193716,0.01699162,0.01652125,0.37565480,0.00000000
-5.15957979,0.83705260,0.09216730,0.05730993,0.19054658,0.41503558,0.01558363,0.01425761,0.33596124,0.00000000
-5.15357679,0.75148630,0.08257130,0.05241893,0.16961851,0.37234864,0.01436640,0.01224701,0.30110793,0.00000000
-5.14757379,0.67647861,0.07435120,0.04824562,0.15190685,0.33398989,0.01334081,0.01048019,0.27115696,0.00000000
-5.14157079,0.61205627,0.06749952,0.04479727,0.13736229,0.30001271,0.01250772,0.00894535,0.24611938,0.00000000
-5.13556778,0.55815281,0.06199924,0.04207841,0.12591521,0.27041816,0.01186806,0.00762880,0.22596342,0.00000000
-5.12956478,0.51462360,0.05782570,0.04009103,0.11748051,0.24516239,0.01142274,0.00651563,0.21062163,0.00000000
-5.12356178,0.48125803,0.05494809,0.03883450,0.11196135,0.22416334,0.01117250,0.00559025,0.19999666,0.00000000
-5.11755878,0.45778854,0.05333038,0.03830525,0.10925159,0.20730646,0.01111769,0.00483689,0.19396535,0.00000000
-5.11155578,0.44389615,0.05293189,0.03849618,0.10923696,0.19444923,0.01125791,0.00424001,0.19238117,0.00000000
-5.10555278,0.43921270,0.05370729,0.03939583,0.11179507,0.18542457,0.01159170,0.00378465,0.19507485,0.00000000
-5.09954977,0.44332023,0.05560628,0.04098741,0.11679432,0.18004306,0.01211613,0.00345661,0.20185367,0.00000000
-5.09354677,0.45574792,0.05857296,0.04324778,0.12409201,0.17809420,0.01282638,0.00324272,0.21249942,0.00000000
-5.08754377,0.47596749,0.06254492,0.04614631,0.13353192,0.17934695,0.01371533,0.00313089,0.22676558,0.00000000
-5.08154077,0.50338779,0.06745241,0.04964395,0.14494161,0.18354966,0.01477325,0.00311019,0.24437409,0.00000000
-5.07553777,0.53734967,0.07321746,0.05369232,0.15812984,0.19042991,0.01598748,0.00317090,0.26501230,0.00000000
-5.06953477,0.57712193,0.07975324,0.05823309,0.17288436,0.19969441,0.01734220,0.00330443,0.28833048,0.00000000
-5.06353177,0.62189943,0.08696375,0.06319774,0.18897045,0.21102934,0.01881838,0.00350341,0.31394046,0.00000000
-5.05752876,0.67080393,0.09474393,0.06850756,0.20613050,0.22410134,0.02039374,0.00376154,0.34141576,0.00000000
-5.05152576,0.72288855,0.10298027,0.07407421,0.22408464,0.23855947,0.02204296,0.00407365,0.37029359,0.00000000
-5.04552276,0.77714609,0.11155200,0.07980068,0.24253296,0.25403815,0.02373795,0.00443563,0.40007895,0.00000000
-5.03951976,0.83252149,0.12033283,0.08558271,0.26115889,0.27016135,0.02544832,0.00484440,0.43025085,0.00000000
-5.03351676,0.88792827,0.12919322,0.09131074,0.27963420,0.28654782,0.02714192,0.00529791,0.46027074,0.00000000
-5.02751376,0.94226871,0.13800315,0.09687213,0.29762511,0.30281741,0.02878561,0.00579510,0.48959281,0.00000000
-5.02151076,0.99445698,0.14663525,0.10215391,0.31479958,0.31859825,0.03034600,0.00633591,0.51767597,0.00000000
-5.01550775,1.04344456,0.15496816,0.10704558,0.33083532,0.33353446,0.03179036,0.00692122,0.54399691,0.00000000
-5.00950475,1.08824671,0.16288996,0.11144220,0.34542832,0.34729422,0.03308755,0.00755281,0.56806382,0.00000000
-5.00350175,1.12796885,0.17030150,0.11524741,0.35830138,0.35957769,0.03420889,0.00823328,0.58943005,0.00000000
-4.99749875,1.16183170,0.17711947,0.11837639,0.36921230,0.37012448,0.03512911,0.00896598,0.60770704,0.00000000
-4.99149575,1.18919373,0.18327895,0.12075846,0.37796133,0.37872021,0.03582707,0.00975486,0.62257593,0.00000000
-4.98549275,1.20956999,0.18873545,0.12233945,0.38439744,0.38520191,0.03628652,0.01060431,0.63379713,0.00000000
-4.97948974,1.22264606,0.19346614,0.12308345,0.38842313,0.38946186,0.03649660,0.01151896,0.64121751,0.00000000
-4.97348674,1.22828667,0.19747038,0.12297409,0.38999749,0.39144969,0.03645222,0.01250352,0.64477459,0.00000000
-4.96748374,1.22653820,0.20076929,0.12201511,0.38913738,0.39117262,0.03615422,0.01356245,0.64449766,0.00000000
-4.96148074,1.21762518,0.20340464,0.12023035,0.38591656,0.38869373,0.03560938,0.01469985,0.64050566,0.00000000
-4.95547774,1.20194071,0.20543697,0.11766298,0.38046301,0.38412840,0.03483020,0.01591915,0.63300201,0.00000000
-4.94947474,1.18003146,0.20694303,0.11437421,0.37295436,0.37763911,0.03383447,0.01722295,0.62226647,0.00000000
-4.94347174,1.15257795,0.20801287,0.11044142,0.36361177,0.36942872,0.03264472,0.01861292,0.60864474,0.00000000
-4.93746873,1.12037104,0.20874656,0.10595578,0.35269260,0.35973276,0.03128754,0.02008965,0.59253603,0.00000000
-4.93146573,1.08428592,0.20925086,0.10101955,0.34048216,0.34881088,0.02979274,0.02165269,0.57437937,0.00000000
-4.92546273,1.04525469,0.20963599,0.09574318,0.32728491,0.33693812,0.02819245,0.02330065,0.55463945,0.00000000
-4.91945973,1.00423891,0.21001268,0.09024225,0.31341568,0.32439617,0.02652029,0.02503130,0.53379229,0.00000000
-4.91345673,0.96220311,0.21048958,0.08463443,0.29919100,0.31146513,0.02481035,0.02684186,0.51231181,0.00000000
-4.90745373,0.92009049,0.21117124,0.07903656,0.28492114,0.29841609,0.02309644,0.02872932,0.49065745,0.00000000
-4.90145073,0.87880137,0.21215660,0.07356197,0.27090295,0.28550471,0.02141121,0.03069079,0.46926353,0.00000000
-4.89544772,0.83917514,0.21353798,0.06831803,0.25741381,0.27296606,0.01978544,0.03272388,0.44853051,0.00000000
-4.88944472,0.80197592,0.21540064,0.06340407,0.24470664,0.26101077,0.01824748,0.03482711,0.42881832,0.00000000
-4.88344172,0.76788196,0.21782258,0.05890969,0.23300622,0.24982252,0.01682273,0.03700022,0.41044185,0.00000000
-4.87743872,0.73747864,0.22087465,0.05491332,0.22250658,0.23955673,0.01553325,0.03924447,0.39366836,0.00000000
-4.87143572,0.71125464,0.22462066,0.05148127,0.21336943,0.23034037,0.01439750,0.04156275,0.37871669,0.00000000
-4.86543272,0.68960072,0.22911742,0.04866698,0.20572352,0.22227273,0.01343019,0.04395960,0.36575791,0.00000000
-4.85942971,0.67281067,0.23441448,0.04651065,0.19966462,0.21542681,0.01264219,0.04644108,0.35491708,0.00000000
-4.85342671,0.66108353,0.24055354,0.04503905,0.19525611,0.20985127,0.01204052,0.04901441,0.34627574,0.00000000
-4.84742371,0.65452691,0.24756731,0.04426552,0.19252984,0.20557257,0.01162844,0.05168750,0.33987485,0.00000000
-4.84142071,0.65316057,0.25547802,0.04419022,0.19148725,0.20259723,0.01140556,0.05446829,0.33571780,0.00000000
-4.83541771,0.65692027,0.26429550,0.04480041,0.19210049,0.20091400,0.01136799,0.05736401,0.33377339,0.00000000
-4.82941471,0.66566158,0.27401485,0.04607095,0.19431374,0.20049595,0.01150855,0.06038033,0.33397854,0.00000000
-4.82341171,0.67916369,0.28461420,0.04796485,0.19804439,0.20130234,0.01181695,0.06352055,0.33624078,0.00000000
-4.81740870,0.69713348,0.29605242,0.05043404,0.20318441,0.20328030,0.01228008,0.06678475,0.34044052,0.00000000
-4.81140570,0.71921012,0.30826723,0.05342015,0.20960191,0.20636647,0.01288226,0.07016919,0.34643322,0.00000000
-4.80540270,0.74497056,0.32117405,0.05685563,0.21714284,0.21048864,0.01360554,0.07366578,0.35405170,0.00000000
-4.79939970,0.77393628,0.33466555,0.06066490,0.22563325,0.21556743,0.01443010,0.07726188,0.36310860,0.00000000
-4.79339670,0.80558181,0.34861245,0.06476580,0.23488188,0.22151824,0.01533453,0.08094032,0.37339949,0.00000000
-4.78739370,0.83934509,0.36286540,0.06907124,0.24468346,0.22825348,0.01629636,0.08467981,0.38470637,0.00000000
-4.78139070,0.87463991,0.37725826,0.07349099,0.25482252,0.23568514,0.01729246,0.08845561,0.39680209,0.00000000
-4.77538769,0.91087034,0.39161257,0.07793374,0.26507791,0.24372771,0.01829952,0.09224057,0.40945537,0.00000000
-4.76938469,0.94744684,0.40574315,0.08230924,0.27522774,0.25230152,0.01929465,0.09600636,0.42243655,0.00000000
-4.76338169,0.98380366,0.41946455,0.08653056,0.28505485,0.26133621,0.02025583,0.09972496,0.43552387,0.00000000
-4.75737869,1.01941672,0.43259809,0.09051632,0.29435238,0.27077440,0.02116250,0.10337021,0.44850998,0.00000000
-4.75137569,1.05382127,0.44497912,0.09419291,0.30292945,0.28057524,0.02199607,0.10691934,0.46120847,0.00000000
-4.74537269,1.08662843,0.45646385,0.09749645,0.31061646,0.29071772,0.02274034,0.11035449,0.47345999,0.00000000
-4.73936968,1.11753952,0.46693566,0.10037458,0.31726992,0.30120356,0.02338198,0.11366385,0.48513757,0.00000000
-4.73336668,1.14635738,0.47631013,0.10278787,0.32277647,0.31205931,0.02391078,0.11684259,0.49615093,0.00000000
-4.72736368,1.17299395,0.48453861,0.10471070,0.32705575,0.32333772,0.02431992,0.11989331,0.50644920,0.00000000
-4.72136068,1.19747326,0.49160999,0.10613185,0.33006221,0.33511804,0.02460603,0.12282602,0.51602208,0.00000000
-4.71535768,1.21992974,0.49755042,0.10705435,0.33178537,0.34750525,0.02476919,0.12565755,0.52489908,0.00000000
-4.70935468,1.24060154,0.50242107,0.10749489,0.33224888,0.36062826,0.02481276,0.12841054,0.53314694,0.00000000
-4.70335168,1.25981913,0.50631387,0.10748274,0.33150799,0.37463689,0.02474310,0.13111183,0.54086523,0.00000000
-4.69734867,1.27798963,0.50934548,0.10705809,0.32964600,0.38969799,0.02456918,0.13379051,0.54818043,0.00000000
-4.69134567,1.29557774,0.51164997,0.10627008,0.32676949,0.40599069,0.02430207,0.13647565,0.55523867,0.00000000
-4.68534267,1.31308394,0.51337037,0.10517448,0.32300288,0.42370090,0.02395440,0.13919387,0.56219770,0.00000000
-4.67933967,1.33102146,0.51464991,0.10383117,0.31848243,0.44301547,0.02353975,0.14196689,0.56921836,0.00000000
-4.67333667,1.34989285,0.51562325,0.10230157,0.31335016,0.46411596,0.02307200,0.14480918,0.57645617,0.00000000
-4.66733367,1.37016752,0.51640848,0.10064615,0.30774794,0.48717251,0.02256474,0.14772602,0.58405351,0.00000000
-4.66133067,1.39226132,0.51710016,0.09892206,0.30181210,0.51233762,0.02203072,0.15071192,0.59213266,0.00000000
-4.65532766,1.41651903,0.51776407,0.09718113,0.29566881,0.53974039,0.02148133,0.15374965,0.60079027,0.00000000
-4.64932466,1.44320058,0.51843383,0.09546820,0.28943049,0.56948091,0.02092623,0.15680991,0.61009335,0.00000000
-4.64332166,1.47247132,0.51910970,0.09381990,0.28319338,0.60162527,0.02037308,0.15985177,0.62007697,0.00000000
