energy_ev,total_up,N_s_up,N_p_up,Na_s_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.84392196,8.62613462,0.01821902,3.01611755,0.12729925,0.05865391,2.24425087,7.15157386,2.37561696
-5.83791896,8.66220258,0.01860131,2.97164974,0.13494619,0.06155806,2.31509328,7.19433399,2.33440150
-5.83191596,8.67366479,0.01889422,2.91717620,0.14253363,0.06457644,2.38004628,7.21100539,2.28838163
-5.82591296,8.65993598,0.01909768,2.85299380,0.14998209,0.06764919,2.43842491,7.20084379,2.23796223
-5.81990995,8.62092721,0.01921398,2.77955807,0.15721257,0.07071867,2.48970901,7.16360114,2.18360066
-5.81390695,8.55703696,0.01924763,2.69747371,0.16414761,0.07373003,2.53354717,7.09952117,2.12579933
-5.80790395,8.46913077,0.01920522,2.60748167,0.17071236,0.07663180,2.56975621,7.00932221,2.06509841
-5.80190095,8.35851019,0.01909515,2.51044295,0.17683579,0.07937656,2.59831673,6.89416776,2.00206828
-5.79589795,8.22687217,0.01892733,2.40731944,0.18245196,0.08192157,2.61936495,6.75562615,1.93730197
-5.78989495,8.07626042,0.01871280,2.29915235,0.18750130,0.08422940,2.63318164,6.59562082,1.87140756
-5.78389195,7.90901061,0.01846336,2.18703875,0.19193186,0.08626856,2.64017861,6.41637333,1.80500054
-5.77788894,7.72769130,0.01819117,2.07210725,0.19570058,0.08801402,2.64088344,6.22034128,1.73869622
-5.77188594,7.53504276,0.01790829,1.95549328,0.19877437,0.08944773,2.63592305,6.01015371,1.67310243
-5.76588294,7.33391543,0.01762638,1.83831510,0.20113103,0.09055890,2.62600656,5.78854601,1.60881236
-5.75987994,7.12720981,0.01735628,1.72165128,0.20276006,0.09134428,2.61190790,5.55829689,1.54639779
-5.75387694,6.91781912,0.01710773,1.60652027,0.20366305,0.09180809,2.59444827,5.32216891,1.48640281
-5.74787394,6.70857569,0.01688912,1.49386284,0.20385391,0.09196197,2.57447878,5.08285446,1.42933786
-5.74187094,6.50220174,0.01670726,1.38452771,0.20335863,0.09182449,2.55286307,4.84292806,1.37567424
-5.73586793,6.30126482,0.01656727,1.27926072,0.20221482,0.09142065,2.53046001,4.60480577,1.32583900
-5.72986493,6.10813782,0.01647246,1.17869767,0.20047071,0.09078101,2.50810626,4.37071201,1.28021010
-5.72386193,5.92496343,0.01642437,1.08336073,0.19818395,0.08994072,2.48659862,4.14265369,1.23911178
-5.71785893,5.75362257,0.01642271,0.99365824,0.19541993,0.08893831,2.46667627,3.92240135,1.20281012
-5.71185593,5.59570679,0.01646550,0.90988756,0.19224990,0.08781438,2.44900277,3.71147671,1.17150867
-5.70585293,5.45249423,0.01654914,0.83224057,0.18874880,0.08661016,2.43414824,3.51114608,1.14534424
-5.69984992,5.32492942,0.01666855,0.76081136,0.18499289,0.08536601,2.42257208,3.32241886,1.12438304
-5.69384692,5.21360729,0.01681736,0.69560556,0.18105738,0.08411998,2.41460670,3.14605052,1.10861715
-5.68784392,5.11876198,0.01698810,0.63655099,0.17701398,0.08290638,2.41044319,2.98254967,1.09796175
-5.68184092,5.04026137,0.01717238,0.58350895,0.17292862,0.08175451,2.41011959,2.83218858,1.09225338
-5.67583792,4.97760851,0.01736113,0.53628598,0.16885929,0.08068758,2.41351272,2.69501700,1.09124964
-5.66983492,4.92995086,0.01754481,0.49464563,0.16485433,0.07972183,2.42033447,2.57087905,1.09463065
-5.66383192,4.89609860,0.01771370,0.45832000,0.16095092,0.07886601,2.43013328,2.45943298,1.10200263
-5.65782891,4.87455248,0.01785806,0.42702081,0.15717420,0.07812107,2.44230136,2.36017376,1.11290392
-5.65182591,4.86354182,0.01796845,0.40044986,0.15353680,0.07748029,2.45608808,2.27245809,1.12681358
-5.64582291,4.86107232,0.01803594,0.37830869,0.15003892,0.07692965,2.47061937,2.19553173,1.14316254
-5.63981991,4.86498294,0.01805233,0.36030731,0.14666900,0.07644857,2.48492295,2.12855856,1.16134721
-5.63381691,4.87301031,0.01801040,0.34617186,0.14340483,0.07601093,2.49795854,2.07065072,1.18074509
-5.62781391,4.88285862,0.01790410,0.33565109,0.14021520,0.07558630,2.50865197,2.02089903,1.20073197
-5.62181091,4.89227232,0.01772873,0.32852152,0.13706188,0.07514136,2.51593190,1.97840269,1.22069990
-5.61580790,4.89910846,0.01748108,0.32459104,0.13390195,0.07464147,2.51876749,1.94229714,1.24007514
-5.60980490,4.90140536,0.01715954,0.32370094,0.13069022,0.07405221,2.51620515,1.91177887,1.25833519
-5.60380190,4.89744419,0.01676417,0.32572607,0.12738184,0.07334095,2.50740291,1.88612611,1.27502391
-5.59779890,4.88580035,0.01629669,0.33057320,0.12393472,0.07247825,2.49166033,1.86471429,1.28976398
-5.59179590,4.86538187,0.01576043,0.33817737,0.12031181,0.07143912,2.46844291,1.84702541,1.30226571
-5.58579290,4.83545272,0.01516030,0.34849631,0.11648310,0.07020403,2.43739950,1.83265086,1.31233184
-5.57978989,4.79563990,0.01450256,0.36150306,0.11242720,0.06875969,2.39837223,1.82128733,1.31985786
-5.57378689,4.74592386,0.01379471,0.37717696,0.10813250,0.06709942,2.35139842,1.81272603,1.32482778
-5.56778389,4.68661303,0.01304522,0.39549327,0.10359779,0.06522338,2.29670473,1.80683588,1.32730553
-5.56178089,4.61830396,0.01226331,0.41641194,0.09883243,0.06313833,2.23469415,1.80354144,1.32742253
-5.55577789,4.54182977,0.01145866,0.43986596,0.09385594,0.06085726,2.16592668,1.80279715,1.32536213
-5.54977489,4.45819988,0.01064112,0.46574996,0.08869723,0.05839868,2.09109510,1.80455921,1.32134187
-5.54377189,4.36853495,0.00982051,0.49390966,0.08339336,0.05578575,2.01099731,1.80875719,1.31559470
-5.53776888,4.27400074,0.00900627,0.52413287,0.07798810,0.05304532,1.92650684,1.81526702,1.30835033
-5.53176588,4.17574508,0.00820733,0.55614266,0.07253015,0.05020683,1.83854317,1.82388733,1.29981791
-5.52576288,4.07484148,0.00743185,0.58959342,0.06707138,0.04730124,1.74804340,1.83432080,1.29017112
-5.51975988,3.97224252,0.00668709,0.62407016,0.06166496,0.04435996,1.65593663,1.84616193,1.27953673
-5.51375688,3.86874570,0.00597933,0.65909144,0.05636365,0.04141386,1.56312198,1.85889233,1.26798730
-5.50775388,3.76497313,0.00531378,0.69411621,0.05121824,0.03849249,1.47045118,1.87188404,1.25553840
-5.50175088,3.66136607,0.00469459,0.72855441,0.04627621,0.03562333,1.37871602,1.88441118,1.24215087
-5.49574787,3.55819384,0.00412487,0.76178113,0.04158070,0.03283125,1.28864079,1.89566935,1.22773754
-5.48974487,3.45557628,0.00360678,0.79315395,0.03716978,0.03013822,1.20087945,1.90480206,1.21217444
-5.48374187,3.35351766,0.00314163,0.82203269,0.03307609,0.02756306,1.11601715,1.91093291,1.19531550
-5.47773887,3.25194965,0.00273001,0.84780084,0.02932670,0.02512146,1.03457525,1.91320172,1.17700999
-5.47173587,3.15078043,0.00237196,0.86988776,0.02594336,0.02282607,0.95701918,1.91080293,1.15712166
-5.46573287,3.04994651,0.00206710,0.88779039,0.02294293,0.02068670,0.88376825,1.90302397,1.13554837
-5.45972986,2.94946425,0.00181485,0.90109376,0.02033805,0.01871069,0.81520637,1.88928176,1.11224102
-5.45372686,2.84947774,0.00161455,0.90948900,0.01813788,0.01690322,0.75169302,1.86915525,1.08722078
-5.44772386,2.75030024,0.00146564,0.91278801,0.01634896,0.01526769,0.69357359,1.84241229,1.06059346
-5.44172086,2.65244688,0.00136779,0.91093408,0.01497610,0.01380620,0.64118849,1.80902933,1.03256028
-5.43571786,2.55665663,0.00132103,0.90400785,0.01402312,0.01251983,0.59488049,1.76920307,1.00342425
-5.42971486,2.46390238,0.00132581,0.89222815,0.01349360,0.01140904,0.55499992,1.72335325,0.97359197
-5.42371186,2.37538853,0.00138312,0.87594778,0.01339138,0.01047395,0.52190743,1.67211649,0.94357036
-5.41770885,2.29253598,0.00149447,0.85564430,0.01372091,0.00971455,0.49597419,1.61633158,0.91395864
-5.41170585,2.21695523,0.00166190,0.83190619,0.01448743,0.00913089,0.47757945,1.55701677,0.88543576
-5.40570285,2.15040849,0.00188797,0.80541500,0.01569680,0.00872316,0.46710552,1.49534016,0.85874358
-5.39969985,2.09476247,0.00217568,0.77692425,0.01735521,0.00849171,0.46493032,1.43258463,0.83466678
-5.39369685,2.05193345,0.00252835,0.74723604,0.01946862,0.00843703,0.47141751,1.37010870,0.81400996
-5.38769385,2.02382686,0.00294953,0.71717621,0.02204203,0.00855967,0.48690472,1.30930507,0.79757297
-5.38169085,2.01227341,0.00344278,0.68756919,0.02507854,0.00886008,0.51168991,1.25155848,0.78612524
-5.37568784,2.01896408,0.00401154,0.65921339,0.02857833,0.00933841,0.54601641,1.19820439,0.78038023
-5.36968484,2.04538616,0.00465892,0.63285813,0.03253757,0.00999435,0.59005705,1.15049011,0.78097062
-5.36368184,2.09276243,0.00538744,0.60918273,0.03694729,0.01082685,0.64389779,1.10953943,0.78842529
-5.35767884,2.16199565,0.00619886,0.58877861,0.04179234,0.01183390,0.70752161,1.07632200,0.80314880
-5.35167584,2.25361992,0.00709393,0.57213465,0.04705045,0.01301228,0.78079311,1.05162802,0.82540390
-5.34567284,2.36776088,0.00807217,0.55962625,0.05269146,0.01435736,0.86344465,1.03604897,0.85529790
-5.33966983,2.50410589,0.00913172,0.55150822,0.05867677,0.01586284,0.95506471,1.02996453,0.89277303
-5.33366683,2.66188544,0.01026913,0.54791142,0.06495915,0.01752065,1.05508913,1.03353577,0.93760130
-5.32766383,2.83986662,0.01147926,0.54884312,0.07148274,0.01932075,1.16279598,1.04670458,0.98938405
-5.32166083,3.03635931,0.01275520,0.55419068,0.07818353,0.02125113,1.27730465,1.06919893,1.04755612
-5.31565783,3.24923506,0.01408824,0.56372830,0.08499010,0.02329772,1.39757973,1.10054358,1.11139467
-5.30965483,3.47595891,0.01546791,0.57712649,0.09182474,0.02544449,1.52243989,1.14007585,1.18003237
-5.30365183,3.71363332,0.01688209,0.59396367,0.09860493,0.02767355,1.65057210,1.18696565,1.25247484
-5.29764882,3.95905368,0.01831716,0.61373954,0.10524503,0.02996533,1.78055117,1.24023938,1.32762161
-5.29164582,4.20877396,0.01975824,0.63588986,0.11165826,0.03229883,1.91086422,1.29880690,1.40429032
-5.28564282,4.45918110,0.02118949,0.65980199,0.11775884,0.03465198,2.03993975,1.36149090,1.48124345
-5.27963982,4.70657631,0.02259445,0.68483098,0.12346414,0.03700195,2.16618058,1.42705803,1.55721686
-5.27363682,4.94726093,0.02395643,0.71031580,0.12869693,0.03932569,2.28799972,1.49425095,1.63094941
-5.26763382,5.17762465,0.02525894,0.73559521,0.13338744,0.04160034,2.40385805,1.56182068,1.70121281
-5.26163082,5.39423347,0.02648613,0.76002321,0.13747533,0.04380375,2.51230270,1.62855827,1.76684104
-5.25562781,5.59391470,0.02762324,0.78298352,0.14091134,0.04591508,2.61200461,1.69332523,1.82675827
-5.24962481,5.77383649,0.02865700,0.80390308,0.14365861,0.04791527,2.70179413,1.75508170,1.88000475
-5.24362181,5.93157914,0.02957607,0.82226406,0.14569372,0.04978762,2.78069310,1.81291174,1.92575971
-5.23761881,6.06519601,0.03037136,0.83761448,0.14700713,0.05151827,2.84794228,1.86604487,1.96336084
-5.23161581,6.17326187,0.03103630,0.84957687,0.14760334,0.05309663,2.90302306,1.91387333,1.99231959
-5.22561281,6.25490697,0.03156708,0.85785521,0.14750050,0.05451581,2.94567232,1.95596426,2.01233196
-5.21960980,6.30983572,0.03196272,0.86223963,0.14672965,0.05577289,2.97589007,1.99206661,2.02328442
-5.21360680,6.33832905,0.03222515,0.86260908,0.14533348,0.05686911,2.99393924,2.02211233,2.02525484
-5.20760380,6.34123052,0.03235908,0.85893170,0.14336482,0.05781002,3.00033767,2.04621183,2.01850840
-5.20160080,6.31991650,0.03237187,0.85126303,0.14088484,0.05860540,2.99584247,2.06464390,2.00348856
-5.19559780,6.27625142,0.03227328,0.83974199,0.13796095,0.05926914,2.98142731,2.07784036,1.98080352
-5.18959480,6.21252966,0.03207513,0.82458486,0.13466471,0.05981899,2.95825352,2.08636606,1.95120845
-5.18359180,6.13140620,0.03179091,0.80607742,0.13106961,0.06027612,2.92763585,2.09089506,1.91558418
-5.17758879,6.03581821,0.03143538,0.78456536,0.12724895,0.06066464,2.89100445,2.09218380,1.87491290
-5.17158579,5.92890060,0.03102409,0.76044348,0.12327381,0.06101100,2.84986404,2.09104251,1.83025175
-5.16558279,5.81389808,0.03057292,0.73414381,0.11921132,0.06134328,2.80575214,2.08830570,1.78270490
-5.15957979,5.69407678,0.03009764,0.70612321,0.11512311,0.06169042,2.76019733,2.08480316,1.73339516
-5.15357679,5.57263816,0.02961351,0.67685068,0.11106415,0.06208138,2.71467924,2.08133224,1.68343569
-5.14757379,5.45263776,0.02913488,0.64679492,0.10708196,0.06254432,2.67059119,2.07863247,1.63390279
-5.14157079,5.33691097,0.02867493,0.61641244,0.10321612,0.06310573,2.62920666,2.07736335,1.58581026
-5.13556778,5.22800764,0.02824536,0.58613662,0.09949827,0.06378957,2.59165026,2.07808572,1.54008613
-5.12956478,5.12813697,0.02785629,0.55636792,0.09595236,0.06461644,2.55887379,2.08124715,1.49755209
-5.12356178,5.03912346,0.02751612,0.52746570,0.09259530,0.06560285,2.53163770,2.08717152,1.45890619
-5.11755878,4.96237447,0.02723148,0.49974158,0.08943778,0.06676051,2.51049805,2.09605266,1.42470902
-5.11155578,4.89885939,0.02700730,0.47345461,0.08648537,0.06809577,2.49579886,2.10795181,1.39537351
-5.10555278,4.84910017,0.02684682,0.44880820,0.08373969,0.06960908,2.48766961,2.12279865,1.37115866
-5.09954977,4.81317274,0.02675174,0.42594891,0.08119964,0.07129474,2.48602763,2.14039541,1.35216690
-5.09354677,4.79071859,0.02672232,0.40496678,0.07886257,0.07314062,2.49058501,2.16042369,1.33834544
-5.08754377,4.78096570,0.02675754,0.38589731,0.07672541,0.07512818,2.50085954,2.18245348,1.32949109
-5.08154077,4.78275816,0.02685523,0.36872476,0.07478550,0.07723262,2.51618957,2.20595426,1.32525873
-5.07553777,4.79459360,0.02701220,0.35338658,0.07304137,0.07942318,2.53575221,2.23030763,1.32517313
-5.06953477,4.81466771,0.02722440,0.33977882,0.07149304,0.08166377,2.55858483,2.25482164,1.32864375
-5.06353177,4.84092511,0.02748695,0.32776229,0.07014228,0.08391363,2.58360948,2.27874646,1.33498252
-5.05752876,4.87111573,0.02779432,0.31716910,0.06899235,0.08612828,2.60966002,2.30129150,1.34342400
-5.05152576,4.90285600,0.02814033,0.30780963,0.06804763,0.08826066,2.63551164,2.32164389,1.35314764
-5.04552276,4.93369358,0.02851828,0.29947952,0.06731300,0.09026239,2.65991239,2.33898825,1.36330162
-5.03951976,4.96117474,0.02892095,0.29196657,0.06679291,0.09208512,2.68161619,2.35252754,1.37302771
-5.03351676,4.98291267,0.02934069,0.28505743,0.06649048,0.09368204,2.69941667,2.36150482,1.38148651
-5.02751376,4.99665513,0.02976949,0.27854388,0.06640644,0.09500937,2.71218100,2.36522523,1.38788224
-5.02151076,5.00034961,0.03019903,0.27222854,0.06653813,0.09602777,2.71888267,2.36307790,1.39148648
-5.01550775,4.99220363,0.03062077,0.26593000,0.06687854,0.09670379,2.71863227,2.35455665,1.39165987
-5.00950475,4.97073822,0.03102608,0.25948714,0.06741553,0.09701102,2.71070485,2.33927899,1.38787106
-5.00350175,4.93483227,0.03140632,0.25276267,0.06813131,0.09693112,2.69456289,2.31700214,1.37971211
-4.99749875,4.88375574,0.03175299,0.24564575,0.06900205,0.09645455,2.66987359,2.28763535,1.36690975
-4.99149575,4.81719014,0.03205785,0.23805364,0.06999795,0.09558100,2.63651964,2.25124758,1.34933188
-4.98549275,4.73523491,0.03231308,0.22993251,0.07108350,0.09431946,2.59460270,2.20806978,1.32698906
-4.97948974,4.63839920,0.03251145,0.22125719,0.07221813,0.09268800,2.54443911,2.15849146,1.30003087
-4.97348674,4.52757903,0.03264639,0.21203007,0.07335709,0.09071309,2.48654795,2.10305118,1.26873720
-4.96748374,4.40402056,0.03271220,0.20227921,0.07445264,0.08842877,2.42163166,2.04242124,1.23350489
-4.96148074,4.26927104,0.03270414,0.19205566,0.07545551,0.08587537,2.35055006,1.97738697,1.19483029
-4.95547774,4.12511948,0.03261850,0.18143021,0.07631634,0.08309809,2.27428882,1.90882145,1.15328855
-4.94947474,3.97352988,0.03245272,0.17048970,0.07698743,0.08014548,2.19392390,1.83765684,1.10951060
-4.94347174,3.81656989,0.03220543,0.15933300,0.07742430,0.07706770,2.11058349,1.76485343,1.06415884
-4.93746873,3.65633850,0.03187648,0.14806685,0.07758729,0.07391490,2.02540940,1.69136816,1.01790275
-4.93146573,3.49489589,0.03146695,0.13680182,0.07744299,0.07073564,1.93951954,1.61812382,0.97139545
-4.92546273,3.33419863,0.03097913,0.12564838,0.07696544,0.06757547,1.85397336,1.54598066,0.92525226
-4.91945973,3.17604316,0.03041649,0.11471336,0.07613707,0.06447569,1.76974167,1.47571154,0.88003216
-4.91345673,3.02201971,0.02978364,0.10409685,0.07494936,0.06147245,1.68768215,1.40798184,0.83622275
-4.90745373,2.87347829,0.02908623,0.09388972,0.07340307,0.05859605,1.60852143,1.34333485,0.79422940
-4.90145073,2.73150773,0.02833090,0.08417164,0.07150824,0.05587068,1.53284427,1.28218325,0.75436861
-4.89544772,2.59692804,0.02752519,0.07500989,0.06928378,0.05331434,1.46108993,1.22480665,0.71686572
-4.88944472,2.47029539,0.02667742,0.06645874,0.06675671,0.05093917,1.39355548,1.17135511,0.68185672
-4.88344172,2.35191878,0.02579665,0.05855944,0.06396126,0.04875198,1.33040549,1.12185809,0.64939376
-4.87743872,2.24188659,0.02489255,0.05134082,0.06093759,0.04675508,1.27168704,1.07623805,0.61945379
-4.87143572,2.14010110,0.02397532,0.04482036,0.05773045,0.04494717,1.21734915,1.03432774,0.59194959
-4.86543272,2.04631857,0.02305564,0.03900563,0.05438776,0.04332450,1.16726514,0.99589009,0.56674254
-4.85942971,1.96019257,0.02214462,0.03389608,0.05095906,0.04188195,1.12125683,0.96063946,0.54365629
-4.85342671,1.88131811,0.02125369,0.02948491,0.04749413,0.04061419,1.07911906,0.92826338,0.52249060
-4.84742371,1.80927455,0.02039462,0.02576115,0.04404163,0.03951681,1.04064347,0.89844334,0.50303475
-4.84142071,1.74366513,0.01957944,0.02271159,0.04064792,0.03858728,1.00564044,0.87087412,0.48507983
-4.83541771,1.68415159,0.01882047,0.02032265,0.03735604,0.03782580,0.97395815,0.84528058,0.46842955
-4.82941471,1.63048260,0.01813022,0.01858203,0.03420492,0.03723598,0.94549813,0.82143155,0.45290921
-4.82341171,1.58251499,0.01752142,0.01748007,0.03122881,0.03682531,0.92022676,0.79915025,0.43837253
-4.81740870,1.54022721,0.01700692,0.01701077,0.02845697,0.03660536,0.89818230,0.77832119,0.42470645
-4.81140570,1.50372480,0.01659963,0.01717239,0.02591342,0.03659181,0.87947733,0.75889343,0.41183362
-4.80540270,1.47323780,0.01631244,0.01796770,0.02361709,0.03680412,0.86429651,0.74088023,0.39971294
-4.79939970,1.44911043,0.01615802,0.01940368,0.02158191,0.03726507,0.85288989,0.72435540,0.38833817
-4.79339670,1.43178340,0.01614865,0.02149093,0.01981713,0.03799995,0.84556190,0.70944657,0.37773482
-4.78739370,1.42176974,0.01629593,0.02424247,0.01832770,0.03903558,0.84265645,0.69632580,0.36795563
-4.78139070,1.41962472,0.01661050,0.02767230,0.01711464,0.04039910,0.84453858,0.68519786,0.35907481
-4.77538769,1.42591108,0.01710165,0.03179354,0.01617546,0.04211656,0.85157324,0.67628679,0.35118144
-4.76938469,1.44116066,0.01777687,0.03661631,0.01550452,0.04421144,0.86410193,0.66982100,0.34437215
-4.76338169,1.46583371,0.01864141,0.04214541,0.01509339,0.04670296,0.88241785,0.66601774,0.33874353
-4.75737869,1.50027743,0.01969778,0.04837785,0.01493108,0.04960446,0.90674067,0.66506719,0.33438438
-4.75137569,1.54468538,0.02094522,0.05530051,0.01500427,0.05292179,0.93719170,0.66711691,0.33136818
-4.74537269,1.59905942,0.02237930,0.06288779,0.01529746,0.05665176,0.97377063,0.67225732,0.32974612
-4.73936968,1.66317597,0.02399142,0.07109964,0.01579307,0.06078078,1.01633497,0.68050856,0.32954073
-4.73336668,1.73655855,0.02576853,0.07987988,0.01647152,0.06528385,1.06458330,0.69180961,0.33074064
-4.72736368,1.81845815,0.02769285,0.08915513,0.01731126,0.07012375,1.11804331,0.70601006,0.33329648
-4.72136068,1.90784304,0.02974186,0.09883427,0.01828893,0.07525078,1.17606582,0.72286508,0.33711839
-4.71535768,2.00339948,0.03188831,0.10880871,0.01937939,0.08060281,1.23782542,0.74203406,0.34207501
-4.70935468,2.10354398,0.03410055,0.11895335,0.02055599,0.08610600,1.30232832,0.76308317,0.34799433
-4.70335168,2.20644777,0.03634298,0.12912842,0.02179079,0.09167594,1.36842785,0.78549202,0.35466640
-4.69734867,2.31007336,0.03857672,0.13918210,0.02305495,0.09721932,1.43484735,0.80866440,0.36184776
-4.69134567,2.41222243,0.04076047,0.14895387,0.02431916,0.10263617,1.50021019,0.83194282,0.36926770
-4.68534267,2.51059383,0.04285155,0.15827856,0.02555424,0.10782245,1.56307601,0.85462658,0.37663604
-4.67933967,2.60284975,0.04480704,0.16699093,0.02673176,0.11267305,1.62198207,0.87599260,0.38365219
-4.67333667,2.68668781,0.04658503,0.17493059,0.02782475,0.11708498,1.67548815,0.89531831,0.39001524
-4.66733367,2.75991597,0.04814595,0.18194715,0.02880850,0.12096075,1.72222327,0.91190571,0.39543461
-4.66133067,2.82052744,0.04945384,0.18790527,0.02966133,0.12421168,1.76093227,0.92510554,0.39964084
-4.65532766,2.86677220,0.05047758,0.19268953,0.03036534,0.12676106,1.79052025,0.93434046,0.40239617
-4.64932466,2.89722209,0.05119197,0.19620876,0.03090720,0.12854703,1.81009290,0.93912635,0.40350433
-4.64332166,2.91082640,0.05157871,0.19839977,0.03127878,0.12952498,1.81899084,0.93909055,0.40281924
-4.63731866,2.90695568,0.05162708,0.19923024,0.03147774,0.12966949,1.81681657,0.93398649,0.40025220
-4.63131566,2.88543179,0.05133439,0.19870063,0.03150792,0.12897554,1.80345264,0.92370375,0.39577738
-4.62531266,2.84654285,0.05070623,0.19684509,0.03137973,0.12745920,1.77907049,0.90827346,0.38943529
-4.61930965,2.79104279,0.04975636,0.19373132,0.03111020,0.12515740,1.74412951,0.88786860,0.38133423
-4.61330665,2.72013573,0.04850637,0.18945933,0.03072305,0.12212727,1.69936658,0.86279942,0.37164978
-4.60730365,2.63544616,0.04698507,0.18415931,0.03024844,0.11844464,1.64577682,0.83350433,0.36062224
-4.60130065,2.53897669,0.04522769,0.17798861,0.02972273,0.11420208,1.58458648,0.80053668,0.34855248
-4.59529765,2.43305554,0.04327489,0.17112797,0.02918795,0.10950646,1.51721950,0.76454827,0.33579621
-4.58929465,2.32027632,0.04117161,0.16377733,0.02869125,0.10447618,1.44525931,0.72627038,0.32275713
-4.58329165,2.20343302,0.03896586,0.15615117,0.02828419,0.09923813,1.37040773,0.68649328,0.30987919
-4.57728864,2.08545272,0.03670753,0.14847380,0.02802189,0.09392463,1.29444267,0.64604519,0.29763835
-4.57128564,1.96932900,0.03444712,0.14097452,0.02796220,0.08867034,1.21917631,0.60577146,0.28653406
-4.56528264,1.85805802,0.03223464,0.13388308,0.02816471,0.08360933,1.14641535,0.56651490,0.27708077
-4.55927964,1.75457944,0.03011848,0.12742532,0.02868970,0.07887233,1.07792450,0.52909793,0.26979956
-4.55327664,1.66172329,0.02814454,0.12181918,0.02959705,0.07458434,1.01539400,0.49430692,0.26521011
-4.54727364,1.58216378,0.02635539,0.11727110,0.03094510,0.07086244,0.96041193,0.46287916,0.26382298
-4.54127064,1.51838018,0.02478962,0.11397288,0.03278940,0.06781406,0.91444133,0.43549251,0.26613221
-4.53526763,1.47262460,0.02348128,0.11209888,0.03518145,0.06553552,0.87880200,0.41275776,0.27260810
-4.52926463,1.44689593,0.02245956,0.11180357,0.03816738,0.06411083,0.85465671,0.39521339,0.28369016
-4.52326163,1.44291897,0.02174841,0.11321936,0.04178654,0.06361080,0.84300103,0.38332248,0.29977999
-4.51725863,1.46212773,0.02136637,0.11645467,0.04607016,0.06409242,0.84465612,0.37747131,0.32123402
-4.51125563,1.50565142,0.02132644,0.12159213,0.05103988,0.06559828,0.86026368,0.37796923,0.34835596
-4.50525263,1.57430239,0.02163597,0.12868689,0.05670643,0.06815617,0.89028217,0.38504923,0.38138903
-4.49924962,1.66856479,0.02229660,0.13776507,0.06306827,0.07177882,0.93498381,0.39886889,0.42050774
-4.49324662,1.78858354,0.02330424,0.14882214,0.07011045,0.07646358,0.99445169,0.41951120,0.46580962
