energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.74787394,2.18463545,1.12657521,0.00000000,0.01322854,0.14527672,0.77992505,1.05395060,0.00701689,0.74000238
-5.74187094,2.12097901,1.09489823,0.00000000,0.01234937,0.14145642,0.75340612,1.02890178,0.00627195,0.71409454
-5.73586793,2.05821078,1.06280565,0.00000000,0.01154650,0.13785046,0.72818709,1.00352419,0.00558511,0.68913235
-5.72986493,1.99588798,1.03023886,0.00000000,0.01081581,0.13440760,0.70405809,0.97758030,0.00495900,0.66493194
-5.72386193,1.93359748,0.99714481,0.00000000,0.01015217,0.13107386,0.68079550,0.95086518,0.00439529,0.64131611
-5.71785893,1.87098116,0.96348555,0.00000000,0.00954979,0.12779553,0.65817645,0.92321613,0.00389489,0.61812499
-5.71185593,1.80775889,0.92924730,0.00000000,0.00900258,0.12452213,0.63599266,0.89452108,0.00345803,0.59522568
-5.70585293,1.74374841,0.89444830,0.00000000,0.00850451,0.12120912,0.61406304,0.86472534,0.00308445,0.57252050
-5.69984992,1.67888092,0.85914523,0.00000000,0.00804984,0.11782030,0.59224439,0.83383642,0.00277357,0.54995341
-5.69384692,1.61321178,0.82343771,0.00000000,0.00763349,0.11432974,0.57043991,0.80192648,0.00252458,0.52751452
-5.68784392,1.54692580,0.78747071,0.00000000,0.00725112,0.11072323,0.54860511,0.76913246,0.00233661,0.50524245
-5.68184092,1.48033689,0.75143473,0.00000000,0.00689939,0.10699916,0.52675108,0.73565366,0.00220881,0.48322447
-5.67583792,1.41388199,0.71556359,0.00000000,0.00657601,0.10316877,0.50494493,0.70174689,0.00214042,0.46159453
-5.66983492,1.34810961,0.68013009,0.00000000,0.00627975,0.09925591,0.48330759,0.66771928,0.00213082,0.44052925
-5.66383192,1.28366341,0.64543951,0.00000000,0.00601049,0.09529614,0.46200910,0.63391906,0.00217954,0.42024210
-5.65782891,1.22126148,0.61182138,0.00000000,0.00576909,0.09133544,0.44126173,0.60072467,0.00228622,0.40097592
-5.65182591,1.16167222,0.57961964,0.00000000,0.00555733,0.08742843,0.42131121,0.56853254,0.00245062,0.38299426
-5.64582291,1.10568770,0.54918189,0.00000000,0.00537770,0.08363627,0.40242649,0.53774414,0.00267248,0.36657170
-5.63981991,1.05409562,0.52084784,0.00000000,0.00523327,0.08002434,0.38488859,0.50875267,0.00295146,0.35198362
-5.63381691,1.00765084,0.49493761,0.00000000,0.00512740,0.07665970,0.36897883,0.48193000,0.00328701,0.33949568
-5.62781391,0.96704771,0.47174034,0.00000000,0.00506361,0.07360859,0.35496700,0.45761436,0.00367827,0.32935348
-5.62181091,0.93289391,0.45150348,0.00000000,0.00504525,0.07093387,0.34309989,0.43609910,0.00412392,0.32177266
-5.61580790,0.90568703,0.43442314,0.00000000,0.00507532,0.06869272,0.33359060,0.41762310,0.00462203,0.31692970
-5.60980490,0.88579444,0.42063602,0.00000000,0.00515618,0.06693438,0.32660893,0.40236300,0.00517000,0.31495388
-5.60380190,0.87343726,0.41021307,0.00000000,0.00528943,0.06569830,0.32227323,0.39042760,0.00576439,0.31592038
-5.59779890,0.86867885,0.40315513,0.00000000,0.00547562,0.06501253,0.32064396,0.38185453,0.00640092,0.31984501
-5.59179590,0.87141822,0.39939082,0.00000000,0.00571415,0.06489251,0.32171912,0.37660931,0.00707431,0.32668055
-5.58579290,0.88138857,0.39877657,0.00000000,0.00600316,0.06534020,0.32543171,0.37458682,0.00777836,0.33631481
-5.57978989,0.89816099,0.40109899,0.00000000,0.00633941,0.06634371,0.33164930,0.37561499,0.00850593,0.34857064
-5.57378689,0.92115320,0.40607934,0.00000000,0.00671827,0.06787724,0.34017571,0.37946075,0.00924896,0.36320780
-5.56778389,0.94964309,0.41338004,0.00000000,0.00713377,0.06990147,0.35075481,0.38583787,0.00999863,0.37992673
-5.56178089,0.98278675,0.42261293,0.00000000,0.00757864,0.07236437,0.36307622,0.39441651,0.01074543,0.39837414
-5.55577789,1.01964039,0.43334915,0.00000000,0.00804447,0.07520230,0.37678286,0.40483422,0.01147938,0.41815029
-5.54977489,1.05918558,0.44513014,0.00000000,0.00852183,0.07834156,0.39148014,0.41670794,0.01219017,0.43881792
-5.54377189,1.10035716,0.45747954,0.00000000,0.00900057,0.08170015,0.40674639,0.42964680,0.01286742,0.45991243
-5.53776888,1.14207291,0.46991553,0.00000000,0.00947002,0.08518981,0.42214438,0.44326518,0.01350087,0.48095323
-5.53176588,1.18326421,0.48196332,0.00000000,0.00991930,0.08871825,0.43723349,0.45719575,0.01408069,0.50145587
-5.52576288,1.22290670,0.49316730,0.00000000,0.01033763,0.09219157,0.45158223,0.47110202,0.01459763,0.52094458
-5.51975988,1.26005006,0.50310256,0.00000000,0.01071466,0.09551670,0.46478053,0.48469014,0.01504332,0.53896493
-5.51375688,1.29384591,0.51138533,0.00000000,0.01104076,0.09860386,0.47645169,0.49771931,0.01541046,0.55509619
-5.50775388,1.32357292,0.51768221,0.00000000,0.01130734,0.10136893,0.48626330,0.51001069,0.01569299,0.56896290
-5.50175088,1.34865828,0.52171776,0.00000000,0.01150708,0.10373576,0.49393698,0.52145432,0.01588625,0.58024535
-5.49574787,1.36869464,0.52328028,0.00000000,0.01163421,0.10563818,0.49925638,0.53201379,0.01598711,0.58868867
-5.48974487,1.38345201,0.52222582,0.00000000,0.01168465,0.10702179,0.50207343,0.54172841,0.01599406,0.59410992
-5.48374187,1.39288395,0.51848002,0.00000000,0.01165614,0.10784535,0.50231235,0.55071260,0.01590717,0.59640326
-5.47773887,1.39712777,0.51203814,0.00000000,0.01154828,0.10808190,0.49997145,0.55915255,0.01572816,0.59554271
-5.47173587,1.39649856,0.50296308,0.00000000,0.01136255,0.10771933,0.49512257,0.56729991,0.01546028,0.59158256
-5.46573287,1.39147709,0.49138165,0.00000000,0.01110219,0.10676061,0.48790825,0.57546272,0.01510825,0.58465522
-5.45972986,1.38269199,0.47747922,0.00000000,0.01077210,0.10522348,0.47853665,0.58399367,0.01467811,0.57496678
-5.45372686,1.37089647,0.46149307,0.00000000,0.01037864,0.10313983,0.46727455,0.59327591,0.01417705,0.56279019
-5.44772386,1.35694054,0.44370458,0.00000000,0.00992937,0.10055454,0.45443857,0.60370699,0.01361322,0.54845655
-5.44172086,1.34173958,0.42443067,0.00000000,0.00943285,0.09752405,0.44038497,0.61568105,0.01299553,0.53234455
-5.43571786,1.32624025,0.40401473,0.00000000,0.00889826,0.09411454,0.42549852,0.62957032,0.01233340,0.51486868
-5.42971486,1.31138509,0.38281738,0.00000000,0.00833520,0.09039998,0.41018070,0.64570612,0.01163656,0.49646647
-5.42371186,1.29807704,0.36120728,0.00000000,0.00775331,0.08645987,0.39483763,0.66436048,0.01091483,0.47758530
-5.41770885,1.28714524,0.33955235,0.00000000,0.00716207,0.08237705,0.37986839,0.68572889,0.01017787,0.45866922
-5.41170585,1.27931343,0.31821148,0.00000000,0.00657049,0.07823532,0.36565375,0.70991512,0.00943503,0.44014621
-5.40570285,1.27517214,0.29752712,0.00000000,0.00598695,0.07411731,0.35254594,0.73691878,0.00869511,0.42241634
-5.39969985,1.27515590,0.27781859,0.00000000,0.00541896,0.07010232,0.34085962,0.76662629,0.00796626,0.40584121
-5.39369685,1.27952616,0.25937647,0.00000000,0.00487312,0.06626444,0.33086429,0.79880589,0.00725584,0.39073489
-5.38769385,1.28836089,0.24245794,0.00000000,0.00435492,0.06267089,0.32277831,0.83310710,0.00657030,0.37735677
-5.38169085,1.30155099,0.22728311,0.00000000,0.00386881,0.05938062,0.31676462,0.86906487,0.00591515,0.36590629
-5.37568784,1.31880385,0.21403232,0.00000000,0.00341812,0.05644319,0.31292821,0.90610849,0.00529489,0.35651978
-5.36968484,1.33965375,0.20284429,0.00000000,0.00300511,0.05389797,0.31131518,0.94357512,0.00471304,0.34926933
-5.36368184,1.36347867,0.19381512,0.00000000,0.00263108,0.05177366,0.31191348,0.98072754,0.00417212,0.34416359
-5.35767884,1.38952285,0.18699798,0.00000000,0.00229638,0.05008798,0.31465504,1.01677555,0.00367375,0.34115048
-5.35167584,1.41692393,0.18240345,0.00000000,0.00200060,0.04884783,0.31941918,1.05090025,0.00321865,0.34012143
-5.34567284,1.44474370,0.18000042,0.00000000,0.00174260,0.04804944,0.32603711,1.08228021,0.00280677,0.34091701
-5.33966983,1.47200102,0.17971748,0.00000000,0.00152073,0.04767897,0.33429728,1.11011853,0.00243736,0.34333372
-5.33366683,1.49770563,0.18144483,0.00000000,0.00133285,0.04771313,0.34395147,1.13366967,0.00210910,0.34713149
-5.32766383,1.52089147,0.18503659,0.00000000,0.00117652,0.04812002,0.35472128,1.15226485,0.00182016,0.35204181
-5.32166083,1.54064813,0.19031371,0.00000000,0.00104911,0.04886010,0.36630505,1.16533506,0.00156837,0.35777601
-5.31565783,1.55614950,0.19706719,0.00000000,0.00094783,0.04988730,0.37838479,1.17243065,0.00135126,0.36403363
-5.30965483,1.56667836,0.20506199,0.00000000,0.00086991,0.05115012,0.39063335,1.17323671,0.00116622,0.37051052
-5.30365183,1.57164644,0.21404136,0.00000000,0.00081262,0.05259295,0.40272127,1.16758363,0.00101056,0.37690651
-5.29764882,1.57060932,0.22373183,0.00000000,0.00077338,0.05415730,0.41432369,1.15545261,0.00088160,0.38293255
-5.29164582,1.56327592,0.23384859,0.00000000,0.00074978,0.05578318,0.42512686,1.13697578,0.00077679,0.38831719
-5.28564282,1.54951277,0.24410155,0.00000000,0.00073967,0.05741042,0.43483435,1.11243135,0.00069371,0.39281225
-5.27963982,1.52934313,0.25420163,0.00000000,0.00074117,0.05898007,0.44317293,1.08223392,0.00063020,0.39619772
-5.27363682,1.50294155,0.26386746,0.00000000,0.00075274,0.06043571,0.44989793,1.04692076,0.00058436,0.39828581
-5.26763382,1.47062444,0.27283214,0.00000000,0.00077319,0.06172474,0.45479807,1.00713463,0.00055461,0.39892416
-5.26163082,1.43283735,0.28084999,0.00000000,0.00080173,0.06279961,0.45769961,0.96360408,0.00053974,0.39799815
-5.25562781,1.39013972,0.28770290,0.00000000,0.00083797,0.06361891,0.45846990,0.91712221,0.00053892,0.39543241
-5.24962481,1.34318787,0.29320626,0.00000000,0.00088197,0.06414834,0.45701996,0.86852467,0.00055171,0.39119144
-5.24362181,1.29271697,0.29721400,0.00000000,0.00093423,0.06436149,0.45330625,0.81866790,0.00057806,0.38527945
-5.23761881,1.23952252,0.29962265,0.00000000,0.00099570,0.06424042,0.44733136,0.76840836,0.00061835,0.37773936
-5.23161581,1.18444199,0.30037419,0.00000000,0.00106780,0.06377601,0.43914371,0.71858328,0.00067335,0.36865101
-5.22561281,1.12833687,0.29945745,0.00000000,0.00115239,0.06296804,0.42883609,0.66999360,0.00074418,0.35812856
-5.21960980,1.07207560,0.29690799,0.00000000,0.00125178,0.06182508,0.41654306,0.62338928,0.00083232,0.34631728
-5.21360680,1.01651734,0.29280653,0.00000000,0.00136863,0.06036399,0.40243733,0.57945715,0.00093955,0.33338954
-5.20760380,0.96249682,0.28727570,0.00000000,0.00150600,0.05860930,0.38672502,0.53881135,0.00106790,0.31954025
-5.20160080,0.91081014,0.28047541,0.00000000,0.00166718,0.05659225,0.36964015,0.50198616,0.00121955,0.30498184
-5.19559780,0.86220163,0.27259700,0.00000000,0.00185570,0.05434977,0.35143825,0.46943099,0.00139681,0.28993875
-5.18959480,0.81735160,0.26385620,0.00000000,0.00207517,0.05192313,0.33238956,0.44150731,0.00160199,0.27464171
-5.18359180,0.77686494,0.25448539,0.00000000,0.00232916,0.04935660,0.31277179,0.41848701,0.00183730,0.25932190
-5.17758879,0.74126072,0.24472540,0.00000000,0.00262112,0.04669605,0.29286291,0.40055209,0.00210473,0.24420508
-5.17158579,0.71096269,0.23481706,0.00000000,0.00295419,0.04398747,0.27293405,0.38779518,0.00240598,0.22950604
-5.16558279,0.68629085,0.22499306,0.00000000,0.00333103,0.04127563,0.25324282,0.38022088,0.00274227,0.21542326
-5.15957979,0.66745435,0.21547024,0.00000000,0.00375371,0.03860276,0.23402734,0.37774753,0.00311425,0.20213422
-5.15357679,0.65454578,0.20644269,0.00000000,0.00422347,0.03600745,0.21550104,0.38020955,0.00352190,0.18979125
-5.14757379,0.64753738,0.19807593,0.00000000,0.00474065,0.03352368,0.19784849,0.38736035,0.00396439,0.17851827
-5.14157079,0.64627924,0.19050228,0.00000000,0.00530448,0.03118010,0.18122230,0.39887577,0.00444000,0.16840830
-5.13556778,0.65049990,0.18381772,0.00000000,0.00591296,0.02899947,0.16574129,0.41435836,0.00494606,0.15952200
-5.12956478,0.65980965,0.17808010,0.00000000,0.00656279,0.02699844,0.15148969,0.43334262,0.00547891,0.15188708
-5.12356178,0.67370662,0.17330893,0.00000000,0.00724930,0.02518747,0.13851761,0.45530138,0.00603385,0.14549879
-5.11755878,0.69158590,0.16948655,0.00000000,0.00796642,0.02357099,0.12684254,0.47965355,0.00660520,0.14032129
-5.11155578,0.71275169,0.16656064,0.00000000,0.00870671,0.02214780,0.11645174,0.50577325,0.00718634,0.13628991
-5.10555278,0.73643229,0.16444791,0.00000000,0.00946145,0.02091158,0.10730552,0.53300050,0.00776983,0.13331429
-5.09954977,0.76179783,0.16303875,0.00000000,0.01022075,0.01985162,0.09934114,0.56065335,0.00834751,0.13128208
-5.09354677,0.78798020,0.16220271,0.00000000,0.01097375,0.01895358,0.09247712,0.58804123,0.00891071,0.13006336
-5.08754377,0.81409494,0.16179442,0.00000000,0.01170885,0.01820035,0.08661793,0.61447949,0.00945043,0.12951538
-5.08154077,0.83926413,0.16165982,0.00000000,0.01241398,0.01757299,0.08165880,0.63930447,0.00995757,0.12948763
-5.07553777,0.86263995,0.16164244,0.00000000,0.01307692,0.01705162,0.07749044,0.66188897,0.01042319,0.12982707
-5.06953477,0.88342782,0.16158943,0.00000000,0.01368563,0.01661632,0.07400370,0.68165735,0.01083876,0.13038326
-5.06353177,0.90090859,0.16135721,0.00000000,0.01422859,0.01624797,0.07109390,0.69809994,0.01119641,0.13101345
-5.05752876,0.91445884,0.16081648,0.00000000,0.01469518,0.01592901,0.06866481,0.71078602,0.01148916,0.13158722
-5.05152576,0.92356862,0.15985652,0.00000000,0.01507598,0.01564416,0.06663222,0.71937494,0.01171117,0.13199086
-5.04552276,0.92785599,0.15838863,0.00000000,0.01536309,0.01538100,0.06492703,0.72362497,0.01185792,0.13213112
-5.03951976,0.92707791,0.15634854,0.00000000,0.01555038,0.01513042,0.06349780,0.72339935,0.01192632,0.13193836
-5.03351676,0.92113688,0.15369800,0.00000000,0.01563371,0.01488706,0.06231286,0.71866935,0.01191489,0.13136908
-5.02751376,0.91008343,0.15042527,0.00000000,0.01561105,0.01464951,0.06136180,0.70951420,0.01182372,0.13040763
-5.02151076,0.89411418,0.14654479,0.00000000,0.01548257,0.01442051,0.06065651,0.69611787,0.01165455,0.12906724
-5.01550775,0.87356566,0.14209595,0.00000000,0.01525063,0.01420697,0.06023170,0.67876277,0.01141067,0.12739027
-5.00950475,0.84890426,0.13714112,0.00000000,0.01491969,0.01401993,0.06014486,0.65782069,0.01109679,0.12544764
-5.00350175,0.82071263,0.13176311,0.00000000,0.01449617,0.01387438,0.06047582,0.63374136,0.01071897,0.12333762
-4.99749875,0.78967312,0.12606204,0.00000000,0.01398823,0.01378905,0.06132563,0.60703894,0.01028433,0.12118387
-4.99149575,0.75654886,0.12015196,0.00000000,0.01340552,0.01378603,0.06281505,0.57827716,0.00980090,0.11913282
-4.98549275,0.72216314,0.11415717,0.00000000,0.01275884,0.01389033,0.06508242,0.54805356,0.00927734,0.11735044
-4.97948974,0.68737781,0.10820850,0.00000000,0.01205984,0.01412940,0.06828098,0.51698332,0.00872272,0.11601850
-4.97348674,0.65307124,0.10243957,0.00000000,0.01132063,0.01453246,0.07257551,0.48568341,0.00814622,0.11533030
-4.96748374,0.62011657,0.09698322,0.00000000,0.01055346,0.01512982,0.07813845,0.45475730,0.00755694,0.11548598
-4.96148074,0.58936067,0.09196814,0.00000000,0.00977038,0.01595210,0.08514528,0.42478092,0.00696365,0.11668746
-4.95547774,0.56160436,0.08751569,0.00000000,0.00898292,0.01702936,0.09376934,0.39628996,0.00637460,0.11913309
-4.94947474,0.53758416,0.08373718,0.00000000,0.00820184,0.01839012,0.10417607,0.36976894,0.00579736,0.12301205
-4.94347174,0.51795597,0.08073136,0.00000000,0.00743689,0.02006039,0.11651668,0.34564215,0.00523869,0.12849869
-4.93746873,0.50328080,0.07858236,0.00000000,0.00669665,0.02206261,0.13092146,0.32426647,0.00470449,0.13574679
-4.93146573,0.49401276,0.07735798,0.00000000,0.00598842,0.02441460,0.14749290,0.30592630,0.00419969,0.14488398
-4.92546273,0.49048942,0.07710830,0.00000000,0.00531812,0.02712845,0.16629874,0.29083027,0.00372828,0.15600637
-4.91945973,0.49292459,0.07786479,0.00000000,0.00469033,0.03020957,0.18736528,0.27910988,0.00329334,0.16917362
-4.91345673,0.50140372,0.07963962,0.00000000,0.00410827,0.03365576,0.21067123,0.27081976,0.00289707,0.18440461
-4.90745373,0.51588174,0.08242552,0.00000000,0.00357392,0.03745640,0.23614239,0.26593961,0.00254086,0.20167391
-4.90145073,0.53618372,0.08619587,0.00000000,0.00308808,0.04159190,0.26364749,0.26437750,0.00222540,0.22090920
-4.89544772,0.56200806,0.09090523,0.00000000,0.00265054,0.04603330,0.29299561,0.26597445,0.00195077,0.24198982
-4.88944472,0.59293259,0.09649026,0.00000000,0.00226019,0.05074221,0.32393533,0.27051021,0.00171654,0.26474673
-4.88344172,0.62842316,0.10287094,0.00000000,0.00191520,0.05567098,0.35615590,0.27771004,0.00152187,0.28896380
-4.87743872,0.66784510,0.10995220,0.00000000,0.00161315,0.06076331,0.38929065,0.28725234,0.00136564,0.31438068
-4.87143572,0.71047701,0.11762588,0.00000000,0.00135121,0.06595511,0.42292269,0.29877706,0.00124647,0.34069715
-4.86543272,0.75552695,0.12577295,0.00000000,0.00112626,0.07117570,0.45659284,0.31189472,0.00116285,0.36757896
-4.85942971,0.80215050,0.13426608,0.00000000,0.00093501,0.07634939,0.48980958,0.32619578,0.00111316,0.39466504
-4.85342671,0.84947036,0.14297228,0.00000000,0.00077413,0.08139727,0.52206100,0.34126030,0.00109572,0.42157573
-4.84742371,0.89659701,0.15175574,0.00000000,0.00064033,0.08623923,0.55282797,0.35666767,0.00110881,0.44792201
-4.84142071,0.94264962,0.16048072,0.00000000,0.00053040,0.09079610,0.58159845,0.37200607,0.00115065,0.47331521
-4.83541771,0.98677679,0.16901429,0.00000000,0.00044135,0.09499190,0.60788209,0.38688153,0.00121943,0.49737679
-4.82941471,1.02817624,0.17722905,0.00000000,0.00037035,0.09875602,0.63122465,0.40092632,0.00131329,0.51974809
-4.82341171,1.06611288,0.18500554,0.00000000,0.00031483,0.10202525,0.65122156,0.41380642,0.00143024,0.54009924
-4.81740870,1.09993453,0.19223433,0.00000000,0.00027244,0.10474562,0.66753008,0.42522788,0.00156822,0.55813724
-4.81140570,1.12908492,0.19881781,0.00000000,0.00024109,0.10687398,0.67987944,0.43494189,0.00172500,0.57361269
-4.80540270,1.15311337,0.20467151,0.00000000,0.00021889,0.10837917,0.68807854,0.44274836,0.00189820,0.58632496
-4.79939970,1.17168108,0.20972503,0.00000000,0.00020422,0.10924279,0.69202091,0.44849817,0.00208529,0.59612565
-4.79339670,1.18456388,0.21392257,0.00000000,0.00019562,0.10945954,0.69168672,0.45209373,0.00228357,0.60292032
-4.78739370,1.19165153,0.21722300,0.00000000,0.00019184,0.10903719,0.68714176,0.45348826,0.00249023,0.60666839
-4.78139070,1.19294393,0.21959972,0.00000000,0.00019178,0.10799599,0.67853356,0.45268373,0.00270235,0.60738150
-4.77538769,1.18854459,0.22104017,0.00000000,0.00019450,0.10636787,0.66608490,0.44972769,0.00291699,0.60512031
-4.76938469,1.17865201,0.22154518,0.00000000,0.00019917,0.10419523,0.65008513,0.44470919,0.00313128,0.59999033
-4.76338169,1.16354938,0.22112825,0.00000000,0.00020511,0.10152946,0.63087962,0.43775417,0.00334246,0.59213665
-4.75737869,1.14359359,0.21981477,0.00000000,0.00021169,0.09842940,0.60885817,0.42902040,0.00354807,0.58173837
-4.75137569,1.11920375,0.21764133,0.00000000,0.00021841,0.09495961,0.58444267,0.41869244,0.00374601,0.56900266
-4.74537269,1.09085023,0.21465502,0.00000000,0.00022483,0.09118876,0.55807485,0.40697670,0.00393469,0.55415902
-4.73936968,1.05904430,0.21091302,0.00000000,0.00023059,0.08718797,0.53020443,0.39409687,0.00411315,0.53745379
-4.73336668,1.02432902,0.20648215,0.00000000,0.00023539,0.08302938,0.50127833,0.38028994,0.00428119,0.51914524
-4.72736368,0.98727140,0.20143859,0.00000000,0.00023902,0.07878488,0.47173112,0.36580275,0.00443946,0.49949937
-4.72136068,0.94845596,0.19586775,0.00000000,0.00024131,0.07452509,0.44197727,0.35088924,0.00458952,0.47878630
-4.71535768,0.90847967,0.18986401,0.00000000,0.00024214,0.07031848,0.41240500,0.33580835,0.00473394,0.45727745
-4.70935468,0.86794799,0.18353055,0.00000000,0.00024149,0.06623087,0.38337211,0.32082244,0.00487631,0.43524333
-4.70335168,0.82747181,0.17697897,0.00000000,0.00023935,0.06232499,0.35520356,0.30619622,0.00502119,0.41295184
-4.69734867,0.78766495,0.17032885,0.00000000,0.00023580,0.05866033,0.32819062,0.29219596,0.00517407,0.39066695
-4.69134567,0.74914188,0.16370694,0.00000000,0.00023094,0.05529310,0.30259155,0.27908884,0.00534130,0.36864760
-4.68534267,0.71251532,0.15724620,0.00000000,0.00022494,0.05227627,0.27863343,0.26714239,0.00552988,0.34714670
-4.67933967,0.67839340,0.15108451,0.00000000,0.00021800,0.04965969,0.25651475,0.25662367,0.00574735,0.32641006
-4.67333667,0.64737621,0.14536303,0.00000000,0.00021035,0.04749023,0.23640877,0.24779828,0.00600149,0.30667516
-4.66733367,0.62005160,0.14022440,0.00000000,0.00020227,0.04581188,0.21846696,0.24092897,0.00630012,0.28816970
-4.66133067,0.59699001,0.13581063,0.00000000,0.00019405,0.04466577,0.20282258,0.23627384,0.00665082,0.27110990
-4.65532766,0.57873866,0.13226084,0.00000000,0.00018601,0.04409017,0.18959400,0.23408407,0.00706058,0.25569854
-4.64932466,0.56581487,0.12970891,0.00000000,0.00017850,0.04412033,0.17888754,0.23460131,0.00753560,0.24212283
-4.64332166,0.55869894,0.12828111,0.00000000,0.00017184,0.04478826,0.17079982,0.23805450,0.00808093,0.23055208
