energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.66983492,2.28685230,0.71389209,1.78605792,0.03408505,0.00677781,0.01931763,0.27219050,0.40113726,0.06867258
-5.66383192,2.30384571,0.68945891,1.80518611,0.03411413,0.00653337,0.02041610,0.27323585,0.39557488,0.06860272
-5.65782891,2.33172707,0.66725506,1.83298882,0.03415968,0.00633458,0.02161084,0.27572340,0.39089940,0.06876407
-5.65182591,2.37000218,0.64725822,1.86907496,0.03420978,0.00618016,0.02289509,0.27960330,0.38700875,0.06913865
-5.64582291,2.41795823,0.62941122,1.91287093,0.03425305,0.00606827,0.02426018,0.28480123,0.38378850,0.06970378
-5.63981991,2.47466712,0.61362355,1.96362273,0.03427890,0.00599649,0.02569543,0.29121818,0.38111477,0.07043249
-5.63381691,2.53899399,0.59977329,2.02040275,0.03427768,0.00596188,0.02718827,0.29873072,0.37885726,0.07129393
-5.62781391,2.60961187,0.58770942,2.08212198,0.03424082,0.00596096,0.02872427,0.30719173,0.37688205,0.07225403
-5.62181091,2.68502279,0.57725475,2.14754781,0.03416093,0.00598984,0.03028726,0.31643185,0.37505451,0.07327623
-5.61580790,2.76358548,0.56820960,2.21532756,0.03403184,0.00604419,0.03185961,0.32626157,0.37324202,0.07432236
-5.60980490,2.84354947,0.56035609,2.28401742,0.03384865,0.00611943,0.03342244,0.33647423,0.37131676,0.07535370
-5.60380190,2.92309502,0.55346338,2.35211638,0.03360772,0.00621076,0.03495604,0.34684968,0.36915837,0.07633198
-5.59779890,3.00037793,0.54729347,2.41810407,0.03330666,0.00631331,0.03644026,0.35715877,0.36665654,0.07722055
-5.59179590,3.07357782,0.54160775,2.48048150,0.03294435,0.00642223,0.03785502,0.36716852,0.36371357,0.07798546
-5.58579290,3.14094848,0.53617389,2.53781330,0.03252085,0.00653287,0.03918087,0.37664782,0.36024666,0.07859658
-5.57978989,3.20086821,0.53077308,2.58876971,0.03203743,0.00664086,0.04039961,0.38537353,0.35619013,0.07902851
-5.57378689,3.25188836,0.52520726,2.63216680,0.03149651,0.00674224,0.04149484,0.39313667,0.35149721,0.07926149
-5.56778389,3.29277788,0.51930606,2.66700319,0.03090170,0.00683354,0.04245258,0.39974868,0.34614160,0.07928205
-5.56178089,3.32256206,0.51293326,2.69249144,0.03025767,0.00691191,0.04326186,0.40504723,0.34011859,0.07908348
-5.55577789,3.34055359,0.50599242,2.70808300,0.02957021,0.00697515,0.04391514,0.40890153,0.33344561,0.07866612
-5.54977489,3.34637445,0.49843149,2.71348511,0.02884615,0.00702175,0.04440876,0.41121681,0.32616231,0.07803735
-5.54377189,3.33996746,0.49024608,2.70866905,0.02809328,0.00705091,0.04474315,0.41193780,0.31832997,0.07721140
-5.53776888,3.32159685,0.48148141,2.69386908,0.02732027,0.00706253,0.04492299,0.41105097,0.31003031,0.07620893
-5.53176588,3.29183762,0.47223258,2.66957205,0.02653655,0.00705716,0.04495712,0.40858548,0.30136367,0.07505634
-5.52576288,3.25155389,0.46264328,2.63649789,0.02575215,0.00703594,0.04485837,0.40461276,0.29244652,0.07378503
-5.51975988,3.20186726,0.45290293,2.59557196,0.02497751,0.00700056,0.04464311,0.39924465,0.28340843,0.07243038
-5.51375688,3.14411626,0.44324221,2.54789019,0.02422322,0.00695311,0.04433081,0.39263020,0.27438853,0.07103072
-5.50775388,3.07980875,0.43392724,2.49467870,0.02349981,0.00689603,0.04394325,0.38495134,0.26553164,0.06962622
-5.50175088,3.01056926,0.42525255,2.43724954,0.02281741,0.00683196,0.04350382,0.37641736,0.25698400,0.06825779
-5.49574787,2.93808354,0.41753306,2.37695459,0.02218547,0.00676371,0.04303660,0.36725871,0.24888903,0.06696593
-5.48974487,2.86404281,0.41109532,2.31513960,0.02161244,0.00669409,0.04256553,0.35772013,0.24138303,0.06578978
-5.48374187,2.79009001,0.40626842,2.25310039,0.02110549,0.00662587,0.04211344,0.34805357,0.23459111,0.06476620
-5.47773887,2.71777038,0.40337477,2.19204312,0.02067020,0.00656168,0.04170132,0.33851104,0.22862354,0.06392902
-5.47173587,2.64848849,0.40272102,2.13305025,0.02031034,0.00650398,0.04134751,0.32933782,0.22357250,0.06330845
-5.46573287,2.58347322,0.40458965,2.07705361,0.02002772,0.00645503,0.04106718,0.32076615,0.21950961,0.06293067
-5.45972986,2.52375214,0.40923119,2.02481542,0.01982199,0.00641680,0.04087185,0.31300974,0.21648414,0.06281758
-5.45372686,2.47013601,0.41685762,1.97691801,0.01969070,0.00639106,0.04076921,0.30625920,0.21452204,0.06298682
-5.44772386,2.42321359,0.42763691,1.93376218,0.01962924,0.00637929,0.04076304,0.30067864,0.21362592,0.06345183
-5.44172086,2.38335654,0.44168908,1.89557388,0.01963103,0.00638278,0.04085344,0.29640333,0.21377583,0.06422217
-5.43571786,2.35073365,0.45908366,1.86241855,0.01968768,0.00640262,0.04103713,0.29353867,0.21493088,0.06530389
-5.42971486,2.32533308,0.47983885,1.83422187,0.01978928,0.00643975,0.04130803,0.29216028,0.21703164,0.06670007
-5.42371186,2.30699107,0.50392212,1.81079553,0.01992472,0.00649498,0.04165791,0.29231511,0.22000311,0.06841135
-5.41770885,2.29542520,0.53125242,1.79186634,0.02008209,0.00656909,0.04207714,0.29402354,0.22375827,0.07043650
-5.41170585,2.29027007,0.56170368,1.77710689,0.02024906,0.00666282,0.04255549,0.29728227,0.22820186,0.07277303
-5.40570285,2.29111334,0.59510954,1.76616601,0.02041336,0.00677692,0.04308295,0.30206763,0.23323435,0.07541769
-5.39969985,2.29752996,0.63126905,1.75869720,0.02056315,0.00691224,0.04365047,0.30833933,0.23875582,0.07836689
-5.39369685,2.30911279,0.66995302,1.75438347,0.02068743,0.00706966,0.04425063,0.31604427,0.24466964,0.08161708
-5.38769385,2.32549782,0.71091079,1.75295744,0.02077639,0.00725021,0.04487814,0.32512020,0.25088576,0.08516485
-5.38169085,2.34638281,0.75387699,1.75421545,0.02082174,0.00745501,0.04553020,0.33549903,0.25732336,0.08900707
-5.37568784,2.37153837,0.79857812,1.75802527,0.02081689,0.00768529,0.04620664,0.34710966,0.26391295,0.09314066
-5.36968484,2.40081110,0.84473835,1.76432703,0.02075711,0.00794237,0.04690989,0.35988003,0.27059762,0.09756233
-5.36368184,2.43411875,0.89208453,1.77312762,0.02063965,0.00822760,0.04764471,0.37373853,0.27733352,0.10226811
-5.35767884,2.47143796,0.94034992,1.78448891,0.02046369,0.00854237,0.04841778,0.38861435,0.28408954,0.10725271
-5.35167584,2.51278527,0.98927657,1.79851095,0.02023026,0.00888797,0.04923706,0.40443720,0.29084621,0.11250877
-5.34567284,2.55819285,1.03861611,1.81531089,0.01994213,0.00926557,0.05011110,0.42113599,0.29759386,0.11802601
-5.33966983,2.60768033,1.08812901,1.83499925,0.01960359,0.00967611,0.05104816,0.43863688,0.30433027,0.12379029
-5.33366683,2.66122443,1.13758225,1.85765498,0.01922017,0.01012017,0.05205541,0.45686071,0.31105772,0.12978271
-5.32766383,2.71872840,1.18674567,1.88330059,0.01879842,0.01059792,0.05313802,0.47571998,0.31777985,0.13597867
-5.32166083,2.77999287,1.23538716,1.91187919,0.01834557,0.01110891,0.05429836,0.49511556,0.32449830,0.14234707
-5.31565783,2.84469010,1.28326707,1.94323452,0.01786923,0.01165205,0.05553535,0.51493350,0.33120944,0.14884958
-5.30965483,2.91234314,1.33013228,1.97709541,0.01737712,0.01222544,0.05684384,0.53504200,0.33790125,0.15544020
-5.30365183,2.98231136,1.37571040,2.01306550,0.01687677,0.01282627,0.05821426,0.55528892,0.34455063,0.16206497
-5.29764882,3.05378338,1.41970461,2.05061898,0.01637528,0.01345076,0.05963242,0.57550002,0.35112120,0.16866198
-5.29164582,3.12577822,1.46178976,2.08910287,0.01587910,0.01409408,0.06107958,0.59547811,0.35756181,0.17516177
-5.28564282,3.19715502,1.50160999,2.12774577,0.01539387,0.01475037,0.06253268,0.61500339,0.36380573,0.18148799
-5.27963982,3.26663132,1.53877861,2.16567301,0.01492425,0.01541268,0.06396484,0.63383494,0.36977073,0.18755845
-5.27363682,3.33280951,1.57288034,2.20192763,0.01447389,0.01607310,0.06534599,0.65171365,0.37535999,0.19328655
-5.26763382,3.39421058,1.60347624,2.23549647,0.01404536,0.01672280,0.06664376,0.66836633,0.38046391,0.19858301
-5.26163082,3.44931419,1.63011129,2.26534031,0.01364013,0.01735223,0.06782443,0.68351120,0.38496263,0.20335790
-5.25562781,3.49660348,1.65232467,2.29042693,0.01325864,0.01795131,0.06885402,0.69686445,0.38872935,0.20752295
-5.24962481,3.53461302,1.66966235,2.30976578,0.01290039,0.01850966,0.06969940,0.70814771,0.39163422,0.21099396
-5.24362181,3.56197799,1.68169162,2.32244278,0.01256400,0.01901689,0.07032946,0.71709621,0.39354872,0.21369339
-5.23761881,3.57748279,1.68801696,2.32765400,0.01224742,0.01946293,0.07071618,0.72346727,0.39435024,0.21555286
-5.23161581,3.58010686,1.68829663,2.32473673,0.01194801,0.01983834,0.07083561,0.72704878,0.39392681,0.21651560
-5.22561281,3.56906615,1.68225907,2.31319677,0.01166278,0.02013468,0.07066881,0.72766733,0.39218166,0.21653870
-5.21960980,3.54384816,1.66971849,2.29273080,0.01138851,0.02034482,0.07020252,0.72519556,0.38903750,0.21559497
-5.21360680,3.50423932,1.65058862,2.26324292,0.01112196,0.02046326,0.06942968,0.71955845,0.38444027,0.21367456
-5.20760380,3.45034333,1.62489399,2.22485474,0.01086002,0.02048639,0.06834976,0.71073817,0.37836216,0.21078589
-5.20160080,3.38258964,1.59277811,2.17790848,0.01059988,0.02041276,0.06696884,0.69877729,0.37080384,0.20695630
-5.19559780,3.30173153,1.55450776,2.12296299,0.01033913,0.02024318,0.06529948,0.68378012,0.36179570,0.20223186
-5.18959480,3.20883374,1.51047336,2.06078280,0.01007587,0.01998081,0.06336036,0.66591204,0.35139816,0.19667681
-5.18359180,3.10525003,1.46118496,1.99232050,0.00980882,0.01963120,0.06117573,0.64539688,0.33970083,0.19037227
-5.17758879,2.99259118,1.40726391,1.91869310,0.00953728,0.01920217,0.05877467,0.62251233,0.32682073,0.18341444
-5.17158579,2.87268469,1.34943060,1.84115309,0.00926122,0.01870366,0.05619028,0.59758362,0.31289956,0.17591236
-5.16558279,2.74752742,1.28848838,1.76105523,0.00898116,0.01814748,0.05345861,0.57097563,0.29810014,0.16798511
-5.15957979,2.61923287,1.22530449,1.67982018,0.00869816,0.01754696,0.05061770,0.54308372,0.28260212,0.15975884
-5.15357679,2.48997484,1.16078848,1.59889605,0.00841374,0.01691661,0.04770645,0.51432371,0.26659728,0.15136348
-5.14757379,2.36192930,1.09586913,1.51971924,0.00812970,0.01627165,0.04476361,0.48512135,0.25028442,0.14292934
-5.14157079,2.23721662,1.03147055,1.44367567,0.00784807,0.01562759,0.04182674,0.45590163,0.23386423,0.13458379
-5.13556778,2.11784580,0.96848853,1.37206367,0.00757092,0.01499969,0.03893133,0.42707845,0.21753420,0.12644802
-5.12956478,2.00566261,0.90776778,1.30605965,0.00730026,0.01440254,0.03610996,0.39904483,0.20148386,0.11863400
-5.12356178,1.90230331,0.85008114,1.24668754,0.00703790,0.01384961,0.03339170,0.37216425,0.18589046,0.11124191
-5.11755878,1.80915517,0.79611117,1.19479284,0.00678536,0.01335278,0.03080154,0.34676310,0.17091523,0.10435779
-5.11155578,1.72732522,0.74643505,1.15102221,0.00654378,0.01292207,0.02836014,0.32312473,0.15670042,0.09805186
-5.10555278,1.65761777,0.70151290,1.11580894,0.00631387,0.01256526,0.02608360,0.30148502,0.14336706,0.09237730
-5.09954977,1.60052162,0.66168017,1.08936493,0.00609584,0.01228775,0.02398351,0.28202972,0.13101357,0.08736953
-5.09354677,1.55620691,0.62714399,1.07167922,0.00588950,0.01209243,0.02206705,0.26489340,0.11971516,0.08304615
-5.08754377,1.52453185,0.59798368,1.06252331,0.00569420,0.01197959,0.02033732,0.25016005,0.10952406,0.07940741
-5.08154077,1.50505868,0.57415510,1.06146290,0.00550895,0.01194705,0.01879369,0.23786510,0.10047038,0.07643718
-5.07553777,1.49707849,0.55549877,1.06787585,0.00533249,0.01199026,0.01743229,0.22799884,0.09256363,0.07410438
-5.06953477,1.49964379,0.54175117,1.08097575,0.00516338,0.01210254,0.01624658,0.22051074,0.08579475,0.07236492
-5.06353177,1.51160771,0.53255881,1.09984040,0.00500015,0.01227539,0.01522785,0.21531470,0.08013843,0.07116387
-5.05752876,1.53166844,0.52749455,1.12344427,0.00484139,0.01249885,0.01436586,0.21229473,0.07555577,0.07043791
-5.05152576,1.55841731,0.52607536,1.15069386,0.00468588,0.01276187,0.01364932,0.21131098,0.07199698,0.07011801
-5.04552276,1.59038886,0.52778100,1.18046482,0.00453268,0.01305282,0.01306648,0.21220570,0.06940407,0.07013214
-5.03951976,1.62611100,0.53207284,1.21163953,0.00438126,0.01335987,0.01260551,0.21480891,0.06771346,0.07040789
-5.03351676,1.66415359,0.53841219,1.24314374,0.00423153,0.01367146,0.01225491,0.21894372,0.06685827,0.07087507
-5.02751376,1.70317355,0.54627745,1.27398101,0.00408392,0.01397672,0.01200383,0.22443089,0.06677043,0.07146808
-5.02151076,1.74195503,0.55517948,1.30326366,0.00393938,0.01426587,0.01184224,0.23109267,0.06738234,0.07212791
-5.01550775,1.77944296,0.56467480,1.33023893,0.00379939,0.01453052,0.01176107,0.23875584,0.06862817,0.07280391
-5.00950475,1.81476910,0.57437603,1.35430948,0.00366592,0.01476394,0.01175228,0.24725381,0.07044477,0.07345508
-5.00350175,1.84726932,0.58395943,1.37504733,0.00354138,0.01496126,0.01180880,0.25642791,0.07277218,0.07405088
-4.99749875,1.87649200,0.59316933,1.39220075,0.00342852,0.01511958,0.01192446,0.26612792,0.07555378,0.07457164
-4.99149575,1.90219708,0.60181938,1.40569380,0.00333036,0.01523795,0.01209384,0.27621188,0.07873613,0.07500850
-4.98549275,1.92434616,0.60979075,1.41561866,0.00325005,0.01531736,0.01231207,0.28654544,0.08226854,0.07536281
-4.97948974,1.94308440,0.61702755,1.42222112,0.00319074,0.01536059,0.01257467,0.29700081,0.08610244,0.07564525
-4.97348674,1.95871503,0.62352972,1.42587990,0.00315546,0.01537201,0.01287733,0.30745552,0.09019067,0.07587446
-4.96748374,1.97166805,0.62934396,1.42708083,0.00314698,0.01535730,0.01321568,0.31779126,0.09448671,0.07607544
-4.96148074,1.98246453,0.63455313,1.42638713,0.00316765,0.01532317,0.01358514,0.32789273,0.09894393,0.07627779
-4.95547774,1.99167852,0.63926473,1.42440712,0.00321932,0.01527707,0.01398076,0.33764691,0.10351492,0.07651372
-4.94947474,1.99989825,0.64359912,1.42176105,0.00330317,0.01522679,0.01439710,0.34694271,0.10815107,0.07681609
-4.94347174,2.00768865,0.64767794,1.41904836,0.00341968,0.01518019,0.01482815,0.35567111,0.11280226,0.07721654
-4.93746873,2.01555686,0.65161349,1.41681716,0.00356848,0.01514488,0.01526731,0.36372579,0.11741681,0.07774376
-4.93146573,2.02392257,0.65549935,1.41553713,0.00374834,0.01512797,0.01570741,0.37100433,0.12194169,0.07842195
-4.92546273,2.03309426,0.65940292,1.41557722,0.00395716,0.01513586,0.01614077,0.37740987,0.12632305,0.07926963
-4.91945973,2.04325262,0.66335995,1.41718906,0.00419191,0.01517404,0.01655933,0.38285314,0.13050687,0.08029882
-4.91345673,2.05444165,0.66737143,1.42049672,0.00444875,0.01524705,0.01695475,0.38725480,0.13443996,0.08151457
-4.90745373,2.06656782,0.67140285,1.42549334,0.00472301,0.01535844,0.01731862,0.39054789,0.13807106,0.08291490
-4.90145073,2.07940707,0.67538584,1.43204453,0.00500935,0.01551076,0.01764264,0.39268034,0.14135210,0.08449114
-4.89544772,2.09261911,0.67922194,1.43989824,0.00530187,0.01570564,0.01791885,0.39361725,0.14423955,0.08622860
-4.88944472,2.10576819,0.68278835,1.44870060,0.00559424,0.01594395,0.01813979,0.39334298,0.14669573,0.08810757
-4.88344172,2.11834901,0.68594517,1.45801654,0.00587990,0.01622590,0.01829879,0.39186272,0.14869016,0.09010458
-4.87743872,2.12981634,0.68854382,1.46735439,0.00615224,0.01655121,0.01839010,0.38920365,0.15020074,0.09219374
-4.87143572,2.13961671,0.69043605,1.47619276,0.00640480,0.01691929,0.01840907,0.38541539,0.15121474,0.09434824
-4.86543272,2.14722049,0.69148316,1.48400859,0.00663148,0.01732933,0.01835238,0.38056993,0.15172964,0.09654183
-4.85942971,2.15215254,0.69156483,1.49030465,0.00682671,0.01778049,0.01821804,0.37476079,0.15175370,0.09875006
-4.85342671,2.15401988,0.69058714,1.49463520,0.00698568,0.01827191,0.01800557,0.36810162,0.15130620,0.10095155
-4.84742371,2.15253502,0.68848945,1.49662854,0.00710447,0.01880276,0.01771599,0.36072424,0.15041743,0.10312880
-4.84142071,2.14753368,0.68524971,1.49600529,0.00718022,0.01937220,0.01735183,0.35277610,0.14912842,0.10526884
-4.83541771,2.13898617,0.68088806,1.49259156,0.00721119,0.01997932,0.01691710,0.34441747,0.14749032,0.10736349
-4.82941471,2.12700195,0.67546860,1.48632651,0.00719688,0.02062299,0.01641719,0.33581828,0.14556362,0.10940929
-4.82341171,2.11182732,0.66909926,1.47726406,0.00713805,0.02130172,0.01585873,0.32715492,0.14341709,0.11140715
-4.81740870,2.09383659,0.66192993,1.46556880,0.00703667,0.02201343,0.01524950,0.31860697,0.14112668,0.11336170
-4.81140570,2.07351739,0.65414909,1.45150664,0.00689593,0.02275528,0.01459818,0.31035423,0.13877423,0.11528041
-4.80540270,2.05145120,0.64597904,1.43543068,0.00672011,0.02352347,0.01391419,0.30257388,0.13644625,0.11717271
-4.79939970,2.02829020,0.63767026,1.41776353,0.00651450,0.02431309,0.01320743,0.29543815,0.13423262,0.11904884
-4.79339670,2.00473202,0.62949510,1.39897690,0.00628523,0.02511799,0.01248811,0.28911239,0.13222549,0.12091897
-4.78739370,1.98149365,0.62174122,1.37956976,0.00603908,0.02593071,0.01176651,0.28375362,0.13051818,0.12279228
-4.78139070,1.95928602,0.61470502,1.36004640,0.00578336,0.02674258,0.01105272,0.27950966,0.12920427,0.12467631
-4.77538769,1.93879038,0.60868540,1.34089525,0.00552565,0.02754373,0.01035650,0.27651858,0.12837679,0.12657650
-4.76938469,1.92063769,0.60397798,1.32256985,0.00527365,0.02832336,0.00968708,0.27490858,0.12812751,0.12849606
-4.76338169,1.90539151,0.60086988,1.30547245,0.00503496,0.02906998,0.00905297,0.27479806,0.12854627,0.13043603
-4.75737869,1.89353504,0.59963498,1.28994111,0.00481693,0.02977172,0.00846187,0.27629574,0.12972029,0.13239565
-4.75137569,1.88546222,0.60052976,1.27624050,0.00462644,0.03041680,0.00792054,0.27950067,0.13173345,0.13437289
-4.74537269,1.88147278,0.60378936,1.26455661,0.00446976,0.03099388,0.00743471,0.28450191,0.13466531,0.13636508
-4.73936968,1.88177063,0.60962375,1.25499503,0.00435241,0.03149253,0.00700903,0.29137769,0.13858994,0.13836966
-4.73336668,1.88646493,0.61821375,1.24758273,0.00427905,0.03190362,0.00664705,0.30019395,0.14357439,0.14038476
-4.72736368,1.89557304,0.62970679,1.24227246,0.00425334,0.03221968,0.00635115,0.31100210,0.14967686,0.14240976
-4.72136068,1.90902441,0.64421204,1.23894945,0.00427785,0.03243523,0.00612262,0.32383599,0.15694437,0.14444549
-4.71535768,1.92666463,0.66179508,1.23743950,0.00435402,0.03254694,0.00596156,0.33870809,0.16541017,0.14649426
-4.70935468,1.94825903,0.68247195,1.23751785,0.00448209,0.03255374,0.00586701,0.35560496,0.17509078,0.14855952
-4.70335168,1.97349528,0.70620279,1.23891824,0.00466107,0.03245682,0.00583689,0.37448236,0.18598282,0.15064513
-4.69734867,2.00198498,0.73288543,1.24134161,0.00488875,0.03225950,0.00586811,0.39526001,0.19805988,0.15275444
-4.69134567,2.03326411,0.76234918,1.24446402,0.00516169,0.03196701,0.00595654,0.41781662,0.21126937,0.15488900
-4.68534267,2.06679298,0.79434939,1.24794378,0.00547529,0.03158617,0.00609715,0.44198540,0.22552988,0.15704720
-4.67933967,2.10195606,0.82856341,1.25142740,0.00582383,0.03112503,0.00628400,0.46755061,0.24072904,0.15922279
-4.67333667,2.13806262,0.86458846,1.25455484,0.00620060,0.03059242,0.00651037,0.49424544,0.25672226,0.16140356
-4.66733367,2.17434905,0.90194197,1.25696393,0.00659802,0.02999754,0.00676886,0.52175176,0.27333244,0.16357010
-4.66133067,2.20998376,0.94006493,1.25829446,0.00700776,0.02934954,0.00705147,0.54970199,0.29035104,0.16569501
-4.65532766,2.24407538,0.97832873,1.25819224,0.00742098,0.02865710,0.00734976,0.57768334,0.30754046,0.16774249
-4.64932466,2.27568503,1.01604541,1.25631334,0.00782850,0.02792816,0.00765504,0.60524453,0.32463789,0.16966850
-4.64332166,2.30384284,1.05248169,1.25232892,0.00822105,0.02716963,0.00795847,0.63190502,0.34136059,0.17142146
