energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.70585293,2.98304647,0.05599847,0.03742532,0.43810677,0.46143614,0.10428649,1.04029303,0.30266383,0.80538701
-5.69984992,3.07839486,0.05126281,0.03877552,0.43144712,0.50057814,0.11643309,1.08711018,0.29652965,0.80721454
-5.69384692,3.19281171,0.04705527,0.04037479,0.42696068,0.54297880,0.12936759,1.14076924,0.29290373,0.81360695
-5.68784392,3.32484142,0.04340609,0.04221591,0.42449923,0.58834038,0.14298099,1.20066820,0.29179904,0.82426298
-5.68184092,3.47257791,0.04033570,0.04428864,0.42387902,0.63629002,0.15713776,1.26604357,0.29318473,0.83876837
-5.67583792,3.63371167,0.03785542,0.04658040,0.42488960,0.68638517,0.17167686,1.33598608,0.29699048,0.85661000
-5.66983492,3.80559016,0.03596823,0.04907713,0.42730325,0.73812120,0.18641391,1.40946128,0.30311150,0.87719340
-5.66383192,3.98528932,0.03466963,0.05176408,0.43088426,0.79094123,0.20114438,1.48533440,0.31141428,0.89986274
-5.65782891,4.16969350,0.03394850,0.05462663,0.43539788,0.84424765,0.21564776,1.56239856,0.32174244,0.92392244
-5.65182591,4.35558065,0.03378792,0.05765105,0.44061818,0.89741523,0.22969270,1.63940527,0.33392254,0.94865955
-5.64582291,4.53970969,0.03416586,0.06082508,0.44633464,0.94980507,0.24304289,1.71509636,0.34776944,0.97336585
-5.63981991,4.71890651,0.03505573,0.06413844,0.45235717,1.00077921,0.25546348,1.78823576,0.36309112,0.99735891
-5.63381691,4.89014537,0.03642680,0.06758304,0.45851932,1.04971496,0.26672788,1.85764038,0.37969255,1.02000123
-5.62781391,5.05062270,0.03824446,0.07115305,0.46467971,1.09601877,0.27662454,1.92220858,0.39737865,1.04071674
-5.62181091,5.19782051,0.04047033,0.07484466,0.47072171,1.13913879,0.28496354,1.98094537,0.41595617,1.05900420
-5.61580790,5.32955735,0.04306232,0.07865562,0.47655161,1.17857589,0.29158263,2.03298351,0.43523459,1.07444695
-5.60980490,5.44402516,0.04597454,0.08258454,0.48209548,1.21389254,0.29635243,2.07759966,0.45502604,1.08671893
-5.60380190,5.53981143,0.04915731,0.08663002,0.48729519,1.24471948,0.29918068,2.11422532,0.47514453,1.09558683
-5.59779890,5.61590639,0.05255711,0.09078960,0.49210390,1.27075983,0.30001509,2.14245241,0.49540453,1.10090865
-5.59179590,5.67169629,0.05611670,0.09505859,0.49648155,1.29179075,0.29884499,2.16203349,0.51561947,1.10262892
-5.58579290,5.70694395,0.05977538,0.09942900,0.50039069,1.30766289,0.29570136,2.17287718,0.53560014,1.10077099
-5.57978989,5.72175895,0.06346939,0.10388842,0.50379319,1.31829755,0.29065554,2.17503935,0.55515360,1.09542726
-5.57378689,5.71655986,0.06713262,0.10841920,0.50664791,1.32368240,0.28381651,2.16871092,0.57408273,1.08674769
-5.56778389,5.69203146,0.07069744,0.11299775,0.50890992,1.32386573,0.27532694,2.15420316,0.59218683,1.07492772
-5.56178089,5.64908007,0.07409586,0.11759432,0.51053108,1.31895010,0.26535815,2.13193168,0.60926343,1.06019593
-5.55577789,5.58878959,0.07726085,0.12217309,0.51146219,1.30908566,0.25410442,2.10239989,0.62511142,1.04280247
-5.54977489,5.51238109,0.08012785,0.12669278,0.51165655,1.29446370,0.24177656,2.06618304,0.63953566,1.02300862
-5.54377189,5.42117798,0.08263635,0.13110773,0.51107473,1.27531075,0.22859545,2.02391347,0.65235290,1.00107814
-5.53776888,5.31657814,0.08473161,0.13536940,0.50969022,1.25188368,0.21478547,1.97626775,0.66339893,0.97727053
-5.53176588,5.20003388,0.08636624,0.13942839,0.50749556,1.22446570,0.20056830,1.92395599,0.67253659,0.95183655
-5.52576288,5.07303973,0.08750180,0.14323675,0.50450852,1.19336364,0.18615728,1.86771341,0.67966436,0.92501589
-5.51975988,4.93712739,0.08811008,0.14675060,0.50077781,1.15890620,0.17175241,1.80829408,0.68472500,0.89703680
-5.51375688,4.79386649,0.08817428,0.14993284,0.49638788,1.12144309,0.15753635,1.74646647,0.68771370,0.86811754
-5.50775388,4.64486940,0.08768971,0.15275584,0.49146233,1.08134475,0.14367124,1.68301027,0.68868535,0.83846896
-5.50175088,4.49179785,0.08666428,0.15520399,0.48616561,1.03900241,0.13029663,1.61871390,0.68776022,0.80829807
-5.49574787,4.33636926,0.08511849,0.15727586,0.48070270,0.99482800,0.11752831,1.55437203,0.68512760,0.77781174
-5.48974487,4.18036033,0.08308508,0.15898586,0.47531662,0.94925365,0.10545804,1.49078244,0.68104708,0.74722034
-5.48374187,4.02560609,0.08060829,0.16036526,0.47028365,0.90273051,0.09415419,1.42874171,0.67584707,0.71674067
-5.47773887,3.87399278,0.07774279,0.16146251,0.46590654,0.85572653,0.08366293,1.36903927,0.66992025,0.68659783
-5.47173587,3.72744353,0.07455227,0.16234260,0.46250568,0.80872313,0.07401011,1.31244953,0.66371621,0.65702590
-5.46573287,3.58789657,0.07110791,0.16308572,0.46040880,0.76221066,0.06520346,1.25972215,0.65773102,0.62826712
-5.45972986,3.45727600,0.06748655,0.16378495,0.45993941,0.71668280,0.05723503,1.21157044,0.65249427,0.60056967
-5.45372686,3.33745634,0.06376898,0.16454319,0.46140473,0.67262982,0.05008383,1.16865837,0.64855379,0.57418421
-5.44772386,3.23022209,0.06003809,0.16546947,0.46508342,0.63053117,0.04371841,1.13158662,0.64645875,0.54935921
-5.44172086,3.13722437,0.05637722,0.16667463,0.47121388,0.59084756,0.03809938,1.10087845,0.64674156,0.52633561
-5.43571786,3.05993694,0.05286865,0.16826676,0.47998359,0.55401284,0.03318169,1.07696596,0.64989951,0.50534109
-5.42971486,2.99961392,0.04959230,0.17034643,0.49152003,0.52042612,0.02891679,1.06017766,0.65637675,0.48658433
-5.42371186,2.95725176,0.04662467,0.17300209,0.50588366,0.49044441,0.02525439,1.05072806,0.66654744,0.47024966
-5.41770885,2.93355765,0.04403813,0.17630566,0.52306328,0.46437610,0.02214403,1.04870990,0.68070084,0.45649255
-5.41170585,2.92892632,0.04190044,0.18030885,0.54297407,0.44247559,0.01953634,1.05408973,0.69902886,0.44543614
-5.40570285,2.94342668,0.04027451,0.18504005,0.56545844,0.42493923,0.01738403,1.06670704,0.72161689,0.43716906
-5.39969985,2.97679936,0.03921845,0.19050221,0.59028961,0.41190269,0.01564260,1.08627739,0.74843809,0.43174471
-5.39369685,3.02846525,0.03878573,0.19667169,0.61717791,0.40343998,0.01427089,1.11239932,0.77935166,0.42918185
-5.38769385,3.09754496,0.03902553,0.20349827,0.64577946,0.39956383,0.01323137,1.14456502,0.81410505,0.42946663
-5.38169085,3.18288824,0.03998303,0.21090618,0.67570683,0.40022764,0.01249034,1.18217435,0.85234015,0.43255568
-5.37568784,3.28311176,0.04169980,0.21879622,0.70654138,0.40532870,0.01201790,1.22455157,0.89360313,0.43838003
-5.36968484,3.39664354,0.04421396,0.22704892,0.73784648,0.41471255,0.01178793,1.27096413,0.93735772,0.44684956
-5.36368184,3.52177158,0.04756025,0.23552840,0.76918120,0.42817826,0.01177789,1.32064278,0.98300109,0.45785761
-5.35767884,3.65669433,0.05176983,0.24408697,0.80011384,0.44548438,0.01196859,1.37280199,1.02988186,0.47128525
-5.35167584,3.79957041,0.05686983,0.25257012,0.83023457,0.46635538,0.01234392,1.42665991,1.07731938,0.48700500
-5.34567284,3.94856500,0.06288253,0.26082165,0.85916673,0.49048821,0.01289048,1.48145700,1.12462344,0.50488361
-5.33966983,4.10189095,0.06982431,0.26868883,0.88657626,0.51755892,0.01359730,1.53647247,1.17111350,0.52478358
-5.33366683,4.25784252,0.07770418,0.27602715,0.91217879,0.54722902,0.01445539,1.59103812,1.21613680,0.54656343
-5.32766383,4.41482052,0.08652220,0.28270466,0.93574419,0.57915151,0.01545743,1.64454881,1.25908439,0.57007656
-5.32166083,4.57134807,0.09626754,0.28860555,0.95709837,0.61297637,0.01659730,1.69646949,1.29940455,0.59516869
-5.31565783,4.72607681,0.10691649,0.29363294,0.97612237,0.64835556,0.01786977,1.74633867,1.33661325,0.62167432
-5.30965483,4.87778415,0.11843055,0.29771067,0.99274884,0.68494738,0.01927010,1.79376831,1.37030116,0.64941219
-5.30365183,5.02536251,0.13075449,0.30078422,1.00695623,0.72242024,0.02079373,1.83844073,1.40013728,0.67818033
-5.29764882,5.16780240,0.14381475,0.30282064,1.01876107,0.76045599,0.02243597,1.88010268,1.42586919,0.70775106
-5.29164582,5.30417121,0.15751831,0.30380759,1.02820898,0.79875264,0.02419178,1.91855759,1.44732035,0.73786648
-5.28564282,5.43359021,0.17175197,0.30375170,1.03536478,0.83702680,0.02605553,1.95365643,1.46438473,0.76823491
-5.27963982,5.55521215,0.18638240,0.30267624,1.04030263,0.87501574,0.02802097,1.98528812,1.47701954,0.79852876
-5.27363682,5.66820182,0.20125691,0.30061845,1.04309665,0.91247925,0.03008109,2.01337027,1.48523654,0.82838433
-5.26763382,5.77172178,0.21620515,0.29762662,1.04381260,0.94920121,0.03222820,2.03784083,1.48909286,0.85740373
-5.26163082,5.86492486,0.23104156,0.29375713,1.04250132,0.98499103,0.03445397,2.05865141,1.48868172,0.88515934
-5.25562781,5.94695469,0.24556882,0.28907161,1.03919419,1.01968478,0.03674956,2.07576249,1.48412402,0.91120057
-5.24962481,6.01695471,0.25958201,0.28363448,1.03390094,1.05314598,0.03910582,2.08914099,1.47556097,0.93506316
-5.24362181,6.07408536,0.27287352,0.27751081,1.02660992,1.08526602,0.04151348,2.09876001,1.46314837,0.95628057
-5.23761881,6.11754867,0.28523844,0.27076476,1.01729075,1.11596392,0.04396331,2.10460070,1.44705267,0.97439703
-5.23161581,6.14661863,0.29648033,0.26345848,1.00589916,1.14518537,0.04644636,2.10665586,1.42744876,0.98898188
-5.22561281,6.16067514,0.30641709,0.25565156,0.99238367,1.17290088,0.04895403,2.10493475,1.40451954,0.99964437
-5.21960980,6.15923925,0.31488660,0.24740097,0.97669360,1.19910299,0.05147823,2.09946846,1.37845682,1.00604835
-5.21360680,6.14200690,0.32175202,0.23876139,0.95878781,1.22380238,0.05401136,2.09031527,1.34946329,1.00792598
-5.20760380,6.10887860,0.32690641,0.22978578,0.93864358,1.24702293,0.05654628,2.07756523,1.31775503,1.00508975
-5.20160080,6.05998261,0.33027642,0.22052618,0.91626504,1.26879600,0.05907615,2.06134347,1.28356410,0.99744229
-5.19559780,5.99568971,0.33182498,0.21103454,0.89169047,1.28915377,0.06159428,2.04181176,1.24714076,0.98498312
-5.18959480,5.91661819,0.33155268,0.20136347,0.86499811,1.30812239,0.06409381,2.01916794,1.20875488,0.96781226
-5.18359180,5.82362826,0.32949790,0.19156684,0.83630986,1.32571491,0.06656752,1.99364337,1.16869620,0.94613010
-5.17758879,5.71780610,0.32573570,0.18170012,0.80579288,1.34192482,0.06900747,1.96549824,1.12727330,0.92023378
-5.17158579,5.60043820,0.32037537,0.17182050,0.77365876,1.35672033,0.07140480,1.93501516,1.08481112,0.89051001
-5.16558279,5.47297764,0.31355685,0.16198660,0.74016044,1.37004021,0.07374953,1.90249167,1.04164717,0.85742466
-5.15957979,5.33700415,0.30544628,0.15225798,0.70558701,1.38179146,0.07603052,1.86823192,0.99812655,0.82150965
-5.15357679,5.19418055,0.29623067,0.14269437,0.67025668,1.39184926,0.07823546,1.83253855,0.95459610,0.78334776
-5.14757379,5.04620806,0.28611213,0.13335468,0.63450836,1.40005947,0.08035119,1.79570521,0.91139799,0.74355589
-5.14157079,4.89478323,0.27530183,0.12429598,0.59869239,1.40624377,0.08236402,1.75801048,0.86886315,0.70276773
-5.13556778,4.74155878,0.26401394,0.11557235,0.56316079,1.41020749,0.08426037,1.71971366,0.82730502,0.66161644
-5.12956478,4.58811052,0.25245981,0.10723389,0.52825762,1.41174980,0.08602754,1.68105283,0.78701378,0.62071812
-5.12356178,4.43591181,0.24084263,0.09932579,0.49430986,1.41067590,0.08765459,1.64224534,0.74825167,0.58065667
-5.11755878,4.28631652,0.22935265,0.09188766,0.46161938,1.40681075,0.08913349,1.60349079,0.71124932,0.54197065
-5.11155578,4.14055077,0.21816322,0.08495306,0.43045603,1.40001344,0.09046020,1.56497616,0.67620347,0.50514240
-5.10555278,3.99971312,0.20742767,0.07854934,0.40105235,1.39019163,0.09163589,1.52688281,0.64327600,0.47058991
-5.09954977,3.86478215,0.19727703,0.07269778,0.37359988,1.37731517,0.09266816,1.48939471,0.61259424,0.43866127
-5.09354677,3.73663023,0.18781864,0.06741392,0.34824714,1.36142795,0.09357204,1.45270728,0.58425243,0.40963198
-5.08754377,3.61604140,0.17913565,0.06270816,0.32509917,1.34265748,0.09437101,1.41703613,0.55831420,0.38370471
-5.08154077,3.50373157,0.17128719,0.05858653,0.30421861,1.32122124,0.09509771,1.38262481,0.53481560,0.36101143
-5.07553777,3.40036899,0.16430930,0.05505153,0.28562791,1.29742958,0.09579434,1.34975112,0.51376875,0.34161751
-5.06953477,3.30659270,0.15821628,0.05210301,0.26931269,1.27168458,0.09651289,1.31873114,0.49516548,0.32552737
-5.06353177,3.22302759,0.15300263,0.04973895,0.25522577,1.24447489,0.09731480,1.28992060,0.47898091,0.31269132
-5.05752876,3.15029417,0.14864515,0.04795621,0.24329169,1.21636653,0.09827037,1.26371318,0.46517674,0.30301305
-5.05152576,3.08901223,0.14510538,0.04675093,0.23341149,1.18798990,0.09945769,1.24053567,0.45370390,0.29635748
-5.04552276,3.03979751,0.14233196,0.04611887,0.22546745,1.16002343,0.10096110,1.22083980,0.44450457,0.29255850
-5.03951976,3.00325125,0.14026321,0.04605533,0.21932767,1.13317438,0.10286935,1.20509110,0.43751354,0.29142633
-5.03351676,2.97994276,0.13882942,0.04655486,0.21485023,1.10815756,0.10527319,1.19375489,0.43265861,0.29275408
-5.02751376,2.97038556,0.13795521,0.04761062,0.21188689,1.08567272,0.10826278,1.18728005,0.42986041,0.29632358
-5.02151076,2.97500825,0.13756150,0.04921359,0.21028623,1.06638132,0.11192471,1.18608094,0.42903145,0.30191003
-5.01550775,2.99412123,0.13756749,0.05135147,0.20989616,1.05088366,0.11633878,1.19051826,0.43007467,0.30928567
-5.00950475,3.02788097,0.13789219,0.05400745,0.21056583,1.03969712,0.12157471,1.20087958,0.43288150,0.31822231
-5.00350175,3.07625356,0.13845587,0.05715901,0.21214698,1.03323626,0.12768878,1.21736018,0.43732977,0.32849284
-4.99749875,3.13897953,0.13918117,0.06077663,0.21449475,1.03179555,0.13472058,1.24004520,0.44328152,0.33987186
-4.99149575,3.21554189,0.13999399,0.06482268,0.21746806,1.03553537,0.14268989,1.26889369,0.45058100,0.35213565
-4.98549275,3.30513934,0.14082419,0.06925054,0.22092969,1.04447169,0.15159407,1.30372558,0.45905298,0.36506148
-4.97948974,3.40666669,0.14160612,0.07400397,0.22474608,1.05847009,0.16140572,1.34421203,0.46850166,0.37842683
-4.97348674,3.51870402,0.14227887,0.07901690,0.22878706,1.07724414,0.17207112,1.38987007,0.47871029,0.39200836
-4.96748374,3.63951618,0.14278657,0.08421368,0.23292558,1.10035855,0.18350927,1.44006186,0.48944169,0.40558129
-4.96148074,3.76706373,0.14307843,0.08950977,0.23703750,1.12723701,0.19561181,1.49399907,0.50043970,0.41891900
-4.95547774,3.89902586,0.14310891,0.09481294,0.24100167,1.15717458,0.20824381,1.55075260,0.51143183,0.43179337
-4.94947474,4.03283563,0.14283768,0.10002496,0.24470016,1.18935442,0.22124550,1.60926764,0.52213285,0.44397575
-4.94347174,4.16572703,0.14222976,0.10504375,0.24801892,1.22286843,0.23443497,1.66838390,0.53224958,0.45523885
-4.93746873,4.29479284,0.14125562,0.10976586,0.25084870,1.25674113,0.24761170,1.72686057,0.54148651,0.46535937
-4.93146573,4.41705190,0.13989133,0.11408925,0.25308629,1.28995621,0.26056101,1.78340539,0.54955233,0.47412152
-4.92546273,4.52952341,0.13811874,0.11791627,0.25463611,1.32148479,0.27305918,1.83670691,0.55616692,0.48132109
-4.91945973,4.62930595,0.13592578,0.12115659,0.25541194,1.35031448,0.28487913,1.88546895,0.56106877,0.48677019
-4.91345673,4.71365797,0.13330667,0.12373012,0.25533882,1.37547832,0.29579643,1.92844597,0.56402231,0.49030213
-4.90745373,4.78007685,0.13026221,0.12556965,0.25435499,1.39608245,0.30559556,1.96447808,0.56482498,0.49177637
-4.90145073,4.82637296,0.12679994,0.12662309,0.25241368,1.41133167,0.31407597,1.99252436,0.56331361,0.49108323
-4.89544772,4.85073590,0.12293430,0.12685533,0.24948472,1.42055177,0.32105787,2.01169310,0.55936989,0.48814803
-4.88944472,4.85178975,0.11868663,0.12624939,0.24555582,1.42320805,0.32638750,2.02126777,0.55292451,0.48293442
-4.88344172,4.82863519,0.11408495,0.12480711,0.24063347,1.41891914,0.32994160,2.02072777,0.54395995,0.47544667
-4.87743872,4.78087642,0.10916373,0.12254898,0.23474324,1.40746590,0.33163095,2.00976295,0.53251157,0.46573078
-4.87143572,4.70863200,0.10396326,0.11951352,0.22792965,1.38879495,0.33140288,1.98828149,0.51866703,0.45387421
-4.86543272,4.61252907,0.09852900,0.11575587,0.22025543,1.36301695,0.32924255,1.95641087,0.50256406,0.44000433
-4.85942971,4.49368156,0.09291065,0.11134594,0.21180025,1.33039982,0.32517307,1.91449195,0.48438660,0.42428545
-4.85342671,4.35365336,0.08716107,0.10636604,0.20265898,1.29135728,0.31925446,1.86306658,0.46435960,0.40691473
-4.84742371,4.19440857,0.08133514,0.10090824,0.19293951,1.24643346,0.31158136,1.80285936,0.44274266,0.38811699
-4.84142071,4.01825104,0.07548847,0.09507148,0.18276035,1.19628422,0.30227991,1.73475456,0.41982275,0.36813875
-4.83541771,3.82775615,0.06967612,0.08895859,0.17224794,1.14165618,0.29150358,1.65976913,0.39590653,0.34724171
-4.82941471,3.62569788,0.06395140,0.08267346,0.16153398,1.08336439,0.27942845,1.57902318,0.37131246,0.32569601
-4.82341171,3.41497441,0.05836464,0.07631830,0.15075286,1.02226959,0.26624795,1.49370904,0.34636309,0.30377347
-4.81740870,3.19853511,0.05296223,0.06999127,0.14003917,0.95925594,0.25216734,1.40506040,0.32137794,0.28174124
-4.81140570,2.97931195,0.04778573,0.06378446,0.12952566,0.89521023,0.23739814,1.31432241,0.29666705,0.25985594
-4.80540270,2.76015767,0.04287130,0.05778236,0.11934146,0.83100312,0.22215270,1.22272417,0.27252571,0.23835865
-4.79939970,2.54379255,0.03824922,0.05206071,0.10961079,0.76747305,0.20663912,1.13145412,0.24923022,0.21747072
-4.79339670,2.33276131,0.03394377,0.04668598,0.10045213,0.70541329,0.19105662,1.04163932,0.22703502,0.19739077
-4.78739370,2.12940084,0.02997330,0.04171520,0.09197786,0.64556230,0.17559153,0.95432891,0.20617102,0.17829265
-4.78139070,1.93581897,0.02635049,0.03719631,0.08429423,0.58859742,0.16041398,0.87048199,0.18684519,0.16032448
-4.77538769,1.75388394,0.02308285,0.03316880,0.07750182,0.53513195,0.14567535,0.79095993,0.16924122,0.14360872
-4.76938469,1.58522383,0.02017330,0.02966471,0.07169609,0.48571507,0.13150651,0.71652290,0.15352114,0.12824312
-4.76338169,1.43123445,0.01762097,0.02670979,0.06696825,0.44083455,0.11801672,0.64783025,0.13982760,0.11430240
-4.75737869,1.29309440,0.01542197,0.02432486,0.06340601,0.40092145,0.10529342,0.58544407,0.12828669,0.10184052
-4.75137569,1.17178528,0.01357026,0.02252708,0.06109433,0.36635645,0.09340247,0.52983540,0.11901093,0.09089334
-4.74537269,1.06811529,0.01205845,0.02133128,0.06011589,0.33747708,0.08238918,0.48139234,0.11210226,0.08148152
-4.73936968,0.98274412,0.01087858,0.02075115,0.06055118,0.31458527,0.07227959,0.44042919,0.10765480,0.07361345
-4.73336668,0.91620749,0.01002285,0.02080013,0.06247827,0.29795459,0.06308229,0.40719603,0.10575707,0.06728802
-4.72736368,0.86893942,0.00948412,0.02149223,0.06597192,0.28783664,0.05479046,0.38188786,0.10649362,0.06249721
-4.72136068,0.84129096,0.00925642,0.02284241,0.07110219,0.28446602,0.04738399,0.36465285,0.10994588,0.05922817
-4.71535768,0.83354407,0.00933514,0.02486681,0.07793251,0.28806353,0.04083179,0.35559902,0.11619215,0.05746497
-4.70935468,0.84591997,0.00971725,0.02758252,0.08651714,0.29883725,0.03509401,0.35479903,0.12530670,0.05718968
-4.70335168,0.87858131,0.01040116,0.03100720,0.09689825,0.31698130,0.03012414,0.36229286,0.13735800,0.05838297
-4.69734867,0.93162835,0.01138658,0.03515835,0.10910255,0.34267230,0.02587106,0.37808817,0.15240619,0.06102414
-4.69134567,1.00508911,0.01267409,0.04005239,0.12313781,0.37606345,0.02228079,0.40215851,0.17049982,0.06509057
-4.68534267,1.09890442,0.01426474,0.04570350,0.13898934,0.41727659,0.01929806,0.43443948,0.19167216,0.07055681
-4.67933967,1.21290874,0.01615935,0.05212235,0.15661666,0.46639246,0.01686761,0.47482321,0.21593709,0.07739312
-4.67333667,1.34680784,0.01835787,0.05931481,0.17595061,0.52343968,0.01493528,0.52315160,0.24328494,0.08556385
-4.66733367,1.50015505,0.02085860,0.06728055,0.19689107,0.58838292,0.01344878,0.57920886,0.27367838,0.09502561
-4.66133067,1.67232736,0.02365745,0.07601172,0.21930557,0.66111093,0.01235836,0.64271386,0.30704859,0.10572528
-4.65532766,1.86250311,0.02674709,0.08549174,0.24302894,0.74142501,0.01161711,0.71331296,0.34329202,0.11759824
-4.64932466,2.06964290,0.03011629,0.09569422,0.26786410,0.82902871,0.01118120,0.79057395,0.38226765,0.13056664
-4.64332166,2.29247496,0.03374922,0.10658207,0.29358411,0.92351923,0.01100996,0.87398149,0.42379524,0.14453806
