energy_ev,total_up,In_p_up,In_d_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-5.79589795,4.45931901,0.74887122,0.02234775,1.30414914,4.04359974,0.13098068,0.00000000
-5.78989495,4.39527182,0.72520852,0.02178153,1.26783767,3.99077182,0.12903899,0.00000000
-5.78389195,4.32666300,0.70092808,0.02119577,1.23082319,3.93362467,0.12698497,0.00000000
-5.77788894,4.25323523,0.67604729,0.02059378,1.19289176,3.87194585,0.12479365,0.00000000
-5.77188594,4.17487940,0.65060547,0.01997938,1.15389657,3.80565312,0.12244604,0.00000000
-5.76588294,4.09165077,0.62466256,0.01935686,1.11376460,3.73480866,0.11993044,0.00000000
-5.75987994,4.00378043,0.59829745,0.01873103,1.07250081,3.65962923,0.11724338,0.00000000
-5.75387694,3.91168124,0.57160593,0.01810714,1.03018997,3.58049151,0.11439027,0.00000000
-5.74787394,3.81594763,0.54469841,0.01749086,0.98699563,3.49793216,0.11138581,0.00000000
-5.74187094,3.71734912,0.51769733,0.01688825,0.94315644,3.41264233,0.10825393,0.00000000
-5.73586793,3.61681728,0.49073440,0.01630559,0.89897986,3.32545647,0.10502742,0.00000000
-5.72986493,3.51542653,0.46394766,0.01574936,0.85483348,3.23733567,0.10174726,0.00000000
-5.72386193,3.41436940,0.43747846,0.01522603,0.81113430,3.14934610,0.09846154,0.00000000
-5.71785893,3.31492688,0.41146842,0.01474197,0.76833636,3.06263303,0.09522421,0.00000000
-5.71185593,3.21843512,0.38605643,0.01430328,0.72691732,2.97839165,0.09209354,0.00000000
-5.70585293,3.12624960,0.36137584,0.01391560,0.68736435,2.89783534,0.08913046,0.00000000
-5.69984992,3.03970809,0.33755186,0.01358398,0.65016010,2.82216305,0.08639683,0.00000000
-5.69384692,2.96009390,0.31469929,0.01331272,0.61576898,2.75252651,0.08395360,0.00000000
-5.68784392,2.88860056,0.29292067,0.01310523,0.58462453,2.68999884,0.08185912,0.00000000
-5.68184092,2.82629932,0.27230483,0.01296390,0.55711800,2.63554542,0.08016745,0.00000000
-5.67583792,2.77411055,0.25292602,0.01289001,0.53358877,2.58999815,0.07892682,0.00000000
-5.66983492,2.73277983,0.23484350,0.01288368,0.51431647,2.55403383,0.07817836,0.00000000
-5.66383192,2.70285960,0.21810166,0.01294381,0.49951542,2.52815743,0.07795490,0.00000000
-5.65782891,2.68469670,0.20273065,0.01306809,0.48933097,2.51269051,0.07828017,0.00000000
-5.65182591,2.67842607,0.18874742,0.01325303,0.48383816,2.50776524,0.07916806,0.00000000
-5.64582291,2.68397072,0.17615714,0.01349404,0.48304229,2.51332391,0.08062234,0.00000000
-5.63981991,2.70104771,0.16495492,0.01378549,0.48688143,2.52912393,0.08263646,0.00000000
-5.63381691,2.72917978,0.15512768,0.01412086,0.49523064,2.55474794,0.08519375,0.00000000
-5.62781391,2.76771225,0.14665612,0.01449289,0.50790772,2.58961861,0.08826777,0.00000000
-5.62181091,2.81583431,0.13951665,0.01489375,0.52468006,2.63301760,0.09182291,0.00000000
-5.61580790,2.87260418,0.13368320,0.01531521,0.54527259,2.68410789,0.09581524,0.00000000
-5.60980490,2.93697702,0.12912874,0.01574884,0.56937633,2.74195888,0.10019352,0.00000000
-5.60380190,3.00783484,0.12582658,0.01618624,0.59665734,2.80557312,0.10490036,0.00000000
-5.59779890,3.08401715,0.12375117,0.01661919,0.62676575,2.87391396,0.10987356,0.00000000
-5.59179590,3.16435152,0.12287855,0.01703990,0.65934464,2.94593304,0.11504752,0.00000000
-5.58579290,3.24768273,0.12318629,0.01744113,0.69403848,3.02059659,0.12035469,0.00000000
-5.57978989,3.33289964,0.12465298,0.01781640,0.73050079,3.09690965,0.12572705,0.00000000
-5.57378689,3.41895863,0.12725729,0.01816009,0.76840101,3.17393720,0.13109762,0.00000000
-5.56778389,3.50490290,0.13097657,0.01846756,0.80743027,3.25082146,0.13640178,0.00000000
-5.56178089,3.58987678,0.13578523,0.01873523,0.84730590,3.32679471,0.14157859,0.00000000
-5.55577789,3.67313476,0.14165279,0.01896059,0.88777489,3.40118717,0.14657192,0.00000000
-5.54977489,3.75404490,0.14854190,0.01914223,0.92861594,3.47342980,0.15133135,0.00000000
-5.54377189,3.83208694,0.15640633,0.01927977,0.96964049,3.54305220,0.15581297,0.00000000
-5.53776888,3.90684535,0.16518910,0.01937385,1.01069269,3.60967587,0.15997987,0.00000000
-5.53176588,3.97799836,0.17482101,0.01942593,1.05164864,3.67300386,0.16380249,0.00000000
-5.52576288,4.04530386,0.18521952,0.01943826,1.09241491,3.73280749,0.16725873,0.00000000
-5.51975988,4.10858364,0.19628821,0.01941370,1.13292685,3.78891174,0.17033388,0.00000000
-5.51375688,4.16770734,0.20791699,0.01935555,1.17314666,3.84118036,0.17302041,0.00000000
-5.50775388,4.22257772,0.21998298,0.01926742,1.21306161,3.88950251,0.17531762,0.00000000
-5.50175088,4.27311866,0.23235223,0.01915309,1.25268245,3.93378194,0.17723121,0.00000000
-5.49574787,4.31926719,0.24488216,0.01901634,1.29204208,3.97393026,0.17877279,0.00000000
-5.48974487,4.36097056,0.25742477,0.01886089,1.33119446,4.00986501,0.17995935,0.00000000
-5.48374187,4.39818886,0.26983048,0.01869030,1.37021372,4.04151323,0.18081276,0.00000000
-5.47773887,4.43090327,0.28195238,0.01850788,1.40919306,4.06882053,0.18135917,0.00000000
-5.47173587,4.45912971,0.29365081,0.01831674,1.44824342,4.09176533,0.18162855,0.00000000
-5.46573287,4.48293667,0.30479793,0.01811974,1.48749140,4.11037748,0.18165406,0.00000000
-5.45972986,4.50246615,0.31528221,0.01791955,1.52707621,4.12475972,0.18147157,0.00000000
-5.45372686,4.51795573,0.32501238,0.01771873,1.56714531,4.13511059,0.18111897,0.00000000
-5.44772386,4.52975982,0.33392078,0.01751976,1.60784855,4.14174655,0.18063556,0.00000000
-5.44172086,4.53836795,0.34196579,0.01732515,1.64933070,4.14512139,0.18006123,0.00000000
-5.43571786,4.54441807,0.34913326,0.01713752,1.69172231,4.14584081,0.17943569,0.00000000
-5.42971486,4.54870281,0.35543672,0.01695963,1.73512937,4.14467032,0.17879750,0.00000000
-5.42371186,4.55216741,0.36091644,0.01679449,1.77962175,4.14253485,0.17818308,0.00000000
-5.41770885,4.55589804,0.36563722,0.01664532,1.82522135,4.14050904,0.17762565,0.00000000
-5.41170585,4.56110031,0.36968510,0.01651559,1.87189037,4.13979758,0.17715422,0.00000000
-5.40570285,4.56906803,0.37316306,0.01640895,1.91952060,4.14170585,0.17679252,0.00000000
-5.39969985,4.58114307,0.37618600,0.01632916,1.96792445,4.14760138,0.17655815,0.00000000
-5.39369685,4.59866788,0.37887512,0.01628001,2.01682861,4.15886754,0.17646176,0.00000000
-5.38769385,4.62293269,0.38135212,0.01626515,2.06587101,4.17685147,0.17650656,0.00000000
-5.38169085,4.65511964,0.38373334,0.01628798,2.11460151,4.20280825,0.17668801,0.00000000
-5.37568784,4.69624678,0.38612436,0.01635143,2.16248687,4.23784431,0.17699384,0.00000000
-5.36968484,4.74711463,0.38861501,0.01645784,2.20892000,4.28286251,0.17740440,0.00000000
-5.36368184,4.80825809,0.39127536,0.01660873,2.25323325,4.33851191,0.17789324,0.00000000
-5.35767884,4.87990619,0.39415255,0.01680473,2.29471553,4.40514473,0.17842812,0.00000000
-5.35167584,4.96195198,0.39726879,0.01704535,2.33263233,4.48278273,0.17897212,0.00000000
-5.34567284,5.05393418,0.40062057,0.01732898,2.36624798,4.57109496,0.17948505,0.00000000
-5.33966983,5.15503165,0.40417895,0.01765272,2.39484893,4.66938809,0.17992493,0.00000000
-5.33366683,5.26407132,0.40789099,0.01801246,2.41776712,4.77661011,0.18024952,0.00000000
-5.32766383,5.37954932,0.41168219,0.01840283,2.43440210,4.89136733,0.18041783,0.00000000
-5.32166083,5.49966451,0.41545977,0.01881731,2.44424103,5.01195420,0.18039147,0.00000000
-5.31565783,5.62236324,0.41911658,0.01924831,2.44687549,5.13639473,0.18013590,0.00000000
-5.30965483,5.74539324,0.42253549,0.01968738,2.44201441,5.26249385,0.17962134,0.00000000
-5.30365183,5.86636467,0.42559404,0.02012533,2.42949268,5.38789668,0.17882350,0.00000000
-5.29764882,5.98281582,0.42816906,0.02055251,2.40927502,5.51015311,0.17772399,0.00000000
-5.29164582,6.09228072,0.43014120,0.02095901,2.38145535,5.62678537,0.17631041,0.00000000
-5.28564282,6.19235630,0.43139912,0.02133493,2.34625165,5.73535577,0.17457625,0.00000000
-5.27963982,6.28076649,0.43184313,0.02167064,2.30399708,5.83353222,0.17252047,0.00000000
-5.27363682,6.35542119,0.43138836,0.02195703,2.25512771,5.91914917,0.17014703,0.00000000
-5.26763382,6.41446809,0.42996716,0.02218573,2.20016784,5.99026197,0.16746413,0.00000000
-5.26163082,6.45633607,0.42753084,0.02234935,2.13971359,6.04519308,0.16448355,0.00000000
-5.25562781,6.47976904,0.42405068,0.02244164,2.07441572,6.08256895,0.16121986,0.00000000
-5.24962481,6.48384975,0.41951826,0.02245764,2.00496232,6.10134699,0.15768972,0.00000000
-5.24362181,6.46801344,0.41394506,0.02239381,1.93206221,6.10083221,0.15391127,0.00000000
-5.23761881,6.43205184,0.40736160,0.02224812,1.85642952,6.08068408,0.14990363,0.00000000
-5.23161581,6.37610795,0.39981602,0.02202002,1.77876998,6.04091398,0.14568647,0.00000000
-5.22561281,6.30066294,0.39137222,0.02171048,1.69976918,5.98187429,0.14127980,0.00000000
-5.21960980,6.20651602,0.38210784,0.02132195,1.62008295,5.90424027,0.13670384,0.00000000
-5.21360680,6.09475883,0.37211194,0.02085824,1.54032995,5.80898603,0.13197903,0.00000000
-5.20760380,5.96674555,0.36148266,0.02032446,1.46108626,5.69735579,0.12712605,0.00000000
-5.20160080,5.82405989,0.35032486,0.01972682,1.38288189,5.57083188,0.12216602,0.00000000
-5.19559780,5.66848023,0.33874788,0.01907256,1.30619895,5.43110042,0.11712060,0.00000000
-5.18959480,5.50194361,0.32686335,0.01836969,1.23147107,5.28001566,0.11201218,0.00000000
-5.18359180,5.32650933,0.31478327,0.01762689,1.15908392,5.11956377,0.10686397,0.00000000
-5.17758879,5.14432265,0.30261825,0.01685324,1.08937636,4.95182657,0.10170006,0.00000000
-5.17158579,4.95757879,0.29047594,0.01605812,1.02264204,4.77894531,0.09654538,0.00000000
-5.16558279,4.76848742,0.27845959,0.01525093,0.95913106,4.60308503,0.09142558,0.00000000
-5.15957979,4.57923751,0.26666692,0.01444099,0.89905163,4.42639915,0.08636679,0.00000000
-5.15357679,4.39196276,0.25518893,0.01363733,0.84257141,4.25099453,0.08139534,0.00000000
-5.14757379,4.20870745,0.24410897,0.01284852,0.78981855,4.07889707,0.07653733,0.00000000
-5.14157079,4.03139301,0.23350172,0.01208254,0.74088229,3.91201793,0.07181814,0.00000000
-5.13556778,3.86178551,0.22343241,0.01134665,0.69581324,3.75212069,0.06726193,0.00000000
-5.12956478,3.70146476,0.21395589,0.01064727,0.65462332,3.60079005,0.06289112,0.00000000
-5.12356178,3.55179556,0.20511589,0.00998988,0.61728557,3.45940279,0.05872580,0.00000000
-5.11755878,3.41390221,0.19694428,0.00937897,0.58373391,3.32910181,0.05478326,0.00000000
-5.11155578,3.28864720,0.18946048,0.00881798,0.55386318,3.21077440,0.05107753,0.00000000
-5.10555278,3.17661532,0.18267100,0.00830929,0.52752951,3.10503591,0.04761905,0.00000000
-5.09954977,3.07810438,0.17656925,0.00785418,0.50455140,3.01221981,0.04441438,0.00000000
-5.09354677,2.99312339,0.17113556,0.00745292,0.48471152,2.93237537,0.04146610,0.00000000
-5.08754377,2.92139934,0.16633759,0.00710480,0.46775958,2.86527367,0.03877283,0.00000000
-5.08154077,2.86239290,0.16213107,0.00680819,0.45341621,2.81042255,0.03632934,0.00000000
-5.07553777,2.81532323,0.15846098,0.00656066,0.44137804,2.76709060,0.03412691,0.00000000
-5.06953477,2.77920175,0.15526309,0.00635911,0.43132383,2.73434004,0.03215366,0.00000000
-5.06353177,2.75287396,0.15246596,0.00619988,0.42292159,2.71106758,0.03039517,0.00000000
-5.05752876,2.73506816,0.14999318,0.00607893,0.41583660,2.69605223,0.02883501,0.00000000
-5.05152576,2.72444940,0.14776596,0.00599200,0.40973989,2.68800827,0.02745551,0.00000000
-5.04552276,2.71967650,0.14570586,0.00593474,0.40431706,2.68564138,0.02623839,0.00000000
-5.03951976,2.71946003,0.14373757,0.00590290,0.39927700,2.68770578,0.02516555,0.00000000
-5.03351676,2.72261852,0.14179166,0.00589247,0.39436007,2.69305966,0.02421975,0.00000000
-5.02751376,2.72813055,0.13980708,0.00589979,0.38934554,2.70071670,0.02338521,0.00000000
-5.02151076,2.73518027,0.13773343,0.00592175,0.38405778,2.70989103,0.02264820,0.00000000
-5.01550775,2.74319420,0.13553269,0.00595578,0.37837094,2.72003380,0.02199748,0.00000000
-5.00950475,2.75186749,0.13318049,0.00600000,0.37221195,2.73085926,0.02142462,0.00000000
-5.00350175,2.76117844,0.13066681,0.00605324,0.36556156,2.74235929,0.02092420,0.00000000
-4.99749875,2.77139033,0.12799600,0.00611505,0.35845348,2.75480547,0.02049388,0.00000000
-4.99149575,2.78304056,0.12518619,0.00618568,0.35097159,2.76873852,0.02013437,0.00000000
-4.98549275,2.79691733,0.12226811,0.00626604,0.34324538,2.78494547,0.01984922,0.00000000
-4.97948974,2.81402485,0.11928337,0.00635766,0.33544380,2.80442538,0.01964458,0.00000000
-4.97348674,2.83553855,0.11628228,0.00646254,0.32776793,2.82834516,0.01952888,0.00000000
-4.96748374,2.86275223,0.11332134,0.00658307,0.32044278,2.85798723,0.01951240,0.00000000
-4.96148074,2.89701910,0.11046053,0.00672190,0.31370855,2.89469119,0.01960693,0.00000000
-4.95547774,2.93968950,0.10776053,0.00688178,0.30781198,2.93979188,0.01982533,0.00000000
-4.94947474,2.99204747,0.10527998,0.00706540,0.30299796,2.99455629,0.02018121,0.00000000
-4.94347174,3.05524900,0.10307297,0.00727526,0.29950205,3.06012198,0.02068860,0.00000000
-4.93746873,3.13026422,0.10118683,0.00751353,0.29754398,3.13743924,0.02136176,0.00000000
-4.93146573,3.21782594,0.09966030,0.00778187,0.29732270,3.22721938,0.02221503,0.00000000
-4.92546273,3.31838645,0.09852224,0.00808131,0.29901293,3.32989119,0.02326278,0.00000000
-4.91945973,3.43208438,0.09779084,0.00841217,0.30276341,3.44556729,0.02451951,0.00000000
-4.91345673,3.55872290,0.09747337,0.00877396,0.30869694,3.57402162,0.02599998,0.00000000
-4.90745373,3.69776032,0.09756653,0.00916530,0.31691201,3.71467941,0.02771943,0.00000000
-4.90145073,3.84831357,0.09805729,0.00958393,0.32748590,3.86661985,0.02969387,0.00000000
-4.89544772,4.00917474,0.09892417,0.01002666,0.34047912,4.02859200,0.03194038,0.00000000
-4.88944472,4.17884025,0.10013903,0.01048946,0.35594062,4.19904340,0.03447744,0.00000000
-4.88344172,4.35555205,0.10166902,0.01096750,0.37391379,4.37616093,0.03732518,0.00000000
-4.87743872,4.53734958,0.10347893,0.01145525,0.39444249,4.55792259,0.04050557,0.00000000
-4.87143572,4.72213076,0.10553349,0.01194663,0.41757700,4.74215879,0.04404256,0.00000000
-4.86543272,4.90772020,0.10779983,0.01243517,0.44337928,4.92662100,0.04796200,0.00000000
-4.85942971,5.09194205,0.11024978,0.01291418,0.47192736,5.10905557,0.05229149,0.00000000
-4.85342671,5.27269487,0.11286201,0.01337696,0.50331835,5.28727992,0.05705996,0.00000000
-4.84742371,5.44802566,0.11562391,0.01381700,0.53766989,5.45925819,0.06229713,0.00000000
-4.84142071,5.61619996,0.11853311,0.01422822,0.57511987,5.62317330,0.06803272,0.00000000
-4.83541771,5.77576486,0.12159862,0.01460511,0.61582414,5.77749236,0.07429554,0.00000000
-4.82941471,5.92560227,0.12484143,0.01494299,0.65995234,5.92102226,0.08111232,0.00000000
-4.82341171,6.06496953,0.12829466,0.01523810,0.70768181,6.05295293,0.08850650,0.00000000
-4.81740870,6.19352520,0.13200311,0.01548778,0.75918969,6.17288572,0.09649689,0.00000000
-4.81140570,6.31133843,0.13602233,0.01569051,0.81464357,6.28084527,0.10509630,0.00000000
-4.80540270,6.41888075,0.14041698,0.01584601,0.87419080,6.37727359,0.11431016,0.00000000
-4.79939970,6.51700027,0.14525886,0.01595518,0.93794709,6.46300625,0.12413527,0.00000000
-4.79339670,6.60687860,0.15062426,0.01602009,1.00598452,6.53923096,0.13455868,0.00000000
-4.78739370,6.68997224,0.15659094,0.01604385,1.07831975,6.60743010,0.14555682,0.00000000
-4.78139070,6.76794052,0.16323475,0.01603051,1.15490259,6.66930934,0.15709480,0.00000000
-4.77538769,6.84256325,0.17062594,0.01598487,1.23560574,6.72671544,0.16912619,0.00000000
-4.76938469,6.91565157,0.17882529,0.01591229,1.32021582,6.78154666,0.18159299,0.00000000
-4.76338169,6.98895619,0.18788025,0.01581846,1.40842649,6.83566014,0.19442612,0.00000000
-4.75737869,7.06407723,0.19782110,0.01570922,1.49983376,6.89078025,0.20754623,0.00000000
-4.75137569,7.14238004,0.20865745,0.01559028,1.59393392,6.94841260,0.22086484,0.00000000
-4.74537269,7.22492098,0.22037510,0.01546709,1.69012449,7.00976761,0.23428594,0.00000000
-4.73936968,7.31238693,0.23293345,0.01534459,1.78770815,7.07569744,0.24770783,0.00000000
-4.73336668,7.40505145,0.24626372,0.01522710,1.88589986,7.14664944,0.26102516,0.00000000
-4.72736368,7.50274981,0.26026793,0.01511820,1.98383729,7.22263817,0.27413125,0.00000000
-4.72136068,7.60487416,0.27481897,0.01502063,2.08059423,7.30323764,0.28692043,0.00000000
-4.71535768,7.71038911,0.28976162,0.01493627,2.17519705,7.38759375,0.29929043,0.00000000
-4.70935468,7.81786700,0.30491483,0.01486614,2.26664365,7.47445658,0.31114467,0.00000000
-4.70335168,7.92554116,0.32007497,0.01481043,2.35392475,7.56223069,0.32239443,0.00000000
-4.69734867,8.03137456,0.33502025,0.01476856,2.43604678,7.64904096,0.33296080,0.00000000
-4.69134567,8.13314063,0.34951610,0.01473932,2.51205583,7.73281081,0.34277621,0.00000000
-4.68534267,8.22851233,0.36332131,0.01472093,2.58106198,7.81134885,0.35178576,0.00000000
-4.67933967,8.31515532,0.37619485,0.01471119,2.64226308,7.88244000,0.35994799,0.00000000
-4.67333667,8.39082088,0.38790306,0.01470762,2.69496723,7.94393664,0.36723527,0.00000000
-4.66733367,8.45343441,0.39822689,0.01470760,2.73861300,7.99384577,0.37363370,0.00000000
-4.66133067,8.50117548,0.40696899,0.01470844,2.77278655,8.03040825,0.37914254,0.00000000
-4.65532766,8.53254617,0.41396028,0.01470756,2.79723490,8.05216664,0.38377318,0.00000000
-4.64932466,8.54642481,0.41906578,0.01470252,2.81187454,8.05801919,0.38754770,0.00000000
-4.64332166,8.54210318,0.42218934,0.01469114,2.81679501,8.04725768,0.39049716,0.00000000
-4.63731866,8.51930618,0.42327713,0.01467152,2.81225698,8.01958834,0.39265946,0.00000000
-4.63131566,8.47819366,0.42231975,0.01464206,2.79868486,7.97513535,0.39407721,0.00000000
-4.62531266,8.41934512,0.41935274,0.01460151,2.77665404,7.91442777,0.39479541,0.00000000
-4.61930965,8.34372890,0.41445560,0.01454890,2.74687328,7.83837115,0.39485924,0.00000000
-4.61330665,8.25265796,0.40774926,0.01448356,2.71016276,7.74820604,0.39431200,0.00000000
-4.60730365,8.14773506,0.39939217,0.01440506,2.66742898,7.64545600,0.39319333,0.00000000
-4.60130065,8.03079063,0.38957521,0.01431316,2.61963732,7.53186818,0.39153788,0.00000000
-4.59529765,7.90381644,0.37851555,0.01420776,2.56778359,7.40934959,0.38937431,0.00000000
-4.58929465,7.76889871,0.36644983,0.01408885,2.51286577,7.27990233,0.38672493,0.00000000
-4.58329165,7.62815346,0.35362689,0.01395647,2.45585715,7.14556086,0.38360587,0.00000000
-4.57728864,7.48366720,0.34030040,0.01381065,2.39768193,7.00833383,0.38002769,0.00000000
-4.57128564,7.33744481,0.32672162,0.01365140,2.33919422,6.87015278,0.37599660,0.00000000
-4.56528264,7.19136663,0.31313256,0.01347869,2.28116109,6.73282924,0.37151602,0.00000000
-4.55927964,7.04715529,0.29975987,0.01329244,2.22425022,6.59802133,0.36658848,0.00000000
-4.55327664,6.90635280,0.28680949,0.01309254,2.16902219,6.46720999,0.36121766,0.00000000
-4.54727364,6.77030748,0.27446235,0.01287885,2.11592738,6.34168469,0.35541050,0.00000000
-4.54127064,6.64016962,0.26287107,0.01265126,2.06530718,6.22253787,0.34917922,0.00000000
-4.53526763,6.51689466,0.25215781,0.01240969,2.01739888,6.11066667,0.34254303,0.00000000
-4.52926463,6.40125220,0.24241320,0.01215417,1.97234373,6.00678061,0.33552954,0.00000000
-4.52326163,6.29383892,0.23369632,0.01188487,1.93019721,5.91141338,0.32817565,0.00000000
-4.51725863,6.19509365,0.22603565,0.01160213,1.89094084,5.82493715,0.32052793,0.00000000
-4.51125563,6.10531298,0.21943081,0.01130650,1.85449484,5.74757769,0.31264247,0.00000000
-4.50525263,6.02466583,0.21385513,0.01099878,1.82073076,5.67942901,0.30458406,0.00000000
-4.49924962,5.95320609,0.20925866,0.01068001,1.78948363,5.62046633,0.29642497,0.00000000
-4.49324662,5.89088249,0.20557178,0.01035149,1.76056323,5.57055684,0.28824320,0.00000000
-4.48724362,5.83754542,0.20270895,0.01001475,1.73376403,5.52946761,0.28012041,0.00000000
-4.48124062,5.79295083,0.20057276,0.00967155,1.70887373,5.49687095,0.27213959,0.00000000
-4.47523762,5.75676157,0.19905788,0.00932381,1.68568031,5.47234729,0.26438257,0.00000000
-4.46923462,5.72854681,0.19805502,0.00897361,1.66397766,5.45538628,0.25692763,0.00000000
-4.46323162,5.70778047,0.19745463,0.00862309,1.64356986,5.44538683,0.24984708,0.00000000
-4.45722861,5.69383945,0.19715036,0.00827442,1.62427427,5.44165688,0.24320518,0.00000000
-4.45122561,5.68600274,0.19704209,0.00792971,1.60592367,5.44341389,0.23705629,0.00000000
-4.44522261,5.68345223,0.19703858,0.00759099,1.58836752,5.44978676,0.23144337,0.00000000
-4.43921961,5.68527593,0.19705960,0.00726013,1.57147262,5.45981996,0.22639693,0.00000000
-4.43321661,5.69047418,0.19703756,0.00693877,1.55512324,5.47248039,0.22193435,0.00000000
-4.42721361,5.69796924,0.19691858,0.00662834,1.53922074,5.48666736,0.21805965,0.00000000
-4.42121061,5.70661842,0.19666299,0.00632996,1.52368299,5.50122585,0.21476360,0.00000000
-4.41520760,5.71523048,0.19624542,0.00604446,1.50844340,5.51496296,0.21202429,0.00000000
-4.40920460,5.72258534,0.19565422,0.00577239,1.49344973,5.52666725,0.20980793,0.00000000
-4.40320160,5.72745628,0.19489051,0.00551396,1.47866261,5.53513071,0.20806999,0.00000000
-4.39719860,5.72863420,0.19396686,0.00526914,1.46405394,5.53917253,0.20675655,0.00000000
-4.39119560,5.72495312,0.19290546,0.00503760,1.44960494,5.53766401,0.20580577,0.00000000
-4.38519260,5.71531601,0.19173624,0.00481880,1.43530409,5.52955382,0.20514959,0.00000000
-4.37918959,5.69872011,0.19049456,0.00461201,1.42114486,5.51389268,0.20471538,0.00000000
-4.37318659,5.67428076,0.18921894,0.00441632,1.40712324,5.48985645,0.20442773,0.00000000
-4.36718359,5.64125281,0.18794869,0.00423075,1.39323522,5.45676686,0.20421013,0.00000000
-4.36118059,5.59904885,0.18672158,0.00405423,1.37947421,5.41410889,0.20398667,0.00000000
-4.35517759,5.54725335,0.18557162,0.00388568,1.36582840,5.36154412,0.20368361,0.00000000
-4.34917459,5.48563230,0.18452712,0.00372404,1.35227835,5.29891945,0.20323090,0.00000000
-4.34317159,5.41413775,0.18360890,0.00356829,1.33879474,5.22627062,0.20256348,0.00000000
-4.33716858,5.33290711,0.18282893,0.00341751,1.32533648,5.14382043,0.20162251,0.00000000
-4.33116558,5.24225715,0.18218930,0.00327086,1.31184937,5.05197151,0.20035641,0.00000000
-4.32516258,5.14267299,0.18168162,0.00312765,1.29826546,4.95129394,0.19872174,0.00000000
-4.31915958,5.03479250,0.18128693,0.00298732,1.28450316,4.84250821,0.19668392,0.00000000
-4.31315658,4.91938677,0.18097603,0.00284944,1.27046854,4.72646406,0.19421775,0.00000000
-4.30715358,4.79733772,0.18071030,0.00271373,1.25605758,4.60411627,0.19130787,0.00000000
