energy_ev,total_up,P_s_up,P_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.83191596,2.04504736,0.03329193,1.11873701,0.04928422,0.16645573,1.27529488,0.99894917
-5.82591296,1.98054345,0.03250731,1.08465622,0.04702960,0.16104159,1.22259821,0.97877305
-5.81990995,1.92254272,0.03181510,1.05413403,0.04487310,0.15619756,1.17263226,0.96212667
-5.81390695,1.87207529,0.03123547,1.02776242,0.04283963,0.15199169,1.12609691,0.94959826
-5.80790395,1.83009425,0.03078583,1.00608847,0.04095447,0.14848589,1.08365323,0.94171304
-5.80190095,1.79742629,0.03048003,0.98958679,0.03924209,0.14573230,1.04589333,0.93890839
-5.79589795,1.77472937,0.03032779,0.97863578,0.03772515,0.14377010,1.01331425,0.94151298
-5.78989495,1.76245965,0.03033421,0.97349892,0.03642374,0.14262323,0.98629698,0.94973046
-5.78389195,1.76084877,0.03049943,0.97431172,0.03535480,0.14229893,0.96509159,0.96362867
-5.77788894,1.76989266,0.03081859,0.98107496,0.03453187,0.14278719,0.94980861,0.98313483
-5.77188594,1.78935176,0.03128188,0.99365428,0.03396504,0.14406120,0.94041716,1.00803681
-5.76588294,1.81876251,0.03187482,1.01178599,0.03366112,0.14607862,0.93674928,1.03799035
-5.75987994,1.85745898,0.03257874,1.03508848,0.03362404,0.14878370,0.93851013,1.07253183
-5.75387694,1.90460310,0.03337141,1.06307863,0.03385536,0.15211001,0.94529312,1.11109585
-5.74787394,1.95922169,0.03422779,1.09519204,0.03435492,0.15598371,0.95659906,1.15303655
-5.74187094,2.02024788,0.03512087,1.13080581,0.03512142,0.16032701,0.97185794,1.19765171
-5.73586793,2.08656442,0.03602263,1.16926280,0.03615311,0.16506174,0.99045233,1.24420810
-5.72986493,2.15704649,0.03690491,1.20989568,0.03744828,0.17011274,1.01174086,1.29196693
-5.72386193,2.23060140,0.03774035,1.25204964,0.03900564,0.17541087,1.03508063,1.34020794
-5.71785893,2.30620301,0.03850325,1.29510246,0.04082457,0.18089548,1.05984750,1.38825095
-5.71185593,2.38291902,0.03917029,1.33848094,0.04290507,0.18651606,1.08545320,1.43547382
-5.70585293,2.45992971,0.03972117,1.38167282,0.04524752,0.19223319,1.11135865,1.48132588
-5.69984992,2.53653721,0.04013910,1.42423379,0.04785222,0.19801850,1.13708294,1.52533644
-5.69384692,2.61216526,0.04041108,1.46578935,0.05071868,0.20385376,1.16220799,1.56711792
-5.68784392,2.68634969,0.04052812,1.50603169,0.05384475,0.20972915,1.18637872,1.60636399
-5.68184092,2.75872072,0.04048517,1.54471215,0.05722564,0.21564081,1.20929951,1.64284287
-5.67583792,2.82897875,0.04028099,1.58162996,0.06085280,0.22158777,1.23072714,1.67638675
-5.66983492,2.89686559,0.03991788,1.61661839,0.06471296,0.22756857,1.25046151,1.70687817
-5.66383192,2.96213355,0.03940127,1.64952953,0.06878705,0.23357781,1.26833463,1.73423476
-5.65782891,3.02451507,0.03873925,1.68021896,0.07304950,0.23960271,1.28419931,1.75839339
-5.65182591,3.08369525,0.03794205,1.70853179,0.07746771,0.24562015,1.29791831,1.77929530
-5.64582291,3.13928996,0.03702155,1.73429118,0.08200176,0.25159434,1.30935505,1.79687331
-5.63981991,3.19083130,0.03599069,1.75729045,0.08660467,0.25747518,1.31836660,1.81104236
-5.63381691,3.23776222,0.03486302,1.77728976,0.09122293,0.26319780,1.32479964,1.82169406
-5.62781391,3.27944104,0.03365226,1.79401761,0.09579749,0.26868292,1.32848976,1.82869593
-5.62181091,3.31515627,0.03237193,1.80717749,0.10026520,0.27383853,1.32926417,1.83189556
-5.61580790,3.34415110,0.03103509,1.81645939,0.10456054,0.27856248,1.32694769,1.83112938
-5.60980490,3.36565646,0.02965407,1.82155555,0.10861768,0.28274602,1.32137169,1.82623563
-5.60380190,3.37893069,0.02824044,1.82217951,0.11237274,0.28627816,1.31238520,1.81707063
-5.59779890,3.38330347,0.02680484,1.81808724,0.11576613,0.28905043,1.29986747,1.80352725
-5.59179590,3.37822121,0.02535708,1.80909894,0.11874486,0.29096204,1.28374104,1.78555419
-5.58579290,3.36329087,0.02390612,1.79511998,0.12126470,0.29192484,1.26398427,1.76317465
-5.57978989,3.33831932,0.02246014,1.77615951,0.12329201,0.29186800,1.24064239,1.73650306
-5.57378689,3.30334525,0.02102667,1.75234518,0.12480523,0.29074207,1.21383614,1.70575831
-5.56778389,3.25866145,0.01961265,1.72393294,0.12579580,0.28852209,1.18376732,1.67127250
-5.56178089,3.20482536,0.01822448,1.69131085,0.12626859,0.28520964,1.15072053,1.63349417
-5.55577789,3.14265685,0.01686816,1.65499631,0.12624166,0.28083371,1.11506097,1.59298550
-5.54977489,3.07322274,0.01554924,1.61562661,0.12574541,0.27545019,1.07722810,1.55041321
-5.54377189,2.99780835,0.01427287,1.57394281,0.12482119,0.26914014,1.03772533,1.50653330
-5.53776888,2.91787731,0.01304381,1.53076778,0.12351937,0.26200688,0.99710622,1.46217019
-5.53176588,2.83502130,0.01186637,1.48697904,0.12189694,0.25417201,0.95595777,1.41819103
-5.52576288,2.75090228,0.01074435,1.44347793,0.12001490,0.24577066,0.91488158,1.37547640
-5.51975988,2.66718985,0.00968105,1.40115638,0.11793546,0.23694614,0.87447385,1.33488868
-5.51375688,2.58549703,0.00867913,1.36086290,0.11571917,0.22784436,0.83530509,1.29723962
-5.50775388,2.50731762,0.00774063,1.32336959,0.11342230,0.21860829,0.79790065,1.26325864
-5.50175088,2.43396802,0.00686689,1.28934152,0.11109443,0.20937268,0.76272287,1.23356336
-5.49574787,2.36653675,0.00605856,1.25931022,0.10877648,0.20025945,0.73015570,1.20863377
-5.48974487,2.30584357,0.00531554,1.23365233,0.10649929,0.19137378,0.70049257,1.18879136
-5.48374187,2.25241055,0.00463706,1.21257451,0.10428270,0.18280125,0.67392783,1.17418398
-5.47773887,2.20644595,0.00402168,1.19610528,0.10213533,0.17460603,0.65055234,1.16477747
-5.47173587,2.16784167,0.00346734,1.18409409,0.10005489,0.16683011,0.63035307,1.16035416
-5.46573287,2.13618411,0.00297146,1.17621772,0.09802916,0.15949374,0.61321682,1.16051850
-5.45972986,2.11077772,0.00253099,1.17199346,0.09603741,0.15259681,0.59893777,1.16470959
-5.45372686,2.09067976,0.00214252,1.17079870,0.09405222,0.14612105,0.58722841,1.17222002
-5.44772386,2.07474467,0.00180235,1.17189575,0.09204164,0.14003307,0.57773335,1.18222023
-5.44172086,2.06167559,0.00150664,1.17446097,0.08997149,0.13428781,0.57004544,1.19378751
-5.43571786,2.05008083,0.00125144,1.17761677,0.08780766,0.12883224,0.56372337,1.20593820
-5.42971486,2.03853250,0.00103281,1.18046521,0.08551835,0.12360930,0.55831015,1.21766205
-5.42371186,2.02562484,0.00084686,1.18212181,0.08307604,0.11856153,0.55335177,1.22795720
-5.41770885,2.01002997,0.00068989,1.18174815,0.08045919,0.11363455,0.54841526,1.23586445
-5.41170585,1.99054858,0.00055834,1.17858210,0.07765354,0.10878004,0.54310570,1.24049955
-5.40570285,1.96615406,0.00044891,1.17196456,0.07465289,0.10395815,0.53708158,1.24108228
-5.39969985,1.93602844,0.00035855,1.16136176,0.07145957,0.09913934,0.53006808,1.23696130
-5.39369685,1.89958921,0.00028449,1.14638258,0.06808426,0.09430558,0.52186812,1.22763395
-5.38769385,1.85650655,0.00022423,1.12679036,0.06454559,0.08945089,0.51237081,1.21276043
-5.38169085,1.80671085,0.00017556,1.10250908,0.06086918,0.08458135,0.50155742,1.19217200
-5.37568784,1.75039092,0.00013655,1.07362401,0.05708658,0.07971453,0.48950473,1.16587315
-5.36968484,1.68798365,0.00010550,1.04037710,0.05323378,0.07487858,0.47638608,1.13403791
-5.36368184,1.62015615,0.00008098,1.00315763,0.04934982,0.07011091,0.46247008,1.09700080
-5.35767884,1.54778168,0.00006175,0.96248882,0.04547515,0.06545677,0.44811746,1.05524295
-5.35167584,1.47191084,0.00004680,0.91901124,0.04165020,0.06096762,0.43377608,1.00937438
-5.34567284,1.39373949,0.00003525,0.87346375,0.03791397,0.05669949,0.41997454,0.96011317
-5.33966983,1.31457494,0.00002640,0.82666303,0.03430280,0.05271143,0.40731445,0.90826279
-5.33366683,1.23580176,0.00001969,0.77948240,0.03084939,0.04906403,0.39646174,0.85468851
-5.32766383,1.15884853,0.00001464,0.73283098,0.02758201,0.04581808,0.38813690,0.80029381
-5.32166083,1.08515648,0.00001087,0.68763360,0.02452403,0.04303337,0.38310445,0.74599806
-5.31565783,1.01615082,0.00000811,0.64481221,0.02169359,0.04076763,0.38216145,0.69271589
-5.30965483,0.95321536,0.00000612,0.60526924,0.01910360,0.03907564,0.38612515,0.64133921
-5.30365183,0.89767058,0.00000472,0.56987302,0.01676188,0.03800833,0.39581962,0.59272220
-5.29764882,0.85075528,0.00000378,0.53944549,0.01467147,0.03761208,0.41206120,0.54766960
-5.29164582,0.81361148,0.00000321,0.51475211,0.01283112,0.03792790,0.43564293,0.50692841
-5.28564282,0.78727249,0.00000293,0.49649382,0.01123577,0.03899070,0.46731759,0.47118271
-5.27963982,0.77265330,0.00000290,0.48530079,0.00987715,0.04082844,0.50777968,0.44105153
-5.27363682,0.77054319,0.00000311,0.48172764,0.00874439,0.04346136,0.55764631,0.41708920
-5.26763382,0.78159968,0.00000353,0.48624977,0.00782462,0.04690100,0.61743740,0.39978757
-5.26163082,0.80634354,0.00000420,0.49926041,0.00710348,0.05114942,0.68755543,0.38957953
-5.25562781,0.84515440,0.00000513,0.52106810,0.00656562,0.05619828,0.76826562,0.38684311
-5.24962481,0.89826666,0.00000637,0.55189430,0.00619518,0.06202810,0.85967685,0.39190544
-5.24362181,0.96576556,0.00000801,0.59187093,0.00597612,0.06860772,0.96172449,0.40504593
-5.23761881,1.04758338,0.00001012,0.64103763,0.00589256,0.07589394,1.07415589,0.42649804
-5.23161581,1.14349598,0.00001282,0.69933890,0.00592903,0.08383153,1.19651937,0.45644918
-5.22561281,1.25311975,0.00001627,0.76662092,0.00607068,0.09235368,1.32815790,0.49503837
-5.21960980,1.37590955,0.00002064,0.84262839,0.00630349,0.10138295,1.46820800,0.54235145
-5.21360680,1.51115786,0.00002616,0.92700148,0.00661444,0.11083272,1.61560478,0.59841379
-5.20760380,1.65799571,0.00003309,1.01927324,0.00699165,0.12060923,1.76909340,0.66318075
-5.20160080,1.81539579,0.00004176,1.11886776,0.00742454,0.13061431,1.92724742,0.73652613
-5.19559780,1.98217825,0.00005253,1.22509943,0.00790407,0.14074850,2.08849374,0.81822915
-5.18959480,2.15701957,0.00006586,1.33717369,0.00842284,0.15091487,2.25114389,0.90796083
-5.18359180,2.33846481,0.00008225,1.45418968,0.00897535,0.16102312,2.41343097,1.00527045
-5.17758879,2.52494352,0.00010229,1.57514514,0.00955821,0.17099406,2.57355130,1.10957316
-5.17158579,2.71478949,0.00012665,1.69894381,0.01017035,0.18076429,2.72970945,1.22013984
-5.16558279,2.90626438,0.00015608,1.82440583,0.01081325,0.19029081,2.88016543,1.33609023
-5.15957979,3.09758516,0.00019142,1.95028115,0.01149116,0.19955564,3.02328224,1.45639050
-5.15357679,3.28695524,0.00023359,2.07526618,0.01221128,0.20856998,3.15757243,1.57985603
-5.14757379,3.47259890,0.00028361,2.19802372,0.01298396,0.21737800,3.28174193,1.70516041
-5.14157079,3.65279867,0.00034259,2.31720602,0.01382275,0.22606004,3.39472973,1.83085098
-5.13556778,3.82593488,0.00041170,2.43148073,0.01474455,0.23473506,3.49574214,1.95537131
-5.12956478,3.99052681,0.00049222,2.53955931,0.01576953,0.24356224,3.58428036,2.07709035
-5.12356178,4.14527425,0.00058546,2.64022723,0.01692113,0.25274170,3.66016076,2.19433794
-5.11755878,4.28909845,0.00069283,2.73237525,0.01822584,0.26251428,3.72352704,2.30544551
-5.11155578,4.42118110,0.00081576,2.81503076,0.01971302,0.27316033,3.77485400,2.40879094
-5.10555278,4.54099980,0.00095572,2.88738804,0.02141450,0.28499744,3.81494299,2.50284571
-5.09954977,4.64835846,0.00111421,2.94883624,0.02336424,0.29837722,3.84490887,2.58622262
-5.09354677,4.74341091,0.00129271,2.99898373,0.02559772,0.31368102,3.86615909,2.65772181
-5.08754377,4.82667603,0.00149270,3.03767754,0.02815137,0.33131464,3.88036515,2.71637299
-5.08154077,4.89904289,0.00171562,3.06501662,0.03106182,0.35170197,3.88942702,2.76147167
-5.07553777,4.96176431,0.00196281,3.08135787,0.03436508,0.37527764,3.89543131,2.79260747
-5.06953477,5.01643795,0.00223554,3.08731402,0.03809564,0.40247850,3.90060374,2.80968276
-5.06353177,5.06497403,0.00253495,3.08374274,0.04228542,0.43373414,3.90725674,2.81292048
-5.05752876,5.10954950,0.00286198,3.07172686,0.04696273,0.46945617,3.91773306,2.80286022
-5.05152576,5.15254917,0.00321739,3.05254589,0.05215111,0.51002663,3.93434629,2.78034252
-5.04552276,5.19649449,0.00360167,3.02763926,0.05786811,0.55578532,3.95931940,2.74648168
-5.03951976,5.24396207,0.00401500,2.99856267,0.06412414,0.60701635,3.99472241,2.70262812
-5.03351676,5.29749386,0.00445721,2.96693865,0.07092131,0.66393415,4.04241066,2.65032188
-5.02751376,5.35950229,0.00492772,2.93440340,0.07825229,0.72666919,4.10396511,2.59123908
-5.02151076,5.43217364,0.00542549,2.90255189,0.08609939,0.79525389,4.18063650,2.52713401
-5.01550775,5.51737362,0.00594897,2.87288346,0.09443378,0.86960921,4.27329513,2.45977915
-5.00950475,5.61655921,0.00649604,2.84675037,0.10321494,0.94953259,4.38238823,2.39090596
-5.00350175,5.73070095,0.00706403,2.82531138,0.11239045,1.03468780,4.50790691,2.32214905
-4.99749875,5.86021953,0.00764964,2.80949263,0.12189612,1.12459762,4.64936443,2.25499605
-4.99149575,6.00494029,0.00824897,2.79995752,0.13165649,1.21863978,4.80578767,2.19074531
-4.98549275,6.16406844,0.00885753,2.79708694,0.14158581,1.31604711,4.97572279,2.13047305
-4.97948974,6.33618709,0.00947029,2.80097078,0.15158943,1.41591221,5.15725623,2.07501096
-4.97348674,6.51927917,0.01008171,2.81141103,0.16156563,1.51719724,5.34805115,2.02493489
-4.96748374,6.71077305,0.01068585,2.82793625,0.17140778,1.61874887,5.54539884,1.98056449
-4.96148074,6.90761077,0.01127650,2.84982650,0.18100691,1.71931842,5.74628421,1.94197317
-4.95547774,7.10633641,0.01184722,2.87614757,0.19025442,1.81758683,5.94746310,1.90900738
-4.94947474,7.30320115,0.01239161,2.90579254,0.19904499,1.91219396,6.14554917,1.88131355
-4.94347174,7.49428064,0.01290335,2.93752857,0.20727939,2.00177113,6.33710691,1.85837092
-4.93746873,7.67559956,0.01337642,2.97004667,0.21486725,2.08497604,6.51874713,1.83952829
-4.93146573,7.84325796,0.01380527,3.00201174,0.22172944,2.16052857,6.68722114,1.82404249
-4.92546273,7.99355356,0.01418490,3.03211072,0.22780011,2.22724606,6.83950931,1.81111666
-4.91945973,8.12309473,0.01451108,3.05909653,0.23302819,2.28407666,6.97290041,1.79993643
-4.91345673,8.22889916,0.01478037,3.08182582,0.23737824,2.33012909,7.08505820,1.78970240
-4.90745373,8.30847409,0.01499027,3.09928927,0.24083074,2.36469775,7.17407260,1.77965776
-4.90145073,8.35987503,0.01513921,3.11063334,0.24338156,2.38728173,7.23849335,1.76911018
-4.89544772,8.38174119,0.01522660,3.11517315,0.24504096,2.39759715,7.27734548,1.75744749
-4.88944472,8.37330703,0.01525278,3.11239659,0.24583191,2.39558214,7.29012640,1.74414720
-4.88344172,8.33439084,0.01521896,3.10196041,0.24578797,2.38139441,7.27678591,1.72878030
-4.87743872,8.26536216,0.01512717,3.08367935,0.24495085,2.35540155,7.23769111,1.71100985
-4.87143572,8.16709152,0.01498010,3.05750982,0.24336786,2.31816474,7.17357910,1.69058548
-4.86543272,8.04088604,0.01478098,3.02352986,0.24108925,2.27041677,7.08550090,1.66733482
-4.85942971,7.88841561,0.01453349,2.98191722,0.23816581,2.21303545,6.97476035,1.64115300
-4.85342671,7.71163430,0.01424157,2.93292719,0.23464674,2.14701398,6.84285183,1.61199149
-4.84742371,7.51270148,0.01390933,2.87687200,0.23057794,2.07342939,6.69140041,1.57984724
-4.84142071,7.29390687,0.01354091,2.81410292,0.22600088,1.99341088,6.52210761,1.54475296
-4.83541771,7.05760301,0.01314040,2.74499616,0.22095195,1.90810910,6.33670519,1.50676931
-4.82941471,6.80614781,0.01271176,2.66994310,0.21546252,1.81866779,6.13691875,1.46597931
-4.82341171,6.54185878,0.01225878,2.58934487,0.20955937,1.72619863,5.92444187,1.42248510
-4.81740870,6.26697960,0.01178505,2.50361123,0.20326574,1.63176011,5.70092070,1.37640696
-4.81140570,5.98365876,0.01129397,2.41316284,0.19660262,1.53634074,5.46794820,1.32788429
-4.80540270,5.69393908,0.01078874,2.31843628,0.18959036,1.44084693,5.22706634,1.27707790
-4.79939970,5.39975635,0.01027243,2.21989049,0.18225027,1.34609521,4.97977431,1.22417321
-4.79339670,5.10294468,0.00974798,2.11801366,0.17460619,1.25280872,4.72754033,1.16938351
-4.78739370,4.80524631,0.00921829,2.01332933,0.16668595,1.16161718,4.47181471,1.11295278
-4.78139070,4.50832324,0.00868622,1.90640071,0.15852238,1.07306001,4.21404185,1.05515743
-4.77538769,4.21376858,0.00815465,1.79783251,0.15015408,0.98759174,3.95566942,0.99630655
-4.76938469,3.92311578,0.00762650,1.68826967,0.14162564,0.90558904,3.69815310,0.93674040
-4.76338169,3.63784444,0.00710475,1.57839287,0.13298745,0.82735887,3.44295625,0.87682703
-4.75737869,3.35938201,0.00659242,1.46891083,0.12429514,0.75314706,3.19154407,0.81695713
-4.75137569,3.08910129,0.00609262,1.36054994,0.11560848,0.68314684,2.94537281,0.75753730
-4.74537269,2.82831420,0.00560847,1.25404158,0.10699013,0.61750721,2.70587473,0.69898222
-4.73936968,2.57826257,0.00514308,1.15010834,0.09850407,0.55634064,2.47444026,0.64170613
-4.73336668,2.34010739,0.00469955,1.04944963,0.09021395,0.49973017,2.25239874,0.58611419
-4.72736368,2.11491769,0.00428092,0.95272796,0.08218138,0.44773586,2.04099960,0.53259432
-4.72136068,1.90366066,0.00389012,0.86055667,0.07446441,0.40040053,1.84139550,0.48151010
-4.71535768,1.70719425,0.00352998,0.77348995,0.06711608,0.35775502,1.65462896,0.43319510
-4.70935468,1.52626331,0.00320316,0.69201577,0.06018323,0.31982283,1.48162368,0.38794917
-4.70335168,1.36150027,0.00291215,0.61655218,0.05370567,0.28662444,1.32318137,0.34603693
-4.69734867,1.21343048,0.00265928,0.54744732,0.04771559,0.25818121,1.17998446,0.30768855
-4.69134567,1.08248255,0.00244671,0.48498295,0.04223731,0.23451885,1.05260472,0.27310295
-4.68534267,0.96900306,0.00227639,0.42938147,0.03728735,0.21567054,0.94151729,0.24245326
-4.67933967,0.87327515,0.00215014,0.38081601,0.03287477,0.20167946,0.84711934,0.21589424
-4.67333667,0.79553984,0.00206960,0.33942288,0.02900174,0.19260071,0.76975212,0.19357152
-4.66733367,0.73601892,0.00203623,0.30531598,0.02566420,0.18850249,0.70972519,0.17563207
-4.66133067,0.69493806,0.00205138,0.27860212,0.02285276,0.18946626,0.66734118,0.16223544
-4.65532766,0.67254871,0.00211620,0.25939665,0.02055353,0.19558590,0.64291954,0.15356538
-4.64932466,0.66914741,0.00223168,0.24783851,0.01874897,0.20696560,0.63681780,0.14984104
-4.64332166,0.68509113,0.00239861,0.24410383,0.01741876,0.22371653,0.64944882,0.15132741
-4.63731866,0.72080759,0.00261754,0.24841742,0.01654045,0.24595214,0.68129272,0.15834415
-4.63131566,0.77679954,0.00288878,0.26106147,0.01609007,0.27378217,0.73290252,0.17127252
-4.62531266,0.85364215,0.00321232,0.28238068,0.01604261,0.30730552,0.80490245,0.19055954
-4.61930965,0.95197312,0.00358777,0.31278348,0.01637230,0.34660195,0.89797854,0.21671911
-4.61330665,1.07247519,0.00401435,0.35273890,0.01705282,0.39172306,1.01286104,0.25032944
-4.60730365,1.21585101,0.00449080,0.40276866,0.01805735,0.44268259,1.15029881,0.29202652
-4.60130065,1.38279065,0.00501537,0.46343448,0.01935857,0.49944658,1.31102580,0.34249318
-4.59529765,1.57393227,0.00558573,0.53532053,0.02092852,0.56192348,1.49572037,0.40244365
-4.58929465,1.78981683,0.00619902,0.61901114,0.02273850,0.62995480,1.70495828,0.47260357
-4.58329165,2.03083771,0.00685173,0.71506416,0.02475894,0.70330657,1.93916064,0.55368547
-4.57728864,2.29718687,0.00753980,0.82398053,0.02695923,0.78166201,2.19853814,0.64636022
-4.57128564,2.58879886,0.00825855,0.94617062,0.02930770,0.86461574,2.48303359,0.75122479
-4.56528264,2.90529493,0.00900277,1.08191856,0.03177156,0.95166992,2.79226471,0.86876735
-4.55927964,3.24592898,0.00976671,1.23134550,0.03431696,1.04223260,3.12546936,0.99933048
-4.55327664,3.60953806,0.01054416,1.39437320,0.03690916,1.13561849,3.48145585,1.14307397
-4.54727364,3.99449959,0.01132851,1.57068958,0.03951276,1.23105255,3.85856079,1.29993857
-4.54127064,4.39869806,0.01211286,1.75971773,0.04209198,1.32767621,4.25461702,1.46961230
-4.53526763,4.81950352,0.01289005,1.96059015,0.04461108,1.42455668,4.66693418,1.65150123
-4.52926463,5.25376447,0.01365279,2.17212984,0.04703481,1.52069909,5.09229422,1.84470623
-4.52326163,5.69781692,0.01439377,2.39283999,0.04932891,1.61506144,5.52696361,2.04800765
-4.51725863,6.14751141,0.01510574,2.62090340,0.05146064,1.70657225,5.96672391,2.25985942
-4.51125563,6.59825904,0.01578163,2.85419298,0.05339931,1.79415047,6.40692133,2.47839376
-4.50525263,7.04509670,0.01641467,3.09029390,0.05511685,1.87672742,6.84253551,2.70143761
-4.49924962,7.48277105,0.01699850,3.32653775,0.05658831,1.95326999,7.26826660,2.92654106
-4.49324662,7.90583986,0.01752725,3.56004835,0.05779231,2.02280480,7.67863917,3.15101799
-4.48724362,8.30878825,0.01799571,3.78779841,0.05871148,2.08444219,8.06812025,3.37199806
-4.48124062,8.68615659,0.01839937,4.00667568,0.05933280,2.13739961,8.43124819,3.58648898
-4.47523762,9.03267597,0.01873456,4.21355659,0.05964783,2.18102321,8.76276810,3.79144728
-4.46923462,9.34340636,0.01899851,4.40538485,0.05965293,2.21480705,9.05776912,3.98385512
-4.46323162,9.61387218,0.01918945,4.57925235,0.05934930,2.23840880,9.31181822,4.16080065
-4.45722861,9.84018983,0.01930661,4.73247904,0.05874298,2.25166134,9.52108525,4.31955854
-4.45122561,10.01918159,0.01935031,4.86268865,0.05784470,2.25457953,9.68245396,4.45766771
-4.44522261,10.14847089,0.01932189,4.96787712,0.05666967,2.24736163,9.79361394,4.57300288
-4.43921961,10.22655435,0.01922378,5.04647064,0.05523726,2.23038518,9.85312959,4.66383691
-4.43321661,10.25284727,0.01905933,5.09737083,0.05357060,2.20419723,9.86048247,4.72889119
-4.42721361,10.22770007,0.01883282,5.11998504,0.05169608,2.16949916,9.81608522,4.76737198
-4.42121061,10.15238474,0.01854928,5.11424038,0.04964282,2.12712664,9.72126601,4.77899093
-4.41520760,10.02905178,0.01821437,5.08058093,0.04744204,2.07802540,9.57822414,4.76396917
-4.40920460,9.86065936,0.01783424,5.01994830,0.04512644,2.02322384,9.38995859,4.72302469
-4.40320160,9.65087805,0.01741527,4.93374661,0.04272952,1.96380351,9.16017282,4.65734393
-4.39719860,9.40397537,0.01696399,4.82379356,0.04028495,1.90086885,8.89315992,4.56853896
-4.39119560,9.12468553,0.01648681,4.69226008,0.03782587,1.83551728,8.59367340,4.45859238
-4.38519260,8.81807007,0.01598987,4.54160130,0.03538432,1.76881111,8.26678915,4.32979271
-4.37918959,8.48937573,0.01547890,4.37448220,0.03299064,1.70175216,7.91776465,4.18466316
-4.37318659,8.14389544,0.01495908,4.19370115,0.03067299,1.63526019,7.55190131,4.02588719
-4.36718359,7.78683810,0.01443490,4.00211474,0.02845689,1.57015590,7.17441527,3.85623389
-4.36118059,7.42321190,0.01391016,3.80256689,0.02636489,1.50714881,6.79032148,3.67848637
-4.35517759,7.05772522,0.01338792,3.59782495,0.02441630,1.44683035,6.40433506,3.49537586
-4.34917459,6.69470765,0.01287046,3.39052481,0.02262703,1.38967196,6.02079232,3.30952374
-4.34317159,6.33805273,0.01235943,3.18312666,0.02100948,1.33602794,5.64359337,3.12339320
-4.33716858,5.99118262,0.01185583,2.97788216,0.01957255,1.28614229,5.27616637,2.93925152
-4.33116558,5.65703386,0.01136017,2.77681313,0.01832170,1.24015906,4.92145287,2.75914358
-4.32516258,5.33806223,0.01087257,2.58170139,0.01725916,1.19813503,4.58191220,2.58487620
-4.31915958,5.03626408,0.01039288,2.39408865,0.01638403,1.16005411,4.25954255,2.41801278
-4.31315658,4.75321085,0.00992082,2.21528495,0.01569263,1.12584242,3.95591528,2.25987691
-4.30715358,4.49009325,0.00945609,2.04638395,0.01517875,1.09538332,3.67221914,2.11156358
