energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,Na_s_up,Se_s_up,Se_p_up
-5.74787394,1.18579678,0.19310929,0.67205276,0.02567926,0.01190598,0.07039620,0.03331821,0.39396343
-5.74187094,1.30366406,0.21444857,0.73771973,0.02808217,0.01349569,0.07737504,0.03688972,0.43403061
-5.73586793,1.42493920,0.23687731,0.80490891,0.03051011,0.01522774,0.08458873,0.04063384,0.47550775
-5.72986493,1.54859954,0.26028011,0.87297502,0.03293352,0.01710410,0.09198688,0.04453170,0.51809108
-5.72386193,1.67352805,0.28452025,0.94122092,0.03532086,0.01912501,0.09951380,0.04856116,0.56144280
-5.71785893,1.79853472,0.30944106,1.00891236,0.03763935,0.02128872,0.10710926,0.05269699,0.60519652
-5.71185593,1.92238088,0.33486796,1.07529457,0.03985582,0.02359130,0.11470953,0.05691112,0.64896368
-5.70585293,2.04380574,0.36061105,1.13961023,0.04193754,0.02602651,0.12224844,0.06117293,0.69234066
-5.69984992,2.16155435,0.38646816,1.20111814,0.04385318,0.02858568,0.12965852,0.06544962,0.73491653
-5.69384692,2.27440612,0.41222847,1.25911195,0.04557370,0.03125767,0.13687232,0.06970660,0.77628110
-5.68784392,2.38120287,0.43767650,1.31293835,0.04707321,0.03402897,0.14382377,0.07390800,0.81603319
-5.68184092,2.48087577,0.46259650,1.36201402,0.04832983,0.03688380,0.15044951,0.07801713,0.85378883
-5.67583792,2.57247029,0.48677709,1.40584074,0.04932631,0.03980437,0.15669047,0.08199709,0.88918924
-5.66983492,2.65516844,0.51001607,1.44401823,0.05005067,0.04277124,0.16249328,0.08581136,0.92190849
-5.66383192,2.72830788,0.53212533,1.47625435,0.05049657,0.04576375,0.16781184,0.08942447,0.95166050
-5.65782891,2.79139734,0.55293560,1.50237226,0.05066357,0.04876055,0.17260890,0.09280266,0.97820548
-5.65182591,2.84412810,0.57230100,1.52231446,0.05055723,0.05174019,0.17685746,0.09591463,1.00135546
-5.64582291,2.88638118,0.59010319,1.53614364,0.05018895,0.05468178,0.18054231,0.09873219,1.02097893
-5.63981991,2.91823037,0.60625496,1.54404042,0.04957575,0.05756561,0.18366130,0.10123103,1.03700439
-5.63381691,2.93994066,0.62070297,1.54629795,0.04873979,0.06037381,0.18622646,0.10339135,1.04942274
-5.62781391,2.95196249,0.63342964,1.54331386,0.04770781,0.06309089,0.18826490,0.10519844,1.05828830
-5.62181091,2.95492155,0.64445395,1.53557959,0.04651044,0.06570425,0.18981932,0.10664323,1.06371853
-5.61580790,2.94960453,0.65383094,1.52366749,0.04518136,0.06820449,0.19094816,0.10772263,1.06589215
-5.60980490,2.93694071,0.66165004,1.50821613,0.04375647,0.07058566,0.19172518,0.10843981,1.06504569
-5.60380190,2.91797998,0.66803197,1.48991409,0.04227295,0.07284520,0.19223857,0.10880418,1.06146846
-5.59779890,2.89386731,0.67312438,1.46948258,0.04076832,0.07498384,0.19258935,0.10883134,1.05549588
-5.59179590,2.86581432,0.67709633,1.44765751,0.03927949,0.07700521,0.19288916,0.10854265,1.04750124
-5.58579290,2.83506841,0.68013167,1.42517117,0.03784187,0.07891532,0.19325743,0.10796475,1.03788609
-5.57978989,2.80288018,0.68242171,1.40273410,0.03648849,0.08072186,0.19381787,0.10712874,1.02706934
-5.57378689,2.77046988,0.68415729,1.38101760,0.03524916,0.08243348,0.19469447,0.10606929,1.01547549
-5.56778389,2.73899384,0.68552083,1.36063718,0.03414979,0.08405883,0.19600704,0.10482356,1.00352223
-5.56178089,2.70951189,0.68667843,1.34213751,0.03321172,0.08560580,0.19786645,0.10343003,0.99160783
-5.55577789,2.68295691,0.68777267,1.32597934,0.03245123,0.08708060,0.20036980,0.10192720,0.98009879
-5.54977489,2.66010747,0.68891632,1.31252855,0.03187909,0.08848709,0.20359563,0.10035239,0.96931830
-5.54377189,2.64156478,0.69018728,1.30204797,0.03150033,0.08982609,0.20759949,0.09874053,0.95953574
-5.53776888,2.62773477,0.69162511,1.29469210,0.03131410,0.09109502,0.21241000,0.09712300,0.95095801
-5.53176588,2.61881638,0.69322928,1.29050504,0.03131372,0.09228764,0.21802579,0.09552674,0.94372279
-5.52576288,2.61479640,0.69495923,1.28942167,0.03148680,0.09339406,0.22441324,0.09397339,0.93789424
-5.51975988,2.61545160,0.69673634,1.29127230,0.03181568,0.09440098,0.23150549,0.09247882,0.93346129
-5.51375688,2.62035804,0.69844764,1.29579054,0.03227783,0.09529209,0.23920268,0.09105273,0.93033869
-5.50775388,2.62890755,0.69995114,1.30262426,0.03284656,0.09604875,0.24737344,0.08969866,0.92837080
-5.50175088,2.64033084,0.70108250,1.31134946,0.03349177,0.09665076,0.25585784,0.08841414,0.92733807
-5.49574787,2.65372661,0.70166277,1.32148639,0.03418089,0.09707730,0.26447152,0.08719109,0.92696582
-5.48974487,2.66809556,0.70150682,1.33251766,0.03487979,0.09730784,0.27301105,0.08601650,0.92693526
-5.48374187,2.68237809,0.70043196,1.34390753,0.03555389,0.09732323,0.28126022,0.08487318,0.92689602
-5.47773887,2.69549435,0.69826660,1.35512190,0.03616920,0.09710658,0.28899709,0.08374078,0.92647992
-5.47173587,2.70638494,0.69485835,1.36564805,0.03669339,0.09664417,0.29600151,0.08259674,0.92531535
-5.46573287,2.71405093,0.69008122,1.37501366,0.03709678,0.09592619,0.30206277,0.08141747,0.92304161
-5.45972986,2.71759137,0.68384181,1.38280415,0.03735326,0.09494735,0.30698714,0.08017939,0.91932278
-5.45372686,2.71623698,0.67608404,1.38867781,0.03744109,0.09370728,0.31060484,0.07885997,0.91386052
-5.44772386,2.70937852,0.66679228,1.39237799,0.03734350,0.09221072,0.31277631,0.07743875,0.90640527
-5.44172086,2.69658883,0.65599294,1.39374188,0.03704914,0.09046757,0.31339741,0.07589815,0.89676542
-5.43571786,2.67763752,0.64375422,1.39270543,0.03655236,0.08849266,0.31240340,0.07422417,0.88481424
-5.42971486,2.65249782,0.63018428,1.38930415,0.03585324,0.08630540,0.30977152,0.07240698,0.87049418
-5.42371186,2.62134517,0.61542784,1.38366964,0.03495741,0.08392921,0.30552209,0.07044120,0.85381851
-5.41770885,2.58454778,0.59966133,1.37602200,0.03387573,0.08139084,0.29971813,0.06832616,0.83487028
-5.41170585,2.54264951,0.58308695,1.36665820,0.03262376,0.07871958,0.29246355,0.06606583,0.81379870
-5.40570285,2.49634573,0.56592568,1.35593704,0.03122109,0.07594638,0.28390006,0.06366863,0.79081313
-5.39969985,2.44645339,0.54840976,1.34426112,0.02969059,0.07310293,0.27420284,0.06114715,0.76617499
-5.39369685,2.39387650,0.53077476,1.33205664,0.02805751,0.07022077,0.26357537,0.05851759,0.74018808
-5.38769385,2.33956852,0.51325167,1.31975195,0.02634867,0.06733038,0.25224345,0.05579923,0.71318753
-5.38169085,2.28449350,0.49605925,1.30775569,0.02459154,0.06446035,0.24044879,0.05301373,0.68552814
-5.37568784,2.22958739,0.47939703,1.29643569,0.02281340,0.06163667,0.22844235,0.05018440,0.65757234
-5.36968484,2.17572153,0.46343906,1.28609950,0.02104057,0.05888212,0.21647766,0.04733548,0.62967843
-5.36368184,2.12366967,0.44832888,1.27697765,0.01929777,0.05621580,0.20480432,0.04449138,0.60218956
-5.35767884,2.07408000,0.43417567,1.26921028,0.01760747,0.05365278,0.19366185,0.04167603,0.57542372
-5.35167584,2.02745337,0.42105179,1.26283812,0.01598953,0.05120397,0.18327402,0.03891218,0.54966514
-5.34567284,1.98412841,0.40899188,1.25779797,0.01446085,0.04887609,0.17384381,0.03622091,0.52515747
-5.33966983,1.94427418,0.39799331,1.25392333,0.01303518,0.04667186,0.16554898,0.03362116,0.50209863
-5.33366683,1.90789024,0.38801806,1.25094979,0.01172304,0.04459024,0.15853834,0.03112937,0.48063770
-5.32766383,1.87481412,0.37899593,1.24852530,0.01053178,0.04262687,0.15292878,0.02875923,0.46087358
-5.32166083,1.84473532,0.37082874,1.24622455,0.00946571,0.04077459,0.14880299,0.02652157,0.44285553
-5.31565783,1.81721515,0.36339552,1.24356693,0.00852628,0.03902400,0.14620793,0.02442432,0.42658521
-5.30965483,1.79171112,0.35655821,1.24003715,0.00771240,0.03736411,0.14515400,0.02247255,0.41202023
-5.30365183,1.76760456,0.35016782,1.23510739,0.00702069,0.03578295,0.14561499,0.02066864,0.39907875
-5.29764882,1.74423020,0.34407059,1.22826004,0.00644588,0.03426825,0.14752869,0.01901242,0.38764505
-5.29164582,1.72090608,0.33811404,1.21900987,0.00598114,0.03280797,0.15079834,0.01750149,0.37757561
-5.28564282,1.69696266,0.33215256,1.20692457,0.00561845,0.03139086,0.15529470,0.01613145,0.36870565
-5.27963982,1.67176985,0.32605246,1.19164276,0.00534897,0.03000689,0.16085898,0.01489626,0.36085571
-5.27363682,1.64476088,0.31969618,1.17288869,0.00516341,0.02864761,0.16730647,0.01378852,0.35383822
-5.26763382,1.61545249,0.31298573,1.15048314,0.00505235,0.02730638,0.17443088,0.01279981,0.34746379
-5.26163082,1.58346063,0.30584519,1.12435000,0.00500658,0.02597851,0.18200938,0.01192099,0.34154714
-5.25562781,1.54851173,0.29822222,1.09451867,0.00501745,0.02466132,0.18980817,0.01114255,0.33591266
-5.24962481,1.51044935,0.29008883,1.06112224,0.00507712,0.02335411,0.19758856,0.01045483,0.33039932
-5.24362181,1.46923648,0.28144120,1.02439182,0.00517889,0.02205800,0.20511339,0.00984836,0.32486514
-5.23761881,1.42495396,0.27229896,0.98464748,0.00531744,0.02077576,0.21215358,0.00931402,0.31919100
-5.23161581,1.37779542,0.26270373,0.94228660,0.00548907,0.01951159,0.21849456,0.00884335,0.31328386
-5.22561281,1.32805938,0.25271729,0.89777013,0.00569191,0.01827085,0.22394253,0.00842866,0.30707930
-5.21960980,1.27613915,0.24241944,0.85160759,0.00592609,0.01705978,0.22833009,0.00806327,0.30054344
-5.21360680,1.22251108,0.23190552,0.80434165,0.00619390,0.01588521,0.23152123,0.00774158,0.29367411
-5.20760380,1.16772165,0.22128392,0.75653277,0.00649981,0.01475436,0.23341526,0.00745921,0.28650125
-5.20160080,1.11237398,0.21067343,0.70874470,0.00685055,0.01367452,0.23394968,0.00721303,0.27908658
-5.19559780,1.05711390,0.20020063,0.66153111,0.00725499,0.01265290,0.23310180,0.00700124,0.27152234
-5.18959480,1.00261610,0.18999725,0.61542385,0.00772407,0.01169641,0.23088888,0.00682330,0.26392921
-5.18359180,0.94957023,0.18019757,0.57092303,0.00827053,0.01081154,0.22736705,0.00667991,0.25645331
-5.17758879,0.89866732,0.17093587,0.52848892,0.00890861,0.01000424,0.22262880,0.00657289,0.24926235
-5.17158579,0.85058640,0.16234377,0.48853578,0.00965362,0.00927983,0.21679919,0.00650504,0.24254083
-5.16558279,0.80598140,0.15454774,0.45142742,0.01052147,0.00864291,0.21003101,0.00647999,0.23648452
-5.15957979,0.76546841,0.14766645,0.41747446,0.01152806,0.00809734,0.20249907,0.00650193,0.23129427
-5.15357679,0.72961331,0.14180819,0.38693289,0.01268860,0.00764624,0.19439373,0.00657543,0.22716920
-5.14757379,0.69891997,0.13706831,0.36000398,0.01401686,0.00729189,0.18591413,0.00670511,0.22429961
-5.14157079,0.67381920,0.13352673,0.33683511,0.01552446,0.00703579,0.17726121,0.00689541,0.22285971
-5.13556778,0.65465871,0.13124557,0.31752157,0.01722003,0.00687864,0.16863102,0.00715026,0.22300054
-5.12956478,0.64169448,0.13026698,0.30210901,0.01910847,0.00682034,0.16020826,0.00747286,0.22484323
-5.12356178,0.63508386,0.13061139,0.29059670,0.02119024,0.00686004,0.15216064,0.00786538,0.22847297
-5.11755878,0.63488091,0.13227606,0.28294134,0.02346073,0.00699617,0.14463399,0.00832879,0.23393401
-5.11155578,0.64103444,0.13523427,0.27906154,0.02590979,0.00722648,0.13774843,0.00886268,0.24122582
-5.10555278,0.65338901,0.13943519,0.27884308,0.02852139,0.00754817,0.13159561,0.00946513,0.25030089
-5.09954977,0.67168943,0.14480447,0.28214477,0.03127349,0.00795799,0.12623717,0.01013271,0.26106410
-5.09354677,0.69558876,0.15124569,0.28880506,0.03413811,0.00845239,0.12170435,0.01086049,0.27337404
-5.08754377,0.72466009,0.15864281,0.29864942,0.03708172,0.00902772,0.11799877,0.01164218,0.28704620
-5.08154077,0.75841183,0.16686336,0.31149821,0.04006574,0.00968042,0.11509429,0.01247031,0.30185810
-5.07553777,0.79630620,0.17576264,0.32717510,0.04304742,0.01040729,0.11293978,0.01333648,0.31755620
-5.06953477,0.83778044,0.18518866,0.34551564,0.04598081,0.01120571,0.11146274,0.01423176,0.33386443
-5.06353177,0.88227001,0.19498767,0.36637584,0.04881807,0.01207395,0.11057351,0.01514697,0.35049402
-5.05752876,0.92923269,0.20501017,0.38964018,0.05151078,0.01301138,0.11016993,0.01607322,0.36715435
-5.05152576,0.97817262,0.21511713,0.41522875,0.05401147,0.01401871,0.11014230,0.01700223,0.38356419
-5.04552276,1.02866295,0.22518612,0.44310307,0.05627510,0.01509818,0.11037828,0.01792686,0.39946303
-5.03951976,1.08036598,0.23511704,0.47326999,0.05826060,0.01625363,0.11076772,0.01884140,0.41462186
-5.03351676,1.13304947,0.24483720,0.50578339,0.05993220,0.01749059,0.11120716,0.01974199,0.42885289
-5.02751376,1.18659798,0.25430543,0.54074321,0.06126068,0.01881615,0.11160376,0.02062681,0.44201766
-5.02151076,1.24101852,0.26351494,0.57829166,0.06222442,0.02023881,0.11187873,0.02149628,0.45403325
-5.01550775,1.29643971,0.27249471,0.61860647,0.06281007,0.02176818,0.11196992,0.02235305,0.46487598
-5.00950475,1.35310428,0.28130930,0.66189130,0.06301305,0.02341451,0.11183362,0.02320193,0.47458261
-5.00350175,1.41135496,0.29005694,0.70836364,0.06283761,0.02518825,0.11144560,0.02404970,0.48324864
-4.99749875,1.47161439,0.29886595,0.75824063,0.06229660,0.02709932,0.11080117,0.02490470,0.49102403
-4.99149575,1.53435982,0.30788961,0.81172358,0.06141101,0.02915650,0.10991451,0.02577644,0.49810621
-4.98549275,1.60009406,0.31729962,0.86898199,0.06020906,0.03136664,0.10881724,0.02667500,0.50473089
-4.97948974,1.66931426,0.32727844,0.93013816,0.05872517,0.03373392,0.10755628,0.02761043,0.51116107
-4.97348674,1.74248030,0.33801095,0.99525329,0.05699876,0.03625915,0.10619123,0.02859214,0.51767462
-4.96748374,1.81998475,0.34967562,1.06431631,0.05507282,0.03893915,0.10479128,0.02962818,0.52455137
-4.96148074,1.90212641,0.36243593,1.13723629,0.05299256,0.04176619,0.10343196,0.03072466,0.53206000
-4.95547774,1.98908907,0.37643211,1.21383923,0.05080403,0.04472767,0.10219165,0.03188521,0.54044562
-4.94947474,2.08092693,0.39177394,1.29386996,0.04855276,0.04780593,0.10114824,0.03311055,0.54991869
-4.94347174,2.17755796,0.40853477,1.37699914,0.04628266,0.05097831,0.10037588,0.03439813,0.56064553
-4.93746873,2.27876537,0.42674715,1.46283557,0.04403503,0.05421738,0.09994210,0.03574205,0.57274123
-4.93146573,2.38420757,0.44640019,1.55094311,0.04184779,0.05749145,0.09990523,0.03713303,0.58626500
-4.92546273,2.49343567,0.46743889,1.64086145,0.03975493,0.06076528,0.10031235,0.03855858,0.60121818
-4.91945973,2.60591748,0.48976527,1.73212954,0.03778625,0.06400096,0.10119772,0.04000339,0.61754502
-4.91345673,2.72106631,0.51324127,1.82431009,0.03596719,0.06715893,0.10258171,0.04144974,0.63513581
-4.90745373,2.83827236,0.53769321,1.91701351,0.03431897,0.07019918,0.10447030,0.04287820,0.65383240
-4.90145073,2.95693440,0.56291744,2.00991939,0.03285881,0.07308241,0.10685504,0.04426826,0.67343545
-4.89544772,3.07648921,0.58868690,2.10279382,0.03160021,0.07577122,0.10971344,0.04559908,0.69371296
-4.88944472,3.19643638,0.61475804,2.19550078,0.03055340,0.07823132,0.11300981,0.04685028,0.71440966
-4.88344172,3.31635642,0.64087790,2.28800642,0.02972566,0.08043247,0.11669638,0.04800264,0.73525651
-4.87743872,3.43592033,0.66679074,2.38037509,0.02912171,0.08234941,0.12071471,0.04903878,0.75598001
-4.87143572,3.55488974,0.69224401,2.47275693,0.02874399,0.08396251,0.12499720,0.04994373,0.77631059
-4.86543272,3.67310701,0.71699339,2.56536694,0.02859278,0.08525823,0.12946890,0.05070536,0.79598989
-4.85942971,3.79047582,0.74080655,2.65845643,0.02866634,0.08622934,0.13404921,0.05131468,0.81477662
-4.85342671,3.90693320,0.76346587,2.75227821,0.02896083,0.08687485,0.13865373,0.05176599,0.83245079
-4.84742371,4.02241499,0.78476979,2.84704722,0.02947014,0.08719986,0.14319606,0.05205690,0.84881626
-4.84142071,4.13681690,0.80453312,2.94289925,0.03018570,0.08721503,0.14758952,0.05218814,0.86370189
-4.83541771,4.24995431,0.82258653,3.03985008,0.03109615,0.08693602,0.15174891,0.05216333,0.87696126
-4.82941471,4.36152363,0.83877535,3.13775793,0.03218708,0.08638277,0.15559210,0.05198860,0.88847132
-4.82341171,4.47106859,0.85295804,3.23629200,0.03344072,0.08557865,0.15904156,0.05167212,0.89813036
-4.81740870,4.57795417,0.86500478,3.33490948,0.03483575,0.08454964,0.16202583,0.05122364,0.90585555
-4.81140570,4.68135089,0.87479626,3.43284320,0.03634722,0.08332348,0.16448080,0.05065397,0.91158044
-4.80540270,4.78023123,0.88222307,3.52910138,0.03794657,0.08192881,0.16635093,0.04997450,0.91525277
-4.79939970,4.87337941,0.88718588,3.62248037,0.03960188,0.08039448,0.16759026,0.04919677,0.91683272
-4.79339670,4.95941474,0.88959640,3.71159038,0.04127823,0.07874885,0.16816325,0.04833206,0.91629190
-4.78739370,5.03682807,0.88937933,3.79489352,0.04293835,0.07701920,0.16804550,0.04739115,0.91361307
-4.78139070,5.10402981,0.88647499,3.87075260,0.04454333,0.07523132,0.16722414,0.04638404,0.90879067
-4.77538769,5.15940710,0.88084271,3.93748857,0.04605357,0.07340906,0.16569804,0.04531987,0.90183199
-4.76938469,5.20138759,0.87246448,3.99344377,0.04742984,0.07157411,0.16347778,0.04420692,0.89275885
-4.76338169,5.22850600,0.86134880,4.03704790,0.04863436,0.06974579,0.16058531,0.04305259,0.88160966
-4.75737869,5.23947025,0.84753429,4.06688326,0.04963202,0.06794087,0.15705337,0.04186357,0.86844144
-4.75137569,5.23322321,0.83109274,4.08174602,0.05039144,0.06617357,0.15292466,0.04064597,0.85333168
-4.74537269,5.20899696,0.81213127,4.08070025,0.05088605,0.06445543,0.14825078,0.03940553,0.83637980
-4.73936968,5.16635627,0.79079349,4.06312192,0.05109499,0.06279539,0.14309096,0.03814782,0.81770783
-4.73336668,5.10522922,0.76725920,4.02873081,0.05100381,0.06119975,0.13751063,0.03687842,0.79746039
-4.72736368,5.02592319,0.74174286,3.97760866,0.05060501,0.05967228,0.13157989,0.03560310,0.77580364
-4.72136068,4.92912551,0.71449046,3.91020276,0.04989828,0.05821425,0.12537190,0.03432799,0.75292333
-4.71535768,4.81588886,0.68577519,3.82731522,0.04889052,0.05682454,0.11896129,0.03305959,0.72902190
-4.70935468,4.68760229,0.65589182,3.73007833,0.04759555,0.05549983,0.11242257,0.03180491,0.70431478
-4.70335168,4.54594962,0.62515014,3.61991785,0.04603363,0.05423472,0.10582869,0.03057134,0.67902607
-4.69734867,4.39285740,0.59386779,3.49850599,0.04423076,0.05302195,0.09924965,0.02936669,0.65338372
-4.69134567,4.23043523,0.56236274,3.36770670,0.04221774,0.05185270,0.09275136,0.02819899,0.62761461
-4.68534267,4.06091139,0.53094577,3.22951595,0.04002915,0.05071687,0.08639466,0.02707635,0.60193962
-4.67933967,3.88656695,0.49991335,3.08599987,0.03770224,0.04960339,0.08023449,0.02600680,0.57656901
-4.67333667,3.70967120,0.46954124,2.93923355,0.03527577,0.04850067,0.07431934,0.02499804,0.55169837
-4.66733367,3.53242126,0.44007892,2.79124305,0.03278884,0.04739690,0.06869086,0.02405723,0.52750521
-4.66133067,3.35688808,0.41174532,2.64395280,0.03027984,0.04628053,0.06338365,0.02319080,0.50414638
-4.65532766,3.18497069,0.38472577,2.49914031,0.02778548,0.04514067,0.05842526,0.02240422,0.48175645
-4.64932466,3.01835985,0.35917026,2.35839930,0.02533993,0.04396743,0.05383631,0.02170180,0.46044692
-4.64332166,2.85851200,0.33519311,2.22311226,0.02297417,0.04275233,0.04963071,0.02108661,0.44030635
-4.63731866,2.70663329,0.31287381,2.09443249,0.02071545,0.04148862,0.04581606,0.02056028,0.42140126
-4.63131566,2.56367361,0.29225901,1.97327555,0.01858704,0.04017149,0.04239403,0.02012298,0.40377763
-4.62531266,2.43032965,0.27336539,1.86031953,0.01660800,0.03879832,0.03936093,0.01977340,0.38746288
-4.61930965,2.30705583,0.25618318,1.75601311,0.01479325,0.03736879,0.03670815,0.01950868,0.37246820
-4.61330665,2.19408183,0.24068022,1.66059040,0.01315371,0.03588488,0.03442282,0.01932456,0.35879094
-4.60730365,2.09143527,0.22680613,1.57409105,0.01169654,0.03435094,0.03248836,0.01921538,0.34641692
-4.60130065,1.99896790,0.21449657,1.49638457,0.01042557,0.03277351,0.03088511,0.01917425,0.33532270
-4.59529765,1.91638414,0.20367726,1.42719726,0.00934166,0.03116121,0.02959093,0.01919315,0.32547739
-4.58929465,1.84327046,0.19426771,1.36614058,0.00844319,0.02952451,0.02858186,0.01926318,0.31684427
-4.58329165,1.77912477,0.18618450,1.31274001,0.00772655,0.02787548,0.02783275,0.01937465,0.30938198
-4.57728864,1.72338477,0.17934405,1.26646319,0.00718657,0.02622754,0.02731788,0.01951736,0.30304540
-4.57128564,1.67545468,0.17366493,1.22674675,0.00681700,0.02459511,0.02701160,0.01968081,0.29778631
-4.56528264,1.63472998,0.16906968,1.19302118,0.00661090,0.02299339,0.02688899,0.01985439,0.29355384
-4.55927964,1.60061980,0.16548615,1.16473333,0.00656097,0.02143800,0.02692644,0.02002762,0.29029490
-4.55327664,1.57256680,0.16284853,1.14136613,0.00665990,0.01994478,0.02710223,0.02019038,0.28795465
-4.54727364,1.55006472,0.16109814,1.12245559,0.00690056,0.01852954,0.02739712,0.02033313,0.28647714
-4.54127064,1.53267325,0.16018399,1.10760469,0.00727626,0.01720784,0.02779478,0.02044709,0.28580623
-4.53526763,1.52003065,0.16006330,1.09649445,0.00778084,0.01599488,0.02828227,0.02052443,0.28588676
-4.52926463,1.51186377,0.16070191,1.08889191,0.00840879,0.01490537,0.02885034,0.02055845,0.28666608
-4.52326163,1.50799572,0.16207483,1.08465528,0.00915536,0.01395343,0.02949367,0.02054368,0.28809590
-4.51725863,1.50835087,0.16416662,1.08373613,0.01001652,0.01315252,0.03021100,0.02047604,0.29013430
-4.51125563,1.51295721,0.16697197,1.08617875,0.01098903,0.01251548,0.03100514,0.02035285,0.29274790
-4.50525263,1.52194575,0.17049611,1.09211664,0.01207039,0.01205439,0.03188276,0.02017288,0.29591400
-4.49924962,1.53554681,0.17475516,1.10176625,0.01325879,0.01178065,0.03285414,0.01993637,0.29962254
-4.49324662,1.55408297,0.17977630,1.11541790,0.01455311,0.01170488,0.03393273,0.01964494,0.30387765
