energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up
-5.51375688,2.00654349,0.00647143,0.03928534,1.31030548,0.57901799,0.14792761,0.29219466,0.01000905,1.14307272
-5.50775388,1.98572744,0.00629486,0.03706948,1.32812090,0.56110229,0.14308523,0.29083588,0.00944187,1.13650496
-5.50175088,1.97733040,0.00622259,0.03518941,1.35312971,0.54661796,0.13976248,0.29128013,0.00897164,1.13693147
-5.49574787,1.98058034,0.00625371,0.03365359,1.38465180,0.53541390,0.13792233,0.29341249,0.00860373,1.14385838
-5.48974487,1.99447482,0.00638687,0.03246485,1.42184672,0.52727601,0.13750398,0.29708941,0.00834286,1.15665442
-5.48374187,2.01780720,0.00662031,0.03162051,1.46373215,0.52193526,0.13842485,0.30214161,0.00819301,1.17456691
-5.47773887,2.04919688,0.00695181,0.03111263,1.50920578,0.51907642,0.14058284,0.30837741,0.00815733,1.19674026
-5.47173587,2.08712275,0.00737865,0.03092827,1.55707036,0.51834748,0.14385868,0.31558672,0.00823797,1.22223640
-5.46573287,2.12995918,0.00789749,0.03104975,1.60606123,0.51936934,0.14811845,0.32354533,0.00843598,1.25005702
-5.45972986,2.17601381,0.00850429,0.03145502,1.65487590,0.52174557,0.15321623,0.33201964,0.00875112,1.27916686
-5.45372686,2.22356620,0.00919419,0.03211806,1.70220485,0.52507217,0.15899677,0.34077154,0.00918171,1.30851772
-5.44772386,2.27090672,0.00996134,0.03300929,1.74676271,0.52894699,0.16529826,0.34956340,0.00972450,1.33707272
-5.44172086,2.31637454,0.01079887,0.03409605,1.78731915,0.53297877,0.17195515,0.35816298,0.01037454,1.36383008
-5.43571786,2.35839410,0.01169872,0.03534315,1.82272849,0.53679570,0.17880095,0.36634822,0.01112506,1.38784604
-5.42971486,2.39550927,0.01265165,0.03671343,1.85195725,0.54005328,0.18567101,0.37391166,0.01196747,1.40825635
-5.42371186,2.42641418,0.01364719,0.03816841,1.87410876,0.54244144,0.19240533,0.38066451,0.01289130,1.42429572
-5.41770885,2.44998033,0.01467368,0.03966892,1.88844418,0.54369093,0.19885122,0.38644013,0.01388436,1.43531480
-5.41170585,2.46527921,0.01571841,0.04117585,1.89439925,0.54357861,0.20486588,0.39109705,0.01493278,1.44079427
-5.40570285,2.47159997,0.01676773,0.04265088,1.89159629,0.54193188,0.21031887,0.39452128,0.01602133,1.44035561
-5.39969985,2.46846179,0.01780731,0.04405721,1.87985109,0.53863197,0.21509428,0.39662798,0.01713362,1.43376825
-5.39369685,2.45562071,0.01882241,0.04536033,1.85917460,0.53361593,0.21909284,0.39736256,0.01825255,1.42095305
-5.38769385,2.43307072,0.01979822,0.04652873,1.82976927,0.52687760,0.22223357,0.39670101,0.01936069,1.40198174
-5.38169085,2.40103931,0.02072028,0.04753459,1.79202044,0.51846701,0.22445524,0.39464975,0.02044078,1.37707267
-5.37568784,2.35997742,0.02157484,0.04835441,1.74648289,0.50848869,0.22571737,0.39124477,0.02147624,1.34658266
-5.36968484,2.31054427,0.02234933,0.04896954,1.69386327,0.49709841,0.22600088,0.38655030,0.02245169,1.31099552
-5.36368184,2.25358735,0.02303275,0.04936657,1.63499886,0.48449874,0.22530825,0.38065697,0.02335345,1.27090730
-5.35767884,2.19011810,0.02361609,0.04953765,1.57083344,0.47093328,0.22366321,0.37367942,0.02417004,1.22700881
-5.35167584,2.12128388,0.02409263,0.04948062,1.50239108,0.45667970,0.22110997,0.36575358,0.02489256,1.18006601
-5.34567284,2.04833700,0.02445827,0.04919898,1.43074867,0.44204182,0.21771192,0.35703344,0.02551503,1.13089860
-5.33966983,1.97260139,0.02471169,0.04870173,1.35700790,0.42734079,0.21354987,0.34768756,0.02603461,1.08035771
-5.33366683,1.89543794,0.02485442,0.04800298,1.28226770,0.41290561,0.20871978,0.33789517,0.02645166,1.02930299
-5.32766383,1.81820915,0.02489088,0.04712147,1.20759767,0.39906341,0.20333017,0.32784207,0.02676975,0.97858008
-5.32166083,1.74224422,0.02482819,0.04607992,1.13401338,0.38612947,0.19749911,0.31771630,0.02699547,0.92899879
-5.31565783,1.66880515,0.02467599,0.04490426,1.06245396,0.37439758,0.19135097,0.30770371,0.02713812,0.88131280
-5.30965483,1.59905516,0.02444607,0.04362273,0.99376274,0.36413087,0.18501303,0.29798344,0.02720934,0.83620124
-5.30365183,1.53402983,0.02415197,0.04226500,0.92867099,0.35555344,0.17861193,0.28872357,0.02722256,0.79425284
-5.29764882,1.47461212,0.02380848,0.04086119,0.86778546,0.34884313,0.17227034,0.28007694,0.02719244,0.75595284
-5.29164582,1.42151178,0.02343111,0.03944090,0.81157955,0.34412562,0.16610360,0.27217721,0.02713423,0.72167317
-5.28564282,1.37524983,0.02303555,0.03803237,0.76038850,0.34147019,0.16021675,0.26513552,0.02706311,0.69166605
-5.27963982,1.33614853,0.02263707,0.03666162,0.71440834,0.34088711,0.15470193,0.25903768,0.02699360,0.66606108
-5.27363682,1.30432724,0.02225005,0.03535172,0.67369867,0.34232704,0.14963621,0.25394196,0.02693893,0.64486605
-5.26763382,1.27970415,0.02188747,0.03412227,0.63818897,0.34568220,0.14507994,0.24987785,0.02691053,0.62797112
-5.26163082,1.26200393,0.02156050,0.03298889,0.60768819,0.35078950,0.14107569,0.24684550,0.02691760,0.61515639
-5.25562781,1.25077100,0.02127817,0.03196303,0.58189724,0.35743545,0.13764780,0.24481612,0.02696678,0.60610246
-5.24962481,1.24538786,0.02104714,0.03105178,0.56042391,0.36536260,0.13480248,0.24373327,0.02706196,0.60040370
-5.24362181,1.24509789,0.02087156,0.03025798,0.54279980,0.37427745,0.13252848,0.24351492,0.02720417,0.59758356
-5.23761881,1.24903188,0.02075301,0.02958037,0.52849864,0.38385938,0.13079826,0.24405627,0.02739161,0.59711165
-5.23161581,1.25623707,0.02069056,0.02901393,0.51695543,0.39377039,0.12956961,0.24523328,0.02761983,0.59842176
-5.22561281,1.26570795,0.02068091,0.02855028,0.50758581,0.40366516,0.12878763,0.24690658,0.02788187,0.60093034
-5.21960980,1.27641751,0.02071857,0.02817820,0.49980507,0.41320125,0.12838692,0.24892582,0.02816869,0.60405483
-5.21360680,1.28734794,0.02079614,0.02788416,0.49304620,0.42204886,0.12829399,0.25113418,0.02846944,0.60723109
-5.20760380,1.29751972,0.02090463,0.02765296,0.48677644,0.42989999,0.12842972,0.25337287,0.02877194,0.60992956
-5.20160080,1.30601826,0.02103378,0.02746825,0.48051185,0.43647656,0.12871183,0.25548553,0.02906307,0.61166950
-5.19559780,1.31201707,0.02117244,0.02731315,0.47382954,0.44153737,0.12905724,0.25732231,0.02932926,0.61203102
-5.18959480,1.31479711,0.02130892,0.02717081,0.46637715,0.44488352,0.12938432,0.25874365,0.02955688,0.61066451
-5.18359180,1.31376170,0.02143136,0.02702483,0.45787951,0.44636243,0.12961488,0.25962346,0.02973268,0.60729729
-5.17758879,1.30844688,0.02152810,0.02685979,0.44814231,0.44587011,0.12967603,0.25985185,0.02984414,0.60173748
-5.17158579,1.29852713,0.02158796,0.02666153,0.43705283,0.44335193,0.12950169,0.25933723,0.02987983,0.59387501
-5.16558279,1.28381655,0.02160059,0.02641753,0.42457786,0.43880186,0.12903386,0.25800787,0.02982968,0.58367996
-5.15957979,1.26426602,0.02155668,0.02611709,0.41075909,0.43226027,0.12822373,0.25581277,0.02968525,0.57119854
-5.15357679,1.23995650,0.02144827,0.02575155,0.39570617,0.42381062,0.12703233,0.25272212,0.02943991,0.55654688
-5.14757379,1.21108920,0.02126888,0.02531435,0.37958808,0.41357505,0.12543111,0.24872711,0.02908897,0.53990315
-5.14157079,1.17797311,0.02101369,0.02480113,0.36262290,0.40170927,0.12340218,0.24383935,0.02862981,0.52149823
-5.13556778,1.14101057,0.02067966,0.02420966,0.34506677,0.38839684,0.12093833,0.23808980,0.02806193,0.50160557
-5.12956478,1.10068137,0.02026557,0.02353987,0.32720228,0.37384312,0.11804281,0.23152739,0.02738689,0.48053042
-5.12356178,1.05752604,0.01977210,0.02279367,0.30932677,0.35826917,0.11472897,0.22421724,0.02660835,0.45859902
-5.11755878,1.01212880,0.01920175,0.02197490,0.29174105,0.34190558,0.11101958,0.21623866,0.02573191,0.43614787
-5.11155578,0.96510062,0.01855882,0.02108907,0.27473872,0.32498662,0.10694606,0.20768289,0.02476498,0.41351363
-5.10555278,0.91706277,0.01784928,0.02014322,0.25859652,0.30774469,0.10254751,0.19865066,0.02371663,0.39102362
-5.09954977,0.86863127,0.01708064,0.01914566,0.24356581,0.29040519,0.09786954,0.18924961,0.02259736,0.36898735
-5.09354677,0.82040238,0.01626178,0.01810575,0.22986546,0.27318199,0.09296304,0.17959164,0.02141881,0.34768910
-5.08754377,0.77293947,0.01540275,0.01703357,0.21767616,0.25627340,0.08788281,0.16979023,0.02019352,0.32738159
-5.08154077,0.72676141,0.01451452,0.01593974,0.20713623,0.23985879,0.08268615,0.15995779,0.01893462,0.30828096
-5.07553777,0.68233267,0.01360881,0.01483504,0.19833892,0.22409587,0.07743142,0.15020311,0.01765550,0.29056296
-5.06953477,0.64005523,0.01269778,0.01373024,0.19133116,0.20911861,0.07217664,0.14062903,0.01636951,0.27436031
-5.06353177,0.60026243,0.01179384,0.01263575,0.18611369,0.19503585,0.06697814,0.13133028,0.01508967,0.25976142
-5.05752876,0.56321491,0.01090947,0.01156145,0.18264251,0.18193053,0.06188931,0.12239165,0.01382835,0.24681019
-5.05152576,0.52909856,0.01005694,0.01051645,0.18083148,0.16985964,0.05695952,0.11388653,0.01259703,0.23550695
-5.04552276,0.49802460,0.00924822,0.00950893,0.18055601,0.15885479,0.05223326,0.10587587,0.01140610,0.22581059
-5.03951976,0.47003178,0.00849481,0.00854596,0.18165767,0.14892334,0.04774938,0.09840751,0.01026464,0.21764154
-5.03351676,0.44509052,0.00780765,0.00763346,0.18394966,0.14005018,0.04354068,0.09151602,0.00918034,0.21088582
-5.02751376,0.42310887,0.00719699,0.00677609,0.18722282,0.13219999,0.03963361,0.08522295,0.00815939,0.20539981
-5.02151076,0.40394021,0.00667242,0.00597726,0.19125218,0.12531990,0.03604828,0.07953754,0.00720645,0.20101569
-5.01550775,0.38739220,0.00624276,0.00523916,0.19580385,0.11934260,0.03279864,0.07445776,0.00632471,0.19754750
-5.00950475,0.37323680,0.00591611,0.00456278,0.20064189,0.11418964,0.02989278,0.06997166,0.00551592,0.19479743
-5.00350175,0.36122098,0.00569976,0.00394803,0.20553523,0.10977489,0.02733350,0.06605905,0.00478053,0.19256243
-4.99749875,0.35107767,0.00560025,0.00339385,0.21026414,0.10600803,0.02511885,0.06269321,0.00411779,0.19064065
-4.99149575,0.34253650,0.00562330,0.00289831,0.21462632,0.10279799,0.02324281,0.05984278,0.00352597,0.18883772
-4.98549275,0.33533400,0.00577378,0.00245880,0.21844220,0.10005609,0.02169598,0.05747361,0.00300249,0.18697260
-4.97948974,0.32922291,0.00605564,0.00207212,0.22155936,0.09769898,0.02046628,0.05555048,0.00254415,0.18488274
-4.97348674,0.32398008,0.00647187,0.00173468,0.22385592,0.09565108,0.01953954,0.05403868,0.00214732,0.18242851
-4.96748374,0.31941299,0.00702435,0.00144260,0.22524280,0.09384658,0.01890009,0.05290542,0.00180812,0.17949662
-4.96148074,0.31536443,0.00771378,0.00119187,0.22566472,0.09223092,0.01853122,0.05212091,0.00152260,0.17600257
-4.95547774,0.31171551,0.00853955,0.00097843,0.22510004,0.09076171,0.01841560,0.05165923,0.00128694,0.17189198
-4.94947474,0.30838684,0.00949964,0.00079833,0.22355936,0.08940908,0.01853554,0.05149887,0.00109757,0.16714082
-4.94347174,0.30533812,0.01059053,0.00064776,0.22108306,0.08815556,0.01887326,0.05162304,0.00095134,0.16175460
-4.93746873,0.30256625,0.01180714,0.00052314,0.21773796,0.08699553,0.01941097,0.05201980,0.00084559,0.15576663
-4.93146573,0.30010226,0.01314287,0.00042120,0.21361323,0.08593420,0.02013107,0.05268192,0.00077830,0.14923539
-4.92546273,0.29800745,0.01458961,0.00033900,0.20881573,0.08498643,0.02101619,0.05360672,0.00074816,0.14224127
-4.91945973,0.29636892,0.01613794,0.00027394,0.20346525,0.08417530,0.02204930,0.05479578,0.00075464,0.13488287
-4.91345673,0.29529508,0.01777732,0.00022383,0.19768964,0.08353058,0.02321388,0.05625471,0.00079802,0.12727296
-4.90745373,0.29491120,0.01949641,0.00018684,0.19162024,0.08308735,0.02449408,0.05799286,0.00087947,0.11953439
-4.90145073,0.29535559,0.02128352,0.00016158,0.18538777,0.08288457,0.02587498,0.06002326,0.00100110,0.11179614
-4.89544772,0.29677631,0.02312705,0.00014703,0.17911890,0.08296394,0.02734290,0.06236261,0.00116592,0.10418963
-4.88944472,0.29932890,0.02501607,0.00014261,0.17293352,0.08336901,0.02888584,0.06503136,0.00137792,0.09684541
-4.88344172,0.30317494,0.02694094,0.00014812,0.16694298,0.08414443,0.03049389,0.06805401,0.00164205,0.08989048
-4.87743872,0.30848158,0.02889392,0.00016382,0.16124907,0.08533565,0.03215972,0.07145950,0.00196424,0.08344610
-4.87143572,0.31542180,0.03086979,0.00019035,0.15594394,0.08698868,0.03387913,0.07528160,0.00235135,0.07762627
-4.86543272,0.32417546,0.03286644,0.00022885,0.15111065,0.08915025,0.03565148,0.07955940,0.00281120,0.07253678
-4.85942971,0.33493054,0.03488536,0.00028089,0.14682438,0.09186798,0.03748019,0.08433775,0.00335246,0.06827486
-4.85342671,0.34788469,0.03693205,0.00034852,0.14315401,0.09519070,0.03937302,0.08966755,0.00398467,0.06492915
-4.84742371,0.36324637,0.03901623,0.00043431,0.14016391,0.09916880,0.04134230,0.09560589,0.00471807,0.06258024
-4.84142071,0.38123563,0.04115189,0.00054136,0.13791574,0.10385448,0.04340498,0.10221590,0.00556354,0.06130122
-4.83541771,0.40208388,0.04335720,0.00067334,0.13647005,0.10930181,0.04558243,0.10956630,0.00653242,0.06115844
-4.82941471,0.42603259,0.04565409,0.00083449,0.13588748,0.11556662,0.04790011,0.11773053,0.00763631,0.06221224
-4.82341171,0.45333059,0.04806768,0.00102967,0.13622944,0.12270609,0.05038690,0.12678549,0.00888687,0.06451744
-4.81740870,0.48422984,0.05062547,0.00126435,0.13755812,0.13077794,0.05307427,0.13680982,0.01029550,0.06812362
-4.81140570,0.51897949,0.05335629,0.00154463,0.13993579,0.13983926,0.05599520,0.14788161,0.01187305,0.07307498
-4.80540270,0.55781836,0.05628911,0.00187720,0.14342335,0.14994502,0.05918289,0.16007582,0.01362940,0.07940983
-4.79939970,0.60096574,0.05945167,0.00226934,0.14807819,0.16114604,0.06266929,0.17346116,0.01557311,0.08715959
-4.79339670,0.64861090,0.06286896,0.00272884,0.15395138,0.17348676,0.06648350,0.18809668,0.01771090,0.09634735
-4.78739370,0.70090140,0.06656175,0.00326396,0.16108442,0.18700251,0.07065016,0.20402804,0.02004725,0.10698594
-4.78139070,0.75793057,0.07054505,0.00388325,0.16950557,0.20171671,0.07518774,0.22128372,0.02258385,0.11907576
-4.77538769,0.81972479,0.07482662,0.00459546,0.17922611,0.21763780,0.08010692,0.23987111,0.02531916,0.13260222
-4.76938469,0.88623077,0.07940568,0.00540935,0.19023658,0.23475609,0.08540917,0.25977279,0.02824795,0.14753314
-4.76338169,0.95730365,0.08427183,0.00633344,0.20250337,0.25304081,0.09108541,0.28094306,0.03136086,0.16381606
-4.75737869,1.03269633,0.08940412,0.00737578,0.21596577,0.27243718,0.09711503,0.30330502,0.03464410,0.18137577
-4.75137569,1.11205073,0.09477061,0.00854361,0.23053367,0.29286399,0.10346519,0.32674812,0.03807913,0.20011216
-4.74537269,1.19489150,0.10032812,0.00984306,0.24608621,0.31421159,0.11009056,0.35112672,0.04164259,0.21989847
-4.73936968,1.28062274,0.10602252,0.01127881,0.26247141,0.33634047,0.11693336,0.37625939,0.04530622,0.24058032
-4.73336668,1.36852816,0.11178936,0.01285362,0.27950685,0.35908074,0.12392398,0.40192943,0.04903705,0.26197540
-4.72736368,1.45777517,0.11755493,0.01456805,0.29698164,0.38223236,0.13098193,0.42788650,0.05279767,0.28387413
-4.72136068,1.54742297,0.12323772,0.01642000,0.31465942,0.40556646,0.13801729,0.45384948,0.05654670,0.30604129
-4.71535768,1.63643485,0.12875030,0.01840441,0.33228263,0.42882764,0.14493256,0.47951052,0.06023944,0.32821863
-4.70935468,1.72369467,0.13400140,0.02051292,0.34957762,0.45173735,0.15162483,0.50454038,0.06382862,0.35012859
-4.70335168,1.80802714,0.13889839,0.02273365,0.36626077,0.47399840,0.15798824,0.52859482,0.06726539,0.37147896
-4.69734867,1.88822163,0.14334983,0.02505099,0.38204525,0.49530040,0.16391676,0.55132190,0.07050034,0.39196843
-4.69134567,1.96305889,0.14726810,0.02744565,0.39664812,0.51532611,0.16930691,0.57237011,0.07348466,0.41129290
-4.68534267,2.03133985,0.15057209,0.02989462,0.40979780,0.53375856,0.17406070,0.59139701,0.07617134,0.42915242
-4.67933967,2.09191573,0.15318970,0.03237147,0.42124130,0.55028869,0.17808838,0.60807813,0.07851638,0.44525844
-4.67333667,2.14371841,0.15506019,0.03484668,0.43075121,0.56462330,0.18131107,0.62211577,0.08048001,0.45934120
-4.66733367,2.18579008,0.15613613,0.03728815,0.43813207,0.57649303,0.18366313,0.63324750,0.08202777,0.47115699
-4.66133067,2.21731100,0.15638513,0.03966190,0.44322590,0.58566010,0.18509417,0.64125396,0.08313155,0.48049500
-4.65532766,2.23762445,0.15579093,0.04193285,0.44591666,0.59192548,0.18557067,0.64596569,0.08377044,0.48718351
-4.64932466,2.24625779,0.15435420,0.04406575,0.44613363,0.59513532,0.18507717,0.64726872,0.08393135,0.49109512
-4.64332166,2.24293892,0.15209264,0.04602625,0.44385333,0.59518614,0.18361681,0.64510873,0.08360955,0.49215095
