energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.87393697,10.18324768,0.05825439,1.12983446,0.51200595,0.55381614,3.88073118,5.35117865,0.07706224,2.74951242
-5.86793397,10.09671371,0.05760871,1.13456097,0.50359304,0.54205102,3.81020242,5.34955789,0.07629177,2.70290596
-5.86193097,10.01075920,0.05703644,1.14027075,0.49647387,0.53076334,3.73769371,5.34655001,0.07561249,2.65776724
-5.85592796,9.92783926,0.05654755,1.14707124,0.49077448,0.52011476,3.66459486,5.34325723,0.07503505,2.61488564
-5.84992496,9.85005514,0.05614898,1.15498940,0.48658455,0.51023054,3.59217990,5.34064362,0.07456537,2.57494273
-5.84392196,9.77909063,0.05584432,1.16396553,0.48395453,0.50119738,3.52156440,5.33950281,0.07420462,2.53849676
-5.83791896,9.71616366,0.05563364,1.17385076,0.48289399,0.49306279,3.45367010,5.34043161,0.07394927,2.50597079
-5.83191596,9.66199420,0.05551339,1.18440844,0.48337090,0.48583573,3.38919823,5.34381055,0.07379142,2.47764477
-5.82591296,9.61678987,0.05547641,1.19531947,0.48531218,0.47948851,3.32861241,5.34979192,0.07371914,2.45365164
-5.81990995,9.58024913,0.05551211,1.20619145,0.48860526,0.47395989,3.27213177,5.35829569,0.07371707,2.43397747
-5.81390695,9.55158202,0.05560668,1.21657117,0.49310080,0.46915909,3.21973435,5.36901341,0.07376692,2.41846553
-5.80790395,9.52954722,0.05574350,1.22596024,0.49861632,0.46497061,3.17117021,5.38142006,0.07384823,2.40682416
-5.80190095,9.51250400,0.05590350,1.23383286,0.50494067,0.46125963,3.12598355,5.39479325,0.07393903,2.39863797
-5.79589795,9.49847704,0.05606578,1.23965524,0.51183926,0.45787780,3.08354250,5.40823922,0.07401653,2.39338235
-5.78989495,9.48523153,0.05620816,1.24290570,0.51905981,0.45466924,3.04307509,5.42072469,0.07405784,2.39044054
-5.78389195,9.47035607,0.05630783,1.24309453,0.52633850,0.45147649,3.00370957,5.43111359,0.07404056,2.38912320
-5.77788894,9.45135027,0.05634202,1.23978287,0.53340630,0.44814634,2.96451727,5.43820727,0.07394343,2.38868965
-5.77188594,9.42571417,0.05628865,1.23259966,0.53999535,0.44453522,2.92455599,5.44078715,0.07374675,2.38837057
-5.76588294,9.39103659,0.05612704,1.22125601,0.54584531,0.44051427,2.88291213,5.43765807,0.07343288,2.38739155
-5.75987994,9.34507946,0.05583848,1.20555635,0.55070930,0.43597363,2.83873987,5.42769136,0.07298655,2.38499678
-5.75387694,9.28585566,0.05540685,1.18540600,0.55435958,0.43082616,2.79129582,5.40986587,0.07239512,2.38047261
-5.74787394,9.21169805,0.05481910,1.16081479,0.55659265,0.42501029,2.73996808,5.38330602,0.07164876,2.37317009
-5.74187094,9.12131768,0.05406571,1.13189673,0.55723371,0.41849211,2.68429870,5.34731541,0.07074055,2.36252606
-5.73586793,9.01384961,0.05314097,1.09886591,0.55614047,0.41126645,2.62399903,5.30140520,0.06966651,2.34808208
-5.72986493,8.88888526,0.05204326,1.06202872,0.55320613,0.40335721,2.55895783,5.24531624,0.06842554,2.32950079
-5.72386193,8.74649063,0.05077516,1.02177311,0.54836156,0.39481667,2.48924209,5.17903433,0.06701938,2.30657886
-5.71785893,8.58720998,0.04934344,0.97855520,0.54157653,0.38572398,2.41509115,5.10279826,0.06545246,2.27925634
-5.71185593,8.41205546,0.04775898,0.93288406,0.53286015,0.37618283,2.33690463,5.01710039,0.06373172,2.24762180
-5.70585293,8.22248308,0.04603658,0.88530536,0.52226030,0.36631833,2.25522520,4.92267980,0.06186638,2.21191315
-5.69984992,8.02035629,0.04419461,0.83638456,0.50986224,0.35627328,2.17071711,4.82050828,0.05986776,2.17251379
-5.69384692,7.80789849,0.04225464,0.78669038,0.49578636,0.34620384,2.08414166,4.71176986,0.05774900,2.12994428
-5.68784392,7.58763622,0.04024094,0.73677922,0.48018517,0.33627483,1.99633079,4.59783431,0.05552475,2.08484961
-5.68184092,7.36233512,0.03817998,0.68718112,0.46323951,0.32665473,1.90815984,4.48022586,0.05321096,2.03798242
-5.67583792,7.13493069,0.03609977,0.63838759,0.44515432,0.31751059,1.82052068,4.36058799,0.05082451,1.99018274
-5.66983492,6.90845618,0.03402928,0.59084180,0.42615379,0.30900300,1.73429612,4.24064548,0.04838299,1.94235475
-5.66383192,6.68596995,0.03199776,0.54493124,0.40647629,0.30128128,1.65033634,4.12216515,0.04590438,1.89544163
-5.65782891,6.47048436,0.03003407,0.50098294,0.38636904,0.29447902,1.56943813,4.00691624,0.04340675,1.85039902
-5.65182591,6.26489838,0.02816609,0.45926120,0.36608281,0.28871023,1.49232729,3.89663186,0.04090807,1.80816830
-5.64582291,6.07193557,0.02642003,0.41996765,0.34586664,0.28406606,1.41964451,3.79297252,0.03842592,1.76965050
-5.63981991,5.89408911,0.02481988,0.38324337,0.32596296,0.28061232,1.35193489,3.69749266,0.03597732,1.73568167
-5.63381691,5.73357492,0.02338689,0.34917283,0.30660290,0.27838788,1.28964090,3.61161102,0.03357854,1.70701072
-5.62781391,5.59229369,0.02213907,0.31778915,0.28800224,0.27740386,1.23309877,3.53658545,0.03124495,1.68428012
-5.62181091,5.47180237,0.02109079,0.28908042,0.27035784,0.27764383,1.18253791,3.47349245,0.02899095,1.66801037
-5.61580790,5.37329498,0.02025249,0.26299654,0.25384471,0.27906479,1.13808302,3.42321172,0.02682984,1.65858829
-5.60980490,5.29759274,0.01963038,0.23945637,0.23861382,0.28159900,1.09975847,3.38641561,0.02477385,1.65625958
-5.60380190,5.24514274,0.01922633,0.21835476,0.22479052,0.28515658,1.06749467,3.36356326,0.02283406,1.66112549
-5.59779890,5.21602469,0.01903779,0.19956924,0.21247369,0.28962871,1.04113584,3.35489922,0.02102047,1.67314373
-5.59179590,5.20996459,0.01905787,0.18296609,0.20173561,0.29489129,1.02044899,3.36045602,0.01934199,1.69213300
-5.58579290,5.22635471,0.01927548,0.16840573,0.19262241,0.30080909,1.00513389,3.38006020,0.01780651,1.71778124
-5.57978989,5.26427865,0.01967556,0.15574724,0.18515523,0.30723997,0.99483355,3.41334147,0.01642093,1.74965667
-5.57378689,5.32254088,0.02023949,0.14485209,0.17933188,0.31403930,0.98914543,3.45974442,0.01519125,1.78722153
-5.56778389,5.39969973,0.02094557,0.13558702,0.17512911,0.32106427,0.98763298,3.51854242,0.01412262,1.82984784
-5.56178089,5.49410343,0.02176957,0.12782618,0.17250535,0.32817807,0.98983762,3.58885349,0.01321936,1.87683469
-5.55577789,5.60392854,0.02268540,0.12145258,0.17140390,0.33525376,0.99529113,3.66965778,0.01248510,1.92742670
-5.54977489,5.72722035,0.02366590,0.11635904,0.17175655,0.34217779,1.00352838,3.75981665,0.01192275,1.98083317
-5.54377189,5.86193499,0.02468362,0.11244866,0.17348752,0.34885312,1.01410036,3.85809309,0.01153458,2.03624762
-5.53776888,6.00598292,0.02571166,0.10963506,0.17651769,0.35520191,1.02658747,3.96317366,0.01132231,2.09286735
-5.53176588,6.15727342,0.02672458,0.10784238,0.18076908,0.36116764,1.04061283,4.07369168,0.01128710,2.14991275
-5.52576288,6.31375977,0.02769922,0.10700514,0.18616933,0.36671685,1.05585543,4.18825165,0.01142966,2.20664615
-5.51975988,6.47348440,0.02861551,0.10706815,0.19265633,0.37184029,1.07206271,4.30545472,0.01175031,2.26238974
-5.51375688,6.63462346,0.02945721,0.10798634,0.20018254,0.37655368,1.08906234,4.42392503,0.01224904,2.31654247
-5.50775388,6.79552975,0.03021253,0.10972468,0.20871915,0.38089793,1.10677243,4.54233628,0.01292562,2.36859544
-5.50175088,6.95477278,0.03087460,0.11225802,0.21825971,0.38493892,1.12520995,4.65943819,0.01377968,2.41814537
-5.49574787,7.11117482,0.03144177,0.11557098,0.22882306,0.38876680,1.14449641,4.77408203,0.01481082,2.46490581
-5.48974487,7.26384119,0.03191780,0.11965768,0.24045551,0.39249480,1.16486061,4.88524447,0.01601870,2.50871551
-5.48374187,7.41218330,0.03231173,0.12452141,0.25323184,0.39625757,1.18663755,4.99204873,0.01740313,2.54954352
-5.47773887,7.55593285,0.03263765,0.13017399,0.26725523,0.40020897,1.21026333,5.09378220,0.01896412,2.58749046
-5.47173587,7.69514570,0.03291422,0.13663488,0.28265567,0.40451927,1.23626544,5.18990945,0.02070193,2.62278567
-5.46573287,7.83019416,0.03316404,0.14392997,0.29958697,0.40937190,1.26524846,5.28007986,0.02261707,2.65577973
-5.45972986,7.96174685,0.03341277,0.15208986,0.31822218,0.41495950,1.29787500,5.36412899,0.02471020,2.68693234
-5.45372686,8.09073566,0.03368825,0.16114785,0.33874753,0.42147944,1.33484230,5.44207336,0.02698206,2.71679543
-5.44772386,8.21831005,0.03401937,0.17113740,0.36135484,0.42912883,1.37685472,5.51409821,0.02943322,2.74599173
-5.44172086,8.34577946,0.03443497,0.18208922,0.38623264,0.43809903,1.42459313,5.58053840,0.03206386,2.77518926
-5.43571786,8.47454524,0.03496269,0.19402809,0.41355629,0.44856975,1.47868189,5.64185283,0.03487343,2.80507246
-5.42971486,8.60602430,0.03562782,0.20696935,0.44347729,0.46070297,1.53965482,5.69859313,0.03786021,2.83631080
-5.42371186,8.74156720,0.03645225,0.22091538,0.47611229,0.47463677,1.60792144,5.75136774,0.04102093,2.86952609
-5.41770885,8.88237402,0.03745352,0.23585213,0.51153228,0.49047920,1.68373494,5.80080281,0.04435022,2.90525984
-5.41170585,9.02941148,0.03864400,0.25174581,0.54975225,0.50830267,1.76716354,5.84750156,0.04784017,2.94394203
-5.40570285,9.18333548,0.04003025,0.26854013,0.59072217,0.52813878,1.85806670,5.89200384,0.05147985,2.98586290
-5.39969985,9.34442263,0.04161262,0.28615410,0.63431955,0.54997412,1.95607773,5.93474801,0.05525483,3.03114904
-5.39369685,9.51251469,0.04338504,0.30448060,0.68034411,0.57374706,2.06059387,5.97603676,0.05914689,3.07974539
-5.38769385,9.68697905,0.04533502,0.32338593,0.72851513,0.59934589,2.17077514,6.01600877,0.06313371,3.13140406
-5.38169085,9.86668804,0.04744399,0.34271047,0.77847159,0.62660840,2.28555232,6.05461763,0.06718879,3.18568095
-5.37568784,10.05001880,0.04968773,0.36227041,0.82977555,0.65532308,2.40364452,6.09161933,0.07128145,3.24194070
-5.36968484,10.23487482,0.05203714,0.38186069,0.88191861,0.68523194,2.52358609,6.12656895,0.07537707,3.29937013
-5.36368184,10.41872900,0.05445913,0.40125903,0.93433165,0.71603498,2.64376226,6.15882711,0.07943742,3.35699989
-5.35767884,10.59868722,0.05691767,0.42023096,0.98639743,0.74739633,2.76245240,6.18757591,0.08342126,3.41373367
-5.35167584,10.77157030,0.05937505,0.43853578,1.03746580,0.77895168,2.87787949,6.21184390,0.08728503,3.46838390
-5.34567284,10.93401142,0.06179311,0.45593309,1.08687097,0.81031710,2.98826384,6.23053914,0.09098377,3.51971261
-5.33966983,11.08256514,0.06413456,0.47218971,1.13395027,0.84109868,3.09187907,6.24248885,0.09447211,3.56647566
-5.33366683,11.21382374,0.06636435,0.48708678,1.17806360,0.87090300,3.18710790,6.24648414,0.09770537,3.60746863
-5.32766383,11.32453604,0.06845085,0.50042653,1.21861287,0.89934775,3.27249559,6.24132784,0.10064074,3.64157228
-5.32166083,11.41172388,0.07036701,0.51203871,1.25506063,0.92607242,3.34679857,6.22588340,0.10323846,3.66779560
-5.31565783,11.47279119,0.07209139,0.52178613,1.28694695,0.95074854,3.40902620,6.19912287,0.10546295,3.68531469
-5.30965483,11.50562143,0.07360886,0.52956918,1.31390405,0.97308914,3.45847376,6.16017190,0.10728394,3.69350563
-5.30365183,11.50865896,0.07491122,0.53532920,1.33566779,0.99285714,3.49474532,6.10834999,0.10867739,3.69197004
-5.29764882,11.48097129,0.07599746,0.53905035,1.35208561,1.00987230,3.51776525,6.04320419,0.10962636,3.68055204
-5.29164582,11.42228951,0.07687376,0.54076007,1.36312057,1.02401655,3.52777801,5.96453516,0.11012161,3.65934614
-5.28564282,11.33302524,0.07755321,0.54052802,1.36885108,1.03523743,3.52533613,5.87241430,0.11016206,3.62869559
-5.27963982,11.21426366,0.07805527,0.53846360,1.36946656,1.04354960,3.51127689,5.76719153,0.10975497,3.58918126
-5.27363682,11.06773271,0.07840491,0.53471202,1.36525890,1.04903430,3.48668870,5.64949333,0.10891595,3.54160180
-5.26763382,10.89575017,0.07863158,0.52944933,1.35661029,1.05183674,3.45286866,5.52021118,0.10766868,3.48694571
-5.26163082,10.70115056,0.07876793,0.52287635,1.34397778,1.05216163,3.41127314,5.38048095,0.10604441,3.42635678
-5.25562781,10.48719507,0.07884843,0.51521193,1.32787528,1.05026683,3.36346338,5.23165412,0.10408131,3.36109434
-5.24962481,10.25746842,0.07890790,0.50668580,1.30885375,1.04645553,3.31104863,5.07526193,0.10182354,3.29248992
-5.24362181,10.01576662,0.07898001,0.49753119,1.28748048,1.04106712,3.25562902,4.91297393,0.09932029,3.22190249
-5.23761881,9.76598045,0.07909582,0.48797764,1.26431829,1.03446708,3.19874067,4.74655271,0.09662456,3.15067375
-5.23161581,9.51197929,0.07928250,0.47824420,1.23990571,1.02703638,3.14180523,4.57780634,0.09379197,3.08008564
-5.22561281,9.25749995,0.07956218,0.46853331,1.21473878,1.01916064,3.08608590,4.40854071,0.09087951,3.01132165
-5.21960980,9.00604470,0.07995101,0.45902555,1.18925552,1.01121950,3.03265149,4.24051327,0.08794419,2.94543338
-5.21360680,8.76079246,0.08045860,0.44987543,1.16382348,1.00357658,2.98235008,4.07539015,0.08504192,2.88331359
-5.20760380,8.52452614,0.08108762,0.44120845,1.13873112,0.99657031,2.93579275,3.91470798,0.08222624,2.82567671
-5.20160080,8.29957847,0.08183385,0.43311927,1.11418306,0.99050598,2.89334809,3.75984192,0.07954731,2.77304713
-5.19559780,8.08779755,0.08268646,0.42567125,1.09029963,0.98564916,2.85514700,3.61198061,0.07705093,2.72575550
-5.18959480,7.89053264,0.08362859,0.41889715,1.06712036,0.98222062,2.82109737,3.47210881,0.07477774,2.68394270
-5.18359180,7.70863923,0.08463826,0.41280098,1.04461123,0.98039283,2.79090743,3.34099785,0.07276258,2.64757086
-5.17758879,7.54250211,0.08568933,0.40736074,1.02267523,0.98028805,2.76411623,3.21920381,0.07103388,2.61644028
-5.17158579,7.39207375,0.08675275,0.40253205,1.00116553,0.98197779,2.74012963,3.10707278,0.06961339,2.59021130
-5.16558279,7.25692516,0.08779780,0.39825220,0.97990039,0.98548359,2.71825963,3.00475248,0.06851585,2.56842943
-5.15957979,7.13630562,0.08879336,0.39444472,0.95867925,0.99077895,2.69776507,2.91220909,0.06774896,2.55055238
-5.15357679,7.02920772,0.08970908,0.39102389,0.93729878,0.99779210,2.67789170,2.82924815,0.06731330,2.53597755
-5.14757379,6.93443403,0.09051651,0.38789930,0.91556829,1.00640951,2.65790962,2.75553808,0.06720255,2.52406842
-5.14157079,6.85066212,0.09118995,0.38498002,0.89332359,1.01647988,2.63714659,2.69063515,0.06740361,2.51417896
-5.13556778,6.77650512,0.09170719,0.38217839,0.87043869,1.02781854,2.61501582,2.63400865,0.06789698,2.50567484
-5.12956478,6.71056552,0.09204993,0.37941318,0.84683473,1.04021214,2.59103731,2.58506523,0.06865712,2.49795098
-5.12356178,6.65148080,0.09220410,0.37661221,0.82248599,1.05342356,2.56485238,2.54317156,0.06965298,2.49044520
-5.11755878,6.59796001,0.09215980,0.37371420,0.79742253,1.06719704,2.53623119,2.50767474,0.07084851,2.48264772
-5.11155578,6.54881141,0.09191116,0.37067003,0.77172980,1.08126352,2.50507362,2.47792011,0.07220343,2.47410713
-5.10555278,6.50296153,0.09145605,0.36744334,0.74554515,1.09534637,2.47140421,2.45326626,0.07367391,2.46443304
-5.09954977,6.45946674,0.09079557,0.36401063,0.71905179,1.10916725,2.43536192,2.43309736,0.07521347,2.45329626
-5.09354677,6.41751859,0.08993359,0.36036084,0.69247058,1.12245240,2.39718606,2.41683292,0.07677394,2.44042711
-5.08754377,6.37644429,0.08887624,0.35649455,0.66605018,1.13493899,2.35719919,2.40393526,0.07830647,2.42561268
-5.08154077,6.33570359,0.08763135,0.35242300,0.64005620,1.14638171,2.31578848,2.39391488,0.07976263,2.40869354
-5.07553777,6.29488326,0.08620806,0.34816674,0.61476003,1.15655916,2.27338629,2.38633406,0.08109552,2.38956054
-5.06953477,6.25368974,0.08461640,0.34375423,0.59042765,1.16527990,2.23045101,2.38080874,0.08226093,2.36815186
-5.06353177,6.21194061,0.08286705,0.33922033,0.56730930,1.17238782,2.18744887,2.37700886,0.08321844,2.34445051
-5.05752876,6.16955472,0.08097115,0.33460467,0.54563005,1.17776657,2.14483707,2.37465711,0.08393248,2.31848218
-5.05152576,6.12654084,0.07894021,0.32994997,0.52558189,1.18134251,2.10304867,2.37352595,0.08437319,2.29031323
-5.04552276,6.08298433,0.07678606,0.32530037,0.50731738,1.18308619,2.06247935,2.37343296,0.08451728,2.26004839
-5.03951976,6.03903149,0.07452090,0.32069959,0.49094505,1.18301177,2.02347590,2.37423433,0.08434857,2.22782793
-5.03351676,5.99487094,0.07215735,0.31618915,0.47652657,1.18117452,1.98632659,2.37581650,0.08385833,2.19382378
-5.02751376,5.95071212,0.06970847,0.31180657,0.46407558,1.17766627,1.95125315,2.37808601,0.08304547,2.15823443
-5.02151076,5.90676091,0.06718778,0.30758354,0.45355817,1.17260888,1.91840437,2.38095796,0.08191630,2.12127838
-5.01550775,5.86319312,0.06460927,0.30354424,0.44489478,1.16614621,1.88785133,2.38434325,0.08048424,2.08318619
-5.00950475,5.82012679,0.06198730,0.29970371,0.43796338,1.15843468,1.85958429,2.38813543,0.07876914,2.04419138
-5.00350175,5.77759479,0.05933644,0.29606662,0.43260367,1.14963331,1.83351142,2.39219776,0.07679643,2.00452050
-4.99749875,5.73551967,0.05667133,0.29262620,0.42862224,1.13989356,1.80945961,2.39635146,0.07459617,1.96438297
-4.99149575,5.69369255,0.05400641,0.28936369,0.42579831,1.12934977,1.78717760,2.40036601,0.07220183,1.92396139
-4.98549275,5.65175833,0.05135569,0.28624830,0.42389012,1.11811087,1.76634161,2.40395252,0.06964919,1.88340297
-4.97948974,5.60920893,0.04873246,0.28323770,0.42264156,1.10625385,1.74656380,2.40676099,0.06697502,1.84281292
-4.97348674,5.56538631,0.04614905,0.28027914,0.42178906,1.09381958,1.72740355,2.40838222,0.06421598,1.80225028
-4.96748374,5.51949621,0.04361658,0.27731118,0.42106849,1.08081133,1.70838146,2.40835484,0.06140749,1.76172687
-4.96148074,5.47063312,0.04114480,0.27426601,0.42022199,1.06719612,1.68899591,2.40617765,0.05858281,1.72120950
-4.95547774,5.41781611,0.03874199,0.27107223,0.41900452,1.05290892,1.66874181,2.40132723,0.05577225,1.68062555
-4.94947474,5.36003457,0.03641487,0.26765809,0.41719002,1.03785954,1.64713066,2.39328027,0.05300263,1.63987188
-4.94347174,5.29630196,0.03416865,0.26395490,0.41457701,1.02194179,1.62371150,2.38153999,0.05029686,1.59882639
-4.93746873,5.22571521,0.03200713,0.25990062,0.41099357,1.00504426,1.59809156,2.36566538,0.04767383,1.55736181
-4.93146573,5.14751681,0.02993283,0.25544325,0.40630133,0.98706232,1.56995572,2.34530212,0.04514839,1.51536081
-4.92546273,5.06115623,0.02794720,0.25054400,0.40039869,0.96791022,1.53908385,2.32021353,0.04273163,1.47273146
-4.91945973,4.96634740,0.02605088,0.24517999,0.39322284,0.94753288,1.50536497,2.29031010,0.04043115,1.42942209
-4.91345673,4.86311884,0.02424390,0.23934635,0.38475072,0.92591634,1.46880755,2.25567584,0.03825156,1.38543461
-4.90745373,4.75185334,0.02252598,0.23305752,0.37499877,0.90309628,1.42954515,2.21659005,0.03619500,1.34083530
-4.90145073,4.63331477,0.02089675,0.22634784,0.36402161,0.87916412,1.38783708,2.17354314,0.03426165,1.29576240
-4.89544772,4.50865994,0.01935593,0.21927116,0.35190944,0.85427011,1.34406392,2.12724531,0.03245029,1.25042988
-4.88944472,4.37943431,0.01790358,0.21189968,0.33878459,0.82862337,1.29871787,2.07862736,0.03075877,1.20512716
-4.88344172,4.24755115,0.01654011,0.20432192,0.32479702,0.80248865,1.25238839,2.02883300,0.02918444,1.16021455
-4.87743872,4.11525449,0.01526646,0.19664000,0.31011922,0.77618005,1.20574373,1.97920261,0.02772450,1.11611465
-4.87143572,3.98506681,0.01408403,0.18896630,0.29494040,0.75005196,1.15950904,1.93124854,0.02637617,1.07330010
-4.86543272,3.85972348,0.01299472,0.18141968,0.27946052,0.72448768,1.11444205,1.88662248,0.02513687,1.03227818
-4.85942971,3.74209598,0.01200081,0.17412145,0.26388410,0.69988629,1.07130737,1.84707562,0.02400423,0.99357312
-4.85342671,3.63510680,0.01110482,0.16719112,0.24841410,0.67664841,1.03085051,1.81441271,0.02297604,0.95770678
-4.84742371,3.54163906,0.01030944,0.16074242,0.23324623,0.65516155,0.99377256,1.79044126,0.02205012,0.92517876
-4.84142071,3.46444377,0.00961726,0.15487933,0.21856360,0.63578573,0.96070667,1.77691725,0.02122416,0.89644680
-4.83541771,3.40604819,0.00903063,0.14969265,0.20453211,0.61883998,0.93219701,1.77548896,0.02049548,0.87190828
-4.82941471,3.36866800,0.00855146,0.14525704,0.19129656,0.60459033,0.90868111,1.78764043,0.01986091,0.85188362
-4.82341171,3.35412642,0.00818097,0.14162856,0.17897763,0.59323980,0.89047593,1.81463645,0.01931650,0.83660224
-4.81740870,3.36378253,0.00791954,0.13884301,0.16766971,0.58492060,0.87776812,1.85747048,0.01885745,0.82619167
-4.81140570,3.39847126,0.00776648,0.13691485,0.15743970,0.57968900,0.87060854,1.91681748,0.01847799,0.82066998
-4.80540270,3.45845665,0.00771991,0.13583687,0.14832666,0.57752275,0.86891111,1.99299301,0.01817132,0.81994197
-4.79939970,3.54340010,0.00777658,0.13558051,0.14034225,0.57832116,0.87245570,2.08592027,0.01792963,0.82379892
-4.79339670,3.65234441,0.00793179,0.13609681,0.13347203,0.58190771,0.88089479,2.19510656,0.01774420,0.83192203
-4.78739370,3.78371449,0.00817929,0.13731794,0.12767729,0.58803495,0.89376356,2.31963020,0.01760554,0.84388912
-4.78139070,3.93533495,0.00851130,0.13915921,0.12289757,0.59639137,0.91049274,2.45813910,0.01750359,0.85918447
-4.77538769,4.10446436,0.00891847,0.14152144,0.11905349,0.60661002,0.93042393,2.60886163,0.01742790,0.87721120
-4.76938469,4.28784576,0.00939001,0.14429376,0.11605000,0.61827839,0.95282663,2.76963026,0.01736796,0.89730584
-4.76338169,4.48177250,0.00991377,0.14735644,0.11377977,0.63094927,0.97691654,2.93791794,0.01731338,0.91875465
-4.75737869,4.68216786,0.01047645,0.15058410,0.11212669,0.64415217,1.00187468,3.11088678,0.01725422,0.94081099
-4.75137569,4.88467694,0.01106380,0.15384874,0.11096946,0.65740506,1.02686671,3.28544831,0.01718120,0.96271343
-4.74537269,5.08476830,0.01166091,0.15702290,0.11018489,0.67022596,1.05106209,3.45833379,0.01708590,0.98370399
-4.73936968,5.27784304,0.01225252,0.15998264,0.10965124,0.68214430,1.07365269,3.62617279,0.01696096,1.00304606
-4.73336668,5.45934819,0.01282338,0.16261041,0.10925116,0.69271163,1.09387050,3.78557797,0.01680020,1.02004160
-4.72736368,5.62489123,0.01335859,0.16479764,0.10887443,0.70151159,1.11100402,3.93323309,0.01659874,1.03404709
-4.72136068,5.77035231,0.01384398,0.16644709,0.10842025,0.70816888,1.12441315,4.06598166,0.01635298,1.04448808
-4.71535768,5.89199058,0.01426652,0.16747489,0.10779925,0.71235716,1.13354225,4.18091301,0.01606069,1.05087169
-4.70935468,5.98654121,0.01461462,0.16781220,0.10693499,0.71380569,1.13793114,4.27544263,0.01572088,1.05279706
-4.70335168,6.05129969,0.01487845,0.16740647,0.10576511,0.71230452,1.13722380,4.34738390,0.01533379,1.04996338
-4.69734867,6.08419062,0.01505022,0.16622232,0.10424200,0.70770834,1.13117461,4.39500829,0.01490080,1.04217523
-4.69134567,6.08381819,0.01512436,0.16424195,0.10233303,0.69993869,1.11965199,4.41709191,0.01442426,1.02934533
-4.68534267,6.04949684,0.01509767,0.16146512,0.10002040,0.68898461,1.10263924,4.41294636,0.01390740,1.01149439
-4.67933967,5.98126057,0.01496937,0.15790870,0.09730056,0.67490164,1.08023269,4.38243287,0.01335419,0.98874827
-4.67333667,5.87985096,0.01474105,0.15360578,0.09418330,0.65780922,1.05263704,4.32595914,0.01276920,0.96133234
-4.66733367,5.74668398,0.01441661,0.14860442,0.09069051,0.63788652,1.02015807,4.24445909,0.01215745,0.92956353
-4.66133067,5.58379730,0.01400203,0.14296601,0.08685468,0.61536680,0.98319289,4.13935661,0.01152429,0.89383993
-4.65532766,5.39377997,0.01350518,0.13676330,0.08271720,0.59053044,0.94221798,4.01251475,0.01087526,0.85462857
-4.64932466,5.17968743,0.01293549,0.13007824,0.07832648,0.56369686,0.89777545,3.86617275,0.01021600,0.81245173
-4.64332166,4.94494520,0.01230360,0.12299962,0.07373604,0.53521550,0.85045783,3.70287339,0.00955211,0.76787207
