energy_ev,total_up,total_down,Al_p_up,Al_p_down,Al_d_up,Al_d_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.90395198,1.68223152,-1.39175535,0.09366206,-0.07551521,0.00000000,-0.00000000,0.52390694,-0.40261251,0.16216911,-0.11581266,0.03904279,-0.02579687,0.91767652,-0.76379314
-5.89794897,1.73254988,-1.44282668,0.09823912,-0.07909879,0.00000000,-0.00000000,0.54471606,-0.42289832,0.16849375,-0.12172694,0.04065331,-0.02784293,0.94419367,-0.79095731
-5.89194597,1.78292694,-1.49447491,0.10303608,-0.08292527,0.00000000,-0.00000000,0.56540271,-0.44365781,0.17476702,-0.12776276,0.04217334,-0.02990032,0.97070364,-0.81831785
-5.88594297,1.83291382,-1.54667984,0.10800923,-0.08699488,0.00000000,-0.00000000,0.58577993,-0.46481508,0.18093486,-0.13390130,0.04359367,-0.03195349,0.99697343,-0.84588863
-5.87993997,1.88198168,-1.59937081,0.11310658,-0.09130193,0.00000000,-0.00000000,0.60564692,-0.48628006,0.18693741,-0.14011871,0.04490548,-0.03398685,1.02272181,-0.87365416
-5.87393697,1.92953157,-1.65241584,0.11826897,-0.09583385,0.00000000,-0.00000000,0.62479337,-0.50794656,0.19270992,-0.14638564,0.04610009,-0.03598504,1.04762415,-0.90156351
-5.86793397,1.97490897,-1.70561363,0.12343170,-0.10057039,0.00000000,-0.00000000,0.64300513,-0.52969114,0.19818415,-0.15266695,0.04716884,-0.03793306,1.07131960,-0.92952563
-5.86193097,2.01742280,-1.75868888,0.12852669,-0.10548337,0.00000000,-0.00000000,0.66007127,-0.55137316,0.20329011,-0.15892176,0.04810291,-0.03981644,1.09342073,-0.95740634
-5.85592796,2.05636845,-1.81129141,0.13348505,-0.11053677,0.00000000,-0.00000000,0.67579222,-0.57283597,0.20795807,-0.16510365,0.04889327,-0.04162123,1.11352520,-0.98502721
-5.84992496,2.09105412,-1.86299934,0.13823998,-0.11568734,0.00000000,-0.00000000,0.68998883,-0.59390943,0.21212103,-0.17116123,0.04953068,-0.04333403,1.13122935,-1.01216656
-5.84392196,2.12082972,-1.91332662,0.14272994,-0.12088567,0.00000000,-0.00000000,0.70251201,-0.61441375,0.21571724,-0.17703905,0.05000583,-0.04494197,1.14614322,-1.03856264
-5.83791896,2.14511697,-1.96173467,0.14690185,-0.12607771,0.00000000,-0.00000000,0.71325243,-0.63416461,0.21869297,-0.18267872,0.05030950,-0.04643259,1.15790631,-1.06391899
-5.83191596,2.16343964,-2.00764812,0.15071440,-0.13120671,0.00000000,-0.00000000,0.72215004,-0.65297949,0.22100525,-0.18802037,0.05043289,-0.04779382,1.16620361,-1.08791201
-5.82591296,2.17545228,-2.05047408,0.15414097,-0.13621561,0.00000000,-0.00000000,0.72920254,-0.67068503,0.22262449,-0.19300436,0.05036800,-0.04901386,1.17078115,-1.11020042
-5.81990995,2.18096609,-2.08962451,0.15717229,-0.14104959,0.00000000,-0.00000000,0.73447265,-0.68712517,0.22353684,-0.19757324,0.05010804,-0.05008114,1.17146020,-1.13043642
-5.81390695,2.17997027,-2.12454072,0.15981856,-0.14565893,0.00000000,-0.00000000,0.73809331,-0.70216981,0.22374615,-0.20167380,0.04964795,-0.05098437,1.16814951,-1.14827822
-5.80790395,2.17264760,-2.15471922,0.16211081,-0.15000183,0.00000000,-0.00000000,0.74027054,-0.71572357,0.22327541,-0.20525926,0.04898481,-0.05171259,1.16085476,-1.16340339
-5.80190095,2.15938286,-2.17973768,0.16410149,-0.15404727,0.00000000,-0.00000000,0.74128338,-0.72773417,0.22216751,-0.20829142,0.04811835,-0.05225529,1.14968465,-1.17552260
-5.79589795,2.14076317,-2.19927979,0.16586417,-0.15777755,0.00000000,-0.00000000,0.74148067,-0.73820017,0.22048523,-0.21074273,0.04705124,-0.05260270,1.13485317,-1.18439305
-5.78989495,2.11756960,-2.21315795,0.16749213,-0.16119060,0.00000000,-0.00000000,0.74127436,-0.74717727,0.21831039,-0.21259816,0.04578944,-0.05274600,1.11667757,-1.18983110
-5.78389195,2.09075977,-2.22133214,0.16909608,-0.16430166,0.00000000,-0.00000000,0.74112944,-0.75478300,0.21574220,-0.21385673,0.04434229,-0.05267777,1.09557202,-1.19172340
-5.77788894,2.06144167,-2.22392419,0.17080078,-0.16714440,0.00000000,-0.00000000,0.74155040,-0.76119914,0.21289466,-0.21453265,0.04272258,-0.05239230,1.07203695,-1.19003585
-5.77188594,2.03083929,-2.22122599,0.17274085,-0.16977131,0.00000000,-0.00000000,0.74306471,-0.76667154,0.20989323,-0.21465595,0.04094637,-0.05188606,1.04664437,-1.18481995
-5.76588294,2.00025117,-2.21370100,0.17505570,-0.17225318,0.00000000,-0.00000000,0.74620364,-0.77150703,0.20687074,-0.21427255,0.03903275,-0.05115808,1.02001970,-1.17621604
-5.75987994,1.97100337,-2.20197826,0.17788391,-0.17467772,0.00000000,-0.00000000,0.75148123,-0.77606725,0.20396284,-0.21344360,0.03700341,-0.05021030,0.99282075,-1.16445304
-5.75387694,1.94439880,-2.18683876,0.18135720,-0.17714731,0.00000000,-0.00000000,0.75937198,-0.78075929,0.20130294,-0.21224427,0.03488215,-0.04904787,0.96571471,-1.14984450
-5.74787394,1.92166497,-2.16919400,0.18559426,-0.17977578,0.00000000,-0.00000000,0.77028843,-0.78602321,0.19901705,-0.21076173,0.03269420,-0.04767933,0.93935424,-1.13278097
-5.74187094,1.90390258,-2.15005742,0.19069464,-0.18268440,0.00000000,-0.00000000,0.78455947,-0.79231684,0.19721870,-0.20909260,0.03046562,-0.04611667,0.91435357,-1.11371883
-5.73586793,1.89203732,-2.13050936,0.19673309,-0.18599721,0.00000000,-0.00000000,0.80241054,-0.80009808,0.19600410,-0.20733978,0.02822256,-0.04437531,0.89126586,-1.09316586
-5.72986493,1.88677721,-2.11165686,0.20375458,-0.18983570,0.00000000,-0.00000000,0.82394665,-0.80980554,0.19544785,-0.20560879,0.02599056,-0.04247383,0.87056272,-1.07166409
-5.72386193,1.88857772,-2.09458983,0.21177022,-0.19431324,0.00000000,-0.00000000,0.84913929,-0.82183799,0.19559941,-0.20400380,0.02379395,-0.04043371,0.85261694,-1.04977070
-5.71785893,1.89761638,-2.08033546,0.22075434,-0.19952933,0.00000000,-0.00000000,0.87781802,-0.83653379,0.19648049,-0.20262349,0.02165521,-0.03827883,0.83768928,-1.02803758
-5.71185593,1.91377858,-2.06981304,0.23064297,-0.20556402,0.00000000,-0.00000000,0.90966744,-0.85415102,0.19808353,-0.20155693,0.01959452,-0.03603489,0.82591987,-1.00699062
-5.70585293,1.93665517,-2.06379110,0.24133374,-0.21247268,0.00000000,-0.00000000,0.94422989,-0.87484944,0.20037140,-0.20087963,0.01762940,-0.03372886,0.81732461,-0.98710972
-5.69984992,1.96555264,-2.06284936,0.25268742,-0.22028153,0.00000000,-0.00000000,0.98091421,-0.89867521,0.20327827,-0.20065004,0.01577442,-0.03138819,0.81179691,-0.96881021
-5.69384692,1.99951523,-2.06734724,0.26453088,-0.22898399,0.00000000,-0.00000000,1.01901030,-0.92554941,0.20671174,-0.20090660,0.01404108,-0.02904020,0.80911440,-0.95242699
-5.68784392,2.03735854,-2.07740096,0.27666169,-0.23853826,0.00000000,-0.00000000,1.05770917,-0.95526100,0.21055615,-0.20166557,0.01243782,-0.02671135,0.80895052,-0.93820181
-5.68184092,2.07771300,-2.09287043,0.28885385,-0.24886612,0.00000000,-0.00000000,1.09612777,-0.98746502,0.21467679,-0.20291973,0.01097009,-0.02442663,0.81089019,-0.92627463
-5.67583792,2.11907531,-2.11335715,0.30086483,-0.25985333,0.00000000,-0.00000000,1.13333755,-1.02168631,0.21892506,-0.20463810,0.00964056,-0.02220901,0.81444897,-0.91667936
-5.66983492,2.15986562,-2.13821341,0.31244323,-0.27135136,0.00000000,-0.00000000,1.16839573,-1.05732902,0.22314406,-0.20676666,0.00844938,-0.02007897,0.81909460,-0.90934427
-5.66383192,2.19848773,-2.16656269,0.32333715,-0.28318080,0.00000000,-0.00000000,1.20037782,-1.09369167,0.22717470,-0.20923007,0.00739450,-0.01805419,0.82426991,-0.90409708
-5.65782891,2.23338951,-2.19733062,0.33330250,-0.29513601,0.00000000,-0.00000000,1.22840991,-1.12998739,0.23086164,-0.21193446,0.00647203,-0.01614926,0.82941599,-0.90067451
-5.65182591,2.26312074,-2.22928515,0.34211131,-0.30699118,0.00000000,-0.00000000,1.25169941,-1.16536859,0.23405917,-0.21477097,0.00567662,-0.01437568,0.83399460,-0.89873573
-5.64582291,2.28638580,-2.26108414,0.34955926,-0.31850732,0.00000000,-0.00000000,1.26956265,-1.19895507,0.23663646,-0.21762005,0.00500181,-0.01274178,0.83750852,-0.89787908
-5.63981991,2.30208859,-2.29132818,0.35547244,-0.32944001,0.00000000,-0.00000000,1.28144824,-1.22986446,0.23848212,-0.22035623,0.00444035,-0.01125286,0.83951929,-0.89766119
-5.63381691,2.30936798,-2.31861613,0.35971285,-0.33954759,0.00000000,-0.00000000,1.28695503,-1.25724346,0.23950776,-0.22285314,0.00398457,-0.00991144,0.83966126,-0.89761748
-5.62781391,2.30762222,-2.34160058,0.36218240,-0.34859939,0.00000000,-0.00000000,1.28584394,-1.28029861,0.23965049,-0.22498861,0.00362655,-0.00871745,0.83765162,-0.89728308
-5.62181091,2.29652141,-2.35904072,0.36282543,-0.35638358,0.00000000,-0.00000000,1.27804315,-1.29832508,0.23887422,-0.22664950,0.00335839,-0.00766862,0.83329605,-0.89621290
-5.61580790,2.27600798,-2.36984981,0.36162946,-0.36271441,0.00000000,-0.00000000,1.26364657,-1.31073210,0.23716972,-0.22773602,0.00317233,-0.00676078,0.82648993,-0.89400014
-5.60980490,2.24628554,-2.37313524,0.35862429,-0.36743844,0.00000000,-0.00000000,1.24290589,-1.31706385,0.23455355,-0.22816548,0.00306088,-0.00598823,0.81721531,-0.89029205
-5.60380190,2.20779718,-2.36822909,0.35387953,-0.37043943,0.00000000,-0.00000000,1.21621655,-1.31701483,0.23106594,-0.22787509,0.00301684,-0.00534406,0.80553411,-0.88480245
-5.59779890,2.16119467,-2.35470806,0.34750070,-0.37164173,0.00000000,-0.00000000,1.18409879,-1.31043901,0.22676772,-0.22682383,0.00303330,-0.00482049,0.79157797,-0.87732035
-5.59179590,2.10730082,-2.33240198,0.33962413,-0.37101212,0.00000000,-0.00000000,1.14717456,-1.29735242,0.22173660,-0.22499330,0.00310368,-0.00440912,0.77553586,-0.86771445
-5.58579290,2.04706699,-2.30139085,0.33041101,-0.36855980,0.00000000,-0.00000000,1.10614181,-1.27792922,0.21606297,-0.22238743,0.00322162,-0.00410119,0.75763984,-0.85593348
-5.57978989,1.98152835,-2.26199091,0.32004080,-0.36433493,0.00000000,-0.00000000,1.06174730,-1.25249145,0.20984549,-0.21903130,0.00338096,-0.00388771,0.73815034,-0.84200254
-5.57378689,1.91175932,-2.21473101,0.30870448,-0.35842544,0.00000000,-0.00000000,1.01475947,-1.22149330,0.20318671,-0.21496899,0.00357565,-0.00375969,0.71734149,-0.82601592
-5.56778389,1.83883146,-2.16032088,0.29659777,-0.35095261,0.00000000,-0.00000000,0.96594247,-1.18550070,0.19618894,-0.21026073,0.00379975,-0.00370814,0.69548747,-0.80812701
-5.56178089,1.76377571,-2.09961320,0.28391488,-0.34206558,0.00000000,-0.00000000,0.91603269,-1.14516747,0.18895065,-0.20497948,0.00404737,-0.00372420,0.67285064,-0.78853599
-5.55577789,1.68755091,-2.03356205,0.27084282,-0.33193504,0.00000000,-0.00000000,0.86571855,-1.10120925,0.18156344,-0.19920715,0.00431264,-0.00379914,0.64967183,-0.76747625
-5.54977489,1.61101944,-1.96317989,0.25755670,-0.32074649,0.00000000,-0.00000000,0.81562445,-1.05437668,0.17410980,-0.19303078,0.00458980,-0.00392438,0.62616337,-0.74520035
-5.54377189,1.53493103,-1.88949548,0.24421596,-0.30869347,0.00000000,-0.00000000,0.76629910,-1.00542906,0.16666174,-0.18653871,0.00487320,-0.00409151,0.60250495,-0.72196635
-5.53776888,1.45991463,-1.81351506,0.23096185,-0.29597090,0.00000000,-0.00000000,0.71820866,-0.95510972,0.15928020,-0.17981721,0.00515746,-0.00429225,0.57884227,-0.69802543
-5.53176588,1.38647835,-1.73618836,0.21791603,-0.28276909,0.00000000,-0.00000000,0.67173430,-0.90412431,0.15201533,-0.17294746,0.00543756,-0.00451854,0.55528847,-0.67361128
-5.52576288,1.31501648,-1.65838120,0.20518027,-0.26926841,0.00000000,-0.00000000,0.62717416,-0.85312266,0.14490747,-0.16600318,0.00570903,-0.00476250,0.53192792,-0.64893183
-5.51975988,1.24582283,-1.58085545,0.19283725,-0.25563506,0.00000000,-0.00000000,0.58474887,-0.80268497,0.13798882,-0.15904906,0.00596817,-0.00501652,0.50882187,-0.62416373
-5.51375688,1.17910884,-1.50425694,0.18095223,-0.24201781,0.00000000,-0.00000000,0.54461019,-0.75331257,0.13128549,-0.15213977,0.00621226,-0.00527333,0.48601568,-0.59944953
-5.50775388,1.11502515,-1.42911127,0.16957540,-0.22854603,0.00000000,-0.00000000,0.50685191,-0.70542325,0.12482002,-0.14531991,0.00643983,-0.00552613,0.46354676,-0.57489769
-5.50175088,1.05368499,-1.35582709,0.15874483,-0.21532883,0.00000000,-0.00000000,0.47152207,-0.65935106,0.11861398,-0.13862447,0.00665091,-0.00576868,0.44145296,-0.55058501
-5.49574787,0.99518796,-1.28470592,0.14848975,-0.20245528,0.00000000,-0.00000000,0.43863593,-0.61535007,0.11269057,-0.13208006,0.00684726,-0.00599549,0.41978062,-0.52656130
-5.48974487,0.93964278,-1.21595746,0.13883383,-0.18999564,0.00000000,-0.00000000,0.40818870,-0.57360144,0.10707717,-0.12570653,0.00703270,-0.00620199,0.39859198,-0.50285571
-5.48374187,0.88718779,-1.14971885,0.12979853,-0.17800337,0.00000000,-0.00000000,0.38016744,-0.53422314,0.10180748,-0.11951905,0.00721326,-0.00638474,0.37797147,-0.47948422
-5.47773887,0.83800825,-1.08607659,0.12140615,-0.16651783,0.00000000,-0.00000000,0.35456156,-0.49728148,0.09692344,-0.11353031,0.00739742,-0.00654158,0.35803062,-0.45645773
-5.47173587,0.79234958,-1.02508942,0.11368245,-0.15556734,0.00000000,-0.00000000,0.33137152,-0.46280360,0.09247651,-0.10775285,0.00759626,-0.00667190,0.33891128,-0.43379020
-5.46573287,0.75052615,-0.96681093,0.10665887,-0.14517249,0.00000000,-0.00000000,0.31061531,-0.43079010,0.08852851,-0.10220138,0.00782356,-0.00677682,0.32078723,-0.41150637
-5.45972986,0.71292529,-0.91131047,0.10037402,-0.13534949,0.00000000,-0.00000000,0.29233270,-0.40122713,0.08515190,-0.09689482,0.00809585,-0.00685934,0.30386397,-0.38964858
-5.45372686,0.68000638,-0.85869154,0.09487467,-0.12611342,0.00000000,-0.00000000,0.27658698,-0.37409737,0.08242932,-0.09185812,0.00843236,-0.00692459,0.28837678,-0.36828247
-5.44772386,0.65229529,-0.80910665,0.09021594,-0.11748108,0.00000000,-0.00000000,0.26346460,-0.34938926,0.08045271,-0.08712372,0.00885491,-0.00697991,0.27458722,-0.34750117
-5.44172086,0.63037426,-0.76276822,0.08646091,-0.10947353,0.00000000,-0.00000000,0.25307241,-0.32710430,0.07932167,-0.08273257,0.00938766,-0.00703504,0.26277816,-0.32742799
-5.43571786,0.61486772,-0.71995531,0.08367948,-0.10211810,0.00000000,-0.00000000,0.24553316,-0.30726209,0.07914136,-0.07873473,0.01005679,-0.00710213,0.25324743,-0.30821753
-5.42971486,0.60642436,-0.68101590,0.08194665,-0.09544984,0.00000000,-0.00000000,0.24097919,-0.28990315,0.08001979,-0.07518950,0.01089007,-0.00719588,0.24630040,-0.29005525
-5.42371186,0.60569612,-0.64636516,0.08134016,-0.08951239,0.00000000,-0.00000000,0.23954486,-0.27508946,0.08206469,-0.07216510,0.01191623,-0.00733347,0.24224160,-0.27315560
-5.41770885,0.61331451,-0.61647966,0.08193772,-0.08435826,0.00000000,-0.00000000,0.24135788,-0.26290294,0.08537990,-0.06973787,0.01316434,-0.00753452,0.24136543,-0.25775890
-5.41170585,0.62986492,-0.59188817,0.08381364,-0.08004849,0.00000000,-0.00000000,0.24653003,-0.25344205,0.09006141,-0.06799117,0.01466294,-0.00782097,0.24394647,-0.24412703
-5.40570285,0.65585966,-0.57315929,0.08703523,-0.07665177,0.00000000,-0.00000000,0.25514754,-0.24681686,0.09619317,-0.06701375,0.01643912,-0.00821693,0.25022918,-0.23253830
-5.39969985,0.69171026,-0.56088645,0.09165890,-0.07424303,0.00000000,-0.00000000,0.26726154,-0.24314277,0.10384269,-0.06689788,0.01851747,-0.00874833,0.26041752,-0.22328140
-5.39369685,0.73770008,-0.55567070,0.09772611,-0.07290149,0.00000000,-0.00000000,0.28287897,-0.24253336,0.11305661,-0.06773707,0.02091902,-0.00944259,0.27466455,-0.21664876
-5.38769385,0.79395779,-0.55810174,0.10525937,-0.07270827,0.00000000,-0.00000000,0.30195416,-0.24509258,0.12385642,-0.06962354,0.02366003,-0.01032817,0.29306237,-0.21292934
-5.38169085,0.86043300,-0.56873745,0.11425833,-0.07374357,0.00000000,-0.00000000,0.32438170,-0.25090669,0.13623440,-0.07264543,0.02675086,-0.01143395,0.31563266,-0.21240090
-5.37568784,0.93687482,-0.58808254,0.12469631,-0.07608351,0.00000000,-0.00000000,0.34999070,-0.26003614,0.15015000,-0.07688372,0.03019481,-0.01278856,0.34231819,-0.21532191
-5.36968484,1.02281446,-0.61656644,0.13651714,-0.07979665,0.00000000,-0.00000000,0.37854088,-0.27250784,0.16552694,-0.08240904,0.03398711,-0.01441957,0.37297576,-0.22192309
-5.36368184,1.11755314,-0.65452103,0.14963286,-0.08494023,0.00000000,-0.00000000,0.40972077,-0.28830783,0.18225105,-0.08927828,0.03811398,-0.01635258,0.40737088,-0.23239870
-5.35767884,1.22015600,-0.70215864,0.16392211,-0.09155640,0.00000000,-0.00000000,0.44314825,-0.30737493,0.20016919,-0.09753121,0.04255200,-0.01861017,0.44517470,-0.24689765
-5.35167584,1.32945338,-0.75955076,0.17922963,-0.09966827,0.00000000,-0.00000000,0.47837362,-0.32959525,0.21908934,-0.10718706,0.04726764,-0.02121090,0.48596357,-0.26551467
-5.34567284,1.44404982,-0.82660827,0.19536685,-0.10927620,0.00000000,-0.00000000,0.51488529,-0.35479802,0.23878204,-0.11824128,0.05221713,-0.02416810,0.52922159,-0.28828168
-5.33966983,1.56234164,-0.90306375,0.21211369,-0.12035421,0.00000000,-0.00000000,0.55211820,-0.38275287,0.25898323,-0.13066255,0.05734674,-0.02748877,0.57434645,-0.31515969
-5.33366683,1.68254318,-0.98845679,0.22922172,-0.13284695,0.00000000,-0.00000000,0.58946468,-0.41316866,0.27939856,-0.14439020,0.06259341,-0.03117248,0.62065867,-0.34603148
-5.32766383,1.80272153,-1.08212326,0.24641859,-0.14666715,0.00000000,-0.00000000,0.62628784,-0.44569407,0.29970918,-0.15933221,0.06788578,-0.03521038,0.66741432,-0.38069571
-5.32166083,1.92083926,-1.18318918,0.26341368,-0.16169391,0.00000000,-0.00000000,0.66193687,-0.47992015,0.31957881,-0.17536391,0.07314564,-0.03958434,0.71382113,-0.41886251
-5.31565783,2.03480412,-1.29057048,0.27990486,-0.17777193,0.00000000,-0.00000000,0.69576406,-0.51538478,0.33866205,-0.19232761,0.07828975,-0.04426633,0.75905747,-0.46015137
-5.30965483,2.14252433,-1.40297907,0.29558618,-0.19471186,0.00000000,-0.00000000,0.72714283,-0.55157916,0.35661356,-0.21003319,0.08323205,-0.04921805,0.80229400,-0.50409149
-5.30365183,2.24196762,-1.51893609,0.31015622,-0.21229182,0.00000000,-0.00000000,0.75548627,-0.58795626,0.37309790,-0.22825989,0.08788602,-0.05439089,0.84271701,-0.55012519
-5.29764882,2.33122189,-1.63679270,0.32332678,-0.23026036,0.00000000,-0.00000000,0.78026542,-0.62394120,0.38779965,-0.24675927,0.09216737,-0.05972628,0.87955284,-0.59761440
-5.29164582,2.40855516,-1.75475846,0.33483161,-0.24834058,0.00000000,-0.00000000,0.80102659,-0.65894332,0.40043328,-0.26525941,0.09599669,-0.06515643,0.91209235,-0.64585068
-5.28564282,2.47247224,-1.87093712,0.34443474,-0.26623574,0.00000000,-0.00000000,0.81740698,-0.69236971,0.41075263,-0.28347036,0.09930216,-0.07060546,0.93971443,-0.69406861
-5.27963982,2.52176570,-1.98336915,0.35193817,-0.28363588,0.00000000,-0.00000000,0.82914794,-0.72363984,0.41855925,-0.30109062,0.10202204,-0.07599101,0.96190744,-0.74146233
-5.27363682,2.55555878,-2.09008009,0.35718841,-0.30022557,0.00000000,-0.00000000,0.83610526,-0.75220095,0.42370949,-0.31781464,0.10410696,-0.08122612,0.97828774,-0.78720511
-5.26763382,2.57333814,-2.18913311,0.36008171,-0.31569238,0.00000000,-0.00000000,0.83825587,-0.77754363,0.42611986,-0.33334097,0.10552178,-0.08622157,0.98861422,-0.83047117
-5.26163082,2.57497478,-2.27868421,0.36056754,-0.32973578,0.00000000,-0.00000000,0.83570073,-0.79921703,0.42577037,-0.34738096,0.10624704,-0.09088835,0.99279815,-0.87045917
-5.25562781,2.56073201,-2.35703792,0.35865040,-0.34207619,0.00000000,-0.00000000,0.82866361,-0.81684330,0.42270582,-0.35966746,0.10627983,-0.09514038,0.99090781,-0.90641644
-5.24962481,2.53125979,-2.42270127,0.35438960,-0.35246374,0.00000000,-0.00000000,0.81748567,-0.83013042,0.41703478,-0.36996337,0.10563406,-0.09889731,0.98316747,-0.93766301
-5.24362181,2.48757551,-2.47443373,0.34789712,-0.36068640,0.00000000,-0.00000000,0.80261613,-0.83888317,0.40892638,-0.37806958,0.10434014,-0.10208716,0.96995074,-0.96361447
-5.23761881,2.43103194,-2.51129092,0.33933368,-0.36657699,0.00000000,-0.00000000,0.78459910,-0.84301140,0.39860500,-0.38383191,0.10244404,-0.10464887,0.95176839,-0.98380240
-5.23161581,2.36327341,-2.53265993,0.32890309,-0.37001896,0.00000000,-0.00000000,0.76405731,-0.84253551,0.38634316,-0.38714685,0.10000575,-0.10653456,0.92925114,-0.99789173
-5.22561281,2.28618214,-2.53828444,0.31684521,-0.37095038,0.00000000,-0.00000000,0.74167309,-0.83758849,0.37245269,-0.38796568,0.09709725,-0.10771134,0.90312813,-1.00569379
-5.21960980,2.20181695,-2.52827842,0.30342778,-0.36936618,0.00000000,-0.00000000,0.71816752,-0.82841452,0.35727484,-0.38629683,0.09380005,-0.10816269,0.87420183,-1.00717463
-5.21360680,2.11234671,-2.50312736,0.28893751,-0.36531836,0.00000000,-0.00000000,0.69427843,-0.81536407,0.34116953,-0.38220637,0.09020240,-0.10788921,0.84332057,-1.00245797
-5.20760380,2.01998146,-2.46367680,0.27367081,-0.35891418,0.00000000,-0.00000000,0.67073804,-0.79888534,0.32450431,-0.37581648,0.08639631,-0.10690882,0.81134976,-0.99182252
-5.20160080,1.92690380,-2.41110839,0.25792458,-0.35031243,0.00000000,-0.00000000,0.64825121,-0.77951260,0.30764334,-0.36730206,0.08247444,-0.10525631,0.77914298,-0.97569378
-5.19559780,1.83520328,-2.34690437,0.24198732,-0.33971797,0.00000000,-0.00000000,0.62747495,-0.75785153,0.29093699,-0.35688553,0.07852713,-0.10298232,0.74751415,-0.95463045
-5.18959480,1.74681629,-2.27280172,0.22613106,-0.32737464,0.00000000,-0.00000000,0.60899996,-0.73456215,0.27471228,-0.34483003,0.07463952,-0.10015168,0.71721190,-0.92930613
-5.18359180,1.66347356,-2.19073802,0.21060434,-0.31355705,0.00000000,-0.00000000,0.59333485,-0.71033990,0.25926457,-0.33143141,0.07088895,-0.09684133,0.68889698,-0.90048687
-5.17758879,1.58665694,-2.10279091,0.19562635,-0.29856149,0.00000000,-0.00000000,0.58089346,-0.68589566,0.24485077,-0.31700916,0.06734283,-0.09313778,0.66312383,-0.86900571
-5.17158579,1.51756692,-2.01111394,0.18138261,-0.28269640,0.00000000,-0.00000000,0.57198576,-0.66193514,0.23168421,-0.30189679,0.06405680,-0.08913430,0.64032663,-0.83573502
-5.16558279,1.45710149,-1.91787103,0.16802211,-0.26627276,0.00000000,-0.00000000,0.56681243,-0.63913872,0.21993127,-0.28643204,0.06107354,-0.08492790,0.62081044,-0.80155805
