energy_ev,total_up,Li_s_up,N_s_up,N_p_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.59179590,2.20667404,0.14319524,0.01748124,0.16547698,0.01924354,1.27896976,0.49638363,0.41527762
-5.58579290,2.19208372,0.14100556,0.01820879,0.17285464,0.01935433,1.26734941,0.50223351,0.40788662
-5.57978989,2.17771067,0.13907530,0.01894545,0.18000640,0.01947345,1.25613248,0.50860460,0.40045314
-5.57378689,2.16322127,0.13735859,0.01967517,0.18680749,0.01959443,1.24514520,0.51524579,0.39300385
-5.56778389,2.14815687,0.13579907,0.02038075,0.19313213,0.01970957,1.23413404,0.52187525,0.38553914
-5.56178089,2.13195687,0.13433264,0.02104443,0.19885666,0.01981023,1.22277965,0.52818946,0.37803541
-5.55577789,2.11398753,0.13289038,0.02164839,0.20386289,0.01988715,1.21071426,0.53387369,0.37044862
-5.54977489,2.09357513,0.13140169,0.02217540,0.20804147,0.01993082,1.19754175,0.53861368,0.36271877
-5.54377189,2.07004184,0.12979726,0.02260938,0.21129540,0.01993190,1.18285942,0.54210781,0.35477506
-5.53776888,2.04274284,0.12801200,0.02293599,0.21354330,0.01988161,1.16628056,0.54407955,0.34654163
-5.53176588,2.01110277,0.12598772,0.02314317,0.21472246,0.01977210,1.14745666,0.54428939,0.33794334
-5.52576288,1.97465006,0.12367545,0.02322159,0.21479149,0.01959685,1.12609830,0.54254603,0.32891149
-5.51975988,1.93304724,0.12103734,0.02316502,0.21373241,0.01935099,1.10199378,0.53871598,0.31938920
-5.51375688,1.88611624,0.11804808,0.02297056,0.21155218,0.01903151,1.07502460,0.53273154,0.30933603
-5.50775388,1.83385722,0.11469587,0.02263878,0.20828349,0.01863750,1.04517722,0.52459639,0.29873184
-5.50175088,1.77646044,0.11098280,0.02217375,0.20398480,0.01817024,1.01255055,0.51438890,0.28757964
-5.49574787,1.71431051,0.10692474,0.02158283,0.19873956,0.01763323,0.97735899,0.50226275,0.27590732
-5.48974487,1.64798311,0.10255079,0.02087653,0.19265472,0.01703211,0.93993086,0.48844496,0.26376821
-5.48374187,1.57823436,0.09790222,0.02006806,0.18585845,0.01637459,0.90070255,0.47323136,0.25124055
-5.47773887,1.50598349,0.09303114,0.01917294,0.17849726,0.01567017,0.86020859,0.45697967,0.23842587
-5.47173587,1.43228966,0.08799879,0.01820847,0.17073246,0.01492991,0.81906822,0.44010055,0.22544647
-5.46573287,1.35832405,0.08287368,0.01719318,0.16273634,0.01416613,0.77796908,0.42304676,0.21244206
-5.45972986,1.28533830,0.07772961,0.01614624,0.15468784,0.01339202,0.73764872,0.40630105,0.19956581
-5.45372686,1.21463083,0.07264360,0.01508690,0.14676825,0.01262129,0.69887470,0.39036302,0.18698008
-5.44772386,1.14751201,0.06769390,0.01403392,0.13915669,0.01186780,0.66242396,0.37573549,0.17485184
-5.44172086,1.08526969,0.06295809,0.01300509,0.13202589,0.01114519,0.62906222,0.36291071,0.16334818
-5.43571786,1.02913599,0.05851134,0.01201677,0.12553801,0.01046654,0.59952402,0.35235684,0.15263196
-5.42971486,0.98025633,0.05442483,0.01108353,0.11984092,0.00984406,0.57449394,0.34450503,0.14285778
-5.42371186,0.93966158,0.05076439,0.01021783,0.11506485,0.00928879,0.55458948,0.33973752,0.13416845
-5.41770885,0.90824379,0.04758941,0.00942984,0.11131954,0.00881045,0.54034587,0.33837684,0.12669199
-5.41170585,0.88673594,0.04495187,0.00872729,0.10869190,0.00841721,0.53220320,0.34067654,0.12053918
-5.40570285,0.87569608,0.04289565,0.00811542,0.10724435,0.00811559,0.53049593,0.34681350,0.11580180
-5.39969985,0.87549580,0.04145596,0.00759701,0.10701361,0.00791039,0.53544496,0.35688208,0.11255147
-5.39369685,0.88631326,0.04065895,0.00717246,0.10801024,0.00780471,0.54715222,0.37089024,0.11083906
-5.38769385,0.90813054,0.04052142,0.00683994,0.11021866,0.00779992,0.56559798,0.38875760,0.11069465
-5.38169085,0.94073529,0.04105061,0.00659555,0.11359783,0.00789578,0.59064064,0.41031575,0.11212798
-5.37568784,0.98372652,0.04224416,0.00643358,0.11808249,0.00809051,0.62201921,0.43531063,0.11512927
-5.36968484,1.03652425,0.04409001,0.00634677,0.12358488,0.00838094,0.65935823,0.46340715,0.11967047
-5.36368184,1.09838300,0.04656651,0.00632653,0.12999704,0.00876266,0.70217524,0.49419596,0.12570664
-5.35767884,1.16840849,0.04964250,0.00636328,0.13719346,0.00923019,0.74989054,0.52720222,0.13317763
-5.35167584,1.24557766,0.05327761,0.00644674,0.14503423,0.00977712,0.80183926,0.56189633,0.14200985
-5.34567284,1.32876120,0.05742257,0.00656619,0.15336841,0.01039634,0.85728538,0.59770639,0.15211805
-5.33966983,1.41674851,0.06201976,0.00671079,0.16203773,0.01108019,0.91543764,0.63403198,0.16340720
-5.33366683,1.50827409,0.06700389,0.00686985,0.17088038,0.01182060,0.97546677,0.67025903,0.17577419
-5.32766383,1.60204520,0.07230293,0.00703308,0.17973489,0.01260926,1.03652384,0.70577533,0.18910955
-5.32166083,1.69676955,0.07783912,0.00719081,0.18844392,0.01343772,1.09775907,0.73998614,0.20329889
-5.31565783,1.79118259,0.08353038,0.00733427,0.19685789,0.01429753,1.15834066,0.77232937,0.21822425
-5.30965483,1.88407333,0.08929171,0.00745570,0.20483833,0.01518026,1.21747301,0.80228993,0.23376516
-5.30365183,1.97430798,0.09503693,0.00754849,0.21226079,0.01607760,1.27441363,0.82941251,0.24979945
-5.29764882,2.06085046,0.10068038,0.00760737,0.21901732,0.01698135,1.32848826,0.85331247,0.26620384
-5.29164582,2.14277912,0.10613879,0.00762838,0.22501832,0.01788342,1.37910351,0.87368433,0.28285426
-5.28564282,2.21929918,0.11133314,0.00760895,0.23019377,0.01877585,1.42575656,0.89030746,0.29962588
-5.27963982,2.28975024,0.11619035,0.00754786,0.23449379,0.01965073,1.46804162,0.90304891,0.31639299
-5.27363682,2.35360889,0.12064496,0.00744519,0.23788849,0.02050018,1.50565279,0.91186306,0.33302877
-5.26763382,2.41048639,0.12464041,0.00730222,0.24036724,0.02131634,1.53838326,0.91678834,0.34940484
-5.26163082,2.46012157,0.12813021,0.00712131,0.24193723,0.02209130,1.56612108,0.91794100,0.36539101
-5.25562781,2.50236967,0.13107865,0.00690572,0.24262160,0.02281713,1.58884155,0.91550638,0.38085495
-5.24962481,2.53718772,0.13346115,0.00665947,0.24245711,0.02348588,1.60659690,0.90972808,0.39566214
-5.24362181,2.56461741,0.13526427,0.00638714,0.24149150,0.02408962,1.61950364,0.90089549,0.40967615
-5.23761881,2.58476652,0.13648533,0.00609366,0.23978069,0.02462056,1.62772844,0.88933033,0.42275915
-5.23161581,2.59778994,0.13713160,0.00578417,0.23738595,0.02507109,1.63147328,0.87537285,0.43477298
-5.22561281,2.60387147,0.13721932,0.00546379,0.23437114,0.02543402,1.63096057,0.85936830,0.44558062
-5.21960980,2.60320742,0.13677236,0.00513749,0.23080020,0.02570265,1.62641927,0.84165421,0.45504820
-5.21360680,2.59599289,0.13582083,0.00480997,0.22673490,0.02587108,1.61807251,0.82254919,0.46304739
-5.20760380,2.58241154,0.13439950,0.00448551,0.22223306,0.02593429,1.60612759,0.80234349,0.46945831
-5.20160080,2.56262929,0.13254634,0.00416791,0.21734714,0.02588845,1.59076861,0.78129189,0.47417269
-5.19559780,2.53679222,0.13030110,0.00386046,0.21212340,0.02573105,1.57215227,0.75960891,0.47709729
-5.18959480,2.50502874,0.12770405,0.00356588,0.20660150,0.02546110,1.55040690,0.73746658,0.47815736
-5.18359180,2.46745567,0.12479497,0.00328632,0.20081453,0.02507925,1.52563457,0.71499464,0.47730009
-5.17758879,2.42418769,0.12161242,0.00302344,0.19478955,0.02458787,1.49791629,0.69228303,0.47449773
-5.17158579,2.37534956,0.11819320,0.00277841,0.18854839,0.02399111,1.46731956,0.66938636,0.46975046
-5.16558279,2.32109011,0.11457226,0.00255198,0.18210874,0.02329486,1.43390802,0.64632993,0.46308852
-5.15957979,2.26159708,0.11078269,0.00234457,0.17548547,0.02250671,1.39775225,0.62311701,0.45457391
-5.15357679,2.19711173,0.10685606,0.00215633,0.16869193,0.02163577,1.35894126,0.59973671,0.44430108
-5.14757379,2.12794226,0.10282290,0.00198725,0.16174137,0.02069252,1.31759361,0.57617204,0.43239698
-5.14157079,2.05447508,0.09871327,0.00183719,0.15464814,0.01968856,1.27386770,0.55240779,0.41902010
-5.13556778,1.97718305,0.09455744,0.00170601,0.14742880,0.01863637,1.22797036,0.52843758,0.40435870
-5.12956478,1.89663022,0.09038643,0.00159359,0.14010299,0.01754902,1.18016324,0.50426993,0.38862820
-5.12356178,1.81347247,0.08623263,0.00149989,0.13269398,0.01643990,1.13076650,0.47993290,0.37206781
-5.11755878,1.72845393,0.08213011,0.00142500,0.12522902,0.01532238,1.08015969,0.45547730,0.35493645
-5.11155578,1.64239913,0.07811488,0.00136916,0.11773929,0.01420960,1.02877934,0.43097820,0.33750825
-5.10555278,1.55620120,0.07422489,0.00133276,0.11025964,0.01311417,0.97711374,0.40653481,0.32006753
-5.09954977,1.47080638,0.07049974,0.00131636,0.10282802,0.01204798,0.92569466,0.38226885,0.30290357
-5.09354677,1.38719562,0.06698028,0.00132064,0.09548476,0.01102203,0.87508677,0.35832155,0.28630529
-5.08754377,1.30636379,0.06370791,0.00134641,0.08827156,0.01004627,0.82587479,0.33484951,0.27055599
-5.08154077,1.22929746,0.06072372,0.00139452,0.08123054,0.00912954,0.77864930,0.31201966,0.25592813
-5.07553777,1.15695195,0.05806744,0.00146585,0.07440311,0.00827950,0.73399151,0.29000372,0.24267858
-5.06953477,1.09022860,0.05577640,0.00156126,0.06782889,0.00750264,0.69245779,0.26897235,0.23104408
-5.06353177,1.02995303,0.05388426,0.00168149,0.06154469,0.00680428,0.65456446,0.24908934,0.22123729
-5.05752876,0.97685511,0.05241994,0.00182712,0.05558365,0.00618866,0.62077348,0.23050616,0.21344329
-5.05152576,0.93155131,0.05140644,0.00199850,0.04997440,0.00565895,0.59147960,0.21335702,0.20781673
-5.04552276,0.89452998,0.05085986,0.00219570,0.04474056,0.00521740,0.56699927,0.19775473,0.20447949
-5.03951976,0.86613997,0.05078857,0.00241840,0.03990024,0.00486536,0.54756188,0.18378738,0.20351910
-5.03351676,0.84658289,0.05119253,0.00266592,0.03546591,0.00460339,0.53330343,0.17151608,0.20498770
-5.02751376,0.83590917,0.05206293,0.00293709,0.03144431,0.00443132,0.52426286,0.16097371,0.20890171
-5.02151076,0.83401800,0.05338197,0.00323028,0.02783658,0.00434831,0.52038119,0.15216466,0.21524210
-5.01550775,0.84066114,0.05512304,0.00354336,0.02463859,0.00435285,0.52150337,0.14506559,0.22395539
-5.00950475,0.85545040,0.05725110,0.00387367,0.02184129,0.00444284,0.52738280,0.13962707,0.23495514
-5.00350175,0.87786857,0.05972334,0.00421806,0.01943123,0.00461554,0.53768845,0.13577604,0.24812420
-4.99749875,0.90728361,0.06249016,0.00457294,0.01739109,0.00486756,0.55201418,0.13341887,0.26331747
-4.99149575,0.94296557,0.06549636,0.00493426,0.01570029,0.00519486,0.56989016,0.13244506,0.28036524
-4.98549275,0.98410595,0.06868249,0.00529763,0.01433560,0.00559274,0.59079607,0.13273119,0.29907701
-4.97948974,1.02983892,0.07198651,0.00565836,0.01327171,0.00605575,0.61417557,0.13414523,0.31924582
-4.97348674,1.07926395,0.07534537,0.00601159,0.01248182,0.00657778,0.63945181,0.13655084,0.34065291
-4.96748374,1.13146915,0.07869687,0.00635234,0.01193818,0.00715200,0.66604349,0.13981171,0.36307268
-4.96148074,1.18555483,0.08198139,0.00667567,0.01161257,0.00777092,0.69338095,0.14379561,0.38627773
-4.95547774,1.24065644,0.08514358,0.00697676,0.01147682,0.00842645,0.72092196,0.14837825,0.41004402
-4.94947474,1.29596636,0.08813400,0.00725106,0.01150314,0.00911002,0.74816656,0.15344659,0.43415584
-4.94347174,1.35075377,0.09091054,0.00749438,0.01166458,0.00981271,0.77467064,0.15890166,0.45841048
-4.93746873,1.40438192,0.09343959,0.00770300,0.01193532,0.01052538,0.80005762,0.16466081,0.48262240
-4.93146573,1.45632214,0.09569694,0.00787379,0.01229100,0.01123892,0.82402790,0.17065914,0.50662681
-4.92546273,1.50616415,0.09766835,0.00800429,0.01270896,0.01194442,0.84636570,0.17685025,0.53028246
-4.91945973,1.55362199,0.09934976,0.00809275,0.01316852,0.01263345,0.86694296,0.18320616,0.55347337
-4.91345673,1.59853549,0.10074711,0.00813822,0.01365116,0.01329822,0.88571997,0.18971639,0.57610974
-4.90745373,1.64086691,0.10187577,0.00814055,0.01414067,0.01393183,0.90274289,0.19638627,0.59812753
-4.90145073,1.68069294,0.10275962,0.00810041,0.01462330,0.01452847,0.91813786,0.20323454,0.61948715
-4.89544772,1.71819217,0.10342977,0.00801923,0.01508779,0.01508354,0.93210211,0.21029021,0.64017092
-4.88944472,1.75362860,0.10392294,0.00789922,0.01552546,0.01559378,0.94489230,0.21758893,0.66017973
-4.88344172,1.78733184,0.10427974,0.00774324,0.01593010,0.01605729,0.95681042,0.22516897,0.67952883
-4.87743872,1.81967481,0.10454262,0.00755474,0.01629793,0.01647351,0.96818805,0.23306699,0.69824314
-4.87143572,1.85105004,0.10475385,0.00733767,0.01662748,0.01684316,0.97936951,0.24131374,0.71635219
-4.86543272,1.88184584,0.10495349,0.00709633,0.01691933,0.01716807,0.99069470,0.24993008,0.73388521
-4.85942971,1.91242327,0.10517747,0.00683525,0.01717594,0.01745099,1.00248255,0.25892329,0.75086646
-4.85342671,1.94309549,0.10545586,0.00655907,0.01740139,0.01769535,1.01501573,0.26828416,0.76731128
-4.84742371,1.97411037,0.10581143,0.00627242,0.01760104,0.01790495,1.02852762,0.27798476,0.78322305
-4.84142071,2.00563750,0.10625861,0.00597975,0.01778129,0.01808374,1.04319197,0.28797733,0.79859138
-4.83541771,2.03776022,0.10680279,0.00568527,0.01794931,0.01823547,1.05911602,0.29819415,0.81339159
-4.82941471,2.07047336,0.10744014,0.00539280,0.01811270,0.01836344,1.07633732,0.30854865,0.82758568
-4.82341171,2.10368653,0.10815785,0.00510571,0.01827938,0.01847034,1.09482439,0.31893758,0.84112463
-4.81740870,2.13723302,0.10893488,0.00482689,0.01845728,0.01855799,1.11448120,0.32924426,0.85395209
-4.81140570,2.17088353,0.10974301,0.00455864,0.01865430,0.01862734,1.13515516,0.33934282,0.86600897
-4.80540270,2.20436387,0.11054841,0.00430272,0.01887815,0.01867837,1.15664799,0.34910303,0.87723884
-4.79939970,2.23737534,0.11131333,0.00406032,0.01913635,0.01871020,1.17872882,0.35839570,0.88759360
-4.79339670,2.26961642,0.11199809,0.00383210,0.01943618,0.01872120,1.20114861,0.36709815,0.89703894
-4.78739370,2.30080413,0.11256303,0.00361822,0.01978471,0.01870916,1.22365488,0.37509958,0.90555923
-4.78139070,2.33069345,0.11297056,0.00341845,0.02018882,0.01867158,1.24600581,0.38230599,0.91316118
-4.77538769,2.35909333,0.11318691,0.00323217,0.02065523,0.01860593,1.26798263,0.38864423,0.91987614
-4.76938469,2.38587802,0.11318375,0.00305852,0.02119045,0.01850993,1.28939948,0.39406512,0.92576037
-4.76338169,2.41099265,0.11293941,0.00289644,0.02180076,0.01838187,1.31011014,0.39854528,0.93089340
-4.75737869,2.43445262,0.11243976,0.00274476,0.02249212,0.01822086,1.33001097,0.40208762,0.93537423
-4.75137569,2.45633655,0.11167857,0.00260230,0.02326999,0.01802704,1.34904007,0.40472039,0.93931557
-4.74537269,2.47677323,0.11065758,0.00246789,0.02413910,0.01780177,1.36717264,0.40649488,0.94283640
-4.73936968,2.49592342,0.10938594,0.00234048,0.02510317,0.01754764,1.38441282,0.40748188,0.94605317
-4.73336668,2.51395768,0.10787947,0.00221915,0.02616457,0.01726853,1.40078291,0.40776709,0.94907042
-4.72736368,2.53103190,0.10615944,0.00210317,0.02732391,0.01696948,1.41631057,0.40744576,0.95197117
-4.72136068,2.54726240,0.10425125,0.00199197,0.02857972,0.01665655,1.43101505,0.40661695,0.95480816
-4.71535768,2.56270242,0.10218286,0.00188517,0.02992796,0.01633653,1.44489374,0.40537763,0.95759625
-4.70935468,2.57732204,0.09998329,0.00178258,0.03136176,0.01601666,1.45790983,0.40381712,0.96030698
-4.70335168,2.59099308,0.09768108,0.00168416,0.03287108,0.01570427,1.46998241,0.40201210,0.96286558
-4.69734867,2.60348055,0.09530304,0.00158999,0.03444254,0.01540645,1.48097960,0.40002255,0.96515097
-4.69134567,2.61444147,0.09287311,0.00150024,0.03605936,0.01512960,1.49071560,0.39788885,0.96699891
-4.68534267,2.62343158,0.09041159,0.00141517,0.03770139,0.01487918,1.49895187,0.39563018,0.96820826
-4.67933967,2.62991985,0.08793466,0.00133500,0.03934540,0.01465933,1.50540261,0.39324427,0.96855010
-4.67333667,2.63331007,0.08545426,0.00125999,0.04096541,0.01447268,1.50974424,0.39070856,0.96777940
-4.66733367,2.63296840,0.08297828,0.00119032,0.04253324,0.01432016,1.51162846,0.38798260,0.96564838
-4.66133067,2.62825532,0.08051104,0.00112611,0.04401920,0.01420095,1.51069807,0.38501153,0.96192097
-4.65532766,2.61855992,0.07805396,0.00106741,0.04539288,0.01411245,1.50660459,0.38173042,0.95638738
-4.64932466,2.60333443,0.07560649,0.00101414,0.04662404,0.01405044,1.49902655,0.37806912,0.94887786
-4.64332166,2.58212694,0.07316698,0.00096614,0.04768359,0.01400922,1.48768742,0.37395736,0.93927478
-4.63731866,2.55461004,0.07073370,0.00092315,0.04854446,0.01398187,1.47237194,0.36932976,0.92752227
-4.63131566,2.52060369,0.06830565,0.00088482,0.04918263,0.01396063,1.45293993,0.36413042,0.91363257
-4.62531266,2.48009082,0.06588336,0.00085074,0.04957793,0.01393716,1.42933665,0.35831688,0.89768886
-4.61930965,2.43322465,0.06346940,0.00082042,0.04971480,0.01390300,1.40159926,0.35186316,0.87984411
-4.61330665,2.38032732,0.06106872,0.00079336,0.04958286,0.01384992,1.36985884,0.34476177,0.86031608
-4.60730365,2.32187993,0.05868869,0.00076904,0.04917741,0.01377028,1.33433798,0.33702465,0.83937865
-4.60130065,2.25850446,0.05633899,0.00074692,0.04849957,0.01365732,1.29534426,0.32868295,0.81734996
-4.59529765,2.19093902,0.05403116,0.00072652,0.04755638,0.01350550,1.25325982,0.31978582,0.79457804
-4.58929465,2.12000752,0.05177808,0.00070738,0.04636059,0.01331064,1.20852787,0.31039820,0.77142472
-4.58329165,2.04658597,0.04959321,0.00068909,0.04493029,0.01307009,1.16163700,0.30059795,0.74824883
-4.57728864,1.97156708,0.04748980,0.00067129,0.04328843,0.01278277,1.11310405,0.29047243,0.72538948
-4.57128564,1.89582543,0.04548009,0.00065370,0.04146204,0.01244915,1.06345660,0.28011483,0.70315060
-4.56528264,1.82018488,0.04357450,0.00063610,0.03948154,0.01207118,1.01321611,0.26962039,0.68178736
-4.55927964,1.74539017,0.04178095,0.00061831,0.03737979,0.01165214,0.96288234,0.25908293,0.66149541
-4.55327664,1.67208393,0.04010432,0.00060023,0.03519122,0.01119644,0.91292002,0.24859168,0.64240333
-4.54727364,1.60079025,0.03854605,0.00058179,0.03295094,0.01070937,0.86374815,0.23822868,0.62456877
-4.54127064,1.53190526,0.03710397,0.00056298,0.03069383,0.01019689,0.81573227,0.22806691,0.60797836
-4.53526763,1.46569499,0.03577234,0.00054379,0.02845379,0.00966536,0.76918002,0.21816908,0.59255130
-4.52926463,1.40230003,0.03454208,0.00052428,0.02626297,0.00912123,0.72433971,0.20858720,0.57814635
-4.52326163,1.34174647,0.03340117,0.00050447,0.02415124,0.00857091,0.68140178,0.19936280,0.56457174
-4.51725863,1.28396198,0.03233525,0.00048444,0.02214567,0.00802046,0.64050279,0.19052777,0.55159736
-4.51125563,1.22879573,0.03132828,0.00046422,0.02027016,0.00747550,0.60173129,0.18210566,0.53896857
-4.50525263,1.17604083,0.03036332,0.00044390,0.01854526,0.00694103,0.56513513,0.17411330,0.52642075
-4.49924962,1.12545764,0.02942335,0.00042351,0.01698798,0.00642137,0.53072945,0.16656250,0.51369376
-4.49324662,1.07679668,0.02849197,0.00040311,0.01561179,0.00592008,0.49850490,0.15946185,0.50054580
