energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Li_s_up,Se_s_up,Se_p_up
-5.08754377,7.70709728,0.04812044,0.77419824,3.51205010,1.85249829,0.81427057,0.11826320,3.11564309
-5.08154077,7.53261007,0.04522688,0.74831164,3.40570258,1.81895376,0.80152815,0.11879879,3.05379477
-5.07553777,7.34452059,0.04260163,0.72254000,3.29542219,1.78083897,0.78613720,0.11937627,2.98459384
-5.06953477,7.14619697,0.04029877,0.69742406,3.18300466,1.73890490,0.76823538,0.12005383,2.90911802
-5.06353177,6.94114476,0.03836572,0.67348711,3.07021206,1.69398453,0.74798353,0.12089058,2.82852857
-5.05752876,6.73295613,0.03684272,0.65122702,2.95874907,1.64698096,0.72556589,0.12194522,2.74405398
-5.05152576,6.52525430,0.03576247,0.63110889,2.85024090,1.59885281,0.70118993,0.12327451,2.65697089
-5.04552276,6.32163358,0.03514989,0.61355823,2.74621299,1.55059705,0.67508520,0.12493173,2.56858237
-5.03951976,6.12559565,0.03502204,0.59895486,2.64807240,1.50322943,0.64750145,0.12696500,2.48019384
-5.03351676,5.94048347,0.03538802,0.58762729,2.55709107,1.45776297,0.61870564,0.12941550,2.39308730
-5.02751376,5.76941408,0.03624904,0.57984789,2.47439102,1.41518500,0.58897809,0.13231579,2.30849464
-5.02151076,5.61521236,0.03759850,0.57582862,2.40093177,1.37643333,0.55860768,0.13568814,2.22757081
-5.01550775,5.48034779,0.03942208,0.57571757,2.33749990,1.34237240,0.52788638,0.13954303,2.15136793
-5.00950475,5.36687623,0.04169793,0.57959623,2.28470114,1.31376999,0.49710332,0.14387785,2.08081118
-5.00350175,5.27638902,0.04439687,0.58747755,2.24295492,1.29127543,0.46653855,0.14867593,2.01667764
-4.99749875,5.20997112,0.04748263,0.59930493,2.21249153,1.27539995,0.43645700,0.15390592,1.95957868
-4.99149575,5.16817013,0.05091225,0.61495206,2.19335167,1.26649999,0.40710276,0.15952161,1.90994674
-4.98549275,5.15097738,0.05463647,0.63422373,2.18538861,1.26476404,0.37869402,0.16546219,1.86802699
-4.97948974,5.15782197,0.05860032,0.65685754,2.18827241,1.27020347,0.35141888,0.17165305,1.83387411
-4.97348674,5.18757824,0.06274375,0.68252668,2.20149630,1.28264804,0.32543237,0.17800700,1.80735429
-4.96748374,5.23858661,0.06700244,0.71084361,2.22438485,1.30174600,0.30085451,0.18442604,1.78815236
-4.96148074,5.30868741,0.07130874,0.74136482,2.25610379,1.32696934,0.27776977,0.19080345,1.77578355
-4.95547774,5.39526691,0.07559271,0.77359658,2.29567136,1.35762385,0.25622771,0.19702633,1.76960963
-4.94947474,5.49531442,0.07978333,0.80700162,2.34197104,1.39286411,0.23624479,0.20297834,1.76885861
-4.94347174,5.60548920,0.08380974,0.84100694,2.39376584,1.43171305,0.21780716,0.20854266,1.77264738
-4.93746873,5.72219572,0.08760262,0.87501251,2.44971410,1.47308571,0.20087436,0.21360502,1.78000662
-4.93146573,5.84166548,0.09109554,0.90840098,2.50838715,1.51581656,0.18538351,0.21805667,1.78990717
-4.92546273,5.96004384,0.09422638,0.94054819,2.56828891,1.55868995,0.17125397,0.22179729,1.80128722
-4.91945973,6.07347989,0.09693868,0.97083459,2.62787783,1.60047265,0.15839208,0.22473761,1.81307966
-4.91345673,6.17821766,0.09918290,0.99865717,2.68559116,1.63994786,0.14669583,0.22680180,1.82423895
-4.90745373,6.27068655,0.10091757,1.02344190,2.73987178,1.67594954,0.13605933,0.22792945,1.83376711
-4.90145073,6.34758905,0.10211031,1.04465636,2.78919730,1.70739615,0.12637677,0.22807718,1.84073814
-4.89544772,6.40598375,0.10273863,1.06182220,2.83211134,1.73332271,0.11754584,0.22721971,1.84432062
-4.88944472,6.44336134,0.10279046,1.07452714,2.86725606,1.75291017,0.10947066,0.22535059,1.84379797
-4.88344172,6.45771163,0.10226454,1.08243608,2.89340547,1.76551100,0.10206387,0.22248235,1.83858595
-4.87743872,6.44757937,0.10117042,1.08530092,2.90949821,1.77067021,0.09524822,0.21864622,1.82824708
-4.87143572,6.41210708,0.09952834,1.08296863,2.91466860,1.76814078,0.08895746,0.21389141,1.81250151
-4.86543272,6.35106287,0.09736870,1.07538718,2.90827455,1.75789309,0.08313667,0.20828392,1.79123414
-4.85942971,6.26485204,0.09473138,1.06260903,2.88992101,1.74011772,0.07774211,0.20190507,1.76449746
-4.85342671,6.15451132,0.09166475,1.04479181,2.85947729,1.71522151,0.07274067,0.19484954,1.73251005
-4.84742371,6.02168528,0.08822460,1.02219616,2.81708739,1.68381689,0.06810893,0.18722327,1.69565052
-4.84142071,5.86858508,0.08447273,0.99518045,2.76317208,1.64670474,0.06383204,0.17914100,1.65444681
-4.83541771,5.69793020,0.08047561,0.96419275,2.69842220,1.60485148,0.05990242,0.17072371,1.60956109
-4.82941471,5.51287481,0.07630277,0.92975994,2.62378307,1.55936093,0.05631832,0.16209590,1.56177039
-4.82341171,5.31692080,0.07202531,0.89247455,2.54043004,1.51144228,0.05308243,0.15338282,1.51194352
-4.81740870,5.11382017,0.06771434,0.85297957,2.44973602,1.46237495,0.05020041,0.14470773,1.46101494
-4.81140570,4.90747013,0.06343952,0.81195191,2.35323207,1.41347197,0.04767959,0.13618922,1.40995622
-4.80540270,4.70180442,0.05926763,0.77008504,2.25256245,1.36604284,0.04552765,0.12793865,1.35974619
-4.79939970,4.50068460,0.05526134,0.72807145,2.14943598,1.32135747,0.04375148,0.12005787,1.31134070
-4.79339670,4.30779520,0.05147814,0.68658557,2.04557568,1.28061213,0.04235618,0.11263711,1.26564314
-4.78739370,4.12654611,0.04796935,0.64626766,1.94266857,1.24489874,0.04134418,0.10575328,1.22347667
-4.78139070,3.95998568,0.04477944,0.60770933,1.84231782,1.21517808,0.04071452,0.09946854,1.18555935
-4.77538769,3.81072709,0.04194547,0.57144099,1.74599887,1.19225790,0.04046230,0.09382937,1.15248288
-4.76938469,3.68089002,0.03949671,0.53792166,1.65502129,1.17677616,0.04057831,0.08886601,1.12469593
-4.76338169,3.57205921,0.03745448,0.50753119,1.57049745,1.16918962,0.04104882,0.08459234,1.10249239
-4.75737869,3.48526036,0.03583213,0.48056513,1.49331898,1.16976784,0.04185549,0.08100620,1.08600510
-4.75137569,3.42095330,0.03463513,0.45723214,1.42414157,1.17859223,0.04297558,0.07809015,1.07520503
-4.74537269,3.37904181,0.03386135,0.43765379,1.36337799,1.19555990,0.04438216,0.07581265,1.06990589
-4.73936968,3.35889863,0.03350138,0.42186652,1.31119935,1.22039162,0.04604458,0.07412949,1.06977377
-4.73336668,3.35940391,0.03353896,0.40982564,1.26754369,1.25264345,0.04792905,0.07298569,1.07434142
-4.72736368,3.37899507,0.03395147,0.40141079,1.23213138,1.29172131,0.04999933,0.07231749,1.08302639
-4.72136068,3.41572569,0.03471046,0.39643281,1.20448610,1.33689794,0.05221754,0.07205464,1.09515228
-4.71535768,3.46733118,0.03578225,0.39464157,1.18396031,1.38733169,0.05454510,0.07212271,1.10997226
-4.70935468,3.53129890,0.03712853,0.39573445,1.16976411,1.44208665,0.05694361,0.07244549,1.12669396
-4.70335168,3.60494062,0.03870701,0.39936539,1.16099624,1.50015376,0.05937590,0.07294734,1.14450490
-4.69734867,3.68546545,0.04047212,0.40515406,1.15667616,1.56047247,0.06180703,0.07355542,1.16259743
-4.69134567,3.77005150,0.04237571,0.41269526,1.15577620,1.62195289,0.06420522,0.07420169,1.18019269
-4.68534267,3.85591488,0.04436782,0.42156819,1.15725295,1.68349810,0.06654277,0.07482481,1.19656271
-4.67933967,3.94037484,0.04639748,0.43134561,1.16007696,1.74402651,0.06879694,0.07537158,1.21105008
-4.67333667,4.02091409,0.04841354,0.44160284,1.16326033,1.80249402,0.07095057,0.07579818,1.22308482
-4.66733367,4.09523325,0.05036555,0.45192642,1.16588152,1.85791576,0.07299267,0.07607099,1.23219807
-4.66133067,4.16129887,0.05220468,0.46192240,1.16710701,1.90938723,0.07491879,0.07616706,1.23803221
-4.65532766,4.21738424,0.05388459,0.47122416,1.16620948,1.95610414,0.07673115,0.07607416,1.24034758
-4.64932466,4.26210220,0.05536238,0.47949963,1.16258229,1.99738081,0.07843857,0.07579054,1.23902535
-4.64332166,4.29442960,0.05659944,0.48645782,1.15575008,2.03266631,0.08005616,0.07532422,1.23406703
-4.63731866,4.31372256,0.05756227,0.49185437,1.14537541,2.06155790,0.08160473,0.07469208,1.22559035
-4.63131566,4.31972240,0.05822323,0.49549614,1.13126144,2.08381103,0.08310997,0.07391858,1.21382211
-4.62531266,4.31255175,0.05856115,0.49724451,1.11335084,2.09934543,0.08460136,0.07303430,1.19908804
-4.61930965,4.29270092,0.05856178,0.49701739,1.09172087,2.10824681,0.08611090,0.07207429,1.18180017
-4.61330665,4.26100482,0.05821811,0.49478974,1.06657522,2.11076381,0.08767163,0.07107630,1.16244222
-4.60730365,4.21861100,0.05753048,0.49059263,1.03823278,2.10730013,0.08931607,0.07007896,1.14155346
-4.60130065,4.16693987,0.05650648,0.48451069,1.00711395,2.09840206,0.09107447,0.06912003,1.11971171
-4.59529765,4.10763850,0.05516065,0.47667822,0.97372500,2.08474165,0.09297323,0.06823463,1.09751612
-4.58929465,4.04252976,0.05351400,0.46727398,0.93864123,2.06709632,0.09503327,0.06745375,1.07557027
-4.58329165,3.97355884,0.05159329,0.45651480,0.90248956,2.04632577,0.09726867,0.06680288,1.05446649
-4.57728864,3.90273941,0.04943024,0.44464846,0.86593123,2.02334721,0.09968544,0.06630092,1.03477181
-4.57128564,3.83210173,0.04706052,0.43194591,0.82964551,1.99911020,0.10228077,0.06595941,1.01701615
-4.56528264,3.76364499,0.04452268,0.41869334,0.79431475,1.97457221,0.10504256,0.06578207,1.00168321
-4.55927964,3.69929562,0.04185705,0.40518432,0.76061153,1.95067615,0.10794948,0.06576471,0.98920443
-4.55327664,3.64087351,0.03910463,0.39171237,0.72918826,1.92833085,0.11097150,0.06589544,0.97995600
-4.54727364,3.59006679,0.03630594,0.37856416,0.70066925,1.90839533,0.11407085,0.06615531,0.97425890
-4.54127064,3.54841581,0.03350009,0.36601366,0.67564565,1.89166717,0.11720360,0.06651917,0.97238189
-4.53526763,3.51730608,0.03072382,0.35431730,0.65467268,1.87887535,0.12032150,0.06695685,0.97454667
-4.52926463,3.49796902,0.02801075,0.34371030,0.63826929,1.87067719,0.12337427,0.06743451,0.98093494
-4.52326163,3.49148921,0.02539079,0.33440403,0.62691926,1.86765889,0.12631214,0.06791621,0.99169628
-4.51725863,3.49881605,0.02288969,0.32658456,0.62107362,1.87033887,0.12908844,0.06836547,1.00695622
-4.51125563,3.52077739,0.02052875,0.32041199,0.62115337,1.87917277,0.13166226,0.06874691,1.02682349
-4.50525263,3.55809273,0.01832478,0.31602067,0.62755190,1.89455902,0.13400092,0.06902772,1.05139569
-4.49924962,3.61138368,0.01629010,0.31351989,0.64063655,1.91684385,0.13608212,0.06917908,1.08076255
-4.49324662,3.68117950,0.01443280,0.31299497,0.66074850,1.94632457,0.13789570,0.06917731,1.11500625
