energy_ev,total_up,total_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.77188594,1.24321203,-1.32461672,0.00800016,-0.00878730,0.00000000,-0.00000000,0.33863167,-0.34273758,0.46628939,-0.31796759,0.00302187,-0.01937188,0.17709422,-0.10463801,0.01061528,-0.02724379,0.55096316,-0.74064750
-5.76588294,1.28790580,-1.28886845,0.00849311,-0.00852626,0.00000000,-0.00000000,0.32772194,-0.34485568,0.49075826,-0.30691673,0.00264170,-0.01877724,0.17608570,-0.10562203,0.01058083,-0.02648394,0.57702015,-0.71771701
-5.75987994,1.33985507,-1.25448945,0.00902861,-0.00824644,0.00000000,-0.00000000,0.31862051,-0.34891223,0.51777304,-0.29705843,0.00231605,-0.01810778,0.17638708,-0.10831741,0.01064076,-0.02563031,0.60609407,-0.69364444
-5.75387694,1.39833750,-1.22171950,0.00959996,-0.00795143,0.00000000,-0.00000000,0.31130728,-0.35484726,0.54703626,-0.28842314,0.00204248,-0.01737150,0.17794753,-0.11264043,0.01078651,-0.02469215,0.63781243,-0.66867705
-5.74787394,1.46241389,-1.19077817,0.01019920,-0.00764496,0.00000000,-0.00000000,0.30571367,-0.36257989,0.57815902,-0.28102796,0.00181842,-0.01657730,0.18067448,-0.11849528,0.01100793,-0.02367993,0.67172015,-0.64306456
-5.74187094,1.53094608,-1.16185484,0.01081725,-0.00733082,0.00000000,-0.00000000,0.30172795,-0.37200467,0.61066732,-0.27487396,0.00164135,-0.01573482,0.18443709,-0.12577207,0.01129349,-0.02260524,0.70728674,-0.61705494
-5.73586793,1.60262254,-1.13510023,0.01144406,-0.00701284,0.00000000,-0.00000000,0.29920197,-0.38298865,0.64401182,-0.26994420,0.00150887,-0.01485427,0.18907076,-0.13434479,0.01163061,-0.02148046,0.74391677,-0.59089098
-5.72986493,1.67599096,-1.11061994,0.01206886,-0.00669479,0.00000000,-0.00000000,0.29795886,-0.39536931,0.67758068,-0.26620250,0.00141885,-0.01394621,0.19438268,-0.14406977,0.01200593,-0.02031854,0.78096325,-0.56480758
-5.72386193,1.74949696,-1.08847046,0.01268045,-0.00638037,0.00000000,-0.00000000,0.29780144,-0.40895361,0.71071535,-0.26359322,0.00136949,-0.01302138,0.20015823,-0.15478473,0.01240571,-0.01913276,0.81774367,-0.53902991
-5.71785893,1.82152798,-1.06865778,0.01326744,-0.00607312,0.00000000,-0.00000000,0.29852099,-0.42351848,0.74272860,-0.26204195,0.00135941,-0.01209047,0.20616788,-0.16630860,0.01281614,-0.01793638,0.85355840,-0.51377231
-5.71185593,1.89046055,-1.05113880,0.01381864,-0.00577645,0.00000000,-0.00000000,0.29990599,-0.43881265,0.77292446,-0.26145730,0.00138766,-0.01116394,0.21217462,-0.17844240,0.01322373,-0.01674244,0.88771056,-0.48923776
-5.70585293,1.95470962,-1.03582561,0.01432331,-0.00549359,0.00000000,-0.00000000,0.30175047,-0.45456015,0.80061910,-0.26173361,0.00145374,-0.01025181,0.21794136,-0.19097120,0.01361569,-0.01556345,0.91952685,-0.46561812
-5.69984992,2.01277774,-1.02259242,0.01477155,-0.00522756,0.00000000,-0.00000000,0.30386168,-0.47046517,0.82516205,-0.26275462,0.00155761,-0.00936351,0.22323832,-0.20366721,0.01398028,-0.01441120,0.94837846,-0.44309468
-5.69384692,2.06330242,-1.01128494,0.01515455,-0.00498117,0.00000000,-0.00000000,0.30606678,-0.48621854,0.84595689,-0.26439786,0.00169964,-0.00850772,0.22785003,-0.21629402,0.01430717,-0.01329653,0.97370113,-0.42183921
-5.68784392,2.10509962,-1.00173181,0.01546493,-0.00475704,0.00000000,-0.00000000,0.30821825,-0.50150531,0.86248050,-0.26653965,0.00188053,-0.00769227,0.23158174,-0.22861181,0.01458776,-0.01222918,0.99501353,-0.40201528
-5.68184092,2.13720153,-0.99375771,0.01569690,-0.00455757,0.00000000,-0.00000000,0.31019791,-0.51601336,0.87430016,-0.26906055,0.00210132,-0.00692404,0.23426498,-0.24038351,0.01481543,-0.01121766,1.01193314,-0.38377967
-5.67583792,2.15888715,-0.98719743,0.01584648,-0.00438498,0.00000000,-0.00000000,0.31191933,-0.52944274,0.88108783,-0.27185089,0.00236322,-0.00620896,0.23576223,-0.25138148,0.01498583,-0.01026922,1.02418890,-0.36728398
-5.66983492,2.16970426,-0.98191037,0.01591163,-0.00424128,0.00000000,-0.00000000,0.31332869,-0.54151518,0.88263081,-0.27481635,0.00266754,-0.00555191,0.23597036,-0.26139463,0.01509698,-0.00938973,1.03163000,-0.35267608
-5.66383192,2.16948200,-0.97779477,0.01589224,-0.00412833,0.00000000,-0.00000000,0.31440406,-0.55198355,0.87883855,-0.27788316,0.00301564,-0.00495685,0.23482285,-0.27023545,0.01514943,-0.00858379,1.03423047,-0.34010159
-5.65782891,2.15833338,-0.97480095,0.01579018,-0.00404783,0.00000000,-0.00000000,0.31515319,-0.56064071,0.86974530,-0.28100281,0.00340876,-0.00442677,0.23229077,-0.27774682,0.01514626,-0.00785471,1.03208923,-0.32970504
-5.65182591,2.13664785,-0.97294278,0.01560915,-0.00400135,0.00000000,-0.00000000,0.31561000,-0.56732733,0.85550839,-0.28415595,0.00384795,-0.00396382,0.22838239,-0.28380806,0.01509306,-0.00720461,1.02542576,-0.32163084
-5.64582291,2.10507437,-0.97230691,0.01535457,-0.00399034,0.00000000,-0.00000000,0.31583003,-0.57193832,0.83640238,-0.28735532,0.00433398,-0.00356935,0.22314163,-0.28834002,0.01499782,-0.00663455,1.01457147,-0.31602384
-5.63981991,2.06449567,-0.97305888,0.01503333,-0.00401615,0.00000000,-0.00000000,0.31588510,-0.57442753,0.81280930,-0.29064754,0.00486726,-0.00324405,0.21664527,-0.29130880,0.01487075,-0.00614462,0.99995726,-0.31302941
-5.63381691,2.01599512,-0.97544576,0.01465357,-0.00408006,0.00000000,-0.00000000,0.31585747,-0.57481032,0.78520560,-0.29411353,0.00544775,-0.00298797,0.20899929,-0.29272797,0.01472403,-0.00573409,0.98209784,-0.31279304
-5.62781391,1.96081772,-0.97979478,0.01422437,-0.00418324,0.00000000,-0.00000000,0.31583392,-0.57316395,0.75414609,-0.29786752,0.00607495,-0.00280066,0.20033428,-0.29265902,0.01457147,-0.00540159,0.96157356,-0.31545913
-5.62181091,1.90032694,-0.98650775,0.01375543,-0.00432681,0.00000000,-0.00000000,0.31589989,-0.56962568,0.72024599,-0.30205453,0.00674783,-0.00268122,0.19080033,-0.29120999,0.01442820,-0.00514516,0.93901051,-0.32116917
-5.61580790,1.83595933,-0.99605099,0.01325676,-0.00451176,0.00000000,-0.00000000,0.31613427,-0.56438839,0.68416152,-0.30684631,0.00746484,-0.00262836,0.18056150,-0.28853225,0.01431022,-0.00496247,0.91505987,-0.33005894
-5.60980490,1.76917871,-1.00894088,0.01273837,-0.00473900,0.00000000,-0.00000000,0.31660477,-0.55769418,0.64657000,-0.31243578,0.00822391,-0.00264040,0.16979021,-0.28481547,0.01423400,-0.00485085,0.89037730,-0.34225481
-5.60380190,1.70143194,-1.02572520,0.01221000,-0.00500924,0.00000000,-0.00000000,0.31736436,-0.54982581,0.60815020,-0.31903008,0.00902246,-0.00271535,0.15866164,-0.28028104,0.01421594,-0.00480741,0.86560315,-0.35786898
-5.59779890,1.63410759,-1.04696064,0.01168080,-0.00532302,0.00000000,-0.00000000,0.31844876,-0.54109656,0.56956366,-0.32684227,0.00985744,-0.00285083,0.14734848,-0.27517410,0.01427197,-0.00482912,0.84134434,-0.37699380
-5.59179590,1.56849915,-1.07318715,0.01115918,-0.00568055,0.00000000,-0.00000000,0.31987512,-0.53183870,0.53143757,-0.33608206,0.01072539,-0.00304408,0.13601616,-0.26975447,0.01441698,-0.00491282,0.81815828,-0.39969502
-5.58579290,1.50577360,-1.10489978,0.01065258,-0.00608171,0.00000000,-0.00000000,0.32164188,-0.52239117,0.49434979,-0.34694572,0.01162241,-0.00329191,0.12481866,-0.26428691,0.01466442,-0.00505521,0.79653955,-0.42600425
-5.57978989,1.44694619,-1.14251910,0.01016737,-0.00652589,0.00000000,-0.00000000,0.32372974,-0.51308683,0.45881634,-0.35960550,0.01254427,-0.00359066,0.11389511,-0.25903108,0.01502576,-0.00525292,0.77690936,-0.45591083
-5.57378689,1.39286185,-1.18636139,0.00970876,-0.00701193,0.00000000,-0.00000000,0.32610361,-0.50423988,0.42528166,-0.37419907,0.01348640,-0.00393617,0.10336717,-0.25423156,0.01551013,-0.00550240,0.75960803,-0.48935327
-5.56778389,1.34418307,-1.23660970,0.00928081,-0.00753797,0.00000000,-0.00000000,0.32871533,-0.49613396,0.39411174,-0.39081921,0.01444390,-0.00432367,0.09333724,-0.25010844,0.01612384,-0.00579992,0.74489052,-0.52621083
-5.56178089,1.30138426,-1.29328738,0.00888639,-0.00810137,0.00000000,-0.00000000,0.33150700,-0.48901132,0.36559003,-0.40950440,0.01541156,-0.00474783,0.08388746,-0.24684877,0.01687013,-0.00614152,0.73292470,-0.56629564
-5.55577789,1.26475200,-1.35623535,0.00852727,-0.00869860,0.00000000,-0.00000000,0.33441460,-0.48306366,0.33991615,-0.43023063,0.01638383,-0.00520273,0.07507954,-0.24459931,0.01774881,-0.00652295,0.72379228,-0.60934587
-5.54977489,1.23439053,-1.42509455,0.00820421,-0.00932516,0.00000000,-0.00000000,0.33737170,-0.47842488,0.31720710,-0.45290499,0.01735479,-0.00568183,0.06695526,-0.24346079,0.01875613,-0.00693966,0.71749192,-0.65502060
-5.54377189,1.21023187,-1.49929488,0.00791703,-0.00997554,0.00000000,-0.00000000,0.34031304,-0.47516619,0.29750072,-0.47736137,0.01831812,-0.00617814,0.05953754,-0.24348397,0.01988459,-0.00738675,0.71394433,-0.70289695
-5.53776888,1.19204954,-1.57805184,0.00766479,-0.01064316,0.00000000,-0.00000000,0.34317769,-0.47329376,0.28076100,-0.50335879,0.01926705,-0.00668419,0.05283202,-0.24466773,0.02112296,-0.00785899,0.71299885,-0.75247003
-5.53176588,1.17947528,-1.66037150,0.00744587,-0.01132046,0.00000000,-0.00000000,0.34591177,-0.47274893,0.26688503,-0.53058247,0.02019431,-0.00719227,0.04682904,-0.24695902,0.02245638,-0.00835088,0.71444125,-0.80315623
-5.52576288,1.17201795,-1.74506471,0.00725815,-0.01199888,0.00000000,-0.00000000,0.34847038,-0.47341124,0.25571112,-0.55864792,0.02109212,-0.00769454,0.04150577,-0.25025500,0.02386649,-0.00885669,0.71800237,-0.85430015
-5.51975988,1.16908378,-1.83077032,0.00709910,-0.01266907,0.00000000,-0.00000000,0.35081894,-0.47510397,0.24702774,-0.58710819,0.02195218,-0.00818326,0.03682861,-0.25440704,0.02533179,-0.00937060,0.72336738,-0.90518545
-5.51375688,1.16999761,-1.91598748,0.00696591,-0.01332099,0.00000000,-0.00000000,0.35293368,-0.47760208,0.24058305,-0.61546403,0.02276568,-0.00865104,0.03275552,-0.25922643,0.02682805,-0.00988683,0.73018539,-0.95504950
-5.50775388,1.17402432,-1.99911600,0.00685563,-0.01394418,0.00000000,-0.00000000,0.35480147,-0.48064228,0.23609462,-0.64317682,0.02352337,-0.00909104,0.02923829,-0.26449171,0.02832881,-0.01039988,0.73807917,-1.00310178
-5.50175088,1.18039016,-2.07850373,0.00676520,-0.01452801,0.00000000,-0.00000000,0.35641895,-0.48393481,0.23325911,-0.66968390,0.02421566,-0.00949734,0.02622475,-0.26995712,0.02980603,-0.01090471,0.74665490,-1.04854535
-5.49574787,1.18830357,-2.15249921,0.00669159,-0.01506196,0.00000000,-0.00000000,0.35779112,-0.48717639,0.23176170,-0.69441574,0.02483277,-0.00986509,0.02366072,-0.27536199,0.03123077,-0.01139700,0.75551181,-1.09060092
-5.48974487,1.19697506,-2.21950761,0.00663183,-0.01553601,0.00000000,-0.00000000,0.35892952,-0.49006394,0.23128501,-0.71681431,0.02536495,-0.01019084,0.02149176,-0.28044054,0.03257397,-0.01187343,0.76425141,-1.12853244
-5.48374187,1.20563602,-2.27804757,0.00658307,-0.01594090,0.00000000,-0.00000000,0.35985002,-0.49230832,0.23151741,-0.73635191,0.02580269,-0.01047270,0.01966463,-0.28493179,0.03380724,-0.01233192,0.77248648,-1.16167320
-5.47773887,1.21355588,-2.32680649,0.00654262,-0.01626854,0.00000000,-0.00000000,0.36057058,-0.49364764,0.23216052,-0.75254960,0.02613700,-0.01071057,0.01812852,-0.28858912,0.03490366,-0.01277189,0.77984929,-1.18945127
-5.47173587,1.22005767,-2.36469161,0.00650795,-0.01651227,0.00000000,-0.00000000,0.36110879,-0.49385948,0.23293579,-0.76499452,0.02635976,-0.01090620,0.01683600,-0.29118909,0.03583859,-0.01319442,0.78599935,-1.21141299
-5.46573287,1.22453144,-2.39087445,0.00647672,-0.01666719,0.00000000,-0.00000000,0.36147967,-0.49277148,0.23359010,-0.77335512,0.02646393,-0.01106330,0.01574369,-0.29253925,0.03659037,-0.01360248,0.79063006,-1.22724325
-5.45972986,1.22644545,-2.40482633,0.00644681,-0.01673033,0.00000000,-0.00000000,0.36169352,-0.49026976,0.23390028,-0.77739378,0.02644396,-0.01118747,0.01481272,-0.29248452,0.03714098,-0.01400093,0.79347451,-1.23678140
-5.45372686,1.22535479,-2.40634294,0.00641627,-0.01670086,0.00000000,-0.00000000,0.36175409,-0.48630497,0.23367648,-0.77697601,0.02629601,-0.01128614,0.01400896,-0.29091201,0.03747660,-0.01439658,0.79431002,-1.24003185
-5.44772386,1.22090740,-2.39555677,0.00638338,-0.01658016,0.00000000,-0.00000000,0.36165708,-0.48089536,0.23276441,-0.77207580,0.02601818,-0.01136837,0.01330309,-0.28775407,0.03758796,-0.01479808,0.79296135,-1.23716854
-5.44172086,1.21284720,-2.37293621,0.00634656,-0.01637181,0.00000000,-0.00000000,0.36138902,-0.47412706,0.23104646,-0.76277699,0.02561076,-0.01144457,0.01267047,-0.28298958,0.03747064,-0.01521568,0.78930261,-1.22853282
-5.43571786,1.20101449,-2.33927132,0.00630445,-0.01608152,0.00000000,-0.00000000,0.36092664,-0.46615122,0.22844167,-0.74927034,0.02507628,-0.01152622,0.01209090,-0.27664329,0.03712512,-0.01566101,0.78325765,-1.21462451
-5.42971486,1.18534359,-2.29564662,0.00625582,-0.01571699,0.00000000,-0.00000000,0.36023661,-0.45717832,0.22490470,-0.73184657,0.02441959,-0.01162543,0.01154832,-0.26878358,0.03655674,-0.01614662,0.77479906,-1.19608637
-5.42371186,1.16585790,-2.24340186,0.00619961,-0.01528760,0.00000000,-0.00000000,0.35927579,-0.44746981,0.22042382,-0.71088560,0.02364781,-0.01175449,0.01103041,-0.25951860,0.03577542,-0.01668547,0.76394579,-1.17368251
-5.41770885,1.14266272,-2.18408259,0.00613490,-0.01480419,0.00000000,-0.00000000,0.35799204,-0.43732741,0.21501812,-0.68684265,0.02277019,-0.01192542,0.01052812,-0.24899109,0.03479528,-0.01729041,0.75075966,-1.14827141
-5.41170585,1.11593621,-2.11938248,0.00606089,-0.01427861,0.00000000,-0.00000000,0.35632538,-0.42708055,0.20873396,-0.66023155,0.02179793,-0.01214941,0.01003523,-0.23737216,0.03363414,-0.01797349,0.73534074,-1.12077481
-5.40570285,1.08591888,-2.05108006,0.00597692,-0.01372336,0.00000000,-0.00000000,0.35420971,-0.41707252,0.20164096,-0.63160641,0.02074386,-0.01243635,0.00954785,-0.22485438,0.03231287,-0.01874534,0.71782212,-1.09214366
-5.39969985,1.05290219,-1.98097272,0.00588243,-0.01315118,0.00000000,-0.00000000,0.35157491,-0.40764587,0.19382768,-0.60154219,0.01962215,-0.01279433,0.00906405,-0.21164444,0.03085470,-0.01961445,0.69836412,-1.06332272
-5.39369685,1.01721678,-1.91081069,0.00577700,-0.01257456,0.00000000,-0.00000000,0.34834931,-0.39912767,0.18539701,-0.57061515,0.01844791,-0.01322921,0.00858333,-0.19795578,0.02928446,-0.02058655,0.67714832,-1.03521515
-5.38769385,0.97922084,-1.84223407,0.00566031,-0.01200539,0.00000000,-0.00000000,0.34446251,-0.39181537,0.17646174,-0.53938409,0.01723677,-0.01374420,0.00810635,-0.18400144,0.02762786,-0.02166401,0.65437177,-1.00864893
-5.38169085,0.93928908,-1.77671547,0.00553219,-0.01145456,0.00000000,-0.00000000,0.33984836,-0.38596370,0.16714019,-0.50837308,0.01600448,-0.01433962,0.00763452,-0.16998752,0.02591068,-0.02284538,0.63024148,-0.98434623
-5.37568784,0.89780281,-1.71551075,0.00539259,-0.01093159,0.00000000,-0.00000000,0.33444810,-0.38177333,0.15755220,-0.47805635,0.01476650,-0.01501261,0.00716972,-0.15610732,0.02415816,-0.02412498,0.60496960,-0.96289741
-5.36968484,0.85514137,-1.65961966,0.00524162,-0.01044443,0.00000000,-0.00000000,0.32821346,-0.37938158,0.14781561,-0.44884594,0.01353762,-0.01575713,0.00671415,-0.14253649,0.02239431,-0.02549270,0.57876926,-0.94474039
-5.36368184,0.81167510,-1.60975800,0.00507954,-0.00999919,0.00000000,-0.00000000,0.32110964,-0.37885577,0.13804326,-0.42108250,0.01233163,-0.01656389,0.00627006,-0.12942921,0.02064144,-0.02693395,0.55185132,-0.93014656
-5.35767884,0.76776014,-1.56634205,0.00490680,-0.00960006,0.00000000,-0.00000000,0.31311801,-0.38018924,0.12834055,-0.39502936,0.01116104,-0.01742057,0.00583968,-0.11691555,0.01891970,-0.02842982,0.52442202,-0.91921350
-5.35167584,0.72373484,-1.52948567,0.00472403,-0.00924924,0.00000000,-0.00000000,0.30423845,-0.38330045,0.11880374,-0.37087008,0.01003684,-0.01831205,0.00542513,-0.10509994,0.01724677,-0.02995736,0.49668149,-0.91186496
-5.34567284,0.67991787,-1.49900975,0.00453205,-0.00894699,0.00000000,-0.00000000,0.29449108,-0.38803495,0.10951882,-0.34870920,0.00896841,-0.01922083,0.00502841,-0.09406067,0.01563770,-0.03149015,0.46882306,-0.90785779
