energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-5.56778389,4.70199203,0.44420535,0.03119276,0.20916243,1.78697812,2.38240074,1.99464648,0.00000000
-5.56178089,4.77748574,0.45161841,0.03148658,0.21044383,1.80112038,2.43114404,2.02638500,0.00000000
-5.55577789,4.84211654,0.45738741,0.03164374,0.21100096,1.80926372,2.47603595,2.05225815,0.00000000
-5.54977489,4.89492797,0.46137666,0.03165725,0.21082924,1.81127947,2.51649003,2.07185133,0.00000000
-5.54377189,4.93503098,0.46347202,0.03152255,0.20992872,1.80708164,2.55194073,2.08479874,0.00000000
-5.53776888,4.96162489,0.46358500,0.03123766,0.20830420,1.79663145,2.58185270,2.09079460,0.00000000
-5.53176588,4.97401833,0.46165626,0.03080335,0.20596542,1.77994218,2.60572976,2.08960396,0.00000000
-5.52576288,4.97164907,0.45765845,0.03022310,0.20292741,1.75708390,2.62312337,2.08107246,0.00000000
-5.51975988,4.95410219,0.45159809,0.02950305,0.19921070,1.72818762,2.63364035,2.06513450,0.00000000
-5.51375688,4.92112570,0.44351660,0.02865185,0.19484161,1.69344867,2.63694990,2.04181938,0.00000000
-5.50775388,4.87264316,0.43349014,0.02768038,0.18985249,1.65312863,2.63278997,2.01125507,0.00000000
-5.50175088,4.80876267,0.42162850,0.02660146,0.18428174,1.60755577,2.62097270,1.97366936,0.00000000
-5.49574787,4.72978197,0.40807299,0.02542949,0.17817384,1.55712357,2.60138928,1.92938817,0.00000000
-5.48974487,4.63618943,0.39299339,0.02418004,0.17157913,1.50228733,2.57401385,1.87883119,0.00000000
-5.48374187,4.52866080,0.37658411,0.02286947,0.16455342,1.44355878,2.53890661,1.82250472,0.00000000
-5.47773887,4.40805191,0.35905975,0.02151444,0.15715746,1.38149876,2.49621605,1.76099229,0.00000000
-5.47173587,4.27538737,0.34065026,0.02013158,0.14945622,1.31670831,2.44618001,1.69494308,0.00000000
-5.46573287,4.13184577,0.32159575,0.01873706,0.14151800,1.24981832,2.38912560,1.62505884,0.00000000
-5.45972986,3.97874154,0.30214138,0.01734629,0.13341343,1.18147822,2.32546782,1.55207967,0.00000000
-5.45372686,3.81750421,0.28253223,0.01597358,0.12521437,1.11234408,2.25570664,1.47676917,0.00000000
-5.44772386,3.64965542,0.26300858,0.01463198,0.11699273,1.04306659,2.18042243,1.39989958,0.00000000
-5.44172086,3.47678441,0.24380152,0.01333302,0.10881932,0.97427939,2.10026981,1.32223729,0.00000000
-5.43571786,3.30052244,0.22512910,0.01208665,0.10076268,0.90658813,2.01596971,1.24452928,0.00000000
-5.42971486,3.12251691,0.20719308,0.01090114,0.09288800,0.84056058,1.92829970,1.16749082,0.00000000
-5.42371186,2.94440571,0.19017625,0.00978308,0.08525611,0.77671826,1.83808291,1.09179466,0.00000000
-5.41770885,2.76779230,0.17424039,0.00873742,0.07792263,0.71552955,1.74617548,1.01806211,0.00000000
-5.41170585,2.59422216,0.15952484,0.00776753,0.07093726,0.65740464,1.65345293,0.94685592,0.00000000
-5.40570285,2.42516094,0.14614552,0.00687528,0.06434319,0.60269221,1.56079585,0.87867510,0.00000000
-5.39969985,2.26197481,0.13419456,0.00606124,0.05817678,0.55167779,1.46907514,0.81395164,0.00000000
-5.39369685,2.10591318,0.12374017,0.00532475,0.05246729,0.50458383,1.37913728,0.75304891,0.00000000
-5.38769385,1.95809406,0.11482700,0.00466410,0.04723690,0.46157107,1.29179008,0.69626165,0.00000000
-5.38169085,1.81949226,0.10747660,0.00407671,0.04250076,0.42274113,1.20778917,0.64381722,0.00000000
-5.37568784,1.69093022,0.10168820,0.00355927,0.03826726,0.38814004,1.12782574,0.59587796,0.00000000
-5.36968484,1.57307177,0.09743956,0.00310786,0.03453837,0.35776240,1.05251570,0.55254431,0.00000000
-5.36368184,1.46641844,0.09468796,0.00271817,0.03131007,0.33155587,0.98239067,0.51385844,0.00000000
-5.35767884,1.37130833,0.09337128,0.00238555,0.02857286,0.30942590,0.91789074,0.47980826,0.00000000
-5.35167584,1.28791731,0.09340920,0.00210517,0.02631227,0.29124032,0.85935944,0.45033151,0.00000000
-5.34567284,1.21626246,0.09470448,0.00187212,0.02450944,0.27683376,0.80704067,0.42531977,0.00000000
-5.33966983,1.15620742,0.09714438,0.00168151,0.02314161,0.26601167,0.76107777,0.40462242,0.00000000
-5.33366683,1.10746970,0.10060225,0.00152853,0.02218274,0.25855406,0.72151462,0.38805038,0.00000000
-5.32766383,1.06962956,0.10493932,0.00140853,0.02160392,0.25421876,0.68829869,0.37537965,0.00000000
-5.32166083,1.04214064,0.11000669,0.00131707,0.02137391,0.25274435,0.66128586,0.36635481,0.00000000
-5.31565783,1.02434202,0.11564755,0.00125000,0.02145956,0.25385290,0.64024699,0.36069239,0.00000000
-5.30965483,1.01547176,0.12169962,0.00120348,0.02182624,0.25725243,0.62487594,0.35808433,0.00000000
-5.30365183,1.01468188,0.12799789,0.00117402,0.02243819,0.26263942,0.61479894,0.35820164,0.00000000
-5.29764882,1.02105465,0.13437742,0.00115853,0.02325899,0.26970146,0.60958508,0.36069831,0.00000000
-5.29164582,1.03362011,0.14067640,0.00115435,0.02425184,0.27811998,0.60875781,0.36521569,0.00000000
-5.28564282,1.05137479,0.14673918,0.00115929,0.02538003,0.28757349,0.61180711,0.37138730,0.00000000
-5.27963982,1.07330123,0.15241941,0.00117164,0.02660732,0.29774106,0.61820214,0.37884412,0.00000000
-5.27363682,1.09838836,0.15758296,0.00119024,0.02789839,0.30830637,0.62740421,0.38722053,0.00000000
-5.26763382,1.12565201,0.16211074,0.00121445,0.02921928,0.31896212,0.63887962,0.39616060,0.00000000
-5.26163082,1.15415558,0.16590117,0.00124423,0.03053792,0.32941485,0.65211224,0.40532476,0.00000000
-5.25562781,1.18302994,0.16887230,0.00128014,0.03182460,0.33939010,0.66661540,0.41439679,0.00000000
-5.24962481,1.21149239,0.17096347,0.00132337,0.03305256,0.34863763,0.68194279,0.42309069,0.00000000
-5.24362181,1.23886377,0.17213639,0.00137570,0.03419844,0.35693670,0.69769807,0.43115743,0.00000000
-5.23761881,1.26458335,0.17237571,0.00143958,0.03524286,0.36410110,0.71354286,0.43839117,0.00000000
-5.23161581,1.28822062,0.17168893,0.00151806,0.03617082,0.36998364,0.72920269,0.44463471,0.00000000
-5.22561281,1.30948363,0.17010573,0.00161477,0.03697213,0.37448011,0.74447087,0.44978388,0.00000000
-5.21960980,1.32822316,0.16767665,0.00173391,0.03764164,0.37753207,0.75920985,0.45379061,0.00000000
-5.21360680,1.34443244,0.16447128,0.00188015,0.03817949,0.37912875,0.77335008,0.45666435,0.00000000
-5.20760380,1.35824210,0.16057590,0.00205857,0.03859105,0.37930738,0.78688627,0.45847175,0.00000000
-5.20160080,1.36991021,0.15609073,0.00227455,0.03888683,0.37815222,0.79987114,0.45933433,0.00000000
-5.19559780,1.37980752,0.15112677,0.00253362,0.03908213,0.37579191,0.81240681,0.45942421,0.00000000
-5.18959480,1.38839826,0.14580248,0.00284132,0.03919654,0.37239532,0.82463405,0.45895770,0.00000000
-5.18359180,1.39621693,0.14024027,0.00320302,0.03925325,0.36816582,0.83671997,0.45818710,0.00000000
-5.17758879,1.40384181,0.13456292,0.00362371,0.03927820,0.36333418,0.84884437,0.45739068,0.00000000
-5.17158579,1.41186617,0.12889016,0.00410777,0.03929909,0.35815027,0.86118555,0.45686124,0.00000000
-5.16558279,1.42086821,0.12333534,0.00465873,0.03934421,0.35287375,0.87390609,0.45689365,0.00000000
-5.15957979,1.43138098,0.11800237,0.00527907,0.03944131,0.34776430,0.88713933,0.45777174,0.00000000
-5.15357679,1.44386358,0.11298306,0.00596992,0.03961632,0.34307151,0.90097713,0.45975511,0.00000000
-5.14757379,1.45867487,0.10835480,0.00673088,0.03989218,0.33902501,0.91545966,0.46306642,0.00000000
-5.14157079,1.47605114,0.10417883,0.00755979,0.04028770,0.33582522,0.93056775,0.46787971,0.00000000
-5.13556778,1.49608869,0.10049895,0.00845260,0.04081654,0.33363510,0.94621827,0.47431032,0.00000000
-5.12956478,1.51873256,0.09734085,0.00940322,0.04148644,0.33257345,0.96226285,0.48240696,0.00000000
-5.12356178,1.54377192,0.09471205,0.01040346,0.04229861,0.33270983,0.97849027,0.49214641,0.00000000
-5.11755878,1.57084281,0.09260238,0.01144307,0.04324739,0.33406165,0.99463241,0.50343107,0.00000000
-5.11155578,1.59943833,0.09098505,0.01250983,0.04432027,0.33659354,1.01037377,0.51608985,0.00000000
-5.10555278,1.62892600,0.08981826,0.01358968,0.04549815,0.34021893,1.02536400,0.52988224,0.00000000
-5.09954977,1.65857183,0.08904729,0.01466702,0.04675593,0.34480410,1.03923325,0.54450570,0.00000000
-5.09354677,1.68757026,0.08860700,0.01572502,0.04806337,0.35017435,1.05160941,0.55960602,0.00000000
-5.08754377,1.71507847,0.08842459,0.01674601,0.04938630,0.35612217,1.06213658,0.57479042,0.00000000
-5.08154077,1.74025393,0.08842271,0.01771198,0.05068788,0.36241695,1.07049393,0.58964274,0.00000000
-5.07553777,1.76229315,0.08852247,0.01860504,0.05193019,0.36881598,1.07641386,0.60374010,0.00000000
-5.06953477,1.78046994,0.08864666,0.01940801,0.05307579,0.37507601,1.07969865,0.61667036,0.00000000
-5.06353177,1.79417128,0.08872264,0.02010488,0.05408935,0.38096500,1.08023460,0.62804951,0.00000000
-5.05752876,1.80292890,0.08868510,0.02068142,0.05493920,0.38627336,1.07800291,0.63753816,0.00000000
-5.05152576,1.80644487,0.08847843,0.02112557,0.05559875,0.39082426,1.07308640,0.64485636,0.00000000
-5.04552276,1.80460991,0.08805864,0.02142789,0.05604770,0.39448223,1.06567184,0.64979595,0.00000000
-5.03951976,1.79751305,0.08739472,0.02158187,0.05627298,0.39715997,1.05604721,0.65222985,0.00000000
-5.03351676,1.78544214,0.08646951,0.02158418,0.05626936,0.39882259,1.04459409,0.65211777,0.00000000
-5.02751376,1.76887486,0.08527987,0.02143477,0.05603975,0.39948938,1.03177514,0.64950802,0.00000000
-5.02151076,1.74846041,0.08383634,0.02113685,0.05559507,0.39923271,1.01811711,0.64453535,0.00000000
-5.01550775,1.72499262,0.08216214,0.02069680,0.05495380,0.39817436,1.00419004,0.63741471,0.00000000
-5.00950475,1.69937560,0.08029169,0.02012395,0.05414117,0.39647910,0.99058343,0.62843146,0.00000000
-5.00350175,1.67258346,0.07826868,0.01943020,0.05318806,0.39434613,0.97788051,0.61792831,0.00000000
-4.99749875,1.64561597,0.07614376,0.01862969,0.05212961,0.39199861,0.96663162,0.60628963,0.00000000
-4.99149575,1.61945228,0.07397200,0.01773823,0.05100365,0.38967177,0.95732812,0.59392399,0.00000000
-4.98549275,1.59500495,0.07181017,0.01677286,0.04984904,0.38760029,0.95037792,0.58124566,0.00000000
-4.97948974,1.57307650,0.06971411,0.01575129,0.04870394,0.38600557,0.94608399,0.56865605,0.00000000
-4.97348674,1.55432062,0.06773606,0.01469134,0.04760418,0.38508336,0.94462687,0.55652593,0.00000000
-4.96748374,1.53921001,0.06592238,0.01361047,0.04658166,0.38499262,0.94605216,0.54517929,0.00000000
-4.96148074,1.52801249,0.06431140,0.01252528,0.04566304,0.38584593,0.95026371,0.53487961,0.00000000
-4.95547774,1.52077639,0.06293187,0.01145116,0.04486861,0.38770221,0.95702297,0.52581912,0.00000000
-4.94947474,1.51732623,0.06180173,0.01040194,0.04421152,0.39056178,0.96595465,0.51811161,0.00000000
-4.94347174,1.51726864,0.06092742,0.00938962,0.04369731,0.39436432,0.97655854,0.51178893,0.00000000
-4.93746873,1.52000843,0.06030379,0.00842426,0.04332380,0.39898973,0.98822705,0.50680140,0.00000000
-4.93146573,1.52477389,0.05991439,0.00751386,0.04308130,0.40426172,1.00026773,0.50302194,0.00000000
-4.92546273,1.53065010,0.05973238,0.00666438,0.04295322,0.40995426,1.01192978,0.50025373,0.00000000
-4.91945973,1.53661861,0.05972181,0.00587984,0.04291688,0.41580024,1.02243327,0.49824082,0.00000000
-4.91345673,1.54160156,0.05983926,0.00516239,0.04294467,0.42150216,1.03099992,0.49668126,0.00000000
-4.90745373,1.54450808,0.06003579,0.00451258,0.04300532,0.42674428,1.03688382,0.49524195,0.00000000
-4.90145073,1.54428083,0.06025909,0.00392948,0.04306535,0.43120553,1.03940081,0.49357453,0.00000000
-4.89544772,1.53994042,0.06045567,0.00341102,0.04309054,0.43457273,1.03795517,0.49133147,0.00000000
-4.88944472,1.53062582,0.06057312,0.00295417,0.04304748,0.43655343,1.03206243,0.48818168,0.00000000
-4.88344172,1.51562893,0.06056218,0.00255524,0.04290488,0.43688772,1.02136743,0.48382490,0.00000000
-4.87743872,1.49442196,0.06037869,0.00221012,0.04263492,0.43535859,1.00565674,0.47800427,0.00000000
-4.87143572,1.46667653,0.05998520,0.00191452,0.04221429,0.43180034,0.98486520,0.47051652,0.00000000
-4.86543272,1.43227412,0.05935233,0.00166416,0.04162505,0.42610475,0.95907646,0.46121960,0.00000000
-4.85942971,1.39130754,0.05845967,0.00145499,0.04085522,0.41822467,0.92851764,0.45003729,0.00000000
-4.85342671,1.34407396,0.05729631,0.00128335,0.03989911,0.40817518,0.89354857,0.43696095,0.00000000
-4.84742371,1.29106017,0.05586103,0.00114611,0.03875734,0.39603215,0.85464650,0.42204843,0.00000000
-4.84142071,1.23292106,0.05416197,0.00104079,0.03743666,0.38192842,0.81238695,0.40542024,0.00000000
-4.83541771,1.17045291,0.05221605,0.00096565,0.03594947,0.36604804,0.76742198,0.38725357,0.00000000
-4.82941471,1.10456268,0.05004803,0.00091976,0.03431319,0.34861864,0.72045677,0.36777439,0.00000000
-4.82341171,1.03623521,0.04768930,0.00090307,0.03254941,0.32990268,0.67222577,0.34724810,0.00000000
-4.81740870,0.96649965,0.04517653,0.00091642,0.03068304,0.31018773,0.62346939,0.32596946,0.00000000
-4.81140570,0.89639679,0.04255016,0.00096157,0.02874122,0.28977648,0.57491221,0.30425200,0.00000000
-4.80540270,0.82694838,0.03985285,0.00104121,0.02675241,0.26897691,0.52724343,0.28241771,0.00000000
-4.79939970,0.75912974,0.03712795,0.00115890,0.02474534,0.24809280,0.48110018,0.26078715,0.00000000
-4.79339670,0.69384626,0.03441805,0.00131907,0.02274814,0.22741532,0.43705414,0.23967052,0.00000000
-4.78739370,0.63191435,0.03176369,0.00152691,0.02078752,0.20721561,0.39560152,0.21935987,0.00000000
-4.78139070,0.57404717,0.02920218,0.00178832,0.01888807,0.18773877,0.35715652,0.20012265,0.00000000
-4.77538769,0.52084491,0.02676670,0.00210975,0.01707174,0.16919928,0.32204804,0.18219668,0.00000000
-4.76938469,0.47278950,0.02448555,0.00249802,0.01535741,0.15177792,0.29051928,0.16578647,0.00000000
-4.76338169,0.43024318,0.02238166,0.00296018,0.01376066,0.13562008,0.26273002,0.15106095,0.00000000
-4.75737869,0.39345048,0.02047233,0.00350324,0.01229365,0.12083540,0.23876073,0.13815229,0.00000000
-4.75137569,0.36254273,0.01876914,0.00413390,0.01096509,0.10749857,0.21861844,0.12715580,0.00000000
-4.74537269,0.33754471,0.01727811,0.00485824,0.00978041,0.09565104,0.20224355,0.11813061,0.00000000
-4.73936968,0.31838252,0.01599992,0.00568140,0.00874191,0.08530352,0.18951725,0.11110091,0.00000000
-4.73336668,0.30489224,0.01493038,0.00660724,0.00784901,0.07643897,0.18026919,0.10605766,0.00000000
-4.72736368,0.29682891,0.01406089,0.00763793,0.00709859,0.06901589,0.17428502,0.10296053,0.00000000
-4.72136068,0.29387540,0.01337907,0.00877365,0.00648530,0.06297183,0.17131365,0.10173993,0.00000000
-4.71535768,0.29565107,0.01286937,0.01001223,0.00600187,0.05822673,0.17107397,0.10229911,0.00000000
-4.70935468,0.30171997,0.01251374,0.01134886,0.00563948,0.05468632,0.17326110,0.10451628,0.00000000
-4.70335168,0.31159875,0.01229230,0.01277585,0.00538801,0.05224512,0.17755216,0.10824670,0.00000000
-4.69734867,0.32476429,0.01218394,0.01428249,0.00523639,0.05078930,0.18361148,0.11332485,0.00000000
-4.69134567,0.34066128,0.01216697,0.01585500,0.00517285,0.05019927,0.19109555,0.11956673,0.00000000
-4.68534267,0.35870980,0.01221970,0.01747653,0.00518514,0.05035188,0.19965769,0.12677228,0.00000000
-4.67933967,0.37831333,0.01232090,0.01912739,0.00526077,0.05112257,0.20895253,0.13472820,0.00000000
-4.67333667,0.39886707,0.01245033,0.02078531,0.00538723,0.05238712,0.21864050,0.14321096,0.00000000
-4.66733367,0.41976688,0.01258910,0.02242589,0.00555212,0.05402343,0.22839230,0.15199034,0.00000000
-4.66133067,0.44041869,0.01272002,0.02402310,0.00574340,0.05591305,0.23789334,0.16083323,0.00000000
-4.65532766,0.46024841,0.01282789,0.02554995,0.00594947,0.05794267,0.24684830,0.16950791,0.00000000
-4.64932466,0.47871212,0.01289965,0.02697925,0.00615941,0.06000552,0.25498545,0.17778855,0.00000000
-4.64332166,0.49530632,0.01292458,0.02828434,0.00636306,0.06200272,0.26206097,0.18545993,0.00000000
-4.63731866,0.50957785,0.01289435,0.02943994,0.00655116,0.06384454,0.26786283,0.19232216,0.00000000
-4.63131566,0.52113320,0.01280300,0.03042293,0.00671554,0.06545155,0.27221428,0.19819534,0.00000000
-4.62531266,0.52964672,0.01264695,0.03121316,0.00684914,0.06675561,0.27497668,0.20292379,0.00000000
-4.61930965,0.53486741,0.01242485,0.03179407,0.00694616,0.06770070,0.27605157,0.20637985,0.00000000
-4.61330665,0.53662391,0.01213743,0.03215332,0.00700211,0.06824356,0.27538185,0.20846693,0.00000000
-4.60730365,0.53482737,0.01178732,0.03228320,0.00701384,0.06835400,0.27295194,0.20912172,0.00000000
-4.60130065,0.52947202,0.01137882,0.03218088,0.00697955,0.06801495,0.26878685,0.20831540,0.00000000
-4.59529765,0.52063334,0.01091761,0.03184856,0.00689876,0.06722223,0.26295023,0.20605382,0.00000000
-4.58929465,0.50846388,0.01041050,0.03129334,0.00677227,0.06598392,0.25554135,0.20237650,0.00000000
-4.58329165,0.49318671,0.00986513,0.03052702,0.00660204,0.06431955,0.24669116,0.19735469,0.00000000
-4.57728864,0.47508698,0.00928970,0.02956563,0.00639112,0.06225883,0.23655754,0.19108832,0.00000000
-4.57128564,0.45450172,0.00869266,0.02842890,0.00614342,0.05984032,0.22531995,0.18370219,0.00000000
-4.56528264,0.43180840,0.00808249,0.02713958,0.00586365,0.05710978,0.21317362,0.17534143,0.00000000
-4.55927964,0.40741282,0.00746744,0.02572269,0.00555705,0.05411847,0.20032364,0.16616647,0.00000000
-4.55327664,0.38173658,0.00685532,0.02420471,0.00522927,0.05092134,0.18697902,0.15634781,0.00000000
-4.54727364,0.35520496,0.00625334,0.02261277,0.00488615,0.04757530,0.17334707,0.14606070,0.00000000
-4.54127064,0.32823547,0.00566800,0.02097386,0.00453358,0.04413756,0.15962831,0.13548004,0.00000000
-4.53526763,0.30122759,0.00510495,0.01931408,0.00417734,0.04066409,0.14601193,0.12477575,0.00000000
-4.52926463,0.27455404,0.00456897,0.01765798,0.00382293,0.03720835,0.13267223,0.11410857,0.00000000
-4.52326163,0.24855388,0.00406392,0.01602804,0.00347554,0.03382028,0.11976586,0.10362673,0.00000000
-4.51725863,0.22352764,0.00359280,0.01444420,0.00313990,0.03054557,0.10743013,0.09346338,0.00000000
-4.51125563,0.19973445,0.00315777,0.01292357,0.00282032,0.02742523,0.09578231,0.08373486,0.00000000
-4.50525263,0.17739138,0.00276020,0.01148022,0.00252061,0.02449557,0.08491992,0.07453992,0.00000000
-4.49924962,0.15667465,0.00240083,0.01012516,0.00224419,0.02178843,0.07492195,0.06595978,0.00000000
-4.49324662,0.13772273,0.00207984,0.00886635,0.00199410,0.01933175,0.06585097,0.05805899,0.00000000
