energy_ev,total_up,Ag_p_up,Ag_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.89194597,5.99456530,1.34415976,3.70990776,0.70915979,0.54617076,0.00582418,0.42015536,0.00592629,1.32823814
-5.88594297,5.89849341,1.30988461,3.66171044,0.70138416,0.53631492,0.00548522,0.40546176,0.00552698,1.31049275
-5.87993997,5.79877916,1.27574274,3.61054996,0.69445584,0.52632485,0.00514726,0.39027260,0.00518025,1.29199766
-5.87393697,5.69544932,1.24188396,3.55635247,0.68826883,0.51619799,0.00481392,0.37473835,0.00488441,1.27267576
-5.86793397,5.58840556,1.20839994,3.49898468,0.68267401,0.50591616,0.00448844,0.35899901,0.00463694,1.25242477
-5.86193097,5.47745535,1.17532999,3.43827377,0.67748651,0.49544896,0.00417361,0.34318278,0.00443461,1.23112620
-5.85592796,5.36234697,1.14266870,3.37402928,0.67249441,0.48475744,0.00387171,0.32740521,0.00427357,1.20865496
-5.84992496,5.24280657,1.11037487,3.30606589,0.66746828,0.47379810,0.00358454,0.31176876,0.00414952,1.18488925
-5.84392196,5.11857507,1.07838127,3.23422572,0.66217116,0.46252676,0.00331335,0.29636291,0.00405783,1.15972010
-5.83791896,4.98944319,1.04660456,3.15839900,0.65636849,0.45090231,0.00305891,0.28126445,0.00399363,1.13306017
-5.83191596,4.85528257,1.01495490,3.07854221,0.64983765,0.43889004,0.00282153,0.26653809,0.00395192,1.10485129
-5.82591296,4.71607172,0.98334481,2.99469263,0.64237661,0.42646450,0.00260109,0.25223723,0.00392774,1.07507047
-5.81990995,4.57191561,0.95169681,2.90697885,0.63381138,0.41361173,0.00239714,0.23840483,0.00391618,1.04373412
-5.81390695,4.42305815,0.91994965,2.81562673,0.62400208,0.40033075,0.00220895,0.22507430,0.00391254,1.01090033
-5.80790395,4.26988727,0.88806292,2.72096069,0.61284733,0.38663442,0.00203557,0.21227038,0.00391239,0.97666909
-5.80190095,4.11293263,0.85601988,2.62340039,0.60028688,0.37254953,0.00187590,0.20001001,0.00391163,0.94118065
-5.79589795,3.95285648,0.82382864,2.52345321,0.58630253,0.35811628,0.00172876,0.18830312,0.00390658,0.90461209
-5.78989495,3.79043830,0.79152171,2.42170280,0.57091734,0.34338711,0.00159297,0.17715332,0.00389400,0.86717230
-5.78389195,3.62655430,0.75915417,2.31879463,0.55419319,0.32842510,0.00146737,0.16655858,0.00387118,0.82909572
-5.77788894,3.46215302,0.72680063,2.21541897,0.53622717,0.31330193,0.00135085,0.15651181,0.00383594,0.79063517
-5.77188594,3.29822821,0.69455136,2.11229248,0.51714666,0.29809566,0.00124242,0.14700141,0.00378664,0.75205414
-5.76588294,3.13579048,0.66250784,2.01013889,0.49710372,0.28288833,0.00114122,0.13801182,0.00372223,0.71361882
-5.75987994,2.97583896,0.63077804,1.90966990,0.47626896,0.26776354,0.00104650,0.12952404,0.00364220,0.67559044
-5.75387694,2.81933420,0.59947179,1.81156685,0.45482514,0.25280422,0.00095764,0.12151616,0.00354660,0.63821793
-5.74787394,2.66717342,0.56869637,1.71646394,0.43296090,0.23809046,0.00087417,0.11396392,0.00343599,0.60173155
-5.74187094,2.52016904,0.53855272,1.62493364,0.41086486,0.22369775,0.00079572,0.10684134,0.00331141,0.56633736
-5.73586793,2.37903112,0.50913229,1.53747455,0.38872023,0.20969547,0.00072202,0.10012127,0.00317432,0.53221302
-5.72986493,2.24435427,0.48051469,1.45450231,0.36670020,0.19614571,0.00065289,0.09377608,0.00302658,0.49950472
-5.72386193,2.11660928,0.45276622,1.37634352,0.34496420,0.18310254,0.00058822,0.08777825,0.00287033,0.46832560
-5.71785893,1.99613944,0.42593919,1.30323291,0.32365512,0.17061159,0.00052795,0.08210104,0.00270796,0.43875531
-5.71185593,1.88316154,0.40007207,1.23531364,0.30289740,0.15870994,0.00047203,0.07671905,0.00254205,0.41084090
-5.70585293,1.77777115,0.37519027,1.17264061,0.28279614,0.14742640,0.00042046,0.07160873,0.00237527,0.38459877
-5.69984992,1.67995177,0.35130751,1.11518654,0.26343701,0.13678192,0.00037323,0.06674891,0.00221038,0.36001758
-5.69384692,1.58958720,0.32842760,1.06285050,0.24488684,0.12679030,0.00033031,0.06212107,0.00205007,0.33706187
-5.68784392,1.50647660,0.30654639,1.01546841,0.22719494,0.11745900,0.00029169,0.05770965,0.00189702,0.31567629
-5.68184092,1.43035143,0.28565393,0.97282524,0.21039476,0.10879001,0.00025733,0.05350215,0.00175377,0.29579011
-5.67583792,1.36089347,0.26573646,0.93466820,0.19450595,0.10078082,0.00022716,0.04948915,0.00162272,0.27732185
-5.66983492,1.29775336,0.24677835,0.90072059,0.17953653,0.09342532,0.00020111,0.04566417,0.00150610,0.26018388
-5.66383192,1.24056869,0.22876370,0.87069560,0.16548511,0.08671465,0.00017909,0.04202344,0.00140594,0.24428672
-5.65782891,1.18898111,0.21167765,0.84430967,0.15234302,0.08063797,0.00016099,0.03856560,0.00132404,0.22954296
-5.65182591,1.14265170,0.19550734,0.82129484,0.14009631,0.07518313,0.00014669,0.03529125,0.00126200,0.21587059
-5.64582291,1.10127415,0.18024249,0.80140953,0.12872738,0.07033711,0.00013607,0.03220251,0.00122114,0.20319573
-5.63981991,1.06458515,0.16587561,0.78444752,0.11821644,0.06608644,0.00012900,0.02930255,0.00120257,0.19145465
-5.63381691,1.03237179,0.15240195,0.77024449,0.10854254,0.06241732,0.00012533,0.02659501,0.00120712,0.18059505
-5.62781391,1.00447553,0.13981909,0.75868214,0.09968435,0.05931573,0.00012493,0.02408360,0.00123537,0.17057660
-5.62181091,0.98079282,0.12812640,0.74968952,0.09162055,0.05676726,0.00012764,0.02177158,0.00128763,0.16137078
-5.61580790,0.96127231,0.11732430,0.74324155,0.08433002,0.05475691,0.00013332,0.01966140,0.00136392,0.15296009
-5.60980490,0.94590880,0.10741341,0.73935482,0.07779170,0.05326876,0.00014180,0.01775434,0.00146399,0.14533669
-5.60380190,0.93473423,0.09839369,0.73808089,0.07198430,0.05228554,0.00015291,0.01605027,0.00158726,0.13850054
-5.59779890,0.92780628,0.09026359,0.73949721,0.06688589,0.05178817,0.00016648,0.01454744,0.00173285,0.13245722
-5.59179590,0.92519482,0.08301915,0.74369630,0.06247335,0.05175532,0.00018231,0.01324240,0.00189955,0.12721555
-5.58579290,0.92696718,0.07665329,0.75077346,0.05872185,0.05216292,0.00020018,0.01212995,0.00208580,0.12278500
-5.57978989,0.93317267,0.07115510,0.76081374,0.05560429,0.05298382,0.00021986,0.01120315,0.00228972,0.11917319
-5.57378689,0.94382717,0.06650925,0.77387866,0.05309084,0.05418741,0.00024111,0.01045346,0.00250909,0.11638349
-5.56778389,0.95889854,0.06269552,0.78999345,0.05114853,0.05573950,0.00026364,0.00987082,0.00274134,0.11441285
-5.56178089,0.97829353,0.05968841,0.80913524,0.04974105,0.05760220,0.00028716,0.00944382,0.00298363,0.11324993
-5.55577789,1.00184686,0.05745689,0.83122300,0.04882857,0.05973404,0.00031134,0.00915990,0.00323283,0.11287366
-5.54977489,1.02931296,0.05596426,0.85610959,0.04836782,0.06209018,0.00033586,0.00900558,0.00348558,0.11325218
-5.54377189,1.06036092,0.05516807,0.88357647,0.04831229,0.06462285,0.00036037,0.00896660,0.00373831,0.11434234
-5.53776888,1.09457293,0.05502024,0.91333121,0.04861256,0.06728184,0.00038450,0.00902820,0.00398735,0.11608961
-5.53176588,1.13144634,0.05546723,0.94500833,0.04921688,0.07001523,0.00040789,0.00917529,0.00422897,0.11842858
-5.52576288,1.17039946,0.05645042,0.97817308,0.05007169,0.07277014,0.00043019,0.00939265,0.00445946,0.12128377
-5.51975988,1.21078084,0.05790653,1.01232854,0.05112250,0.07549364,0.00045104,0.00966512,0.00467517,0.12457106
-5.51375688,1.25188189,0.05976827,1.04692550,0.05231462,0.07813365,0.00047012,0.00997782,0.00487265,0.12819932
-5.50775388,1.29295226,0.06196509,1.08137491,0.05359413,0.08063992,0.00048711,0.01031626,0.00504870,0.13207244
-5.50175088,1.33321752,0.06442409,1.11506246,0.05490875,0.08296495,0.00050174,0.01066654,0.00520041,0.13609150
-5.49574787,1.37189852,0.06707104,1.14736465,0.05620878,0.08506489,0.00051377,0.01101553,0.00532530,0.14015717
-5.48974487,1.40823151,0.06983154,1.17766581,0.05744799,0.08690040,0.00052300,0.01135098,0.00542129,0.14417210
-5.48374187,1.44148846,0.07263224,1.20537535,0.05858443,0.08843733,0.00052928,0.01166165,0.00548683,0.14804318
-5.47773887,1.47099661,0.07540217,1.22994450,0.05958112,0.08964733,0.00053252,0.01193750,0.00552085,0.15168384
-5.47173587,1.49615653,0.07807397,1.25088190,0.06040667,0.09050833,0.00053267,0.01216975,0.00552287,0.15501597
-5.46573287,1.51645794,0.08058520,1.26776740,0.06103573,0.09100484,0.00052973,0.01235100,0.00549293,0.15797157
-5.45972986,1.53149256,0.08287951,1.28026343,0.06144922,0.09112807,0.00052376,0.01247529,0.00543162,0.16049410
-5.45372686,1.54096364,0.08490766,1.28812346,0.06163448,0.09087593,0.00051488,0.01253819,0.00534005,0.16253932
-5.44772386,1.54469151,0.08662837,1.29119728,0.06158515,0.09025282,0.00050324,0.01253681,0.00521982,0.16407577
-5.44172086,1.54261514,0.08800895,1.28943278,0.06130091,0.08926933,0.00048903,0.01246978,0.00507295,0.16508471
-5.43571786,1.53478953,0.08902566,1.28287424,0.06078709,0.08794170,0.00047250,0.01233724,0.00490187,0.16555966
-5.42971486,1.52137917,0.08966376,1.27165716,0.06005398,0.08629127,0.00045390,0.01214075,0.00470931,0.16550549
-5.42371186,1.50264778,0.08991733,1.25600003,0.05911622,0.08434370,0.00043353,0.01188322,0.00449825,0.16493718
-5.41770885,1.47894503,0.08978878,1.23619339,0.05799187,0.08212822,0.00041170,0.01156872,0.00427185,0.16387820
-5.41170585,1.45069063,0.08928809,1.21258668,0.05670163,0.07967674,0.00038872,0.01120239,0.00403338,0.16235875
-5.40570285,1.41835687,0.08843187,1.18557365,0.05526782,0.07702297,0.00036492,0.01079020,0.00378612,0.16041384
-5.39969985,1.38245018,0.08724224,1.15557700,0.05371354,0.07420153,0.00034061,0.01033876,0.00353331,0.15808130
-5.39369685,1.34349286,0.08574560,1.12303302,0.05206179,0.07124710,0.00031611,0.00985513,0.00327811,0.15539995
-5.38769385,1.30200560,0.08397137,1.08837697,0.05033470,0.06819359,0.00029171,0.00934661,0.00302349,0.15240790
-5.38169085,1.25849182,0.08195074,1.05202980,0.04855288,0.06507344,0.00026769,0.00882049,0.00277219,0.14914104
-5.37568784,1.21342428,0.07971551,1.01438700,0.04673487,0.06191702,0.00024432,0.00828391,0.00252673,0.14563199
-5.36968484,1.16723468,0.07729705,0.97580973,0.04489681,0.05875211,0.00022181,0.00774366,0.00228932,0.14190926
-5.36368184,1.12030648,0.07472547,0.93661879,0.04305220,0.05560355,0.00020040,0.00720601,0.00206184,0.13799692
-5.35767884,1.07297107,0.07202894,0.89709142,0.04121187,0.05249304,0.00018026,0.00667666,0.00184587,0.13391459
-5.35167584,1.02550736,0.06923330,0.85746086,0.03938410,0.04943907,0.00016155,0.00616056,0.00164266,0.12967779
-5.34567284,0.97814430,0.06636184,0.81791853,0.03757481,0.04645695,0.00014442,0.00566193,0.00145312,0.12529866
-5.33966983,0.93106617,0.06343528,0.77861846,0.03578793,0.04355903,0.00012900,0.00518420,0.00127786,0.12078684
-5.33366683,0.88441992,0.06047197,0.73968341,0.03402584,0.04075496,0.00011540,0.00473002,0.00111722,0.11615061
-5.32766383,0.83832388,0.05748821,0.70121229,0.03228977,0.03805208,0.00010373,0.00430132,0.00097127,0.11139803
-5.32166083,0.79287740,0.05449865,0.66328816,0.03058038,0.03545581,0.00009408,0.00389932,0.00083984,0.10653817
-5.31565783,0.74817039,0.05151679,0.62598636,0.02889813,0.03297016,0.00008657,0.00352465,0.00072259,0.10158213
-5.30965483,0.70429250,0.04855549,0.58938208,0.02724381,0.03059816,0.00008130,0.00317740,0.00061900,0.09654403
-5.30365183,0.66134107,0.04562741,0.55355713,0.02561884,0.02834234,0.00007841,0.00285722,0.00052844,0.09144174
-5.29764882,0.61942770,0.04274547,0.51860530,0.02402563,0.02620514,0.00007804,0.00256347,0.00045020,0.08629732
-5.29164582,0.57868302,0.03992318,0.48463637,0.02246777,0.02418933,0.00008037,0.00229522,0.00038351,0.08113730
-5.28564282,0.53925956,0.03717489,0.45177834,0.02095018,0.02229832,0.00008559,0.00205145,0.00032757,0.07599260
-5.27963982,0.50133274,0.03451596,0.42017815,0.01947919,0.02053643,0.00009393,0.00183104,0.00028159,0.07089828
-5.27363682,0.46510014,0.03196285,0.39000082,0.01806254,0.01890916,0.00010566,0.00163293,0.00024482,0.06589306
-5.26763382,0.43077918,0.02953310,0.36142731,0.01670932,0.01742331,0.00012107,0.00145616,0.00021655,0.06101871
-5.26163082,0.39860369,0.02724526,0.33465128,0.01542994,0.01608712,0.00014049,0.00129993,0.00019614,0.05631934
-5.25562781,0.36881955,0.02511885,0.30987513,0.01423599,0.01491037,0.00016427,0.00116370,0.00018302,0.05184064
-5.24962481,0.34167986,0.02317418,0.28730551,0.01314023,0.01390445,0.00019278,0.00104720,0.00017671,0.04762917
-5.24362181,0.31743997,0.02143228,0.26714869,0.01215651,0.01308234,0.00022641,0.00095054,0.00017685,0.04373171
-5.23761881,0.29635268,0.01991480,0.24960600,0.01129975,0.01245869,0.00026556,0.00087421,0.00018316,0.04019470
-5.23161581,0.27866371,0.01864400,0.23486957,0.01058603,0.01204979,0.00031061,0.00081920,0.00019548,0.03706386
-5.22561281,0.26460785,0.01764269,0.22311843,0.01003267,0.01187357,0.00036194,0.00078700,0.00021375,0.03438387
-5.21960980,0.25440568,0.01693428,0.21451521,0.00965837,0.01194960,0.00041987,0.00077971,0.00023805,0.03219832
-5.21360680,0.24826089,0.01654284,0.20920339,0.00948345,0.01229900,0.00048471,0.00080005,0.00026854,0.03054963
-5.20760380,0.24635835,0.01649318,0.20730506,0.00953001,0.01294439,0.00055667,0.00085146,0.00030556,0.02947920
-5.20160080,0.24886248,0.01681092,0.20891920,0.00982227,0.01390978,0.00063590,0.00093816,0.00034953,0.02902752
-5.19559780,0.25591620,0.01752251,0.21412040,0.01038674,0.01522037,0.00072244,0.00106517,0.00040103,0.02923435
-5.18959480,0.26763997,0.01865526,0.22295792,0.01125241,0.01690232,0.00081625,0.00123835,0.00046078,0.03013880
-5.18359180,0.28413095,0.02023721,0.23545500,0.01245092,0.01898245,0.00091712,0.00146448,0.00052963,0.03177937
-5.17758879,0.30546213,0.02229696,0.25160833,0.01401657,0.02148781,0.00102474,0.00175116,0.00060859,0.03419379
-5.17158579,0.33168127,0.02486329,0.27138777,0.01598617,0.02444524,0.00113865,0.00210690,0.00069881,0.03741877
-5.16558279,0.36280955,0.02796471,0.29473604,0.01839879,0.02788072,0.00125824,0.00254095,0.00080159,0.04148948
-5.15957979,0.39884005,0.03162879,0.32156866,0.02129527,0.03181874,0.00138277,0.00306327,0.00091835,0.04643878
-5.15357679,0.43973581,0.03588132,0.35177386,0.02471749,0.03628154,0.00151135,0.00368437,0.00105063,0.05229631
-5.14757379,0.48542777,0.04074532,0.38521277,0.02870747,0.04128831,0.00164296,0.00441509,0.00120009,0.05908727
-5.14157079,0.53581240,0.04623993,0.42171974,0.03330612,0.04685433,0.00177647,0.00526637,0.00136841,0.06683107
-5.13556778,0.59074932,0.05237910,0.46110288,0.03855186,0.05299011,0.00191067,0.00624898,0.00155733,0.07553978
-5.12956478,0.65005892,0.05917028,0.50314491,0.04447895,0.05970052,0.00204428,0.00737314,0.00176854,0.08521648
-5.12356178,0.71352009,0.06661298,0.54760421,0.05111566,0.06698403,0.00217597,0.00864820,0.00200364,0.09585362
-5.11755878,0.78086831,0.07469744,0.59421625,0.05848227,0.07483202,0.00230441,0.01008215,0.00226408,0.10743138
-5.11155578,0.85179408,0.08340336,0.64269525,0.06658909,0.08322817,0.00242829,0.01168128,0.00255107,0.11991618
-5.10555278,0.92594193,0.09269874,0.69273612,0.07543440,0.09214813,0.00254638,0.01344970,0.00286550,0.13325937
-5.09954977,1.00291019,0.10253902,0.74401664,0.08500253,0.10155934,0.00265751,0.01538892,0.00320786,0.14739629
-5.09354677,1.08225152,0.11286650,0.79619978,0.09526217,0.11142107,0.00276063,0.01749750,0.00357816,0.16224568
-5.08754377,1.16347447,0.12361015,0.84893624,0.10616497,0.12168480,0.00285486,0.01977070,0.00397586,0.17770960
-5.08154077,1.24604606,0.13468586,0.90186708,0.11764462,0.13229485,0.00293944,0.02220022,0.00439979,0.19367383
-5.07553777,1.32939563,0.14599712,0.95462650,0.12961637,0.14318929,0.00301382,0.02477404,0.00484811,0.21000896
-5.06953477,1.41291994,0.15743633,1.00684467,0.14197726,0.15430114,0.00307761,0.02747637,0.00531827,0.22657199
-5.06353177,1.49598958,0.16888647,1.05815081,0.15460696,0.16555988,0.00313061,0.03028770,0.00580702,0.24320860
-5.05752876,1.57795678,0.18022342,1.10817641,0.16736937,0.17689305,0.00317278,0.03318501,0.00631038,0.25975601
-5.05152576,1.65816457,0.19131861,1.15655864,0.18011496,0.18822818,0.00320426,0.03614207,0.00682371,0.27604637
-5.04552276,1.73595717,0.20204216,1.20294414,0.19268377,0.19949475,0.00322532,0.03912993,0.00734181,0.29191053
-5.03951976,1.81069150,0.21226620,1.24699315,0.20490908,0.21062616,0.00323635,0.04211746,0.00785893,0.30718228
-5.03351676,1.88174959,0.22186850,1.28838391,0.21662164,0.22156171,0.00323785,0.04507207,0.00836897,0.32170262
-5.02751376,1.94855160,0.23073598,1.32681755,0.22765421,0.23224845,0.00323037,0.04796047,0.00886559,0.33532421
-5.02151076,2.01056911,0.23876829,1.36202320,0.23784648,0.24264286,0.00321453,0.05074950,0.00934236,0.34791564
-5.01550775,2.06733825,0.24588102,1.39376345,0.24704991,0.25271217,0.00319094,0.05340702,0.00979294,0.35936543
-5.00950475,2.11847221,0.25200861,1.42183978,0.25513248,0.26243546,0.00316024,0.05590279,0.01021126,0.36958557
-5.00350175,2.16367271,0.25710669,1.44609799,0.26198315,0.27180433,0.00312304,0.05820931,0.01059166,0.37851451
-4.99749875,2.20273993,0.26115389,1.46643334,0.26751570,0.28082323,0.00307993,0.06030264,0.01092909,0.38611939
-4.99149575,2.23558044,0.26415282,1.48279512,0.27167194,0.28950931,0.00303146,0.06216310,0.01121924,0.39239754
-4.98549275,2.26221286,0.26613050,1.49519048,0.27442406,0.29789199,0.00297815,0.06377588,0.01145864,0.39737703
-4.97948974,2.28277084,0.26713781,1.50368725,0.27577606,0.30601213,0.00292048,0.06513153,0.01164479,0.40111639
-4.97348674,2.29750338,0.26724839,1.50841561,0.27576420,0.31392097,0.00285890,0.06622628,0.01177621,0.40370351
-4.96748374,2.30677225,0.26655677,1.50956835,0.27445650,0.32167880,0.00279386,0.06706225,0.01185245,0.40525362
-4.96148074,2.31104669,0.26517591,1.50739985,0.27195117,0.32935356,0.00272575,0.06764746,0.01187416,0.40590663
-4.95547774,2.31089569,0.26323427,1.50222360,0.26837434,0.33701933,0.00265502,0.06799568,0.01184297,0.40582387
-4.94947474,2.30697799,0.26087254,1.49440832,0.26387689,0.34475489,0.00258206,0.06812624,0.01176151,0.40518426
-4.94347174,2.30003032,0.25824008,1.48437303,0.25863076,0.35264231,0.00250734,0.06806355,0.01163328,0.40418024
-4.93746873,2.29085430,0.25549136,1.47258099,0.25282479,0.36076563,0.00243129,0.06783663,0.01146257,0.40301341
-4.93146573,2.28030248,0.25278237,1.45953298,0.24666023,0.36920973,0.00235441,0.06747846,0.01125433,0.40189012
-4.92546273,2.26926388,0.25026720,1.44575998,0.24034626,0.37805919,0.00227720,0.06702531,0.01101407,0.40101706
-4.91945973,2.25864951,0.24809487,1.43181566,0.23409539,0.38739738,0.00220019,0.06651593,0.01074772,0.40059699
-4.91345673,2.24937816,0.24640643,1.41826872,0.22811910,0.39730538,0.00212395,0.06599079,0.01046149,0.40082460
-4.90745373,2.24236254,0.24533239,1.40569547,0.22262376,0.40786094,0.00204906,0.06549116,0.01016181,0.40188258
-4.90145073,2.23849606,0.24499052,1.39467254,0.21780682,0.41913730,0.00197609,0.06505834,0.00985514,0.40393792
-4.89544772,2.23864008,0.24548394,1.38576990,0.21385342,0.43120170,0.00190566,0.06473273,0.00954794,0.40713843
-4.88944472,2.24361170,0.24689954,1.37954426,0.21093337,0.44411368,0.00183837,0.06455302,0.00924657,0.41160944
-4.88344172,2.25417195,0.24930661,1.37653258,0.20919852,0.45792301,0.00177482,0.06455538,0.00895720,0.41745076
-4.87743872,2.27101422,0.25275579,1.37724584,0.20878058,0.47266733,0.00171561,0.06477266,0.00868579,0.42473378
-4.87143572,2.29475302,0.25727813,1.38216288,0.20978916,0.48836953,0.00166134,0.06523377,0.00843801,0.43349892
-4.86543272,2.32591298,0.26288437,1.39172429,0.21231032,0.50503488,0.00161257,0.06596294,0.00821926,0.44375326
-4.85942971,2.36491832,0.26956449,1.40632630,0.21640535,0.52264822,0.00156987,0.06697930,0.00803458,0.45546870
-4.85342671,2.41208292,0.27728732,1.42631469,0.22210998,0.54117124,0.00153381,0.06829642,0.00788871,0.46858043
-4.84742371,2.46760163,0.28600067,1.45197897,0.22943388,0.56054013,0.00150490,0.06992208,0.00778602,0.48298627
-4.84142071,2.53154296,0.29563155,1.48354672,0.23836067,0.58066387,0.00148370,0.07185814,0.00773054,0.49854659
-4.83541771,2.60384411,0.30608707,1.52117863,0.24884832,0.60142326,0.00147071,0.07410060,0.00772597,0.51508529
-4.82941471,2.68430846,0.31725567,1.56496421,0.26083009,0.62267107,0.00146644,0.07663990,0.00777568,0.53239180
-4.82341171,2.77260644,0.32900900,1.61491863,0.27421604,0.64423334,0.00147140,0.07946130,0.00788269,0.55022430
-4.81740870,2.86827991,0.34120443,1.67098083,0.28889506,0.66591197,0.00148609,0.08254551,0.00804971,0.56831416
-4.81140570,2.97075025,0.35368817,1.73301309,0.30473757,0.68748860,0.00151098,0.08586946,0.00827913,0.58637155
-4.80540270,3.07933025,0.36629897,1.80080211,0.32159872,0.70872977,0.00154657,0.08940724,0.00857303,0.60409224
-4.79939970,3.19323933,0.37887236,1.87406167,0.33932202,0.72939314,0.00159332,0.09313100,0.00893316,0.62116540
-4.79339670,3.31162154,0.39124522,1.95243652,0.35774347,0.74923449,0.00165167,0.09701206,0.00936095,0.63728198
-4.78739370,3.43356540,0.40326053,2.03550745,0.37669573,0.76801527,0.00172202,0.10102187,0.00985743,0.65214371
-4.78139070,3.55812444,0.41477212,2.12279692,0.39601237,0.78551017,0.00180474,0.10513296,0.01042324,0.66547190
-4.77538769,3.68433727,0.42564903,2.21377493,0.41553195,0.80151445,0.00190013,0.10931967,0.01105853,0.67701602
-4.76938469,3.81124576,0.43577940,2.30786458,0.43510151,0.81585041,0.00200838,0.11355875,0.01176288,0.68656141
-4.76338169,3.93791010,0.44507349,2.40444682,0.45457952,0.82837274,0.00212957,0.11782961,0.01253521,0.69393576
-4.75737869,4.06341974,0.45346564,2.50286406,0.47383787,0.83897243,0.00226363,0.12211439,0.01337364,0.69901408
-4.75137569,4.18689941,0.46091512,2.60242232,0.49276287,0.84757879,0.00241031,0.12639758,0.01427538,0.70172179
-4.74537269,4.30750983,0.46740562,2.70239193,0.51125513,0.85415967,0.00256912,0.13066548,0.01523653,0.70203579
-4.73936968,4.42444335,0.47294347,2.80200685,0.52922825,0.85871972,0.00273934,0.13490526,0.01625197,0.69998348
-4.73336668,4.53691494,0.47755459,2.90046308,0.54660654,0.86129684,0.00291993,0.13910390,0.01731524,0.69563970
-4.72736368,4.64414978,0.48128052,2.99691667,0.56332176,0.86195703,0.00310956,0.14324690,0.01841837,0.68912188
-4.72136068,4.74536892,0.48417352,3.09048226,0.57930919,0.86078810,0.00330657,0.14731706,0.01955183,0.68058361
-4.71535768,4.83977471,0.48629128,3.18023288,0.59450344,0.85789244,0.00350893,0.15129318,0.02070451,0.67020712
-4.70935468,4.92653824,0.48769154,3.26520224,0.60883411,0.85337966,0.00371432,0.15514908,0.02186368,0.65819504
-4.70335168,5.00479053,0.48842699,3.34439017,0.62222197,0.84735930,0.00392005,0.15885280,0.02301516,0.64476193
-4.69734867,5.07361963,0.48854085,3.41677218,0.63457581,0.83993437,0.00412320,0.16236622,0.02414342,0.63012624
-4.69134567,5.13207490,0.48806350,3.48131371,0.64579047,0.83119598,0.00432059,0.16564518,0.02523190,0.61450293
-4.68534267,5.17917961,0.48701044,3.53698917,0.65574617,0.82121949,0.00450890,0.16864006,0.02626326,0.59809733
-4.67933967,5.21395231,0.48538169,3.58280586,0.66430955,0.81006248,0.00468472,0.17129688,0.02721984,0.58110051
-4.67333667,5.23543664,0.48316289,3.61783205,0.67133630,0.79776455,0.00484467,0.17355901,0.02808411,0.56368627
-4.66733367,5.24273861,0.48032791,3.64122843,0.67667545,0.78434904,0.00498549,0.17536921,0.02883916,0.54600989
-4.66133067,5.23506969,0.47684290,3.65228148,0.68017518,0.76982639,0.00510414,0.17667212,0.02946929,0.52820863
-4.65532766,5.21179345,0.47267156,3.65043730,0.68168988,0.75419902,0.00519794,0.17741699,0.02996049,0.51040367
-4.64932466,5.17247302,0.46778125,3.63533388,0.68108796,0.73746724,0.00526462,0.17756047,0.03030100,0.49270328
-4.64332166,5.11691639,0.46214947,3.60683005,0.67826020,0.71963572,0.00530248,0.17706940,0.03048179,0.47520694
