energy_ev,total_up,Cr_p_up,Cr_d_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-0.12306153,2.29119299,0.64498122,1.24870375,0.34992683,0.26368447,0.03819310,0.29572017,0.00971575,0.30567499
-0.11705853,2.21681047,0.62818400,1.22270340,0.33155282,0.24799781,0.03714815,0.27827561,0.00921532,0.30014595
-0.11105553,2.13694122,0.60924519,1.19204919,0.31366099,0.23242371,0.03603606,0.26092514,0.00870474,0.29347959
-0.10505253,2.05223150,0.58834356,1.15704082,0.29632014,0.21706905,0.03485317,0.24380453,0.00818936,0.28574386
-0.09904952,1.96345572,0.56570195,1.11807523,0.27960808,0.20204104,0.03359839,0.22705206,0.00767449,0.27703202
-0.09304652,1.87151073,0.54158401,1.07564306,0.26361437,0.18744656,0.03227339,0.21080759,0.00716526,0.26746197
-0.08704352,1.77740610,0.51628967,1.03032219,0.24844234,0.17339121,0.03088268,0.19521155,0.00666664,0.25717494
-0.08104052,1.68225037,0.49014974,0.98276874,0.23421005,0.15997842,0.02943354,0.18040369,0.00618338,0.24633348
-0.07503752,1.58723404,0.46351948,0.93370548,0.22105032,0.14730849,0.02793586,0.16652174,0.00572002,0.23511881
-0.06903452,1.49360978,0.43677172,0.88390845,0.20910988,0.13547754,0.02640185,0.15370012,0.00528088,0.22372762
-0.06303152,1.40267049,0.41028940,0.83419191,0.19854754,0.12457661,0.02484569,0.14206850,0.00487007,0.21236838
-0.05702851,1.31572593,0.38445801,0.78539228,0.18953157,0.11469070,0.02328309,0.13175051,0.00449149,0.20125739
-0.05102551,1.23407860,0.35965803,0.73835151,0.18223631,0.10589792,0.02173079,0.12286242,0.00414889,0.19061449
-0.04502251,1.15899951,0.33625753,0.69390030,0.17683820,0.09826868,0.02020608,0.11551189,0.00384582,0.18065872
-0.03901951,1.09170426,0.31460523,0.65284166,0.17351116,0.09186492,0.01872627,0.10979671,0.00358573,0.17160391
-0.03301651,1.03333003,0.29502408,0.61593505,0.17242161,0.08673944,0.01730825,0.10580361,0.00337193,0.16365439
-0.02701351,0.98491371,0.27780541,0.58388161,0.17372319,0.08293515,0.01596794,0.10360692,0.00320761,0.15700085
-0.02101051,0.94737156,0.26320391,0.55731043,0.17755120,0.08048439,0.01471998,0.10326730,0.00309588,0.15181643
-0.01500750,0.92148054,0.25143335,0.53676627,0.18401703,0.07940823,0.01357729,0.10483030,0.00303973,0.14825315
-0.00900450,0.90786150,0.24266313,0.52269882,0.19320266,0.07971571,0.01255083,0.10832487,0.00304205,0.14643868
-0.00300150,0.90696451,0.23701570,0.51545347,0.20515537,0.08140315,0.01164935,0.11376174,0.00310563,0.14647354
0.00300150,0.91905645,0.23456479,0.51526392,0.21988286,0.08445335,0.01087922,0.12113185,0.00323313,0.14842875
0.00900450,0.94421115,0.23533457,0.52224655,0.23734899,0.08883494,0.01024437,0.13040469,0.00342706,0.15234402
0.01500750,0.98230240,0.23929966,0.53639678,0.25747022,0.09450176,0.00974621,0.14152683,0.00368975,0.15822641
0.02101051,1.03300022,0.24638605,0.55758753,0.28011319,0.10139239,0.00938369,0.15442059,0.00402336,0.16604972
0.02701351,1.09577079,0.25647291,0.58556998,0.30509334,0.10942995,0.00915337,0.16898310,0.00442983,0.17575438
0.03301651,1.16988047,0.26939536,0.61997680,0.33217501,0.11852215,0.00904952,0.18508580,0.00491087,0.18724816
0.03901951,1.25440442,0.28494814,0.66032799,0.36107305,0.12856168,0.00906430,0.20257457,0.00546795,0.20040748
0.04502251,1.34824002,0.30289027,0.70603953,0.39145605,0.13942715,0.00918797,0.22127048,0.00610227,0.21507959
0.05102551,1.45012542,0.32295057,0.75643486,0.42295134,0.15098433,0.00940910,0.24097152,0.00681478,0.23108539
0.05702851,1.55866324,0.34483407,0.81075923,0.45515163,0.16308806,0.00971485,0.26145502,0.00760618,0.24822310
0.06303152,1.67234921,0.36822919,0.86819669,0.48762329,0.17558458,0.01009125,0.28248116,0.00847689,0.26627248
0.06903452,1.78960533,0.39281546,0.92788960,0.51991609,0.18831429,0.01052351,0.30379715,0.00942710,0.28499982
0.07503752,1.90881665,0.41827175,0.98896000,0.55157406,0.20111503,0.01099635,0.32514240,0.01045672,0.30416323
0.08104052,2.02837095,0.44428463,1.05053247,0.58214728,0.21382556,0.01149431,0.34625414,0.01156540,0.32351841
0.08704352,2.14669960,0.47055661,1.11175756,0.61120403,0.22628929,0.01200211,0.36687367,0.01275252,0.34282452
0.09304652,2.26231842,0.49681400,1.17183503,0.63834292,0.23835803,0.01250497,0.38675273,0.01401711,0.36184991
0.09904952,2.37386664,0.52281394,1.23003587,0.66320453,0.24989558,0.01298891,0.40565989,0.01535783,0.38037769
0.10505253,2.48014234,0.54835037,1.28572219,0.68548199,0.26078111,0.01344109,0.42338658,0.01677284,0.39821067
0.11105553,2.58013258,0.57325860,1.33836398,0.70492996,0.27091195,0.01385006,0.43975255,0.01825974,0.41517565
0.11705853,2.67303685,0.59741812,1.38755186,0.72137173,0.28020585,0.01420594,0.45461043,0.01981537,0.43112670
0.12306153,2.75828228,0.62075359,1.43300518,0.73470385,0.28860251,0.01450069,0.46784918,0.02143568,0.44594751
0.12906453,2.83553010,0.64323375,1.47457490,0.74489826,0.29606418,0.01472815,0.47939623,0.02311555,0.45955240
0.13506753,2.90467242,0.66486833,1.51224101,0.75200146,0.30257544,0.01488418,0.48921818,0.02484859,0.47188622
0.14107054,2.96581985,0.68570295,1.54610457,0.75613103,0.30814214,0.01496661,0.49732000,0.02662695,0.48292308
0.14707354,3.01928009,0.70581233,1.57637474,0.75746931,0.31278935,0.01497525,0.50374281,0.02844115,0.49266392
0.15307654,3.06552882,0.72529194,1.60335132,0.75625474,0.31655873,0.01491176,0.50856023,0.03027996,0.50113320
0.15907954,3.10517431,0.74424871,1.62740380,0.75277109,0.31950521,0.01477948,0.51187359,0.03213032,0.50837484
0.16508254,3.13891763,0.76279104,1.64894805,0.74733509,0.32169328,0.01458327,0.51380619,0.03397727,0.51444770
0.17108554,3.16751069,0.78101878,1.66842180,0.74028314,0.32319299,0.01432928,0.51449695,0.03580408,0.51942085
0.17708854,3.19171430,0.79901373,1.68626035,0.73195759,0.32407607,0.01402469,0.51409371,0.03759232,0.52336894
0.18309155,3.21225862,0.81683109,1.70287386,0.72269339,0.32441215,0.01367747,0.51274657,0.03932216,0.52636791
0.18909455,3.22980819,0.83449242,1.71862735,0.71280555,0.32426541,0.01329615,0.51060170,0.04097268,0.52849132
0.19509755,3.24493320,0.85198048,1.73382463,0.70257820,0.32369186,0.01288952,0.50779568,0.04252231,0.52980750
0.20110055,3.25808872,0.86923638,1.74869684,0.69225558,0.32273731,0.01246648,0.50445096,0.04394936,0.53037756
0.20710355,3.26960265,0.88615901,1.76339639,0.68203543,0.32143613,0.01203582,0.50067234,0.04523259,0.53025451
0.21310655,3.27967293,0.90260701,1.77799625,0.67206497,0.31981090,0.01160603,0.49654481,0.04635186,0.52948331
0.21910955,3.28837388,0.91840312,1.79249479,0.66243956,0.31787290,0.01118525,0.49213266,0.04728877,0.52810189
0.22511256,3.29567092,0.93334064,1.80682555,0.65320402,0.31562331,0.01078110,0.48747996,0.04802734,0.52614299
0.23111556,3.30144254,0.94719176,1.82087137,0.64435640,0.31305517,0.01040065,0.48261211,0.04855459,0.52363657
0.23711856,3.30550800,0.95971725,1.83448195,0.63585383,0.31015576,0.01005038,0.47753852,0.04886115,0.52061268
0.24312156,3.30765871,0.97067703,1.84749360,0.62762009,0.30690937,0.00973615,0.47225596,0.04894165,0.51710439
0.24912456,3.30769142,0.97984100,1.85975015,0.61955426,0.30330019,0.00946319,0.46675252,0.04879514,0.51315071
0.25512756,3.30544102,0.98699970,1.87112361,0.61154010,0.29931521,0.00923609,0.46101174,0.04842521,0.50879907
0.26113057,3.30081085,0.99197409,1.88153343,0.60345542,0.29494680,0.00905882,0.45501677,0.04784013,0.50410734
0.26713357,3.29379889,0.99462407,1.89096320,0.59518094,0.29019502,0.00893467,0.44875419,0.04705272,0.49914505
0.27313657,3.28451803,0.99485531,1.89947389,0.58660828,0.28506926,0.00886629,0.44221734,0.04608008,0.49399383
0.27913957,3.27320957,0.99262412,1.90721279,0.57764652,0.27958947,0.00885558,0.43540895,0.04494323,0.48874697
0.28514257,3.26024899,0.98794006,1.91441772,0.56822721,0.27378653,0.00890371,0.42834304,0.04366655,0.48350808
0.29114557,3.24614384,0.98086648,1.92141622,0.55830754,0.26770210,0.00901105,0.42104585,0.04227719,0.47838903
0.29714857,3.23152391,0.97151877,1.92861966,0.54787164,0.26138779,0.00917706,0.41355605,0.04080434,0.47350709
0.30315158,3.21712433,0.96006071,1.93651266,0.53693016,0.25490377,0.00940030,0.40592407,0.03927843,0.46898170
0.30915458,3.20376240,0.94669919,1.94563816,0.52551820,0.24831690,0.00967830,0.39821078,0.03773042,0.46493084
0.31515758,3.19230968,0.93167755,1.95657888,0.51369195,0.24169861,0.01000758,0.39048563,0.03619097,0.46146740
0.32116058,3.18366051,0.91526806,1.96993596,0.50152429,0.23512248,0.01038360,0.38282438,0.03468970,0.45869556
0.32716358,3.17869871,0.89776392,1.98630577,0.48909973,0.22866180,0.01080073,0.37530664,0.03325456,0.45670763
0.33316658,3.17826406,0.87947122,2.00625579,0.47650916,0.22238729,0.01125238,0.36801336,0.03191119,0.45558128
0.33916958,3.18312005,0.86070127,2.03030069,0.46384461,0.21636484,0.01173097,0.36102438,0.03068245,0.45537752
0.34517259,3.19392423,0.84176355,2.05887945,0.45119457,0.21065373,0.01222814,0.35441628,0.02958800,0.45613935
0.35117559,3.21120257,0.82295961,2.09233454,0.43863993,0.20530509,0.01273486,0.34826047,0.02864408,0.45789123
0.35717859,3.23532850,0.80457804,2.13089399,0.42625088,0.20036087,0.01324167,0.34262165,0.02786328,0.46063922
0.36318159,3.26650753,0.78689063,2.17465685,0.41408486,0.19585316,0.01373886,0.33755669,0.02725446,0.46437197
0.36918459,3.30476763,0.77014950,2.22358276,0.40218559,0.19180401,0.01421679,0.33311385,0.02682284,0.46906213
0.37518759,3.34995547,0.75458535,2.27748583,0.39058315,0.18822561,0.01466613,0.32933228,0.02657002,0.47466828
0.38119060,3.40173840,0.74040639,2.33603303,0.37929497,0.18512084,0.01507815,0.32624175,0.02649417,0.48113710
0.38719360,3.45961163,0.72779789,2.39874713,0.36832766,0.18248401,0.01544502,0.32386262,0.02659022,0.48840558
0.39319660,3.52290994,0.71692196,2.46501394,0.35767931,0.18030192,0.01576003,0.32220576,0.02685011,0.49640315
0.39919960,3.59082329,0.70791733,2.53409350,0.34734219,0.17855492,0.01601783,0.32127252,0.02726304,0.50505353
0.40520260,3.66241528,0.70089889,2.60513492,0.33730548,0.17721802,0.01621459,0.32105466,0.02781576,0.51427613
0.41120560,3.73664376,0.69595679,2.67719404,0.32755789,0.17626203,0.01634815,0.32153407,0.02849279,0.52398701
0.41720860,3.81238257,0.69315501,2.74925354,0.31808990,0.17565448,0.01641805,0.32268242,0.02927677,0.53409922
0.42321161,3.88844376,0.69252921,2.82024459,0.30889554,0.17536052,0.01642554,0.32446077,0.03014870,0.54452263
0.42921461,3.96359953,0.69408412,2.88906954,0.29997349,0.17534352,0.01637352,0.32681898,0.03108821,0.55516332
0.43521761,4.03660339,0.69779039,2.95462476,0.29132754,0.17556562,0.01626634,0.32969522,0.03207390,0.56592246
0.44122061,4.10621017,0.70358131,3.01582315,0.28296636,0.17598793,0.01610968,0.33301559,0.03308357,0.57669511
0.44722361,4.17119457,0.71134950,3.07161565,0.27490267,0.17657080,0.01591024,0.33669389,0.03409458,0.58736880
0.45322661,4.23036819,0.72094407,3.12101129,0.26715183,0.17727372,0.01567551,0.34063171,0.03508418,0.59782242
0.45922961,4.28259509,0.73216846,3.16309535,0.25973008,0.17805533,0.01541337,0.34471899,0.03602981,0.60792519
0.46523262,4.32680593,0.74477950,3.19704529,0.25265249,0.17887334,0.01513187,0.34883493,0.03690951,0.61753637
0.47123562,4.36201081,0.75848779,3.22214434,0.24593092,0.17968442,0.01483881,0.35284955,0.03770226,0.62650539
0.47723862,4.38731118,0.77295988,3.23779249,0.23957199,0.18044423,0.01454148,0.35662576,0.03838837,0.63467290
0.48324162,4.40191082,0.78782230,3.24351504,0.23357538,0.18110754,0.01424638,0.36002195,0.03894989,0.64187251
0.48924462,4.40512617,0.80266752,3.23896855,0.22793248,0.18162846,0.01395900,0.36289517,0.03937089,0.64793340
0.49524762,4.39639607,0.81706200,3.22394450,0.22262562,0.18196087,0.01368359,0.36510457,0.03963789,0.65268377
0.50125063,4.37529102,0.83055587,3.19837069,0.21762785,0.18205907,0.01342309,0.36651530,0.03974008,0.65595485
0.50725363,4.34152180,0.84269428,3.16231063,0.21290327,0.18187850,0.01317905,0.36700250,0.03966962,0.65758555
0.51325663,4.29494744,0.85302990,3.11596113,0.20840816,0.18137675,0.01295161,0.36645529,0.03942178,0.65742749
0.51925963,4.23558231,0.86113610,3.05964825,0.20409252,0.18051462,0.01273962,0.36478063,0.03899507,0.65535009
0.52526263,4.16360207,0.86662043,2.99382188,0.19990221,0.17925736,0.01254072,0.36190692,0.03839127,0.65124571
0.53126563,4.07934822,0.86913777,2.91904906,0.19578152,0.17757592,0.01235152,0.35778704,0.03761533,0.64503445
0.53726863,3.98333081,0.86840254,2.83600624,0.19167599,0.17544825,0.01216785,0.35240097,0.03667530,0.63666848
0.54327164,3.87622915,0.86419962,2.74547053,0.18753544,0.17286058,0.01198495,0.34575755,0.03558206,0.62613563
0.54927464,3.75889003,0.85639332,2.64831015,0.18331698,0.16980855,0.01179777,0.33789566,0.03434903,0.61346222
0.55527764,3.63232333,0.84493420,2.54547401,0.17898795,0.16629831,0.01160120,0.32888453,0.03299186,0.59871480
0.56128064,3.49769463,0.82986329,2.43798053,0.17452862,0.16234728,0.01139038,0.31882327,0.03152800,0.58200090
0.56728364,3.35631482,0.81131357,2.32690570,0.16993444,0.15798482,0.01116088,0.30783964,0.02997624,0.56346864
0.57328664,3.20962661,0.78950875,2.21337048,0.16521797,0.15325253,0.01090894,0.29608817,0.02835634,0.54330522
0.57928964,3.05918786,0.76475929,2.09852740,0.16041010,0.14820427,0.01063166,0.28374754,0.02668850,0.52173441
0.58529265,2.90665198,0.73745582,1.98354657,0.15556073,0.14290589,0.01032709,0.27101754,0.02499298,0.49901293
0.59129565,2.75374556,0.70806030,1.86960109,0.15073877,0.13743456,0.00999430,0.25811547,0.02328963,0.47542609
0.59729865,2.60224349,0.67709521,1.75785188,0.14603148,0.13187777,0.00963346,0.24527225,0.02159759,0.45128260
0.60330165,2.45394202,0.64513115,1.64943218,0.14154305,0.12633208,0.00924579,0.23272826,0.01993492,0.42690881
0.60930465,2.31063006,0.61277325,1.54543180,0.13739258,0.12090139,0.00883348,0.22072895,0.01831832,0.40264249
0.61530765,2.17405936,0.58064688,1.44688127,0.13371140,0.11569507,0.00839960,0.20952045,0.01676296,0.37882636
0.62131066,2.04591405,0.54938304,1.35473630,0.13063980,0.11082572,0.00794796,0.19934498,0.01528229,0.35580146
0.62731366,1.92777997,0.51960382,1.26986249,0.12832329,0.10640678,0.00748295,0.19043636,0.01388795,0.33390057
0.63331666,1.82111454,0.49190826,1.19302095,0.12690834,0.10254987,0.00700935,0.18301551,0.01258970,0.31344173
0.63931966,1.72721764,0.46685900,1.12485480,0.12653788,0.09936209,0.00653215,0.17728597,0.01139545,0.29472205
0.64532266,1.64720410,0.44496981,1.06587706,0.12734651,0.09694320,0.00605635,0.17342952,0.01031126,0.27801188
0.65132566,1.58197839,0.42669440,1.01646015,0.12945561,0.09538279,0.00558683,0.17160191,0.00934140,0.26354937
0.65732866,1.53221204,0.41241648,0.97682737,0.13296847,0.09475752,0.00512814,0.17192874,0.00848844,0.25153565
0.66333167,1.49832443,0.40244126,0.94704658,0.13796556,0.09512846,0.00468439,0.17450152,0.00775332,0.24213047
0.66933467,1.48046744,0.39698857,0.92702644,0.14450015,0.09653871,0.00425918,0.17937408,0.00713549,0.23544861
0.67533767,1.47851450,0.39618753,0.91651537,0.15259435,0.09901116,0.00385548,0.18655926,0.00663296,0.23155687
0.68134067,1.49205463,0.40007290,0.91510350,0.16223577,0.10254677,0.00347559,0.19602627,0.00624246,0.23047195
0.68734367,1.52039178,0.40858324,0.92222770,0.17337495,0.10712317,0.00312117,0.20769850,0.00595945,0.23215906
0.69334667,1.56255010,0.42156084,0.93717988,0.18592379,0.11269382,0.00279322,0.22145231,0.00577829,0.23653146
0.69934967,1.61728526,0.43875355,0.95911846,0.19975489,0.11918778,0.00249210,0.23711665,0.00569228,0.24345101
0.70535268,1.68310210,0.45981856,0.98708299,0.21470217,0.12651006,0.00221765,0.25447381,0.00569374,0.25272964
0.71135568,1.75827874,0.48432818,1.02001190,0.23056264,0.13454266,0.00196918,0.27326142,0.00577414,0.26413201
0.71735868,1.84089687,0.51177754,1.05676284,0.24709952,0.14314641,0.00174563,0.29317571,0.00592413,0.27737916
0.72336168,1.92887801,0.54159432,1.09613558,0.26404653,0.15216336,0.00154561,0.31387619,0.00613369,0.29215339
0.72936468,2.02002510,0.57315026,1.13689667,0.28111340,0.16141995,0.00136748,0.33499168,0.00639222,0.30810412
0.73536768,2.11206863,0.60577447,1.17780564,0.29799248,0.17073079,0.00120947,0.35612757,0.00668869,0.32485489
0.74137069,2.20271623,0.63876805,1.21764178,0.31436618,0.17990295,0.00106973,0.37687435,0.00701176,0.34201111
0.74737369,2.28970449,0.67141996,1.25523093,0.32991514,0.18874061,0.00094638,0.39681697,0.00735001,0.35916877
0.75337669,2.37085143,0.70302358,1.28947147,0.34432674,0.19705014,0.00083763,0.41554498,0.00769205,0.37592346
0.75937969,2.44410811,0.73289347,1.31935868,0.35730378,0.20464511,0.00074175,0.43266295,0.00802677,0.39187992
0.76538269,2.50760763,0.76038198,1.34400674,0.36857282,0.21135137,0.00065713,0.44780098,0.00834356,0.40666135
0.77138569,2.55970977,0.78489497,1.36266754,0.37789210,0.21701180,0.00058233,0.46062472,0.00863247,0.41991865
0.77738869,2.59903974,0.80590621,1.37474577,0.38505848,0.22149066,0.00051606,0.47084464,0.00888448,0.43133881
0.78339170,2.62451953,0.82296985,1.37980957,0.38991324,0.22467736,0.00045717,0.47822414,0.00909166,0.44065255
0.78939470,2.63539068,0.83573051,1.37759665,0.39234657,0.22648939,0.00040470,0.48258613,0.00924732,0.44764056
0.79539770,2.63122754,0.84393070,1.36801532,0.39230030,0.22687447,0.00035781,0.48381778,0.00934621,0.45213839
0.80140070,2.61194053,0.84741506,1.35114080,0.38976911,0.22581167,0.00031582,0.48187333,0.00938460,0.45403954
0.80740370,2.57776936,0.84613148,1.32720665,0.38479991,0.22331157,0.00027813,0.47677470,0.00936031,0.45329681
0.81340670,2.52926644,0.84012896,1.29659194,0.37748951,0.21941536,0.00024427,0.46860996,0.00927278,0.44992182
0.81940970,2.46727128,0.82955242,1.25980467,0.36798077,0.21419302,0.00021386,0.45752971,0.00912300,0.44398262
0.82541271,2.39287707,0.81463461,1.21746200,0.35645728,0.20774062,0.00018655,0.44374149,0.00891343,0.43559970
0.83141571,2.30739070,0.79568566,1.17026834,0.34313701,0.20017683,0.00016209,0.42750259,0.00864790,0.42494041
0.83741871,2.21228819,0.77308059,1.11899200,0.32826496,0.19163889,0.00014024,0.40911137,0.00833142,0.41221221
0.84342171,2.10916709,0.74724551,1.06444145,0.31210538,0.18227810,0.00012081,0.38889772,0.00797001,0.39765490
0.84942471,1.99969809,0.71864307,1.00744198,0.29493375,0.17225510,0.00010362,0.36721278,0.00757043,0.38153233
0.85542771,1.88557737,0.68775762,0.94881374,0.27702888,0.16173514,0.00008852,0.34441868,0.00714000,0.36412381
0.86143072,1.76848170,0.65508103,0.88935170,0.25866540,0.15088342,0.00007537,0.32087831,0.00668632,0.34571571
0.86743372,1.65002772,0.62109929,0.82980838,0.24010697,0.13986081,0.00006405,0.29694581,0.00621705,0.32659340
0.87343672,1.53173661,0.58628068,0.77087953,0.22160041,0.12881996,0.00005446,0.27295798,0.00573970,0.30703402
0.87943972,1.41500512,0.55106571,0.71319325,0.20337076,0.11790203,0.00004652,0.24922685,0.00526139,0.28730014
0.88544272,1.30108343,0.51585906,0.65730256,0.18561768,0.10723402,0.00004018,0.22603365,0.00478875,0.26763457
0.89144572,1.19106022,0.48102374,0.60368128,0.16851288,0.09692684,0.00003541,0.20362429,0.00432770,0.24825641
0.89744872,1.08585456,0.44687734,0.55272319,0.15219880,0.08707401,0.00003223,0.18220633,0.00388342,0.22935833
0.90345173,0.98621441,0.41369042,0.50474397,0.13678839,0.07775114,0.00003069,0.16194756,0.00346025,0.21110509
0.90945473,0.89272087,0.38168669,0.45998547,0.12236586,0.06901594,0.00003093,0.14297587,0.00306167,0.19363322
0.91545773,0.80579737,0.35104486,0.41862200,0.10898827,0.06090889,0.00003312,0.12538052,0.00269031,0.17705165
0.92146073,0.72572280,0.32190174,0.38076792,0.09668784,0.05345427,0.00003755,0.10921440,0.00234796,0.16144323
0.92746373,0.65264747,0.29435635,0.34648599,0.08547469,0.04666174,0.00004458,0.09449722,0.00203569,0.14686684
0.93346673,0.58661089,0.26847464,0.31579622,0.07533999,0.04052797,0.00005468,0.08121936,0.00175385,0.13336005
0.93946973,0.52756035,0.24429450,0.28868451,0.06625921,0.03503865,0.00006846,0.06934609,0.00150226,0.12094191
0.94547274,0.47536944,0.22183089,0.26511082,0.05819540,0.03017045,0.00008667,0.05882207,0.00128022,0.10961598
0.95147574,0.42985582,0.20108071,0.24501673,0.05110238,0.02589301,0.00011021,0.04957590,0.00108669,0.09937320
0.95747874,0.39079759,0.18202739,0.22833194,0.04492769,0.02217086,0.00014018,0.04152440,0.00092037,0.09019465
0.96348174,0.35794793,0.16464489,0.21497987,0.03961523,0.01896521,0.00017784,0.03457678,0.00077981,0.08205404
0.96948474,0.33104783,0.14890126,0.20488219,0.03510757,0.01623550,0.00022468,0.02863829,0.00066351,0.07491993
0.97548774,0.30983673,0.13476157,0.19796238,0.03134793,0.01394086,0.00028240,0.02361354,0.00056999,0.06875751
0.98149075,0.29406118,0.12219030,0.19414851,0.02828171,0.01204120,0.00035291,0.01940918,0.00049792,0.06353023
0.98749375,0.28348168,0.11115324,0.19337526,0.02585773,0.01049820,0.00043837,0.01593626,0.00044612,0.05920097
0.99349675,0.27787795,0.10161894,0.19558541,0.02402908,0.00927602,0.00054112,0.01311190,0.00041366,0.05573299
0.99949975,0.27705273,0.09355974,0.20073098,0.02275368,0.00834182,0.00066374,0.01086063,0.00039990,0.05309075
1.00550275,0.28083456,0.08695260,0.20877408,0.02199460,0.00766609,0.00080897,0.00911519,0.00040447,0.05124039
1.01150575,0.28907953,0.08177956,0.21968768,0.02172013,0.00722286,0.00097971,0.00781704,0.00042738,0.05015023
1.01750875,0.30167242,0.07802802,0.23345621,0.02190364,0.00698967,0.00117895,0.00691642,0.00046893,0.04979106
1.02351176,0.31852714,0.07569084,0.25007618,0.02252334,0.00694758,0.00140977,0.00637225,0.00052978,0.05013647
1.02951476,0.33958657,0.07476624,0.26955659,0.02356186,0.00708091,0.00167519,0.00615164,0.00061092,0.05116307
1.03551776,0.36482193,0.07525743,0.29191924,0.02500578,0.00737707,0.00197820,0.00622934,0.00071362,0.05285062
1.04152076,0.39423139,0.07717211,0.31719861,0.02684505,0.00782620,0.00232159,0.00658698,0.00083945,0.05518222
1.04752376,0.42783800,0.08052160,0.34544139,0.02907235,0.00842086,0.00270791,0.00721219,0.00099024,0.05814435
1.05352676,0.46568677,0.08531977,0.37670532,0.03168239,0.00915562,0.00313940,0.00809765,0.00116799,0.06172686
1.05952976,0.50784078,0.09158160,0.41105739,0.03467126,0.01002669,0.00361785,0.00924010,0.00137492,0.06592284
1.06553277,0.55437628,0.09932150,0.44857112,0.03803562,0.01103148,0.00414453,0.01063925,0.00161331,0.07072841
1.07153577,0.60537666,0.10855127,0.48932298,0.04177200,0.01216818,0.00472015,0.01229681,0.00188553,0.07614229
1.07753877,0.66092552,0.11927787,0.53338797,0.04587606,0.01343536,0.00534473,0.01421538,0.00219394,0.08216534
1.08354177,0.72109865,0.13150098,0.58083424,0.05034187,0.01483155,0.00601760,0.01639752,0.00254086,0.08879983
1.08954477,0.78595549,0.14521054,0.63171713,0.05516125,0.01635486,0.00673730,0.01884473,0.00292845,0.09604870
1.09554777,0.85552989,0.16038421,0.68607266,0.06032316,0.01800262,0.00750164,0.02155665,0.00335870,0.10391459
1.10155078,0.92982092,0.17698507,0.74391072,0.06581321,0.01977105,0.00830761,0.02453025,0.00383335,0.11239886
1.10755378,1.00878379,0.19495954,0.80520833,0.07161323,0.02165502,0.00915147,0.02775919,0.00435381,0.12150049
1.11355678,1.09232138,0.21423575,0.86990318,0.07770099,0.02364779,0.01002876,0.03123329,0.00492110,0.13121505
1.11955978,1.18027677,0.23472243,0.93788786,0.08405003,0.02574085,0.01093435,0.03493815,0.00553579,0.14153358
1.12556278,1.27242711,0.25630839,1.00900495,0.09062966,0.02792389,0.01186253,0.03885497,0.00619794,0.15244158
1.13156578,1.36847903,0.27886269,1.08304327,0.09740507,0.03018469,0.01280707,0.04296046,0.00690704,0.16391812
1.13756878,1.46806587,0.30223560,1.15973549,0.10433762,0.03250926,0.01376134,0.04722699,0.00766194,0.17593497
1.14357179,1.57074691,0.32626009,1.23875714,0.11138514,0.03488187,0.01471840,0.05162285,0.00846082,0.18845594
1.14957479,1.67600838,0.35075420,1.31972713,0.11850246,0.03728529,0.01567106,0.05611270,0.00930113,0.20143637
1.15557779,1.78326641,0.37552376,1.40220961,0.12564192,0.03970098,0.01661199,0.06065807,0.01017957,0.21482270
1.16158079,1.89187161,0.40036565,1.48571728,0.13275396,0.04210938,0.01753381,0.06521809,0.01109201,0.22855223
1.16758379,2.00111512,0.42507138,1.56971570,0.13978771,0.04449018,0.01842915,0.06975015,0.01203352,0.24255309
1.17358679,2.11023589,0.44943074,1.65362874,0.14669155,0.04682267,0.01929070,0.07421072,0.01299836,0.25674426
1.17958979,2.21842892,0.47323541,1.73684471,0.15341370,0.04908605,0.02011125,0.07855616,0.01397995,0.27103586
1.18559280,2.32485426,0.49628253,1.81872320,0.15990270,0.05125971,0.02088376,0.08274348,0.01497095,0.28532950
1.19159580,2.42864661,0.51837784,1.89860239,0.16610788,0.05332360,0.02160135,0.08673110,0.01596328,0.29951889
1.19759880,2.52892553,0.53933855,1.97580688,0.17197973,0.05525842,0.02225737,0.09047960,0.01694823,0.31349069
1.20360180,2.62480615,0.55899577,2.04965592,0.17747031,0.05704595,0.02284541,0.09395231,0.01791656,0.32712552
1.20960480,2.71541051,0.57719650,2.11947216,0.18253357,0.05866921,0.02335935,0.09711591,0.01885868,0.34029933
1.21560780,2.79987979,0.59380532,2.18459109,0.18712574,0.06011275,0.02379343,0.09994091,0.01976481,0.35288510
1.22161081,2.87738742,0.60870576,2.24437114,0.19120577,0.06136275,0.02414229,0.10240211,0.02062522,0.36475480
1.22761381,2.94715336,0.62180141,2.29820468,0.19473576,0.06240726,0.02440110,0.10447895,0.02143049,0.37578186
1.23361681,3.00845965,0.63301705,2.34553002,0.19768158,0.06323635,0.02456560,0.10615582,0.02217180,0.38584391
1.23961981,3.06066714,0.64229973,2.38584426,0.20001356,0.06384229,0.02463230,0.10742238,0.02284123,0.39482591
1.24562281,3.10323340,0.64962000,2.41871710,0.20170728,0.06421972,0.02459857,0.10827375,0.02343212,0.40262355
1.25162581,3.13573132,0.65497319,2.44380518,0.20274450,0.06436584,0.02446277,0.10871080,0.02393933,0.40914689
1.25762881,3.15786796,0.65838094,2.46086659,0.20311415,0.06428055,0.02422439,0.10874028,0.02435962,0.41432408
