energy_ev,total_up,total_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down,V_p_up,V_p_down,V_d_up,V_d_down
-5.92796398,1.76908890,-1.52799785,0.00511047,-0.00663967,0.05595294,-0.04675827,0.49583695,-0.41539345,0.27777924,-0.22205121,0.01800655,-0.01998550,1.05305608,-0.91335571,0.47000815,-0.38885026,0.18615380,-0.17084895
-5.92196098,1.80843539,-1.57566877,0.00476832,-0.00620275,0.05729160,-0.04869438,0.51004008,-0.43349925,0.28659072,-0.23197332,0.01740309,-0.01939327,1.07724225,-0.94242081,0.48557986,-0.40505110,0.18780265,-0.17338183
-5.91595798,1.84507785,-1.62226839,0.00444366,-0.00578372,0.05844092,-0.05049832,0.52302757,-0.45084911,0.29496322,-0.24178695,0.01680651,-0.01879789,1.09991358,-0.97093342,0.50070870,-0.42129330,0.18922810,-0.17576252
-5.90995498,1.87893453,-1.66736953,0.00413637,-0.00538434,0.05939819,-0.05215167,0.53478094,-0.46730073,0.30287588,-0.25140382,0.01621883,-0.01820347,1.12102265,-0.99864106,0.51534616,-0.43745595,0.19044406,-0.17797253
-5.90395198,1.91000923,-1.71059116,0.00384604,-0.00500570,0.06016436,-0.05363948,0.54531131,-0.48273671,0.31032462,-0.26074441,0.01564176,-0.01761311,1.14057276,-1.02531774,0.52946147,-0.45342916,0.19147298,-0.17999647
-5.89794897,1.93839035,-1.75161249,0.00357207,-0.00464830,0.06074374,-0.05495062,0.55465757,-0.49706749,0.31732200,-0.26974070,0.01507687,-0.01702902,1.15861758,-1.05077258,0.54304110,-0.46911675,0.19234597,-0.18182379
-5.89194597,1.96424634,-1.79018491,0.00331371,-0.00431214,0.06114355,-0.05607784,0.56288338,-0.51023331,0.32389631,-0.27833836,0.01452575,-0.01645276,1.17525860,-1.07485716,0.55608769,-0.48443841,0.19310246,-0.18345029
-5.88594297,1.98781773,-1.82614112,0.00307012,-0.00399681,0.06137346,-0.05701782,0.57007352,-0.52220493,0.33009006,-0.28649859,0.01399015,-0.01588540,1.19064054,-1.09747125,0.56861842,-0.49933118,0.19378942,-0.18487945
-5.87993997,2.00940605,-1.85940099,0.00284049,-0.00370155,0.06144504,-0.05777096,0.57632952,-0.53298327,0.33595777,-0.29419933,0.01347206,-0.01532780,1.20494479,-1.11856662,0.58066274,-0.51375026,0.19446015,-0.18612333
-5.87393697,2.02935996,-1.88997369,0.00262405,-0.00342541,0.06137119,-0.05834114,0.58176487,-0.54259787,0.34156320,-0.30143571,0.01297375,-0.01478079,1.21838118,-1.13814858,0.59225985,-0.52766908,0.19517263,-0.18720313
-5.86793397,2.04805926,-1.91795607,0.00242008,-0.00316727,0.06116561,-0.05873530,0.58650001,-0.55110438,0.34697621,-0.30821993,0.01249772,-0.01424536,1.23117832,-1.15627521,0.60345570,-0.54107869,0.19598745,-0.18814921
-5.86193097,2.06589723,-1.94352725,0.00222798,-0.00292598,0.06084224,-0.05896297,0.59065726,-0.55858109,0.35226915,-0.31458031,0.01204668,-0.01372280,1.24357294,-1.17305436,0.61429982,-0.55398652,0.19696558,-0.18900070
-5.85592796,2.08326212,-1.96693964,0.00204727,-0.00270039,0.06041486,-0.05903570,0.59435590,-0.56512485,0.35751306,-0.32055968,0.01162340,-0.01321480,1.25579859,-1.18863837,0.62484198,-0.56641443,0.19816580,-0.18980451
-5.84992496,2.10051834,-1.98850682,0.00187755,-0.00248942,0.05989660,-0.05896652,0.59770750,-0.57084643,0.36277386,-0.32621317,0.01123058,-0.01272349,1.26807405,-1.20321685,0.63512884,-0.57839638,0.19964206,-0.19061399
-5.84392196,2.11798807,-2.00858865,0.00171852,-0.00229208,0.05929971,-0.05876938,0.60081180,-0.57586558,0.36810850,-0.33160535,0.01087069,-0.01225140,1.28059205,-1.21700777,0.64520054,-0.58997566,0.20144091,-0.19148708
-5.83791896,2.13593397,-2.02757443,0.00156996,-0.00210753,0.05863525,-0.05845855,0.60375298,-0.58030604,0.37356135,-0.33680698,0.01054578,-0.01180139,1.29350850,-1.23024715,0.65508754,-0.60120173,0.20359892,-0.19248419
-5.83191596,2.15454367,-2.04586449,0.00143170,-0.00193505,0.05791297,-0.05804822,0.60659665,-0.58429054,0.37916096,-0.34189136,0.01025731,-0.01137656,1.30693272,-1.24317785,0.66480754,-0.61212696,0.20614036,-0.19366571
-5.82591296,2.17391648,-2.06385114,0.00130360,-0.00177408,0.05714124,-0.05755199,0.60938750,-0.58793621,0.38491724,-0.34693056,0.01000600,-0.01098005,1.32091918,-1.25603780,0.67436277,-0.62280322,0.20907520,-0.19508942
-5.81990995,2.19405302,-2.08189952,0.00118552,-0.00162416,0.05632704,-0.05698260,0.61214770,-0.59135023,0.39081927,-0.35199146,0.00979172,-0.01061487,1.33546080,-1.26904814,0.68373768,-0.63327841,0.21239752,-0.19680785
-5.81390695,2.21484818,-2.10032917,0.00107728,-0.00148492,0.05547600,-0.05635162,0.61487608,-0.59462605,0.39683382,-0.35713195,0.00961334,-0.01028373,1.35048449,-1.28240165,0.69289712,-0.64359313,0.21608439,-0.19886555
-5.80790395,2.23608774,-2.11939674,0.00097868,-0.00135610,0.05459253,-0.05566930,0.61754807,-0.59784023,0.40290470,-0.36239732,0.00946876,-0.00998880,1.36584881,-1.29625191,0.70178509,-0.65377740,0.22009531,-0.20129665
-5.80190095,2.25744906,-2.13928072,0.00088944,-0.00123745,0.05367998,-0.05494451,0.62011648,-0.60104979,0.40895293,-0.36781699,0.00935486,-0.00973156,1.38134430,-1.31070361,0.71032425,-0.66384771,0.22437232,-0.20412252
-5.79589795,2.27850597,-2.16006851,0.00080922,-0.00112876,0.05274078,-0.05418469,0.62251304,-0.60429038,0.41487784,-0.37340179,0.00926758,-0.00951264,1.39669636,-1.32580430,0.71841622,-0.67380429,0.22884068,-0.20734990
-5.78989495,2.29873783,-2.18174653,0.00073762,-0.00102979,0.05177672,-0.05339591,0.62465072,-0.60757504,0.42055916,-0.37914172,0.00920199,-0.00933171,1.41157081,-1.34153793,0.72594277,-0.68362882,0.23341030,-0.21096935
-5.78389195,2.31754280,-2.20419355,0.00067415,-0.00094029,0.05078907,-0.05258299,0.62642680,-0.61089367,0.42585996,-0.38500458,0.00915248,-0.00918736,1.42558212,-1.35782059,0.73276785,-0.69328266,0.23797770,-0.21495426
-5.77788894,2.33425487,-2.22717788,0.00061824,-0.00085994,0.04977885,-0.05174963,0.62772654,-0.61421330,0.43063039,-0.39093530,0.00911290,-0.00907715,1.43830400,-1.37449840,0.73874072,-0.70270565,0.24242866,-0.21926043
-5.77188594,2.34816430,-2.25035846,0.00056930,-0.00078836,0.04874705,-0.05089858,0.62842740,-0.61747895,0.43471222,-0.39685616,0.00907681,-0.00899755,1.44928218,-1.39134814,0.74369983,-0.71181562,0.24664137,-0.22382625
-5.76588294,2.35854074,-2.27329010,0.00052665,-0.00072510,0.04769476,-0.05003180,0.62840368,-0.62061525,0.43794397,-0.40266795,0.00903765,-0.00894411,1.45804896,-1.40808035,0.74747754,-0.72050872,0.25048993,-0.22857354
-5.75987994,2.36465828,-2.29543288,0.00048963,-0.00066965,0.04662340,-0.04915070,0.62753137,-0.62352874,0.44016634,-0.40825199,0.00898905,-0.00891148,1.46413889,-1.42434512,0.74990557,-0.72866058,0.25384822,-0.23340898
-5.75387694,2.36582140,-2.31616560,0.00045753,-0.00062141,0.04553483,-0.04825628,0.62569312,-0.62611075,0.44122797,-0.41347313,0.00892499,-0.00889368,1.46710517,-1.43974057,0.75082078,-0.73612843,0.25659393,-0.23822625
-5.74787394,2.36139078,-2.33480292,0.00042965,-0.00057975,0.04443146,-0.04734929,0.62278291,-0.62824089,0.44099103,-0.41818342,0.00884007,-0.00888421,1.46653591,-1.45382358,0.75007129,-0.74275414,0.25861249,-0.24290867
-5.74187094,2.35080790,-2.35061578,0.00040532,-0.00054397,0.04331631,-0.04643046,0.61871048,-0.62979098,0.43933667,-0.42222667,0.00872968,-0.00887633,1.46206966,-1.46612274,0.74752248,-0.74836813,0.25980096,-0.24733238
-5.73586793,2.33361728,-2.36285453,0.00038389,-0.00051334,0.04219304,-0.04550054,0.61340509,-0.63062939,0.43616978,-0.42544341,0.00859013,-0.00886327,1.45340954,-1.47615303,0.74306263,-0.75279415,0.26007150,-0.25136987
-5.72986493,2.30948533,-2.37077378,0.00036478,-0.00048715,0.04106590,-0.04456048,0.60681853,-0.63062556,0.43142319,-0.42767631,0.00841882,-0.00883850,1.44033515,-1.48343158,0.73660801,-0.75585463,0.25935442,-0.25489386
-5.72386193,2.27821502,-2.37365821,0.00034745,-0.00046467,0.03993965,-0.04361150,0.59892715,-0.62965459,0.42506081,-0.42877585,0.00821425,-0.00879591,1.42271194,-1.48749417,0.72810694,-0.75737659,0.25760057,-0.25778125
-5.71785893,2.23975554,-2.37084824,0.00033142,-0.00044518,0.03881947,-0.04265511,0.58973297,-0.62760172,0.41707977,-0.42860578,0.00797611,-0.00873008,1.40049743,-1.48791158,0.71754289,-0.75719777,0.25478310,-0.25991706
-5.71185593,2.19420664,-2.36176444,0.00031629,-0.00042802,0.03771077,-0.04169316,0.57926356,-0.62436642,0.40751134,-0.42704843,0.00770521,-0.00863641,1.37374406,-1.48430521,0.70493621,-0.75517267,0.25089839,-0.26119824
-5.70585293,2.14181751,-2.34592970,0.00030173,-0.00041258,0.03661899,-0.04072783,0.56757095,-0.61986610,0.39642071,-0.42400944,0.00740342,-0.00851133,1.34259860,-1.47636130,0.69034452,-0.75117833,0.24596619,-0.26153708
-5.69984992,2.08298029,-2.32298811,0.00028747,-0.00039831,0.03554945,-0.03976154,0.55472955,-0.61403902,0.38390553,-0.41942179,0.00707362,-0.00835235,1.30729821,-1.46384305,0.67386174,-0.74511953,0.24002900,-0.26086419
-5.69384692,2.01821858,-2.29271975,0.00027332,-0.00038471,0.03450710,-0.03879694,0.54083322,-0.60684648,0.37009337,-0.41324892,0.00671948,-0.00815814,1.26816335,-1.44660015,0.65561584,-0.73693308,0.23315062,-0.25913091
-5.68784392,1.94817184,-2.25505061,0.00025916,-0.00037139,0.03349636,-0.03783676,0.52599167,-0.59827409,0.35513823,-0.40548679,0.00634538,-0.00792857,1.22558807,-1.42457530,0.63576540,-0.72659111,0.22541416,-0.25631092
-5.68184092,1.87357647,-2.21005746,0.00024491,-0.00035803,0.03252098,-0.03688371,0.51032654,-0.58833207,0.33921632,-0.39616478,0.00595620,-0.00766465,1.18002816,-1.39780735,0.61449528,-0.71410309,0.21691937,-0.25240117
-5.67583792,1.79524451,-2.15796730,0.00023054,-0.00034437,0.03158396,-0.03594038,0.49396725,-0.57705466,0.32252118,-0.38534546,0.00555716,-0.00736847,1.13198789,-1.36643121,0.59201156,-0.69951656,0.20777966,-0.24742204
-5.66983492,1.71404139,-2.09915166,0.00021607,-0.00033025,0.03068747,-0.03500910,0.47704704,-0.56449868,0.30525859,-0.37312321,0.00515360,-0.00704309,1.08200598,-1.33067428,0.56853614,-0.68291652,0.19811884,-0.24141666
-5.66383192,1.63086362,-2.03411613,0.00020157,-0.00031557,0.02983298,-0.03409183,0.45969931,-0.55074131,0.28764140,-0.35962177,0.00475089,-0.00669238,1.03064168,-1.29084998,0.54430125,-0.66442360,0.18806772,-0.23444953
-5.65782891,1.54661760,-1.96348576,0.00018710,-0.00030030,0.02902132,-0.03319013,0.44205455,-0.53587735,0.26988442,-0.34499080,0.00435418,-0.00632091,0.97846136,-1.24734857,0.51954413,-0.64419103,0.17776077,-0.22660450
-5.65182591,1.46220050,-1.88798723,0.00017276,-0.00028446,0.02825290,-0.03230506,0.42423798,-0.52001607,0.25219982,-0.32940187,0.00396837,-0.00593373,0.92602646,-1.20062590,0.49450222,-0.62240070,0.16733307,-0.21798221
-5.64582291,1.37848389,-1.80842880,0.00015865,-0.00026812,0.02752804,-0.03143729,0.40636806,-0.50327795,0.23479294,-0.31304369,0.00359794,-0.00553617,0.87388316,-1.15119075,0.46940894,-0.59925857,0.15691741,-0.20869715
-5.63981991,1.29630074,-1.72567899,0.00014489,-0.00025140,0.02684723,-0.03058709,0.38855581,-0.48579143,0.21785893,-0.29611724,0.00324689,-0.00513373,0.82255409,-1.09959129,0.44449033,-0.57498957,0.14664195,-0.19887444
-5.63381691,1.21643593,-1.64064529,0.00013157,-0.00023443,0.02621157,-0.02975453,0.37090492,-0.46768992,0.20157998,-0.27883073,0.00291870,-0.00473186,0.77253225,-1.04640154,0.41996257,-0.54983243,0.13662824,-0.18864654
-5.62781391,1.13962039,-1.55425362,0.00011879,-0.00021736,0.02562314,-0.02893964,0.35351268,-0.44910923,0.18612342,-0.26139470,0.00261631,-0.00433583,0.72427720,-0.99220834,0.39603033,-0.52403450,0.12698980,-0.17814999
-5.62181091,1.06652852,-1.46742969,0.00010665,-0.00020036,0.02508538,-0.02814268,0.33647138,-0.43018553,0.17164063,-0.24401753,0.00234211,-0.00395058,0.67821335,-0.93759940,0.37288601,-0.49784705,0.11783118,-0.16752235
-5.61580790,0.99777860,-1.38108279,0.00009521,-0.00018360,0.02460346,-0.02736445,0.31987018,-0.41105386,0.15826652,-0.22690145,0.00209797,-0.00358065,0.63473005,-0.88315286,0.35070965,-0.47152100,0.10924747,-0.15689943
-5.60980490,0.93393544,-1.29609252,0.00008454,-0.00016722,0.02418455,-0.02660658,0.30379709,-0.39184734,0.14611975,-0.21023919,0.00188528,-0.00323010,0.59418316,-0.82942881,0.32966943,-0.44530331,0.10132429,-0.14641294
-5.60380190,0.87551471,-1.21329872,0.00007467,-0.00015138,0.02383804,-0.02587189,0.28834099,-0.37269688,0.13530330,-0.19421134,0.00170499,-0.00290245,0.55689767,-0.77696267,0.30992244,-0.41943420,0.09413800,-0.13618852
-5.59779890,0.82298801,-1.13349470,0.00006564,-0.00013621,0.02357561,-0.02516471,0.27359326,-0.35373137,0.12590543,-0.17898449,0.00155768,-0.00260066,0.52317089,-0.72626078,0.29161577,-0.39414501,0.08775632,-0.12634428
-5.59179590,0.77678814,-1.05742341,0.00005746,-0.00012183,0.02341121,-0.02449116,0.25964917,-0.33507834,0.11800082,-0.16471009,0.00144362,-0.00232714,0.49327565,-0.67779772,0.27488737,-0.36965683,0.08223897,-0.11698991
-5.58579290,0.73731366,-0.98577625,0.00005015,-0.00010832,0.02336090,-0.02385943,0.24660854,-0.31686466,0.11165168,-0.15152391,0.00136282,-0.00208379,0.46746329,-0.63201546,0.25986688,-0.34617974,0.07763844,-0.10822604
-5.57978989,0.70493240,-0.91919410,0.00004368,-0.00009575,0.02344255,-0.02327987,0.23457578,-0.29921748,0.10690878,-0.13954621,0.00131510,-0.00187204,0.44596584,-0.58932383,0.24667596,-0.32391251,0.07400077,-0.10014421
-5.57378689,0.67998314,-0.85826969,0.00003805,-0.00008417,0.02367540,-0.02276513,0.22365922,-0.28226492,0.10381229,-0.12888225,0.00130011,-0.00169284,0.42899730,-0.55010186,0.23542824,-0.30304264,0.07136618,-0.09282697
-5.56778389,0.66277553,-0.80355086,0.00003323,-0.00007361,0.02407953,-0.02233008,0.21396975,-0.26613656,0.10239229,-0.11962310,0.00131740,-0.00154683,0.41675365,-0.51469983,0.22622871,-0.28374659,0.06976956,-0.08634840
-5.56178089,0.65358783,-0.75554392,0.00002920,-0.00006407,0.02467519,-0.02199166,0.20561865,-0.25096355,0.10266896,-0.11184672,0.00136642,-0.00143429,0.40941172,-0.48344130,0.21917259,-0.26618997,0.06924079,-0.08077464
-5.55577789,0.65266272,-0.71471653,0.00002594,-0.00005556,0.02548212,-0.02176863,0.19871508,-0.23687824,0.10465239,-0.10561892,0.00144657,-0.00135526,0.40712678,-0.45662495,0.21434368,-0.25052763,0.06980483,-0.07616454
-5.54977489,0.66020130,-0.68149950,0.00002343,-0.00004804,0.02651876,-0.02168117,0.19336291,-0.22401329,0.10834208,-0.10099435,0.00155719,-0.00130959,0.41002898,-0.43452579,0.21181235,-0.23690343,0.07148158,-0.07257030
-5.54377189,0.67635562,-0.65628720,0.00002164,-0.00004150,0.02780153,-0.02175037,0.18965737,-0.21250021,0.11372615,-0.09801716,0.00169759,-0.00129697,0.41821897,-0.41739555,0.21163316,-0.22544973,0.07428551,-0.07003799
-5.53776888,0.70122018,-0.63943616,0.00002057,-0.00003588,0.02934399,-0.02199768,0.18768157,-0.20246744,0.12078038,-0.09672143,0.00186702,-0.00131695,0.43176280,-0.40546191,0.21384235,-0.21628641,0.07822518,-0.06860788
-5.53176588,0.73482299,-0.63126186,0.00002022,-0.00003114,0.03115627,-0.02244421,0.18750305,-0.19403790,0.12946707,-0.09713123,0.00206473,-0.00136900,0.45068650,-0.39892672,0.21845529,-0.20951949,0.08330250,-0.06831464
-5.52576288,0.77711662,-0.63203363,0.00002059,-0.00002724,0.03324433,-0.02311006,0.18917049,-0.18732626,0.13973398,-0.09926034,0.00228994,-0.00145251,0.47497065,-0.39796302,0.22546403,-0.20523939,0.08951202,-0.06918720
-5.51975988,0.82796986,-0.64196792,0.00002170,-0.00002413,0.03560958,-0.02401355,0.19271082,-0.18243584,0.15151333,-0.10311158,0.00254185,-0.00156678,0.50454523,-0.40271102,0.23483523,-0.20351883,0.09684009,-0.07124852
-5.51375688,0.88716048,-0.66122008,0.00002360,-0.00002176,0.03824842,-0.02517049,0.19812677,-0.17945549,0.16472105,-0.10867586,0.00281968,-0.00171108,0.53928510,-0.41327322,0.24650835,-0.20441050,0.10526405,-0.07451498
-5.50775388,0.95436950,-0.68987525,0.00002635,-0.00002011,0.04115208,-0.02659349,0.20539497,-0.17845635,0.17925636,-0.11593104,0.00312265,-0.00188457,0.57900632,-0.42970888,0.26039444,-0.20794454,0.11475148,-0.07899565
-5.50175088,1.02917746,-0.72793865,0.00003000,-0.00001913,0.04430652,-0.02829130,0.21446469,-0.17948886,0.19500172,-0.12484059,0.00345008,-0.00208636,0.62346365,-0.45202815,0.27637552,-0.21412614,0.12525957,-0.08469145
-5.49574787,1.11106279,-0.77532594,0.00003466,-0.00001881,0.04769253,-0.03026824,0.22525725,-0.18257992,0.21182326,-0.13535225,0.00380136,-0.00231549,0.67234922,-0.48018615,0.29430453,-0.22293312,0.13673465,-0.09159404
-5.48974487,1.19940265,-0.83185407,0.00004044,-0.00001914,0.05128598,-0.03252374,0.23766610,-0.18773043,0.22957175,-0.14739681,0.00417601,-0.00257093,0.72529269,-0.51407734,0.31400605,-0.23431389,0.14911179,-0.09968487
-5.48374187,1.29347621,-0.89723331,0.00004748,-0.00002013,0.05505818,-0.03505202,0.25155760,-0.19491341,0.24808400,-0.16088709,0.00457375,-0.00285159,0.78186285,-0.55353053,0.33527755,-0.24818564,0.16231480,-0.10893408
-5.47773887,1.39247038,-0.97106089,0.00005593,-0.00002177,0.05897639,-0.03784184,0.26677244,-0.20407246,0.26718489,-0.17571723,0.00499447,-0.00315638,0.84157065,-0.59830479,0.35789143,-0.26443322,0.17625627,-0.11929959
-5.47173587,1.49548800,-1.05281678,0.00006597,-0.00002412,0.06300448,-0.04087649,0.28312774,-0.21512106,0.28668972,-0.19176243,0.00543835,-0.00348417,0.90387379,-0.64808669,0.38159755,-0.28290840,0.19083794,-0.13072630
-5.46573287,1.60155829,-1.14186198,0.00007782,-0.00002721,0.06710357,-0.04413389,0.30041962,-0.22794237,0.30640710,-0.20887919,0.00590578,-0.00383391,0.96818265,-0.70248894,0.40612634,-0.30342994,0.20595131,-0.14314552
-5.45972986,1.70964937,-1.23743967,0.00009170,-0.00003111,0.07123279,-0.04758680,0.31842644,-0.24238983,0.32614213,-0.22690617,0.00639743,-0.00420461,1.03386753,-0.76105078,0.43119248,-0.32578434,0.22147849,-0.15647467
-5.45372686,1.81868279,-1.33867943,0.00010786,-0.00003590,0.07535016,-0.05120327,0.33691239,-0.25828841,0.34569985,-0.24566559,0.00691420,-0.00459544,1.10026718,-0.82324024,0.45649893,-0.34972732,0.23729326,-0.17061728
-5.44772386,1.92754961,-1.44460477,0.00012660,-0.00004169,0.07941330,-0.05494712,0.35563162,-0.27543660,0.36488890,-0.26496536,0.00745719,-0.00500574,1.16669845,-0.88845833,0.48174144,-0.37498611,0.25326246,-0.18546341
-5.44172086,2.03512796,-1.55414377,0.00014822,-0.00004858,0.08338035,-0.05877865,0.37433262,-0.29360916,0.38352525,-0.28460169,0.00802761,-0.00543511,1.23246683,-0.95604524,0.50661330,-0.40126254,0.26924755,-0.20089033
-5.43571786,2.14030181,-1.66614303,0.00017307,-0.00005674,0.08721073,-0.06265536,0.39276297,-0.31256042,0.40143594,-0.30436237,0.00862670,-0.00588343,1.29687793,-1.02528858,0.53081049,-0.42823681,0.28510644,-0.21676371
-5.42971486,2.24198057,-1.77938460,0.00020151,-0.00006631,0.09086594,-0.06653282,0.41067426,-0.33202835,0.41846277,-0.32403049,0.00925563,-0.00635089,1.35924960,-1.09543342,0.55403698,-0.45557202,0.30069551,-0.23293916
-5.42371186,2.33911924,-1.89260558,0.00023397,-0.00007749,0.09431035,-0.07036555,0.42782714,-0.35173913,0.43446578,-0.34338859,0.00991533,-0.00683800,1.41892452,-1.16569420,0.57601016,-0.48291941,0.31587190,-0.24926412
-5.41770885,2.43073882,-2.00452015,0.00027088,-0.00009048,0.09751189,-0.07410800,0.44399643,-0.37141221,0.44932655,-0.36222306,0.01060634,-0.00734559,1.47528302,-1.23526814,0.59646643,-0.50992408,0.33049591,-0.26558016
-5.41170585,2.51594648,-2.11384347,0.00031274,-0.00010551,0.10044276,-0.07771546,0.45897610,-0.39076583,0.46295113,-0.38032872,0.01132868,-0.00787478,1.52775597,-1.30334997,0.61516667,-0.53623132,0.34443352,-0.28172551
-5.40570285,2.59395507,-2.21931689,0.00036010,-0.00012284,0.10308007,-0.08114506,0.47258405,-0.40952278,0.47527263,-0.39751347,0.01208165,-0.00842688,1.57583714,-1.36914758,0.63190162,-0.56149325,0.35755910,-0.29753795
-5.39969985,2.66410145,-2.31973394,0.00041358,-0.00014276,0.10540646,-0.08435662,0.48466649,-0.42741639,0.48625335,-0.41360276,0.01286371,-0.00900333,1.61909510,-1.43189837,0.64649687,-0.58537574,0.36975803,-0.31285781
-5.39369685,2.72586295,-2.41396633,0.00047384,-0.00016558,0.10741068,-0.08731357,0.49510188,-0.44419641,0.49588633,-0.42844388,0.01367236,-0.00960557,1.65718376,-1.49088567,0.65881748,-0.60756549,0.38092931,-0.32753113
-5.38769385,2.77887158,-2.50098917,0.00054166,-0.00019165,0.10908804,-0.08998371,0.50380411,-0.45963487,0.50419638,-0.44190975,0.01450402,-0.01023487,1.68985159,-1.54545492,0.66877177,-0.62777694,0.39098804,-0.34141283
-5.38169085,2.82292499,-2.57990480,0.00061787,-0.00022137,0.11044093,-0.09233991,0.51072489,-0.47353154,0.51124038,-0.45390233,0.01535399,-0.01089223,1.71694868,-1.59502903,0.67631440,-0.64575903,0.39986766,-0.35436983
-5.37568784,2.85799391,-2.64996423,0.00070341,-0.00025516,0.11147919,-0.09436072,0.51585519,-0.48571885,0.51710692,-0.46435522,0.01621648,-0.01157813,1.73843149,-1.63912237,0.68144817,-0.66130140,0.40752185,-0.36628401
-5.36968484,2.88422524,-2.71058564,0.00079933,-0.00029352,0.11222038,-0.09603084,0.51922552,-0.49606619,0.52191514,-0.47323563,0.01708461,-0.01229242,1.75436477,-1.67735300,0.68422474,-0.67423994,0.41392595,-0.37705489
-5.36368184,2.90194040,-2.76136892,0.00090677,-0.00033700,0.11269001,-0.09734152,0.52090509,-0.50448322,0.52581278,-0.48054542,0.01795053,-0.01303410,1.76492037,-1.70945244,0.68474373,-0.68446140,0.41907791,-0.38660197
-5.35767884,2.91162864,-2.80210591,0.00102696,-0.00038621,0.11292162,-0.09829077,0.52099976,-0.51092225,0.52897345,-0.48632132,0.01880560,-0.01380124,1.77037266,-1.73527268,0.68315042,-0.69190687,0.42299860,-0.39486665
-5.35167584,2.91393510,-2.83278549,0.00116124,-0.00044186,0.11295670,-0.09888348,0.51964871,-0.51537933,0.53159306,-0.49063407,0.01964060,-0.01459082,1.77109066,-1.75478996,0.67963176,-0.69657383,0.42573139,-0.40181353
-5.34567284,2.90964370,-2.85359332,0.00131099,-0.00050474,0.11284455,-0.09913142,0.51702003,-0.51789421,0.53388559,-0.49358675,0.02044593,-0.01539867,1.76752669,-1.76810497,0.67441089,-0.69851672,0.42734110,-0.40743124
-5.33966983,2.89965521,-2.86490591,0.00147764,-0.00057573,0.11264185,-0.09905309,0.51330523,-0.51854879,0.53607816,-0.49531206,0.02121196,-0.01621945,1.76020200,-1.77543945,0.66774010,-0.69784585,0.42791216,-0.41173250
