energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,S_s_up,S_s_down,S_p_up,S_p_down,V_p_up,V_p_down,V_d_up,V_d_down
-5.85592796,2.89318158,-1.73944347,0.02077573,-0.01807239,0.03515054,-0.02880810,1.52200094,-0.88288095,0.35520244,-0.15896701,0.02198007,-0.01428616,1.81997588,-1.11572869,0.96459310,-0.58096349,0.36122674,-0.22058404
-5.84992496,3.00546392,-1.85351653,0.02174365,-0.01913461,0.03592691,-0.03028535,1.57719181,-0.94387870,0.36831290,-0.16849094,0.02324290,-0.01528419,1.89181257,-1.19001643,0.99808616,-0.62033399,0.37862071,-0.23760622
-5.84392196,3.11079926,-1.97200793,0.02266038,-0.02023876,0.03657775,-0.03184474,1.62861921,-1.00745739,0.38061686,-0.17840831,0.02446013,-0.01629527,1.95933919,-1.26716456,1.02896304,-0.66124894,0.39508752,-0.25534105
-5.83791896,3.20764279,-2.09389335,0.02351323,-0.02135817,0.03708806,-0.03346074,1.67547245,-1.07315489,0.39194450,-0.18863289,0.02561506,-0.01730669,2.02157529,-1.34654210,1.05677653,-0.70334422,0.41037182,-0.27364917
-5.83191596,3.29450567,-2.21803652,0.02429044,-0.02246610,0.03744490,-0.03510655,1.71697382,-1.14043088,0.40213066,-0.19907044,0.02669134,-0.01830560,2.07757328,-1.42744361,1.08110780,-0.74621493,0.42422562,-0.29237183
-5.82591296,3.36998768,-2.34319765,0.02498146,-0.02353625,0.03763782,-0.03675437,1.75239744,-1.20866855,0.41101815,-0.20961926,0.02767329,-0.01927922,2.12643915,-1.50909407,1.10157505,-0.78941956,0.43641466,-0.31133164
-5.81990995,3.43280910,-2.46804610,0.02557708,-0.02454334,0.03765907,-0.03837578,1.78108757,-1.27717910,0.41846100,-0.22017111,0.02854624,-0.02021519,2.16735273,-1.59065661,1.11784153,-0.83248556,0.44672463,-0.33033395
-5.81390695,3.48184086,-2.59117753,0.02606960,-0.02546363,0.03750390,-0.03994205,1.80247551,-1.34520948,0.42432774,-0.23061244,0.02929679,-0.02110181,2.19958701,-1.67124302,1.12962277,-0.87491641,0.45496699,-0.34916911
-5.80790395,3.51613190,-2.71113512,0.02645289,-0.02627543,0.03717063,-0.04142468,1.81609467,-1.41195320,0.42850439,-0.24082600,0.02991317,-0.02192833,2.22252574,-1.74992717,1.13669285,-0.91620004,0.46098422,-0.36761524
-5.80190095,3.53493309,-2.82643472,0.02672248,-0.02695961,0.03666074,-0.04279585,1.82159325,-1.47656411,0.43089737,-0.25069268,0.03038544,-0.02268518,2.23567900,-1.82576078,1.13888948,-0.95581843,0.46465434,-0.38544180
-5.79589795,3.53771678,-2.93559307,0.02687556,-0.02750003,0.03597877,-0.04402899,1.81874412,-1.53817297,0.43143595,-0.26009368,0.03070572,-0.02336419,2.23869606,-1.89779148,1.13611780,-0.99325809,0.46589435,-0.40241378
-5.78989495,3.52419162,-3.03715830,0.02691091,-0.02788387,0.03513224,-0.04509935,1.80745153,-1.59590611,0.43007436,-0.26891285,0.03086836,-0.02395881,2.23137524,-1.96508230,1.12835281,-1.02802102,0.46466267,-0.41829628
-5.78389195,3.49431179,-3.12974156,0.02682889,-0.02810191,0.03413141,-0.04598455,1.78775447,-1.64890578,0.42679345,-0.27703909,0.03087011,-0.02446417,2.21367036,-2.02673204,1.11564036,-1.05963584,0.46096039,-0.43285958
-5.77788894,3.44828072,-3.21204873,0.02663130,-0.02814866,0.03298899,-0.04666513,1.75982655,-1.69635128,0.42160172,-0.28436880,0.03071012,-0.02487715,2.18569364,-2.08189582,1.09809666,-1.08766864,0.45483126,-0.44588434
-5.77188594,3.38654877,-3.28291079,0.02632129,-0.02802247,0.03171978,-0.04712501,1.72397244,-1.73748017,0.41453585,-0.29080819,0.03039005,-0.02519643,2.14771477,-2.12980489,1.07590631,-1.11173304,0.44636051,-0.45716690
-5.76588294,3.30980510,-3.34131186,0.02590322,-0.02772542,0.03034031,-0.04735195,1.68062101,-1.77160863,0.40566052,-0.29627538,0.02991397,-0.02542238,2.10015630,-2.16978500,1.04931895,-1.13149915,0.43567248,-0.46652433
-5.75987994,3.21896393,-3.38641351,0.02538257,-0.02726314,0.02886841,-0.04733783,1.63031537,-1.79815027,0.39506756,-0.30070226,0.02928832,-0.02555695,2.04358537,-2.20127255,1.01864448,-1.14670110,0.42292722,-0.47379928
-5.75387694,3.11514533,-3.41757460,0.02476576,-0.02664456,0.02732273,-0.04707888,1.57370021,-1.81663246,0.38287449,-0.30403586,0.02852173,-0.02560353,1.97870193,-2.22382793,0.98424715,-1.15714270,0.40831610,-0.47886414
-5.74787394,2.99965142,-3.43436564,0.02406004,-0.02588155,0.02572235,-0.04657579,1.51150691,-1.82670961,0.36922237,-0.30623942,0.02762490,-0.02556670,1.90632395,-2.23714542,0.94653848,-1.16270119,0.39205681,-0.48162468
-5.74187094,2.87393834,-3.43657732,0.02327338,-0.02498843,0.02408632,-0.04583364,1.44453684,-1.82817285,0.35427300,-0.30729282,0.02661028,-0.02545200,1.82736991,-2.24105935,0.90596937,-1.16332883,0.37438763,-0.48202271
-5.73586793,2.73958509,-3.42422274,0.02241433,-0.02398149,0.02243325,-0.04486179,1.37364347,-1.82095574,0.33820573,-0.30719266,0.02549187,-0.02526565,1.74283910,-2.23554638,0.86302140,-1.15905241,0.35556149,-0.48003788
-5.72986493,2.59825996,-3.39753349,0.02149195,-0.02287848,0.02078099,-0.04367359,1.29971382,-1.80513570,0.32121367,-0.30595172,0.02428487,-0.02501431,1.65379040,-2.22072366,0.81819772,-1.14997072,0.33583983,-0.47568845
-5.72386193,2.45168572,-3.35694976,0.02051564,-0.02169802,0.01914625,-0.04228596,1.22364988,-1.78093138,0.30349969,-0.30359810,0.02300537,-0.02470474,1.56132012,-2.19684333,0.77201371,-1.13625010,0.31548656,-0.46903095
-5.71785893,2.30160440,-3.30310506,0.01949508,-0.02045908,0.01754437,-0.04071895,1.14635047,-1.74869589,0.28527213,-0.30017385,0.02166998,-0.02434364,1.46653956,-2.16428336,0.72498757,-1.11811844,0.29476227,-0.46015881
-5.71185593,2.14974284,-3.23680624,0.01844008,-0.01918045,0.01598908,-0.03899518,1.06869409,-1.70890642,0.26674050,-0.29573331,0.02029551,-0.02393731,1.37055289,-2.12353546,0.67763119,-1.09585783,0.27391885,-0.44920000
-5.70585293,1.99777992,-3.15900984,0.01736053,-0.01788030,0.01449236,-0.03713918,0.99152315,-1.66215065,0.24811120,-0.29034127,0.01889856,-0.02349157,1.27443614,-2.07519046,0.63044141,-1.06979621,0.25319478,-0.43631375
-5.69984992,1.84731626,-3.07079567,0.01626621,-0.01657575,0.01306432,-0.03517683,0.91562998,-1.60911052,0.22958348,-0.28407093,0.01749526,-0.02301155,1.17921758,-2.01992192,0.58389199,-1.04029846,0.23281098,-0.42168637
-5.69384692,1.69984719,-2.97333886,0.01516673,-0.01528253,0.01171319,-0.03313463,0.84174486,-1.55054423,0.21134569,-0.27700178,0.01610091,-0.02250159,1.08586026,-1.95846861,0.53842635,-1.00775731,0.21296750,-0.40552660
-5.68784392,1.55673966,-2.86788145,0.01407138,-0.01401473,0.01044527,-0.03103913,0.77052621,-1.48726695,0.19357193,-0.26921765,0.01472969,-0.02196524,0.99524691,-1.89161659,0.49445126,-0.97258427,0.19384101,-0.38806034
-5.68184092,1.41921330,-2.75570449,0.01298903,-0.01278459,0.00926505,-0.02891628,0.70255310,-1.42013119,0.17641930,-0.26080478,0.01339449,-0.02140525,0.90816754,-1.82018161,0.45233158,-0.93520110,0.17558307,-0.36952519
-5.67583792,1.28832619,-2.63810174,0.01192797,-0.01160244,0.00817525,-0.02679094,0.63831995,-1.35000740,0.16002561,-0.25185012,0.01210664,-0.02082357,0.82530988,-1.74499236,0.41238613,-0.89603192,0.15831915,-0.35016486
-5.66983492,1.16496506,-2.51635562,0.01089585,-0.01047663,0.00717697,-0.02468633,0.57823349,-1.27776552,0.14450781,-0.24243992,0.01087584,-0.02022154,0.74725282,-1.66687505,0.37488462,-0.85549625,0.14214846,-0.33022378
-5.66383192,1.04984012,-2.39171612,0.00989955,-0.00941356,0.00626983,-0.02262373,0.52261163,-1.20425802,0.12996093,-0.23265853,0.00971004,-0.01959995,0.67446256,-1.58663987,0.34004578,-0.81400302,0.12714439,-0.30994186
-5.65782891,0.94348411,-2.26538295,0.00894509,-0.00841777,0.00545217,-0.02062207,0.47168428,-1.13030475,0.11645770,-0.22258756,0.00861541,-0.01895919,0.60729167,-1.50506941,0.30803644,-0.77194574,0.11335546,-0.28954985
-5.65182591,0.84625531,-2.13849124,0.00803759,-0.00749210,0.00472118,-0.01869779,0.42559568,-1.05668008,0.10404876,-0.21230524,0.00759639,-0.01829947,0.54598044,-1.42290920,0.27897172,-0.72969861,0.10080684,-0.26926517
-5.64582291,0.75834394,-2.01210067,0.00718118,-0.00663782,0.00407315,-0.01686463,0.38440808,-0.98410239,0.09276329,-0.20188614,0.00665571,-0.01762096,0.49066063,-1.34086049,0.25291599,-0.68761377,0.08950218,-0.24928844
-5.63981991,0.67978155,-1.88718791,0.00637902,-0.00585481,0.00350361,-0.01513368,0.34810652,-0.91322595,0.08261016,-0.19140100,0.00579454,-0.01692394,0.44136099,-1.25957490,0.22988473,-0.64601927,0.07942568,-0.22980077
-5.63381691,0.61045283,-1.76464188,0.00563328,-0.00514182,0.00300752,-0.01351331,0.31660451,-0.84463515,0.07357946,-0.18091672,0.00501261,-0.01620902,0.39801440,-1.17965098,0.20984704,-0.60521790,0.07054441,-0.21096176
-5.62781391,0.55010920,-1.64526159,0.00494515,-0.00449662,0.00257944,-0.01200935,0.28975029,-0.77884098,0.06564426,-0.17049654,0.00430838,-0.01547717,0.36046622,-1.10163222,0.19272866,-0.56548640,0.06281062,-0.19290827
-5.62181091,0.49838381,-1.52975582,0.00431492,-0.00391620,0.00221369,-0.01062518,0.26733362,-0.71627939,0.05876262,-0.16020013,0.00367922,-0.01472990,0.32848359,-1.02600617,0.17841564,-0.52707518,0.05616413,-0.17575386
-5.61580790,0.45480738,-1.41874417,0.00374203,-0.00339701,0.00190448,-0.00936198,0.24909282,-0.65731130,0.05287977,-0.15008374,0.00312160,-0.01396930,0.30176529,-0.95320447,0.16675825,-0.49020815,0.05053467,-0.15958890
-5.60980490,0.41882456,-1.31275906,0.00322516,-0.00293509,0.00164605,-0.00821897,0.23472207,-0.60222394,0.04793023,-0.14020028,0.00263130,-0.01319805,0.27995204,-0.88360334,0.15757530,-0.45508257,0.04584408,-0.14448121
-5.60380190,0.38981029,-1.21224801,0.00276232,-0.00252623,0.00143271,-0.00719361,0.22387883,-0.55123324,0.04384009,-0.13059923,0.00220361,-0.01241940,0.26263697,-0.81752421,0.15065873,-0.42186891,0.04200844,-0.13047714
-5.59779890,0.36708617,-1.11757601,0.00235097,-0.00216610,0.00125903,-0.00628193,0.21619132,-0.50448688,0.04052915,-0.12132655,0.00183345,-0.01163714,0.24937608,-0.75523447,0.14577837,-0.39071051,0.03894004,-0.11760304
-5.59179590,0.34993635,-1.02902764,0.00198814,-0.00185039,0.00111980,-0.00547876,0.21126601,-0.46206779,0.03791298,-0.11242436,0.00151561,-0.01085553,0.23969857,-0.69694795,0.14268692,-0.36172309,0.03654918,-0.10586691
-5.58579290,0.33762297,-0.94680889,0.00167049,-0.00157487,0.00101017,-0.00477798,0.20869518,-0.42399793,0.03590489,-0.10393056,0.00124484,-0.01007914,0.23311703,-0.64282530,0.14112498,-0.33499409,0.03474588,-0.09526029
-5.57978989,0.32940090,-0.87104848,0.00139451,-0.00133546,0.00092562,-0.00417281,0.20806436,-0.39024216,0.03441781,-0.09587833,0.00101600,-0.00931277,0.22913719,-0.59297406,0.14082625,-0.31058199,0.03344133,-0.08576010
-5.57378689,0.32453183,-0.80179911,0.00115652,-0.00112831,0.00086205,-0.00365597,0.20895978,-0.36071213,0.03336592,-0.08829564,0.00082414,-0.00856128,0.22726750,-0.54744876,0.14152273,-0.28851558,0.03254931,-0.07733066
-5.56778389,0.32229747,-0.73903850,0.00095284,-0.00094981,0.00081577,-0.00321991,0.21097564,-0.33527013,0.03266624,-0.08120465,0.00066462,-0.00782945,0.22702805,-0.50625100,0.14294978,-0.26879336,0.03198743,-0.06992544
-5.56178089,0.32201188,-0.68267071,0.00077985,-0.00079659,0.00078352,-0.00285696,0.21372120,-0.31373305,0.03224001,-0.07462128,0.00053311,-0.00712183,0.22795920,-0.46932982,0.14485129,-0.25138323,0.03167823,-0.06348892
-5.55577789,0.32303282,-0.63252797,0.00063403,-0.00066561,0.00076248,-0.00255950,0.21682749,-0.29587636,0.03201387,-0.06855474,0.00042570,-0.00644264,0.22962948,-0.43658254,0.14698442,-0.23622258,0.03155015,-0.05795824
-5.54977489,0.32477198,-0.58837333,0.00051203,-0.00055406,0.00075029,-0.00232003,0.21995372,-0.28143836,0.03192102,-0.06300728,0.00033885,-0.00579559,0.23164284,-0.40785630,0.14912426,-0.22321892,0.03153847,-0.05326475
-5.54377189,0.32670402,-0.54990441,0.00041075,-0.00045944,0.00074504,-0.00213132,0.22279294,-0.27012462,0.03190204,-0.05797405,0.00026947,-0.00518385,0.23364522,-0.38295048,0.15106793,-0.21225109,0.03158598,-0.04933550
-5.53776888,0.32837431,-0.51675845,0.00032729,-0.00037948,0.00074529,-0.00198644,0.22507716,-0.26161292,0.03190569,-0.05344323,0.00021486,-0.00460996,0.23533007,-0.36162018,0.15263832,-0.20317130,0.03164364,-0.04609455
-5.53176588,0.32940515,-0.48851890,0.00025905,-0.00031218,0.00075008,-0.00187883,0.22658147,-0.25555855,0.03188946,-0.04939630,0.00017275,-0.00407577,0.23644301,-0.34358080,0.15368715,-0.19580783,0.03167109,-0.04346429
-5.52576288,0.32950051,-0.46472345,0.00020368,-0.00025576,0.00075892,-0.00180236,0.22712725,-0.25160024,0.03182004,-0.04580855,0.00014124,-0.00358245,0.23678531,-0.32851381,0.15409739,-0.18996856,0.03163697,-0.04136666
-5.51975988,0.32844898,-0.44487362,0.00015911,-0.00020866,0.00077181,-0.00175133,0.22658422,-0.24936640,0.03167347,-0.04264983,0.00011881,-0.00313048,0.23621628,-0.31607363,0.15378486,-0.18544512,0.03151915,-0.03972427
-5.51375688,0.32612516,-0.42844560,0.00012350,-0.00016949,0.00078925,-0.00172056,0.22487134,-0.24848198,0.03143530,-0.03988545,0.00010427,-0.00271972,0.23465430,-0.30589545,0.15269906,-0.18201781,0.03130478,-0.03846156
-5.50775388,0.32248914,-0.41490223,0.00009529,-0.00013707,0.00081226,-0.00170532,0.22195650,-0.24857552,0.03110046,-0.03747724,0.00009679,-0.00234944,0.23207671,-0.29760399,0.15082316,-0.17946085,0.03099023,-0.03750587
-5.50175088,0.31758433,-0.40370570,0.00007313,-0.00011034,0.00084236,-0.00170143,0.21785493,-0.24928645,0.03067300,-0.03538475,0.00009580,-0.00201838,0.22851834,-0.29082260,0.14817307,-0.17754805,0.03058079,-0.03678848
-5.49574787,0.31153357,-0.39433056,0.00005589,-0.00008841,0.00088160,-0.00170526,0.21262651,-0.25027232,0.03016568,-0.03356647,0.00010103,-0.00172486,0.22406889,-0.28518286,0.14479579,-0.17605860,0.03009030,-0.03624563
-5.48974487,0.30453368,-0.38627672,0.00004260,-0.00007050,0.00093255,-0.00171372,0.20637195,-0.25121586,0.02959940,-0.03198118,0.00011245,-0.00146688,0.21886910,-0.28033393,0.14076694,-0.17478273,0.02954064,-0.03581945
-5.48374187,0.29684854,-0.37908184,0.00003248,-0.00005595,0.00099831,-0.00172431,0.19922814,-0.25183145,0.02900248,-0.03058912,0.00013029,-0.00124218,0.21310594,-0.27595157,0.13618769,-0.17352721,0.02896101,-0.03545877
-5.47773887,0.28880099,-0.37233282,0.00002490,-0.00004418,0.00108245,-0.00173512,0.19136258,-0.25187097,0.02840987,-0.02935324,0.00015497,-0.00104836,0.20700688,-0.27174655,0.13118107,-0.17212022,0.02838716,-0.03511996
-5.47173587,0.28076358,-0.36567585,0.00001932,-0.00003472,0.00118904,-0.00174486,0.18296740,-0.25112864,0.02786215,-0.02824025,0.00018712,-0.00088296,0.20083337,-0.26747185,0.12588793,-0.17041564,0.02786044,-0.03476748
-5.46573287,0.27314854,-0.35882474,0.00001533,-0.00002715,0.00132257,-0.00175288,0.17425296,-0.24944477,0.02740456,-0.02722154,0.00022752,-0.00074355,0.19487379,-0.26292878,0.12046257,-0.16829652,0.02742685,-0.03437442
-5.45972986,0.26639709,-0.35156736,0.00001261,-0.00002113,0.00148791,-0.00175916,0.16544130,-0.24670820,0.02708583,-0.02627396,0.00027714,-0.00062781,0.18943594,-0.25797156,0.11506821,-0.16567754,0.02713590,-0.03392284
-5.45372686,0.26096836,-0.34376975,0.00001090,-0.00001638,0.00169022,-0.00176434,0.15675968,-0.24285734,0.02695699,-0.02538038,0.00033703,-0.00053356,0.18483929,-0.25251028,0.10987250,-0.16250655,0.02703950,-0.03340387
-5.44772386,0.25732807,-0.33537808,0.00001001,-0.00001266,0.00193488,-0.00176972,0.14843437,-0.23787982,0.02707020,-0.02453004,0.00040835,-0.00045888,0.18140710,-0.24651229,0.10504309,-0.15876495,0.02719070,-0.03281776
-5.44172086,0.25593721,-0.32641825,0.00000979,-0.00000976,0.00222731,-0.00177724,0.14068486,-0.23181074,0.02747740,-0.02371873,0.00049232,-0.00040207,0.17945858,-0.24000184,0.10074340,-0.15446713,0.02764251,-0.03217367
-5.43571786,0.25724085,-0.31699335,0.00001014,-0.00000753,0.00257293,-0.00178950,0.13371863,-0.22472957,0.02822905,-0.02294876,0.00059016,-0.00036174,0.17930127,-0.23305816,0.09712877,-0.14965883,0.02844660,-0.03148923
-5.42971486,0.26165736,-0.30727905,0.00001098,-0.00000584,0.00297689,-0.00180969,0.12772657,-0.21675589,0.02937286,-0.02222872,0.00070309,-0.00033683,0.18122367,-0.22581203,0.09434294,-0.14441472,0.02965205,-0.03079008
-5.42371186,0.26956814,-0.29751713,0.00001227,-0.00000458,0.00344398,-0.00184162,0.12287920,-0.20804417,0.03095248,-0.02157309,0.00083224,-0.00032656,0.18548832,-0.21844109,0.09251497,-0.13883511,0.03130414,-0.03010909
-5.41770885,0.28130806,-0.28800751,0.00001397,-0.00000366,0.00397839,-0.00188960,0.11932359,-0.19877772,0.03300630,-0.02100173,0.00097861,-0.00033050,0.19232551,-0.21116391,0.09175670,-0.13304209,0.03344318,-0.02948555
-5.41170585,0.29715692,-0.27909884,0.00001607,-0.00000302,0.00458355,-0.00195844,0.11718119,-0.18916216,0.03556632,-0.02053914,0.00114303,-0.00034852,0.20192759,-0.20423326,0.09216068,-0.12717525,0.03610340,-0.02896419
-5.40570285,0.31733210,-0.27117827,0.00001857,-0.00000261,0.00526190,-0.00205337,0.11654643,-0.17941852,0.03865706,-0.02021369,0.00132613,-0.00038078,0.21444426,-0.19792860,0.09379872,-0.12138699,0.03931202,-0.02859408
-5.39969985,0.34198263,-0.26466029,0.00002148,-0.00000239,0.00601474,-0.00217989,0.11748618,-0.16977639,0.04229477,-0.02005677,0.00152823,-0.00042769,0.22997880,-0.19254810,0.09672100,-0.11583783,0.04308843,-0.02842747
-5.39369685,0.37118511,-0.25997530,0.00002480,-0.00000232,0.00684209,-0.00234374,0.12003998,-0.16046720,0.04648671,-0.02010176,0.00174937,-0.00048992,0.24858558,-0.18840040,0.10095571,-0.11069162,0.04744365,-0.02851858
-5.38769385,0.40494163,-0.25755789,0.00002856,-0.00000239,0.00774254,-0.00255073,0.12422109,-0.15171788,0.05123072,-0.02038305,0.00198924,-0.00056829,0.27026886,-0.18579631,0.10650940,-0.10611099,0.05237998,-0.02892228
-5.38169085,0.44317996,-0.25783515,0.00003280,-0.00000258,0.00871319,-0.00280660,0.13001825,-0.14374505,0.05651516,-0.02093502,0.00224718,-0.00066377,0.29498325,-0.18504053,0.11336789,-0.10225302,0.05789098,-0.02969279
-5.37568784,0.48575636,-0.26121539,0.00003756,-0.00000288,0.00974964,-0.00311688,0.13739818,-0.13674994,0.06231904,-0.02179088,0.00252218,-0.00077744,0.32263571,-0.18642372,0.12149781,-0.09926523,0.06396183,-0.03088238
-5.36968484,0.53246108,-0.26807717,0.00004287,-0.00000330,0.01084609,-0.00348672,0.14630866,-0.13091407,0.06861268,-0.02298171,0.00281288,-0.00091038,0.35308940,-0.19021493,0.13084874,-0.09728212,0.07056999,-0.03254009
-5.36368184,0.58302657,-0.27875918,0.00004881,-0.00000382,0.01199541,-0.00392068,0.15668227,-0.12639575,0.07535863,-0.02453532,0.00311764,-0.00106366,0.38616930,-0.19665457,0.14135588,-0.09642209,0.07768626,-0.03471043
-5.35767884,0.63713840,-0.29355106,0.00005544,-0.00000445,0.01318943,-0.00442259,0.16844053,-0.12332750,0.08251306,-0.02647533,0.00343458,-0.00123826,0.42166949,-0.20594817,0.15294330,-0.09678499,0.08527626,-0.03743232
-5.35167584,0.69444864,-0.31268529,0.00006285,-0.00000519,0.01441920,-0.00499536,0.18149843,-0.12181430,0.09002747,-0.02882021,0.00376166,-0.00143501,0.45936207,-0.21826099,0.16552751,-0.09845017,0.09330213,-0.04073798
-5.34567284,0.75459125,-0.33633063,0.00007115,-0.00000606,0.01567538,-0.00564079,0.19576915,-0.12193280,0.09785076,-0.03158248,0.00409680,-0.00165456,0.49900724,-0.23371361,0.17902137,-0.10147518,0.10172462,-0.04465210
-5.33966983,0.81719892,-0.36458725,0.00008048,-0.00000705,0.01694874,-0.00635944,0.21116880,-0.12373134,0.10593153,-0.03476808,0.00443799,-0.00189733,0.54036431,-0.25237882,0.19333816,-0.10589511,0.11050532,-0.04919118
