energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.76588294,1.76150637,-1.76150637,0.51490169,-0.51490169,1.22315420,-1.22315420,0.10771844,-0.10771844,0.15011980,-0.15011980,0.00077575,-0.00077575,0.07364536,-0.07364536,0.14948102,-0.14948102,0.00000000,-0.00000000
-5.75987994,1.78303759,-1.78303759,0.49983502,-0.49983502,1.23939012,-1.23939013,0.10968030,-0.10968030,0.15421358,-0.15421358,0.00081754,-0.00081754,0.07615733,-0.07615733,0.14968716,-0.14968716,0.00000000,-0.00000000
-5.75387694,1.81114752,-1.81114753,0.48514674,-0.48514674,1.25996915,-1.25996915,0.11229008,-0.11229008,0.15914636,-0.15914636,0.00086945,-0.00086945,0.07923509,-0.07923509,0.15050813,-0.15050813,0.00000000,-0.00000000
-5.74787394,1.84668499,-1.84668499,0.47126746,-0.47126746,1.28543180,-1.28543180,0.11560542,-0.11560542,0.16499408,-0.16499408,0.00093262,-0.00093262,0.08290412,-0.08290412,0.15204190,-0.15204190,0.00000000,-0.00000000
-5.74187094,1.89040207,-1.89040207,0.45860921,-0.45860921,1.31626048,-1.31626048,0.11967241,-0.11967241,0.17181903,-0.17181903,0.00100817,-0.00100817,0.08718156,-0.08718156,0.15437867,-0.15437867,0.00000000,-0.00000000
-5.73586793,1.94290974,-1.94290974,0.44755146,-0.44755146,1.35284877,-1.35284877,0.12452291,-0.12452291,0.17966600,-0.17966600,0.00109724,-0.00109724,0.09207479,-0.09207479,0.15759610,-0.15759610,0.00000000,-0.00000000
-5.72986493,2.00463673,-2.00463674,0.43842814,-0.43842814,1.39547269,-1.39547270,0.13017221,-0.13017221,0.18855891,-0.18855891,0.00120087,-0.00120087,0.09758028,-0.09758028,0.16175497,-0.16175497,0.00000000,-0.00000000
-5.72386193,2.07579329,-2.07579329,0.43151608,-0.43151608,1.44426514,-1.44426514,0.13661718,-0.13661718,0.19849798,-0.19849798,0.00131998,-0.00131998,0.10368260,-0.10368260,0.16689511,-0.16689511,0.00000000,-0.00000000
-5.71785893,2.15634152,-2.15634153,0.42702532,-0.42702532,1.49919459,-1.49919459,0.14383501,-0.14383501,0.20945761,-0.20945761,0.00145531,-0.00145531,0.11035379,-0.11035379,0.17303215,-0.17303215,0.00000000,-0.00000000
-5.71185593,2.24597364,-2.24597364,0.42509152,-0.42509151,1.56004930,-1.56004930,0.15178244,-0.15178244,0.22138499,-0.22138499,0.00160735,-0.00160735,0.11755304,-0.11755304,0.18015484,-0.18015484,0.00000000,-0.00000000
-5.70585293,2.34409919,-2.34409919,0.42577081,-0.42577081,1.62642760,-1.62642760,0.16039574,-0.16039574,0.23419954,-0.23419954,0.00177631,-0.00177631,0.12522666,-0.12522666,0.18822335,-0.18822335,0.00000000,-0.00000000
-5.69984992,2.44984209,-2.44984210,0.42903720,-0.42903720,1.69773505,-1.69773505,0.16959122,-0.16959122,0.24779324,-0.24779324,0.00196208,-0.00196208,0.13330847,-0.13330847,0.19716844,-0.19716844,0.00000000,-0.00000000
-5.69384692,2.56204792,-2.56204792,0.43478262,-0.43478262,1.77318877,-1.77318877,0.17926642,-0.17926642,0.26203179,-0.26203179,0.00216418,-0.00216418,0.14172056,-0.14172056,0.20689165,-0.20689165,0.00000000,-0.00000000
-5.68784392,2.67930133,-2.67930134,0.44281960,-0.44281960,1.85182896,-1.85182896,0.18930188,-0.18930188,0.27675669,-0.27675669,0.00238178,-0.00238178,0.15037436,-0.15037436,0.21726649,-0.21726649,0.00000000,-0.00000000
-5.68184092,2.79995349,-2.79995349,0.45288648,-0.45288648,1.93253744,-1.93253745,0.19956349,-0.19956349,0.29178810,-0.29178810,0.00261365,-0.00261365,0.15917205,-0.15917205,0.22814066,-0.22814066,0.00000000,-0.00000000
-5.67583792,2.92215849,-2.92215849,0.46465505,-0.46465505,2.01406264,-2.01406264,0.20990530,-0.20990530,0.30692841,-0.30692841,0.00285821,-0.00285821,0.16800835,-0.16800835,0.23933921,-0.23933921,0.00000000,-0.00000000
-5.66983492,3.04391783,-3.04391783,0.47774026,-0.47774026,2.09505022,-2.09505022,0.22017273,-0.22017273,0.32196651,-0.32196651,0.00311352,-0.00311352,0.17677246,-0.17677246,0.25066865,-0.25066865,0.00000000,-0.00000000
-5.66383192,3.16313143,-3.16313143,0.49171179,-0.49171179,2.17407845,-2.17407846,0.23020617,-0.23020617,0.33668254,-0.33668255,0.00337736,-0.00337736,0.18535030,-0.18535030,0.26192170,-0.26192170,0.00000000,-0.00000000
-5.65782891,3.27765340,-3.27765340,0.50610705,-0.50610705,2.24969690,-2.24969690,0.23984470,-0.23984470,0.35085307,-0.35085307,0.00364728,-0.00364728,0.19362682,-0.19362682,0.27288288,-0.27288288,0.00000000,-0.00000000
-5.65182591,3.38535074,-3.38535075,0.52044520,-0.52044520,2.32046715,-2.32046715,0.24892998,-0.24892998,0.36425638,-0.36425638,0.00392064,-0.00392064,0.20148842,-0.20148842,0.28333437,-0.28333437,0.00000000,-0.00000000
-5.64582291,3.48416280,-3.48416281,0.53424177,-0.53424177,2.38500409,-2.38500409,0.25731011,-0.25731011,0.37667794,-0.37667794,0.00419471,-0.00419471,0.20882535,-0.20882535,0.29306226,-0.29306226,0.00000000,-0.00000000
-5.63981991,3.57215943,-3.57215943,0.54702331,-0.54702331,2.44201623,-2.44201623,0.26484331,-0.26484331,0.38791571,-0.38791571,0.00446676,-0.00446676,0.21553404,-0.21553404,0.30186283,-0.30186283,0.00000000,-0.00000000
-5.63381691,3.64759576,-3.64759576,0.55834176,-0.55834176,2.49034350,-2.49034350,0.27140144,-0.27140144,0.39778509,-0.39778509,0.00473413,-0.00473413,0.22151928,-0.22151928,0.30954861,-0.30954861,0.00000000,-0.00000000
-5.62781391,3.70896161,-3.70896161,0.56778781,-0.56778781,2.52899128,-2.52899128,0.27687311,-0.27687311,0.40612355,-0.40612355,0.00499431,-0.00499431,0.22669619,-0.22669619,0.31595418,-0.31595418,0.00000000,-0.00000000
-5.62181091,3.75502390,-3.75502390,0.57500310,-0.57500310,2.55715930,-2.55715930,0.28116633,-0.28116633,0.41279456,-0.41279456,0.00524503,-0.00524503,0.23099193,-0.23099193,0.32094124,-0.32094124,0.00000000,-0.00000000
-5.61580790,3.78486051,-3.78486051,0.57969064,-0.57969064,2.57426449,-2.57426449,0.28421074,-0.28421074,0.41769090,-0.41769090,0.00548430,-0.00548430,0.23434714,-0.23434714,0.32440294,-0.32440294,0.00000000,-0.00000000
-5.60980490,3.79788455,-3.79788455,0.58162324,-0.58162324,2.57995699,-2.57995699,0.28595912,-0.28595912,0.42073707,-0.42073707,0.00571050,-0.00571050,0.23671696,-0.23671696,0.32626731,-0.32626731,0.00000000,-0.00000000
-5.60380190,3.79385847,-3.79385847,0.58064962,-0.58064962,2.57412885,-2.57412885,0.28638841,-0.28638841,0.42189097,-0.42189097,0.00592234,-0.00592234,0.23807183,-0.23807183,0.32649950,-0.32649950,0.00000000,-0.00000000
-5.59779890,3.77289758,-3.77289758,0.57669815,-0.57669815,2.55691532,-2.55691532,0.28549999,-0.28549999,0.42114458,-0.42114458,0.00611895,-0.00611895,0.23839783,-0.23839783,0.32510296,-0.32510296,0.00000000,-0.00000000
-5.59179590,3.73546334,-3.73546334,0.56977802,-0.56977802,2.52868882,-2.52868882,0.28331945,-0.28331945,0.41852385,-0.41852385,0.00629980,-0.00629980,0.23769682,-0.23769682,0.32211932,-0.32211932,0.00000000,-0.00000000
-5.58579290,3.68234699,-3.68234699,0.55997799,-0.55997799,2.49004611,-2.49004611,0.27989566,-0.27989566,0.41408771,-0.41408771,0.00646472,-0.00646472,0.23598614,-0.23598614,0.31762716,-0.31762716,0.00000000,-0.00000000
-5.57978989,3.61464441,-3.61464441,0.54746280,-0.54746279,2.44178940,-2.44178940,0.27529934,-0.27529934,0.40792640,-0.40792640,0.00661383,-0.00661383,0.23329820,-0.23329820,0.31173966,-0.31173966,0.00000000,-0.00000000
-5.57378689,3.53372373,-3.53372373,0.53246742,-0.53246742,2.38490228,-2.38490228,0.26962116,-0.26962116,0.40015911,-0.40015911,0.00674747,-0.00674747,0.22967968,-0.22967968,0.30460122,-0.30460122,0.00000000,-0.00000000
-5.56778389,3.44118707,-3.44118707,0.51528959,-0.51528959,2.32052177,-2.32052177,0.26296941,-0.26296941,0.39093109,-0.39093109,0.00686616,-0.00686616,0.22519072,-0.22519072,0.29638325,-0.29638325,0.00000000,-0.00000000
-5.56178089,3.33882817,-3.33882817,0.49628079,-0.49628079,2.24990747,-2.24990746,0.25546742,-0.25546742,0.38041043,-0.38041043,0.00697049,-0.00697049,0.21990383,-0.21990383,0.28727933,-0.28727933,0.00000000,-0.00000000
-5.55577789,3.22858767,-3.22858767,0.47583628,-0.47583628,2.17440937,-2.17440936,0.24725068,-0.24725068,0.36878454,-0.36878454,0.00706106,-0.00706106,0.21390281,-0.21390281,0.27749996,-0.27749996,0.00000000,-0.00000000
-5.54977489,3.11250777,-3.11250777,0.45438438,-0.45438438,2.09543533,-2.09543533,0.23846393,-0.23846393,0.35625652,-0.35625652,0.00713842,-0.00713842,0.20728151,-0.20728151,0.26726696,-0.26726696,0.00000000,-0.00000000
-5.54377189,2.99268777,-2.99268777,0.43237566,-0.43237566,2.01441949,-2.01441949,0.22925821,-0.22925821,0.34304148,-0.34304148,0.00720295,-0.00720295,0.20014259,-0.20014259,0.25680805,-0.25680805,0.00000000,-0.00000000
-5.53776888,2.87124193,-2.87124192,0.41027217,-0.41027217,1.93279254,-1.93279253,0.21978788,-0.21978788,0.32936302,-0.32936302,0.00725491,-0.00725491,0.19259628,-0.19259628,0.24635150,-0.24635150,0.00000000,-0.00000000
-5.53176588,2.75026058,-2.75026058,0.38853723,-0.38853723,1.85195463,-1.85195463,0.21020793,-0.21020793,0.31544976,-0.31544976,0.00729431,-0.00729431,0.18475903,-0.18475903,0.23612117,-0.23612117,0.00000000,-0.00000000
-5.52576288,2.63177548,-2.63177548,0.36762598,-0.36762598,1.77325156,-1.77325156,0.20067131,-0.20067131,0.30153214,-0.30153214,0.00732096,-0.00732096,0.17675219,-0.17675219,0.22633209,-0.22633209,0.00000000,-0.00000000
-5.51975988,2.51772950,-2.51772950,0.34797683,-0.34797683,1.69795438,-1.69795438,0.19132662,-0.19132662,0.28783935,-0.28783935,0.00733444,-0.00733444,0.16870062,-0.16870062,0.21718662,-0.21718662,0.00000000,-0.00000000
-5.51375688,2.40995102,-2.40995102,0.33000407,-0.33000407,1.62724262,-1.62724262,0.18231594,-0.18231594,0.27459652,-0.27459652,0.00733415,-0.00733415,0.16073125,-0.16073125,0.20887131,-0.20887131,0.00000000,-0.00000000
-5.50775388,2.31013261,-2.31013261,0.31409154,-0.31409154,1.56219096,-1.56219096,0.17377298,-0.17377298,0.26202202,-0.26202202,0.00731933,-0.00731933,0.15297150,-0.15297150,0.20155433,-0.20155433,0.00000000,-0.00000000
-5.50175088,2.21981368,-2.21981368,0.30058738,-0.30058738,1.50375893,-1.50375893,0.16582143,-0.16582143,0.25032488,-0.25032488,0.00728912,-0.00728912,0.14554772,-0.14554772,0.19538365,-0.19538365,0.00000000,-0.00000000
-5.49574787,2.14036628,-2.14036627,0.28979975,-0.28979975,1.45278325,-1.45278325,0.15857359,-0.15857359,0.23970229,-0.23970229,0.00724264,-0.00724264,0.13858335,-0.13858335,0.19048570,-0.19048570,0.00000000,-0.00000000
-5.48974487,2.07298345,-2.07298345,0.28199340,-0.28199340,1.40997223,-1.40997222,0.15212910,-0.15212910,0.23033711,-0.23033711,0.00717904,-0.00717904,0.13219713,-0.13219713,0.18696455,-0.18696455,0.00000000,-0.00000000
-5.48374187,2.01866928,-2.01866928,0.27738694,-0.27738694,1.37590157,-1.37590157,0.14657395,-0.14657395,0.22239530,-0.22239529,0.00709758,-0.00709758,0.12650106,-0.12650106,0.18490145,-0.18490145,0.00000000,-0.00000000
-5.47773887,1.97822992,-1.97822992,0.27615049,-0.27615049,1.35101116,-1.35101116,0.14197948,-0.14197948,0.21602332,-0.21602332,0.00699769,-0.00699769,0.12159831,-0.12159831,0.18435456,-0.18435456,0.00000000,-0.00000000
-5.47173587,1.95226505,-1.95226505,0.27840374,-0.27840374,1.33560227,-1.33560227,0.13840163,-0.13840163,0.21134548,-0.21134548,0.00687902,-0.00687902,0.11758108,-0.11758108,0.18535891,-0.18535891,0.00000000,-0.00000000
-5.46573287,1.94115947,-1.94115947,0.28421420,-0.28421420,1.32983490,-1.32983490,0.13588014,-0.13588014,0.20846118,-0.20846118,0.00674154,-0.00674154,0.11452833,-0.11452833,0.18792636,-0.18792636,0.00000000,-0.00000000
-5.45972986,1.94507459,-1.94507459,0.29359551,-0.29359551,1.33372511,-1.33372511,0.13443787,-0.13443787,0.20744218,-0.20744218,0.00658550,-0.00658550,0.11250366,-0.11250366,0.19204554,-0.19204554,0.00000000,-0.00000000
-5.45372686,1.96394010,-1.96394010,0.30650591,-0.30650591,1.34714235,-1.34714235,0.13408028,-0.13408028,0.20832995,-0.20832995,0.00641152,-0.00641152,0.11155319,-0.11155319,0.19768179,-0.19768179,0.00000000,-0.00000000
-5.44772386,1.99744626,-1.99744626,0.32284678,-0.32284678,1.36980707,-1.36980707,0.13479485,-0.13479485,0.21113321,-0.21113321,0.00622058,-0.00622058,0.11170360,-0.11170360,0.20477702,-0.20477702,0.00000000,-0.00000000
-5.44172086,2.04503758,-2.04503758,0.34246151,-0.34246151,1.40128895,-1.40128896,0.13655079,-0.13655079,0.21582573,-0.21582573,0.00601399,-0.00601399,0.11296052,-0.11296052,0.21324962,-0.21324962,0.00000000,-0.00000000
-5.43571786,2.10590868,-2.10590869,0.36513479,-0.36513479,1.44100644,-1.44100644,0.13929888,-0.13929888,0.22234467,-0.22234467,0.00579341,-0.00579341,0.11530714,-0.11530714,0.22299438,-0.22299439,0.00000000,-0.00000000
-5.42971486,2.17900378,-2.17900378,0.39059257,-0.39059257,1.48822811,-1.48822812,0.14297154,-0.14297154,0.23058951,-0.23058951,0.00556081,-0.00556081,0.11870336,-0.11870336,0.23388273,-0.23388273,0.00000000,-0.00000000
-5.42371186,2.26302058,-2.26302059,0.41850295,-0.41850295,1.54207679,-1.54207679,0.14748329,-0.14748329,0.24042171,-0.24042171,0.00531842,-0.00531842,0.12308539,-0.12308539,0.24576313,-0.24576313,0.00000000,-0.00000000
-5.41770885,2.35642012,-2.35642012,0.44847829,-0.44847829,1.60153696,-1.60153697,0.15273157,-0.15273157,0.25166541,-0.25166541,0.00506874,-0.00506874,0.12836602,-0.12836602,0.25846212,-0.25846213,0.00000000,-0.00000000
-5.41170585,2.45744334,-2.45744334,0.48007883,-0.48007883,1.66546640,-1.66546640,0.15859801,-0.15859801,0.26410904,-0.26410904,0.00481444,-0.00481444,0.13443550,-0.13443550,0.27178580,-0.27178580,0.00000000,-0.00000000
-5.40570285,2.56413539,-2.56413539,0.51281793,-0.51281794,1.73261222,-1.73261222,0.16495021,-0.16495021,0.27750818,-0.27750818,0.00455838,-0.00455838,0.14116310,-0.14116310,0.28552210,-0.28552210,0.00000000,-0.00000000
-5.39969985,2.67437807,-2.67437807,0.54616925,-0.54616925,1.80163200,-1.80163200,0.17164411,-0.17164411,0.29158953,-0.29158953,0.00430353,-0.00430353,0.14839947,-0.14839947,0.29944383,-0.29944383,0.00000000,-0.00000000
-5.39369685,2.78593050,-2.78593051,0.57957573,-0.57957573,1.87111984,-1.87111984,0.17852683,-0.17852683,0.30605610,-0.30605610,0.00405298,-0.00405298,0.15597963,-0.15597963,0.31331265,-0.31331265,0.00000000,-0.00000000
-5.38769385,2.89647775,-2.89647775,0.61246056,-0.61246056,1.93963719,-1.93963719,0.18544008,-0.18544008,0.32059345,-0.32059345,0.00380989,-0.00380989,0.16372662,-0.16372662,0.32688378,-0.32688378,0.00000000,-0.00000000
-5.38169085,3.00368640,-3.00368640,0.64423979,-0.64423979,2.00574799,-2.00574799,0.19222405,-0.19222405,0.33487698,-0.33487698,0.00357747,-0.00357747,0.17145576,-0.17145576,0.33991156,-0.33991156,0.00000000,-0.00000000
-5.37568784,3.10526585,-3.10526586,0.67433639,-0.67433639,2.06805713,-2.06805713,0.19872163,-0.19872163,0.34857993,-0.34857993,0.00335900,-0.00335900,0.17897933,-0.17897933,0.35215573,-0.35215573,0.00000000,-0.00000000
-5.36968484,3.19903343,-3.19903343,0.70219534,-0.70219534,2.12525120,-2.12525120,0.20478295,-0.20478295,0.36138202,-0.36138202,0.00315781,-0.00315781,0.18611162,-0.18611162,0.36338807,-0.36338807,0.00000000,-0.00000000
-5.36368184,3.28298097,-3.28298097,0.72729923,-0.72729923,2.17614002,-2.17614002,0.21026991,-0.21026991,0.37297828,-0.37297828,0.00297727,-0.00297727,0.19267405,-0.19267405,0.37339945,-0.37339945,0.00000000,-0.00000000
-5.35767884,3.35534051,-3.35534051,0.74918383,-0.74918383,2.21969741,-2.21969742,0.21506078,-0.21506078,0.38308787,-0.38308787,0.00282081,-0.00282081,0.19850036,-0.19850036,0.38200671,-0.38200671,0.00000000,-0.00000000
-5.35167584,3.41464612,-3.41464612,0.76745288,-0.76745288,2.25509933,-2.25509933,0.21905442,-0.21905442,0.39146247,-0.39146247,0.00269189,-0.00269189,0.20344151,-0.20344151,0.38905935,-0.38905935,0.00000000,-0.00000000
-5.34567284,3.45978916,-3.45978916,0.78179156,-0.78179156,2.28175769,-2.28175769,0.22217411,-0.22217411,0.39789389,-0.39789389,0.00259404,-0.00259404,0.20737014,-0.20737014,0.39444550,-0.39444550,0.00000000,-0.00000000
