energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.48974487,4.62376220,0.77350090,1.06536588,0.00435022,0.85683366,0.10076682,2.01293649,0.94046927,0.59794602
-5.48374187,4.34399424,0.71305788,1.00207635,0.00429008,0.80418665,0.09577790,1.89404370,0.90253601,0.55604507
-5.47773887,4.08282559,0.65487161,0.93824616,0.00424697,0.75966193,0.09141875,1.77897229,0.87434731,0.51956725
-5.47173587,3.84240498,0.59949629,0.87482146,0.00422228,0.72315343,0.08772101,1.66911550,0.85550458,0.48845213
-5.46573287,3.62429466,0.54737471,0.81266390,0.00421665,0.69442634,0.08469782,1.56562379,0.84546156,0.46255782
-5.45972986,3.42946635,0.49883637,0.75253365,0.00422989,0.67313018,0.08234483,1.46939059,0.84353910,0.44166951
-5.45372686,3.25831773,0.45409955,0.69507730,0.00426101,0.65881473,0.08064166,1.38104816,0.84894341,0.42550939
-5.44772386,3.11070842,0.41327674,0.64082066,0.00430827,0.65094854,0.07955391,1.30097292,0.86078730,0.41374818
-5.44172086,2.98601316,0.37638313,0.59016661,0.00436926,0.64893936,0.07903545,1.22929971,0.87811437,0.40601755
-5.43571786,2.88318987,0.34334747,0.54339737,0.00444100,0.65215601,0.07903110,1.16594375,0.89992553,0.40192343
-5.42971486,2.80085893,0.31402466,0.50068108,0.00452003,0.65995096,0.07947945,1.11062897,0.92520724,0.40105952
-5.42371186,2.73739021,0.28820953,0.46208159,0.00460263,0.67168270,0.08031570,1.06292116,0.95296062,0.40302079
-5.41770885,2.69099365,0.26565107,0.42757115,0.00468491,0.68673739,0.08147456,1.02226417,0.98223057,0.40741637
-5.41170585,2.65980947,0.24606664,0.39704472,0.00476300,0.70454868,0.08289288,0.98801741,1.01213376,0.41388138
-5.40570285,2.64199384,0.22915566,0.37033546,0.00483322,0.72461507,0.08451205,0.95949290,1.04188444,0.42208734
-5.39969985,2.63579632,0.21461221,0.34723030,0.00489218,0.74651399,0.08628005,0.93599033,1.07081692,0.43175058
-5.39369685,2.63962586,0.20213636,0.32748493,0.00493699,0.76991210,0.08815299,0.91682854,1.09840379,0.44263850
-5.38769385,2.65210263,0.19144384,0.31083763,0.00496530,0.79457119,0.09009614,0.90137229,1.12426894,0.45457319
-5.38169085,2.67209379,0.18227390,0.29702133,0.00497540,0.82034942,0.09208438,0.88905349,1.14819474,0.46743251
-5.37568784,2.69873210,0.17439531,0.28577358,0.00496629,0.84719792,0.09410209,0.87938606,1.17012288,0.48114827
-5.36968484,2.73141729,0.16761048,0.27684417,0.00493770,0.87515267,0.09614242,0.87197447,1.19014880,0.49570190
-5.36368184,2.76980082,0.16175769,0.27000036,0.00489005,0.90432223,0.09820605,0.86651582,1.20850984,0.51111761
-5.35767884,2.81375558,0.15671166,0.26502981,0.00482443,0.93487178,0.10029948,0.86279599,1.22556758,0.52745347
-5.35167584,2.86333296,0.15238260,0.26174134,0.00474249,0.96700416,0.10243294,0.86068058,1.24178515,0.54479079
-5.34567284,2.91871019,0.14871395,0.25996388,0.00464640,1.00093913,0.10461807,0.86010149,1.25770050,0.56322244
-5.33966983,2.98013127,0.14567901,0.25954395,0.00453867,1.03689149,0.10686548,0.86104038,1.27389686,0.58284059
-5.33366683,3.04784522,0.14327676,0.26034210,0.00442207,1.07504950,0.10918236,0.86351022,1.29097180,0.60372455
-5.32766383,3.12204534,0.14152717,0.26222880,0.00429946,1.11555445,0.11157021,0.86753614,1.30950620,0.62592929
-5.32166083,3.20281284,0.14046610,0.26508006,0.00417365,1.15848255,0.11402301,0.87313688,1.33003458,0.64947530
-5.31565783,3.29006807,0.14014009,0.26877343,0.00404733,1.20382985,0.11652565,0.88030801,1.35301807,0.67434015
-5.30965483,3.38353190,0.14060123,0.27318446,0.00392287,1.25150116,0.11905313,0.88900769,1.37882116,0.70045229
-5.30365183,3.48269913,0.14190231,0.27818399,0.00380230,1.30130314,0.12157011,0.89914598,1.40769308,0.72768730
-5.29764882,3.58682502,0.14409222,0.28363657,0.00368719,1.35294211,0.12403136,0.91057797,1.43975449,0.75586668
-5.29164582,3.69492540,0.14721189,0.28939984,0.00357863,1.40602646,0.12638264,0.92310103,1.47498988,0.78475934
-5.28564282,3.80578980,0.15129069,0.29532510,0.00347722,1.46007346,0.12856231,0.93645618,1.51324569,0.81408550
-5.27963982,3.91800666,0.15634345,0.30125892,0.00338304,1.51452007,0.13050342,0.95033332,1.55423404,0.84352287
-5.27363682,4.02999878,0.16236805,0.30704559,0.00329572,1.56873723,0.13213619,0.96437964,1.59754164,0.87271478
-5.26763382,4.14006696,0.16934360,0.31253028,0.00321446,1.62204681,0.13339088,0.97821086,1.64264333,0.90127974
-5.26163082,4.24643956,0.17722930,0.31756265,0.00313813,1.67374058,0.13420065,0.99142426,1.68891952,0.92882214
-5.25562781,4.34732535,0.18596390,0.32200068,0.00306536,1.72310034,0.13450451,1.00361282,1.73567675,0.95494356
-5.24962481,4.44096739,0.19546587,0.32571445,0.00299459,1.76941851,0.13425007,1.01437970,1.78217063,0.97925432
-5.24362181,4.52569580,0.20563424,0.32858966,0.00292421,1.81201848,0.13339601,1.02335223,1.82763029,1.00138475
-5.23761881,4.59997749,0.21635017,0.33053074,0.00285265,1.85027419,0.13191398,1.03019476,1.87128373,1.02099607
-5.23161581,4.66246153,0.22747924,0.33146332,0.00277842,1.88362841,0.12979015,1.03461998,1.91238333,1.03779041
-5.22561281,4.71201916,0.23887454,0.33133608,0.00270023,1.91160945,0.12702602,1.03639831,1.95023103,1.05151991
-5.21960980,4.74777780,0.25038056,0.33012190,0.00261706,1.93384608,0.12363864,1.03536519,1.98420269,1.06199471
-5.21360680,4.76914892,0.26183781,0.32781823,0.00252814,1.95008040,0.11966019,1.03142624,2.01377122,1.06908973
-5.20760380,4.77584993,0.27308826,0.32444697,0.00243306,1.96017876,0.11513696,1.02456051,2.03852798,1.07275033
-5.20160080,4.76792022,0.28398137,0.32005373,0.00233170,1.96414043,0.11012780,1.01482197,2.05820231,1.07299662
-5.19559780,4.74573196,0.29438077,0.31470665,0.00222430,1.96210428,0.10470214,1.00233959,2.07267854,1.06992658
-5.18959480,4.70999583,0.30417137,0.30849503,0.00211137,1.95435296,0.09893769,0.98731642,2.08201029,1.06371790
-5.18359180,4.66176222,0.31326669,0.30152769,0.00199368,1.94131491,0.09291784,0.97002796,2.08643139,1.05462843
-5.17758879,4.60241780,0.32161629,0.29393139,0.00187224,1.92356360,0.08672916,0.95082007,2.08636308,1.04299531
-5.17158579,4.53367760,0.32921291,0.28584920,0.00174821,1.90181403,0.08045871,0.93010693,2.08241685,1.02923248
-5.16558279,4.45757242,0.33609922,0.27743902,0.00162287,1.87691621,0.07419172,0.90836878,2.07539248,1.01382671
-5.15957979,4.37643101,0.34237372,0.26887229,0.00149757,1.84984523,0.06800935,0.88615000,2.06627063,0.99733177
-5.15357679,4.29285682,0.34819566,0.26033273,0.00137364,1.82168783,0.06198686,0.86405698,2.05619987,0.98036087
-5.14757379,4.20969861,0.35378858,0.25201531,0.00125239,1.79362535,0.05619209,0.84275607,2.04647763,0.96357718
-5.14157079,4.13001474,0.35944232,0.24412518,0.00113504,1.76691298,0.05068443,0.82297102,2.03852515,0.94768253
-5.13556778,4.05703074,0.36551318,0.23687667,0.00102269,1.74285546,0.04551409,0.80547992,2.03385666,0.93340419
-5.12956478,3.99409018,0.37242216,0.23049211,0.00091630,1.72277962,0.04072184,0.79111104,2.03404313,0.92148019
-5.12356178,3.94459922,0.38065103,0.22520048,0.00081667,1.70800416,0.03633909,0.78073736,2.04067151,0.91264313
-5.11755878,3.91196526,0.39073625,0.22123581,0.00072446,1.69980755,0.03238824,0.77526944,2.05530026,0.90760310
-5.11155578,3.89953080,0.40326056,0.21883517,0.00064012,1.69939478,0.02888337,0.77564621,2.07941280,0.90702993
-5.10555278,3.91050368,0.41884251,0.21823622,0.00056399,1.70786402,0.02583104,0.78282354,2.11437002,0.91153552
-5.09954977,3.94788525,0.43812371,0.21967440,0.00049623,1.72617439,0.02323121,0.79776030,2.16136380,0.92165665
-5.09354677,4.01439808,0.46175422,0.22337945,0.00043690,1.75511595,0.02107832,0.82140192,2.22137315,0.93783890
-5.08754377,4.11241519,0.49037601,0.22957162,0.00038592,1.79528295,0.01936224,0.85466134,2.29512465,0.96042231
-5.08154077,4.24389250,0.52460498,0.23845734,0.00034315,1.84705155,0.01806924,0.89839755,2.38305885,0.98962920
-5.07553777,4.41030636,0.56501170,0.25022449,0.00030838,1.91056271,0.01718285,0.95339210,2.48530396,1.02555472
-5.06953477,4.61259777,0.61210133,0.26503747,0.00028132,1.98571100,0.01668462,1.02032369,2.60165798,1.06816040
-5.06353177,4.85112472,0.66629311,0.28303198,0.00026169,2.07213972,0.01655466,1.09974174,2.73157994,1.11727081
-5.05752876,5.12562394,0.72790000,0.30430986,0.00024917,2.16924242,0.01677211,1.19203930,2.87419068,1.17257371
-5.05152576,5.43518294,0.79710900,0.32893404,0.00024346,2.27617072,0.01731543,1.29742643,3.02828310,1.23362326
-5.04552276,5.77822320,0.87396285,0.35692382,0.00024424,2.39184799,0.01816249,1.41590469,3.19234143,1.29984637
-5.03951976,6.15249497,0.95834374,0.38825067,0.00025123,2.51498831,0.01929063,1.54724412,3.36456868,1.37055183
-5.03351676,6.55508423,1.04995978,0.42283479,0.00026415,2.64411984,0.02067655,1.69096347,3.54292127,1.44494174
-5.02751376,6.98243183,1.14833497,0.46054267,0.00028274,2.77761176,0.02229616,1.84631515,3.72514943,1.52212497
-5.02151076,7.43036522,1.25280338,0.50118569,0.00030675,2.91370384,0.02412437,2.01227583,3.90884198,1.60113210
-5.01550775,7.89414276,1.36250811,0.54452013,0.00033596,3.05053770,0.02613487,2.18754377,4.09147400,1.68093139
-5.00950475,8.36851064,1.47640568,0.59024864,0.00037012,3.18618886,0.02830000,2.37054381,4.27045591,1.76044556
-5.00350175,8.84777227,1.59327617,0.63802321,0.00040901,3.31869907,0.03059054,2.55944069,4.44318271,1.83856881
-4.99749875,9.32587001,1.71173936,0.68744977,0.00045236,3.44610820,0.03297570,2.75216109,4.60708222,1.91418403
-4.99149575,9.79647858,1.83027683,0.73809427,0.00049991,3.56648532,0.03542316,2.94642451,4.75966130,1.98617995
-4.98549275,10.25310940,1.94725980,0.78949030,0.00055135,3.67795883,0.03789919,3.13978258,4.89854947,2.05346809
-4.97948974,10.68922474,2.06098222,0.84114778,0.00060631,3.77874545,0.04036893,3.32966627,5.02153935,2.11499952
-4.97348674,11.09835974,2.16969832,0.89256278,0.00066439,3.86717802,0.04279673,3.51343971,5.12662356,2.16978138
-4.96748374,11.47425026,2.27166348,0.94322790,0.00072513,3.94173205,0.04514667,3.68845927,5.21202789,2.21689300
-4.96148074,11.81096375,2.36517745,0.99264298,0.00078800,4.00105109,0.04738310,3.85213601,5.27624058,2.25550177
-4.95547774,12.10302969,2.44862822,1.04032562,0.00085241,4.04397054,0.04947128,4.00199939,5.31803757,2.28487833
-4.94947474,12.34556604,2.52053515,1.08582122,0.00091768,4.06953990,0.05137807,4.13576005,5.33650356,2.30441114
-4.94347174,12.53439758,2.57958978,1.12871215,0.00098310,4.07704273,0.05307265,4.25136924,5.33104859,2.31361984
-4.93746873,12.66616196,2.62469277,1.16862554,0.00104787,4.06601406,0.05452716,4.34707275,5.30141993,2.31216729
-4.93146573,12.73839938,2.65498539,1.20523971,0.00111116,4.03625434,0.05571741,4.42145716,5.24770871,2.29986952
-4.92546273,12.74962224,2.66987459,1.23828884,0.00117209,3.98783929,0.05662342,4.47348666,5.17035112,2.27670341
-4.91945973,12.69936140,2.66905036,1.26756588,0.00122976,3.92112489,0.05722992,4.50252908,5.07012345,2.24281123
-4.91345673,12.58818680,2.65249484,1.29292384,0.00128328,3.83674662,0.05752671,4.50837011,4.94813084,2.19850191
-4.90745373,12.41770082,2.62048273,1.31427554,0.00133176,3.73561266,0.05750891,4.49121552,4.80578932,2.14424844
-4.90145073,12.19050424,2.57357312,1.33159205,0.00137435,3.61889032,0.05717704,4.45168127,4.64480119,2.08068115
-4.89544772,11.91013545,2.51259292,1.34490026,0.00141026,3.48798585,0.05653699,4.39077238,4.46712380,2.00857687
-4.88944472,11.58098493,2.43861281,1.35427997,0.00143881,3.34451761,0.05559979,4.30985169,4.27493217,1.92884399
-4.88344172,11.20818806,2.35291646,1.35986077,0.00145941,3.19028323,0.05438134,4.21059994,4.07057633,1.84250367
-4.87743872,10.79750028,2.25696451,1.36181925,0.00147158,3.02722150,0.05290188,4.09496919,3.85653409,1.75066778
-4.87143572,10.35515909,2.15235456,1.36037686,0.00147502,2.85737016,0.05118551,3.96513153,3.63536077,1.65451414
-4.86543272,9.88773812,2.04077878,1.35579848,0.00146957,2.68282084,0.04925951,3.82342521,3.40963715,1.55525988
-4.85942971,9.40199851,1.92398065,1.34839203,0.00145524,2.50567285,0.04715366,3.67230017,3.18191731,1.45413394
-4.85342671,8.90474263,1.80371240,1.33850896,0.00143222,2.32798717,0.04489948,3.51426496,2.95467796,1.35234947
-4.84742371,8.40267484,1.68169452,1.32654544,0.00140086,2.15174255,0.04252952,3.35183663,2.73027081,1.25107733
-4.84142071,7.90227349,1.55957854,1.31294396,0.00136169,1.97879485,0.04007661,3.18749473,2.51087949,1.15142149
-4.83541771,7.40967719,1.43891417,1.29819488,0.00131536,1.81084138,0.03757316,3.02364056,2.29848232,1.05439707
-4.82941471,6.93058791,1.32112150,1.28283732,0.00126270,1.64939087,0.03505049,2.86256205,2.09482181,0.96091192
-4.82341171,6.47019214,1.20746882,1.26745891,0.00120461,1.49574031,0.03253829,2.70640443,1.90138172,0.87175205
-4.81740870,6.03310053,1.09905625,1.25269364,0.00114212,1.35095877,0.03006409,2.55714660,1.71937208,0.78757127
-4.81140570,5.62330569,0.99680532,1.23921736,0.00107630,1.21587865,0.02765287,2.41658272,1.54972207,0.70888525
-4.80540270,5.24415703,0.90145408,1.22774041,0.00100828,1.09109402,0.02532675,2.28630844,1.39308077,0.63606984
-4.79939970,4.89835086,0.81355758,1.21899712,0.00093919,0.97696568,0.02310479,2.16771105,1.24982504,0.56936343
-4.79339670,4.58793393,0.73349295,1.21373201,0.00087015,0.87363238,0.02100288,2.06196279,1.12007387,0.50887306
-4.78739370,4.31431821,0.66146866,1.21268282,0.00080227,0.78102721,0.01903377,1.97001681,1.00370833,0.45458364
-4.78139070,4.07830480,0.59753701,1.21656078,0.00073659,0.69889824,0.01720712,1.89260500,0.90039605,0.40636983
-4.77538769,3.88011510,0.54160937,1.22602864,0.00067411,0.62683247,0.01552978,1.83023760,0.80961910,0.36400995
-4.76938469,3.71942761,0.49347331,1.24167728,0.00061575,0.56428191,0.01400599,1.78320423,0.73070420,0.32720121
-4.76338169,3.59541915,0.45281093,1.26400197,0.00056234,0.51059095,0.01263777,1.75157658,0.66285430,0.29557576
-4.75737869,3.50680951,0.41921800,1.29337938,0.00051467,0.46502385,0.01142531,1.73521275,0.60518026,0.26871697
-4.75137569,3.45190910,0.39222313,1.33004658,0.00047341,0.42679177,0.01036746,1.73376388,0.55673211,0.24617530
-4.74537269,3.42866928,0.37130671,1.37408323,0.00043920,0.39507843,0.00946222,1.74668332,0.51652873,0.22748354
-4.73936968,3.43473526,0.35591923,1.42539809,0.00041260,0.36906385,0.00870723,1.77323893,0.48358564,0.21217086
-4.73336668,3.46750165,0.34549863,1.48372092,0.00039413,0.34794578,0.00810030,1.81252886,0.45694007,0.19977550
-4.72736368,3.52417038,0.33948655,1.54860044,0.00038426,0.33095831,0.00763995,1.86350110,0.43567315,0.18985579
-4.72136068,3.60181099,0.33734327,1.61940885,0.00038344,0.31738765,0.00732582,1.92497698,0.41892873,0.18199944
-4.71535768,3.69742256,0.33856118,1.69535308,0.00039212,0.30658472,0.00715917,1.99567827,0.40592886,0.17583100
-4.70935468,3.80799663,0.34267668,1.77549254,0.00041073,0.29797472,0.00714320,2.07425756,0.39598569,0.17101741
-4.70335168,3.93057983,0.34928032,1.85876273,0.00043971,0.29106359,0.00728336,2.15933119,0.38850988,0.16727176
-4.69734867,4.06233484,0.35802515,1.94400390,0.00047951,0.28544166,0.00758754,2.24951364,0.38301571,0.16435525
-4.69134567,4.20059779,0.36863306,2.02999346,0.00053060,0.28078451,0.00806612,2.34345211,0.37912299,0.16207752
-4.68534267,4.34293028,0.38089893,2.11548068,0.00059347,0.27685139,0.00873199,2.43985997,0.37655601,0.16029550
-4.67933967,4.48716405,0.39469251,2.19922226,0.00066864,0.27348159,0.00960031,2.53754744,0.37513996,0.15891087
-4.67333667,4.63143626,0.40995787,2.28001687,0.00075664,0.27058886,0.01068820,2.63544806,0.37479517,0.15786648
-4.66733367,4.77421387,0.42671021,2.35673730,0.00085802,0.26815454,0.01201432,2.73263953,0.37552946,0.15714178
-4.66133067,4.91430578,0.44503004,2.42835875,0.00097336,0.26621957,0.01359815,2.82835780,0.37742913,0.15674765
-4.65532766,5.05086196,0.46505471,2.49398193,0.00110323,0.26487585,0.01545934,2.92200343,0.38064909,0.15672072
-4.64932466,5.18335957,0.48696732,2.55285036,0.00124821,0.26425733,0.01761671,3.01313994,0.38540229,0.15711756
-4.64332166,5.31157634,0.51098323,2.60436118,0.00140887,0.26453118,0.02008733,3.10148405,0.39194920,0.15800882
