energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Fe_p_up,Fe_d_up,S_s_up,S_p_up
-5.90395198,3.66341909,0.04280354,0.09360876,0.46051610,0.36508796,1.54203011,1.11213484,0.03220322,2.07827444
-5.89794897,3.75280197,0.04189548,0.09546670,0.46604783,0.36944202,1.56899772,1.15328990,0.03217375,2.13335212
-5.89194597,3.82829298,0.04073876,0.09682486,0.46908309,0.37200218,1.58840562,1.19238024,0.03196029,2.18077317
-5.88594297,3.88919641,0.03935873,0.09766512,0.46961761,0.37276604,1.60015969,1.22898257,0.03157033,2.22010221
-5.87993997,3.93505635,0.03778456,0.09798131,0.46770006,0.37176718,1.60432204,1.26267800,0.03101462,2.25103478
-5.87393697,3.96566433,0.03604826,0.09777926,0.46343008,0.36907377,1.60110720,1.29306163,0.03030684,2.27340279
-5.86793397,3.98106056,0.03418368,0.09707656,0.45695475,0.36478626,1.59087367,1.31975279,0.02946317,2.28717652
-5.86193097,3.98152895,0.03222558,0.09590185,0.44846353,0.35903415,1.57411128,1.34240545,0.02850174,2.29246313
-5.85592796,3.96758628,0.03020858,0.09429369,0.43818183,0.35197205,1.55142479,1.36071864,0.02744215,2.28950197
-5.84992496,3.93996625,0.02816634,0.09229914,0.42636372,0.34377513,1.52351470,1.37444632,0.02630493,2.27865695
-5.84392196,3.89959894,0.02613079,0.08997208,0.41328374,0.33463420,1.49115592,1.38340647,0.02511096,2.26040626
-5.83791896,3.84758666,0.02413143,0.08737128,0.39922851,0.32475058,1.45517522,1.38748884,0.02388104,2.23532998
-5.83191596,3.78517682,0.02219494,0.08455838,0.38448823,0.31433094,1.41642837,1.38666112,0.02263541,2.20409584
-5.82591296,3.71373283,0.02034478,0.08159586,0.36934852,0.30358225,1.37577768,1.38097313,0.02139334,2.16744368
-5.81990995,3.63470373,0.01860110,0.07854504,0.35408285,0.29270711,1.33407073,1.37055870,0.02017286,2.12616895
-5.81390695,3.54959343,0.01698070,0.07546420,0.33894586,0.28189937,1.29212093,1.35563519,0.01899052,2.08110573
-5.80790395,3.45993013,0.01549720,0.07240701,0.32416776,0.27134036,1.25069035,1.33650033,0.01786120,2.03310956
-5.80190095,3.36723671,0.01416124,0.06942107,0.30994997,0.26119566,1.21047524,1.31352671,0.01679805,1.98304055
-5.79589795,3.27300258,0.01298087,0.06654693,0.29646211,0.25161252,1.17209444,1.28715366,0.01581245,1.93174698
-5.78989495,3.17865766,0.01196192,0.06381734,0.28384031,0.24271793,1.13608076,1.25787720,0.01491409,1.88004984
-5.78389195,3.08554877,0.01110843,0.06125691,0.27218684,0.23461729,1.10287536,1.22623804,0.01411102,1.82872851
-5.77788894,2.99491900,0.01042306,0.05888213,0.26157106,0.22739372,1.07282504,1.19280837,0.01340980,1.77850795
-5.77188594,2.90789036,0.00990748,0.05670166,0.25203130,0.22110800,1.04618210,1.15817771,0.01281559,1.73004759
-5.76588294,2.82545000,0.00956270,0.05471698,0.24357779,0.21579891,1.02310673,1.12293863,0.01233238,1.68393223
-5.75987994,2.74844017,0.00938930,0.05292322,0.23619625,0.21148410,1.00367150,1.08767276,0.01196304,1.64066515
-5.75387694,2.67755211,0.00938761,0.05131024,0.22985190,0.20816137,0.98786762,1.05293755,0.01170950,1.60066343
-5.74787394,2.61332389,0.00955774,0.04986380,0.22449384,0.20581013,0.97561277,1.01925458,0.01157283,1.56425589
-5.74187094,2.55614199,0.00989953,0.04856675,0.22005938,0.20439330,0.96676002,0.98709950,0.01155332,1.53168328
-5.73586793,2.50624662,0.01041239,0.04740030,0.21647827,0.20385918,0.96110754,0.95689407,0.01165049,1.50310101
-5.72986493,2.46374023,0.01109506,0.04634515,0.21367657,0.20414357,0.95840894,0.92900057,0.01186311,1.47858398
-5.72386193,2.42859892,0.01194528,0.04538256,0.21158004,0.20517186,0.95838363,0.90371840,0.01218915,1.45813345
-5.71785893,2.40068620,0.01295939,0.04449525,0.21011699,0.20686114,0.96072721,0.88128306,0.01262572,1.44168556
-5.71185593,2.37976827,0.01413197,0.04366809,0.20922046,0.20912226,0.96512141,0.86186714,0.01316898,1.42912098
-5.70585293,2.36553047,0.01545540,0.04288863,0.20882975,0.21186178,0.97124344,0.84558322,0.01381405,1.42027543
-5.69984992,2.35759379,0.01691947,0.04214740,0.20889130,0.21498383,0.97877452,0.83248810,0.01455490,1.41495040
-5.69384692,2.35553112,0.01851113,0.04143802,0.20935896,0.21839177,0.98740731,0.82258818,0.01538429,1.41292363
-5.68784392,2.35888228,0.02021420,0.04075708,0.21019374,0.22198973,0.99685220,0.81584541,0.01629364,1.41395882
-5.68184092,2.36716752,0.02200927,0.04010395,0.21136312,0.22568401,1.00684229,0.81218344,0.01727307,1.41781425
-5.67583792,2.37989884,0.02387377,0.03948035,0.21284001,0.22938426,1.01713704,0.81149368,0.01831134,1.42424974
-5.66983492,2.39658893,0.02578208,0.03888991,0.21460154,0.23300452,1.02752454,0.81364071,0.01939594,1.43303193
-5.66383192,2.41675764,0.02770591,0.03833761,0.21662768,0.23646416,1.03782243,0.81846709,0.02051315,1.44393756
-5.65782891,2.43993578,0.02961477,0.03782924,0.21889990,0.23968858,1.04787763,0.82579719,0.02164825,1.45675479
-5.65182591,2.46566671,0.03147659,0.03737082,0.22139991,0.24260988,1.05756497,0.83544011,0.02278569,1.47128263
-5.64582291,2.49350570,0.03325847,0.03696810,0.22410845,0.24516740,1.06678484,0.84719164,0.02390937,1.48732878
-5.63981991,2.52301772,0.03492756,0.03662608,0.22700440,0.24730810,1.07546020,0.86083539,0.02500288,1.50470605
-5.63381691,2.55377401,0.03645193,0.03634861,0.23006401,0.24898692,1.08353303,0.87614332,0.02604990,1.52322787
-5.62781391,2.58534811,0.03780158,0.03613815,0.23326036,0.25016697,1.09096053,0.89287582,0.02703450,1.54270325
-5.62181091,2.61731169,0.03894931,0.03599547,0.23656308,0.25081969,1.09771127,0.91078161,0.02794147,1.56293176
-5.61580790,2.64923097,0.03987165,0.03591959,0.23993817,0.25092490,1.10376156,0.92959778,0.02875668,1.58369888
-5.60980490,2.68066403,0.04054962,0.03590773,0.24334809,0.25047069,1.10909212,0.94905010,0.02946736,1.60477221
-5.60380190,2.71115956,0.04096936,0.03595533,0.24675190,0.24945329,1.11368533,0.96885391,0.03006242,1.62589892
-5.59779890,2.74025724,0.04112269,0.03605617,0.25010554,0.24787676,1.11752314,0.98871571,0.03053264,1.64680475
-5.59179590,2.76749005,0.04100737,0.03620256,0.25336223,0.24575267,1.12058575,1.00833547,0.03087083,1.66719466
-5.58579290,2.79238858,0.04062727,0.03638550,0.25647293,0.24309955,1.12285110,1.02740984,0.03107201,1.68675545
-5.57978989,2.81448732,0.03999226,0.03659497,0.25938690,0.23994242,1.12429530,1.04563611,0.03113340,1.70516010
-5.57378689,2.83333279,0.03911799,0.03682019,0.26205240,0.23631212,1.12489379,1.06271683,0.03105447,1.72207392
-5.56778389,2.84849331,0.03802548,0.03704992,0.26441745,0.23224470,1.12462347,1.07836502,0.03083687,1.73716225
-5.56178089,2.85957005,0.03674052,0.03727279,0.26643083,0.22778081,1.12346548,1.09230965,0.03048434,1.75009941
-5.55577789,2.86620905,0.03529303,0.03747760,0.26804315,0.22296503,1.12140870,1.10430130,0.03000255,1.76057868
-5.54977489,2.86811373,0.03371629,0.03765368,0.26920817,0.21784534,1.11845381,1.11411770,0.02939896,1.76832271
-5.54377189,2.86505737,0.03204615,0.03779122,0.26988428,0.21247269,1.11461776,1.12156890,0.02868264,1.77309418
-5.53776888,2.85689522,0.03032024,0.03788160,0.27003609,0.20690061,1.10993847,1.12650197,0.02786403,1.77470617
-5.53176588,2.84357559,0.02857718,0.03791768,0.26963622,0.20118499,1.10447960,1.12880487,0.02695474,1.77303177
-5.52576288,2.82514954,0.02685586,0.03789415,0.26866709,0.19538396,1.09833525,1.12840955,0.02596738,1.76801262
-5.51975988,2.80177870,0.02519479,0.03780773,0.26712269,0.18955788,1.09163420,1.12529402,0.02491529,1.75966602
-5.51375688,2.77374081,0.02363152,0.03765744,0.26501026,0.18376944,1.08454367,1.11948344,0.02381240,1.74809021
-5.50775388,2.74143271,0.02220218,0.03744473,0.26235175,0.17808374,1.07727218,1.11105015,0.02267301,1.73346762
-5.50175088,2.70537039,0.02094108,0.03717358,0.25918491,0.17256848,1.07007144,1.10011269,0.02151160,1.71606599
-5.49574787,2.66618606,0.01988038,0.03685047,0.25556402,0.16729397,1.06323694,1.08683397,0.02034269,1.69623707
-5.48974487,2.62462200,0.01904988,0.03648436,0.25155996,0.16233323,1.05710717,1.07141857,0.01918067,1.67441299
-5.48374187,2.58152139,0.01847675,0.03608646,0.24725984,0.15776172,1.05206119,1.05410932,0.01803963,1.65110037
-5.47773887,2.53781599,0.01818544,0.03566993,0.24276579,0.15365710,1.04851458,1.03518336,0.01693323,1.62687219
-5.47173587,2.49451115,0.01819746,0.03524956,0.23819324,0.15009857,1.04691373,1.01494779,0.01587459,1.60235765
-5.46573287,2.45266819,0.01853120,0.03484126,0.23366842,0.14716610,1.04772837,0.99373496,0.01487609,1.57823036
-5.45972986,2.41338481,0.01920180,0.03446151,0.22932532,0.14493931,1.05144261,0.97189770,0.01394935,1.55519499
-5.45372686,2.37777380,0.02022085,0.03412681,0.22530214,0.14349613,1.05854457,0.94980435,0.01310504,1.53397293
-5.44772386,2.34694065,0.02159625,0.03385298,0.22173729,0.14291124,1.06951482,0.92783398,0.01235284,1.51528718
-5.44172086,2.32196071,0.02333187,0.03365462,0.21876520,0.14325428,1.08481405,0.90637153,0.01170131,1.49984698
-5.43571786,2.30385625,0.02542731,0.03354441,0.21651204,0.14458796,1.10487010,0.88580318,0.01115785,1.48833249
-5.42971486,2.29357428,0.02787768,0.03353258,0.21509144,0.14696604,1.13006491,0.86651173,0.01072865,1.48137990
-5.42371186,2.29196536,0.03067334,0.03362645,0.21460061,0.15043139,1.16072172,0.84887214,0.01041861,1.47956733
-5.41770885,2.29976402,0.03379975,0.03383003,0.21511678,0.15501407,1.19709282,0.83324703,0.01023133,1.48340181
-5.41170585,2.31757116,0.03723742,0.03414374,0.21669418,0.16072951,1.23934829,0.81998222,0.01016908,1.49330749
-5.40570285,2.34583866,0.04096188,0.03456432,0.21936178,0.16757707,1.28756605,0.80940211,0.01023280,1.50961536
-5.39969985,2.38485641,0.04494390,0.03508485,0.22312177,0.17553871,1.34172344,0.80180490,0.01042208,1.53255453
-5.39369685,2.43474199,0.04914970,0.03569488,0.22794877,0.18457813,1.40169066,0.79745756,0.01073516,1.56224507
-5.38769385,2.49543281,0.05354144,0.03638074,0.23379002,0.19464025,1.46722615,0.79659053,0.01116893,1.59869253
-5.38169085,2.56668094,0.05807778,0.03712597,0.24056628,0.20565111,1.53797409,0.79939209,0.01171896,1.64178402
-5.37568784,2.64805049,0.06271455,0.03791184,0.24817353,0.21751821,1.61346405,0.80600250,0.01237946,1.69128593
-5.36968484,2.73891736,0.06740555,0.03871791,0.25648534,0.23013129,1.69311292,0.81650798,0.01314331,1.74684305
-5.36368184,2.83847160,0.07210347,0.03952273,0.26535590,0.24336348,1.77622903,0.83093464,0.01400207,1.80797937
-5.35767884,2.94572216,0.07676080,0.04030443,0.27462342,0.25707298,1.86201850,0.84924265,0.01494601,1.87410034
-5.35167584,3.05950418,0.08133075,0.04104144,0.28411398,0.27110491,1.94959375,0.87132083,0.01596410,1.94449675
-5.34567284,3.17848903,0.08576818,0.04171304,0.29364556,0.28529368,2.03798418,0.89698204,0.01704412,2.01835038
-5.33966983,3.30119707,0.09003042,0.04229997,0.30303220,0.29946553,2.12614887,0.92595978,0.01817267,2.09474153
-5.33366683,3.42601363,0.09407806,0.04278484,0.31208814,0.31344133,2.21299130,0.95790623,0.01933530,2.17265854
-5.32766383,3.55120814,0.09787553,0.04315256,0.32063185,0.32703960,2.29737590,0.99239228,0.02051663,2.25100958
-5.32166083,3.67495686,0.10139162,0.04339059,0.32848988,0.34007963,2.37814631,1.02890974,0.02170055,2.32863677
-5.31565783,3.79536910,0.10459981,0.04348912,0.33550043,0.35238474,2.45414514,1.06687615,0.02287040,2.40433282
-5.30965483,3.91051715,0.10747847,0.04344116,0.34151658,0.36378549,2.52423489,1.10564226,0.02400925,2.47686000
-5.30365183,4.01846954,0.11001100,0.04324251,0.34640916,0.37412299,2.58731978,1.14450238,0.02510021,2.54497157
-5.29764882,4.11732746,0.11218575,0.04289167,0.35006922,0.38325211,2.64236798,1.18270749,0.02612675,2.60743526
-5.29164582,4.20526361,0.11399599,0.04238971,0.35241000,0.39104450,2.68843374,1.21948088,0.02707312,2.66305843
-5.28564282,4.28056284,0.11543980,0.04174007,0.35336853,0.39739159,2.72467892,1.25403606,0.02792469,2.71071438
-5.27963982,4.34166336,0.11651992,0.04094829,0.35290675,0.40220723,2.75039321,1.28559641,0.02866842,2.74936920
-5.27363682,4.38719747,0.11724370,0.04002184,0.35101211,0.40543011,2.76501247,1.31341595,0.02929325,2.77810810
-5.26763382,4.41603042,0.11762307,0.03896982,0.34769780,0.40702584,2.76813454,1.33680046,0.02979049,2.79616067
-5.26163082,4.42729589,0.11767456,0.03780270,0.34300240,0.40698857,2.75953193,1.35512827,0.03015419,2.80292380
-5.25562781,4.42042669,0.11741943,0.03653217,0.33698920,0.40534219,2.73916076,1.36786975,0.03038146,2.79798154
-5.24962481,4.39517931,0.11688382,0.03517085,0.32974499,0.40214093,2.70716574,1.37460474,0.03047271,2.78112092
-5.24362181,4.35165097,0.11609899,0.03373211,0.32137844,0.39746941,2.66388064,1.37503723,0.03043180,2.75234294
-5.23761881,4.29028823,0.11510144,0.03222992,0.31201806,0.39144202,2.60982431,1.36900639,0.03026613,2.71186822
-5.23161581,4.21188636,0.11393314,0.03067867,0.30180981,0.38420161,2.54569215,1.35649366,0.02998660,2.66013670
-5.22561281,4.11757900,0.11264150,0.02909298,0.29091432,0.37591746,2.47234321,1.33762538,0.02960746,2.59780146
-5.21960980,4.00881811,0.11127930,0.02748758,0.27950383,0.36678251,2.39078329,1.31267081,0.02914605,2.52571636
-5.21360680,3.88734446,0.10990428,0.02587716,0.26775880,0.35700988,2.30214458,1.28203550,0.02862242,2.44491810
-5.20760380,3.75514939,0.10857858,0.02427619,0.25586440,0.34682864,2.20766226,1.24625032,0.02805888,2.35660300
-5.20160080,3.61442879,0.10736775,0.02269881,0.24400679,0.33647901,2.10864896,1.20595644,0.02747939,2.26209930
-5.19559780,3.46753080,0.10633954,0.02115863,0.23236932,0.32620691,2.00646770,1.16188689,0.02690890,2.16283589
-5.18959480,3.31689863,0.10556227,0.01966858,0.22112878,0.31625812,1.90250413,1.11484537,0.02637264,2.06030839
-5.18359180,3.16501035,0.10510293,0.01824077,0.21045163,0.30687208,1.79813885,1.06568305,0.02589538,1.95604383
-5.17758879,3.01431771,0.10502503,0.01688632,0.20049051,0.29827548,1.69472051,1.01527443,0.02550058,1.85156491
-5.17158579,2.86718559,0.10538620,0.01561522,0.19138086,0.29067598,1.59354043,0.96449288,0.02520965,1.74835508
-5.16558279,2.72583436,0.10623575,0.01443621,0.18323798,0.28425599,1.49580922,0.91418692,0.02504120,1.64782543
-5.15957979,2.59228669,0.10761218,0.01335665,0.17615444,0.27916702,1.40263605,0.86515796,0.02501034,1.55128441
-5.15357679,2.46832052,0.10954083,0.01238242,0.17019802,0.27552459,1.31501080,0.81814038,0.02512810,1.45991110
-5.14757379,2.35542975,0.11203184,0.01151790,0.16541018,0.27340401,1.23378947,0.77378424,0.02540094,1.37473289
-5.14157079,2.25479356,0.11507839,0.01076585,0.16180515,0.27283727,1.15968306,0.73264156,0.02583040,1.29660788
-5.13556778,2.16725540,0.11865555,0.01012747,0.15936976,0.27381105,1.09324995,0.69515604,0.02641291,1.22621246
-5.12956478,2.09331211,0.12271968,0.00960238,0.15806389,0.27626624,1.03489173,0.66165678,0.02713975,1.16403414
-5.12356178,2.03311336,0.12720852,0.00918866,0.15782170,0.28009881,0.98485254,0.63235580,0.02799721,1.11036972
-5.11755878,1.98647121,0.13204206,0.00888292,0.15855349,0.28516227,0.94322169,0.60734938,0.02896693,1.06532846
-5.11155578,1.95287945,0.13712414,0.00868040,0.16014831,0.29127153,0.90993931,0.58662288,0.03002635,1.02884004
-5.10555278,1.93154171,0.14234474,0.00857506,0.16247708,0.29820831,0.88480489,0.57005882,0.03114941,1.00066686
-5.09954977,1.92140740,0.14758306,0.00855971,0.16539634,0.30572763,0.86748827,0.55744770,0.03230731,0.98042004
-5.09354677,1.92121418,0.15271104,0.00862617,0.16875229,0.31356554,0.85754291,0.54850099,0.03346947,0.96757862
-5.08754377,1.92953524,0.15759745,0.00876539,0.17238518,0.32144758,0.85442095,0.54286590,0.03460442,0.96151109
-5.08154077,1.94482995,0.16211213,0.00896761,0.17613387,0.32909766,0.85748967,0.54014116,0.03568096,0.96149870
-5.07553777,1.96549593,0.16613052,0.00922255,0.17984029,0.33624726,0.86604909,0.53989326,0.03666909,0.96675965
-5.06953477,1.98992087,0.16953789,0.00951953,0.18335382,0.34264433,0.87935009,0.54167270,0.03754111,0.97647351
-5.06353177,2.01653231,0.17223351,0.00984769,0.18653528,0.34806167,0.89661279,0.54502943,0.03827249,0.98980511
-5.05752876,2.04384370,0.17413422,0.01019610,0.18926058,0.35230445,0.91704462,0.54952728,0.03884276,1.00592722
-5.05152576,2.07049532,0.17517744,0.01055396,0.19142367,0.35521652,0.93985773,0.55475671,0.03923617,1.02404140
-5.04552276,2.09528879,0.17532344,0.01091073,0.19293890,0.35668530,0.96428534,0.56034560,0.03944221,1.04339645
-5.03951976,2.11721412,0.17455677,0.01125633,0.19374262,0.35664504,0.98959658,0.56596789,0.03945594,1.06330414
-5.03351676,2.13546859,0.17288672,0.01158124,0.19379402,0.35507829,1.01510946,0.57134974,0.03927813,1.08315159
-5.02751376,2.14946714,0.17034691,0.01187666,0.19307513,0.35201556,1.04020179,0.57627321,0.03891517,1.10241034
-5.02151076,2.15884412,0.16699401,0.01213463,0.19159019,0.34753328,1.06431968,0.58057746,0.03837878,1.12064185
-5.01550775,2.16344678,0.16290548,0.01234818,0.18936415,0.34174994,1.08698349,0.58415752,0.03768553,1.13749935
-5.00950475,2.16332091,0.15817677,0.01251137,0.18644069,0.33482088,1.10779125,0.58696095,0.03685621,1.15272637
-5.00350175,2.15868969,0.15291772,0.01261942,0.18287965,0.32693170,1.12641944,0.58898241,0.03591502,1.16615198
-4.99749875,2.14992673,0.14724865,0.01266876,0.17875412,0.31829075,1.14262131,0.59025674,0.03488867,1.17768315
-4.99149575,2.13752462,0.14129608,0.01265705,0.17414716,0.30912092,1.15622295,0.59085075,0.03380540,1.18729481
-4.98549275,2.12206050,0.13518840,0.01258320,0.16914853,0.29965112,1.16711740,0.59085415,0.03269396,1.19501798
-4.97948974,2.10416013,0.12905155,0.01244737,0.16385126,0.29010774,1.17525712,0.59037019,0.03158259,1.20092658
-4.97348674,2.08446202,0.12300495,0.01225092,0.15834845,0.28070648,1.18064538,0.58950623,0.03049804,1.20512372
-4.96748374,2.06358316,0.11715783,0.01199631,0.15273022,0.27164484,1.18332688,0.58836488,0.02946465,1.20772797
-4.96148074,2.04208767,0.11160604,0.01168706,0.14708103,0.26309549,1.18337824,0.58703593,0.02850359,1.20886025
-4.95547774,2.02045976,0.10642944,0.01132758,0.14147737,0.25520084,1.18089867,0.58558953,0.02763216,1.20863212
-4.94947474,1.99908180,0.10169001,0.01092307,0.13598590,0.24806890,1.17600147,0.58407080,0.02686329,1.20713569
-4.94347174,1.97821852,0.09743065,0.01047935,0.13066208,0.24177059,1.16880646,0.58249617,0.02620521,1.20443587
-4.93746873,1.95800762,0.09367472,0.01000268,0.12554932,0.23633861,1.15943390,0.58085145,0.02566131,1.20056509
-4.93146573,1.93845716,0.09042634,0.00949963,0.12067864,0.23176772,1.14799993,0.57909178,0.02523016,1.19552067
-4.92546273,1.91944941,0.08767127,0.00897687,0.11606873,0.22801653,1.13461359,0.57714336,0.02490569,1.18926496
-4.91945973,1.90075092,0.08537854,0.00844103,0.11172659,0.22501060,1.11937556,0.57490681,0.02467762,1.18172797
-4.91345673,1.88202803,0.08350248,0.00789855,0.10764845,0.22264672,1.10237828,0.57226188,0.02453195,1.17281244
-4.90745373,1.86286688,0.08198528,0.00735553,0.10382106,0.22079808,1.08370734,0.56907343,0.02445160,1.16240074
-4.90145073,1.84279683,0.08075981,0.00681762,0.10022322,0.21932021,1.06344388,0.56519809,0.02441721,1.15036325
-4.89544772,1.82131607,0.07975265,0.00628992,0.09682755,0.21805740,1.04166749,0.56049143,0.02440789,1.13656772
-4.88944472,1.79791800,0.07888722,0.00577692,0.09360226,0.21684924,1.01845947,0.55481516,0.02440212,1.12088882
-4.88344172,1.77211715,0.07808681,0.00528245,0.09051304,0.21553712,0.99390586,0.54804407,0.02437857,1.10321757
-4.87743872,1.74347342,0.07727753,0.00480966,0.08752481,0.21397033,0.96810008,0.54007224,0.02431693,1.08346979
-4.87143572,1.71161336,0.07639089,0.00436100,0.08460346,0.21201166,0.94114490,0.53081840,0.02419864,1.06159338
-4.86543272,1.67624781,0.07536610,0.00393829,0.08171723,0.20954210,0.91315341,0.52022997,0.02400756,1.03757388
-4.85942971,1.63718503,0.07415191,0.00354271,0.07883806,0.20646472,0.88424913,0.50828590,0.02373046,1.01143798
-4.85342671,1.59433888,0.07270802,0.00317485,0.07594252,0.20270734,0.85456503,0.49499794,0.02335747,0.98325510
-4.84742371,1.54773210,0.07100589,0.00283483,0.07301250,0.19822420,0.82424163,0.48041048,0.02288229,0.95313669
-4.84142071,1.49749448,0.06902913,0.00252231,0.07003563,0.19299646,0.79342439,0.46459911,0.02230229,0.92123370
-4.83541771,1.44385666,0.06677333,0.00223657,0.06700535,0.18703153,0.76226056,0.44766775,0.02161847,0.88773222
-4.82941471,1.38713981,0.06424549,0.00197662,0.06392079,0.18036151,0.73089566,0.42974491,0.02083523,0.85284770
-4.82341171,1.32774215,0.06146297,0.00174122,0.06078631,0.17304071,0.69947005,0.41097904,0.01996011,0.81681821
-4.81740870,1.26612320,0.05845219,0.00152898,0.05761096,0.16514249,0.66811572,0.39153339,0.01900333,0.77989706
-4.81140570,1.20278647,0.05524699,0.00133841,0.05440766,0.15675553,0.63695357,0.37158058,0.01797729,0.74234523
-4.80540270,1.13826182,0.05188690,0.00116794,0.05119241,0.14797987,0.60609138,0.35129726,0.01689603,0.70442412
-4.79939970,1.07308814,0.04841530,0.00101600,0.04798334,0.13892273,0.57562259,0.33085893,0.01577467,0.66638885
-4.79339670,1.00779722,0.04487756,0.00088105,0.04479984,0.12969452,0.54562592,0.31043533,0.01462879,0.62848247
-4.78739370,0.94289940,0.04131930,0.00076159,0.04166166,0.12040497,0.51616590,0.29018642,0.01347393,0.59093124
-4.78139070,0.87887157,0.03778481,0.00065618,0.03858815,0.11115970,0.48729405,0.27025914,0.01232506,0.55394115
-4.77538769,0.81614760,0.03431562,0.00056346,0.03559759,0.10205730,0.45905083,0.25078497,0.01119614,0.51769566
-4.76938469,0.75511156,0.03094939,0.00048216,0.03270659,0.09318693,0.43146790,0.23187837,0.01009980,0.48235456
-4.76338169,0.69609350,0.02771901,0.00041111,0.02992971,0.08462652,0.40457065,0.21363593,0.00904703,0.44805400
-4.75737869,0.63936768,0.02465198,0.00034921,0.02727913,0.07644165,0.37838083,0.19613630,0.00804701,0.41490725
-4.75137569,0.58515303,0.02177011,0.00029548,0.02476454,0.06868495,0.35291885,0.17944074,0.00710702,0.38300621
-4.74537269,0.53361526,0.01908944,0.00024900,0.02239306,0.06139602,0.32820585,0.16359408,0.00623240,0.35242334
-4.73936968,0.48487052,0.01662033,0.00020895,0.02016934,0.05460194,0.30426520,0.14862616,0.00542663,0.32321384
-4.73336668,0.43898985,0.01436789,0.00017456,0.01809566,0.04831796,0.28112341,0.13455338,0.00469144,0.29541783
-4.72736368,0.39600434,0.01233237,0.00014517,0.01617217,0.04254873,0.25881047,0.12138046,0.00402697,0.26906244
-4.72136068,0.35591047,0.01050981,0.00012016,0.01439715,0.03728949,0.23735953,0.10910213,0.00343196,0.24416364
-4.71535768,0.31867532,0.00889271,0.00009897,0.01276723,0.03252759,0.21680602,0.09770485,0.00290398,0.22072779
-4.70935468,0.28424161,0.00747069,0.00008111,0.01127772,0.02824388,0.19718639,0.08716825,0.00243966,0.19875283
-4.70335168,0.25253218,0.00623119,0.00006613,0.00992286,0.02441422,0.17853646,0.07746656,0.00203492,0.17822913
-4.69734867,0.22345403,0.00516017,0.00005363,0.00869610,0.02101078,0.16088961,0.06856974,0.00168518,0.15914009
-4.69134567,0.19690172,0.00424264,0.00004327,0.00759030,0.01800332,0.14427490,0.06044448,0.00138556,0.14146248
-4.68534267,0.17276031,0.00346327,0.00003474,0.00659793,0.01536029,0.12871539,0.05305499,0.00113105,0.12516663
-4.67933967,0.15090778,0.00280682,0.00002776,0.00571131,0.01304973,0.11422657,0.04636366,0.00091667,0.11021657
-4.67333667,0.13121704,0.00225849,0.00002211,0.00492268,0.01104006,0.10081518,0.04033160,0.00073761,0.09657019
-4.66733367,0.11355757,0.00180424,0.00001757,0.00422437,0.00930068,0.08847841,0.03491909,0.00058927,0.08417943
-4.66133067,0.09779695,0.00143102,0.00001400,0.00360888,0.00780245,0.07720346,0.03008591,0.00046740,0.07299061
-4.65532766,0.08380204,0.00112686,0.00001126,0.00306893,0.00651799,0.06696766,0.02579171,0.00036808,0.06294490
-4.64932466,0.07144013,0.00088099,0.00000925,0.00259759,0.00542188,0.05773885,0.02199630,0.00028781,0.05397898
-4.64332166,0.06058006,0.00068382,0.00000791,0.00218823,0.00449082,0.04947620,0.01865993,0.00022346,0.04602575
