energy_ev,total_up,C_s_up,C_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.86793397,2.58246132,0.00619461,0.30711721,1.26354129,0.54898019,0.01923338,1.23883377,0.60665044,0.34344770
-5.86193097,2.65820780,0.00650805,0.31465084,1.27261507,0.57151167,0.02018189,1.27323809,0.62594373,0.35826289
-5.85592796,2.73093836,0.00679269,0.32226896,1.27959281,0.59413078,0.02107116,1.30539648,0.64465384,0.37252841
-5.84992496,2.79993805,0.00704322,0.32990480,1.28420594,0.61667623,0.02188795,1.33495080,0.66255492,0.38611440
-5.84392196,2.86461253,0.00725499,0.33750128,1.28625660,0.63900050,0.02262023,1.36161463,0.67945116,0.39891208
-5.83791896,2.92451311,0.00742421,0.34501406,1.28563430,0.66097411,0.02325747,1.38518682,0.69518561,0.41083731
-5.83191596,2.97935653,0.00754806,0.35241386,1.28232892,0.68248918,0.02379090,1.40556242,0.70964768,0.42183341
-5.82591296,3.02903872,0.00762480,0.35968797,1.27643932,0.70346220,0.02421375,1.42274029,0.72277886,0.43187289
-5.81990995,3.07364182,0.00765385,0.36684078,1.26817689,0.72383589,0.02452138,1.43682729,0.73457663,0.44095822
-5.81390695,3.11343422,0.00763580,0.37389343,1.25786394,0.74358016,0.02471136,1.44803855,0.74509616,0.44912150
-5.80790395,3.14886361,0.00757240,0.38088244,1.24592675,0.76269214,0.02478344,1.45669407,0.75444992,0.45642305
-5.80190095,3.18054342,0.00746656,0.38785761,1.23288367,0.78119533,0.02473952,1.46321157,0.76280500,0.46294898
-5.79589795,3.20923323,0.00732221,0.39487911,1.21932865,0.79913804,0.02458348,1.46809590,0.77037850,0.46880793
-5.78989495,3.23581393,0.00714424,0.40201397,1.20591098,0.81659096,0.02432101,1.47192543,0.77743081,0.47412697
-5.78389195,3.26125857,0.00693830,0.40933222,1.19331213,0.83364422,0.02395935,1.47533590,0.78425742,0.47904704
-5.77788894,3.28660006,0.00671068,0.41690272,1.18222067,0.85040383,0.02350701,1.47900218,0.79117912,0.48371782
-5.77188594,3.31289663,0.00646809,0.42478899,1.17330643,0.86698765,0.02297352,1.48361862,0.79853127,0.48829256
-5.76588294,3.34119640,0.00621751,0.43304513,1.16719485,0.88352098,0.02236906,1.48987852,0.80665222,0.49292278
-5.75987994,3.37250194,0.00596595,0.44171205,1.16444281,0.90013179,0.02170421,1.49845333,0.81587140,0.49775314
-5.75387694,3.40773586,0.00572035,0.45081418,1.16551668,0.91694574,0.02098968,1.50997214,0.82649733,0.50291662
-5.74787394,3.44770847,0.00548732,0.46035672,1.17077365,0.93408096,0.02023599,1.52500204,0.83880601,0.50853008
-5.74187094,3.49308819,0.00527305,0.47032362,1.18044692,0.95164279,0.01945333,1.54402978,0.85303002,0.51469046
-5.73586793,3.54437559,0.00508319,0.48067629,1.19463533,0.96971852,0.01865131,1.56744522,0.86934856,0.52147146
-5.72986493,3.60188168,0.00492271,0.49135314,1.21329776,0.98837226,0.01783884,1.59552710,0.88787900,0.52892105
-5.72386193,3.66571108,0.00479587,0.50226997,1.23625244,1.00764016,0.01702401,1.62843133,0.90867000,0.53705959
-5.71785893,3.73575061,0.00470616,0.51332122,1.26318116,1.02752608,0.01621403,1.66618229,0.93169660,0.54587879
-5.71185593,3.81166362,0.00465626,0.52438196,1.29363810,1.04799789,0.01541520,1.70866749,0.95685749,0.55534136
-5.70585293,3.89289053,0.00464806,0.53531076,1.32706292,1.06898476,0.01463286,1.75563557,0.98397458,0.56538149
-5.69984992,3.97865572,0.00468266,0.54595308,1.36279760,1.09037536,0.01387148,1.80669818,1.01279506,0.57590605
-5.69384692,4.06798065,0.00476041,0.55614539,1.40010628,1.11201749,0.01313464,1.86133548,1.04299585,0.58679650
-5.68784392,4.15970340,0.00488092,0.56571960,1.43819745,1.13371886,0.01242511,1.91890547,1.07419052,0.59791153
-5.68184092,4.25250388,0.00504314,0.57450784,1.47624755,1.15524957,0.01174495,1.97865689,1.10593838,0.60909024
-5.67583792,4.34493446,0.00524535,0.58234741,1.51342520,1.17634592,0.01109553,2.03974551,1.13775558,0.62015597
-5.66983492,4.43545497,0.00548525,0.58908557,1.54891513,1.19671573,0.01047765,2.10125328,1.16912786,0.63092049
-5.66383192,4.52247127,0.00575994,0.59458416,1.58194091,1.21604499,0.00989163,2.16220994,1.19952443,0.64118868
-5.65782891,4.60437594,0.00606602,0.59872381,1.61178577,1.23400570,0.00933737,2.22161643,1.22841259,0.65076327
-5.65182591,4.67959002,0.00639955,0.60140755,1.63781076,1.25026447,0.00881443,2.27846926,1.25527251,0.65944987
-5.64582291,4.74660416,0.00675613,0.60256364,1.65946956,1.26449190,0.00832213,2.33178512,1.27961157,0.66706180
-5.63981991,4.80401789,0.00713088,0.60214760,1.67631970,1.27637204,0.00785957,2.38062502,1.30097779,0.67342482
-5.63381691,4.85057563,0.00751852,0.60014334,1.68802969,1.28561187,0.00742572,2.42411686,1.31897180,0.67838157
-5.62781391,4.88519820,0.00791339,0.59656324,1.69438210,1.29195029,0.00701947,2.46147606,1.33325696,0.68179547
-5.62181091,4.90700896,0.00830946,0.59144737,1.69527259,1.29516632,0.00663965,2.49202329,1.34356722,0.68355416
-5.61580790,4.91535365,0.00870045,0.58486175,1.69070527,1.29508633,0.00628504,2.51519904,1.34971260,0.68357227
-5.60980490,4.90981377,0.00907990,0.57689594,1.68078460,1.29158994,0.00595445,2.53057447,1.35158219,0.68179344
-5.60380190,4.89021317,0.00944121,0.56765988,1.66570472,1.28461450,0.00564668,2.53785853,1.34914457,0.67819172
-5.59779890,4.85661808,0.00977783,0.55728039,1.64573653,1.27415809,0.00536053,2.53690119,1.34244598,0.67277208
-5.59179590,4.80933115,0.01008333,0.54589737,1.62121357,1.26028088,0.00509484,2.52769304,1.33160633,0.66557038
-5.58579290,4.74887994,0.01035156,0.53365991,1.59251727,1.24310505,0.00484843,2.51036139,1.31681346,0.65665249
-5.57978989,4.67600086,0.01057681,0.52072255,1.56006233,1.22281317,0.00462016,2.48516341,1.29831596,0.64611287
-5.57378689,4.59161929,0.01075394,0.50724185,1.52428304,1.19964522,0.00440888,2.45247656,1.27641501,0.63407258
-5.56778389,4.49682685,0.01087854,0.49337333,1.48562093,1.17389445,0.00421345,2.41278699,1.25145548,0.62067675
-5.56178089,4.39285655,0.01094708,0.47926887,1.44451423,1.14590204,0.00403278,2.36667617,1.22381688,0.60609166
-5.55577789,4.28105667,0.01095699,0.46507470,1.40138951,1.11605078,0.00386580,2.31480644,1.19390413,0.59050144
-5.54977489,4.16286382,0.01090681,0.45092983,1.35665545,1.08475802,0.00371148,2.25790560,1.16213870,0.57410446
-5.54377189,4.03977568,0.01079619,0.43696498,1.31069878,1.05246770,0.00356890,2.19675118,1.12895005,0.55710943
-5.53776888,3.91332377,0.01062599,0.42330185,1.26388220,1.01964194,0.00343725,2.13215440,1.09476758,0.53973138
-5.53176588,3.78504635,0.01039822,0.41005261,1.21654389,0.98675193,0.00331586,2.06494428,1.06001315,0.52218737
-5.52576288,3.65646166,0.01011604,0.39731956,1.16899828,0.95426851,0.00320428,1.99595190,1.02509403,0.50469221
-5.51975988,3.52904156,0.00978361,0.38519472,1.12153761,0.92265246,0.00310225,1.92599510,0.99039646,0.48745405
-5.51375688,3.40418577,0.00940605,0.37375944,1.07443389,0.89234460,0.00300982,1.85586372,0.95627963,0.47067004
-5.50775388,3.28319684,0.00898925,0.36308366,1.02794069,0.86375591,0.00292731,1.78630563,0.92307015,0.45452214
-5.50175088,3.16725627,0.00853968,0.35322511,0.98229463,0.83725796,0.00285538,1.71801357,0.89105702,0.43917306
-5.49574787,3.05740217,0.00806424,0.34422823,0.93771615,0.81317375,0.00279500,1.65161336,0.86048712,0.42476263
-5.48974487,2.95450901,0.00757006,0.33612293,0.89440950,0.79176935,0.00274751,1.58765337,0.83156136,0.41140461
-5.48374187,2.85927022,0.00706427,0.32892328,0.85256185,0.77324655,0.00271456,1.52659585,0.80443157,0.39918401
-5.47773887,2.77218425,0.00655382,0.32262631,0.81234168,0.75773688,0.00269809,1.46881027,0.77919834,0.38815527
-5.47173587,2.69354497,0.00604533,0.31721087,0.77389650,0.74529726,0.00270031,1.41456893,0.75590992,0.37834112
-5.46573287,2.62343702,0.00554492,0.31263698,0.73735026,0.73590757,0.00272359,1.36404524,0.73456229,0.36973250
-5.45972986,2.56173669,0.00505807,0.30884556,0.70280065,0.72947031,0.00277047,1.31731462,0.71510071,0.36228937
-5.45372686,2.50811874,0.00458953,0.30575879,0.67031656,0.72581253,0.00284345,1.27435830,0.69742257,0.35594258
-5.44772386,2.46206932,0.00414329,0.30328119,0.63993609,0.72469011,0.00294501,1.23506985,0.68138179,0.35059676
-5.44172086,2.42290483,0.00372247,0.30130137,0.61166532,0.72579434,0.00307740,1.19926431,0.66679449,0.34613403
-5.43571786,2.38979629,0.00332939,0.29969464,0.58547789,0.72876061,0.00324257,1.16668966,0.65344603,0.34241862
-5.42971486,2.36179855,0.00296556,0.29832617,0.56131582,0.73317916,0.00344203,1.13704018,0.64109899,0.33930210
-5.42371186,2.33788326,0.00263173,0.29705485,0.53909124,0.73860729,0.00367673,1.10997115,0.62950193,0.33662903
-5.41770885,2.31697442,0.00232797,0.29573748,0.51868929,0.74458285,0.00394693,1.08511434,0.61839852,0.33424281
-5.41170585,2.29798511,0.00205375,0.29423334,0.49997193,0.75063841,0.00425211,1.06209356,0.60753674,0.33199154
-5.40570285,2.27985391,0.00180801,0.29240874,0.48278252,0.75631565,0.00459087,1.04053965,0.59667770,0.32973354
-5.39969985,2.26157952,0.00158930,0.29014146,0.46695103,0.76117930,0.00496086,1.02010428,0.58560373,0.32734232
-5.39369685,2.24225224,0.00139585,0.28732482,0.45229951,0.76483032,0.00535875,1.00047195,0.57412535,0.32471079
-5.38769385,2.22108098,0.00122568,0.28387134,0.43864778,0.76691759,0.00578020,0.98136965,0.56208699,0.32175458
-5.38169085,2.19741491,0.00107669,0.27971556,0.42581895,0.76714794,0.00621992,0.96257404,0.54937100,0.31841417
-5.37568784,2.17075904,0.00094670,0.27481631,0.41364463,0.76529389,0.00667169,0.94391572,0.53590013,0.31465594
-5.36968484,2.14078325,0.00083361,0.26915801,0.40196978,0.76119915,0.00712850,0.92528062,0.52163815,0.31047199
-5.36368184,2.10732486,0.00073534,0.26275123,0.39065693,0.75478155,0.00758268,0.90660868,0.50658890,0.30587886
-5.35767884,2.07038498,0.00064997,0.25563247,0.37958982,0.74603352,0.00802606,0.88789001,0.49079381,0.30091513
-5.35167584,2.03011916,0.00057574,0.24786324,0.36867640,0.73502010,0.00845021,0.86915882,0.47432806,0.29563816
-5.34567284,1.98682332,0.00051104,0.23952862,0.35785123,0.72187486,0.00884662,0.85048569,0.45729578,0.29012014
-5.33966983,1.94091579,0.00045446,0.23073532,0.34707730,0.70679385,0.00920702,0.83196867,0.43982447,0.28444364
-5.33366683,1.89291677,0.00040479,0.22160958,0.33634736,0.69002805,0.00952356,0.81372371,0.42205897,0.27869682
-5.32766383,1.84342623,0.00036099,0.21229483,0.32568479,0.67187471,0.00978911,0.79587498,0.40415536,0.27296882
-5.32166083,1.79310160,0.00032221,0.20294945,0.31514409,0.65266797,0.00999746,0.77854564,0.38627504,0.26734516
-5.31565783,1.74263605,0.00028774,0.19374468,0.30481109,0.63276924,0.01014355,0.76184944,0.36857920,0.26190375
-5.30965483,1.69273856,0.00025701,0.18486265,0.29480272,0.61255770,0.01022365,0.74588355,0.35122395,0.25671138
-5.30365183,1.64411620,0.00022960,0.17649473,0.28526661,0.59242131,0.01023546,0.73072294,0.33435617,0.25182104
-5.29764882,1.59745944,0.00020517,0.16884010,0.27638021,0.57274851,0.01017824,0.71641643,0.31811030,0.24727010
-5.29164582,1.55343043,0.00018347,0.16210452,0.26834952,0.55392101,0.01005277,0.70298451,0.30260600,0.24307930
-5.28564282,1.51265451,0.00016433,0.15649924,0.26140737,0.53630761,0.00986139,0.69041896,0.28794662,0.23925271
-5.27963982,1.47571469,0.00014763,0.15223987,0.25581097,0.52025914,0.00960787,0.67868405,0.27421859,0.23577849
-5.27363682,1.44314865,0.00013327,0.14954515,0.25183882,0.50610455,0.00929730,0.66771930,0.26149148,0.23263043
-5.26763382,1.41544778,0.00012121,0.14863539,0.24978673,0.49414792,0.00893591,0.65744342,0.24981859,0.22977015
-5.26163082,1.39305757,0.00011142,0.14973049,0.24996290,0.48466627,0.00853086,0.64775922,0.23923807,0.22714968
-5.25562781,1.37637863,0.00010388,0.15304738,0.25268197,0.47790795,0.00809000,0.63855913,0.22977429,0.22471454
-5.24962481,1.36576756,0.00009857,0.15879674,0.25825801,0.47409128,0.00762162,0.62973101,0.22143938,0.22240679
-5.24362181,1.36153702,0.00009549,0.16717890,0.26699643,0.47340325,0.00713418,0.62116395,0.21423470,0.22016817
-5.23761881,1.36395437,0.00009462,0.17837897,0.27918497,0.47599804,0.00663610,0.61275366,0.20815235,0.21794303
-5.23161581,1.37323835,0.00009594,0.19256120,0.29508370,0.48199516,0.00613546,0.60440729,0.20317632,0.21568091
-5.22561281,1.38955362,0.00009941,0.20986255,0.31491451,0.49147698,0.00563985,0.59604735,0.19928343,0.21333866
-5.21960980,1.41300305,0.00010500,0.23038580,0.33885009,0.50448577,0.00515619,0.58761449,0.19644399,0.21088208
-5.21360680,1.44361778,0.00011263,0.25419235,0.36700298,0.52102016,0.00469054,0.57906922,0.19462203,0.20828685
-5.20760380,1.48134569,0.00012223,0.28129490,0.39941492,0.54103108,0.00424803,0.57039229,0.19377526,0.20553898
-5.20160080,1.52603868,0.00013370,0.31165056,0.43604712,0.56441765,0.00383281,0.56158382,0.19385480,0.20263452
-5.19559780,1.57743968,0.00014691,0.34515458,0.47677178,0.59102301,0.00344801,0.55266138,0.19480461,0.19957878
-5.18959480,1.63517036,0.00016171,0.38163516,0.52136551,0.62063066,0.00309573,0.54365693,0.19656088,0.19638508
-5.18359180,1.69872060,0.00017792,0.42084978,0.56950510,0.65296176,0.00277713,0.53461313,0.19905137,0.19307305
-5.17758879,1.76744087,0.00019532,0.46248337,0.62076603,0.68767357,0.00249246,0.52557896,0.20219490,0.18966678
-5.17158579,1.84053856,0.00021369,0.50614866,0.67462416,0.72435976,0.00224118,0.51660517,0.20590098,0.18619278
-5.16558279,1.91707927,0.00023277,0.55138898,0.73046089,0.76255278,0.00202205,0.50773982,0.21006980,0.18267792
-5.15957979,1.99599381,0.00025227,0.59768362,0.78757185,0.80172857,0.00183325,0.49902411,0.21459269,0.17914763
-5.15357679,2.07609144,0.00027189,0.64445587,0.84517920,0.84131391,0.00167252,0.49048891,0.21935297,0.17562427
-5.14757379,2.15607948,0.00029132,0.69108361,0.90244729,0.88069637,0.00153726,0.48215211,0.22422740,0.17212590
-5.14157079,2.23458924,0.00031023,0.73691222,0.95850141,0.91923670,0.00142467,0.47401715,0.22908817,0.16866546
-5.13556778,2.31020766,0.00032830,0.78126959,1.01244906,0.95628360,0.00133186,0.46607262,0.23380533,0.16525047
-5.12956478,2.38151367,0.00034522,0.82348257,1.06340309,0.99119019,0.00125592,0.45829324,0.23824981,0.16188321
-5.12356178,2.44711825,0.00036070,0.86289452,1.11050596,1.02333187,0.00119405,0.45064195,0.24229669,0.15856132
-5.11755878,2.50570642,0.00037446,0.89888313,1.15295412,1.05212468,0.00114363,0.44307315,0.24582880,0.15527893
-5.11155578,2.55607965,0.00038626,0.93087790,1.19002172,1.07704357,0.00110225,0.43553695,0.24874033,0.15202806
-5.10555278,2.59719656,0.00039591,0.95837662,1.22108254,1.09763971,0.00106779,0.42798399,0.25094044,0.14880031
-5.09954977,2.62821041,0.00040326,0.98096001,1.24562937,1.11355599,0.00103843,0.42037083,0.25235664,0.14558868
-5.09354677,2.64850121,0.00040821,0.99830403,1.26328991,1.12454010,0.00101268,0.41266540,0.25293772,0.14238949
-5.08754377,2.65770120,0.00041072,1.01018922,1.27383855,1.13045433,0.00098940,0.40485225,0.25265617,0.13920415
-5.08154077,2.65571213,0.00041082,1.01650677,1.27720353,1.13128176,0.00096776,0.39693739,0.25150991,0.13604076
-5.07553777,2.64271359,0.00040857,1.01726087,1.27346910,1.12712833,0.00094724,0.38895227,0.24952326,0.13291544
-5.06953477,2.61916171,0.00040413,1.01256742,1.26287268,1.11822062,0.00092764,0.38095687,0.24674703,0.12985327
-5.06353177,2.58577828,0.00039766,1.00264900,1.24579694,1.10489945,0.00090898,0.37304153,0.24325774,0.12688881
-5.05752876,2.54353057,0.00038941,0.98782648,1.22275747,1.08760935,0.00089153,0.36532752,0.23915606,0.12406619
-5.05152576,2.49360260,0.00037964,0.96850750,1.19438618,1.06688450,0.00087570,0.35796627,0.23456436,0.12143867
-5.04552276,2.43735921,0.00036867,0.94517244,1.16141143,1.04333147,0.00086207,0.35113723,0.22962360,0.11906776
-5.03951976,2.37630425,0.00035681,0.91835845,1.12463561,1.01760972,0.00085128,0.34504456,0.22448963,0.11702196
-5.03351676,2.31203479,0.00034442,0.88864227,1.08491104,0.99041045,0.00084403,0.33991262,0.21932903,0.11537510
-5.02751376,2.24619311,0.00033182,0.85662251,1.04311526,0.96243477,0.00084100,0.33598061,0.21431466,0.11420437
-5.02151076,2.18041847,0.00031934,0.82290219,1.00012651,0.93437211,0.00084283,0.33349642,0.20962114,0.11358819
-5.01550775,2.11630054,0.00030732,0.78807212,0.95680048,0.90687961,0.00085008,0.33271014,0.20542029,0.11360393
-5.00950475,2.05533619,0.00029602,0.75269588,0.91394892,0.88056331,0.00086319,0.33386727,0.20187681,0.11432560
-5.00350175,1.99889116,0.00028571,0.71729671,0.87232097,0.85596189,0.00088248,0.33720197,0.19914430,0.11582166
-4.99749875,1.94816781,0.00027661,0.68234689,0.83258759,0.83353335,0.00090809,0.34293064,0.19736166,0.11815291
-4.99149575,1.90417982,0.00026889,0.64825971,0.79532949,0.81364517,0.00094000,0.35124590,0.19665007,0.12137058
-4.98549275,1.86773432,0.00026268,0.61538420,0.76102878,0.79656794,0.00097800,0.36231122,0.19711049,0.12551481
-4.97948974,1.83942159,0.00025806,0.58400264,0.73006420,0.78247280,0.00102171,0.37625624,0.19882179,0.13061326
-4.97348674,1.81961206,0.00025505,0.55433052,0.70271000,0.77143220,0.00107059,0.39317296,0.20183942,0.13668020
-4.96748374,1.80846006,0.00025366,0.52651889,0.67913785,0.76342402,0.00112394,0.41311260,0.20619468,0.14371579
-4.96148074,1.80591349,0.00025382,0.50065857,0.65942175,0.75833842,0.00118091,0.43608340,0.21189446,0.15170576
-4.95547774,1.81172842,0.00025543,0.47678596,0.64354511,0.75598702,0.00124054,0.46204902,0.21892139,0.16062131
-4.94947474,1.82548737,0.00025837,0.45488986,0.63140971,0.75611386,0.00130180,0.49092761,0.22723443,0.17041925
-4.94347174,1.84662012,0.00026248,0.43491893,0.62284577,0.75840743,0.00136358,0.52259149,0.23676967,0.18104237
-4.93746873,1.87442594,0.00026757,0.41678942,0.61762282,0.76251333,0.00142474,0.55686716,0.24744137,0.19241991
-4.93146573,1.90809606,0.00027344,0.40039263,0.61546067,0.76804691,0.00148416,0.59353586,0.25914317,0.20446813
-4.92546273,1.94673561,0.00027989,0.38560197,0.61604021,0.77460541,0.00154073,0.63233435,0.27174948,0.21709104
-4.91945973,1.98938430,0.00028668,0.37227928,0.61901357,0.78177930,0.00159339,0.67295619,0.28511688,0.23018108
-4.91345673,2.03503535,0.00029360,0.36028019,0.62401350,0.78916242,0.00164118,0.71505332,0.29908579,0.24361998
-4.90745373,2.08265262,0.00030042,0.34945866,0.63066178,0.79636078,0.00168320,0.75823826,0.31348216,0.25727961
-4.90145073,2.13118595,0.00030694,0.33967042,0.63857657,0.80300004,0.00171871,0.80208695,0.32811941,0.27102302
-4.89544772,2.17958486,0.00031295,0.33077558,0.64737882,0.80873149,0.00174705,0.84614238,0.34280070,0.28470564
-4.88944472,2.22681117,0.00031826,0.32264048,0.65669773,0.81323689,0.00176773,0.88991932,0.35732134,0.29817671
-4.88344172,2.27185096,0.00032270,0.31513877,0.66617552,0.81623210,0.00178037,0.93291011,0.37147168,0.31128094
-4.87743872,2.31372643,0.00032612,0.30815220,0.67547154,0.81746988,0.00178475,0.97459189,0.38504038,0.32386060
-4.87143572,2.35150796,0.00032839,0.30157092,0.68426605,0.81674194,0.00178077,1.01443510,0.39781798,0.33575794
-4.86543272,2.38432699,0.00032941,0.29529371,0.69226366,0.81388047,0.00176846,1.05191339,0.40960095,0.34681793
-4.85942971,2.41138956,0.00032908,0.28922818,0.69919664,0.80875937,0.00174798,1.08651471,0.42019594,0.35689146
-4.85342671,2.43199071,0.00032734,0.28329097,0.70482817,0.80129511,0.00171959,1.11775343,0.42942434,0.36583874
-4.84742371,2.44552921,0.00032418,0.27740807,0.70895533,0.79144738,0.00168368,1.14518307,0.43712675,0.37353301
-4.84142071,2.45152231,0.00031957,0.27151530,0.71141208,0.77921952,0.00164071,1.16840919,0.44316752,0.37986422
-4.83541771,2.44961964,0.00031354,0.26555879,0.71207179,0.76465850,0.00159121,1.18710184,0.44743876,0.38474268
-4.82941471,2.43961546,0.00030612,0.25949554,0.71084934,0.74785446,0.00153581,1.20100708,0.44986402,0.38810246
-4.82341171,2.42145821,0.00029739,0.25329391,0.70770248,0.72893957,0.00147518,1.20995670,0.45040105,0.38990430
-4.81740870,2.39525664,0.00028743,0.24693399,0.70263231,0.70808609,0.00141003,1.21387577,0.44904374,0.39013785
-4.81140570,2.36128141,0.00027635,0.24040768,0.69568272,0.68550347,0.00134111,1.21278724,0.44582289,0.38882310
-4.80540270,2.31996165,0.00026428,0.23371849,0.68693844,0.66143430,0.00126920,1.20681332,0.44080578,0.38601085
-4.79939970,2.27187598,0.00025137,0.22688100,0.67652193,0.63614931,0.00119506,1.19617316,0.43409442,0.38178205
-4.79339670,2.21773793,0.00023775,0.21991981,0.66458882,0.60994108,0.00111947,1.18117697,0.42582258,0.37624608
-4.78739370,2.15837594,0.00022361,0.21286822,0.65132211,0.58311696,0.00104320,1.16221635,0.41615155,0.36953784
-4.78139070,2.09470847,0.00020910,0.20576641,0.63692534,0.55599106,0.00096698,1.13975152,0.40526491,0.36181383
-4.77538769,2.02771520,0.00019438,0.19865941,0.62161478,0.52887575,0.00089151,1.11429552,0.39336247,0.35324737
-4.76938469,1.95840552,0.00017963,0.19159477,0.60561126,0.50207301,0.00081743,1.08639652,0.38065351,0.34402304
-4.76338169,1.88778551,0.00016501,0.18462023,0.58913179,0.47586580,0.00074535,1.05661862,0.36734994,0.33433071
-4.75737869,1.81682525,0.00015064,0.17778134,0.57238147,0.45051009,0.00067578,1.02552238,0.35365934,0.32435931
-4.75137569,1.74642771,0.00013668,0.17111923,0.55554607,0.42622773,0.00060919,0.99364588,0.33977850,0.31429076
-4.74537269,1.67740094,0.00012324,0.16466871,0.53878571,0.40320055,0.00054597,0.96148717,0.32588753,0.30429417
-4.73936968,1.61043472,0.00011042,0.15845674,0.52222997,0.38156600,0.00048642,0.92948907,0.31214498,0.29452073
-4.73336668,1.54608288,0.00009830,0.15250128,0.50597457,0.36141458,0.00043077,0.89802694,0.29868410,0.28509941
-4.72736368,1.48475185,0.00008694,0.14681077,0.49007990,0.34278902,0.00037917,0.86739992,0.28561033,0.27613371
-4.72136068,1.42669609,0.00007640,0.14138407,0.47457144,0.32568545,0.00033169,0.83782605,0.27300025,0.26769949
-4.71535768,1.37202018,0.00006669,0.13621093,0.45944190,0.31005631,0.00028836,0.80944120,0.26090176,0.25984407
-4.70935468,1.32068733,0.00005784,0.13127293,0.44465500,0.29581488,0.00024911,0.78230191,0.24933564,0.25258648
-4.70335168,1.27253365,0.00004982,0.12654485,0.43015064,0.28284127,0.00021384,0.75639155,0.23829816,0.24591877
-4.69734867,1.22728708,0.00004263,0.12199629,0.41585104,0.27098944,0.00018238,0.73162951,0.22776460,0.23980842
-4.69134567,1.18458991,0.00003623,0.11759355,0.40166753,0.26009488,0.00015454,0.70788267,0.21769351,0.23420152
-4.68534267,1.14402354,0.00003058,0.11330152,0.38750759,0.24998269,0.00013009,0.68497844,0.20803133,0.22902657
-4.67933967,1.10513410,0.00002564,0.10908562,0.37328165,0.24047555,0.00010879,0.66271857,0.19871713,0.22419878
-4.67333667,1.06745767,0.00002135,0.10491352,0.35890941,0.23140125,0.00009037,0.64089304,0.18968728,0.21962450
-4.66733367,1.03054377,0.00001765,0.10075670,0.34432517,0.22259947,0.00007457,0.61929327,0.18087973,0.21520570
-4.66133067,0.99397624,0.00001450,0.09659168,0.32948214,0.21392755,0.00006112,0.59772398,0.17223778,0.21084429
-4.65532766,0.95739067,0.00001182,0.09240091,0.31435536,0.20526496,0.00004976,0.57601336,0.16371307,0.20644602
-4.64932466,0.92048771,0.00000957,0.08817332,0.29894328,0.19651653,0.00004023,0.55402102,0.15526786,0.20192401
-4.64332166,0.88304216,0.00000770,0.08390445,0.28326791,0.18761416,0.00003231,0.53164365,0.14687645,0.19720159
