energy_ev,total_up,P_s_up,P_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.42971486,0.83540056,0.00032603,0.02584880,0.26754740,0.44567191,0.00514006,0.25570438
-5.42371186,0.82851341,0.00031365,0.02771127,0.27261078,0.43605932,0.00546632,0.25723458
-5.41770885,0.82476001,0.00030635,0.02982109,0.27923330,0.42774142,0.00583527,0.25993574
-5.41170585,0.82458008,0.00030400,0.03217999,0.28751908,0.42096042,0.00624910,0.26394271
-5.40570285,0.82833133,0.00030642,0.03478371,0.29753403,0.41592547,0.00670891,0.26935815
-5.39969985,0.83626379,0.00031336,0.03762113,0.30929716,0.41279923,0.00721454,0.27624462
-5.39369685,0.84849892,0.00032448,0.04067351,0.32277362,0.41168696,0.00776436,0.28461821
-5.38769385,0.86501424,0.00033941,0.04391414,0.33786989,0.41262843,0.00835519,0.29444388
-5.38169085,0.88563450,0.00035771,0.04730823,0.35443129,0.41559300,0.00898221,0.30563297
-5.37568784,0.91002973,0.00037888,0.05081320,0.37224226,0.42047816,0.00963900,0.31804297
-5.36968484,0.93772046,0.00040238,0.05437934,0.39102934,0.42711156,0.01031761,0.33147967
-5.36368184,0.96809006,0.00042762,0.05795077,0.41046692,0.43525636,0.01100867,0.34570174
-5.35767884,1.00040373,0.00045399,0.06146685,0.43018567,0.44461988,0.01170165,0.36042760
-5.35167584,1.03383356,0.00048088,0.06486380,0.44978336,0.45486490,0.01238509,0.37534433
-5.34567284,1.06748855,0.00050765,0.06807665,0.46883764,0.46562334,0.01304700,0.39011841
-5.33966983,1.10044859,0.00053370,0.07104130,0.48692047,0.47651173,0.01367517,0.40440783
-5.33366683,1.13180075,0.00055843,0.07369672,0.50361342,0.48714758,0.01425766,0.41787504
-5.32766383,1.16067652,0.00058128,0.07598714,0.51852339,0.49716621,0.01478315,0.43020031
-5.32166083,1.18628841,0.00060178,0.07786414,0.53129800,0.50623713,0.01524144,0.44109488
-5.31565783,1.20796417,0.00061950,0.07928862,0.54163991,0.51407926,0.01562383,0.45031332
-5.30965483,1.22517720,0.00063409,0.08023236,0.54931966,0.52047441,0.01592348,0.45766455
-5.30365183,1.23757186,0.00064532,0.08067941,0.55418615,0.52527829,0.01613578,0.46302113
-5.29764882,1.24498236,0.00065302,0.08062696,0.55617456,0.52842868,0.01625856,0.46632612
-5.29164582,1.24744458,0.00065716,0.08008577,0.55531112,0.52995024,0.01629228,0.46759758
-5.28564282,1.24520004,0.00065779,0.07908020,0.55171468,0.52995591,0.01624015,0.46693006
-5.27963982,1.23869196,0.00065510,0.07764773,0.54559481,0.52864473,0.01610810,0.46449337
-5.27363682,1.22855357,0.00064934,0.07583803,0.53724664,0.52629615,0.01590472,0.46052833
-5.26763382,1.21558898,0.00064088,0.07371169,0.52704258,0.52326117,0.01564103,0.45533992
-5.26163082,1.20074762,0.00063016,0.07133853,0.51542117,0.51995060,0.01533030,0.44928796
-5.25562781,1.18509315,0.00061769,0.06879574,0.50287367,0.51682100,0.01498767,0.44277569
-5.24962481,1.16976829,0.00060404,0.06616571,0.48992877,0.51435886,0.01462977,0.43623679
-5.24362181,1.15595680,0.00058982,0.06353389,0.47713605,0.51306383,0.01427431,0.43012127
-5.23761881,1.14484434,0.00057564,0.06098651,0.46504875,0.51343137,0.01393959,0.42488087
-5.23161581,1.13757960,0.00056213,0.05860836,0.45420663,0.51593600,0.01364404,0.42095437
-5.22561281,1.13523722,0.00054994,0.05648076,0.44511928,0.52101534,0.01340577,0.41875357
-5.21960980,1.13878380,0.00053964,0.05467958,0.43825053,0.52905588,0.01324203,0.41865019
-5.21360680,1.14904820,0.00053181,0.05327356,0.43400452,0.54038088,0.01316883,0.42096434
-5.20760380,1.16669704,0.00052697,0.05232277,0.43271367,0.55524073,0.01320050,0.42595476
-5.20160080,1.19221598,0.00052558,0.05187742,0.43462892,0.57380620,0.01334934,0.43381118
-5.19559780,1.22589743,0.00052807,0.05197682,0.43991256,0.59616457,0.01362525,0.44464899
-5.18959480,1.26783446,0.00053478,0.05264869,0.44863360,0.62231876,0.01403552,0.45850620
-5.18359180,1.31792116,0.00054601,0.05390861,0.46076595,0.65218923,0.01458452,0.47534282
-5.17758879,1.37585874,0.00056199,0.05575983,0.47618912,0.68561846,0.01527364,0.49504245
-5.17158579,1.44116705,0.00058288,0.05819318,0.49469166,0.72237763,0.01610109,0.51741597
-5.16558279,1.51320061,0.00060882,0.06118729,0.51597684,0.76217509,0.01706192,0.54220711
-5.15957979,1.59116842,0.00063984,0.06470897,0.53967063,0.80466608,0.01814799,0.56909955
-5.15357679,1.67415649,0.00067596,0.06871381,0.56533159,0.84946323,0.01934807,0.59772540
-5.14757379,1.76115229,0.00071711,0.07314700,0.59246234,0.89614735,0.02064799,0.62767455
-5.14157079,1.85107013,0.00076318,0.07794433,0.62052243,0.94427796,0.02203082,0.65850470
-5.13556778,1.94277653,0.00081399,0.08303338,0.64894207,0.99340321,0.02347719,0.68975178
-5.12956478,2.03511507,0.00086932,0.08833493,0.67713652,1.04306890,0.02496558,0.72094035
-5.12356178,2.12692985,0.00092885,0.09376457,0.70452067,1.09282619,0.02647276,0.75159381
-5.11755878,2.21708718,0.00099221,0.09923441,0.73052345,1.14223805,0.02797423,0.78124427
-5.11155578,2.30449523,0.00105895,0.10465498,0.75460173,1.19088432,0.02944475,0.80944176
-5.10555278,2.38812138,0.00112856,0.10993723,0.77625335,1.23836543,0.03085890,0.83576269
-5.09954977,2.46700713,0.00120043,0.11499453,0.79502894,1.28430503,0.03219168,0.85981757
-5.09354677,2.54028091,0.00127391,0.11974473,0.81054225,1.32835162,0.03341913,0.88125774
-5.08754377,2.60716851,0.00134825,0.12411211,0.82247877,1.37017958,0.03451890,0.89978122
-5.08154077,2.66700177,0.00142268,0.12802923,0.83060242,1.40948979,0.03547094,0.91513760
-5.07553777,2.71922539,0.00149637,0.13143852,0.83476016,1.44601013,0.03625799,0.92713198
-5.06953477,2.76340221,0.00156847,0.13429368,0.83488455,1.47949624,0.03686617,0.93562795
-5.06353177,2.79921725,0.00163814,0.13656072,0.83099406,1.50973250,0.03728538,0.94054961
-5.05752876,2.82648037,0.00170455,0.13821860,0.82319141,1.53653355,0.03750969,0.94188272
-5.05152576,2.84512778,0.00176695,0.13925958,0.81165987,1.55974634,0.03753761,0.93967486
-5.04552276,2.85522243,0.00182464,0.13968902,0.79665778,1.57925261,0.03737220,0.93403469
-5.03951976,2.85695294,0.00187706,0.13952485,0.77851153,1.59497168,0.03702114,0.92513023
-5.03351676,2.85063117,0.00192376,0.13879668,0.75760712,1.60686344,0.03649660,0.91318620
-5.02751376,2.83668811,0.00196449,0.13754449,0.73438073,1.61493106,0.03581505,0.89848037
-5.02151076,2.81566788,0.00199914,0.13581706,0.70930845,1.61922340,0.03499688,0.88133899
-5.01550775,2.78821964,0.00202783,0.13367021,0.68289552,1.61983657,0.03406593,0.86213117
-5.00950475,2.75508732,0.00205086,0.13116482,0.65566541,1.61691443,0.03304898,0.84126240
-5.00350175,2.71709691,0.00206875,0.12836489,0.62814877,1.61064781,0.03197505,0.81916709
-4.99749875,2.67514153,0.00208219,0.12533548,0.60087279,1.60127225,0.03087474,0.79630039
-4.99149575,2.63016411,0.00209207,0.12214087,0.57435091,1.58906403,0.02977941,0.77312923
-4.98549275,2.58313820,0.00209939,0.11884283,0.54907313,1.57433474,0.02872041,0.75012282
-4.97948974,2.53504701,0.00210530,0.11549911,0.52549711,1.55742417,0.02772829,0.72774281
-4.97348674,2.48686128,0.00211098,0.11216220,0.50404006,1.53869196,0.02683203,0.70643317
-4.96748374,2.43951656,0.00211766,0.10887845,0.48507154,1.51850817,0.02605821,0.68661020
-4.96148074,2.39389046,0.00212652,0.10568738,0.46890727,1.49724315,0.02543040,0.66865285
-4.95547774,2.35078073,0.00213868,0.10262145,0.45580390,1.47525711,0.02496847,0.65289352
-4.94947474,2.31088477,0.00215510,0.09970598,0.44595483,1.45288987,0.02468805,0.63960983
-4.94347174,2.27478141,0.00217657,0.09695944,0.43948714,1.43045115,0.02460009,0.62901740
-4.93746873,2.24291558,0.00220366,0.09439391,0.43645964,1.40821188,0.02471056,0.62126408
-4.93146573,2.21558653,0.00223668,0.09201572,0.43686199,1.38639699,0.02502016,0.61642563
-4.92546273,2.19294005,0.00227562,0.08982620,0.44061505,1.36517973,0.02552435,0.61450338
-4.91945973,2.17496510,0.00232022,0.08782252,0.44757249,1.34467808,0.02621334,0.61542357
-4.91345673,2.16149517,0.00236986,0.08599849,0.45752357,1.32495323,0.02707232,0.61903887
-4.90745373,2.15221420,0.00242365,0.08434542,0.47019716,1.30601013,0.02808182,0.62513187
-4.90145073,2.14666723,0.00248041,0.08285279,0.48526709,1.28780028,0.02921818,0.63342049
-4.89544772,2.14427545,0.00253872,0.08150889,0.50235864,1.27022652,0.03045416,0.64356539
-4.88944472,2.14435510,0.00259697,0.08030134,0.52105622,1.25314965,0.03175969,0.65517899
-4.88344172,2.14613998,0.00265338,0.07921742,0.54091206,1.23639664,0.03310265,0.66783604
-4.87743872,2.14880670,0.00270611,0.07824436,0.56145583,1.21977029,0.03444980,0.68108534
-4.87143572,2.15150198,0.00275328,0.07736942,0.58220500,1.20305977,0.03576772,0.69446236
-4.86543272,2.15337137,0.00279309,0.07658001,0.60267564,1.18605187,0.03702377,0.70750232
-4.85942971,2.15358826,0.00282385,0.07586358,0.62239359,1.16854262,0.03818704,0.71975339
-4.85342671,2.15138259,0.00284405,0.07520768,0.64090550,1.15034879,0.03922929,0.73078968
-4.84742371,2.14606832,0.00285246,0.07459988,0.65778968,1.13131907,0.04012577,0.74022347
-4.84142071,2.13706881,0.00284813,0.07402778,0.67266627,1.11134445,0.04085601,0.74771650
-4.83541771,2.12393944,0.00283049,0.07347913,0.68520664,1.09036765,0.04140440,0.75298985
-4.82941471,2.10638675,0.00279931,0.07294198,0.69514162,1.06839108,0.04176072,0.75583228
-4.82341171,2.08428353,0.00275480,0.07240498,0.70226837,1.04548331,0.04192040,0.75610660
-4.81740870,2.05767942,0.00269758,0.07185772,0.70645571,1.02178352,0.04188475,0.75375413
-4.81140570,2.02680651,0.00262864,0.07129127,0.70764777,0.99750400,0.04166084,0.74879694
-4.80540270,1.99207992,0.00254940,0.07069863,0.70586583,0.97293030,0.04126141,0.74133799
-4.79939970,1.95409297,0.00246160,0.07007539,0.70120823,0.94841902,0.04070438,0.73155901
-4.79339670,1.91360714,0.00236734,0.06942025,0.69384846,0.92439317,0.04001247,0.71971634
-4.78739370,1.87153685,0.00226897,0.06873558,0.68403136,0.90133495,0.03921243,0.70613480
-4.78139070,1.82892926,0.00216907,0.06802782,0.67206756,0.87977616,0.03833433,0.69119963
-4.77538769,1.78693952,0.00207040,0.06730780,0.65832620,0.86028623,0.03741074,0.67534688
-4.76938469,1.74680195,0.00197583,0.06659082,0.64322616,0.84345812,0.03647573,0.65905231
-4.76338169,1.70979764,0.00188828,0.06589656,0.62722589,0.82989237,0.03556396,0.64281912
-4.75737869,1.67721933,0.00181071,0.06524868,0.61081210,0.82017951,0.03470974,0.62716478
-4.75137569,1.65033424,0.00174599,0.06467426,0.59448750,0.81488149,0.03394602,0.61260724
-4.74537269,1.63034586,0.00169693,0.06420290,0.57875788,0.81451241,0.03330350,0.59965077
-4.73936968,1.61835567,0.00166619,0.06386564,0.56411877,0.81951928,0.03280980,0.58877182
-4.73336668,1.61532582,0.00165624,0.06369366,0.55104208,0.83026329,0.03248866,0.58040530
-4.72736368,1.62204403,0.00166934,0.06371681,0.53996286,0.84700235,0.03235933,0.57493141
-4.72136068,1.63909172,0.00170751,0.06396214,0.53126678,0.86987558,0.03243599,0.57266367
-4.71535768,1.66681662,0.00177246,0.06445229,0.52527848,0.89889028,0.03272736,0.57383827
-4.70935468,1.70531090,0.00186563,0.06520402,0.52225125,0.93391221,0.03323648,0.57860524
-4.70335168,1.75439587,0.00198808,0.06622686,0.52235842,0.97465952,0.03396062,0.58702171
-4.69734867,1.81361413,0.00214053,0.06752195,0.52568666,1.02070105,0.03489135,0.59904761
-4.69134567,1.88222972,0.00232334,0.06908119,0.53223175,1.07145901,0.03601478,0.61454397
-4.68534267,1.95923688,0.00253642,0.07088671,0.54189673,1.12621662,0.03731202,0.63327412
-4.67933967,2.04337740,0.00277929,0.07291072,0.55449290,1.18413033,0.03875966,0.65490778
-4.67333667,2.13316649,0.00305104,0.07511581,0.56974361,1.24424672,0.04033055,0.67902806
-4.66733367,2.22692655,0.00335029,0.07745563,0.58729082,1.30552363,0.04199459,0.70514134
-4.66133067,2.32282812,0.00367523,0.07987599,0.60670442,1.36685486,0.04371958,0.73268966
-4.65532766,2.41893668,0.00402358,0.08231631,0.62749391,1.42709782,0.04547228,0.76106541
-4.64932466,2.51326392,0.00439260,0.08471143,0.64912232,1.48510320,0.04721929,0.78962781
-4.64332166,2.60382171,0.00477913,0.08699366,0.67102164,1.53974561,0.04892810,0.81772059
-4.63731866,2.68867689,0.00517957,0.08909491,0.69260951,1.58995417,0.05056794,0.84469033
-4.63131566,2.76600489,0.00558992,0.09094904,0.71330641,1.63474188,0.05211063,0.86990484
-4.62531266,2.83414026,0.00600582,0.09249402,0.73255269,1.67323275,0.05353131,0.89277074
-4.61930965,2.89162223,0.00642259,0.09367412,0.74982493,1.70468568,0.05480891,0.91274972
-4.61330665,2.93723357,0.00683529,0.09444170,0.76465089,1.72851422,0.05592662,0.92937289
-4.60730365,2.97003157,0.00723879,0.09475888,0.77662259,1.74430159,0.05687201,0.94225256
-4.60130065,2.98936995,0.00762783,0.09459873,0.78540692,1.75181049,0.05763706,0.95109123
-4.59529765,2.99491126,0.00799711,0.09394605,0.79075356,1.75098745,0.05821803,0.95568736
-4.58929465,2.98662955,0.00834141,0.09279778,0.79249994,1.74196179,0.05861504,0.95593795
-4.58329165,2.96480363,0.00865564,0.09116287,0.79057300,1.72503941,0.05883168,0.95183782
-4.57728864,2.93000158,0.00893501,0.08906178,0.78498811,1.70069202,0.05887435,0.94347583
-4.57128564,2.88305761,0.00917510,0.08652558,0.77584503,1.66954221,0.05875168,0.93102839
-4.56528264,2.82504263,0.00937196,0.08359465,0.76332137,1.63234547,0.05847380,0.91475061
-4.55927964,2.75722984,0.00952225,0.08031720,0.74766399,1.58996971,0.05805170,0.89496561
-4.55327664,2.68105729,0.00962332,0.07674752,0.72917867,1.54337342,0.05749659,0.87205257
-4.54727364,2.59808864,0.00967327,0.07294413,0.70821869,1.49358318,0.05681939,0.84643401
-4.54127064,2.50997390,0.00967108,0.06896793,0.68517279,1.44167127,0.05603027,0.81856291
-4.53526763,2.41841123,0.00961660,0.06488036,0.66045296,1.38873418,0.05513838,0.78891017
-4.52926463,2.32511102,0.00951061,0.06074168,0.63448264,1.33587234,0.05415167,0.75795268
-4.52326163,2.23176289,0.00935480,0.05660945,0.60768550,1.28417142,0.05307687,0.72616260
-4.51725863,2.14000617,0.00915179,0.05253716,0.58047539,1.23468549,0.05191956,0.69399779
-4.51125563,2.05140405,0.00890501,0.04857321,0.55324731,1.18842185,0.05068445,0.66189372
-4.50525263,1.96742122,0.00861868,0.04476005,0.52636993,1.14632749,0.04937558,0.63025682
-4.49924962,1.88940488,0.00829768,0.04113366,0.50017938,1.10927701,0.04799673,0.59945922
-4.49324662,1.81856867,0.00794743,0.03772322,0.47497446,1.07806158,0.04655175,0.56983478
-4.48724362,1.75597898,0.00757376,0.03455108,0.45101312,1.05337882,0.04504494,0.54167633
-4.48124062,1.70254328,0.00718275,0.03163286,0.42851027,1.03582323,0.04348135,0.51523380
-4.47523762,1.65900014,0.00678055,0.02897781,0.40763648,1.02587714,0.04186705,0.49071324
-4.46923462,1.62591046,0.00637330,0.02658919,0.38851780,1.02390200,0.04020932,0.46827643
-4.46323162,1.60365015,0.00596688,0.02446490,0.37123636,1.03013021,0.03851667,0.44804109
-4.45722861,1.59240395,0.00556685,0.02259804,0.35583162,1.04465764,0.03679890,0.43008149
-4.45122561,1.59216110,0.00517830,0.02097760,0.34230242,1.06743713,0.03506693,0.41442948
-4.44522261,1.60271283,0.00480575,0.01958913,0.33060951,1.09827355,0.03333264,0.40107598
-4.43921961,1.62365249,0.00445307,0.01841543,0.32067864,1.13682082,0.03160857,0.38997279
-4.43321661,1.65437882,0.00412344,0.01743722,0.31240420,1.18258149,0.02990760,0.38103500
-4.42721361,1.69410285,0.00381935,0.01663377,0.30565328,1.23490937,0.02824262,0.37414388
-4.42121061,1.74185905,0.00354252,0.01598351,0.30027023,1.29301586,0.02662619,0.36915032
-4.41520760,1.79652106,0.00329401,0.01546463,0.29608155,1.35598006,0.02507015,0.36587901
-4.40920460,1.85682224,0.00307422,0.01505560,0.29290116,1.42276316,0.02358538,0.36413314
-4.40320160,1.92138092,0.00288294,0.01473568,0.29053586,1.49222703,0.02218151,0.36369977
-4.39719860,1.98873024,0.00271941,0.01448537,0.28879090,1.56315685,0.02086678,0.36435574
-4.39119560,2.05735194,0.00258244,0.01428687,0.28747563,1.63428749,0.01964792,0.36587394
-4.38519260,2.12571335,0.00247043,0.01412443,0.28640885,1.70433292,0.01853011,0.36802994
-4.37918959,2.19230672,0.00238150,0.01398464,0.28542399,1.77201810,0.01751708,0.37060867
-4.37318659,2.25568951,0.00231352,0.01385678,0.28437372,1.83611217,0.01661117,0.37341102
-4.36718359,2.31452457,0.00226420,0.01373296,0.28313403,1.89546215,0.01581353,0.37626011
-4.36118059,2.36761873,0.00223116,0.01360826,0.28160760,1.94902574,0.01512435,0.37900702
-4.35517759,2.41395844,0.00221197,0.01348083,0.27972626,1.99590231,0.01454314,0.38153582
-4.34917459,2.45274131,0.00220421,0.01335186,0.27745271,2.03536078,0.01406891,0.38376769
-4.34317159,2.48340209,0.00220550,0.01322549,0.27478127,2.06686341,0.01370057,0.38566392
-4.33716858,2.50563245,0.00221354,0.01310860,0.27173769,2.09008451,0.01343710,0.38722778
-4.33116558,2.51939343,0.00222615,0.01301062,0.26837827,2.10492331,0.01327783,0.38850515
-4.32516258,2.52492021,0.00224126,0.01294317,0.26478799,2.11151049,0.01322264,0.38958378
-4.31915958,2.52271891,0.00225697,0.01291964,0.26107813,2.11020785,0.01327213,0.39059138
-4.31315658,2.51355525,0.00227156,0.01295480,0.25738321,2.10160118,0.01342774,0.39169236
-4.30715358,2.49843554,0.00228351,0.01306430,0.25385742,2.08648633,0.01369180,0.39308356
