energy_ev,total_up,As_p_up,As_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-4.85942971,0.39953917,0.00952552,0.00000000,0.13736567,0.26384107,0.02380714,0.10450249
-4.85342671,0.41952803,0.00989574,0.00000000,0.15313554,0.26828938,0.02702160,0.11696850
-4.84742371,0.44538882,0.01045057,0.00000000,0.17100296,0.27646961,0.03062515,0.13105622
-4.84142071,0.47706510,0.01119498,0.00000000,0.19092141,0.28834024,0.03462065,0.14675270
-4.83541771,0.51441988,0.01213162,0.00000000,0.21281485,0.30381330,0.03900418,0.16401909
-4.82941471,0.55723301,0.01326063,0.00000000,0.23657390,0.32275550,0.04376425,0.18278773
-4.82341171,0.60520061,0.01457935,0.00000000,0.26205308,0.34499062,0.04888122,0.20296007
-4.81740870,0.65793697,0.01608215,0.00000000,0.28906920,0.37030309,0.05432675,0.22440535
-4.81140570,0.71497893,0.01776032,0.00000000,0.31740116,0.39844291,0.06006362,0.24696040
-4.80540270,0.77579298,0.01960197,0.00000000,0.34679127,0.42913158,0.06604575,0.27043051
-4.79939970,0.83978506,0.02159208,0.00000000,0.37694812,0.46206934,0.07221856,0.29459155
-4.79339670,0.90631310,0.02371260,0.00000000,0.40755108,0.49694323,0.07851962,0.31919339
-4.78739370,0.97470199,0.02594271,0.00000000,0.43825633,0.53343603,0.08487965,0.34396460
-4.78139070,1.04426082,0.02825913,0.00000000,0.46870435,0.57123575,0.09122383,0.36861830
-4.77538769,1.11430174,0.03063660,0.00000000,0.49852871,0.61004541,0.09747344,0.39285919
-4.76938469,1.18416008,0.03304841,0.00000000,0.52736573,0.64959266,0.10354770,0.41639140
-4.76338169,1.25321477,0.03546703,0.00000000,0.55486496,0.68963901,0.10936594,0.43892702
-4.75737869,1.32090834,0.03786487,0.00000000,0.58069983,0.72998797,0.11484973,0.46019501
-4.75137569,1.38676562,0.04021495,0.00000000,0.60457817,0.77049197,0.11992527,0.47995006
-4.74537269,1.45041010,0.04249170,0.00000000,0.62625217,0.81105734,0.12452558,0.49798114
-4.73936968,1.51157710,0.04467164,0.00000000,0.64552726,0.85164705,0.12859271,0.51411928
-4.73336668,1.57012290,0.04673409,0.00000000,0.66226950,0.89228093,0.13207959,0.52824423
-4.72736368,1.62602915,0.04866169,0.00000000,0.67641108,0.93303307,0.13495174,0.54028966
-4.72136068,1.67940183,0.05044082,0.00000000,0.68795356,0.97402621,0.13718843,0.55024655
-4.71535768,1.73046477,0.05206195,0.00000000,0.69696872,1.01542330,0.13878350,0.55816455
-4.70935468,1.77954737,0.05351967,0.00000000,0.70359670,1.05741623,0.13974562,0.56415120
-4.70335168,1.82706683,0.05481264,0.00000000,0.70804150,1.10021213,0.14009806,0.56836877
-4.69734867,1.87350553,0.05594337,0.00000000,0.71056387,1.14401774,0.13987788,0.57102890
-4.69134567,1.91938409,0.05691777,0.00000000,0.71147182,1.18902236,0.13913461,0.57238511
-4.68534267,1.96523134,0.05774457,0.00000000,0.71110902,1.23538027,0.13792851,0.57272334
-4.67933967,2.01155241,0.05843465,0.00000000,0.70984154,1.28319322,0.13632830,0.57235094
-4.67333667,2.05879624,0.05900023,0.00000000,0.70804344,1.33249412,0.13440870,0.57158446
-4.66733367,2.10732415,0.05945411,0.00000000,0.70608171,1.38323249,0.13224761,0.57073670
-4.66133067,2.15738093,0.05980875,0.00000000,0.70430131,1.43526278,0.12992325,0.57010362
-4.65532766,2.20906991,0.06007557,0.00000000,0.70301086,1.48833612,0.12751129,0.56995157
-4.64932466,2.26233346,0.06026423,0.00000000,0.70246959,1.54209619,0.12508210,0.57050554
-4.64332166,2.31693996,0.06038201,0.00000000,0.70287625,1.59607962,0.12269820,0.57193878
-4.63731866,2.37247814,0.06043346,0.00000000,0.70436036,1.64972122,0.12041211,0.57436447
-4.63131566,2.42835955,0.06042007,0.00000000,0.70697636,1.70236407,0.11826463,0.57782978
-4.62531266,2.48382905,0.06034026,0.00000000,0.71070082,1.75327416,0.11628358,0.58231264
-4.61930965,2.53798349,0.06018948,0.00000000,0.71543309,1.80165938,0.11448321,0.58772140
-4.61330665,2.58979780,0.05996052,0.00000000,0.72099912,1.84669207,0.11286410,0.59389758
-4.60730365,2.63815772,0.05964395,0.00000000,0.72715867,1.88753429,0.11141371,0.60062152
-4.60130065,2.68189781,0.05922877,0.00000000,0.73361531,1.92336502,0.11010746,0.60762076
-4.59529765,2.71984331,0.05870310,0.00000000,0.74002898,1.95340794,0.10891035,0.61458093
-4.58929465,2.75085399,0.05805494,0.00000000,0.74603050,1.97695885,0.10777899,0.62115850
-4.58329165,2.77386819,0.05727302,0.00000000,0.75123738,1.99341148,0.10666400,0.62699500
-4.57728864,2.78794507,0.05634753,0.00000000,0.75527020,2.00228055,0.10551255,0.63173195
-4.57128564,2.79230313,0.05527092,0.00000000,0.75776885,2.00322105,0.10427108,0.63502595
-4.56528264,2.78635338,0.05403853,0.00000000,0.75840782,1.99604301,0.10288801,0.63656310
-4.55927964,2.76972557,0.05264911,0.00000000,0.75690989,1.98072089,0.10131617,0.63607215
-4.55327664,2.74228626,0.05110523,0.00000000,0.75305761,1.95739731,0.09951515,0.63333586
-4.54727364,2.70414804,0.04941349,0.00000000,0.74670200,1.92638083,0.09745317,0.62819991
-4.54127064,2.65566940,0.04758461,0.00000000,0.73776817,1.88813802,0.09510852,0.62057914
-4.53526763,2.59744542,0.04563330,0.00000000,0.72625768,1.84327998,0.09247063,0.61046070
-4.52926463,2.53028976,0.04357807,0.00000000,0.71224761,1.79254406,0.08954048,0.59790433
-4.52326163,2.45520888,0.04144077,0.00000000,0.69588642,1.73677167,0.08633061,0.58303946
-4.51725863,2.37336983,0.03924611,0.00000000,0.67738709,1.67688297,0.08286457,0.56605977
-4.51125563,2.28606325,0.03702108,0.00000000,0.65701787,1.61384978,0.07917599,0.54721522
-4.50525263,2.19466324,0.03479430,0.00000000,0.63509120,1.54866789,0.07530726,0.52680231
-4.49924962,2.10058625,0.03259529,0.00000000,0.61195159,1.48232991,0.07130790,0.50515291
-4.49324662,2.00525062,0.03045384,0.00000000,0.58796292,1.41579980,0.06723280,0.48262244
-4.48724362,1.91003870,0.02839934,0.00000000,0.56349612,1.34999026,0.06314026,0.45957781
-4.48124062,1.81626315,0.02646015,0.00000000,0.53891751,1.28574365,0.05909014,0.43638586
-4.47523762,1.72513852,0.02466312,0.00000000,0.51457859,1.22381715,0.05514199,0.41340270
-4.46923462,1.63775923,0.02303310,0.00000000,0.49080765,1.16487264,0.05135339,0.39096443
-4.46323162,1.55508432,0.02159262,0.00000000,0.46790337,1.10947127,0.04777850,0.36937953
-4.45722861,1.47792922,0.02036163,0.00000000,0.44613069,1.05807269,0.04446684,0.34892308
-4.45122561,1.40696419,0.01935736,0.00000000,0.42571885,1.01103866,0.04146235,0.32983298
-4.44522261,1.34271880,0.01859424,0.00000000,0.40686151,0.96864024,0.03880278,0.31230801
-4.43921961,1.28559170,0.01808394,0.00000000,0.38971867,0.93106808,0.03651931,0.29650767
-4.43321661,1.23586439,0.01783545,0.00000000,0.37442000,0.89844480,0.03463644,0.28255354
-4.42721361,1.19371773,0.01785523,0.00000000,0.36106922,0.87083858,0.03317212,0.27053184
-4.42121061,1.15925006,0.01814740,0.00000000,0.34974903,0.84827712,0.03213807,0.26049691
-4.41520760,1.13249531,0.01871394,0.00000000,0.34052605,0.83076092,0.03154016,0.25247521
-4.40920460,1.11344029,0.01955488,0.00000000,0.33345550,0.81827533,0.03137898,0.24646955
-4.40320160,1.10203972,0.02066853,0.00000000,0.32858507,0.81080058,0.03165041,0.24246316
-4.39719860,1.09822853,0.02205165,0.00000000,0.32595770,0.80831926,0.03234613,0.24042341
-4.39119560,1.10193060,0.02369956,0.00000000,0.32561312,0.81082111,0.03345419,0.24030492
-4.38519260,1.11306375,0.02560628,0.00000000,0.32758791,0.81830485,0.03495941,0.24205192
-4.37918959,1.13154087,0.02776450,0.00000000,0.33191408,0.83077714,0.03684379,0.24559975
-4.37318659,1.15726738,0.03016564,0.00000000,0.33861635,0.84824890,0.03908671,0.25087559
-4.36718359,1.19013544,0.03279970,0.00000000,0.34770810,0.87072940,0.04166508,0.25779833
-4.36118059,1.23001560,0.03565518,0.00000000,0.35918644,0.89821855,0.04455341,0.26627774
-4.35517759,1.27674644,0.03871888,0.00000000,0.37302662,0.93069799,0.04772375,0.27621315
-4.34917459,1.33012331,0.04197572,0.00000000,0.38917619,0.96812165,0.05114556,0.28749175
-4.34317159,1.38988699,0.04540850,0.00000000,0.40754924,1.01040646,0.05478558,0.29998678
-4.33716858,1.45571318,0.04899771,0.00000000,0.42802137,1.05742381,0.05860771,0.31355576
-4.33116558,1.52720384,0.05272134,0.00000000,0.45042546,1.10899252,0.06257288,0.32803913
-4.32516258,1.60388104,0.05655478,0.00000000,0.47454897,1.16487366,0.06663904,0.34325934
-4.31915958,1.68518421,0.06047077,0.00000000,0.50013282,1.22476789,0.07076122,0.35902070
-4.31315658,1.77047114,0.06443947,0.00000000,0.52687228,1.28831548,0.07489177,0.37511012
-4.30715358,1.85902315,0.06842864,0.00000000,0.55441992,1.35509934,0.07898075,0.39129880
