energy_ev,total_up,Ag_p_up,Ag_d_up,P_s_up,P_p_up,Se_s_up,Se_p_up
-5.75987994,4.95994616,0.44666550,4.18724765,0.01035565,0.03686717,0.01622443,0.54983986
-5.75387694,4.88359376,0.43490744,4.12705525,0.00989771,0.03619264,0.01628530,0.53919901
-5.74787394,4.79177518,0.42169028,4.05406829,0.00940979,0.03539988,0.01632885,0.52659639
-5.74187094,4.68586107,0.40719281,3.96941178,0.00889945,0.03449757,0.01635827,0.51218571
-5.73586793,4.56731256,0.39160237,3.87427876,0.00837404,0.03349554,0.01637626,0.49613919
-5.72986493,4.43764207,0.37511037,3.76989786,0.00784059,0.03240448,0.01638481,0.47864355
-5.72386193,4.29837792,0.35790813,3.65750418,0.00730563,0.03123560,0.01638507,0.45989607
-5.71785893,4.15103348,0.34018327,3.53831430,0.00677511,0.03000047,0.01637720,0.44010081
-5.71185593,3.99708181,0.32211667,3.41350624,0.00625430,0.02871073,0.01636037,0.41946502
-5.70585293,3.83793581,0.30387991,3.28420436,0.00574778,0.02737798,0.01633275,0.39819571
-5.69984992,3.67493423,0.28563322,3.15146942,0.00525938,0.02601357,0.01629164,0.37649655
-5.69384692,3.50933305,0.26752395,3.01629346,0.00479224,0.02462852,0.01623358,0.35456496
-5.68784392,3.34230188,0.24968553,2.87959898,0.00434877,0.02323341,0.01615457,0.33258960
-5.68184092,3.17492480,0.23223679,2.74224200,0.00393074,0.02183831,0.01605033,0.31074807
-5.67583792,3.00820468,0.21528173,2.60501794,0.00353935,0.02045273,0.01591656,0.28920509
-5.66983492,2.84307030,0.19890955,2.46866976,0.00317525,0.01908556,0.01574928,0.26811090
-5.66383192,2.68038534,0.18319507,2.33389738,0.00283864,0.01774503,0.01554510,0.24760017
-5.65782891,2.52095832,0.16819942,2.20136755,0.00252936,0.01643875,0.01530156,0.22779129
-5.65182591,2.36555277,0.15397085,2.07172346,0.00224694,0.01517363,0.01501738,0.20878594
-5.64582291,2.21489677,0.14054589,1.94559333,0.00199068,0.01395593,0.01469276,0.19066927
-5.63981991,2.06969133,0.12795059,1.82359741,0.00175974,0.01279122,0.01432956,0.17351022
-5.63381691,1.93061701,0.11620185,1.70635296,0.00155318,0.01168444,0.01393150,0.15736240
-5.62781391,1.79833845,0.10530890,1.59447690,0.00137002,0.01063992,0.01350427,0.14226512
-5.62181091,1.67350649,0.09527479,1.48858583,0.00120933,0.00966135,0.01305559,0.12824475
-5.61580790,1.55675777,0.08609784,1.38929354,0.00107021,0.00875191,0.01259524,0.11531627
-5.60980490,1.44871182,0.07777304,1.29720593,0.00095191,0.00791422,0.01213503,0.10348491
-5.60380190,1.34996570,0.07029344,1.21291360,0.00085378,0.00715044,0.01168871,0.09274789
-5.59779890,1.26108645,0.06365128,1.13698235,0.00077538,0.00646230,0.01127181,0.08309611
-5.59179590,1.18260162,0.05783900,1.06994201,0.00071641,0.00585112,0.01090154,0.07451578
-5.58579290,1.11498821,0.05285009,1.01227394,0.00067681,0.00531791,0.01059652,0.06698995
-5.57978989,1.05866052,0.04867962,0.96439781,0.00065668,0.00486334,0.01037654,0.06049973
-5.57378689,1.01395739,0.04532457,0.92665796,0.00065634,0.00448783,0.01026231,0.05502545
-5.56778389,0.98112926,0.04278389,0.89931019,0.00067628,0.00419155,0.01027512,0.05054738
-5.56178089,0.96032563,0.04105828,0.88250919,0.00071713,0.00397443,0.01043650,0.04704625
-5.55577789,0.95158355,0.04014972,0.87629741,0.00077965,0.00383618,0.01076783,0.04450350
-5.54977489,0.95481758,0.04006076,0.88059582,0.00086468,0.00377628,0.01128992,0.04290116
-5.54377189,0.96981185,0.04079354,0.89519697,0.00097305,0.00379397,0.01202257,0.04222149
-5.53776888,0.99621468,0.04234872,0.91976107,0.00110559,0.00388823,0.01298409,0.04244646
-5.53176588,1.03353640,0.04472417,0.95381525,0.00126298,0.00405779,0.01419085,0.04355687
-5.52576288,1.08115060,0.04791367,0.99675658,0.00144573,0.00430102,0.01565671,0.04553150
-5.51975988,1.13829947,0.05190557,1.04785896,0.00165408,0.00461602,0.01739260,0.04834609
-5.51375688,1.20410320,0.05668147,1.10628418,0.00188791,0.00500052,0.01940605,0.05197234
-5.50775388,1.27757391,0.06221513,1.17109713,0.00214671,0.00545188,0.02170077,0.05637699
-5.50175088,1.35763382,0.06847156,1.24128503,0.00242948,0.00596717,0.02427638,0.06152106
-5.49574787,1.44313777,0.07540638,1.31578043,0.00273466,0.00654309,0.02712814,0.06735930
-5.48974487,1.53289945,0.08296563,1.39348749,0.00306014,0.00717610,0.03024688,0.07383999
-5.48374187,1.62572099,0.09108594,1.47331094,0.00340324,0.00786243,0.03361910,0.08090504
-5.47773887,1.72042494,0.09969521,1.55418668,0.00376066,0.00859819,0.03722715,0.08849047
-5.47173587,1.81588766,0.10871377,1.63511327,0.00412858,0.00937946,0.04104968,0.09652739
-5.46573287,1.91107293,0.11805598,1.71518283,0.00450271,0.01020240,0.04506219,0.10494324
-5.45972986,2.00506429,0.12763230,1.79361024,0.00487833,0.01106338,0.04923774,0.11366351
-5.45372686,2.09709484,0.13735164,1.86975919,0.00525049,0.01195908,0.05354786,0.12261365
-5.44772386,2.18657266,0.14712407,1.94316378,0.00561406,0.01288662,0.05796344,0.13172124
-5.44172086,2.27310062,0.15686352,2.01354435,0.00596395,0.01384363,0.06245578,0.14091819
-5.43571786,2.35648910,0.16649056,2.08081638,0.00629526,0.01482831,0.06699749,0.15014290
-5.42971486,2.43676055,0.17593490,2.14509172,0.00660344,0.01583947,0.07156343,0.15934221
-5.42371186,2.51414492,0.18513758,2.20667143,0.00688449,0.01687650,0.07613147,0.16847299
-5.41770885,2.58906581,0.19405268,2.26603008,0.00713511,0.01793928,0.08068300,0.17750322
-5.41170585,2.66211705,0.20264828,2.32379181,0.00735280,0.01902809,0.08520328,0.18641246
-5.40570285,2.73403051,0.21090679,2.38069868,0.00753604,0.02014344,0.08968142,0.19519170
-5.39969985,2.80563609,0.21882441,2.43757254,0.00768435,0.02128584,0.09411011,0.20384235
-5.39369685,2.87781542,0.22640981,2.49527195,0.00779827,0.02245556,0.09848504,0.21237461
-5.38769385,2.95145139,0.23368199,2.55464604,0.00787947,0.02365236,0.10280405,0.22080504
-5.38169085,3.02737583,0.24066758,2.61648743,0.00793058,0.02487527,0.10706598,0.22915371
-5.37568784,3.10631797,0.24739744,2.68148674,0.00795520,0.02612224,0.11126948,0.23744077
-5.36968484,3.18885656,0.25390311,2.75019098,0.00795773,0.02738999,0.11541161,0.24568287
-5.36368184,3.27537815,0.26021300,2.82296811,0.00794320,0.02867383,0.11948657,0.25388956
-5.35767884,3.36604428,0.26634880,2.89998005,0.00791711,0.02996749,0.12348446,0.26205991
-5.35167584,3.46076952,0.27232220,2.98116562,0.00788522,0.03126317,0.12739032,0.27017959
-5.34567284,3.55921204,0.27813229,3.06623480,0.00785330,0.03255156,0.13118340,0.27821862
-5.33966983,3.66077766,0.28376366,3.15467491,0.00782697,0.03382198,0.13483691,0.28613005
-5.33366683,3.76463756,0.28918552,3.24576861,0.00781150,0.03506270,0.13831812,0.29384955
-5.32766383,3.86975911,0.29435185,3.33862314,0.00781157,0.03626122,0.14158895,0.30129620
-5.32166083,3.97494833,0.29920262,3.43220927,0.00783120,0.03740470,0.14460700,0.30837428
-5.31565783,4.07890204,0.30366607,3.52540813,0.00787358,0.03848045,0.14732700,0.31497622
-5.30965483,4.18026680,0.30766185,3.61706324,0.00794105,0.03947641,0.14970262,0.32098641
-5.30365183,4.27770153,0.31110505,3.70603498,0.00803501,0.04038172,0.15168848,0.32628573
-5.29764882,4.36994019,0.31391059,3.79125438,0.00815595,0.04118713,0.15324234,0.33075669
-5.29164582,4.45585106,0.31599806,3.87177304,0.00830353,0.04188553,0.15432731,0.33428869
-5.28564282,4.53448897,0.31729647,3.94680635,0.00847660,0.04247231,0.15491391,0.33678327
-5.27963982,4.60513751,0.31774868,4.01576731,0.00867335,0.04294562,0.15498192,0.33815906
-5.27363682,4.66733870,0.31731539,4.07828891,0.00889143,0.04330658,0.15452182,0.33835604
-5.26763382,4.72090819,0.31597824,4.13423368,0.00912808,0.04355931,0.15353583,0.33733897
-5.26163082,4.76593509,0.31374199,4.18368986,0.00938028,0.04371087,0.15203840,0.33509976
-5.25562781,4.80276651,0.31063560,4.22695412,0.00964487,0.04377106,0.15005616,0.33165869
-5.24962481,4.83197764,0.30671210,4.26450220,0.00991869,0.04375207,0.14762727,0.32706443
-5.24362181,4.85432913,0.30204736,4.29694897,0.01019871,0.04366811,0.14480027,0.32139272
-5.23761881,4.87071459,0.29673774,4.32500046,0.01048203,0.04353483,0.14163247,0.31474411
-5.23161581,4.88210128,0.29089680,4.34940090,0.01076604,0.04336880,0.13818792,0.30724051
-5.22561281,4.88946766,0.28465123,4.37087800,0.01104836,0.04318687,0.13453510,0.29902110
-5.21960980,4.89374177,0.27813625,4.39008988,0.01132689,0.04300556,0.13074445,0.29023757
-5.21360680,4.89574417,0.27149075,4.40757718,0.01159974,0.04284048,0.12688594,0.28104910
-5.20760380,4.89613894,0.26485230,4.42372318,0.01186524,0.04270576,0.12302661,0.27161724
-5.20160080,4.89539586,0.25835252,4.43872476,0.01212186,0.04261361,0.11922840,0.26210103
-5.19559780,4.89376598,0.25211278,4.45257582,0.01236814,0.04257391,0.11554630,0.25265248
-5.18959480,4.89127203,0.24624063,4.46506455,0.01260263,0.04259396,0.11202683,0.24341264
-5.18359180,4.88771433,0.24082701,4.47578470,0.01282387,0.04267835,0.10870706,0.23450850
-5.17758879,4.88269164,0.23594441,4.48416021,0.01303031,0.04282892,0.10561400,0.22605062
-5.17158579,4.87563563,0.23164599,4.48948198,0.01322034,0.04304487,0.10276458,0.21813167
-5.16558279,4.86585682,0.22796563,4.49095432,0.01339228,0.04332303,0.10016601,0.21082582
-5.15957979,4.85259907,0.22491899,4.48774855,0.01354440,0.04365815,0.09781663,0.20418895
-5.15357679,4.83509919,0.22250530,4.47906045,0.01367505,0.04404334,0.09570701,0.19825952
-5.14757379,4.81264800,0.22070978,4.46416807,0.01378266,0.04447057,0.09382142,0.19306001
-5.14157079,4.78464918,0.21950667,4.44248649,0.01386593,0.04493120,0.09213942,0.18859877
-5.13556778,4.75067209,0.21886236,4.41361624,0.01392387,0.04541654,0.09063751,0.18487213
-5.12956478,4.71049554,0.21873870,4.37738243,0.01395600,0.04591833,0.08929084,0.18186656
-5.12356178,4.66413976,0.21909609,4.33386232,0.01396240,0.04642924,0.08807469,0.17956078
-5.11755878,4.61188462,0.21989621,4.28339948,0.01394382,0.04694326,0.08696590,0.17792764
-5.11155578,4.55427292,0.22110427,4.22660379,0.01390179,0.04745601,0.08594395,0.17693571
-5.10555278,4.49209859,0.22269053,4.16433710,0.01383858,0.04796487,0.08499175,0.17655045
-5.09954977,4.42638016,0.22463108,4.09768518,0.01375728,0.04846906,0.08409615,0.17673501
-5.09354677,4.35832125,0.22690784,4.02791746,0.01366167,0.04896950,0.08324806,0.17745054
-5.08754377,4.28925979,0.22950775,3.95643664,0.01355617,0.04946857,0.08244223,0.17865613
-5.08154077,4.22060899,0.23242121,3.88472063,0.01344569,0.04996975,0.08167680,0.18030840
-5.07553777,4.15379307,0.23563994,3.81426007,0.01333540,0.05047712,0.08095254,0.18236089
-5.06953477,4.09018109,0.23915440,3.74649421,0.01323057,0.05099482,0.08027193,0.18476329
-5.06353177,4.03102239,0.24295088,3.68274867,0.01313628,0.05152640,0.07963807,0.18746062
-5.05752876,3.97738696,0.24700866,3.62417797,0.01305720,0.05207426,0.07905363,0.19039261
-5.05152576,3.93011353,0.25129720,3.57171555,0.01299731,0.05263898,0.07851976,0.19349325
-5.04552276,3.88976832,0.25577393,3.52603364,0.01295969,0.05321889,0.07803518,0.19669072
-5.03951976,3.85661599,0.26038247,3.48751477,0.01294632,0.05380959,0.07759532,0.19990769
-5.03351676,3.83060443,0.26505175,3.45623605,0.01295790,0.05440372,0.07719187,0.20306223
-5.02751376,3.81136388,0.26969603,3.43196668,0.01299381,0.05499086,0.07681243,0.20606905
-5.02151076,3.79822014,0.27421582,3.41417867,0.01305201,0.05555761,0.07644055,0.20884142
-5.01550775,3.79022128,0.27849993,3.40206984,0.01312916,0.05608784,0.07605600,0.21129338
-5.00950475,3.78617621,0.28242833,3.39459801,0.01322065,0.05656318,0.07563542,0.21334247
-5.00350175,3.78470322,0.28587595,3.39052426,0.01332087,0.05696361,0.07515308,0.21491258
-4.99749875,3.78428596,0.28871707,3.38846338,0.01342339,0.05726819,0.07458196,0.21593702
-4.99149575,3.78333431,0.29083023,3.38693893,0.01352129,0.05745592,0.07389494,0.21636149
-4.98549275,3.78024717,0.29210330,3.38444049,0.01360751,0.05750665,0.07306603,0.21614687
-4.97948974,3.77347435,0.29243852,3.37948041,0.01367518,0.05740194,0.07207169,0.21527167
-4.97348674,3.76157492,0.29175720,3.37064789,0.01371802,0.05712594,0.07089200,0.21373392
-4.96748374,3.74326963,0.29000388,3.35665814,0.01373071,0.05666612,0.06951176,0.21155245
-4.96148074,3.71748521,0.28714964,3.33639475,0.01370915,0.05601394,0.06792139,0.20876744
-4.95547774,3.68338923,0.28319449,3.30894405,0.01365085,0.05516528,0.06611763,0.20544008
-4.94947474,3.64041426,0.27816858,3.27362034,0.01355505,0.05412073,0.06410390,0.20165152
-4.94347174,3.58827100,0.27213230,3.22998148,0.01342295,0.05288567,0.06189050,0.19750084
-4.93746873,3.52695028,0.26517513,3.17783496,0.01325771,0.05147011,0.05949440,0.19310246
-4.93146573,3.45671454,0.25741339,3.11723461,0.01306452,0.04988839,0.05693891,0.18858267
-4.92546273,3.37807972,0.24898699,3.04846884,0.01285039,0.04815868,0.05425297,0.18407587
-4.91945973,3.29178896,0.24005520,2.97204137,0.01262408,0.04630235,0.05147034,0.17972024
-4.91345673,3.19877960,0.23079190,2.88864583,0.01239573,0.04434318,0.04862862,0.17565340
-4.90745373,3.10014536,0.22138027,2.79913554,0.01217664,0.04230662,0.04576815,0.17200801
-4.90145073,2.99709559,0.21200728,2.70449013,0.01197878,0.04021886,0.04293088,0.16890760
-4.89544772,2.89091335,0.20285827,2.60578042,0.01181445,0.03810609,0.04015923,0.16646286
-4.88944472,2.78291410,0.19411167,2.50413311,0.01169580,0.03599365,0.03749501,0.16476839
-4.88344172,2.67440678,0.18593426,2.40069657,0.01163436,0.03390541,0.03497848,0.16390028
-4.87743872,2.56665833,0.17847693,2.29660900,0.01164065,0.03186315,0.03264741,0.16391444
-4.87143572,2.46086312,0.17187133,2.19296985,0.01172370,0.02988614,0.03053644,0.16484576
-4.86543272,2.35811785,0.16622719,2.09081539,0.01189074,0.02799083,0.02867649,0.16670825
-4.85942971,2.25940263,0.16163065,1.99109904,0.01214686,0.02619069,0.02709433,0.16949599
-4.85342671,2.16556835,0.15814342,1.89467659,0.01249473,0.02449618,0.02581237,0.17318487
-4.84742371,2.07733037,0.15580279,1.80229671,0.01293454,0.02291491,0.02484853,0.17773499
-4.84142071,1.99526814,0.15462249,1.71459633,0.01346379,0.02145177,0.02421621,0.18309367
-4.83541771,1.91983023,0.15459418,1.63210100,0.01407745,0.02010930,0.02392442,0.18919871
-4.82941471,1.85134404,0.15568961,1.55522934,0.01476797,0.01888805,0.02397788,0.19598195
-4.82341171,1.79002914,0.15786317,1.48430129,0.01552555,0.01778696,0.02437723,0.20337263
-4.81740870,1.73601343,0.16105479,1.41954931,0.01633841,0.01680382,0.02511919,0.21130072
-4.81140570,1.68935081,0.16519306,1.36113166,0.01719320,0.01593566,0.02619678,0.21969970
-4.80540270,1.65003940,0.17019834,1.30914700,0.01807543,0.01517913,0.02759943,0.22850882
-4.79939970,1.61803916,0.17598580,1.26364936,0.01896996,0.01453089,0.02931314,0.23767473
-4.79339670,1.59328799,0.18246828,1.22466256,0.01986159,0.01398787,0.03132051,0.24715226
-4.78739370,1.57571536,0.18955889,1.19219334,0.02073556,0.01354750,0.03360083,0.25690450
-4.78139070,1.56525285,0.19717314,1.16624246,0.02157814,0.01320788,0.03613007,0.26690207
-4.77538769,1.56184103,0.20523076,1.14681304,0.02237713,0.01296789,0.03888090,0.27712163
-4.76938469,1.56543248,0.21365699,1.13391588,0.02312234,0.01282721,0.04182268,0.28754396
-4.76338169,1.57599071,0.22238343,1.12757126,0.02380597,0.01278635,0.04492156,0.29815142
-4.75737869,1.59348528,0.23134848,1.12780718,0.02442292,0.01284653,0.04814055,0.30892535
-4.75137569,1.61788352,0.24049731,1.13465420,0.02497096,0.01300967,0.05143973,0.31984333
-4.74537269,1.64913915,0.24978152,1.14813695,0.02545085,0.01327822,0.05477657,0.33087664
-4.73936968,1.68717882,0.25915855,1.16826297,0.02586621,0.01365507,0.05810630,0.34198815
-4.73336668,1.73188719,0.26859077,1.19500920,0.02622335,0.01414340,0.06138251,0.35313075
-4.72736368,1.78309156,0.27804455,1.22830714,0.02653098,0.01474659,0.06455781,0.36424645
-4.72136068,1.84054685,0.28748927,1.26802725,0.02679974,0.01546804,0.06758465,0.37526637
-4.71535768,1.90392208,0.29689631,1.31396365,0.02704170,0.01631109,0.07041628,0.38611154
-4.70935468,1.97278899,0.30623819,1.36581993,0.02726971,0.01727892,0.07300772,0.39669453
-4.70335168,2.04661362,0.31548781,1.42319705,0.02749683,0.01837438,0.07531690,0.40692185
-4.69734867,2.12475157,0.32461793,1.48558409,0.02773560,0.01959991,0.07730571,0.41669696
-4.69134567,2.20644729,0.33360079,1.55235269,0.02799745,0.02095741,0.07894108,0.42592381
-4.68534267,2.29083785,0.34240803,1.62275574,0.02829209,0.02244807,0.08019600,0.43451051
-4.67933967,2.37696108,0.35101069,1.69593080,0.02862702,0.02407227,0.08105038,0.44237305
-4.67333667,2.46376833,0.35937951,1.77090852,0.02900720,0.02582933,0.08149173,0.44943889
-4.66733367,2.55014128,0.36748528,1.84662612,0.02943472,0.02771739,0.08151571,0.45564990
-4.66133067,2.63491271,0.37529939,1.92194573,0.02990883,0.02973312,0.08112637,0.46096487
-4.65532766,2.71689034,0.38279438,1.99567731,0.03042593,0.03187160,0.08033617,0.46536107
-4.64932466,2.79488338,0.38994460,2.06660543,0.03097993,0.03412602,0.07916576,0.46883500
-4.64332166,2.86773065,0.39672680,2.13351912,0.03156257,0.03648753,0.07764346,0.47140220
-4.63731866,2.93432965,0.40312080,2.19524389,0.03216407,0.03894508,0.07580453,0.47309611
-4.63131566,2.99366550,0.40911010,2.25067467,0.03277372,0.04148527,0.07369026,0.47396618
-4.62531266,3.04483875,0.41468239,2.29880851,0.03338070,0.04409230,0.07134684,0.47407528
-4.61930965,3.08709121,0.41983008,2.33877570,0.03397483,0.04674801,0.06882416,0.47349657
-4.61330665,3.11982871,0.42455079,2.36986812,0.03454738,0.04943196,0.06617455,0.47231016
-4.60730365,3.14264011,0.42884774,2.39156348,0.03509178,0.05212162,0.06345144,0.47059967
-4.60130065,3.15531169,0.43273012,2.40354444,0.03560425,0.05479273,0.06070815,0.46844894
-4.59529765,3.15783628,0.43621339,2.40571172,0.03608428,0.05741966,0.05799671,0.46593915
-4.58929465,3.15041689,0.43931953,2.39819042,0.03653496,0.05997595,0.05536679,0.46314644
-4.58329165,3.13346432,0.44207720,2.38132925,0.03696306,0.06243485,0.05286490,0.46014026
-4.57728864,3.10758890,0.44452181,2.35569244,0.03737891,0.06477003,0.05053361,0.45698236
-4.57128564,3.07358645,0.44669541,2.32204461,0.03779604,0.06695625,0.04841104,0.45372669
-4.56528264,3.03241884,0.44864651,2.28132907,0.03823060,0.06897005,0.04653056,0.45041990
-4.55927964,2.98518981,0.45042968,2.23464030,0.03870059,0.07079053,0.04492061,0.44710260
-4.55327664,2.93311675,0.45210490,2.18319169,0.03922490,0.07239991,0.04360468,0.44381105
-4.54727364,2.87749933,0.45373677,2.12827976,0.03982225,0.07378421,0.04260139,0.44057928
-4.54127064,2.81968625,0.45539344,2.07124624,0.04050998,0.07493368,0.04192472,0.43744133
-4.53526763,2.76104086,0.45714532,2.01343948,0.04130296,0.07584315,0.04158426,0.43443347
-4.52926463,2.70290713,0.45906357,1.95617664,0.04221242,0.07651229,0.04158543,0.43159621
-4.52326163,2.64657688,0.46121843,1.90070802,0.04324494,0.07694563,0.04192980,0.42897587
-4.51725863,2.59325923,0.46367734,1.84818491,0.04440163,0.07715243,0.04261527,0.42662560
-4.51125563,2.54405343,0.46650308,1.79963187,0.04567749,0.07714642,0.04363624,0.42460576
-4.50525263,2.49992547,0.46975171,1.75592434,0.04706106,0.07694533,0.04498372,0.42298348
-4.49924962,2.46168928,0.47347073,1.71777219,0.04853435,0.07657032,0.04664535,0.42183148
-4.49324662,2.42999265,0.47769717,1.68570935,0.05007311,0.07604525,0.04860536,0.42122610
-4.48724362,2.40530816,0.48245596,1.66008954,0.05164736,0.07539588,0.05084447,0.42124463
-4.48124062,2.38792893,0.48775846,1.64108793,0.05322227,0.07464899,0.05333974,0.42196206
-4.47523762,2.37796899,0.49360128,1.62870794,0.05475925,0.07383150,0.05606447,0.42344734
-4.46923462,2.37536778,0.49996547,1.62279264,0.05621729,0.07296956,0.05898804,0.42575942
-4.46323162,2.37989841,0.50681599,1.62303981,0.05755447,0.07208769,0.06207582,0.42894323
-4.45722861,2.39117884,0.51410162,1.62901968,0.05872949,0.07120803,0.06528923,0.43302571
-4.45122561,2.40868564,0.52175525,1.64019434,0.05970331,0.07034966,0.06858580,0.43801235
-4.44522261,2.43176940,0.52969450,1.65593792,0.06044068,0.06952800,0.07191949,0.44388418
-4.43921961,2.45967153,0.53782285,1.67555662,0.06091154,0.06875450,0.07524103,0.45059563
-4.43321661,2.49154164,0.54603103,1.69830788,0.06109222,0.06803634,0.07849857,0.45807323
-4.42721361,2.52645541,0.55419886,1.72341814,0.06096645,0.06737637,0.08163839,0.46621548
-4.42121061,2.56343246,0.56219743,1.75009872,0.06052600,0.06677319,0.08460586,0.47489378
-4.41520760,2.60145403,0.56989156,1.77755971,0.05977103,0.06622142,0.08734649,0.48395463
-4.40920460,2.63948056,0.57714261,1.80502184,0.05871014,0.06571206,0.08980714,0.49322297
-4.40320160,2.67646892,0.58381158,1.83172639,0.05736007,0.06523303,0.09193730,0.50250659
-4.39719860,2.71138949,0.58976232,1.85694350,0.05574505,0.06476978,0.09369040,0.51160157
-4.39119560,2.74324294,0.59486507,1.87997914,0.05389599,0.06430598,0.09502518,0.52029849
-4.38519260,2.77107694,0.59899995,1.90018117,0.05184936,0.06382429,0.09590688,0.52838918
-4.37918959,2.79400249,0.60206053,1.91694481,0.04964593,0.06330709,0.09630846,0.53567380
-4.37318659,2.81120992,0.60395728,1.92971799,0.04732943,0.06273728,0.09621151,0.54196792
-4.36718359,2.82198437,0.60462080,1.93800661,0.04494512,0.06209893,0.09560707,0.54710936
-4.36118059,2.82572024,0.60400464,1.94138000,0.04253842,0.06137800,0.09449608,0.55096431
-4.35517759,2.82193441,0.60208771,1.93947658,0.04015358,0.06056288,0.09288967,0.55343276
-4.34917459,2.81027770,0.59887598,1.93200954,0.03783248,0.05964481,0.09080902,0.55445265
-4.34317159,2.79054399,0.59440341,1.91877239,0.03561360,0.05861822,0.08828504,0.55400276
-4.33716858,2.76267666,0.58873208,1.89964401,0.03353108,0.05748094,0.08535766,0.55210408
-4.33116558,2.72677170,0.58195127,1.87459283,0.03161413,0.05623423,0.08207491,0.54881969
-4.32516258,2.68307717,0.57417559,1.84367975,0.02988647,0.05488268,0.07849170,0.54425290
-4.31915958,2.63198878,0.56554216,1.80705936,0.02836607,0.05343402,0.07466852,0.53854400
-4.31315658,2.57404138,0.55620678,1.76497912,0.02706503,0.05189874,0.07066984,0.53186552
-4.30715358,2.50989649,0.54633938,1.71777625,0.02598968,0.05028970,0.06656260,0.52441633
