energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Cu_p_up,Cu_d_up,Te_p_up,Te_d_up
-5.89194597,3.92391469,0.07405903,0.30680992,0.74457452,0.59915956,1.66214010,0.42451683,1.89999719,0.00000000
-5.88594297,3.83521013,0.06977299,0.31094501,0.73854263,0.56898575,1.69937098,0.40904611,1.84795882,0.00000000
-5.87993997,3.73781476,0.06540052,0.31427903,0.73022903,0.53794454,1.72960332,0.39313107,1.79145911,0.00000000
-5.87393697,3.63233115,0.06099771,0.31667097,0.71962429,0.50639421,1.75219900,0.37685836,1.73101397,0.00000000
-5.86793397,3.51936968,0.05661574,0.31799425,0.70673919,0.47466690,1.76662854,0.36030877,1.66713026,0.00000000
-5.86193097,3.39955453,0.05230023,0.31814086,0.69160801,0.44306463,1.77248857,0.34355785,1.60030394,0.00000000
-5.85592796,3.27353115,0.04809072,0.31702496,0.67429134,0.41185689,1.76951570,0.32667686,1.53101972,0.00000000
-5.84992496,3.14197387,0.04402055,0.31458567,0.65487817,0.38127954,1.75759640,0.30973375,1.45975185,0.00000000
-5.84392196,3.00559266,0.04011685,0.31078896,0.63348703,0.35153485,1.73677230,0.29279426,1.38696534,0.00000000
-5.83791896,2.86513798,0.03640080,0.30562880,0.61026616,0.32279258,1.70724062,0.27592276,1.31311731,0.00000000
-5.83191596,2.72140284,0.03288798,0.29912716,0.58539235,0.29519163,1.66934992,0.25918299,1.23865779,0.00000000
-5.82591296,2.57522174,0.02958889,0.29133327,0.55906882,0.26884228,1.62359114,0.24263852,1.16402984,0.00000000
-5.81990995,2.42746607,0.02650946,0.28232200,0.53152184,0.24382866,1.57058447,0.22635285,1.08966862,0.00000000
-5.81390695,2.27903619,0.02365168,0.27219139,0.50299650,0.22021133,1.51106259,0.21038931,1.01599945,0.00000000
-5.80790395,2.13085033,0.02101417,0.26105971,0.47375168,0.19802983,1.44585099,0.19481060,0.94343476,0.00000000
-5.80190095,1.98383114,0.01859277,0.24906187,0.44405443,0.17730510,1.37584625,0.17967814,0.87237026,0.00000000
-5.79589795,1.83889037,0.01638107,0.23634562,0.41417414,0.15804175,1.30199298,0.16505122,0.80318042,0.00000000
-5.78989495,1.69691279,0.01437093,0.22306746,0.38437665,0.14023011,1.22526057,0.15098614,0.73621370,0.00000000
-5.78389195,1.55874012,0.01255287,0.20938861,0.35491860,0.12384812,1.14662035,0.13753524,0.67178776,0.00000000
-5.77788894,1.42515587,0.01091646,0.19547108,0.32604225,0.10886304,1.06702403,0.12474615,0.61018508,0.00000000
-5.77188594,1.29687200,0.00945065,0.18147397,0.29797102,0.09523302,0.98738414,0.11266110,0.55164930,0.00000000
-5.76588294,1.17451803,0.00814403,0.16755018,0.27090579,0.08290865,0.90855697,0.10131650,0.49638247,0.00000000
-5.75987994,1.05863309,0.00698503,0.15384359,0.24502218,0.07183437,0.83132837,0.09074287,0.44454349,0.00000000
-5.75387694,0.94966140,0.00596215,0.14048675,0.22046886,0.06194998,0.75640283,0.08096498,0.39624788,0.00000000
-5.74787394,0.84795120,0.00506403,0.12759915,0.19736679,0.05319208,0.68439583,0.07200245,0.35156884,0.00000000
-5.74187094,0.75375715,0.00427965,0.11528614,0.17580954,0.04549555,0.61582950,0.06387060,0.31053969,0.00000000
-5.73586793,0.66724612,0.00359837,0.10363841,0.15586441,0.03879500,0.55113153,0.05658170,0.27315740,0.00000000
-5.72986493,0.58850584,0.00301003,0.09273203,0.13757443,0.03302633,0.49063689,0.05014642,0.23938736,0.00000000
-5.72386193,0.51755615,0.00250500,0.08262907,0.12096095,0.02812811,0.43459242,0.04457563,0.20916884,0.00000000
-5.71785893,0.45436217,0.00207427,0.07337861,0.10602678,0.02404301,0.38316341,0.03988229,0.18242116,0.00000000
-5.71185593,0.39884889,0.00170941,0.06501821,0.09275970,0.02071910,0.33644224,0.03608348,0.15905021,0.00000000
-5.70585293,0.35091642,0.00140271,0.05757565,0.08113615,0.01811098,0.29445823,0.03320248,0.13895504,0.00000000
-5.69984992,0.31045541,0.00114710,0.05107090,0.07112496,0.01618080,0.25718847,0.03127076,0.12203437,0.00000000
-5.69384692,0.27736185,0.00093624,0.04551816,0.06269104,0.01489900,0.22456915,0.03032987,0.10819259,0.00000000
-5.68784392,0.25155074,0.00076447,0.04092797,0.05579874,0.01424481,0.19650682,0.03043306,0.09734524,0.00000000
-5.68184092,0.23296807,0.00062686,0.03730926,0.05041495,0.01420651,0.17288940,0.03164656,0.08942360,0.00000000
-5.67583792,0.22160060,0.00051916,0.03467115,0.04651170,0.01478131,0.15359644,0.03405056,0.08437832,0.00000000
-5.66983492,0.21748295,0.00043783,0.03302460,0.04406825,0.01597498,0.13850840,0.03773956,0.08218184,0.00000000
-5.66383192,0.22070184,0.00038002,0.03238369,0.04307259,0.01780101,0.12751469,0.04282222,0.08282970,0.00000000
-5.65782891,0.23139705,0.00034353,0.03276658,0.04352229,0.02027951,0.12052034,0.04942064,0.08634046,0.00000000
-5.65182591,0.24975918,0.00032684,0.03419604,0.04542472,0.02343576,0.11745114,0.05766892,0.09275431,0.00000000
-5.64582291,0.27602396,0.00032906,0.03669952,0.04879661,0.02729834,0.11825722,0.06771108,0.10213044,0.00000000
-5.63981991,0.31046358,0.00034992,0.04030889,0.05366297,0.03189707,0.12291509,0.07969833,0.11454322,0.00000000
-5.63381691,0.35337502,0.00038976,0.04505965,0.06005554,0.03726062,0.13142822,0.09378574,0.13007726,0.00000000
-5.62781391,0.40506589,0.00044953,0.05098982,0.06801062,0.04341395,0.14382621,0.11012836,0.14882165,0.00000000
-5.62181091,0.46583850,0.00053074,0.05813850,0.07756657,0.05037574,0.16016279,0.12887697,0.17086350,0.00000000
-5.61580790,0.53597254,0.00063546,0.06654417,0.08876110,0.05815568,0.18051283,0.15017350,0.19628116,0.00000000
-5.60980490,0.61570736,0.00076631,0.07624277,0.10162822,0.06675201,0.20496852,0.17414637,0.22513739,0.00000000
-5.60380190,0.70522470,0.00092638,0.08726572,0.11619539,0.07614925,0.23363500,0.20090594,0.25747277,0.00000000
-5.59779890,0.80463261,0.00111924,0.09963797,0.13248066,0.08631631,0.26662566,0.23054022,0.29329982,0.00000000
-5.59179590,0.91395150,0.00134885,0.11337610,0.15049014,0.09720518,0.30405729,0.26311110,0.33259807,0.00000000
-5.58579290,1.03310321,0.00161953,0.12848663,0.17021586,0.10875019,0.34604538,0.29865118,0.37531044,0.00000000
-5.57978989,1.16190363,0.00193584,0.14496457,0.19163411,0.12086803,0.39269950,0.33716157,0.42134110,0.00000000
-5.57378689,1.30005936,0.00230249,0.16279239,0.21470441,0.13345862,0.44411912,0.37861051,0.47055520,0.00000000
-5.56778389,1.44716891,0.00272427,0.18193925,0.23936909,0.14640680,0.50038973,0.42293306,0.52278032,0.00000000
-5.56178089,1.60272812,0.00320582,0.20236063,0.26555355,0.15958489,0.56157930,0.47003186,0.57780975,0.00000000
-5.55577789,1.76613988,0.00375157,0.22399845,0.29316705,0.17285607,0.62773512,0.51977883,0.63540750,0.00000000
-5.54977489,1.93672737,0.00436551,0.24678142,0.32210417,0.18607847,0.69888076,0.57201765,0.69531466,0.00000000
-5.54377189,2.11375013,0.00505107,0.27062573,0.35224653,0.19910975,0.77501313,0.62656706,0.75725698,0.00000000
-5.53776888,2.29642204,0.00581089,0.29543600,0.38346498,0.21181212,0.85609940,0.68322446,0.82095291,0.00000000
-5.53176588,2.48392985,0.00664667,0.32110631,0.41562175,0.22405748,0.94207369,0.74176977,0.88612189,0.00000000
-5.52576288,2.67545127,0.00755901,0.34752140,0.44857266,0.23573241,1.03283341,0.80196922,0.95249217,0.00000000
-5.51975988,2.87017123,0.00854725,0.37455774,0.48216907,0.24674282,1.12823503,0.86357874,1.01980763,0.00000000
-5.51375688,3.06729534,0.00960940,0.40208459,0.51625944,0.25701793,1.22808945,0.92634689,1.08783320,0.00000000
-5.50775388,3.26605964,0.01074200,0.42996491,0.55069050,0.26651343,1.33215688,0.99001696,1.15635834,0.00000000
-5.50175088,3.46573605,0.01194019,0.45805608,0.58530778,0.27521355,1.44014147,1.05432843,1.22519848,0.00000000
-5.49574787,3.66563339,0.01319765,0.48621051,0.61995566,0.28313200,1.55168596,1.11901753,1.29419407,0.00000000
-5.48974487,3.86509413,0.01450680,0.51427612,0.65447687,0.29031160,1.66636657,1.18381718,1.36320759,0.00000000
-5.48374187,4.06348750,0.01585891,0.54209673,0.68871166,0.29682272,1.78368879,1.24845655,1.43211856,0.00000000
-5.47773887,4.26020000,0.01724437,0.56951253,0.72249668,0.30276056,1.90308435,1.31266039,1.50081705,0.00000000
-5.47173587,4.45462470,0.01865303,0.59636066,0.75566394,0.30824141,2.02391006,1.37614858,1.56919636,0.00000000
-5.46573287,4.64615085,0.02007451,0.62247598,0.78803999,0.31339820,2.14544891,1.43863640,1.63714556,0.00000000
-5.45972986,4.83415561,0.02149872,0.64769225,0.81944562,0.31837551,2.26691406,1.49983577,1.70454271,0.00000000
-5.45372686,5.01799957,0.02291626,0.67184368,0.84969643,0.32332443,2.38745595,1.55945787,1.77124953,0.00000000
-5.44772386,5.19702751,0.02431896,0.69476702,0.87860432,0.32839752,2.50617292,1.61721754,1.83710843,0.00000000
-5.44172086,5.37057579,0.02570035,0.71630404,0.90598026,0.33374430,2.62212534,1.67283955,1.90194246,0.00000000
-5.43571786,5.53798686,0.02705617,0.73630466,0.93163837,0.33950732,2.73435320,1.72606679,1.96555865,0.00000000
-5.42971486,5.69863135,0.02838474,0.75463030,0.95540131,0.34581931,2.84189680,1.77667027,2.02775512,0.00000000
-5.42371186,5.85193711,0.02968738,0.77115767,0.97710693,0.35280129,2.94382009,1.82446064,2.08833176,0.00000000
-5.41770885,5.99742419,0.03096862,0.78578260,0.99661595,0.36056185,3.03923578,1.86930069,2.14710425,0.00000000
-5.41170585,6.13474399,0.03223637,0.79842383,1.01382044,0.36919755,3.12733149,1.91111818,2.20392084,0.00000000
-5.40570285,6.26372039,0.03350188,0.80902655,1.02865262,0.37879431,3.20739568,1.94991824,2.25868087,0.00000000
-5.39969985,6.38438996,0.03477962,0.81756533,1.04109354,0.38942953,3.27884239,1.98579443,2.31135392,0.00000000
-5.39369685,6.49703853,0.03608690,0.82404641,1.05118125,0.40117479,3.34123352,2.01893760,2.36199841,0.00000000
-5.38769385,6.60223080,0.03744343,0.82850900,1.05901759,0.41409872,3.39429754,2.04964148,2.41077804,0.00000000
-5.38169085,6.70083037,0.03887060,0.83102549,1.06477352,0.42826983,3.43794360,2.07830446,2.45797487,0.00000000
-5.37568784,6.79400740,0.04039072,0.83170048,1.06869204,0.44375880,3.47227025,2.10542673,2.50399764,0.00000000
-5.36968484,6.88323208,0.04202605,0.83066859,1.07108870,0.46064011,3.49756803,2.13160233,2.54938421,0.00000000
-5.36368184,6.97025263,0.04379774,0.82809103,1.07234902,0.47899264,3.51431569,2.15750613,2.59479741,0.00000000
-5.35767884,7.05705734,0.04572476,0.82415105,1.07292302,0.49889919,3.52316992,2.18387558,2.64101369,0.00000000
-5.35167584,7.14582130,0.04782276,0.81904853,1.07331652,0.52044465,3.52494880,2.21148791,2.68890461,0.00000000
-5.34567284,7.23883908,0.05010299,0.81299376,1.07407948,0.54371303,3.52060957,2.24113336,2.73941133,0.00000000
-5.33966983,7.33844582,0.05257130,0.80620090,1.07579174,0.56878329,3.51122143,2.27358538,2.79351306,0.00000000
-5.33366683,7.44692971,0.05522722,0.79888115,1.07904636,0.59572416,3.49793440,2.30956917,2.85219043,0.00000000
-5.32766383,7.56643936,0.05806331,0.79123622,1.08443139,0.62458837,3.48194536,2.34972982,2.91638522,0.00000000
-5.32166083,7.69889032,0.06106469,0.78345216,1.09251041,0.65540627,3.46446245,2.39460142,2.98695817,0.00000000
-5.31565783,7.84587453,0.06420883,0.77569402,1.10380285,0.68817949,3.44666924,2.44457888,3.06464665,0.00000000
-5.30965483,8.00857708,0.06746559,0.76810136,1.11876458,0.72287482,3.42968968,2.49989341,3.15002406,0.00000000
-5.30365183,8.18770366,0.07079767,0.76078497,1.13776969,0.75941860,3.41455499,2.56059335,3.24346274,0.00000000
-5.29764882,8.38342228,0.07416126,0.75382473,1.16109399,0.79769204,3.40217357,2.62653091,3.34510203,0.00000000
-5.29164582,8.59532140,0.07750702,0.74726883,1.18890107,0.83752769,3.39330458,2.69735581,3.45482294,0.00000000
-5.28564282,8.82238666,0.08078130,0.74113409,1.22123131,0.87870717,3.38853594,2.77251613,3.57223055,0.00000000
-5.27963982,9.06299692,0.08392760,0.73540751,1.25799431,0.92096042,3.38826713,2.85126642,3.69664493,0.00000000
-5.27363682,9.31494002,0.08688821,0.73004876,1.29896517,0.96396648,3.39269714,2.93268284,3.82710118,0.00000000
-5.26763382,9.57544756,0.08960589,0.72499350,1.34378467,1.00735583,3.40181781,3.01568484,3.96235847,0.00000000
-5.26163082,9.84124772,0.09202562,0.72015731,1.39196363,1.05071433,3.41541252,3.09906247,4.10091828,0.00000000
-5.25562781,10.10863427,0.09409635,0.71544004,1.44289116,1.09358857,3.43306028,3.18150849,4.24105101,0.00000000
-5.24962481,10.37354975,0.09577258,0.71073038,1.49584696,1.13549266,3.45414531,3.26165393,4.38083058,0.00000000
-5.24362181,10.63168041,0.09701578,0.70591050,1.55001713,1.17591624,3.47787169,3.33810612,4.51817591,0.00000000
-5.23761881,10.87856034,0.09779558,0.70086053,1.60451336,1.21433368,3.50328330,3.40948772,4.65089832,0.00000000
-5.23161581,11.10968217,0.09809071,0.69546289,1.65839490,1.25021418,3.52928846,3.47447560,4.77675370,0.00000000
-5.22561281,11.32061146,0.09788953,0.68960625,1.71069287,1.28303273,3.55468920,3.53183848,4.89349803,0.00000000
-5.21960980,11.50710217,0.09719036,0.68318919,1.76043621,1.31228157,3.57821461,3.58047210,4.99894497,0.00000000
-5.21360680,11.66521037,0.09600132,0.67612338,1.80667871,1.33748214,3.59855758,3.61943107,5.09102404,0.00000000
-5.20760380,11.79140333,0.09433996,0.66833635,1.84852609,1.35819702,3.61441425,3.64795650,5.16783779,0.00000000
-5.20160080,11.88266120,0.09223254,0.65977389,1.88516265,1.37404178,3.62452516,3.66549859,5.22771645,0.00000000
-5.19559780,11.93656838,0.08971303,0.65040188,1.91587623,1.38469625,3.62771673,3.67173385,5.26926832,0.00000000
-5.18959480,11.95139175,0.08682194,0.64020767,1.94008101,1.38991497,3.62294196,3.66657607,5.29142438,0.00000000
-5.18359180,11.92614297,0.08360497,0.62920106,1.95733685,1.38953629,3.60931858,3.65018103,5.29347541,0.00000000
-5.17758879,11.86062222,0.08011158,0.61741456,1.96736472,1.38348994,3.58616320,3.62294454,5.27510014,0.00000000
-5.17158579,11.75544119,0.07639350,0.60490318,1.97005725,1.37180244,3.55301992,3.58549378,5.23638314,0.00000000
-5.16558279,11.61202337,0.07250331,0.59174361,1.96548392,1.35460024,3.50968179,3.53867199,5.17782134,0.00000000
-5.15957979,11.43258055,0.06849306,0.57803265,1.95389040,1.33211012,3.45620402,3.48351689,5.10031836,0.00000000
-5.15357679,11.22006517,0.06441303,0.56388507,1.93569199,1.30465681,3.39290795,3.42123312,5.00516647,0.00000000
-5.14757379,10.97809892,0.06031069,0.54943074,1.91146103,1.27265762,3.32037524,3.35315956,4.89401620,0.00000000
-5.14157079,10.71087943,0.05622980,0.53481116,1.88190876,1.23661429,3.23943213,3.28073236,4.76883436,0.00000000
-5.13556778,10.42306742,0.05220973,0.52017550,1.84786214,1.19710204,3.15112439,3.20544482,4.63185172,0.00000000
-5.12956478,10.11965841,0.04828500,0.50567612,1.81023652,1.15475636,3.05668367,3.12880549,4.48550201,0.00000000
-5.12356178,9.80584322,0.04448504,0.49146391,1.77000527,1.11025786,2.95748681,3.05229600,4.33235458,0.00000000
-5.11755878,9.48686312,0.04083409,0.47768354,1.72816755,1.06431580,2.85500983,2.97733020,4.17504325,0.00000000
-5.11155578,9.16786514,0.03735131,0.46446883,1.68571573,1.01765097,2.75077878,2.90521624,4.01619428,0.00000000
-5.10555278,8.85376399,0.03405102,0.45193853,1.64360373,0.97097857,2.64631978,2.83712330,3.85835630,0.00000000
-5.09954977,8.54911618,0.03094309,0.44019267,1.60271788,0.92499190,2.54311053,2.77405429,3.70393524,0.00000000
-5.09354677,8.25801209,0.02803330,0.42930974,1.56385129,0.88034735,2.44253567,2.71682584,3.55513684,0.00000000
-5.08754377,7.98399017,0.02532392,0.41934484,1.52768312,0.83765145,2.34584798,2.66605644,3.41391897,0.00000000
-5.08154077,7.72997699,0.02281417,0.41032896,1.49476333,0.79745042,2.25413703,2.62216330,3.28195565,0.00000000
-5.07553777,7.49825478,0.02050077,0.40226942,1.46550349,0.76022239,2.16830665,2.58536791,3.16061362,0.00000000
-5.06953477,7.29045714,0.01837841,0.39515155,1.44017392,0.72637265,2.08906184,2.55571001,3.05094213,0.00000000
-5.06353177,7.10759171,0.01644026,0.38894148,1.41890677,0.69623183,2.01690511,2.53306900,2.95367537,0.00000000
-5.05752876,6.95008708,0.01467834,0.38358986,1.40170475,0.67005682,1.95214217,2.51719159,2.86924662,0.00000000
-5.05152576,6.81786016,0.01308393,0.37903652,1.38845451,0.64803404,1.89489564,2.50772396,2.79781255,0.00000000
-5.04552276,6.71039876,0.01164783,0.37521557,1.37894378,0.63028476,1.84512568,2.50424663,2.73928533,0.00000000
-5.03951976,6.62685381,0.01036066,0.37206083,1.37288099,0.61687177,1.80265584,2.50630974,2.69337026,0.00000000
-5.03351676,6.56613512,0.00921300,0.36951125,1.36991597,0.60780686,1.76720203,2.51346702,2.65960616,0.00000000
-5.02751376,6.52700457,0.00819561,0.36751600,1.36966075,0.60305853,1.73840291,2.52530607,2.63740595,0.00000000
-5.02151076,6.50816133,0.00729945,0.36603896,1.37170889,0.60255938,1.71584961,2.54147357,2.62609488,0.00000000
-5.01550775,6.50831439,0.00651581,0.36506236,1.37565265,0.60621260,1.69911318,2.56169385,2.62494442,0.00000000
-5.00950475,6.52623875,0.00583633,0.36458940,1.38109700,0.61389732,1.68776828,2.58577988,2.63320011,0.00000000
-5.00350175,6.56081315,0.00525301,0.36464569,1.38767002,0.62547251,1.68141210,2.61363643,2.65010236,0.00000000
-4.99749875,6.61103844,0.00475823,0.36527942,1.39502955,0.64077936,1.67967788,2.64525528,2.67489972,0.00000000
-4.99149575,6.67603724,0.00434470,0.36656032,1.40286600,0.65964215,1.68224275,2.68070322,2.70685483,0.00000000
-4.98549275,6.75503682,0.00400550,0.36857751,1.41090186,0.68186784,1.68883029,2.72010384,2.74524377,0.00000000
-4.97948974,6.84733822,0.00373404,0.37143625,1.41888838,0.70724463,1.69920817,2.76361468,2.78934998,0.00000000
-4.97348674,6.95227561,0.00352401,0.37525389,1.42660021,0.73553991,1.71318193,2.81140126,2.83845441,0.00000000
-4.96748374,7.06917030,0.00336941,0.38015529,1.43382892,0.76649801,1.73058599,2.86361012,2.89182359,0.00000000
-4.96148074,7.19728387,0.00326452,0.38626779,1.44037620,0.79983811,1.75127299,2.92034255,2.94869756,0.00000000
-4.95547774,7.33577522,0.00320389,0.39371616,1.44604770,0.83525286,1.77510288,2.98163098,3.00827932,0.00000000
-4.94947474,7.48366511,0.00318233,0.40261777,1.45064822,0.87240796,1.80193271,3.04741961,3.06972749,0.00000000
-4.94347174,7.63981169,0.00319493,0.41307807,1.45397882,0.91094302,1.83160825,3.11755039,3.13215330,0.00000000
-4.93746873,7.80289923,0.00323702,0.42518677,1.45583621,0.95047379,1.86395815,3.19175555,3.19462267,0.00000000
-4.93146573,7.97144111,0.00330421,0.43901473,1.45601463,0.99059599,1.89879097,3.26965676,3.25616388,0.00000000
-4.92546273,8.14379736,0.00339239,0.45461177,1.45431007,1.03089049,1.93589540,3.35077135,3.31578052,0.00000000
-4.91945973,8.31820559,0.00349773,0.47200543,1.45052654,1.07092974,1.97504343,3.43452490,3.37246925,0.00000000
-4.91345673,8.49282365,0.00361667,0.49120055,1.44448392,1.11028529,2.01599605,3.52026960,3.42524142,0.00000000
-4.90745373,8.66578105,0.00374597,0.51217993,1.43602670,1.14853589,2.05851084,3.60730728,3.47314719,0.00000000
-4.90145073,8.83523635,0.00388265,0.53490561,1.42503299,1.18527597,2.10235066,3.69491591,3.51530092,0.00000000
-4.89544772,8.99943683,0.00402405,0.55932098,1.41142294,1.22012405,2.14729254,3.78237804,3.55090608,0.00000000
-4.88944472,9.15677705,0.00416781,0.58535341,1.39516593,1.25273061,2.19313585,3.86900995,3.57927841,0.00000000
-4.88344172,9.30585331,0.00431182,0.61291720,1.37628594,1.28278527,2.23970900,3.95419006,3.59986581,0.00000000
-4.87743872,9.44551093,0.00445430,0.64191694,1.35486452,1.31002281,2.28687387,4.03738535,3.61226414,0.00000000
-4.87143572,9.57488248,0.00459370,0.67225079,1.33104118,1.33422794,2.33452763,4.11817493,3.61622773,0.00000000
-4.86543272,9.69341535,0.00472874,0.70381394,1.30501096,1.35523861,2.38260166,4.19626990,3.61167456,0.00000000
-4.85942971,9.80088800,0.00485838,0.73650181,1.27701941,1.37294781,2.43105749,4.27152895,3.59868562,0.00000000
-4.85342671,9.89741498,0.00498179,0.77021315,1.24735508,1.38730396,2.47988026,4.34396967,3.57749896,0.00000000
-4.84742371,9.98344137,0.00509830,0.80485288,1.21634005,1.39830982,2.52907003,4.41377529,3.54849868,0.00000000
-4.84142071,10.05972793,0.00520743,0.84033475,1.18431908,1.40602023,2.57863176,4.48129735,3.51219991,0.00000000
-4.83541771,10.12732864,0.00530885,0.87658369,1.15164791,1.41053879,2.62856482,4.54705443,3.46923038,0.00000000
-4.82941471,10.18756258,0.00540229,0.91353806,1.11868150,1.41201368,2.67885291,4.61172752,3.42030995,0.00000000
-4.82341171,10.24198211,0.00548762,0.95115163,1.08576275,1.41063287,2.72945544,4.67615245,3.36622890,0.00000000
-4.81740870,10.29233916,0.00556474,0.98939549,1.05321239,1.40661892,2.78030106,4.74130992,3.30782615,0.00000000
-4.81140570,10.34055146,0.00563360,1.02825977,1.02132048,1.40022364,2.83128427,4.80831345,3.24596831,0.00000000
-4.80540270,10.38866964,0.00569417,1.06775521,0.99033994,1.39172266,2.88226540,4.87839550,3.18153024,0.00000000
-4.79939970,10.43884642,0.00574645,1.10791453,0.96048221,1.38141015,2.93307436,4.95289195,3.11537780,0.00000000
-4.79339670,10.49330777,0.00579044,1.14879351,0.93191528,1.36959378,2.98351807,5.03322491,3.04835306,0.00000000
-4.78739370,10.55432628,0.00582614,1.19047162,0.90476386,1.35659003,3.03339120,5.12088364,2.98126229,0.00000000
-4.78139070,10.62419580,0.00585358,1.23305209,0.87911147,1.34271976,3.08248979,5.21740339,2.91486654,0.00000000
-4.77538769,10.70520669,0.00587279,1.27666127,0.85500421,1.32830430,3.13062665,5.32434176,2.84987483,0.00000000
-4.76938469,10.79962043,0.00588383,1.32144695,0.83245566,1.31366179,3.17764781,5.44325227,2.78693947,0.00000000
-4.76338169,10.90964235,0.00588681,1.36757572,0.81145263,1.29910399,3.22344867,5.57565492,2.72665335,0.00000000
-4.75737869,11.03739142,0.00588191,1.41522888,0.79196099,1.28493342,3.26798877,5.72300339,2.66954857,0.00000000
-4.75137569,11.18486611,0.00586940,1.46459707,0.77393152,1.27144082,3.31130398,5.88664908,2.61609618,0.00000000
-4.74537269,11.35390573,0.00584966,1.51587344,0.75730503,1.25890291,3.35351513,6.06780214,2.56670655,0.00000000
-4.73936968,11.54614716,0.00582318,1.56924540,0.74201671,1.24758041,3.39483224,6.26749003,2.52173005,0.00000000
-4.73336668,11.76297726,0.00579063,1.62488504,0.72799935,1.23771634,3.43555366,6.48651436,2.48145788,0.00000000
-4.72736368,12.00548186,0.00575284,1.68293852,0.71518544,1.22953450,3.47605990,6.72540723,2.44612277,0.00000000
-4.72136068,12.27439265,0.00571081,1.74351465,0.70350809,1.22323813,3.51680210,6.98438828,2.41589955,0.00000000
-4.71535768,12.57003400,0.00566572,1.80667306,0.69290086,1.21900868,3.55828536,7.26332408,2.39090556,0.00000000
-4.70935468,12.89227154,0.00561897,1.87241249,0.68329685,1.21700467,3.60104758,7.56169162,2.37120088,0.00000000
-4.70335168,13.24046525,0.00557211,1.94065963,0.67462703,1.21736054,3.64563461,7.87854758,2.35678854,0.00000000
-4.69734867,13.61342938,0.00552686,2.01125916,0.66681836,1.22018551,3.69257273,8.21250526,2.34761479,0.00000000
-4.69134567,14.00940164,0.00548508,2.08396546,0.65979183,1.22556222,3.74233956,8.56172069,2.34356944,0.00000000
-4.68534267,14.42602402,0.00544872,2.15843655,0.65346069,1.23354533,3.79533478,8.92388946,2.34448641,0.00000000
-4.67933967,14.86033708,0.00541980,2.23423077,0.64772927,1.24415979,3.85185190,9.29625529,2.35014454,0.00000000
-4.67333667,15.30878927,0.00540036,2.31080647,0.64249234,1.25739895,3.91205225,9.67563124,2.36026869,0.00000000
-4.66733367,15.76726230,0.00539238,2.38752515,0.63763529,1.27322246,3.97594243,10.05843382,2.37453110,0.00000000
-4.66133067,16.23111291,0.00539775,2.46365807,0.63303520,1.29155393,4.04335623,10.44072989,2.39255302,0.00000000
-4.65532766,16.69523109,0.00541817,2.53839640,0.62856257,1.31227860,4.11394188,10.81829585,2.41390668,0.00000000
-4.64932466,17.15411391,0.00545512,2.61086478,0.62408393,1.33524100,4.18715529,11.18668803,2.43811748,0.00000000
-4.64332166,17.60195379,0.00550979,2.68013800,0.61946493,1.36024293,4.26225977,11.54132292,2.46466657,0.00000000
