energy_ev,total_up,Cr_p_up,Cr_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.79589795,3.45114740,1.90787441,0.39566870,1.82409805,0.78668262,0.00607645,0.85332437,0.00807200,1.43738467
-5.78989495,3.37558404,1.84908702,0.38210123,1.80153222,0.77128356,0.00571409,0.85386933,0.00827108,1.38793135
-5.78389195,3.30260927,1.79101581,0.36984553,1.78060551,0.75583998,0.00536698,0.85447515,0.00854043,1.33976307
-5.77788894,3.23350573,1.73475230,0.35907221,1.76168117,0.74059508,0.00504046,0.85521037,0.00888554,1.29370466
-5.77188594,3.16944995,1.68130671,0.34993009,1.74503293,0.72578801,0.00473911,0.85612758,0.00931069,1.25051952
-5.76588294,3.11146100,1.63157231,0.34254056,1.73082723,0.71164249,0.00446659,0.85725536,0.00981869,1.21088314
-5.75987994,3.06035470,1.58629450,0.33699242,1.71910988,0.69835614,0.00422565,0.85859124,0.01041068,1.17535977
-5.75387694,3.01670554,1.54604568,0.33333738,1.70979791,0.68609100,0.00401809,0.86009609,0.01108591,1.14438322
-5.74787394,2.98081826,1.51120705,0.33158661,1.70267718,0.67496561,0.00384473,0.86169043,0.01184159,1.11824244
-5.74187094,2.95271015,1.48195802,0.33170831,1.69740577,0.66504926,0.00370548,0.86325280,0.01267279,1.09707251
-5.73586793,2.93210525,1.45827360,0.33362675,1.69352336,0.65635834,0.00359935,0.86462047,0.01357231,1.08085137
-5.72986493,2.91844046,1.43992968,0.33722262,1.69046597,0.64885526,0.00352454,0.86559246,0.01453072,1.06940231
-5.72386193,2.91088345,1.42651612,0.34233492,1.68758566,0.64244972,0.00347853,0.86593490,0.01553640,1.06240209
-5.71785893,2.90836165,1.41745660,0.34876434,1.68417428,0.63700237,0.00345817,0.86538838,0.01657570,1.05939429
-5.71185593,2.90960075,1.41203460,0.35627790,1.67949013,0.63233064,0.00345981,0.86367705,0.01763311,1.05980724
-5.70585293,2.91317136,1.40942402,0.36461494,1.67278648,0.62821634,0.00347938,0.86051914,0.01869159,1.06297579
-5.69984992,2.91754133,1.40872317,0.37349406,1.66334063,0.62441478,0.00351257,0.85563820,0.01973294,1.06816591
-5.69384692,2.92113185,1.40899057,0.38262081,1.65048219,0.62066484,0.00355493,0.84877471,0.02073819,1.07460111
-5.68784392,2.92237443,1.40928093,0.39169583,1.63361929,0.61669955,0.00360201,0.83969739,0.02168812,1.08148956
-5.68184092,2.91976675,1.40867977,0.40042324,1.61226177,0.61225670,0.00364945,0.82821380,0.02256377,1.08805086
-5.67583792,2.91192469,1.40633541,0.40851868,1.58604009,0.60708897,0.00369314,0.81417947,0.02334698,1.09354138
-5.66983492,2.89762870,1.40148688,0.41571702,1.55471952,0.60097316,0.00372930,0.79750546,0.02402093,1.09727721
-5.66383192,2.87586265,1.39348688,0.42177922,1.51820882,0.59371816,0.00375457,0.77816376,0.02457065,1.09865398
-5.65782891,2.84584385,1.38181913,0.42649815,1.47656341,0.58517134,0.00376608,0.75619035,0.02498350,1.09716292
-5.65182591,2.80704344,1.36610959,0.42970332,1.42998293,0.57522322,0.00376152,0.73168591,0.02524959,1.09240269
-5.64582291,2.75919672,1.34613156,0.43126412,1.37880357,0.56381020,0.00373919,0.70481412,0.02536205,1.08408687
-5.63981991,2.70230363,1.32180493,0.43109186,1.32348579,0.55091555,0.00369798,0.67579759,0.02531733,1.07204708
-5.63381691,2.63662001,1.29319000,0.42914030,1.26459802,0.53656855,0.00363742,0.64491191,0.02511527,1.05623198
-5.62781391,2.56264060,1.26047674,0.42540488,1.20279751,0.52084208,0.00355760,0.61247785,0.02475912,1.03670248
-5.62181091,2.48107527,1.22397024,0.41992090,1.13880905,0.50384889,0.00345921,0.57885234,0.02425546,1.01362387
-5.61580790,2.39281984,1.18407358,0.41276056,1.07340291,0.48573676,0.00334341,0.54441857,0.02361397,0.98725531
-5.60980490,2.29892341,1.14126909,0.40402926,1.00737272,0.46668302,0.00321181,0.50957568,0.02284713,0.95793751
-5.60380190,2.20055383,1.09609891,0.39386135,0.94151442,0.44688854,0.00306639,0.47472845,0.02196988,0.92607932
-5.59779890,2.09896283,1.04914608,0.38241547,0.87660700,0.42657168,0.00290940,0.44027752,0.02099911,0.89214386
-5.59179590,1.99545243,1.00101671,0.36986974,0.81339561,0.40596235,0.00274330,0.40661034,0.01995325,0.85663478
-5.58579290,1.89134364,0.95232389,0.35641703,0.75257756,0.38529649,0.00257066,0.37409323,0.01885172,0.82008321
-5.57978989,1.78794839,0.90367392,0.34226033,0.69479132,0.36481100,0.00239405,0.34306476,0.01771447,0.78303572
-5.57378689,1.68654531,0.85565482,0.32760848,0.64060867,0.34473936,0.00221603,0.31383043,0.01656146,0.74604357
-5.56778389,1.58835941,0.80882734,0.31267219,0.59052974,0.32530792,0.00203901,0.28665890,0.01541223,0.70965329
-5.56178089,1.49454575,0.76371822,0.29766050,0.54498064,0.30673282,0.00186524,0.26177947,0.01428551,0.67439864
-5.55577789,1.40617669,0.72081539,0.28277757,0.50431339,0.28921750,0.00169675,0.23938087,0.01319889,0.64079376
-5.54977489,1.32423222,0.68056472,0.26821985,0.46880747,0.27295072,0.00153529,0.21961112,0.01216851,0.60932734
-5.54377189,1.24959267,0.64336800,0.25417354,0.43867257,0.25810492,0.00138236,0.20257829,0.01120889,0.58045758
-5.53776888,1.18303332,0.60958148,0.24081232,0.41405209,0.24483489,0.00123914,0.18835185,0.01033274,0.55460764
-5.53176588,1.12521998,0.57951478,0.22829525,0.39502679,0.23327647,0.00110653,0.17696454,0.00955089,0.53216137
-5.52576288,1.07670520,0.55342978,0.21676484,0.38161841,0.22354537,0.00098516,0.16841447,0.00887223,0.51345911
-5.51975988,1.03792465,0.53153918,0.20634528,0.37379278,0.21573592,0.00087535,0.16266728,0.00830368,0.49879347
-5.51375688,1.00919335,0.51400476,0.19714077,0.37146249,0.20991976,0.00077723,0.15965835,0.00785023,0.48840499
-5.50775388,0.99070180,0.50093522,0.18923401,0.37448900,0.20614451,0.00069066,0.15929483,0.00751499,0.48247778
-5.50175088,0.98251218,0.49238382,0.18268490,0.38268417,0.20443235,0.00061535,0.16145757,0.00729916,0.48113522
-5.49574787,0.98455478,0.48834601,0.17752949,0.39581158,0.20477880,0.00055082,0.16600298,0.00720217,0.48443598
-5.48974487,0.99662530,0.48875728,0.17377927,0.41358778,0.20715156,0.00049649,0.17276478,0.00722166,0.49237061
-5.48374187,1.01838345,0.49349160,0.17142089,0.43568365,0.21148978,0.00045167,0.18155577,0.00735355,0.50485887
-5.47773887,1.04935342,0.50236087,0.17041627,0.46172635,0.21770365,0.00041562,0.19216974,0.00759212,0.52174840
-5.47173587,1.08892673,0.51511549,0.17070339,0.49130189,0.22567468,0.00038754,0.20438355,0.00793001,0.54281463
-5.46573287,1.13636806,0.53144652,0.17219759,0.52395876,0.23525652,0.00036663,0.21795944,0.00835832,0.56776255
-5.45972986,1.19082419,0.55098949,0.17479348,0.55921247,0.24627663,0.00035211,0.23264775,0.00886668,0.59623020
-5.45372686,1.25133632,0.57332998,0.17836751,0.59655128,0.25853868,0.00034321,0.24818987,0.00944338,0.62779424
-5.44772386,1.31685577,0.59801093,0.18278105,0.63544293,0.27182576,0.00033920,0.26432161,0.01007546,0.66197736
-5.44172086,1.38626272,0.62454160,0.18788397,0.67534221,0.28590433,0.00033942,0.28077681,0.01074892,0.69825762
-5.43571786,1.45838771,0.65240788,0.19351868,0.71569923,0.30052881,0.00034330,0.29729111,0.01144892,0.73607938
-5.42971486,1.53203517,0.68108367,0.19952433,0.75596806,0.31544672,0.00035031,0.31360592,0.01216004,0.77486555
-5.42371186,1.60600837,0.71004294,0.20574123,0.79561531,0.33040422,0.00036004,0.32947221,0.01286654,0.81403088
-5.41770885,1.67913488,0.73877195,0.21201520,0.83412858,0.34515177,0.00037215,0.34465422,0.01355275,0.85299565
-5.41170585,1.75029172,0.76678131,0.21820174,0.87102411,0.35944991,0.00038641,0.35893284,0.01420333,0.89119955
-5.40570285,1.81842932,0.79361726,0.22416992,0.90585367,0.37307469,0.00040270,0.37210859,0.01480370,0.92811503
-5.39969985,1.88259347,0.81887191,0.22980573,0.93821027,0.38582284,0.00042096,0.38400399,0.01534037,0.96325986
-5.39369685,1.94194460,0.84219186,0.23501491,0.96773273,0.39751633,0.00044125,0.39446549,0.01580131,0.99620833
-5.38769385,1.99577371,0.86328524,0.23972512,0.99410882,0.40800624,0.00046371,0.40336467,0.01617623,1.02660082
-5.38169085,2.04351462,0.88192653,0.24388738,1.01707731,0.41717576,0.00048855,0.41059888,0.01645686,1.05415143
-5.37568784,2.08475230,0.89795950,0.24747669,1.03642877,0.42494237,0.00051606,0.41609137,0.01663720,1.07865340
-5.36968484,2.11922702,0.91129790,0.25049207,1.05200541,0.43125903,0.00054658,0.41979082,0.01671362,1.09998233
-5.36368184,2.14683461,0.92192412,0.25295570,1.06370016,0.43611442,0.00058047,0.42167055,0.01668492,1.11809706
-5.35767884,2.16762282,0.92988603,0.25491153,1.07145513,0.43953227,0.00061814,0.42172733,0.01655235,1.13303822
-5.35167584,2.18178418,0.93529204,0.25642328,1.07525978,0.44156982,0.00066001,0.41998011,0.01631949,1.14492477
-5.34567284,2.18964573,0.93830476,0.25757187,1.07514873,0.44231541,0.00070645,0.41646842,0.01599205,1.15394838
-5.33966983,2.19165594,0.93913349,0.25845258,1.07119963,0.44188550,0.00075783,0.41125090,0.01557766,1.16036618
-5.33366683,2.18836941,0.93802585,0.25917179,1.06353090,0.44042090,0.00081447,0.40440371,0.01508553,1.16449189
-5.32766383,2.18042956,0.93525880,0.25984355,1.05229946,0.43808264,0.00087660,0.39601895,0.01452613,1.16668567
-5.32166083,2.16854998,0.93112937,0.26058612,1.03769838,0.43504730,0.00094439,0.38620316,0.01391079,1.16734302
-5.31565783,2.15349460,0.92594536,0.26151830,1.01995436,0.43150219,0.00101788,0.37507575,0.01325130,1.16688288
-5.30965483,2.13605720,0.92001608,0.26275600,0.99932483,0.42764017,0.00109703,0.36276743,0.01255957,1.16573525
-5.30365183,2.11704062,0.91364359,0.26440880,0.97609475,0.42365452,0.00118163,0.34941855,0.01184720,1.16432868
-5.29764882,2.09723593,0.90711440,0.26657667,0.95057269,0.41973373,0.00127138,0.33517728,0.01112525,1.16307778
-5.29164582,2.07740204,0.90069178,0.26934707,0.92308647,0.41605648,0.00136581,0.32019777,0.01040388,1.16237103
-5.28564282,2.05824607,0.89460899,0.27279212,0.89397801,0.41278678,0.00146433,0.30463795,0.00969216,1.16255937
-5.27963982,2.04040505,0.88906335,0.27696626,0.86359764,0.41006950,0.00156618,0.28865734,0.00899794,1.16394547
-5.27363682,2.02442915,0.88421133,0.28190426,0.83229791,0.40802637,0.00167050,0.27241468,0.00832773,1.16677444
-5.26763382,2.01076717,0.88016484,0.28761964,0.80042702,0.40675255,0.00177628,0.25606537,0.00768666,1.17122580
-5.26163082,1.99975462,0.87698870,0.29410359,0.76832223,0.40631388,0.00188240,0.23975907,0.00707851,1.17740741
-5.25562781,1.99160495,0.87469940,0.30132446,0.73630328,0.40674500,0.00198763,0.22363723,0.00650582,1.18535122
-5.24962481,1.98640427,0.87326527,0.30922781,0.70466640,0.40804828,0.00209068,0.20783081,0.00596995,1.19501145
-5.24362181,1.98411003,0.87260807,0.31773712,0.67367895,0.41019389,0.00219018,0.19245832,0.00547123,1.20626506
-5.23761881,1.98455376,0.87260597,0.32675512,0.64357508,0.41312077,0.00228473,0.17762408,0.00500918,1.21891476
-5.23161581,1.98744813,0.87309797,0.33616574,0.61455255,0.41673875,0.00237291,0.16341699,0.00458261,1.23269463
-5.22561281,1.99239826,0.87388964,0.34583682,0.58677095,0.42093165,0.00245334,0.14990972,0.00418985,1.24727819
-5.21960980,1.99891687,0.87476001,0.35562324,0.56035134,0.42556143,0.00252468,0.13715840,0.00382887,1.26228873
-5.21360680,2.00644315,0.87546954,0.36537076,0.53537730,0.43047309,0.00258566,0.12520280,0.00349749,1.27731176
-5.20760380,2.01436453,0.87576882,0.37492009,0.51189735,0.43550043,0.00263515,0.11406697,0.00319346,1.29190906
-5.20160080,2.02204055,0.87540774,0.38411147,0.48992865,0.44047215,0.00267213,0.10376037,0.00291463,1.30563392
-5.19559780,2.02882821,0.87414488,0.39278919,0.46946152,0.44521838,0.00269577,0.09427927,0.00265898,1.31804695
-5.18959480,2.03410736,0.87175667,0.40080628,0.45046485,0.44957712,0.00270545,0.08560847,0.00242475,1.32873196
-5.18359180,2.03730543,0.86804599,0.40802890,0.43289175,0.45340056,0.00270075,0.07772323,0.00221048,1.33731112
-5.17758879,2.03792027,0.86284986,0.41434038,0.41668543,0.45656075,0.00268148,0.07059123,0.00201500,1.34345885
-5.17158579,2.03554009,0.85604593,0.41964478,0.40178472,0.45895463,0.00264773,0.06417455,0.00183750,1.34691383
-5.16558279,2.02985962,0.84755739,0.42386969,0.38812913,0.46050800,0.00259980,0.05843158,0.00167753,1.34748859
-5.15957979,2.02069187,0.83735615,0.42696830,0.37566314,0.46117836,0.00253827,0.05331875,0.00153500,1.34507618
-5.15357679,2.00797480,0.82546416,0.42892050,0.36433949,0.46095639,0.00246395,0.04879201,0.00141013,1.33965373
-5.14757379,1.99177277,0.81195274,0.42973306,0.35412139,0.45986612,0.00237785,0.04480813,0.00130355,1.33128271
-5.14157079,1.97227270,0.79694004,0.42943893,0.34498348,0.45796362,0.00228120,0.04132566,0.00121616,1.32010580
-5.13556778,1.94977515,0.78058665,0.42809552,0.33691177,0.45533447,0.00217539,0.03830566,0.00114923,1.30634069
-5.12956478,1.92468090,0.76308972,0.42578227,0.32990229,0.45208992,0.00206192,0.03571209,0.00110434,1.29027100
-5.12356178,1.89747360,0.74467570,0.42259749,0.32395893,0.44836205,0.00194242,0.03351205,0.00108338,1.27223491
-5.11755878,1.86869958,0.72559224,0.41865465,0.31909039,0.44429813,0.00181852,0.03167577,0.00108852,1.25261185
-5.11155578,1.83894556,0.70609937,0.41407839,0.31530661,0.44005444,0.00169190,0.03017642,0.00112220,1.23180817
-5.10555278,1.80881558,0.68646071,0.40900032,0.31261479,0.43578980,0.00156418,0.02898980,0.00118711,1.21024227
-5.09954977,1.77890805,0.66693471,0.40355489,0.31101547,0.43165912,0.00143693,0.02809399,0.00128613,1.18832991
-5.09354677,1.74979410,0.64776660,0.39787548,0.31049866,0.42780731,0.00131160,0.02746888,0.00142228,1.16647040
-5.08754377,1.72199792,0.62918121,0.39209081,0.31104039,0.42436368,0.00118952,0.02709576,0.00159864,1.14503423
-5.08154077,1.69598015,0.61137691,0.38632197,0.31259997,0.42143718,0.00107184,0.02695689,0.00181826,1.12435258
-5.07553777,1.67212453,0.59452091,0.38067990,0.31511787,0.41911256,0.00095957,0.02703509,0.00208405,1.10470901
-5.06953477,1.65072844,0.57874602,0.37526356,0.31851468,0.41744764,0.00085351,0.02731342,0.00239866,1.08633368
-5.06353177,1.63199733,0.56414881,0.37015875,0.32269084,0.41647170,0.00075427,0.02777491,0.00276430,1.06939999
-5.05752876,1.61604297,0.55078926,0.36543746,0.32752754,0.41618502,0.00066230,0.02840226,0.00318263,1.05402363
-5.05152576,1.60288522,0.53869158,0.36115778,0.33288843,0.41655953,0.00057786,0.02917775,0.00365454,1.04026396
-5.04552276,1.59245705,0.52784631,0.35736421,0.33862230,0.41754048,0.00050103,0.03008310,0.00418003,1.02812718
-5.03951976,1.58461205,0.51821324,0.35408825,0.34456645,0.41904898,0.00043176,0.03109937,0.00475801,1.01757116
-5.03351676,1.57913399,0.50972507,0.35134929,0.35055074,0.42098524,0.00036987,0.03220700,0.00538619,1.00851141
-5.02751376,1.57574782,0.50229160,0.34915541,0.35640201,0.42323240,0.00031506,0.03338579,0.00606093,1.00082779
-5.02151076,1.57413139,0.49580414,0.34750438,0.36194878,0.42566064,0.00026696,0.03461500,0.00677716,0.99437160
-5.01550775,1.57392750,0.49014008,0.34638441,0.36702604,0.42813162,0.00022513,0.03587345,0.00752835,0.98897266
-5.00950475,1.57475579,0.48516738,0.34577497,0.37147982,0.43050277,0.00018908,0.03713972,0.00830651,0.98444624
-5.00350175,1.57622410,0.48074885,0.34564738,0.37517164,0.43263166,0.00015828,0.03839236,0.00910226,0.98059936
-4.99749875,1.57793920,0.47674625,0.34596543,0.37798233,0.43438000,0.00013221,0.03961014,0.00990495,0.97723672
-4.99149575,1.57951661,0.47302398,0.34668598,0.37981542,0.43561741,0.00011036,0.04077244,0.01070285,0.97416584
-4.98549275,1.58058970,0.46945252,0.34775957,0.38059981,0.43622487,0.00009222,0.04185958,0.01148340,0.97120168
-4.97948974,1.58081791,0.46591142,0.34913131,0.38029173,0.43609765,0.00007731,0.04285326,0.01223350,0.96817064
-4.97348674,1.57989425,0.46229202,0.35074185,0.37887587,0.43514800,0.00006519,0.04373707,0.01293986,0.96491415
-4.96748374,1.57755218,0.45849972,0.35252879,0.37636577,0.43330726,0.00005545,0.04449692,0.01358939,0.96129176
-4.96148074,1.57357184,0.45445594,0.35442833,0.37280340,0.43052770,0.00004774,0.04512153,0.01416953,0.95718397
-4.95547774,1.56778565,0.45009964,0.35637729,0.36825794,0.42678386,0.00004174,0.04560291,0.01466874,0.95249467
-4.94947474,1.56008319,0.44538845,0.35831542,0.36282386,0.42207355,0.00003719,0.04593670,0.01507679,0.94715336
-4.94347174,1.55041525,0.44029924,0.36018791,0.35661828,0.41641840,0.00003384,0.04612255,0.01538514,0.94111680
-4.93746873,1.53879673,0.43482829,0.36194797,0.34977777,0.40986397,0.00003154,0.04616425,0.01558724,0.93437035
-4.93146573,1.52530823,0.42899075,0.36355941,0.34245458,0.40247949,0.00003013,0.04606983,0.01567872,0.92692854
-4.92546273,1.51009598,0.42281959,0.36499888,0.33481240,0.39435702,0.00002951,0.04585146,0.01565760,0.91883486
-4.91945973,1.49336980,0.41636385,0.36625770,0.32702183,0.38561015,0.00002961,0.04552514,0.01552431,0.91016070
-4.91345673,1.47539892,0.40968627,0.36734315,0.31925557,0.37637219,0.00003041,0.04511033,0.01528169,0.90100306
-4.90745373,1.45650546,0.40286032,0.36827883,0.31168345,0.36679374,0.00003190,0.04462925,0.01493490,0.89148123
-4.90145073,1.43705546,0.39596675,0.36910425,0.30446757,0.35703975,0.00003410,0.04410620,0.01449122,0.88173223
-4.89544772,1.41744760,0.38908963,0.36987336,0.29775745,0.34728604,0.00003706,0.04356659,0.01395979,0.87190513
-4.88944472,1.39809986,0.38231222,0.37065211,0.29168554,0.33771527,0.00004083,0.04303600,0.01335134,0.86215441
-4.88344172,1.37943438,0.37571274,0.37151508,0.28636314,0.32851249,0.00004549,0.04253913,0.01267775,0.85263255
-4.87743872,1.36186111,0.36936016,0.37254125,0.28187687,0.31986037,0.00005113,0.04209874,0.01195175,0.84348221
-4.87143572,1.34576089,0.36331046,0.37380913,0.27828577,0.31193411,0.00005784,0.04173467,0.01118647,0.83482831
-4.86543272,1.33146856,0.35760326,0.37539152,0.27561929,0.30489631,0.00006570,0.04146289,0.01039507,0.82677037
-4.85942971,1.31925706,0.35225926,0.37735006,0.27387614,0.29889181,0.00007479,0.04129480,0.00959035,0.81937573
-4.85342671,1.30932304,0.34727847,0.37972996,0.27302401,0.29404280,0.00008520,0.04123656,0.00878448,0.81267372
-4.84742371,1.30177492,0.34263942,0.38255524,0.27300039,0.29044427,0.00009696,0.04128878,0.00798863,0.80665152
-4.84142071,1.29662395,0.33829947,0.38582467,0.27371431,0.28816004,0.00011011,0.04144635,0.00721282,0.80125167
-4.83541771,1.29377875,0.33419602,0.38950873,0.27504901,0.28721944,0.00012466,0.04169854,0.00646570,0.79637164
-4.82941471,1.29304382,0.33024881,0.39354784,0.27686544,0.28761493,0.00014058,0.04202934,0.00575448,0.79186552
-4.82341171,1.29412209,0.32636305,0.39785194,0.27900663,0.28930072,0.00015780,0.04241805,0.00508487,0.78754773
-4.81740870,1.29662159,0.32243331,0.40230153,0.28130245,0.29219243,0.00017622,0.04284007,0.00446108,0.78319874
-4.81140570,1.30006599,0.31834790,0.40675022,0.28357498,0.29616798,0.00019569,0.04326782,0.00388590,0.77857255
-4.80540270,1.30390879,0.31399358,0.41102864,0.28564397,0.30106972,0.00021602,0.04367182,0.00336077,0.77340549
-4.79939970,1.30755043,0.30926036,0.41494960,0.28733243,0.30670773,0.00023699,0.04402185,0.00288597,0.76742610
-4.79339670,1.31035778,0.30404621,0.41831426,0.28847203,0.31286431,0.00025834,0.04428812,0.00246070,0.76036560
-4.78739370,1.31168531,0.29826126,0.42091911,0.28890806,0.31929946,0.00027975,0.04444241,0.00208331,0.75196836
-4.78139070,1.31089688,0.29183163,0.42256337,0.28850405,0.32575741,0.00030091,0.04445913,0.00175142,0.74200208
-4.77538769,1.30738756,0.28470242,0.42305649,0.28714549,0.33197373,0.00032147,0.04431626,0.00146214,0.73026710
-4.76938469,1.30060444,0.27683989,0.42222545,0.28474297,0.33768302,0.00034106,0.04399614,0.00121221,0.71660449
-4.76338169,1.29006568,0.26823283,0.41992153,0.28123429,0.34262684,0.00035933,0.04348609,0.00099813,0.70090260
-4.75737869,1.27537714,0.25889292,0.41602620,0.27658575,0.34656150,0.00037593,0.04277874,0.00081632,0.68310183
-4.75137569,1.25624585,0.24885426,0.41045590,0.27079249,0.34926566,0.00039053,0.04187222,0.00066322,0.66319737
-4.74537269,1.23249008,0.23817207,0.40316558,0.26387792,0.35054714,0.00040282,0.04077016,0.00053535,0.64124006
-4.73936968,1.20404538,0.22692066,0.39415080,0.25589238,0.35024899,0.00041255,0.03948138,0.00042943,0.61733514
-4.73336668,1.17096679,0.21519085,0.38344828,0.24691100,0.34825424,0.00041951,0.03801953,0.00034240,0.59163923
-4.72736368,1.13342694,0.20308696,0.37113502,0.23703101,0.34448950,0.00042355,0.03640246,0.00027145,0.56435566
-4.72136068,1.09171050,0.19072349,0.35732605,0.22636851,0.33892697,0.00042457,0.03465160,0.00021407,0.53572841
-4.71535768,1.04620510,0.17822176,0.34217084,0.21505500,0.33158492,0.00042255,0.03279114,0.00016800,0.50603495
-4.70935468,0.99738939,0.16570655,0.32584869,0.20323362,0.32252669,0.00041753,0.03084725,0.00013130,0.47557847
-4.70335168,0.94581860,0.15330301,0.30856331,0.19105546,0.31185811,0.00040962,0.02884728,0.00010227,0.44467963
-4.69734867,0.89210861,0.14113377,0.29053676,0.17867589,0.29972371,0.00039898,0.02681894,0.00007945,0.41366845
-4.69134567,0.83691884,0.12931660,0.27200317,0.16625121,0.28630165,0.00038584,0.02478964,0.00006164,0.38287642
-4.68534267,0.78093499,0.11796245,0.25320243,0.15393559,0.27179787,0.00037045,0.02278583,0.00004781,0.35262933
-4.67933967,0.72485224,0.10717408,0.23437408,0.14187845,0.25643958,0.00035313,0.02083250,0.00003714,0.32324093
-4.67333667,0.66935940,0.09704517,0.21575175,0.13022229,0.24046839,0.00033422,0.01895274,0.00002894,0.29500762
-4.66733367,0.61512481,0.08766001,0.19755819,0.11910112,0.22413359,0.00031405,0.01716753,0.00002267,0.26820442
-4.66133067,0.56278417,0.07909358,0.18000117,0.10863936,0.20768551,0.00029300,0.01549552,0.00001789,0.24308202
-4.65532766,0.51293079,0.07141214,0.16327028,0.09895118,0.19136958,0.00027142,0.01395305,0.00001426,0.21986514
-4.64932466,0.46610832,0.06467407,0.14753464,0.09014045,0.17542110,0.00024965,0.01255417,0.00001151,0.19875196
-4.64332166,0.42280593,0.05893095,0.13294159,0.08230094,0.16006087,0.00022801,0.01131083,0.00000945,0.17991453
