energy_ev,total_up,total_down,B_p_up,B_p_down,B_d_up,B_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.31565783,0.88109356,-0.23686026,0.20682591,-0.03537978,0.00000000,-0.00000000,0.23810138,-0.06902635,0.40395235,-0.04911760,0.02303743,-0.00319814,0.14094385,-0.08473120
-5.30965483,0.94280315,-0.26018570,0.22279677,-0.03883188,0.00000000,-0.00000000,0.25478435,-0.07602338,0.43076215,-0.05396274,0.02491982,-0.00351907,0.15020093,-0.09310164
-5.30365183,1.00897977,-0.28406545,0.23965747,-0.04237391,0.00000000,-0.00000000,0.27273559,-0.08315011,0.45879551,-0.05892143,0.02691727,-0.00384742,0.16059284,-0.10166533
-5.29764882,1.07922600,-0.30816702,0.25731157,-0.04595607,0.00000000,-0.00000000,0.29186320,-0.09031329,0.48783698,-0.06392485,0.02902013,-0.00417900,0.17206688,-0.11030365
-5.29164582,1.15307776,-0.33213605,0.27564917,-0.04952563,0.00000000,-0.00000000,0.31205946,-0.09741211,0.51765403,-0.06889960,0.03121655,-0.00450936,0.18455297,-0.11888989
-5.28564282,1.23001095,-0.35560502,0.29454852,-0.05302825,0.00000000,-0.00000000,0.33320241,-0.10434080,0.54800182,-0.07376947,0.03349254,-0.00483392,0.19796435,-0.12729245
-5.27963982,1.30944875,-0.37820374,0.31387758,-0.05640962,0.00000000,-0.00000000,0.35515760,-0.11099171,0.57862801,-0.07845769,0.03583197,-0.00514811,0.21219840,-0.13537852
-5.27363682,1.39076968,-0.39957106,0.33349596,-0.05961714,0.00000000,-0.00000000,0.37777984,-0.11725876,0.60927783,-0.08288926,0.03821674,-0.00544758,0.22713770,-0.14301826
-5.26763382,1.47331658,-0.41936748,0.35325691,-0.06260193,0.00000000,-0.00000000,0.40091501,-0.12304119,0.63969901,-0.08699367,0.04062695,-0.00572834,0.24265142,-0.15008936
-5.26163082,1.55640628,-0.43728826,0.37300952,-0.06532080,0.00000000,-0.00000000,0.42440200,-0.12824741,0.66964681,-0.09070754,0.04304113,-0.00598700,0.25859694,-0.15648165
-5.25562781,1.63934009,-0.45307636,0.39260099,-0.06773817,0.00000000,-0.00000000,0.44807461,-0.13279875,0.69888886,-0.09397733,0.04543660,-0.00622094,0.27482185,-0.16210173
-5.24962481,1.72141490,-0.46653466,0.41187909,-0.06982802,0.00000000,-0.00000000,0.47176361,-0.13663309,0.72720983,-0.09676190,0.04778977,-0.00642847,0.29116616,-0.16687733
-5.24362181,1.80193484,-0.47753695,0.43069463,-0.07157551,0.00000000,-0.00000000,0.49529867,-0.13970804,0.75441580,-0.09903477,0.05007665,-0.00660906,0.30746490,-0.17076122
-5.23761881,1.88022303,-0.48603706,0.44890392,-0.07297844,0.00000000,-0.00000000,0.51851046,-0.14200364,0.78033817,-0.10078602,0.05227329,-0.00676340,0.32355086,-0.17373443
-5.23161581,1.95563331,-0.49207558,0.46637115,-0.07404821,0.00000000,-0.00000000,0.54123257,-0.14352429,0.80483706,-0.10202369,0.05435631,-0.00689356,0.33925755,-0.17580868
-5.22561281,2.02756131,-0.49578386,0.48297058,-0.07481053,0.00000000,-0.00000000,0.56330336,-0.14430000,0.82780386,-0.10277464,0.05630342,-0.00700301,0.35442223,-0.17702771
-5.21960980,2.09545462,-0.49738490,0.49858853,-0.07530550,0.00000000,-0.00000000,0.58456766,-0.14438666,0.84916297,-0.10308473,0.05809394,-0.00709666,0.36888880,-0.17746768
-5.21360680,2.15882135,-0.49719096,0.51312491,-0.07558725,0.00000000,-0.00000000,0.60487817,-0.14386544,0.86887244,-0.10301839,0.05970930,-0.00718079,0.38251072,-0.17723621
-5.20760380,2.21723693,-0.49559785,0.52649440,-0.07572308,0.00000000,-0.00000000,0.62409665,-0.14284125,0.88692336,-0.10265741,0.06113346,-0.00726297,0.39515346,-0.17647041
-5.20160080,2.27034844,-0.49307593,0.53862704,-0.07579203,0.00000000,-0.00000000,0.64209472,-0.14144024,0.90333802,-0.10209916,0.06235328,-0.00735191,0.40669674,-0.17533360
-5.19559780,2.31787650,-0.49015817,0.54946831,-0.07588305,0.00000000,-0.00000000,0.65875429,-0.13980658,0.91816665,-0.10145417,0.06335877,-0.00745723,0.41703620,-0.17401109
-5.18959480,2.35961438,-0.48742553,0.55897865,-0.07609265,0.00000000,-0.00000000,0.67396770,-0.13809844,0.93148286,-0.10084315,0.06414328,-0.00758928,0.42608463,-0.17270494
-5.18359180,2.39542438,-0.48549017,0.56713238,-0.07652228,0.00000000,-0.00000000,0.68763749,-0.13648343,0.94337787,-0.10039360,0.06470352,-0.00775876,0.43377255,-0.17162800
-5.17758879,2.42523183,-0.48497712,0.57391617,-0.07727544,0.00000000,-0.00000000,0.69967588,-0.13513363,0.95395367,-0.10023612,0.06503951,-0.00797646,0.44004832,-0.17099735
-5.17158579,2.44901679,-0.48650500,0.57932708,-0.07845455,0.00000000,-0.00000000,0.71000415,-0.13422040,0.96331543,-0.10050053,0.06515436,-0.00825289,0.44487764,-0.17102745
-5.16558279,2.46680427,-0.49066655,0.58337038,-0.08015792,0.00000000,-0.00000000,0.71855184,-0.13390918,0.97156345,-0.10131196,0.06505407,-0.00859796,0.44824264,-0.17192321
