energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Li_s_up,S_s_up,S_p_up
-5.68184092,12.18244693,2.38322911,8.64760204,0.02883823,0.29654126,0.31924298,0.12385951,2.19312236
-5.67583792,12.26911855,2.37004602,8.72276521,0.02881375,0.29328879,0.31983069,0.12819609,2.21161642
-5.66983492,12.33933672,2.35836057,8.78090425,0.02873342,0.29049712,0.31974333,0.13300047,2.22966804
-5.66383192,12.39327455,2.34850349,8.82195977,0.02859822,0.28822183,0.31901336,0.13825923,2.24736794
-5.65782891,12.43141802,2.34079595,8.84619767,0.02840978,0.28650928,0.31768296,0.14394802,2.26481438
-5.65182591,12.45462076,2.33556339,8.85424733,0.02817054,0.28539843,0.31580450,0.15003186,2.28212202
-5.64582291,12.46414424,2.33314608,8.84712808,0.02788379,0.28492249,0.31344069,0.15646559,2.29942912
-5.63981991,12.46167847,2.33390509,8.82626068,0.02755387,0.28511042,0.31066441,0.16319452,2.31690194
-5.63381691,12.44933947,2.33822250,8.79346184,0.02718610,0.28598780,0.30755818,0.17015529,2.33473561
-5.62781391,12.42964122,2.34649504,8.75091999,0.02678687,0.28757717,0.30421308,0.17727680,2.35315103
-5.62181091,12.40544127,2.35912098,8.70115217,0.02636353,0.28989765,0.30072713,0.18448136,2.37238752
-5.61580790,12.37986071,2.37648067,8.64694260,0.02592428,0.29296380,0.29720310,0.19168589,2.39269131
-5.60980490,12.35618144,2.39891140,8.59126478,0.02547798,0.29678382,0.29374576,0.19880320,2.41430042
-5.60380190,12.33772459,2.42667815,8.53719001,0.02503391,0.30135712,0.29045866,0.20574336,2.43742664
-5.59779890,12.32771611,2.45994186,8.48778603,0.02460149,0.30667149,0.28744057,0.21241509,2.46223568
-5.59179590,12.32914594,2.49872737,8.44601033,0.02418990,0.31270001,0.28478159,0.21872723,2.48882682
-5.58579290,12.34462845,2.54289338,8.41460295,0.02380782,0.31939807,0.28255942,0.22459014,2.51721351
-5.57978989,12.37627159,2.59210686,8.39598388,0.02346299,0.32670058,0.28083560,0.22991726,2.54730625
-5.57378689,12.42556244,2.64582394,8.39215999,0.02316193,0.33451987,0.27965233,0.23462645,2.57889942
-5.56778389,12.49327552,2.70327953,8.40464592,0.02290962,0.34274433,0.27902979,0.23864150,2.61166304
-5.56178089,12.57940970,2.76348701,8.43440271,0.02270923,0.35123813,0.27896436,0.24189348,2.64514063
-5.55577789,12.68315764,2.82524917,8.48179719,0.02256196,0.35984214,0.27942777,0.24432199,2.67875377
-5.54977489,12.80290998,2.88718068,8.54658364,0.02246696,0.36837619,0.28036738,0.24587645,2.71181361
-5.54377189,12.93629472,2.94774183,8.62790866,0.02242121,0.37664258,0.28170764,0.24651707,2.74353923
-5.53776888,13.08025017,3.00528264,8.72433854,0.02241971,0.38443089,0.28335263,0.24621583,2.77308209
-5.53176588,13.23112811,3.05809548,8.83390762,0.02245554,0.39152388,0.28518977,0.24495721,2.79955575
-5.52576288,13.38482215,3.10447421,8.95418495,0.02252010,0.39770425,0.28709440,0.24273861,2.82206942
-5.51975988,13.53691497,3.14277705,9.08235602,0.02260345,0.40276202,0.28893509,0.23957070,2.83976368
-5.51375688,13.68283732,3.17149008,9.21531553,0.02269462,0.40650209,0.29057944,0.23547736,2.85184660
-5.50775388,13.81803118,3.18928853,9.34976699,0.02278202,0.40875175,0.29190004,0.23049539,2.85762840
-5.50175088,13.93810933,3.19509244,9.48232485,0.02285381,0.40936762,0.29278025,0.22467391,2.85655280
-5.49574787,14.03900429,3.18811413,9.60961500,0.02289837,0.40824175,0.29311958,0.21807351,2.84822340
-5.48974487,14.11710022,3.16789486,9.72836981,0.02290465,0.40530660,0.29283824,0.21076509,2.83242373
-5.48374187,14.16934239,3.13432883,9.83551456,0.02286253,0.40053842,0.29188070,0.20282845,2.80912982
-5.47773887,14.19332065,3.08767330,9.92824248,0.02276315,0.39395917,0.29021806,0.19435065,2.77851478
-5.47173587,14.18732418,3.02854416,10.00407674,0.02259916,0.38563653,0.28784894,0.18542428,2.74094495
-5.46573287,14.15036691,2.95789735,10.06091788,0.02236493,0.37568227,0.28479910,0.17614549,2.69696806
-5.45972986,14.08218421,2.87699680,10.09707660,0.02205667,0.36424883,0.28111952,0.16661205,2.64729392
-5.45372686,13.98320263,2.78737071,10.11129180,0.02167245,0.35152443,0.27688324,0.15692138,2.59276858
-5.44772386,13.85448605,2.69075801,10.10273463,0.02121225,0.33772683,0.27218110,0.14716868,2.53434346
-5.44172086,13.69766193,2.58904778,10.07099995,0.02067790,0.32309613,0.26711653,0.13744512,2.47304073
-5.43571786,13.51483240,2.48421425,10.01608639,0.02007288,0.30788680,0.26179985,0.12783625,2.40991679
-5.42971486,13.30847494,2.37825029,9.93836709,0.01940227,0.29235947,0.25634223,0.11842067,2.34602547
-5.42371186,13.08133764,2.27310238,9.83855271,0.01867248,0.27677265,0.25084976,0.10926889,2.28238248
-5.41770885,12.83633370,2.17060947,9.71764886,0.01789106,0.26137491,0.24541792,0.10044256,2.21993273
-5.41170585,12.57643950,2.07244826,9.57690975,0.01706650,0.24639762,0.24012680,0.09199389,2.15952178
-5.40570285,12.30459998,1.98008669,9.41778989,0.01620800,0.23204869,0.23503718,0.08396550,2.10187230
-5.39969985,12.02364450,1.89474713,9.24189552,0.01532523,0.21850735,0.23018789,0.07639048,2.04756640
-5.39369685,11.73621542,1.81738009,9.05093729,0.01442817,0.20592027,0.22559440,0.06929268,1.99703425
-5.38769385,11.44471120,1.74864891,8.84668563,0.01352693,0.19439892,0.22124870,0.06268734,1.95054896
-5.38169085,11.15124475,1.68892530,8.63092976,0.01263157,0.18401834,0.21712054,0.05658183,1.90822771
-5.37568784,10.85761732,1.63829516,8.40544149,0.01175203,0.17481715,0.21315989,0.05097655,1.87003859
-5.36968484,10.56530762,1.59657375,8.17194439,0.01089803,0.16679881,0.20930035,0.04586602,1.83581258
-5.36368184,10.27547511,1.56332902,7.93208886,0.01007898,0.15993387,0.20546341,0.04123988,1.80525987
-5.35767884,9.98897620,1.53791169,7.68743345,0.00930400,0.15416324,0.20156330,0.03708407,1.77798956
-5.35167584,9.70639168,1.51949043,7.43943232,0.00858186,0.14940208,0.19751202,0.03338190,1.75353182
-5.34567284,9.42806331,1.50709070,7.18942888,0.00792105,0.14554426,0.19322442,0.03011505,1.73136150
-5.33966983,9.15413765,1.49963548,6.93865505,0.00732977,0.14246718,0.18862291,0.02726454,1.71092231
-5.33366683,8.88461473,1.49598657,6.68823578,0.00681594,0.14003674,0.18364174,0.02481158,1.69165049
-5.32766383,8.61939957,1.49498500,6.43919798,0.00638730,0.13811228,0.17823040,0.02273820,1.67299732
-5.32166083,8.35835414,1.49548932,6.19248317,0.00605136,0.13655140,0.17235622,0.02102787,1.65444969
-5.31565783,8.10134805,1.49641069,5.94896282,0.00581547,0.13521444,0.16600598,0.01966587,1.63554813
-5.30965483,7.84830576,1.49674405,5.70945554,0.00568674,0.13396856,0.15918644,0.01863952,1.61590181
-5.30365183,7.59924892,1.49559440,5.47474505,0.00567208,0.13269136,0.15192392,0.01793825,1.59520025
-5.29764882,7.35433225,1.49219809,5.24559803,0.00577806,0.13127385,0.14426296,0.01755356,1.57322135
-5.29164582,7.11387195,1.48593836,5.02278094,0.00601084,0.12962288,0.13626420,0.01747878,1.54983588
-5.28564282,6.87836567,1.47635535,4.80707504,0.00637602,0.12766291,0.12800163,0.01770874,1.52500827
-5.27963982,6.64850359,1.46315040,4.59928882,0.00687850,0.12533705,0.11955934,0.01823930,1.49879390
-5.27363682,6.42517044,1.44618493,4.40026734,0.00752223,0.12260760,0.11102813,0.01906685,1.47133321
-5.26763382,6.20943844,1.42547412,4.21089800,0.00831004,0.11945583,0.10250193,0.02018771,1.44284287
-5.26163082,6.00255166,1.40117610,4.03211233,0.00924342,0.11588135,0.09407444,0.02159748,1.41360460
-5.25562781,5.80590255,1.37357699,3.86488375,0.01032227,0.11190079,0.08583596,0.02329047,1.38395203
-5.24962481,5.62100136,1.34307274,3.71022102,0.01154473,0.10754621,0.07787068,0.02525914,1.35425626
-5.24362181,5.44943986,1.31014849,3.56915760,0.01290702,0.10286308,0.07025443,0.02749357,1.32491077
-5.23761881,5.29285043,1.27535637,3.44273686,0.01440333,0.09790794,0.06305296,0.02998110,1.29631626
-5.23161581,5.15286201,1.23929260,3.33199355,0.01602572,0.09274598,0.05632078,0.03270612,1.26886614
-5.22561281,5.03105426,1.20257484,3.23793163,0.01776424,0.08744848,0.05010062,0.03564997,1.24293320
-5.21960980,4.92891135,1.16582060,3.16149903,0.01960695,0.08209024,0.04442329,0.03879107,1.21885807
-5.21360680,4.84777679,1.12962756,3.10355972,0.02154015,0.07674709,0.03930810,0.04210524,1.19693982
-5.20760380,4.78881020,1.09455626,3.06486372,0.02354869,0.07149358,0.03476354,0.04556621,1.17742911
-5.20160080,4.75294750,1.06111590,3.04601561,0.02561629,0.06640088,0.03078832,0.04914629,1.16052401
-5.19559780,4.74086496,1.02975336,3.04744252,0.02772597,0.06153489,0.02737255,0.05281721,1.14636856
-5.18959480,4.75294820,1.00084570,3.06936225,0.02986056,0.05695473,0.02449903,0.05655110,1.13505387
-5.18359180,4.78926652,0.97469599,3.11175270,0.03200318,0.05271152,0.02214459,0.06032148,1.12662159
-5.17758879,4.84955301,0.95153239,3.17432369,0.03413776,0.04884740,0.02028129,0.06410436,1.12106932
-5.17158579,4.93319097,0.93151005,3.25649225,0.03624952,0.04539505,0.01887762,0.06787917,1.11835738
-5.16558279,5.03920677,0.91471526,3.35736292,0.03832537,0.04237733,0.01789949,0.07162974,1.11841656
-5.15957979,5.16626952,0.90117152,3.47571403,0.04035436,0.03980734,0.01731105,0.07534496,1.12115607
-5.15357679,5.31269785,0.89084673,3.60999157,0.04232783,0.03768864,0.01707540,0.07901939,1.12647125
-5.14757379,5.47647399,0.88366109,3.75831154,0.04423964,0.03601581,0.01715508,0.08265345,1.13425055
-5.14157079,5.65526544,0.87949513,3.91847200,0.04608620,0.03477505,0.01751243,0.08625351,1.14438116
-5.13556778,5.84645441,0.87819732,4.08797539,0.04786633,0.03394507,0.01810984,0.08983148,1.15675333
-5.12956478,6.04717498,0.87959117,4.26406159,0.04958113,0.03349803,0.01890992,0.09340429,1.17126284
-5.12356178,6.25435795,0.88348131,4.44375169,0.05123360,0.03340061,0.01987562,0.09699296,1.18781182
-5.11755878,6.46478296,0.88965869,4.62390183,0.05282835,0.03361509,0.02097031,0.10062148,1.20630802
-5.11155578,6.67513703,0.89790468,4.80126619,0.05437108,0.03410056,0.02215790,0.10431551,1.22666256
-5.10555278,6.88207863,0.90799430,4.97256737,0.05586815,0.03481403,0.02340300,0.10810089,1.24878668
-5.09954977,7.08230557,0.91969870,5.13457214,0.05732609,0.03571162,0.02467112,0.11200206,1.27258769
-5.09354677,7.27262487,0.93278703,5.28417005,0.05875119,0.03674966,0.02592896,0.11604061,1.29796453
-5.08754377,7.45002247,0.94702788,5.41845180,0.06014906,0.03788574,0.02714473,0.12023369,1.32480340
-5.08154077,7.61173000,0.96219057,5.53478448,0.06152429,0.03907972,0.02828857,0.12459268,1.35297357
-5.07553777,7.75528621,0.97804631,5.63088040,0.06288026,0.04029454,0.02933298,0.12912206,1.38232389
-5.06953477,7.87859024,0.99436937,5.70485649,0.06421887,0.04149697,0.03025326,0.13381837,1.41267993
-5.06353177,7.97994428,1.01093827,5.75528164,0.06554050,0.04265819,0.03102803,0.13866962,1.44384197
-5.05752876,8.05808355,1.02753701,5.78120973,0.06684398,0.04375422,0.03163956,0.14365487,1.47558393
-5.05152576,8.11219198,1.04395618,5.78219676,0.06812661,0.04476612,0.03207421,0.14874412,1.50765300
-5.04552276,8.14190268,1.05999399,5.75830132,0.06938423,0.04568005,0.03232266,0.15389862,1.53977008
-5.03951976,8.14728310,1.07545698,5.71006836,0.07061133,0.04648714,0.03238011,0.15907131,1.57163084
-5.03351676,8.12880561,1.09016048,5.63849715,0.07180116,0.04718316,0.03224630,0.16420772,1.60290734
-5.02751376,8.08730497,1.10392862,5.54499502,0.07294585,0.04776805,0.03192543,0.16924699,1.63325018
-5.02151076,8.02392513,1.11659403,5.43131926,0.07403646,0.04824533,0.03142597,0.17412318,1.66229113
-5.01550775,7.94005819,1.12799724,5.29951016,0.07506311,0.04862139,0.03076032,0.17876681,1.68964630
-5.00950475,7.83727907,1.13798590,5.15181833,0.07601500,0.04890475,0.02994438,0.18310650,1.71492002
-5.00350175,7.71727949,1.14641403,4.99063005,0.07688049,0.04910528,0.02899703,0.18707078,1.73770941
-4.99749875,7.58180502,1.15314155,4.81839387,0.07764711,0.04923348,0.02793954,0.19059001,1.75761003
-4.99149575,7.43259867,1.15803427,4.63755203,0.07830170,0.04929982,0.02679503,0.19359832,1.77422249
-4.98549275,7.27135407,1.16096471,4.45047938,0.07883046,0.04931424,0.02558783,0.19603560,1.78716050
-4.97948974,7.09968054,1.16181389,4.25943209,0.07921917,0.04928574,0.02434293,0.19784941,1.79606002
-4.97348674,6.91908182,1.16047425,4.06650810,0.07945337,0.04922224,0.02308552,0.19899693,1.80058981
-4.96748374,6.73094880,1.15685389,3.87361982,0.07951873,0.04913052,0.02184055,0.19944666,1.80046308
-4.96148074,6.53656631,1.15088194,3.68247966,0.07940138,0.04901648,0.02063241,0.19918005,1.79544999
-4.95547774,6.33713251,1.14251510,3.49459750,0.07908846,0.04888549,0.01948473,0.19819288,1.78539059
-4.94947474,6.13378887,1.13174506,3.31128921,0.07856863,0.04874294,0.01842028,0.19649635,1.77020771
-4.94347174,5.92765812,1.11860627,3.13369424,0.07783265,0.04859490,0.01746091,0.19411785,1.74991914
-4.93746873,5.71988663,1.10318391,2.96280025,0.07687406,0.04844889,0.01662767,0.19110136,1.72464838
-4.93146573,5.51168793,1.08562119,2.79947241,0.07568973,0.04831457,0.01594088,0.18750742,1.69463327
-4.92546273,5.30438352,1.06612571,2.64448481,0.07428053,0.04820451,0.01542027,0.18341263,1.66023176
-4.91945973,5.09943751,1.04497399,2.49855143,0.07265177,0.04813474,0.01508515,0.17890868,1.62192417
-4.91345673,4.89848196,1.02251388,2.36235467,0.07081363,0.04812526,0.01495446,0.17410081,1.58031133
-4.90745373,4.70333036,0.99916422,2.23656915,0.06878143,0.04820018,0.01504685,0.16910587,1.53610832
-4.90145073,4.51597730,0.97541137,2.12187942,0.06657573,0.04838775,0.01538060,0.16404982,1.49013349
-4.89544772,4.33858334,0.95180245,2.01899038,0.06422227,0.04871996,0.01597343,0.15906483,1.44329290
-4.88944472,4.17344482,0.92893512,1.92862981,0.06175166,0.04923195,0.01684219,0.15428599,1.39656028
-4.88344172,4.02294934,0.90744412,1.85154293,0.05919901,0.04996105,0.01800244,0.14984772,1.35095311
-4.87743872,3.88951838,0.88798471,1.78847927,0.05660324,0.05094551,0.01946781,0.14587999,1.30750546
-4.87143572,3.77553943,0.87121368,1.74017282,0.05400632,0.05222304,0.02124934,0.14250446,1.26723854
-4.86543272,3.68329047,0.85776832,1.70731649,0.05145239,0.05382910,0.02335461,0.13983068,1.23112992
-4.85942971,3.61486018,0.84824435,1.69053248,0.04898669,0.05579510,0.02578694,0.13795246,1.20008273
-4.85342671,3.57206775,0.84317357,1.69034030,0.04665455,0.05814652,0.02854445,0.13694454,1.17489597
-4.84742371,3.55638590,0.84300222,1.70712419,0.04450024,0.06090112,0.03161918,0.13685981,1.15623714
-4.84142071,3.56887107,0.84807101,1.74110179,0.04256589,0.06406726,0.03499635,0.13772703,1.14461854
-4.83541771,3.61010409,0.85859776,1.79229597,0.04089045,0.06764244,0.03865372,0.13954934,1.14037805
-4.82941471,3.68014460,0.87466353,1.86051131,0.03950866,0.07161223,0.04256111,0.14230353,1.14366550
-4.82341171,3.77850148,0.89620297,1.94531663,0.03845022,0.07594953,0.04668026,0.14594019,1.15443521
-4.81740870,3.90412119,0.92299955,2.04603468,0.03773895,0.08061439,0.05096492,0.15038482,1.17244515
-4.81140570,4.05539494,0.95468593,2.16173972,0.03739220,0.08555428,0.05536129,0.15553976,1.19726280
-4.80540270,4.23018472,0.99074971,2.29126317,0.03742029,0.09070489,0.05980875,0.16128706,1.22827769
-4.79939970,4.42586745,1.03054462,2.43320747,0.03782620,0.09599154,0.06424103,0.16749209,1.26472008
-4.79339670,4.63939568,1.07330652,2.58596748,0.03860530,0.10133102,0.06858761,0.17400786,1.30568515
-4.78739370,4.86737235,1.11817408,2.74775870,0.03974536,0.10663389,0.07277545,0.18067979,1.35016165
-4.78139070,5.10613670,1.16421300,2.91665115,0.04122657,0.11180713,0.07673093,0.18735086,1.39706398
-4.77538769,5.35185775,1.21044321,3.09060751,0.04302184,0.11675709,0.08038197,0.19386685,1.44526624
-4.76938469,5.60063161,1.25586767,3.26752395,0.04509713,0.12139249,0.08366022,0.20008150,1.49363700
-4.76338169,5.84857864,1.29950190,3.44527208,0.04741207,0.12562745,0.08650322,0.20586133,1.54107332
-4.75737869,6.09193666,1.34040289,3.62174035,0.04992054,0.12938443,0.08885653,0.21108999,1.58653270
-4.75137569,6.32714668,1.37769635,3.79487347,0.05257158,0.13259679,0.09067554,0.21567182,1.62906159
-4.74537269,6.55092819,1.41060121,3.96270839,0.05531030,0.13521104,0.09192712,0.21953463,1.66781964
-4.73936968,6.76034138,1.43845047,4.12340597,0.05807897,0.13718858,0.09259086,0.22263146,1.70209865
-4.73336668,6.95283488,1.46070768,4.27527745,0.06081817,0.13850682,0.09265991,0.22494130,1.73133589
-4.72736368,7.12627799,1.47697851,4.41680518,0.06346813,0.13915970,0.09214136,0.22646878,1.75512125
-4.72136068,7.27897732,1.48701715,4.54665782,0.06596998,0.13915761,0.09105623,0.22724283,1.77319863
-4.71535768,7.40967877,1.49072750,4.66369978,0.06826713,0.13852661,0.08943889,0.22731439,1.78546161
-4.70935468,7.51755602,1.48815931,4.76699578,0.07030664,0.13730712,0.08733619,0.22675341,1.79194412
-4.70335168,7.60218770,1.47949976,4.85581085,0.07204046,0.13555208,0.08480610,0.22564509,1.79280691
-4.69734867,7.66352559,1.46506095,4.92960684,0.07342668,0.13332474,0.08191611,0.22408581,1.78832075
-4.69134567,7.70185639,1.44526415,4.98803621,0.07443055,0.13069609,0.07874132,0.22217879,1.77884749
-4.68534267,7.71775986,1.42062157,5.03093400,0.07502539,0.12774219,0.07536249,0.22002966,1.76481986
-4.67933967,7.71206574,1.39171658,5.05830875,0.07519327,0.12454143,0.07186388,0.21774232,1.74672132
-4.67333667,7.68581183,1.35918315,5.07033319,0.07492543,0.12117184,0.06833121,0.21541506,1.72506666
-4.66733367,7.64020501,1.32368550,5.06733497,0.07422246,0.11770866,0.06484968,0.21313717,1.70038430
-4.66133067,7.57658660,1.28589852,5.04978805,0.07309421,0.11422213,0.06150211,0.21098625,1.67320084
-4.65532766,7.49640304,1.24648984,5.01830464,0.07155941,0.11077567,0.05836735,0.20902603,1.64402831
-4.64932466,7.40118212,1.20610376,4.97362787,0.06964506,0.10742441,0.05551888,0.20730502,1.61335433
-4.64332166,7.29251480,1.16534770,4.91662489,0.06738559,0.10421428,0.05302373,0.20585584,1.58163523
-4.63731866,7.17204214,1.12478124,4.84828027,0.06482178,0.10118138,0.05094167,0.20469513,1.54929190
-4.63131566,7.04144648,1.08490781,4.76968933,0.06199957,0.09835184,0.04932465,0.20382419,1.51670828
-4.62531266,6.90244613,1.04616926,4.68205114,0.05896874,0.09574210,0.04821648,0.20322999,1.48423184
-4.61930965,6.75679233,1.00894280,4.58666096,0.05578150,0.09335943,0.04765281,0.20288680,1.45217583
-4.61330665,6.60626765,0.97354050,4.48490197,0.05249116,0.09120282,0.04766120,0.20275797,1.42082264
-4.60730365,6.45268482,0.94021083,4.37823604,0.04915068,0.08926401,0.04826138,0.20279810,1.39042794
-4.60130065,6.29788525,0.90914196,4.26819384,0.04581150,0.08752870,0.04946557,0.20295530,1.36122504
-4.59529765,6.14373655,0.88046665,4.15636402,0.04252230,0.08597789,0.05127893,0.20317356,1.33342910
-4.58929465,5.99212871,0.85426809,4.04438184,0.03932806,0.08458920,0.05369986,0.20339513,1.30724091
-4.58329165,5.84496847,0.83058662,3.93391728,0.03626918,0.08333818,0.05672048,0.20356281,1.28284998
-4.57728864,5.70417175,0.80942677,3.82666267,0.03338086,0.08219958,0.06032684,0.20362223,1.26043670
-4.57128564,5.57165394,0.79076435,3.72432010,0.03069259,0.08114854,0.06449923,0.20352385,1.24017344
-4.56528264,5.44931795,0.77455333,3.62858839,0.02822796,0.08016160,0.06921229,0.20322488,1.22222470
-4.55927964,5.33903985,0.76073209,3.54114955,0.02600446,0.07921758,0.07443512,0.20269084,1.20674602
-4.55327664,5.24265198,0.74922886,3.46365462,0.02403361,0.07829835,0.08013129,0.20189691,1.19388203
-4.54727364,5.16192341,0.73996620,3.39770845,0.02232114,0.07738929,0.08625883,0.20082894,1.18376333
-4.54127064,5.09853770,0.73286417,3.34485328,0.02086735,0.07647971,0.09277021,0.19948396,1.17650273
-4.53526763,5.05406780,0.72784231,3.30655066,0.01966748,0.07556293,0.09961234,0.19787046,1.17219063
-4.52926463,5.02994848,0.72482026,3.28416163,0.01871231,0.07463629,0.10672675,0.19600810,1.17089004
-4.52326163,5.02744631,0.72371710,3.27892507,0.01798865,0.07370092,0.11404977,0.19392700,1.17263126
-4.51725863,5.04762810,0.72444957,3.29193429,0.01748005,0.07276134,0.12151298,0.19166663,1.17740658
-4.51125563,5.09132842,0.72692938,3.32411235,0.01716738,0.07182491,0.12904380,0.18927425,1.18516536
-4.50525263,5.15911764,0.73105979,3.37618676,0.01702952,0.07090124,0.13656642,0.18680296,1.19580966
-4.49924962,5.25127165,0.73673189,3.44866436,0.01704399,0.07000138,0.14400282,0.18430956,1.20919098
-4.49324662,5.36774537,0.74382089,3.54180789,0.01718764,0.06913712,0.15127413,0.18185208,1.22510818
