energy_ev,total_up,total_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.89194597,0.86733478,-1.34330915,0.00369492,-0.00926708,0.00000000,-0.00000000,0.82528318,-0.96454325,0.30132130,-0.31593300,0.00866998,-0.00890029,0.25159269,-0.14733740,0.00294700,-0.01055616,0.26866500,-0.72923547
-5.88594297,0.81690850,-1.32293450,0.00353238,-0.00913016,0.00000000,-0.00000000,0.78737771,-0.90065804,0.27673521,-0.31807541,0.00851686,-0.00881758,0.23194480,-0.14269252,0.00282742,-0.01001302,0.26088515,-0.72006286
-5.87993997,0.77050206,-1.31264310,0.00340404,-0.00903951,0.00000000,-0.00000000,0.75057264,-0.84860191,0.25362178,-0.32300798,0.00832331,-0.00875189,0.21274482,-0.14199019,0.00275058,-0.00952207,0.25515124,-0.71360867
-5.87393697,0.72831987,-1.31224908,0.00330933,-0.00899628,0.00000000,-0.00000000,0.71537018,-0.80762236,0.23204590,-0.33077784,0.00809561,-0.00869371,0.19410967,-0.14511154,0.00271912,-0.00908097,0.25146328,-0.70986461
-5.86793397,0.69053366,-1.32159525,0.00324728,-0.00900186,0.00000000,-0.00000000,0.68221569,-0.77701456,0.21206102,-0.34142930,0.00784128,-0.00863404,0.17614988,-0.15192364,0.00273620,-0.00868763,0.24980608,-0.70885515
-5.86193097,0.65727818,-1.34053900,0.00321645,-0.00905773,0.00000000,-0.00000000,0.65148432,-0.75613118,0.19370817,-0.35499578,0.00756895,-0.00856462,0.15896650,-0.16227809,0.00280553,-0.00834029,0.25014969,-0.71063020
-5.85592796,0.62864809,-1.36893114,0.00321500,-0.00916532,0.00000000,-0.00000000,0.62347118,-0.74438396,0.17701518,-0.37149013,0.00728809,-0.00847825,0.14264844,-0.17600826,0.00293136,-0.00803745,0.25245040,-0.71525471
-5.84992496,0.60469609,-1.40658924,0.00324072,-0.00932579,0.00000000,-0.00000000,0.59838538,-0.74123795,0.16199616,-0.39089421,0.00700886,-0.00836897,0.12727024,-0.19292532,0.00311852,-0.00777783,0.25665212,-0.72279554
-5.84392196,0.58543262,-1.45326763,0.00329112,-0.00953983,0.00000000,-0.00000000,0.57634802,-0.74619990,0.14865132,-0.41314812,0.00674186,-0.00823220,0.11289045,-0.21281376,0.00337234,-0.00756026,0.26268808,-0.73330688
-5.83791896,0.57082697,-1.50862629,0.00336344,-0.00980744,0.00000000,-0.00000000,0.55739398,-0.75880217,0.13696726,-0.43814008,0.00649785,-0.00806483,0.09955069,-0.23542661,0.00369862,-0.00738359,0.27048297,-0.74681494
-5.83191596,0.56080958,-1.57220111,0.00345478,-0.01012775,0.00000000,-0.00000000,0.54147719,-0.77858397,0.12691750,-0.46569741,0.00628754,-0.00786521,0.08727529,-0.26048109,0.00410349,-0.00724657,0.27995506,-0.76330301
-5.82591296,0.55527550,-1.64337774,0.00356213,-0.01049882,0.00000000,-0.00000000,0.52847889,-0.80507153,0.11846342,-0.49557954,0.00612134,-0.00763318,0.07607167,-0.28765507,0.00459329,-0.00714771,0.29101847,-0.78269804
-5.81990995,0.55408834,-1.72137115,0.00368247,-0.01091751,0.00000000,-0.00000000,0.51821829,-0.83775882,0.11155541,-0.52747344,0.00600907,-0.00736992,0.06593114,-0.31658484,0.00517440,-0.00708522,0.30358515,-0.80485938
-5.81390695,0.55708449,-1.80521287,0.00381284,-0.01137941,0.00000000,-0.00000000,0.51046486,-0.87609028,0.10613417,-0.56099219,0.00595976,-0.00707783,0.05683037,-0.34686466,0.00585297,-0.00705691,0.31756649,-0.82957076
-5.80790395,0.56407711,-1.89374718,0.00395043,-0.01187881,0.00000000,-0.00000000,0.50495151,-0.91944690,0.10213203,-0.59567683,0.00598140,-0.00676037,0.04873304,-0.37804823,0.00663465,-0.00706013,0.33287434,-0.85653586
-5.80190095,0.57485948,-1.98563713,0.00409260,-0.01240871,0.00000000,-0.00000000,0.50138793,-0.96713661,0.09947427,-0.63100182,0.00608071,-0.00642190,0.04159194,-0.40965257,0.00752432,-0.00709181,0.34942133,-0.88537805
-5.79589795,0.58920734,-2.07938093,0.00423697,-0.01296095,0.00000000,-0.00000000,0.49947329,-1.01838971,0.09808027,-0.66638409,0.00626294,-0.00606743,0.03535106,-0.44116406,0.00852569,-0.00714846,0.36712026,-0.91564433
-5.78989495,0.60688009,-2.17333822,0.00438142,-0.01352632,0.00000000,-0.00000000,0.49890782,-1.07235971,0.09786445,-0.70119541,0.00653168,-0.00570240,0.02994782,-0.47204691,0.00964093,-0.00722623,0.38588270,-0.94681348
-5.78389195,0.62762055,-2.26576562,0.00452413,-0.01409481,0.00000000,-0.00000000,0.49940266,-1.12812969,0.09873696,-0.73477772,0.00688865,-0.00533258,0.02531519,-0.50175360,0.01087035,-0.00732106,0.40561660,-0.97830809
-5.77788894,0.65115357,-2.35486002,0.00466360,-0.01465583,0.00000000,-0.00000000,0.50068765,-1.18472397,0.10060413,-0.76646097,0.00733365,-0.00496375,0.02138372,-0.52973705,0.01221197,-0.00742880,0.42622318,-1.00950984
-5.77188594,0.67718349,-2.43880800,0.00479857,-0.01519851,0.00000000,-0.00000000,0.50251693,-1.24112442,0.10336868,-0.79558250,0.00786435,-0.00460167,0.01808331,-0.55546418,0.01366121,-0.00754540,0.44759334,-1.03977761
-5.76588294,0.70539090,-2.51583901,0.00492808,-0.01571201,0.00000000,-0.00000000,0.50467228,-1.29629081,0.10692975,-0.82150739,0.00847629,-0.00425186,0.01534480,-0.57843008,0.01521061,-0.00766709,0.46960361,-1.06846721
-5.75987994,0.73542918,-2.58428000,0.00505137,-0.01618581,0.00000000,-0.00000000,0.50696435,-1.34918412,0.11118284,-0.84364876,0.00916283,-0.00391955,0.01310121,-0.59817232,0.01684958,-0.00779062,0.49211234,-1.09495219
-5.75387694,0.76692127,-2.64260901,0.00516789,-0.01661005,0.00000000,-0.00000000,0.50923203,-1.39879169,0.11601969,-0.86148707,0.00991521,-0.00360961,0.01128884,-0.61428472,0.01856431,-0.00791342,0.51495618,-1.11864451
-5.74787394,0.79945744,-2.68950508,0.00527720,-0.01697580,0.00000000,-0.00000000,0.51134034,-1.44415304,0.12132835,-0.87458762,0.01072261,-0.00332649,0.00984794,-0.62642985,0.02033774,-0.00803387,0.53794743,-1.13901426
-5.74187094,0.83259442,-2.72389236,0.00537895,-0.01727532,0.00000000,-0.00000000,0.51317725,-1.48438521,0.12699332,-0.88261536,0.01157235,-0.00307429,0.00872331,-0.63434972,0.02214969,-0.00815144,0.56087264,-1.15560761
-5.73586793,0.86585672,-2.74497620,0.00547285,-0.01750230,0.00000000,-0.00000000,0.51464996,-1.51870635,0.13289609,-0.88534634,0.01245009,-0.00285673,0.00786453,-0.63787405,0.02397709,-0.00826686,0.58349269,-1.16806203
-5.72986493,0.89874012,-2.75226979,0.00555861,-0.01765198,0.00000000,-0.00000000,0.51568106,-1.54645661,0.13891598,-0.88267535,0.01334012,-0.00267721,0.00722612,-0.63692572,0.02579436,-0.00838228,0.60554466,-1.17611846
-5.72386193,0.93071807,-2.74561002,0.00563593,-0.01772133,0.00000000,-0.00000000,0.51620491,-1.56711539,0.14493134,-0.87461926,0.01422574,-0.00253889,0.00676751,-0.63152315,0.02757399,-0.00850129,0.62674559,-1.17962971
-5.71785893,0.96125054,-2.72516203,0.00570450,-0.01770905,0.00000000,-0.00000000,0.51616474,-1.58031426,0.15082124,-0.86131610,0.01508965,-0.00244474,0.00645287,-0.62177930,0.02928710,-0.00862902,0.64679820,-1.17856494
-5.71185593,0.98979556,-2.69141245,0.00576399,-0.01761560,0.00000000,-0.00000000,0.51551061,-1.58584509,0.15646742,-0.84301980,0.01591442,-0.00239762,0.00625091,-0.60789758,0.03090429,-0.00877204,0.66539838,-1.17301014
-5.70585293,1.01582281,-2.64515151,0.00581405,-0.01744313,0.00000000,-0.00000000,0.51419830,-1.58366309,0.16175663,-0.82009105,0.01668299,-0.00240033,0.00613460,-0.59016459,0.03239639,-0.00893835,0.68224409,-1.16316463
-5.69984992,1.03882875,-2.58744529,0.00585437,-0.01719538,0.00000000,-0.00000000,0.51218928,-1.57388480,0.16658311,-0.79298456,0.01737914,-0.00245564,0.00608085,-0.56894021,0.03373539,-0.00913714,0.69704550,-1.14933379
-5.69384692,1.05835255,-2.51959906,0.00588469,-0.01687755,0.00000000,-0.00000000,0.50945153,-1.55678112,0.17085117,-0.76223348,0.01798801,-0.00256632,0.00607019,-0.54464543,0.03489531,-0.00937866,0.70953553,-1.13191841
-5.68784392,1.07399189,-2.44311365,0.00590486,-0.01649609,0.00000000,-0.00000000,0.50596104,-1.53276587,0.17447772,-0.72843158,0.01849659,-0.00273508,0.00608645,-0.51774842,0.03585305,-0.00967387,0.71948049,-1.11140111
-5.68184092,1.08541769,-2.35963657,0.00591485,-0.01605848,0.00000000,-0.00000000,0.50170379,-1.50238030,0.17739445,-0.69221414,0.01889413,-0.00296461,0.00611643,-0.48874967,0.03658918,-0.01003412,0.72668998,-1.08833034
-5.67583792,1.09238695,-2.27090982,0.00591480,-0.01557302,0.00000000,-0.00000000,0.49667774,-1.46627435,0.17954980,-0.65423818,0.01917252,-0.00325740,0.00614961,-0.45816654,0.03708862,-0.01047076,0.73102554,-1.06330257
-5.66983492,1.09475262,-2.17871649,0.00590507,-0.01504855,0.00000000,-0.00000000,0.49089464,-1.42518531,0.18091028,-0.61516300,0.01932653,-0.00361569,0.00617787,-0.42651823,0.03734118,-0.01099470,0.73240739,-1.03694318
-5.66383192,1.09247007,-2.08482803,0.00588621,-0.01449425,0.00000000,-0.00000000,0.48438131,-1.37991466,0.18146120,-0.57563163,0.01935406,-0.00404132,0.00619517,-0.39431145,0.03734189,-0.01161592,0.73081890,-1.00988691
-5.65782891,1.08559934,-1.99095395,0.00585902,-0.01391934,0.00000000,-0.00000000,0.47718009,-1.33130413,0.18120676,-0.53625394,0.01925617,-0.00453553,0.00619732,-0.36202751,0.03709123,-0.01234295,0.72630833,-0.98275810
-5.65182591,1.07430322,-1.89869553,0.00582446,-0.01333289,0.00000000,-0.00000000,0.46934838,-1.28021152,0.18016929,-0.49759189,0.01903707,-0.00509882,0.00618171,-0.33011122,0.03659506,-0.01318244,0.71898772,-0.95615176
-5.64582291,1.05884079,-1.80950500,0.00578371,-0.01274355,0.00000000,-0.00000000,0.46095702,-1.22748728,0.17838792,-0.46014736,0.01870396,-0.00573072,0.00614707,-0.29896183,0.03586442,-0.01413859,0.70902892,-0.93061558
-5.63981991,1.03955706,-1.72465108,0.00573805,-0.01215943,0.00000000,-0.00000000,0.45208779,-1.17395242,0.17591646,-0.42435268,0.01826680,-0.00642966,0.00609322,-0.26892631,0.03491513,-0.01521275,0.69665690,-0.90663381
-5.63381691,1.01686884,-1.64519179,0.00568882,-0.01158787,0.00000000,-0.00000000,0.44282983,-1.12037857,0.17282080,-0.39056429,0.01773791,-0.00719272,0.00602087,-0.24029502,0.03376722,-0.01640300,0.68214076,-0.88461323
-5.62781391,0.99124795,-1.57195507,0.00563739,-0.01103534,0.00000000,-0.00000000,0.43327551,-1.06747053,0.16917588,-0.35905911,0.01713161,-0.00801557,0.00593137,-0.21329960,0.03244419,-0.01770387,0.66578286,-0.86487170
-5.62181091,0.96320231,-1.50552738,0.00558504,-0.01050728,0.00000000,-0.00000000,0.42351572,-1.01585198,0.16506240,-0.33003385,0.01646365,-0.00889232,0.00582653,-0.18811311,0.03097225,-0.01910607,0.64790665,-0.84762979
-5.61580790,0.93325619,-1.44625036,0.00553292,-0.01000813,0.00000000,-0.00000000,0.41363515,-0.96605451,0.16056342,-0.30360685,0.01575072,-0.00981551,0.00570845,-0.16485203,0.02937940,-0.02059647,0.62884394,-0.83300563
-5.60980490,0.90193056,-1.39422533,0.00548195,-0.00954118,0.00000000,-0.00000000,0.40370784,-0.91851034,0.15576111,-0.27982221,0.01500987,-0.01077606,0.00557930,-0.14357995,0.02769456,-0.02215808,0.60892234,-0.82101325
-5.60380190,0.86972453,-1.34932510,0.00543280,-0.00910867,0.00000000,-0.00000000,0.39379321,-0.87354872,0.15073374,-0.25865586,0.01425795,-0.01176344,0.00544125,-0.12431248,0.02594669,-0.02377029,0.58845337,-0.81156462
-5.59779890,0.83709885,-1.31121259,0.00538580,-0.00871174,0.00000000,-0.00000000,0.38393304,-0.83139608,0.14555307,-0.24002315,0.01351108,-0.01276575,0.00529628,-0.10702317,0.02416393,-0.02540918,0.56772204,-0.80447520
-5.59179590,0.80446226,-1.27936531,0.00534095,-0.00835056,0.00000000,-0.00000000,0.37414957,-0.79217969,0.14028234,-0.22378766,0.01278417,-0.01376996,0.00514616,-0.09164993,0.02237292,-0.02704801,0.54697830,-0.79947304
-5.58579290,0.77216116,-1.25310486,0.00529789,-0.00802440,0.00000000,-0.00000000,0.36444484,-0.75593468,0.13497480,-0.20977067,0.01209046,-0.01476220,0.00499234,-0.07810181,0.02059810,-0.02865789,0.52643075,-0.79621105
-5.57978989,0.74047307,-1.23163022,0.00525591,-0.00773175,0.00000000,-0.00000000,0.35480132,-0.72261386,0.12967297,-0.19776112,0.01144122,-0.01572813,0.00483595,-0.06626562,0.01886128,-0.03020850,0.50624280,-0.79428205
-5.57378689,0.70960386,-1.21405371,0.00521399,-0.00747044,0.00000000,-0.00000000,0.34518393,-0.69210001,0.12440849,-0.18752549,0.01084543,-0.01665325,0.00467779,-0.05601238,0.01718123,-0.03166897,0.48653145,-0.79323609
-5.56778389,0.67968873,-1.19943823,0.00517085,-0.00723784,0.00000000,-0.00000000,0.33554310,-0.66421993,0.11920262,-0.17881746,0.01030966,-0.01752340,0.00451834,-0.04720317,0.01557352,-0.03300877,0.46736836,-0.79259931
-5.56178089,0.65079659,-1.18683452,0.00512497,-0.00703099,0.00000000,-0.00000000,0.32581887,-0.63875965,0.11406730,-0.17138696,0.00983794,-0.01832511,0.00435782,-0.03969443,0.01405038,-0.03419872,0.44878329,-0.79189358
-5.55577789,0.62293725,-1.17531701,0.00507473,-0.00684675,0.00000000,-0.00000000,0.31594558,-0.61548010,0.10900658,-0.16498845,0.00943186,-0.01904608,0.00419622,-0.03334248,0.01262080,-0.03521190,0.43076924,-0.79065616
-5.54977489,0.59607086,-1.16401708,0.00501846,-0.00668199,0.00000000,-0.00000000,0.30585702,-0.59413248,0.10401838,-0.15938813,0.00909057,-0.01967549,0.00403342,-0.02800729,0.01129071,-0.03602457,0.41328907,-0.78845841
-5.54377189,0.57011895,-1.15215236,0.00495449,-0.00653370,0.00000000,-0.00000000,0.29549152,-0.57447266,0.09909642,-0.15437012,0.00881106,-0.02020438,0.00386920,-0.02355542,0.01006315,-0.03661696,0.39628308,-0.78492278
-5.53776888,0.54497614,-1.13905122,0.00488129,-0.00639913,0.00000000,-0.00000000,0.28479677,-0.55627396,0.09423220,-0.14974130,0.00858836,-0.02062591,0.00370337,-0.01986232,0.00893867,-0.03697398,0.37967689,-0.77973728
-5.53176588,0.52052201,-1.12417153,0.00479751,-0.00627588,0.00000000,-0.00000000,0.27373408,-0.53933779,0.08941685,-0.14533490,0.00841587,-0.02093553,0.00353582,-0.01681376,0.00791567,-0.03708572,0.36338940,-0.77266681
-5.52576288,0.49663237,-1.10711304,0.00470207,-0.00616199,0.00000000,-0.00000000,0.26228181,-0.52350162,0.08464280,-0.14101284,0.00828568,-0.02113105,0.00336661,-0.01430681,0.00699077,-0.03694781,0.34734019,-0.76356073
-5.51975988,0.47318935,-1.08762319,0.00459419,-0.00605592,0.00000000,-0.00000000,0.25043777,-0.50864406,0.07990521,-0.13666673,0.00818900,-0.02121271,0.00319597,-0.01225021,0.00615922,-0.03656154,0.33145604,-0.75235650
-5.51375688,0.45009002,-1.06559630,0.00447343,-0.00595664,0.00000000,-0.00000000,0.23822059,-0.49468681,0.07520295,-0.13221772,0.00811649,-0.02118301,0.00302444,-0.01056423,0.00541526,-0.03593379,0.31567640,-0.73907911
-5.50775388,0.42725319,-1.04106637,0.00433972,-0.00586353,0.00000000,-0.00000000,0.22566997,-0.48159368,0.07053937,-0.12761534,0.00805865,-0.02104659,0.00285283,-0.00918034,0.00475250,-0.03507678,0.29995749,-0.72383647
-5.50175088,0.40462413,-1.01419419,0.00419338,-0.00577639,0.00000000,-0.00000000,0.21284582,-0.46936657,0.06592254,-0.12283524,0.00800622,-0.02080991,0.00268231,-0.00804046,0.00416419,-0.03400759,0.28427509,-0.70681113
-5.49574787,0.38217755,-0.98524951,0.00403510,-0.00569529,0.00000000,-0.00000000,0.19982659,-0.45803903,0.06136526,-0.11787637,0.00795043,-0.02048100,0.00251439,-0.00709613,0.00364349,-0.03274753,0.26862593,-0.68824863
-5.48974487,0.35991852,-0.95458937,0.00386588,-0.00562057,0.00000000,-0.00000000,0.18670674,-0.44766773,0.05688473,-0.11275738,0.00788339,-0.02006904,0.00235101,-0.00630750,0.00318369,-0.03132138,0.25302786,-0.66844341
-5.48374187,0.33788200,-0.92263384,0.00368707,-0.00555264,0.00000000,-0.00000000,0.17359382,-0.43832242,0.05250202,-0.10751275,0.00779821,-0.01958402,0.00219450,-0.00564231,0.00277839,-0.02975655,0.23751891,-0.64772282
-5.47773887,0.31613090,-0.88984039,0.00350027,-0.00549195,0.00000000,-0.00000000,0.16060519,-0.43007509,0.04824133,-0.10218866,0.00768928,-0.01903633,0.00204766,-0.00507484,0.00242159,-0.02808212,0.22215551,-0.62643030
-5.47173587,0.29475333,-0.85667825,0.00330728,-0.00543881,0.00000000,-0.00000000,0.14786474,-0.42298893,0.04412928,-0.09683887,0.00755234,-0.01843641,0.00191383,-0.00458491,0.00210778,-0.02632794,0.20701009,-0.60490845
-5.46573287,0.27385912,-0.82360406,0.00311009,-0.00539336,0.00000000,-0.00000000,0.13549985,-0.41710797,0.04019406,-0.09152077,0.00738456,-0.01779438,0.00179690,-0.00415693,0.00183198,-0.02452372,0.19216827,-0.58348304
-5.45972986,0.25357622,-0.79103990,0.00291079,-0.00535542,0.00000000,-0.00000000,0.12363873,-0.41244771,0.03646480,-0.08629169,0.00718451,-0.01711982,0.00170145,-0.00377904,0.00158974,-0.02269816,0.17772606,-0.56244860
-5.45372686,0.23404716,-0.75935468,0.00271152,-0.00532449,0.00000000,-0.00000000,0.11240840,-0.40898770,0.03297098,-0.08120575,0.00695216,-0.01642149,0.00163282,-0.00344235,0.00137716,-0.02087821,0.16378700,-0.54205632
-5.44772386,0.21542580,-0.72884960,0.00251445,-0.00529967,0.00000000,-0.00000000,0.10193331,-0.40666619,0.02974204,-0.07631116,0.00668873,-0.01570722,0.00159730,-0.00314024,0.00119081,-0.01908843,0.15045978,-0.52250481
-5.44172086,0.19787479,-0.69974822,0.00232171,-0.00527965,0.00000000,-0.00000000,0.09233482,-0.40537736,0.02680722,-0.07164822,0.00639661,-0.01498379,0.00160221,-0.00286782,0.00102774,-0.01735050,0.13785615,-0.50393407
-5.43571786,0.18156361,-0.67219129,0.00213536,-0.00526278,0.00000000,-0.00000000,0.08373136,-0.40497123,0.02419557,-0.06724788,0.00607912,-0.01425693,0.00165614,-0.00262146,0.00088540,-0.01568285,0.12608946,-0.48642272
-5.42971486,0.16666753,-0.64623627,0.00195740,-0.00524702,0.00000000,-0.00000000,0.07623940,-0.40525625,0.02193626,-0.06313100,0.00574036,-0.01353133,0.00176911,-0.00239842,0.00076162,-0.01410047,0.11527379,-0.46998860
-5.42371186,0.15336717,-0.62186133,0.00178969,-0.00523010,0.00000000,-0.00000000,0.06997495,-0.40600442,0.02005895,-0.05930817,0.00538499,-0.01281077,0.00195276,-0.00219651,0.00065455,-0.01261483,0.10552356,-0.45459242
-5.41770885,0.14184890,-0.59897313,0.00163401,-0.00520953,0.00000000,-0.00000000,0.06505557,-0.40695870,0.01859437,-0.05578015,0.00501804,-0.01209820,0.00222055,-0.00201394,0.00056265,-0.01123399,0.09695374,-0.44014414
-5.41170585,0.13230565,-0.57741792,0.00149200,-0.00518275,0.00000000,-0.00000000,0.06160264,-0.40784219,0.01757502,-0.05253867,0.00464468,-0.01139592,0.00258792,-0.00184911,0.00048461,-0.00996274,0.08968041,-0.42651157
-5.40570285,0.12493802,-0.55699487,0.00136520,-0.00514722,0.00000000,-0.00000000,0.05974366,-0.40836870,0.01703583,-0.04956771,0.00427006,-0.01070568,0.00307243,-0.00170053,0.00041938,-0.00880287,0.08382159,-0.41353060
-5.39969985,0.11995553,-0.53747100,0.00125504,-0.00510052,0.00000000,-0.00000000,0.05961428,-0.40825396,0.01701479,-0.04684500,0.00389912,-0.01002891,0.00369381,-0.00156674,0.00036612,-0.00775358,0.07949814,-0.40101641
-5.39369685,0.11757755,-0.51859655,0.00116285,-0.00504048,0.00000000,-0.00000000,0.06135994,-0.40722703,0.01755349,-0.04434369,0.00353651,-0.00936680,0.00447401,-0.00144633,0.00032420,-0.00681180,0.07683466,-0.38877504
-5.38769385,0.11803370,-0.50012020,0.00108986,-0.00496524,0.00000000,-0.00000000,0.06513671,-0.40504125,0.01869745,-0.04203407,0.00318639,-0.00872045,0.00543707,-0.00133787,0.00029321,-0.00597266,0.07595993,-0.37661463
-5.38169085,0.12156345,-0.48180313,0.00103725,-0.00487338,0.00000000,-0.00000000,0.07111121,-0.40148405,0.02049618,-0.03988528,0.00285244,-0.00809097,0.00660893,-0.00123997,0.00027294,-0.00522988,0.07700704,-0.36435585
-5.37568784,0.12841453,-0.46343132,0.00100610,-0.00476394,0.00000000,-0.00000000,0.07945929,-0.39638538,0.02300291,-0.03786688,0.00253778,-0.00747950,0.00801711,-0.00115129,0.00026339,-0.00457623,0.08011275,-0.35184095
-5.36968484,0.13884006,-0.44482575,0.00099741,-0.00463649,0.00000000,-0.00000000,0.09036347,-0.38962413,0.02627399,-0.03595020,0.00224495,-0.00688728,0.00969022,-0.00107057,0.00026482,-0.00400384,0.08541607,-0.33894113
-5.36368184,0.15309416,-0.42584988,0.00101212,-0.00449114,0.00000000,-0.00000000,0.10400880,-0.38113240,0.03036784,-0.03410955,0.00197592,-0.00631565,0.01165736,-0.00099666,0.00027771,-0.00350459,0.09305594,-0.32556193
-5.35767884,0.17142579,-0.40641449,0.00105104,-0.00432855,0.00000000,-0.00000000,0.12057736,-0.37089744,0.03534350,-0.03232305,0.00173218,-0.00576603,0.01394728,-0.00092855,0.00030281,-0.00307039,0.10316788,-0.31164652
-5.35167584,0.19407121,-0.38647967,0.00111488,-0.00414985,0.00000000,-0.00000000,0.14024125,-0.35896131,0.04125878,-0.03057323,0.00151472,-0.00523985,0.01658751,-0.00086538,0.00034113,-0.00269341,0.11587971,-0.29717698
-5.34567284,0.22124467,-0.36605435,0.00120418,-0.00395669,0.00000000,-0.00000000,0.16315434,-0.34541823,0.04816803,-0.02884738,0.00132415,-0.00473851,0.01960327,-0.00080647,0.00039399,-0.00236627,0.13130628,-0.28217353
