energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.73586793,5.00266797,0.12796904,0.04600823,0.44642455,2.95019189,1.77559674,0.08133712,2.47370955
-5.72986493,5.05398154,0.12354041,0.04525275,0.43762649,2.86956995,1.83240840,0.08095703,2.51524870
-5.72386193,5.11862218,0.11867712,0.04427568,0.43111046,2.79734145,1.89887240,0.08031533,2.56214334
-5.71785893,5.19981756,0.11348494,0.04309807,0.42718051,2.73541462,1.97635318,0.07944028,2.61593807
-5.71185593,5.30045615,0.10807305,0.04174421,0.42607579,2.68540735,2.06601160,0.07836396,2.67804901
-5.70585293,5.42296865,0.10255119,0.04024113,0.42796398,2.64861374,2.16874377,0.07712144,2.74970145
-5.69984992,5.56921566,0.09702695,0.03861795,0.43293597,2.62597718,2.28512361,0.07574982,2.83186958
-5.69384692,5.74038594,0.09160323,0.03690531,0.44100207,2.61807039,2.41535166,0.07428721,2.92522079
-5.68784392,5.93690957,0.08637601,0.03513471,0.45208988,2.62508245,2.55921259,0.07277172,3.03006688
-5.68184092,6.15839026,0.08143236,0.03333794,0.46604375,2.64681350,2.71604384,0.07124038,3.14632457
-5.67583792,6.40356073,0.07684887,0.03154642,0.48262630,2.68267722,2.88471757,0.06972815,3.27348770
-5.66983492,6.67026463,0.07269034,0.02979069,0.50152172,2.73171160,3.06363777,0.06826694,3.41061278
-5.66383192,6.95546774,0.06900898,0.02809984,0.52234123,2.79259831,3.25075391,0.06688477,3.55631979
-5.65782891,7.25529995,0.06584379,0.02650100,0.54463068,2.86369078,3.44359190,0.06560498,3.70880878
-5.65182591,7.56512881,0.06322039,0.02501893,0.56788007,2.94305107,3.63930250,0.06444564,3.86589310
-5.64582291,7.87966371,0.06115108,0.02367555,0.59153515,3.02849520,3.83472650,0.06341909,4.02504857
-5.63981991,8.19308863,0.05963521,0.02248960,0.61501075,3.11764634,4.02647500,0.06253168,4.18347778
-5.63381691,8.49921976,0.05865975,0.02147628,0.63770551,3.20799487,4.21102287,0.06178367,4.33818750
-5.62781391,8.79168323,0.05820006,0.02064701,0.65901773,3.29696399,4.38481190,0.06116937,4.48607697
-5.62181091,9.06410671,0.05822089,0.02000923,0.67836185,3.38197913,4.54436038,0.06067739,4.62403365
-5.61580790,9.31031798,0.05867742,0.01956618,0.69518484,3.46053911,4.68637457,0.06029119,4.74903310
-5.60980490,9.52454273,0.05951656,0.01931688,0.70898220,3.53028681,4.80785790,0.05998966,4.85823885
-5.60380190,9.70159365,0.06067827,0.01925607,0.71931266,3.58907686,4.90621311,0.05974795,4.94909836
-5.59779890,9.83704315,0.06209697,0.01937431,0.72581125,3.63503782,4.97933304,0.05953835,5.01943094
-5.59179590,9.92737231,0.06370308,0.01965814,0.72819991,3.66662669,5.02567604,0.05933131,5.06750403
-5.58579290,9.97008977,0.06542459,0.02009033,0.72629555,3.68267332,5.04432256,0.05909643,5.09209438
-5.57978989,9.96381557,0.06718865,0.02065022,0.72001477,3.68241305,5.03501028,0.05880356,5.09253171
-5.57378689,9.90832621,0.06892317,0.02131420,0.70937543,3.66550622,4.99814616,0.05842381,5.06872275
-5.56778389,9.80455926,0.07055847,0.02205620,0.69449476,3.63204366,4.93479473,0.05793050,5.02115489
-5.56178089,9.65457727,0.07202879,0.02284835,0.67558411,3.58253782,4.84664294,0.05730005,4.95087905
-5.55577789,9.46149285,0.07327374,0.02366164,0.65294079,3.51789998,4.73594322,0.05651273,4.85947277
-5.54977489,9.22935818,0.07423969,0.02446668,0.62693708,3.43940438,4.60543694,0.05555327,4.74898512
-5.54377189,8.96302385,0.07488088,0.02523446,0.59800719,3.34864057,4.45826169,0.05441129,4.62186569
-5.53776888,8.66797311,0.07516042,0.02593714,0.56663254,3.24745621,4.29784612,0.05308156,4.48088084
-5.53176588,8.35013840,0.07505104,0.02654878,0.53332620,3.13789215,4.12779676,0.05156409,4.32902052
-5.52576288,8.01570765,0.07453547,0.02704604,0.49861695,3.02211274,3.95178139,0.04986404,4.16939959
-5.51975988,7.67092811,0.07360674,0.02740885,0.46303378,2.90233380,3.77341345,0.04799142,4.00515740
-5.51375688,7.32191504,0.07226795,0.02762091,0.42709134,2.78075115,3.59614194,0.04596071,3.83935956
-5.50775388,6.97447236,0.07053194,0.02767009,0.39127685,2.65947219,3.42315090,0.04379030,3.67490549
-5.50175088,6.63393166,0.06842057,0.02754870,0.35603892,2.54045321,3.25727179,0.04150179,3.51444509
-5.49574787,6.30501458,0.06596380,0.02725363,0.32177855,2.42544448,3.10091172,0.03911931,3.36030735
-5.48974487,5.99172302,0.06319856,0.02678628,0.28884251,2.31594495,2.95599962,0.03666867,3.21444307
-5.48374187,5.69725993,0.06016741,0.02615242,0.25751910,2.21316815,2.82395161,0.03417664,3.07838362
-5.47773887,5.42398238,0.05691710,0.02536183,0.22803631,2.11801998,2.70565618,0.03167009,2.95321646
-5.47173587,5.17338725,0.05349714,0.02442783,0.20056215,2.03108917,2.60147887,0.02917529,2.83957798
-5.46573287,4.94612862,0.04995828,0.02336680,0.17520685,1.95265009,2.51128547,0.02671723,2.73766320
-5.45972986,4.74206481,0.04635104,0.02219750,0.15202685,1.88267757,2.43448217,0.02431902,2.64725148
-5.45372686,4.56033200,0.04272448,0.02094040,0.13102989,1.82087275,2.37007041,0.02200143,2.56774675
-5.44772386,4.39944041,0.03912494,0.01961702,0.11218117,1.76669848,2.31671377,0.01978249,2.49823008
-5.44172086,4.25738839,0.03559510,0.01824921,0.09541001,1.71942261,2.27281389,0.01767728,2.43752226
-5.43571786,4.13178925,0.03217321,0.01685857,0.08061677,1.67816712,2.23659211,0.01569777,2.38425361
-5.42971486,4.02000522,0.02889254,0.01546581,0.06767973,1.64196097,2.20617358,0.01385282,2.33693797
-5.42371186,3.91928323,0.02578107,0.01409034,0.05646160,1.60979415,2.17967036,0.01214827,2.29404770
-5.41770885,3.82688669,0.02286144,0.01274982,0.04681560,1.58067095,2.15526039,0.01058711,2.25408687
-5.41170585,3.74021868,0.02015107,0.01145993,0.03859086,1.55365997,2.13125947,0.00916972,2.21565950
-5.40570285,3.65693158,0.01766253,0.01023420,0.03163707,1.52793907,2.10618352,0.00789423,2.17753035
-5.39969985,3.57501973,0.01540400,0.00908394,0.02580837,1.50283348,2.07879922,0.00675683,2.13867604
-5.39369685,3.49289211,0.01337998,0.00801835,0.02096650,1.47784578,2.04816154,0.00575220,2.09832480
-5.38769385,3.40942311,0.01159199,0.00704465,0.01698312,1.45267690,2.01363709,0.00487387,2.05598370
-5.38169085,3.32398078,0.01003946,0.00616836,0.01374159,1.42723759,1.97491326,0.00411465,2.01145276
-5.37568784,3.23643262,0.00872056,0.00539358,0.01113803,1.40165054,1.93199339,0.00346699,1.96482618
-5.36968484,3.14713035,0.00763310,0.00472345,0.00908203,1.37624356,1.88517903,0.00292333,1.91648131
-5.36368184,3.05687580,0.00677542,0.00416049,0.00749682,1.35153483,1.83504093,0.00247647,1.86705660
-5.35767884,2.96687094,0.00614719,0.00370711,0.00631929,1.32821127,1.78238055,0.00211982,1.81742033
-5.35167584,2.87865559,0.00575015,0.00336605,0.00549968,1.30710184,1.72818469,0.00184765,1.76863221
-5.34567284,2.79403673,0.00558879,0.00314083,0.00500120,1.28914722,1.67357566,0.00165533,1.72190008
-5.33966983,2.71501347,0.00567087,0.00303621,0.00479959,1.27536769,1.61975959,0.00153947,1.67853418
-5.33366683,2.64370159,0.00600784,0.00305855,0.00488261,1.26683082,1.56797564,0.00149804,1.63990126
-5.32766383,2.58226115,0.00661503,0.00321621,0.00524960,1.26462055,1.51944814,0.00153045,1.60738070
-5.32166083,2.53283025,0.00751174,0.00351982,0.00591101,1.26980873,1.47534402,0.00163760,1.58232435
-5.31565783,2.49746722,0.00872108,0.00398253,0.00688801,1.28343012,1.43673688,0.00182180,1.56602152
-5.30965483,2.47810253,0.01026962,0.00462014,0.00821202,1.30646131,1.40457885,0.00208677,1.55966992
-5.30365183,2.47650137,0.01218680,0.00545114,0.00992432,1.33980359,1.37968086,0.00243750,1.56435296
-5.29764882,2.49423618,0.01450408,0.00649671,0.01207552,1.38426957,1.36270122,0.00288009,1.58102316
-5.29164582,2.53266854,0.01725391,0.00778048,0.01472495,1.44057289,1.35414204,0.00342151,1.61049107
-5.28564282,2.59293831,0.02046843,0.00932830,0.01793983,1.50931998,1.35435263,0.00406939,1.65341873
-5.27963982,2.67595818,0.02417796,0.01116777,0.02179434,1.59100303,1.36353829,0.00483167,1.71031623
-5.27363682,2.78241099,0.02840936,0.01332772,0.02636824,1.68599278,1.38177327,0.00571624,1.78154008
-5.26763382,2.91274744,0.03318416,0.01583747,0.03174531,1.79453028,1.40901582,0.00673057,1.86729184
-5.26163082,3.06718195,0.03851673,0.01872603,0.03801130,1.91671656,1.44512384,0.00788128,1.96761569
-5.25562781,3.24568474,0.04441237,0.02202111,0.04525160,2.05249978,1.48986952,0.00917364,2.08239406
-5.24962481,3.44796906,0.05086551,0.02574807,0.05354842,2.20165951,1.54295137,0.01061118,2.21134043
-5.24362181,3.67347290,0.05785803,0.02992878,0.06297762,2.36378855,1.60400297,0.01219518,2.35398926
-5.23761881,3.92133575,0.06535795,0.03458035,0.07360523,2.53827294,1.67259737,0.01392429,2.50968339
-5.23161581,4.19037138,0.07331835,0.03971392,0.08548367,2.72427127,1.74824734,0.01579410,2.67755956
-5.22561281,4.47903886,0.08167686,0.04533341,0.09864781,2.92069507,1.83040136,0.01779688,2.85653352
-5.21960980,4.78541428,0.09035563,0.05143434,0.11311102,3.12619200,1.91843632,0.01992127,3.04528629
-5.21360680,5.10716656,0.09926189,0.05800280,0.12886134,3.33913401,2.01164766,0.02215225,3.24225349
-5.20760380,5.44154060,0.10828920,0.06501451,0.14585795,3.55761254,2.10923864,0.02447105,3.44561985
-5.20160080,5.78535128,0.11731926,0.07243417,0.16402817,3.77944270,2.21030991,0.02685532,3.65332091
-5.19559780,6.13499161,0.12622447,0.08021504,0.18326509,4.00217813,2.31385119,0.02927936,3.86305352
-5.18959480,6.48645742,0.13487094,0.08829883,0.20342620,4.22313768,2.41873664,0.03171457,4.07229678
-5.18359180,6.83539078,0.14312213,0.09661598,0.22433302,4.43944446,2.52372506,0.03412998,4.27834416
-5.17758879,7.17714279,0.15084275,0.10508627,0.24577194,4.64807727,2.62746639,0.03649288,4.47834705
-5.17158579,7.50685565,0.15790294,0.11361991,0.26749649,4.84593338,2.72851490,0.03876967,4.66936933
-5.16558279,7.81956258,0.16418260,0.12211893,0.28923089,5.02990117,2.82534966,0.04092665,4.84845182
-5.15957979,8.11030309,0.16957545,0.13047906,0.31067504,5.19694028,2.91640195,0.04293099,5.01268468
-5.15357679,8.37424983,0.17399298,0.13859190,0.33151078,5.34416645,3.00008913,0.04475166,5.15928541
-5.14757379,8.60684253,0.17736785,0.14634743,0.35140937,5.46893751,3.07485372,0.04636035,5.28567933
-5.14157079,8.80392383,0.17965672,0.15363676,0.37003982,5.56893721,3.13920633,0.04773234,5.38957934
-5.13556778,8.96187111,0.18084229,0.16035501,0.38707795,5.64225284,3.19177058,0.04884734,5.46906153
-5.12956478,9.07771868,0.18093456,0.16640428,0.40221581,5.68744342,3.23132801,0.04969014,5.52263305
-5.12356178,9.14926457,0.17997112,0.17169660,0.41517098,5.70359500,3.25686080,0.05025113,5.54928910
-5.11755878,9.17515693,0.17801652,0.17615663,0.42569551,5.69036039,3.26759020,0.05052670,5.54855626
-5.11155578,9.15495538,0.17516069,0.17972419,0.43358403,5.64798142,3.26300878,0.05051940,5.52051976
-5.10555278,9.08916428,0.17151651,0.18235632,0.43868068,5.57729219,3.24290464,0.05023792,5.46583308
-5.09954977,8.97923548,0.16721656,0.18402891,0.44088452,5.47970302,3.20737625,0.04969689,5.38570916
-5.09354677,8.82753970,0.16240918,0.18473770,0.44015316,5.35716545,3.15683706,0.04891646,5.28189289
-5.08754377,8.63730715,0.15725408,0.18449872,0.43650449,5.21211939,3.09200918,0.04792174,5.15661583
-5.08154077,8.41253894,0.15191744,0.18334790,0.43001630,5.04742448,3.01390645,0.04674202,5.01253449
-5.07553777,8.15789252,0.14656690,0.18134017,0.42082385,4.86627815,2.92380715,0.04540993,4.85265436
-5.06953477,7.87854521,0.14136651,0.17854773,0.40911558,4.67212344,2.82321762,0.04396045,4.68024246
-5.06353177,7.58004083,0.13647178,0.17505777,0.39512697,4.46855005,2.71382795,0.04242986,4.49873148
-5.05752876,7.26812520,0.13202500,0.17096959,0.37913294,4.25919228,2.59746184,0.04085468,4.31161917
-5.05152576,6.94857681,0.12815108,0.16639139,0.36143919,4.04762746,2.47602241,0.03927056,4.12236649
-5.04552276,6.62703880,0.12495389,0.16143657,0.34237271,3.83727840,2.35143629,0.03771131,3.93429832
-5.03951976,6.30885870,0.12251327,0.15622012,0.32227197,3.63132336,2.22559829,0.03620788,3.75051027
-5.03351676,5.99894174,0.12088290,0.15085475,0.30147726,3.43261625,2.10031877,0.03478757,3.57378487
-5.02751376,5.70162309,0.12008887,0.14544744,0.28032141,3.24361984,1.97727579,0.03347326,3.40652008
-5.02151076,5.42056358,0.12012921,0.14009614,0.25912140,3.06635368,1.85797388,0.03228295,3.25067265
-5.01550775,5.15867244,0.12097430,0.13488704,0.23817115,2.90235835,1.74371088,0.03122930,3.10771803
-5.00950475,4.91805944,0.12256817,0.12989240,0.21773553,2.75267668,1.63555386,0.03031951,2.97862829
-5.00350175,4.70001782,0.12483060,0.12516907,0.19804604,2.61785212,1.53432490,0.02955533,2.86386842
-4.99749875,4.50503784,0.12766008,0.12075775,0.17929798,2.49794380,1.44059692,0.02893325,2.76341089
-4.99149575,4.33284986,0.13093748,0.11668304,0.16164920,2.39255723,1.35469920,0.02844492,2.67676772
-4.98549275,4.18249439,0.13453023,0.11295423,0.14522036,2.30088896,1.27673210,0.02807770,2.60303835
-4.97948974,4.05241579,0.13829708,0.10956676,0.13009654,2.22178325,1.20658984,0.02781539,2.54097134
-4.97348674,3.94057496,0.14209310,0.10650433,0.11632998,2.15379815,1.14399001,0.02763905,2.48903711
-4.96748374,3.84457612,0.14577485,0.10374144,0.10394372,2.09527836,1.08850821,0.02752791,2.44550860
-4.96148074,3.76180180,0.14920542,0.10124634,0.09293593,2.04443174,1.03961606,0.02746033,2.40854650
-4.95547774,3.68955022,0.15225940,0.09898410,0.08328460,1.99940665,0.99672060,0.02741480,2.37628542
-4.94947474,3.62516909,0.15482721,0.09691971,0.07495238,1.95836697,0.95920342,0.02737082,2.34691746
-4.94347174,3.56618011,0.15681901,0.09502108,0.06789131,1.91956208,0.92645754,0.02730982,2.31876964
-4.93746873,3.51038905,0.15816771,0.09326165,0.06204717,1.88138926,0.89792051,0.02721589,2.29037218
-4.93146573,3.45597685,0.15883121,0.09162263,0.05736345,1.84244640,0.87310242,0.02707640,2.26051479
-4.92546273,3.40156839,0.15879351,0.09009465,0.05378452,1.80157332,0.85160753,0.02688247,2.22828897
-4.91945973,3.34627634,0.15806491,0.08867875,0.05125815,1.75788068,0.83314898,0.02662923,2.19311474
-4.91345673,3.28971891,0.15668107,0.08738677,0.04973723,1.71076585,0.81755591,0.02631593,2.15475099
-4.90745373,3.23201142,0.15470110,0.08624092,0.04918061,1.65991592,0.80477321,0.02594580,2.11328969
-4.90145073,3.17373302,0.15220467,0.08527272,0.04955327,1.60529834,0.79485394,0.02552576,2.06913438
-4.89544772,3.11587060,0.14928838,0.08452138,0.05082565,1.54714061,0.78794525,0.02506601,2.02296464
-4.88944472,3.05974355,0.14606143,0.08403150,0.05297247,1.48590033,0.78426867,0.02457936,1.97568846
-4.88344172,3.00691328,0.14264091,0.08385047,0.05597103,1.42222793,0.78409590,0.02408057,1.92838520
-4.87743872,2.95908257,0.13914676,0.08402548,0.05979917,1.35692400,0.78772167,0.02358556,1.88224194
-4.87143572,2.91798972,0.13569686,0.08460045,0.06443310,1.29089392,0.79543499,0.02311057,1.83848671
-4.86543272,2.88530312,0.13240221,0.08561291,0.06984521,1.22510191,0.80749052,0.02267136,1.79832158
-4.85942971,2.86252141,0.12936262,0.08709108,0.07600212,1.16052693,0.82408160,0.02228247,1.76285901
-4.85342671,2.85088419,0.12666303,0.08905119,0.08286306,1.09812247,0.84531647,0.02195647,1.73306446
-4.84742371,2.85129774,0.12437055,0.09149534,0.09037883,1.03878197,0.87119897,0.02170348,1.70970777
-4.84142071,2.86427929,0.12253250,0.09440979,0.09849137,0.98331134,0.90161493,0.02153070,1.69332559
-4.83541771,2.88992270,0.12117533,0.09776397,0.10713419,0.93240949,0.93632513,0.02144217,1.68419647
-4.82941471,2.92788701,0.12030462,0.10151023,0.11623355,0.88665738,0.97496527,0.02143871,1.68232947
-4.82341171,2.97740871,0.11990611,0.10558422,0.12571060,0.84651580,1.01705338,0.02151800,1.68746678
-4.81740870,3.03733685,0.11994755,0.10990606,0.13548433,0.81233132,1.06200424,0.02167490,1.69909989
-4.81140570,3.10618958,0.12038151,0.11438230,0.14547529,0.78434987,1.10915057,0.02190185,1.71649847
-4.80540270,3.18222920,0.12114876,0.11890832,0.15560998,0.76273663,1.15776980,0.02218951,1.73875028
-4.79939970,3.26355221,0.12218224,0.12337149,0.16582568,0.74760101,1.20711549,0.02252737,1.76481022
-4.79339670,3.34818986,0.12341131,0.12765456,0.17607556,0.73902504,1.25645169,0.02290462,1.79355588
-4.78739370,3.43421432,0.12476602,0.13163949,0.18633375,0.73709340,1.30508861,0.02331087,1.82384709
-4.78139070,3.51984508,0.12618145,0.13521124,0.19660011,0.74192326,1.35241782,0.02373699,1.85458635
-4.77538769,3.60355030,0.12760147,0.13826170,0.20690437,0.75369216,1.39794493,0.02417587,1.88477727
-4.76938469,3.68413776,0.12898224,0.14069324,0.21730938,0.77266220,1.44131806,0.02462308,1.91357821
-4.76338169,3.76083055,0.13029480,0.14242206,0.22791316,0.79919881,1.48235026,0.02507741,1.94034845
-4.75737869,3.83332346,0.13152699,0.14338093,0.23884947,0.83378288,1.52103455,0.02554128,1.96468457
-4.75137569,3.90181652,0.13268437,0.14352138,0.25028675,0.87701500,1.55755030,0.02602096,1.98644529
-4.74537269,3.96702343,0.13379022,0.14281522,0.26242524,0.92961102,1.59226035,0.02652657,2.00576337
-4.73936968,4.03015374,0.13488454,0.14125524,0.27549223,0.99238846,1.62569843,0.02707188,2.02304391
-4.73336668,4.09286869,0.13602205,0.13885520,0.28973548,1.06624363,1.65854717,0.02767395,2.03894881
-4.72736368,4.15721208,0.13726948,0.13564904,0.30541488,1.15211970,1.69160740,0.02835253,2.05436816
-4.72136068,4.22551854,0.13870199,0.13168940,0.32279254,1.25096659,1.72575973,0.02912926,2.07037930
-4.71535768,4.30030290,0.14039904,0.12704551,0.34212167,1.36369354,1.76192013,0.03002677,2.08819561
-4.70935468,4.38413500,0.14243994,0.12180057,0.36363449,1.49111602,1.80099137,0.03106761,2.10910691
-4.70335168,4.47950543,0.14489915,0.11604872,0.38752977,1.63389869,1.84381247,0.03227314,2.13441412
-4.69734867,4.58868785,0.14784164,0.10989178,0.41396031,1.79249674,1.89110852,0.03366235,2.16536095
-4.69134567,4.71360405,0.15131847,0.10343586,0.44302098,1.96709770,1.94344330,0.03525072,2.20306565
-4.68534267,4.85569786,0.15536287,0.09678803,0.47473791,2.15756675,2.00117697,0.03704912,2.24845572
-4.67933967,5.01582365,0.15998695,0.09005315,0.50905919,2.36339767,2.06443087,0.03906282,2.30220858
-4.67333667,5.19415482,0.16517924,0.08333093,0.54584772,2.58367254,2.13306144,0.04129064,2.36470080
-4.66733367,5.39011670,0.17090309,0.07671344,0.58487667,2.81703238,2.20664454,0.04372436,2.43596822
-4.66133067,5.60234759,0.17709622,0.07028302,0.62582771,3.06166105,2.28447122,0.04634826,2.51567897
-4.65532766,5.82869011,0.18367127,0.06411072,0.66829252,3.31528437,2.36555536,0.04913901,2.60312063
-4.64932466,6.06621430,0.19051743,0.05825524,0.71177755,3.57518564,2.44865319,0.05206576,2.69720241
-4.64332166,6.31127218,0.19750311,0.05276239,0.75571214,3.83823849,2.53229394,0.05509058,2.79647262
-4.63731866,6.55958237,0.20447954,0.04766502,0.79945987,4.10095698,2.61482069,0.05816914,2.89915089
-4.63131566,6.80634197,0.21128516,0.04298345,0.84233276,4.35956236,2.69443976,0.06125167,3.00317413
-4.62531266,7.04636188,0.21775063,0.03872622,0.88360819,4.61006501,2.76927663,0.06428416,3.10625469
-4.61930965,7.27422060,0.22370431,0.03489121,0.92254772,4.84835928,2.83743634,0.06720978,3.20594846
-4.61330665,7.48443070,0.22897785,0.03146697,0.95841743,5.07032843,2.89706578,0.06997044,3.29973054
-4.60730365,7.67161176,0.23341190,0.02843420,0.99050890,5.27195602,2.94641547,0.07250844,3.38507531
-4.60130065,7.83066296,0.23686141,0.02576738,1.01816018,5.44943984,2.98389838,0.07476827,3.45953814
-4.59529765,7.95692889,0.23920059,0.02343631,1.04077595,5.59930391,3.00814349,0.07669824,3.52083528
-4.58929465,8.04635195,0.24032716,0.02140772,1.05784602,5.71850436,3.01804199,0.07825213,3.56691898
-4.58329165,8.09560562,0.24016573,0.01964670,1.06896157,5.80452462,3.01278454,0.07939069,3.59604485
-4.57728864,8.10220354,0.23867028,0.01811802,1.07382837,5.85545623,2.99188822,0.08008291,3.60682892
-4.57128564,8.06458044,0.23582557,0.01678726,1.07227659,5.87006146,2.95521235,0.08030707,3.59829223
-4.56528264,7.98214201,0.23164744,0.01562180,1.06426669,5.84781541,2.90296292,0.08005145,3.56989128
-4.55927964,7.85528245,0.22618209,0.01459153,1.04989130,5.78892543,2.83568573,0.07931479,3.52153349
-4.55327664,7.68536961,0.21950433,0.01366942,1.02937301,5.69432720,2.75424891,0.07810641,3.45357725
-4.54727364,7.47469895,0.21171490,0.01283189,1.00305812,5.56565758,2.65981588,0.07644593,3.36681684
-4.54127064,7.22641914,0.20293701,0.01205896,0.97140685,5.40520550,2.55381013,0.07436279,3.26245335
-4.53526763,6.94443298,0.19331233,0.01133431,0.93498028,5.21584298,2.43787369,0.07189539,3.14205306
-4.52926463,6.63327838,0.18299651,0.01064515,0.89442477,5.00093950,2.31382091,0.06909006,3.00749528
-4.52326163,6.29799487,0.17215450,0.00998201,0.85045443,4.76426327,2.18358990,0.06599979,2.86091230
-4.51725863,5.94398131,0.16095584,0.00933841,0.80383246,4.50987373,2.04919324,0.06268287,2.70462395
-4.51125563,5.57685088,0.14957014,0.00871055,0.75535207,4.24200972,1.91267015,0.05920141,2.54106968
-4.50525263,5.20228890,0.13816280,0.00809687,0.70581782,3.96497779,1.77604159,0.05561984,2.37274099
-4.49924962,4.82591884,0.12689133,0.00749766,0.65602795,3.68304489,1.64126988,0.05200354,2.20211676
-4.49324662,4.45318090,0.11590211,0.00691466,0.60675837,3.40033936,1.51022377,0.04841742,2.03160391
