energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up,Zn_p_up,Zn_d_up
-5.87393697,1.66451011,0.03603247,0.01486787,0.00719899,0.36707783,0.21652366,0.06266020,0.07864583,0.96522488
-5.86793397,1.62575925,0.03385371,0.01515201,0.00674619,0.39284588,0.23388340,0.06617378,0.07863884,0.90143228
-5.86193097,1.60077926,0.03191736,0.01556141,0.00646351,0.42185133,0.25292274,0.07019745,0.07930994,0.84566046
-5.85592796,1.58905614,0.03021972,0.01608874,0.00632237,0.45395401,0.27352658,0.07471915,0.08062396,0.79763312
-5.84992496,1.58997686,0.02875407,0.01672560,0.00629911,0.48897414,0.29555546,0.07972412,0.08254232,0.75702661
-5.84392196,1.60283817,0.02751083,0.01746267,0.00637447,0.52669397,0.31884735,0.08519524,0.08502411,0.72347465
-5.83791896,1.62685604,0.02647793,0.01829003,0.00653297,0.56686002,0.34322011,0.09111333,0.08802714,0.69657318
-5.83191596,1.66117601,0.02564117,0.01919727,0.00676239,0.60918593,0.36847445,0.09745741,0.09150892,0.67588561
-5.82591296,1.70488400,0.02498464,0.02017385,0.00705324,0.65335612,0.39439748,0.10420486,0.09542741,0.66094811
-5.81990995,1.75701762,0.02449123,0.02120928,0.00739834,0.69902995,0.42076652,0.11133153,0.09974166,0.65127517
-5.81390695,1.81657773,0.02414318,0.02229340,0.00779233,0.74584644,0.44735335,0.11881177,0.10441233,0.64636507
-5.80790395,1.88254007,0.02392251,0.02341668,0.00823136,0.79342943,0.47392851,0.12661838,0.10940195,0.64570551
-5.80190095,1.95386671,0.02381156,0.02457041,0.00871269,0.84139306,0.50026558,0.13472248,0.11467515,0.64877892
-5.79589795,2.02951719,0.02379342,0.02574692,0.00923443,0.88934733,0.52614543,0.14309338,0.12019866,0.65506784
-5.78989495,2.10845904,0.02385229,0.02693982,0.00979528,0.93690373,0.55136000,0.15169833,0.12594117,0.66405985
-5.78389195,2.18967765,0.02397374,0.02814405,0.01039431,0.98368066,0.57571572,0.16050233,0.13187314,0.67525230
-5.77788894,2.27218522,0.02414495,0.02935609,0.01103072,1.02930864,0.59903635,0.16946790,0.13796643,0.68815666
-5.77188594,2.35502893,0.02435478,0.03057389,0.01170377,1.07343509,0.62116516,0.17855488,0.14419392,0.70230248
-5.76588294,2.43729807,0.02459379,0.03179692,0.01241257,1.11572864,0.64196637,0.18772034,0.15052908,0.71724093
-5.75987994,2.51813042,0.02485409,0.03302605,0.01315601,1.15588300,0.66132593,0.19691854,0.15694545,0.73254801
-5.75387694,2.59671780,0.02512926,0.03426345,0.01393271,1.19362026,0.67915153,0.20610106,0.16341622,0.74782723
-5.74787394,2.67231106,0.02541406,0.03551236,0.01474091,1.22869375,0.69537211,0.21521704,0.16991384,0.76271210
-5.74187094,2.74422452,0.02570417,0.03677690,0.01557852,1.26089050,0.70993672,0.22421366,0.17640963,0.77686813
-5.73586793,2.81184030,0.02599592,0.03806179,0.01644304,1.29003333,0.72281307,0.23303678,0.18287358,0.78999464
-5.72986493,2.87461232,0.02628600,0.03937207,0.01733166,1.31598267,0.73398580,0.24163184,0.18927424,0.80182615
-5.72386193,2.93207046,0.02657118,0.04071283,0.01824124,1.33863823,0.74345465,0.24994492,0.19557873,0.81213366
-5.71785893,2.98382478,0.02684807,0.04208892,0.01916844,1.35794053,0.75123266,0.25792403,0.20175291,0.82072553
-5.71185593,3.02956975,0.02711303,0.04350476,0.02010974,1.37387236,0.75734451,0.26552058,0.20776178,0.82744816
-5.70585293,3.06908874,0.02736195,0.04496414,0.02106164,1.38646016,0.76182521,0.27269101,0.21356994,0.83218635
-5.69984992,3.10225832,0.02759033,0.04647005,0.02202072,1.39577535,0.76471900,0.27939849,0.21914233,0.83486341
-5.69384692,3.12905251,0.02779324,0.04802468,0.02298388,1.40193546,0.76607875,0.28561469,0.22444496,0.83544083
-5.68784392,3.14954664,0.02796544,0.04962944,0.02394845,1.40510516,0.76596567,0.29132155,0.22944592,0.83391769
-5.68184092,3.16392060,0.02810156,0.05128503,0.02491248,1.40549689,0.76444943,0.29651289,0.23411637,0.83032958
-5.67583792,3.17246135,0.02819629,0.05299167,0.02587494,1.40337114,0.76160853,0.30119602,0.23843165,0.82474716
-5.66983492,3.17556442,0.02824458,0.05474937,0.02683600,1.39903619,0.75753098,0.30539305,0.24237241,0.81727434
-5.66383192,3.17373420,0.02824191,0.05655827,0.02779733,1.39284730,0.75231506,0.30914193,0.24592575,0.80804595
-5.65782891,3.16758290,0.02818452,0.05841905,0.02876241,1.38520516,0.74607018,0.31249724,0.24908624,0.79722513
-5.65182591,3.15782811,0.02806964,0.06033340,0.02973686,1.37655363,0.73891762,0.31553062,0.25185695,0.78500041
-5.64582291,3.14528892,0.02789564,0.06230448,0.03072879,1.36737672,0.73099123,0.31833080,0.25425035,0.77158245
-5.63981991,3.13088047,0.02766221,0.06433738,0.03174919,1.35819480,0.72243778,0.32100325,0.25628898,0.75720068
-5.63381691,3.11560715,0.02737043,0.06643962,0.03281223,1.34956006,0.71341715,0.32366948,0.25800605,0.74209977
-5.62781391,3.10055432,0.02702284,0.06862151,0.03393561,1.34205124,0.70410203,0.32646584,0.25944572,0.72653616
-5.62181091,3.08687864,0.02662344,0.07089650,0.03514089,1.33626773,0.69467739,0.32954208,0.26066328,0.71077450
-5.61580790,3.07579705,0.02617761,0.07328137,0.03645374,1.33282298,0.68533937,0.33305942,0.26172496,0.69508431
-5.60980490,3.06857423,0.02569201,0.07579632,0.03790411,1.33233734,0.67629389,0.33718833,0.26270750,0.67973665
-5.60380190,3.06650863,0.02517449,0.07846488,0.03952636,1.33543036,0.66775476,0.34210600,0.26369745,0.66500099
-5.59779890,3.07091686,0.02463388,0.08131363,0.04135924,1.34271247,0.65994133,0.34799341,0.26479015,0.65114214
-5.59179590,3.08311620,0.02407979,0.08437177,0.04344573,1.35477612,0.65307581,0.35503227,0.26608838,0.63841723
-5.58579290,3.10440519,0.02352245,0.08767040,0.04583279,1.37218632,0.64738010,0.36340148,0.26770066,0.62707272
-5.57978989,3.13604205,0.02297245,0.09124165,0.04857080,1.39547063,0.64307229,0.37327354,0.26973928,0.61734132
-5.57378689,3.17922083,0.02244050,0.09511761,0.05171297,1.42510846,0.64036279,0.38481058,0.27231794,0.60943876
-5.56778389,3.23504523,0.02193724,0.09932900,0.05531434,1.46151992,0.63945011,0.39816030,0.27554912,0.60356039
-5.56178089,3.30450034,0.02147298,0.10390380,0.05943075,1.50505406,0.64051641,0.41345165,0.27954117,0.59987751
-5.55577789,3.38842241,0.02105749,0.10886567,0.06411743,1.55597680,0.64372281,0.43079050,0.28439514,0.59853350
-5.54977489,3.48746721,0.02069976,0.11423232,0.06942747,1.61445869,0.64920462,0.45025521,0.29020154,0.59963976
-5.54377189,3.60207786,0.02040782,0.12001398,0.07541009,1.68056271,0.65706652,0.47189228,0.29703692,0.60327150
-5.53776888,3.73245283,0.02018853,0.12621181,0.08210870,1.75423256,0.66737787,0.49571216,0.30496055,0.60946359
-5.53176588,3.87851548,0.02004742,0.13281655,0.08955886,1.83528182,0.68016829,0.52168535,0.31401125,0.61820670
-5.52576288,4.03988644,0.01998851,0.13980743,0.09778626,1.92338451,0.69542365,0.54973898,0.32420446,0.62944369
-5.51975988,4.21586039,0.02001426,0.14715129,0.10680458,2.01806748,0.71308269,0.57975395,0.33552982,0.64306689
-5.51375688,4.40538871,0.02012542,0.15480223,0.11661357,2.11870543,0.73303441,0.61156294,0.34794928,0.65891622
-5.50775388,4.60706956,0.02032104,0.16270161,0.12719722,2.22451885,0.75511644,0.64494928,0.36139592,0.67677845
-5.50175088,4.81914697,0.02059844,0.17077862,0.13852222,2.33457568,0.77911458,0.67964704,0.37577361,0.69638804
-5.49574787,5.03951979,0.02095331,0.17895129,0.15053681,2.44779691,0.80476356,0.71534240,0.39095764,0.71742937
-5.48974487,5.26576175,0.02137977,0.18712819,0.16317002,2.56296663,0.83174926,0.75167631,0.40679625,0.73954090
-5.48374187,5.49515274,0.02187056,0.19521044,0.17633144,2.67874659,0.85971234,0.78824875,0.42311327,0.76232089
-5.47773887,5.72472153,0.02241725,0.20309427,0.18991160,2.79369546,0.88825335,0.82462443,0.43971162,0.78533495
-5.47173587,5.95129914,0.02301044,0.21067397,0.20378288,2.90629232,0.91693922,0.86033985,0.45637775,0.80812505
-5.46573287,6.17158194,0.02364007,0.21784501,0.21780113,3.01496436,0.94531114,0.89491186,0.47288688,0.83021985
-5.45972986,6.38220256,0.02429569,0.22450729,0.23180783,3.11811779,0.97289346,0.92784723,0.48900866,0.85114610
-5.45372686,6.57980675,0.02496673,0.23056844,0.24563293,3.21417144,0.99920352,0.95865320,0.50451331,0.87044046
-5.44772386,6.76113331,0.02564281,0.23594679,0.25909808,3.30159194,1.02376215,0.98684866,0.51917777,0.88766159
-5.44172086,6.92309453,0.02631400,0.24057419,0.27202041,3.37892930,1.04610439,1.01197554,0.53279170,0.90240183
-5.43571786,7.06285391,0.02697099,0.24439812,0.28421654,3.44485179,1.06579016,1.03361007,0.54516295,0.91429807
-5.42971486,7.17789831,0.02760532,0.24738340,0.29550683,3.49817883,1.08241460,1.05137353,0.55612246,0.92304132
-5.42371186,7.26610162,0.02820946,0.24951304,0.30571964,3.53791063,1.09561759,1.06494202,0.56552809,0.92838461
-5.41770885,7.32577760,0.02877689,0.25078841,0.31469557,3.56325343,1.10509229,1.07405493,0.57326743,0.93014889
-5.41170585,7.35571963,0.02930205,0.25122859,0.32229132,3.57363959,1.11059231,1.07852175,0.57925939,0.92822669
-5.40570285,7.35522620,0.02978033,0.25086898,0.32838332,3.56874145,1.11193740,1.07822698,0.58345449,0.92258343
-5.39969985,7.32411123,0.03020796,0.24975922,0.33287078,3.54847874,1.10901741,1.07313285,0.58583403,0.91325636
-5.39369685,7.26269923,0.03058183,0.24796048,0.33567817,3.51301916,1.10179463,1.06327992,0.58640801,0.90035128
-5.38769385,7.17180590,0.03089934,0.24554242,0.33675697,3.46277226,1.09030429,1.04878546,0.58521224,0.88403726
-5.38169085,7.05270566,0.03115823,0.24257982,0.33608677,3.39837707,1.07465351,1.02983964,0.58230461,0.86453959
-5.37568784,6.90708780,0.03135643,0.23914912,0.33367558,3.32068390,1.05501866,1.00669991,0.57776100,0.84213154
-5.36968484,6.73700371,0.03149187,0.23532517,0.32955939,3.23073140,1.03164156,0.97968360,0.57167092,0.81712509
-5.36368184,6.54480779,0.03156244,0.23117825,0.32380099,3.12971979,1.00482443,0.94915932,0.56413336,0.78986135
-5.35767884,6.33309482,0.03156590,0.22677151,0.31648824,3.01898138,0.97492418,0.91553728,0.55525291,0.76070098
-5.35167584,6.10463642,0.03149990,0.22215915,0.30773162,2.89994970,0.94234604,0.87925912,0.54513652,0.73001499
-5.34567284,5.86231923,0.03136203,0.21738518,0.29766143,2.77412817,0.90753686,0.84078756,0.53389110,0.69817636
-5.33966983,5.60908685,0.03114997,0.21248305,0.28642453,2.64305969,0.87097841,0.80059621,0.52162182,0.66555276
-5.33366683,5.34788745,0.03086164,0.20747595,0.27418079,2.50829779,0.83318051,0.75915996,0.50843150,0.63250048
-5.32766383,5.08162807,0.03049543,0.20237792,0.26109952,2.37138034,0.79467457,0.71694612,0.49442076,0.59935971
-5.32166083,4.81313648,0.03005042,0.19719548,0.24735568,2.23380613,0.75600714,0.67440664,0.47968895,0.56645124
-5.31565783,4.54513055,0.02952668,0.19192984,0.23312628,2.09701498,0.71773387,0.63197145,0.46433567,0.53407440
-5.30965483,4.28019498,0.02892545,0.18657940,0.21858688,1.96237110,0.68041356,0.59004301,0.44846270,0.50250612
-5.30365183,4.02076447,0.02824943,0.18114240,0.20390840,1.83114999,0.64460239,0.54899215,0.43217605,0.47200099
-5.29764882,3.76911237,0.02750288,0.17561960,0.18925409,1.70452845,0.61084814,0.50915503,0.41558789,0.44279187
-5.29164582,3.52734341,0.02669180,0.17001665,0.17477710,1.58357728,0.57968439,0.47083122,0.39881818,0.41509104
-5.28564282,3.29738932,0.02582399,0.16434620,0.16061822,1.46925643,0.55162438,0.43428267,0.38199571,0.38909144
-5.27963982,3.08100595,0.02490897,0.15862946,0.14690426,1.36241189,0.52715474,0.39973359,0.36525847,0.36496776
-5.27363682,2.87977064,0.02395791,0.15289713,0.13374674,1.26377399,0.50672867,0.36737075,0.34875314,0.34287738
-5.26763382,2.69507900,0.02298350,0.14718975,0.12124109,1.17395656,0.49075888,0.33734450,0.33263380,0.32296068
-5.26163082,2.52814047,0.02199964,0.14155727,0.10946629,1.09345668,0.47961013,0.30976990,0.31705970,0.30534093
-5.25562781,2.37997213,0.02102115,0.13605810,0.09848488,1.02265465,0.47359151,0.28472818,0.30219230,0.29012354
-5.24962481,2.25139096,0.02006345,0.13075742,0.08834336,0.96181412,0.47294866,0.26226831,0.28819171,0.27739471
-5.24362181,2.14300473,0.01914216,0.12572510,0.07907290,0.91108228,0.47785620,0.24240856,0.27521257,0.26721961
-5.23761881,2.05520214,0.01827268,0.12103327,0.07069037,0.87049019,0.48841047,0.22513817,0.26339987,0.25964021
-5.23161581,1.98814308,0.01746984,0.11675352,0.06319959,0.83995341,0.50462322,0.21041896,0.25288457,0.25467286
-5.22561281,1.94174988,0.01674750,0.11295420,0.05659274,0.81927323,0.52641625,0.19818705,0.24377958,0.25230593
-5.21960980,1.91570073,0.01611818,0.10969767,0.05085191,0.80813865,0.55361772,0.18835455,0.23617618,0.25249751
-5.21360680,1.90942623,0.01559281,0.10703774,0.04595084,0.80612961,0.58596017,0.18081145,0.23014103,0.25517369
-5.20760380,1.92211013,0.01518048,0.10501759,0.04185658,0.81272159,0.62308082,0.17542761,0.22571404,0.26022728
-5.20160080,1.95269507,0.01488822,0.10366792,0.03853131,0.82729198,0.66452421,0.17205498,0.22290714,0.26751738
-5.19559780,1.99989399,0.01472091,0.10300580,0.03593408,0.84912829,0.70974753,0.17052999,0.22170401,0.27686982
-5.18959480,2.06220754,0.01468125,0.10303392,0.03402263,0.87743847,0.75812849,0.17067626,0.22206083,0.28807864
-5.18359180,2.13794768,0.01476974,0.10374058,0.03275510,0.91136322,0.80897595,0.17230754,0.22390793,0.30090851
-5.17758879,2.22526718,0.01498476,0.10510007,0.03209179,0.94999017,0.86154281,0.17523083,0.22715227,0.31509837
-5.17158579,2.32219458,0.01532271,0.10707377,0.03199688,0.99236989,0.91504124,0.17924982,0.23168069,0.33036586
-5.16558279,2.42667375,0.01577818,0.10961157,0.03244005,1.03753323,0.96865944,0.18416838,0.23736364,0.34641280
-5.15957979,2.53660705,0.01634413,0.11265383,0.03339819,1.08450961,1.02157978,0.18979418,0.24405930,0.36293129
-5.15357679,2.64990079,0.01701218,0.11613353,0.03485688,1.13234582,1.07299738,0.19594231,0.25161781,0.37961040
-5.14757379,2.76451160,0.01777281,0.11997877,0.03681195,1.18012475,1.12213875,0.20243876,0.25988559,0.39614320
-5.14157079,2.87849212,0.01861568,0.12411521,0.03927077,1.22698340,1.16827970,0.20912379,0.26870931,0.41223382
-5.13556778,2.99003461,0.01952990,0.12846871,0.04225350,1.27212973,1.21076181,0.21585492,0.27793960,0.42760439
-5.12956478,3.09751074,0.02050430,0.13296772,0.04579405,1.31485763,1.24900697,0.22250955,0.28743425,0.44200152
-5.12356178,3.19950637,0.02152770,0.13754553,0.04994070,1.35455966,1.28252937,0.22898711,0.29706079,0.45520215
-5.11755878,3.29484992,0.02258922,0.14214230,0.05475642,1.39073699,1.31094461,0.23521059,0.30669853,0.46701853
-5.11155578,3.38263331,0.02367845,0.14670666,0.06031864,1.42300631,1.33397552,0.24112749,0.31623982,0.47730208
-5.10555278,3.46222475,0.02478573,0.15119696,0.06671850,1.45110347,1.35145464,0.24670996,0.32559079,0.48594614
-5.09954977,3.53327274,0.02590233,0.15558204,0.07405942,1.47488368,1.36332338,0.25195430,0.33467143,0.49288731
-5.09354677,3.59570108,0.02702060,0.15984155,0.08245493,1.49431833,1.36962785,0.25687970,0.34341517,0.49810548
-5.08754377,3.64969509,0.02813409,0.16396578,0.09202574,1.50948853,1.37051188,0.26152616,0.35176797,0.50162254
-5.08154077,3.69567918,0.02923762,0.16795505,0.10289596,1.52057558,1.36620733,0.26595178,0.35968716,0.50349967
-5.07553777,3.73428673,0.03032730,0.17181856,0.11518852,1.52784873,1.35702243,0.27022934,0.36713992,0.50383352
-5.06953477,3.76632292,0.03140050,0.17557293,0.12901986,1.53165059,1.34332847,0.27444234,0.37410164,0.50275128
-5.06353177,3.79272195,0.03245570,0.17924036,0.14449390,1.53238066,1.32554559,0.27868052,0.38055421,0.50040482
-5.05752876,3.81449993,0.03349239,0.18284648,0.16169552,1.53047757,1.30412800,0.28303504,0.38648426,0.49696422
-5.05152576,3.83270507,0.03451081,0.18641804,0.18068384,1.52640056,1.27954946,0.28759353,0.39188153,0.49261085
-5.04552276,3.84836684,0.03551168,0.18998049,0.20148528,1.52061071,1.25228924,0.29243496,0.39673723,0.48753021
-5.03951976,3.86244608,0.03649587,0.19355555,0.22408705,1.51355275,1.22281913,0.29762484,0.40104266,0.48190493
-5.03351676,3.87578768,0.03746407,0.19715891,0.24843115,1.50563778,1.19159190,0.30321059,0.40478789,0.47590800
-5.02751376,3.88907796,0.03841638,0.20079809,0.27440933,1.49722769,1.15903132,0.30921755,0.40796067,0.46969670
-5.02151076,3.90280824,0.03935197,0.20447066,0.30185935,1.48862174,1.12552408,0.31564570,0.41054562,0.46340721
-5.01550775,3.91724636,0.04026872,0.20816287,0.33056291,1.48004585,1.09141364,0.32246726,0.41252358,0.45715031
-5.00950475,3.93241752,0.04116292,0.21184873,0.36024546,1.47164489,1.05699611,0.32962537,0.41387122,0.45100815
-5.00350175,3.94809539,0.04202904,0.21548966,0.39057819,1.46347853,1.02251807,0.33703393,0.41456104,0.44503232
-4.99749875,3.96380430,0.04285957,0.21903475,0.42118225,1.45552064,0.98817623,0.34457872,0.41456158,0.43924330
-4.99149575,3.97883275,0.04364500,0.22242165,0.45163537,1.44766243,0.95411887,0.35211976,0.41383798,0.43363108
-4.98549275,3.99225799,0.04437390,0.22557797,0.48148070,1.43971934,0.92044880,0.35949500,0.41235299,0.42815729
-4.97948974,4.00298100,0.04503311,0.22842339,0.51023760,1.43144131,0.88722769,0.36652504,0.41006817,0.42275834
-4.97348674,4.00977058,0.04560806,0.23087219,0.53741433,1.42252614,0.85448149,0.37301902,0.40694554,0.41734970
-4.96748374,4.01131498,0.04608324,0.23283616,0.56252184,1.41263546,0.82220665,0.37878111,0.40294947,0.41183101
-4.96148074,4.00627880,0.04644270,0.23422791,0.58508846,1.40141249,0.79037698,0.38361769,0.39804882,0.40609182
-4.95547774,3.99336281,0.04667071,0.23496423,0.60467471,1.38850099,0.75895076,0.38734468,0.39221920,0.40001768
-4.94947474,3.97136387,0.04675240,0.23496954,0.62088761,1.37356437,0.72787784,0.38979472,0.38544536,0.39349633
-4.94347174,3.93923237,0.04667445,0.23417918,0.63339393,1.35630409,0.69710653,0.39082399,0.37772340,0.38642370
-4.93746873,3.89612420,0.04642574,0.23254237,0.64193167,1.33647653,0.66658995,0.39031824,0.36906290,0.37870944
-4.93146573,3.84144487,0.04599794,0.23002479,0.64631931,1.31390734,0.63629163,0.38819766,0.35948866,0.37028177
-4.92546273,3.77488360,0.04538607,0.22661060,0.64646226,1.28850266,0.60619018,0.38442060,0.34904203,0.36109141
-4.91945973,3.69643554,0.04458883,0.22230378,0.64235633,1.26025650,0.57628287,0.37898561,0.33778174,0.35111436
-4.91345673,3.60641119,0.04360889,0.21712880,0.63408798,1.22925401,0.54658798,0.37193200,0.32578404,0.34035367
-4.90745373,3.50543242,0.04245298,0.21113051,0.62183128,1.19567038,0.51714597,0.36333869,0.31314221,0.32883977
-4.90145073,3.39441548,0.04113179,0.20437335,0.60584178,1.15976547,0.48801934,0.35332147,0.29996548,0.31662970
-4.89544772,3.27454176,0.03965974,0.19693981,0.58644767,1.12187449,0.45929141,0.34202888,0.28637720,0.30380521
-4.88944472,3.14721812,0.03805461,0.18892831,0.56403840,1.08239523,0.43106397,0.32963678,0.27251252,0.29046976
-4.88344172,3.01402869,0.03633699,0.18045059,0.53905166,1.04177254,0.40345417,0.31634200,0.25851561,0.27674480
-4.87743872,2.87668085,0.03452970,0.17162868,0.51195895,1.00048107,0.37659064,0.30235541,0.24453652,0.26276529
-4.87143572,2.73694800,0.03265706,0.16259170,0.48325073,0.95900699,0.35060932,0.28789463,0.23072793,0.24867502
-4.86543272,2.59661225,0.03074416,0.15347249,0.45342155,0.91782988,0.32564903,0.27317682,0.21724181,0.23462162
-4.85942971,2.45740948,0.02881617,0.14440442,0.42295597,0.87740568,0.30184712,0.25841191,0.20422633,0.22075185
-4.85342671,2.32097969,0.02689760,0.13551825,0.39231565,0.83815161,0.27933550,0.24379654,0.19182297,0.20720710
-4.84742371,2.18882442,0.02501169,0.12693941,0.36192822,0.80043372,0.25823702,0.22950882,0.18016410,0.19411949
-4.84142071,2.06227310,0.02317987,0.11878564,0.33217822,0.76455771,0.23866267,0.21570443,0.16937103,0.18160863
-4.83541771,1.94245927,0.02142135,0.11116505,0.30340028,0.73076327,0.22070930,0.20251376,0.15955266,0.16977919
-4.82941471,1.83030710,0.01975274,0.10417472,0.27587476,0.69922214,0.20445829,0.19004044,0.15080465,0.15871924
-4.82341171,1.72652799,0.01818797,0.09789974,0.24982565,0.67003961,0.18997488,0.17836114,0.14320914,0.14849950
-4.81740870,1.63162645,0.01673815,0.09241273,0.22542075,0.64325925,0.17730816,0.16752638,0.13683498,0.13917335
-4.81140570,1.54591404,0.01541168,0.08777372,0.20277383,0.61887035,0.16649176,0.15756249,0.13173831,0.13077749
-4.80540270,1.46952971,0.01421436,0.08403043,0.18194838,0.59681730,0.15754481,0.14847426,0.12796345,0.12333329
-4.79939970,1.40246467,0.01314967,0.08121877,0.16296277,0.57701023,0.15047325,0.14024817,0.12554394,0.11684846
-4.79339670,1.34458976,0.01221904,0.07936347,0.14579628,0.55933619,0.14527119,0.13285602,0.12450363,0.11131904
-4.78739370,1.29568345,0.01142219,0.07847892,0.13039564,0.54366995,0.14192224,0.12625860,0.12485766,0.10673157
-4.78139070,1.25545866,0.01075749,0.07856997,0.11668191,0.52988390,0.14040052,0.12040930,0.12661332,0.10306512
-4.77538769,1.22358688,0.01022232,0.07963269,0.10455702,0.51785643,0.14067138,0.11525748,0.12977067,0.10029329
-4.76938469,1.19971848,0.00981336,0.08165512,0.09391008,0.50747822,0.14269170,0.11075135,0.13432290,0.09838593
-4.76338169,1.18349842,0.00952693,0.08461799,0.08462300,0.49865653,0.14640972,0.10684047,0.14025639,0.09731050
-4.75737869,1.17457711,0.00935921,0.08849523,0.07657537,0.49131700,0.15176439,0.10347760,0.14755052,0.09703313
-4.75137569,1.17261640,0.00930647,0.09325454,0.06964850,0.48540348,0.15868441,0.10062011,0.15617734,0.09751935
-4.74537269,1.17729128,0.00936516,0.09885790,0.06372862,0.48087586,0.16708697,0.09823085,0.16610103,0.09873439
-4.73936968,1.18828795,0.00953210,0.10526203,0.05870919,0.47770648,0.17687629,0.09627858,0.17727736,0.10064329
-4.73336668,1.20529926,0.00980444,0.11241890,0.05449254,0.47587548,0.18794227,0.09473815,0.18965315,0.10321072
-4.72736368,1.22801868,0.01017970,0.12027632,0.05099076,0.47536583,0.20015926,0.09359038,0.20316591,0.10640071
-4.72136068,1.25613375,0.01065578,0.12877848,0.04812611,0.47615839,0.21338524,0.09282194,0.21774356,0.11017619
-4.71535768,1.28932029,0.01123084,0.13786674,0.04583099,0.47822772,0.22746150,0.09242512,0.23330452,0.11449865
-4.70935468,1.32723807,0.01190327,0.14748030,0.04404763,0.48153891,0.24221302,0.09239783,0.24975792,0.11932775
-4.70335168,1.36952876,0.01267157,0.15755698,0.04272763,0.48604602,0.25744954,0.09274363,0.26700423,0.12462111
-4.69734867,1.41581655,0.01353429,0.16803405,0.04183142,0.49169209,0.27296760,0.09347205,0.28493601,0.13033417
-4.69134567,1.46571169,0.01448993,0.17884896,0.04132772,0.49841101,0.28855332,0.09459902,0.30343895,0.13642027
-4.68534267,1.51881664,0.01553685,0.18993996,0.04119312,0.50613103,0.30398605,0.09614751,0.32239306,0.14283086
-4.67933967,1.57473479,0.01667317,0.20124671,0.04141167,0.51477988,0.31904279,0.09814829,0.34167397,0.14951583
-4.67333667,1.63308085,0.01789679,0.21271062,0.04197464,0.52429082,0.33350316,0.10064060,0.36115423,0.15642402
-4.66733367,1.69349242,0.01920526,0.22427507,0.04288033,0.53460961,0.34715488,0.10367284,0.38070465,0.16350380
-4.66133067,1.75564182,0.02059580,0.23588548,0.04413387,0.54570141,0.35979947,0.10730295,0.40019558,0.17070369
-4.65532766,1.81924718,0.02206531,0.24748916,0.04574710,0.55755746,0.37125794,0.11159848,0.41949813,0.17797311
-4.64932466,1.88408224,0.02361039,0.25903507,0.04773829,0.57020060,0.38137629,0.11663619,0.43848527,0.18526301
-4.64332166,1.94998373,0.02522734,0.27047355,0.05013180,0.58368935,0.39003056,0.12250107,0.45703291,0.19252659
