energy_ev,total_up,Mo_p_up,Mo_d_up,P_s_up,P_p_up,Se_s_up,Se_p_up
-5.12356178,2.17062339,0.46255916,1.18219266,0.00484282,0.26209004,0.03643546,0.85951118
-5.11755878,2.17425601,0.43990078,1.18851094,0.00500839,0.24191228,0.03632979,0.86974195
-5.11155578,2.18694962,0.42205356,1.19909649,0.00519106,0.22367836,0.03634289,0.88318525
-5.10555278,2.20852234,0.40884856,1.21382254,0.00538827,0.20753777,0.03647590,0.89975355
-5.09954977,2.23861336,0.40009908,1.23245281,0.00559704,0.19360918,0.03672786,0.91929580
-5.09354677,2.27668736,0.39560028,1.25464660,0.00581403,0.18198044,0.03709544,0.94159715
-5.08754377,2.32204753,0.39512966,1.27996941,0.00603561,0.17270945,0.03757284,0.96638190
-5.08154077,2.37385655,0.39844819,1.30790827,0.00625801,0.16582559,0.03815178,0.99331953
-5.07553777,2.43116417,0.40530211,1.33789118,0.00647733,0.16133155,0.03882172,1.02203343
-5.06953477,2.49294005,0.41542499,1.36930954,0.00668975,0.15920539,0.03957007,1.05211191
-5.06353177,2.55810971,0.42854007,1.40154247,0.00689161,0.15940247,0.04038266,1.08312059
-5.05752876,2.62559159,0.44436265,1.43398160,0.00707952,0.16185738,0.04124417,1.11461564
-5.05152576,2.69433318,0.46260228,1.46605504,0.00725047,0.16648545,0.04213863,1.14615691
-5.04552276,2.76334415,0.48296481,1.49724932,0.00740199,0.17318403,0.04304999,1.17732028
-5.03951976,2.83172471,0.50515405,1.52712804,0.00753212,0.18183347,0.04396259,1.20770842
-5.03351676,2.89868803,0.52887323,1.55534658,0.00763954,0.19229773,0.04486164,1.23695955
-5.02751376,2.96357553,0.55382605,1.58166193,0.00772358,0.20442494,0.04573365,1.26475367
-5.02151076,3.02586493,0.57971764,1.60593760,0.00778419,0.21804778,0.04656673,1.29081623
-5.01550775,3.08517102,0.60625541,1.62814344,0.00782196,0.23298402,0.04735087,1.31491912
-5.00950475,3.14123969,0.63314994,1.64835072,0.00783799,0.24903723,0.04807804,1.33687934
-5.00350175,3.19393652,0.66011616,1.66672296,0.00783389,0.26599787,0.04874232,1.35655561
-4.99749875,3.24323096,0.68687480,1.68350343,0.00781165,0.28364491,0.04933982,1.37384356
-4.99149575,3.28917779,0.71315441,1.69900000,0.00777355,0.30174793,0.04986866,1.38867009
-4.98549275,3.33189748,0.73869386,1.71356860,0.00772205,0.32006994,0.05032877,1.40098738
-4.97948974,3.37155685,0.76324539,1.72759591,0.00765969,0.33837074,0.05072176,1.41076749
-4.97348674,3.40835136,0.78657827,1.74148253,0.00758902,0.35641088,0.05105073,1.41799766
-4.96748374,3.44249016,0.80848274,1.75562706,0.00751250,0.37395605,0.05132000,1.42267710
-4.96148074,3.47418439,0.82877430,1.77041187,0.00743245,0.39078180,0.05153495,1.42481524
-4.95547774,3.50363907,0.84729795,1.78619075,0.00735104,0.40667831,0.05170180,1.42443165
-4.94947474,3.53104852,0.86393223,1.80327882,0.00727021,0.42145515,0.05182741,1.42155758
-4.94347174,3.55659478,0.87859278,1.82194436,0.00719173,0.43494560,0.05191912,1.41623876
-4.93746873,3.58044830,0.89123507,1.84240279,0.00711722,0.44701048,0.05198459,1.40853920
-4.93146573,3.60277030,0.90185632,1.86481210,0.00704815,0.45754124,0.05203164,1.39854555
-4.92546273,3.62371551,0.91049609,1.88926986,0.00698589,0.46646212,0.05206815,1.38637150
-4.91945973,3.64343496,0.91723575,1.91581114,0.00693179,0.47373126,0.05210193,1.37216175
-4.91345673,3.66207772,0.92219664,1.94440742,0.00688724,0.47934083,0.05214065,1.35609528
-4.90745373,3.67979153,0.92553705,1.97496621,0.00685367,0.48331599,0.05219175,1.33838732
-4.90145073,3.69672200,0.92744812,2.00733138,0.00683266,0.48571299,0.05226239,1.31929012
-4.89544772,3.71301066,0.92814896,2.04128450,0.00682596,0.48661639,0.05235942,1.29909221
-4.88944472,3.72879220,0.92788121,2.07654716,0.00683549,0.48613556,0.05248940,1.27811624
-4.88344172,3.74419164,0.92690331,2.11278482,0.00686344,0.48440086,0.05265860,1.25671563
-4.87743872,3.75932203,0.92548496,2.14961246,0.00691221,0.48155957,0.05287311,1.23527008
-4.87143572,3.77428360,0.92390184,2.18660222,0.00698445,0.47777185,0.05313888,1.21418039
-4.86543272,3.78916489,0.92243104,2.22329339,0.00708305,0.47320694,0.05346190,1.19386271
-4.85942971,3.80404636,0.92134723,2.25920474,0.00721109,0.46803985,0.05384833,1.17474262
-4.85342671,3.81900661,0.92091970,2.29384907,0.00737185,0.46244851,0.05430465,1.15724920
-4.84742371,3.83413120,0.92141032,2.32674963,0.00756872,0.45661163,0.05483778,1.14180919
-4.84142071,3.84952329,0.92307222,2.35745782,0.00780515,0.45070707,0.05545527,1.12884137
-4.83541771,3.86531554,0.92614904,2.38557151,0.00808458,0.44491087,0.05616532,1.11875115
-4.82941471,3.88168192,0.93087456,2.41075282,0.00841029,0.43939660,0.05697680,1.11192520
-4.82341171,3.89884823,0.93747232,2.43274454,0.00878536,0.43433508,0.05789921,1.10872609
-4.81740870,3.91710002,0.94615499,2.45138392,0.00921245,0.42989409,0.05894248,1.10948672
-4.81140570,3.93678645,0.95712323,2.46661293,0.00969370,0.42623802,0.06011673,1.11450448
-4.80540270,3.95831915,0.97056381,2.47848404,0.01023054,0.42352716,0.06143184,1.12403500
-4.79939970,3.98216530,0.98664686,2.48716079,0.01082349,0.42191657,0.06289704,1.13828556
-4.79339670,4.00883449,1.00552219,2.49291292,0.01147202,0.42155430,0.06452031,1.15740823
-4.78739370,4.03885972,1.02731489,2.49610587,0.01217435,0.42257899,0.06630776,1.18149302
-4.78139070,4.07277306,1.05212022,2.49718509,0.01292733,0.42511691,0.06826300,1.21056129
-4.77538769,4.11107732,1.07999826,2.49665575,0.01372629,0.42927833,0.07038651,1.24455995
-4.76938469,4.15421519,1.11096857,2.49505899,0.01456495,0.43515355,0.07267505,1.28335683
-4.76338169,4.20253801,1.14500535,2.49294583,0.01543544,0.44280876,0.07512118,1.32673780
-4.75737869,4.25627612,1.18203342,2.49085042,0.01632833,0.45228190,0.07771290,1.37440607
-4.75137569,4.31551299,1.22192555,2.48926406,0.01723270,0.46357881,0.08043348,1.42598413
-4.74537269,4.38016518,1.26450127,2.48861152,0.01813637,0.47667008,0.08326148,1.48101847
-4.73936968,4.44996971,1.30952747,2.48923125,0.01902613,0.49148861,0.08617095,1.53898727
-4.73336668,4.52448003,1.35672086,2.49136045,0.01988810,0.50792835,0.08913188,1.59931101
-4.72736368,4.60307132,1.40575212,2.49512603,0.02070807,0.52584422,0.09211083,1.66136551
-4.72136068,4.68495490,1.45625164,2.50054190,0.02147197,0.54505342,0.09507175,1.72449707
-4.71535768,4.76920130,1.50781639,2.50751263,0.02216631,0.56533804,0.09797692,1.78803895
-4.70935468,4.85477052,1.56001757,2.51584319,0.02277867,0.58644904,0.10078801,1.85132829
-4.70335168,4.94054775,1.61240854,2.52525401,0.02329808,0.60811137,0.10346715,1.91372273
-4.69734867,5.02538239,1.66453238,2.53540025,0.02371552,0.63003005,0.10597804,1.97461561
-4.69134567,5.10812786,1.71592883,2.54589400,0.02402419,0.65189705,0.10828692,2.03344911
-4.68534267,5.18767985,1.76614006,2.55632779,0.02421979,0.67339843,0.11036348,2.08972435
-4.67933967,5.26301063,1.81471508,2.56629806,0.02430073,0.69422177,0.11218159,2.14300814
-4.67333667,5.33319749,1.86121265,2.57542685,0.02426811,0.71406324,0.11371979,2.19293587
-4.66733367,5.39744374,1.90520281,2.58338055,0.02412575,0.73263427,0.11496166,2.23921071
-4.66133067,5.45509141,1.94626724,2.58988454,0.02387995,0.74966744,0.11589587,2.28159910
-4.65532766,5.50562524,1.98399880,2.59473294,0.02353929,0.76492146,0.11651609,2.31992328
-4.64932466,5.54866844,2.01800081,2.59779312,0.02311422,0.77818502,0.11682070,2.35405141
-4.64332166,5.58397094,2.04788657,2.59900487,0.02261667,0.78927960,0.11681233,2.38388624
-4.63731866,5.61139182,2.07327977,2.59837461,0.02205955,0.79806108,0.11649730,2.40935332
-4.63131566,5.63087749,2.09381617,2.59596531,0.02145629,0.80442038,0.11588502,2.43038979
-4.62531266,5.64243789,2.10914719,2.59188295,0.02082028,0.80828307,0.11498738,2.44693462
-4.61930965,5.64612261,2.11894538,2.58626080,0.02016446,0.80960828,0.11381812,2.45892135
-4.61330665,5.64199908,2.12291211,2.57924268,0.01950086,0.80838701,0.11239239,2.46627366
-4.60730365,5.63013453,2.12078717,2.57096637,0.01884023,0.80463996,0.11072631,2.46890451
-4.60130065,5.61058311,2.11235991,2.56154852,0.01819178,0.79841522,0.10883671,2.46671869
-4.59529765,5.58337904,2.09748154,2.55107202,0.01756297,0.78978583,0.10674106,2.45961883
-4.58929465,5.54853629,2.07607770,2.53957659,0.01695942,0.77884737,0.10445745,2.44751436
-4.58329165,5.50605460,2.04816055,2.52705339,0.01638487,0.76571572,0.10200475,2.43033283
-4.57728864,5.45593131,2.01383963,2.51344370,0.01584128,0.75052497,0.09940288,2.40803276
-4.57128564,5.39817800,1.97333047,2.49864194,0.01532897,0.73342554,0.09667313,2.38061708
-4.56528264,5.33284049,1.92696039,2.48250256,0.01484682,0.71458237,0.09383846,2.34814624
-4.55927964,5.26002085,1.87517076,2.46485053,0.01439251,0.69417336,0.09092387,2.31075002
-4.55327664,5.17989951,1.81851541,2.44549451,0.01396285,0.67238772,0.08795670,2.26863717
-4.54727364,5.09275609,1.75765488,2.42424204,0.01355403,0.64942438,0.08496672,2.22210219
-4.54127064,4.99898716,1.69334668,2.40091566,0.01316199,0.62549025,0.08198627,2.17152866
-4.53526763,4.89911983,1.62643176,2.37536905,0.01278262,0.60079836,0.07905009,2.11738894
-4.52926463,4.79381996,1.55781771,2.34750215,0.01241210,0.57556585,0.07619509,2.06023992
-4.52326163,4.68389435,1.48845934,2.31727455,0.01204713,0.55001175,0.07345983,2.00071515
-4.51725863,4.57028656,1.41933738,2.28471605,0.01168508,0.52435460,0.07088395,1.93951350
-4.51125563,4.45406631,1.35143632,2.24993421,0.01132422,0.49881000,0.06850729,1.87738492
-4.50525263,4.33641281,1.28572209,2.21311808,0.01096376,0.47358806,0.06636903,1.81511383
-4.49924962,4.21859275,1.22312064,2.17453825,0.01060399,0.44889093,0.06450655,1.75350101
-4.49324662,4.10193383,1.16449799,2.13454298,0.01024630,0.42491041,0.06295438,1.69334454
-4.48724362,3.98779497,1.11064273,2.09355090,0.00989315,0.40182587,0.06174300,1.63542075
-4.48124062,3.87753463,1.06225123,2.05204048,0.00954811,0.37980239,0.06089776,1.58046586
-4.47523762,3.77247852,1.01991609,2.01053708,0.00921572,0.35898931,0.06043777,1.52915906
-4.46923462,3.67388818,0.98411805,1.96959810,0.00890150,0.33951927,0.06037499,1.48210760
-4.46323162,3.58293181,0.95522139,1.92979727,0.00861176,0.32150762,0.06071351,1.43983441
-4.45722861,3.50065850,0.93347270,1.89170869,0.00835358,0.30505236,0.06144894,1.40276872
-4.45122561,3.42797696,0.91900280,1.85589155,0.00813459,0.29023453,0.06256818,1.37123982
-4.44522261,3.36563945,0.91183147,1.82287614,0.00796287,0.27711887,0.06404935,1.34547407
-4.43921961,3.31423134,0.91187453,1.79315188,0.00784675,0.26575488,0.06586211,1.32559526
-4.43321661,3.27416646,0.91895273,1.76715752,0.00779467,0.25617795,0.06796819,1.31162781
-4.42721361,3.24568798,0.93280185,1.74527404,0.00781493,0.24841062,0.07032229,1.30350282
-4.42121061,3.22887421,0.95308351,1.72781997,0.00791553,0.24246370,0.07287316,1.30106625
-4.41520760,3.22364849,0.97939609,1.71504914,0.00810385,0.23833719,0.07556496,1.30408880
-4.40920460,3.22979211,1.01128519,1.70715033,0.00838648,0.23602083,0.07833876,1.31227686
-4.40320160,3.24695894,1.04825327,1.70424858,0.00876894,0.23549429,0.08113417,1.32528383
-4.39719860,3.27469063,1.08976799,1.70640727,0.00925537,0.23672684,0.08389100,1.34272129
-4.39119560,3.31243110,1.13526917,1.71363072,0.00984830,0.23967646,0.08655090,1.36416941
-4.38519260,3.35953934,1.18417416,1.72586656,0.01054838,0.24428859,0.08905893,1.38918604
-4.37918959,3.41529976,1.23588174,1.74300750,0.01135413,0.25049436,0.09136492,1.41731442
-4.37318659,3.47892984,1.28977468,1.76489230,0.01226177,0.25820864,0.09342463,1.44808902
-4.36718359,3.54958492,1.34522146,1.79130578,0.01326501,0.26732796,0.09520072,1.48103984
-4.36118059,3.62636073,1.40157740,1.82197805,0.01435495,0.27772856,0.09666330,1.51569522
-4.35517759,3.70829447,1.45818602,1.85658330,0.01552012,0.28926477,0.09779031,1.55158348
-4.34917459,3.79436551,1.51438100,1.89473858,0.01674645,0.30176800,0.09856751,1.58823416
-4.34317159,3.88349718,1.56948958,1.93600335,0.01801749,0.31504658,0.09898828,1.62517912
-4.33716858,3.97456108,1.62283773,1.97988031,0.01931460,0.32888658,0.09905314,1.66195445
-4.33116558,4.06638513,1.67375775,2.02581834,0.02061736,0.34305379,0.09876906,1.69810357
-4.32516258,4.15776676,1.72159840,2.07321804,0.02190397,0.35729706,0.09814877,1.73318219
-4.31915958,4.24749175,1.76573775,2.12144032,0.02315179,0.37135283,0.09720985,1.76676539
-4.31315658,4.33435914,1.80559851,2.16981821,0.02433795,0.38495091,0.09597393,1.79845696
-4.30715358,4.41721185,1.84066542,2.21767182,0.02544004,0.39782129,0.09446591,1.82790104
