energy_ev,total_up,Hg_p_up,Hg_d_up,Li_s_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.76588294,0.97414435,0.20524958,0.22155366,0.06170117,0.04707257,0.02140929,0.43827743,0.00000000
-5.75987994,0.95908563,0.21161291,0.21908370,0.06112317,0.04837030,0.02282024,0.42924607,0.00000000
-5.75387694,0.94990321,0.22011472,0.21805216,0.06138498,0.04965637,0.02478432,0.42237206,0.00000000
-5.74787394,0.94672101,0.23093556,0.21849725,0.06256864,0.05091492,0.02735609,0.41765700,0.00000000
-5.74187094,0.94966250,0.24426220,0.22046259,0.06475172,0.05213368,0.03058951,0.41509807,0.00000000
-5.73586793,0.95885425,0.26028331,0.22399718,0.06800619,0.05330455,0.03453641,0.41469155,0.00000000
-5.72986493,0.97442561,0.27918342,0.22915428,0.07239696,0.05442406,0.03924470,0.41643519,0.00000000
-5.72386193,0.99650400,0.30113514,0.23598890,0.07798011,0.05549352,0.04475622,0.42032888,0.00000000
-5.71785893,1.02520558,0.32628980,0.24455420,0.08480069,0.05651902,0.05110440,0.42637367,0.00000000
-5.71185593,1.06062172,0.35476679,0.25489663,0.09289025,0.05751105,0.05831173,0.43456906,0.00000000
-5.70585293,1.10280143,0.38664184,0.26705012,0.10226407,0.05848399,0.06638715,0.44490854,0.00000000
-5.69984992,1.15173089,0.42193487,0.28102963,0.11291827,0.05945528,0.07532344,0.45737388,0.00000000
-5.69384692,1.20731095,0.46059801,0.29682421,0.12482687,0.06044442,0.08509484,0.47192818,0.00000000
-5.68784392,1.26933421,0.50250434,0.31439027,0.13793903,0.06147179,0.09565488,0.48850842,0.00000000
-5.68184092,1.33746311,0.54743827,0.33364520,0.15217663,0.06255732,0.10693479,0.50701788,0.00000000
-5.67583792,1.41121065,0.59508810,0.35446197,0.16743234,0.06371919,0.11884243,0.52731906,0.00000000
-5.66983492,1.48992550,0.64504161,0.37666514,0.18356854,0.06497243,0.13126199,0.54922765,0.00000000
-5.66383192,1.57278288,0.69678519,0.40002860,0.20041702,0.06632768,0.14405455,0.57250818,0.00000000
-5.65782891,1.65878245,0.74970701,0.42427540,0.21777989,0.06779004,0.15705958,0.59687165,0.00000000
-5.65182591,1.74675427,0.80310451,0.44907995,0.23543157,0.06935815,0.17009736,0.62197582,0.00000000
-5.64582291,1.83537314,0.85619631,0.47407255,0.25312209,0.07102354,0.18297246,0.64742805,0.00000000
-5.63981991,1.92318163,0.90813842,0.49884640,0.27058158,0.07277024,0.19547799,0.67279110,0.00000000
-5.63381691,2.00862103,0.95804420,0.52296676,0.28752599,0.07457480,0.20740075,0.69759159,0.00000000
-5.62781391,2.09006961,1.00500771,0.54598215,0.30366370,0.07640655,0.21852693,0.72133099,0.00000000
-5.62181091,2.16588652,1.04812935,0.56743690,0.31870308,0.07822831,0.22864824,0.74349876,0.00000000
-5.61580790,2.23445969,1.08654297,0.58688485,0.33236050,0.07999742,0.23756824,0.76358696,0.00000000
-5.60980490,2.29425560,1.11944315,0.60390331,0.34436860,0.08166695,0.24510847,0.78110585,0.00000000
-5.60380190,2.34386866,1.14611156,0.61810684,0.35448439,0.08318734,0.25111434,0.79559970,0.00000000
-5.59779890,2.38206783,1.16594118,0.62916008,0.36249695,0.08450806,0.25546026,0.80666192,0.00000000
-5.59179590,2.40783835,1.17845716,0.63678909,0.36823423,0.08557945,0.25805394,0.81394907,0.00000000
-5.58579290,2.42041643,1.18333349,0.64079063,0.37156874,0.08635460,0.25883957,0.81719270,0.00000000
-5.57978989,2.41931533,1.18040445,0.64103893,0.37242184,0.08679111,0.25779976,0.81620878,0.00000000
-5.57378689,2.40434150,1.16967060,0.63748963,0.37076636,0.08685279,0.25495612,0.81090403,0.00000000
-5.56778389,2.37560016,1.15129870,0.63018079,0.36662751,0.08651110,0.25036844,0.80127895,0.00000000
-5.56178089,2.33349001,1.12561587,0.61923080,0.36008196,0.08574631,0.24413259,0.78742741,0.00000000
-5.55577789,2.27868744,1.09309811,0.60483348,0.35125519,0.08454835,0.23637712,0.76953296,0.00000000
-5.54977489,2.21212134,1.05435387,0.58725063,0.34031721,0.08291731,0.22725881,0.74786182,0.00000000
-5.54377189,2.13493954,1.01010341,0.56680228,0.32747680,0.08086354,0.21695739,0.72275334,0.00000000
-5.53776888,2.04846887,0.96115497,0.54385535,0.31297469,0.07840738,0.20566960,0.69460803,0.00000000
-5.53176588,1.95417067,0.90837889,0.51881113,0.29707582,0.07557852,0.19360294,0.66387407,0.00000000
-5.52576288,1.85359395,0.85268076,0.49209224,0.28006111,0.07241510,0.18096941,0.63103282,0.00000000
-5.51975988,1.74832830,0.79497487,0.46412967,0.26221915,0.06896247,0.16797932,0.59658407,0.00000000
-5.51375688,1.63995861,0.73615892,0.43535033,0.24383801,0.06527184,0.15483567,0.56103165,0.00000000
-5.50775388,1.53002338,0.67709102,0.40616582,0.22519762,0.06139871,0.14172913,0.52487001,0.00000000
-5.50175088,1.41997818,0.61856975,0.37696258,0.20656291,0.05740135,0.12883378,0.48857234,0.00000000
-5.49574787,1.31116536,0.56131780,0.34809391,0.18817800,0.05333921,0.11630385,0.45258052,0.00000000
-5.48974487,1.20479085,0.50596964,0.31987386,0.17026151,0.04927150,0.10427139,0.41729732,0.00000000
-5.48374187,1.10190831,0.45306332,0.29257321,0.15300311,0.04525590,0.09284487,0.38308083,0.00000000
-5.47773887,1.00341060,0.40303629,0.26641745,0.13656143,0.04134744,0.08210880,0.35024132,0.00000000
-5.47173587,0.91002821,0.35622515,0.24158656,0.12106309,0.03759769,0.07212412,0.31904024,0.00000000
-5.46573287,0.82233386,0.31286871,0.21821653,0.10660302,0.03405411,0.06292941,0.28969133,0.00000000
-5.45972986,0.74075243,0.27311409,0.19640218,0.09324564,0.03075977,0.05454263,0.26236341,0.00000000
-5.45372686,0.66557500,0.23702501,0.17620112,0.08102707,0.02775322,0.04696337,0.23718458,0.00000000
-5.44772386,0.59697595,0.20459192,0.15763845,0.06995784,0.02506864,0.04017541,0.21424746,0.00000000
-5.44172086,0.53503174,0.17574313,0.14071190,0.06002624,0.02273614,0.03414941,0.19361496,0.00000000
-5.43571786,0.47974046,0.15035641,0.12539715,0.05120182,0.02078224,0.02884565,0.17532637,0.00000000
-5.42971486,0.43104086,0.12827060,0.11165306,0.04343914,0.01923033,0.02421674,0.15940323,0.00000000
-5.42371186,0.38883005,0.10929657,0.09942646,0.03668135,0.01810132,0.02021007,0.14585476,0.00000000
-5.41770885,0.35297923,0.09322745,0.08865661,0.03086370,0.01741406,0.01677010,0.13468255,0.00000000
-5.41170585,0.32334664,0.07984750,0.07927886,0.02591672,0.01718580,0.01384033,0.12588431,0.00000000
-5.40570285,0.29978759,0.06893974,0.07122772,0.02176897,0.01743251,0.01136491,0.11945651,0.00000000
-5.39969985,0.28216121,0.06029204,0.06443916,0.01834953,0.01816891,0.00929000,0.11539582,0.00000000
-5.39369685,0.27033396,0.05370170,0.05885212,0.01558986,0.01940844,0.00756478,0.11369933,0.00000000
-5.38769385,0.26418002,0.04897866,0.05440944,0.01342535,0.02116291,0.00614215,0.11436365,0.00000000
-5.38169085,0.26357868,0.04594726,0.05105798,0.01179633,0.02344192,0.00497920,0.11738284,0.00000000
-5.37568784,0.26840934,0.04444684,0.04874838,0.01064874,0.02625217,0.00403739,0.12274538,0.00000000
-5.36968484,0.27854428,0.04433136,0.04743421,0.00993435,0.02959645,0.00328265,0.13043048,0.00000000
-5.36368184,0.29383993,0.04546807,0.04707079,0.00961075,0.03347260,0.00268517,0.14040362,0.00000000
-5.35767884,0.31412716,0.04773569,0.04761380,0.00964094,0.03787236,0.00221927,0.15261202,0.00000000
-5.35167584,0.33920115,0.05102205,0.04901770,0.00999280,0.04278012,0.00186299,0.16697981,0.00000000
-5.34567284,0.36881151,0.05522155,0.05123410,0.01063835,0.04817184,0.00159778,0.18340366,0.00000000
-5.33966983,0.40265330,0.06023261,0.05421022,0.01155289,0.05401403,0.00140811,0.20174873,0.00000000
-5.33366683,0.44035947,0.06595521,0.05788741,0.01271412,0.06026297,0.00128105,0.22184553,0.00000000
-5.32766383,0.48149537,0.07228875,0.06220003,0.01410115,0.06686417,0.00120593,0.24348776,0.00000000
-5.32166083,0.52555566,0.07913024,0.06707454,0.01569370,0.07375221,0.00117398,0.26643142,0.00000000
-5.31565783,0.57196422,0.08637312,0.07242899,0.01747123,0.08085100,0.00117798,0.29039537,0.00000000
-5.30965483,0.62007711,0.09390654,0.07817295,0.01941229,0.08807441,0.00121203,0.31506342,0.00000000
-5.30365183,0.66918895,0.10161532,0.08420788,0.02149396,0.09532743,0.00127128,0.34008805,0.00000000
-5.29764882,0.71854252,0.10938053,0.09042802,0.02369153,0.10250768,0.00135179,0.36509576,0.00000000
-5.29164582,0.76734157,0.11708071,0.09672166,0.02597832,0.10950749,0.00145033,0.38969383,0.00000000
-5.28564282,0.81476645,0.12459361,0.10297296,0.02832576,0.11621615,0.00156435,0.41347856,0.00000000
-5.27963982,0.85999213,0.13179846,0.10906410,0.03070370,0.12252263,0.00169186,0.43604445,0.00000000
-5.27363682,0.90220803,0.13857871,0.11487779,0.03308090,0.12831840,0.00183147,0.45699433,0.00000000
-5.26763382,0.94063885,0.14482492,0.12029999,0.03542578,0.13350037,0.00198238,0.47594974,0.00000000
-5.26163082,0.97456577,0.15043795,0.12522284,0.03770727,0.13797384,0.00214443,0.49256152,0.00000000
-5.25562781,1.00334691,0.15533211,0.12954751,0.03989594,0.14165522,0.00231820,0.50651984,0.00000000
-5.24962481,1.02643654,0.15943815,0.13318704,0.04196508,0.14447460,0.00250507,0.51756355,0.00000000
-5.24362181,1.04340180,0.16270607,0.13606888,0.04389198,0.14637786,0.00270735,0.52548821,0.00000000
-5.23761881,1.05393657,0.16510745,0.13813721,0.04565908,0.14732835,0.00292837,0.53015266,0.00000000
-5.23161581,1.05787157,0.16663727,0.13935465,0.04725514,0.14730801,0.00317258,0.53148365,0.00000000
-5.22561281,1.05518037,0.16731508,0.13970353,0.04867625,0.14631793,0.00344566,0.52947842,0.00000000
-5.21960980,1.04598088,0.16718548,0.13918657,0.04992661,0.14437825,0.00375451,0.52420512,0.00000000
-5.21360680,1.03053233,0.16631779,0.13782685,0.05101912,0.14152746,0.00410734,0.51580087,0.00000000
-5.20760380,1.00922765,0.16480487,0.13566716,0.05197558,0.13782113,0.00451359,0.50446776,0.00000000
-5.20160080,0.98258170,0.16276121,0.13276868,0.05282664,0.13333013,0.00498387,0.49046675,0.00000000
-5.19559780,0.95121564,0.16032016,0.12920908,0.05361127,0.12813834,0.00552978,0.47410979,0.00000000
-5.18959480,0.91583815,0.15763046,0.12508006,0.05437587,0.12234010,0.00616368,0.45575043,0.00000000
-5.18359180,0.87722411,0.15485214,0.12048450,0.05517305,0.11603737,0.00689843,0.43577333,0.00000000
-5.17758879,0.83619170,0.15215184,0.11553322,0.05605994,0.10933676,0.00774696,0.41458306,0.00000000
-5.17158579,0.79357858,0.14969780,0.11034158,0.05709619,0.10234664,0.00872186,0.39259249,0.00000000
-5.16558279,0.75021826,0.14765454,0.10502595,0.05834177,0.09517424,0.00983484,0.37021143,0.00000000
-5.15957979,0.70691717,0.14617756,0.09970030,0.05985450,0.08792307,0.01109620,0.34783562,0.00000000
-5.15357679,0.66443354,0.14540800,0.09447289,0.06168741,0.08069053,0.01251422,0.32583673,0.00000000
-5.14757379,0.62345854,0.14546775,0.08944328,0.06388622,0.07356601,0.01409459,0.30455339,0.00000000
-5.14157079,0.58460025,0.14645493,0.08469974,0.06648683,0.06662924,0.01583981,0.28428379,0.00000000
-5.13556778,0.54837109,0.14844006,0.08031710,0.06951297,0.05994921,0.01774867,0.26527977,0.00000000
-5.12956478,0.51517868,0.15146305,0.07635512,0.07297426,0.05358346,0.01981583,0.24774275,0.00000000
-5.12356178,0.48532066,0.15553121,0.07285747,0.07686465,0.04757776,0.02203148,0.23182144,0.00000000
-5.11755878,0.45898311,0.16061824,0.06985122,0.08116135,0.04196627,0.02438114,0.21761126,0.00000000
-5.11155578,0.43624278,0.16666455,0.06734703,0.08582435,0.03677196,0.02684572,0.20515561,0.00000000
-5.10555278,0.41707263,0.17357872,0.06533975,0.09079664,0.03200736,0.02940163,0.19444858,0.00000000
-5.09954977,0.40135057,0.18124026,0.06380965,0.09600505,0.02767554,0.03202124,0.18543922,0.00000000
-5.09354677,0.38887083,0.18950348,0.06272405,0.10136177,0.02377124,0.03467344,0.17803690,0.00000000
-5.08754377,0.37935745,0.19820258,0.06203937,0.10676658,0.02028211,0.03732448,0.17211774,0.00000000
-5.08154077,0.37247946,0.20715756,0.06170344,0.11210957,0.01719002,0.03993897,0.16753163,0.00000000
-5.07553777,0.36786712,0.21618095,0.06165800,0.11727443,0.01447231,0.04248098,0.16410978,0.00000000
-5.06953477,0.36512848,0.22508500,0.06184138,0.12214210,0.01210302,0.04491539,0.16167242,0.00000000
-5.06353177,0.36386587,0.23368902,0.06219113,0.12659465,0.01005405,0.04720911,0.16003627,0.00000000
-5.05752876,0.36369166,0.24182672,0.06264651,0.13051921,0.00829618,0.04933249,0.15902181,0.00000000
-5.05152576,0.36424265,0.24935297,0.06315089,0.13381186,0.00679994,0.05126054,0.15845981,0.00000000
-5.04552276,0.36519277,0.25614993,0.06365382,0.13638128,0.00553638,0.05297406,0.15819705,0.00000000
-5.03951976,0.36626364,0.26213206,0.06411273,0.13815191,0.00447766,0.05446065,0.15810115,0.00000000
-5.03351676,0.36723258,0.26724982,0.06449424,0.13906661,0.00359751,0.05571538,0.15806413,0.00000000
-5.02751376,0.36793809,0.27149197,0.06477505,0.13908870,0.00287158,0.05674127,0.15800492,0.00000000
-5.02151076,0.36828241,0.27488609,0.06494233,0.13820318,0.00227765,0.05754938,0.15787052,0.00000000
-5.01550775,0.36823154,0.27749761,0.06499361,0.13641719,0.00179573,0.05815872,0.15763600,0.00000000
-5.00950475,0.36781260,0.27942709,0.06493634,0.13375965,0.00140809,0.05859566,0.15730339,0.00000000
-5.00350175,0.36710891,0.28080612,0.06478685,0.13028020,0.00109925,0.05889323,0.15689951,0.00000000
-4.99749875,0.36625320,0.28179187,0.06456922,0.12604738,0.00085585,0.05909010,0.15647298,0.00000000
-4.99149575,0.36541936,0.28256077,0.06431366,0.12114624,0.00066655,0.05922931,0.15609062,0.00000000
-4.98549275,0.36481320,0.28330150,0.06405485,0.11567547,0.00052186,0.05935703,0.15583333,0.00000000
-4.97948974,0.36466291,0.28420776,0.06383017,0.10974429,0.00041399,0.05952115,0.15579194,0.00000000
-4.97348674,0.36520955,0.28547122,0.06367798,0.10346908,0.00033668,0.05976995,0.15606299,0.00000000
-4.96748374,0.36669833,0.28727503,0.06363597,0.09697004,0.00028503,0.06015089,0.15674487,0.00000000
-4.96148074,0.36937091,0.28978823,0.06373977,0.09036805,0.00025537,0.06070953,0.15793444,0.00000000
-4.95547774,0.37345917,0.29316130,0.06402180,0.08378169,0.00024507,0.06148873,0.15972417,0.00000000
-4.94947474,0.37918065,0.29752313,0.06451047,0.07732470,0.00025246,0.06252806,0.16220020,0.00000000
-4.94347174,0.38673580,0.30297953,0.06522972,0.07110384,0.00027671,0.06386351,0.16544098,0.00000000
-4.93746873,0.39630688,0.30961312,0.06619897,0.06521729,0.00031768,0.06552743,0.16951674,0.00000000
-4.93146573,0.40805839,0.31748468,0.06743328,0.05975344,0.00037586,0.06754874,0.17448969,0.00000000
-4.92546273,0.42213865,0.32663562,0.06894395,0.05479025,0.00045231,0.06995322,0.18041458,0.00000000
-4.91945973,0.43868213,0.33709130,0.07073924,0.05039495,0.00054853,0.07276403,0.18733979,0.00000000
-4.91345673,0.45781196,0.34886485,0.07282524,0.04662410,0.00066638,0.07600215,0.19530837,0.00000000
-4.90745373,0.47964210,0.36196097,0.07520684,0.04352399,0.00080806,0.07968672,0.20435909,0.00000000
-4.90145073,0.50427859,0.37637948,0.07788851,0.04113104,0.00097594,0.08383534,0.21452708,0.00000000
-4.89544772,0.53181938,0.39211796,0.08087508,0.03947245,0.00117255,0.08846402,0.22584391,0.00000000
-4.88944472,0.56235242,0.40917341,0.08417216,0.03856672,0.00140044,0.09358684,0.23833696,0.00000000
-4.88344172,0.59595164,0.42754236,0.08778629,0.03842409,0.00166209,0.09921533,0.25202798,0.00000000
-4.87743872,0.63267090,0.44721964,0.09172475,0.03904690,0.00195979,0.10535742,0.26693072,0.00000000
-4.87143572,0.67253587,0.46819548,0.09599497,0.04042966,0.00229556,0.11201614,0.28304778,0.00000000
-4.86543272,0.71553438,0.49045129,0.10060364,0.04255904,0.00267104,0.11918802,0.30036680,0.00000000
-4.85942971,0.76160560,0.51395422,0.10555545,0.04541360,0.00308734,0.12686129,0.31885618,0.00000000
-4.85342671,0.81062887,0.53865108,0.11085167,0.04896344,0.00354500,0.13501412,0.33846056,0.00000000
-4.84742371,0.86241305,0.56446190,0.11648856,0.05316975,0.00404387,0.14361284,0.35909663,0.00000000
-4.84142071,0.91668723,0.59127390,0.12245580,0.05798438,0.00458309,0.15261050,0.38064934,0.00000000
-4.83541771,0.97309384,0.61893632,0.12873506,0.06334949,0.00516097,0.16194579,0.40296923,0.00000000
-4.82941471,1.03118501,0.64725675,0.13529879,0.06919741,0.00577510,0.17154249,0.42587090,0.00000000
-4.82341171,1.09042292,0.67599943,0.14210944,0.07545075,0.00642227,0.18130967,0.44913329,0.00000000
-4.81740870,1.15018476,0.70488597,0.14911916,0.08202288,0.00709858,0.19114256,0.47250164,0.00000000
-4.81140570,1.20977253,0.73359878,0.15626999,0.08881885,0.00779956,0.20092432,0.49569160,0.00000000
-4.80540270,1.26842780,0.76178709,0.16349476,0.09573668,0.00852024,0.21052854,0.51839518,0.00000000
-4.79939970,1.32535094,0.78907585,0.17071849,0.10266922,0.00925539,0.21982257,0.54028865,0.00000000
-4.79339670,1.37972445,0.81507673,0.17786043,0.10950637,0.00999968,0.22867143,0.56104196,0.00000000
-4.78739370,1.43073910,0.83940123,0.18483647,0.11613772,0.01074790,0.23694226,0.58032943,0.00000000
-4.78139070,1.47762212,0.86167483,0.19156204,0.12245547,0.01149520,0.24450900,0.59784111,0.00000000
-4.77538769,1.51966567,0.88155185,0.19795508,0.12835756,0.01223729,0.25125720,0.61329438,0.00000000
-4.76938469,1.55625447,0.89872983,0.20393914,0.13375086,0.01297071,0.25708860,0.62644501,0.00000000
-4.76338169,1.58689084,0.91296292,0.20944633,0.13855425,0.01369300,0.26192524,0.63709734,0.00000000
-4.75737869,1.61121600,0.92407328,0.21441993,0.14270147,0.01440286,0.26571304,0.64511276,0.00000000
-4.75137569,1.62902620,0.93195991,0.21881661,0.14614359,0.01510030,0.26842434,0.65041617,0.00000000
-4.74537269,1.64028289,0.93660436,0.22260796,0.14885094,0.01578667,0.27005956,0.65299997,0.00000000
-4.73936968,1.64511619,0.93807286,0.22578143,0.15081441,0.01646472,0.27064768,0.65292531,0.00000000
-4.73336668,1.64382145,0.93651484,0.22834051,0.15204600,0.01713851,0.27024553,0.65032060,0.00000000
-4.72736368,1.63684894,0.93215771,0.23030412,0.15257859,0.01781331,0.26893594,0.64537717,0.00000000
-4.72136068,1.62478707,0.92529832,0.23170534,0.15246494,0.01849542,0.26682481,0.63834237,0.00000000
-4.71535768,1.60834010,0.91629137,0.23258951,0.15177582,0.01919191,0.26403723,0.62951043,0.00000000
-4.70935468,1.58830115,0.90553543,0.23301175,0.15059753,0.01991036,0.26071282,0.61921150,0.00000000
-4.70335168,1.56552200,0.89345724,0.23303413,0.14902870,0.02065844,0.25700052,0.60779933,0.00000000
-4.69734867,1.54088091,0.88049507,0.23272261,0.14717659,0.02144363,0.25305301,0.59563829,0.00000000
-4.69134567,1.51525001,0.86708182,0.23214389,0.14515312,0.02227273,0.24902110,0.58309016,0.00000000
-4.68534267,1.48946354,0.85362880,0.23136232,0.14307057,0.02315152,0.24504824,0.57050138,0.00000000
-4.67933967,1.46428836,0.84051067,0.23043705,0.14103733,0.02408429,0.24126537,0.55819121,0.00000000
-4.67333667,1.44039778,0.82805227,0.22941951,0.13915383,0.02507350,0.23778642,0.54644123,0.00000000
-4.66733367,1.41834969,0.81651777,0.22835132,0.13750870,0.02611944,0.23470442,0.53548671,0.00000000
-4.66133067,1.39856964,0.80610250,0.22726277,0.13617544,0.02721990,0.23208854,0.52550981,0.00000000
-4.65532766,1.38133933,0.79692757,0.22617174,0.13520969,0.02836998,0.22998209,0.51663515,0.00000000
-4.64932466,1.36679078,0.78903759,0.22508329,0.13464719,0.02956194,0.22840139,0.50892753,0.00000000
-4.64332166,1.35490603,0.78240113,0.22398976,0.13450248,0.03078512,0.22733571,0.50239187,0.00000000
-4.63731866,1.34552235,0.77691406,0.22287137,0.13476850,0.03202605,0.22674817,0.49697541,0.00000000
-4.63131566,1.33834234,0.77240531,0.22169733,0.13541691,0.03326857,0.22657751,0.49257170,0.00000000
-4.62531266,1.33294860,0.76864493,0.22042736,0.13639936,0.03449410,0.22674067,0.48902649,0.00000000
-4.61930965,1.32882218,0.76535396,0.21901353,0.13764938,0.03568204,0.22713610,0.48614499,0.00000000
-4.61330665,1.32536409,0.76221576,0.21740238,0.13908506,0.03681027,0.22764767,0.48370029,0.00000000
-4.60730365,1.32191917,0.75888839,0.21553722,0.14061225,0.03785567,0.22814896,0.48144275,0.00000000
-4.60130065,1.31780132,0.75501768,0.21336059,0.14212819,0.03879482,0.22850792,0.47910973,0.00000000
-4.59529765,1.31231940,0.75025032,0.21081663,0.14352552,0.03960470,0.22859161,0.47643567,0.00000000
-4.58929465,1.30480282,0.74424692,0.20785356,0.14469631,0.04026340,0.22827096,0.47316188,0.00000000
-4.58329165,1.29462595,0.73669423,0.20442588,0.14553617,0.04075087,0.22742530,0.46904599,0.00000000
-4.57728864,1.28123072,0.72731639,0.20049651,0.14594813,0.04104963,0.22594660,0.46387049,0.00000000
-4.57128564,1.26414644,0.71588474,0.19603855,0.14584618,0.04114541,0.22374317,0.45745036,0.00000000
-4.56528264,1.24300638,0.70222590,0.19103677,0.14515836,0.04102768,0.22074282,0.44963935,0.00000000
-4.55927964,1.21756043,0.68622787,0.18548872,0.14382925,0.04069015,0.21689522,0.44033478,0.00000000
-4.55327664,1.18768350,0.66784384,0.17940543,0.14182173,0.04013097,0.21217352,0.42948077,0.00000000
-4.54727364,1.15337944,0.64709378,0.17281155,0.13911810,0.03935299,0.20657509,0.41706975,0.00000000
-4.54127064,1.11478028,0.62406366,0.16574519,0.13572032,0.03836365,0.20012141,0.40314224,0.00000000
-4.53526763,1.07214111,0.59890231,0.15825720,0.13164963,0.03717483,0.19285707,0.38778498,0.00000000
-4.52926463,1.02583067,0.57181622,0.15040998,0.12694527,0.03580253,0.18484801,0.37112752,0.00000000
-4.52326163,0.97631822,0.54306242,0.14227603,0.12166280,0.03426634,0.17617907,0.35333737,0.00000000
-4.51725863,0.92415734,0.51293976,0.13393605,0.11587167,0.03258890,0.16695089,0.33461406,0.00000000
-4.51125563,0.86996728,0.48177902,0.12547679,0.10965251,0.03079514,0.15727643,0.31518228,0.00000000
-4.50525263,0.81441277,0.44993225,0.11698879,0.10309410,0.02891157,0.14727714,0.29528441,0.00000000
-4.49924962,0.75818305,0.41776180,0.10856398,0.09629023,0.02696546,0.13707903,0.27517280,0.00000000
-4.49324662,0.70197107,0.38562947,0.10029326,0.08933651,0.02498409,0.12680879,0.25510206,0.00000000
