energy_ev,total_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up
-5.68784392,9.91923009,4.47287962,6.33901983,0.07254704,1.84183796,4.60701172,0.00000000
-5.68184092,9.64909044,4.32623125,6.19781432,0.07006033,1.77463920,4.49948045,0.00000000
-5.67583792,9.38940619,4.19128477,6.05646369,0.06806383,1.71309365,4.39157225,0.00000000
-5.66983492,9.14468651,4.06950036,5.91786130,0.06660350,1.65814852,4.28535212,0.00000000
-5.66383192,8.91869051,3.96199328,5.78449290,0.06571472,1.61055440,4.18258450,0.00000000
-5.65782891,8.71431612,3.86949727,5.65835723,0.06542148,1.57084911,4.08467492,0.00000000
-5.65182591,8.53352306,3.79233809,5.54090938,0.06573577,1.53934849,3.99262846,0.00000000
-5.64582291,8.37729337,3.73041904,5.43302968,0.06665735,1.51614434,3.90702683,0.00000000
-5.63981991,8.24563105,3.68321975,5.33501899,0.06817362,1.50110963,3.82802504,0.00000000
-5.63381691,8.13760060,3.64980906,5.24662036,0.07025986,1.49391057,3.75536740,0.00000000
-5.62781391,8.05140221,3.62887198,5.16706531,0.07287973,1.49402506,3.68842174,0.00000000
-5.62181091,7.98447967,3.61875006,5.09514190,0.07598603,1.50076679,3.62622972,0.00000000
-5.61580790,7.93365568,3.61749420,5.02928070,0.07952169,1.51331387,3.56757031,0.00000000
-5.60980490,7.89528796,3.62292777,4.96765380,0.08342110,1.53074101,3.51103310,0.00000000
-5.60380190,7.86543880,3.63271803,4.90828166,0.08761156,1.55205399,3.45509741,0.00000000
-5.59779890,7.84005037,3.64445299,4.84914236,0.09201508,1.57622508,3.39821335,0.00000000
-5.59179590,7.81511795,3.65572105,4.78827773,0.09655027,1.60222834,3.33888076,0.00000000
-5.58579290,7.78685398,3.66419018,4.72389144,0.10113440,1.62907340,3.27572247,0.00000000
-5.57978989,7.75183612,3.66768400,4.65443475,0.10568555,1.65583672,3.20754864,0.00000000
-5.57378689,7.70713397,3.66425179,4.57867630,0.11012490,1.68168937,3.13340972,0.00000000
-5.56778389,7.65041009,3.65223007,4.49575353,0.11437883,1.70592043,3.05263607,0.00000000
-5.56178089,7.57999230,3.63029363,4.40520425,0.11838110,1.72795538,2.96486331,0.00000000
-5.55577789,7.49491592,3.59749443,4.30697807,0.12207475,1.74736900,2.87004312,0.00000000
-5.54977489,7.39493571,3.55328720,4.20142826,0.12541389,1.76389258,2.76843982,0.00000000
-5.54377189,7.28050867,3.49754116,4.08928568,0.12836505,1.77741523,2.66061410,0.00000000
-5.53776888,7.15275010,3.43053786,3.97161712,0.13090831,1.78797949,2.54739524,0.00000000
-5.53176588,7.01336606,3.35295544,3.84977098,0.13303786,1.79577152,2.42984423,0.00000000
-5.52576288,6.86456635,3.26584038,3.72531347,0.13476225,1.80110633,2.30920967,0.00000000
-5.51975988,6.70896233,3.17056792,3.59995893,0.13610402,1.80440857,2.18687929,0.00000000
-5.51375688,6.54945443,3.06879294,3.47549759,0.13709893,1.80618982,2.06432904,0.00000000
-5.50775388,6.38911403,2.96239300,3.35372402,0.13779465,1.80702307,1.94307225,0.00000000
-5.50175088,6.23106437,2.85340586,3.23636928,0.13824900,1.80751535,1.82461067,0.00000000
-5.49574787,6.07836485,2.74396349,3.12503906,0.13852785,1.80827961,1.71038901,0.00000000
-5.48974487,5.93390233,2.63622486,3.02115997,0.13870264,1.80990672,1.60175436,0.00000000
-5.48374187,5.80029299,2.53230954,2.92593525,0.13884764,1.81293868,1.49992124,0.00000000
-5.47773887,5.67979721,2.43423421,2.84031087,0.13903712,1.81784385,1.40594295,0.00000000
-5.47173587,5.57424954,2.34385377,2.76495235,0.13934244,1.82499531,1.32068944,0.00000000
-5.46573287,5.48500518,2.26280869,2.70023229,0.13982922,1.83465274,1.24483153,0.00000000
-5.45972986,5.41290351,2.19247985,2.64622801,0.14055466,1.84694870,1.17883146,0.00000000
-5.45372686,5.35824906,2.13395195,2.60272861,0.14156516,1.86187964,1.12293910,0.00000000
-5.44772386,5.32080921,2.08798604,2.56925041,0.14289425,1.87930184,1.07719349,0.00000000
-5.44172086,5.29982809,2.05500179,2.54505945,0.14456101,1.89893241,1.04142906,0.00000000
-5.43571786,5.29405502,2.03506943,2.52919999,0.14656894,1.92035527,1.01528604,0.00000000
-5.42971486,5.30178637,2.02791138,2.52052751,0.14890537,1.94303172,0.99822444,0.00000000
-5.42371186,5.32091857,2.03291318,2.51774499,0.15154143,1.96631522,0.98954112,0.00000000
-5.41770885,5.34901077,2.04914302,2.51944129,0.15443259,1.98946980,0.98838953,0.00000000
-5.41170585,5.38335464,2.07537935,2.52413048,0.15751971,2.01169143,0.99380156,0.00000000
-5.40570285,5.42104964,2.11014552,2.53029112,0.16073063,2.03213151,1.00471125,0.00000000
-5.39969985,5.45908131,2.15175038,2.53640450,0.16398218,2.04992181,1.01997986,0.00000000
-5.39369685,5.49440079,2.19833394,2.54099126,0.16718262,2.06419993,1.03842191,0.00000000
-5.38769385,5.52400354,2.24791663,2.54264545,0.17023435,2.07413449,1.05883176,0.00000000
-5.38169085,5.54500536,2.29845111,2.54006563,0.17303687,2.07894933,1.08001028,0.00000000
-5.37568784,5.55471397,2.34787518,2.53208249,0.17548981,2.07794601,1.10079104,0.00000000
-5.36968484,5.55069462,2.39416448,2.51768253,0.17749608,2.07052386,1.12006559,0.00000000
-5.36368184,5.53082822,2.43538371,2.49602736,0.17896482,2.05619721,1.13680705,0.00000000
-5.35767884,5.49336060,2.46973493,2.46646866,0.17981429,2.03460919,1.15009168,0.00000000
-5.35167584,5.43694202,2.49560181,2.42855814,0.17997435,2.00554189,1.15911761,0.00000000
-5.34567284,5.36065577,2.51158844,2.38205283,0.17938872,1.96892256,1.16322032,0.00000000
-5.33966983,5.26403546,2.51655182,2.32691527,0.17801668,1.92482577,1.16188446,0.00000000
-5.33366683,5.14707047,2.50962703,2.26330900,0.17583436,1.87347161,1.15475146,0.00000000
-5.32766383,5.01019959,2.49024430,2.19158925,0.17283544,1.81521988,1.14162286,0.00000000
-5.32166083,4.85429312,2.45813768,2.11228930,0.16903135,1.75056070,1.12245920,0.00000000
-5.31565783,4.68062411,2.41334497,2.02610288,0.16445084,1.68010182,1.09737454,0.00000000
-5.30965483,4.49082960,2.35619902,1.93386315,0.15913910,1.60455301,1.06662682,0.00000000
-5.30365183,4.28686336,2.28731090,1.83651895,0.15315632,1.52470819,1.03060454,0.00000000
-5.29764882,4.07094172,2.20754552,1.73510909,0.14657584,1.44142586,0.98981017,0.00000000
-5.29164582,3.84548429,2.11799083,1.63073555,0.13948200,1.35560851,0.94484108,0.00000000
-5.28564282,3.61305191,2.01992160,1.52453638,0.13196767,1.26818170,0.89636864,0.00000000
-5.27963982,3.37628377,1.91475957,1.41765946,0.12413161,1.18007352,0.84511638,0.00000000
-5.27363682,3.13783616,1.80403115,1.31123771,0.11607587,1.09219521,0.79183796,0.00000000
-5.26763382,2.90032480,1.68932458,1.20636676,0.10790313,1.00542337,0.73729587,0.00000000
-5.26163082,2.66627290,1.57224803,1.10408578,0.09971426,0.92058457,0.68224140,0.00000000
-5.25562781,2.43806648,1.45439021,1.00536195,0.09160606,0.83844261,0.62739685,0.00000000
-5.24962481,2.21791837,1.33728485,0.91107903,0.08366935,0.75968889,0.57344012,0.00000000
-5.24362181,2.00784178,1.22238014,0.82203024,0.07598738,0.68493609,0.52099240,0.00000000
-5.23761881,1.80963383,1.11101405,0.73891549,0.06863468,0.61471511,0.47060901,0.00000000
-5.23161581,1.62486918,1.00439607,0.66234262,0.06167624,0.54947534,0.42277350,0.00000000
-5.22561281,1.45490298,0.90359550,0.59283247,0.05516720,0.48958794,0.37789497,0.00000000
-5.21960980,1.30088240,0.80953634,0.53082706,0.04915284,0.43535174,0.33630836,0.00000000
-5.21360680,1.16376536,0.72299815,0.47670020,0.04366894,0.38700139,0.29827740,0.00000000
-5.20760380,1.04434462,0.64462234,0.43076978,0.03874241,0.34471718,0.26399974,0.00000000
-5.20160080,0.94327547,0.57492293,0.39331068,0.03439219,0.30863574,0.23361383,0.00000000
-5.19559780,0.86110485,0.51430059,0.36456753,0.03063022,0.27886125,0.20720693,0.00000000
-5.18959480,0.79829980,0.46305877,0.34476626,0.02746255,0.25547614,0.18482378,0.00000000
-5.18359180,0.75527310,0.42142072,0.33412357,0.02489046,0.23855093,0.16647532,0.00000000
-5.17758879,0.73240429,0.38954601,0.33285367,0.02291144,0.22815237,0.15214696,0.00000000
-5.17158579,0.73005429,0.36754553,0.34117144,0.02152016,0.22434949,0.14180600,0.00000000
-5.16558279,0.74857238,0.35549380,0.35929170,0.02070916,0.22721705,0.13540781,0.00000000
-5.15957979,0.78829451,0.35343785,0.38742425,0.02046943,0.23683610,0.13290050,0.00000000
-5.15357679,0.84953266,0.36140203,0.42576469,0.02079066,0.25329156,0.13422788,0.00000000
-5.14757379,0.93255519,0.37938834,0.47448115,0.02166136,0.27666664,0.13933068,0.00000000
-5.14157079,1.03755894,0.40737239,0.53369744,0.02306871,0.30703448,0.14814604,0.00000000
-5.13556778,1.16463403,0.44529498,0.60347336,0.02499814,0.34444712,0.16060542,0.00000000
-5.12956478,1.31372335,0.49305006,0.68378297,0.02743287,0.38892247,0.17663114,0.00000000
-5.12356178,1.48457855,0.55046966,0.77449213,0.03035325,0.44042978,0.19613185,0.00000000
-5.11755878,1.67671526,0.61730683,0.87533635,0.03373600,0.49887448,0.21899738,0.00000000
-5.11155578,1.88937027,0.69321794,0.98590056,0.03755354,0.56408313,0.24509329,0.00000000
-5.10555278,2.12146344,0.77774548,1.10560200,0.04177330,0.63578950,0.27425563,0.00000000
-5.09954977,2.37156752,0.87030277,1.23367781,0.04635718,0.71362274,0.30628640,0.00000000
-5.09354677,2.63788834,0.97016210,1.36917829,0.05126118,0.79709841,0.34095008,0.00000000
-5.08754377,2.91825791,1.07644745,1.51096710,0.05643526,0.88561326,0.37797159,0.00000000
-5.08154077,3.21014222,1.18813286,1.65772904,0.06182344,0.97844450,0.41703614,0.00000000
-5.07553777,3.51066506,1.30404748,1.80798592,0.06736424,1.07475386,0.45779104,0.00000000
-5.06953477,3.81664827,1.42288767,1.96012044,0.07299135,1.17359694,0.49984967,0.00000000
-5.06353177,4.12466797,1.54323630,2.11240778,0.07863465,1.27393762,0.54279764,0.00000000
-5.05752876,4.43112572,1.66358923,2.26305421,0.08422146,1.37466738,0.58620085,0.00000000
-5.05152576,4.73233228,1.78238800,2.41024122,0.08967802,1.47462904,0.62961546,0.00000000
-5.04552276,5.02460124,1.89805791,2.55217395,0.09493116,1.57264394,0.67259912,0.00000000
-5.03951976,5.30434891,2.00904999,2.68713186,0.09991006,1.66754174,0.71472321,0.00000000
-5.03351676,5.56819647,2.11388515,2.81351969,0.10454802,1.75819154,0.75558541,0.00000000
-5.02751376,5.81307010,2.21119852,2.92991652,0.10878427,1.84353311,0.79482210,0.00000000
-5.02151076,6.03629479,2.29978218,3.03512093,0.11256555,1.92260688,0.83211996,0.00000000
-5.01550775,6.23567768,2.37862400,3.12819012,0.11584758,1.99458146,0.86722616,0.00000000
-5.00950475,6.40957732,2.44694101,3.20847144,0.11859630,2.05877751,0.89995666,0.00000000
-5.00350175,6.55695573,2.50420541,3.27562482,0.12078870,2.11468706,0.93020227,0.00000000
-4.99749875,6.67741111,2.55016217,3.32963514,0.12241347,2.16198749,0.95793194,0.00000000
-4.99149575,6.77118988,2.58483718,3.37081405,0.12347123,2.20054975,0.98319334,0.00000000
-4.98549275,6.83917761,2.60853570,3.39979112,0.12397441,2.23044063,1.00611050,0.00000000
-4.97948974,6.88286955,2.62183106,3.41749477,0.12394681,2.25191915,1.02687874,0.00000000
-4.97348674,6.90432200,2.62554420,3.42512369,0.12342295,2.26542746,1.04575696,0.00000000
-4.96748374,6.90608700,2.62071506,3.42411007,0.12244702,2.27157672,1.06305778,0.00000000
-4.96148074,6.89113277,2.60856709,3.41607585,0.12107174,2.27112877,1.07913583,0.00000000
-4.95547774,6.86275324,2.59046636,3.40278381,0.11935701,2.26497418,1.09437472,0.00000000
-4.94947474,6.82446994,2.56787721,3.38608501,0.11736848,2.25410775,1.10917315,0.00000000
-4.94347174,6.77992949,2.54231592,3.36786439,0.11517604,2.23960200,1.12393071,0.00000000
-4.93746873,6.73279990,2.51530445,3.34998614,0.11285228,2.22257959,1.13903377,0.00000000
-4.93146573,6.68666852,2.48832551,3.33424028,0.11047100,2.20418512,1.15484196,0.00000000
-4.92546273,6.64494416,2.46278056,3.32229185,0.10810571,2.18555705,1.17167550,0.00000000
-4.91945973,6.61076554,2.43995177,3.31563383,0.10582825,2.16779997,1.18980378,0.00000000
-4.91345673,6.58691771,2.42096882,3.31554484,0.10370739,2.15195770,1.20943531,0.00000000
-4.90745373,6.57575797,2.40678107,3.32305235,0.10180754,2.13898763,1.23070933,0.00000000
-4.90145073,6.57915247,2.39813552,3.33890225,0.10018758,2.12973633,1.25368907,0.00000000
-4.89544772,6.59842446,2.39556062,3.36353523,0.09889966,2.12491714,1.27835687,0.00000000
-4.88944472,6.63431513,2.39935595,3.39707066,0.09798816,2.12508988,1.30461114,0.00000000
-4.88344172,6.68695791,2.40958756,3.43929836,0.09748877,2.13064324,1.33226535,0.00000000
-4.87743872,6.75586716,2.42608888,3.48967865,0.09742759,2.14178060,1.36104897,0.00000000
-4.87143572,6.83994204,2.44846687,3.54735122,0.09782050,2.15850962,1.39061064,0.00000000
-4.86543272,6.93748632,2.47611333,3.61115279,0.09867259,2.18063659,1.42052346,0.00000000
-4.85942971,7.04624479,2.50822092,3.67964398,0.09997790,2.20776605,1.45029255,0.00000000
-4.85342671,7.16345643,2.54380401,3.75114499,0.10171934,2.23930628,1.47936496,0.00000000
-4.84742371,7.28592436,2.58172378,3.82377995,0.10386893,2.27448119,1.50714181,0.00000000
-4.84142071,7.41010175,2.62071751,3.89552912,0.10638834,2.31234888,1.53299265,0.00000000
-4.83541771,7.53219242,2.65943162,3.96428800,0.10922976,2.35182668,1.55627178,0.00000000
-4.82941471,7.64826394,2.69645784,4.02793175,0.11233709,2.39172246,1.57633624,0.00000000
-4.82341171,7.75437031,2.73037204,4.08438332,0.11564748,2.43077156,1.59256509,0.00000000
-4.81740870,7.84668069,2.75977467,4.13168291,0.11909309,2.46767800,1.60437931,0.00000000
-4.81140570,7.92160966,2.78333188,4.16805650,0.12260314,2.50115896,1.61126174,0.00000000
-4.80540270,7.97594437,2.79981626,4.19198068,0.12610611,2.52999059,1.61277633,0.00000000
-4.79939970,8.00696344,2.80814561,4.20224114,0.12953200,2.55305338,1.60858576,0.00000000
-4.79339670,8.01254244,2.80741873,4.19798226,0.13281459,2.56937523,1.59846675,0.00000000
-4.78739370,7.99124122,2.79694659,4.17874527,0.13589356,2.57817005,1.58232217,0.00000000
-4.78139070,7.94236882,2.77627782,4.14449314,0.13871641,2.57887035,1.56018940,0.00000000
-4.77538769,7.86602244,2.74521728,4.09562059,0.14124008,2.57115198,1.53224422,0.00000000
-4.76938469,7.76309838,2.70383691,4.03294845,0.14343209,2.55495004,1.49879997,0.00000000
-4.76338169,7.63527374,2.65247830,3.95770209,0.14527131,2.53046490,1.46030184,0.00000000
-4.75737869,7.48495930,2.59174679,3.87147474,0.14674816,2.49815827,1.41731635,0.00000000
-4.75137569,7.31522538,2.52249718,3.77617677,0.14786431,2.45873931,1.37051638,0.00000000
-4.74537269,7.12970364,2.44581170,3.67397315,0.14863188,2.41314161,1.32066225,0.00000000
-4.73936968,6.93246932,2.36297113,3.56721165,0.14907216,2.36249208,1.26857976,0.00000000
-4.73336668,6.72790889,2.27542017,3.45834480,0.14921398,2.30807343,1.21513602,0.00000000
-4.72736368,6.52057917,2.18472860,3.34984911,0.14909173,2.25128193,1.16121416,0.00000000
-4.72136068,6.31506400,2.09254977,3.24414478,0.14874326,2.19358257,1.10768806,0.00000000
-4.71535768,6.11583472,2.00057802,3.14351956,0.14820767,2.13646362,1.05539807,0.00000000
-4.70935468,5.92712009,1.91050662,3.05005967,0.14752323,2.08139265,1.00512885,0.00000000
-4.70335168,5.75279082,1.82398773,2.96559056,0.14672545,2.02977575,0.95759012,0.00000000
-4.69734867,5.59626263,1.74259556,2.89162949,0.14584543,1.98292148,0.91340102,0.00000000
-4.69134567,5.46042096,1.66779364,2.82935162,0.14490866,1.94201069,0.87307848,0.00000000
-4.68534267,5.34756866,1.60090700,2.77956994,0.14393421,1.90807292,0.83702989,0.00000000
-4.67933967,5.25939715,1.54309941,2.74272936,0.14293440,1.88196967,0.80554998,0.00000000
-4.67333667,5.19697986,1.49535583,2.71891400,0.14191495,1.86438438,0.77882166,0.00000000
-4.66733367,5.16078608,1.45846974,2.70786640,0.14087558,1.85581852,0.75692038,0.00000000
-4.66133067,5.15071199,1.43303494,2.70901682,0.13981093,1.85659305,0.73982131,0.00000000
-4.65532766,5.16612532,1.41944121,2.72152041,0.13871181,1.86685418,0.72740883,0.00000000
-4.64932466,5.20591966,1.41787306,2.74429971,0.13756662,1.88658207,0.71948726,0.00000000
-4.64332166,5.26857439,1.42831110,2.77609029,0.13636282,1.91560155,0.71579235,0.00000000
-4.63731866,5.35221649,1.45053533,2.81548694,0.13508837,1.95359356,0.71600272,0.00000000
-4.63131566,5.45468094,1.48412996,2.86098848,0.13373304,2.00010645,0.71975065,0.00000000
-4.62531266,5.57356722,1.52848954,2.91103945,0.13228944,2.05456654,0.72663187,0.00000000
-4.61930965,5.70629025,1.58282639,2.96406747,0.13075378,2.11628753,0.73621401,0.00000000
-4.61330665,5.85012479,1.64617951,3.01851536,0.12912626,2.18447862,0.74804369,0.00000000
-4.60730365,6.00224361,1.71742517,3.07286790,0.12741112,2.25825176,0.76165221,0.00000000
-4.60130065,6.15974989,1.79528982,3.12567320,0.12561633,2.33662831,0.77656026,0.00000000
-4.59529765,6.31970556,1.87836566,3.17555926,0.12375299,2.41854587,0.79228168,0.00000000
-4.58929465,6.47915693,1.96512936,3.22124649,0.12183446,2.50286602,0.80832699,0.00000000
-4.58329165,6.63515988,2.05396429,3.26155700,0.11987535,2.58838369,0.82420681,0.00000000
-4.57728864,6.78480596,2.14318633,3.29542177,0.11789042,2.67383875,0.83943574,0.00000000
-4.57128564,6.92525117,2.23107337,3.32188648,0.11589347,2.75793042,0.85353700,0.00000000
-4.56528264,7.05374812,2.31589779,3.34011675,0.11389633,2.83933464,0.86604793,0.00000000
-4.55927964,7.16768197,2.39596161,3.34940327,0.11190806,2.91672434,0.87652654,0.00000000
-4.55327664,7.26460981,2.46963312,3.34916717,0.10993423,2.98879231,0.88455904,0.00000000
-4.54727364,7.34230245,2.53538388,3.33896542,0.10797663,3.05427602,0.88976812,0.00000000
-4.54127064,7.39878703,2.59182472,3.31849617,0.10603309,3.11198346,0.89182166,0.00000000
-4.53526763,7.43238849,2.63773928,3.28760336,0.10409767,3.16081904,0.89044140,0.00000000
-4.52926463,7.44176763,2.67211366,3.24628020,0.10216104,3.19980839,0.88541122,0.00000000
-4.52326163,7.42595362,2.69416078,3.19467074,0.10021109,3.22812086,0.87658430,0.00000000
-4.51725863,7.38436875,2.70333840,3.13306892,0.09823364,3.24508874,0.86388880,0.00000000
-4.51125563,7.31684373,2.69935989,3.06191472,0.09621337,3.25022231,0.84733156,0.00000000
-4.50525263,7.22362255,2.68219722,2.98178695,0.09413463,3.24321998,0.82699950,0.00000000
-4.49924962,7.10535604,2.65207619,2.89339271,0.09198239,3.22397333,0.80305844,0.00000000
-4.49324662,6.96308454,2.60946398,2.79755361,0.08974303,3.19256680,0.77574931,0.00000000
-4.48724362,6.79821024,2.55504988,2.69518916,0.08740509,3.14927236,0.74538186,0.00000000
-4.48124062,6.61246077,2.48972002,2.58729794,0.08495984,3.09453956,0.71232596,0.00000000
-4.47523762,6.40784550,2.41452741,2.47493729,0.08240174,3.02898173,0.67700102,0.00000000
-4.46923462,6.18660711,2.33065869,2.35920235,0.07972877,2.95335900,0.63986385,0.00000000
-4.46323162,5.95117034,2.23939906,2.24120544,0.07694250,2.86855927,0.60139561,0.00000000
-4.45722861,5.70409021,2.14209686,2.12205648,0.07404819,2.77557771,0.56208834,0.00000000
-4.45122561,5.44800191,2.04012918,2.00284531,0.07105456,2.67549591,0.52243174,0.00000000
-4.44522261,5.18557382,1.93486964,1.88462639,0.06797365,2.56946124,0.48290068,0.00000000
-4.43921961,4.91946512,1.82765941,1.76840639,0.06482044,2.45866696,0.44394400,0.00000000
-4.43321661,4.65228880,1.71978203,1.65513474,0.06161252,2.34433365,0.40597491,0.00000000
-4.42721361,4.38658051,1.61244263,1.54569721,0.05836964,2.22769204,0.36936338,0.00000000
-4.42121061,4.12477320,1.50675155,1.44091231,0.05511325,2.10996744,0.33443060,0.00000000
-4.41520760,3.86917728,1.40371242,1.34153010,0.05186607,1.99236572,0.30144566,0.00000000
-4.40920460,3.62196577,1.30421446,1.24823314,0.04865163,1.87606090,0.27062434,0.00000000
-4.40320160,3.38516363,1.20902852,1.16163880,0.04549383,1.76218400,0.24212987,0.00000000
-4.39719860,3.16064059,1.11880644,1.08230273,0.04241652,1.65181329,0.21607545,0.00000000
-4.39119560,2.95010679,1.03408326,1.01072274,0.03944316,1.54596570,0.19252826,0.00000000
-4.38519260,2.75511058,0.95528159,0.94734283,0.03659640,1.44558934,0.17151461,0.00000000
-4.37918959,2.57703795,0.88271787,0.89255696,0.03389785,1.35155731,0.15302585,0.00000000
-4.37318659,2.41711345,0.81660993,0.84671243,0.03136783,1.26466258,0.13702478,0.00000000
-4.36718359,2.27640212,0.75708559,0.81011251,0.02902509,1.18561423,0.12345223,0.00000000
-4.36118059,2.15581262,0.70419186,0.78301858,0.02688677,1.11503499,0.11223340,0.00000000
-4.35517759,2.05610130,0.65790466,0.76565145,0.02496822,1.05346018,0.10328387,0.00000000
-4.34917459,1.97787725,0.61813881,0.75819218,0.02328297,1.00133800,0.09651494,0.00000000
-4.34317159,1.92160815,0.58475806,0.76078231,0.02184277,0.95903113,0.09183816,0.00000000
-4.33716858,1.88762680,0.55758502,0.77352363,0.02065759,0.92681942,0.08916902,0.00000000
-4.33116558,1.87613784,0.53641095,0.79647739,0.01973572,0.90490347,0.08842958,0.00000000
-4.32516258,1.88722436,0.52100508,0.82966313,0.01908386,0.89340874,0.08955015,0.00000000
-4.31915958,1.92085377,0.51112331,0.87305692,0.01870726,0.89238974,0.09246992,0.00000000
-4.31315658,1.97688232,0.50651622,0.92658897,0.01860982,0.90183397,0.09713670,0.00000000
-4.30715358,2.05505764,0.50693596,0.99014056,0.01879424,0.92166517,0.10350576,0.00000000
