energy_ev,total_up,total_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.80790395,2.37526192,-2.37526190,0.02070566,-0.02070566,0.00000000,-0.00000000,0.63443740,-0.63443740,0.74987410,-0.74987410,0.01351654,-0.01351654,0.15030500,-0.15030500,1.33353877,-1.33353876,0.00000000,-0.00000000
-5.80190095,2.28677026,-2.28677024,0.02008769,-0.02008769,0.00000000,-0.00000000,0.62928850,-0.62928849,0.71933245,-0.71933244,0.01250583,-0.01250583,0.14356129,-0.14356129,1.28703578,-1.28703577,0.00000000,-0.00000000
-5.79589795,2.19409623,-2.19409621,0.01942803,-0.01942803,0.00000000,-0.00000000,0.62303905,-0.62303905,0.68709516,-0.68709515,0.01150396,-0.01150396,0.13652191,-0.13652190,1.23834622,-1.23834621,0.00000000,-0.00000000
-5.78989495,2.09822622,-2.09822620,0.01873353,-0.01873353,0.00000000,-0.00000000,0.61568047,-0.61568047,0.65353524,-0.65353524,0.01052202,-0.01052202,0.12926250,-0.12926250,1.18797260,-1.18797259,0.00000000,-0.00000000
-5.78389195,2.00009278,-2.00009276,0.01801067,-0.01801067,0.00000000,-0.00000000,0.60718752,-0.60718751,0.61902114,-0.61902114,0.00956980,-0.00956980,0.12185744,-0.12185744,1.13638066,-1.13638065,0.00000000,-0.00000000
-5.77788894,1.90056337,-1.90056335,0.01726553,-0.01726553,0.00000000,-0.00000000,0.59752256,-0.59752255,0.58391045,-0.58391044,0.00865567,-0.00865567,0.11437868,-0.11437868,1.08399480,-1.08399479,0.00000000,-0.00000000
-5.77188594,1.80043254,-1.80043252,0.01650375,-0.01650375,0.00000000,-0.00000000,0.58664090,-0.58664090,0.54854420,-0.54854419,0.00778657,-0.00778657,0.10689478,-0.10689478,1.03119580,-1.03119578,0.00000000,-0.00000000
-5.76588294,1.70041739,-1.70041737,0.01573047,-0.01573047,0.00000000,-0.00000000,0.57449695,-0.57449695,0.51324194,-0.51324193,0.00696792,-0.00696792,0.09946996,-0.09946996,0.97832058,-0.97832057,0.00000000,-0.00000000
-5.75987994,1.60115628,-1.60115626,0.01495039,-0.01495039,0.00000000,-0.00000000,0.56105074,-0.56105074,0.47829765,-0.47829764,0.00620375,-0.00620375,0.09216337,-0.09216337,0.92566385,-0.92566384,0.00000000,-0.00000000
-5.75387694,1.50321016,-1.50321015,0.01416778,-0.01416778,0.00000000,-0.00000000,0.54627455,-0.54627454,0.44397657,-0.44397656,0.00549671,-0.00549671,0.08502843,-0.08502843,0.87348120,-0.87348119,0.00000000,-0.00000000
-5.74787394,1.40706636,-1.40706634,0.01338650,-0.01338650,0.00000000,-0.00000000,0.53015904,-0.53015904,0.41051300,-0.41051299,0.00484825,-0.00484825,0.07811242,-0.07811241,0.82199339,-0.82199338,0.00000000,-0.00000000
-5.74187094,1.31314403,-1.31314401,0.01261009,-0.01261009,0.00000000,-0.00000000,0.51271878,-0.51271878,0.37810906,-0.37810905,0.00425870,-0.00425870,0.07145613,-0.07145613,0.77139142,-0.77139141,0.00000000,-0.00000000
-5.73586793,1.22180096,-1.22180094,0.01184179,-0.01184179,0.00000000,-0.00000000,0.49399652,-0.49399652,0.34693433,-0.34693432,0.00372752,-0.00372752,0.06509380,-0.06509380,0.72184181,-0.72184180,0.00000000,-0.00000000
-5.72986493,1.13334101,-1.13334100,0.01108462,-0.01108462,0.00000000,-0.00000000,0.47406629,-0.47406629,0.31712636,-0.31712635,0.00325338,-0.00325338,0.05905312,-0.05905312,0.67349202,-0.67349201,0.00000000,-0.00000000
-5.72386193,1.04802172,-1.04802171,0.01034142,-0.01034142,0.00000000,-0.00000000,0.45303491,-0.45303491,0.28879190,-0.28879190,0.00283442,-0.00283442,0.05335543,-0.05335543,0.62647528,-0.62647528,0.00000000,-0.00000000
-5.71785893,0.96606167,-0.96606166,0.00961489,-0.00961489,0.00000000,-0.00000000,0.43104200,-0.43104199,0.26200872,-0.26200871,0.00246839,-0.00246839,0.04801608,-0.04801608,0.58091500,-0.58091499,0.00000000,-0.00000000
-5.71185593,0.88764714,-0.88764713,0.00890764,-0.00890764,0.00000000,-0.00000000,0.40825839,-0.40825838,0.23682790,-0.23682789,0.00215284,-0.00215284,0.04304488,-0.04304488,0.53692812,-0.53692811,0.00000000,-0.00000000
-5.70585293,0.81293791,-0.81293790,0.00822217,-0.00822217,0.00000000,-0.00000000,0.38488318,-0.38488318,0.21327649,-0.21327649,0.00188527,-0.00188527,0.03844664,-0.03844664,0.49462765,-0.49462765,0.00000000,-0.00000000
-5.69984992,0.74207189,-0.74207188,0.00756090,-0.00756090,0.00000000,-0.00000000,0.36113951,-0.36113950,0.19136033,-0.19136033,0.00166326,-0.00166326,0.03422178,-0.03422178,0.45412417,-0.45412416,0.00000000,-0.00000000
-5.69384692,0.67516863,-0.67516862,0.00692619,-0.00692619,0.00000000,-0.00000000,0.33726936,-0.33726936,0.17106693,-0.17106692,0.00148460,-0.00148460,0.03036701,-0.03036701,0.41552630,-0.41552630,0.00000000,-0.00000000
-5.68784392,0.61233167,-0.61233166,0.00632026,-0.00632026,0.00000000,-0.00000000,0.31352771,-0.31352771,0.15236834,-0.15236833,0.00134739,-0.00134739,0.02687598,-0.02687598,0.37894043,-0.37894043,0.00000000,-0.00000000
-5.68184092,0.55364987,-0.55364986,0.00574521,-0.00574521,0.00000000,-0.00000000,0.29017623,-0.29017623,0.13522387,-0.13522387,0.00125011,-0.00125011,0.02373995,-0.02373995,0.34446962,-0.34446962,0.00000000,-0.00000000
-5.67583792,0.49919777,-0.49919777,0.00520298,-0.00520298,0.00000000,-0.00000000,0.26747700,-0.26747699,0.11958267,-0.11958267,0.00119166,-0.00119166,0.02094843,-0.02094843,0.31221201,-0.31221201,0.00000000,-0.00000000
-5.66983492,0.44903537,-0.44903537,0.00469532,-0.00469532,0.00000000,-0.00000000,0.24568634,-0.24568634,0.10538594,-0.10538594,0.00117136,-0.00117136,0.01848974,-0.01848974,0.28225888,-0.28225887,0.00000000,-0.00000000
-5.66383192,0.40320726,-0.40320726,0.00422373,-0.00422373,0.00000000,-0.00000000,0.22504919,-0.22504919,0.09256905,-0.09256905,0.00118899,-0.00118899,0.01635154,-0.01635154,0.25469249,-0.25469248,0.00000000,-0.00000000
-5.65782891,0.36174152,-0.36174151,0.00378947,-0.00378947,0.00000000,-0.00000000,0.20579398,-0.20579398,0.08106322,-0.08106322,0.00124469,-0.00124469,0.01452126,-0.01452126,0.22958393,-0.22958393,0.00000000,-0.00000000
-5.65182591,0.32464840,-0.32464840,0.00339351,-0.00339351,0.00000000,-0.00000000,0.18812838,-0.18812838,0.07079705,-0.07079705,0.00133895,-0.00133895,0.01298640,-0.01298640,0.20699109,-0.20699109,0.00000000,-0.00000000
-5.64582291,0.29191902,-0.29191902,0.00303652,-0.00303652,0.00000000,-0.00000000,0.17223576,-0.17223576,0.06169774,-0.06169774,0.00147253,-0.00147253,0.01173484,-0.01173484,0.18695680,-0.18695680,0.00000000,-0.00000000
-5.63981991,0.26352404,-0.26352404,0.00271883,-0.00271883,0.00000000,-0.00000000,0.15827248,-0.15827248,0.05369206,-0.05369206,0.00164631,-0.00164631,0.01075494,-0.01075494,0.16950724,-0.16950724,0.00000000,-0.00000000
-5.63381691,0.23941250,-0.23941250,0.00244046,-0.00244046,0.00000000,-0.00000000,0.14636596,-0.14636595,0.04670716,-0.04670716,0.00186122,-0.00186122,0.01003561,-0.01003561,0.15465066,-0.15465066,0.00000000,-0.00000000
-5.62781391,0.21951071,-0.21951070,0.00220112,-0.00220112,0.00000000,-0.00000000,0.13661330,-0.13661330,0.04067117,-0.04067117,0.00211808,-0.00211808,0.00956627,-0.00956627,0.14237633,-0.14237633,0.00000000,-0.00000000
-5.62181091,0.20372127,-0.20372127,0.00200016,-0.00200016,0.00000000,-0.00000000,0.12908058,-0.12908057,0.03551366,-0.03551366,0.00241745,-0.00241745,0.00933669,-0.00933669,0.13265375,-0.13265375,0.00000000,-0.00000000
-5.61580790,0.19192220,-0.19192220,0.00183666,-0.00183666,0.00000000,-0.00000000,0.12380243,-0.12380243,0.03116594,-0.03116594,0.00275950,-0.00275950,0.00933682,-0.00933682,0.12543207,-0.12543207,0.00000000,-0.00000000
-5.60980490,0.18396608,-0.18396608,0.00170937,-0.00170937,0.00000000,-0.00000000,0.12078200,-0.12078200,0.02756129,-0.02756129,0.00314384,-0.00314384,0.00955653,-0.00955653,0.12063964,-0.12063964,0.00000000,-0.00000000
-5.60380190,0.17967930,-0.17967930,0.00161677,-0.00161677,0.00000000,-0.00000000,0.11999109,-0.11999109,0.02463508,-0.02463508,0.00356937,-0.00356937,0.00998524,-0.00998524,0.11818374,-0.11818374,0.00000000,-0.00000000
-5.59779890,0.17886140,-0.17886140,0.00155706,-0.00155706,0.00000000,-0.00000000,0.12137039,-0.12137039,0.02232481,-0.02232481,0.00403419,-0.00403419,0.01061162,-0.01061162,0.11795040,-0.11795040,0.00000000,-0.00000000
-5.59179590,0.18128458,-0.18128458,0.00152817,-0.00152817,0.00000000,-0.00000000,0.12482993,-0.12482993,0.02057013,-0.02057013,0.00453545,-0.00453545,0.01142321,-0.01142321,0.11980438,-0.11980438,0.00000000,-0.00000000
-5.58579290,0.18669346,-0.18669346,0.00152781,-0.00152781,0.00000000,-0.00000000,0.13024957,-0.13024957,0.01931278,-0.01931278,0.00506929,-0.00506929,0.01240608,-0.01240608,0.12358936,-0.12358936,0.00000000,-0.00000000
-5.57978989,0.19480520,-0.19480520,0.00155346,-0.00155346,0.00000000,-0.00000000,0.13747976,-0.13747976,0.01849657,-0.01849657,0.00563080,-0.00563080,0.01354452,-0.01354452,0.12912837,-0.12912837,0.00000000,-0.00000000
-5.57378689,0.20531023,-0.20531023,0.00160236,-0.00160236,0.00000000,-0.00000000,0.14634258,-0.14634258,0.01806732,-0.01806732,0.00621399,-0.00621399,0.01482081,-0.01482081,0.13622455,-0.13622455,0.00000000,-0.00000000
-5.56778389,0.21787361,-0.21787361,0.00167161,-0.00167161,0.00000000,-0.00000000,0.15663311,-0.15663311,0.01797283,-0.01797283,0.00681188,-0.00681188,0.01621502,-0.01621502,0.14466238,-0.14466238,0.00000000,-0.00000000
-5.56178089,0.23213729,-0.23213729,0.00175809,-0.00175809,0.00000000,-0.00000000,0.16812148,-0.16812148,0.01816288,-0.01816288,0.00741654,-0.00741654,0.01770494,-0.01770494,0.15420949,-0.15420949,0.00000000,-0.00000000
-5.55577789,0.24772336,-0.24772336,0.00185857,-0.00185857,0.00000000,-0.00000000,0.18055538,-0.18055538,0.01858934,-0.01858934,0.00801927,-0.00801927,0.01926615,-0.01926615,0.16461902,-0.16461902,0.00000000,-0.00000000
-5.54977489,0.26423844,-0.26423845,0.00196971,-0.00196971,0.00000000,-0.00000000,0.19366351,-0.19366351,0.01920626,-0.01920626,0.00861076,-0.00861076,0.02087215,-0.02087215,0.17563279,-0.17563279,0.00000000,-0.00000000
-5.54377189,0.28127924,-0.28127924,0.00208809,-0.00208809,0.00000000,-0.00000000,0.20715965,-0.20715965,0.01997014,-0.01997014,0.00918133,-0.00918133,0.02249471,-0.02249471,0.18698510,-0.18698510,0.00000000,-0.00000000
-5.53776888,0.29843916,-0.29843916,0.00221027,-0.00221027,0.00000000,-0.00000000,0.22074767,-0.22074767,0.02084022,-0.02084022,0.00972120,-0.00972120,0.02410425,-0.02410425,0.19840739,-0.19840740,0.00000000,-0.00000000
-5.53176588,0.31531613,-0.31531613,0.00233285,-0.00233285,0.00000000,-0.00000000,0.23412729,-0.23412729,0.02177887,-0.02177887,0.01022075,-0.01022075,0.02567039,-0.02567039,0.20963345,-0.20963345,0.00000000,-0.00000000
-5.52576288,0.33152119,-0.33152119,0.00245252,-0.00245252,0.00000000,-0.00000000,0.24700045,-0.24700045,0.02275213,-0.02275213,0.01067091,-0.01067091,0.02716263,-0.02716263,0.22040524,-0.22040524,0.00000000,-0.00000000
-5.51975988,0.34668777,-0.34668777,0.00256611,-0.00256611,0.00000000,-0.00000000,0.25907828,-0.25907828,0.02373022,-0.02373022,0.01106336,-0.01106336,0.02855107,-0.02855107,0.23047917,-0.23047917,0.00000000,-0.00000000
-5.51375688,0.36048136,-0.36048136,0.00267068,-0.00267068,0.00000000,-0.00000000,0.27008832,-0.27008832,0.02468824,-0.02468824,0.01139094,-0.01139094,0.02980714,-0.02980714,0.23963250,-0.23963250,0.00000000,-0.00000000
-5.50775388,0.37260910,-0.37260910,0.00276359,-0.00276359,0.00000000,-0.00000000,0.27978172,-0.27978172,0.02560680,-0.02560680,0.01164786,-0.01164786,0.03090448,-0.03090448,0.24766977,-0.24766977,0.00000000,-0.00000000
-5.50175088,0.38282898,-0.38282898,0.00284253,-0.00284253,0.00000000,-0.00000000,0.28794030,-0.28794030,0.02647274,-0.02647274,0.01182999,-0.01182999,0.03181962,-0.03181962,0.25442889,-0.25442889,0.00000000,-0.00000000
-5.49574787,0.39095821,-0.39095821,0.00290561,-0.00290561,0.00000000,-0.00000000,0.29438292,-0.29438292,0.02727974,-0.02727974,0.01193504,-0.01193504,0.03253280,-0.03253280,0.25978672,-0.25978672,0.00000000,-0.00000000
-5.48974487,0.39688044,-0.39688044,0.00295141,-0.00295141,0.00000000,-0.00000000,0.29897108,-0.29897109,0.02802903,-0.02802903,0.01196270,-0.01196270,0.03302852,-0.03302852,0.26366378,-0.26366378,0.00000000,-0.00000000
-5.48374187,0.40055129,-0.40055129,0.00297899,-0.00297899,0.00000000,-0.00000000,0.30161333,-0.30161333,0.02872984,-0.02872984,0.01191475,-0.01191475,0.03329610,-0.03329610,0.26602795,-0.26602795,0.00000000,-0.00000000
-5.47773887,0.40200205,-0.40200205,0.00298797,-0.00298797,0.00000000,-0.00000000,0.30226831,-0.30226831,0.02939986,-0.02939986,0.01179502,-0.01179502,0.03333002,-0.03333002,0.26689687,-0.26689688,0.00000000,-0.00000000
-5.47173587,0.40134130,-0.40134130,0.00297850,-0.00297850,0.00000000,-0.00000000,0.30094629,-0.30094629,0.03006548,-0.03006548,0.01160941,-0.01160941,0.03313013,-0.03313013,0.26633894,-0.26633894,0.00000000,-0.00000000
-5.46573287,0.39875416,-0.39875416,0.00295125,-0.00295125,0.00000000,-0.00000000,0.29770905,-0.29770905,0.03076186,-0.03076186,0.01136568,-0.01136568,0.03270162,-0.03270162,0.26447279,-0.26447279,0.00000000,-0.00000000
-5.45972986,0.39449923,-0.39449923,0.00290745,-0.00290745,0.00000000,-0.00000000,0.29266803,-0.29266803,0.03153281,-0.03153281,0.01107334,-0.01107334,0.03205492,-0.03205492,0.26146524,-0.26146524,0.00000000,-0.00000000
-5.45372686,0.38890328,-0.38890328,0.00284876,-0.00284876,0.00000000,-0.00000000,0.28598097,-0.28598097,0.03243038,-0.03243038,0.01074333,-0.01074333,0.03120534,-0.03120534,0.25752768,-0.25752768,0.00000000,-0.00000000
-5.44772386,0.38235369,-0.38235369,0.00277733,-0.00277733,0.00000000,-0.00000000,0.27784697,-0.27784697,0.03351429,-0.03351429,0.01038782,-0.01038782,0.03017255,-0.03017255,0.25291107,-0.25291107,0.00000000,-0.00000000
-5.44172086,0.37528897,-0.37528897,0.00269563,-0.00269563,0.00000000,-0.00000000,0.26850030,-0.26850030,0.03485104,-0.03485104,0.01001978,-0.01001978,0.02898000,-0.02898000,0.24789964,-0.24789964,0.00000000,-0.00000000
-5.43571786,0.36818758,-0.36818758,0.00260645,-0.00260645,0.00000000,-0.00000000,0.25820317,-0.25820317,0.03651274,-0.03651274,0.00965272,-0.00965272,0.02765418,-0.02765418,0.24280347,-0.24280348,0.00000000,-0.00000000
-5.42971486,0.36155547,-0.36155547,0.00251278,-0.00251278,0.00000000,-0.00000000,0.24723776,-0.24723776,0.03857578,-0.03857578,0.00930025,-0.00930025,0.02622383,-0.02622383,0.23795026,-0.23795026,0.00000000,-0.00000000
-5.42371186,0.35591258,-0.35591258,0.00241775,-0.00241775,0.00000000,-0.00000000,0.23589782,-0.23589782,0.04111917,-0.04111917,0.00897576,-0.00897576,0.02471911,-0.02471911,0.23367643,-0.23367643,0.00000000,-0.00000000
-5.41770885,0.35177888,-0.35177888,0.00232451,-0.00232451,0.00000000,-0.00000000,0.22448020,-0.22448020,0.04422274,-0.04422274,0.00869202,-0.00869202,0.02317079,-0.02317079,0.23031797,-0.23031798,0.00000000,-0.00000000
-5.41170585,0.34966028,-0.34966028,0.00223615,-0.00223615,0.00000000,-0.00000000,0.21327659,-0.21327659,0.04796510,-0.04796510,0.00846086,-0.00846086,0.02160948,-0.02160948,0.22820120,-0.22820120,0.00000000,-0.00000000
-5.40570285,0.35003483,-0.35003484,0.00215565,-0.00215565,0.00000000,-0.00000000,0.20256585,-0.20256585,0.05242157,-0.05242157,0.00829284,-0.00829284,0.02006490,-0.02006490,0.22763375,-0.22763375,0.00000000,-0.00000000
-5.39969985,0.35333967,-0.35333967,0.00208577,-0.00208577,0.00000000,-0.00000000,0.19260702,-0.19260702,0.05766192,-0.05766193,0.00819696,-0.00819696,0.01856530,-0.01856530,0.22889610,-0.22889610,0.00000000,-0.00000000
-5.39369685,0.35995901,-0.35995902,0.00202898,-0.00202898,0.00000000,-0.00000000,0.18363347,-0.18363347,0.06374824,-0.06374824,0.00818042,-0.00818042,0.01713694,-0.01713694,0.23223382,-0.23223382,0.00000000,-0.00000000
-5.38769385,0.37021370,-0.37021371,0.00198744,-0.00198744,0.00000000,-0.00000000,0.17584812,-0.17584812,0.07073273,-0.07073274,0.00824843,-0.00824843,0.01580369,-0.01580369,0.23785080,-0.23785081,0.00000000,-0.00000000
-5.38169085,0.38435241,-0.38435242,0.00196293,-0.00196293,0.00000000,-0.00000000,0.16941995,-0.16941995,0.07865582,-0.07865582,0.00840403,-0.00840403,0.01458687,-0.01458687,0.24590371,-0.24590371,0.00000000,-0.00000000
-5.37568784,0.40254496,-0.40254497,0.00195686,-0.00195686,0.00000000,-0.00000000,0.16448191,-0.16448191,0.08754436,-0.08754436,0.00864798,-0.00864798,0.01350508,-0.01350508,0.25649770,-0.25649771,0.00000000,-0.00000000
-5.36968484,0.42487789,-0.42487790,0.00197019,-0.00197019,0.00000000,-0.00000000,0.16113004,-0.16113004,0.09741027,-0.09741027,0.00897875,-0.00897875,0.01257421,-0.01257421,0.26968373,-0.26968374,0.00000000,-0.00000000
-5.36368184,0.45135246,-0.45135248,0.00200350,-0.00200350,0.00000000,-0.00000000,0.15942394,-0.15942394,0.10824954,-0.10824954,0.00939248,-0.00939248,0.01180760,-0.01180760,0.28545738,-0.28545738,0.00000000,-0.00000000
-5.35767884,0.48188514,-0.48188515,0.00205698,-0.00205698,0.00000000,-0.00000000,0.15938841,-0.15938841,0.12004168,-0.12004169,0.00988306,-0.00988306,0.01121624,-0.01121624,0.30375931,-0.30375932,0.00000000,-0.00000000
-5.35167584,0.51631067,-0.51631068,0.00213046,-0.00213046,0.00000000,-0.00000000,0.16101608,-0.16101608,0.13274979,-0.13274980,0.01044224,-0.01044224,0.01080904,-0.01080904,0.32447746,-0.32447747,0.00000000,-0.00000000
-5.34567284,0.55438762,-0.55438764,0.00222342,-0.00222342,0.00000000,-0.00000000,0.16427096,-0.16427096,0.14632110,-0.14632110,0.01105978,-0.01105978,0.01059314,-0.01059314,0.34745068,-0.34745069,0.00000000,-0.00000000
