energy_ev,total_up,Ca_p_up,Ca_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.81990995,1.34270397,0.00817794,0.00000000,0.37201643,0.52012690,0.02161035,0.21133729,0.00951204,0.54485263
-5.81390695,1.29427802,0.00777762,0.00000000,0.35221487,0.50041768,0.02257040,0.20114057,0.00898518,0.52611420
-5.80790395,1.24648637,0.00737787,0.00000000,0.33350650,0.48053551,0.02352461,0.19116349,0.00847552,0.50793604
-5.80190095,1.19938392,0.00698126,0.00000000,0.31592042,0.46053418,0.02445386,0.18143974,0.00798550,0.49031220
-5.79589795,1.15299199,0.00659014,0.00000000,0.29945029,0.44047128,0.02533802,0.17199429,0.00751677,0.47321186
-5.78989495,1.10730295,0.00620663,0.00000000,0.28405848,0.42040673,0.02615668,0.16284384,0.00707022,0.45658329
-5.78389195,1.06228714,0.00583262,0.00000000,0.26968141,0.40040192,0.02688990,0.15399772,0.00664606,0.44035922
-5.77788894,1.01790143,0.00546984,0.00000000,0.25623582,0.38051920,0.02751904,0.14545902,0.00624395,0.42446298
-5.77188594,0.97409885,0.00511980,0.00000000,0.24362533,0.36082179,0.02802748,0.13722601,0.00586306,0.40881514
-5.76588294,0.93083861,0.00478389,0.00000000,0.23174724,0.34137402,0.02840142,0.12929358,0.00550229,0.39334023
-5.75987994,0.88809578,0.00446338,0.00000000,0.22049895,0.32224166,0.02863046,0.12165483,0.00516031,0.37797314
-5.75387694,0.84587012,0.00415945,0.00000000,0.20978387,0.30349234,0.02870816,0.11430249,0.00483570,0.36266480
-5.74787394,0.80419337,0.00387323,0.00000000,0.19951648,0.28519603,0.02863243,0.10723021,0.00452706,0.34738698
-5.74187094,0.76313476,0.00360584,0.00000000,0.18962638,0.26742525,0.02840574,0.10043363,0.00423309,0.33213576
-5.73586793,0.72280421,0.00335837,0.00000000,0.18006118,0.25025520,0.02803516,0.09391122,0.00395266,0.31693369
-5.72986493,0.68335321,0.00313193,0.00000000,0.17078822,0.23376356,0.02753223,0.08766480,0.00368485,0.30183057
-5.72386193,0.64497328,0.00292763,0.00000000,0.16179509,0.21803000,0.02691265,0.08169973,0.00342897,0.28690257
-5.71785893,0.60789194,0.00274661,0.00000000,0.15308898,0.20313534,0.02619584,0.07602488,0.00318462,0.27225016
-5.71185593,0.57236658,0.00258999,0.00000000,0.14469511,0.18916036,0.02540424,0.07065222,0.00295159,0.25799462
-5.70585293,0.53867640,0.00245885,0.00000000,0.13665417,0.17618438,0.02456265,0.06559626,0.00272993,0.24427350
-5.69984992,0.50711283,0.00235425,0.00000000,0.12901920,0.16428346,0.02369737,0.06087326,0.00251984,0.23123528
-5.69384692,0.47796880,0.00227710,0.00000000,0.12185185,0.15352847,0.02283532,0.05650023,0.00232168,0.21903330
-5.68784392,0.45152745,0.00222818,0.00000000,0.11521848,0.14398302,0.02200311,0.05249391,0.00213588,0.20781943
-5.68184092,0.42805066,0.00220807,0.00000000,0.10918612,0.13570135,0.02122619,0.04886972,0.00196291,0.19773769
-5.67583792,0.40776800,0.00221709,0.00000000,0.10381850,0.12872634,0.02052792,0.04564064,0.00180323,0.18891802
-5.66983492,0.39086653,0.00225523,0.00000000,0.09917246,0.12308765,0.01992889,0.04281626,0.00165723,0.18147058
-5.66383192,0.37748195,0.00232210,0.00000000,0.09529477,0.11880023,0.01944613,0.04040188,0.00152519,0.17548068
-5.65782891,0.36769140,0.00241689,0.00000000,0.09221944,0.11586322,0.01909263,0.03839781,0.00140725,0.17100472
-5.65182591,0.36150843,0.00253831,0.00000000,0.08996583,0.11425939,0.01887687,0.03679883,0.00130340,0.16806707
-5.64582291,0.35888028,0.00268457,0.00000000,0.08853742,0.11395518,0.01880258,0.03559393,0.00121340,0.16665825
-5.63981991,0.35968774,0.00285337,0.00000000,0.08792142,0.11490142,0.01886862,0.03476621,0.00113687,0.16673436
-5.63381691,0.36374767,0.00304188,0.00000000,0.08808915,0.11703487,0.01906902,0.03429308,0.00107319,0.16821783
-5.62781391,0.37081826,0.00324678,0.00000000,0.08899725,0.12028039,0.01939322,0.03414672,0.00102160,0.17099951
-5.62181091,0.38060681,0.00346428,0.00000000,0.09058965,0.12455395,0.01982639,0.03429474,0.00098114,0.17494204
-5.61580790,0.39278012,0.00369021,0.00000000,0.09280022,0.12976629,0.02034997,0.03470107,0.00095076,0.17988445
-5.60980490,0.40697683,0.00392009,0.00000000,0.09555604,0.13582715,0.02094227,0.03532712,0.00092926,0.18564772
-5.60380190,0.42282170,0.00414926,0.00000000,0.09878119,0.14265000,0.02157918,0.03613295,0.00091541,0.19204132
-5.59779890,0.43994107,0.00437294,0.00000000,0.10240086,0.15015703,0.02223498,0.03707877,0.00090792,0.19887034
-5.59179590,0.45797908,0.00458645,0.00000000,0.10634574,0.15828415,0.02288319,0.03812635,0.00090555,0.20594308
-5.58579290,0.47661390,0.00478528,0.00000000,0.11055640,0.16698589,0.02349744,0.03924051,0.00090710,0.21307876
-5.57978989,0.49557344,0.00496530,0.00000000,0.11498760,0.17623979,0.02405228,0.04039065,0.00091147,0.22011501
-5.57378689,0.51464968,0.00512285,0.00000000,0.11961225,0.18605005,0.02452405,0.04155210,0.00091771,0.22691500
-5.56778389,0.53371091,0.00525492,0.00000000,0.12442491,0.19645024,0.02489157,0.04270737,0.00092504,0.23337370
-5.56178089,0.55271140,0.00535924,0.00000000,0.12944460,0.20750469,0.02513683,0.04384720,0.00093289,0.23942320
-5.55577789,0.57169771,0.00543440,0.00000000,0.13471678,0.21930842,0.02524546,0.04497140,0.00094092,0.24503659
-5.54977489,0.59081122,0.00547991,0.00000000,0.14031437,0.23198545,0.02520718,0.04608930,0.00094906,0.25023048
-5.54377189,0.61028663,0.00549626,0.00000000,0.14633769,0.24568534,0.02501600,0.04721999,0.00095749,0.25506572
-5.53776888,0.63044618,0.00548492,0.00000000,0.15291316,0.26057804,0.02467031,0.04839212,0.00096666,0.25964647
-5.53176588,0.65168958,0.00544832,0.00000000,0.16019090,0.27684698,0.02417281,0.04964334,0.00097730,0.26411742
-5.52576288,0.67447996,0.00538978,0.00000000,0.16834102,0.29468075,0.02353032,0.05101944,0.00099040,0.26865933
-5.51975988,0.69932618,0.00531345,0.00000000,0.17754879,0.31426350,0.02275339,0.05257304,0.00100716,0.27348292
-5.51375688,0.72676220,0.00522416,0.00000000,0.18800882,0.33576445,0.02185588,0.05436203,0.00102901,0.27882147
-5.50775388,0.75732415,0.00512729,0.00000000,0.19991821,0.35932709,0.02085441,0.05644766,0.00105754,0.28492215
-5.50175088,0.79152616,0.00502862,0.00000000,0.21346914,0.38505833,0.01976772,0.05889243,0.00109445,0.29203672
-5.49574787,0.82983587,0.00493412,0.00000000,0.22884095,0.41301835,0.01861609,0.06175784,0.00114155,0.30041164
-5.48974487,0.87265081,0.00484976,0.00000000,0.24619198,0.44321158,0.01742062,0.06510200,0.00120064,0.31027823
-5.48374187,0.92027659,0.00478138,0.00000000,0.26565165,0.47557946,0.01620271,0.06897726,0.00127349,0.32184320
-5.47773887,0.97290808,0.00473442,0.00000000,0.28731295,0.50999528,0.01498339,0.07342791,0.00136176,0.33527983
-5.47173587,1.03061447,0.00471384,0.00000000,0.31122570,0.54626177,0.01378289,0.07848813,0.00146697,0.35072041
-5.46573287,1.09332898,0.00472391,0.00000000,0.33739097,0.58411140,0.01262015,0.08418008,0.00159039,0.36825012
-5.45972986,1.16084383,0.00476811,0.00000000,0.36575687,0.62320989,0.01151255,0.09051246,0.00173304,0.38790257
-5.45372686,1.23281093,0.00484901,0.00000000,0.39621607,0.66316270,0.01047564,0.09747949,0.00189557,0.40965744
-5.44772386,1.30874830,0.00496827,0.00000000,0.42860520,0.70352450,0.00952298,0.10506026,0.00207830,0.43344008
-5.44172086,1.38805216,0.00512650,0.00000000,0.46270624,0.74381116,0.00866610,0.11321884,0.00228112,0.45912338
-5.43571786,1.47001417,0.00532336,0.00000000,0.49825009,0.78351407,0.00791453,0.12190475,0.00250348,0.48653166
-5.42971486,1.55384338,0.00555756,0.00000000,0.53492218,0.82211586,0.00727587,0.13105411,0.00274443,0.51544649
-5.42371186,1.63869164,0.00582694,0.00000000,0.57237001,0.85910722,0.00675591,0.14059135,0.00300255,0.54561434
-5.41770885,1.72368170,0.00612854,0.00000000,0.61021247,0.89400370,0.00635880,0.15043132,0.00327604,0.57675556
-5.41170585,1.80793650,0.00645878,0.00000000,0.64805053,0.92636201,0.00608724,0.16048190,0.00356270,0.60857435
-5.40570285,1.89060847,0.00681356,0.00000000,0.68547892,0.95579484,0.00594264,0.17064686,0.00386002,0.64076940
-5.39969985,1.97090731,0.00718845,0.00000000,0.72209834,0.98198365,0.00592531,0.18082894,0.00416520,0.67304448
-5.39369685,2.04812508,0.00757884,0.00000000,0.75752765,1.00468864,0.00603457,0.19093293,0.00447527,0.70511861
-5.38769385,2.12165718,0.00798011,0.00000000,0.79141541,1.02375562,0.00626886,0.20086863,0.00478710,0.73673535
-5.38169085,2.19101840,0.00838779,0.00000000,0.82345030,1.03911925,0.00662586,0.21055356,0.00509756,0.76767049
-5.37568784,2.25585300,0.00879767,0.00000000,0.85336984,1.05080271,0.00710245,0.21991525,0.00540353,0.79773799
-5.36968484,2.31593847,0.00920599,0.00000000,0.88096696,1.05891370,0.00769473,0.22889292,0.00570201,0.82679367
-5.36368184,2.37118275,0.00960945,0.00000000,0.90609409,1.06363702,0.00839800,0.23743856,0.00599022,0.85473648
-5.35767884,2.42161506,0.01000529,0.00000000,0.92866443,1.06522429,0.00920666,0.24551731,0.00626561,0.88150730
-5.35167584,2.46737089,0.01039135,0.00000000,0.94865053,1.06398118,0.01011413,0.25310704,0.00652594,0.90708517
-5.34567284,2.50867204,0.01076599,0.00000000,0.96608009,1.06025295,0.01111274,0.26019726,0.00676932,0.93148139
-5.33966983,2.54580283,0.01112809,0.00000000,0.98102926,1.05440913,0.01219368,0.26678736,0.00699422,0.95473159
-5.33366683,2.57908406,0.01147695,0.00000000,0.99361397,1.04682797,0.01334684,0.27288438,0.00719952,0.97688652
-5.32766383,2.60884615,0.01181221,0.00000000,1.00397973,1.03788165,0.01456087,0.27850033,0.00738445,0.99800188
-5.32166083,2.63540321,0.01213370,0.00000000,1.01229053,1.02792291,0.01582305,0.28364941,0.00754862,1.01812810
-5.31565783,2.65902981,0.01244137,0.00000000,1.01871773,1.01727381,0.01711940,0.28834522,0.00769199,1.03730068
-5.30965483,2.67994181,0.01273512,0.00000000,1.02342949,1.00621709,0.01843477,0.29259820,0.00781485,1.05553180
-5.30365183,2.69828270,0.01301473,0.00000000,1.02658156,0.99499059,0.01975295,0.29641355,0.00791779,1.07280397
-5.29764882,2.71411652,0.01327977,0.00000000,1.02831014,0.98378490,0.02105691,0.29978977,0.00800165,1.08906605
-5.29164582,2.72742777,0.01352953,0.00000000,1.02872710,0.97274414,0.02232907,0.30271792,0.00806755,1.10423242
-5.28564282,2.73812869,0.01376303,0.00000000,1.02791811,0.96196986,0.02355164,0.30518175,0.00811684,1.11818515
-5.27963982,2.74607345,0.01397904,0.00000000,1.02594378,0.95152756,0.02470697,0.30715872,0.00815109,1.13077948
-5.27363682,2.75107860,0.01417611,0.00000000,1.02284366,0.94145538,0.02577798,0.30862182,0.00817211,1.14185230
-5.26763382,2.75294841,0.01435267,0.00000000,1.01864291,0.93177417,0.02674859,0.30954218,0.00818192,1.15123327
-5.26163082,2.75150354,0.01450719,0.00000000,1.01336120,0.92249842,0.02760418,0.30989219,0.00818278,1.15875790
-5.25562781,2.74661114,0.01463828,0.00000000,1.00702302,0.91364701,0.02833194,0.30964906,0.00817718,1.16428187
-5.24962481,2.73821426,0.01474484,0.00000000,0.99966886,0.90525317,0.02892134,0.30879849,0.00816787,1.16769569
-5.24362181,2.72635837,0.01482624,0.00000000,0.99136612,0.89737275,0.02936440,0.30733816,0.00815779,1.16893859
-5.23761881,2.71121302,0.01488244,0.00000000,0.98221915,0.89009023,0.02965598,0.30528085,0.00815010,1.16801084
-5.23161581,2.69308674,0.01491407,0.00000000,0.97237729,0.88352195,0.02979392,0.30265691,0.00814810,1.16498338
-5.22561281,2.67243361,0.01492256,0.00000000,0.96204035,0.87781613,0.02977917,0.29951583,0.00815521,1.16000397
-5.21960980,2.64985073,0.01491010,0.00000000,0.95146074,0.87314955,0.02961570,0.29592671,0.00817485,1.15329933
-5.21360680,2.62606577,0.01487966,0.00000000,0.94094201,0.86972101,0.02931039,0.29197768,0.00821037,1.14517269
-5.20760380,2.60191501,0.01483486,0.00000000,0.93083340,0.86774172,0.02887278,0.28777403,0.00826487,1.13599671
-5.20160080,2.57831246,0.01477990,0.00000000,0.92152054,0.86742315,0.02831474,0.28343517,0.00834113,1.12620184
-5.19559780,2.55621145,0.01471930,0.00000000,0.91341262,0.86896301,0.02765005,0.27909060,0.00844144,1.11626048
-5.18959480,2.53656045,0.01465774,0.00000000,0.90692642,0.87253012,0.02689389,0.27487495,0.00856741,1.10666781
-5.18359180,2.52025545,0.01459979,0.00000000,0.90246811,0.87824905,0.02606235,0.27092238,0.00871987,1.09791985
-5.17758879,2.50809155,0.01454963,0.00000000,0.90041348,0.88618557,0.02517188,0.26736070,0.00889874,1.09049025
-5.17158579,2.50071622,0.01451081,0.00000000,0.90108789,0.89633381,0.02423871,0.26430530,0.00910290,1.08480663
-5.16558279,2.49858719,0.01448602,0.00000000,0.90474679,0.90860593,0.02327840,0.26185352,0.00933013,1.08122806
-5.15957979,2.50193735,0.01447686,0.00000000,0.91155804,0.92282525,0.02230535,0.26007952,0.00957707,1.08002463
-5.15357679,2.51074881,0.01448370,0.00000000,0.92158693,0.93872328,0.02133241,0.25903003,0.00983928,1.08136047
-5.14757379,2.52473792,0.01450558,0.00000000,0.93478496,0.95594109,0.02037062,0.25872122,0.01011124,1.08528113
-5.14157079,2.54335237,0.01454015,0.00000000,0.95098291,0.97403525,0.01942897,0.25913695,0.01038653,1.09170600
-5.13556778,2.56578085,0.01458379,0.00000000,0.96988885,0.99248801,0.01851435,0.26022834,0.01065795,1.10042641
-5.12956478,2.59097502,0.01463163,0.00000000,0.99109143,1.01072172,0.01763151,0.26191486,0.01091779,1.11110946
-5.12356178,2.61768311,0.01467780,0.00000000,1.01406818,1.02811659,0.01678317,0.26408689,0.01115803,1.12330769
-5.11755878,2.64449354,0.01471563,0.00000000,1.03819898,1.04403119,0.01597024,0.26660951,0.01137064,1.13647394
-5.11155578,2.66988663,0.01473798,0.00000000,1.06278378,1.05782465,0.01519202,0.26932758,0.01154787,1.14998094
-5.10555278,2.69229194,0.01473749,0.00000000,1.08706426,1.06887967,0.01444653,0.27207163,0.01168257,1.16314469
-5.09954977,2.71014859,0.01470700,0.00000000,1.11024821,1.07662508,0.01373083,0.27466446,0.01176845,1.17525044
-5.09354677,2.72196576,0.01463980,0.00000000,1.13153579,1.08055699,0.01304138,0.27692811,0.01180031,1.18558023
-5.08754377,2.72638046,0.01453001,0.00000000,1.15014647,1.08025758,0.01237437,0.27869079,0.01177433,1.19344059
-5.08154077,2.72221021,0.01437282,0.00000000,1.16534555,1.07541054,0.01172601,0.27979360,0.01168818,1.19818927
-5.07553777,2.70849805,0.01416473,0.00000000,1.17646910,1.06581270,0.01109283,0.28009668,0.01154117,1.19925979
-5.06953477,2.68454825,0.01390374,0.00000000,1.18294633,1.05138113,0.01047188,0.27948447,0.01133427,1.19618270
-5.06353177,2.64995126,0.01358943,0.00000000,1.18431852,1.03215574,0.00986092,0.27787000,0.01107010,1.18860283
-5.05752876,2.60459710,0.01322300,0.00000000,1.18025377,1.00829716,0.00925847,0.27519794,0.01075288,1.17629182
-5.05152576,2.54867707,0.01280726,0.00000000,1.17055698,0.98008021,0.00866392,0.27144640,0.01038824,1.15915551
-5.04552276,2.48267393,0.01234650,0.00000000,1.15517502,0.94788346,0.00807745,0.26662732,0.00998305,1.13723606
-5.03951976,2.40734166,0.01184634,0.00000000,1.13419671,0.91217529,0.00750002,0.26078569,0.00954522,1.11070898
-5.03351676,2.32367586,0.01131354,0.00000000,1.10784808,0.87349727,0.00693326,0.25399741,0.00908333,1.07987527
-5.02751376,2.23287653,0.01075573,0.00000000,1.07648308,0.83244571,0.00637929,0.24636617,0.00860645,1.04514928
-5.02151076,2.13630522,0.01018114,0.00000000,1.04057039,0.78965211,0.00584067,0.23801943,0.00812377,1.00704299
-5.01550775,2.03543839,0.00959835,0.00000000,1.00067711,0.74576334,0.00532015,0.22910363,0.00764432,0.96614744
-5.00950475,1.93181925,0.00901598,0.00000000,0.95744992,0.70142247,0.00482056,0.21977903,0.00717668,0.92311239
-5.00350175,1.82700996,0.00844241,0.00000000,0.91159484,0.65725078,0.00434470,0.21021429,0.00672878,0.87862491
-4.99749875,1.72254620,0.00788560,0.00000000,0.86385632,0.61383167,0.00389518,0.20058109,0.00630760,0.83338800
-4.99149575,1.61989559,0.00735281,0.00000000,0.81499655,0.57169691,0.00347433,0.19104892,0.00591905,0.78810008
-4.98549275,1.52042148,0.00685048,0.00000000,0.76577581,0.53131555,0.00308417,0.18178045,0.00556783,0.74343596
-4.97948974,1.42535313,0.00638410,0.00000000,0.71693457,0.49308572,0.00272632,0.17292732,0.00525733,0.70003022
-4.97348674,1.33576282,0.00595810,0.00000000,0.66917780,0.45732948,0.00240202,0.16462687,0.00498960,0.65846326
-4.96748374,1.25255062,0.00557586,0.00000000,0.62316200,0.42429048,0.00211215,0.15699951,0.00476538,0.61925048
-4.96148074,1.17643641,0.00523969,0.00000000,0.57948520,0.39413455,0.00185722,0.15014712,0.00458413,0.58283481
-4.95547774,1.10795923,0.00495089,0.00000000,0.53867988,0.36695279,0.00163748,0.14415222,0.00444415,0.54958257
-4.94947474,1.04748315,0.00470984,0.00000000,0.50120888,0.34276693,0.00145292,0.13907796,0.00434271,0.51978243
-4.94347174,0.99520892,0.00451610,0.00000000,0.46746396,0.32153659,0.00130339,0.13496896,0.00427618,0.49364740
-4.93746873,0.95119044,0.00436853,0.00000000,0.43776671,0.30316812,0.00118864,0.13185265,0.00424025,0.47131923
-4.93146573,0.91535472,0.00426544,0.00000000,0.41237134,0.28752444,0.00110839,0.12974117,0.00423010,0.45287490
-4.92546273,0.88752427,0.00420473,0.00000000,0.39146882,0.27443565,0.00106239,0.12863353,0.00424062,0.43833441
-4.91945973,0.86744047,0.00418405,0.00000000,0.37519178,0.26370984,0.00105046,0.12851796,0.00426660,0.42766953
-4.91345673,0.85478674,0.00420090,0.00000000,0.36361965,0.25514380,0.00107254,0.12937412,0.00430296,0.42081266
-4.90745373,0.84921037,0.00425276,0.00000000,0.35678360,0.24853317,0.00112872,0.13117527,0.00434488,0.41766534
-4.90145073,0.85034180,0.00433719,0.00000000,0.35467059,0.24368188,0.00121919,0.13388988,0.00438801,0.41810585
-4.89544772,0.85781070,0.00445187,0.00000000,0.35722649,0.24041027,0.00134430,0.13748297,0.00442864,0.42199550
-4.88944472,0.87125812,0.00459468,0.00000000,0.36435780,0.23856203,0.00150448,0.14191674,0.00446375,0.42918325
-4.88344172,0.89034421,0.00476372,0.00000000,0.37593205,0.23800951,0.00170024,0.14715071,0.00449114,0.43950851
-4.87743872,0.91475159,0.00495725,0.00000000,0.39177685,0.23865734,0.00193210,0.15314126,0.00450950,0.45280203
-4.87143572,0.94418442,0.00517371,0.00000000,0.41167783,0.24044438,0.00220054,0.15984066,0.00451840,0.46888509
-4.86543272,0.97836350,0.00541163,0.00000000,0.43537578,0.24334391,0.00250591,0.16719563,0.00451827,0.48756706
-4.85942971,1.01701814,0.00566961,0.00000000,0.46256345,0.24736214,0.00284840,0.17514571,0.00451039,0.50864186
-4.85342671,1.05987553,0.00594616,0.00000000,0.49288259,0.25253515,0.00322794,0.18362149,0.00449680,0.53188362
-4.84742371,1.10664864,0.00623972,0.00000000,0.52592158,0.25892438,0.00364413,0.19254284,0.00448018,0.55704222
-4.84142071,1.15702356,0.00654849,0.00000000,0.56121451,0.26661098,0.00409618,0.20181757,0.00446370,0.58383901
-4.83541771,1.21064740,0.00687041,0.00000000,0.59824193,0.27568900,0.00458283,0.21134041,0.00445094,0.61196357
-4.82941471,1.26711762,0.00720308,0.00000000,0.63643388,0.28625801,0.00510232,0.22099267,0.00444568,0.64107166
-4.82341171,1.32597378,0.00754373,0.00000000,0.67517544,0.29841511,0.00565230,0.23064268,0.00445170,0.67078502
-4.81740870,1.38669227,0.00788921,0.00000000,0.71381486,0.31224677,0.00622984,0.24014698,0.00447269,0.70069312
-4.81140570,1.44868455,0.00823596,0.00000000,0.75167445,0.32782073,0.00683136,0.24935244,0.00451202,0.73035718
-4.80540270,1.51129918,0.00858008,0.00000000,0.78806372,0.34517831,0.00745266,0.25809918,0.00457260,0.75931624
-4.79939970,1.57382755,0.00891735,0.00000000,0.82229466,0.36432729,0.00808892,0.26622418,0.00465673,0.78709539
-4.79339670,1.63551330,0.00924334,0.00000000,0.85369841,0.38523570,0.00873468,0.27356557,0.00476603,0.81321565
-4.78739370,1.69556475,0.00955348,0.00000000,0.88164273,0.40782673,0.00938392,0.27996726,0.00490128,0.83720516
-4.78139070,1.75317008,0.00984314,0.00000000,0.90554946,0.43197506,0.01003014,0.28528372,0.00506239,0.85861128
-4.77538769,1.80751422,0.01010782,0.00000000,0.92491116,0.45750465,0.01066638,0.28938481,0.00524837,0.87701284
-4.76938469,1.85779709,0.01034319,0.00000000,0.93930612,0.48418835,0.01128538,0.29216015,0.00545735,0.89203204
-4.76338169,1.90325203,0.01054526,0.00000000,0.94841102,0.51174924,0.01187964,0.29352306,0.00568657,0.90334551
-4.75737869,1.94316400,0.01071047,0.00000000,0.95201054,0.53986400,0.01244162,0.29341368,0.00593249,0.91069384
-4.75137569,1.97688670,0.01083579,0.00000000,0.95000349,0.56816811,0.01296384,0.29180120,0.00619087,0.91388919
-4.74537269,2.00385811,0.01091882,0.00000000,0.94240511,0.59626295,0.01343910,0.28868504,0.00645694,0.91282079
-4.73936968,2.02361394,0.01095785,0.00000000,0.92934547,0.62372464,0.01386060,0.28409498,0.00672550,0.90745784
-4.73336668,2.03579872,0.01095189,0.00000000,0.91106401,0.65011438,0.01422217,0.27809010,0.00699115,0.89784998
-4.72736368,2.04017431,0.01090075,0.00000000,0.88790056,0.67499001,0.01451842,0.27075685,0.00724843,0.88412524
-4.72136068,2.03662559,0.01080498,0.00000000,0.86028322,0.69791851,0.01474491,0.26220603,0.00749203,0.86648563
-4.71535768,2.02516340,0.01066592,0.00000000,0.82871379,0.71848879,0.01489833,0.25256919,0.00771701,0.84520068
-4.70935468,2.00592471,0.01048564,0.00000000,0.79375136,0.73632452,0.01497660,0.24199434,0.00791893,0.82059921
-4.70335168,1.97917009,0.01026689,0.00000000,0.75599485,0.75109637,0.01497900,0.23064130,0.00809403,0.79305977
-4.69734867,1.94527847,0.01001305,0.00000000,0.71606521,0.76253300,0.01490620,0.21867705,0.00823938,0.76300005
-4.69134567,1.90473949,0.00972802,0.00000000,0.67458814,0.77043057,0.01476032,0.20627091,0.00835297,0.73086584
-4.68534267,1.85814332,0.00941617,0.00000000,0.63217772,0.77465999,0.01454489,0.19359020,0.00843377,0.69711974
-4.67933967,1.80616827,0.00908221,0.00000000,0.58942182,0.77517176,0.01426476,0.18079609,0.00848176,0.66223012
-4.67333667,1.74956637,0.00873112,0.00000000,0.54686943,0.77199793,0.01392600,0.16804019,0.00849791,0.62666060
-4.66733367,1.68914693,0.00836797,0.00000000,0.50502037,0.76525112,0.01353576,0.15546155,0.00848413,0.59086023
-4.66133067,1.62575872,0.00799789,0.00000000,0.46431751,0.75512054,0.01310201,0.14318452,0.00844314,0.55525474
-4.65532766,1.56027081,0.00762588,0.00000000,0.42514146,0.74186510,0.01263338,0.13131711,0.00837837,0.52023882
-4.64932466,1.49355270,0.00725675,0.00000000,0.38780774,0.72580397,0.01213880,0.11995017,0.00829376,0.48616969
-4.64332166,1.42645425,0.00689498,0.00000000,0.35256613,0.70730485,0.01162735,0.10915705,0.00819361,0.45336197
